Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),CO2X(34),CH3X(22),HX(19),CH2X(134),CHX(26),H2X(36),C2H6X(39),CX(24),C2H3X(136),C2H5X(38),C2H4X(51),C2H3X(50),CH2(T)(29),C3H8X(43),C3H6(143),C3H6X(157),C3H5X(155),HOCXO(25),OCX(21),HOX(23),OX(20),COX(37),C3H5X(156),H2OX(35),C3H5X(144),allyl(160),CH3OHX(46),C4H8(202),C4H8X(300),C4H7X(299),C4H7X(203),C4H7(303),C4H7X(360),C4H8(148),C4H8X(467)
0.002390585536739385,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104680927630059,0.099962330941553143,1.4917001394347986e-40,0.0999652595611909,7.2248150487589555e-18,1.1558096651544939e-08,4.5030566341238804e-11,3.5300691143569971e-08,7.9211455086135188e-26,2.690822615687278e-06,4.8197632369226412e-16,2.4117087380961301e-13,2.8852647601252267e-11,3.1944140373004889e-18,1.7674273506071419e-24,1.2194309034587117e-25,4.5403744439178964e-25,7.1420463396152862e-13,3.4739398422605496e-05,3.474041619079073e-05,5.4236622338761457e-10,3.2361266909501896e-06,3.4471761264984732e-10,1.5648872709157912e-07,4.0167261935759811e-12,1.2267866282720865e-11,2.7188184826127599e-11,5.3613762750562619e-09,2.5061094564201198e-17,2.4820380326195274e-16,1.5272553838420763e-12,1.1128172965831222e-12,1.6749868682122177e-19,1.3018154410886497e-15,4.5241298533131501e-19,8.112363533717768e-16,1.0348378763871091e-20,7.6766802665881137e-21,2.5557127936988978e-19,1.9044783955535906e-13,1.5649241004834492e-14,4.0603209593787277e-16,2.5108027888897533e-21,1.0189944343847343e-22,1.1733963190225597e-16,1.1101381931713973e-21,5.1448820586738744e-19,1.7879728444216227e-22,2.1562264641194342e-19,6.8351610951612831e-26,7.845823681836643e-20,6.8047651801364218e-26,2.2144621339217911e-20,7.6957987053918097e-24
0.002398704644429303,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104680081421453,0.099962321426709091,1.5166366580398333e-40,0.099965259562279751,7.2781508265226441e-18,1.1620925948521137e-08,4.528955246512758e-11,3.5675600032602298e-08,8.0027621701219586e-26,2.699884243480185e-06,4.9181048734717152e-16,2.4182688306989818e-13,2.9231583911545172e-11,3.2225181172313515e-18,1.7774678734266797e-24,1.2306404474281488e-25,4.5591628224211862e-25,7.2686393336658862e-13,3.4739393896428564e-05,3.4740414971585234e-05,5.4419234028059687e-10,3.2449091352206375e-06,3.4490629754574231e-10,1.5615059279152503e-07,4.0385607962648524e-12,1.2398156001371983e-11,2.703002694569586e-11,5.3828542545115191e-09,2.5390164948711708e-17,2.5260321491268647e-16,1.5603189679871381e-12,1.1202606102074678e-12,1.709162961128726e-19,1.3364390728257819e-15,4.6444553649181083e-19,8.3597311051953569e-16,1.0376462973435325e-20,7.7208295537659259e-21,2.5659698342193214e-19,1.9203020506131451e-13,1.5739244573085721e-14,4.1841577958700082e-16,2.5293382090811229e-21,1.0477128048809758e-22,1.2064711333569545e-16,1.1199050200796578e-21,5.3278658033668874e-19,1.8515641307772553e-22,2.2413669923637429e-19,7.0922642654061238e-26,8.1410214639282717e-20,7.0607776677841335e-26,2.3034507912268869e-20,8.0050558531781505e-24
0.0024068237521192213,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104679235355075,0.09996231191589082,1.5419226190382317e-40,0.099965259563368089,7.3317615856860554e-18,1.1683908263213607e-08,4.5549175454824092e-11,3.6053030840156577e-08,8.0848404418383788e-26,2.708935860317061e-06,5.018069882038152e-16,2.4248272423384602e-13,2.9613942112163942e-11,3.2507814692162176e-18,1.7875045185095882e-24,1.2419143544655337e-25,4.5780367678777556e-25,7.3969328125666574e-13,3.4739389371808932e-05,3.4740413752602169e-05,5.4601643934408972e-10,3.2536891714903225e-06,3.4509298330074102e-10,1.5581349658959258e-07,4.0604485749052552e-12,1.252932214031347e-11,2.6873191873412836e-11,5.4042791880017324e-09,2.5722206185557841e-17,2.570617223236084e-16,1.5939668467427246e-12,1.1277192556913521e-12,1.7439032136333305e-19,1.3718407241919251e-15,4.7674846786287161e-19,8.6136624808692357e-16,1.0404539482778084e-20,7.7650874014604377e-21,2.5762617332762562e-19,1.9362149796204358e-13,1.5829469461817196e-14,4.3112815857008129e-16,2.5479691908538185e-21,1.0771138007702819e-22,1.2403322522688826e-16,1.1297271973043315e-21,5.5166080917254299e-19,1.9171566483114988e-22,2.3295296067960832e-19,7.3579455855777989e-26,8.4460710923805127e-20,7.325333633382983e-26,2.3956672247089328e-20,8.3255302943019325e-24
0.0024149428598091395,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104678389432099,0.099962302409107404,1.5675619246818167e-40,0.099965259564455913,7.3856487446829195e-18,1.1747043378687486e-08,4.5809435109850915e-11,3.6432989205962929e-08,8.1673801325200513e-26,2.7179774467324114e-06,5.1196782290985043e-16,2.4313839651654993e-13,2.9999736062890797e-11,3.2792046905510684e-18,1.797537105901944e-24,1.2532527826157307e-25,4.5970368343653884e-25,7.5269412663431114e-13,3.4739384848844796e-05,3.4740412533796148e-05,5.4783851665725795e-10,3.2624667890651184e-06,3.452776863732852e-10,1.5547743726399299e-07,4.0823894541045526e-12,1.2661366659403498e-11,2.6717665514089085e-11,5.4256512076588989e-09,2.6057230302551146e-17,2.6157982905301048e-16,1.6282068366347252e-12,1.1351931269713488e-12,1.7792145645125447e-19,1.408034461909674e-15,4.8932666795035491e-19,8.8743047700535277e-16,1.0432608257694181e-20,7.8094537754793825e-21,2.5865886760330515e-19,1.9522174156030413e-13,1.5919915601330773e-14,4.441766029622202e-16,2.5666962271387294e-21,1.1072103761248584e-22,1.2749946001464892e-16,1.1396049324146133e-21,5.71126570750437e-19,1.9848048830325508e-22,2.4208092160888467e-19,7.6324532448296263e-26,8.7612576880980863e-20,7.5986803111742444e-26,2.4912153989112048e-20,8.6575833299403355e-24
0.0024230619674990577,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410467754365373,0.099962292906367878,1.5935585097394367e-40,0.099965259565543196,7.4398137278959527e-18,1.1810331076171942e-08,4.6070331228966753e-11,3.6815480736208265e-08,8.2503810427157562e-26,2.72700898342108e-06,5.2229500299665128e-16,2.4379389912592454e-13,3.0388979552826766e-11,3.3077883820039215e-18,1.807565459230403e-24,1.2646558898737106e-25,4.6160357903857881e-25,7.658679211769294e-13,3.4739380327506522e-05,3.4740411315205748e-05,5.4965856833068364e-10,3.2712419771639511e-06,3.454604229000434e-10,1.5514241353071335e-07,4.1043833578294053e-12,1.2794291506840442e-11,2.6563433954118849e-11,5.4469704461307489e-09,2.6395249266147271e-17,2.6615803958868815e-16,1.6630468202874921e-12,1.1426821180949916e-12,1.8151040042769875e-19,1.4450345385344774e-15,5.0218508984120415e-19,9.1418077334815924e-16,1.0460669263714039e-20,7.853928641509756e-21,2.5969508482075798e-19,1.9683095912917671e-13,1.6010582921687407e-14,4.5756861576998811e-16,2.5855198129338522e-21,1.1380156595857378e-22,1.3104733025490686e-16,1.1495384341870474e-21,5.9119990015234496e-19,2.0545645605840845e-22,2.5153033072567268e-19,7.9160414432828994e-26,9.0868732794650965e-20,7.8810709243540772e-26,2.5902021816006447e-20,9.0015863506382767e-24
0.002431181075188976,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104676698021169,0.099962283407681346,1.6199163405193228e-40,0.099965259566629938,7.4942579656954059e-18,1.1873771136160421e-08,4.6331863610185986e-11,3.7200511003539191e-08,8.3338429649309822e-26,2.736030451239356e-06,5.3279055488845608e-16,2.4444923126368427e-13,3.0781686299883248e-11,3.3365331478304848e-18,1.8175894056880632e-24,1.2761238341843626e-25,4.635099929985132e-25,7.792161191586487e-13,3.4739375807718631e-05,3.4740410096854088e-05,5.5147659050772558e-10,3.2800147249142141e-06,3.4564120902244257e-10,1.5480842404217689e-07,4.1264302097876828e-12,1.2928098619168522e-11,2.6410483455416529e-11,5.4682370365581273e-09,2.6736274980976841e-17,2.7079685932069157e-16,1.6984947465383155e-12,1.1501861232206664e-12,1.8515785751931994e-19,1.4828553938022897e-15,5.1532875167145036e-19,9.4163238181793887e-16,1.0488722466073515e-20,7.8985119651121135e-21,2.6073484357919262e-19,1.9844917388581506e-13,1.6101471352661062e-14,4.7131183468235759e-16,2.6044404453198865e-21,1.1695429554535159e-22,1.3467836874654666e-16,1.1595279126099386e-21,6.1189719554600637e-19,2.1264926684148683e-22,2.6131120041773367e-19,8.2089705064010135e-26,9.423216933834473e-20,8.1727647990314587e-26,2.6927374113909598e-20,9.3579210713109537e-24
0.002439300182878894,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104675852535631,0.09996227391305669,1.6466394142267435e-40,0.099965259567716166,7.5489828944436665e-18,1.1937363337377244e-08,4.6594032050756066e-11,3.758808554707122e-08,8.4177656837924257e-26,2.7450418312102351e-06,5.4345651991093079e-16,2.4510439212383748e-13,3.1177869950282181e-11,3.3654395957695376e-18,1.8276087760196363e-24,1.2876567734423066e-25,4.6543164265173825e-25,7.9274017737260109e-13,3.4739371289607377e-05,3.4740408878676762e-05,5.5329257936629722e-10,3.2887850213436717e-06,3.4582006066227353e-10,1.5447546738229957e-07,4.1485299330788148e-12,1.3062789921279789e-11,2.6258800450874542e-11,5.4894511125477007e-09,2.7080319289422978e-17,2.7549679451453162e-16,1.7345586305482835e-12,1.1577050366198329e-12,1.8886453713119233e-19,1.5215116559760835e-15,5.2876273709404186e-19,9.698008192589523e-16,1.0516767829675024e-20,7.9432037117042252e-21,2.6177816245333946e-19,2.0007640900736559e-13,1.6192580823757187e-14,4.8541403383428623e-16,2.6234586234582801e-21,1.201805744770684e-22,1.3839412865605119e-16,1.1695735788813659e-21,6.3323522464401896e-19,2.2006474782250072e-22,2.7143381271556165e-19,8.5115070008736269e-26,9.770594890719604e-20,8.4740274797444719e-26,2.79893396658389e-20,9.7269797704846927e-24
0.0024474192905688122,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104675007198362,0.099962264422502889,1.6737317606158161e-40,0.099965259568801854,7.6039899565306279e-18,1.2001107456583041e-08,4.6856836347135155e-11,3.7978209872394478e-08,8.5021489762118107e-26,2.7540431045096998e-06,5.5429495429880331e-16,2.457593808939401e-13,3.1577544078062605e-11,3.3945083370492722e-18,1.8376234045061361e-24,1.2992548654917017e-25,4.6735352823780767e-25,8.0644155505281655e-13,3.4739366773156538e-05,3.474040766071448e-05,5.5510653111367876e-10,3.297552855408594e-06,3.4599699336349264e-10,1.5414354208044276e-07,4.1706824501174006e-12,1.3198367326411625e-11,2.6108371548794248e-11,5.5106128081498751e-09,2.7427393971216696e-17,2.8025835228394179e-16,1.7712465539095207e-12,1.1652387526780959e-12,1.9263115384960274e-19,1.5610181431862611e-15,5.4249219574516432e-19,9.9870187819451836e-16,1.0544805319209246e-20,7.9880038465805748e-21,2.6282506009137318e-19,2.0171268764714088e-13,1.6283911264243656e-14,4.9988312558290488e-16,2.6425748486043164e-21,1.2348176863905349e-22,1.421961836408216e-16,1.1796756454130172e-21,6.5523113124038579e-19,2.2770885686819957e-22,2.8190872535447441e-19,8.8239238519572898e-26,1.0129320696685365e-19,8.7851308463758035e-26,2.9089078352478052e-20,1.0109165533836576e-23
0.0024547264874897386,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104674246522625,0.099962255884492562,1.6984339574135304e-40,0.099965259569778517,7.6537387334393447e-18,1.2058606868953241e-08,4.7093903701754415e-11,3.833150635197401e-08,8.5784875393106935e-26,2.7621355938431464e-06,5.64198718052985e-16,2.4634872297446422e-13,3.1940246311616748e-11,3.4208094730138395e-18,1.8466323817369755e-24,1.3097489843902304e-25,4.6908837973748745e-25,8.1892561107050277e-13,3.4739362709673264e-05,3.4740406564761752e-05,5.5673734284732816e-10,3.3054417915516902e-06,3.4615460505644658e-10,1.5384568985733983e-07,4.1906647898771185e-12,1.3321146181018061e-11,2.5974046861526591e-11,5.5296136600945398e-09,2.7742361839137217e-17,2.8459686136983857e-16,1.8048059716306984e-12,1.1720316662054589e-12,1.960729499049565e-19,1.5973133253229659e-15,5.5510564785373509e-19,1.0253525000979461e-15,1.0570032298068436e-20,8.0284166111666076e-21,2.6377034324636482e-19,2.0319308971845923e-13,1.6366297530805487e-14,5.1322565368586783e-16,2.659863697416841e-21,1.2651803922317606e-22,1.4569313265313625e-16,1.1888159040542797e-21,6.7560441005989918e-19,2.3478906331435443e-22,2.9164631652275731e-19,9.1137775131894166e-26,1.0462141475233762e-19,9.0737675700905353e-26,3.0112123463653921e-20,1.0464698415139704e-23
0.002462033684410665,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104673485968922,0.099962247349793351,1.723441538682774e-40,0.099965259570754722,7.7037182716671995e-18,1.2116228989494447e-08,4.7331485784633509e-11,3.8686876553538461e-08,8.6551988070078454e-26,2.7702198681546816e-06,5.7424537963638074e-16,2.4693792439891275e-13,3.230579656075375e-11,3.4472430150467797e-18,1.8556372708322524e-24,1.3202961198594851e-25,4.7083655362694096e-25,8.3155554680786589e-13,3.4739358647530125e-05,3.4740405468963834e-05,5.5836649875638392e-10,3.3133287159937659e-06,3.4631068632963097e-10,1.5354867063663675e-07,4.2106897725279077e-12,1.3444645697702972e-11,2.5840717755276938e-11,5.5485722911516696e-09,2.8059802298186841e-17,2.8898606699362605e-16,1.8388834464833417e-12,1.1788364075998182e-12,1.9956440626710144e-19,1.6343204199263206e-15,5.679665062930036e-19,1.0526214719786052e-15,1.0595252843973952e-20,8.0689171165565038e-21,2.6471855391738774e-19,2.0468085254562749e-13,1.6448862673067987e-14,5.2687785371723051e-16,2.6772327404239526e-21,1.2961713299481252e-22,1.4926244834741473e-16,1.1980021765114414e-21,6.9653780736650263e-19,2.4206392423056465e-22,3.0168614876938069e-19,9.4120687443690405e-26,1.0804653164306163e-19,9.3708080689148949e-26,3.1167620918034866e-20,1.0831509257983621e-23
0.0024693408813315915,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410467272553817,0.099962238818411653,1.7487575092065238e-40,0.099965259571730525,7.753929635357033e-18,1.2173973652203195e-08,4.7569582445765779e-11,3.9044324421033846e-08,8.7322826012905437e-26,2.7782959140425468e-06,5.8443646904512286e-16,2.4752698456252931e-13,3.2674204569059024e-11,3.4738094160184303e-18,1.8646379582656747e-24,1.3308963868622516e-25,4.7258306675101742e-25,8.443324308055551e-13,3.4739354586812692e-05,3.4740404373325599e-05,5.5999399614059196e-10,3.3212136205278111e-06,3.4646524802473398e-10,1.5325248322983485e-07,4.2307573403803626e-12,1.3568867247017353e-11,2.570837481518839e-11,5.5674887998777351e-09,2.8379723803919807e-17,2.9342634049505191e-16,1.8734850083723145e-12,1.1856529001080224e-12,2.0310605464279695e-19,1.6720506291997398e-15,5.8107866408187068e-19,1.0805208935964219e-15,1.0620466930681446e-20,8.1095053371680895e-21,2.656697057319469e-19,2.0617599291934683e-13,1.6531606638916169e-14,5.408457881161102e-16,2.6946823474319784e-21,1.3278008304580725e-22,1.5290532097547767e-16,1.2072346201641688e-21,7.1804462888728778e-19,2.4953806366549469e-22,3.1203651633069773e-19,9.7190101957102889e-26,1.115710006897858e-19,9.6764641810843401e-26,3.22564837498154e-20,1.1209915363075139e-23
0.002476648078252518,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104671965231317,0.099962230290354101,1.7743848953724428e-40,0.099965259572705842,7.8043738926832271e-18,1.2231840691441674e-08,4.7808193534643825e-11,3.9403853876425635e-08,8.8097387394882279e-26,2.7863637182051768e-06,5.9477352607133243e-16,2.4811590285802369e-13,3.3045480031571726e-11,3.5005091311119483e-18,1.8736343327898457e-24,1.3415499003277243e-25,4.7432791638533205e-25,8.5725733300979575e-13,3.4739350527325279e-05,3.4740403277919599e-05,5.6161983231964898e-10,3.3290964968967292e-06,3.4661830129057331e-10,1.529571264124719e-07,4.2508674358606478e-12,1.3693812191875781e-11,2.5577008730534108e-11,5.5863632850679163e-09,2.87021347697224e-17,2.9791805370201923e-16,1.9086167310334818e-12,1.1924810670531103e-12,2.0669843014326584e-19,1.7105152832321711e-15,5.9444605868221409e-19,1.1090630545523062e-15,1.0645674531799047e-20,8.1501812473477971e-21,2.6662381238506172e-19,2.0767852758324132e-13,1.6614529376019484e-14,5.5513561451252526e-16,2.7122128896529809e-21,1.3600793439368414e-22,1.5662295453270168e-16,1.2165133931961519e-21,7.4013844386556856e-19,2.5721619724566828e-22,3.2270591009432794e-19,1.003481899076098e-25,1.1519731635079392e-19,9.9909522018306352e-26,3.3379647219035462e-20,1.1600241755105256e-23
0.0024839552751734443,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410467120504933,0.099962221765627135,1.8003267444236895e-40,0.099965259573680701,7.8550521158446194e-18,1.2289829940904781e-08,4.8047318900224713e-11,3.9765468819708402e-08,8.8875670343671705e-26,2.7944232674512878e-06,6.052581003056797e-16,2.4870467867409153e-13,3.3419632594514365e-11,3.5273426178195568e-18,1.882626285425685e-24,1.3522567751513887e-25,4.7609650837041687e-25,8.7033132472655839e-13,3.4739346469099843e-05,3.474040218267598e-05,5.6324400463796431e-10,3.3369773367755929e-06,3.4676985727694699e-10,1.5266259891438357e-07,4.271020001168131e-12,1.3819481887561303e-11,2.5446610291447713e-11,5.6051958457381537e-09,2.9027043566575803e-17,3.0246157891496255e-16,1.9442847320872308e-12,1.1993208318368922e-12,2.1034207128482356e-19,1.7497258407797167e-15,6.0807267227004983e-19,1.1382604364437034e-15,1.067087562069474e-20,8.1909448213341996e-21,2.6758088750100733e-19,2.0918847326606108e-13,1.6697630831823505e-14,5.6975358680990377e-16,2.7298247396977358e-21,1.3930174404192547e-22,1.6041656682728915e-16,1.2258386545922694e-21,7.6283308913830063e-19,2.6510313359239231e-22,3.3370302147369352e-19,1.0359716799744008e-25,1.1892802533470877e-19,1.0314492956523512e-25,3.4538069259927437e-20,1.2002821338561403e-23
0.002490531752402278,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104670520993049,0.099962214096225521,1.823945810777588e-40,0.099965259574557777,7.9008634469152626e-18,1.2342124615084448e-08,4.8262971310558278e-11,4.0092708566453072e-08,8.9579305353692035e-26,2.8016697929893297e-06,6.1482163296368169e-16,2.4923445457881308e-13,3.3758837755083378e-11,3.5516075105623921e-18,1.8907151738316479e-24,1.3619386813878052e-25,4.7768671960260072e-25,8.8222627529800145e-13,3.4739342818040679e-05,3.4740401197063103e-05,5.6470433494107651e-10,3.3440683445696998e-06,3.4690498582999875e-10,1.5239823216447573e-07,4.289193572975361e-12,1.3933205389616944e-11,2.5330071508391089e-11,5.6221093868845385e-09,2.9321604013620658e-17,3.0659535894635082e-16,1.9768495426787364e-12,1.2054864730494422e-12,2.1366562826338014e-19,1.7856626650364192e-15,6.2056158424736123e-19,1.1651087665186335e-15,1.0693551010685979e-20,8.2277069691040642e-21,2.6844480441761725e-19,2.1055377461475765e-13,1.6772574903051987e-14,5.8319557391582586e-16,2.7457452320166526e-21,1.4232345039124931e-22,1.638967974161287e-16,1.2342712694477398e-21,7.8378363482460557e-19,2.7238395306558193e-22,3.4388796843636939e-19,1.0660082867764249e-25,1.2237706734566246e-19,1.061360594455817e-25,3.5611605540278996e-20,1.2375901062993525e-23
0.0024971082296311115,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104669837039361,0.099962206429531408,1.8478243308269074e-40,0.099965259575434437,7.9468659494299655e-18,1.2394518019318173e-08,4.8479040051399981e-11,4.0421643511740777e-08,9.0285951852750576e-26,2.8089096119350673e-06,6.2450706112513663e-16,2.4976411412662027e-13,3.4100388103463371e-11,3.5759814675202714e-18,1.8988003177911249e-24,1.371663987073387e-25,4.7926114948454062e-25,8.9424363999721961e-13,3.4739339168085592e-05,3.4740400211644196e-05,5.6616331346352609e-10,3.3511576899577879e-06,3.4703891756561384e-10,1.521345351615014e-07,4.3074014549084882e-12,1.4047518008671772e-11,2.5214302587260842e-11,5.638989122022285e-09,2.9618200492133376e-17,3.107716806750913e-16,2.009858251298087e-12,1.2116613908000471e-12,2.1703154674439047e-19,1.8222215938573693e-15,6.3326669215283588e-19,1.19250746694969e-15,1.0716221084697395e-20,8.2645400847208227e-21,2.6931114688141035e-19,2.1192510457018615e-13,1.6847663655291327e-14,5.9691320069314603e-16,2.7617321602410361e-21,1.4540023645470391e-22,1.6744047583048247e-16,1.2427417863396902e-21,8.0524275351503514e-19,2.7984151369810227e-22,3.5435219903215569e-19,1.0968162489083592e-25,1.2591470571825455e-19,1.0920401761493777e-25,3.6715227147287475e-20,1.2759436152597625e-23
0.002503684706859945,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104669153188998,0.099962198765549709,1.87196457098337e-40,0.09996525957631075,7.9930604134572189e-18,1.2447010032286627e-08,4.8695525011562291e-11,4.0752276453032993e-08,9.0995608384842878e-26,2.8161427148725775e-06,6.3431553480550451e-16,2.5029365686842467e-13,3.4444290569271838e-11,3.6004648270172098e-18,1.9068816425277819e-24,1.381432775896446e-25,4.8087279519076628e-25,9.0638420244513804e-13,3.4739335518959967e-05,3.4740399226367056e-05,5.6762093831234507e-10,3.3582453667843253e-06,3.4717166122800954e-10,1.5187150691269341e-07,4.3256436047863217e-12,1.416242071687556e-11,2.5099297026011697e-11,5.6558351237575427e-09,2.9916839015535668e-17,3.1499081642473862e-16,2.0433154090654766e-12,1.2178455294107303e-12,2.204402263833048e-19,1.8594112510786956e-15,6.4619099296326591e-19,1.2204660444060256e-15,1.0738885823039624e-20,8.3014441492313986e-21,2.701799248631188e-19,2.1330247525060097e-13,1.6922897049751568e-14,6.1091123062073638e-16,2.7777857989439388e-21,1.485328979239242e-22,1.7104851882037212e-16,1.2512503228398656e-21,8.2722110477543256e-19,2.8747951993562169e-22,3.6510248181049977e-19,1.128412700581752e-25,1.2954290898863366e-19,1.1235051098058925e-25,3.7849681361974318e-20,1.3153686304921432e-23
0.0025096035363658953,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104668537812562,0.099962191870288791,1.8939164423706272e-40,0.099965259577099133,8.0348002133500725e-18,1.2494337050333552e-08,4.8890717251035137e-11,4.1051300187276991e-08,9.1636871616326537e-26,2.8226467576062638e-06,6.4324932070743456e-16,2.5077014508690636e-13,3.4755819549895708e-11,3.6225936705879024e-18,1.9141515087297467e-24,1.3902619330700755e-25,4.8232747999616619e-25,9.1741669101178989e-13,3.4739332235814151e-05,3.4740398339717788e-05,5.6893164172754012e-10,3.3646228441917498e-06,3.4729012011932211e-10,1.5163535242989529e-07,4.3420908026098281e-12,1.4266338479913395e-11,2.4996439367840902e-11,5.6709677433615038e-09,3.0187364582314739e-17,3.1882486988104932e-16,2.0738140598778867e-12,1.2234190920211303e-12,2.235449309643022e-19,1.8934284125315264e-15,6.5801277480542592e-19,1.2461154221217306e-15,1.0759279509183182e-20,8.3347184528601951e-21,2.7096391565392109e-19,2.145472836968359e-13,1.6990730741921091e-14,6.2375319236275225e-16,2.7922913389118785e-21,1.5140073081158425e-22,1.7435155435470301e-16,1.258940610056077e-21,8.474545247310017e-19,2.9451112033945288e-22,3.750280192064054e-19,1.1575380825376773e-25,1.3288738127241011e-19,1.1525093881687125e-25,3.8897682582432104e-20,1.3517891950636429e-23
0.0025149304829212506,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104667984046246,0.099962185666438233,1.9138573424725805e-40,0.099965259577808413,8.0725000043732207e-18,1.2536999495037462e-08,4.9066678374574336e-11,4.1321601091595138e-08,9.2216091186812562e-26,2.8284957328203403e-06,6.5137644439584683e-16,2.5119890299564565e-13,3.5037833505405395e-11,3.642585837490955e-18,1.9206916491564933e-24,1.3982383971139644e-25,4.8362060309414668e-25,9.2743226758135244e-13,3.4739329281763091e-05,3.4740397541873799e-05,5.701103348790283e-10,3.3703614102827383e-06,3.4739591936923578e-10,1.5142327521641995e-07,4.3569169562727689e-12,1.4360274382642937e-11,2.4904387839868857e-11,5.6845638331740272e-09,3.0432259546178098e-17,3.223055220126529e-16,2.1015793663779601e-12,1.2284416122699274e-12,2.2636930102713466e-19,1.9244919966042968e-15,6.6880811717916513e-19,1.2696001595672005e-15,1.0777630105873963e-20,8.3647144371072375e-21,2.7167120705824515e-19,2.156718104964105e-13,1.7051881186653716e-14,6.3551144196027624e-16,2.8053928825263375e-21,1.5402152217626929e-22,1.7737006630674769e-16,1.2658883522720044e-21,8.6603834615525141e-19,3.0096944539270997e-22,3.8416813628210547e-19,1.1843197714596229e-25,1.3596274386662124e-19,1.1791798244572289e-25,3.9863234288518429e-20,1.3853444397797526e-23
0.002520257429476606,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104667430348958,0.099962179464375356,1.9339740342928439e-40,0.099965259578517429,8.1103271549582909e-18,1.2579726414719738e-08,4.9242912380716201e-11,4.1593020977841887e-08,9.2797282961625065e-26,2.8343402851200784e-06,6.5958636410562629e-16,2.5162758345579365e-13,3.5321402898781284e-11,3.6626503899493778e-18,1.9272291556134301e-24,1.406243539171143e-25,4.8492455964403428e-25,9.3753006998950731e-13,3.4739326328411112e-05,3.4740396744114771e-05,5.7128813655225722e-10,3.3760988706267155e-06,3.4750095221140107e-10,1.5121163494870577e-07,4.3717655159128069e-12,1.4454599154941477e-11,2.4812825811232087e-11,5.6981379199623357e-09,3.0678504894594684e-17,3.2581474949064498e-16,2.1296470872644024e-12,1.2334700835043316e-12,2.2922244461513963e-19,1.955985019019661e-15,6.7975269942900913e-19,1.2934695689307168e-15,1.0795977166641852e-20,8.3947569370020032e-21,2.7238011419785681e-19,2.1680032214804627e-13,1.7113126462051424e-14,6.4746235104003111e-16,2.8185386861380182e-21,1.5668041448771733e-22,1.8043246820796207e-16,1.2728612499384474e-21,8.8498240381244607e-19,3.0755296105013298e-22,3.9350843591708886e-19,1.2116503020108587e-25,1.3910114670139082e-19,1.2063969242071068e-25,4.0850397091285658e-20,1.4196507213172878e-23
0.002525584376031961,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104666876721106,0.099962173264102575,1.9542677500796495e-40,0.099965259579226265,8.1482820901692154e-18,1.2622517742437792e-08,4.9419419209694282e-11,4.1865561305041189e-08,9.3380446115290323e-26,2.8401804096162134e-06,6.6787970335887859e-16,2.5205618622295517e-13,3.5606531349553571e-11,3.6827875106935366e-18,1.933763991150089e-24,1.4142774036737824e-25,4.8623158148004605e-25,9.4771051610692621e-13,3.4739323375784267e-05,3.4740395946462042e-05,5.7246504576132074e-10,3.3818352219199423e-06,3.476052224415867e-10,1.5100043106690408e-07,4.3866364582666935e-12,1.4549313303828106e-11,2.4721749953988484e-11,5.7116900425225683e-09,3.092610376856309e-17,3.2935269753354584e-16,2.1580196967988453e-12,1.2385044762366841e-12,2.321045784156173e-19,1.9879122298283975e-15,6.9084817230431537e-19,1.3177289581933194e-15,1.0814320680925125e-20,8.4248459423534882e-21,2.7309064241164205e-19,2.1793282505775583e-13,1.7174466547363478e-14,6.5960857936131123e-16,2.8317288974626095e-21,1.5937784607860944e-22,1.8353926508428639e-16,1.2798593665573467e-21,9.0429272627431932e-19,3.1426376237942913e-22,4.030527934233601e-19,1.2395394006139075e-25,1.423037072582417e-19,1.2341703769790521e-25,4.1859599653677863e-20,1.4547229367098961e-23
