Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(28),OX(20),CH3X(22),HOX(23),HX(19),H2OX(30),CH3OHX(41),HO2X(48),H2X(31),C2H6X(34)
0.0004002764502606646,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.013980527072359297,0.099997367734087253,0.011804927376873988,0.0,2.8222375053491093e-12,3.7681791422117803e-13,0.0,1.4579092412227229e-13,0.0,5.6728487085147874e-09,0.0,2.1174636089337872e-18,0.0,3.0614582387475887e-12,0.0,0.0,3.5330051112671323e-18,0.0,2.6265886347513704e-06,0.17639014479051321,1.0765280709119704e-12,3.8183631449540046e-10,5.2519737209932248e-09,7.4130445912784805e-17,8.041394811888538e-17,3.400850605825217e-11,9.8977130564285124e-18,3.8294267554222619e-18
0.00040170684523316297,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.013951523505533352,0.099997373171043499,0.011790422873848351,0.0,2.8503196925950438e-12,3.7979492893229592e-13,0.0,1.4641228427122737e-13,0.0,5.684764769564731e-09,0.0,2.1259186694978991e-18,0.0,3.0862724103857988e-12,0.0,0.0,3.5551836329451396e-18,0.0,2.6211397363895402e-06,0.17641915379438228,1.0765355041795518e-12,3.8342153359043437e-10,5.2619716674083993e-09,7.4712749396453105e-17,8.0897554648017994e-17,3.4280532054081198e-11,9.9552133107088379e-18,3.8377694890201963e-18
0.0004031372402056613,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.013922675371266022,0.099997378578822196,0.011775996101689083,0.0,2.8785718224323023e-12,3.8278385873374486e-13,0.0,1.4703365207638708e-13,0.0,5.6966577088542982e-09,0.0,2.1343749863229082e-18,0.0,3.1111895546893858e-12,0.0,0.0,3.5774185520618239e-18,0.0,2.6157200385542444e-06,0.17644800733651572,1.0765412957013125e-12,3.8500713443812025e-10,5.2719446156177404e-09,7.5297278288403226e-17,8.1382058904661014e-17,3.4553687396164133e-11,1.0012812572099645e-17,3.8460876424692284e-18
0.0004045676351781597,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.013893981299832684,0.099997383957680638,0.01176164637540527,0.0,2.9069942307967686e-12,3.8578470070918291e-13,0.0,1.4765502565246158e-13,0.0,5.7085276419649065e-09,0.0,2.1428325429022907e-18,0.0,3.136209659615125e-12,0.0,0.0,3.5997097905518806e-18,0.0,2.6103292839246506e-06,0.17647670678689531,1.0765454627873139e-12,3.8659311300013647e-10,5.2818926844484787e-09,7.5884030995580379e-17,8.1867457589753748e-17,3.4827972224514031e-11,1.0070510452826374e-17,3.8543813296975568e-18
0.00040599803015065804,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.013865439938314612,0.09999738930787283,0.011747373018410532,0.0,2.9355872524815932e-12,3.887974519005078e-13,0.0,1.4827640313399129e-13,0.0,5.7203746835145183e-09,0.0,2.1512913228429698e-18,0.0,3.1613327128036946e-12,0.0,0.0,3.6220572706291216e-18,0.0,2.6049672183370907e-06,0.17650525349869392,1.0765480225277284e-12,3.8817946568572466e-10,5.2918159913218972e-09,7.6473005919249014e-17,8.2353747420219391e-17,3.5103386676259865e-11,1.0128306566792489e-17,3.8626506638532152e-18
0.0004074284251231564,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.013837049950334985,0.099997394629649697,0.01173317536239098,0.0,2.9643512211559446e-12,3.918221093073381e-13,0.0,1.4889778267510361e-13,0.0,5.7321989471688803e-09,0.0,2.159751309813328e-18,0.0,3.1865587015902997e-12,0.0,0.0,3.6444609150707595e-18,0.0,2.5996335907354687e-06,0.17653364880853925,1.0765489917963219e-12,3.897661887512662e-10,5.3017146528648475e-09,7.7064201455020657e-17,8.2840925128824831e-17,3.5379930885767298e-11,1.0186200529569101e-17,3.8708957573111553e-18
0.00040885882009565475,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.013808810015799908,0.099997399923259123,0.011719052747175732,0.0,2.9932864693411884e-12,3.948586698888992e-13,0.0,1.4951916244927367e-13,0.0,5.7440005456526276e-09,0.0,2.1682124876374547e-18,0.0,3.2118876129929639e-12,0.0,0.0,3.6669206466654788e-18,0.0,2.5943281531226104e-06,0.17656189403677305,1.0765483872538586e-12,3.9135327793869521e-10,5.3115887852826415e-09,7.76576159929566e-17,8.3328987464082337e-17,3.5657604984473028e-11,1.024419195838042e-17,3.8791167216802397e-18
0.0004102892150681531,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.01378071883064441,0.099997405188946023,0.011705004520609866,0.0,3.0223933284150437e-12,3.9790713056433722e-13,0.0,1.5014054064908814e-13,0.0,5.7557795907601854e-09,0.0,2.1766748402962156e-18,0.0,3.2373194337154446e-12,0.0,0.0,3.6894363882072637e-18,0.0,2.5890506605125478e-06,0.17658999048770521,1.0765462253513314e-12,3.9294072978548615e-10,5.321438503059948e-09,7.8253247917667962e-17,8.3817931190149273e-17,3.5936409100907132e-11,1.0302280472089479e-17,3.8873136678101615e-18
0.00041171961004065146,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.013752775106583234,0.099997410426952246,0.011691030038429796,0.0,3.0516721286638431e-12,4.0096748821028887e-13,0.0,1.5076191548601321e-13,0.0,5.7675361933664947e-09,0.0,2.1851383517603206e-18,0.0,3.2628541501753109e-12,0.0,0.0,3.7120080634385253e-18,0.0,2.583800870883696e-06,0.17661793944986284,1.0765425223332507e-12,3.9452854111237687e-10,5.3312639194833473e-09,7.8851095608286739e-17,8.4307753086661822e-17,3.6216343361037991e-11,1.0360465691191138e-17,3.8954867057983074e-18
0.0004131500050131498,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.01372497757086635,0.099997415637516865,0.011677128664141017,0.0,3.0811231992449387e-12,4.0403973966352014e-13,0.0,1.5138328519016535e-13,0.0,5.7792704634376229e-09,0.0,2.1936030061287907e-18,0.0,3.288491748485024e-12,0.0,0.0,3.7346355962347116e-18,0.0,2.5785785451329399e-06,0.17664574219623502,1.0765372942409513e-12,3.9611670723388611e-10,5.3410651484417569e-09,7.9451157438555454e-17,8.4798449948636281e-17,3.6497407888014841e-11,1.0418747237798639e-17,3.9036359449965115e-18
0.0004145803999856482,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.013697324966039115,0.09999742082087594,0.01166329976889814,0.0,3.1107468681427164e-12,4.0712388172396177e-13,0.0,1.5200464801008589e-13,0.0,5.7909825100412395e-09,0.0,2.202068787796754e-18,0.0,3.3142322144296615e-12,0.0,0.0,3.7573189096531102e-18,0.0,2.5733834470305597e-06,0.17667339998451251,1.0765305569155744e-12,3.9770522434317221e-10,5.3508423020524307e-09,8.0053431777031993e-17,8.529001858642911e-17,3.6779602801866932e-11,1.0477124735623666e-17,3.9117614940177694e-18
0.00041601079495814653,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.013669816049706881,0.099997425977262772,0.011649542731387203,0.0,3.1405434622872351e-12,4.1021991114852046e-13,0.0,1.5262600221251878e-13,0.0,5.8026724413568085e-09,0.0,2.2105356810642171e-18,0.0,3.3400755335294679e-12,0.0,0.0,3.7800579281721763e-18,0.0,2.5682153431760208e-06,0.17670091405732327,1.076522326001075e-12,3.9929409060590566e-10,5.3605954895762745e-09,8.0657916986980895e-17,8.5782455825530229e-17,3.7062928220292456e-11,1.0535597809973973e-17,3.9198634607428458e-18
0.0004174411899306449,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.013642449594304062,0.099997431106907897,0.011635856937710158,0.0,3.1705133075462765e-12,4.1332782465199241e-13,0.0,1.532473460821917e-13,0.0,5.8143403646857242e-09,0.0,2.2190036701660981e-18,0.0,3.3660216910364152e-12,0.0,0.0,3.8028525774696115e-18,0.0,2.5630740029545926e-06,0.17672828564246326,1.0765126169475635e-12,4.0088330109335325e-10,5.3703248224949662e-09,8.1264611426333766e-17,8.6275758506403505e-17,3.7347384258599873e-11,1.059416608774765e-17,3.927941952326846e-18
0.00041887158490314325,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.013615224386867502,0.099997436210039078,0.011622241781271549,0.0,3.2006567285343787e-12,4.1644761891841334e-13,0.0,1.5386867792160048e-13,0.0,5.8259863864614399e-09,0.0,2.2274727399424569e-18,0.0,3.3920706718354337e-12,0.0,0.0,3.8257027805977392e-18,0.0,2.5579591984947675e-06,0.17675551595312358,1.076501445014127e-12,4.0247285004314583e-10,5.3800304122619614e-09,8.187351344814645e-17,8.6769923484587284e-17,3.7632971028424271e-11,1.0652829197399178e-17,3.9359970752056789e-18
0.0004203019798756416,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.013588139228814061,0.099997441286881317,0.01160869666266727,0.0,3.2309740488016514e-12,4.1957929059093748e-13,0.0,1.5448999605079598e-13,0.0,5.8376106122591623e-09,0.0,2.2359428752198686e-18,0.0,3.4182224605431925e-12,0.0,0.0,3.8486084615751347e-18,0.0,2.5528707046264793e-06,0.17678260618811231,1.0764888252712822e-12,4.0406273798407064e-10,5.3897123631857932e-09,8.2484621400499603e-17,8.7264947630489916e-17,3.7919688638983418e-11,1.0711586768936658e-17,3.9440289351024815e-18
0.00042173237484813996,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.0135611929357223,0.0999974463376571,0.011595220989575401,0.0,3.2614655910385649e-12,4.2272283626063021e-13,0.0,1.5511129880717516e-13,0.0,5.8492131468053905e-09,0.0,2.2444140601033357e-18,0.0,3.4444770416151918e-12,0.0,0.0,3.8715695493420276e-18,0.0,2.5478082988400989e-06,0.17680955753207339,1.076474772604462e-12,4.0565296189467926e-10,5.3993707822792452e-09,8.3097933625971134e-17,8.776082782897936e-17,3.8207537198441297e-11,1.0770438433943815e-17,3.9520376370339519e-18
0.00042301973032338847,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.013537059033800241,0.099997450861250142,0.011583151775774127,0.0,3.2890572044783568e-12,4.2556217679279705e-13,0.0,1.5567045678383181e-13,0.0,5.8596369677573312e-09,0.0,2.2520390115848737e-18,0.0,3.4681940388832684e-12,0.0,0.0,3.8922818388723629e-18,0.0,2.5432742571502225e-06,0.17683369595767309,1.0764609122104902e-12,4.0708444099983614e-10,5.4080433346949601e-09,8.3651797912069935e-17,8.8207849371539687e-17,3.846756794934478e-11,1.0823485078915233e-17,3.9592257549441008e-18
0.000424307085798637,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.013513035820482201,0.099997455364065804,0.011571137916662189,0.0,3.3167904314503075e-12,4.2841112995763958e-13,0.0,1.5622959978765758e-13,0.0,5.870043378114617e-09,0.0,2.2596647906983455e-18,0.0,3.4919942731803985e-12,0.0,0.0,3.9130388897919717e-18,0.0,2.538761010152299e-06,0.1768577236738918,1.0764459136536439e-12,4.0851618654388863e-10,5.416696990226689e-09,8.420744509708263e-17,8.8655559554563138e-17,3.8728514926440567e-11,1.0876607376038963e-17,3.966395274973242e-18
0.0004254657057263607,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.013491508877055707,0.0999974593989649,0.011560372426557677,0.0,3.3418716077450434e-12,4.309834044948798e-13,0.0,1.5673281471646851e-13,0.0,5.8793943230626128e-09,0.0,2.2665286902972353e-18,0.0,3.5134856418028616e-12,0.0,0.0,3.9317584622537472e-18,0.0,2.5347167376529181e-06,0.17687925465229415,1.0764314504852754e-12,4.098049840678574e-10,5.4244691858913586e-09,8.4709050933444735e-17,8.9059085653786857e-17,3.8964150639152351e-11,1.0924481906762894e-17,3.9728320039026297e-18
0.000426508463661312,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.013472210208968537,0.099997463016186824,0.011550721283054639,0.0,3.3645430420634256e-12,4.3330510548018914e-13,0.0,1.5718569626487306e-13,0.0,5.8877982121546421e-09,0.0,2.2727067586428841e-18,0.0,3.5328855037728384e-12,0.0,0.0,3.9486370085044817e-18,0.0,2.5310910915516871e-06,0.17689855693767267,1.0764176589055459e-12,4.1096507863269571e-10,5.431451178349123e-09,8.5161729355996387e-17,8.9422733165731891e-17,3.9176857406359567e-11,1.0967621033978298e-17,3.9786122770093181e-18
0.00042755122159626334,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.013452982692390664,0.099997466620052988,0.011541105721983249,0.0,3.3873078020001413e-12,4.3563310872868423e-13,0.0,1.5763856591348396e-13,0.0,5.8961908100339274e-09,0.0,2.2788853504510668e-18,0.0,3.552339956004642e-12,0.0,0.0,3.9655448281797314e-18,0.0,2.5274788124470684e-06,0.17691778805818639,1.076403139034754e-12,4.1212534333211618e-10,5.4384209081864558e-09,8.5615575369013632e-17,8.9786828525454742e-17,3.9390165436327211e-11,1.1010809326064708e-17,3.9843804809302464e-18
0.00042859397953121467,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.013433825895700916,0.099997470210644437,0.011531525527492384,0.0,3.4101660103028111e-12,4.379674128481697e-13,0.0,1.5809142305188237e-13,0.0,5.9045721556214556e-09,0.0,2.2850644600402299e-18,0.0,3.5718489918760841e-12,0.0,0.0,3.982481892685151e-18,0.0,2.523879819253103e-06,0.17693694844553745,1.0763878962832455e-12,4.1328577807178776e-10,5.4453784141440018e-09,8.6070588319461859e-17,9.015137055450174e-17,3.9604074765214003e-11,1.105404664340925e-17,3.9901366549655472e-18
0.00042953246167267084,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.013416644890390678,0.099997473430893297,0.011522933413946839,0.0,3.430818397328186e-12,4.4007367264167941e-13,0.0,1.5849898327937192e-13,0.0,5.912105777928564e-09,0.0,2.2906260966627582e-18,0.0,3.5894537876345081e-12,0.0,0.0,3.9977502314595574e-18,0.0,2.5206520183671143e-06,0.17695413267115973,1.0763735641773339e-12,4.1433030958691587e-10,5.4516297549854325e-09,8.6481097168197438e-17,9.0479839313486559e-17,3.9797107301056873e-11,1.1093002030412941e-17,3.995306958374173e-18
0.000430470943814127,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.013399520511995366,0.099997476640512867,0.011514369619172694,0.0,3.4515466657556672e-12,4.4218503397556675e-13,0.0,1.5890653244424241e-13,0.0,5.919630345283244e-09,0.0,2.2961881439782662e-18,0.0,3.6071027857758533e-12,0.0,0.0,4.0130422145601457e-18,0.0,2.5174348557936035e-06,0.17697126025923796,1.0763586547591228e-12,4.1537497506130175e-10,5.4578712572417192e-09,8.6892550231129641e-17,9.0808668071248296e-17,3.9990626943025217e-11,1.1131996913775943e-17,4.0004675776392759e-18
0.0004314094259555832,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.01338245245336956,0.099997479839560768,0.011505833989568393,0.0,3.4723509044612516e-12,4.4430149581211971e-13,0.0,1.5931407011089427e-13,0.0,5.9271458855972007e-09,0.0,2.3017505978132948e-18,0.0,3.62479598132683e-12,0.0,0.0,4.0283578217220567e-18,0.0,2.5142282738310697e-06,0.17698833151697518,1.0763431718744353e-12,4.1641977607151046e-10,5.464102947050268e-09,8.7304947029611566e-17,9.1137855976990307e-17,4.0184633716150275e-11,1.1171031192578863e-17,4.0056185410201777e-18
0.00043225405988289375,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.013367139102025371,0.099997482709712482,0.011498175878129142,0.0,3.4911397471724243e-12,4.4621067153215379e-13,0.0,1.5968084382223377e-13,0.0,5.9339021767132468e-09,0.0,2.3067571504474393e-18,0.0,3.6407576419537882e-12,0.0,0.0,4.0421620498646451e-18,0.0,2.5113513491485253e-06,0.17700364773852853,1.0763287501188301e-12,4.1736020793655267e-10,5.4697031059530493e-09,8.7676910648269847e-17,9.1434431463814565e-17,4.0359656329363718e-11,1.1206195643273024e-17,4.0102461755399967e-18
0.0004330986938102043,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.013351870902135786,0.099997485571388989,0.011490540346654232,0.0,3.5099902621203663e-12,4.4812397704907106e-13,0.0,1.6004760755609129e-13,0.0,5.9406511985645179e-09,0.0,2.3117640261244648e-18,0.0,3.6567550947045322e-12,0.0,0.0,4.0559853817700334e-18,0.0,2.5084829069235156e-06,0.17701891880015208,1.0763138697071888e-12,4.1830074644307355e-10,5.4752953622517402e-09,8.8049637956215863e-17,9.1731296557855127e-17,4.0535073556114219e-11,1.1241391849442649e-17,4.0148660320145992e-18
0.0004338588643447838,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.013338167945589906,0.099997488139685523,0.011483687583609833,0.0,3.5270085085329378e-12,4.4984948235487661e-13,0.0,1.6037768612829834e-13,0.0,5.9467191195835788e-09,0.0,2.3162704880132596e-18,0.0,3.6711834013580674e-12,0.0,0.0,4.0684427017093799e-18,0.0,2.5059085273927422e-06,0.17703262432504641,1.0763000874517661e-12,4.1914732146705207e-10,5.4803216534611504e-09,8.8385745198329117e-17,9.1998722248630655e-17,4.0693286468954604e-11,1.1273095525554336e-17,4.0190172694332799e-18
0.0004346190348793633,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.013324501225494551,0.099997490701180247,0.011476852942191126,0.0,3.5440768084279108e-12,4.5157833160881203e-13,0.0,1.6070775614057638e-13,0.0,5.9527811832943151e-09,0.0,2.3207772070233501e-18,0.0,3.6856406938626531e-12,0.0,0.0,4.0809154726191315e-18,0.0,2.5033409554875448e-06,0.17704629360668855,1.0762859378904243e-12,4.1999398098312216e-10,5.485341576026322e-09,8.8722470489818652e-17,9.2266381576608732e-17,4.0851819045014907e-11,1.1304824811293055e-17,4.0231622378991971e-18
0.0004353792054139428,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.013310870584098949,0.09999749325590282,0.011470036343507916,0.0,3.5611952085595057e-12,4.5331052424365285e-13,0.0,1.6103781736834175e-13,0.0,5.9588374041899213e-09,0.0,2.3252841809911431e-18,0.0,3.7001269694559865e-12,0.0,0.0,4.0934036837285575e-18,0.0,2.5007801615722493e-06,0.17705992680285895,1.0762714229953034e-12,4.2084072579701498e-10,5.490355143531703e-09,8.9059813574458365e-17,9.2534274095835861e-17,4.1010671296462787e-11,1.1336579653661136e-17,4.0273009521410165e-18
0.0004361393759485223,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.01329727586461003,0.099997495803882633,0.011463237709148947,0.0,3.5783637555964042e-12,4.5504605968940215e-13,0.0,1.6136786958822573e-13,0.0,5.9648877967037264e-09,0.0,2.3297914077790028e-18,0.0,3.7146422253545621e-12,0.0,0.0,4.1059073242472754e-18,0.0,2.4982261161911054e-06,0.17707352407038005,1.0762565447261369e-12,4.2168755470741591e-10,5.4953623715092844e-09,8.9397774196294361e-17,9.280239936176417e-17,4.1169843235263128e-11,1.1368359999739753e-17,4.0314334268362909e-18
0.0004368995464831018,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.013283716911184993,0.099997498345148997,0.011456456961178181,0.0,3.5955824961174922e-12,4.5678493737355418e-13,0.0,1.6169791257806688e-13,0.0,5.9709323752095353e-09,0.0,2.3342988852779828e-18,0.0,3.7291864587516042e-12,0.0,0.0,4.118426383285116e-18,0.0,2.495678790066875e-06,0.17708708556512393,1.0762413050302612e-12,4.2253446602467259e-10,5.5003632759202782e-09,8.9736352098970007e-17,9.3070756930902296e-17,4.1329334873150242e-11,1.1400165796727023e-17,4.035559676611674e-18
0.0004376597170176813,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.013270193568923895,0.099997500879730958,0.011449694022131113,0.0,3.6128514766192637e-12,4.5852715672069004e-13,0.0,1.6202794611690355e-13,0.0,5.9769711540219641e-09,0.0,2.3388066113738726e-18,0.0,3.7437596668206939e-12,0.0,0.0,4.1309608499999397e-18,0.0,2.4931381540994476e-06,0.17710061144201961,1.0762257058424806e-12,4.2338146124089591e-10,5.5053578694852992e-09,9.0075547024897576e-17,9.3339346360376307e-17,4.1489146221675145e-11,1.1431996991984298e-17,4.0396797160431415e-18
0.0004384198875522608,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.01325670568386237,0.099997503407657465,0.011442948815011095,0.0,3.6301707435189798e-12,4.6027271715231314e-13,0.0,1.6235796998496671e-13,0.0,5.9830041473968016e-09,0.0,2.3433145839386402e-18,0.0,3.7583618467174287e-12,0.0,0.0,4.1435107136620824e-18,0.0,2.4906041793644723e-06,0.17711410185506038,1.0762097490855011e-12,4.2422853952306875e-10,5.5103461671915591e-09,9.0415358717017684e-17,9.3608167208832528e-17,4.1649277292226537e-11,1.1463853532936177e-17,4.0437935596562656e-18
0.0004391800580868403,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.013243253102964356,0.099997505928957203,0.01143622126328574,0.0,3.6475403431443532e-12,4.6202161808746237e-13,0.0,1.6268798396367251e-13,0.0,5.9890313695313257e-09,0.0,2.347822800871477e-18,0.0,3.7729929955744482e-12,0.0,0.0,4.1560759634545479e-18,0.0,2.4880768371119965e-06,0.17712755695731106,1.0761934366700087e-12,4.2507569816058489e-10,5.515328185845773e-09,9.0755786918164461e-17,9.3877219036114209e-17,4.1809728095964416e-11,1.1495735367106645e-17,4.0479012219264399e-18
0.0004399402286214198,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.013229835674114928,0.099997508443658789,0.011429511290883291,0.0,3.664960321741225e-12,4.6377385894228847e-13,0.0,1.6301798783561497e-13,0.0,5.9950528345646613e-09,0.0,2.3523312600779126e-18,0.0,3.7876531105050626e-12,0.0,0.0,4.1686565886045869e-18,0.0,2.4855560987651009e-06,0.17714097690091501,1.0761767704943386e-12,4.2592293928820067e-10,5.5203039373514655e-09,9.1096831369591678e-17,9.414650140248595e-17,4.1970498643868046e-11,1.1527642442201793e-17,4.0520027172790591e-18
0.0004407003991559993,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.013216453246113187,0.099997510951790575,0.011422818822189117,0.0,3.6824307254808493e-12,4.655294391296577e-13,0.0,1.6334798138455872e-13,0.0,6.0010685565780907e-09,0.0,2.3568399594443644e-18,0.0,3.8023421886068454e-12,0.0,0.0,4.1812525785165704e-18,0.0,2.4830419359185856e-06,0.17715436183710173,1.0761597524450021e-12,4.2677026284583971e-10,5.525273435749436e-09,9.1438491813214812e-17,9.4416013869782062e-17,4.2131588946782864e-11,1.155957470598238e-17,4.056098060089806e-18
0.00044138455263712087,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.013204438862399819,0.09999751320351534,0.011416810503904976,0.0,3.6981972404300233e-12,4.6711231594051825e-13,0.0,1.6364496657466351e-13,0.0,6.006477807700007e-09,0.0,2.3608979924943688e-18,0.0,3.8155871199915804e-12,0.0,0.0,4.1926020974288062e-18,0.0,2.4807847880699737e-06,0.17716637847258784,1.0761441368984851e-12,4.2753292080037381e-10,5.5297406531345982e-09,9.174651267270629e-17,9.4658771465601102e-17,4.2276843618707551e-11,1.1588335236598018e-17,4.059778620037808e-18
0.00044206870611824243,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.013192452598682713,0.099997515449961924,0.011410816248257693,0.0,3.7140046705977294e-12,4.6869789670214966e-13,0.0,1.639419430729303e-13,0.0,6.0118824285195564e-09,0.0,2.3649562168999314e-18,0.0,3.8288555070244118e-12,0.0,0.0,4.2039640451496766e-18,0.0,2.4785329230382568e-06,0.1771783669827996,1.0761282392115142e-12,4.2829564340531866e-10,5.5342028290103567e-09,9.2055032087535416e-17,9.4901714770981709e-17,4.2422357308334615e-11,1.1617116089922793e-17,4.063454218441398e-18
0.000442752859599364,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.01318049434660754,0.099997517691150631,0.011404836001059926,0.0,3.7298530494716461e-12,4.7028618098070851e-13,0.0,1.6423891072412741e-13,0.0,6.0172824291831604e-09,0.0,2.3690146311258314e-18,0.0,3.8421473475490027e-12,0.0,0.0,4.2153384140178983e-18,0.0,2.4762863204675514e-06,0.17719032747611169,1.0761120607346507e-12,4.2905843435337133e-10,5.5386599697578458e-09,9.2364049868226255e-17,9.5144843468357263e-17,4.2568130023187295e-11,1.1645917228140535e-17,4.0671248656780142e-18
0.00044343701308048556,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.013168563998402315,0.099997519927101708,0.011398869708415572,0.0,3.745742410479272e-12,4.7187716834088627e-13,0.0,1.6453586937377358e-13,0.0,6.0226778198001208e-09,0.0,2.3730732336601662e-18,0.0,3.8554626393934577e-12,0.0,0.0,4.2267251962806027e-18,0.0,2.4740449601113891e-06,0.17720226006031622,1.076095602811547e-12,4.2982128588240087e-10,5.5431120931761865e-09,9.2673565827007553e-17,9.5388157241847013e-17,4.2714161770629911e-11,1.1674738613398988e-17,4.0707905720930921e-18
0.0004439507474508182,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.013159623717388876,0.099997521602657902,0.011394398729705343,0.0,3.7577007744675761e-12,4.7307362563216743e-13,0.0,1.6475885114209284e-13,0.0,6.0267262218966698e-09,0.0,2.3761209820927494e-18,0.0,3.8654765757264446e-12,0.0,0.0,4.235283745261814e-18,0.0,2.472365345077145e-06,0.17721120201692223,1.0760830615747391e-12,4.3039415732459083e-10,5.5464519208169379e-09,9.2906310331858808e-17,9.5570984281527786e-17,4.2823988049070973e-11,1.169639402728544e-17,4.0735399281194254e-18
0.0004444644818211508,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.013150699064583821,0.099997523275280623,0.011389935566565815,0.0,3.7696822795056232e-12,4.742716066472567e-13,0.0,1.6498182768329405e-13,0.0,6.0307720345102552e-09,0.0,2.3791688352339389e-18,0.0,3.8755037331222604e-12,0.0,0.0,4.2438492859019079e-18,0.0,2.47068866606682e-06,0.17722012834238643,1.0760703640855298e-12,4.3096706655525043e-10,5.5497889256245985e-09,9.31393355507137e-17,9.5753915365826936e-17,4.2933960392320151e-11,1.171806082049473e-17,4.0762865083922806e-18
0.0004449782161914834,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.013141789994995658,0.09999752494497835,0.01138548019649702,0.0,3.7816869396886978e-12,4.7547111119972875e-13,0.0,1.6520479893279561e-13,0.0,6.0348152618803003e-09,0.0,2.3822167924444787e-18,0.0,3.8855441106481631e-12,0.0,0.0,4.2524218149651873e-18,0.0,2.469014914628133e-06,0.17722903908170881,1.076057510904517e-12,4.3154000933658221e-10,5.5531231160460024e-09,9.3372641404133739e-17,9.5936950361912515e-17,4.3044078803373672e-11,1.1739738977062626e-17,4.0790303172565743e-18
0.000445491950561816,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.013132896463813626,0.099997526611759535,0.011381032597089372,0.0,3.7937147690946642e-12,4.7667213910260715e-13,0.0,1.6542776482624974e-13,0.0,6.0388559082346284e-09,0.0,2.385264853090669e-18,0.0,3.8955977073672033e-12,0.0,0.0,4.2610013292086072e-18,0.0,2.4673440823427575e-06,0.17723793427970849,1.0760445025896102e-12,4.3211298711192655e-10,5.5564544948353295e-09,9.360622781111181e-17,9.6120089136390869e-17,4.3154343285187047e-11,1.1761428481132874e-17,4.0817713590471487e-18
0.0004459543114951154,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.013124905534195833,0.099997528109375802,0.011377036383088698,0.0,3.8045596368648908e-12,4.7775436652493056e-13,0.0,1.6562842949794256e-13,0.0,6.0424902866700799e-09,0.0,2.3880081955884012e-18,0.0,3.9046572460457488e-12,0.0,0.0,4.2687288616489643e-18,0.0,2.465842822231458e-06,0.17724592670697553,1.0760326629258144e-12,4.3262869969155266e-10,5.5594503325983839e-09,9.3816695383923089e-17,9.6285002654000632e-17,4.325370621171583e-11,1.178095872380921e-17,4.0842359343852951e-18
