Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(28),OX(20),CH3X(22),HOX(23),HX(19),H2OX(30),CH3OHX(41),HO2X(48),H2X(31),C2H6X(34)
0.0018189829939122058,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.0054734769439632727,0.09999895889757808,0.0075506049004508344,0.0,1.3976884594953388e-10,8.0137718602627777e-12,0.0,6.921167302146203e-13,0.0,1.2683576961410344e-08,0.0,9.9842933492056798e-18,0.0,7.1965389346920097e-11,0.0,0.0,4.5036539872470855e-17,0.0,1.0283445565350356e-06,0.18489878644061078,9.3848088374671701e-13,1.883364287013286e-09,9.675274380764347e-09,1.4373200173877773e-15,7.4005973358681021e-16,8.3169269211117393e-10,8.2410038075335472e-17,7.1174183056938183e-18
0.001822239990582874,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.0054669940104786086,0.099998960104543219,0.007547362824654476,0.0,1.4034897433169356e-10,8.0387975146552181e-12,0.0,6.9319160872984751e-13,0.0,1.2694354067422621e-08,0.0,9.9999057839649071e-18,0.0,7.2208004229323585e-11,0.0,0.0,4.5162433839236706e-17,0.0,1.0271265698637199e-06,0.18490527058251377,9.3816293180898607e-13,1.8863715259994038e-09,9.6789059103578663e-09,1.4415763309319917e-15,7.4167517452062484e-16,8.3462254430801298e-10,8.2569477211948475e-17,7.1200287212721619e-18
0.0018254969872535422,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.0054605291864588505,0.099998961308118972,0.0075441298052801621,0.0,1.4093024585180255e-10,8.0638420446694111e-12,0.0,6.9426575921775471e-13,0.0,1.2705117922864862e-08,0.0,1.0015504154809723e-17,0.0,7.2450923735854666e-11,0.0,0.0,4.5288413925056747e-17,0.0,1.0259119854943968e-06,0.18491173661156515,9.3784523289723604e-13,1.8893761261750414e-09,9.6825201373559172e-09,1.4458350350986648e-15,7.4329029556808678e-16,8.3755676210600121e-10,8.2728774730646428e-17,7.1226291052902209e-18
0.0018287539839242104,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.0054540823901927998,0.099998962508320702,0.0075409058014646443,0.0,1.4151265935172749e-10,8.0889053517595128e-12,0.0,6.9533918250416038e-13,0.0,1.2715868563429792e-08,0.0,1.0031088453300258e-17,0.0,7.2694147330671556e-11,0.0,0.0,4.5414479814465433e-17,0.0,1.024700788075754e-06,0.18491818460949142,9.3752778693061527e-13,1.8923780882134896e-09,9.6861171042922211e-09,1.4500961139736531e-15,7.4490509377401688e-16,8.4049534050581574e-10,8.2887930248355161e-17,7.1252194956328338e-18
0.0018320109805948785,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.0054476535404805373,0.099998963705163618,0.0075376907726003627,0.0,1.4209621366960742e-10,8.1139873374973504e-12,0.0,6.9641187941410609e-13,0.0,1.2726606024655356e-08,0.0,1.0046658671041483e-17,0.0,7.2937674478329155e-11,0.0,0.0,4.5540631192539057e-17,0.0,1.0234929623525206e-06,0.1849246146575077,9.3721059382552359e-13,1.8953774096595353e-09,9.6896968566827884e-09,1.4543595516696877e-15,7.4651956619499394e-16,8.4343827450677857e-10,8.3046943384317755e-17,7.1277999299951612e-18
0.0018349422775984798,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.0054418828533400378,0.099998964779462921,0.0075348048868480915,0.0,1.4262238699176959e-10,8.1365770136506486e-12,0.0,6.9737668626245128e-13,0.0,1.2736258500671347e-08,0.0,1.0060659821169646e-17,0.0,7.3157108006669655e-11,0.0,0.0,4.5654240265321767e-17,0.0,1.0224087894695116e-06,0.18493038642026477,9.3692533615677891e-13,1.8980745377514975e-09,9.6929039543734606e-09,1.4581986492829617e-15,7.4797231040585935e-16,8.4609063501238037e-10,8.3189933157256968e-17,7.1301138395659862e-18
0.001837873574602081,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.0054361265790641424,0.099998965851064839,0.0075319262088727485,0.0,1.4314948258011183e-10,8.1591816682933449e-12,0.0,6.9834090601386674e-13,0.0,1.2745900355774668e-08,0.0,1.007464955329395e-17,0.0,7.3376786589628469e-11,0.0,0.0,4.5767918099279598e-17,0.0,1.0213273243928724e-06,0.1849361437674619,9.3664028317248093e-13,1.9007695238881325e-09,9.6960971773067143e-09,1.4620396331604366e-15,7.4942478623054687e-16,8.487465158555898e-10,8.3332807019653464e-17,7.1324197424014636e-18
0.0018408048716056823,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.005430384659504176,0.099998966919980212,0.0075290547095945475,0.0,1.4367749957996461e-10,8.1818012299176546e-12,0.0,6.9930453926817576e-13,0.0,1.2755531615554658e-08,0.0,1.0088627861396842e-17,0.0,7.3596709837690618e-11,0.0,0.0,4.5881664465706846e-17,0.0,1.0202485561980257e-06,0.18494188675725873,9.3635543480634293e-13,1.9034623688444208e-09,9.6992765557987075e-09,1.465882491778328e-15,7.508769915484061e-16,8.5140591338812242e-10,8.3475564698664342e-17,7.1347176655967593e-18
0.0018437361686092836,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.0054246570368368385,0.099998967986219892,0.0075261903600964235,0.0,1.442064371342726e-10,8.2044356270929419e-12,0.0,7.0026758662468037e-13,0.0,1.2765152305501432e-08,0.0,1.0102594739522887e-17,0.0,7.3816877361606732e-11,0.0,0.0,4.5995479136318093e-17,0.0,1.0191724740215322e-06,0.18494761544748936,9.3607079099098665e-13,1.9061530681119184e-09,9.7024421253551786e-09,1.4697272136354533e-15,7.5232892424807034e-16,8.5406882396093301e-10,8.3618205922663455e-17,7.1370076361299624e-18
0.0018466674656128848,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.0054189436535618703,0.099998969049794662,0.007523333131622869,0.0,1.4473629438357482e-10,8.2270847884684052e-12,0.0,7.0123004868215857e-13,0.0,1.2774762451006439e-08,0.0,1.0116550181900649e-17,0.0,7.4037288772383408e-11,0.0,0.0,4.6109361882602681e-17,0.0,1.0180990670607064e-06,0.18495332989566479,9.3578635165903664e-13,1.9088416190743113e-09,9.705593919496684e-09,1.4735737872618811e-15,7.5378058223054818e-16,8.5673524392400004e-10,8.3760730420840686e-17,7.1392896808742992e-18
0.001849305632916126,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.0054138137360294162,0.099998970004742296,0.0075207676908355201,0.0,1.4521395153489742e-10,8.2474815981900941e-12,0.0,7.0209576459768741e-13,0.0,1.2783402587370183e-08,0.0,1.0129100297692456e-17,0.0,7.4235867244053351e-11,0.0,0.0,4.6211914370256953e-17,0.0,1.0171352792254111e-06,0.18495846076933986,9.3553053103416448e-13,1.911259481195238e-09,9.7084187786563425e-09,1.4770372773038633e-15,7.5508683779631212e-16,8.5913801940194528e-10,8.3888902447029685e-17,7.1413367666899757e-18
0.0018519438002193673,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.0054086952646220524,0.099998970957547825,0.0075182079741784895,0.0,1.4569235231118098e-10,8.267890257280147e-12,0.0,7.0296100734135449e-13,0.0,1.2792034221596146e-08,0.0,1.0141641141571443e-17,0.0,7.4434642665998667e-11,0.0,0.0,4.6314521648279977e-17,0.0,1.0161736418227776e-06,0.1849635801947494,9.3527487593080225e-13,1.9136756023181325e-09,9.7112325279571179e-09,1.4805022496449843e-15,7.5639286762026897e-16,8.6154363186670836e-10,8.4016979512973556e-17,7.1433774736878691e-18
0.0018545819675226086,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.0054035881980841437,0.099998971908218937,0.0075156539610200957,0.0,1.4617149608096587e-10,8.2883107138871801e-12,0.0,7.0382577734857026e-13,0.0,1.2800657371991817e-08,0.0,1.0154172709341411e-17,0.0,7.4633614755189517e-11,0.0,0.0,4.6417183550809299e-17,0.0,1.0152141471019898e-06,0.18496868821315673,9.3501938629571433e-13,1.9160899821372313e-09,9.7140351900422838e-09,1.4839686959552115e-15,7.5769867018612415e-16,8.6395207865573024e-10,8.4144961424643775e-17,7.145411821206202e-18
0.0018569563180955257,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.0053990015554318538,0.099998972762004409,0.007513360208699923,0.0,1.46603360210079e-10,8.3066991688968644e-12,0.0,7.0460366652498305e-13,0.0,1.2808410968753045e-08,0.0,1.0165443185843068e-17,0.0,7.4812857552172617e-11,0.0,0.0,4.6509625830110531e-17,0.0,1.0143524274714368e-06,0.18497327571067448,9.347895870547283e-13,1.9182614345473137e-09,9.7165481253755588e-09,1.4870897510033539e-15,7.5887369694072007e-16,8.6612210191209121e-10,8.4260063628620155e-17,7.1472373125391353e-18
0.0018593306686684428,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.0053944240876881745,0.099998973614072811,0.0075110710446899239,0.0,1.4703582518870909e-10,8.3250971002107764e-12,0.0,7.053811734541888e-13,0.0,1.2816157721646457e-08,0.0,1.0176706142344993e-17,0.0,7.4992259214427028e-11,0.0,0.0,4.6602112100391474e-17,0.0,1.0134924315704867e-06,0.18497785403156791,9.3455992175902999e-13,1.9204314748883106e-09,9.7190521159218066e-09,1.4902119871746714e-15,7.6004853729437617e-16,8.6829441687230112e-10,8.4375088461055879e-17,7.1490576822862601e-18
0.00186170501924136,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.0053898557652037778,0.099998974464429735,0.0075087864541626553,0.0,1.4746889055333978e-10,8.3435044701372022e-12,0.0,7.0615829845287127e-13,0.0,1.282389764388705e-08,0.0,1.0187961575850171e-17,0.0,7.5171819535983744e-11,0.0,0.0,4.6694642241083047e-17,0.0,1.0126341538288333e-06,0.18498242320549202,9.3433039036781028e-13,1.9226001029509222e-09,9.7215471780504305e-09,1.4933353984223304e-15,7.6122319015246422e-16,8.7046902159427769e-10,8.4490035782441253e-17,7.1508729443872386e-18
0.0018640793698142771,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.005385296558462249,0.099998975313080718,0.0075065064223571515,0.0,1.4790255583945921e-10,8.3619212410185536e-12,0.0,7.0693504183748177e-13,0.0,1.2831630748648775e-08,0.0,1.0199209483373668e-17,0.0,7.535153831098796e-11,0.0,0.0,4.678721613176456e-17,0.0,1.0117775887011385e-06,0.18498698326196866,9.3410099283970025e-13,1.9247673180113658e-09,9.7240333286065135e-09,1.4964599787081776e-15,7.623976544239112e-16,8.7264591413561558e-10,8.4604905453840567e-17,7.1526831127327249e-18
0.0018664537203871942,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.005380746438079345,0.099998976160031269,0.007504230934578535,0.0,1.483368205815607e-10,8.3803473752316966e-12,0.0,7.0771140392423865e-13,0.0,1.2839357049064734e-08,0.0,1.0210449861964946e-17,0.0,7.5531415333698287e-11,0.0,0.0,4.6879833652079432e-17,0.0,1.0109227306668991e-06,0.18499153423038758,9.338717291327954e-13,1.9269331187846793e-09,9.726510584957725e-09,1.4995857220026565e-15,7.6357192902116517e-16,8.7482509255356716e-10,8.4719697336900633e-17,7.1544882011646796e-18
0.0018688280709601114,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.0053762053748022138,0.099998977005286843,0.0075019599761976443,0.0,1.4877168431314983e-10,8.3987828351877268e-12,0.0,7.0848738502912553e-13,0.0,1.2847076558227341e-08,0.0,1.0221682708692781e-17,0.0,7.5711450398487914e-11,0.0,0.0,4.6972494681801913e-17,0.0,1.0100695742302977e-06,0.18499607614000715,9.3364259920448261e-13,1.9290975052391741e-09,9.7289789631800061e-09,1.50271262228358e-15,7.6474601285977755e-16,8.770065549050678e-10,8.4834411293920025e-17,7.156288223475593e-18
0.0018712024215330285,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.0053716733395086569,0.099998977848852907,0.0074996935326506553,0.0,1.4920714656675196e-10,8.4172275833317863e-12,0.0,7.0926298546789164e-13,0.0,1.28547892891885e-08,0.0,1.0232908020625745e-17,0.0,7.5891643299845754e-11,0.0,0.0,4.7065199100918625e-17,0.0,1.0092181139200541e-06,0.18500060901995499,9.3341360301159277e-13,1.9312604769155046e-09,9.731438479738615e-09,1.5058406735374258e-15,7.6591990485881574e-16,8.7919029924676751e-10,8.4949047187765702e-17,7.1580831934095343e-18
0.0018735767721059456,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.0053671503032063743,0.099998978690734888,0.0074974315894387016,0.0,1.4964320687390654e-10,8.4356815821438512e-12,0.0,7.1003820555604994e-13,0.0,1.2862495254959804e-08,0.0,1.0244125794865886e-17,0.0,7.6071993832373765e-11,0.0,0.0,4.71579467894274e-17,0.0,1.0083683442893034e-06,0.18500513289922887,9.3318474051048908e-13,1.933422032176877e-09,9.7338891522381968e-09,1.5089698697595567e-15,7.6709360394093417e-16,8.8137632363496461e-10,8.5063604881865343e-17,7.1598731246627929e-18
0.0018759511226788628,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.0053626362370322277,0.09999897953093824,0.0074951741321275158,0.0,1.5007986476517442e-10,8.4541447941385454e-12,0.0,7.1081304560887771e-13,0.0,1.2870194468512675e-08,0.0,1.0255336028537951e-17,0.0,7.6252501790787985e-11,0.0,0.0,4.7250737627413751e-17,0.0,1.0075202599154446e-06,0.18500964780669732,9.3295601165681095e-13,1.9355821710858536e-09,9.7363309965460874e-09,1.5121002049524234e-15,7.6826710903177035e-16,8.8356462612563485e-10,8.5178084240311773e-17,7.1616580308826918e-18
0.00187832547325178,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.005358131112251501,0.099998980369468277,0.0074929211463470469,0.0,1.5051711977015285e-10,8.472617181864294e-12,0.0,7.1158750594141405e-13,0.0,1.2877886942778568e-08,0.0,1.0266538718752427e-17,0.0,7.6433166969922305e-11,0.0,0.0,4.7343571495278728e-17,0.0,1.0066738553999933e-06,0.1850141537711005,9.3272741640563194e-13,1.9377408936032025e-09,9.7387640285935456e-09,1.5152316731270764e-15,7.6944041906042609e-16,8.857552047745149e-10,8.5292485127762986e-17,7.1634379256686736e-18
0.001880699823824697,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.0053536349002571712,0.099998981206330412,0.0074906726177911085,0.0,1.5095497141746245e-10,8.4910987079047533e-12,0.0,7.1236158686846064e-13,0.0,1.288557269064914e-08,0.0,1.0277733862666833e-17,0.0,7.6613989164723109e-11,0.0,0.0,4.7436448273379478e-17,0.0,1.005829125368466e-06,0.18501865082105068,9.3249895471164714e-13,1.9398981975596606e-09,9.7411882664042892e-09,1.5183642683038561e-15,7.7061353295968983e-16,8.8794805763698401e-10,8.5406807409409247e-17,7.1652128225733672e-18
0.0018830741743976142,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.0053491475725691772,0.09999898204152996,0.0074884285322170006,0.0,1.5139341923475223e-10,8.5095893348787752e-12,0.0,7.1313528870457988e-13,0.0,1.2893251724976405e-08,0.0,1.0288921457478561e-17,0.0,7.6794968170250054e-11,0.0,0.0,4.7529367842056654e-17,0.0,1.0049860644702343e-06,0.18502313898503334,9.3227062652880807e-13,1.9420540829869702e-09,9.7436037257636292e-09,1.5214979845098452e-15,7.717864496651965e-16,8.9014318276807595e-10,8.5521050951123544e-17,7.1669827351009282e-18
0.0018854485249705313,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.0053446691008337049,0.099998982875072279,0.0074861888754451664,0.0,1.5183246274872788e-10,8.5280890254384814e-12,0.0,7.1390861176409536e-13,0.0,1.290092405857292e-08,0.0,1.0300101500335073e-17,0.0,7.6976103781683593e-11,0.0,0.0,4.7622330082155325e-17,0.0,1.0041446673783717e-06,0.1850276182914076,9.320424318104576e-13,1.9442085506459637e-09,9.746010421690292e-09,1.5246328157805548e-15,7.7295916811595639e-16,8.9234057822266188e-10,8.5635215619346636e-17,7.168747676708023e-18
0.0018878228755434484,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.0053401994568224665,0.099998983706962613,0.0074839536333588166,0.0,1.5227210148512856e-10,8.5465977422715137e-12,0.0,7.1468155636108911e-13,0.0,1.2908589704211959e-08,0.0,1.0311273988435392e-17,0.0,7.7157395794316879e-11,0.0,0.0,4.7715334874446541e-17,0.0,1.0033049287895487e-06,0.18503208876840696,9.3181437050968311e-13,1.9463615976641867e-09,9.7484083727992278e-09,1.5277687561613551e-15,7.7413168725482303e-16,8.9454024205525599e-10,8.5749301281012578e-17,7.1705076608055984e-18
0.0018901972261163656,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.0053357386124319875,0.099998984537206237,0.0074817227919035858,0.0,1.5271233496872163e-10,8.5651154481018503e-12,0.0,7.1545412280940299e-13,0.0,1.291624867462768e-08,0.0,1.0322438919063468e-17,0.0,7.7338844003552786e-11,0.0,0.0,4.7808382099429993e-17,0.0,1.0024668434238896e-06,0.18503655044414025,9.315864425788167e-13,1.9485132236876851e-09,9.7507975951500737e-09,1.5309057997039792e-15,7.7530400602734743e-16,8.9674217231995127e-10,8.5863307803759643e-17,7.1722627007566083e-18
0.0018925715766892827,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.0053312865396829097,0.09999898536580841,0.0074794963370871728,0.0,1.5315316272335653e-10,8.5836421056857907e-12,0.0,7.162263114226371e-13,0.0,1.2923900982515277e-08,0.0,1.0333596289402115e-17,0.0,7.7520448204919826e-11,0.0,0.0,4.7901471638407055e-17,0.0,1.0016304060248154e-06,0.18504100334659201,9.3135864796948809e-13,1.9506634308754951e-09,9.7531781022523154e-09,1.5340439404682499e-15,7.7647612338231248e-16,8.9894636707079137e-10,8.5977235055805363e-17,7.1740128098767691e-18
0.0018949459272621998,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.0053268432107192688,0.099998986192774336,0.0074772742549789935,0.0,1.5359458427193177e-10,8.6021776778149981e-12,0.0,7.1699812251414859e-13,0.0,1.2931546640531166e-08,0.0,1.0344746096670484e-17,0.0,7.7702208194061065e-11,0.0,0.0,4.7994603372693069e-17,0.0,1.0007956113589438e-06,0.18504544750362353,9.3113098663322989e-13,1.9528122155690126e-09,9.7555499133964616e-09,1.5371831725246317e-15,7.7764803827257111e-16,9.0115282436150488e-10,8.6091082905807959e-17,7.1757580014372711e-18
0.001897320277835117,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.0053224085978078256,0.09999898701810922,0.0074750565317098271,0.0,1.540365991363607e-10,8.620722127319656e-12,0.0,7.1776955639705137e-13,0.0,1.2939185661293169e-08,0.0,1.0355888338265282e-17,0.0,7.7884123766721673e-11,0.0,0.0,4.8087777182795568e-17,0.0,9.9996245421596092e-07,0.18504988294297312,9.309034585208432e-13,1.9549595762441106e-09,9.7579130457024228e-09,1.5403234899495633e-15,7.7881974965352376e-16,9.033615422452272e-10,8.6204851223153956e-17,7.1774982886618482e-18
0.0018994571933507423,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.0053184248755889689,0.099998987759520375,0.0074730642961612064,0.0,1.5443491940353523e-10,8.6374196913349539e-12,0.0,7.1846352463689615e-13,0.0,1.2946055115524524e-08,0.0,1.0365909884784915e-17,0.0,7.8047980637311153e-11,0.0,0.0,4.8171669488692461e-17,0.0,9.9921400858146979e-07,0.18505386740759724,9.3069879708472005e-13,1.9568909871697196e-09,9.7600324533777017e-09,1.5431506987322306e-15,7.7987411503495269e-16,9.0535131953850629e-10,8.630717460088785e-17,7.179060364848121e-18
0.0019015941088663677,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.0053144481709612081,0.099998988499618316,0.0074710755700626262,0.0,1.5483371951877196e-10,8.6541243888917625e-12,0.0,7.1915718781910918e-13,0.0,1.2952919212913819e-08,0.0,1.03759252988348e-17,0.0,7.8211963216484821e-11,0.0,0.0,4.825559569404002e-17,0.0,9.9846688137259231e-07,0.18505784485331814,9.3049424348299922e-13,1.958821244226645e-09,9.7621448555283994e-09,1.5459787775666693e-15,7.8092831397385364e-16,9.0734292491585308e-10,8.6409433357334795e-17,7.180618488771791e-18
0.001903731024381993,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.0053104784639592126,0.099998989238406791,0.0074690903434295533,0.0,1.5523299913163279e-10,8.6708361929638907e-12,0.0,7.1985054617144272e-13,0.0,1.2959777962579868e-08,0.0,1.0385934578479672e-17,0.0,7.8376071355591599e-11,0.0,0.0,4.8339555712554069e-17,0.0,9.9772106883838471e-07,0.18506181530010488,9.302897976786872e-13,1.960750347261722e-09,9.7642502636014567e-09,1.5488077221518463e-15,7.8198234571551223e-16,9.0933635695766166e-10,8.6511627398459774e-17,7.1821726699775222e-18
0.0019056542483460559,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.0053069116941896009,0.099998989902199936,0.0074673066232823337,0.0,1.5559276046353417e-10,8.6858828703820657e-12,0.0,7.2047430824710321e-13,0.0,1.2965946272492545e-08,0.0,1.0394937683689534e-17,0.0,7.85238759117274e-11,0.0,0.0,4.8415148567926667e-17,0.0,9.9705095851620743e-07,0.18506538273456527,9.3010588859069177e-13,1.9624855543834899e-09,9.7661391591673814e-09,1.5513545089447668e-15,7.829308307072446e-16,9.1113200641985456e-10,8.6603546626467407e-17,7.1835680699034018e-18
0.0019075774723101187,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.0053033505619447478,0.099998990564938148,0.0074655257224232616,0.0,1.5595290964782129e-10,8.7009352625370417e-12,0.0,7.2109782376071389e-13,0.0,1.2972110264728012e-08,0.0,1.0403935817094801e-17,0.0,7.8671781942799407e-11,0.0,0.0,4.8490768679026724e-17,0.0,9.9638190734059112e-07,0.18506894453044684,9.2992206676093872e-13,1.9642198267308957e-09,9.7680224068760984e-09,1.553901990388765e-15,7.838791791125004e-16,9.1292913329498486e-10,8.6695413291162859e-17,7.1849602908510938e-18
0.0019095006962741815,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.0052997950528329172,0.099998991226624118,0.0074637476336551186,0.0,1.5631344642774925e-10,8.7159933497760382e-12,0.0,7.2172109287797039e-13,0.0,1.2978269945882283e-08,0.0,1.0412928977318393e-17,0.0,7.8819789340595113e-11,0.0,0.0,4.8566415982849411e-17,0.0,9.9571391260772e-07,0.18507250070214404,9.2973833216186876e-13,1.965953162830535e-09,9.7699000163854805e-09,1.5564501633598048e-15,7.8482739038556371e-16,9.1472773654769613e-10,8.678722732476761e-17,7.1863493397172951e-18
0.0019114239202382443,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.0052962451525133368,0.099998991887260566,0.0074619723498061778,0.0,1.5667437054618993e-10,8.7310571124605628e-12,0.0,7.2234411576446181e-13,0.0,1.2984425322535185e-08,0.0,1.0421917162961381e-17,0.0,7.8967897996956093e-11,0.0,0.0,4.8642090416676915e-17,0.0,9.9504697162334661e-07,0.18507605126400034,9.295546847655595e-13,1.9676855638563312e-09,9.7717719946906617e-09,1.5589990247370597e-15,7.8577546398198511e-16,9.1652781514261031e-10,8.6878988659765052e-17,7.1877352233788973e-18
0.0019133471442023071,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.0052927008466959772,0.09999899254685013,0.0074601998637300873,0.0,1.5703568174563264e-10,8.7461265309664098e-12,0.0,7.2296689258567051e-13,0.0,1.2990576401250415e-08,0.0,1.0430900372590975e-17,0.0,7.9116107803777801e-11,0.0,0.0,4.8717791918098642e-17,0.0,9.9438108170275469e-07,0.1850795962303084,9.2937112454392354e-13,1.9694170302795215e-09,9.7736383494740803e-09,1.5615485714036908e-15,7.8672339935883661e-16,9.1832936804432858e-10,8.6970697228853059e-17,7.1891179486936687e-18
0.00191527036816637,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.0052891621211413123,0.099998993205395487,0.0074584301683057498,0.0,1.5739737976816015e-10,8.7612015856858055e-12,0.0,7.2358942350697193e-13,0.0,1.2996723188575625e-08,0.0,1.0439878604843665e-17,0.0,7.9264418653001744e-11,0.0,0.0,4.8793520424431888e-17,0.0,9.9371624017072748e-07,0.18508313561531048,9.2918765146882261e-13,1.9711475595051475e-09,9.7754990914693113e-09,1.5640988002465929e-15,7.8767119597463925e-16,9.2013239421724139e-10,8.706235296496698e-17,7.1904975225005726e-18
0.0019171935921304328,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.0052856289616601271,0.09999899386289933,0.0074566632564372322,0.0,1.5775946435545808e-10,8.7762822570267203e-12,0.0,7.2421170869363428e-13,0.0,1.3002865691042444e-08,0.0,1.0448851858388042e-17,0.0,7.9412830436617908e-11,0.0,0.0,4.8869275872912698e-17,0.0,9.9305244436149454e-07,0.18508666943319838,9.2900426551175958e-13,1.9728771518432109e-09,9.7773542284898581e-09,1.5666497081554821e-15,7.8861885328905101e-16,9.2193689262559164e-10,8.7153955801330983e-17,7.1918739516190326e-18
0.0019191168160944956,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.0052821013541132457,0.099998994519364268,0.0074548991210536221,0.0,1.5812193524882922e-10,8.7913685254118377e-12,0.0,7.2483374831081843e-13,0.0,1.3009003915166551e-08,0.0,1.0457820131854689e-17,0.0,7.956134304666904e-11,0.0,0.0,4.8945058201011384e-17,0.0,9.9238969161867837e-07,0.18509019769811408,9.2882096664397981e-13,1.9746058085634878e-09,9.7792037673742876e-09,1.5692012920239054e-15,7.8956637076318338e-16,9.2374286223357354e-10,8.7245505671391106e-17,7.1932472428492209e-18
0.0019210400400585584,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.0052785792844112847,0.099998995174792951,0.0074531377551089089,0.0,1.5848479218919402e-10,8.8064603712786932e-12,0.0,7.2545554252357769e-13,0.0,1.3015137867447723e-08,0.0,1.0466783423864538e-17,0.0,7.970995637525028e-11,0.0,0.0,4.9020867346362853e-17,0.0,9.9172797929526587e-07,0.18509372042414943,9.2863775483667982e-13,1.9763335279258969e-09,9.7810477179559193e-09,1.5717535487494165e-15,7.905137478596705e-16,9.2555030200532234e-10,8.7337002508806883e-17,7.1946174029727065e-18
0.0019229632640226212,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.0052750627385144541,0.099998995829188031,0.0074513791515818844,0.0,1.5884803491708045e-10,8.8215577750805743e-12,0.0,7.2607709149685807e-13,0.0,1.302126755436991e-08,0.0,1.0475741733076867e-17,0.0,7.9858670314505666e-11,0.0,0.0,4.909670324653084e-17,0.0,9.9106730475356615e-07,0.18509723762534694,9.2845463006079539e-13,1.9780603090866967e-09,9.7828860891567862e-09,1.5743064752321594e-15,7.9146098404221189e-16,9.2735921090483476e-10,8.742844624753982e-17,7.1959844387519595e-18
0.001924886487986684,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,0.0052715517024323781,0.09999899648255213,0.0074496233034760505,0.0,1.5921166317263274e-10,8.8366607172859148e-12,0.0,7.266983953954961e-13,0.0,1.302739298240125e-08,0.0,1.0484695058144867e-17,0.0,8.0007484756630687e-11,0.0,0.0,4.9172565839195537e-17,0.0,9.9040766536515679e-07,0.18510074931569953,9.2827159228693414e-13,1.9797861539545407e-09,9.784718887131539e-09,1.5768600683761893e-15,7.9240807877597003e-16,9.2916958789602852e-10,8.7519836821768117e-17,7.1973483569302538e-18
