Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(55),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),H2X(56),CH3OO(84)
6.140958069831926e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999742,0.11866996602996285,0.022821567693054226,8.6208222943993603e-117,1.3129239108510416e-54,6.3024129142365257e-38,4.8441339382089761e-62,1.3928116679463276e-48,3.4856718870649879e-41,1.2988063995060271e-23,1.3445418568158206e-95,1.2988059617236861e-23,1.8242397830630974e-60,2.9556240624425e-59,1.3634887932701506e-62,4.6729288795114644e-89,3.4856738505510288e-41,7.4609597361374254e-75,2.4764690130336435e-15,1.1907083087931185e-16,4.5896331681755102e-20,3.1129186539801349e-32,4.5896331686101794e-20,5.530800403123508e-46,2.1215191674999774e-51,3.9764235111372124e-38
1.2287251463790551e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999481,0.11866996602996037,0.022821567693054167,5.5270413786702639e-115,1.8082788648132511e-53,2.5226076220669711e-37,3.8782536376166389e-61,1.1153789541273619e-47,1.39517755039615e-40,2.5987420909761176e-23,4.3089781619030517e-94,2.5987403387058601e-23,1.4608722705125411e-59,4.7345013264201688e-58,1.0916203886601625e-61,7.4827765418161749e-88,1.3951791223786838e-40,1.1950509281129069e-73,4.9550896064420936e-15,2.3824511165512752e-16,9.1832538534374169e-20,1.2459785563941505e-31,9.1832538551772261e-20,4.4280027635259e-45,1.6985053085782662e-50,1.5916061503411198e-37
2.4579838251707802e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999896,0.11866996602995541,0.022821567693054049,3.5404231044605455e-113,2.6590587701507177e-52,1.0093716338182959e-36,3.1037832651571331e-60,8.9275523179882127e-47,5.5825307316322296e-40,5.1986161040357497e-23,1.3799067710794939e-92,5.1986090926722836e-23,1.1692913889786056e-58,7.579605897233687e-57,8.7362854800544052e-61,1.1977321860036998e-86,5.5825433122671505e-40,1.9131217235710024e-72,9.9123307932547381e-15,4.765936732067502e-16,1.8370495221349144e-19,4.985535945704446e-31,1.8370495228310649e-19,3.5437471351059775e-44,1.3593204574612204e-49,6.368501445674544e-37
4.9165011827542306e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319997921,0.11866996602994551,0.02282156769305381,2.2668746176194095e-111,4.0670357254365599e-51,4.0381437996683691e-36,2.4835008652077454e-59,7.1438505662563115e-46,2.2333783873486474e-39,1.0398374650632815e-22,4.4173679250916355e-91,1.0398346600613431e-22,9.3567236720641475e-58,1.2130889219015121e-55,6.9903632743892366e-60,1.9167634487159959e-85,2.2333884537633413e-39,3.0618327878038625e-71,1.9826813166863003e-14,9.5329079630996014e-16,3.6744977946724251e-19,1.9945380230459403e-30,3.6744977974574816e-19,2.8355347890818745e-43,1.0876628945305331e-48,2.5478182156940001e-36
9.833535897921131e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995845,0.11866996602992567,0.022821567693053334,1.4511287629104172e-109,6.3572434336231373e-50,1.6153889827437104e-35,1.9869936300238075e-58,5.7158040200194989e-45,8.9342612858362999e-39,2.0797933825738098e-22,1.4138317776897693e-89,2.0797821616528933e-22,7.4863643838705042e-57,1.9412224986895393e-54,5.5928336858475868e-59,3.0671399255537212e-84,8.9343418247255121e-39,4.8996209075536883e-70,3.9655777914011461e-14,1.9066850425162406e-15,7.349394335568114e-19,7.9787934639496127e-30,7.3493943467092451e-19,2.2686410806576182e-42,8.7021293618383139e-48,1.0192125872653805e-35
1.9667605328254933e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319991688,0.11866996602988601,0.02282156769305238,9.2883756289243957e-108,1.0051547771627704e-48,6.4618188711737629e-35,1.5896772295487461e-57,4.5729326507802804e-44,3.5738664630190311e-38,4.1597220503592891e-22,4.5247474583647866e-88,4.159677164849278e-22,5.9895309991844291e-56,3.1061756985845686e-53,4.4744986721174246e-58,4.9076940076012075e-83,3.5739308970693238e-38,7.8400016185224434e-69,7.9313707408036082e-14,3.8134735349282391e-15,1.4699187400642147e-18,3.1916408933704701e-29,1.4699187445208492e-18,1.8149955992680103e-41,6.9620339943041131e-47,4.0770350977138059e-35
3.9335744188922534e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319983372,0.1186699660298067,0.022821567693050472,5.9450551204390419e-106,1.5986392662196381e-47,2.5847801415130043e-34,1.2717829488269032e-56,3.6584618825300253e-43,1.4295888924370124e-37,8.3196467169876346e-22,1.4480271589824967e-86,8.3194671712951787e-22,4.7918730661156159e-55,4.9700424962670507e-52,3.5797148062350699e-57,7.8525757519967408e-82,1.4296404407090073e-37,1.2544672726294443e-67,1.5862956639499605e-13,7.6270505197499933e-15,2.9398773463920861e-18,1.2766772424443202e-28,2.9398773642189871e-18,1.4520254628707562e-40,5.569759408817932e-46,1.6308623020226224e-34
7.867202191025774e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319966746,0.11866996602964806,0.022821567693046659,3.8051551317668649e-104,2.5501219171522358e-46,1.0339225785615487e-33,1.017455999969701e-55,2.9268157866393415e-42,5.7185195205217581e-37,1.6639765374471412e-21,4.6340532444510822e-85,1.6639047184399511e-21,3.8337137068310851e-54,7.9521510542995892e-51,2.8638552758923637e-56,1.2564491020727345e-80,5.7189319085233842e-37,2.00725999692882e-66,3.1726128436455895e-13,1.5254204489384518e-14,5.8797945323000859e-18,5.1067202054344218e-28,5.8797946036084194e-18,1.1616253857689012e-39,4.4558604257678005e-45,6.5236362354822424e-34
1.5734457735292815e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319933495,0.11866996602933079,0.022821567693039033,2.435608416947806e-102,4.0739896467613566e-45,4.1357113842847451e-33,8.1399773584580833e-55,2.341471101933024e-41,2.2875040670518544e-36,3.3281079986327716e-21,1.4830795488565759e-83,3.3278207211458296e-21,3.0672425871322065e-53,1.272336079442321e-49,2.2911769260199158e-55,2.0103985626376927e-79,2.2878339745012274e-36,3.2118938870940217e-65,6.3452472028625686e-13,3.0508512428617662e-14,1.1759628797125117e-17,2.0426659019896037e-27,1.1759629082359932e-17,9.2929179015527327e-39,3.5647095204929002e-44,2.6095643004703676e-33
3.1468968823826896e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319866987,0.11866996602869626,0.022821567693023778,1.559152999311332e-100,6.5132763927677092e-44,1.6542887885567601e-32,6.5124509018925889e-54,1.8731842069978467e-40,9.1507165350213168e-36,6.6568018397438504e-21,4.7469396061186663e-82,6.6556527268976354e-21,2.4541995688767844e-52,2.0356841087810357e-48,1.8330735555190498e-54,3.2168630239564947e-78,9.1533557238962052e-36,5.1398541803879522e-64,1.2690515920599406e-12,6.1017128306940264e-14,2.3519296898811321e-17,8.170423838920073e-27,2.3519298039753717e-17,7.4341318609968872e-38,2.8517761207773293e-43,1.0439056020392613e-32
6.2937991000895054e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319733977,0.11866996602742717,0.022821567692993268,9.9831311283212998e-99,1.0416700105301728e-42,6.6171637905284495e-32,5.2106879620722235e-53,1.4985501939837499e-39,3.6608328666095203e-35,1.3315913196799637e-20,1.5197019428352901e-80,1.3311316739761436e-20,1.9639968750963909e-51,3.2569008245445104e-47,1.4666635423902135e-53,5.1476773350159665e-77,3.662944095171196e-35,8.2263513666034395e-63,2.5381053353284616e-12,1.2203436006301081e-13,4.703863139032841e-17,3.2679652710757073e-26,4.7038635954105715e-17,5.9469551135111953e-37,2.2814243502260033e-42,4.1762455365457079e-32
1.2587603535503138e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319467951,0.11866996602488902,0.022821567692932251,6.3949985316630712e-97,1.6661626042604862e-41,2.6468673767576569e-31,4.1697046809619031e-52,1.1988411236611735e-38,1.4647673565068519e-34,2.6641030609243562e-20,4.86738681387321e-79,2.6622644770929817e-20,1.5722126112171692e-50,5.2104036830705192e-46,1.1736557404151285e-52,8.238492894695034e-76,1.4664561395707552e-34,1.3170393079055334e-61,5.0762128207501123e-12,2.4406882357285315e-13,9.4077293525942363e-17,1.3070202330291826e-25,9.4077311781078253e-17,4.7569930016800616e-36,1.8251409445760465e-41,1.6709935319814897e-31
2.5175212406330403e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756318935904,0.11866996601981271,0.022821567692810216,4.1002082009143996e-95,2.6649854873751472e-40,1.0587474294404582e-30,3.3376069330537166e-51,9.5907302570910602e-38,5.8625375197862859e-34,5.3318844219428563e-20,1.5603406063195706e-77,5.3245300855029649e-20,1.2593931004704288e-49,8.3345919798728654e-45,9.3944339853080313e-52,1.3188642239369794e-74,5.8760445738070167e-34,2.109894545467308e-60,1.0152427787131857e-11,4.8813775058334367e-13,1.8815459040749707e-16,5.2267494178834137e-25,1.8815466342818519e-16,3.8046767412507707e-35,1.4601134741430934e-40,6.6879302951775378e-31
5.0350430147984935e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756317871811,0.11866996600966009,0.022821567692566148,2.6336201268049634e-93,4.2617833447565918e-39,4.2349915282610903e-30,2.6730331626150334e-50,7.6725805430418414e-37,2.347788364763405e-33,1.0678478651674026e-19,5.0108849797153515e-76,1.0649061311028165e-19,1.0101127842859244e-48,1.3328767912356901e-43,7.5238439073324222e-51,2.1124386598427156e-73,2.3585888687345662e-33,3.3842570052312992e-59,2.0304857702049104e-11,9.7627560456754497e-13,3.7630907461197935e-16,2.0896343195351107e-24,3.7630936669574444e-16,3.0422724586531258e-34,1.1680912790657112e-39,2.6783357760162175e-30
1.00700865631294e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756315743625,0.11866996598935486,0.02282156769207801,2.251539031009076e-91,6.8123263668955232e-38,1.6939976558237946e-29,2.1431421182076255e-49,6.1380562977912044e-36,9.4133380594099854e-33,2.1415793090508444e-19,1.61703803926254e-74,2.1298123796899497e-19,8.1225737382696864e-48,2.1304991164261994e-42,6.0323481938792316e-50,3.3871197695635597e-72,9.4996599527265496e-33,5.4418359479075244e-58,4.0609717460498666e-11,1.9525513123888425e-12,7.5261760478694714e-16,8.3500238619266076e-24,7.5261877312983484e-16,2.431470240009935e-33,9.3447356292632522e-39,1.0738649791519339e-29
2.0140173659791213e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756311487246,0.11866996594874439,0.022821567691101736,1.472541152592127e-89,1.0879277763917939e-36,6.7759981716898723e-29,1.7220583845444577e-48,4.9104311090690547e-35,3.7830824242316186e-32,4.3066925474506738e-19,5.2553562479081648e-73,4.2596248907925889e-19,6.564987760858428e-47,3.4020853798262183e-41,4.847114757419726e-49,5.4424883142949279e-71,3.8520088698855679e-32,8.7937426366161313e-57,8.1219436691857951e-11,3.9051027274430565e-12,1.5052329122050075e-15,3.3332178056396725e-23,1.5052375856384017e-15,1.9414299112013291e-32,7.475796098477365e-38,4.3157047123030522e-29
4.0280347853114836e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756302974489,0.11866996586752344,0.022821567689149183,9.7612390790563202e-88,1.7342082998305465e-35,2.7104051458396443e-28,1.3897180730986252e-47,3.9283222365011422e-34,1.5274305877978458e-31,8.7075200978447153e-19,1.7341995354050835e-71,8.5192499687113565e-19,5.3599254419433292e-46,5.4219737984600217e-40,3.9116693398245431e-48,8.7818911543061242e-70,1.5823631816397871e-31,1.4349931408253067e-55,1.6243887401241734e-10,7.8102055551983075e-12,3.0104565153465204e-15,1.3278844808774427e-22,3.0104752095706163e-15,1.5471826929513077e-31,5.9806486150023422e-37,1.7424775481557076e-28
6.0420522046438455e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756294461732,0.1186699657863025,0.02282156768719663,4.8629804227028616e-87,6.3716340128305437e-35,5.759620791930342e-28,3.99355319229763e-47,1.1662168314154792e-33,3.2666426614589426e-31,1.3178948393018973e-18,8.3688450812052801e-71,1.2778875102343616e-18,1.6094835664703227e-45,2.0634442927993497e-39,1.1240740037281828e-47,3.2454019172240086e-69,3.4233744146722375e-31,5.4799449951478685e-55,2.4365831019081752e-10,1.1715308380600384e-11,4.515673106826346e-15,2.8138565100504964e-22,4.5157128327694899e-15,4.4142251184364022e-31,1.7100938737658104e-36,3.7265520551611786e-28
1.007008704330857e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756277436223,0.11866996562386062,0.022821567683291528,1.6604321438767798e-85,4.871357255289435e-34,1.5923723926184848e-27,1.8628216125547225e-46,5.4627437552313841e-33,9.1799618796758511e-31,2.2404205330295919e-18,1.349025567653277e-69,2.1298125592462089e-18,7.8372889364404546e-45,1.684257645039732e-38,5.2433240521042212e-47,2.5329779748051276e-68,9.895550382906162e-31,4.4873272242147205e-54,4.0609717797898133e-10,1.9525514021996714e-11,7.5260782434022196e-15,7.7237509498637e-22,7.5261880789992752e-15,2.0152018545008051e-30,7.858985056940038e-36,1.0472396249582728e-27
1.3695318398106823e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756262113263,0.11866996547766293,0.022821567679776937,7.874600069299699e-85,1.3377043863049197e-33,2.8355519772434703e-27,4.2275859768256201e-46,1.2605748672767502e-32,1.6522267783255895e-30,3.0935045324893595e-18,5.0828019739638101e-69,2.8965451213580384e-18,1.8513534546313104e-44,4.893234377570128e-38,1.1899477171101121e-46,7.021217406419797e-68,1.812722610924445e-30,1.282902808571714e-53,5.5229215529798421e-10,2.6554699091654161e-11,1.0235420211868192e-14,1.3688413758338075e-21,1.0235615802434286e-14,4.5195521836793977e-30,1.7690535050729574e-35,1.8848404782027182e-27
1.7320549752905076e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756246790304,0.11866996533146523,0.022821567676262346,2.3072405261208688e-84,3.003210371363001e-33,4.4263502720190667e-27,8.0586181505356633e-46,2.4271455157882665e-32,2.6067861736671721e-30,3.9707331476275639e-18,1.3905816782806439e-68,3.6632777025237361e-18,3.63927937330319e-44,1.1160598129531784e-37,2.268276584010588e-46,1.5927580743930884e-67,2.9089868179900522e-30,2.9910247364064174e-53,6.9848712871083299e-10,3.3583884153286857e-11,1.294473820128883e-14,2.1265795540609231e-21,1.2945043530152213e-14,8.509466025372028e-30,3.3436340354576709e-35,2.9737886889259697e-27
2.0945781107703327e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756231467344,0.11866996518526757,0.022821567672747754,6.298709181582334e-84,5.7551463165527356e-33,6.3455144167441041e-27,1.3575913176970061e-45,4.1267177306784766e-32,3.7747814298438114e-30,4.8707687237140012e-18,3.2834014944137538e-68,4.4300103016878301e-18,6.3204219719723488e-44,2.1993895275442265e-37,3.8212414851493984e-46,3.0812103684591969e-67,4.2781220040043775e-30,5.9344435110354112e-53,8.4468209843390533e-10,4.0613069207325295e-11,1.5654033540147225e-14,3.0347625336468754e-21,1.5654471263805176e-14,1.4172477872706537e-29,5.5887698045232888e-35,4.3062205798814001e-27
2.8196243817299833e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756200821431,0.11866996489287222,0.022821567665718568,3.1847429560733517e-83,1.4813463659655216e-32,1.0932686335708686e-26,2.9350695844097444e-45,9.1241055754082676e-32,6.6128518755941389e-30,6.7228501899493625e-18,1.2639869534797585e-67,5.9634755410610324e-18,1.4542079291680935e-43,6.110155873898396e-37,8.261403509248031e-46,8.0500198598645425e-67,7.6813222834036887e-30,1.6249795641449996e-52,1.1370720294655828e-09,5.4671439298076059e-11,2.1072572564214274e-14,5.1888229531999471e-21,2.1073326750034556e-14,3.0082149108434458e-29,1.1931430968921007e-34,7.5438469167312749e-27
3.544670652689634e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756170175517,0.11866996460047687,0.022821567658689382,1.0296508039460201e-82,3.1238984962447475e-32,1.6733661784725067e-26,5.4002041994715545e-45,1.709369779634076e-31,1.0284651826239588e-29,8.6592338868364669e-18,3.5328531559350995e-67,7.4969408469636381e-18,2.8250690148061556e-43,1.360543935728497e-36,1.5200070973677031e-45,1.7206007166154916e-66,1.2217154724273993e-29,3.6264516071853323e-52,1.429461946858345e-09,6.8729809360778589e-11,2.6491027864163902e-14,7.8833494609150493e-21,2.6492182273843393e-14,5.4404023786968911e-29,2.1696092237381415e-34,1.1732573656347742e-26
4.269716923649284e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756139529603,0.11866996430808154,0.022821567651660195,2.8464670108703134e-82,5.8848880354029856e-32,2.3830790802486219e-26,9.0390881004821279e-45,2.8929132120011741e-31,1.4883514475159862e-29,1.0685636544207715e-17,8.5656394200161829e-67,9.0304062239081819e-18,4.9593185709765284e-43,2.6728692197036456e-36,2.5442515841774831e-45,3.2854301538991239e-66,1.8062917810784872e-29,7.2126402524644553e-52,1.7218518496870966e-09,8.2788179393538719e-11,3.1909393762478325e-14,1.11424248199178e-20,3.1911037850355304e-14,8.949944170301016e-29,3.5889710006787365e-34,1.6978870993195526e-26
5.719809465568585e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756078237787,0.11866996372329094,0.022821567637601826,1.9176240359252853e-81,1.762226753389183e-31,4.1986676503318659e-26,2.1461835360552859e-44,6.8795176150880844e-31,2.7150758322021732e-29,1.5013562897832815e-17,4.4342124254542515e-66,1.2097337194926252e-17,1.2840824946776559e-42,8.3963866817895261e-36,6.0409090192136725e-45,1.0219741470287351e-65,3.4386794868210527e-29,2.4565534621160607e-51,2.3066316108319012e-09,1.1090491936762477e-10,4.2745852324829624e-14,1.9308504717035979e-20,4.2748749241987966e-14,2.0365040637689373e-28,8.2786991471385343e-34,3.0973082510025394e-26
7.169902007487886e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756016945977,0.1186699631385004,0.022821567623543457,7.4616206736413371e-81,4.1013140066488548e-31,6.540838911964625e-26,4.2331622801333506e-44,1.3435094614989078e-30,4.3723363319308646e-29,1.9707165790174719e-17,1.4720141437873796e-65,1.5164268454547122e-17,2.7035321165272651e-42,1.9985239700157658e-35,1.1915173078599437e-44,2.4578402943900226e-65,5.7450779942295217e-29,6.2963495836848781e-51,2.891411312811464e-09,1.3902165922025706e-10,5.3581947718481304e-14,2.9594392491291028e-20,5.3586461021352548e-14,3.8626744279827736e-28,1.5903668139947557e-33,4.9878708925294112e-26
1.0070087091326489e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755894362372,0.11866996196891949,0.022821567595426716,7.6352751804582266e-80,1.5680616297559544e-30,1.280607828942042e-25,1.2351284542524998e-43,3.7568245865201305e-30,9.1587036398349555e-29,3.0192067479843717e-17,1.1197041303816848e-64,2.1298131840173177e-17,8.8695527156048712e-42,7.7186398939758412e-35,3.4765427006606433e-44,1.019871714055022e-64,1.2828028817010432e-28,2.9554021049437941e-50,4.0609705391568472e-09,1.9525513856144179e-10,7.525304833839856e-14,5.600184879325623e-20,7.5261886272044717e-14,1.032017354192646e-27,4.3744633207549991e-33,1.0448017345223292e-25
1.5870457259003693e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755649195236,0.11866995962975838,0.02282156753919324,1.9109371805167949e-78,9.8168690812855967e-30,3.166100792194529e-25,5.5451620032478839e-43,1.511710826005564e-29,2.5771352842409344e-28,5.5552409789679423e-17,1.9978553851614482e-63,3.3565862077091264e-17,4.8271223566827977e-41,4.7429020547923699e-34,1.5608087359098526e-43,7.6348848780064088e-64,3.9505356755271459e-28,2.7106067433275322e-49,6.4000882813666072e-09,3.0772209579077745e-10,1.1859088915447617e-13,1.292418102973348e-19,1.1861274646075657e-13,3.8588144313661427e-27,1.7407646335012555e-32,2.9399055190566197e-25
2.74711975943581e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755158861246,0.11866995495143902,0.022821567426726287,1.0207231070753775e-76,8.630953620405149e-29,9.4674749135274782e-25,3.6752994230877331e-42,8.1140937776608755e-29,9.6471131010940426e-28,1.2383264645354416e-16,7.5823692607156217e-62,5.8101336414141139e-17,4.2793356844763694e-40,4.0095162288207046e-33,1.0344945091570979e-42,9.358236935218891e-63,1.6157261771678664e-27,4.4752533670196099e-48,1.1078320923752944e-08,5.3265600445324187e-10,2.0524913169986262e-13,3.3896158313196564e-19,2.0531452404837293e-13,1.8251653295321828e-26,9.297023144439419e-32,1.1004893446684232e-24
