Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),H2X(49),CH3OO(77),C2H6X(52),C2H4(47)
6.246925423490053e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756293595785,0.11866996577804034,0.022821567686998015,0.0,7.2784791050287082e-35,3.8135686233535305e-26,0.0,1.2889162994033655e-33,0.0,6.3565056330282331e-17,3.9510972483065071e-72,6.3522289580967899e-17,1.6419710546902782e-48,2.3571061227956015e-39,0.0,0.0,1.7316496627796429e-32,3.8992761145212449e-56,2.5192024822870617e-10,1.211254972403674e-11,4.6687886440045018e-15,3.006805092812533e-22,4.6688311100149982e-15,4.8770217253925884e-31,1.1706842339821127e-34,1.8686577516465317e-26,9.0555851951378703e-43,2.241098881961612e-65
1.0411542409258312e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756275992977,0.11866996561009036,0.022821567682960498,0.0,5.563501357066121e-34,1.0543396315021943e-25,0.0,6.0374851296509369e-33,0.0,1.0598871945328802e-16,1.0628189910224262e-70,1.058704825492602e-16,1.2958458669250135e-47,1.9234750061830755e-38,0.0,0.0,7.9044434773891329e-32,5.2252265822716176e-55,4.1986707426730825e-10,2.0187582929053356e-11,7.7812677975696567e-15,8.2513874738705407e-22,7.7813852091750228e-15,2.2259850000651778e-30,5.3800294327361366e-34,5.1681587416908538e-26,7.1466794786772881e-42,5.156389628012235e-64
1.4159697696449746e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675626015045,0.11866996545893538,0.022821567679326735,0.0,1.5276237496898754e-33,1.8774665910108158e-25,0.0,1.393201031540578e-32,0.0,1.441944001925077e-16,4.6163562627702265e-70,1.4398385598204806e-16,3.6365459489921883e-47,5.5875036758099086e-38,0.0,0.0,1.7726339904792308e-31,1.7342083906966942e-54,5.7101921375719761e-10,2.7455112805445195e-11,1.0582474819023894e-14,1.462118982423484e-21,1.0582683900830795e-14,4.9916675187703418e-30,1.2110391820855885e-33,9.2051664541751228e-26,2.0055800760240275e-41,1.970725207339185e-63
1.790785298364118e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756244307923,0.1186699653077804,0.022821567675692971,0.0,3.429220718944756e-33,2.9307519824394074e-25,0.0,2.6825070131245863e-32,0.0,1.8242589056807707e-16,1.3979212656747141e-69,1.8209722916220317e-16,8.3260435306097412e-47,1.274272965981057e-37,0.0,0.0,3.3373046124734502e-31,4.6598159705510067e-54,7.2217134907154148e-10,3.4722642673259721e-11,1.3383656207792337e-14,2.2711297884437622e-21,1.3383982597628693e-14,9.3971651858645517e-30,2.2889427780364095e-33,1.437287062429212e-25,4.5918698589407188e-41,6.1463519163213162e-63
2.165600827083261e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756228465395,0.11866996515662542,0.022821567672059208,0.0,6.5708815002112872e-33,4.2014464388733078e-25,0.0,4.5608912923937755e-32,0.0,2.2068176067344885e-16,3.6300917283405724e-69,2.2021060210371984e-16,1.6236206692942287e-46,2.5108838020046014e-37,0.0,0.0,5.5579098922261498e-31,1.0308578901298891e-53,8.7332348044164014e-10,4.1990172532956596e-11,1.6184813383979347e-14,3.2405542771377506e-21,1.6185281301366638e-14,1.5649074227069196e-29,3.8258808319160342e-33,2.0609305517823625e-25,8.9543782279816979e-41,1.5280359426461038e-62
2.915231884521548e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756196780341,0.1186699648543155,0.022821567664791678,0.0,1.6910512579543815e-32,7.2386328501379303e-25,0.0,1.0084052095357957e-31,0.0,2.9724909781184358e-16,1.6067867661099851e-68,2.964373474425426e-16,4.3106072748862819e-46,6.9739406263127079e-37,0.0,0.0,1.1795869462804533e-30,3.2433781145354085e-53,1.1756277341870592e-09,5.6525232233829863e-11,2.1787072520604335e-14,5.5392824799503935e-21,2.1787878730606621e-14,3.3209958860318665e-29,8.1678184520611379e-33,3.5521325813710357e-25,2.3773289179135416e-40,5.6316637779743483e-62
3.664862941959835e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756165095286,0.11866996455200558,0.022821567657524147,0.0,3.5656300398531696e-32,1.1079451967360073e-24,0.0,1.8892117338641914e-31,0.0,3.7390655060841876e-16,4.8370993915168525e-68,3.7266409189926071e-16,9.3502092514231396e-46,1.5525945336389526e-36,0.0,0.0,2.1330964333950627e-30,8.0224899482611686e-53,1.4779319733529435e-09,7.1060291904722557e-11,2.7389242159419586e-14,8.4137369298459429e-21,2.7390476202730061e-14,6.0049881900681369e-29,1.4852289777780346e-32,5.4389442271306517e-25,5.1567028099952911e-40,1.5688991338171241e-61
4.414493999398122e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756133410243,0.11866996424969568,0.022821567650256617,0.0,6.7160875853421445e-32,1.5778412573735313e-24,0.0,3.1972739347742792e-31,0.0,4.5066022996796807e-16,1.252765279191272e-67,4.4889083541404275e-16,1.8070236289965573e-45,3.0495878532571819e-36,0.0,0.0,3.5087952753233055e-30,1.7449127699793045e-52,1.7802361969503967e-09,8.5595351543610295e-11,3.2991316231427464e-14,1.1889124246630616e-20,3.2993073734487982e-14,9.8769370451632371e-29,2.4568584168370912e-32,7.7486614035031773e-25,9.9658549200289123e-40,3.7981803668919597e-61
5.913756114274695e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675607004015,0.11866996364507593,0.022821567635721556,0.0,2.0103364202592541e-31,2.7799115101868063e-24,0.0,7.6032981906122126e-31,0.0,6.0446168144969901e-16,7.7626353883339823e-67,6.0134431956472217e-16,5.6860141557414242e-45,9.5748823867592254e-36,0.0,0.0,7.9822062809133837e-30,7.3104467431530634e-52,2.3848445965627478e-09,1.1466547072365579e-10,4.4195172299123738e-14,2.0591329620288533e-20,4.41982690654983e-14,2.2464354075231567e-28,5.66719226004245e-32,1.3663611967705329e-24,3.1358735052052889e-39,2.1437864208228445e-60
7.413018229151269e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756006670063,0.11866996304045624,0.022821567621186496,0.0,4.6771493101622933e-31,4.3305958894352563e-24,0.0,1.48485618035249e-30,0.0,7.5865402540755737e-16,2.8117923445147693e-66,7.5379779988885477e-16,1.3658621732292562e-44,2.2780548539285805e-35,0.0,0.0,1.5136820784628579e-29,2.139736082498364e-51,2.9894529329294737e-09,1.4373558977386628e-10,5.5398640154553087e-14,3.1544028356352702e-20,5.5403464829530658e-14,4.2590964289224307e-28,1.0886770897179616e-31,2.1303367727131357e-24,7.5328160656616766e-39,7.5792026808168244e-60
1.0411542458904416e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755879929906,0.11866996183121704,0.022821567592116378,0.0,1.7867103858463708e-30,8.4785035820422882e-24,0.0,4.1520611494092943e-30,0.0,1.068212100690254e-15,2.4705380003900536e-65,1.0587047490498456e-15,5.4965163022107143e-44,8.7893593843127186e-35,0.0,0.0,4.0423957996872736e-29,1.2639432759022809e-50,4.1986694157998972e-09,2.0187582748519313e-10,7.780441052401779e-14,5.9627080326526284e-20,7.7813858235818202e-14,1.1368843890677321e-27,2.9944506100015346e-31,4.1783295839250625e-24,3.0313613510311995e-38,6.7246297127491216e-59
1.6408590918410708e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675562644968,0.11866995941273942,0.022821567533976139,0.0,1.1165403497503354e-29,2.0960635574938342e-23,0.0,1.6707434709146374e-29,0.0,1.6920215244168525e-15,4.8142365195177104e-64,1.6685186014210414e-15,3.7186399678675151e-43,5.3899537039143741e-34,0.0,0.0,1.510241764163532e-28,1.4943134694229918e-49,6.617101622060801e-09,3.1815630135492456e-10,1.2261129017485114e-13,1.3732331018712884e-19,1.2263465574229868e-13,4.2429173903248103e-27,1.191548216580743e-30,1.0369050361365569e-23,2.0508487244853293e-37,1.4394228617673905e-57
2.8402687837423296e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755119489523,0.11866995457578716,0.022821567417695671,0.0,9.7844850625300212e-29,6.2670869550668193e-23,0.0,8.9676255373833123e-29,0.0,2.958410562144513e-15,1.6287549142056039e-62,2.8881461223531836e-15,3.7062628489883367e-42,4.5405604936098462e-33,0.0,0.0,7.1352421131338275e-28,2.8444248644174174e-48,1.1453962996546221e-08,5.50717242899886e-10,2.1220640803139578e-13,3.5886089362134585e-19,2.1227631351532752e-13,2.0000864589491757e-26,6.3631431180974551e-30,3.124688561007455e-23,2.0440157319889748e-36,5.3346245498811933e-56
5.239088167544847e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756754105570441,0.11866994490189485,0.022821567185134742,0.0,9.8947052584782436e-28,2.1307590600878432e-22,0.0,5.7822287953002079e-28,0.0,5.566240742592444e-15,7.5829332791968868e-61,5.3274004289738999e-15,4.6346949913767891e-41,4.3993021091369813e-32,0.0,0.0,3.712198449362018e-27,6.9973203317141875e-47,2.1127673593334444e-08,1.0158391013154498e-09,3.9132210662126702e-13,9.6612612523184071e-19,3.9155998048883348e-13,1.0357656293419935e-25,4.09712463071413e-29,1.0792201109833862e-22,2.5560313689328307e-35,2.6022008294300085e-54
1.0036726935149882e-13,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756752077737168,0.1186699255541588,0.022821566720012933,0.0,1.0057617843031592e-26,7.8182814501936803e-22,0.0,4.1329459088103316e-27,0.0,1.1081878623347676e-14,4.2391191728003266e-59,1.0205906101238509e-14,6.5372939451194121e-40,4.2987214571548472e-31,0.0,0.0,1.9067339540073197e-26,1.960680517866652e-45,4.0475046178177137e-08,1.9460827198153787e-09,7.4925558620507789e-13,2.4696125637402277e-18,7.5012908795652871e-13,5.2703543275851886e-25,2.929744620928245e-28,4.0841412254661283e-22,3.6052635773180331e-34,1.453269913186362e-52
