Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(28),CO2X(29),HX(19),CH3X(22),CH2X(58),CHX(26),H2X(31),C2H6X(34),CX(24),C2H5X(33),C3H8X(38),CH2(48),HOCXO(25),OCX(21),COX(32),HOX(23),OX(20),H2OX(30),CH4OX(41),CH3OX(39),CH3O(51),CH3OX(40)
3.095044389154295e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104984539325328,0.09996487418736115,1.3748960413190257e-56,0.099965283205981387,2.8779910023913688e-38,4.5429036738581143e-26,7.60518694210597e-19,4.7554118373899848e-22,0.0,3.0374879004851282e-13,6.2615906695471454e-43,5.1975866826297208e-23,1.2217674855403913e-31,3.1528406734736314e-35,0.0,0.0,2.5203280748983795e-35,0.0,3.5125812250830926e-05,3.4716794018538668e-05,3.8830496145446421e-13,8.4340121557282223e-14,4.6738528556868974e-17,4.085729742026075e-17,1.3037494751674276e-29,1.5107046946828111e-25,7.016829327327801e-28,4.3261803795264997e-34,1.8481381455225271e-46,3.8661703138626789e-32,1.2396221158400323e-27,-3.3668393833498149e-19,1.106631754594758e-22,2.4609901867626073e-26,4.23863701876858e-19,6.825075362415276e-42,8.9925612705164828e-39,2.3658994242665385e-42,2.0572081695899797e-41,2.7083943338979246e-38
3.106464141769038e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104983940989186,0.099964874183594093,1.3901690626895858e-56,0.099965277226386262,2.9108611907622576e-38,4.5933708714186285e-26,7.1015369963488135e-20,4.7808616544950831e-22,0.0,3.051653083995856e-13,6.3259422658826215e-43,5.2359890563899355e-23,1.2337536693987316e-31,3.1791717802187394e-35,0.0,0.0,2.5398737932705971e-35,0.0,3.5125816016448715e-05,3.472277361366204e-05,3.8973775960583431e-13,8.4355286907224596e-14,4.684997318252188e-17,4.1154482885921843e-17,1.3191667346806385e-29,1.5195771984355136e-25,7.0985794226175226e-28,4.3491902289288209e-34,1.8686725691287013e-46,3.9189757611531397e-32,1.2442037947119631e-27,3.5436728080280239e-19,1.1119953367646673e-22,2.4705407308898252e-26,4.2542738593852321e-19,6.9121643490381733e-42,9.0755381680892439e-39,2.3864107624477813e-42,2.0839034846710348e-41,2.7301911341517856e-38
3.1167419191223067e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104983411094949,0.099964874180384564,1.4040111170408919e-56,0.099965271930653465,2.9406575063716535e-38,4.6391096873499864e-26,4.3990983307559359e-19,4.803774253964099e-22,0.0,3.0644038705705213e-13,6.384160464996215e-43,5.2706719045827562e-23,1.2445955942851742e-31,3.2029610027089115e-35,0.0,0.0,2.5575296319890187e-35,0.0,3.5125819224698969e-05,3.4728069346476082e-05,3.9102727854757468e-13,8.4368723457990624e-14,4.6949732138477875e-17,4.1422553339109267e-17,1.3331462534439847e-29,1.5275663496783837e-25,7.1726616356686862e-28,4.3699052374329734e-34,1.887259774269498e-46,3.9669217270017739e-32,1.248327308247494e-27,-1.3120217042503681e-20,1.1168246844918566e-22,2.4791362264946998e-26,4.2683470145530603e-19,6.9911859793653695e-42,9.1505418147024962e-39,2.4049449968631111e-42,2.1081266636321602e-41,2.7498802522999581e-38
3.1276344685275357e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104982858263452,0.099964874177161323,1.4187811080801347e-56,0.09996526640556222,2.9724573072058094e-38,4.687914733919608e-26,7.7787701290066125e-19,4.8280652906157974e-22,0.0,3.0779195127385558e-13,6.4461730977492519e-43,5.3075541525540963e-23,1.2561422636523089e-31,3.2282674928094622e-35,0.0,0.0,2.5763084620375597e-35,0.0,3.5125822446567346e-05,3.4733594437717109e-05,3.9239393154069235e-13,8.4382747714200213e-14,4.7054900969799337e-17,4.1707279323052789e-17,1.3480698979523941e-29,1.5360373460125059e-25,7.2517007034586621e-28,4.3918655742963804e-34,1.9070686539239847e-46,4.0181730145787678e-32,1.252697475093819e-27,-3.4958698599230441e-19,1.1219456491170178e-22,2.4882458734083736e-26,4.2832619633968713e-19,7.0756005157216043e-42,9.2303671990370816e-39,2.4246643904401376e-42,2.1340037052822547e-41,2.7708215090272916e-38
3.138527017932765e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104982314302817,0.099964874174113136,1.4336543197342914e-56,0.099965260969004321,3.0044855323375972e-38,4.7370608714758962e-26,8.5900671920198972e-20,4.8523643384554927e-22,0.0,3.0914373417644557e-13,6.5085068972972844e-43,5.3445648460107694e-23,1.2677468097569244e-31,3.2536709862667076e-35,0.0,0.0,2.5951561301151984e-35,0.0,3.5125825493369068e-05,3.4739030995615939e-05,3.9376058517124708e-13,8.4396553158138119e-14,4.7159498747172583e-17,4.1992640650329552e-17,1.3631050174951041e-29,1.5445123645907633e-25,7.3312818020166912e-28,4.4138322324876115e-34,1.9269906183458278e-46,4.0698764260991609e-32,1.2570676446196977e-27,3.4388435114553559e-19,1.1270681462856717e-22,2.4973555265116341e-26,4.2981769108112402e-19,7.1607033855747921e-42,9.3105375200355058e-39,2.4444624975444447e-42,2.1600924628561738e-41,2.7918393182376399e-38
3.149419567337994e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104981779070389,0.099964874171231843,1.4486311114128028e-56,0.099965255619561141,3.036742999080185e-38,4.7865492875901838e-26,5.1952931490056618e-19,4.876671273799269e-22,0.0,3.1049573228451441e-13,6.5711618937843259e-43,5.3817039833852154e-23,1.2794092489886246e-31,3.279171448178578e-35,0.0,0.0,2.6140726359849962e-35,0.0,3.5125828373284809e-05,3.4744380438818453e-05,3.9512723943578386e-13,8.4410143272114259e-14,4.7263527919466601e-17,4.2278633869160872e-17,1.3782520291091028e-29,1.552991343450875e-25,7.41140615191148e-28,4.4358051052189596e-34,1.9470256929606751e-46,4.1220340201085159e-32,1.2614378168077095e-27,-8.8256577247519241e-20,1.1321909346796766e-22,2.5064651857651427e-26,4.313091856819973e-19,7.2464974562218133e-42,9.3910526293342179e-39,2.4643392875881632e-42,2.1863937793644272e-41,2.8129336500608612e-38
3.160312116743223e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104981252425733,0.09996487416850966,1.4637118425250891e-56,0.099965250355836671,3.0692305247470261e-38,4.8363811698309227e-26,7.5714289705872689e-19,4.9009859748918785e-22,0.0,3.1184794217313577e-13,6.634138116075221e-43,5.4189715631095672e-23,1.2911295974577741e-31,3.3047688439737963e-35,0.0,0.0,2.6330579794097152e-35,0.0,3.512583109413046e-05,3.4749644163241244e-05,3.9649389433086207e-13,8.4423521483025488e-14,4.7366990936671399e-17,4.2565255542606182e-17,1.3935113498304224e-29,1.5614742215804909e-25,7.4920749381714518e-28,4.4577840874390721e-34,1.9671739024154911e-46,4.1746478549409264e-32,1.2658079916405171e-27,-3.2438180488497498e-19,1.137315818248524e-22,2.5155748511297351e-26,4.3280068014474645e-19,7.3329855950207344e-42,9.4719123795434619e-39,2.4842947302580153e-42,2.2129084974892631e-41,2.8341044749292739e-38
3.171204666148452e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104980734230746,0.099964874165939036,1.4788968724805845e-56,0.099965245176457496,3.1019489266518522e-38,4.8865577057636754e-26,7.3174805235900496e-20,4.9253083218774903e-22,0.0,3.1320036047188928e-13,6.6974355917871714e-43,5.456367583615653e-23,1.3029078710000092e-31,3.330463139410331e-35,0.0,0.0,2.6521121601518254e-35,0.0,3.5125833663372716e-05,3.4754823542432951e-05,3.9786054985305614e-13,8.4436691163231048e-14,4.7469890249640616e-17,4.2852502248568177e-17,1.4088833966941335e-29,1.5699609389032916e-25,7.5732893457519552e-28,4.4797690758058864e-34,1.9874352705956413e-46,4.22771998871758e-32,1.270178169100873e-27,3.6107877614543011e-19,1.1424425842905264e-22,2.5246845225664165e-26,4.3429217447172905e-19,7.4201706693893389e-42,9.5531166242539412e-39,2.5043287955144538e-42,2.2396374595876063e-41,2.8553517635757741e-38
3.182097215553681e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104980224349581,0.099964874163512893,1.4941865606887179e-56,0.099965240080071988,3.1348990221086646e-38,4.9370800829511072e-26,7.9071387249259052e-19,4.9496381967709322e-22,0.0,3.1455298386400217e-13,6.7610543473205059e-43,5.4938920433350023e-23,1.3147440851806616e-31,3.3562543005738085e-35,0.0,0.0,2.6712351779735003e-35,0.0,3.5125836088144078e-05,3.4759919927929091e-05,3.9922720599895493e-13,8.4449655631411527e-14,4.7572228309840588e-17,4.3140370579796345e-17,1.4243685867343458e-29,1.5784514362653066e-25,7.6550505790309597e-28,4.501759968660335e-34,2.0078098206416398e-46,4.2812524793454295e-32,1.274548349171618e-27,-3.5496940621820713e-19,1.1475696642104229e-22,2.5337942000363673e-26,4.3578366866517407e-19,7.5080555468036574e-42,9.6346652180429802e-39,2.5244414535907832e-42,2.2665815076939819e-41,2.8766754870319554e-38
3.19298976495891e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104979722648581,0.099964874161224404,1.5095812665589207e-56,0.099965235065350322,3.1680816284317344e-38,4.9879494889529761e-26,7.6977564985844184e-19,4.9739754834287469e-22,0.0,3.1590580908548438e-13,6.8249944078897458e-43,5.5315449406988404e-23,1.3266382552992193e-31,3.3821422938759389e-35,0.0,0.0,2.6904270326366245e-35,0.0,3.5125838375258004e-05,3.4764934649609309e-05,4.0059386276516205e-13,8.4462418153434084e-14,4.7674007569097029e-17,4.3428857143891147e-17,1.4399673369841991e-29,1.5869456554211487e-25,7.7373598030691287e-28,4.523756665999668e-34,2.028297574966009e-46,4.3352473845158388e-32,1.2789185318356795e-27,-3.3254335812785776e-19,1.1526986163549639e-22,2.5429038835009413e-26,4.3727516272731505e-19,7.5966430947965339e-42,9.7165580164808797e-39,2.5446326749922783e-42,2.293741483523441e-41,2.8980756166262011e-38
3.203882314364139e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104979228996215,0.099964874159067088,1.525081349500612e-56,0.099965230130983879,3.2014975629355881e-38,5.0391671113261299e-26,-3.0893309410484674e-20,4.9983200675209573e-22,0.0,3.172588329242865e-13,6.8892557975536081e-43,5.5693262741380904e-23,1.3385903963936701e-31,3.4081270860528878e-35,0.0,0.0,2.7096877239027888e-35,0.0,3.5125840531223087e-05,3.4769869016045212e-05,4.019605201482958e-13,8.4474981943195153e-14,4.7775230479350656e-17,4.3717958563305641e-17,1.4556800644758627e-29,1.5954435390205597e-25,7.8202181877068739e-28,4.5457590694512921e-34,2.0488985552696374e-46,4.3897067617033658e-32,1.2832887170760751e-27,4.6961426262890636e-19,1.157828746190712e-22,2.5520135729216709e-26,4.387666566604041e-19,7.685936180956219e-42,9.7987948761365705e-39,2.5649024304952495e-42,2.3211182284744748e-41,2.9195521239817582e-38
3.2136856088288455e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104978791483678,0.099964874157232472,1.5391218185961246e-56,0.099965225757693205,3.2317720750942848e-38,5.0855616779727962e-26,7.0386038541027483e-19,5.0202363394561607e-22,0.0,3.1847672158346467e-13,6.9473658036031333e-43,5.6034392857808119e-23,1.3493969007845838e-31,3.4315961348176936e-35,0.0,0.0,2.72708120114066e-35,0.0,3.5125842364603574e-05,3.4774242306735585e-05,4.0319051231780531e-13,8.4486122052951745e-14,4.7865857446616453e-17,4.3978672762502933e-17,1.4699193144364108e-29,1.6030947206702022e-25,7.8952612433097094e-28,4.5655660312724557e-34,2.0675362631300645e-46,4.4391190250739416e-32,1.2872218859812309e-27,-2.6379687285084657e-19,1.1624455632386507e-22,2.5602122984611893e-26,4.4010900109166535e-19,7.7669055637378213e-42,9.8731021044308154e-39,2.5832123331689317e-42,2.3459433316923952e-41,2.9389462603703901e-38
3.223488903293552e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104978360292917,0.09996487415549471,1.5532481962506022e-56,0.099965221447522665,3.2622368409270285e-38,5.1322401275237031e-26,1.9706385863454967e-18,5.0421583503041994e-22,0.0,3.1969476629222713e-13,7.005736120764135e-43,5.6376563282291538e-23,1.3602503842413253e-31,3.4551435401931325e-35,0.0,0.0,2.7445304356594427e-35,0.0,3.5125844101131128e-05,3.4778552477261061e-05,4.0442050498185376e-13,8.4497106022798822e-14,4.7956037544309349e-17,4.4239879829415691e-17,1.4842515277731703e-29,1.610748784205511e-25,7.9707509257049481e-28,4.5853774671937984e-34,2.0862657158977429e-46,4.4889106767476963e-32,1.2911550569472757e-27,-1.5292464774518608e-18,1.1670615500978036e-22,2.5684110287663868e-26,4.4145134542157588e-19,7.8484508457719408e-42,9.9476878038007132e-39,2.6015858040880127e-42,2.3709453121169946e-41,2.958402219722554e-38
3.2332921977582583e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104977935332245,0.099964874153849637,1.5674607444734829e-56,0.099965217199561307,3.2928924562566155e-38,5.1792033257017071e-26,-5.7829426907425951e-19,5.0640860203769743e-22,0.0,3.2091296481365395e-13,7.0643667642889287e-43,5.6719774003386407e-23,1.3711508572000521e-31,3.4787692785972651e-35,0.0,0.0,2.7620354272847412e-35,0.0,3.5125845744968707e-05,3.4782800438642295e-05,4.0565049813800622e-13,8.4507936090942123e-14,4.8045772559201018e-17,4.4501577332666204e-17,1.4986770085005611e-29,1.6184056896257077e-25,8.0466880269285556e-28,4.6051933087882555e-34,2.1050869279769086e-46,4.5390832161690121e-32,1.295088229962016e-27,1.0210350532173144e-18,1.1716833412410811e-22,2.5766097638095924e-26,4.4279368965201483e-19,7.9305741176402086e-42,1.0022551871779e-38,2.6200228225074962e-42,2.3961247824815858e-41,2.9779199819565206e-38
3.2430954922229647e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104977516511431,0.099964874152293257,1.5817597252742166e-56,0.099965213012911183,3.3237395169059965e-38,5.2264521382277318e-26,-4.0569328902356685e-19,5.0860192711084359e-22,0.0,3.2213131494288994e-13,7.1232577487424478e-43,5.7064025009646043e-23,1.3820983299357441e-31,3.5024733266567833e-35,0.0,0.0,2.7795961758419684e-35,0.0,3.512584730011054e-05,3.4786987088751403e-05,4.0688049178383789e-13,8.4518614463504224e-14,4.8135064277563395e-17,4.476376285061639e-17,1.5131960606323569e-29,1.6260653974849197e-25,8.1230734268511752e-28,4.6250134886358809e-34,2.1239999133437287e-46,4.5896381426375848e-32,1.299021405013315e-27,8.4980580494702647e-19,1.176307453606059e-22,2.5848085035632536e-26,4.4413603378452958e-19,8.0132774699573257e-42,1.0097694206564975e-38,2.6385233678576104e-42,2.4214823553189798e-41,2.99749952717915e-38
3.2519184572412005e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104977144748968,0.099964874150965194,1.5947029243997541e-56,0.099965209296615565,3.3516660496866548e-38,5.2692209852855008e-26,4.4544660543975948e-19,5.1057639041871414e-22,0.0,3.2322795788704577e-13,7.1764822377411543e-43,5.7374740349633453e-23,1.391991248571415e-31,3.5238739055149527e-35,0.0,0.0,2.7954485215758289e-35,0.0,3.5125848627073832e-05,3.4790703384356088e-05,4.0798748648176543e-13,8.4528097096954416e-14,4.821504928140738e-17,4.500014507570172e-17,1.526343462368598e-29,1.6329614984828938e-25,8.1922042768514406e-28,4.6428553047832418e-34,2.1411000775480312e-46,4.6354657564389602e-32,1.3025612642907546e-27,-1.0904659712885131e-22,1.1804694519468704e-22,2.5921873733463145e-26,4.4534414342101492e-19,8.0882081837456365e-42,1.0165560142393387e-38,2.6552281573381586e-42,2.4444569545850033e-41,3.0151739260441829e-38
3.2598591257576123e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104976814300719,0.09996487414982648,1.6064120018146986e-56,0.099965205993271647,3.3769332862772797e-38,5.3079118710185461e-26,4.0231662566092026e-19,5.1235378391264153e-22,0.0,3.2421503873535705e-13,7.2245645945831814e-43,5.7655104590285224e-23,1.4009274380543515e-31,3.5431886299511223e-35,0.0,0.0,2.8097542469730679e-35,0.0,3.5125849764791939e-05,3.4794006728295207e-05,4.0898378204590487e-13,8.4536529209309813e-14,4.8286731091978756e-17,4.5213223934612906e-17,1.5382413205247994e-29,1.6391698801304051e-25,8.254733589309939e-28,4.6589158582829498e-34,2.1565538002539547e-46,4.6769773724378914e-32,1.3057471390352575e-27,4.4105707538908699e-20,1.1842170933872328e-22,2.5988283593778328e-26,4.4643144202762465e-19,8.1560502684184704e-42,1.0226832067710983e-38,2.6703064371285558e-42,2.4652582316983551e-41,3.0311236474133247e-38
3.267799794274024e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104976487724858,0.099964874148739363,1.618178253504852e-56,0.099965202728599725,3.4023271895343802e-38,5.3467916875976156e-26,5.408875077435271e-19,5.1413152994441456e-22,0.0,3.2520221523607929e-13,7.2728177848319837e-43,5.7936151341674831e-23,1.409894481843622e-31,3.5625546924725342e-35,0.0,0.0,2.8240965541823175e-35,0.0,3.5125850850898912e-05,3.4797271400193476e-05,4.099800779270428e-13,8.454486561386105e-14,4.8358125229453454e-17,4.5426618706143609e-17,1.5502011114232132e-29,1.6453800321042911e-25,8.3175585071581836e-28,4.6749791414671715e-34,2.1720677589046185e-46,4.7187425379031186e-32,1.3089330150945587e-27,-9.3246912109832988e-20,1.1879666919084815e-22,2.6054693484512883e-26,4.4751874057237717e-19,8.2242766611563326e-42,1.0288286385072666e-38,2.6854263609356829e-42,2.4861774502974939e-41,3.04711386984319e-38
3.275740462790436e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104976164975889,0.099964874147702068,1.6300018187127529e-56,0.099965199502147148,3.4278480761029779e-38,5.3858608950985779e-26,7.2721608460226385e-19,5.159096245475175e-22,0.0,3.2618948627706264e-13,7.3212418149767946e-43,5.8217880597715318e-23,1.4188923851004547e-31,3.5819720810538121e-35,0.0,0.0,2.8384754431104409e-35,0.0,3.5125851887221931e-05,3.4800497852782368e-05,4.1097637412390891e-13,8.4553107423396888e-14,4.8429232641609587e-17,4.5640328122031076e-17,1.5622229966279726e-29,1.6515919344750524e-25,8.3806794608517377e-28,4.6910451203791635e-34,2.1876419601433741e-46,4.7607620493441073e-32,1.3121188924623215e-27,-2.7793840579034067e-19,1.1917265078530162e-22,2.6121103405522674e-26,4.4860603905608022e-19,8.2928884730579699e-42,1.0349923041666719e-38,2.7005879181615906e-42,2.5072149355296845e-41,3.0631445831188993e-38
3.283681131306848e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410497584600888,0.099964874146712748,1.6418828366809453e-56,0.099965196313466426,3.4534962626281502e-38,5.4251199535964542e-26,2.6898134978163672e-19,5.1768806380078803e-22,0.0,3.2717685075908874e-13,7.3698366912410805e-43,5.8500292352319035e-23,1.4279211529211968e-31,3.601440783757314e-35,0.0,0.0,2.8528909136642201e-35,0.0,3.5125852875527729e-05,3.4803686533493187e-05,4.119726706352372e-13,8.4561255737767523e-14,4.8500054275767407e-17,4.5854350918196821e-17,1.5743071377029287e-29,1.6578055675379147e-25,8.4440968799874239e-28,4.7071137614687272e-34,2.2032764104459184e-46,4.8030367032072777e-32,1.3153047711322355e-27,1.8158744058982924e-19,1.1954983130287494e-22,2.618751335666415e-26,4.4969333747966025e-19,8.3618868152350051e-42,1.0411741984971899e-38,2.7157910982824152e-42,2.5283710124591394e-41,3.0792157771044678e-38
3.2916217998232596e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104975530779466,0.099964874145769753,1.6538214466519765e-56,0.099965193162115412,3.4792720657550345e-38,5.46456932316543e-26,3.4181904277398573e-19,5.1946684382790881e-22,0.0,3.2816430759571961e-13,7.4186024195876601e-43,5.8783386599397449e-23,1.4369807903380911e-31,3.6209607887327537e-35,0.0,0.0,2.867342965750358e-35,0.0,3.5125853817524508e-05,3.4806837884518981e-05,4.1296896745976603e-13,8.4569311644034819e-14,4.8570591078748138e-17,4.6068685834744468e-17,1.5864536962116483e-29,1.6640209118103788e-25,8.5078112084907934e-28,4.7231850315875633e-34,2.2189711161231373e-46,4.8455672958758959e-32,1.3184906510980135e-27,1.0957753241469286e-19,1.1992754062369037e-22,2.6253923337794226e-26,4.5078063584384644e-19,8.4312727988116874e-42,1.0473743162757917e-38,2.7310358908481239e-42,2.5496460060676043e-41,3.0953274417423926e-38
3.2995624683396715e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104975219243788,0.099964874144871416,1.6658177878683863e-56,0.099965190047657054,3.5051758021288212e-38,5.5042094638788459e-26,7.6635595735364938e-19,5.2124596079690134e-22,0.0,3.2915185571315007e-13,7.4675390057237883e-43,5.9067163332861161e-23,1.4460713023200459e-31,3.6405320842168078e-35,0.0,0.0,2.8818315992754832e-35,0.0,3.512585471486386e-05,3.4809952342876005e-05,4.1396526459623738e-13,8.4577276216621144e-14,4.8640843996833328e-17,4.6283331615957407e-17,1.5986628337174163e-29,1.67023794802979e-25,8.5718228789792512e-28,4.7392588979845651e-34,2.2347260833239105e-46,4.8883546236699894e-32,1.3216765323533931e-27,-3.1376822064095706e-19,1.2030496983418729e-22,2.6320333348770385e-26,4.5186793414917881e-19,8.5010475349246804e-42,1.0535926523085845e-38,2.7463222854822598e-42,2.5710402412549247e-41,3.1114795670532306e-38
3.3075031368560833e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104974911358507,0.099964874144016141,1.6778719995727059e-56,0.099965186969659475,3.5312077883947565e-38,5.5440408358091989e-26,2.605330694026743e-19,5.2302541091962758e-22,0.0,3.3013949405005937e-13,7.5166464551061283e-43,5.9351622546620097e-23,1.4551926937733952e-31,3.660154658532742e-35,0.0,0.0,2.8963568141461418e-35,0.0,3.5125855569142625e-05,3.4813030340464448e-05,4.1496156204339794e-13,8.4585150517456692e-14,4.8710813975724951e-17,4.6498287010296453e-17,1.6109347117832323e-29,1.6764566571509326e-25,8.6361323126863964e-28,4.7553353283011902e-34,2.2505413180378921e-46,4.9313994828462605e-32,1.3248624148921421e-27,1.9317090496135398e-19,1.2068199544000612e-22,2.6386743389450627e-26,4.5295523239647636e-19,8.5712121347228331e-42,1.0598292014308504e-38,2.7616502718816812e-42,2.5925540428396265e-41,3.1276721431351885e-38
3.315443805372495e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104974607080767,0.09996487414320239,1.6899842210074623e-56,0.099965183927695794,3.557368341198138e-38,5.5840638990281387e-26,2.5661642700436957e-19,5.2480519045129553e-22,0.0,3.3112722155746678e-13,7.5659247729456662e-43,5.9636764234583258e-23,1.4643449695426491e-31,3.6798285000900079e-35,0.0,0.0,2.9109186102688027e-35,0.0,3.5125856381904654e-05,3.4816072304128254e-05,4.1595785979999817e-13,8.459293559612486e-14,4.8780501960506091e-17,4.6713550770397154e-17,1.6232694919718118e-29,1.6826770203436494e-25,8.7007399466383422e-28,4.771414290566981e-34,2.2664168260982325e-46,4.9747026695980189e-32,1.3280482987080516e-27,1.9787002060461807e-19,1.2105885821373757e-22,2.6453153459693483e-26,4.5404253058652969e-19,8.6417677093669642e-42,1.066083958507079e-38,2.7770198398162884e-42,2.614187735559484e-41,3.1439051601637008e-38
3.323384473888907e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410497430636824,0.099964874142428675,1.7021545914151793e-56,0.09996518092134421,3.5836577771843159e-38,5.624279113606469e-26,8.906698982430078e-19,5.265852956899716e-22,0.0,3.321150371985879e-13,7.6153739642125414e-43,5.9922588390658937e-23,1.4735281344112349e-31,3.699553597383856e-35,0.0,0.0,2.9255169875498597e-35,0.0,3.5125857154642518e-05,3.4819078655714456e-05,4.1695415786479285e-13,8.4600632490005495e-14,4.8849908895602577e-17,4.6929121653066973e-17,1.6356673358455836e-29,1.6888990189904886e-25,8.7656462080728691e-28,4.7874957531951006e-34,2.2823526131842632e-46,5.0182649800551217e-32,1.3312341837949356e-27,-4.3482295649824201e-19,1.2143593014809633e-22,2.651956355935801e-26,4.5512982871987806e-19,8.7127153700296407e-42,1.0723569184309945e-38,2.7924309791287569e-42,2.6359416440720927e-41,3.1601786083910188e-38
3.331325142405319e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104974009179075,0.099964874141693513,1.714383250038381e-56,0.099965177950187806,3.6100764129986909e-38,5.6646869396141405e-26,2.7460626594533185e-19,5.2836572297609955e-22,0.0,3.3310293994869286e-13,7.6649940336407841e-43,6.0209095008754549e-23,1.4827421931022302e-31,3.7193299389949375e-35,0.0,0.0,2.940151945895626e-35,0.0,3.5125857888799157e-05,3.4822049812131463e-05,4.1795045623654086e-13,8.4608242224416949e-14,4.891903572474503e-17,4.7144998419282293e-17,1.6481284049666918e-29,1.6951226346843759e-25,8.830851509033381e-28,4.803579684977906e-34,2.2983486848241503e-46,5.0620872102839185e-32,1.3344200701466372e-27,1.8251584864584865e-19,1.2181337856033806e-22,2.6585973688303815e-26,4.5621712679735741e-19,8.7840562278949622e-42,1.0786480761255782e-38,2.8078836797342625e-42,2.6578160929554382e-41,3.1764924781457832e-38
3.3392658109217306e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104973715471953,0.099964874140995558,1.7266703361195876e-56,0.099965175013814522,3.6366245652867114e-38,5.7052878371202603e-26,1.058554068122092e-19,5.3014646869202121e-22,0.0,3.3409092879496639e-13,7.7147849857329899e-43,6.0496284082776752e-23,1.4919871502790868e-31,3.7391575135889084e-35,0.0,0.0,2.9548234852123394e-35,0.0,3.5125858585769504e-05,3.4824986185406928e-05,4.1894675491400541e-13,8.4615765812756041e-14,4.8987883390931724e-17,4.7361179834185281e-17,1.6606528608969926e-29,1.7013478492263073e-25,8.8963562844131263e-28,4.8196660550825471e-34,2.3144050463975023e-46,5.1061701562872191e-32,1.3376059577570242e-27,3.5188270087824848e-19,1.2219087794662763e-22,2.665238384639102e-26,4.5730442481977317e-19,8.8557913941583711e-42,1.0849574265430873e-38,2.8233779316202005e-42,2.6798114067084536e-41,3.1928467598326134e-38
3.3472064794381424e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104973425206003,0.099964874140333407,1.7390159889013149e-56,0.099965172111817185,3.6633025506938749e-38,5.7460822661930814e-26,1.0283912241476737e-18,5.3192752926150492e-22,0.0,3.3507900273636941e-13,7.7647468247649409e-43,6.0784155606631444e-23,1.5012630105463466e-31,3.7590363099160271e-35,0.0,0.0,2.9695316054061624e-35,0.0,3.512585924690205e-05,3.4827888182744973e-05,4.1994305389595356e-13,8.4623204256636926e-14,4.9056452836391885e-17,4.757766466708051e-17,1.6732408651980547e-29,1.7075746446230684e-25,8.9621609606777693e-28,4.8357548330466339e-34,2.3305217031379486e-46,5.1505146140042579e-32,1.3407918466199874e-27,-5.6934564748082865e-19,1.2256821044275677e-22,2.6718794033480311e-26,4.5839172278753904e-19,8.9279219800264385e-42,1.091284964665069e-38,2.8389137248459107e-42,2.7019279097515949e-41,3.2092414439316802e-38
