Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(28),CO2X(29),HX(19),CH3X(22),CH2X(58),CHX(26),H2X(31),C2H6X(34),CX(24),C2H5X(33),C3H8X(38),CH2(48),HOCXO(25),OCX(21),COX(32),HOX(23),OX(20),H2OX(30),CH4OX(41),CH3OX(39),CH3O(51),CH3OX(40)
0.0022790816848029987,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410462223231499,0.099962076427566854,1.5167618010389373e-44,0.09996492758112234,5.7991537128196202e-18,1.0645201590754095e-08,4.1750948245001484e-11,5.9455689610050456e-08,0.0,2.5168974206991045e-06,1.6529645050832301e-15,2.314048327507083e-13,6.3222522314327829e-11,3.0803179651307492e-18,0.0,0.0,3.8655079492090435e-25,0.0,3.5124384274667423e-05,3.5072397993830552e-05,3.1056807434070259e-06,5.0730550802641534e-10,3.3762834327461821e-10,1.5970648345099316e-07,3.7380187531148431e-12,2.0924793854470621e-11,2.6377354299468852e-09,5.5769209793657023e-17,5.8450199148699409e-19,1.0242991860740355e-12,9.931208473041106e-21,7.1175442778777997e-21,1.4632923094681308e-14,2.0743071550208223e-19,1.913632491872545e-15,2.0361669138353205e-21,1.0828075378855483e-21,1.1374050214904681e-24,5.4191557834584152e-20,7.3303768197496783e-19
0.0022831999484097085,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104621808426913,0.09996207156665253,1.5216056637884462e-44,0.099964927581675078,5.8186038069583189e-18,1.0675583133741611e-08,4.1878525914635165e-11,5.9787812531932282e-08,0.0,2.5212814835890023e-06,1.6709889037217201e-15,2.317354401831168e-13,6.3674465357825044e-11,3.092547228771305e-18,0.0,0.0,3.8712579087714944e-25,0.0,3.5124381948949618e-05,3.5072397377275663e-05,3.1101087127434039e-06,5.0818896651916633e-10,3.3771488032508817e-10,1.5951997134400585e-07,3.748687041136354e-12,2.1041680594736084e-11,2.6370036648662594e-09,5.6167778359829398e-17,5.9087555836995817e-19,1.027944290716568e-12,9.9453680375294674e-21,7.1392769120797747e-21,1.4677636441565718e-14,2.0768570641529226e-19,1.9167565003862948e-15,2.0429960883510195e-21,1.0871064060247598e-21,1.1403010042432457e-24,5.4329547501877431e-20,7.3510317548863864e-19
0.0022873182120164183,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104621384576472,0.099962066706691458,1.5265057300587023e-44,0.099964927582227678,5.8380793207432998e-18,1.0706003825194429e-08,4.2006268839015858e-11,6.0121091039043135e-08,0.0,2.5256620504957438e-06,1.6891735579421865e-15,2.3206600529969898e-13,6.4128699396888813e-11,3.104792967305036e-18,0.0,0.0,3.8770048504649442e-25,0.0,3.512437962365115e-05,3.5072396760764121e-05,3.1145360791418464e-06,5.0907172037531417e-10,3.3780076586655902e-10,1.5933371312238669e-07,3.7593690756109111e-12,2.115897402677943e-11,2.6362450311625613e-09,5.6568366776915215e-17,5.9730579273492944e-19,1.0315930004296155e-12,9.9595256739712349e-21,7.1610530012231873e-21,1.4722407678977871e-14,2.0798195120508557e-19,1.9196965233692457e-15,2.0498341874637745e-21,1.0914110651593097e-21,1.1431966700684428e-24,5.4467559396918633e-20,7.3716807356160079e-19
0.002291436475623128,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104620960763679,0.099962061847684705,1.531381389748394e-44,0.099964927582780166,5.8575818391052986e-18,1.0736463645251642e-08,4.2134176664689997e-11,6.0455526210821441e-08,0.0,2.53003911798662e-06,1.7075195435777655e-15,2.3239652807784325e-13,6.4585230355338237e-11,3.1170564906867438e-18,0.0,0.0,3.8827365660156105e-25,0.0,3.5124377298742919e-05,3.5072396144307298e-05,3.1189628422865574e-06,5.0995376890359818e-10,3.3788600259444618e-10,1.5914770887138328e-07,3.770064849563704e-12,2.1276674530474012e-11,2.6354596890026232e-09,5.6970980265129421e-17,6.0379307500254664e-19,1.0352452969660871e-12,9.9736813813550573e-21,7.1828572140884268e-21,1.4767236709614828e-14,2.0827819277583205e-19,1.9227799269187551e-15,2.0566817680360466e-21,1.0957219759545957e-21,1.1460915988914056e-24,5.4605543432673654e-20,7.3923238555083267e-19
0.002295554739229838,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104620536988544,0.099962056989633244,1.5362510322955261e-44,0.099964927583332502,5.8771131275425812e-18,1.0766962574004264e-08,4.2262249504553352e-11,6.0791119120991787e-08,0.0,2.53441268264996e-06,1.7260279409820154e-15,2.3272700849403043e-13,6.5044064148002434e-11,3.1293392946585033e-18,0.0,0.0,3.8884722381467866e-25,0.0,3.5124374974225306e-05,3.507239552790524e-05,3.1233890018500182e-06,5.1083511141684934e-10,3.3797059316479557e-10,1.5896195866942136e-07,3.7807743560030993e-12,2.139478248368483e-11,2.6346477978891049e-09,5.7375624036757676e-17,6.1033778719181766e-19,1.0389011620879645e-12,9.9878351586336095e-21,7.2046895536322336e-21,1.481212357307729e-14,2.085743909950003e-19,1.925867558404569e-15,2.0635394499641893e-21,1.1000396642034497e-21,1.1489851805511764e-24,5.4743458677583833e-20,7.4129609336588732e-19
0.0022996730028365477,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104620113251077,0.099962052132538101,1.5411541361526023e-44,0.0999649275838847,5.8966740416187721e-18,1.079750059142731e-08,4.2390487329616221e-11,6.1127870837568394e-08,0.0,2.538782741095077e-06,1.7446998350323018e-15,2.3305744652385427e-13,6.5505206680639363e-11,3.1416420456477639e-18,0.0,0.0,3.8942102128065842e-25,0.0,3.512437265009865e-05,3.5072394911557922e-05,3.1278145574932643e-06,5.1171574723212324e-10,3.3805454021843865e-10,1.5877646258813381e-07,3.7914975878967345e-12,2.151329826226709e-11,2.6338095172634677e-09,5.77823032960824e-17,6.1694031292137886e-19,1.0425605775664099e-12,1.0001987004722957e-20,7.2265500145826542e-21,1.4857068259198909e-14,2.088705529764623e-19,1.9289622110959539e-15,2.070407533641531e-21,1.1043643641675226e-21,1.151877690052643e-24,5.4881318119766695e-20,7.4335917939049999e-19
0.0023037912664432576,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410461968955129,0.09996204727640029,1.5461108241770428e-44,0.099964927584436786,5.9162644183878329e-18,1.0828077677401284e-08,4.2518890092124137e-11,6.1465782422858467e-08,0.0,2.5431492899521639e-06,1.7635363151328962e-15,2.3338784214206241e-13,6.5968663849859439e-11,3.1539645364670563e-18,0.0,0.0,3.8999472157709639e-25,0.0,3.5124370326363363e-05,3.5072394295265396e-05,3.1322395088660361e-06,5.1259567567068511e-10,3.3813784638113768e-10,1.5859122069246489e-07,3.8022345381790606e-12,2.1632222240067502e-11,2.6329450063777918e-09,5.8191023239315723e-17,6.236010374105927e-19,1.0462235251818801e-12,1.001613691850306e-20,7.2484385913422155e-21,1.4902070751236384e-14,2.0916668397467513e-19,1.9320854608606305e-15,2.0772859618600587e-21,1.1086960030175724e-21,1.1547695322828232e-24,5.5019146405673352e-20,7.4542163600796771e-19
0.002312027793656677,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104618842264808,0.099962037567000603,1.556169743301015e-44,0.0999649275855405,5.9555337619886756e-18,1.088934897411777e-08,4.2776190350419044e-11,6.2145089420299479e-08,0.0,2.5518718455263441e-06,1.801707413760051e-15,2.3404850603849126e-13,6.6902545638153853e-11,3.1786687183645947e-18,0.0,0.0,3.9114221194142255e-25,0.0,3.5124365680068275e-05,3.5072393062844729e-05,3.1410875973444829e-06,5.1435340772354103e-10,3.383025464633211e-10,1.5822149968537598e-07,3.8237495655049342e-12,2.1871296278676243e-11,2.6311379296429567e-09,5.9014605921476318e-17,6.3709863155733392e-19,1.0535599439930588e-12,1.0044430944480641e-20,7.2923000765435022e-21,1.4992249125343397e-14,2.097588407503058e-19,1.9383920955592187e-15,2.091073922832522e-21,1.1173800906110066e-21,1.1605512006615763e-24,5.5294707658108174e-20,7.4954464383381213e-19
0.002320264320870097,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104617995129238,0.099962027861442218,1.5663907318652019e-44,0.099964927586643687,5.9949191376768943e-18,1.0950776301501796e-08,4.3034150074325445e-11,6.2829048497758437e-08,0.0,2.5605803228270092e-06,1.8405500427449688e-15,2.347089999648272e-13,6.7845756500000317e-11,3.2034497813663878e-18,0.0,0.0,3.9228978219811013e-25,0.0,3.5124361035343085e-05,3.5072391830643458e-05,3.1499332642654877e-06,5.1610830222872098e-10,3.3846471412316829e-10,1.5785279603850496e-07,3.8453193808608195e-12,2.2112007550158204e-11,2.6292278371768304e-09,5.9846413489044991e-17,6.5083368344004844e-19,1.0609102729551796e-12,1.0072717226909543e-20,7.3362739737133434e-21,1.508265862348848e-14,2.1035086062263111e-19,1.944783254956153e-15,2.1049026233905358e-21,1.126091203196571e-21,1.1663298817036032e-24,5.557013233643733e-20,7.5366508465064337e-19
0.0023285008480835164,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104617148144739,0.099962018159733074,1.5767597107272933e-44,0.099964927587746305,6.0344200011232219e-18,1.1012359495528685e-08,4.3292769056428654e-11,6.3517667948575227e-08,0.0,2.5692746956359391e-06,1.8800730805749159e-15,2.3536932368983133e-13,6.8798343271552193e-11,3.2283069759790799e-18,0.0,0.0,3.9343749481479191e-25,0.0,3.5124356392190815e-05,3.5072390598661792e-05,3.1587765064406492e-06,5.1786035390546193e-10,3.3862436984119031e-10,1.5748511004190371e-07,3.8669439266447916e-12,2.2354358973097222e-11,2.6272159948419345e-09,6.0686487214647105e-17,6.6480933254031748e-19,1.0682743666574454e-12,1.0100995755594039e-20,7.3803602471953445e-21,1.5173299172954641e-14,2.1094274352594171e-19,1.951257151993316e-15,2.1187718724084647e-21,1.1348290773066496e-21,1.172104706441444e-24,5.584537250569743e-20,7.5778289815894195e-19
0.002336737375296936,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104616301311499,0.099962008461881094,1.5872944329834403e-44,0.099964927588848368,6.0740368366655906e-18,1.1074098390819773e-08,4.3552047087001054e-11,6.4210955975100981e-08,0.0,2.577954938059125e-06,1.9202854784315784e-15,2.3602947696992851e-13,6.9760352635540904e-11,3.253240388282388e-18,0.0,0.0,3.9458530531516875e-25,0.0,3.5124351750614487e-05,3.5072389366900015e-05,3.1676173205185482e-06,5.1960955753831663e-10,3.387815338709147e-10,1.5711844188833518e-07,3.8886231447794942e-12,2.2598353434054309e-11,2.6251036647118699e-09,6.1534868235559913e-17,6.7902874404463782e-19,1.0756520798481984e-12,1.0129266519817099e-20,7.4245588614259015e-21,1.5264170700213396e-14,2.1153448877084131e-19,1.9578144174585648e-15,2.1326818399398138e-21,1.1435937431972693e-21,1.1778756258170386e-24,5.6120424065232551e-20,7.6189800790112864e-19
0.0023449739025103557,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104615454629735,0.099961998767894189,1.5980094649323672e-44,0.099964927589949903,6.1137701345262765e-18,1.113599282066626e-08,4.3811983956712595e-11,6.4908920688813205e-08,0.0,2.5866210245238881e-06,1.9611962602728688e-15,2.3668945954959142e-13,7.0731831118880499e-11,3.2782500817687272e-18,0.0,0.0,3.9573321972390743e-25,0.0,3.5124347110617231e-05,3.5072388135358447e-05,3.1764557029899173e-06,5.2135590797657335e-10,3.3893622624264072e-10,1.5675279167609131e-07,3.9103569767205173e-12,2.2843993787608202e-11,2.6228921049164477e-09,6.2391597551602039e-17,6.9349510887334413e-19,1.0830432674384166e-12,1.0157529508356951e-20,7.468869780674467e-21,1.5355273131876102e-14,2.1212609679323481e-19,1.9644553771774178e-15,2.1466326981051945e-21,1.1523852231853515e-21,1.1836429327142473e-24,5.6395303889011527e-20,7.6601034431159733e-19
0.0023532104297237753,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104614608099678,0.099961989077780131,1.6089033767574206e-44,0.09996492759105087,6.1536200302727834e-18,1.1198042617048238e-08,4.4072579456847353e-11,6.5611570110429969e-08,0.0,2.5952729297761502e-06,2.0028145229071215e-15,2.3734927116170473e-13,7.1712825090360421e-11,3.3033358248405024e-18,0.0,0.0,3.9688123891770451e-25,0.0,3.5124342472202105e-05,3.5072386904037426e-05,3.1852916501925206e-06,5.2309940013370682e-10,3.3908846676717806e-10,1.5638815941166117e-07,3.932145363463071e-12,2.3091282856395463e-11,2.6205825694978337e-09,6.325671602310041e-17,7.0821164370684097e-19,1.0904477845050946e-12,1.0185784709502654e-20,7.5132929693488295e-21,1.5446606394769295e-14,2.1271756728976861e-19,1.971179823619741e-15,2.1606244945001625e-21,1.1612034358558821e-21,1.1894066910924599e-24,5.6670015656946356e-20,7.7011985058602973e-19
0.0023696834841506146,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104612915495763,0.099961969709201806,-1.6206675122047546e-43,0.099964927593251179,6.2336701566102146e-18,1.1322607630886764e-08,4.4595745512765345e-11,6.7030954707131909e-08,0.0,2.6125340972043436e-06,2.0882102424267531e-15,2.3866838035893115e-13,7.3703544169056529e-11,3.3537345504614652e-18,0.0,0.0,3.9917760008908687e-25,0.0,3.5124333200130808e-05,3.5072384442058576e-05,3.2029562234051568e-06,5.2657778957631337e-10,3.3938567044036743e-10,1.5566194830819969e-07,3.975885563068016e-12,2.3590818270745262e-11,2.6156745667248468e-09,6.5012283164669476e-17,7.3840821904692624e-19,1.1052962282258366e-12,1.0242271700410079e-20,7.6024760124879298e-21,1.5629965121288032e-14,2.1390009538476189e-19,1.9848794356023057e-15,2.1887310919811828e-21,1.1789197395998582e-21,1.2009234124367903e-24,5.7218928208264012e-20,7.7833016116365578e-19
0.002386156538577454,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104611223502137,0.099961950356208015,-4.4912705266388898e-35,0.099964927595449268,6.3141858699188218e-18,1.1447792062655435e-08,4.5121543584155977e-11,6.8469172120223599e-08,0.0,2.6297382445822973e-06,2.1765468709866315e-15,2.3998680220624543e-13,7.5732877572890862e-11,3.4044327887855374e-18,0.0,0.0,4.0147438008678097e-25,0.0,3.5124323934425783e-05,3.5072381980966916e-05,3.2206110079779257e-06,5.3004468643737236e-10,3.3967329912070111e-10,1.5493980689141641e-07,4.0198432625948639e-12,2.409698162092455e-11,2.6103896017547334e-09,6.6801893676787052e-17,7.696447196008384e-19,1.1201962550764022e-12,1.0298727389640271e-20,7.6921077059761133e-21,1.5814246294077245e-14,2.1508207212268875e-19,1.9989136177855058e-15,2.2170011598351862e-21,1.1967413269253874e-21,1.2124240068852741e-24,5.7767068742646094e-20,7.865285530564925e-19
0.002402629593004293,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104609532121535,0.099961931018859987,-3.4329124953170822e-35,0.099964927597645151,6.3951665645135762e-18,1.1573594522885498e-08,4.564997200084151e-11,6.99262832602501e-08,0.0,2.646885181079411e-06,2.2678998122006285e-15,2.4130453418483351e-13,7.7801190327324345e-11,3.4554274024918704e-18,0.0,0.0,4.0377158978861064e-25,0.0,3.5124314675112571e-05,3.5072379520766443e-05,3.2382559695793407e-06,5.3350005228152272e-10,3.3995150375045935e-10,1.5422173216695077e-07,4.0640179740956383e-12,2.4609794342383468e-11,2.6047375458701266e-09,6.8625869215645053e-17,8.0194780848368448e-19,1.1351467119981708e-12,1.0355151667409528e-20,7.7821877650305592e-21,1.599944932759283e-14,2.1626349636762683e-19,2.0132828371531364e-15,2.2454344853663478e-21,1.214667094967521e-21,1.2239081531478446e-24,5.8314425315052443e-20,7.9471459072316685e-19
0.0024191026474311324,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104607841357004,0.099961911697218298,8.3373745398664158e-36,0.099964927599838826,6.4766127805631148e-18,1.1700013602868148e-08,4.6181029092610129e-11,7.1402347597322044e-08,0.0,2.6639747207185012e-06,2.3623456408720579e-15,2.4262157362246921e-13,7.9908844710557727e-11,3.506716274427162e-18,0.0,0.0,4.0606922971680114e-25,0.0,3.5124305422216853e-05,3.5072377061461575e-05,3.2558910718596245e-06,5.369438496512196e-10,3.4022043208609258e-10,1.5350771990637204e-07,4.108409202866534e-12,2.5129277363622491e-11,2.5987281922356742e-09,7.0484529014148619e-17,8.3534456294537179e-19,1.150146448916929e-12,1.0411544417480127e-20,7.8727159048458548e-21,1.6185573636279347e-14,2.1744436700769767e-19,2.0279877658627421e-15,2.274031258201631e-21,1.232696299472988e-21,1.2353756417757304e-24,5.8860992987171132e-20,8.0288781315831007e-19
0.0024355757018579716,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104606151211935,0.09996189239134283,1.1469482012863093e-35,0.099964927602030296,6.5585250226812397e-18,1.1827047875197624e-08,4.6714713189078398e-11,7.2897423165295032e-08,0.0,2.6810066823019022e-06,2.4599621042663509e-15,2.4393791770299274e-13,8.2056200182958008e-11,3.5582972667881009e-18,0.0,0.0,4.0836729940742655e-25,0.0,3.5124296175764636e-05,3.5072374603057265e-05,3.2735162765778161e-06,5.4037604205185903e-10,3.4048022879864867e-10,1.5279776471688618e-07,4.1530164476386534e-12,2.5655451107663615e-11,2.5923712520557223e-09,7.2378189819738563e-17,8.6986247482050429e-19,1.1651943188516773e-12,1.0467905517566815e-20,7.9636918405978892e-21,1.6372618634521853e-14,2.1862468269745927e-19,2.0430290867060432e-15,2.3027916554889282e-21,1.2508281889338902e-21,1.2468261259586202e-24,5.9406749446994002e-20,8.110478018442909e-19
0.002452048756284811,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104604461689991,0.099961873101292897,-5.919927282482718e-36,0.099964927604219517,6.6409031294837106e-18,1.1954695894282787e-08,4.7251022619198985e-11,7.4411566566091381e-08,0.0,2.6979808893403767e-06,2.5608281230990316e-15,2.452535634753369e-13,8.4243613317237759e-11,3.6101676849922417e-18,0.0,0.0,4.1066580058276644e-25,0.0,3.5124286935782092e-05,3.5072372145558814e-05,3.291131543722804e-06,5.4379659393746009e-10,3.4073103556722109e-10,1.5209186010773002e-07,4.1978392007576277e-12,2.618833549357148e-11,2.5856763509094493e-09,7.4307165832877863e-17,9.0552945087760039e-19,1.1802891780232439e-12,1.052423483972382e-20,8.0551152873455379e-21,1.6560583736473299e-14,2.1980444206508633e-19,2.0584076669416047e-15,2.3317156205306945e-21,1.2690618161177103e-21,1.2582587605915031e-24,5.9951656713610942e-20,8.1919418901068287e-19
0.00246852181071165,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104602772795128,0.099961853827127065,-6.1342425129236094e-36,0.099964927606406559,6.7237466368380655e-18,1.2082956196855268e-08,4.7789955711004831e-11,7.5944832974153411e-08,0.0,2.7148971699848789e-06,2.665023792232189e-15,2.4656850786208623e-13,8.647143772957707e-11,3.6623246003122496e-18,0.0,0.0,4.1296473329162331e-25,0.0,3.5124277702295551e-05,3.5072369688972e-05,3.3087368316280894e-06,5.4720547069692717e-10,3.4097299117167481e-10,1.5138999855319597e-07,4.2428769483620512e-12,2.6727949938020882e-11,2.5786530252701346e-09,7.62717686463691e-17,9.4237381306523778e-19,1.1954298859620089e-12,1.0580532250711849e-20,8.1469859599922445e-21,1.6749468355964928e-14,2.2098364366130457e-19,2.0741245085249301e-15,2.3608029903318067e-21,1.2873961514858402e-21,1.269673088780601e-24,6.0495691668316766e-20,8.2732661461436088e-19
0.0024849948651384894,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104601084531552,0.099961834568903341,3.7859079464362036e-36,0.099964927608591339,6.8070552585299657e-18,1.2211827302450129e-08,4.8331510791389304e-11,7.7497276141023512e-08,0.0,2.7317553569614227e-06,2.772630381067499e-15,2.4788274766754462e-13,8.8740024011854929e-11,3.7147652953430393e-18,0.0,0.0,4.152640974742275e-25,0.0,3.512426847533155e-05,3.5072367233302929e-05,3.3263320970799291e-06,5.5060263864093441e-10,3.41206231578969e-10,1.5069217155205237e-07,4.2881291705522835e-12,2.727431335690891e-11,2.5713107192179431e-09,7.8272307185650125e-17,9.8042429865089409e-19,1.2106153056144465e-12,1.0636797612343898e-20,8.2393035732466602e-21,1.6939271906429182e-14,2.2216228592821199e-19,2.0901806774024233e-15,2.390053664366581e-21,1.3058302397847149e-21,1.2810685286110213e-24,6.1038828424748203e-20,8.3544470200068212e-19
0.0025014679195653287,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104599396903725,0.099961815326679027,4.3629733224252677e-36,0.099964927610773899,6.8908289052270197e-18,1.2341307713867924e-08,4.88756861857523e-11,7.9068948400053265e-08,0.0,2.7485552875087317e-06,2.8837303336337035e-15,2.4919627958535204e-13,9.104971966497477e-11,3.7674872486643004e-18,0.0,0.0,4.17563893246355e-25,0.0,3.5124259254916693e-05,3.5072364778558094e-05,3.3439172954194355e-06,5.5398806498936911e-10,3.4143089002605755e-10,1.4999836968367931e-07,4.3335953415526851e-12,2.7827444167012445e-11,2.5636587813416102e-09,8.0309087650054332e-17,1.0197100602517457e-18,1.2258443034487101e-12,1.0693030781811756e-20,8.3320678415628537e-21,1.7129993800775699e-14,2.2334036726207058e-19,2.1065773824601831e-15,2.4194676112378298e-21,1.3243631946548316e-21,1.2924447537997711e-24,6.1581049282168518e-20,8.4354807396777933e-19
0.002517940973992168,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104597709916337,0.099961796100510744,-2.7683923015133544e-36,0.099964927612954224,6.9750674490787763e-18,1.2471395917623877e-08,4.9422480217773862e-11,8.0659900671243664e-08,0.0,2.7652968033183027e-06,2.9984072683735533e-15,2.5050910020570503e-13,9.3400869033201569e-11,3.8204879298409077e-18,0.0,0.0,4.198641204117079e-25,0.0,3.5124250041077712e-05,3.507236232474431e-05,3.3614923806393394e-06,5.5736171785926261e-10,3.4164709709938397e-10,1.493085826612806e-07,4.3792749298693507e-12,2.8387360287691814e-11,2.5557064618169775e-09,8.238241345496271e-17,1.0602606657591944e-18,1.2411157495594601e-12,1.0749231611995391e-20,8.4252784791021357e-21,1.7321633451311967e-14,2.2451788599564021e-19,2.1233159404848819e-15,2.4490447860241187e-21,1.3429941265679646e-21,1.3038011517986457e-24,6.212232707318463e-20,8.5163637468529613e-19
0.002534414028419007,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104596023574296,0.099961776890454546,-3.1690210806001387e-36,0.099964927615132287,7.0597706160621141e-18,1.2602090384381915e-08,4.9971891209200377e-11,8.2270182466214538e-08,0.0,2.781979750476638e-06,3.116745977633433e-15,2.5182120602221773e-13,9.5793813239492088e-11,3.873764690341398e-18,0.0,0.0,4.2216477846456703e-25,0.0,3.5124240833841474e-05,3.507235987186872e-05,3.3790573054759309e-06,5.6072356625315708e-10,3.4185498081114822e-10,1.486227993824505e-07,4.4251673984425271e-12,2.8954079142639991e-11,2.5474629096550212e-09,8.4492585174831603e-17,1.1021060981582625e-18,1.2564285177717942e-12,1.0805399951757e-20,8.5189351996960149e-21,1.7514190269668354e-14,2.2569484038573959e-19,2.140397740594102e-15,2.4787850924805847e-21,1.3617221044822295e-21,1.315137412438732e-24,6.2662644850248354e-20,8.5970926924576194e-19
0.0025508870828458464,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104594337882707,0.099961757696565762,1.3648126872044125e-36,0.099964927617308089,7.1449380609453501e-18,1.27333895693763e-08,5.0523917479555449e-11,8.3899841893299974e-08,0.0,2.7986039794095708e-06,3.2388324268545404e-15,2.5313259343843693e-13,9.8228890121860079e-11,3.9273148633245614e-18,0.0,0.0,4.2446586669765408e-25,0.0,3.5124231633234855e-05,3.5072357419938758e-05,3.3966120214963373e-06,5.6407358004789243e-10,3.420546666727122e-10,1.4794100797717322e-07,4.471272204794659e-12,2.9527617661675945e-11,2.538937170117429e-09,8.6639900487132795e-17,1.1452767552414522e-18,1.2717814857440419e-12,1.0861535646220091e-20,8.6130377167971413e-21,1.7707663666696828e-14,2.268712286542495e-19,2.1578242954189223e-15,2.5086884093600971e-21,1.3805461909197172e-21,1.3264528758642013e-24,6.3201973690003801e-20,8.6776643032595143e-19
0.0025673601372726857,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104592652846873,0.099961738518899071,1.8996036196861644e-36,0.099964927619481656,7.2305694538296977e-18,1.2865291912819657e-08,5.1078557345940891e-11,8.5548925662767891e-08,0.0,2.8151693448286057e-06,3.3647537534637599e-15,2.5444325877401874e-13,1.0070643417081343e-10,3.9811358135074438e-18,0.0,0.0,4.2676738421262201e-25,0.0,3.5124222439284776e-05,3.5072354968962141e-05,3.4141564791812609e-06,5.6741172998380004e-10,3.4224627776491927e-10,1.4726319585332228e-07,4.5175888011736684e-12,3.0107992282581968e-11,2.5301381822977893e-09,8.8824654117238757e-17,1.1898034492164179e-18,1.287173535069361e-12,1.0917638537034026e-20,8.70758574344565e-21,1.7902053052401185e-14,2.2804704897612032e-19,2.1755972134540012e-15,2.5387546207993578e-21,1.3994654594964119e-21,1.3377473463664383e-24,6.3740301173354275e-20,8.7580753225476249e-19
0.002583833191699525,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104590968472286,0.099961719357508555,-6.8090871029309678e-37,0.099964927621652933,7.3166644788716704e-18,1.2997795840298806e-08,5.1635809122850525e-11,8.7217479092162541e-08,0.0,2.8316757056791521e-06,3.494598265464271e-15,2.5575319827058958e-13,1.0322677646786557e-10,4.0352249649282757e-18,0.0,0.0,4.290693299199916e-25,0.0,3.5124213252018235e-05,3.5072352518946819e-05,3.4316906280034783e-06,5.7073798765427737e-10,3.4242993480566156e-10,1.4658934973981532e-07,4.5641166346919668e-12,3.0695218952983985e-11,2.5210747768640856e-09,9.1047137784254915e-17,1.2357174062074621e-18,1.3026035513761918e-12,1.0973708462625085e-20,8.8025789922370556e-21,1.809735783587177e-14,2.2922229946954019e-19,2.1937181696273642e-15,2.5689836158702593e-21,1.4184790046815427e-21,1.349020074686236e-24,6.427759539314056e-20,8.8383225626935603e-19
0.0026003062461263642,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104589284764588,0.099961700212447602,-1.0111992951436536e-36,0.09996492762382192,7.4032227904973472e-18,1.3130899763159516e-08,5.2195671121920348e-11,8.890554611176917e-08,0.0,2.8481229250904639e-06,3.6284554397272804e-15,2.5706240809731755e-13,1.0579024462511232e-10,4.089579710359515e-18,0.0,0.0,4.3137170258827668e-25,0.0,3.5124204071462234e-05,3.5072350069901038e-05,3.4492144165024266e-06,5.7405232549570599e-10,3.4260575621485885e-10,1.459194557275966e-07,4.6108551474615354e-12,3.128931313227504e-11,2.5117556739570868e-09,9.3307640147791118e-17,1.2830502656513454e-18,1.318070424427584e-12,1.1029745258434941e-20,8.8980171752797812e-21,1.8293577425197953e-14,2.3039697823040289e-19,2.2121889498545549e-15,2.5993752732059774e-21,1.4375859099538388e-21,1.3602710850844609e-24,6.4813852524813827e-20,8.9184029569946098e-19
