Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),OX(20),CH3X(22),HOX(23),HX(19),H2OX(35),CH3OHX(46),H2X(36),HO2X(135)
1.805893149992979e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.15243287649973544,0.099971743001631849,0.079782691549072818,0.0,7.950189289816002e-21,9.707220828898626e-20,0.0,2.3719750858313583e-18,0.0,3.6321503880318248e-11,0.0,1.2290680802965542e-21,2.2942126103428412e-31,1.0285795857053632e-19,0.0,0.0,2.3834806248326427e-23,2.1590365844817417e-40,2.8256961947277136e-05,0.040434616901797442,9.9280961128583146e-14,5.6536518166885248e-14,3.6364249665407221e-11,2.2462920833143212e-24,2.9059952439653497e-23,2.743463235076152e-23,3.1904657258310505e-18
1.8206623129902854e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.15219842355804375,0.09997178645148759,0.079665443353298934,0.0,8.2473027174351389e-21,9.9766457278213335e-20,0.0,2.4262337013397382e-18,0.0,3.6714195671530663e-11,0.0,1.2450097556796463e-21,2.3903645670353555e-31,1.0634762666143118e-19,0.0,0.0,2.4357280804788851e-23,2.2914726985931884e-40,2.821351169809061e-05,0.040669113293344154,1.0002660561809143e-13,5.7554730405246618e-14,3.6756668887299996e-11,2.3266629467778712e-24,2.9999763668194536e-23,2.8152736187709722e-23,3.2945529521241946e-18
1.8354314759875917e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.15196503315984644,0.099971829704457255,0.07954872652771533,0.0,8.5529925566809947e-21,1.0251287368170978e-19,0.0,2.4813070082661631e-18,0.0,3.7107863935324321e-11,0.0,1.2610301488063172e-21,2.4897662883776596e-31,1.0992644761078066e-19,0.0,0.0,2.488656853172132e-23,2.4309228505052205e-40,2.8170258334037132e-05,0.040902546944510336,1.0077169150291493e-13,5.8582623283351115e-14,3.7150054341561391e-11,2.4092085731672587e-24,3.0961874148202887e-23,2.8883398621516683e-23,3.4011161705957478e-18
1.850200638984898e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.15173269730427413,0.099971872762023128,0.079432537071146087,0.0,8.8674328849422549e-21,1.0531202506637216e-19,0.0,2.5372004553053348e-18,0.0,3.7502499437406266e-11,0.0,1.2771289921701867e-21,2.5925010954360266e-31,1.1359593871618391e-19,0.0,0.0,2.5422693845435603e-23,2.5777000338649155e-40,2.8127200372770442e-05,0.041134925857647803,1.0151621023233307e-13,5.9620196775850764e-14,3.7544396785345945e-11,2.4939684571932847e-24,3.1946614290090143e-23,2.9626726280044198e-23,3.5101918937201438e-18
1.8649698019822043e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.15150140807454718,0.099971915625652052,0.079316871024467994,0.0,9.1907996448125586e-21,1.0816447998221382e-19,0.0,2.5939194679909171e-18,0.0,3.7898093041759526e-11,0.0,1.2933060198769966e-21,2.698653746711974e-31,1.1735762817027187e-19,0.0,0.0,2.5965680799938137e-23,2.7321285932236806e-40,2.8084336347522304e-05,0.041366257951002912,1.022601534388955e-13,6.0667442634889495e-14,3.7939687082489812e-11,2.5809824343296223e-24,3.2954316113065714e-23,3.0382825556483298e-23,3.6218167838793651e-18
1.8797389649795107e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.15127115763684307,0.099971958296795366,0.079201724470044116,0.0,9.5232707375109713e-21,1.1107080793766085e-19,0.0,2.6514694486345705e-18,0.0,3.8294635709353527e-11,0.0,1.3095609676194412e-21,2.808310449835081e-31,1.2121305587201557e-19,0.0,0.0,2.6515553155924269e-23,2.8945445393480708e-40,2.8041664806892606e-05,0.041596551059849628,1.0300351293499747e-13,6.1724372944731877e-14,3.8335916173663017e-11,2.6702906810778434e-24,3.3985313236119117e-23,3.1151802606756375e-23,3.7360276744731619e-18
1.894508127976817e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.15104193823918188,0.099972000776889405,0.079087093531166372,0.0,9.8650262675111084e-21,1.1403157936736396e-19,0.0,2.7098557762690679e-18,0.0,3.8692118496874539e-11,0.0,1.3258935726320262e-21,2.921558873204004e-31,1.2516377566196901e-19,0.0,0.0,2.7072334563785741e-23,3.0652958705015848e-40,2.7999184314643023e-05,0.04182581293760404,1.037462807095267e-13,6.2790995275831596e-14,3.8733075099942478e-11,2.7619337134921146e-24,3.5039940855229967e-23,3.1933763347090402e-23,3.8528616290676474e-18
1.909277290974123e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.15081374221033061,0.099972043067355409,0.07897297437150759,0.0,1.0216248178522519e-20,1.1704736563099975e-19,0.0,2.7690838065953939e-18,0.0,3.9090532555476501e-11,0.0,1.342303573724574e-21,3.0384881575752098e-31,1.2921135183261773e-19,0.0,0.0,2.7636048299133856e-23,3.2447428997518384e-40,2.7956893449493945e-05,0.042054051256920556,1.0448844892457869e-13,6.386728590653492e-14,3.9131155028337869e-11,2.8559523835078398e-24,3.6118535706937071e-23,3.2728813451777924e-23,3.9723558477148986e-18
1.9240464539714294e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.15058656195872458,0.099972085169599892,0.07885936319458213,0.0,1.057712015180471e-20,1.2011873899929713e-19,0.0,2.8291588719337152e-18,0.0,3.9489869129551353e-11,0.0,1.3587907112830492e-21,3.1591889275988872e-31,1.3335735810595482e-19,0.0,0.0,2.8206717186620435e-23,3.4332585883572818e-40,2.7914790804924766e-05,0.042281273610770408,1.0523000991223167e-13,6.495325433513656e-14,3.9530147186046748e-11,2.9523878799269992e-24,3.7221436065965945e-23,3.3537058350778303e-23,4.0945476391717214e-18
1.9388156169687358e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.15036038997140685,0.099972127085014836,0.078746256243215629,0.0,1.0947828332550961e-20,1.2324627259833951e-19,0.0,2.8900862811781483e-18,0.0,3.9890119555518746e-11,0.0,1.3753547271637211e-21,3.2837533033015784e-31,1.3760338437119215e-19,0.0,0.0,2.8784364131558507e-23,3.6312288852872791e-40,2.7872874988977357e-05,0.042507487513502369,1.0597095617138901e-13,6.6048934756315833e-14,3.9930042867764494e-11,3.0512817289910133e-24,3.8348981736070102e-23,3.4358603227420914e-23,4.2194745994722978e-18
1.953584779966042e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.15013521881298508,0.099972168814977877,0.078633649799023056,0.0,1.1328560896423752e-20,1.2643054041246084e-19,0.0,2.9518713197552176e-18,0.0,4.0291275260634604e-11,0.0,1.3919953647345552e-21,3.4122749115150497e-31,1.4195103256664404e-19,0.0,0.0,2.9369011811802476e-23,3.8390530729291351e-40,2.7831144624062904e-05,0.042732700401886349,1.0671128036469128e-13,6.7154282727691516e-14,4.0330833537823355e-11,3.1526757875911662e-24,3.9501513991820471e-23,3.5193553016552504e-23,4.3471745021171081e-18
1.9683539429633484e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1499110411246049,0.099972210360852368,0.078521540181895513,0.0,1.1719507143230837e-20,1.2967211731176331e-19,0.0,3.0145192495859334e-18,0.0,4.0693327761818499e-11,0.0,1.4087123689789108e-21,3.5448488972509428e-31,1.4640190815329305e-19,0.0,0.0,2.9960682018233127e-23,4.0571441190353442e-40,2.7789598346771664e-05,0.04295691963614031,1.0745097531547942e-13,6.8269275544549175e-14,4.073251072864223e-11,3.2566122433258539e-24,4.0679375573423074e-23,3.6042012402403898e-23,4.4776850717297024e-18
1.9831231059606548e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14968784962293966,0.099972251723987784,0.078409923749494986,0.0,1.2120859033434419e-20,1.3297157895650968e-19,0.0,3.0780353090513708e-18,0.0,4.1096268664499069e-11,0.0,1.4255054862896966e-21,3.681571935020798e-31,1.5095763436711108e-19,0.0,0.0,3.0559396760107998e-23,4.285929034964032e-40,2.7748234807685867e-05,0.043180152500940233,1.0819003400481418e-13,6.9394008887643588e-14,4.1135065942920907e-11,3.363133621083204e-24,4.1882910717817939e-23,3.6904085816205645e-23,4.6110443604431005e-18
1.997892268957961e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14946563709919694,0.099972292905719698,0.078298796896757464,0.0,1.2532811525724907e-20,1.3632950176142991e-19,0.0,3.1424247129616841e-18,0.0,4.1500089661477464e-11,0.0,1.4423744644116235e-21,3.8225422401010041e-31,1.5561985529742986e-19,0.0,0.0,3.1165178522027998e-23,4.525849240265276e-40,2.7707052671195683e-05,0.043402406206414133,1.0892844956857539e-13,7.0528442167927049e-14,4.1538490907155918e-11,3.4722827726212883e-24,4.3112465071883051e-23,3.7779877434737279e-23,4.7472908286386013e-18
2.0126614319552674e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14924439641814075,0.099972333907370134,0.078188156055403926,0.0,1.2955559542769109e-20,1.3974646303130271e-19,0.0,3.2076926525285044e-18,0.0,4.19047825318084e-11,0.0,1.4593190528108474e-21,3.9678595797422984e-31,1.6039020764696583e-19,0.0,0.0,3.1778048090207188e-23,4.7773609336656733e-40,2.7666050615318085e-05,0.043623687889120084,1.0966621529460781e-13,7.1672436132108784e-14,4.1942777532913843e-11,3.5841028691711233e-24,4.4368385644245295e-23,3.8669491178773443e-23,4.8864626004111171e-18
2.0274305949525738e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14902412051712899,0.099972374730247671,0.078077997693459106,0.0,1.3389299874305538e-20,1.4322304084839088e-19,0.0,3.273844295340565e-18,0.0,4.2310339139698536e-11,0.0,1.4763390024292139e-21,4.1176252843234177e-31,1.6527033830879246e-19,0.0,0.0,3.2398025892403005e-23,5.0409354705032527e-40,2.7625227331518556e-05,0.04384400461300858,1.1040332461989514e-13,7.2826173344910452e-14,4.2347917495244097e-11,3.6986374205139116e-24,4.5651020923175493e-23,3.9573030710263569e-23,5.0285979255534528e-18
2.04219975794988e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14880480240516727,0.099972415375647494,0.077968318314778115,0.0,1.3834235133477014e-20,1.4675981385423506e-19,0.0,3.3408847853424895e-18,0.0,4.2716751433421633e-11,0.0,1.4934340651738904e-21,4.2719422584485322e-31,1.7026194091961692e-19,0.0,0.0,3.3025134833957776e-23,5.3170597466644542e-40,2.7584581524535769e-05,0.044063363370369375,1.1113977112783158e-13,7.3989752206110601e-14,4.2753902637573495e-11,3.8159302670725143e-24,4.6960720791754904e-23,4.0490599430965134e-23,5.1737361388230886e-18
2.0569689209471864e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14858643516197656,0.099972455844851843,0.07785911445858032,0.0,1.4290567048339965e-20,1.5035736157032017e-19,0.0,3.4088192428167703e-18,0.0,4.31240114442506e-11,0.0,1.5106039947353448e-21,4.4309149919881158e-31,1.7536669382421394e-19,0.0,0.0,3.3659395564222243e-23,5.6062365890746554e-40,2.7544111912208968e-05,0.044281771082763689,1.1187554854556174e-13,7.5162758253859037e-14,4.3160725399333824e-11,3.9360255482814019e-24,4.8297836328672732e-23,4.1422300482310066e-23,5.3219160333584579e-18
2.0717380839444927e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14836901193707616,0.099972496139129896,0.0777503826989909,0.0,1.4758494635075458e-20,1.5401626447643093e-19,0.0,3.4776527643687678e-18,0.0,4.3532111285405908e-11,0.0,1.5278485468141001e-21,4.594649571062915e-31,1.8058624316354778e-19,0.0,0.0,3.4300825136569277e-23,5.9089851527933716e-40,2.7503817225308032e-05,0.044499234601941447,1.126106507412864e-13,7.6345338478984873e-14,4.3568377740593664e-11,4.0589677371818688e-24,4.9662720050680819e-23,4.2368236741965151e-23,5.473175418072054e-18
2.086507246941799e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14815252594888162,0.099972536259738162,0.077642119644589266,0.0,1.5238228090822554e-20,1.577371032919799e-19,0.0,3.5473904229144985e-18,0.0,4.3941043151019709e-11,0.0,1.5451674773916965e-21,4.7632536889706941e-31,1.8592233072775519e-19,0.0,0.0,3.4949446795855534e-23,6.2258413247649416e-40,2.7463696207366359e-05,0.044715760710743555,1.1334507172166216e-13,7.7538128499348587e-14,4.3976851213842419e-11,4.1848016628903977e-24,5.1055725990074103e-23,4.3328510821129902e-23,5.6275544570338826e-18
2.1012764099391054e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14793697048381618,0.099972576207920549,0.07753432193796507,0.0,1.5729981048769807e-20,1.6152045934558607e-19,0.0,3.6180372676714706e-18,0.0,4.4350799315115937e-11,0.0,1.5625605436518046e-21,4.9368366570554149e-31,1.9137672271177062e-19,0.0,0.0,3.5605284635316894e-23,6.55735813427517e-40,2.7423747614516354e-05,0.044931356123990594,1.1407880562937422e-13,7.8740347598130249e-14,4.4386138867931583e-11,4.3135724261386689e-24,5.2477209141775568e-23,4.4303225067284027e-23,5.7850938106060299e-18
2.1160455729364117e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14772233889543601,0.099972615984908419,0.077426986255280814,0.0,1.6233950752770068e-20,1.653669155651561e-19,0.0,3.6895983241524903e-18,0.0,4.4761372130606648e-11,0.0,1.5800275064200426e-21,5.1155094155186182e-31,1.9695102773778948e-19,0.0,0.0,3.6268349658062433e-23,6.9041061701641283e-40,2.738397021532726e-05,0.045146027489357934,1.148118467405861e-13,7.9951424272972668e-14,4.4796233621523434e-11,4.4453254220098848e-24,5.3927525712003987e-23,4.5292481561473749e-23,5.9458298981708241e-18
2.130814735933718e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1475086246035702,0.099972655591920992,0.077320109305841475,0.0,1.6750348355565356e-20,1.6927705493753049e-19,0.0,3.7620785941617686e-18,0.0,4.5172754028302183e-11,0.0,1.5975681264716877e-21,5.2993845441726984e-31,2.0264697435006793e-19,0.0,0.0,3.6938660791515933e-23,7.2666740048449581e-40,2.7344362790645975e-05,0.045359781388235619,1.1554418946234784e-13,8.1173251481769785e-14,4.5207126006846477e-11,4.5801064678305216e-24,5.5407033823662715e-23,4.6296382110438914e-23,6.1098021106028482e-18
2.1455838989310244e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14729582109347392,0.099972695030165287,0.077213687831670832,0.0,1.7279412573268602e-20,1.7325145978892336e-19,0.0,3.8354830557937367e-18,0.0,4.5584937515936477e-11,0.0,1.6151821628032121e-21,5.4885762731357488e-31,2.0846653582433854e-19,0.0,0.0,3.7616254594018605e-23,7.6456686251781054e-40,2.7304924133440092e-05,0.045572624336575399,1.1627582833043619e-13,8.2405420085107682e-14,4.5618808935273198e-11,4.7179616552753174e-24,5.6916092437297621e-23,4.7315028252834655e-23,6.2770560464038832e-18
2.1603530619283307e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14708392191499289,0.099972734300836377,0.077107718607094422,0.0,1.7821341335166272e-20,1.7729071522157563e-19,0.0,3.9098166634352311e-18,0.0,4.5997915177209043e-11,0.0,1.6328693809199938e-21,5.6832004934677876e-31,2.1441130606801717e-19,0.0,0.0,3.830113796279707e-23,8.0417158702502653e-40,2.7265653048643175e-05,0.045784562785726776,1.1700675800711163e-13,8.3644669425781435e-14,4.6031278245794815e-11,4.8589372304663961e-24,5.8455060897919259e-23,4.8348521263843949e-23,6.4476273453022725e-18
2.175122224925637e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14687292068174262,0.099972773405117524,0.077002198438328784,0.0,1.8376318853422957e-20,1.8139540775851894e-19,0.0,3.9850843477695687e-18,0.0,4.6411679670839739e-11,0.0,1.6506295496506274e-21,5.8833747677482194e-31,2.204827463353314e-19,0.0,0.0,3.8993306387698328e-23,8.4554608761068438e-40,2.7226548353002684e-05,0.04599560312325747,1.1773697327830543e-13,8.4894266872631238e-14,4.6444523324523708e-11,5.0030799525917014e-24,6.0024301170100493e-23,4.9396962135660746e-23,6.6215480719613634e-18
2.1898913879229434e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14666281107030338,0.099972812344180331,0.076897124163077479,0.0,1.8944626152284172e-20,1.8556611972432449e-19,0.0,4.0612910157820898e-18,0.0,4.6826223729635144e-11,0.0,1.6684624277279865e-21,6.0892183405940384e-31,2.2668319093822184e-19,0.0,0.0,3.9692820240213908e-23,8.8875685274864313e-40,2.7187608874930854e-05,0.046205751673758774,1.1846646905155904e-13,8.6157919230065765e-14,4.6858533192324708e-11,5.1504370274124841e-24,6.1624176798573527e-23,5.0460451579948222e-23,6.7988726774261463e-18
2.203183634620519e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14647446958045704,0.099972847249034186,0.076802935965726654,0.0,1.946769309396586e-20,1.893766908977525e-19,0.0,4.1306838845727353e-18,0.0,4.719997396341026e-11,0.0,1.6845739909786365e-21,6.2794247258166879e-31,2.323754611916497e-19,0.0,0.0,4.0328685595870373e-23,9.2927312790259638e-40,2.7152703646652918e-05,0.046394128068458343,1.1912239596481006e-13,8.7298349528305505e-14,4.7231798890277024e-11,5.2858509986966927e-24,6.3090606577364852e-23,5.1430541374959648e-23,6.9614108295586618e-18
2.2135562452133255e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14632799246412767,0.099972874395282171,0.076729683834437581,0.0,1.9883569335302234e-20,1.923880250818202e-19,0.0,4.1853680037639754e-18,0.0,4.7492061363868088e-11,0.0,1.697187331636083e-21,6.43116779055393e-31,2.3689159907067395e-19,0.0,0.0,4.0829015085925785e-23,9.6199477783442175e-40,2.7125557106058024e-05,0.046540632331035184,1.1963383890234332e-13,8.8194397591111157e-14,4.7523501659322085e-11,5.3933792928243968e-24,6.4252553536484638e-23,5.219612221795352e-23,7.0901975909555929e-18
2.223928855806132e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14618194716237143,0.099972901461514371,0.076656647650443249,0.0,2.0306276461648298e-20,1.9543267741856264e-19,0.0,4.240521518031668e-18,0.0,4.7784524120969332e-11,0.0,1.7098362424366915e-21,6.5858641697909208e-31,2.4147339631484931e-19,0.0,0.0,4.1332969823736891e-23,9.9571218797886218e-40,2.7098490580903158e-05,0.046686704699023085,1.2014492068470724e-13,8.9096946949174482e-14,4.7815572921694566e-11,5.5025475857285675e-24,6.5430020366975565e-23,5.2969254706808839e-23,7.2207079358792467e-18
2.2343014663989385e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14603633155790846,0.099972928448123041,0.076583826354907528,0.0,2.0735893986043088e-20,1.9851085129677866e-19,0.0,4.2961460989077374e-18,0.0,4.8077359803491715e-11,0.0,1.7225206434199264e-21,6.7435572114234905e-31,2.4612149110381463e-19,0.0,0.0,4.1840557577546146e-23,1.0304508762886503e-39,2.7071503678902563e-05,0.046832347290094223,1.2065563968790415e-13,9.000173511636499e-14,4.8108014507022831e-11,5.6133682221326458e-24,6.6623094832662981e-23,5.3749973613197135e-23,7.3529561771861766e-18
2.244674076991745e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14589114354796393,0.099972955355497758,0.076511218896247971,0.0,2.1172519977175122e-20,2.0162274934762392e-19,0.0,4.3522434121721682e-18,0.0,4.8370565997299708e-11,0.0,1.7352404531463135e-21,6.9042906834299545e-31,2.5083668740616412e-19,0.0,0.0,4.2351797320894844e-23,1.0662368904093123e-39,2.704459601045767e-05,0.0469775622074129,1.2116599431529289e-13,9.0913565259186785e-14,4.8400819196392824e-11,5.7258823871703623e-24,6.7832125103272601e-23,5.4538312174181152e-23,7.48696085209614e-18
2.254009426525271e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14576083820597183,0.099972979504709861,0.076446054150645676,0.0,2.1571555978394896e-20,2.0445245940894016e-19,0.0,4.4031365524366821e-18,0.0,4.8634766377246662e-11,0.0,1.7467184896290207e-21,7.0515868903346298e-31,2.5513839237193807e-19,0.0,0.0,4.2815050273889031e-23,1.0993617285150547e-39,2.7020446533690973e-05,0.047107891698616677,1.216250006404975e-13,9.1738878493534009e-14,4.8664653242624825e-11,5.8285949770956349e-24,6.8933895184543581e-23,5.525436080741367e-23,7.6090818816191832e-18
2.2624112411054443e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14564385683195757,0.099973001184626972,0.076387552623679758,0.0,2.193565048827016e-20,2.0702281779760723e-19,0.0,4.4492699161964486e-18,0.0,4.8872800221465385e-11,0.0,1.7570731424597609e-21,7.1863165874170897e-31,2.590572669440186e-19,0.0,0.0,4.3234518169158978e-23,1.1299341377162709e-39,2.6998766378139977e-05,0.047224894752547583,1.2203785196631393e-13,9.2483000699999274e-14,4.8902355791203765e-11,5.9222212762654483e-24,6.9936613519669446e-23,5.5904126586747817e-23,7.7202267236030012e-18
2.2708130556856176e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14552715231082824,0.099973022813242718,0.076329189548806992,0.0,2.2304480186618001e-20,2.0961566529433232e-19,0.0,4.4957163826379572e-18,0.0,4.9111072921021594e-11,0.0,1.7674508880688973e-21,7.3231203182132731e-31,2.6302125092059374e-19,0.0,0.0,4.3656388925713224e-23,1.1612417909689587e-39,2.6977137523698968e-05,0.04734162090229229,1.2245046147398945e-13,9.3231033179364258e-14,4.9140293042424341e-11,6.01698005773014e-24,7.0949952132545182e-23,5.6558953210685788e-23,7.8325479124444423e-18
2.279214870265791e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14541072355239285,0.099973044390759117,0.076270964380830961,0.0,2.2678087428690442e-20,2.1223111035605785e-19,0.0,4.5424768259893298e-18,0.0,4.9349583225130285e-11,0.0,1.7778516849697203e-21,7.4620221575253784e-31,2.6703067931121464e-19,0.0,0.0,4.4080665454068418e-23,1.1932995859314094e-39,2.6955559768378719e-05,0.0474580712382437,1.2286282836595335e-13,9.3982271933903858e-14,4.9378464448696084e-11,6.1128784866828791e-24,7.1973960220058455e-23,5.721885893779094e-23,7.9460528521830967e-18
2.2876166848459643e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14529456947246108,0.099973065917377035,0.076212876577555988,0.0,2.3056519343154466e-20,2.1486926126488625e-19,0.0,4.5895521180095841e-18,0.0,4.9588329890080562e-11,0.0,1.7882754912950138e-21,7.603046364356492e-31,2.7108593024770436e-19,0.0,0.0,4.4507353753798244e-23,1.2261226648286722e-39,2.6934032911301678e-05,0.047574246844792931,1.2327495185577387e-13,9.4736500216310792e-14,4.9616868982261623e-11,6.2099268864554613e-24,7.3008716800815381e-23,5.7883861876947903e-23,8.0607500584992138e-18
2.2960184994261376e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14517868899280087,0.099973087393296259,0.076154925599766096,0.0,2.3439821812292258e-20,2.175302264297324e-19,0.0,4.6369431279901097e-18,0.0,4.9827311679186875e-11,0.0,1.7987222655603953e-21,7.7462173825072299e-31,2.7518736902121389e-19,0.0,0.0,4.4936458570547852e-23,1.2597264175054049e-39,2.6912556752694121e-05,0.047690148800371944,1.2368683116808339e-13,9.5493947506875375e-14,4.9855505176173068e-11,6.3081352581340781e-24,7.4054299682874237e-23,5.8553980134374379e-23,8.17664768389534e-18
2.304420314006311e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14506308104109603,0.09997310881871542,0.076097110911203913,0.0,2.3828037461787181e-20,2.2021411448307241e-19,0.0,4.6846507227562287e-18,0.0,5.0066527362740683e-11,0.0,1.8091919668255437e-21,7.8915598411701936e-31,2.7933533060244925e-19,0.0,0.0,4.5367982273152885e-23,1.2941264845052789e-39,2.6891131093878287e-05,0.047805778177495553,1.2409846553835601e-13,9.6254463803790121e-14,5.0094371949953358e-11,6.4075123062074137e-24,7.5110772984461052e-23,5.9229231838551429e-23,8.29375308618642e-18
2.3128221285864843e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14494774455090501,0.099973130193832194,0.076039431978549857,0.0,2.4221208289082489e-20,2.2292103414580161e-19,0.0,4.7326757666687821e-18,0.0,5.0305975717962142e-11,0.0,1.8196845543397487e-21,8.0390985555229726e-31,2.8353014389946076e-19,0.0,0.0,4.5801926745424093e-23,1.329338760168424e-39,2.6869755737264787e-05,0.047921136042802882,1.2450985421283574e-13,9.701808466548223e-14,5.033346804450467e-11,6.5080667164324357e-24,7.6178200944465752e-23,5.9909635096235721e-23,8.4120734638528356e-18
2.3212239431666576e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14483267846161957,0.099973151518843048,0.075981888271401551,0.0,2.4619378192818967e-20,2.2565109410001015e-19,0.0,4.7810191216257972e-18,0.0,5.0545655528952102e-11,0.0,1.8301999872634198e-21,8.1888585273194345e-31,2.8777215408278347e-19,0.0,0.0,4.6238295021295584e-23,1.3653793957503796e-39,2.6848430486344899e-05,0.048036223457098751,1.2492099644846097e-13,9.7784841498694167e-14,5.0572792211771823e-11,6.6098076552507489e-24,7.7256652275750937e-23,6.0595207961902094e-23,8.5316164152317594e-18
2.329625757746831e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14471788171842354,0.099973172793943368,0.075924479262253167,0.0,2.5022592206110018e-20,2.2840440302861802e-19,0.0,4.8296816470642135e-18,0.0,5.0785565586644742e-11,0.0,1.8407382247831418e-21,8.3408649454787445e-31,2.9206171572247455e-19,0.0,0.0,4.6677090729818076e-23,1.4022648025684799e-39,2.6827155145682924e-05,0.048151041475394708,1.25331891512719e-13,9.8554692600766711e-14,5.0812343283652729e-11,6.7127445556748681e-24,7.8346197644965632e-23,6.1285968447418502e-23,8.6523897640850563e-18
2.3464293869071776e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14448909207975405,0.099973215195188994,0.07581006324229525,0.0,2.5844331675349033e-20,2.3398120287492818e-19,0.0,4.9279676348385339e-18,0.0,5.1266071639761107e-11,0.0,1.8618829512649619e-21,8.6517188159017101e-31,3.0078489815426683e-19,0.0,0.0,4.7561977379166347e-23,1.4786368946366048e-39,2.6784753418710595e-05,0.048379873515309008,1.2615293724920199e-13,1.0010373376571917e-13,5.1292121279821483e-11,6.9222435926695115e-24,8.0558849076163298e-23,6.2683124206454506e-23,8.89765852491227e-18
2.363233016067524e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14426136731067807,0.09997325739911142,0.075696179755795623,0.0,2.668678581223078e-20,2.3965230433454125e-19,0.0,5.0275405563351271e-18,0.0,5.1747484339675641e-11,0.0,1.883118410631933e-21,8.9718654436940511e-31,3.0970250070829431e-19,0.0,0.0,4.8456611328122248e-23,1.5585916494502414e-39,2.6742549014039724e-05,0.048607640488306639,1.2697298576918262e-13,1.01665206696622e-13,5.177279249113557e-11,7.1366384581753324e-24,8.2816709992250161e-23,6.4101245954064164e-23,9.1479413431643334e-18
2.380036645227871e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14403469917708867,0.099973299407236288,0.075582824684938113,0.0,2.7550313109589078e-20,2.4541857895523813e-19,0.0,5.128407198640614e-18,0.0,5.2229794255116835e-11,0.0,1.9044442821835448e-21,9.3015131377478958e-31,3.1881731437048008e-19,0.0,0.0,4.936101426868192e-23,1.6422700468235383e-39,2.6700540406056508e-05,0.048834350630020056,1.2779203158169803e-13,1.0323909681361544e-13,5.2254347495362657e-11,7.3560031999973434e-24,8.5120327368634214e-23,6.5540476848252812e-23,9.4032991137352909e-18
