Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),H2X(49),C2H4(47),H2OX(23),C2H6X(52),C2H4X(205),CH2X(27),CHX(28),CX(26),OCX(25),C2H4X(65),COX(50)
9.019719772722853e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45226262689818092,0.11862580828926389,0.022820924150951716,0.0,5.5239623853260919e-18,3.0341782582732987e-10,7.2421466114460319e-16,1.773813115948421e-15,3.4950229873649586e-34,8.0091369628644034e-07,1.0138393526275443e-29,7.9503196758813884e-07,8.0563928608716621e-21,5.9835632733155138e-22,8.8896032719499674e-27,6.4614098169853466e-28,5.6358871762151844e-17,8.2553669465225858e-22,4.3356362446105379e-05,1.2870756898304876e-06,6.0032481933295963e-09,2.2752728117587003e-14,4.2459191715301208e-12,3.7218154380263906e-10,1.0325223767631876e-13,2.7915670607922235e-22,2.0788119475242786e-19,1.1641973190459197e-19,1.1762830970942792e-26,1.7055756776181411e-13,1.7300702921665275e-14,8.7939386682087889e-11,2.1484762266241992e-21,2.3676091940625303e-28,1.933725496948149e-21
9.374440730769985e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45226087577862717,0.11862407652408705,0.022820898845150553,0.0,5.9984910770965009e-18,3.2773165697251748e-10,8.1729741798173799e-16,1.991482195541029e-15,4.3248317989806102e-34,8.3243151307018063e-07,1.2726112238656652e-29,8.2625635917099087e-07,9.3556476851928278e-21,6.5030509890891542e-22,1.0586395257171691e-26,7.5878888288025078e-28,6.1111673626024176e-17,9.8896675109225585e-22,4.5056604943092639e-05,1.337686933171127e-06,6.2643643696271656e-09,2.3781059704351425e-14,4.4248505122512432e-12,3.7303759130341672e-10,1.1585652268451029e-13,3.4533704756622765e-22,2.1743206051704177e-19,1.3574519777334919e-19,1.5152225412088739e-26,1.7094990481155244e-13,1.7728290038165355e-14,9.1766143264785904e-11,2.330199445428544e-21,2.8368517784214433e-28,2.1962346660301291e-21
9.729161688817117e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45225912502360849,0.1186223451243381,0.022820873539573388,0.0,6.4945174284634557e-18,3.5298086621386975e-10,9.1809076478815826e-16,2.2262694267079973e-15,5.3097794529190466e-34,8.6394982480982872e-07,1.5837760457000987e-29,8.5747757323609456e-07,1.0802516982152224e-20,7.0469149290051391e-22,1.2526904961263698e-26,8.8560940090583977e-28,6.6075707068950417e-17,1.1765212459779412e-21,4.6756481508435254e-05,1.3882977284879366e-06,6.5273153997481731e-09,2.4820403770035631e-14,4.6037842851842114e-12,3.7389361530398899e-10,1.2944186541184627e-13,4.2363292908745664e-22,2.270858823053415e-19,1.5737409551534437e-19,1.9326630665784936e-26,1.7134223073861548e-13,1.8174803510888738e-14,9.5601652089769371e-11,2.5195166226248943e-21,3.3754362042439289e-28,2.4817258855601408e-21
9.999999999999999e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45225778852379744,0.11862102340335996,0.022820854218283955,0.0,6.8878662075936073e-18,3.7288890035217003e-10,1.0004359553680569e-15,2.4174620220645843e-15,6.1797343274925898e-34,8.8801517624012643e-07,1.8615889106099799e-29,8.8131361101634272e-07,1.2012906577304202e-20,7.4788029913720878e-22,1.4187778939566269e-26,9.9269337613754453e-28,7.0009484219272543e-17,1.3374664533120113e-21,4.8054133409403185e-05,1.4269400332176569e-06,6.7293202421432216e-09,2.5621448819227822e-14,4.7404063218616476e-12,3.7454720364072664e-10,1.4049744877019894e-13,4.9256020698264723e-22,2.3452675033957936e-19,1.7554713059843379e-19,2.3128864482319822e-26,1.7164177787125652e-13,1.8528617469813705e-14,9.8536050802609443e-11,2.6691936197763854e-21,3.8376617929428426e-28,2.7157946858300221e-21
1.0083882646864249e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45225737463304616,0.11862061408993826,0.022820848234220179,0.0,7.0122786413323103e-18,3.7916527797632394e-10,1.0269105043937058e-15,2.4788228877544078e-15,6.4717207502369624e-34,8.954686314569302e-07,1.9553776092479815e-29,8.8869561026568006e-07,1.240715443915996e-20,7.6155151250261585e-22,1.4735672559101929e-26,1.0277527729383059e-27,7.1253234747424644e-17,1.3906284295601158e-21,4.8455992220931607e-05,1.4389080758649537e-06,6.792101045387744e-09,2.587086636337818e-14,4.7827204815354501e-12,3.7474962909849822e-10,1.4404428310024698e-13,5.1564799897716885e-22,2.3684365833450344e-19,1.8148101522248135e-19,2.4426517038652203e-26,1.7173455179704498e-13,1.8640481442383614e-14,9.9445912357294069e-11,2.7164535395390762e-21,3.9903493435472509e-28,2.7911934361053714e-21
1.0438603604911381e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45225562460686153,0.11861888342080881,0.022820822929090885,0.0,7.5520142725275493e-18,4.0628471680492736e-10,1.1440734834872547e-15,2.7497906629243046e-15,7.8346839961075272e-34,9.2698793296853668e-07,2.3963319099499544e-29,9.1991047074188688e-07,1.4179969423820374e-20,8.2092159881777673e-22,1.7238761725764221e-26,1.1864154389256839e-27,7.6646540890477497e-17,1.6338537112357567e-21,5.0155137159363094e-05,1.4895179753861953e-06,7.0587210685619273e-09,2.6932553514694408e-14,4.9616590961979132e-12,3.7560564037926554e-10,1.5969971395922753e-13,6.2312092842210498e-22,2.4670638677276777e-19,2.0824669849545651e-19,3.0610666114427646e-26,1.7212687160581292e-13,1.9125562527289618e-14,1.0329892336857077e-10,2.9210359798513802e-21,4.6889730958807165e-28,3.1256348850389376e-21
1.0793324562958513e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45225387494497604,0.11861715311687104,0.022820797624185471,0.0,8.1139662351956138e-18,4.34339007364757e-10,1.2698975925674096e-15,3.0398208424169065e-15,9.4249733629118636e-34,9.5850772930577719e-07,2.9164705888940039e-29,9.5112215514676433e-07,1.6131621937315356e-20,8.8283863256394396e-22,2.0063791737340763e-26,1.3628401559487451e-27,8.2257931296179925e-17,1.9089010896543134e-21,5.1853916402494023e-05,1.5401274271356588e-06,7.3271752315282856e-09,2.8005571235765926e-14,5.1406001267807504e-12,3.7646165269215223e-10,1.7644401729055674e-13,7.4792907406333571e-22,2.5667506573964941e-19,2.3785802077341067e-19,3.8057331783143608e-26,1.7251919183342264e-13,1.9630286098855066e-14,1.0716068449907327e-10,3.1332897275425196e-21,5.479088505874099e-28,3.4860510866673261e-21
1.1148045521005645e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45225212564731088,0.1186154231780462,0.022820772319503885,0.0,8.6983788008331019e-18,4.6332797444080488e-10,1.4047017658838206e-15,3.3495615224101981e-15,1.127131787206218e-33,9.9002802043152056e-07,3.526603987123854e-29,9.8233066396226951e-07,1.8273015408793343e-20,9.473399364406054e-22,2.3239983692857736e-26,1.5583161629988448e-27,8.8089733326607299e-17,2.2186151906064999e-21,5.3552330029071696e-05,1.5907364311973208e-06,7.5974632966559575e-09,2.9090025519874673e-14,5.3195435720091764e-12,3.7731766781802804e-10,1.9431297366777504e-13,8.9209371212463911e-22,2.6675069330631902e-19,2.7050796590348342e-19,4.6965933679117228e-26,1.7291151331814292e-13,2.0154892215536307e-14,1.1103119515485098e-10,3.3532405678230173e-21,6.368881634985477e-28,3.8734461824638441e-21
1.1502766479052777e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45225037671378765,0.1186136936042556,0.022820747015046088,0.0,9.3054986012821076e-18,4.9325144293786608e-10,1.5488059813518592e-15,3.6796608050833654e-15,1.3405020673121261e-33,1.0215488063090856e-06,4.2385839293811997e-29,1.0135359976702696e-06,2.0615289839955984e-20,1.0144632776414784e-21,2.6798205537512107e-26,1.7741793418505158e-27,9.4144295902915441e-17,2.5659831904228748e-21,5.5250378117826357e-05,1.6413449876551388e-06,7.8695850263539201e-09,3.0186022341692468e-14,5.4984894308581876e-12,3.7817368708662402e-10,2.1334228511113754e-13,1.0577850352219807e-21,2.7693426749615727e-19,3.0639560140073956e-19,5.7558764685184739e-26,1.7330383668604339e-13,2.0699621701507436e-14,1.1491045474843405e-10,3.5809142846421787e-21,7.3669490999926901e-28,4.2888276010440911e-21
1.185748743709991e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45224862814432759,0.11861196439542054,0.02282072171081204,0.0,9.9355746305534144e-18,5.2410923788043797e-10,1.702531260451846e-15,4.0307667986366034e-15,1.5860098837786945e-33,1.0530700869021297e-06,5.0653620414867347e-29,1.0447381567525414e-06,2.3169815834939405e-20,1.0842468702886236e-21,3.0771012626409239e-26,2.0118123624575512e-27,1.004239895008819e-16,2.9541364722481502e-21,5.6948060747471226e-05,1.6919530965930499e-06,8.1435401830645662e-09,3.1293667657377893e-14,5.6774377024999458e-12,3.7902971149162335e-10,2.3356757524532135e-13,1.2473265247223977e-21,2.8722678628549847e-19,3.4572605619952015e-19,7.0082602499055007e-26,1.7369616240513044e-13,2.1264716156434515e-14,1.1879846269671652e-10,3.8163366632178732e-21,8.4823028442194792e-28,4.7332060578603977e-21
1.2566929353194175e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522451320972829,0.11860850707230255,0.022820671103015003,0.0,1.1265603177455387e-17,5.8862710779779686e-10,2.040134312440833e-15,4.7985913814487362e-15,2.1885202928296397e-33,1.1161141320915158e-06,7.1211045582351587e-29,1.1071329529665489e-06,2.896221141556794e-20,1.2319499210900745e-21,4.0099369491801278e-26,2.5581537325763874e-27,1.1366835940172521e-16,3.8660582326587378e-21,6.034232994419922e-05,1.7931679722448005e-06,8.6969498274898643e-09,3.3544327502030328e-14,6.0353414823045752e-12,3.8074177744826572e-10,2.7774819538622441e-13,1.708054593268769e-21,3.0814264933885562e-19,4.3556606657474152e-19,1.0204656794463824e-25,1.7448082171654637e-13,2.2456970201219307e-14,1.2660072135702612e-10,4.3105305412710324e-21,1.1103030394894717e-27,5.7130133791322881e-21
1.327637126928844e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522416375055483,0.11860505120806308,0.02282062049611246,0.0,1.2690503707903273e-17,6.568801867790645e-10,2.420099960967687e-15,5.6582202576180075e-15,2.9678657518821346e-33,1.1791601557152436e-06,9.8217490267172765e-29,1.1695150564566873e-06,3.5745561624104931e-20,1.3907638349412761e-21,5.1520791839371746e-26,3.2093429649877059e-27,1.27842237756984e-16,4.9823753531885344e-21,6.3735138248620843e-05,1.8943810588236709e-06,9.2576903301100441e-09,3.584285233155772e-14,6.3932549087839206e-12,3.8245386736119855e-10,3.2713826119503672e-13,2.2960915109735086e-21,3.2950626536738738e-19,5.4178941063582994e-19,1.4538690144056865e-25,1.7526549204442135e-13,2.373360257924906e-14,1.3443796655015765e-10,4.836028472949612e-21,1.4311638174344331e-27,6.8210195926120059e-21
1.3985813185382703e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45223814436849563,0.11860159680207337,0.022820569890104052,0.0,1.4212353400588917e-17,7.2886707931934265e-10,2.8450339355220947e-15,6.6148385114827511e-15,3.9625313913235479e-33,1.2422081574906038e-06,1.3316667514408324e-28,1.2318844710739004e-06,4.3618563592314994e-20,1.5610106650779259e-21,6.5360561960652194e-26,3.9781405379613461e-27,1.429653638869573e-16,6.3334863988396799e-21,6.7126486289828928e-05,1.9955923570004397e-06,9.8257597914254533e-09,3.8190089126550596e-14,6.7511779803203174e-12,3.8416598127027088e-10,3.8201995535246274e-13,3.0359627849384827e-21,3.5132561657209553e-19,6.6625309362663947e-19,2.0313372244959841e-25,1.7605017341268268e-13,2.5096573983719703e-14,1.4231019369173276e-10,5.3930367233855535e-21,1.8195622729746946e-27,8.0654287110473933e-21
1.4695255101476967e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45223465268549728,0.11859814385370482,0.022820519284989453,0.0,1.5833267411627013e-17,8.0458639181924971e-10,3.3175586522810813e-15,7.673631325608479e-15,5.2168230571003794e-33,1.3052581371349545e-06,1.7778860597294558e-28,1.2942412006676809e-06,5.268307271115581e-20,1.7430198573133577e-21,8.1974881566891962e-26,4.8780696933140761e-27,1.5905782155165793e-16,7.9522422965883101e-21,7.0516374696644047e-05,2.0968018674455682e-06,1.0401156312161969e-08,4.0586884570503291e-14,7.1091106952398961e-12,3.8587811926901296e-10,4.4267422146490071e-13,3.9550385550507966e-21,3.736086844812565e-19,8.1090896426142513e-19,2.7888101933306335e-25,1.7683486587075324e-13,2.65478576231948e-14,1.5021739816768141e-10,5.9817615516534042e-21,2.2849543390941079e-27,9.4544973005575849e-21
1.540469701757123e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45223116245592543,0.11859469236232914,0.022820468680768324,0.0,1.7555398939260592e-17,8.8403673258161466e-10,3.8403132104192848e-15,8.8397839814257678e-15,6.7814190430271948e-33,1.3683100943655765e-06,2.3407148171478553e-28,1.3565852490860709e-06,6.3043937426065665e-20,1.937128334315708e-21,1.0175220819951543e-25,5.9234212986615645e-27,1.7614003880153777e-16,9.8739908405673083e-21,7.3904804097614762e-05,2.1980095908291964e-06,1.0983877993258347e-08,4.3034085049780358e-14,7.4670530517261962e-12,3.875902816530014e-10,5.0938076926967706e-13,5.0836562436763149e-21,3.9636344997670935e-19,9.7780298955369935e-19,3.7685112510267674e-25,1.7761956956335041e-13,2.8089439215361602e-14,1.5815957533153478e-10,6.6024092094027174e-21,2.8375150357609712e-27,1.0996534467335005e-20
1.6823580849759762e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45222418635455242,0.11858779374804476,0.02282036747500513,0.0,2.1312118069427201e-17,1.0541249415902617e-09,5.047151633225932e-15,1.1514910443148725e-14,1.1080749589630095e-32,1.49441994045626e-06,3.9104243830616309e-28,1.4812353177816081e-06,8.8087898087616894e-20,2.3630288844987166e-21,1.5252143282713822e-25,8.5114318019413043e-27,2.133571845332272e-16,1.478066113152758e-20,8.0677288394857651e-05,2.4004196790909246e-06,1.2171289241418897e-08,4.8083085174631453e-14,8.1829666827163676e-12,3.9101467984408989e-10,6.6206342036229241e-13,8.1065936975140084e-21,4.433199942010113e-19,1.3869543117500017e-18,6.6003275204657125e-25,1.7918901080189214e-13,3.1451501568023841e-14,1.7414882901046976e-10,7.9402979868929559e-21,4.2485298790385069e-27,1.4573013552996439e-20
1.824246468194829e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45221721605936116,0.11858090095419942,0.022820266272811779,0.0,2.5500499690758921e-17,1.2391206106909739e-09,6.4869955190739001e-15,1.4681702148667057e-14,1.7415580498525037e-32,1.6205376935052183e-06,6.2599963923363742e-28,1.6058347079158808e-06,1.1964358461149953e-19,2.8415603752210261e-21,2.2147008503350744e-25,1.1872031733525171e-26,2.5478710575862423e-16,2.1387690892734848e-20,8.7443944204508724e-05,2.6028226271403804e-06,1.3387978347831026e-08,5.3343854651575792e-14,8.8989188599785471e-12,3.9443917626701196e-10,8.4228110067514594e-13,1.2410928048317193e-20,4.9225908439129912e-19,1.9119306665718254e-18,1.1016043991946783e-24,1.8075849737815247e-13,3.5198896462246572e-14,1.9027791701897301e-10,9.4083529261639321e-21,6.1488127007660086e-27,1.886238911733507e-20
1.9661348514136819e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45221025156534089,0.11857401397577672,0.022820165074185581,0.0,3.0139145468070878e-17,1.4390126744676845e-09,8.1815578839466379e-15,1.8381644969618524e-14,2.6480211447717184e-32,1.7466633512576772e-06,9.6641116860966844e-28,1.7303834502210971e-06,1.5864335720155742e-19,3.3756956432352457e-21,3.1299612356195977e-25,1.6147657215990634e-26,3.0060560675630387e-16,3.007154022713031e-20,9.4204776545173374e-05,2.8052184403272285e-06,1.4633930127764752e-08,5.882315387960898e-14,9.6149095707002982e-12,3.9786377059672856e-10,1.052227572385556e-12,1.8356757665814643e-20,5.4324454709690567e-19,2.5724184979984477e-18,1.7648642662034259e-24,1.823280291942341e-13,3.9347958787579693e-14,2.0654680120288087e-10,1.1008223771124761e-20,8.6467410537360379e-27,2.3933024122074382e-20
2.1080232346325347e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45220329286748501,0.11856713280776456,0.022820063879123852,0.0,3.5247272114294063e-17,1.6537900976380105e-09,1.0152818320700078e-14,2.2656226417173523e-14,3.9130031762505888e-32,1.8727969114605634e-06,1.4460910983916136e-27,1.8548815754063293e-06,2.0605469352120504e-19,3.9685350921858276e-21,4.3213624077672367e-25,2.1493479050033249e-26,3.509939865424924e-16,4.1252029739184146e-20,0.0001009597904311149,3.007607123996042e-06,1.5909129399634458e-08,6.4527738507161637e-14,1.0330938801936729e-11,4.0128846273409118e-10,1.2940773340434024e-12,2.6361199327373791e-20,5.9634020114004059e-19,3.3895443426327559e-18,2.7299772288412396e-24,1.8389760626302566e-13,4.3915222657372345e-14,2.2295544294595355e-10,1.2741560131480336e-20,1.1863178676370472e-26,2.9854120892829648e-20
2.2499116178513875e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45219633996079123,0.11856025744515518,0.022819962687623908,0.0,4.0844713696442955e-17,1.883441874952093e-09,1.2423022875784645e-14,2.7546935661181227e-14,5.6404507741617316e-32,1.9989383718624218e-06,2.10600908332179e-27,1.9793291141575318e-06,2.6287661810462298e-19,4.6233094466565888e-21,5.8460722338889158e-25,2.8077557688261936e-26,4.0613903410442441e-16,5.5393291739824867e-20,0.00010770899087225869,3.2099886834863128e-06,1.7213560984849175e-08,7.0464359432797998e-14,1.104700654055365e-11,4.0471325288497022e-10,1.5699857820855652e-12,3.6901069478845905e-20,6.5160985847610064e-19,4.3858529003433603e-18,4.0965577715225049e-24,1.854672287456093e-13,4.8917421117557767e-14,2.3950380316882633e-10,1.4610011470544403e-20,1.5931748859829409e-26,3.6695720676099136e-20
2.533688384289093e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45218245150090292,0.11854652411613534,0.022819760315298632,0.0,5.3589983621687782e-17,2.387324620390717e-09,1.7950579805194916e-14,3.9342702658489554e-14,1.1010557208553026e-31,2.2512449842672163e-06,4.1728238293221876e-27,2.2280725549862577e-06,4.0888234679826542e-19,6.1322593128126446e-21,1.0161301592388719e-24,4.5698398783512035e-26,5.3147370069974808e-16,9.4642555150269019e-20,0.00012118997143819484,3.6147304512638045e-06,1.9910060394882379e-08,8.3060690028126303e-14,1.2479257487714973e-11,4.1156312762932467e-10,2.2325060723826627e-12,6.7810730923770104e-20,7.689264021567889e-19,7.0131186505541695e-18,8.5516186175403679e-24,1.8860661042284793e-13,6.0294546910974241e-14,2.730195204591878e-10,1.8758856169216189e-20,2.7225398326946075e-26,5.3424785386190352e-20
2.817465150726799e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45216858614574507,0.11853281394874175,0.022819557957188347,0.0,6.8546065009183554e-17,2.9505734657659681e-09,2.4947521435502422e-14,5.4100893181095612e-14,2.0054000806693907e-31,2.5035831704994354e-06,7.6691906269897443e-27,2.476614017733379e-06,6.0517618870577807e-19,7.9311008998421998e-21,1.6684084917245269e-24,7.0618205323658191e-26,6.7821354086602697e-16,1.5244736045250144e-19,0.00013464775823576771,4.0194437862741264e-06,2.2723306984022387e-08,9.6666057886802003e-14,1.3911662307829627e-11,4.1841339569340884e-10,3.0566554764543764e-12,1.1617531003842851e-19,8.9570456942058771e-19,1.0662146149973767e-17,1.6419600200160674e-23,1.9174617524713475e-13,7.3617168153102047e-14,3.070936313179323e-10,2.3467950360041911e-20,4.3860115752449448e-26,7.4697309821501134e-20
3.1012419171645045e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45215474385545656,0.11851912690306812,0.022819355613271645,0.0,8.5894095920052286e-17,3.5731014406386101e-09,3.3601396063678895e-14,7.2153482095757609e-14,3.4524045241042254e-31,2.7559529126174644e-06,1.32642577506984e-26,2.7249537470564257e-06,8.6061521843607621e-19,1.0050644873529495e-20,2.6156206302701467e-24,1.0466062121240821e-25,8.4805003936680456e-16,2.3418848525243831e-19,0.00014808239118858964,4.4241287310506431e-06,2.5653179417858541e-08,1.1133429927718802e-13,1.5344220897070093e-11,4.2526405739310616e-10,4.0590049809932749e-12,1.8816287103828202e-19,1.0324546977172097e-18,1.5562279379345163e-17,2.9474321743686975e-23,1.9488592406907311e-13,8.9026281133266395e-14,3.4172580670413743e-10,2.8750483660654566e-20,6.7385034726670394e-26,1.0110378036594532e-19
3.38501868360221e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45214092459024569,0.11850546293927705,0.022819153283527179,0.0,1.0582532889875368e-16,4.25482204604365e-09,4.41040032469702e-14,9.3832472487930159e-14,5.6730197213396768e-31,3.0083541927098705e-06,2.1823152390744232e-26,2.9730919872450341e-06,1.1843298018639366e-18,1.2524049605073466e-20,3.946575547602372e-24,1.4986994574403172e-25,1.0427620760316743e-15,3.4601787412878095e-19,0.00016149391015122554,4.8287853280458164e-06,2.8699556396671614e-08,1.2711917452749869e-13,1.6776933151656821e-11,4.3211511323081412e-10,5.2558345819261594e-12,2.9107169909778651e-19,1.1796870985706399e-18,2.1963613757706487e-17,5.007293986655088e-23,1.9802585792013778e-13,1.0666603705907281e-13,3.7691571029188189e-10,3.461964253196844e-20,9.9571273434366596e-26,1.3324806297584433e-19
3.668795450039916e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45212712831038954,0.11849182201760017,0.022818950967933644,0.0,1.2854121974742709e-16,4.9956492515278658e-09,5.6651389514111916e-14,1.1946989620074487e-13,8.9644425242838688e-31,3.2607869928952829e-06,3.4436337118862397e-26,3.2210289822216207e-06,1.5856713431078006e-18,1.538691315772168e-20,5.76595948620396e-24,2.0851606076872473e-25,1.2642157735406734e-15,4.9487292175766548e-19,0.00017488235490931638,5.2334136196313581e-06,3.186231665084608e-08,1.4407436804034533e-13,1.8209798967866723e-11,4.3896656388579147e-10,6.6631381525425536e-12,4.3337023267935394e-19,1.3379120856140544e-18,3.0136368341977618e-17,8.1257473829222332e-23,2.0116597801437685e-13,1.2668373252239448e-13,4.126629984839007e-10,4.1088609990312335e-20,1.4241602062835683e-25,1.7174738794766333e-19
3.9525722164776214e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45211335497623489,0.1184782040983378,0.022818748666469772,0.0,1.5425351799548676e-16,5.7954974923542171e-09,7.1443844103762307e-14,1.4939781433740253e-13,1.3701361662538816e-30,3.5132512953225374e-06,5.2448635757801098e-26,3.4687649755420221e-06,2.0741731830947835e-18,1.8677363663223552e-20,8.1955239102565847e-24,2.8309920177153473e-25,1.5143643498089322e-15,6.8848732692517606e-19,0.00018824776517969874,5.6380136480983706e-06,3.5141338936450939e-08,1.6225348829769631e-13,1.9642818242193143e-11,4.4581840996580623e-10,8.2966280806250051e-12,6.247272116700087e-19,1.5076400027370782e-18,4.0370297321070883e-17,1.2685682324213182e-22,2.0430628563794906e-13,1.4922979987393245e-13,4.4896732042970193e-10,4.81705653316599e-20,1.9814563029021391e-25,2.1723233474847099e-19
4.236348982915327e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45209960454819731,0.11846460914185901,0.022818546379114315,0.0,1.8318435250263638e-16,6.6542816670272342e-09,8.8685895017810724e-14,1.8394831770118204e-13,2.0346872279529456e-30,3.7657470821705612e-06,7.748584658611946e-26,3.7163002103960824e-06,2.6595218047428436e-18,2.2436142189388191e-20,1.1375149260280624e-23,3.7635427534937511e-25,1.7952479842174268e-15,9.3539921114688733e-19,0.00020159018061051279,6.0425854556574863e-06,3.8536502031237334e-08,1.8171006786258356e-13,2.1075990871339638e-11,4.5267065201286544e-10,1.0171739406255949e-11,8.7603407443056808e-19,1.6893812515981418e-18,5.2974171999693544e-17,1.9158125288814563e-22,2.0744678215833925e-13,1.7445779746990375e-13,4.8582831803887774e-10,5.5878683847853167e-20,2.6921792817198388e-25,2.7034681788026093e-19
4.520125749353033e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45208587698676111,0.11845103710860126,0.022818344105846079,0.0,2.1556634532800505e-16,7.5719171341664387e-09,1.0858630385168835e-13,2.2345352734667683e-13,2.9467300350128297e-30,4.0182743356481614e-06,1.1148943817729809e-25,3.9636349296084005e-06,3.3515250049903599e-18,2.6706710480587501e-20,1.5464199243798373e-23,4.9125641590735921e-25,2.1089936452511659e-15,1.2449602148947532e-18,0.00021490964078134164,6.4471290844390279e-06,4.2047684729488344e-08,2.0249756339166084e-13,2.2509316752165788e-11,4.5952329058601756e-10,1.230363508600025e-11,1.1994299058681332e-18,1.8836463214993876e-18,6.8275129066564753e-17,2.8114575582596793e-22,2.1058746907001279e-13,2.0252439985192257e-13,5.2324562599420345e-10,6.4226136541635879e-20,3.5832480131618762e-25,3.3174806870762102e-19
4.803902515790738e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4520721722524797,0.11843748795907058,0.022818141846643915,0.0,2.5164271170974334e-16,8.5483197099575001e-09,1.3135806135177703e-13,2.6824559502349244e-13,4.1745568452598292e-30,4.2708330379939035e-06,1.5674571112056982e-25,4.2107693756389516e-06,4.1600909467038174e-18,3.1535342564683767e-20,2.0642638447956281e-23,6.310256409569663e-25,2.457814945826394e-15,1.6273416392540247e-18,0.00022820618520332791,6.8516445764931575e-06,4.567476583771866e-08,2.2466935560681376e-13,2.3942795781678045e-11,4.6637632627677381e-10,1.4707210328822461e-11,1.6083181027059647e-18,2.0909458164667681e-18,8.6618142586563092e-17,4.0237534724288525e-22,2.1372834800845034e-13,2.3358938774219011e-13,5.6121887176548517e-10,7.3226089851302959e-20,4.6839393154132622e-25,4.0210661987581172e-19
5.087679282228444e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452058490305975,0.11842396165384116,0.022817939601486682,0.0,2.9166736178466413e-16,9.5834056657430254e-09,1.5721838298538066e-13,3.1865670359011884e-13,5.7995130475281101e-30,4.5234231714760614e-06,2.159145200619943e-25,4.457703790583699e-06,5.0952126976161307e-18,3.6971215166576231e-20,2.7112102060224656e-23,7.99131378466407e-25,2.8440120023298248e-15,2.0935391478935624e-18,0.00024147985331928728,7.2561319737900138e-06,4.9417624170505885e-08,2.4827874930002291e-13,2.5376427857064256e-11,4.7322975965451209e-10,1.739709673964699e-11,2.1173789425893744e-18,2.3117904831869947e-18,1.083655280252114e-16,5.6330916197557041e-22,2.1686942073138871e-13,2.6781563801959602e-13,5.9974767562471172e-10,8.2891705369604414e-20,6.0259011789106755e-25,4.8210628972276015e-19
5.655232815103855e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452031194619126,0.11839697741892398,0.022817535153222757,0.0,3.8463128985436263e-16,1.1829295064056376e-08,2.1909467596808094e-13,4.376649328085564e-13,1.0640689451654752e-29,5.0286976610704991e-06,3.8867507914676379e-25,4.9509734937832751e-06,7.3854464284079998e-18,4.9876469930924191e-20,4.4845527352284247e-23,1.2355050670133656e-24,3.7381654948535935e-15,3.3255103614716721e-18,0.00026795871806345158,8.0650226515932153e-06,5.7250187782726652e-08,3.0002318058311823e-13,2.8244150735048863e-11,4.8693782172891272e-10,2.3693036523278264e-11,3.5011857602249708e-18,2.7961592076504696e-18,1.6360643929610408e-16,1.0431663125158477e-21,2.2315215525888134e-13,3.4641885289983011e-13,6.7847040279161376e-10,1.0427254348673227e-19,9.5721500288878347e-25,6.7383058761689243e-19
