Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),H2X(49),C2H4(47),H2OX(23),C2H6X(52),C2H4X(205),CH2X(27),CHX(28),CX(26),OCX(25),C2H4X(65),COX(50)
8.340431357824686e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44325139249516254,0.10998309759430923,0.022251878019526553,0.0,1.0896748056094073e-07,0.00022955963493430885,2.1950654940796278e-06,1.4379756444587859e-06,7.5429891319305813e-18,0.00082580400002327421,6.7473846652668794e-14,0.00031210082792828208,5.6301144246687622e-11,2.3986216187680291e-10,1.2291455180831691e-13,1.9001167514402265e-15,4.0027506701247454e-08,3.2620438351423547e-09,0.0078555847181714187,0.0011370000327594529,5.8449587909779096e-05,2.5858727271618339e-08,4.5712136310255193e-09,2.2252825306400488e-08,4.4411401822124215e-06,5.1466951195243345e-09,5.8571073023400862e-12,3.8394037695254215e-09,1.5855811142866133e-10,2.1985108569599126e-10,1.1975796289983613e-07,2.3672581215850049e-07,9.8402981949256149e-15,9.2137259537999247e-16,6.8062306974006905e-12
8.372861123783178e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44324624929281814,0.10997896624087548,0.02224971128530278,0.0,1.1024441834358936e-07,0.00023103560071468783,2.214526728872638e-06,1.4545729830979379e-06,7.6632069767514131e-18,0.00082917621056964271,6.8792493414968846e-14,0.00031247677699233306,5.6969077494862238e-11,2.4394372508480875e-10,1.2416349499423807e-13,1.9254683771512375e-15,4.038435329259733e-08,3.3138674331512163e-09,0.0078562904304326706,0.001141312224819816,5.854500240145292e-05,2.5999445190926881e-08,4.5894348534546729e-09,2.2341810434287018e-08,4.4704468675369023e-06,5.228522296522818e-09,5.9215922555580952e-12,3.8842001439791834e-09,1.6146692084399659e-10,2.2064108996268771e-10,1.1998903233231542e-07,2.367932654862386e-07,9.9030450574350345e-15,9.3599945905010608e-16,6.8664988782285591e-12
8.405290889741669e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4432411264417071,0.10997485382800676,0.022247544812236182,0.0,1.1153057600870806e-07,0.0002325135799920861,2.2340671650414836e-06,1.4712931657897382e-06,7.7847559853355937e-18,0.00083254863163548774,7.0131330745391401e-14,0.00031284967152991704,5.7642111938699692e-11,2.4807665890133726e-10,1.2541838546622143e-13,1.9510377049891298e-15,4.0742684038727771e-08,3.3663014020209919e-09,0.0078569766642808854,0.0011456238044392783,5.8640115732268395e-05,2.6140337020385465e-08,4.607653660428009e-09,2.2430799049031858e-08,4.4997953059632322e-06,5.3113139863833278e-09,5.9865162843888971e-12,3.9293318337700529e-09,1.6441656637330026e-10,2.2142984584556301e-10,1.2021925267230756e-07,2.3686004315141089e-07,9.9659556070898968e-15,9.5079842389823966e-16,6.9270115853364724e-12
8.437720655700161e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44323602356140562,0.10997075998537152,0.022245378600093971,0.0,1.1282598073171258e-07,0.00023399355677982019,2.2536867785406186e-06,1.4881365574486447e-06,7.9076442419544444e-18,0.00083592125516580666,7.14905794168277e-14,0.00031321953421435,5.8320263138291223e-11,2.5226137795668569e-10,1.2667921466018065e-13,1.9768255391891376e-15,4.1102497250547902e-08,3.4193503532528173e-09,0.007857643797344549,0.0011499347720820194,5.8734930543517211e-05,2.6281402378086501e-08,4.6258700076296562e-09,2.2519790937339281e-08,4.5291851612185494e-06,5.3950774826161447e-09,6.0518806201589758e-12,3.9747998474871435e-09,1.674074388357484e-10,2.2221736828310687e-10,1.2044863468757401e-07,2.3692615990668893e-07,1.0029029943508461e-14,9.6577078764780923e-16,6.9877687379629359e-12
8.470150421658652e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44323094027885029,0.10996668434990571,0.022243212648647141,0.0,1.1413065966821377e-07,0.00023547551521491331,2.2733855459042027e-06,1.5051035217586401e-06,8.0318798396919517e-18,0.00083929407316032727,7.2870461567668317e-14,0.00031358638755293633,5.9003546596673469e-11,2.5649829823220498e-10,1.2794597403163234e-13,2.0028326831213094e-15,4.1463791235855003e-08,3.4730189120339399e-09,0.007858292199932412,0.0011542451282041165,5.8829449441701719e-05,2.6422640884510213e-08,4.6440838510640971e-09,2.2608785887399181e-08,4.5586160996387788e-06,5.4798201004063358e-09,6.1176864933241714e-12,4.020605190282072e-09,1.7043993087852998e-10,2.230036718421961e-10,1.2067718886966194e-07,2.3699162997620633e-07,1.0092268160805241e-14,9.8091785183975514e-16,7.0487702571237774e-12
8.502580187617144e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44322587622819615,0.10996262656567132,0.022241046957670377,0.0,1.1544463995419731e-07,0.00023695943955702928,2.2931634442208709e-06,1.5221944211727653e-06,8.1574708804498742e-18,0.00084266707767322827,7.4271200701912095e-14,0.00031395025388819379,5.9691977759857145e-11,2.6078783705552062e-10,1.2921865505534416e-13,2.0290599392952714e-15,4.1826564299394272e-08,3.5273117171855499e-09,0.0078589222351755101,0.0011585548732537163,5.8923674999204607e-05,2.6564052162529316e-08,4.66229514705445e-09,2.2697783688879901e-08,4.5880877901458042e-06,5.5655491765311947e-09,6.1839351334788768e-12,4.0667488638676055e-09,1.7351443697310683e-10,2.2378877072822108e-10,1.2090492544231865e-07,2.370564670745844e-07,1.0155670347749731e-14,9.9624092181762785e-16,7.1100160655344347e-12
8.535009953575635e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44322083105067539,0.10995858628371712,0.022238881526941982,0.0,1.1676794870620374e-07,0.00023844531418742011,2.313020451109265e-06,1.5394096169126898e-06,8.2844254749525749e-18,0.00084604026081285693,7.5693021689236844e-14,0.00031431115539906976,6.0385572016858097e-11,2.6513041309575437e-10,1.3049724922499574e-13,2.0555081093646732e-15,4.2190814742918302e-08,3.5822334211106574e-09,0.0078595342591663963,0.0011628640076712029,5.9017609754940097e-05,2.6705635837411636e-08,4.680503852240765e-09,2.2786784132920898e-08,4.6175999042249746e-06,5.6522720692777327e-09,6.2506277693651487e-12,4.1132318665164291e-09,1.7663135341144298e-10,2.2457267879563969e-10,1.2113185436950566e-07,2.3712068442557099e-07,1.0219236587900671e-14,1.0117413067126789e-15,7.1715060875345826e-12
8.567439719534127e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44321580439446157,0.1099545631619426,0.02223671635624383,0.0,1.1810061302150932e-07,0.00023993312360788733,2.3329565446943191e-06,1.5567494689683297e-06,8.4127517427515967e-18,0.00084941361474144821,7.7136150765031448e-14,0.00031466911410214712,6.1084344699730676e-11,2.6952644635874418e-10,1.317817480528544e-13,2.0821779941313279e-15,4.2556540865246453e-08,3.6377886897420076e-09,0.0078601286210957053,0.0011671725318893626,5.9111256214986954e-05,2.6847391536821911e-08,4.6987099235783265e-09,2.2875787012125615e-08,4.6471521159029026e-06,5.7399961583602616e-09,6.3177656288817922e-12,4.1600551930600166e-09,1.7979107830220299e-10,2.2535540955750344e-10,1.213579853634509e-07,2.3718429477985132e-07,1.0282966959767948e-14,1.0274203194289759e-15,7.2332402490151301e-12
8.599869485492619e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44321079591453355,0.10995055686496424,0.022234551445361274,0.0,1.1944265997830638e-07,0.00024142285243975605,2.352971703584275e-06,1.5742143360974952e-06,8.5424578122300498e-18,0.00085278713167484315,7.86008155303902e-14,0.00031502415185284265,6.1788311083602707e-11,2.7397635818226521e-10,1.3307214306946394e-13,2.1090703935490553e-15,4.2923740962323976e-08,3.6939822024900427e-09,0.0078607056633860466,0.0011714804463335427,5.9204616853204656e-05,2.698931889082152e-08,4.7169133183359346e-09,2.2964792120553985e-08,4.6767441017255636e-06,5.8287288448380257e-09,6.3853499390933676e-12,4.2072198348876416e-09,1.8299401156692044e-10,2.2613697619585005e-10,1.2158332789217287e-07,2.3724731043263321e-07,1.0346861536933849e-14,1.0432792766285219e-15,7.2952184773474304e-12
8.63229925145111e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44320580527254422,0.10994656706398459,0.022232386794083066,0.0,1.2079411663588459e-07,0.00024291448542286168,2.3730659068484437e-06,1.591804575825589e-06,8.6735518206067518e-18,0.00085616080388220799,8.0087244952069076e-14,0.00031537629034659499,6.2497486386713205e-11,2.7848057123125049e-10,1.343684258233484e-13,2.1361861067272382e-15,4.3292413327281021e-08,3.7508186521909161e-09,0.0078612657218232896,0.0011757877514218117,5.92976941118323e-05,2.713141753186788e-08,4.7351139940941983e-09,2.3053799253715254e-08,4.7063755407366893e-06,5.9184775510329232e-09,6.453381926239094e-12,4.2547267799454722e-09,1.8624055493613714e-10,2.2691739157047525e-10,1.2180789118722496e-07,2.3730974324024183e-07,1.0410920388223163e-14,1.0593194987163986e-15,7.357440701314828e-12
8.664729017409602e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44320083213669087,0.10994259343666374,0.022230222402201346,0.0,1.2215501003481161e-07,0.00024440800741454938,2.3932391339956476e-06,1.609520544445335e-06,8.8060419139401566e-18,0.0008595346236857516,8.159566936240461e-14,0.00031572555112004298,6.3211885770451729e-11,2.8303950949301183e-10,1.3567058788072949e-13,2.1635259319341022e-15,4.3662556250491309e-08,3.80830274505455e-09,0.0078618091256853328,0.0011800944475651119,5.9390490402072052e-05,2.7273687094811269e-08,4.7533119087438407e-09,2.3142808208560511e-08,4.7360461144564375e-06,6.0092497204472964e-09,6.5218628157417849e-12,4.3025770127357952e-09,1.8953111194551308e-10,2.2769666822936171e-10,1.2203168425067719e-07,2.3737160463676161e-07,1.0475143577803592e-14,1.0755423098259182e-15,7.4199068510463219e-12
8.697158783368093e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4431958761815879,0.10993863566699329,0.022228058269511516,0.0,1.2352536719711428e-07,0.00024590340338868498,2.4134913649533939e-06,1.6273625970165511e-06,8.9399362471321001e-18,0.00086290858346044512,8.3126320459195354e-14,0.00031607195555219631,6.393152433939985e-11,2.8765359827246115e-10,1.3697862082525873e-13,2.191090666599732e-15,4.4034168019630554e-08,3.8664392006127513e-09,0.0078623361978683338,0.0011844005351674101,5.9483008104656485e-05,2.7416127216892371e-08,4.7715070204839902e-09,2.3231818783475457e-08,4.7657555068603427e-06,6.1010528176818151e-09,6.5907938322165525e-12,4.350771514316356e-09,1.9286608793190765e-10,2.2847481841641432e-10,1.2225471586264806e-07,2.3743290564937294e-07,1.0539531165373931e-14,1.0919490378037969e-15,7.4826168579524478e-12
8.729588549326585e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44319093708814272,0.10993469344517295,0.022225894395812205,0.0,1.2490521512645932e-07,0.00024740065843467923,2.433822580047688e-06,1.6453310873659563e-06,9.0752429839313362e-18,0.00086628267563374102,8.4679431305546093e-14,0.00031641552486559658,6.4656417141374737e-11,2.9232326418733325e-10,1.3829251625776376e-13,2.2188811073188275e-15,4.440724691973464e-08,3.9252327516673729e-09,0.0078628472550105293,0.0011887060146258442,5.9575249570401825e-05,2.7558737537736274e-08,4.7896992878204796e-09,2.3320830778272774e-08,4.7955034043585289e-06,6.1938943283534288e-09,6.6601761994796964e-12,4.3993112622997855e-09,1.9624589002943309e-10,2.2925185408231365e-10,1.2247699458763821e-07,2.3749365691422025e-07,1.0604083206229084e-14,1.1085410141953409e-15,7.5455706546631787e-12
8.762018315285076e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44318601454343348,0.10993076646748941,0.022223730780905209,0.0,1.262945808083338e-07,0.0002488997577565208,2.454232759983573e-06,1.6634263680870214e-06,9.2119702969369229e-18,0.00086965689268529006,8.6255236329675337e-14,0.00031675628012746892,6.5386579167474518e-11,2.9704893516340879e-10,1.396122657960083e-13,2.2468980498532118e-15,4.4781791233257481e-08,3.9846881442385378e-09,0.0078633426076136111,0.0011930108863308709,5.9667217120745445e-05,2.7701517699348746e-08,4.8078886695641359e-09,2.3409843994185032e-08,4.8252894957751824e-06,6.2877817590134146e-09,6.7300111405571652e-12,4.4481972308531597e-09,1.9967092716548024e-10,2.3002778689067433e-10,1.2269852878202289e-07,2.3755386869036823e-07,1.0668799751485936e-14,1.1253195742296542e-15,7.6087681749680637e-12
8.794448081243568e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44318110824058932,0.10992685443619743,0.022221567424595409,0.0,1.2769349121022562e-07,0.00025040068667182385,2.4747218858262441e-06,1.6816487905398508e-06,9.3501263676013923e-18,0.00087303122714666207,8.7853971324686121e-14,0.00031709424225086566,6.6122025352125823e-11,3.0183104042973818e-10,1.4093786107446779e-13,2.2751422891341058e-15,4.5157799240128611e-08,4.0448101375129103e-09,0.0078638225601617862,0.0011973151506664028,5.9758913048271395e-05,2.7844467346107252e-08,4.8260751248290929e-09,2.3498858233856865e-08,4.8551134723282829e-06,6.38272263706551e-09,6.8002998776934353e-12,4.4974303906976579e-09,2.0314161005671674e-10,2.3080262823007676e-10,1.2291932659952395e-07,2.3761355087517904e-07,1.0733680848084996e-14,1.1422860568048569e-15,7.6722093537581337e-12
8.82687784720206e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44317621787867306,0.10992295705940358,0.022219404326690746,0.0,1.2910197328180362e-07,0.00025190343061088451,2.4952899389829074e-06,1.6999987048511048e-06,9.4897193862338115e-18,0.00087640567160106493,8.9475873448300406e-14,0.00031742943199580083,6.6862770573132804e-11,3.0667001051386774e-10,1.422692937441173e-13,2.3036146192641659e-15,4.553526921781032e-08,4.1056035037920307e-09,0.007864287411238494,0.0012016188080099493,5.9850339617219904e-05,2.7987586124756822e-08,4.8442586130310948e-09,2.3587873301338044e-08,4.8849750276095782e-06,6.4787245106841331e-09,6.8710436323596798e-12,4.5470117091083204e-09,2.0665835120505903e-10,2.3157638921760229e-10,1.2313939599899175e-07,2.3767271301660474e-07,1.0798726539092514e-14,1.1594418044733289e-15,7.7358941269700967e-12
8.859307613160551e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44317134316256634,0.10991907405095194,0.022217241487002118,0.0,1.3052005395509711e-07,0.00025340797511574827,2.5159369011851117e-06,1.7184764599139612e-06,9.6307575520026657e-18,0.00087978021868306301,9.1121181222557076e-14,0.00031776186997037532,6.7608829651728563e-11,3.1156627723706601e-10,1.4360655547223496e-13,2.33231583351931e-15,4.5914199441354601e-08,4.1670730284407139e-09,0.0078647374536408819,0.0012059218587327513,5.9941499063987321e-05,2.8130873684397193e-08,4.8624390938857904e-09,2.3676889002075302e-08,4.9148738575648038e-06,6.5757949487327101e-09,6.9422436252627326e-12,4.5969421499139214e-09,2.1022156489361787e-10,2.3234908071351916e-10,1.2335874474858211e-07,2.3773136432858687e-07,1.0863936863583967e-14,1.1767881634269669e-15,7.7998224315320579e-12
8.891737379119043e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44316648380285611,0.10991520513031222,0.022215078905343369,0.0,1.3194776014467472e-07,0.00025491430583928908,2.5366627544719104e-06,1.7370824033881074e-06,9.7732490729386206e-18,0.00088315486107829735,9.2790134533474498e-14,0.0003180915766318949,6.8360217352627935e-11,3.165202737095529e-10,1.4494963794221798e-13,2.3612467243503222e-15,4.6294588183459633e-08,4.2292235098354962e-09,0.0078651729744920375,0.0012102243031999133,6.0032393597608875e-05,2.8274329676480251e-08,4.8806165274070482e-09,2.3765905142905822e-08,4.9448096604741355e-06,6.6739415406820746e-09,7.0139010763527748e-12,4.6472226734969438e-09,2.1383166718261797e-10,2.3312071332011891e-10,1.2357738043447107e-07,2.377895137010731e-07,1.092931185709962e-14,1.1943264834824606e-15,7.8639942053117026e-12
8.924167145077534e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44316163951572463,0.10991135002246984,0.022212916581531184,0.0,1.3338511874782364e-07,0.00025642240854429764,2.5574674811733023e-06,1.7558168816997736e-06,9.9172021659371322e-18,0.00088652959152320601,9.4482974630676724e-14,0.00031841857228797791,6.9116948384082356e-11,3.2153243432572958e-10,1.4629853285341371e-13,2.3904080833842619e-15,4.6676433714525842e-08,4.2920597593131551e-09,0.0078655942553510563,0.0012145261417705331,6.0123025400235924e-05,2.8417953754791253e-08,4.8987908739052642e-09,2.3854921532048455e-08,4.9747821369328694e-06,6.773171896528992e-09,7.0860172048326716e-12,4.6978542367936429e-09,2.1748907590529224e-10,2.3389129740202045e-10,1.2379531046285577e-07,2.3784716971642248e-07,1.0994851551299683e-14,1.2120581180665938e-15,7.9284093870654606e-12
8.956596911036026e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44315681002284069,0.10990750845781838,0.022210754515385085,0.0,1.3483215664472713e-07,0.00025793226910258038,2.578351063894691e-06,1.7746802400418e-06,1.0062625056760967e-17,0.00088990440280474351,9.6199944126984688e-14,0.00031874287709765569,6.9879037397936367e-11,3.2660319475941096e-10,1.4765323192096202e-13,2.4198007014256707e-15,4.7059734302711828e-08,4.3555866011192945e-09,0.0078660015723209815,0.0012188273747978291,6.0213396627592187e-05,2.8561745575451003e-08,4.9169620939856763e-09,2.3943937979098065e-08,5.0047909898323303e-06,6.8734936467147636e-09,7.1585932291648067e-12,4.7488377932942449e-09,2.2119421066375144e-10,2.3466084307609265e-10,1.2401254207089107e-07,2.3790434065585629e-07,1.1060555974730426e-14,1.2299844242015547e-15,7.9930679163906856e-12
8.989026676994517e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44315199505125341,0.10990368017205404,0.022208592706727318,0.0,1.362889006986423e-07,0.00025944387349406749,2.599313485501302e-06,1.7936728223737384e-06,1.0209525980042606e-17,0.00089327928776010185,9.7941286997972122e-14,0.00031906451107246438,7.0646498989685896e-11,3.3173299195906027e-10,1.4901372687565407e-13,2.4494253684575976e-15,4.7444488213989521e-08,4.4198088723569775e-09,0.0078663951961546151,0.0012231280026292627,6.0303509409431726e-05,2.8705704796886966e-08,4.9351301485466736e-09,2.4032954295015388e-08,5.0348359243410044e-06,6.9749144420439523e-09,7.2316303670812592e-12,4.8001742930432035e-09,2.2494749282482902e-10,2.3542936024343209e-10,1.2422908232469984e-07,2.3796103451883173e-07,1.1126425152025248e-14,1.2481067624902772e-15,8.0579697336778832e-12
9.021456442953009e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4431471943332872,0.10989986490607211,0.022206431155382862,0.0,1.3775537775607651e-07,0.00026095720780593259,2.6203547291040037e-06,1.8127949714219885e-06,1.0357913179286553e-17,0.0008966542392764309,9.9707248581486061e-14,0.00031938349407752771,7.14193476985383e-11,3.3692226414302545e-10,1.5038000946379963e-13,2.4792828736424384e-15,4.783069371219927e-08,4.4847314229354541e-09,0.0078667753923583206,0.0012274280256066613,6.0393365849967694e-05,2.8849831079846804e-08,4.953294998778123e-09,2.4121970292123283e-08,5.0649166478858723e-06,7.0774419536031836e-09,7.3051298355890903e-12,4.8518646826395892e-09,2.2874934551590202e-10,2.3619685856167942e-10,1.2444493813517734e-07,2.3801725902321388e-07,1.1192459105306765e-14,1.2664264971017929e-15,8.1231147800670007e-12
9.050643232315651e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44314288565690052,0.10989644208856159,0.022204485979033198,0.0,1.3908355100105627e-07,0.00026232067635531368,2.6393592273805906e-06,1.8301159673776446e-06,1.0492739244961511e-17,0.00089969174671202499,1.0131786687495665e-13,0.00031966832850434211,7.2119529492972269e-11,3.4164382342720985e-10,1.5161460541047446e-13,2.5063543565114881e-15,4.8179518330804334e-08,4.5437644760217027e-09,0.0078671063036117751,0.0012312975294141936,6.0474019193537036e-05,2.8979687293552743e-08,4.9696405924416417e-09,2.4202084262910782e-08,5.0920196586959981e-06,7.1706693128163097e-09,7.3716756551832856e-12,4.8986893886839707e-09,2.3221289187118532e-10,2.3688674376168981e-10,1.2463862874471596e-07,2.3806746594802485e-07,1.1252030561645703e-14,1.2830841624560026e-15,8.181953234620067e-12
9.079830021678294e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44313858812540835,0.10989302942955852,0.022202541010843766,0.0,1.4041964925900251e-07,0.0002636855249638107,2.6584275459856119e-06,1.8475424370939345e-06,1.0628781900610246e-17,0.00090272929722537529,1.0294880692153732e-13,0.00031995104589631291,7.2824097103388342e-11,3.4641423467062029e-10,1.5285387667193009e-13,2.5336156509863478e-15,4.8529516058301095e-08,4.6033722476510795e-09,0.0078674267357490644,0.0012351665438038663,6.0554468083608979e-05,2.9109678310049195e-08,4.9859835315113169e-09,2.4282197689620733e-08,5.1191512133138384e-06,7.2648049627463395e-09,7.4385978339503525e-12,4.9458021946777974e-09,2.3571643544291017e-10,2.3757581810419779e-10,1.2483177524072099e-07,2.3811730399734037e-07,1.1311735512804982e-14,1.2999038261581417e-15,8.240988615697152e-12
9.106098132104671e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44313472972333107,0.10988996657439619,0.022200790717349265,0.0,1.4162892972479247e-07,0.00026491506045915733,2.6756435893077769e-06,1.8633166443027343e-06,1.0752265457107266e-17,0.00090546312531745586,1.0443417820202586e-13,0.00032020369320743874,7.3461966489877537e-11,3.5074963939746071e-10,1.5397321325446083e-13,2.5583135790254141e-15,4.8845515971626802e-08,4.6575135702828738e-09,0.0078677063163890316,0.0012386482384990401,6.0626698502632645e-05,2.9226785280755594e-08,5.0006898841035896e-09,2.4354299197686174e-08,5.1435938449330266e-06,7.3503082925082404e-09,7.4991503139969741e-12,4.9884506100045653e-09,2.3890408020522041e-10,2.3819529719718402e-10,1.2500514577343899e-07,2.3816184707101592e-07,1.136558411478321e-14,1.3151808600425447e-15,8.2942887965171741e-12
9.132366242531049e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4431308800667409,0.1098869116750899,0.022199040592277616,0.0,1.4284465951135677e-07,0.00026614569857714206,2.692911308933831e-06,1.8791766652816165e-06,1.0876743732468118e-17,0.00090819698050224136,1.0593629031385551e-13,0.00032045464748252877,7.4103404494704692e-11,3.551251104516804e-10,1.5509632763759629e-13,2.5831661368651764e-15,4.9162464147959857e-08,4.7121259024578513e-09,0.0078679776884916716,0.0012421295371296355,6.0698765585361451e-05,2.9344001069391376e-08,5.0153940439814492e-09,2.442640005938249e-08,5.1680592768757582e-06,7.4365560174459585e-09,7.56000900779956e-12,5.0313334357603572e-09,2.4212460381412748e-10,2.3881412958797634e-10,1.2517808277374143e-07,2.3820609909920696e-07,1.1419540860683571e-14,1.330590655971316e-15,8.3477484241820304e-12
9.158634352957426e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44312703902538364,0.10988386460576148,0.022197290635541961,0.0,1.4406685284699505e-07,0.00026737743217556233,2.7102306963874637e-06,1.8951226792119425e-06,1.1002221128931193e-17,0.00091093085911771014,1.0745527690468113e-13,0.00032070391893443948,7.4748418709957544e-11,3.5954088373613859e-10,1.5622321547154369e-13,2.6081737419329653e-15,4.9480359659875455e-08,4.7672118520073137e-09,0.0078682409812254432,0.0012456104398645565,6.0770670391543462e-05,2.9461325501113605e-08,5.0300959912079306e-09,2.4498500178183332e-08,5.1925473589557936e-06,7.5235522624216807e-09,7.6211745604429546e-12,5.0744511667435521e-09,2.4537823533332905e-10,2.3943231992000183e-10,1.2535058955904393e-07,2.3825006359227503e-07,1.1473605755031743e-14,1.3461339473802465e-15,8.4013674689327804e-12
9.184902463383804e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44312320647104753,0.10988082524254389,0.022195540847056459,0.0,1.4529552395320363e-07,0.00026861025415639143,2.7276017432675989e-06,1.9111548647448166e-06,1.1128702052558824e-17,0.00091366475752269812,1.0899127220719589e-13,0.00032095151771546803,7.5397016703645792e-11,3.6399719568924478e-10,1.5735387241298147e-13,2.6333368113036046e-15,4.979920157915616e-08,4.8227740321560684e-09,0.0078684963217278501,0.0012490909468705479,6.084241397088572e-05,2.9578758402030836e-08,5.0447957059676408e-09,2.4570599458130018e-08,5.2170579419170845e-06,7.611301160839787e-09,7.6826476167191422e-12,5.1178042962710065e-09,2.4866520457445628e-10,2.4004987276017851e-10,1.255226693875303e-07,2.3829374396627422e-07,1.1527778801067652e-14,1.3618114692062303e-15,8.4551459012396239e-12
9.211170573810181e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.443119382277531,0.10987779346354935,0.022193791226736315,0.0,1.465306870447346e-07,0.00026984415746549175,2.7450244412444643e-06,1.9272734000012085e-06,1.1256190913237976e-17,0.00091639867209680162,1.1054441103889049e-13,0.00032119745391771126,7.6049206019725226e-11,3.6849428328330399e-10,1.5848829412504085e-13,2.6586557616993698e-15,5.0118988976810203e-08,4.8788150615047084e-09,0.0078687438351375209,0.0012525710583122256,6.0913997363187784e-05,2.9696299599202267e-08,5.0594931685661673e-09,2.464269780382895e-08,5.241590877427693e-06,7.6998068546187813e-09,7.7444288211290133e-12,5.1613933161783941e-09,2.519857420955691e-10,2.4066679260315722e-10,1.256943254582313e-07,2.3833714354736523e-07,1.1582060000617353e-14,1.3776239578821914e-15,8.5090836917897454e-12
9.237438684236559e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44311556632061072,0.10987476914883811,0.022192041774497739,0.0,1.4777235632965612e-07,0.00027107913509232928,2.7624987820555648e-06,1.9434784625720836e-06,1.1384692124680888e-17,0.00091913259924028242,1.121148288017995e-13,0.00032144173757342427,7.6704994178122674e-11,3.7303238402286315e-10,1.5962647627728973e-13,2.6841310094899047e-15,5.0439720923089548e-08,4.9353375640118912e-09,0.0078689836446255278,0.0012560507743521211,6.0985421598464703e-05,2.9813948920661652e-08,5.0741883594295233e-09,2.4714795120449337e-08,5.266146018073797e-06,7.7890734941632959e-09,7.8065188178868278e-12,5.2052187168205767e-09,2.553400791996413e-10,2.4128308385333515e-10,1.2586556091854634e-07,2.3838026556892236e-07,1.1636449354860455e-14,1.3935721513319811e-15,8.5631808114747092e-12
9.263706794662936e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44311175847801126,0.10987175218038739,0.022190292490257949,0.0,1.4902054600941148e-07,0.00027231518006969085,2.7800247575017188e-06,1.959770229518544e-06,1.1514210104425755e-17,0.00092186653537397131,1.1370266148224168e-13,0.00032168437865537488,7.7364388674761293e-11,3.7761173594305918e-10,1.6076841454571527e-13,2.709762970692109e-15,5.0761396487507762e-08,4.9923441689766844e-09,0.0078692158714264698,0.0012595300951507111,6.1056687697078245e-05,2.99317061953764e-08,5.0888812591035597e-09,2.4786891313719977e-08,5.2907232173536971e-06,7.8791052383360852e-09,7.8689182509231531e-12,5.2492809870719998e-09,2.5872844793304374e-10,2.4189875084461704e-10,1.2603637886187979e-07,2.3842311317840912e-07,1.1690946863872155e-14,1.4096567889654116e-15,8.6174372313787432e-12
9.289974905089313e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4431079586293738,0.10986874244206118,0.022188543373935127,0.0,1.5027527027887772e-07,0.00027355228547340385,2.7976023594438396e-06,1.976148877371976e-06,1.1644749273837345e-17,0.00092460047693917189,1.153080456505484e-13,0.00032192538707719693,7.8027396981586317e-11,3.8223257760796598e-10,1.6191410461271491e-13,2.7355520609699791e-15,5.108401473885788e-08,5.0498375110208839e-09,0.0078694406348688833,0.0012630090208664544,6.1127796669865954e-05,3.0049571253227627e-08,5.1035718482533674e-09,2.4858986289927764e-08,5.3153223296719179e-06,7.9699062544300686e-09,7.9316277638815654e-12,5.2935806143271028e-09,2.6215108108401892e-10,2.4251379785310415e-10,1.2620678232426109e-07,2.3846568944449713e-07,1.1745552526104505e-14,1.4258786116732407e-15,8.6718529227688581e-12
