Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),CH3X(21),CH2X(27),CHX(28),CX(26),H2X(49),CH3OO(77),C2H4(47),HOX(22),H2OX(23),C2H6X(52)
1.3486801329141741e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230068264832718,0.11866334823414861,0.02282152071704795,0.0,4.0974627234984128e-18,6.7939865078137337e-12,0.0,5.9447715665323055e-18,0.0,1.1906312420024456e-07,1.2434268670573737e-34,1.1900869650269717e-07,4.5061532111215195e-24,1.6107977780459224e-22,0.0,0.0,1.1225854606692411e-13,8.5926415514734746e-26,6.4979899881517315e-06,9.3951054660667173e-08,1.4683029517542639e-09,5.1372134078995194e-10,2.3535761462602775e-13,3.5247596637791957e-13,2.2798717317086847e-10,3.493236253107373e-16,4.0793899623640572e-13,4.9805269251840642e-27,2.9934354194562985e-14,2.6130529947821681e-19,5.9395655206660273e-23
1.3685458116132816e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230058672822598,0.1186632507955493,0.022821520613957522,0.0,4.2671484419495113e-18,6.995579494307419e-12,0.0,6.2106855741489128e-18,0.0,1.2081724268355595e-07,1.3569864299125903e-34,1.2076131754772167e-07,4.7757151680278231e-24,1.6725539035282445e-22,0.0,0.0,1.1522993606821081e-13,9.2340370786755374e-26,6.5936638289600142e-06,9.4157214517609363e-08,1.4977723015410824e-09,5.1843715043597489e-10,2.3752003115195249e-13,3.5572402526851268e-13,2.3389703556283811e-10,3.6497711877339677e-16,4.1687336989035425e-13,5.4293906197381184e-27,3.009696968560886e-14,2.6348032017476411e-19,6.2964440764493875e-23
1.388411490312389e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230049082033758,0.11866315335810124,0.022821520516477484,0.0,4.4406882440612361e-18,7.2001189711086718e-12,0.0,6.4844008023157838e-18,0.0,1.2257136862944072e-07,1.4790469457601626e-34,1.2251392863152602e-07,5.0571426036610015e-24,1.7354647005869034e-22,0.0,0.0,1.1821710235727604e-13,9.9128776587558008e-26,6.6893365170157479e-06,9.4352153522362726e-08,1.5274084275451786e-09,5.2309325561501046e-10,2.3965507003734289e-13,3.5893124470020745e-13,2.3986067394189067e-10,3.8109105746176248e-16,4.2584127493542797e-13,5.9112378008393146e-27,3.0253230777022775e-14,2.655754470716062e-19,6.6691474540864794e-23
1.4082771690114964e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230039492407453,0.11866305592180443,0.022821520424313183,0.0,4.6180909454035175e-18,7.4076049046113999e-12,0.0,6.7660295495291815e-18,0.0,1.2432550194466523e-07,1.6101087498619143e-34,1.242665297545577e-07,5.3507751594271244e-24,1.7995270969303058e-22,0.0,0.0,1.2121942915544433e-13,1.0630754548240971e-25,6.7850080523351136e-06,9.4536460972736708e-08,1.5572092884140067e-09,5.2769043021045937e-10,2.4176308614985695e-13,3.6209815927006523e-13,2.4587740751443576e-10,3.9767209628928579e-16,4.3484161562213417e-13,6.4279563709522425e-27,3.0403405621677501e-14,2.6759327317932541e-19,7.0581353691018149e-23
1.4281428477106039e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230029903887825,0.11866295848665881,0.022821520337184296,0.0,4.7993649576461445e-18,7.6180372612510083e-12,0.0,7.0556841057802973e-18,0.0,1.2607964253718295e-07,1.7506938360573596e-34,1.260191209172597e-07,5.6569570804804535e-24,1.8647381916419389e-22,0.0,0.0,1.2423632683884972e-13,1.1389301781444224e-25,6.8806784349341735e-06,9.4710697530447084e-08,1.5871728692549998e-09,5.3222943808805062e-10,2.4384442976355238e-13,3.6522529666517886e-13,2.5194656431153876e-10,4.1472688934833463e-16,4.4387333203674308e-13,6.9815122130191822e-27,3.0547754419872763e-14,2.6953637608514009e-19,7.4638740580256695e-23
1.4480085264097113e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230020316421732,0.11866286105266444,0.022821520254824229,0.0,4.9845183172293902e-18,7.8314160075038855e-12,0.0,7.353476752962435e-18,0.0,1.2783379031611911e-07,1.9013464655934757e-34,1.2777170212007054e-07,5.9760372085730244e-24,1.9310952639790876e-22,0.0,0.0,1.2726723114666991e-13,1.21901966519282e-25,6.9763476648288706e-06,9.4875396358850274e-08,1.6172971812930678e-09,5.3671103322485816e-10,2.4589944661803645e-13,3.6831317775118574e-13,2.5806748107469824e-10,4.3226208991037911e-16,4.529353989292868e-13,7.5739511797133422e-27,3.0686529337555039e-14,2.7140731103766542e-19,7.886836276535512e-23
1.467874205108819e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230010729958708,0.11866276361982124,0.022821520176979609,0.0,5.1735587123144048e-18,8.0477411098869042e-12,0.0,7.659519765265547e-18,0.0,1.2958794519175682e-07,2.0626337838021626e-34,1.2952427336342409e-07,6.3083689749322328e-24,1.9985957809217303e-22,0.0,0.0,1.3031160238399359e-13,1.3035160191136625e-25,7.0720157420350434e-06,9.5031064244385026e-08,1.6475802615323936e-09,5.4113595983672411e-10,2.4792847797688581e-13,3.7136231665970704e-13,2.6423950314305436e-10,4.502843504261748e-16,4.6202682457880673e-13,8.2074011007148969e-27,3.0819974463165077e-14,2.7320860475142853e-19,8.3275012976207523e-23
1.4877398838079265e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230001144450754,0.11866266618812922,0.022821520103409668,0.0,5.366493508032117e-18,8.267012534956921e-12,0.0,7.9739254095579672e-18,0.0,1.3134210707552252e-07,2.2351464448388331e-34,1.3127683464774994e-07,6.6543103931667285e-24,2.0672374035116108e-22,0.0,0.0,1.3336892462189786e-13,1.3925957644133604e-25,7.1676826665684197e-06,9.5178182698561166e-08,1.6780201724226032e-09,5.4550495250405672e-10,2.4993186068532224e-13,3.7437322087468806e-13,2.7046198434205792e-10,4.6880032252594562e-16,4.7114664969593676e-13,8.8840738083581517e-27,3.0948325801029913e-14,2.7494274991524248e-19,8.7863549097708713e-23
1.5056189946371233e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229992518272494,0.11866257850059064,0.022821520040662357,0.0,5.5434703824251897e-18,8.4668758958083774e-12,0.0,8.2641333227309788e-18,0.0,1.3292085869056515e-07,2.4005131271660684e-34,1.3285413128902599e-07,6.9775935072515123e-24,2.129988736578844e-22,0.0,0.0,1.3613117984624415e-13,1.4768358325735942e-25,7.25378191312614e-06,9.5303657999048313e-08,1.7055486012893764e-09,5.4938982184634998e-10,2.5171325041391499e-13,3.7705075815110987e-13,2.7610483266633385e-10,4.8589231773134645e-16,4.7937800628827011e-13,9.531932112882023e-27,3.1059675378902941e-14,2.7644809749523097e-19,9.2152811592732476e-23
1.52349810546632e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229983892799325,0.11866249081398449,0.022821519981033506,0.0,5.7236124062037575e-18,8.6691257266545965e-12,0.0,8.5612877313309814e-18,0.0,1.3449961584837279e-07,2.575935330986285e-34,1.3443141986414095e-07,7.3124615691237006e-24,2.1936612103990956e-22,0.0,0.0,1.389031818093418e-13,1.5650700639882183e-25,7.3398802260428885e-06,9.5422896303664118e-08,1.7332011366089293e-09,5.5323049418907172e-10,2.5347437349994888e-13,3.796980918376442e-13,2.8178757693881775e-10,5.0339445435866769e-16,4.8763095904355469e-13,1.0218397128228415e-26,3.1167244357044623e-14,2.7790280207726081e-19,9.6597022470168632e-23
1.541377216295517e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229975268001099,0.11866240312831075,0.022821519924371769,0.0,5.9069243677169703e-18,8.873762003196639e-12,0.0,8.8654704641344105e-18,0.0,1.3607837848669481e-07,2.761895026093635e-34,1.3600870037339908e-07,7.6591850632158672e-24,2.2582535413383736e-22,0.0,0.0,1.4168460060380728e-13,1.6574365186651938e-25,7.4259776053299385e-06,9.553620035695587e-08,1.7609764174721901e-09,5.5702748551291469e-10,2.5521546654874769e-13,3.8231557841539083e-13,2.8750976329576972e-10,5.2131157974228476e-16,4.9590487188146086e-13,1.0945263991590434e-26,3.1271188160575101e-14,2.7930859240945855e-19,1.0119985842668499e-22
1.5592563271247138e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229966643849068,0.11866231544356942,0.022821519870532742,0.0,6.0934108971548575e-18,9.0807847011605989e-12,0.0,9.1767633459940124e-18,0.0,1.3765714654399585e-07,2.9588912118164484e-34,1.3758597281710166e-07,8.0180374629354828e-24,2.3237645827414024e-22,0.0,0.0,1.4447511994151052e-13,1.7540762743861578e-25,7.5120740509985038e-06,9.5643858919811507e-08,1.7888730988579487e-09,5.6078130578096885e-10,2.5693676340622939e-13,3.8490357021279156e-13,2.9327094317221791e-10,5.3964854067867229e-16,5.0419912747225556e-13,1.1714388111505574e-26,3.1371657067471969e-14,2.8066716490221136e-19,1.05965038863279e-22
1.5771354379539107e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229958020315819,0.11866222775976049,0.022821519819378768,0.0,6.2830764773405059e-18,9.2901937962973035e-12,0.0,9.4952481980313228e-18,0.0,1.3923591995944781e-07,3.1674403084526196e-34,1.3916323719554751e-07,8.3892952265505843e-24,2.3901933259959595e-22,0.0,0.0,1.4727443669795848e-13,1.8551334540059028e-25,7.5981695630597456e-06,9.5746147344675381e-08,1.8168898514475881e-09,5.6449245900860447e-10,2.5863849519094907e-13,3.8746241545363556e-13,2.9907067324017045e-10,5.5841018342650668e-16,5.1251312668411054e-13,1.2527686413900908e-26,3.146879627760286e-14,2.8198018200985779e-19,1.1089632587517703e-22
1.5950145487831075e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229949397375224,0.11866214007688393,0.022821519770778592,0.0,6.4759254538291039e-18,9.5019892643820624e-12,0.0,9.8210068378231248e-18,0.0,1.4081469867292222e-07,3.3880765531072631e-34,1.4074049350903241e-07,8.7732377930892865e-24,2.4575389011842006e-22,0.0,0.0,1.5008226046326512e-13,1.9607552525999285e-25,7.6842641415247756e-06,9.5843328133847966e-08,1.8450253614420562e-09,5.6816144333251665e-10,2.6032089032575818e-13,3.8999245830450171e-13,3.0490851534757415e-10,5.776013537067725e-16,5.20846288047491e-13,1.3387138597632199e-26,3.1562745991545321e-14,2.8324927087085738e-19,1.1599752424184123e-22
1.6128936596123043e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229940775002403,0.11866205239493974,0.022821519724607116,0.0,6.6719620444212449e-18,9.7161710812143741e-12,0.0,1.0154121079582656e-17,0.0,1.4239348262498207e-07,3.6213523995532507e-34,1.4231774175784983e-07,9.1701475782516361e-24,2.5258005774083717e-22,0.0,0.0,1.5289831310041069e-13,2.0710919644744224e-25,7.7703577864046498e-06,9.5935651481543535e-08,1.8732783303808647e-09,5.7178875107902109e-10,2.6198417456911741e-13,3.9249403892168531e-13,3.1078403645795052e-10,5.9722689670286425e-16,5.2919804723449367e-13,1.4294788398584725e-26,3.1653641496536421e-14,2.8447602215918085e-19,1.2127248141707028e-22
1.6307727704415012e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229932153173602,0.11866196471392794,0.022821519680745125,0.0,6.8711903481070183e-18,9.9327392226176765e-12,0.0,1.049467273433553e-17,0.0,1.439722717568743e-07,3.867838922194581e-34,1.4389498194229034e-07,9.5803099703337847e-24,2.5949777628089525e-22,0.0,0.0,1.5572232831150618e-13,2.186297010036729e-25,7.8564504977103934e-06,9.6023355799243457e-08,1.9016474749631305e-09,5.7537486883158684e-10,2.6362857104606314e-13,3.949674934976097e-13,3.1669680859071053e-10,6.1729165706068989e-16,5.3756785655304464e-13,1.5252744862434184e-26,3.174161325874878e-14,2.8566198913657824e-19,1.2672508751919342e-22
1.648651881270698e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229923531866267,0.11866187703384848,0.022821519639079066,0.0,7.0736143534510899e-18,1.0151693664439057e-11,0.0,1.0842743610090422e-17,0.0,1.455510660105219e-07,4.1281262242229905e-34,1.4547221406264209e-07,1.0004013326164637e-23,2.665070004290812e-22,0.0,0.0,1.5855405121255477e-13,2.3065269625238877e-25,7.9425422754529703e-06,9.6106668223917224e-08,1.9301315268706887e-09,5.7892027749759792e-10,2.6525430027882223e-13,3.9741315430671911e-13,3.2264640876216382e-10,6.3780047888877497e-16,5.4595518445595795e-13,1.6263183626198383e-26,3.1826787021365836e-14,2.8680868689860987e-19,1.323592753213583e-22
1.666530992099895e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229914911058861,0.11866178935470136,0.022821519599500763,0.0,7.2792379464324793e-18,1.0373034382549017e-11,0.0,1.1198415512004488e-17,0.0,1.4712986532851652e-07,4.4028238500449959e-34,1.4704943811919049e-07,1.0441548967055063e-23,2.736076986972262e-22,0.0,0.0,1.6139323791718775e-13,2.4319415745873487e-25,8.0286331196433072e-06,9.6185805108872486e-08,1.958729232593308e-09,5.8242545237433543e-10,2.668615802170634e-13,3.9983134975083905e-13,3.2863241892722358e-10,6.5875820575836177e-16,5.543595150647996e-13,1.7328348208676027e-26,3.1909283907866697e-14,2.8791759180592361e-19,1.3817902024191112e-22
1.6844101029290917e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229906290730898,0.11866170167648656,0.022821519561907175,0.0,7.4880649177751385e-18,1.0596761352841182e-11,0.0,1.1561770242543686e-17,0.0,1.4870866965411071e-07,4.6925612019397359e-34,1.4862665411221851e-07,1.0893211174759251e-23,2.8079985333875773e-22,0.0,0.0,1.642396551297802e-13,2.5627038047361186e-25,8.1147230302923004e-06,9.6260972497409373e-08,1.9874393532559489e-09,5.8589086321419446e-10,2.6845062626780276e-13,4.0222240440401273e-13,3.346544259217988e-10,6.8016968070351318e-16,5.6278034770797688e-13,1.8450551309605807e-26,3.1989220529517366e-14,2.8899014108335022e-19,1.4418834033486711e-22
1.7022892137582885e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229897670862856,0.11866161399920407,0.022821519526200238,0.0,7.7000989698073673e-18,1.0822874551232071e-11,0.0,1.1932889601638266e-17,0.0,1.5028747893121088e-07,4.9979879608945846e-34,1.5020386204200658e-07,1.1359297187447914e-23,2.880834602473946e-22,0.0,0.0,1.6709307974829622e-13,2.6989798436411006e-25,8.2008120074107952e-06,9.6332366579558295e-08,2.0162606644480362e-09,5.8931697428915206e-10,2.7002165132496773e-13,4.0458663905683562e-13,3.4071202140585302e-10,7.020397462212127e-16,5.7121719647241625e-13,1.963217611734788e-26,3.2066709096064491e-14,2.9002773256879926e-19,1.503912962804651e-22
1.7201683245874854e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229889051436223,0.11866152632285391,0.022821519492286536,0.0,7.9153437228808799e-18,1.1051373953660823e-11,0.0,1.2311855386833507e-17,0.0,1.5186629310436936e-07,5.3197745115917195e-34,1.5178106190883261e-07,1.184010719569298e-23,2.9545852883684749e-22,0.0,0.0,1.6995329847711951e-13,2.8409391403023756e-25,8.2869000510096067e-06,9.6400174132144775e-08,2.0451919560546968e-09,5.927042444545047e-10,2.7157486579862039e-13,4.0692437076029253e-13,3.468048018071218e-10,7.2437324427146475e-16,5.7966958976834447e-13,2.0875677624952315e-26,3.2141857528842515e-14,2.9103172459723136e-19,1.5679199137580573e-22
1.7380474354166822e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229880432433273,0.11866143864743604,0.022821519460077204,0.0,8.1338027213718391e-18,1.1282259536088949e-11,0.0,1.2698749393435855e-17,0.0,1.5344511211877767e-07,5.6586123715541893e-34,1.5335825371297218e-07,1.2335944338463685e-23,3.029250819034127e-22,0.0,0.0,1.728201074500527e-13,2.9887544280799591e-25,8.3729871610995158e-06,9.6464572942373315e-08,2.0742320320899582e-09,5.9605312721187102e-10,2.7311047764384696e-13,4.0923591286909022e-13,3.5293236826548161e-10,7.4717501627739493e-16,5.8813706990685044e-13,2.2183583954559725e-26,3.2214769575727314e-14,2.9200343600872367e-19,1.6339457152556843e-22
1.755926546245879e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229871813837241,0.11866135097295046,0.022821519429487611,0.0,8.3554794392844606e-18,1.1515531274500093e-11,0.0,1.3093653414654549e-17,0.0,1.55023935920259e-07,6.0152146244622606e-34,1.5493543745469825e-07,1.2847114699133891e-23,3.1048315547316614e-22,0.0,0.0,1.7569331186361919e-13,3.1426017505884023e-25,8.4590733376912646e-06,9.6525732215162404e-08,2.103379710531885e-09,5.9936407077147157e-10,2.7462869238931961e-13,4.1152157508449919e-13,3.5909432657796756e-10,7.7044990312534872e-16,5.9661919268993662e-13,2.3558497690085387e-26,3.2285544927433879e-14,2.9294414627050608e-19,1.7020322523280755e-22
1.773805657075076e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229863195632114,0.11866126329939714,0.022821519400437265,0.0,8.5803772854799731e-18,1.1751189144899766e-11,0.0,1.3496649241738821e-17,0.0,1.5660276445526116e-07,6.3903163576374209e-34,1.565126131342815e-07,1.3373927301500422e-23,3.1813279863553192e-22,0.0,0.0,1.7857272562076328e-13,3.3026604874561668e-25,8.5451585807955749e-06,9.6583812964547168e-08,2.1326338231596446e-09,6.0263751811369114e-10,2.7612971316552364e-13,4.1378166349671622e-13,3.6529028714443215e-10,7.9420274516499101e-16,6.051155270127038e-13,2.5003097218107265e-26,3.2354279334640976e-14,2.9385509570224474e-19,1.7722218358982428e-22
1.7916847679042727e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229854577802692,0.11866117562677611,0.022821519372849566,0.0,8.8084996085546176e-18,1.1989233123315122e-11,0.0,1.3907818664110827e-17,0.0,1.5818159767084935e-07,6.784675103680468e-34,1.5808978075199027e-07,1.3916694105812313e-23,3.2587407336503558e-22,0.0,0.0,1.8145817098500422e-13,3.4691133799510219e-25,8.6312428904231243e-06,9.6638968389525318e-08,2.1619932153924673e-09,6.0587390704993122e-10,2.776137407326595e-13,4.1601648062673296e-13,3.7151986491383698e-10,8.1843838220940439e-16,6.1362565447728318e-13,2.652013807685446e-26,3.2421064725427975e-14,2.9473748579358186e-19,1.8445572026911152e-22
1.8095638787334695e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229845960334508,0.11866108795508733,0.02282151934665164,0.0,9.0398497013891217e-18,1.2229663185794705e-11,0.0,1.4327243469494414e-17,0.0,1.5976043551469969e-07,7.1990712862510747e-34,1.5966694030809049e-07,1.4475730004810571e-23,3.3370705433291504e-22,0.0,0.0,1.8434947824505488e-13,3.6421465564726861e-25,8.7173262665845804e-06,9.6691344234742018e-08,2.1914567461304789e-09,6.0907367028276183e-10,2.7908097350823072e-13,4.1822632546772674e-13,3.777826793311688e-10,8.4316165353518655e-16,6.2214916901813855e-13,2.8112454313195632e-26,3.2485989322569868e-14,2.9559247960372087e-19,1.9190815151437059e-22
1.8274429895626664e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229837343213797,0.11866100028433078,0.022821519321774168,0.0,9.2744308053897349e-18,1.2472479308408215e-11,0.0,1.4755005444039827e-17,0.0,1.6133927793509172e-07,7.6343086699819413e-34,1.6124409180284572e-07,1.5051352819778455e-23,3.4163182871005348e-22,0.0,0.0,1.8724648538987284e-13,3.8219495579137571e-25,8.8034087092905615e-06,9.6741079136408066e-08,2.2210232875973838e-09,6.1223723546538488e-10,2.8053160759430873e-13,4.2041149352599458e-13,3.8407835428497261e-10,8.6837739788254734e-16,6.3068567653840543e-13,2.9782959847540757e-26,3.2549137760311078e-14,2.9642120223401454e-19,1.995838361315957e-22
1.8453221003918632e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229828726427485,0.11866091261450647,0.022821519298151231,0.0,9.5122461144391733e-18,1.2717681467246263e-11,0.0,1.5191186372444496e-17,0.0,1.6291812488090191e-07,8.0912148145238724e-34,1.6282123523651741e-07,1.5643883296602008e-23,3.4964849596254063e-22,0.0,0.0,1.9014903779408081e-13,4.008715362889764e-25,8.8894902185516794e-06,9.6788304953852733e-08,2.2506917251849815e-09,6.1536502526040895e-10,2.8196583680448169e-13,4.2257227686140981e-13,3.9040651805549557e-10,8.9409045345540701e-16,6.3923479455695158e-13,3.1534649846578016e-26,3.2610591200296139e-14,2.972247413653972e-19,2.0748717548022635e-22
1.86320121122106e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522982010996312,0.1186608249456144,0.022821519275720119,0.0,9.7532987785750709e-18,1.2965269638420158e-11,0.0,1.5635868038069927e-17,0.0,1.6449697630159673e-07,8.5706415327171592e-34,1.6439837060936451e-07,1.6253645101840705e-23,3.577571676410731e-22,0.0,0.0,1.9305698791366683e-13,4.2026404128392942e-25,8.9755707943785134e-06,9.6833147087127339e-08,2.2804609572994922e-09,6.1845745739794737e-10,2.8338385269050097e-13,4.2470896412741022e-13,3.9676680326343486e-10,9.203056579214911e-16,6.4779615186585564e-13,3.337060210376529e-26,3.2670427446365268e-14,2.9800414785295923e-19,2.1562261346436349e-22
1.881080322050257e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229811493808908,0.11866073727765454,0.022821519254421212,0.0,9.9975919074131881e-18,1.3215243798061651e-11,0.0,1.6089132223054894e-17,0.0,1.6607583214722622e-07,9.0734653528823802e-34,1.659754979216439e-07,1.6880964818808002e-23,3.6595796716534465e-22,0.0,0.0,1.9597019499185226e-13,4.4039246369951565e-25,9.0616504367816159e-06,9.687572478109055e-08,2.3103298952096691e-09,6.2151494473304872e-10,2.8478584456861554e-13,4.2682184061054488e-13,4.0315884681928217e-10,9.4702784841242721e-16,6.5636938819799181e-13,3.5293978427492e-26,3.2728721057947709e-14,2.9876043637031099e-19,2.2399463652404868e-22
1.8989594328794537e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229802877953595,0.11866064961062688,0.022821519234197819,0.0,1.024512857333175e-17,1.3467603922322727e-11,0.0,1.6551060708424973e-17,0.0,1.6765469236841698e-07,9.6005879852229631e-34,1.6755261717361026e-07,1.7526171943661698e-23,3.742510296044945e-22,0.0,0.0,1.9888852477499312e-13,4.6127714772276047e-25,9.1477291457715274e-06,9.6916151416413451e-08,2.3402974628966841e-09,6.2453789530246224e-10,2.8617199954559807e-13,4.2891118826956707e-13,4.0958228987325821e-10,9.742618615238391e-16,6.6495415390441808e-13,3.730802603682515e-26,3.2785543461815802e-14,2.994945860968438e-19,2.3260777362660466e-22
1.9168385437086506e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229794262386502,0.1186605619445314,0.022821519214996051,0.0,1.0495911814432283e-17,1.3722349987375371e-11,0.0,1.7021735274198513e-17,0.0,1.6923355691636611e-07,1.0152936792332386e-33,1.69129728365516e-07,1.8189598881503888e-23,3.8263650145458161e-22,0.0,0.0,2.0181184923835874e-13,4.8293879127605656e-25,9.2338069213587562e-06,9.6954534787941428e-08,2.3703625969057622e-09,6.2752671238074908e-10,2.875425025444805e-13,4.309772857740624e-13,4.1603677776582985e-10,1.0020125333154442e-15,6.7355010964127759e-13,3.9416078964755988e-26,3.2840963061997751e-14,3.0020754144157097e-19,2.414665962580332e-22
1.9347176545378474e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229785647097481,0.1186604742793681,0.022821519196764662,0.0,1.0749944637291322e-17,1.3979481969411342e-11,0.0,1.7501237699489158e-17,0.0,1.7081242574283428e-07,1.0731465263799812e-33,1.7070683149761139e-07,1.8871580942490332e-23,3.9111454041395814e-22,0.0,0.0,2.0474004632161647e-13,5.0539844847618378e-25,9.3198837635538003e-06,9.6990977370846477e-08,2.4005242461995377e-09,6.3048179453574665e-10,2.8889753632998781e-13,4.3302040854265258e-13,4.2252195997880422e-10,1.0302846993111455e-15,6.8215692606592999e-13,4.1621559468866257e-26,3.2895045347679254e-14,3.0090021279778973e-19,2.5057571841447144e-22
1.9525967653670442e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229777032076901,0.11866038661513698,0.022821519179454953,0.0,1.1007230019516458e-17,1.4238999844641964e-11,0.0,1.7989649762605061e-17,0.0,1.7239129880013961e-07,1.133715349490809e-33,1.7228392657014455e-07,1.9572456337949208e-23,3.9968531515733308e-22,0.0,0.0,2.0767299967383523e-13,5.2867753208081616e-25,9.4059596723671291e-06,9.7025576575001998e-08,2.4307813720131213e-09,6.3340353568339174e-10,2.9023728153367355e-13,4.3504082878076889e-13,4.2903749008699167e-10,1.0590831944991268e-15,6.9077428354204865e-13,4.3927979449333628e-26,3.2947852998949978e-14,3.0157347732327397e-19,2.5993979659370189e-22
1.970475876196241e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522976841731558,0.11866029895183801,0.02282151916302062,0.0,1.1267770912119497e-17,1.4500903589297887e-11,0.0,1.8487053241144715e-17,0.0,1.7397017604115126e-07,1.1971008669417726e-33,1.7386101358336161e-07,2.0292566176508927e-23,4.0834900510924873e-22,0.0,0.0,2.1061059840781042e-13,5.5279781592260879e-25,9.4920346478092052e-06,9.7058424988008053e-08,2.4611329477108631e-09,6.3629232514191079e-10,2.9156191667877314e-13,4.3703881551796639e-13,4.3558302571043228e-10,1.0884128533319465e-15,6.9940187185341293e-13,4.6338941874196654e-26,3.2999445990272358e-14,3.0222817974110679e-19,2.6956352978671719e-22
1.988354987025438e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229759802804842,0.11866021128947121,0.022821519147417677,0.0,1.1531570241718881e-17,1.4765193179628899e-11,0.0,1.8993529912089736e-17,0.0,1.7554905741928311e-07,1.2634065546430338e-33,1.7543809253750649e-07,2.1032254460235006e-23,4.1710580021762715e-22,0.0,0.0,2.135527368635036e-13,5.777814373309575e-25,9.5781086898904657e-06,9.7089610607290812e-08,2.4915779586447678e-09,6.3914854768538328e-10,2.9287161820476809e-13,4.3901463464482604e-13,4.4215822846717826e-10,1.1182785097266283e-15,7.080393899261445e-13,4.8858142211798914e-26,3.3049881691570233e-14,3.0286513315664782e-19,2.7945165946933531e-22
2.0062340978546348e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229751188536382,0.11866012362803655,0.022821519132604308,0.0,1.1798630912582684e-17,1.5031868591903677e-11,0.0,1.9509161551894414e-17,0.0,1.7712794288848764e-07,1.3327386951324864e-33,1.7701516343282109e-07,2.1791868080775818e-23,4.2595590072798155e-22,0.0,0.0,2.1649931438038017e-13,6.0365089954152034e-25,9.6641817986213342e-06,9.7119217061692934e-08,2.5221154020145758e-09,6.4197258359668752e-10,2.9416656049166038e-13,4.4096854894945059e-13,4.4876276392662787e-10,1.1486849970647585e-15,7.1668654555913424e-13,5.1489369870332945e-26,3.3099214966854357e-14,3.0348511988651377e-19,2.8960896959386504e-22
2.0241132086838316e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229742574502368,0.11866003596753401,0.022821519118540766,0.0,1.2068955808522896e-17,1.5300929802409621e-11,0.0,2.0034029936572373e-17,0.0,1.7870683240324985e-07,1.4052064270760208e-33,1.7859222626954525e-07,2.2571756815517046e-23,4.3489951695882633e-22,0.0,0.0,2.1945023507842295e-13,6.304290740935958e-25,9.750253974012214e-06,9.7147323822963643e-08,2.5527442867294688e-09,6.4476480871983138e-10,2.9544691588397115e-13,4.4290081815351006e-13,4.5539630156340177e-10,1.1796371481925738e-15,7.2534305516241892e-13,5.4236509644405739e-26,3.3147498270320379e-14,3.0408889229583243e-19,3.0004028658082035e-22
