Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),CO2X(34),CH3X(22),HX(19),H2X(36),CH2X(134),CHX(26),C2H6X(39),C2H5X(38),C2H4X(51),CH2(T)(29),C2H3X(50),C3H6(141),C3H6X(151),C3H5X(149),C4H8(196),C4H8X(205),C4H7X(204),C3H5X(150),C5H10(233),SX(254),C4H8(240),C4H8X(315),C3H8X(43),C4H7X(251),C5H9X(252),C6H12(377),SX(388),HOCXO(25),C4H7X(197),C4H7(208),C4H7X(435)
5.3392822433053107e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24109916271723947,0.099987602038450835,0.0,0.099991872678790339,0.0,4.8961448967921036e-30,0.0,1.5465427106267733e-26,0.0,7.5443065038389817e-15,6.4218911575967528e-52,2.1077683529917265e-25,8.589146454012405e-38,0.0,0.0,0.0,0.0,5.1059530297279529e-55,1.23979615400326e-05,8.1273212096903601e-06,1.5742806343231409e-15,9.1186683988112795e-15,4.2085362927921685e-34,3.9589836464821989e-20,6.9371870033110549e-22,6.2747370385262295e-31,2.244135286329116e-40,9.3969647763258115e-60,1.8796970584995006e-34,2.5676177185055572e-62,2.3843455363577893e-76,2.646277812964935e-81,3.553215361367617e-84,2.2395214715631629e-98,1.7068274338046824e-103,2.2722321054088524e-106,1.7766076806838177e-84,6.8935526020172997e-121,3.8940880458115689e-126,2.4612461929969528e-99,1.8758125682777573e-104,1.4853716301485777e-56,2.4971953561026265e-107,2.5791260795952026e-129,2.8199918405653175e-144,1.2419740964912196e-149,1.4530143203987593e-29,2.275982822914935e-109,1.5093448118862649e-107,1.7565726807032363e-114
5.461203500789057e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24109877718098818,0.099987377962212493,0.0,0.09999171121877741,0.0,5.2392296972907384e-30,0.0,1.5938988677719009e-26,0.0,7.7518954403041828e-15,6.8085470611786831e-52,2.2051129154201473e-25,9.0908500443182705e-38,0.0,0.0,0.0,0.0,5.6999717210646622e-55,1.2622037778168535e-05,8.2887812226315656e-06,1.5748831500385856e-15,9.3268621049633265e-15,4.5840892381129079e-34,4.0661280516794565e-20,7.3074939534558616e-22,6.6288515695411117e-31,2.3120925322071931e-40,1.0749801659618174e-59,1.9819026872060207e-34,2.9406505813501222e-62,2.8025629086605466e-76,3.1878329309859718e-81,4.2834443578192465e-84,2.7700841331548977e-98,2.1638689342541937e-103,2.8821203580159793e-106,2.1417221789096342e-84,8.9703421435049687e-121,5.1938228369954807e-126,3.0443374237304071e-99,2.3781036457772848e-104,1.6156408035732422e-56,3.1674658397558486e-107,3.4412603051139889e-129,3.8597029558561056e-144,1.7423174749309493e-149,1.4874620891174709e-29,2.8161138211548087e-109,1.915174824820355e-107,2.2296996374246125e-114
5.5831247582728035e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24109839487146129,0.09998715613307152,0.0,0.099991550738391485,0.0,5.5979769647581997e-30,0.0,1.6412888811808497e-26,0.0,7.959558030579785e-15,7.2068820392427817e-52,2.3046542116436002e-25,9.6075226686511406e-38,0.0,0.0,0.0,0.0,6.3452614381809123e-55,1.2843866918950174e-05,8.4492616085470285e-06,1.57541088428291e-15,9.5350546852338793e-15,4.9832938587275252e-34,4.1732131580402283e-20,7.6876856322018056e-22,6.9924407529943906e-31,2.3800810789586196e-40,1.2255761734474472e-59,2.0869836803615314e-34,3.3564807704894598e-62,3.2808754601811628e-76,3.8225278486995519e-81,5.139964137821666e-84,3.4083796676108109e-98,2.7273223662898715e-103,3.6344271449125307e-106,2.5699820689108467e-84,1.1597448526939852e-120,6.8786613379589269e-126,3.7458276636358756e-99,2.9973420108373644e-104,1.7533847582151812e-56,3.9942550618174223e-107,4.5592993182208948e-129,5.2422845252921929e-144,2.4241141957362061e-149,1.5219095719630126e-29,3.4661062206625891e-109,2.4159352665909588e-107,2.8136881892741482e-114
5.70504601575655e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24109801576018075,0.099986936528494302,0.0,0.09999139123168814,0.0,5.9727361575437159e-30,0.0,1.6887085465746523e-26,0.0,8.167285037347887e-15,7.6168912077548211e-52,2.4063921986741922e-25,1.0139170648914323e-37,0.0,0.0,0.0,0.0,7.0447465894862762e-55,1.306347149596114e-05,8.6087683119049399e-06,1.5758730846306547e-15,9.7432461497803943e-15,5.4070297782408586e-34,4.2802340925035702e-20,8.0777563108210113e-22,7.3654431809067099e-31,2.4480966904339097e-40,1.3927590637410922e-59,2.1949463205286322e-34,3.8187511503521834e-62,3.8260879379283441e-76,4.5634603844932998e-81,6.1406721961579584e-84,4.1728004526794368e-98,3.4184125670358152e-103,4.5576663697685465e-106,3.0703360980789952e-84,1.4901687712809372e-120,9.0489661700112188e-126,4.5859302352043005e-99,3.7568538740987883e-104,1.8988040437910954e-56,5.0088999564323604e-107,6.0000808648500819e-129,7.068125860307484e-144,3.3462365376416586e-149,1.5563567718015604e-29,4.24474693243933e-109,3.0306644439406003e-107,3.5308089908781568e-114
5.826967273240297e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24109763981893043,0.099986719126173212,0.0,0.099991232692758933,0.0,6.3638567266607823e-30,0.0,1.7361541773620182e-26,0.0,8.3750683656632633e-15,8.0385695395799082e-52,2.5103268336315069e-25,1.0685799281936379e-37,0.0,0.0,0.0,0.0,7.8014341283294735e-55,1.3280873816826947e-05,8.7673072410941395e-06,1.576277856181846e-15,9.951436508670646e-15,5.8561860016804208e-34,4.3871865961225522e-20,8.477699840209434e-22,7.7477968920440107e-31,2.5161340584680731e-40,1.5778719497291072e-59,2.3057967751834479e-34,4.3313094677128695e-62,4.4455758656208224e-76,5.4251746339984053e-81,7.3054651074502292e-84,5.0843100818317765e-98,4.2619205322749718e-103,5.6851532152099578e-106,3.6527325537251338e-84,1.9034924233943654e-120,1.1827842321560557e-125,5.5876842408944795e-99,4.6838736837768652e-104,2.052097887539842e-56,6.2480140892520901e-107,7.8456294284235218e-129,9.4634777663072722e-144,4.5845179313140509e-149,1.5908036913824968e-29,5.1734535172160283e-109,3.7816117340498931e-107,4.4070951480671089e-114
5.948888530724043e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24109726701975404,0.099986503904024346,0.0,0.099991075115731382,0.0,6.7716881158727954e-30,0.0,1.7836225412237143e-26,0.0,8.5829009218209778e-15,8.471911745205974e-52,2.6164580737416476e-25,1.1247412951326696e-37,0.0,0.0,0.0,0.0,8.6184135135076296e-55,1.3496095965480746e-05,8.9248842686431953e-06,1.5766323026960364e-15,1.0159625771882885e-14,6.3316606518534326e-34,4.4940669481805733e-20,8.8875097039796341e-22,8.1394394996246995e-31,2.5841891797402392e-40,1.782328149665929e-59,2.4195411107460026e-34,4.8982140515548301e-62,5.1473171935519312e-76,6.4237784046198154e-81,8.6564039504400084e-84,6.1667266094198892e-98,5.286670508291916e-103,7.0556663377104861e-106,4.3282019752200261e-84,2.417823182664306e-120,1.536555254531153e-125,6.7772658510924595e-99,5.810079442227769e-104,2.2134642026458026e-56,7.7542154131976089e-107,1.0196114944916158e-128,1.2586248572066014e-143,6.236052463587446e-149,1.6252503332243691e-29,6.2765644418850913e-109,4.6946811826974674e-107,5.4728628312428696e-114
6.07080978820779e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24109689733495204,0.099986290840185219,0.0,0.099990918494768585,0.0,7.1965797617772146e-30,0.0,1.8311108044049668e-26,0.0,8.7907764896582499e-15,8.9169130059901597e-52,2.7247858763363009e-25,1.1824015240592657e-37,0.0,0.0,0.0,0.0,9.4988566637507903e-55,1.3709159804406411e-05,9.0815052314381085e-06,1.5769426502920391e-15,1.036781394930612e-14,6.8343607131011317e-34,4.6008718996818055e-20,9.307179064992462e-22,8.5403083029324755e-31,2.6522598491689397e-40,2.0076128296870535e-59,2.536185304901101e-34,5.523739510152986e-62,5.939924822051345e-76,7.5770668364654726e-81,1.0217888781104721e-83,7.4470289240518532e-98,6.5260694933224766e-103,8.7141820459362096e-106,5.108944390552389e-84,3.0546620213069607e-120,1.9844653071808684e-125,8.1843250101056684e-99,7.1721856209559048e-104,2.3830995969524755e-56,9.5769331344260128e-107,1.317329640936814e-128,1.6632914115702424e-143,8.4244424389033561e-149,1.6596966997745924e-29,7.5816530735633263e-109,5.7999234015906167e-107,6.7632886640065848e-114
6.192731045691536e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410965307370799,0.09998607991301256,0.0,0.099990762824069074,0.0,7.6388810938882754e-30,0.0,1.8786164827936593e-26,0.0,8.99868962213678e-15,9.3735686447088285e-52,2.8353101988517839e-25,1.2415609068096411e-37,0.0,0.0,0.0,0.0,1.0446017925938446e-54,1.3920086976859106e-05,9.2371759309387319e-06,1.577214355867067e-15,1.0576001050740402e-14,7.3652017822428435e-34,4.7075986150577756e-20,9.7367008061382269e-22,8.9503403847964911e-31,2.7203424373103703e-40,2.2552846328608036e-59,2.6557352574180191e-34,6.2123824255236697e-62,6.8326799978469851e-76,8.9046523594745732e-81,1.2016842400821923e-83,8.9556874997920184e-98,8.0187033014097298e-103,1.071268626327293e-105,6.008421200410998e-84,3.8394388778331862e-120,2.5485945762052758e-125,9.8423489335187407e-99,8.8125982380114583e-104,2.5611993835063299e-56,1.1773300063534074e-106,1.6924515491735177e-128,2.1846721834745105e-143,1.1306173204107488e-148,1.6941427935528527e-29,9.1198666957117115e-109,7.1320796632982338e-107,8.3190484769158469e-114
6.314652303175283e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24109616719894503,0.099985871101080148,0.0,0.09999060809786664,0.0,8.0989415347182612e-30,0.0,1.926137398968202e-26,0.0,9.2066355463183965e-15,9.8418737044908985e-52,2.9480309988281073e-25,1.3022196757179781e-37,0.0,0.0,0.0,0.0,1.1463234046737987e-54,1.4128898909063612e-05,9.3919021333938498e-06,1.5774522021224887e-15,1.0784187085897263e-14,7.9251078265082341e-34,4.814244621075309e-20,1.0176067566077609e-21,9.3694726966679275e-31,2.7884338160893648e-40,2.5269772949652027e-59,2.7781967996518623e-34,6.9688670454623579e-62,7.8355665826188823e-76,1.0428101135464726e-80,1.4082903665594051e-83,1.0727020808250992e-97,9.8089935555770944e-103,1.311107038452308e-105,7.0414518327970695e-84,4.8021172718860182e-120,3.2555352907071985e-125,1.1789053807005813e-98,1.0780136897036581e-103,2.7479575917673713e-56,1.4409137166907397e-106,2.1627312176584278e-128,2.8527392989028693e-143,1.5078322924887812e-148,1.7285886171308716e-29,1.0926291866601196e-108,8.7311823003818875e-107,1.0187022261681393e-113
6.436573560659029e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24109580669360484,0.099985664383176631,0.0,0.099990454310429966,0.0,8.5771104998574193e-30,0.0,1.9736716444942785e-26,0.0,9.4146100800797374e-15,1.0321823734630396e-51,3.0629482339080386e-25,1.3643780096290086e-37,0.0,0.0,0.0,0.0,1.2553924133278607e-54,1.4335616812390576e-05,9.5456895700549648e-06,1.5776603808504733e-15,1.099237206440013e-14,8.5150109482617573e-34,4.9208077620563656e-20,1.0625271770564795e-21,9.7976421328131724e-31,2.8565331217720773e-40,2.8244012471651601e-59,2.9035757028872046e-34,7.7981509733652899e-62,8.9593061930526782e-76,1.217107613274314e-80,1.6448630582145974e-83,1.2799578708044875e-97,1.1947920196431676e-102,1.5978117454179256e-105,8.2243152910730371e-84,5.9778752326092871e-120,4.13718317474854e-125,1.4066806133417359e-98,1.3130828828123333e-103,2.9435669780472979e-56,1.7560037381970202e-106,2.7494741879468365e-128,3.7042553423798406e-143,1.9987847189826726e-148,1.7630341730410465e-29,1.3040347472683536e-108,1.0643215729025656e-106,1.2421070413073328e-113
6.558494818142775e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24109544919436421,0.099985459738303306,0.0,0.099990301456062636,0.0,9.073737398052487e-30,0.0,2.0212175468351326e-26,0.0,9.6226095591157371e-15,1.081341465677395e-51,3.1800618618361731e-25,1.4280360443630136e-37,0.0,0.0,0.0,0.0,1.3721589626350633e-54,1.4540261685510964e-05,9.6985439373887839e-06,1.5778425659317861e-15,1.1200555995784815e-14,9.1358511563288367e-34,5.0272861606299871e-20,1.1084305659898799e-21,1.0234785594957805e-30,2.924638052912372e-40,3.1493452057269627e-59,3.031877685665033e-34,8.7054308559341897e-62,1.0215394211694747e-75,1.4159486979860548e-80,1.914971343650925e-83,1.5216554161478841e-97,1.4493814316570086e-102,1.9392585419255622e-105,9.5748567182546856e-84,7.4078701417767809e-120,5.2316457470518302e-125,1.6723075211639639e-98,1.5928780217108459e-103,3.1482190370545359e-56,2.1312556117898597e-106,3.4781481500978303e-128,4.7841152350130846e-143,2.6342714590572997e-148,1.7974794637431908e-29,1.5506206863943649e-108,1.2920842636645399e-106,1.5082886604367089e-113
6.680416075626522e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24109509467477308,0.09998525714567208,0.0,0.099990149529102748,0.0,9.5891716312838918e-30,0.0,2.0687736403157966e-26,0.0,9.8306307729606668e-15,1.1316642051542377e-51,3.2993718404580075e-25,1.4931938775968026e-37,0.0,0.0,0.0,0.0,1.4969814282220097e-54,1.4742854316528894e-05,9.8504708972884178e-06,1.5780019773159316e-15,1.1408738889500061e-14,9.7885761437386225e-34,5.1336781833328313e-20,1.1553161312981256e-21,1.0680840048553228e-30,2.9927458705177567e-40,3.5036777489343542e-59,3.1631084202169261e-34,9.6961480689370379e-62,1.1616136667920481e-75,1.642164674402918e-80,2.2225198200511969e-83,1.8026224661650362e-97,1.7513226360440331e-102,2.3444394543377371e-105,1.1112599100256058e-83,9.1400956544833015e-120,6.5842815985805591e-125,1.9810918267365885e-98,1.9247130361911584e-103,3.3621040141035553e-56,2.5765516230119217e-106,4.3790820486321178e-128,6.1469160584208232e-143,3.4525210191934032e-148,1.8319244916602577e-29,1.8373250494751773e-108,1.5624200097610784e-106,1.8242932907109149e-113
6.802337333110268e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24109474310862428,0.099985056584703288,0.0,0.099989998523922735,0.0,1.0123762594841647e-29,0.0,2.116338640648483e-26,0.0,1.0038670908912779e-14,1.1831501912132151e-51,3.4208781277190196e-25,1.559851570870705e-37,0.0,0.0,0.0,0.0,1.6302264138959036e-54,1.4943415285093104e-05,1.0001476077283273e-05,1.5781414370976971e-15,1.1616920754908085e-14,1.0474141071703426e-33,5.2399824104592882e-20,1.2031830668399946e-21,1.1135742571695518e-30,3.0608565045007662e-40,3.8893488813739545e-59,3.2972735381152027e-34,1.0775994401210829e-61,1.3174687988372057e-75,1.8988435778679512e-80,2.571772046140345e-83,2.1282424786476888e-97,2.1081874963584029e-102,2.8235926410683682e-105,1.2858860230701809e-83,1.1230339449175688e-119,8.2488861225736266e-125,2.3389499792525551e-98,2.3169094451987944e-103,3.5854109159251399e-56,3.1031435632615679e-106,5.4882642193377562e-128,7.8587874759904036e-143,4.5007769501698943e-148,1.8663692592149521e-29,2.1696550526235502e-108,1.8821770611391501e-106,2.1981463037367064e-113
6.924258590594015e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24109439446995118,0.099984858035023688,0.0,0.099989848434929265,0.0,1.0677859677399946e-29,0.0,2.1639114225852488e-26,0.0,1.0246727502886155e-14,1.235799080885266e-51,3.544580681663756e-25,1.6280091577833693e-37,0.0,0.0,0.0,0.0,1.772268749157846e-54,1.5141964964487223e-05,1.0151565070747692e-05,1.5782634186663943e-15,1.1825101601285187e-14,1.1193508359659845e-33,5.3461976096362465e-20,1.2520305542905577e-21,1.1599430397601605e-30,3.1289688041705166e-40,4.3083915857056592e-59,3.4343786352345972e-34,1.1950917736958955e-61,1.4905089616239613e-75,2.1893472783595966e-80,2.9673750119660859e-83,2.5045051329436563e-97,2.5285681944410265e-102,3.3883442298083945e-105,1.4836875059830528e-83,1.3743251175843136e-119,1.0289040610304832e-124,2.7524646686697309e-98,2.7789101029878877e-103,3.8183275219673198e-56,3.7238086096700225e-106,6.8482510765835849e-128,9.9995192434771545e-143,5.8371756646157101e-148,1.9008137688275608e-29,2.5537388879619391e-108,2.2591333293089023e-106,2.6389639888629623e-113
7.046179848077761e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24109404873302545,0.099984661476464273,0.0,0.099989699256562897,0.0,1.1251812261090517e-29,0.0,2.2114910003161388e-26,0.0,1.0454798396334163e-14,1.2896104927527021e-51,3.6704794604349262e-25,1.6976666482398783e-37,0.0,0.0,0.0,0.0,1.9234914882465629e-54,1.5338523523699087e-05,1.0300743437108351e-05,1.578370089783491e-15,1.2033281437822344e-14,1.1947647481201708e-33,5.4523227126623999e-20,1.3018577647603697e-21,1.2071840951437578e-30,3.1970801540568905e-40,4.762923362056138e-59,3.5744292761093079e-34,1.3227127736456353e-61,1.682230949877603e-75,2.5173293220050297e-80,3.4143847099851417e-83,2.9380602490071864e-97,3.0221899205805693e-102,4.0518629052515398e-105,1.7071923549925822e-83,1.6753530616951307e-119,1.2779643163077399e-124,3.2289440830385485e-98,3.3214030462168907e-103,4.0610403966544044e-56,4.4530192178470613e-106,8.5091989291196981e-128,1.2665026498277208e-142,7.5329657455952123e-148,1.9352580228942234e-29,2.99638102667472e-108,2.7021000687409537e-106,3.157075379593615e-113
7.168101105561508e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24109370587235451,0.099984466889058293,0.0,0.099989550983297967,0.0,1.1845969721574751e-29,0.0,2.259076510277129e-26,0.0,1.0662881698494434e-14,1.3445840672556733e-51,3.7985744222725008e-25,1.7688240274725657e-37,0.0,0.0,0.0,0.0,2.0842859073455058e-54,1.5533110929469334e-05,1.0449016702050314e-05,1.5784633503386625e-15,1.2241460273625867e-14,1.2737534765739481e-33,5.5583567952088273e-20,1.3526638602144177e-21,1.2552911882196489e-30,3.2651908112536245e-40,5.2551477551982688e-59,3.7174309977590903e-34,1.4611101515343816e-61,1.8942282442496951e-75,2.8867535222343188e-80,3.9182928319259577e-83,3.4362752640546771e-97,3.6000333552934037e-102,4.8290280976076104e-105,1.959146415962992e-83,2.0347246750852063e-119,1.5808641511125069e-124,3.7764850756571521e-98,3.9564561020863815e-103,4.3137348999766823e-56,5.307127961965699e-106,1.0530032632791813e-127,1.5970198095376479e-142,9.675122160493546e-148,1.969702023777661e-29,3.5051211757160211e-108,3.2210346923737644e-106,3.7641548266578868e-113
7.290022363045254e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24109336586267982,0.099984274253039213,0.0,0.099989403609642286,0.0,1.2460681428114593e-29,0.0,2.3066671960728969e-26,0.0,1.0870975753297972e-14,1.4007195204117259e-51,3.9288655255128143e-25,1.8414812621792369e-37,0.0,0.0,0.0,0.0,2.2550515020042937e-54,1.5725746948319409e-05,1.0596390357721944e-05,1.5785448654416906e-15,1.2449638117718033e-14,1.3564153205725602e-33,5.6642990590273749e-20,1.4044479947155514e-21,1.3042581090237486e-30,3.3333006853913015e-40,5.7873558696171678e-59,3.8633893130490936e-34,1.6109589322533186e-61,2.1281951335550658e-75,3.3019133146171095e-80,4.4850546158835113e-83,4.0072964217770374e-97,4.274467568749215e-102,5.7366126596248177e-105,2.2425273079417714e-83,2.4623299112588851e-119,1.9478989577643344e-124,4.4040404123463596e-98,4.6976629455257534e-103,4.576595197932797e-56,6.3045682977965413e-106,1.297976599441636e-127,2.0052178243691609e-142,1.236941583948698e-147,2.0041457738151249e-29,4.0882970473481498e-108,3.8271633182053288e-106,4.4733660210098418e-113
7.411943620529e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24109302867897417,0.099984083548838795,0.0,0.099989257130137094,0.0,1.309629674364228e-29,0.0,2.3542623952552782e-26,0.0,1.1079079110366164e-14,1.4580165316891214e-51,4.0613527285876877e-25,1.9156383051945962e-37,0.0,0.0,0.0,0.0,2.436195986835537e-54,1.5916451148559254e-05,1.0742869862938473e-05,1.5786160944264122e-15,1.2657814979037759e-14,1.4428492269289666e-33,5.7701488163569689e-20,1.4572093155140904e-21,1.3540786751022974e-30,3.4014072027319481e-40,6.3619278725720108e-59,4.0123097136402352e-34,1.7729620216768736e-61,2.3859309236751719e-75,3.7674518893255662e-80,5.1211178680875148e-83,4.6601138323808162e-97,5.0593939897440624e-102,6.7934809580874822e-105,2.5605589340437753e-83,2.96950335829057e-119,2.3910851485673445e-124,5.1214902727863437e-98,5.5603013218723395e-103,4.8498042743440896e-56,7.4660722663338922e-106,1.5938990125572514e-127,2.507413711612291e-142,1.5744006885154502e-147,2.0385892753277576e-29,4.7551111043564886e-108,4.5331136696941877e-106,5.2995182004140015e-113
7.533864878012747e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24109269429643979,0.099983894757084871,0.0,0.099989111539356634,0.0,1.375316502482888e-29,0.0,2.4018615277298051e-26,0.0,1.1287190499590757e-14,1.5164747755467526e-51,4.1960359900235397e-25,1.9912950924645253e-37,0.0,0.0,0.0,0.0,2.6281352933784796e-54,1.6105242902274909e-05,1.0888460643384393e-05,1.578678316271709e-15,1.2865990866441272e-14,1.5331547718131688e-33,5.8759054762564261e-20,1.5109469640026072e-21,1.4047467335524994e-30,3.4695105346185539e-40,6.9813344853130235e-59,4.1641976725800324e-34,1.947850774202424e-61,2.6693442330836112e-75,4.2883831150707272e-80,5.8334531837719772e-83,5.4046305650497563e-97,5.970402122478464e-102,8.020803344811173e-105,2.9167265918860095e-83,3.5692025503514927e-119,2.9244078681652004e-124,5.9397181835051753e-98,6.5615041804517349e-103,5.133543941057937e-56,8.8149061985780037e-106,1.9501547311654279e-127,3.1229591988147683e-142,1.9953638314262645e-147,2.073032530620832e-29,5.5157014472016417e-108,5.3530589789946001e-106,6.2592353042864979e-113
7.655786135496493e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24109236269050613,0.099983707858599627,0.0,0.099988966831908194,0.0,1.4431635622151752e-29,0.0,2.4494640855904094e-26,0.0,1.1495308808854122e-14,1.5760940154378302e-51,4.3329152684405186e-25,2.0684515469799334e-37,0.0,0.0,0.0,0.0,2.8312935672088888e-54,1.6292141387296106e-05,1.1033168091814611e-05,1.5787326518821519e-15,1.3074165788702811e-14,1.6274321430525999e-33,5.9815685326256914e-20,1.5656600765525487e-21,1.4562561627713943e-30,3.5376115770064625e-40,7.6481384625483588e-59,4.3190586465776404e-34,2.13638556017495e-61,2.980457374954139e-75,4.8701132682642289e-80,6.6295853915618897e-83,6.2517359377371696e-97,7.0249377162319409e-102,9.4422880120232191e-105,3.3147926957809683e-83,4.2762043815943105e-119,3.5640987946853915e-124,6.8706915637565785e-98,7.7204444939586111e-103,5.4279948472948938e-56,1.0377125525850767e-105,2.3776409413651428e-127,3.8747346832403232e-142,2.518451676346517e-147,2.1074755419787334e-29,6.3812170125239648e-108,6.302873568899654e-106,7.3711388731312787e-113
7.77770739298024e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24109203383682762,0.099983522834397584,0.0,0.099988823002431781,0.0,1.5132057879960823e-29,0.0,2.4970696242068204e-26,0.0,1.170343306450194e-14,1.6368739893237967e-51,4.471990522551642e-25,2.1471075845174338e-37,0.0,0.0,0.0,0.0,3.0461031680183932e-54,1.6477165589144171e-05,1.1176997568254353e-05,1.5787800836162196e-15,1.3282339754515285e-14,1.7257821229292473e-33,6.0871375537069795e-20,1.6213477852472859e-21,1.5086008739492248e-30,3.605707871610832e-40,8.3649960602401154e-59,4.4768980780016534e-34,2.339356333194021e-61,3.3214108258112852e-75,5.5184635810636006e-80,7.5176262457815675e-83,7.2133831725172822e-97,8.2424841203344856e-102,1.1084431277692629e-104,3.7588131228908123e-83,5.107321075321596e-119,4.3289470291513972e-124,7.9275470691706296e-98,9.0585345685500638e-103,5.733336490750604e-56,1.2181849844725425e-105,2.8889781361324133e-127,4.7897125190868557e-142,3.1659977090877259e-147,2.1419183116625273e-29,7.3638972560359829e-108,7.4003008167565205e-106,8.6560455212364066e-113
7.899628650463986e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24109170771128172,0.099983339665683554,0.0,0.099988680045599812,0.0,1.5854781136543832e-29,0.0,2.5446777544106122e-26,0.0,1.191156241422825e-14,1.6988143988464122e-51,4.613261711161931e-25,2.2272631095453676e-37,0.0,0.0,0.0,0.0,3.2730046682762475e-54,1.6660334302960436e-05,1.1319954400197881e-05,1.5788214724021209e-15,1.3490512772491002e-14,1.8283060714595715e-33,6.192612172882973e-20,1.6780092185243952e-21,1.5617748123390811e-30,3.6737991430445359e-40,9.1346584918845284e-59,4.6377213966343667e-34,2.5575831973205762e-61,3.6944677806891575e-75,6.239693621866835e-80,8.5063083910790225e-83,8.302671588040986e-97,9.6447575846171254e-102,1.2976787387859668e-104,4.2531541955395434e-83,6.0816372478918706e-119,5.2406463081020751e-124,9.1246809217066773e-98,1.0599640680095891e-102,6.0497472274651205e-56,1.4261559431244298e-105,3.4987451930307646e-127,5.8995978593623021e-142,3.9647039352896839e-147,2.1763608419117941e-29,8.4771564963704948e-108,8.6651342315556043e-106,1.0137179844244897e-112
8.021549907947732e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410913842899664,0.099983158333850866,0.0,0.099988537956117229,0.0,1.6600154724190425e-29,0.0,2.5922881356447379e-26,0.0,1.2119696112074885e-14,1.7619150406962577e-51,4.7567287931675585e-25,2.308918016616262e-37,0.0,0.0,0.0,0.0,3.5124468499128952e-54,1.684166613541521e-05,1.1462043882806005e-05,1.578857572739226e-15,1.369868485116235e-14,1.9351059101436838e-33,6.297992080611868e-20,1.7356435017383856e-21,1.6157719583306913e-30,3.7418871594473648e-40,9.9599733733754614e-59,4.8015340212122404e-34,2.791916974186697e-61,4.1020187947698651e-75,7.0405255217307412e-80,9.6050206237512911e-83,9.5339335039580141e-97,1.1255917293775387e-101,1.5152258965311082e-104,4.8025103118756829e-83,7.2207696967436208e-119,6.3241820234227584e-124,1.0477844418082845e-97,1.2370313903078649e-102,6.3774042800713353e-56,1.665241444558193e-105,4.2237415725906557e-127,7.2415560826678586e-142,4.9463979312527597e-147,2.210803134947094e-29,9.7356730995619163e-108,1.011941240388309e-105,1.1840403656813731e-112
8.143471165431479e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24109106354919871,0.09998297882047949,0.0,0.09998839672872091,0.0,1.7368527969255285e-29,0.0,2.6399004699579811e-26,0.0,1.2327833505284052e-14,1.8261757075961637e-51,4.9023917275550198e-25,2.3920721974090246e-37,0.0,0.0,0.0,0.0,3.7648867044422042e-54,1.7021179506597719e-05,1.1603271279102366e-05,1.578889045846324e-15,1.3906855998982504e-14,2.0462841061706246e-33,6.4032770173587768e-20,1.7942497576536972e-21,1.6705863283528018e-30,3.8099697782070859e-40,1.0843886156501283e-58,4.9683413607785717e-34,3.043239769998787e-61,4.5465865114713546e-75,7.9281690600976632e-80,1.0823844474147491e-82,1.0922826035483826e-96,1.3102790952798274e-101,1.7647409277052829e-104,5.4119222370737889e-83,8.5491516353099281e-119,7.6082617965697819e-124,1.2004244812500969e-97,1.4400038030198836e-102,6.7164837480153874e-56,1.939459811568461e-105,5.0832792126660302e-127,8.8590367005285417e-142,6.148904752884193e-147,2.2452451929703188e-29,1.1155483687364191e-107,1.1787628617456013e-105,1.3794462489838269e-112
