Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(28),CO2X(29),HX(19),CH3X(22),H2X(31),CH2X(58),CHX(26),C2H6X(34),C2H5X(33),CH2(48),C3H8X(38),HOCXO(25)
4.5035333412828745e-19,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111968799911901,0.099999999999353287,0.0,0.099999999999765735,0.0,5.2724006442714131e-54,0.0,4.7716739621016844e-49,0.0,2.4977153889986722e-30,9.7119633393564588e-95,2.0000218711445908e-41,1.4810535200472829e-73,0.0,0.0,0.0,0.0,0.0,6.4671854033337285e-13,2.3427656191623538e-13,7.6923836389044998e-23,7.692383389130295e-23,2.052044682356746e-65,1.3336408477040664e-35,2.5980531960936476e-45,1.923453598809651e-60,3.5823836481907159e-68,1.7923974099536728e-71,3.8182801491274448e-106,1.933473916938067e-44
9.007081953387593e-19,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111968799823802,0.099999999998706568,0.0,0.099999999999531464,0.0,4.2179364762484439e-53,0.0,3.8173540396149136e-48,0.0,9.9908866859935219e-30,6.2156681257993505e-93,8.0001078298254035e-41,4.7393725471292476e-72,0.0,0.0,0.0,0.0,0.0,1.2934392577199134e-12,4.6855391614289665e-13,1.5384793361416461e-22,1.5384792362317126e-22,3.2832847680627123e-64,5.3345768077835665e-35,2.0784486692060105e-44,3.0775385877113462e-59,5.7318141943306386e-67,1.4354098528809672e-70,4.8874079636178053e-104,7.7339143291484486e-44
1.8014179177597033e-18,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111968799647601,0.09999999999741313,0.0,0.099999999999062908,0.0,3.3743555652359595e-52,0.0,3.0538889019365129e-47,0.0,3.9963595335132016e-29,3.9780061949128927e-91,3.2000472009326536e-40,1.516590032561531e-70,0.0,0.0,0.0,0.0,0.0,2.5868806448689182e-12,9.3710861833497833e-13,3.0769612806024545e-22,3.0769608809622335e-22,5.2532661652709516e-63,2.1338333167690263e-34,1.6627613150254125e-43,4.9240714888027357e-58,9.1708453128025273e-66,1.5071701576201722e-70,6.2558487494835359e-102,3.0935688597574325e-43
3.602837362601591e-18,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111968799295203,0.099999999994826241,0.0,0.099999999998125796,0.0,2.6994870057143745e-51,0.0,2.4431129452529129e-46,0.0,1.5985446517173271e-28,2.5458851219293924e-89,1.2800196941328576e-39,4.8530133380526473e-69,0.0,0.0,0.0,0.0,0.0,5.1737632286706352e-12,1.8742179976741787e-12,6.1539251693577332e-22,6.1539235707960123e-22,8.4052340225434368e-62,8.5353377364634278e-34,1.3302098994438941e-42,7.8785205320262428e-57,1.4673122018176175e-64,3.8035023177696609e-70,8.0073644968831013e-100,1.2374276861749845e-42
7.205676252285367e-18,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111968798590405,0.099999999989652477,0.0,0.099999999996251573,0.0,2.1595906257075531e-50,0.0,1.9544903746532393e-45,0.0,6.3941792154009364e-28,1.6293130684414411e-87,5.1200804037222382e-39,1.552913859819915e-67,0.0,0.0,0.0,0.0,0.0,1.0347527634289011e-11,3.7484366561727309e-12,1.2307852946202945e-21,1.2307846551955446e-21,1.3448380095374459e-60,3.4141354141218253e-33,1.0641680914183626e-41,1.2605632494931156e-55,2.3476220263715581e-63,7.7286145429179864e-69,1.0249091087607666e-97,4.9497071624666806e-42
1.441135403165292e-17,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111968797180808,0.099999999979304949,0.0,0.099999999992503141,0.0,1.7276729085810899e-49,0.0,1.5635911694550356e-44,0.0,2.5576709533929526e-27,1.0426908240873145e-85,2.0480324866637121e-38,4.9689976727428754e-66,0.0,0.0,0.0,0.0,0.0,2.0695053397586446e-11,7.4968735724504959e-12,2.4615708497231966e-21,2.461568292024931e-21,2.1517409905047942e-59,1.3656537700833365e-32,8.5133427451006149e-41,2.0168994822811546e-54,3.7559442809580557e-62,2.4287293776266477e-67,1.3117962886802672e-95,1.9798790551284154e-41
2.161703181102047e-17,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2411196879577121,0.09999999996895742,0.0,0.099999999988754709,0.0,5.0961804246328652e-49,0.0,4.6419090508060764e-44,0.0,5.4350493566980321e-27,5.9215947264187616e-85,4.3520692370983468e-38,2.3187317770495619e-65,0.0,0.0,0.0,0.0,0.0,3.1042576112945468e-11,1.1245310088008951e-11,3.6923564045599603e-21,3.6923509694525642e-21,8.1021182531606008e-59,2.9020134972773087e-32,2.4342834715237367e-40,7.6303368401615732e-54,1.4215033303603326e-61,1.5869629274965087e-66,8.7034740343464835e-95,4.2072371308739448e-41
2.882270959038802e-17,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111968794361618,0.099999999958609892,0.0,0.099999999985006277,0.0,1.1044489819076004e-48,0.0,1.0114469981896925e-43,0.0,9.271552383791994e-27,2.2794233705206758e-84,7.4241182914456609e-38,7.069546684408607e-65,0.0,0.0,0.0,0.0,0.0,4.1390095780366961e-11,1.499374620284815e-11,4.9231419591305852e-21,4.9231326874791913e-21,2.0997830294752406e-58,4.9504923209411727e-32,5.1346078673834266e-40,1.9861713600863275e-53,3.7068726295965049e-61,4.6946332176591811e-66,3.7156556379719512e-94,7.1770422367334963e-41
4.3234065149123126e-17,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111968791542426,0.099999999937914877,0.0,0.099999999977509399,0.0,3.1748311218342989e-48,0.0,2.9359151788265203e-43,0.0,1.9195562888816796e-26,1.7443969546976503e-83,1.5370694255546973e-37,3.2354289091302352e-64,0.0,0.0,0.0,0.0,0.0,6.2085127961889935e-11,2.249061749206312e-11,7.3847130676472214e-21,7.3846938718793449e-21,7.6455657045646759e-58,1.0249360886221101e-31,1.4024201817339829e-39,7.2889610774075189e-53,1.368149031384978e-60,2.3847765844317166e-65,3.2679351522747656e-93,1.4859121775663719e-40
5.764542070785822e-17,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2411196878872324,0.099999999917219862,0.0,0.099999999970012521,0.0,6.8962183268993493e-48,0.0,6.4205089368052345e-43,0.0,3.2646610503073512e-26,6.6029833044607214e-83,2.6141525376145424e-37,9.7439296536649721e-64,0.0,0.0,0.0,0.0,0.0,8.2780148935066981e-11,2.9987487307690807e-11,9.8462841751851738e-21,9.8462515282260399e-21,1.9710317133624503e-57,1.7431470680070497e-31,2.9343312227615676e-39,1.8900805418344131e-52,3.5573646070949129e-60,7.724765141054597e-65,1.40565648976986e-92,2.5271421357900959e-40
7.205677626659333e-17,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2411196878590405,0.09999999989652486,0.0,0.09999999996251567,0.0,1.2880611892602878e-47,0.0,1.2045736092516214e-42,0.0,4.9876621451162312e-26,2.0230428402599902e-82,3.9938344162878922e-37,2.4358015358756566e-63,0.0,0.0,0.0,0.0,0.0,1.0347515789930796e-10,3.7484355544475265e-11,1.2307855281674528e-20,1.230780540452045e-20,4.2898225576865561e-57,2.6631336245712292e-31,5.3418361613345848e-39,4.1326135546975852e-52,7.791539633003438e-60,2.0635518843077543e-64,4.7700349466568776e-92,3.8608938608674018e-40
1.0087948738406353e-16,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2411196878026568,0.099999999855134872,0.0,0.099999999947521928,0.0,3.5063002906746274e-47,0.0,3.2959241583899448e-42,0.0,9.5910871995627359e-26,1.7933188133509357e-81,7.6800019683654544e-37,1.3386665354457872e-62,0.0,0.0,0.0,0.0,0.0,1.4486513904669094e-10,5.2478087182342702e-11,1.7230997491441601e-20,1.7230901579545384e-20,1.6382259489832758e-56,5.1211060171172033e-31,1.4104010382133209e-38,1.5895828621947133e-51,2.9981829577271403e-59,1.1489493177945635e-63,6.5945064297662273e-91,7.4243248680253205e-40
1.2970219850153373e-16,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111968774627318,0.099999999813744953,0.0,0.099999999932528214,0.0,7.3743570641594814e-47,0.0,6.9481927305468589e-42,0.0,1.5729342015664567e-25,7.4131722269228123e-81,1.2595183495448116e-36,4.4255175633785535e-62,0.0,0.0,0.0,0.0,0.0,1.8625507141951012e-10,6.7471812407695274e-11,2.2154139696949786e-20,2.2153982401849913e-20,4.337413899957088e-56,8.3985919186155661e-31,2.9241121512326494e-38,4.2223311160624766e-51,7.9639876570814316e-59,3.8355852553908335e-63,3.330978957898376e-90,1.2175814503849462e-39
1.8734762073647414e-16,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111968763350602,0.099999999730965225,0.0,0.09999999990254077,0.0,2.2447037912894939e-46,0.0,2.1194030156715872e-41,0.0,3.2609669210496776e-25,7.8216568720889378e-80,2.6112070353609695e-36,3.0495747025679305e-61,0.0,0.0,0.0,0.0,0.0,2.6903478986231541e-10,9.745924362357335e-11,3.200042409519132e-20,3.2000097995016862e-20,1.9618596306372895e-55,1.7411745492345316e-30,8.7860948203530652e-38,1.91612373525335e-50,3.6101063208746925e-58,2.543152772045124e-62,5.6497029410622766e-89,2.5242379444893973e-39
3.0263846520635497e-16,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111968740797241,0.099999999565406367,0.0,0.099999999842566009,0.0,9.7276366163252304e-46,0.0,9.1961673569889704e-41,0.0,8.4785291459463371e-25,1.7488307913988952e-78,6.789182410071398e-36,4.0750530629236742e-60,0.0,0.0,0.0,0.0,0.0,4.3459364154306736e-10,1.5743402911671284e-10,5.1692992840575541e-20,5.1692144978606827e-20,1.4656667288553303e-54,4.5270617659720286e-30,3.7774091871143615e-37,1.4344345499611736e-49,2.6953532007927152e-57,3.0824138619116205e-61,2.3992030808636566e-87,6.5629166554524273e-39
5.332201541461166e-16,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111968695690775,0.099999999234291009,0.0,0.099999999722616736,0.0,5.4965883059466044e-45,0.0,5.1989910038516787e-40,0.0,2.6279451818479791e-24,6.3788649816884476e-77,2.104347651917257e-35,8.3234452984826302e-59,0.0,0.0,0.0,0.0,0.0,7.6570900411982477e-10,2.773832923517967e-10,9.1078130126951581e-20,9.1075502153706223e-20,1.5575021037740543e-53,1.403176084672212e-29,2.1270856880267044e-36,1.5255811325611942e-48,2.856113808713058e-56,5.6861439900434463e-60,1.7283183677533974e-85,2.0341225879582456e-38
9.9438353202564e-16,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111968605478909,0.099999998572069648,0.0,0.09999999948271944,0.0,3.6541667132676754e-44,0.0,3.4567974145615319e-39,0.0,9.1343441287533267e-24,3.0445574493851909e-75,7.3145416823644085e-35,2.1199198770318123e-57,0.0,0.0,0.0,0.0,0.0,1.4279303662654853e-09,5.1728058782414466e-10,1.6984840388214404e-19,1.6983926944047074e-19,2.0188024947488835e-52,4.8772293727020292e-29,1.4124377666597423e-35,1.9778808813310977e-47,3.6862607553091318e-55,1.350968563546678e-58,1.6427557839543305e-83,7.0697930468120092e-38
1.9167102877846864e-15,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111968425059416,0.099999997247664382,0.0,0.099999999002929774,0.0,2.6573399450561447e-43,0.0,2.5137172037009509e-38,0.0,3.3931175703797814e-23,1.670810538089209e-73,2.7172265536936181e-34,6.023902470598933e-56,0.0,0.0,0.0,0.0,0.0,2.752335639526684e-09,9.9707025482696617e-10,3.2738894812236756e-19,3.2735501658431675e-19,2.9034220890255445e-51,1.8117346773380977e-28,1.0267517284970112e-34,2.8445388046976527e-46,5.2664049845263269e-54,3.7001552515370827e-57,1.7998519036628484e-81,2.625820397080307e-37
2.839037043543733e-15,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111968244645574,0.099999995923309021,0.0,0.099999998523146671,0.0,8.2101050852026553e-43,0.0,7.7658934482232875e-38,0.0,7.4438983793007918e-23,1.1306501819083711e-72,5.9613102986380396e-34,3.1706872236472351e-55,0.0,0.0,0.0,0.0,0.0,4.0766909793652557e-09,1.4768533566354346e-09,4.8492948800247426e-19,4.8485504822375617e-19,1.1983860099774875e-50,3.9746237417841934e-28,3.1719659594920306e-34,1.1740320291715137e-45,2.1712268606052159e-53,2.1885478543414955e-56,1.4437357713209041e-80,5.7598844975506546e-37
3.76136379930278e-15,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111968064237377,0.099999994599003633,0.0,0.099999998043370134,0.0,1.8466724230467154e-42,0.0,1.7466400802079901e-37,0.0,1.3065627572402174e-22,4.8098557699385674e-72,1.0463705288284776e-33,1.0638481348296933e-54,0.0,0.0,0.0,0.0,0.0,5.4009963875755399e-09,1.9566298933354642e-09,6.4247002352260187e-19,6.4233936585161454e-19,3.3409328584924691e-50,6.9763098630884132e-28,7.1342595776710667e-34,3.2728762420893477e-45,6.0455200147649611e-53,8.0311126036041253e-56,6.9881402971819791e-80,1.0108632003197602e-36
4.683690555061826e-15,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111967883834834,0.099999993274748164,0.0,0.09999999756360016,0.0,3.4919039759966917e-42,0.0,3.3025205922376484e-37,0.0,2.025815090530294e-22,1.5694910021155441e-71,1.622441145215381e-33,2.8013122354875451e-54,0.0,0.0,0.0,0.0,0.0,6.72525186601062e-09,2.4363998650156231e-09,8.0001055468289199e-19,7.9980797101049458e-19,7.5341134066669059e-50,1.0816710097075182e-27,1.3489814954855901e-33,7.3802518827180661e-45,1.361070626646951e-52,2.2566989009242688e-55,2.5553418259639228e-79,1.5671505330648231e-36
6.5283440665799195e-15,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111967523046687,0.099999990626386967,0.0,0.099999996604079905,0.0,9.1942496754042494e-42,0.0,8.6943510321566734e-37,0.0,3.9355008223049165e-22,1.0353765318086539e-70,3.1520757113053832e-33,1.2627037053958387e-53,0.0,0.0,0.0,0.0,0.0,9.3736130404231775e-09,3.3959201136443637e-09,1.1150916039244868e-18,1.1146980496395797e-18,2.6251474760797316e-49,2.1013345437560971e-27,3.5516890311441428e-33,2.5712462611884665e-44,4.7224597672581572e-52,1.1155819943266377e-54,2.1036259874130802e-78,3.0437563351509326e-36
8.372997578098012e-15,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111967162281145,0.099999987978225513,0.0,0.099999995644585907,0.0,1.912460751621137e-41,0.0,1.8082234539882916e-36,0.0,6.4733233631320445e-22,4.0337129494638007e-70,5.1850346869301727e-33,3.9149110953481276e-53,0.0,0.0,0.0,0.0,0.0,1.20217745174587e-08,4.3554141032312219e-09,1.4301726357283974e-18,1.4295252964792939e-18,6.7568236735812637e-49,3.4563864732398606e-27,7.3873616939848549e-33,6.6173951751784933e-44,1.2102289780659869e-51,3.6564736765530276e-54,9.5262527674339968e-78,5.0053590789153177e-36
1.0217651089616105e-14,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111966801538187,0.099999985330263705,0.0,0.099999994685118193,0.0,3.4542727431455028e-41,0.0,3.2655379448407215e-36,0.0,9.6391525375501598e-22,1.217589948082436e-69,7.721318030571303e-33,9.8499431746751518e-53,0.0,0.0,0.0,0.0,0.0,1.4669736312755698e-08,5.3148818345231177e-09,1.7452536500958216e-18,1.7442897245485207e-18,1.456255293646271e-48,5.1467567968492675e-27,1.334235451407127e-32,1.4260557479724949e-43,2.5959146600957415e-51,9.5569047964452215e-54,3.2739963590616549e-77,7.4514887892306357e-36
1.3906958112652292e-14,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111966080120062,0.099999980034939095,0.0,0.099999992766261495,0.0,8.6745601145521185e-41,0.0,8.1980263080444517e-36,0.0,1.78543243362031e-21,8.336124649616149e-69,1.4303857669834585e-32,4.637686283549957e-52,0.0,0.0,0.0,0.0,0.0,1.9965060918990378e-08,7.2337385251286095e-09,2.3754156265258769e-18,2.3736301750258096e-18,4.991388570576269e-48,9.5331802845408769e-27,3.3502515448904037e-32,4.8865234319064944e-43,8.7754615088157518e-51,4.6595358991677262e-53,3.4128720824455296e-76,1.3795503566311355e-35
