Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),CH3X(21),CH2X(27),CHX(28),CX(26),CH3OO(77),H2X(49),HOX(22),C2H4(47),H2OX(23),OCX(25),COX(50),CHOX(53),HOCOX(217),C2H4X(209)
5.883606883629893e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999699,0.11866996602996244,0.022821567693054243,0.0,2.2966134816480598e-54,1.7249153806799969e-30,1.2924469804886828e-71,8.3563297442373932e-46,9.6981996247992395e-110,5.1927511457213568e-17,9.5837085835302583e-90,5.192751145720735e-17,6.0076639713053126e-61,9.3192739381532615e-59,1.3647447752619974e-92,1.5824179798801644e-93,1.430982490739162e-41,1.3593714414572822e-71,2.8359031405621155e-15,8.3966051654837409e-17,3.3614426216293983e-19,3.3614425912775368e-19,1.5161191268129245e-27,1.2791792346445014e-32,1.0218770235638373e-36,1.9373579540286228e-31,6.6491538132824239e-44,5.2321002615112262e-32,1.0705280719989562e-81,1.0280422341148587e-45,5.8017806370653309e-62,2.403443271882306e-86,8.0227638240508439e-89,5.0818994164057926e-99,9.7575049716907636e-96
1.1772325502171713e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999405,0.11866996602995955,0.022821567693054202,0.0,3.6775742078601906e-53,6.9041608594122031e-30,8.3086954642411978e-70,6.6918410769560673e-45,2.4938454477469062e-107,1.039001380416713e-16,6.1430534497629827e-88,1.0390013804164643e-16,9.6227030844781104e-60,1.4928190809992157e-57,1.7546900369523316e-90,2.0345584855129348e-91,1.1456560909054691e-40,4.3548709730007912e-70,5.6742701413666342e-15,1.6800505383239667e-16,6.7258057277329266e-19,6.7258056062458676e-19,6.068376389364145e-27,1.024112842495425e-31,8.2081982092564899e-36,7.7544807122850809e-31,5.3233689550889389e-43,2.0942036286932712e-31,6.859193538341178e-80,8.2305887914448365e-45,1.8648925075632732e-60,3.0901733692164595e-84,1.0319659330879123e-86,1.3080658047071545e-96,1.2503963555559344e-93
2.3549762739255357e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679998822,0.11866996602995376,0.022821567693054119,0.0,5.8865140200164735e-52,2.7625669153290117e-29,5.3550417707819761e-68,5.3561850989806331e-44,6.4290474940387061e-105,2.0784539121058901e-16,3.9345905296009252e-86,2.0784539121048942e-16,1.5404682281698995e-58,2.3898996258990337e-56,2.261787487478213e-88,2.6225366454696982e-89,9.1687306051565137e-40,1.3943403660881148e-68,1.1351004142971616e-14,3.3608305818750985e-16,1.3454532031228796e-18,1.3454531545118225e-18,2.4280999953046645e-26,8.195881724994796e-31,6.6122182926539938e-35,3.1028023493050462e-30,4.2603177411100126e-42,8.3795423365932613e-31,4.3923858830664962e-78,6.5869724477104143e-44,6.0099567305110932e-59,3.9832194305758529e-82,1.3305437406830914e-84,3.3735719458741494e-94,1.6014267845338792e-91
4.710463721342264e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679997651,0.1186699660299422,0.022821567693053952,0.0,9.4203390852398378e-51,1.1052092643605721e-28,3.4720153549174224e-66,4.2860332390078617e-43,1.6672292655833379e-102,4.1573589754843303e-16,2.519109999591702e-84,4.157358975480347e-16,2.4654179430869639e-57,3.8249509965039365e-55,2.9327866907213782e-86,3.4005584550130192e-87,7.336377527146307e-39,4.4631401994393558e-67,2.2704472146165352e-14,6.7223906689771517e-16,2.6911985003397313e-18,2.6911983058605727e-18,9.7136530025255276e-26,6.5577369854537181e-30,5.3598532493428154e-34,1.2413229792794986e-29,3.4089089996534261e-41,3.3523625738823003e-30,2.8119278623718434e-76,5.2705787025313839e-43,1.9485017487734902e-57,5.1649118057148072e-80,1.725622560560731e-82,8.7492987007795334e-92,2.0504149195229854e-89
9.421438616175722e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679995314,0.11866996602991908,0.022821567693053615,0.0,1.5074075875305604e-49,4.4212177441447138e-28,2.2783961474502505e-64,3.4292607079288835e-42,4.3756509999866581e-100,8.3151691022415622e-16,1.6125415289190712e-82,8.3151691022256243e-16,3.9452038068031563e-56,6.1208108686229722e-54,3.8487334574149698e-84,4.4625963154600092e-85,5.8696592891797781e-38,1.4284050578978301e-65,4.5411408152487915e-14,1.3445510843180415e-15,5.3826892408613477e-18,5.3826884628551955e-18,3.8855149830830611e-25,5.2463459037378293e-29,4.3988081614099701e-33,4.9656960082209317e-29,2.7273981693563216e-40,1.3410541629033792e-29,1.7998901577289497e-74,4.2168632460609192e-42,6.394400232416445e-56,6.7779797321137444e-78,2.2651030536876938e-80,2.2957714550551409e-89,2.6249078814727291e-87
1.8843388405842636e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679990634,0.11866996602987283,0.022821567693052942,0.0,2.4119747588719377e-48,1.7685757664937604e-27,1.5299064391038733e-62,2.7435822233040562e-41,1.1749656995462033e-97,1.6630789355757418e-15,1.0321261506640329e-80,1.6630789355693667e-15,6.3127541972216107e-55,9.7940083954135788e-53,5.1678264362290799e-82,5.9920811350319468e-83,4.6959503353931002e-37,4.5712165141779114e-64,9.0825280164873388e-14,2.6891751191583562e-15,1.0765671306393854e-17,1.0765668194032998e-17,1.5540593108564932e-24,4.1967291393764284e-28,3.69601801374878e-32,1.9863592109547191e-28,2.1820413566157926e-39,5.3644349079228494e-29,1.1520117294756686e-72,3.3736506286532058e-41,2.1476238876383827e-54,9.1010257785297067e-76,3.0425803917255095e-78,6.1611880317229118e-87,3.3601232432841412e-85
3.7687287985176463e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679981281,0.11866996602978033,0.022821567693051596,0.0,3.8592575333143525e-47,7.0745805934612916e-27,1.0708197083578804e-60,2.1949352430230552e-40,3.2880546081961894e-95,3.3262029862794726e-15,6.6059260080196012e-79,3.3262029862539707e-15,1.0100749205007183e-53,1.5670980749967314e-51,7.2319832734167389e-80,8.3854654980452895e-81,3.7568494085685695e-36,1.4628405352386824e-62,1.8165302418860574e-13,5.3784231888376337e-15,2.1531637776516609e-17,2.153162532514331e-17,6.2146849079108551e-24,3.3565883678279779e-27,3.2396713991090939e-31,7.9455983545730166e-28,1.745705289389198e-38,2.1458176006775278e-28,7.3731375421528825e-71,2.6989843727737983e-40,7.5204947923344139e-53,1.2736198745337118e-73,4.2605257574714409e-76,1.7223169640508386e-84,4.3011120804254978e-83
7.537508714384412e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679962573,0.11866996602959533,0.022821567693048907,0.0,6.1748898170303874e-46,2.8299678222638975e-26,8.0255347360986963e-59,1.7559759797551182e-39,9.8502657856418415e-93,6.6524510876891693e-15,4.2278946075167349e-77,6.6524510875871617e-15,1.616147269945534e-52,2.5074018229525544e-50,1.0835249859492701e-77,1.2563443433236802e-78,3.005515145438137e-35,4.6811716906294735e-61,3.6330851223191613e-13,1.0756919328190783e-14,4.3063580081787293e-17,4.3063530262386886e-17,2.4845572055972924e-23,2.6839041535856424e-26,3.0438900618742691e-30,3.1782715583027365e-27,1.3966300011265171e-37,8.5833575622597736e-28,4.7188919841463827e-69,2.1592128151719529e-39,2.8209151154544824e-51,1.9081887170076283e-71,6.3894330681796922e-74,5.1508531115478183e-82,5.5055221936149341e-81
1.5075068546117944e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679925159,0.11866996602922532,0.02282156769304353,0.0,9.8798840857978057e-45,1.1320781963326178e-25,6.6345249094982551e-57,1.404791896680782e-38,3.2541401727724263e-90,1.3304947290517501e-14,2.7058851689216868e-75,1.3304947290109472e-14,2.5858575418247371e-51,4.0118772927188349e-49,1.7903286153480406e-75,2.0758812242828872e-76,2.4044263030897179e-34,1.4979880416994171e-59,7.2661948830191959e-13,2.1513911606875469e-14,8.6127502222666026e-17,8.6127302836998111e-17,9.9275591595744169e-23,2.1449018673535682e-25,3.1574334852337198e-29,1.2713149978725231e-26,1.1173892285640529e-36,3.433360363899326e-27,3.0201176903198541e-67,1.7273800088611983e-38,1.1674653260477386e-49,3.1529356220323431e-69,1.0570713158416457e-71,1.6977621363685698e-79,7.0471314888710915e-79
3.015018820958501e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767985033,0.1186699660284853,0.022821567693032774,0.0,1.5807856975015575e-43,4.5290047241979852e-25,6.1580204225457559e-55,1.123837960363792e-37,1.2069644516779891e-87,2.6609939696209935e-14,1.7317769359803368e-73,2.66099396945778e-14,4.1373895693310914e-50,6.4190262197376254e-48,3.3212768255526839e-73,3.8510113791801571e-74,1.9235466199285125e-33,4.7935825929866929e-58,1.4532414403754573e-12,4.3027896164158352e-14,1.7225549718560721e-16,1.7225469878697446e-16,3.9624834144495346e-22,1.7123622958518682e-24,3.6781636376171299e-28,5.0852721904454174e-26,8.9403942468216092e-36,1.3733475389766921e-26,1.9328838453976137e-65,1.3819073175946433e-37,5.4253334221835595e-48,5.8490770086789607e-67,1.9636172391551043e-69,6.2816320830989532e-77,9.0203684033472351e-77
6.0300427536519135e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679700666,0.11866996602700527,0.02282156769301126,0.0,2.5292586341555776e-42,1.8121452624791938e-24,6.3738517550603022e-53,8.9907214206460991e-37,4.9928762578254841e-85,5.3219924507737839e-14,1.1083405623404472e-71,5.3219924501209327e-14,6.6198372309833101e-49,1.0270444154260033e-46,6.8715191796054171e-71,7.9675068920669617e-72,1.5388393713232952e-32,1.5339497022238959e-56,2.9064853442566566e-12,8.6055865278378191e-14,3.4451209428320698e-16,3.4450889389201449e-16,1.5781961621761128e-21,1.3642221700385639e-23,4.774994643736464e-27,2.0341108758312675e-25,7.1543205821373629e-35,5.4933963476549566e-26,1.2370483130927976e-63,1.1055262307712883e-36,2.8108998625923392e-46,1.2101378793515832e-64,4.0671489420132783e-67,2.5931041944060611e-74,1.1546096516144178e-74
1.206009061903874e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679401345,0.11866996602404523,0.022821567692968232,0.0,4.0468090234296303e-41,7.2528626046867173e-24,7.1564256090829795e-51,7.1925841766181814e-36,2.2410807008252656e-82,1.0643989413136583e-13,7.0933900592982191e-70,1.064398941052518e-13,1.0591750443526621e-47,1.6432661726983925e-45,1.5424529062043555e-68,1.7884694004407026e-69,1.2310720783026755e-31,4.9086438666392078e-55,5.8129731509555465e-12,1.7211180350543416e-13,6.8902775222399422e-16,6.8901489693898079e-16,6.2590431256454659e-21,1.0824117660897137e-22,6.716955015468224e-26,8.1364439815107298e-25,5.7266152071516129e-34,2.1973593014600872e-25,7.9171167236948215e-62,8.844196193295116e-36,1.5792122544193164e-44,2.7163996242175817e-62,9.1363725883419882e-65,1.1622044316154817e-71,1.4779017716175722e-72
2.412018634981239e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727678802696,0.11866996601812513,0.022821567692882176,0.0,6.4748713876828255e-40,2.9044871349981764e-23,8.4273252136705567e-49,5.7540700693388322e-35,1.0552981522355511e-79,2.1287983338091056e-13,4.5397727621521099e-68,2.1287983327645439e-13,1.6946808570089585e-46,2.6292057452050136e-44,3.6319921998667765e-66,4.2112821576421588e-67,9.8485749706995155e-31,1.5707665419323868e-53,1.1625948760099297e-11,3.4422367995401031e-13,1.3780691955528494e-15,1.3780173545129736e-15,2.4616313003348679e-20,8.5190931949373411e-22,9.8996843477550326e-25,3.2545748713482862e-24,4.5862262948356994e-33,8.7894349248366394e-25,5.0669558722472271e-60,7.075327239515966e-35,9.3022009367108653e-43,6.3962579290838279e-60,2.1521585592053285e-62,5.4675175423892032e-69,1.891714714406824e-70
4.824037781135969e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727677605403,0.11866996600628492,0.022821567692710064,0.0,1.0359714310033776e-38,1.1643459828495798e-22,1.0095376116039655e-46,4.6032570058997658e-34,5.0561598159494758e-77,4.2575971188915441e-13,2.9054552820037307e-66,4.2575971147133036e-13,2.7114897316635666e-45,4.2066406997572102e-43,8.7011425592137426e-64,1.0088936343216887e-64,7.8788529486906397e-30,5.0264520358606226e-52,2.3251899961370683e-11,6.8844743282901538e-13,2.7561946521115245e-15,2.7559840766401901e-15,9.5259555958577799e-20,6.6008654872649044e-21,1.4830403873976437e-23,1.3018271507818923e-23,3.6765249773101997e-32,3.5157704708047022e-24,3.242850548622858e-58,5.6602111022841953e-34,5.5725200218646139e-41,1.5323429359970302e-57,5.1566038702198855e-60,4.0648911013816044e-66,2.4213939414841554e-68
9.648076073445429e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727675210819,0.1186699659826045,0.022821567692365839,0.0,1.6575282277036617e-37,4.6760302187973222e-22,1.196414430800761e-44,3.6826057596467229e-33,2.3970107788643884e-74,8.5151946894225708e-13,1.8594912435321105e-64,8.5151946727096531e-13,4.3383830002044491e-44,6.7303698498771315e-42,2.062460163665487e-61,2.3914097512991733e-62,6.3030693761348874e-29,1.6084634161076433e-50,4.6503802295849003e-11,1.3768949384904e-12,5.5126306101434698e-15,5.5117647572849879e-15,3.5760525303962018e-19,4.9663244125206944e-20,2.1963512958950984e-22,5.2072849796986858e-23,2.9522808828141868e-31,1.4063050574436349e-23,2.075421936890834e-56,4.5280865320692083e-33,3.3017274813147691e-39,3.6321393805719504e-55,1.2220639779943843e-57,1.9268367851247915e-63,3.0993806557251629e-66
1.929615265806435e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727670421644,0.11866996593524366,0.022821567691677393,0.0,2.6519614016509931e-36,1.88300611639201e-21,1.3609225153233409e-42,2.9460843093579983e-32,1.0909342433782177e-71,1.7030389831949007e-12,1.1900738842259301e-62,1.703038976509769e-12,6.9414095958869122e-43,1.0767775842525119e-40,4.6929446048450394e-59,5.441423326984296e-60,5.0424340657890148e-28,5.1470739686083592e-49,9.3007606692547815e-11,2.7537899494583769e-12,1.1026338738475952e-14,1.1022715131915028e-14,1.2721321899593141e-18,3.5459757267612041e-19,3.1195805566487867e-21,2.0828948450798996e-22,2.3768531759663371e-30,5.6251945595824744e-23,1.3282666723391828e-54,3.6223369962155452e-32,1.8771901677198518e-37,8.2645053691354094e-53,2.7791253008105185e-55,8.7520669654250398e-61,3.9671972164538226e-64
2.894422924268327e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072766563247,0.11866996588788283,0.022821567690988948,0.0,9.7609333476049002e-36,4.0175214821261695e-21,8.6132708849621992e-42,8.7461871364107312e-32,9.0385494083856351e-71,2.5545584975933296e-12,6.7568860279345596e-62,2.5545584833881061e-12,2.6260756377149766e-42,4.1051129319108277e-40,3.426406052220576e-58,3.9728808521718625e-59,1.4418174801741074e-27,2.4010969999442549e-48,1.3951141081698881e-10,4.1306849600711751e-12,1.6540961334972995e-14,1.6533054587659176e-14,2.500486139052631e-18,9.519053475218157e-19,1.0886768764771102e-20,4.4261233543856846e-22,6.8181416328862696e-30,1.1953500945818983e-22,7.427777248129984e-54,1.0357402733461288e-31,1.0092258850307408e-36,6.0340481595969677e-52,2.0393545081310924e-54,5.7717607390715153e-60,2.5978772692681899e-63
4.824038241192112e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727656054126,0.11866996579316115,0.022821567689612052,0.0,7.5098935122116018e-35,1.1195581125361761e-20,3.2522904325689056e-40,4.0968969634957965e-31,1.0609163656817717e-68,4.2575975269769319e-12,1.816433973102021e-60,4.2575974877029296e-12,2.0725235681239494e-41,3.3752169854619291e-39,2.2674378238436661e-56,2.629047921124333e-57,6.6260085016288941e-27,3.2176157790448844e-47,2.3251901797683941e-10,6.8844749798737269e-12,2.7574298129283061e-14,2.7551290365642442e-14,5.8027432781577252e-18,3.7000046072089153e-18,7.11171428311716e-20,1.2236728072096112e-21,3.1571115674812864e-29,3.3047646092097948e-22,1.709018389996879e-52,4.7595758749257381e-31,2.2029887252187076e-35,3.9929551609436014e-50,1.6433992081276907e-52,1.2064538014495893e-57,1.0388844073985034e-61
6.560692026423517e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727647433616,0.11866996570791165,0.022821567688372846,0.0,2.0682425406721414e-34,2.0022017887424795e-20,1.4672922550037795e-39,9.4540037266654169e-31,5.6785173174411846e-68,5.7903326538951434e-12,7.8871979246193357e-60,5.7903325839595631e-12,5.8161750606349887e-41,9.8430558408937958e-39,1.1250151262681456e-55,1.304426417182071e-56,1.4915017804124815e-26,1.0679029918509556e-46,3.1622586354103314e-10,9.3628859965441711e-12,3.7507832566174372e-14,3.7465729498635655e-14,9.2514314819325792e-18,7.6133308673030875e-18,1.8217907966358021e-19,2.1789749613348416e-21,7.131813064651771e-29,5.884775187738346e-22,6.5317299143745343e-52,1.0713381013468931e-30,8.8494216233930272e-35,1.9811355828348717e-49,9.6407328272330755e-52,9.0601868052745739e-57,4.4612769690433563e-61
8.297345811654922e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727638813106,0.11866996562266215,0.022821567687133639,0.0,4.6581975860207581e-34,3.1366222311912215e-20,4.9136651797254706e-39,1.8203108909540087e-30,2.5155823518044115e-67,7.3230677813118353e-12,2.3882477376248511e-59,7.3230676721434801e-12,1.3316475430951005e-40,2.2521423872426292e-38,4.357408748996198e-55,5.0522970301638431e-56,2.8190233851577338e-26,2.8694643120784051e-46,3.9993270817411229e-10,1.1841297011993025e-11,4.7445297790785174e-14,4.7378080651606183e-14,1.303824014779119e-17,1.3189389757487745e-17,3.8087733443745654e-19,3.4013732432046935e-21,1.3521863074464736e-28,9.1861676721860204e-22,2.037140089735128e-51,2.0248240841633741e-30,2.5213405920438278e-34,7.6732772892466332e-49,3.4973379296925866e-51,3.307239244418858e-56,1.6000739437470631e-60
1.0033999596886328e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727630192596,0.11866996553741264,0.022821567685894432,0.0,8.9527995831197245e-34,4.5096046770690782e-20,1.3221107809973705e-38,3.0949755346899531e-30,8.2416221736107434e-67,8.8558029092011657e-12,6.2001397516180988e-59,8.8558027527018799e-12,2.5967929665625546e-40,4.4534092265155472e-38,1.29634716849183e-54,1.5030749819303104e-55,4.7118718690995926e-26,6.3479324267367459e-46,4.8363955192765504e-10,1.4319708026285573e-11,5.7386591159196457e-14,5.728845987220591e-14,1.7052090428708259e-17,2.040445167341636e-17,6.8594464840619632e-19,4.8760649333925977e-21,2.2659090611441825e-28,1.316897252174332e-21,5.0645193821586995e-51,3.3843003622078484e-30,6.1252929090638192e-34,2.282814240388768e-48,1.0848209542187386e-50,1.2078080937084685e-55,4.4342755200476311e-60
