Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(45),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),H2OX(23),OCX(25),CO2X(24),CHOX(50),CH4OX(57)
9.319604430188325e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19255864673446893,0.099768393722414084,0.099947735116834607,9.6588823925101148e-17,3.3800876153113788e-09,2.0486822788148792e-11,2.508945577792549e-18,1.0360004918374282e-20,1.17668730559587e-36,8.2417447953719828e-18,8.6943206778446933e-55,1.9657482907946492e-18,2.2213610213946545e-36,2.6955046409326096e-15,1.3816097130907551e-35,4.625495139445097e-39,2.6048314062449436e-14,7.1696482108862188e-43,0.0002313315048240213,0.00010444293420121502,5.4507657761992997e-10,9.7589219711621823e-07,3.4355358831571745e-16,4.9282069793575297e-10,2.6884439816062438e-07,4.2853485164382532e-08,3.5708064493088e-08,4.8904634174371393e-09,2.8236031416356205e-17,1.6258102886660919e-18,1.1435360160353631e-18
9.378355532046809e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19255657463704906,0.099766983726808478,0.099947406331207994,9.9835796960188575e-17,3.4673633847887455e-09,2.0840815707111509e-11,2.5725281788556738e-18,1.0425282305656838e-20,1.2191245648648825e-36,8.3712139450499291e-18,9.1638248402805677e-55,1.9891457778487876e-18,2.2910445532311482e-36,2.7401361134028327e-15,1.4240937147755307e-35,4.7676626046595242e-39,2.6479918393714139e-14,7.4519859967597276e-43,0.00023273977150085795,0.00010509916658217329,5.4506471242889248e-10,9.8060236645997731e-07,3.4355340349660181e-16,4.9817344194017288e-10,2.7047565396338211e-07,4.3147044601305893e-08,3.6573769018477477e-08,4.9827954658193759e-09,2.8988943127310108e-17,1.6645231006021971e-18,1.1724124882256065e-18
9.437106633905293e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19255450319716913,0.099765574343941302,0.099947077554350741,1.0316905086465477e-16,3.5561563402144578e-09,2.1198213642142395e-11,2.6373057880431481e-18,1.0490556850592799e-20,1.2627772937940626e-36,8.502383496416325e-18,9.6555920689961819e-55,2.0126547857919873e-18,2.3623219963070392e-36,2.7850702830059857e-15,1.4675854482720962e-35,4.9131998921441318e-39,2.6914457369138447e-14,7.7431438875871199e-43,0.00023414742547946474,0.00010575536878374053,5.4505284471173754e-10,9.8528793040146541e-07,3.4355324509585901e-16,5.0354028480432684e-10,2.7210571532234547e-07,4.3439181369026941e-08,3.7450879528691397e-08,5.0762676551395068e-09,2.975662554232676e-17,1.7038733554420633e-18,1.2017636295889187e-18
9.495857735763776e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19255243241466041,0.099764165573547448,0.099946748786264278,1.0659027249351581e-16,3.6464794538447858e-09,2.1559014847503497e-11,2.7032930739257605e-18,1.0555828552656298e-20,1.3076707116389827e-36,8.6352648970775202e-18,1.0170529603777513e-54,2.0362747155528695e-18,2.4352156294896739e-36,2.8303056692952455e-15,1.5121014318478653e-35,5.062162163897574e-39,2.7351916771274643e-14,8.0433227475955974e-43,0.00023555446702495228,0.00010641154074628451,5.4504097461178554e-10,9.8994881486509453e-07,3.4355311291299384e-16,5.0892092169967645e-10,2.7373457598782256e-07,4.3729921677849928e-08,3.8339407133319959e-08,5.1708865373987271e-09,3.0539265748173884e-17,1.7438662640812318e-18,1.2315926093486674e-18
9.55460883762226e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19255036228935304,0.099762757415361919,0.09994642002694995,1.1010116999314835e-16,3.7383456877128734e-09,2.1923217267627844e-11,2.7705047883146175e-18,1.0621097411355193e-20,1.3538303295167591e-36,8.7698695385707532e-18,1.0709575430999828e-54,2.0600049663303582e-18,2.5097478389634539e-36,2.8758408186580526e-15,1.5576583177235769e-35,5.2146050274336391e-39,2.7792282641424326e-14,8.3527262358369474e-43,0.00023696089640231707,0.00010706768241127721,5.4502910226701663e-10,9.9458494699454034e-07,3.4355300673936053e-16,5.1431504764427472e-10,2.7536222972113657e-07,4.4019290766763114e-08,3.9239362829472255e-08,5.2666586541799344e-09,3.1337051890428118e-17,1.7845070106449095e-18,1.2619025807298864e-18
9.613359939480744e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19254829282107605,0.099761349869119872,0.099946091276409202,1.1370347292107233e-16,3.8317679931544647e-09,2.2290818538369104e-11,2.8389557661182176e-18,1.0686363426229785e-20,1.4012819494724242e-36,8.906208757367509e-18,1.127369910479692e-54,2.083844935623115e-18,2.5859411179687003e-36,2.9216743033111597e-15,1.6042728913697319e-35,5.3705845333997786e-39,2.8235541269936097e-14,8.6715608196015536e-43,0.00023836671387644136,0.00010772379372128915,5.4501722781013736e-10,9.9919625515410364e-07,3.4355292635824976e-16,5.1972235752662492e-10,2.7698867029463309e-07,4.4307312916334352e-08,4.015075749507453e-08,5.3635905365984882e-09,3.2150173166976554e-17,1.825800751763866e-18,1.2926966812420052e-18
9.672111041339227e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19254622400965732,0.099759942934556492,0.099945762534643379,1.1739893236499712e-16,3.9267593103124876e-09,2.266181598828647e-11,2.9086609251989031e-18,1.0751626596851571e-20,1.4500516634716524e-36,9.0442938358388271e-18,1.1863902583871237e-54,2.1077940192589889e-18,2.6638180665354142e-36,2.9678047203104019e-15,1.6519620707840077e-35,5.5301571731321936e-39,2.8681679186644709e-14,9.0000357877993703e-43,0.00023977191971209363,0.00010837987461998261,5.4500535136866124e-10,1.003782668930002e-06,3.4355287154498463e-16,5.2514254612978424e-10,2.7861389149168977e-07,4.4594011463888051e-08,4.1073601881085865e-08,5.4616887052531184e-09,3.2978819821530714e-17,1.8677526158919437e-18,1.3239780329509034e-18
9.730862143197711e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1925441558549236,0.099758536611407142,0.099945433801653924,1.2118932106113282e-16,4.0233325676225403e-09,2.3036206639964414e-11,2.9796352662286927e-18,1.081688692282201e-20,1.5001658523172003e-36,9.1841360031832815e-18,1.2481221084110216e-54,2.1318516114245132e-18,2.7434013912113932e-36,3.0142306905773775e-15,1.7007429057498421e-35,5.6933798761481367e-39,2.9130683151473235e-14,9.3383632643072806e-43,0.00024117651417392805,0.00010903592505210382,5.4499347306499797e-10,1.0083441191315817e-06,3.4355284206708676e-16,5.305753081560851e-10,2.8023788710672338e-07,4.4879408820675491e-08,4.2007906602774504e-08,5.5609596701769953e-09,3.3823183137163786e-17,1.9103677025128983e-18,1.3557497427404619e-18
9.789613245056195e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19254208835670061,0.099757130899407284,0.099945105077442184,1.2507643351176934e-16,4.1215006812812197e-09,2.3413987211366991e-11,3.051893872544494e-18,1.0882144403771294e-20,1.5516511844879937e-36,9.3257464363181966e-18,1.3126723947174072e-54,2.1560171046944093e-18,2.8247139047842191e-36,3.0609508579449957e-15,1.7506325770762537e-35,5.8603100075756539e-39,2.9582540145216711e-14,9.6867582212820017e-43,0.0002425804975264851,0.00010969194496347382,5.4498159301655633e-10,1.0128805377924536e-06,3.4355283768438831e-16,5.3602033825080442e-10,2.8186065094519908e-07,4.5163526490769111e-08,4.2953682130189149e-08,5.6614099307889306e-09,3.4683455429881336e-17,1.9536510814162208e-18,1.3880149025637999e-18
9.848364346914679e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1925400215148127,0.099755725798292491,0.099944776362009602,1.2906208610212875e-16,4.221276554699174e-09,2.3795154117226313e-11,3.1254519100027085e-18,1.0947399039357183e-20,1.6045346149051619e-36,9.4691362607349405e-18,1.3801515525220017e-54,2.1802898900611312e-18,2.9077785259967243e-36,3.1079638882235288e-15,1.8016483958190169e-35,6.0310053655211732e-39,3.0037237360523503e-14,1.0045438492437836e-42,0.00024398387003419115,0.00011034793430097936,5.4496971133585273e-10,1.0173918581715516e-06,3.4355285814913264e-16,5.4147733102595632e-10,2.8348217682363986e-07,4.5446385091430314e-08,4.3910938777949485e-08,5.763045975844751e-09,3.5559830042234366e-17,1.997607792055871e-18,1.4207765896844148e-18
9.907115448773162e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19253795532908333,0.099754321307798446,0.099944447655357524,1.3314811721649505e-16,4.3226730779406028e-09,2.4179703470464945e-11,3.2003246268332091e-18,1.1012650829263824e-20,1.6588433836223814e-36,9.6143165513190274e-18,1.4506736081927781e-54,2.2046693569644245e-18,2.9926182792555917e-36,3.1552684682885848e-15,1.853807802483438e-35,6.205524178375732e-39,3.0494762193087842e-14,1.0414624786288358e-42,0.00024538663196135868,0.00011100389301256229,5.4495782813062703e-10,1.021878014754102e-06,3.435529032061728e-16,5.4694598108507117e-10,2.8510245856963474e-07,4.5728004374717938e-08,4.4879686694471906e-08,5.8658742833888061e-09,3.6452501336982483e-17,2.0422428427672049e-18,1.454037866907447e-18
9.965866550631646e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19253588979933475,0.099752917427660945,0.099944118957487407,1.3733638735362818e-16,4.4257031271509214e-09,2.4567631083651756e-11,3.2765273534927195e-18,1.1077899773200638e-20,1.7146050144379386e-36,9.7612983331359726e-18,1.5243562709991149e-54,2.2291548933209081e-18,3.079256294332798e-36,3.2028633051921696e-15,1.9071283662087733e-35,6.3839251020600806e-39,3.0955102233065029e-14,1.0794540699351198e-42,0.00024678878357218642,0.00011165982104720899,5.44945943503966e-10,1.0263389432525142e-06,3.4355297259310594e-16,5.5242598304668167e-10,2.8672149002184865e-07,4.6008403250121898e-08,4.5859935850737496e-08,5.9699013207056301e-09,3.7361664690814363e-17,2.0875612100338545e-18,1.4878017828013162e-18
9.999999999999999e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19253469006082433,0.099752102075992083,0.099943927993322218,1.3981740282839005e-16,4.4863172366873286e-09,2.4794560564983185e-11,3.321416828326731e-18,1.1115807057607819e-20,1.7476798500983886e-36,9.8475240920984707e-18,1.568664110630928e-54,2.2434290692662831e-18,3.1304266453091493e-36,3.2306479435450748e-15,1.9386470236753749e-35,6.4893794187637327e-39,3.122384050850573e-14,1.1020282852807317e-42,0.00024760313101322712,0.00011204089062304971,5.4493903811250469e-10,1.0289190599778055e-06,3.4355302397340943e-16,5.5561486929472657e-10,2.8766154472477005e-07,4.6170757199168352e-08,4.6434730882528583e-08,6.0308924475196758e-09,3.7897525789436144e-17,2.1142062326838267e-18,1.5076501202699782e-18
1.002461765249013e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19253382492538795,0.099751514157615934,0.09994379026840057,1.416287792414686e-16,4.5303795639741486e-09,2.4958932470490895e-11,3.35407550251758e-18,1.1143145870901205e-20,1.7718473134344726e-36,9.9100925821837255e-18,1.6013210265240037e-54,2.2537458855536739e-18,3.1677158060596986e-36,3.2507471252977973e-15,1.9616277839344148e-35,6.5662672172089965e-39,3.1418245256718588e-14,1.1185412729315018e-42,0.0002481903251307592,0.00011231571835493906,5.4493405755443079e-10,1.0307745806071831e-06,3.4355306604036162e-16,5.5791703156768332e-10,2.8833926503003275e-07,4.6287599808023816e-08,4.6851696028700597e-08,6.0751335442717571e-09,3.8287516488131314e-17,2.1335678378928624e-18,1.5220713719099776e-18
1.0083368754348613e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19253176070706293,0.099750111497399402,0.09994346158809847,1.4602719795114057e-16,4.6367152349614932e-09,2.5353602847343644e-11,3.4329845683758983e-18,1.1208389122122201e-20,1.8305983674442841e-36,1.0060710226112647e-17,1.6816932317557317e-54,2.2784417186219025e-18,3.2580201540135426e-36,3.2989186734404159e-15,2.017323879548111e-35,6.7526100262957165e-39,3.1884179218306644e-14,1.1587470288167706e-42,0.00024959125690104814,0.00011297158488679363,5.449221703761863e-10,1.0351848649872033e-06,3.435531832714289e-16,5.6341882136818757e-10,2.8995577745503348e-07,4.6565611343802249e-08,4.785497680942843e-08,6.1815773997076633e-09,3.9230254114899083e-17,2.1802676371701917e-18,1.556849654956062e-18
1.0142119856207097e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19252969714417847,0.099748709446747505,0.099943132916582453,1.5053357101026138e-16,4.7447229709725654e-09,2.5751637134782596e-11,3.5132701273191083e-18,1.1273629526642352e-20,1.8908865424353493e-36,1.0213162144913981e-17,1.76560221187545e-54,2.3032417760504919e-18,3.35019278219632e-36,3.347376712111709e-15,2.0742346030162829e-35,6.943013450696804e-39,3.2352892242213139e-14,1.2000945715284881e-42,0.0002509915791469106,0.00011362742059482359,5.4491028205913714e-10,1.0395697357909949e-06,3.4355332400301419e-16,5.6893104725485973e-10,2.915710211688034e-07,4.6842454382415877e-08,4.8869787561054595e-08,6.2892393217298853e-09,4.0190075952572289e-17,2.2276654847274191e-18,1.5921396390351699e-18
1.020087095806558e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19252763423655225,0.099747308005396496,0.099942804253853962,1.5514984851556532e-16,4.854415586570502e-09,2.6153029959177909e-11,3.5949478372329101e-18,1.1338867084261442e-20,1.9527404818256979e-36,1.0367459171577803e-17,1.8531813587570107e-54,2.3281454399597088e-18,3.4442572387058318e-36,3.3961200206712134e-15,2.1323780294965263e-35,7.1375378276976229e-39,3.2824372615328225e-14,1.2426074290477715e-42,0.00025239129213209025,0.00011428322543207741,5.4489839268906306e-10,1.0439291336468416e-06,3.435534879451011e-16,5.7445340414369889e-10,2.9318499005441295e-07,4.7118144703312935e-08,4.9896137426621418e-08,6.3981257341032645e-09,4.116718137209482e-17,2.275766222916363e-18,1.6279443178015948e-18
1.0259622059924065e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19252557198400069,0.099745907173082765,0.099942475599914343,1.5987800324485143e-16,4.9658058794122188e-09,2.6557775654315224e-11,3.6780334374876218e-18,1.1404101794799321e-20,2.0161891047254545e-36,1.0523612092721417e-17,1.9445682311954205e-54,2.3531520910948276e-18,3.5402371753989537e-36,3.445147394583489e-15,2.1917723584326055e-35,7.3362439074394932e-39,3.3298608779679806e-14,1.2863094246999089e-42,0.00025379039612021713,0.00011493899935258888,5.448865023477558e-10,1.0482630004133318e-06,3.4355367480120115e-16,5.7998558708497652e-10,2.9479767800606e-07,4.7392697365529021e-08,5.0934035311879529e-08,6.5082430495933415e-09,4.2161770727979036e-17,2.3245746588463158e-18,1.6642666716457459e-18
1.037712426364103e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19252144944338218,0.099743107334513095,0.099941818318407427,1.696779495572564e-16,5.1937305992317703e-09,2.7377301539040282e-11,3.8484916730204898e-18,1.1534562674005736e-20,2.1479874446606871e-36,1.0841528536556073e-17,2.1393368405416949e-54,2.4034718713269496e-18,3.7380386134656961e-36,3.5440495965221901e-15,2.3143871372824223e-35,7.7464462211231143e-39,3.4255302984090711e-14,1.3773776081874975e-42,0.00025658677815926435,0.00011625045426437273,5.4486271905949568e-10,1.0568539142659197e-06,3.4355411603807136e-16,5.9107821213543745e-10,2.9801918673997024e-07,4.7938446498980034e-08,5.3044509505093967e-08,6.732195985705007e-09,4.4204207549953535e-17,2.4243336717423596e-18,1.7384762607988302e-18
1.0494626467357995e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19251732952083206,0.099740309928931709,0.099941161072072848,1.7994965000255843e-16,5.4285991501921241e-09,2.821016367103406e-11,4.0247723728471267e-18,1.1665012163187114e-20,2.2865183572286306e-36,1.1166996863985138e-17,2.3510957704997617e-54,2.4541961363366004e-18,3.9437883731372454e-36,3.6440739764442128e-15,2.442226985330641e-35,8.1741145302676961e-39,3.5222885230709899e-14,1.4734956646212932e-42,0.00025938072737082115,0.00011756178498168417,5.4483893277415826e-10,1.0653420368345174e-06,3.435546452178028e-16,6.0220648637197592e-10,3.0123549874713186e-07,4.8479808800462275e-08,5.5201276180520616e-08,6.9611492104036522e-09,4.6319008706176515e-17,2.526980249434918e-18,1.814791990578208e-18
1.061212867107496e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19251321221484108,0.099737514954233622,0.099940503860921792,1.9070971458877544e-16,5.6705132421068833e-09,2.9056306359672543e-11,4.2070043699739361e-18,1.1795450261533363e-20,2.4320229234981086e-36,1.1500101756295971e-17,2.5811061292621621e-54,2.5053198856123984e-18,4.157679368458197e-36,3.7452114060492683e-15,2.5754418761419337e-35,8.6197493741930727e-39,3.6201267947165894e-14,1.5748649446522268e-42,0.00026217224585984,0.00011887299117101074,5.448151440165028e-10,1.0737269473028293e-06,3.4355525975082982e-16,6.1336797739579143e-10,3.0444656558296914e-07,4.9016881357996516e-08,5.7404396813422835e-08,7.1951536250167205e-09,4.8507811856046265e-17,2.6325515113896111e-18,1.8932372429280018e-18
1.0729630874791926e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19250909752388171,0.099734722408315671,0.099939846684965389,2.019751267448253e-16,5.9195742550589169e-09,2.9915669398780115e-11,4.3953177865899929e-18,1.1925876968473459e-20,2.5847464412283383e-36,1.1840927203952336e-17,2.830705925463228e-54,2.5568380994911983e-18,4.3799061386333452e-36,3.8474529503929735e-15,2.7141836790997135e-35,9.0838575852746892e-39,3.719036542190179e-14,1.6816916477780088e-42,0.00026496133572945934,0.00012018407251343213,5.447913532605077e-10,1.0820082445501594e-06,3.4355595695884817e-16,6.2456025718260276e-10,3.0765233898215714e-07,4.9549752104979123e-08,5.9653927946841472e-08,7.4342599503627674e-09,5.0772269855840718e-17,2.7410839499255234e-18,1.9738352020240239e-18
1.0835382858137196e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19250539653659288,0.099732211191859724,0.099939255256705342,2.1256041028742788e-16,6.1499232935744354e-09,3.0700346180940441e-11,4.570108056175406e-18,1.2043251264769469e-20,2.7285758889825235e-36,1.2154340054205499e-17,3.0732654147282844e-54,2.6035375957823493e-18,4.5871994056158472e-36,3.940407115019911e-15,2.843903833368851e-35,9.5177735845920295e-39,3.8089644786646111e-14,1.7826761406142814e-42,0.00026746944187931205,0.00012136393872538173,5.4476994022561011e-10,1.0893725071076119e-06,3.4355665285201376e-16,6.3465763072591473e-10,3.1053296940659835e-07,5.0025809120302147e-08,6.1718229425425362e-08,7.6538595509709075e-09,5.287634515006477e-17,2.8413245901575316e-18,2.0482329349765761e-18
1.0941134841482465e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19250169766508785,0.09972970193948294,0.0999386638569702,2.2358200117162505e-16,6.3862165742145805e-09,3.1495628941050474e-11,4.7500273797889924e-18,1.2160616333612558e-20,2.8786393413386313e-36,1.2474134322101079e-17,3.3339326699265875e-54,2.6505488433651559e-18,4.8015476154277373e-36,4.0342422394826148e-15,2.9783386244746426e-35,9.967446668039708e-39,3.8997474829220447e-14,1.8884093612609505e-42,0.00026997558408015809,0.00012254370335182982,5.4474852620050568e-10,1.096652269302298e-06,3.435574114074048e-16,6.4477621824163191e-10,3.1340923826601831e-07,5.0498579803544154e-08,6.3820198495049308e-08,7.877669353856919e-09,5.5044277853604352e-17,2.9440184960644081e-18,2.12440961315407e-18
1.1036311626493208e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1924983704887766,0.099727445290367395,0.099938131621604073,2.3388535578753995e-16,6.6040233119587155e-09,3.2220407762901727e-11,4.9164206934767531e-18,1.226623700609036e-20,3.0191812536413964e-36,1.2767454747107234e-17,3.5849645605258401e-54,2.6931224595523933e-18,5.0006129207458891e-36,4.1194419618617805e-15,3.1034555757477214e-35,1.0385940479656734e-38,3.982178368110459e-14,1.9877620524757983e-42,0.00027222943414861086,0.00012360540449154453,5.4472925294333155e-10,1.1031315992994939e-06,3.435581459345997e-16,6.5389963184122638e-10,3.1599412232751798e-07,5.0921303343435494e-08,6.5744201016676369e-08,8.0827281473070214e-09,5.7051036597266057e-17,3.0385614078039452e-18,2.1945032658044859e-18
1.113148841150395e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19249504502446929,0.099725190229802946,0.099937599409355649,2.4456256066489108e-16,6.8267572734451962e-09,3.2953693898349086e-11,5.0871191874392202e-18,1.2371850204390948e-20,3.1650626754055588e-36,1.3066035936562563e-17,3.8524742075608163e-54,2.7359429001913327e-18,5.2056168094859443e-36,4.2053458083946558e-15,3.232568413337844e-35,1.0817788200648221e-38,4.0652927910442798e-14,2.0912105356509298e-42,0.00027448169577134221,0.00012466702303952267,5.4470997926179464e-10,1.1095421056314104e-06,3.435589279284701e-16,6.6303752630749819e-10,3.1857542002769585e-07,5.1341435867373086e-08,6.769875714349586e-08,8.2912534406249353e-09,5.911142830763401e-17,3.1351299666603238e-18,2.2660631833580022e-18
1.1226665196514693e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19249172127130992,0.099722936756676234,0.099937067220230894,2.5562355982485898e-16,7.0544714168212649e-09,3.3695444918974936e-11,5.2621950744748001e-18,1.2477455928644978e-20,3.3164235627112333e-36,1.3369920951613519e-17,4.1373821397480451e-54,2.7790074579239502e-18,5.4166664807501244e-36,4.2919493856326467e-15,3.3657621701955227e-35,1.1263273523027428e-38,4.1490865378378992e-14,2.1988762928722128e-42,0.00027673237006170016,0.00012572855885893301,5.4469070531154749e-10,1.1158836222826033e-06,3.4355975578493829e-16,6.7218862657320086e-10,3.2115310614959373e-07,5.1759006782014065e-08,6.9683882942301045e-08,8.5032717460684303e-09,6.122636676241297e-17,3.2337419314997389e-18,2.3391012357495466e-18
1.1321841981525436e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19248839922843453,0.099720684869874662,0.099936535054235748,2.6707846584855837e-16,7.2872185135350095e-09,3.4445616598960109e-11,5.4417211106383435e-18,1.2583054179040776e-20,3.473405491250083e-36,1.3679152582632751e-17,4.4406511015188123e-54,2.8223134193570488e-18,5.6338698016441635e-36,4.3792483480275068e-15,3.5031226132117813e-35,1.1722682571343097e-38,4.2335554405678307e-14,2.3108829863372657e-42,0.00027898145813225449,0.00012679001181843032,5.4467143123494643e-10,1.1221559916656349e-06,3.4356062787285963e-16,6.8135166112947003e-10,3.237271555545674e-07,5.2174043103575022e-08,7.169959164930184e-08,8.7188094947669964e-09,6.3396771908557804e-17,3.334414746472368e-18,2.4136292153251374e-18
1.1417018766536179e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19248507889497132,0.099718434568286413,0.099936002911376123,2.7893756100632456e-16,7.5250511419761646e-09,3.5204162938764295e-11,5.6257705934531917e-18,1.2688644955819387e-20,3.6361516222670457e-36,1.3993773352054712e-17,4.7632875526532753e-54,2.8658580653907751e-18,5.8573353021343264e-36,4.4672383940681927e-15,3.6447362298810284e-35,1.2196303857847198e-38,4.318695373539439e-14,2.4273564718465459e-42,0.00028122896109479724,0.00012785138179205571,5.4465215716208444e-10,1.1283590646069601e-06,3.4356154253554422e-16,6.9052536227299916e-10,3.2629754318247513e-07,5.2586569644667821e-08,7.374589358984337e-08,8.9378930362202531e-09,6.56235698111364e-17,3.4371655346157997e-18,2.4896588376492694e-18
1.1502677873045847e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19248209205567493,0.099716410651296106,0.099935524002588261,2.8996496427943303e-16,7.7434919327450413e-09,3.5893975549880273e-11,5.7953436901905823e-18,1.2783670265215599e-20,3.7876711057560729e-36,1.4281574688770625e-17,5.0710878471684983e-54,2.9052500704788786e-18,6.0638986461567946e-36,4.5470167895465313e-15,3.7758970001879596e-35,1.2634954822629613e-38,4.3958916655429011e-14,2.5361075140655735e-42,0.00028325035941200556,0.00012880654371555983,5.4463481059810073e-10,1.1338824652721022e-06,3.4356240074471627e-16,6.9878976873192574e-10,3.2860774057941287e-07,5.2955716537295541e-08,7.5613728682246814e-08,9.1381215880208344e-09,6.7676674013697679e-17,3.5314317996827208e-18,2.5593790239088902e-18
1.1588336979555515e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19247910659964323,0.099714388016619249,0.099935045112549373,3.0133596485405262e-16,7.9661324762573431e-09,3.6590496976344459e-11,5.9686947798105124e-18,1.2878689521457244e-20,3.9440833337794521e-36,1.4573806082320016e-17,5.3962261918607432e-54,2.9448312136755007e-18,6.2757028388676256e-36,4.6273484306573728e-15,3.9106375049624726e-35,1.3085566886413133e-38,4.4736252268198496e-14,2.648675255111362e-42,0.00028527047550104805,0.00012976163823834387,5.4461746421283849e-10,1.1393495248621471e-06,3.4356329083734573e-16,7.0706087325438267e-10,3.3091493354412427e-07,5.3322864289490533e-08,7.7506353524639041e-08,9.3412626012931712e-09,6.9776894994808446e-17,3.6274068458309543e-18,2.6303334027401988e-18
1.1673996086065183e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19247612252622412,0.099712366663446919,0.099934566241263734,3.1305841549369873e-16,8.1930106764791187e-09,3.7293690096484911e-11,6.1458784139997811e-18,1.2973702724812428e-20,4.1054958213538601e-36,1.4870497984669936e-17,5.7395333479437873e-54,2.984599502204173e-18,6.4928283547183699e-36,4.7082302597292278e-15,4.04902223590037e-35,1.3548355151144246e-38,4.5518931245605079e-14,2.7651560543953547e-42,0.00028728931017080699,0.00013071666527941274,5.4460011807933085e-10,1.1447601520432005e-06,3.4356421155846304e-16,7.1533776053689696e-10,3.3321910397167368e-07,5.3688027073481745e-08,7.9423769322666633e-08,9.5473351132451885e-09,7.1924920369283448e-17,3.7251024650239064e-18,2.7025303580593585e-18
1.1759655192574852e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19247313983476064,0.09971034659097075,0.099934087388735729,3.2514028305598556e-16,8.4241642955101539e-09,3.8003516686375439e-11,6.3269494951846477e-18,1.3068709875573656e-20,4.2720170318789729e-36,1.5171680677816035e-17,6.1018727195284763e-54,3.0245529403592863e-18,6.7153560897331943e-36,4.7896592400420155e-15,4.1911161227436863e-35,1.4023536168625438e-38,4.6306924459865441e-14,2.8856477435499298e-42,0.00028930686422965537,0.00013167162476108605,5.4458277226476378e-10,1.1501142609567829e-06,3.4356516163992676e-16,7.2361951836445151e-10,3.3552023380913974e-07,5.4051218012141617e-08,8.1365975210989188e-08,9.7563581062929054e-09,7.4121441643225205e-17,3.8245302238233883e-18,2.7759782250692085e-18
1.184531429908452e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19247015852459043,0.099708327798382818,0.099933608554969688,3.3758964913110427e-16,8.6596309501756817e-09,3.8719937435068224e-11,6.5119632754434485e-18,1.3163710974055964e-20,4.4437563534074234e-36,1.5477384274848861e-17,6.4841413576860109e-54,3.0646895296977416e-18,6.9433673582202437e-36,4.8716323543774051e-15,4.3369845246371738e-35,1.4511327911495588e-38,4.710020296949929e-14,3.0102496340537884e-42,0.00029132313848545744,0.00013262651660895435,5.4456542683089511e-10,1.1554117712064107e-06,3.4356613980121522e-16,7.3190523774344012e-10,3.3781830505574476e-07,5.4412449254356171e-08,8.3332968225581549e-08,9.9683505077726866e-09,7.6367154186128189e-17,3.925701460275557e-18,2.8506852905653394e-18
