Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),CO2X(24),C2H4(47),COX(50),CH4OX(60),C2H6X(52),C2H4X(210),C2H4X(65),acetyl(43),CHOX(53)
1.8671134331976904e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45142924259097511,0.11780246999304995,0.022808437475147412,2.2374443654153904e-17,3.8686473341544863e-11,1.2649851642969578e-07,4.9667455755662308e-10,1.5515115585578529e-11,5.4475770489223689e-25,1.6500974985492123e-05,2.3641475525112125e-22,1.6052263060288377e-05,3.9304571240689576e-16,2.5060154859340862e-14,6.6901450027067733e-19,8.8652563719756275e-21,1.0717240551601287e-08,5.3729203398313258e-16,0.00085084147625849984,2.6247549790562013e-05,7.9006060985803464e-07,1.4466833155951074e-09,9.3332664121984495e-11,1.9687238156745666e-09,1.6105170140565398e-14,9.0192782156899844e-13,5.2224129951505116e-11,1.5094269343091764e-07,3.0254997107194131e-14,7.1107618150396028e-10,1.6699807848111482e-18,7.4664823776531595e-16,1.5547044328865134e-15,2.8006345916002398e-19,1.5167584882711848e-14,7.8814491942323309e-19,1.5452769609915205e-22,2.0474190162105112e-20,6.5420674108250573e-20
1.87985797515281e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45142357613043815,0.11779687306830619,0.022808350256123284,2.3211381158397225e-17,3.9812963786128861e-11,1.2820923076806874e-07,5.0799964188938904e-10,1.5834612235793794e-11,5.6679209410326227e-25,1.6613669042477569e-05,2.4499371866819552e-22,1.6158986371771794e-05,4.017130823696366e-16,2.5950846893541853e-14,6.9122438396869972e-19,9.1265367891133834e-21,1.0962396686485007e-08,5.5277742868308976e-16,0.00085632425037670472,2.6421705027035162e-05,7.9811046624200821e-07,1.4706074479005484e-09,9.3971768064761068e-11,1.9762790975618928e-09,1.640745241842563e-14,9.0538797591718576e-13,5.3237012350860828e-11,1.5237808490545758e-07,3.0748219439360468e-14,7.2451359997251054e-10,1.7221959417271408e-18,7.6883894321781351e-16,1.5902260962407809e-15,2.9003297471548238e-19,1.5552946226191732e-14,8.1732257814397489e-19,1.5897960542329571e-22,2.1084288912496053e-20,6.7165532367916705e-20
1.8926025171079296e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45141791396688313,0.11779128037553521,0.022808263083699241,2.4074409219175988e-17,4.0965203129082528e-11,1.2993118281004246e-07,5.1950769789863729e-10,1.6158460194975064e-11,5.8956001880464033e-25,1.6726363869340446e-05,2.5382060967681953e-22,1.6265672208192444e-05,4.1050795977877748e-16,2.6867465360138068e-14,7.1401251530163838e-19,9.3937367418549328e-21,1.1211585658923634e-08,5.6859665346136646e-16,0.00086180278621579348,2.6595762577946538e-05,8.0619356344400742e-07,1.4947753837828071e-09,9.4610871679762812e-11,1.9838341894451645e-09,1.6713898707565161e-14,9.0884806794866626e-13,5.426379223064794e-11,1.5381880742874544e-07,3.1246318665789005e-14,7.3810446517863948e-10,1.7757262559766306e-18,7.9152342305581203e-16,1.6263225364040569e-15,3.0029309191954654e-19,1.5945220528597505e-14,8.4736076924018133e-19,1.6352742320816848e-22,2.1708421833488693e-20,6.8945772195300603e-20
1.905347059063049e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45141225609766206,0.1177856919114607,0.022808175958138159,2.4964183049979009e-17,4.2143623054186224e-11,1.31664368541274e-07,5.3120050589649469e-10,1.6486688761556756e-11,6.130807111702309e-25,1.6839059465063698e-05,2.6290078126495894e-22,1.6372320591343554e-05,4.1943129219061862e-16,2.7810599744188416e-14,7.3738983028169584e-19,9.6669510373587871e-21,1.1464848238481362e-08,5.8475450399727246e-16,0.00086727708705327047,2.6769721873677656e-05,8.1430984200633083e-07,1.5191880133156712e-09,9.5249974966165999e-11,1.9913890900303554e-09,1.7024550700207588e-14,9.1230809801541265e-13,5.5304582938213597e-11,1.5526485884991693e-07,3.1749313024055614e-14,7.5184931132887017e-10,1.8305969862117999e-18,8.1470900640693339e-16,1.6629993475001261e-15,3.1085042572366191e-19,1.6344478988232541e-14,8.7827844420226395e-19,1.6817252533625004e-22,2.2346818309442692e-20,7.076189952065886e-20
1.918091601018169e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45140660252012876,0.11778010767280891,0.022808088879702267,2.5881370410114786e-17,4.3348659906507969e-11,1.3340878397522342e-07,5.430798524664367e-10,1.6819327231401097e-11,6.3737377293621574e-25,1.6951755828634205e-05,2.7223966329153258e-22,1.6478931542997278e-05,4.2848402739574802e-16,2.8780849197831677e-14,7.6136739349622952e-19,9.9462753912079399e-21,1.1722225339546595e-08,6.0125581070821358e-16,0.00087274715616410465,2.6943582345729831e-05,8.2245924229943655e-07,1.5438462209736198e-09,9.5889077923196347e-11,1.9989437980260792e-09,1.73394504205837e-14,9.1576806628430701e-13,5.6359496277985186e-11,1.5671623701259014e-07,3.2257220672549393e-14,7.6574866819498524e-10,1.8868337224297e-18,8.3840307730522611e-16,1.7002621432376762e-15,3.217116996294379e-19,1.6750792946583935e-14,9.1009483111305385e-19,1.7291629777996057e-22,2.2999710268285099e-20,7.2614401674902512e-20
1.9308361429732884e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45140095323163881,0.11777452765630858,0.022808001848653166,2.6826651768706569e-17,4.4580754714278568e-11,1.3516442515314177e-07,5.5514753044074608e-10,1.7156404897799529e-11,6.6245917984762814e-25,1.7064452959042901e-05,2.818427630407789e-22,1.6585505084904695e-05,4.376671134188533e-16,2.977882263689441e-14,7.8595639866008559e-19,1.0231806430436069e-20,1.198375802036657e-08,6.1810543875749954e-16,0.00087821299682072987,2.7117343426731563e-05,8.3064170452098044e-07,1.5687508856183674e-09,9.6528180550129247e-11,2.006498312143604e-09,1.7658640223900825e-14,9.192279729098442e-13,5.7428644390870041e-11,1.5817293975301021e-07,3.2770059720829583e-14,7.7980306114972151e-10,1.944462387509581e-18,8.6261307470357454e-16,1.7381165568383792e-15,3.3288374677271097e-19,1.7164233886271483e-14,9.4282943663284107e-19,1.7776013630720648e-22,2.3667332493514477e-20,7.4503783671705203e-20
1.943580684928408e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45139530822954888,0.11776895185869106,0.022807914865251824,2.7800720469733564e-17,4.5840353210672398e-11,1.3693128814405869e-07,5.6740533887775355e-10,1.7497951051474077e-11,6.8835728660569385e-25,1.7177150855284677e-05,2.9171566577672125e-22,1.669204123879578e-05,4.4698149851853613e-16,3.0805138837792005e-14,8.1116816916543446e-19,1.0523641696541762e-20,1.2249487482079712e-08,6.3530828806214669e-16,0.00088367461229304752,2.7291004550445924e-05,8.388571686946661e-07,1.593902880483016e-09,9.7167282846289603e-11,2.0140526310968721e-09,1.7982162800222435e-14,9.2268781832424547e-13,5.8512141823926718e-11,1.596349648980042e-07,3.328784824758679e-14,7.9401301120220796e-10,2.0035092403304453e-18,8.8734649248610022e-16,1.7765682409647109e-15,3.4437351101086212e-19,1.7584873429024047e-14,9.7650204798374237e-19,1.8270544655351432e-22,2.4349921326975212e-20,7.6430568240027669e-20
1.957334858844537e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45138922083241978,0.11776293907199152,0.022807821044720695,2.8885067886355426e-17,4.7231115167810052e-11,1.3885070934972395e-07,5.8084961946118704e-10,1.7871601974511052e-11,7.1724277499128669e-25,1.7298777619611867e-05,3.0267994192617405e-22,1.6806975341737477e-05,4.5718218182524296e-16,3.1945284539997948e-14,8.3908915099605779e-19,1.0845782920000106e-20,1.2541024498723798e-08,6.5427594657960008e-16,0.0008895641641853961,2.7478310436031109e-05,8.4776042586873612e-07,1.6213259306692829e-09,9.7857014923257324e-11,2.022205188292119e-09,1.8336225867774926e-14,9.2642168674649619e-13,5.9697703539242011e-11,1.6121878181231866e-07,3.3852230238845365e-14,8.0952380908086195e-10,2.0688556269376054e-18,9.1463526570271934e-16,1.818742747094176e-15,3.5713809940691173e-19,1.8046995595140709e-14,1.0139177605867973e-18,1.8815800668900067e-22,2.5103652384092353e-20,7.8552528879725878e-20
1.971089032760666e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4513831384213407,0.11775693119119181,0.022807727280315271,3.0004672556523059e-17,4.8655008311917864e-11,1.4078319138045446e-07,5.9451972828611451e-10,1.8250528346252498e-11,7.4712556335054433e-25,1.7420405273499184e-05,3.1397228299762557e-22,1.6921865950750847e-05,4.6753808872702753e-16,3.3119977464083462e-14,8.6776338872690379e-19,1.1175506442364202e-20,1.2837549886130047e-08,6.7366700436160653e-16,0.00089544880284136183,2.7665498532652734e-05,8.5670197511153238e-07,1.6490391442313835e-09,9.8546746613518458e-11,2.0303575150717945e-09,1.8695440037160914e-14,9.3015548443217105e-13,6.0900251956694828e-11,1.6280879253849243e-07,3.4422420491472284e-14,8.2521703258717122e-10,2.1359186591107245e-18,9.4255202946882439e-16,1.8616266660954123e-15,3.7028997458023305e-19,1.8517676056815383e-14,1.052474964409057e-18,1.9373219424002569e-22,2.5875396975579388e-20,8.071928660562448e-20
1.9848432066767952e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45137706099299568,0.11775092821219309,0.022807633572361052,3.1160457829163517e-17,5.0112611544004096e-11,1.4272872940386719e-07,6.0841795096986671e-10,1.8634766974697463e-11,7.780327590504706e-25,1.7542033815698989e-05,3.2560001979501215e-22,1.703671309306738e-05,4.7805041208829297e-16,3.433003484966851e-14,8.9720562850100676e-19,1.1512938481285936e-20,1.3139115985912072e-08,6.9348775685004849e-16,0.0009013285323612566,2.7852568133065482e-05,8.6568174036945678e-07,1.6770435966361885e-09,9.9236477916417904e-11,2.0385096098299428e-09,1.9059860294001776e-14,9.3388921175576699e-13,6.2119930205496104e-11,1.6440499431844077e-07,3.4998441489796446e-14,8.4109331979965069e-10,2.2047326754612519e-18,9.7110641894941316e-16,1.9052271789195494e-15,3.8383830778653891e-19,1.8997005370978714e-14,1.092199647692691e-18,1.9942981515400049e-22,2.6665461548314622e-20,8.2931494372071519e-20
1.9985973805929243e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45137098854407054,0.1177449301309,0.022807539921182611,3.2353365464503712e-17,5.1604510269220142e-11,1.4468731862518749e-07,6.2254658144719017e-10,1.9024354664366687e-11,8.0999200924236546e-25,1.7663663244969152e-05,3.3757059203633458e-22,1.7151516795889878e-05,4.8872034508972111e-16,3.5576287863735611e-14,9.2743079542964267e-19,1.185820651176846e-20,1.344577532803346e-08,7.1374454667644313e-16,0.00090720335684196741,2.803951853160438e-05,8.7469964536112101e-07,1.7053403556382644e-09,9.9926208831367393e-11,2.046661470964322e-09,1.9429542087640101e-14,9.3762286909757705e-13,6.3356881730714284e-11,1.6600738438439028e-07,3.5580315642799842e-14,8.5715330307352243e-10,2.2753324811629068e-18,1.0003081438971638e-15,1.9495514924804237e-15,3.9779242666286775e-19,1.9485074272246805e-14,1.1331181904650578e-18,2.0525268885897969e-22,2.7474155621119704e-20,8.5189810039453933e-20
2.0123515545090534e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45136492107125353,0.11773893694322052,0.022807446327103662,3.3584355883316805e-17,5.3131296428061799e-11,1.4665895428722787e-07,6.3690792193657029e-10,1.9419328216304466e-11,8.4303150773916513e-25,1.7785293560073023e-05,3.4989154916616407e-22,1.7266277086392449e-05,4.9954908122800544e-16,3.6859581744647864e-14,9.5845399437170804e-19,1.2211439270483085e-20,1.375758062937433e-08,7.3444376367331559e-16,0.0009130732803769604,2.8226349024195288e-05,8.8375561357868459e-07,1.7339304812602358e-09,1.0061593935784538e-10,2.0548130968764271e-09,1.9804541332621283e-14,9.4135645685573846e-13,6.4611250326684341e-11,1.6761595995888184e-07,3.6168065283816698e-14,8.733976090906937e-10,2.3477533510295575e-18,1.0301669886705079e-15,1.9946068395473166e-15,4.1216181684333937e-19,1.9981973670159028e-14,1.1752573674387671e-18,2.1120264825851861e-22,2.830179200233589e-20,8.7494898061239231e-20
2.0398599023413116e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45135280104070608,0.11772696523235177,0.022807259311534545,3.616452156790727e-17,5.6291931671093437e-11,1.5064134609252365e-07,6.6633798304120045e-10,2.022558009379112e-11,9.1246679941272336e-25,1.8028556842862769e-05,3.7561536937900496e-22,1.7495667538990553e-05,5.2168773848037485e-16,3.9540744285621934e-14,1.0229558110956723e-18,1.2942320253343586e-20,1.4396840903185126e-08,7.7719527458177607e-16,0.00092479844096656405,2.8599647483253857e-05,9.0198143253624818e-07,1.7919950336821021e-09,1.0199539924363339e-10,2.071115636658612e-09,2.0570718174243077e-14,9.4882342528485038e-13,6.7172815577131295e-11,1.7085165647552448e-07,3.7361279982536943e-14,9.0644166801213343e-10,2.4982017474948954e-18,1.0918955482647605e-15,2.0869396939070407e-15,4.4218515337931554e-19,2.1002628452499888e-14,1.2633067136570472e-18,2.2349122321678518e-22,3.0015158652609613e-20,9.2248073031625512e-20
2.0673682501735697e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45134070087489891,0.11771501304691925,0.022807072528225277,3.8909021032952987e-17,5.9599384679902681e-11,1.546758675131599e-07,6.9672671642063853e-10,2.1053816946049627e-11,9.8657537983671874e-25,1.8271823654285196e-05,4.0283410140672072e-22,1.7724884667679731e-05,5.4447593812906684e-16,4.2380571307461103e-14,1.0908355417736491e-18,1.370663671935221e-20,1.5057322226033135e-08,8.2179435268731679e-16,0.00093650404680947047,2.8972457909863564e-05,9.2035858070318357e-07,1.8512455787295593e-09,1.0337485757094001e-10,2.087417216464048e-09,2.1358847526779801e-14,9.5629012052828648e-13,6.980578296971099e-11,1.741120614567032e-07,3.8578262725781122e-14,9.4023039842718523e-10,2.6563695648996886e-18,1.1563718654004774e-15,2.1822841171670041e-15,4.739874241146047e-19,2.2059700390376812e-14,1.3565698878871933e-18,2.363104731016784e-22,3.1808127431766894e-20,9.7196435850561115e-20
2.094876598005828e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45132862054741008,0.11770308035430993,0.022806885979732894,4.1826235207264815e-17,6.3058629398667739e-11,1.5876248184248539e-07,7.2809283458027566e-10,2.1904333056460266e-11,1.0656031851373399e-24,1.8515093984645771e-05,4.3161217387362834e-22,1.795392868881767e-05,5.6792323949696793e-16,4.5386346074786233e-14,1.1622205744746672e-18,1.450546441764535e-20,1.5739452914992377e-08,8.6829381704415846e-16,0.00094819013053052043,2.9344774729768178e-05,9.3888643800630114e-07,1.9116903163335536e-09,1.0475431433798469e-10,2.103717823641518e-09,2.2169393689627e-14,9.6375654632147526e-13,7.251131474958771e-11,1.7739715233849015e-07,3.9819189422643907e-14,9.7476861456089372e-10,2.8225562002742951e-18,1.223676902592104e-15,2.2806988912692649e-15,5.0765036791217814e-19,2.3153922784677328e-14,1.4552755920607075e-18,2.4967554692635909e-22,3.368331545294905e-20,1.0234548639456067e-19
2.122384945838086e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.451316560031849,0.11769116712196519,0.0228066996685997,4.4924868046524398e-17,6.6674747280366194e-11,1.6290115297300488e-07,7.6045517929888989e-10,2.2777422652944393e-11,1.1498055673131276e-24,1.875836782433884e-05,4.6201584908270048e-22,1.8182799818301148e-05,5.9203920693779934e-16,4.8565590964757027e-14,1.2372412462404393e-18,1.5339899691592973e-20,1.6443664139088538e-08,9.167472430110137e-16,0.00095985672470008372,2.9716592395161731e-05,9.5756438088308004e-07,1.9733373209624542e-09,1.0613376954404515e-10,2.1200174456017482e-09,2.3002828623172147e-14,9.7122270665276337e-13,7.529057828828099e-11,1.8070690640598766e-07,4.108423474281331e-14,1.0100610445318889e-09,2.9970688383482917e-18,1.2938928177757379e-15,2.3822432014444339e-15,5.4325840830441592e-19,2.4286031483266037e-14,1.5596591211146977e-18,2.6360180972388634e-22,3.5643391629707594e-20,1.077008081224545e-19
2.1774016415026023e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45129249833110635,0.11766739890810621,0.022806327768505798,5.1702871077550428e-17,7.4398471619542148e-11,1.7133452419830038e-07,8.2824455526487362e-10,2.4592498938825054e-11,1.3348039249231401e-24,1.9244925993746048e-05,5.2797438159146028e-22,1.8640024263584602e-05,6.4231542255751248e-16,5.5475804523038615e-14,1.3987257408236917e-18,1.7120082106148596e-20,1.7920066848156102e-08,1.0197340648989694e-15,0.00098313157439442671,3.0458708205384221e-05,9.9536801193316003e-07,2.1002697986202989e-09,1.0889267527559616e-10,2.1526136838273278e-09,2.4740291363420771e-14,9.8615424816388848e-13,8.1074995119912592e-11,1.8740031249150679e-07,4.368737368373159e-14,1.0829270368932204e-09,3.3723403336597029e-18,1.44339189441505e-15,2.5949591662833122e-15,6.2066121420528904e-19,2.666686345257299e-14,1.7864343536729451e-18,2.9320044296509236e-22,3.9829144361569376e-20,1.1905301508747045e-19
2.226916667600667e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45127091029312055,0.11764607374422016,0.022805993895388246,5.8517754671866574e-17,8.1939541811146289e-11,1.7910224256784593e-07,8.9285371690410895e-10,2.630621947928087e-11,1.5217620830871549e-24,1.968284025359641e-05,5.9359983002472683e-22,1.905093713130459e-05,6.8994690689128166e-16,6.2368791759729421e-14,1.557864420458509e-18,1.8855449042520501e-20,1.9328726943468902e-08,1.1196577189529121e-15,0.0010040126104871765,3.1124850223553286e-05,1.029898247123879e-06,2.2186991971318049e-09,1.1137568510973188e-10,2.1819468037848754e-09,2.6387181413067444e-14,9.9959177292904772e-13,8.6544945143802684e-11,1.9350849514289682e-07,4.611441103410943e-14,1.1511315636493855e-09,3.7418038649277445e-18,1.5887449703704189e-15,2.7977084269955137e-15,6.9787974724025354e-19,2.8946614809687745e-14,2.0124489615936306e-18,3.2191704696252284e-22,4.3914483514547586e-20,1.3003316557269163e-19
2.2764316936987315e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45124938603676795,0.1176248111277159,0.022805660830165875,6.6071455078158801e-17,9.0072922076122122e-11,1.8703809072208325e-07,9.6098947135740062e-10,2.8097651417701888e-11,1.7299117950824193e-24,2.0120765738391979e-05,6.6560930620297174e-22,1.9461293166575026e-05,7.398938431933246e-16,6.9952239431392135e-14,1.7309468230345326e-18,2.0724190080139811e-20,2.0815758914627713e-08,1.2267800181112786e-15,0.001024831004487529,3.17892899446023e-05,1.0649049072573425e-06,2.3411437249964257e-09,1.1385868992306459e-10,2.2112765387552463e-09,2.8115928346413511e-14,1.0130285114682624e-12,9.2272164059980343e-11,1.9969622649204662e-07,4.8622251654647472e-14,1.2218494963631242e-09,4.1433862106013682e-18,1.744861709342557e-15,3.0115358933293133e-15,7.8284166514670147e-19,3.136066997539258e-14,2.2608301444123774e-18,3.5270074219823207e-22,4.8318764208492719e-20,1.4177226900959623e-19
2.325946719796796e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45122792540923246,0.11760361087066627,0.022805328587115779,7.4427535131142181e-17,9.8832259039025219e-11,1.9514187962754638e-07,1.0327662316601464e-09,2.9968508692391796e-11,1.9611132849964806e-24,2.0558702395367054e-05,7.444589888289038e-22,1.9871093611778695e-05,7.9221219159762389e-16,7.8279290091625194e-14,1.9188427448568354e-18,2.2733461011143872e-20,2.2383774275914224e-08,1.3414408081311444e-15,0.0010455869443883039,3.2451996012226395e-05,1.1003842355721826e-06,2.4676458688733021e-09,1.1634168974920211e-10,2.2406028176489335e-09,2.9929570440335367e-14,1.0264644965378804e-12,9.8263631288208402e-11,2.0596336877993308e-07,5.1211868319387921e-14,1.2951054893791714e-09,4.5791718697016465e-18,1.9122645564358266e-15,3.2368008497509609e-15,8.7614342110607234e-19,3.3913402582372118e-14,2.5332007168023967e-18,3.8564895922799634e-22,5.3059463815378617e-20,1.5430588862363485e-19
2.3754617458948607e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4512065282579964,0.11758247278570798,0.022804997180350048,8.365363867676251e-17,1.082524017441892e-10,2.0341342646302985e-07,1.1082996784899843e-09,3.192050466313295e-11,2.2173443904215419e-24,2.0996650172712893e-05,8.3062638572389234e-22,2.0280339704424071e-05,8.469579644014035e-16,8.7405978274006867e-14,2.1224547369530108e-18,2.4890644101119726e-20,2.4035410715734477e-08,1.4639879028288133e-15,0.0010662806176177466,3.3112937372825239e-05,1.1363324423585323e-06,2.5982467602729703e-09,1.1882468463258182e-10,2.2699255700810502e-09,3.183123151980584e-14,1.0398997637579655e-12,1.0452637155299267e-10,2.1230978276833988e-07,5.3884220155572601e-14,1.3709234073828526e-09,5.05133380174645e-18,2.0914885513804496e-15,3.4738665299912567e-15,9.7841393300694985e-19,3.6609207257313312e-14,2.8312600695474276e-18,4.2086140277733779e-22,5.8154628514887736e-20,1.6767045252551028e-19
2.4249767719929253e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45118519443083221,0.11756139668603977,0.022804666623813415,9.3821661498335248e-17,1.1836941816419803e-10,2.1185255459751661e-07,1.1877067385182207e-09,3.3955352111931874e-11,2.5007051969561428e-24,2.1434609019582857e-05,9.2461082726985752e-22,2.0689032677137981e-05,9.0418722591690734e-16,9.7391322790780378e-14,2.3427185012148166e-18,2.7203350409266006e-20,2.5773331192270101e-08,1.5947770908189465e-15,0.0010869122110412294,3.3772083281121665e-05,1.1727457058524943e-06,2.7329861683139091e-09,1.2130767462839697e-10,2.2992447263835364e-09,3.3824122031412066e-14,1.0533343516589931e-12,1.1106745286620688e-10,2.1873532776543858e-07,5.6640252507401473e-14,1.4493263505645841e-09,5.5621348745790183e-18,2.2830813392397339e-15,3.7231000482852571e-15,1.090315618082986e-18,3.9452498433339531e-14,3.1567859080858065e-18,4.5844005326872018e-22,6.3622878875842961e-20,1.8190324947349765e-19
2.47449179809099e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45116392377579456,0.11754038238542075,0.022804336931281022,1.0500792499763095e-16,1.2922061129863267e-10,2.2045909356661194e-07,1.2711055625920683e-09,3.6074763243723431e-11,2.8134227450082292e-24,2.1872578886097122e-05,1.0269339601776473e-21,2.1097173757658758e-05,9.6395609232539935e-16,1.0829741967802715e-13,2.5806032748601502e-18,2.9679422062332943e-20,2.7600223024985775e-08,1.7341721422333993e-15,0.0011074819109629435,3.4429403305653175e-05,1.2096201731386039e-06,2.8719024932344215e-09,1.2379065980252059e-10,2.3285602176170984e-09,3.5911540049238661e-14,1.0667683017270935e-12,1.178939845091043e-10,2.2523986165157363e-07,5.948089680692455e-14,1.5303366790742846e-09,6.1139292486167889e-18,2.4876031810845964e-15,3.9848723301036926e-15,1.2125454346340729e-18,4.2447709223800578e-14,3.5116359887311674e-18,4.9848916834932008e-22,6.9483415412366933e-20,1.9704242362973137e-19
2.5240068241890545e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45114271614121176,0.11751942969816871,0.022804008116356099,1.1729335244320373e-16,1.4084453486001696e-10,2.2923287904750982e-07,1.3586155037607225e-09,3.8280449687037725e-11,3.1578558061591366e-24,2.2310559723347279e-05,1.1381402415729507e-21,2.1504764168829936e-05,1.0263207315335487e-15,1.201895357253673e-13,2.8371122033182306e-18,3.2326934483082274e-20,2.9518796982597317e-08,1.8825448154205539e-15,0.0011279899031275875,3.5084867334136734e-05,1.246951961059633e-06,3.0150327605819873e-09,1.2627364023142676e-10,2.3578719755828927e-09,3.8096872231741325e-14,1.0802016584478598e-12,1.2501311501818821e-10,2.318232409052334e-07,6.2407070449217013e-14,1.6139760367982936e-09,6.7091636988555229e-18,2.7056269646365776e-15,4.2595580424100116e-15,1.3458359301986847e-18,4.5599290353188329e-14,3.8977498526215543e-18,5.4111528440813291e-22,7.5756024467698785e-20,2.1312696994232118e-19
2.573521850287119e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45112157137567849,0.11749853843915845,0.022803680192467909,1.3076364774008877e-16,1.532810085288441e-10,2.3817375283245495e-07,1.4503570951487795e-09,4.057412249463123e-11,3.536499729655062e-24,2.2748551483400548e-05,1.2587974334056489e-21,2.19118051285944e-05,1.091337363032246e-15,1.3313620256755128e-13,3.1132827013189681e-18,3.5154198572006308e-20,3.1531786367801768e-08,2.0402748636249959e-15,0.0011484363727220521,3.5738445578702396e-05,1.2847371571335499e-06,3.1624126160679135e-09,1.2875661600210881e-10,2.3871799328339393e-09,4.0383594718508166e-14,1.0936344693492411e-12,1.3243203017410386e-10,2.3848532062920379e-07,6.541967667321085e-14,1.7002653744585139e-09,7.3503788745121287e-18,2.9377382148790734e-15,4.5475355234576047e-15,1.4909562958760586e-18,4.8911709143986564e-14,4.3171505573463744e-18,5.8642721809595725e-22,8.2461083360303373e-20,2.3019672826752752e-19
2.6230368763851837e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45110048932804786,0.11747770842382005,0.022803353172869596,1.45509476553185e-16,1.6657113277193579e-10,2.4728156280071774e-07,1.5464520276886602e-09,4.2957492144086022e-11,3.9519913565303525e-24,2.3186554119303771e-05,1.389497097176282e-21,2.2318297849989029e-05,1.1590622577578896e-15,1.4720931128123138e-13,3.4101868023175373e-18,3.8169762842679668e-20,3.3641946099310425e-08,2.2077500416481774e-15,0.001168821504377097,3.6390108580996037e-05,1.3229718204769561e-06,3.3140763211376624e-09,1.3123958721199546e-10,2.4164840226862385e-09,4.2775273951945895e-14,1.1070667850428517e-12,1.4015795099224223e-10,2.452259545768932e-07,6.8519604450327776e-14,1.7892249720621149e-09,8.0402104929953975e-18,3.1845351046378075e-15,4.8491867121683735e-15,1.6487134261242038e-18,5.2389448555560981e-14,4.7719464062850343e-18,6.3453606784922209e-22,8.9619565354222962e-20,2.4829237610580809e-19
2.6725519024832483e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45107946984742364,0.11745693946813725,0.022803027070636198,1.616266496531289e-16,1.8075730321438069e-10,2.5655616288908286e-07,1.6470231277210732e-09,4.5432268538379842e-11,4.4071140000001799e-24,2.3624567585087162e-05,1.5308550889775503e-21,2.2724243541139954e-05,1.2295517379561988e-15,1.6248420744133368e-13,3.728931496280612e-18,4.1382415510570487e-20,3.5852051791655345e-08,2.3853661124904606e-15,0.0011891454821690193,3.7039827217148989e-05,1.3616519827345047e-06,3.4700567492570501e-09,1.3372255396886447e-10,2.4457841792296155e-09,4.5275567445840329e-14,1.1204986592635989e-12,1.4819813172051723e-10,2.5204499517881362e-07,7.170772837720612e-14,1.8808744607202695e-09,8.7813904647011209e-18,3.4466284651311632e-15,5.1648970771146321e-15,1.8199529835921301e-18,5.6037006272213422e-14,5.2643326756622969e-18,6.8555521540042136e-22,9.7253045182974664e-20,2.674554223961628e-19
