Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(45),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),CO2X(24),COX(47),CH4OX(57),C2H6X(49),CHOX(50)
1.7308084104197847e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17321496744071266,0.096763382893662528,0.091769663810296651,1.2736085358736975e-07,9.6877113732194562e-06,1.9299315732575429e-13,1.0545855259110053e-06,2.9820904307868651e-09,2.6086955741258035e-29,2.1932203103460101e-10,9.8397752928367555e-31,1.5754174783032968e-18,4.8710851455732048e-22,3.5542547817544244e-09,7.0859139201382135e-26,9.1615310922681243e-24,7.588395332392622e-14,2.8564530302626991e-26,0.0032309156295737568,0.016443911734989238,1.8493556091319948e-07,4.5593649113745952e-08,4.0444243450565554e-09,1.3961761457315381e-06,1.1742717368176099e-13,9.8266202400176169e-11,6.5627053078828949e-09,4.3166587779211191e-06,1.2995262595673515e-10,1.1959839900070983e-09,1.8700706668338737e-10,1.212172681885267e-11,1.1712759509200104e-14
1.7333980135320608e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17319385298564738,0.096763753518878545,0.091758896872147847,1.2800976331320179e-07,9.7158903460294242e-06,1.9312574513965421e-13,1.0582982214358337e-06,2.9938212628946219e-09,2.6184582926894323e-29,2.1988172723021433e-10,9.9583618830979995e-31,1.5759414200307295e-18,4.9092503567180175e-22,3.5669302359608544e-09,7.1162240290963076e-26,9.2091075597479907e-24,7.6044258266003102e-14,2.8834279412617781e-26,0.0032305292079182479,0.016465398149044692,1.8514037989922362e-07,4.5636904042422874e-08,4.0432702792000359e-09,1.3991986197445369e-06,1.1755859336251173e-13,9.8241771414973555e-11,6.5620670674568198e-09,4.3278472983039744e-06,1.3041539686988971e-10,1.2000672184182541e-09,1.8782767557524861e-10,1.2168708297305331e-11,1.1741194816469493e-14
1.7359876166443369e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1731727462168435,0.09676412399053122,0.091748133821223654,1.2866097883392558e-07,9.7441047968764094e-06,1.9325812135710969e-13,1.0620173056796583e-06,3.0055780738897256e-09,2.6282419019380299e-29,2.2044186369870658e-10,1.0078181578304182e-30,1.576463346839186e-18,4.9476520082722965e-22,3.5796312545951607e-09,7.1466144576102228e-26,9.256852201474361e-24,7.6204654440903499e-14,2.9106140309825073e-26,0.0032301429211297858,0.016486876730005744,1.8534502256779871e-07,4.5680152241280027e-08,4.0421182168339836e-09,1.4022231407422446e-06,1.1768990336734349e-13,9.8217379836978609e-11,6.5614285961751244e-09,4.3390459093599533e-06,1.3087910357400653e-10,1.2041567853752848e-09,1.8865046298688547e-10,1.2215787850096802e-11,1.1769652391935948e-14
1.738577219756613e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1731516471296031,0.096764494308642424,0.091737374655177617,1.2931450479252896e-07,9.7723547043485742e-06,1.9339028646167895e-13,1.0657427756915851e-06,3.0173608701370431e-09,2.6380464117373625e-29,2.2100243958470283e-10,1.0199245119745023e-30,1.5769832657990497e-18,4.9862911663752987e-22,3.592357849500107e-09,7.177085270561224e-26,9.3047653177936914e-24,7.6365141768940114e-14,2.9380126058363674e-26,0.0032297567691981941,0.016508347482596157,1.8554948910718965e-07,4.5723393748759273e-08,4.040968151143354e-09,1.405249706426807e-06,1.1782110381007953e-13,9.8193027545527987e-11,6.5607898962700623e-09,4.3502545975029301e-06,1.3134374649169954e-10,1.2082526853750016e-09,1.8947543052660979e-10,1.226296547227081e-11,1.1798132212973786e-14
1.741166822868889e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17313055571923486,0.096764864473235651,0.091726619371665818,1.2997034583460329e-07,9.8006400470555009e-06,1.9352224093498959e-13,1.0694746285131257e-06,3.0291696579375707e-09,2.6478718319290098e-29,2.215634540344711e-10,1.0321563344367717e-30,1.5775011839484875e-18,5.0251689008728382e-22,3.6051100325005568e-09,7.2076365325873177e-26,9.3528472089300133e-24,7.6525720170740995e-14,2.9656249797289721e-26,0.0032293707521116521,0.016529810411534618,1.8575377970534149e-07,4.5766628601968259e-08,4.0398200765799582e-09,1.4082783145035179e-06,1.1795219480431186e-13,9.8168714448083999e-11,6.560150969930274e-09,4.3614733491641748e-06,1.3180932604632066e-10,1.212354912909375e-09,1.9030257979746451e-10,1.2310241158607247e-11,1.1826634245721673e-14
1.743756425981165e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17310947198105189,0.096765234484335355,0.091715867968345952,1.3062850660736985e-07,9.8289608036201531e-06,1.9365398525751456e-13,1.0732128611810782e-06,3.0410044435524802e-09,2.657718172338611e-29,2.2212490619530518e-10,1.0445147149417012e-30,1.5780171083059171e-18,5.0642862839326852e-22,3.6178878154102283e-09,7.2382683081734435e-26,9.4010981750296667e-24,7.6686389567129131e-14,2.9934524712743069e-26,0.0032289848698573331,0.016551265521536618,1.859578945499996e-07,4.5809856837367658e-08,4.038673987971698e-09,1.4113089626797544e-06,1.1808317646355708e-13,9.8144440461011007e-11,6.5595118193179235e-09,4.3727021507857984e-06,1.322758426625574e-10,1.2164634624673913e-09,1.9113191239920513e-10,1.235761490372164e-11,1.1855158460939322e-14
1.7463460290934412e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17308839591037231,0.096765604341967293,0.09170512044287768,1.3128899176006334e-07,9.8573169526820641e-06,1.9378551990824407e-13,1.0769574707264221e-06,3.0528652331937204e-09,2.6675854427751393e-29,2.2268679521576841e-10,1.0570007507092049e-30,1.5785310458650406e-18,5.1036443906002849e-22,3.6306912100290049e-09,7.2689806616186395e-26,9.4495185161455823e-24,7.6847149879169838e-14,3.0214964049278258e-26,0.0032285991224211825,0.016572712817313689,1.8616183382865982e-07,4.5853078494241871e-08,4.0375298773917966e-09,1.4143416486653249e-06,1.1821404890116174e-13,9.8120205437348008e-11,6.5588724466566717e-09,4.3839409888233123e-06,1.327432967583425e-10,1.2205783285344967e-09,1.9196342992752022e-10,1.2405086702026293e-11,1.1883704838298549e-14
1.7489356322057173e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17306732750251994,0.096765974046158526,0.091694376792922846,1.3195180594419713e-07,9.8857084728995222e-06,1.9391684536457274e-13,1.0807084541735857e-06,3.0647520330175846e-09,2.6774736530227264e-29,2.232491202458612e-10,1.0696155475022706e-30,1.5790430035920368e-18,5.1432442991856015e-22,3.6435202281412042e-09,7.2997736570043019e-26,9.4981085322154573e-24,7.700800102819922e-14,3.0497581117862111e-26,0.0032282135097877842,0.016594152303572921,1.8636559772853609e-07,4.5896293606260318e-08,4.0363877417360679e-09,1.417376370173123e-06,1.1834481223033009e-13,9.8096009339716608e-11,6.5582328540259225e-09,4.3951898497473852e-06,1.3321168875935588e-10,1.2246995055921034e-09,1.9279713397349854e-10,1.2452656547704115e-11,1.1912273336424254e-14
1.7515252353179934e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.173046266752824,0.096766343596937282,0.091683637016145306,1.3261695381332296e-07,9.9141353429476242e-06,1.9404796210239951e-13,1.0844658085411552e-06,3.0766648491305681e-09,2.6873828128503393e-29,2.2381188043687063e-10,1.0823602187864043e-30,1.5795529884281883e-18,5.1830870909288789e-22,3.6563748815170448e-09,7.3306473582248441e-26,9.5468685230818016e-24,7.7168942935797333e-14,3.0782389289208415e-26,0.0032278280319405195,0.016615583985017373,1.8656918643659254e-07,4.5939502213812834e-08,4.035247571990521e-09,1.4204131249181589e-06,1.184754665640785e-13,9.8071851996481096e-11,6.5575930436546454e-09,4.4064487200422072e-06,1.3368101907963523e-10,1.2288269881179451e-09,1.9363302612411195e-10,1.2500324434732876e-11,1.1940863943897553e-14
1.7538558781190418e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17302731862196494,0.096766676061494722,0.091673974526682758,1.3321758604394068e-07,9.9397497324841398e-06,1.9416578910430802e-13,1.087852872140273e-06,3.0874086325679215e-09,2.6963189766433297e-29,2.2431873597089912e-10,1.0939423919243672e-30,1.5800102936767062e-18,5.2191541645195295e-22,3.6679659974230094e-09,7.3585027454702935e-26,9.5908980910545128e-24,7.7313868186585911e-14,3.1040601133698655e-26,0.0032274812171054859,0.01663486582908473,1.8675226663916922e-07,4.5978384427150748e-08,4.0342230971078216e-09,1.423147940720356e-06,1.1859296236668962e-13,9.8050143481514008e-11,6.5570170298626702e-09,4.4165902501592161e-06,1.3410421897979257e-10,1.232547108999578e-09,1.9438720119757056e-10,1.2543309353277768e-11,1.1966614355924344e-14
1.7561865209200902e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17300837668703509,0.096767008401834026,0.091664315170902719,1.3382011572557092e-07,9.9653927226004811e-06,1.942834477735074e-13,1.0912450915841114e-06,3.098173498490977e-09,2.7052721245867022e-29,2.2482594268185463e-10,1.1056314936658095e-30,1.5804660115132841e-18,5.2554196437873429e-22,3.6795778959769992e-09,7.3864236023624822e-26,9.635065799857201e-24,7.7458866831644525e-14,3.130060847759282e-26,0.0032271345114191522,0.016654141358481568,1.8693520522357353e-07,4.60172614264906e-08,4.0332002068395005e-09,1.4258843999340209e-06,1.1871037005667086e-13,9.8028466231452958e-11,6.5564408429353259e-09,4.42673986709464e-06,1.3452817956457219e-10,1.2362723288040167e-09,1.9514315106933177e-10,1.2586373675610918e-11,1.1992382629549972e-14
1.7585171637211386e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17298944094463986,0.096767340617978134,0.091654658947106143,1.344245462547718e-07,9.9910642977848848e-06,1.9440093845394303e-13,1.0946424646875063e-06,3.1089594512507895e-09,2.7142422637634922e-29,2.2533349995363114e-10,1.1174283515402607e-30,1.5809201469479419e-18,5.2918843229168473e-22,3.6912105857311749e-09,7.4144099750935236e-26,9.6793718678844165e-24,7.7603938814294528e-14,3.1562421190177713e-26,0.0032267879148670741,0.016673410576628325,1.8711800232559431e-07,4.6056133239440496e-08,4.0321788955626923e-09,1.4286225008988073e-06,1.1882768971612974e-13,9.800682014094088e-11,6.5558644844465791e-09,4.4368975610228002e-06,1.3495290113552222e-10,1.2400026434983596e-09,1.9590087688797302e-10,1.2629517396928386e-11,1.2018168742080069e-14
1.760847806522187e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17297051139138803,0.096767672709950611,0.091645005853595307,1.350308810294313e-07,1.001676444253668e-05,1.9451826148854779e-13,1.098044989261515e-06,3.1197664951657869e-09,2.7232294012454357e-29,2.2584140717096951e-10,1.1293337982824355e-30,1.5813727049741354e-18,5.328548998038412e-22,3.702864075228446e-09,7.4424619097284287e-26,9.7238165134377382e-24,7.7749084078016473e-14,3.1826049180726646e-26,0.0032264414274340665,0.016692673486942755,1.8730065808085501e-07,4.6094999891580541e-08,4.0311591595833904e-09,1.4313622419560134e-06,1.189449214270752e-13,9.7985205150027654e-11,6.555287955906047e-09,4.4470633221268922e-06,1.3537838399479153e-10,1.2437380490474398e-09,1.9666037979936815e-10,1.2672740512292187e-11,1.2043972675186739e-14
1.7631784493232355e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17295158802389146,0.096768004677775812,0.091635355888673775,1.3563912344875976e-07,1.0042493141366179e-05,1.9463541721934683e-13,1.1014526631134686e-06,3.1305946345221263e-09,2.7322335440903643e-29,2.263496637194493e-10,1.1413486718042259e-30,1.5818236905695606e-18,5.3654144672115024e-22,3.714538373002603e-09,7.4705794522064718e-26,9.7683999547639232e-24,7.7894302566445756e-14,3.2091502398215904e-26,0.003226095049104232,0.016711930092840058,1.8748317262481512e-07,4.613386140789178e-08,4.030140995807726e-09,1.4341036214485364e-06,1.1906206527142349e-13,9.7963621211545645e-11,6.5547112588009068e-09,4.4572371405988827e-06,1.3580462844823301e-10,1.247478541413849e-09,1.9742166094671607e-10,1.2716043016631848e-11,1.2069794401818416e-14
1.765509092124284e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17293267083876571,0.096768336521478857,0.091625709050646445,1.3624927691328573e-07,1.0068250378794597e-05,1.9475240598747467e-13,1.1048654840470221e-06,3.1414438735740029e-09,2.7412546993440559e-29,2.2685826898548151e-10,1.153473815187086e-30,1.5822731086964064e-18,5.4024815304130568e-22,3.7262334875783856e-09,7.4987626483427804e-26,9.813122410040687e-24,7.8039594223370848e-14,3.2358790831168768e-26,0.0032257487798609727,0.016731180397732803,1.8766554609277184e-07,4.61727178152894e-08,4.0291243991622166e-09,1.43684663772091e-06,1.1917912133098988e-13,9.7942068233737839e-11,6.5541343946619795e-09,4.4674190066394009e-06,1.3623163479739821e-10,1.251224116557975e-09,1.9818472147056476e-10,1.2759424904745754e-11,1.2095633909395244e-14
1.7678397349253323e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17291375983262908,0.096768668241085362,0.091616065337819422,1.3686134482484894e-07,1.0094036139354037e-05,1.9486922813314124e-13,1.1082834498621695e-06,3.1523142165437135e-09,2.7502928740389314e-29,2.2736722235630776e-10,1.1657100767098035e-30,1.5827209643011226e-18,5.4397509895395828e-22,3.7379494274715116e-09,7.5270115438282725e-26,9.8579840973911715e-24,7.8184958992733441e-14,3.2627924507775637e-26,0.0032254026196870092,0.016750424405030974,1.8784777861985989e-07,4.6211569139106569e-08,4.0281093657478371e-09,1.4395912891194505e-06,1.1929608968750078e-13,9.7920546150187372e-11,6.5535573649837943e-09,4.4776089104577371e-06,1.3665940334359898e-10,1.2549747704380294e-09,1.9894956250881561e-10,1.2802886171301514e-11,1.2121491169462664e-14
1.7701703777263807e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17289485500210369,0.096768999836621808,0.091606424748500156,1.3747533058659714e-07,1.0119850407587517e-05,1.9498588399564003e-13,1.1117065583552591e-06,3.1632056676216438e-09,2.759348075194732e-29,2.278765232200018e-10,1.1780583098909838e-30,1.5831672623144854e-18,5.4772236484145965e-22,3.7496862011886161e-09,7.5553261842291602e-26,9.9029852348725382e-24,7.8330396818628032e-14,3.2898913496124665e-26,0.0032250565685643866,0.01676966211814197,1.8802987034105154e-07,4.6250415404673336e-08,4.0270958918755001e-09,1.4423375739919605e-06,1.1941297042258097e-13,9.7899054900776929e-11,6.5529801712448969e-09,4.4878068422718456e-06,1.3708793438818051e-10,1.2587304990100757e-09,1.9971618519672019e-10,1.2846426810835982e-11,1.214736616613751e-14
1.7725010205274292e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17287595634381442,0.096769331308115172,0.091596787280997349,1.3809123760298211e-07,1.0145693168048985e-05,1.9510237391325656e-13,1.1151348073190009e-06,3.1741182309663111e-09,2.7684203098223037e-29,2.2838617096546877e-10,1.1905193735073767e-30,1.5836120076510752e-18,5.5149003127899061e-22,3.7614438172272495e-09,7.5837066149912088e-26,9.948126040478407e-24,7.8475907645303956e-14,3.317176790428002e-26,0.0032247106264744851,0.01678889354047057,1.8821182139115736e-07,4.6289256639642814e-08,4.0260839713001326e-09,1.445085490687982e-06,1.1952976361776315e-13,9.7877594365511218e-11,6.5524028149857738e-09,4.4980127923083325e-06,1.3751722822784743e-10,1.2624912982280415e-09,2.0048459066688352e-10,1.2890046817755509e-11,1.217325888337446e-14
1.7748316633284776e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17285706385438968,0.096769662655593197,0.091587152933621019,1.3870906927975615e-07,1.0171564405303267e-05,1.9521869822333982e-13,1.1185681945424986e-06,3.1850519107044786e-09,2.7775095849193852e-29,2.2889616498244354e-10,1.2030941316191966e-30,1.58405520520969e-18,5.552781790345663e-22,3.7732222840759508e-09,7.6121528814333105e-26,9.9934067321118775e-24,7.8621491417162609e-14,3.3446497880370368e-26,0.0032243647933980365,0.016808118675418982,1.8839363190482539e-07,4.6328092867545378e-08,4.0250736014550173e-09,1.4478350375588263e-06,1.1964646935448221e-13,9.7856164508891201e-11,6.5518252976372755e-09,4.5082267508024266e-06,1.3794728516349502e-10,1.2662571640437451e-09,2.0125478004927166e-10,1.2933746186336523e-11,1.2199169295080167e-14
1.777162306129526e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17283817753046107,0.096769993879084151,0.091577521704682474,1.393288290239766e-07,1.0197464103926082e-05,1.953348572624114e-13,1.1220067178112654e-06,3.1960067109312474e-09,2.7866159074692239e-29,2.2940650466148885e-10,1.2157834535905387e-30,1.5844968598741327e-18,5.5908688906904855e-22,3.7850216102142131e-09,7.6406650287485923e-26,1.0038827527616292e-23,7.8767148078753736e-14,3.372311361266106e-26,0.0032240190693151307,0.016827337526386824,1.8857530201654188e-07,4.6366924112529945e-08,4.0240647795812643e-09,1.4505862129571797e-06,1.1976308771408173e-13,9.7834765291230768e-11,6.5512476206278047e-09,4.5184487079979416e-06,1.3837810549767503e-10,1.2700280924069192e-09,2.0202675447121835e-10,1.297752491072596e-11,1.2225097378722113e-14
1.7794929489305744e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17281929736866328,0.096770324978617039,0.091567893592494273,1.3995052024400127e-07,1.0223392248504013e-05,1.9545085136605445e-13,1.1254503749072475e-06,3.2069826357101324e-09,2.7957392844455e-29,2.2991718939399426e-10,1.2285882141138567e-30,1.5849369765125889e-18,5.6291624253625738e-22,3.7968418041125129e-09,7.6692431020098779e-26,1.0084388644776847e-23,7.8912877574778679e-14,3.4001625329651383e-26,0.0032236734542052327,0.016846550096771124,1.8875683186063182e-07,4.640575040271016e-08,4.0230574988968852e-09,1.4533390152373942e-06,1.1987961877780718e-13,9.7813396580212792e-11,6.5506697854899542e-09,4.5286786541472374e-06,1.3880968952447139e-10,1.2738040792652372e-09,2.0280051505742992e-10,1.3021382984941684e-11,1.2251043123401281e-14
1.7818235917316229e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17280042336563417,0.09677065595422138,0.091558268595370265,1.4057414634947597e-07,1.0249348823634504e-05,1.9556668086882281e-13,1.1288991636088411e-06,3.217979689073141e-09,2.8048797228117202e-29,2.3042821857217519e-10,1.2415092932353757e-30,1.5853755599769926e-18,5.6676632078311384e-22,3.8086828742323439e-09,7.6978871461682078e-26,1.0130090301308143e-23,7.9058679850091605e-14,3.4282043300178102e-26,0.0032233279480471909,0.016865756389966329,1.8893822157125922e-07,4.6444571763293466e-08,4.0220517545346111e-09,1.4560934427558787e-06,1.199960626268096e-13,9.7792058286657339e-11,6.5500917936967599e-09,4.5389165795112436e-06,1.392420375385923e-10,1.2775851205643337e-09,2.0357606292999014e-10,1.3065320402872871e-11,1.2277006506673883e-14
1.7841542345326713e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17278155551801541,0.096770986805927384,0.091548646711625756,1.4119971075151077e-07,1.0275333813927312e-05,1.9568234610432492e-13,1.1323530816904446e-06,3.2289978750166425e-09,2.8140372295131372e-29,2.3093959158918166e-10,1.2545475770981713e-30,1.5858126151022738e-18,5.706372053755547e-22,3.8205448290250054e-09,7.7265972060295294e-26,1.0175932714844801e-23,7.9204554849712291e-14,3.4564377838919439e-26,0.0032229825508191699,0.016884956409363969,1.8911947128240576e-07,4.6483388215228813e-08,4.0210475462602688e-09,1.4588494938705866e-06,1.201124193421338e-13,9.7770750428400066e-11,6.5495136465822332e-09,4.5491624743605451e-06,1.396751498436393e-10,1.2813712122475206e-09,2.0435339920801636e-10,1.3109337158263244e-11,1.230298749810447e-14
1.7864848773337197e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17276269382245105,0.096771317533765805,0.091539027939577092,1.418272168622737e-07,1.0301347204001069e-05,1.9579784740542427e-13,1.1358121269235875e-06,3.2400371975113579e-09,2.8232118114892288e-29,2.3145130783883763e-10,1.2677039562764536e-30,1.5862481467108668e-18,5.7452897803783933e-22,3.8324276769343745e-09,7.7553733263031791e-26,1.0221916102968091e-23,7.9350502518782569e-14,3.4848639293771524e-26,0.0032226372624988499,0.016904150158353445,1.8930058112792196e-07,4.6522199787267247e-08,4.0200448666887924e-09,1.4616071669405253e-06,1.2022868900474635e-13,9.7749472859360682e-11,6.5489353456715033e-09,4.5594163289726647e-06,1.401090267311729e-10,1.2851623502564821e-09,2.0513252500848858e-10,1.3153433244751942e-11,1.2328986093044103e-14
1.788815520134768e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17274383827558826,0.096771648137767882,0.091529412277541924,1.4245666809520984e-07,1.0327388978485138e-05,1.9591318510410066e-13,1.1392762970763358e-06,3.2510976604969788e-09,2.8324034756643992e-29,2.3196336671578279e-10,1.2809793267261188e-30,1.58668215961001e-18,5.7844172068607832e-22,3.8443314263955237e-09,7.7842155515727202e-26,1.0268040683188849e-23,7.949652280259078e-14,3.5134838052919225e-26,0.0032222920830633343,0.016923337640321636,1.8948155124149856e-07,4.6561006501550163e-08,4.0190437138142837e-09,1.4643664603268245e-06,1.203448716955216e-13,9.7728225555295869e-11,6.5483568923356759e-09,4.5696781336335474e-06,1.4054366850033378e-10,1.2889585305309806e-09,2.0591344144580044e-10,1.3197608655851643e-11,1.2355002257272828e-14
1.7911461629358166e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17272498887407756,0.096771978617965521,0.091519799723839126,1.4308806786506474e-07,1.0353459122019863e-05,1.9602835953141719e-13,1.1427455899132362e-06,3.2621792678815849e-09,2.8416122289527767e-29,2.3247576761548858e-10,1.2943745899202524e-30,1.5871146585914779e-18,5.8237551543238193e-22,3.8562560858343993e-09,7.813123926298935e-26,1.0314306672949337e-23,7.9642615646574409e-14,3.5422984545770756e-26,0.0032219470124891423,0.016942518858652798,1.8966238175666308e-07,4.6599808383829438e-08,4.0180440825394961e-09,1.4671273723919919e-06,1.2046096749523656e-13,9.7707008422507671e-11,6.5477782880214236e-09,4.5799478786376941e-06,1.4097907544418899e-10,1.292759749008846e-09,2.0669614963170939e-10,1.3241863384946247e-11,1.238103598002539e-14
1.793476805736865e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17270614561457215,0.096772308974391041,0.091510190276788791,1.4372141958775752e-07,1.0379557619255481e-05,1.9614337101758293e-13,1.1462200031956627e-06,3.2732820235447067e-09,2.8508380782580925e-29,2.3298850993417878e-10,1.3078906523491282e-30,1.587545648432877e-18,5.8633044456641347e-22,3.8682016636687527e-09,7.842098494830575e-26,1.0360714289631043e-23,7.9788780996306167e-14,3.5713089239141318e-26,0.0032216020507522766,0.016961693816728813,1.8984307280679524e-07,4.6638605459165266e-08,4.0170459680761069e-09,1.4698899015001719e-06,1.2057697648458442e-13,9.7685821373126891e-11,6.5471995341600047e-09,4.5902255542873541e-06,1.4141524785538863e-10,1.2965660016261872e-09,2.0748065067559017e-10,1.3286197425303391e-11,1.2407087240592924e-14
1.7958074485379134e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17268730849372943,0.096772639207077571,0.091500583934712651,1.4435672668086413e-07,1.0405684454856288e-05,1.9625821989162849e-13,1.1496995346805238e-06,3.2844059313254975e-09,2.8600810304684588e-29,2.3350159306914108e-10,1.3215284276426076e-30,1.5879751338919636e-18,5.9030659062952928e-22,3.8801681683046927e-09,7.8711393013556251e-26,1.0407263750515875e-23,7.9935018797548573e-14,3.6005162652979746e-26,0.0032212571978280195,0.016980862517928259,1.9002362452506836e-07,4.6677397750973885e-08,4.0160493672339882e-09,1.4726540460175533e-06,1.2069289874412745e-13,9.7664664356488522e-11,6.5466206321317966e-09,4.6005111508957071e-06,1.4185218602853364e-10,1.3003772843165718e-09,2.0826694568344863e-10,1.3330610770026656e-11,1.2433156017940426e-14
1.7981380913389618e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17266847750820902,0.096772969316058582,0.091490980695933408,1.4499399256293643e-07,1.0431839613494826e-05,1.9637290648195266e-13,1.1531841821221278e-06,3.2955509950394799e-09,2.8693410924615388e-29,2.3401501641828771e-10,1.3352888336564929e-30,1.5884031197152679e-18,5.9430403631114226e-22,3.8921556081415345e-09,7.9002463899672506e-26,1.0453955272837748e-23,8.0081328996173588e-14,3.629921533857983e-26,0.0032209124536912428,0.01700002496562774,1.9020403704453366e-07,4.6716185282440386e-08,4.0150542769953311e-09,1.4754198043115524e-06,1.2080873435436821e-13,9.7643537325330475e-11,6.5460415833041009e-09,4.610804658782338e-06,1.4228989025942414e-10,1.3041935930121239e-09,2.0905503575931704e-10,1.3375103412123533e-11,1.2459242287689615e-14
1.8004687341400102e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17264965265467377,0.096773299301368076,0.091481380558775097,1.4563322065383643e-07,1.0458023079854688e-05,1.9648743111605655e-13,1.1566739432712938e-06,3.3067172184704595e-09,2.8786182711036098e-29,2.3452877938036889e-10,1.349172793946803e-30,1.5888296106339691e-18,5.9832286449986982e-22,3.9041639915694239e-09,7.929419804633704e-26,1.0500789073762206e-23,8.0227711538201493e-14,3.6595257889450868e-26,0.0032205678183162717,0.017019181163201242,1.903843104980778e-07,4.6754968078871579e-08,4.0140606922539465e-09,1.4781871747512117e-06,1.2092448339570567e-13,9.7622440184744865e-11,6.5454623890932987e-09,4.6211060682754069e-06,1.4272836083906145e-10,1.3080149236430894e-09,2.0984492200457618e-10,1.3419675344472526e-11,1.2485346035609949e-14
1.8027993769410587e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17263083392978978,0.096773629163040678,0.091471783521563071,1.4627441437477134e-07,1.0484234838630931e-05,1.966017941204464e-13,1.1601688158752527e-06,3.3179046053694921e-09,2.8879125732496831e-29,2.3504288135500121e-10,1.363181237987361e-30,1.5892546113629329e-18,6.0236315829042874e-22,3.9161933269690539e-09,7.9586595891942414e-26,1.0547765370378508e-23,8.0374166369807021e-14,3.6893300942849505e-26,0.0032202232916768775,0.017038331114020012,1.9056444501841829e-07,4.6793746164754824e-08,4.0130686082618142e-09,1.4809561557074673e-06,1.2104014594843911e-13,9.7601372847383046e-11,6.5448830509003207e-09,4.6314153697119545e-06,1.4316759805694842e-10,1.3118412721377647e-09,2.1063660551786964e-10,1.3464326559819233e-11,1.251146724191155e-14
1.805130019742107e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17261202133022635,0.096773958901111429,0.091462189582623935,1.4691757714823012e-07,1.0510474874529491e-05,1.9671599582079055e-13,1.1636687976778362e-06,3.3291131594565112e-09,2.8972240057398111e-29,2.355573217426255e-10,1.3773151009172398e-30,1.5896781266021796e-18,6.0642500097403936e-22,3.9282436227121202e-09,7.9879657873605661e-26,1.0594884379699991e-23,8.0520693437308036e-14,3.7193355177824072e-26,0.003219878873746309,0.017057474821452728,1.9074444073811196e-07,4.6832519561257579e-08,4.012078023599763e-09,1.4837267455527953e-06,1.2115572209277558e-13,9.7580335302525509e-11,6.5443035700263244e-09,4.6417325534374449e-06,1.4360760220843714e-10,1.3156726344225877e-09,2.1143008739523803e-10,1.3509057050783e-11,1.2537605878807128e-14
