Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),H2OX(23),OCX(25),CO2X(24),H2X(49)
1.0086526987920508e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33752507087055567,0.11862943214329824,0.022820589967699707,5.3182071720539784e-22,1.309074225434696e-17,3.4644550511952177e-15,5.4192373376586158e-16,3.5311861248455816e-23,1.8523008365774156e-40,1.0259279275398158e-11,3.4949003732405215e-46,1.0250507051812679e-11,7.7012511960938033e-33,9.3969912338350552e-25,3.6071025484469751e-31,1.974792137295743e-32,6.3559473117968032e-18,2.2537470786603515e-35,4.0533116494487742e-05,1.9554506377451562e-06,1.2389482393451271e-11,3.0023433906825959e-09,8.5784942815545696e-16,8.5016021390946064e-14,7.47422357746551e-10,5.5935836265610834e-14,5.3094079361353249e-19,1.4918719384110042e-14,2.2691899658310466e-22,1.4567865698092606e-18
1.1228806240707698e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33752027669536339,0.11862485972881656,0.02282047926037074,9.3810154348910302e-22,1.654519432545187e-17,4.0085147555183077e-15,8.3270879468095782e-16,3.9627653297917929e-23,3.5539547724801287e-40,1.1420788214955785e-11,5.4127102112517931e-46,1.1410609188016413e-11,9.6187809746905397e-33,1.1826474607883028e-24,6.2358052480224665e-31,3.3787879646674577e-32,7.9884379820917016e-18,3.1381757390103293e-35,4.5105442990887207e-05,2.1768652821880107e-06,1.2411890057329967e-11,3.3495638169522673e-09,8.5940092139213879e-16,8.523829326286058e-14,8.3421756552607844e-10,6.3481099744840746e-14,6.0383274345634594e-19,2.0566341346202955e-14,3.5798679169521524e-22,1.8540151502069463e-18
1.2575726228833078e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33751462832944479,0.118619472843653,0.022820348724416208,1.7039323590033751e-21,2.1211172231756827e-17,4.6957236090742053e-15,1.3098726958093634e-15,4.4797180876983596e-23,7.0951904328518967e-40,1.2790293070335057e-11,8.5891519233297682e-46,1.277835080285508e-11,1.2164594524268374e-32,1.5099383965167241e-24,1.1130136301388206e-30,5.957475405050247e-32,1.0183258090163972e-17,4.449467547560341e-35,5.0492224206670994e-05,2.4379371732743091e-06,1.2438309491603333e-11,3.7597885655056295e-09,8.6123018713810627e-16,8.5510271633855924e-14,9.3676039481761038e-10,7.2692475833541324e-14,6.928484694699459e-19,2.8846102716663799e-14,5.7747275096024909e-22,2.3978444661347286e-18
1.3922646216958457e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33750898503636567,0.11861409102196441,0.022820218193575367,2.9049710001526477e-21,2.6544611479656343e-17,5.4347944000980563e-15,1.9664595424863291e-15,5.0061450186615586e-23,1.321810256975604e-39,1.415970075336814e-11,1.3002622296925153e-45,1.4145882566417187e-11,1.5023471938086458e-32,1.883137937492566e-24,1.874253414886023e-30,9.9115203127666114e-32,1.2680542590167555e-17,6.0868348198731676e-35,5.5873941731257827e-05,2.6989988345144303e-06,1.2464726127060982e-11,4.170878269480047e-09,8.6305925901833843e-16,8.5793012508168462e-14,1.039517420595484e-09,8.2245079858780764e-14,7.8519182786011938e-19,3.9064960287440577e-14,8.8483409227810834e-22,3.0288593356741492e-18
1.5269566205083836e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33750334681135419,0.11860871425898641,0.022820087667844154,4.7035786788082495e-21,3.2573261777799804e-17,6.2282977637450567e-15,2.8419881227967058e-15,5.5428426090095984e-23,2.3254731314959342e-39,1.5529011322210877e-11,1.8944237430411394e-45,1.5513204864446141e-11,1.820102829729577e-32,2.3040883186219101e-24,3.0091095556155332e-30,1.572467966089892e-31,1.5491290477122805e-17,8.0883869294460587e-35,6.1250600329053163e-05,2.960050273823486e-06,1.2491139968476828e-11,4.5828328069024682e-09,8.6488813736383884e-16,8.6086582873737933e-14,1.1424883819594263e-09,9.2139979497878349e-14,8.8087394604214139e-19,5.1415404483863106e-14,1.3005962924847021e-21,3.7531717256139125e-18
1.7963406181334595e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33749208554646754,0.11859797589012723,0.022819826631694292,1.0933219098496535e-20,4.6828659645015966e-17,7.9889630384333205e-15,5.4263215318353282e-15,6.650234863489432e-23,6.3115822456817142e-39,1.8267341349707734e-11,3.674757610649308e-45,1.8247222605929878e-11,2.5537024354574659e-32,3.2966890519580303e-24,6.9357207720893742e-30,3.5398108271163222e-31,2.2097340395712545e-17,1.3340214596278572e-34,7.1988759779346577e-05,3.4821225182654316e-06,1.2543959282962849e-11,5.4093358948620456e-09,8.6854531440657932e-16,8.6706480407959436e-14,1.3490710645405949e-09,1.1296093520543774e-13,1.0822990326014348e-18,8.3266149127137898e-14,2.549425324203946e-21,5.5075447418835252e-18
2.038786215996028e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3374819676930787,0.11858832861124012,0.022819591716593524,2.1000539239438844e-20,6.2320520239822319e-17,9.7858299263799882e-15,8.972384840694308e-15,7.6900004255812011e-23,1.3732070883872318e-38,2.0731506826358494e-11,6.1621465326706846e-45,2.0707126067043484e-11,3.3295385377014321e-32,4.3721399615808159e-24,1.3306298817595296e-29,6.6529948034890368e-31,2.9225858756673014e-17,1.9710130563354809e-34,8.1635849459355735e-05,3.951952658485895e-06,1.2591487146339536e-11,6.1561451834636634e-09,8.7183611435091439e-16,8.7302098674776149e-14,1.5357245077051582e-09,1.3288115268647156e-13,1.2751120497779145e-18,1.2109232583914575e-13,4.2906805302602506e-21,7.4726270380487387e-18
2.2812318138585965e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33747186618621844,0.11857869764868524,0.022819356817984741,3.7366672982137883e-20,8.0509850705760045e-17,1.1799752026918117e-14,1.400823014210999e-14,8.7754221327251434e-23,2.7378139859554383e-38,2.3195358555275495e-11,9.7572072646105192e-45,2.3166356850264508e-11,4.2195339646183246e-32,5.6316715636454191e-24,2.3743907748341721e-29,1.1636473606805453e-30,3.7542587174816804e-17,2.7888556528418206e-34,9.1266622107065139e-05,4.4217498023497522e-06,1.2639006013579379e-11,6.9057546414577334e-09,8.7512629116608252e-16,8.7933849910713831e-14,1.7230670145144654e-09,1.5392700222250391e-13,1.4789162640955283e-18,1.6868462593511295e-13,6.7920925534237539e-21,9.8478794374938356e-18
2.5236774117211647e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33746178099821833,0.11856908297483915,0.022819121935844327,6.2578243418008577e-20,1.0156918185387709e-16,1.4046288215630269e-14,2.0892842588648291e-14,9.9111389739015465e-23,5.0917429394439387e-38,2.5658896873888663e-11,1.4761377128476417e-44,2.5624917198418078e-11,5.2286802808830792e-32,7.0865970785080725e-24,3.9990658845992637e-29,1.9220019050541101e-30,4.7112883074273318e-17,3.8128761871168815e-34,0.0001008811053461531,4.8915139957053927e-06,1.2686515906134726e-11,7.6581635621633003e-09,8.7841584634025953e-16,8.8602127676548681e-14,1.9110970396154882e-09,1.7610470240944925e-13,1.6937770199760838e-18,2.2706237974509394e-13,1.0242480861922793e-20,1.2679080661531669e-17
2.766123009583733e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33745171210145714,0.11855948456212521,0.022818887070148706,9.9775872297960645e-20,1.2567422081142404e-16,1.6541163131196035e-14,3.0020180907466344e-14,1.1101788168752926e-22,8.949594845575858e-38,2.8122122119126544e-11,2.1519585939644827e-44,2.8082809352354146e-11,6.3624645214302158e-32,8.7483966329368594e-24,6.4255768432311791e-29,3.0298808970948391e-30,5.8002454922603336e-17,5.0695424610749588e-34,0.00011047932675337499,5.3612452843109026e-06,1.2734016845646372e-11,8.4133712402350988e-09,8.8170478137472457e-16,8.9307326364410725e-14,2.0998130308020079e-09,1.9942046950120219e-13,1.9197597966479395e-18,2.972172149216682e-13,1.4849270229016246e-20,1.6014937068206817e-17
3.0085686074463016e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33744165946836063,0.11854990238301368,0.022818652220874345,1.5274754135218924e-19,1.530038828156397e-16,1.9300267690989059e-14,4.1818216249733538e-14,1.2352005170761154e-22,1.5010766816600592e-37,3.0585034627417326e-11,3.0423081424856754e-44,3.054003555095091e-11,7.6268678920565287e-32,1.0628717976073683e-23,9.927951214695811e-29,4.5948174431626345e-30,7.0277361960513865e-17,6.5865685463232517e-34,0.00012006131385865357,5.8309437138342707e-06,1.2781508853697937e-11,9.1713769716586905e-09,8.8499309776685275e-16,9.0049841186929732e-14,2.2892134290386254e-09,2.2388051741391497e-13,2.1569302101070397e-18,3.8011399265112299e-13,2.0837859713661566e-20,1.9907076725750311e-17
3.25101420530887e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33743162307140129,0.11854033641002157,0.022818417387997759,2.2598151506039239e-19,1.8374032472647709e-16,2.233965966526738e-14,5.674799347870226e-14,1.3666423669956598e-22,2.4202020154022409e-37,3.3047634734689706e-11,4.191256960659167e-44,3.299659803111773e-11,9.0283645914803227e-32,1.2739377258373741e-23,1.4840087838127108e-28,6.7438289298591147e-30,8.4004014029353077e-17,8.39302244179553e-34,0.0001296270941451573,6.3006093298535472e-06,1.2828991951631151e-11,9.9321800537456834e-09,8.8828079699732517e-16,9.0830068165715143e-14,2.4792966684833037e-09,2.4949105773203072e-13,2.4053540151957683e-18,4.7669172294163733e-13,2.8450977024845169e-20,2.4410044421958209e-17
3.735905401034007e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33741159887601851,0.11852125297269686,0.022817947771344119,4.5497580280338555e-19,2.5617857539816424e-16,2.9324374466634572e-14,9.8007260910016364e-14,1.650639111794626e-22,5.7103048351821959e-37,3.7971899087401729e-11,7.4679726778800224e-44,3.7907740773971162e-11,1.2270993117944982e-31,1.769982067567842e-23,3.0569004286331983e-28,1.340756537642296e-29,1.1607994468012185e-16,1.2997863798398489e-33,0.00014871014396118166,7.2398423032433453e-06,1.2923931502614384e-11,1.14621754657528e-08,8.9485434990356466e-16,9.250524667976365e-14,2.8615053737214502e-09,3.0418845028490864e-13,2.9362255255760655e-18,7.1452175276817221e-13,4.9604974372953429e-20,3.5481200261128212e-17
4.220796596759144e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33739163929602412,0.11850223403121922,0.022817478220000673,8.3853093598988914e-19,3.4451231651581721e-16,3.762712809786383e-14,1.5811476061424251e-13,1.9658724864211495e-22,1.2151256436319257e-36,4.2894917854735771e-11,1.2446899114979741e-43,4.2816255436920635e-11,1.6151959940847032e-31,2.3727653087572227e-23,5.7747025680938193e-28,2.4479172972861186e-29,1.5476853125557532e-16,1.9147679528586841e-33,0.00016772869513460907,8.1789445673124249e-06,1.3018835668656344e-11,1.300335188106122e-08,9.0142545189336455e-16,9.4336045954196398e-14,3.2464264844815942e-09,3.6356229334170213e-13,3.5129032197068818e-18,1.017734538665207e-12,8.0578161381728234e-20,4.9722923854004205e-17
4.70568779248428e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33737174411287824,0.11848327936739986,0.022817008733780963,1.4427706349349449e-18,4.5031893991445245e-16,4.7382447544996014e-14,2.4186056702430446e-13,2.3160431220877093e-22,2.384984114563919e-36,4.7816693706231142e-11,1.9696303125538433e-43,4.7722159844660364e-11,2.0740686654376869e-31,3.0923545133287429e-23,1.0193791974098991e-27,4.1817180147946119e-29,2.0061365627685152e-16,2.7134652935518145e-33,0.0001866829658556141,9.1179164834650865e-06,1.3113704622099456e-11,1.455570372533145e-08,9.0799411492554103e-16,9.6325662430859623e-14,3.6340472312852089e-09,4.2766219604073016e-13,4.1359183430761371e-18,1.3929980407396164e-12,1.2388066886566828e-19,6.7676107323326017e-17
5.190578988209417e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33735191310878293,0.11846438876379023,0.02281653931249919,2.3495322344351278e-18,5.7523096075720757e-16,5.8727583844795491e-14,3.5448404860786531e-13,2.7048488548426007e-22,4.3870437210825617e-36,5.2737229303522074e-11,2.9902650235008927e-43,5.2625471790666669e-11,2.6114369156529373e-31,3.9390935984798025e-23,1.7038595534955721e-27,6.7719546633018716e-29,2.5416479437611747e-16,3.728287317882027e-33,0.00020557317357390904,1.0056758411683354e-05,1.3208538524883905e-11,1.6119225444950238e-08,9.1456035023968153e-16,9.8477304615146003e-14,4.0243547379608841e-09,4.9653773059048505e-13,4.8058045599507953e-18,1.8466441761743059e-12,1.822493749149993e-19,8.9927889979889963e-17
5.675470183934554e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33733214606668066,0.11844556200368007,0.022816069955970204,3.6575629557066312e-18,7.209370611153498e-16,7.1802528988285756e-14,5.0165273797364406e-13,3.1359847338226014e-22,7.6507162823457296e-36,5.7656527300364728e-11,4.3886712273522679e-43,5.7526209037287353e-11,3.2357942027123775e-31,4.9236056452646311e-23,2.7227140113538726e-27,1.0495862421552024e-28,3.1597700660799322e-16,4.9951517165187751e-33,0.00022439953500114591,1.0995470710532198e-05,1.3303337563161034e-11,1.769391150676687e-08,9.2112417075231269e-16,1.0079419282449334e-13,4.4173360223254479e-09,5.7023843249123763e-13,5.5230980185497935e-18,2.3846892014026794e-12,2.5863473728837722e-19,1.1711155195165409e-16
6.160361379659691e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33731244277025085,0.1184267988710946,0.022815600664009502,5.4837530475588585e-18,8.8918319006694747e-16,8.6750033751454872e-14,6.8944047611057965e-13,3.613143030004339e-22,1.2758858064112732e-35,6.2574590342666015e-11,6.2621140016732931e-43,6.2424389315833555e-11,3.9564041661016747e-31,6.0567953371207799e-23,4.1898110228828398e-27,1.5681745223898285e-28,3.8661093477655245e-16,6.5538178741425293e-33,0.00024316226611339223,1.1934053737164998e-05,1.3398101855615757e-11,1.9279756398202473e-08,9.2768558471077076e-16,1.0327955888189241e-13,4.8129779970233569e-09,6.4881380037871009e-13,6.2883374150012968e-18,3.0128547871423328e-12,3.5618633770268884e-19,1.4990640832623042e-16
6.645252575384828e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33729280300390801,0.11840809915079192,0.022815131436433229,7.9644567809042502e-18,1.0817737518490698e-15,1.0371562690323775e-13,9.243041305657136e-13,4.1400132448712756e-22,2.0482275776185172e-35,6.7491421068512052e-11,8.7249851058999438e-43,6.732003032667836e-11,4.7832966621729827e-31,7.3498515707152612e-23,6.2439930665342629e-27,2.2712851400371452e-28,4.666327953441771e-16,8.448245099801774e-33,0.00026186158215379458,1.2872507847329383e-05,1.3492831696677278e-11,2.087675462634111e-08,9.3424461252776823e-16,1.0593664550836248e-13,5.2112674700909883e-09,7.3231329706726923e-13,7.1020640713041812e-18,3.7365904574299206e-12,4.7824333830097773e-19,1.8903769817159117e-16
7.130143771109965e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33727322655279818,0.11838946262826038,0.022814662273058187,1.1256698786104915e-17,1.3005727876577884e-15,1.2284763394002717e-13,1.2130630228143499e-12,4.7202821211079975e-22,3.181938427887659e-35,7.2407022108203417e-11,1.1910932189269114e-42,7.2213149739355762e-11,5.7272638264319017e-31,8.8142500596325514e-23,9.0520585674531173e-27,3.2030882604814952e-28,5.5661437308619829e-16,1.0726943706426095e-32,0.00028049769763524194,1.3810833395373064e-05,1.3587526915177455e-11,2.248490071967809e-08,9.4080124239254215e-16,1.0876870791336019e-13,5.6121911464097266e-09,8.2078634679213299e-13,7.9648219880409236e-18,4.5610933134737909e-12,6.2832153816318716e-19,2.3527648924423959e-16
7.615034966835102e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33725371320279729,0.11837088908971635,0.022814193173701793,1.5538965329218838e-17,1.5475050188995825e-15,1.4429719295351385e-13,1.5628859640907165e-12,5.3576336480984378e-22,4.8042210727759694e-35,7.7321396084271819e-11,1.5975177472124763e-42,7.7103765192646454e-11,6.7998566820118487e-31,1.0461755465782159e-22,1.2811639757727789e-26,4.4138395556201186e-28,6.5713301531507937e-16,1.344327269887349e-32,0.00029907082634268354,1.4749030734248944e-05,1.3682188126931453e-11,2.41041892242092e-08,9.4735551696056458e-16,1.1177900839157815e-13,6.0157356271887716e-09,9.1428234157599886e-13,8.8771579427411257e-18,5.4913202374359309e-12,8.1010379280632207e-19,2.8943962782872903e-16
8.099926162560239e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33723426274050888,0.11835237832210176,0.022813724138182133,2.1012083316103464e-17,1.8245569302835809e-15,1.6821827142082955e-13,1.9812758192762549e-12,6.0557490716609598e-22,7.074250860472978e-35,8.2234545611516212e-11,2.109684627934154e-42,8.1991894294663009e-11,8.013381708169987e-31,1.2304423724049824e-22,1.7754129266218552e-26,5.9601555472191617e-28,7.6877162656829706e-16,1.6655749581627626e-32,0.00031758118133544557,1.568710021552025e-05,1.3776815461936312e-11,2.5734614707095277e-08,9.539074452650421e-16,1.1497082133890594e-13,6.4218874119728943e-09,1.0128506350857393e-12,9.8396215232610467e-18,6.532002557915086e-12,1.0274306530488915e-18,3.5238968113111778e-16
8.584817358285376e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33721487495326075,0.1183339301130816,0.022813255166317929,2.7900251451438854e-17,2.1337779545501573e-15,1.9476768468734306e-13,2.4760515032900117e-12,6.818306901578321e-22,1.0188166815197709e-34,8.7146473297028929e-11,2.7481457376992449e-42,8.6877554622942971e-11,9.3808970970700459e-31,1.4354604529289205e-22,2.414778762390207e-26,7.9053294528491877e-28,8.9211866294477243e-16,2.0428390452726617e-32,0.00033602897494975167,1.6625042189366097e-05,1.3871408872339777e-11,2.7376171755567389e-08,9.6045702403923011e-16,1.183474344303503e-13,6.8306328991375539e-09,1.1165405427268678e-12,1.0852765204053868e-17,7.6876632156640202e-12,1.2842918181849768e-18,4.2503486953378931e-16
9.069708554010513e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33719554962910314,0.11831554425104136,0.02281278625792851,3.645210353801844e-17,2.4772817423188535e-15,2.2410511548127424e-13,3.0553303296011649e-12,7.6489829238216358e-22,1.4384974101298095e-34,9.2057181740227113e-11,3.5363751268637228e-42,9.1760763724548084e-11,1.0916208754316838e-30,1.6624944145721831e-22,3.230105984727801e-26,1.0319647296703809e-27,1.0277681258294779e-15,2.4831070062444942e-32,0.00035441441880142821,1.7562857004587459e-05,1.396596809626574e-11,2.9028854976858939e-08,9.6700423518687362e-16,1.2191213982774502e-13,7.2419583868032957e-09,1.2254013460720228e-12,1.1917144423928837e-17,8.9626335097870723e-12,1.5848194168282496e-18,5.0832900542420601e-16
9.554599749735649e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33717628655680554,0.1182972205250843,0.02281231741283387,4.6941446262168669e-17,2.8572473473416623e-15,2.5639313128845609e-13,3.727517191688256e-12,8.551450207674112e-22,1.9953464696716747e-34,9.6966673532871354e-11,4.5010826253126557e-42,9.6641539116157721e-11,1.2633866628665219e-30,1.9128387798517712e-22,4.2565860242709132e-26,1.3280606662636598e-27,1.1763195556184832e-15,2.9939844137023583e-32,0.00037273772378842475,1.8500545008612739e-05,1.4060494008545678e-11,3.0692658993980199e-08,9.7354913930884028e-16,1.2566824325035267e-13,7.6558500723061679e-09,1.3394822919261372e-12,1.3033317687488805e-17,1.0361063053285185e-11,1.9332789738400179e-18,6.0327147310605183e-16
9.999999999999999e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33715864699787829,0.11828044370767456,0.022811886807462222,5.8540075774417636e-17,3.2403196111200017e-15,2.8879322498894238e-13,4.4342637002833847e-12,9.4468233533862627e-22,2.6571657585587051e-34,1.0147525223451645e-10,5.5685758869979524e-42,1.0112268052430568e-10,1.4385403061667988e-30,2.1644693639319702e-22,5.4195920192372293e-26,1.6554742816746061e-27,1.3246597133596655e-15,3.5325345815384693e-32,0.0003895141520632159,1.9361753538444899e-05,1.4147292291863058e-11,3.223075250710629e-08,9.7955898767168184e-16,1.2928992905382551e-13,8.0382825144950528e-09,1.4489140799604e-12,1.4104706357566202e-17,1.1757798844315948e-11,2.2993579343081254e-18,7.0164046450935338e-16
1.0039490945460785e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33715708552585483,0.11827895872502933,0.022811848630854628,5.9667852498279071e-17,3.2759202866571038e-15,2.9179719994342898e-13,4.5012948108010789e-12,9.5293791123553631e-22,2.7238491973738731e-34,1.0187495125910398e-10,5.6725000722125491e-42,1.015198982841488e-10,1.4549161498833698e-30,2.1878181703049563e-22,5.5340599651822119e-26,1.687311296875689e-27,1.3383780264687326e-15,3.583723552398751e-32,0.00039099910009300881,1.9438106547502648e-05,1.4154986785138651e-11,3.2367578451088118e-08,9.8009174862427884e-16,1.2961905721115092e-13,8.0722940547752455e-09,1.4588325910897407e-12,1.4201846590767655e-17,1.1886928761695851e-11,2.3340634192117207e-18,7.1090721429657151e-16
1.052438214118592e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33713794632645289,0.11826075864140884,0.022811379911812014,7.4957423045623543e-17,3.7356136916809033e-15,3.3048570685768243e-13,5.3856106298464121e-12,1.0586437293658463e-21,3.6647515119404002e-34,1.0678201749547551e-10,7.0846789601613266e-42,1.0639585868468149e-10,1.6678121519008787e-30,2.48878753616183e-22,7.1073340049086947e-26,2.118972570962362e-27,1.5145541410254604e-15,4.261254771230259e-32,0.00040919875718410344,2.0375541965955428e-05,1.4249445927436924e-11,3.4053608013258047e-08,9.8663202865114552e-16,1.337679001684113e-13,8.4912763358939709e-09,1.5835014177277965e-12,1.542329588257981e-17,1.3544047143588892e-11,2.7916876031957167e-18,8.3232670101496822e-16
1.1009273336911057e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33711886874951391,0.11824262006546585,0.022810911255527904,9.3163626060691065e-17,4.2387095656402378e-15,3.7262997363912495e-13,6.3896633469358075e-12,1.172628970986028e-21,4.8658179026621878e-34,1.1168787481095701e-10,8.7758257989155075e-42,1.1126943774379291e-10,1.9037508457165291e-30,2.8171324070510492e-22,9.0265174130244926e-26,2.633091559121406e-27,1.7054640245453424e-15,5.0362204252087121e-32,0.00042733690381984183,2.1312851607312492e-05,1.4343872536284657e-11,3.5750742359478345e-08,9.9317005564169211e-16,1.3811810570073565e-13,8.9127828184781581e-09,1.7135379126536268e-12,1.6698233606431284e-17,1.533608687216382e-11,3.3107821633491962e-18,9.6866591291006525e-16
1.1494164532636192e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33709985258666197,0.11822454278915158,0.02281044266182479,1.1466805536096722e-16,4.7876601154679572e-15,4.1840427714522103e-13,7.522892520821289e-12,1.2952598645559729e-21,6.3827645291711523e-34,1.1659252576699716e-10,1.0788695976099541e-41,1.1614065285749544e-10,2.1644813767429981e-30,3.1742692143148607e-22,1.1347382385218769e-25,3.2405283980287714e-27,1.9117293183257419e-15,5.9190096958393705e-32,0.00044541374805026331,2.2250035813564464e-05,1.4438265817115819e-11,3.7458976192976847e-08,9.9970577463210131e-16,1.4267300909385059e-13,9.3367993109112038e-09,1.8489911776784832e-12,1.8027231075274923e-17,1.726657821817673e-11,3.8960884436782294e-18,1.1211063410915575e-15
1.1930566608788815e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33708279037748656,0.11820832548026773,0.022810020980852528,1.3718050263557891e-16,5.3230055949584291e-15,4.628512659240458e-13,8.6612343664925847e-12,1.4133221734948396e-21,8.0712239917524762e-34,1.2100568230109023e-10,1.2914638856146274e-41,1.2052273964017896e-10,2.4218400800550022e-30,3.52150518343335e-22,1.38305154642451e-25,3.8766531501970124e-27,2.1110151856777256e-15,6.8149212554645503e-32,0.00046163066568566695,2.3093394633747136e-05,1.4523191363136265e-11,3.9005872339548474e-08,1.0055859545615099e-15,1.4695020416383294e-13,9.7205484054087518e-09,1.9755710105448019e-12,1.9270024828429152e-17,1.912520831348313e-11,4.4834790293983864e-18,1.2730824548478742e-15
1.2366968684941437e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3370657775945986,0.11819215750546051,0.022809599350299078,1.6301571269923877e-16,5.8994263525693834e-15,5.1051339993126591e-13,9.9192483338390965e-12,1.5389504929064875e-21,1.0121348344783018e-33,1.2541786560944219e-10,1.5378087018382681e-41,1.2490293833316512e-10,2.702133056495239e-30,3.8943116318423654e-22,1.673833373774221e-25,4.6069330445965585e-27,2.3237078643402106e-15,7.8159003023634907e-32,0.00047779824699721064,2.393665237483565e-05,1.4608090757970567e-11,4.0561750953581952e-08,1.011464323540553e-15,1.5139836066095261e-13,1.0106308553448694e-08,2.1066139226127506e-12,2.0557493876287454e-17,2.1101130562659112e-11,5.1320296878782205e-18,1.4400198850669012e-15
1.280337076109406e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33704881408755738,0.11817603871452456,0.022809177770036309,1.9251246824903117e-16,6.5188604840382684e-15,5.6152393197451324e-13,1.13042832183732e-11,1.6724112482960458e-21,1.2593651653081668e-33,1.2982907754378774e-10,1.8221078940111006e-41,1.2928126155609472e-10,3.0067857219046573e-30,4.293786127408552e-22,2.0124545161463328e-25,5.4410458616714826e-27,2.5502719699767846e-15,8.9311898259174168e-32,0.00049391664219120793,2.4779809283354782e-05,1.4692964105048269e-11,4.212660820960912e-08,1.0173408887645014e-15,1.5601992876297522e-13,1.0494069211671777e-08,2.2421556362146035e-12,2.1890061914002982e-17,2.3196660768782462e-11,5.8454083789506471e-18,1.6228745471991054e-15
1.3239772837246683e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33703189970638175,0.11815996895771305,0.022808756239936525,2.2602950163824552e-16,7.1832951706213233e-15,6.1601809663692349e-13,1.2823823545964828e-11,1.8139706904915583e-21,1.5556153095108568e-33,1.342393199509831e-10,2.1489586245525976e-41,1.3365772190912382e-10,3.3372705046687901e-30,4.7210470369291511e-22,2.4047405414061114e-25,6.3892505054885334e-27,2.7911757234860123e-15,1.0170600125523315e-31,0.00050998600101529465,2.5622865604956212e-05,1.4777811549098132e-11,4.3700440293810215e-08,1.0232156602780785e-15,1.6081735870837316e-13,1.0883819775563178e-08,2.3822318579304381e-12,2.3268155019058438e-17,2.5414044065554682e-11,6.6273454939820231e-18,1.8226322546534011e-15
1.3676174913399305e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33701503430154872,0.11814394808573637,0.022808334759872404,2.6394584910648653e-16,7.8947674814425299e-15,6.7413312121307523e-13,1.4485485550832786e-11,1.963894897991083e-21,1.9085065963240879e-33,1.3864859467303422e-10,2.5233786677522276e-41,1.380323319729806e-10,3.6951066211952045e-30,5.1772337786360455e-22,2.8569933601830667e-25,7.4623970039126327e-27,3.0468909471610658e-15,1.1544528605325613e-31,0.0005260064727599811,2.6465821584422055e-05,1.4862632075716247e-11,4.5283243407528863e-08,1.0290885679159486e-15,1.6579311567030725e-13,1.1275549581198128e-08,2.5268782483854905e-12,2.4692201605897822e-17,2.775545835944164e-11,7.4816309127417647e-18,2.0403087438212111e-15
