Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2OX(23),CO2X(24),H2X(49),COX(50),CHOX(53)
4.449768146020675e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754878206427691,0.11865204892462071,0.022821136324622193,6.1212774920431261e-24,2.2275792857071072e-18,1.2467776795460332e-15,1.9921849580346815e-17,1.4764221880814882e-23,9.3348493716421765e-40,4.526604796818396e-12,1.2084195070742098e-47,4.5235777846828914e-12,1.3927627619248187e-33,1.6791732771076896e-25,1.0789553824607683e-32,3.1539929440906257e-34,1.1448526027235657e-18,1.7528975500011352e-36,1.7916767071497676e-05,8.6273684059970825e-07,1.227887647564618e-11,1.2980418779709784e-09,8.5019116082368409e-16,8.4030446591579987e-14,3.2138145510754956e-10,2.2262787362646917e-14,1.2613710339311186e-15,2.0594187232846767e-19,6.2442765372754132e-24,2.4306847815867402e-19,1.2704455912884582e-23,4.104569885019544e-26
4.817557101407223e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375472322281487,0.11865057050206602,0.022821100673018464,9.5363378910263591e-24,2.6453012946680946e-18,1.3699138963802002e-15,2.7509255417158103e-17,1.6073673972964912e-23,1.5198818370062821e-39,4.9007043445733882e-12,1.6798578995319118e-47,4.8973634437599324e-12,1.647505667349775e-33,1.9812190981920369e-25,1.6199009637761376e-32,4.7230108504001453e-34,1.3498045526541022e-18,2.2532329959065276e-36,1.9395161561059513e-05,9.340400456891302e-07,1.2286094700986217e-11,1.4087824045651131e-09,8.5069094653531497e-16,8.4089167770510703e-14,3.4906487339457942e-10,2.4280240983907918e-14,1.6060499391036124e-15,2.2539714826142663e-19,8.9374571957932046e-24,2.885888032497935e-19,1.7882650096427053e-23,5.6758172055779981e-26
5.553135012180318e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375441336966763,0.118647614795636,0.02282102937096004,2.0969068732644642e-23,3.5960633964372408e-18,1.6245925876209887e-15,4.894008779543945e-17,1.8703663418839335e-23,3.6326986539015061e-39,5.6488816302246781e-12,3.022544422922225e-47,5.6448873315624817e-12,2.2219084966034609e-33,2.6652935002372525e-25,3.3481179650033251e-32,9.714435047696233e-34,1.8135587229271244e-18,3.5235574606350242e-36,2.2350811812373192e-05,1.0766441575412509e-06,1.2300530521632967e-11,1.6304570896964789e-09,8.5169047431757897e-16,8.4208932946707761e-14,4.0447995034758565e-10,2.8390120549997871e-14,2.4717930027572339e-15,2.6503797709569081e-19,1.6881252641578489e-23,3.9256642413240982e-19,3.2820061320048995e-23,1.0120676447852321e-25
6.215155131876104e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754134631831023,0.11864495595740973,0.0228209652004169,3.8946405314700913e-23,4.5861151377227405e-18,1.8636627055998442e-15,7.717587589296378e-17,2.1084179598085665e-23,7.2284150941962271e-39,6.3222163305833023e-12,4.8070514521306741e-47,6.3176048030842875e-12,2.8131860528203281e-33,3.3740909310197509e-25,5.9455917355106858e-32,1.7180722324751819e-33,2.2935300114674042e-18,5.0133602093364396e-36,2.500959942262615e-05,1.2049852390032446e-06,1.2313521978075587e-11,1.830185033248834e-09,8.5258999514607221e-16,8.4319376583807077e-14,4.5440848507465844e-10,3.2174599705063653e-14,3.4756069057235261e-15,3.0154847104334135e-19,2.7806698112984121e-23,5.0138904868184364e-19,5.2907565792956617e-23,1.5985860045037321e-25
6.87717525157189e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33753856017089373,0.11864229834786186,0.022820901031113783,6.7671228987958872e-23,5.7066852415690295e-18,2.1123792951868779e-15,1.1612309820657481e-16,2.3478491474241078e-23,1.3392355237989297e-38,6.9955274896563196e-12,7.2865367042186818e-47,6.9902711382848523e-12,3.4752361393227452e-33,4.1732811517675511e-25,9.9535714511863262e-32,2.8651188504584671e-33,2.8341312359622633e-18,6.8748527914088435e-36,2.7667158302234742e-05,1.3333238400937065e-06,1.2326512756799747e-11,2.0301220712328704e-09,8.5348946903055758e-16,8.4432344095970767e-14,5.0438906061057355e-10,3.6040293418602427e-14,4.7181014058553402e-15,3.3885019344194699e-19,4.3386843908632176e-23,6.2521457563075017e-19,8.1049798296037107e-23,2.4085747453366216e-25
7.539195371267676e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33753577525385747,0.11863964196642399,0.022820836863050194,1.1140782253542014e-22,6.9608998177246048e-18,2.3710384355444156e-15,1.6818003125728042e-16,2.5887545776367314e-23,2.3415267337530956e-38,7.6688151143771879e-12,1.0622556552920042e-46,7.6628863830784145e-12,4.2084432031554125e-33,5.0649600442763137e-25,1.5883060973334048e-31,4.5549257070234939e-33,3.4366485917251824e-18,9.1501260310301802e-36,3.0323489019576411e-05,1.4616599617575893e-06,1.2339502899320399e-11,2.2302681889659217e-09,8.543888988457805e-16,8.4547843651977036e-14,5.5442164632748315e-10,3.9987328595863538e-14,6.2240105695516791e-15,3.769444583207838e-19,6.4795982488648581e-23,7.6460227561516121e-19,1.1914788424156899e-22,3.4923088733695031e-25
8.201215490963462e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33753299156663241,0.11863698681252798,0.022820772696225657,1.7543459229711045e-22,8.3519014393111936e-18,2.6399371067477389e-15,2.3598005003171194e-16,2.8312289141592274e-23,3.9024911857099906e-38,8.3420792116771539e-12,1.4994017795710981e-46,8.33545058336811e-12,5.0132196765448146e-33,6.0512324812238316e-25,2.4357414390811215e-31,6.9600381969037528e-33,4.1023702323658789e-18,1.1881507460182201e-35,3.2978592142764809e-05,1.5899936049393361e-06,1.2352492364451093e-11,2.4306233720216012e-09,8.5528828173983949e-16,8.4665882882815644e-14,6.0450621164188898e-10,4.4015832130931319e-14,8.0178746283814146e-15,4.158325807929242e-19,9.3338802228079156e-23,9.2012791781188451e-19,1.6929916888693051e-22,4.9050356628435004e-25
9.525255730355033e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33752742787934115,0.11863168018509056,0.022820644366291783,3.9138409546783924e-22,1.1556918819413378e-17,3.2096454715371326e-15,4.3050343673813842e-16,3.3212629099037111e-23,9.6824032736068646e-38,9.6885368517241381e-12,2.7646904115952153e-46,9.6804260339930482e-12,6.8392703597684013e-33,8.3160225521178472e-25,5.2087949090208941e-31,1.4779638567533999e-32,5.6285887718854759e-18,1.8883220858039796e-35,3.8285117877818451e-05,1.846653459631659e-06,1.237846925226649e-11,2.8319608759688966e-09,8.5708690605309357e-16,8.4909611961962637e-14,7.0483115837943214e-10,5.2317751781447556e-14,1.2566673807708875e-14,4.9599566178831051e-19,1.7768726362006886e-22,1.2819785160201146e-18,3.151193127062723e-22,8.9631071249970492e-25
9.999999999999999e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33752543417545539,0.11862977864967877,0.022820598353865396,5.0728733862931721e-22,1.2847315761766146e-17,3.4246427023747875e-15,5.2324427475911276e-16,3.4987338523298196e-23,1.3007389589296628e-37,1.0171296139594001e-11,3.3721188922034089e-46,1.0162627161406782e-11,7.564900953879137e-33,9.2255525773487592e-25,6.6678679902021687e-31,1.8873007597198228e-32,6.2406389375838992e-18,2.1945386619953891e-35,4.0186616772581146e-05,1.9386783072828717e-06,1.2387782786286108e-11,2.9760670042432466e-09,8.5773176960903818e-16,8.4999496835264184e-14,7.4085396235783009e-10,5.5374153307642335e-14,1.4538848685425245e-14,5.2551542557589334e-19,2.1873505351756209e-22,1.4289629589342182e-18,3.8528435813169349e-22,1.0899524808117414e-24
1.0849295969746604e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375218691044729,0.11862637846100998,0.022820516041308282,7.8202742819226246e-22,1.534720909994433e-17,3.8238982747556385e-15,7.2539137771631166e-16,3.8187082429731122e-23,2.1296533250888866e-37,1.1034900465188709e-11,4.7029697262455901e-46,1.1025197857163155e-11,8.9572466482288278e-33,1.0984670694678416e-24,1.0082074718441874e-30,2.8414253667816804e-32,7.4231312383057695e-18,2.8223978700835225e-35,4.358674004703369e-05,2.103303411716069e-06,1.2404443386390539e-11,3.2341344669269894e-09,8.5888533962639675e-16,8.5163594430503948e-14,8.0536365508085664e-10,6.0947067251387364e-14,1.8557013631918783e-14,5.7934996978816617e-19,3.0943108171891079e-22,1.7157021033867592e-18,5.3915389989818266e-22,1.5122878649228195e-24
1.2173336209138176e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33751631523748493,0.11862108163575084,0.022820387721271269,1.4365817942098444e-21,1.9748510458102347e-17,4.4851038652390938e-15,1.1499885846451097e-15,4.3243218620161883e-23,4.2695646605834504e-37,1.2381170107416557e-11,7.5215312603152913e-46,1.2369766419704761e-11,1.1371453615398691e-32,1.4074340887526275e-24,1.8075689815147785e-30,5.0609530591739027e-32,9.4963733301929489e-18,4.0252585554503806e-35,4.8883463185835531e-05,2.359943468729844e-06,1.2430414828343269e-11,3.6371440285828019e-09,8.6068358672010397e-16,8.5427894137131032e-14,9.0610345528740534e-10,6.9904793212829143e-14,2.6178420260748862e-14,6.6590604860760487e-19,5.0357592175517735e-22,2.2264977547656928e-18,8.6508954357951116e-22,2.4001776362291533e-24
1.3497376448529748e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33751076627383864,0.11861578970478193,0.022820259406176872,2.4703620424504422e-21,2.4786829162340667e-17,5.195685084787129e-15,1.737226175638398e-15,4.8388605577862251e-23,7.9569837507066324e-37,1.3727345833708827e-11,1.145718061354728e-45,1.3714132088267194e-11,1.4086642333881755e-32,1.7602342183622688e-24,3.0502125540550839e-30,8.4856807638640445e-32,1.1858722051275292e-17,5.5323216652313574e-35,5.4175291825440043e-05,2.6165736382021516e-06,1.2456383578393425e-11,4.0409894449286718e-09,8.624816473532246e-16,8.5702574583747686e-14,1.0070503119827477e-09,7.9191944124851834e-14,3.5617490353151881e-14,7.5567445344869637e-19,7.7709355929454313e-22,2.8198275541895822e-18,1.3196052697019627e-21,3.6293539864674131e-24
1.482141668792132e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33750522220899964,0.11861050266357628,0.022820131096021219,4.0280372421645382e-21,3.0488441180420669e-17,5.9580792963125873e-15,2.5235637993063807e-15,5.36308096262387e-23,1.3980179848798959e-36,1.5073427699321822e-11,1.6776975272222995e-45,1.5058295229322902e-11,1.7108009272373095e-32,2.1586129047948913e-24,4.9005991688555357e-30,1.3548030009946747e-31,1.4520615701088559e-17,7.3795958978408085e-35,5.9462230492858396e-05,2.873193927654061e-06,1.2482349621954449e-11,4.445670600122564e-09,8.6427952051612951e-16,8.598769924754156e-14,1.1082039775473393e-09,8.8809534241713505e-14,4.705794780504435e-14,8.4866575087528607e-19,1.1488841745993855e-21,3.5014162750373634e-18,1.9323239293816745e-21,5.2767162353874578e-24
1.7469497166704462e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33749414875762723,0.11859994323236785,0.022819874490510678,9.465577107961719e-21,4.3988010294540018e-17,7.6481289755117507e-15,4.856576376831322e-15,6.4435926370901961e-23,3.7696593955200842e-36,1.7765310069310185e-11,3.2795110643172871e-45,1.7746015393920931e-11,2.4092285901854357e-32,3.0991607584259355e-24,1.1280514506303249e-29,3.0798931355659158e-31,2.0784947389652071e-17,1.2242195713003795e-34,7.0021455998188481e-05,3.3864048965405331e-06,1.2534273617884399e-11,5.257539664028474e-09,8.6787470639086441e-16,8.6589536114668185e-14,1.3111307416366426e-09,1.090400880402156e-13,7.6663991511072656e-14,1.0443593459676174e-18,2.2722827437071239e-21,5.1535805683538494e-18,3.7652081408946223e-21,1.017064560825986e-23
2.0117577645487604e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33748309484717709,0.11858940330599356,0.02281961790470876,1.9610397967328844e-20,6.0462879619150872e-17,9.5750432773783672e-15,8.5092020904381995e-15,7.5719067788751234e-23,8.8151485492754175e-36,2.0456817658533654e-11,5.8349976971739231e-45,2.0432929841747013e-11,3.237474080034064e-32,4.243333513950617e-24,2.3079036614963857e-29,6.2252780517695004e-31,2.8373500358842766e-17,1.8914958474552998e-34,8.0561175833966273e-05,3.8995764353961464e-06,1.2586186846509346e-11,6.0727502955311963e-09,8.7146914645108301e-16,8.7233915097207764e-14,1.5148817541280446e-09,1.3060456442672445e-13,1.1641091667632357e-13,1.2530715933142788e-18,4.0621992880482225e-21,7.2340311638392291e-18,6.6578617601792593e-21,1.7843924456355272e-23
2.2765658124270746e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33747206044152578,0.11857888284838861,0.022819361338584618,3.6981041945409614e-20,8.0133124526193894e-17,1.1758846628654193e-14,1.3894736171079459e-14,8.7540707544055866e-23,1.8518264255835516e-35,2.314795090742777e-11,9.6756637460400652e-45,2.3119041498228731e-11,4.2012921087440223e-32,5.6056220527387292e-24,4.3210476468304946e-29,1.1518811681484704e-30,3.7370906734398339e-17,2.7712519229235956e-34,9.1081426065297536e-05,4.4127086040987187e-06,1.2638089343658924e-11,6.8913015717640058e-09,8.7506284318125746e-16,8.7921347800728601e-14,1.7194550117645085e-09,1.5351106987438794e-13,1.6767039161831238e-13,1.4748874376915347e-18,6.7356112878532691e-21,9.7979931965529484e-18,1.094870296584757e-20,2.9172680421070208e-23
2.541373860305389e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33746104550461697,0.11856838182355497,0.02281910479210748,6.4849470174424617e-20,1.0322328715056167e-16,1.4219798429089997e-14,2.1477880369868735e-14,9.9961294080234047e-23,3.5806938874239857e-35,2.583871025571316e-11,1.5190773994087865e-44,2.5804353285978015e-11,5.3071444135431821e-32,7.2007535309616326e-24,7.5511250993066332e-29,1.9898499462708112e-30,4.7862298499023079e-17,3.8964003147141803e-34,0.00010158224269038408,4.9258014623972914e-06,1.2689981133880907e-11,7.7131925718043655e-09,8.7865579828471981e-16,8.8652346947918526e-14,1.9248485015120865e-09,1.7776770751431999e-13,2.3177306282386073e-13,1.7098920125943892e-18,1.0536960519955188e-20,1.2904866970360405e-17,1.701901082334954e-20,4.5144443059206729e-23
2.806181908183703e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33745005000046108,0.11855790019556144,0.022818848265246626,1.0733139975351063e-19,1.2996242881548455e-16,1.6978393952677654e-14,3.1773133367942199e-14,1.1304125066077556e-22,6.4815341587036362e-35,2.8529096142396941e-11,2.2831426869022897e-44,2.8488868124795927e-11,6.5621978441584391e-32,9.0436925995877337e-24,1.2488005306273453e-28,3.2537300911772363e-30,5.9933307193286187e-17,5.3014741236158862e-34,0.00011206366164065176,5.4388550699124011e-06,1.2741862244376523e-11,8.5384223766234647e-09,8.8224801364862383e-16,8.9427426460921797e-14,2.1310602005813987e-09,2.0338257714878139e-13,3.1001012728566026e-13,1.958170643342437e-18,1.5737145461020875e-20,1.661821911632107e-17,2.529157402075488e-20,6.6855184449573226e-23
3.0709899560620177e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33743907389313588,0.11854743792854344,0.022818591757971407,1.6947031609447827e-19,1.6058418117374417e-16,2.0055365220853731e-14,4.5343295765469569e-14,1.2684097541283517e-22,1.1117103515263241e-34,3.1219109005774095e-11,3.3115004932296349e-44,3.1172588931677275e-11,7.9743225123405744e-32,1.1149642594118032e-23,1.9741712768795189e-28,5.0866340329141078e-30,7.3670063625904178e-17,7.0227930053065729e-34,0.00012252571878087427,5.951869486136353e-06,1.2793732704081524e-11,9.3669900690806858e-09,8.8583949128030321e-16,9.0247101440274118e-14,2.3380880764632423e-09,2.3036377525185468e-13,4.0363479114516075e-13,2.2198088501593795e-18,2.2632558330261299e-20,2.1005774415798433e-17,3.622943567685173e-20,9.5506802497678637e-23
3.600606051818646e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33741717972561969,0.11852657133430838,0.022818078802055507,3.7798976239011706e-19,2.3443319457071739e-16,2.7248551858616754e-14,8.4792906524827221e-14,1.5684119650489212e-22,2.8783496210064774e-34,3.6598017412236038e-11,6.4041787329462432e-44,3.6537660103605093e-11,1.1304771649856327e-31,1.6212588986815265e-23,4.4323730175911452e-28,1.1173839613368061e-29,1.0648783760928095e-16,1.156933416059232e-33,0.00014339189075773288,6.9777809820403986e-06,1.2897441782522398e-11,1.103413545777937e-08,8.9302024107617945e-16,9.2022303918491064e-14,2.7545841802444139e-09,2.8845752617788863e-13,6.4187772924001088e-13,2.7835070659780176e-18,4.2816526493454057e-20,3.2095140148122341e-17,6.814765120008449e-20,1.7895452094091859e-22
4.1302221475752744e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33739536271601989,0.1185057817552617,0.022817565924115692,7.5230455658720548e-19,3.2673274235442049e-16,3.5969982509093683e-14,1.452418734467978e-13,1.9044464127086079e-22,6.5341963333150985e-34,4.1975438967269824e-11,1.1363288274726349e-43,4.1899590081770314e-11,1.5375448081417709e-31,2.2516038072453615e-23,8.9126049619002263e-28,2.1996336327372489e-29,1.4701464132545743e-16,1.7868578934722014e-33,0.00016418104421078977,8.0035364234934164e-06,1.3001108591457695e-11,1.2714621438358557e-08,9.0019806309335304e-16,9.3982097914551933e-14,3.1743203597582232e-09,3.5211366583663661e-13,9.5581959985666413e-13,3.4016748399760683e-18,7.393484345486286e-20,4.6797636837790594e-17,1.1723835496632415e-19,3.0712628170434798e-22
4.659838243331903e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3373736225793485,0.11848506890687378,0.0228170531239088,1.3740687800962891e-18,4.3952169093250403e-16,4.6394125220467407e-14,2.3279081725512154e-13,2.281335941908421e-22,1.3425929274376542e-33,4.7351377151742442e-11,1.8896909070530757e-43,4.7258402101577736e-11,2.0274442139866376e-31,3.0190330351658603e-23,1.6483780951460334e-27,3.9850032180977649e-29,1.9595746540669211e-16,2.6292259368715147e-33,0.0001848934636713606,9.0291362818449462e-06,1.3104733351794356e-11,1.4408440741045857e-08,9.0737297266082256e-16,9.6130644701715328e-14,3.5972800086812984e-09,4.2139684699159682e-13,1.3542552742014906e-12,4.075003673649667e-18,1.1918556903336923e-19,6.5803997485590765e-17,1.8853696794351838e-19,4.9320560216027281e-22
5.189454339088532e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33735195903167514,0.11846443250566957,0.02281654040119261,2.3468979929585929e-18,5.7491704309400942e-16,5.869931976483173e-14,3.5418676321110363e-13,2.7038994167263449e-22,2.5512439710447152e-33,5.272583543526169e-11,2.9877039017787653e-43,5.2614119353974843e-11,2.6100919657501536e-31,3.9369739448905673e-23,2.8549851225992061e-27,6.7644893594368602e-29,2.5403126102438413e-16,3.725653638501866e-33,0.00020552943261618268,1.0054581026418668e-05,1.3208316284313033e-11,1.6115586125571894e-08,9.1454498510015216e-16,9.8472122841670932e-14,4.0234463686120285e-09,4.9637166983777521e-13,1.845494625583176e-12,4.8041884924550412e-18,1.8209414152659432e-19,8.9870811155386398e-17,2.8761684672426906e-19,7.5185192595671237e-22
5.719070434845161e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33733037179012271,0.11844387226922468,0.022816027755725828,3.7984229074725794e-18,7.351156412413033e-16,7.3067805450422685e-14,5.1678689296446871e-13,3.176951734122313e-22,4.5524227335377805e-33,5.8098817276220823e-11,4.5364457352826557e-43,5.7966764985597824e-11,3.2965063610710401e-31,5.0192510106831921e-23,4.6900142271383185e-27,1.0896435744606699e-28,3.2195893068990881e-16,5.1227231114908618e-33,0.00022608923347134109,1.1079871124521e-05,1.3311857607931076e-11,1.7836050380913642e-08,9.2171411560520422e-16,1.0101072770937436e-13,4.4528025302357676e-09,5.7710268220830052e-13,2.4373975617152886e-12,5.5899277492186854e-18,2.6649141258681073e-19,1.1982033864757337e-16,4.2055886100538721e-19,1.0991452989762721e-21
6.24868653060179e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33730886057286319,0.11842338791616142,0.022815515187268074,5.8822169169549119e-18,9.2239589063801247e-16,8.9685748948381079e-14,7.2852468603156831e-13,3.7053038375133512e-22,7.7139916181989591e-33,6.3470326121843119e-11,6.6636329493051026e-43,6.3316362098917296e-11,4.0988015887310832e-31,6.2800896233814323e-23,7.3760894418987369e-27,1.68121681927376e-28,4.0047131905806333e-16,6.8725044563780712e-33,0.00024657314761619193,1.2105007041449717e-05,1.3415357540455913e-11,1.9569826325030543e-08,9.2888037929433488e-16,1.0375067103278048e-13,4.8853314345029765e-09,6.6365437978425384e-13,3.137406652176419e-12,6.4329235285675276e-18,3.7649303667969293e-19,1.5654034622129351e-16,5.9392297344284337e-19,1.5525276219651328e-21
6.778302626358419e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33728742509911414,0.11840297916614491,0.022815002695579911,8.779601953396484e-18,1.1391194987412615e-15,1.0874327206775192e-13,9.9787840141275993e-13,4.2937627303015387e-22,1.2517886512508542e-32,6.8840365408226249e-11,9.5216502464847706e-43,6.8662933752383237e-11,5.0301819318324511e-31,7.7341198919533324e-23,1.1184775610543609e-26,2.5021326284583251e-28,4.903072037550697e-16,9.0330752913824639e-33,0.00026698145538727299,1.3129989240502521e-05,1.3518816298753491e-11,2.1316906804603457e-08,9.3604379122207415e-16,1.066961804267652e-13,5.3210158738206562e-09,7.5609120629724164e-13,3.9525774034070663e-12,7.3338816521648095e-18,5.1648103383311008e-19,2.0098395747581384e-16,8.1472178984467028e-19,2.1307563576551843e-21
7.307918722115048e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33726606508913415,0.11838264573987924,0.022814490280422796,1.2701334520117147e-17,1.3877332279876957e-15,1.3043447942684922e-13,1.3338419030562579e-12,4.9471314893137636e-22,1.9581065888399201e-32,7.4208938560386743e-11,1.3290851402637202e-42,7.4006502960569285e-11,6.1049360088402748e-31,9.3963804341475098e-23,1.6441907460123334e-26,3.6116888104670907e-28,5.9221328624852948e-16,1.1669036821227518e-32,0.0002873144360821939,1.4154818182985586e-05,1.3622234098468704e-11,2.3077284694776456e-08,9.4320436635979093e-16,1.0985149892200032e-13,5.7598384932550508e-09,8.5447755373346819e-13,4.8896061794746586e-12,8.2935117847120552e-18,6.9108704110165181e-19,2.5416952381701791e-16,1.0903960770540131e-18,2.853858686272091e-21
7.837534817871677e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33724478026421961,0.11836238735910345,0.022813977941559122,1.788918171728363e-17,1.6707706629255498e-15,1.5495748603401517e-13,1.7458976622461597e-12,5.6702092781705803e-22,2.9678090582121655e-32,7.9576048992303794e-11,1.8183133156691362e-42,7.9347092694315532e-11,7.3384310498774445e-31,1.1282322158487633e-22,2.3532991270596257e-26,5.0779909441858518e-28,7.0694418275505593e-16,1.4852026679109941e-32,0.00030757236796350877,1.5179494328222119e-05,1.3725611154120706e-11,2.4850952898898836e-08,9.503621196023109e-16,1.1322088449448225e-13,6.2017817917453486e-09,9.5887776253341637e-13,5.9548559349857765e-12,9.3125275407037405e-18,9.0517682599947031e-19,3.1718051295333708e-16,1.4287921078652459e-18,3.7430910740058927e-21
8.367150913628305e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33722357034670042,0.11834220374658784,0.022813465678752167,2.4617401056642707e-17,1.9908539934084053e-15,1.8251444481112441e-13,2.243991682664562e-12,6.467791360607484e-22,4.3765357334116204e-32,8.4941700106963312e-11,2.4445779452017801e-42,8.4684725880871141e-11,8.747107201074257e-31,1.3407812042347987e-22,3.2908672879950185e-26,6.9784010898391916e-28,8.3526241517442784e-16,1.8661229189014994e-32,0.00032775552826257409,1.6204018133560852e-05,1.3828947679137339e-11,2.6637904348268451e-08,9.5751706577032244e-16,1.1680860959292833e-13,6.6468281233298108e-09,1.0693561217902736e-12,7.1543800132932643e-12,1.039164659202693e-17,1.1638362109804341e-18,3.9116541429744412e-16,1.8381406217985419e-18,4.8209028051233294e-21
8.896767009384934e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33720243505993619,0.11832209462613005,0.022812953491766146,3.3194134883875433e-17,2.3506958141254886e-15,2.1331157406876253e-13,2.8385101592426947e-12,7.34466911374436e-22,6.3006951153408691e-32,9.0305895296401598e-11,3.236557196396175e-42,9.0019425404035906e-11,1.0348471854978343e-30,1.5789136906829114e-22,4.5090262617717866e-26,9.3999636928265092e-28,9.7793840204723502e-16,2.318388322904977e-32,0.0003478641931833958,1.7228390054384549e-05,1.3932243885821068e-11,2.8438132001876153e-08,9.6466921960803681e-16,1.2061896066395934e-13,7.0949596983844075e-09,1.185976869446443e-12,8.4939441988086322e-12,1.1531590776428382e-17,1.4723583144479718e-18,4.7733766043938548e-16,2.3270372421761356e-18,6.1109027203124777e-21
9.426383105141563e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33718137412831223,0.11830205972255119,0.022812441380366148,4.3962725826242071e-17,2.7531009397080039e-15,2.4755918492120597e-13,3.5402577674256905e-12,8.3056300412956463e-22,8.8802104068041107e-32,9.566863794174903e-11,4.2273164402195138e-42,9.5351214104301377e-11,1.2161094009585668e-30,1.8443007186712848e-22,6.0675307024970714e-26,1.2439809899162694e-27,1.1357504495399104e-15,2.8515787467171278e-32,0.00036789863790646031,1.8252610544118471e-05,1.4035499985367069e-11,3.0251628846151271e-08,9.7181859578446275e-16,1.2465623767594978e-13,7.5461585848731855e-09,1.3088041924873941e-12,9.9790471274449915e-12,1.2733086206800906e-17,1.836231837201804e-18,5.7697556429308347e-16,2.9044242621663766e-18,7.6378292007160793e-21
9.955999200898192e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33716038727723624,0.11828209876169211,0.022811929344318176,5.7302958410509863e-17,3.2009682349324139e-15,2.8547170863267807e-13,4.3604374936822341e-12,9.3554577867195369e-22,1.2281426743265721e-31,1.0102993141327359e-10,5.4547719481530762e-42,1.0068011477899084e-10,1.4204598657887364e-30,2.1386560694419709e-22,8.0343199311037689e-26,1.6205541337595655e-27,1.3094847424599648e-15,3.4761802800039057e-32,0.00038785913659255183,1.927668005423887e-05,1.4138716187873401e-11,3.2078387894708235e-08,9.7896520889412911e-16,1.2892475364125071e-13,8.0004067096099985e-09,1.4379022271337288e-12,1.1614939144805453e-11,1.39968633812725e-17,2.2611303432719961e-18,6.9142227157556919e-16,3.5795737253202384e-18,9.4275231251426475e-21
9.999999999999999e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33715864700244275,0.11828044371223932,0.022811886807462108,5.8539739414521829e-17,3.2403155703043735e-15,2.8879319058325075e-13,4.4342661219845793e-12,9.4468256564858755e-22,1.2606864450947996e-31,1.0147528555426273e-10,5.5687098970222459e-42,1.0112271357852517e-10,1.4385400307965043e-30,2.1644691781301259e-22,8.2184218221652107e-26,1.6554679832462152e-27,1.3246597992608953e-15,3.5325356338536393e-32,0.00038951414749852802,1.9361753538624991e-05,1.4147289658759625e-11,3.223075251848586e-08,9.795588296164153e-16,1.2928992314016805e-13,8.0382825175763088e-09,1.4489118944119842e-12,1.1757792569836596e-11,1.4104683765914589e-17,2.299358254012428e-18,7.0164035802957804e-16,3.6403612852375357e-18,9.5888675272991325e-21
