Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(45),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2OX(23),H2X(46),CHOX(50),CO2X(24)
9.713987143627135e-21,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1928957503999964,0.099999999999997508,0.099999999999999464,3.9186756128117877e-98,5.2521439517638224e-58,1.8012148417601543e-37,7.2244474703189709e-79,1.7106186241617117e-48,2.1526879280856231e-127,3.2112722696205305e-34,3.8429038860299564e-125,3.2097501756137115e-34,5.683822261865728e-80,1.8010807775276132e-64,4.9028112456633731e-114,1.2722672821209744e-115,3.5458950972853522e-55,6.0749420010341268e-97,2.4953671187916121e-15,1.091793052741919e-15,2.8697936459399943e-18,2.8697936660696053e-18,9.9932980280095803e-27,4.7681749996712709e-29,2.2336415749428529e-35,3.0059350619460032e-32,6.6999051292635679e-59,4.9444359681105426e-46,6.7685249524183257e-51,3.4346015650476921e-87,4.1649309281566193e-88
1.9436413893808243e-20,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039999279,0.09999999999999501,0.099999999999998923,1.9930525239866998e-95,8.4104695246992936e-57,1.4356997594328561e-36,9.1819451896184771e-77,1.3698822631290533e-47,2.1906874974584427e-124,6.428382878976526e-34,2.4640626659734304e-123,6.4222905362760913e-34,9.1039934869916417e-79,2.885082629018245e-63,1.4334736418605879e-111,3.2339789542393304e-113,2.838871911162484e-54,1.9461633233148395e-95,4.9929022368152249e-15,2.1845346659118747e-15,5.7420805764250116e-18,5.7420806571851229e-18,3.9810028085101515e-26,3.8005818953449882e-28,3.547088214901355e-34,1.2031572929440152e-31,4.2576614176225453e-57,3.9585548927102642e-45,1.0792143245023782e-49,8.734278340907563e-85,1.0591499582513086e-85
3.8881267394170467e-20,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1928957503999856,0.099999999999990014,0.099999999999997827,1.0106526041160036e-92,1.3462383956317597e-55,1.1389341291712679e-35,1.1637706798718305e-74,1.0964610164842374e-46,2.2222284441230277e-121,1.2871753134473331e-33,1.5792464936106898e-121,1.284737582817416e-33,1.4574296241500892e-77,4.6188160890826034e-62,4.5829502721774327e-109,8.1979376791168462e-111,2.2719599636231219e-53,6.2312157222294217e-94,9.9879724728552608e-15,4.3700178922515979e-15,1.1486654377070115e-17,1.1486654701710019e-17,1.5779770831373784e-25,3.0149816326232133e-27,5.6181272248984955e-33,4.8141955475039699e-31,2.6981390842128167e-55,3.1680465027888841e-44,1.712804317697441e-48,2.2145202600156146e-82,2.685394255474109e-83
7.777097439489491e-20,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039997123,0.099999999999980008,0.099999999999995648,5.0860213954025392e-90,2.1544316742770037e-54,8.9562088781861761e-35,1.4640194687824842e-72,8.7739093262152382e-46,2.2368812768947106e-118,2.5795089791837571e-33,1.012424875759229e-119,2.5697564694263949e-33,2.3325200676258458e-76,7.3922516835437412e-61,1.6307080863867902e-106,2.0626566892547277e-108,1.8179125906481297e-52,1.9945480585428839e-92,1.9978112944906566e-14,8.7409843449302973e-15,2.2975801737060608e-17,2.297580304747862e-17,6.1964660686017203e-25,2.370879429607004e-26,8.8319234742626508e-32,1.9259910531080726e-30,1.697023312065364e-53,2.5349177438721257e-43,2.6953362093515161e-47,5.572158233558507e-80,6.7569045521575979e-81
1.555503883963438e-19,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039994247,0.09999999999996001,0.099999999999991276,2.5200036636304512e-87,3.4474493446827912e-53,6.9266064250751542e-34,1.8134595156251131e-70,7.0200157719499111e-45,2.2167710074070614e-115,5.1788147685899705e-33,6.4976299522377797e-118,5.1398015555621575e-33,3.7325381738652606e-75,1.1829313747772349e-59,6.4063476240352903e-104,5.110282625785992e-106,1.4544672505553319e-51,6.3834481293783405e-91,3.9958393888894129e-14,1.7482917250284705e-14,4.5954095491842771e-17,4.5954100822460144e-17,2.3902701656763262e-24,1.833598083351491e-25,1.3669059620278943e-30,7.7045860397811029e-30,1.050907688918033e-51,2.0281254776772387e-42,4.1736723482795376e-46,1.3804191776376561e-77,1.6738912001549651e-78
3.111092163992416e-19,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039988494,0.09999999999992,0.099999999999982533,1.2124248676418526e-84,5.5162008688279791e-52,5.1939432490034625e-33,2.1813848905403894e-68,5.6163675232481858e-44,2.1331399974018755e-112,1.0435980174216752e-32,4.1804676840807863e-116,1.0279920979507917e-32,5.9724655063392387e-74,1.8928251815616613e-58,2.6797582688476723e-101,1.2295653990899929e-103,1.1636275792291939e-50,2.0428463544895805e-89,7.9918955776409027e-14,3.4966783060981548e-14,9.1910679140612107e-17,9.1910701105430943e-17,8.9200027440327172e-24,1.3749204926202529e-24,2.0537285485198453e-29,3.0819556774437012e-29,6.3190792483031288e-50,1.6225753718574658e-41,6.2724349954315291e-45,3.3206616008709003e-75,4.0264720220380179e-76
6.222268724050371e-19,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039976986,0.099999999999839981,0.099999999999965047,5.5393167624908547e-82,8.8261308292680878e-51,3.6897736219630659e-32,2.4920030301653766e-66,4.4932352805714057e-43,1.9492380669271625e-109,2.1184526253374852e-32,2.7032563195022986e-114,2.0560276834123678e-32,9.5562669139024769e-73,3.0286221568173016e-57,1.132445525681595e-98,2.8099183656163482e-101,9.3092182288807472e-50,6.5373360916583889e-88,1.598400795495979e-13,6.9934514682327354e-14,1.8382383099497364e-16,1.8382392312393524e-16,3.1413037606176282e-23,9.7672784861929829e-24,2.9287341882601257e-28,1.2328040370202384e-28,3.6078398389750355e-48,1.2980878503192593e-40,8.9461155163232207e-44,7.5854308485950383e-73,9.1970396515790296e-74
1.2444621844166282e-18,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039953971,0.099999999999679956,0.099999999999930075,2.3325522779946871e-79,1.4121925381354284e-49,2.4075178368153968e-31,2.6242626910716487e-64,3.5946436026872552e-42,1.6417112433186e-106,4.3618479168486404e-32,1.7654903581900073e-112,4.1121456570504172e-32,1.5290280108904221e-71,4.8458573500485182e-56,4.575636882321365e-96,5.9203053632988389e-99,7.447425580984913e-49,2.091983366308365e-86,3.19682327088612e-13,1.3986997792482747e-13,3.6765007293100861e-16,3.6765046611445805e-16,1.0099225086988013e-22,6.3727982570551075e-23,3.846454391102051e-27,4.9312397871307426e-28,1.8982376082503207e-46,1.0384773913897402e-39,1.1750471455231456e-42,1.5970138999238213e-70,1.9360308529783439e-71
2.48893280843981e-18,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039907941,0.099999999999359906,0.099999999999860145,8.8029169391014307e-77,2.2595008747708136e-48,1.4022191225692765e-30,2.4773731319106427e-62,2.8757352297340414e-41,1.2393425025035484e-103,9.2233825507310354e-32,1.1751946012186063e-110,8.2245688154135298e-32,2.4464635762355274e-70,7.753358574981461e-55,1.6907570322960806e-93,1.1184004430168083e-96,5.9579159988872625e-48,6.6944000806305356e-85,6.3936682213718577e-13,2.7974090440906153e-13,7.353023097124896e-16,7.353039987506094e-16,2.8770387709913253e-22,3.7115030358258676e-22,4.5237188946277815e-26,1.9724847282215539e-27,8.9500091265189467e-45,8.3077850145126697e-39,1.382068084256012e-41,3.0135741880808859e-68,3.6522271559550165e-69
4.977874056486175e-18,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039815884,0.099999999998719807,0.099999999999720271,2.94843016557304e-74,3.6151429669454397e-47,7.2297028492270841e-30,2.0763535434836117e-60,2.3005934366510794e-40,8.3055261045885386e-101,2.0445426007074355e-31,8.1007119805776244e-109,1.645016397843946e-31,3.9143519767675535e-69,1.2405162522974249e-53,5.6049744110153646e-91,1.8759872327335898e-94,4.7662512308772707e-47,2.142213995663379e-83,1.2787358121165154e-12,5.5948275737446544e-13,1.4706057949144313e-15,1.4706129804270732e-15,7.217549600360415e-22,1.9133753989297703e-21,4.7199083343743152e-25,7.8897892284414353e-27,3.7455488407446248e-43,6.6461142702246615e-38,1.4421994927721928e-40,5.0480502078625446e-66,6.1142859369790242e-67
9.955756552578902e-18,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039631768,0.099999999997439595,0.099999999999440523,8.9032236077826251e-72,5.7840134553968073e-46,3.3645261521930983e-29,1.5698443044586558e-58,1.840472232563979e-39,5.0209813121581478e-98,4.8885393555223226e-31,5.9261280947333948e-107,3.2904349705707774e-31,6.2629561592865475e-68,1.9847449047427416e-52,1.6851941417274875e-88,2.8385823417549059e-92,3.8128535143870436e-46,6.8550779569808717e-82,2.5574737916039033e-12,1.1189664632930158e-12,2.9412088118848468e-15,2.9412388076436108e-15,1.6358312215052179e-21,8.9021324136834471e-21,4.4429740998197884e-24,3.15578391287433e-26,1.414070669947453e-41,5.3166857791551488e-37,1.3579122882106912e-39,7.6280470323637524e-64,9.2284794735614058e-65
1.9911521544764358e-17,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039263535,0.099999999994879171,0.09999999999888104,2.4969342272526081e-69,9.2537100502909863e-45,1.4614040094051693e-28,1.1035579498795426e-56,1.472369390752673e-38,2.822483003815216e-95,1.2974872224324971e-30,4.7420381759996955e-105,6.5824702893976716e-31,1.0020675588720293e-66,3.1753215473760782e-51,4.7240710649550283e-86,3.9930302128833283e-90,3.0500401001945955e-45,2.1936133698421169e-80,5.1149497486935902e-12,2.2379338750810877e-12,5.8823990321767675e-15,5.88252209657445e-15,3.4832321172604537e-21,3.8647369770744296e-20,3.8921800374333594e-23,1.2622057479108202e-25,4.9652356821109714e-40,4.2530101795227444e-36,1.1901416860938759e-38,1.07186401131767e-61,1.2937467652940994e-62
3.982305152913527e-17,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575038527068,0.099999999989758337,0.099999999997762073,6.6830709815884273e-67,1.4803645563427154e-43,6.100591844504697e-28,7.4203164337256269e-55,1.1778803329419879e-37,1.5177849672992595e-92,3.8740792239637747e-30,5.321277703205307e-103,1.3171333723784334e-30,1.603288180920652e-65,5.0796314755944819e-50,1.2685011748043918e-83,5.3722619101357452e-88,2.4396411206106502e-44,7.0194771665703599e-79,1.0229901655332617e-11,4.4758686984611137e-12,1.1764716218845699e-14,1.1765215394178983e-14,7.1822503705316571e-21,1.6116837102557303e-19,3.2649050851732351e-22,5.0479558529030404e-25,1.6682152969311494e-38,3.4018629781709334e-35,9.9928570342062555e-38,1.4408371580254798e-59,1.7310671463201397e-60
7.964611149787709e-17,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575037054138,0.099999999979516668,0.099999999995524141,1.7361747720898384e-64,2.3678486670441164e-42,2.4936532219493747e-27,4.8650142860728238e-53,9.422792806298646e-37,7.9584681963862775e-90,1.2864482412695575e-29,5.6571213515842905e-101,2.6368232606895094e-30,2.5651953300788758e-64,8.1245936172230585e-49,3.3234358544222069e-81,7.0494231974677767e-86,1.9510865751582784e-43,2.2461760553340236e-77,2.0459805438449271e-11,8.9517383444366957e-12,2.3529097581964485e-14,2.3531109773004013e-14,1.458061145820361e-20,6.5744703046161159e-19,2.6726213130992822e-21,2.0184880106970919e-24,5.4665851128353465e-37,2.7206170217380737e-34,8.1956101628083043e-37,1.8886041369939142e-57,2.2482881952024953e-58
1.5929223143536073e-16,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575034108278,0.099999999959033331,0.099999999991048277,4.4047564663703775e-62,3.7862081185537453e-41,1.0083714117412345e-26,3.1433162581199753e-51,7.5378317003624575e-36,4.1119603686227893e-87,4.6193505357923607e-29,6.4954045400855087e-99,5.2838725072626924e-30,4.1041004788848392e-63,1.2990340911405943e-47,8.5824922706291356e-79,9.128926299964575e-84,1.5598676706572915e-42,7.1873979627493189e-76,4.0919612884037003e-11,1.7903477633249993e-11,4.7056848310854574e-14,4.7064936701241984e-14,2.9376725089810019e-20,2.6477880839760899e-18,2.1570127596400454e-20,8.0684009655521871e-24,1.7655941025619856e-35,2.1750969717201227e-33,6.6395904962065722e-36,2.4392874941535355e-55,2.8517418578369294e-56
2.3893835137284437e-16,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575031162418,0.099999999938549994,0.099999999986572413,3.3308113300959264e-61,1.3965089432363738e-40,2.1496489070274127e-26,1.7635100892527676e-50,2.2377257801174156e-35,3.5378621640351763e-86,9.4870084724398724e-29,3.6291181047152409e-98,7.9385918902360787e-30,1.5526259285208806e-62,4.9510316140331308e-47,6.5197743063090296e-78,5.9999440705820951e-83,4.4586075776000553e-42,3.3528354703035447e-75,6.1379420208979143e-11,2.6855216918925424e-11,7.0583587085915187e-14,7.0600808644945353e-14,4.4172202726431281e-20,5.6287988702583998e-18,6.1743376434395958e-20,1.713723495590359e-23,8.2679709344542253e-35,6.217132373448406e-33,1.9046744844340099e-35,1.6154405467611541e-54,1.8786755649521696e-55
3.18584471310328e-16,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575028216557,0.099999999918066657,0.099999999982096549,1.6337707308423081e-60,3.5558261867852563e-40,3.6731819224165461e-26,6.4399308175521941e-50,4.8757294044579306e-35,2.0840045849242162e-85,1.5889356039399031e-28,1.821635415809364e-97,1.0600982078358901e-29,4.0413739265693092e-62,1.3316575280403232e-46,3.209047192691832e-77,2.4612046456318238e-82,9.4013653766067618e-42,1.0209197573730237e-74,8.183922741327573e-11,3.5806956201462989e-11,9.4109313950680466e-14,9.4138732676737698e-14,5.8967043999451443e-20,9.5934157847428253e-18,1.3021245207869373e-19,2.9221387381668777e-23,2.6680296210802499e-34,1.3109369183776373e-32,4.0247292534503722e-35,7.2966666856632009e-54,8.4542905484013081e-55
4.778767111852953e-16,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575022324834,0.099999999877099982,0.099999999973144807,2.0653680928590532e-59,1.2571586830500804e-39,7.6173294348963025e-26,4.1921162611046924e-49,1.4151793506901984e-34,4.708410011973736e-84,3.229566901485797e-28,2.3296792316819901e-96,1.5943767448003827e-29,1.4830490388260007e-61,5.3821113219427226e-46,4.0744678075103322e-76,1.8974339672904793e-81,2.5663857080197312e-41,4.6511406227593894e-74,1.2275884153872109e-10,5.3710434759173764e-11,1.4115839292372453e-13,1.41219418376414e-13,8.8555233110899341e-20,1.9809397234038975e-17,3.5513991490599551e-19,6.0455399854069396e-23,1.4672061115858189e-33,3.5785969500856778e-32,1.1012952200890443e-34,8.4337885704720239e-53,9.7280647764170614e-54
6.371689510602626e-16,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575016433111,0.099999999836133308,0.099999999964193065,1.0507819531946306e-58,3.162198639446705e-39,1.2967035783088633e-25,1.5401323785615582e-48,3.0946629860441388e-34,2.8771665559929768e-83,5.4345034793502028e-28,1.0586863565784458e-95,2.1314766691929604e-29,3.8454903187038022e-61,1.4571118956242993e-45,2.083396135868783e-75,7.8641317051730971e-81,5.367110699479118e-41,1.3969990756020547e-73,1.6367845522050959e-10,7.1613913305345531e-11,1.88203751103249e-13,1.883077072116299e-13,1.1814108229177546e-19,3.3584493984198363e-17,7.4171492642233099e-19,1.0274814603654933e-22,4.7040738396582304e-33,7.4839591697151305e-32,2.3067455504810007e-34,3.79199022048688e-52,4.3443578978668651e-53
7.964611909352299e-16,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575010541388,0.099999999795166633,0.099999999955241323,4.095445349044054e-58,6.7419304696138166e-39,1.9822591959735712e-25,4.5312112462873493e-48,5.8056732091444859e-34,1.3535202404855708e-82,8.2440087405713149e-28,3.8949526841240419e-95,2.6715999606720642e-29,8.4077058891221768e-61,3.2715874979113324e-45,8.1622937884504482e-75,2.6029009424430717e-80,9.7657640207613341e-41,3.4856128763833429e-73,2.0459806842695151e-10,8.9517391839154082e-11,2.3524512300917518e-13,2.3540418749238991e-13,1.4772442458875471e-19,5.1126826324442082e-17,1.3472950850735592e-18,1.5686557525041667e-22,1.2274407318703189e-32,1.3617490450885006e-31,4.2024616638252015e-34,1.349456656617498e-51,1.5373747771401734e-52
1.1150456706851646e-15,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289574998757933,0.099999999713233284,0.099999999937337838,9.180909121611678e-57,2.4806278817796442e-38,3.8145123247639446e-25,3.7770111536567849e-47,1.5883054809751784e-33,6.2114754148822976e-81,1.571440186415934e-27,5.1136227478158e-94,3.7611096501274636e-29,3.2335347675628708e-60,1.2665394915290249e-44,1.9012840790358733e-73,3.5977568233107157e-79,2.5749562750272072e-40,1.9121322457698646e-72,2.8643729338393712e-10,1.2532434886890514e-10,3.2931565957676974e-13,3.2962253640460064e-13,2.0688343229931079e-19,9.7444489802288979e-17,3.5326002204092168e-18,3.0115538488435513e-22,6.8181465661167164e-32,3.5905477308590315e-31,1.1107187097519588e-33,1.9198621702092605e-50,2.1063749400910119e-51
1.4336301504350992e-15,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289574986974478,0.099999999631299935,0.099999999919434354,5.4226597015224387e-56,6.4506530361183011e-38,6.2582106694807117e-25,1.5365301561178427e-46,3.3479047334469873e-33,4.3467275026442368e-80,2.5639602994910753e-27,2.5746098481030417e-93,4.8629057638689874e-29,8.5881660984505405e-60,3.3656402075750594e-44,1.1427183660588059e-72,1.860192039775602e-78,5.331993959451969e-40,6.3187059451723561e-72,3.6827651641028823e-10,1.6113130584844302e-10,4.2337001016478209e-13,4.2387481448557839e-13,2.6603226098349799e-19,1.5839034672049418e-16,7.2755580294238251e-18,4.9311166282702358e-22,2.2422455733308033e-31,7.4349916855681333e-31,2.304091692905037e-33,9.5461969418635155e-50,1.0266980082028371e-50
2.0707991099349685e-15,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1928957496340756,0.099999999467433251,0.0999999998836274,1.3289875930679285e-54,2.8549128970313079e-37,1.2979161148219329e-24,1.5848807426186534e-45,1.0209140514379567e-32,1.8412638169369424e-78,5.2851216221380417e-27,4.0720531705130546e-92,7.1033752434349945e-29,3.896323517566366e-59,1.5034891701684511e-43,3.0058879185510578e-71,3.7468180286566107e-77,1.5974988868880532e-39,4.3563569837012834e-71,5.3195495667190134e-10,2.3274521965690141e-10,6.1143017458751158e-13,6.1248319231441084e-13,3.8429939459529907e-19,3.2206885936851422e-16,2.1511027765346533e-17,1.0188364497834672e-21,1.4778680680631408e-30,2.2275701305878506e-30,6.9273441380382235e-33,1.5272045914201942e-48,1.5317170300012177e-49
2.7079680694348376e-15,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289574939840623,0.099999999303566581,0.099999999847820445,8.2058980122562334e-54,8.0355000856909817e-37,2.2144308428518144e-24,6.9472829802367796e-45,2.2648423956512874e-32,1.3594042380348668e-77,8.9875526335220786e-27,2.2354532684635898e-91,9.3930388022272083e-29,1.1074464105516486e-58,4.2620312028123556e-43,1.913193235239121e-70,2.2274591206247109e-76,3.5151520296210507e-39,1.5618277828620065e-70,6.9563338921206209e-10,3.0435913326453785e-10,7.994256381816709e-13,8.0123201183507892e-13,5.0252583919914471e-19,5.3940578214121363e-16,4.6788382107876429e-17,1.7324481879295432e-21,5.2260303135304802e-30,4.9015667349989805e-30,1.5284988210239877e-32,8.1140487000700847e-48,7.8631844943681172e-49
