Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),C2H4(47),COX(50),CHOX(53),CO2X(24)
0.0,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.305033531594134e-24,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996532,0.022821567693054285,-3.2549366123075087e-120,1.3121010683452015e-65,2.9700072505100237e-36,1.9483415512936766e-88,1.7985939299040546e-54,6.6260031275402656e-132,5.5646920903778486e-20,-6.5494093392713291e-106,5.5646920903778486e-20,2.5962946586401065e-72,7.9235329947354531e-72,4.3712748470903963e-112,5.0684832133456026e-113,2.0046062198287206e-52,1.2187828446504407e-85,3.0390311159895404e-18,8.9980309981672622e-20,3.6022135345625228e-22,9.0087835689077205e-38,3.3357983340900261e-37,3.6022135345102627e-22,2.6105198650229318e-33,4.1278484604499005e-41,3.2866734920503653e-45,4.1488573236511564e-76,3.3174158811947725e-54,2.1456307148882919e-52,2.0232935776207614e-98,7.6982264103200465e-106,-3.918891913759142e-108,-1.3331784852618113e-107
1.7654093888463576e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996532,0.022821567693054285,5.8968299903613472e-118,2.9353438664442195e-64,1.7938843812248289e-35,2.152983980601663e-86,2.7180351697892699e-53,2.3908677962272818e-129,1.5581137853057977e-19,1.2643731906646193e-104,1.558113785305797e-19,7.3219664040592818e-71,2.4912855661509623e-70,8.7384472450168387e-110,1.0132209646232151e-110,2.3798685041583904e-51,6.308771063686446e-84,8.5092871247707105e-18,2.5194486794868334e-19,1.008619789685983e-21,5.4413052755646692e-37,2.0148221937883227e-36,1.0086197896544175e-21,1.5767539743872918e-32,4.9005816213940546e-40,3.9019616781724189e-44,2.5239669544150654e-74,3.9384361341038216e-53,2.547292787207906e-51,1.9053999987482421e-96,1.5389228021524652e-103,3.966043576150294e-106,1.3492191384227144e-105
4.035221460220246e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996531,0.022821567693054285,2.4893339388748307e-115,5.799944884717566e-63,8.6367811132347686e-35,1.947882157843646e-84,2.9239382062053861e-52,8.6568687941196014e-127,3.5614029378418233e-19,1.3350445659621074e-102,3.5614029378418209e-19,1.5926876259127614e-69,5.5579210535850489e-69,1.582026344007624e-107,1.8343559369173459e-108,2.3365690097633271e-50,2.7546563490422522e-82,1.9449799142333041e-17,5.7587398388270478e-19,2.3054166621793497e-21,2.6197542617549704e-36,9.7005015555029895e-36,2.3054166620273762e-21,7.5913914061883151e-32,4.8114199458589981e-39,3.8310176384034485e-43,1.1394535517935616e-72,3.8667799509637201e-52,2.5009471690006231e-50,1.6653294367080546e-94,2.7860972849384842e-101,8.3056077202692485e-104,2.8255072537328409e-103
8.574845602968022e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996528,0.022821567693054285,8.0071391273141321e-113,1.0320855504580535e-61,3.7719092378577348e-34,1.4742232627801822e-82,2.6876029618279863e-51,2.6249737602862909e-124,7.5679812429138743e-19,1.0552414642956331e-100,7.5679812429138618e-19,2.9525744392043247e-68,1.0409371025678273e-67,2.397255513125734e-105,2.7796122987838647e-106,2.0666688282496548e-49,1.0254894913838212e-80,4.1330823177457633e-17,1.2237322157507477e-18,4.899010407301706e-21,1.1441155131651047e-35,4.2364638842624962e-35,4.8990104066379974e-21,3.3153598552374955e-31,4.2556461875385045e-38,3.3885780371012212e-42,4.3024676871359572e-71,3.4201230765470553e-51,2.2120594580475743e-49,1.2423874305809006e-92,4.2217925774006129e-99,1.3347912454867772e-101,4.5408626000987254e-101
1.7654093888463574e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999982,0.11866996602996524,0.022821567693054285,2.2905861051729925e-110,1.7407764377765539e-60,1.5746978709594151e-33,1.0242297349189789e-80,2.2993009176213059e-50,7.3014312685457973e-122,1.558113785305798e-18,7.4791777918532791e-99,1.5581137853057924e-18,5.0747210750086172e-67,1.7979599816557752e-66,3.3330192322532323e-103,3.8646281964109964e-104,1.7371596761410444e-48,3.5329667842226247e-79,8.5092871247706566e-17,2.5194486794868328e-18,1.0086197898088905e-20,4.7764570474592848e-35,1.7686402767058784e-34,1.0086197895318053e-20,1.3840972964277337e-30,3.5771265934169072e-37,2.8484492326106033e-41,1.4928008096004296e-69,2.8748195233914648e-50,1.8593692768699703e-48,8.569918637221137e-91,5.8697605565395781e-97,1.9084644229242573e-99,6.4924569689194658e-99
3.581259045945468e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999971,0.11866996602996516,0.022821567693054285,6.1944618726829529e-108,2.8592412851982986e-59,6.433154731284878e-33,6.8271274879390707e-79,1.9011064628099918e-49,1.9476444773401323e-119,3.16074510733462e-18,5.033143785332991e-97,3.1607451073345965e-18,8.4109780193938836e-66,2.9873373994381778e-65,4.4447005632815788e-101,5.1536201637066781e-102,1.4242284570358581e-47,1.1724628651819489e-77,1.7261696738820348e-16,5.1108816069590024e-18,2.0460572881833257e-20,1.9513385555030211e-34,7.225472623329761e-34,2.0460572870513426e-20,5.6544876035720999e-30,2.9327437656388458e-36,2.3355689172378464e-40,4.9721488976863402e-68,2.3569507340299222e-49,1.5244232974485985e-47,5.6913256481469587e-89,7.8275360066615369e-95,2.5800191913785204e-97,8.777037384648823e-97
7.21295836014369e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999955,0.11866996602996498,0.022821567693054282,1.6298040052388979e-105,4.6349619939729943e-58,2.6003840943936118e-32,4.4592634543003131e-77,1.5459482027791237e-48,5.0897504621010267e-117,6.3660077513922666e-18,3.3024297340565574e-95,6.3660077513921703e-18,1.3695097300807846e-64,4.8701139233454142e-64,5.8071818347630527e-99,6.7334140897679079e-100,1.1533771297490299e-46,3.8202995451430741e-76,3.4766515966919347e-16,1.0293747461903335e-17,4.1209322858001783e-20,7.887622430788391e-34,2.9206515596162961e-33,4.1209322812245197e-20,2.2856331066536742e-29,2.3750107449810816e-35,1.8917899762489594e-39,1.6233179374463571e-66,1.9087198116395849e-48,1.2345175515840034e-46,3.7099367948894007e-87,1.022699375570777e-92,3.3937501086923954e-95,1.154529071221318e-94
1.4476356988540132e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999921,0.11866996602996462,0.022821567693054278,4.2308815895212525e-103,7.4644703465272664e-57,1.0456030836193145e-31,2.8839172150024594e-75,1.2468632313595991e-47,1.3168205631893036e-114,1.2776533039507563e-17,2.1399253204979788e-93,1.2776533039507187e-17,2.2103942257892365e-63,7.8652469859966179e-63,7.5118813319265035e-97,8.7100092676797001e-98,9.2833825496097451e-46,1.2335515732363915e-74,6.9776154423115806e-16,2.0659479171791989e-17,8.270682284505822e-20,3.1715782861869189e-33,1.1743811465478657e-32,8.2706822661072857e-20,9.1904206245927262e-29,1.9116133484380221e-34,1.5232980687039668e-38,5.2483884431560041e-65,1.5363037579063066e-47,9.9364719367236867e-46,2.3961776965443305e-85,1.3229130007264482e-90,4.4047669617683121e-93,1.4984696446365398e-92
2.9003154245333017e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999849,0.11866996602996391,0.022821567693054268,1.0913226589851773e-100,1.1982133584967411e-55,4.1933366336607983e-31,1.856472760241953e-73,1.0015483547569153e-46,3.3909093893863862e-112,2.5597583615738197e-17,1.3780520024520788e-91,2.5597583615736684e-17,3.5520441811817152e-62,1.2643154787881003e-61,9.6716455448418353e-95,1.1214250945013317e-95,7.4493298393638455e-45,3.9651413062220788e-73,1.3979543133550254e-15,4.1390942591569213e-17,1.6570182295804895e-19,1.2719447432947335e-32,4.7097936518078645e-32,1.6570182222018465e-19,3.6857620449045417e-28,1.5339462409420987e-33,1.2233472530186335e-37,1.6891571798588488e-63,1.2327870104869135e-46,7.9733940362935564e-45,1.5405710745679035e-83,1.7032678049465455e-88,5.6807343719365912e-91,1.9325444735419497e-90
5.8056748758918786e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999705,0.11866996602996248,0.022821567693054247,2.8077057091278675e-98,1.9202660951819114e-54,1.679522375623752e-30,1.1930212524914352e-71,8.02864973152733e-46,8.7165508696237059e-110,5.1239684768199586e-17,8.8468305782882791e-90,5.123968476819354e-17,5.6956296374388088e-61,2.0276178765878764e-60,1.2430708730541801e-92,1.4413378413159487e-93,5.9685288992033803e-44,1.2716963952405841e-71,2.7983398516025134e-15,8.2853869431123323e-17,3.3169182373954615e-19,5.0944133875367075e-32,1.8863740755231866e-31,3.3169182078423405e-19,1.4762211515271456e-27,1.2290187037752211e-32,9.8176328147244109e-37,5.4273506581797526e-62,9.8772977572095903e-46,6.3884197401138937e-44,9.8821672944788567e-82,2.1891647979817345e-86,7.3074948185625472e-89,2.4859565531445208e-88
1.1616393778609032e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999416,0.11866996602995962,0.022821567693054205,7.2227843293673136e-96,3.074928011133399e-53,6.7224703817130528e-30,7.669196882531117e-70,6.4294313066073354e-45,2.2413247858534097e-107,1.025238870731229e-16,5.6707226257735765e-88,1.0252388707309867e-16,9.1229058652464083e-60,3.2479640150768164e-59,1.5981830987295298e-90,1.8530896564763911e-91,4.7784522155970433e-43,4.0739959287169545e-70,5.5991109280965017e-15,1.6577972311023021e-16,6.6367182752463572e-19,2.0390929860957714e-31,7.5504123306127139e-31,6.6367181569563631e-19,5.9086825202994527e-27,9.8395435127275725e-32,7.8856436410102064e-36,1.7444633075710298e-60,7.9078439691653385e-45,5.114623006671527e-43,6.3318001483762432e-80,2.8145508463271813e-84,9.3992109909679809e-87,3.1975432219483665e-86
2.323783158404334e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679998839,0.11866996602995392,0.022821567693054122,1.862335688261798e-93,4.9218875728302926e-52,2.6898669300198964e-29,4.9424634188661589e-68,5.1461509266809135e-44,5.7775758738939482e-105,2.0509229168297168e-16,3.6320653437000758e-86,2.050922916828747e-16,1.4604572655554519e-58,5.1997646630717438e-58,2.0598785523548256e-88,2.3884244806408969e-89,3.8242140018752495e-42,1.3044099377279712e-68,1.1200653081080526e-14,3.3163143046843888e-16,1.3276318439834543e-18,8.1590278950568071e-31,3.0211484156355668e-30,1.3276317966516549e-18,2.3642032544244671e-26,7.8744986793637112e-31,6.3518346650487835e-35,5.621376211527535e-59,6.3286784401263397e-44,4.0932572962889779e-42,4.0546617369495834e-78,3.627639986072698e-82,1.2117655649665009e-84,4.1223384548080323e-84
4.6480707194911954e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679997684,0.11866996602994251,0.022821567693053955,4.8297327724629912e-91,7.876622556796622e-51,1.0761244339289031e-28,3.2039868306044997e-66,4.1179633483754813e-43,1.4980394035412141e-102,4.1022910090267768e-16,2.3254191402297847e-84,4.1022910090228976e-16,2.3373656669932713e-57,8.3220418172064071e-57,2.6705397676865088e-86,3.0964847639436508e-87,3.0599521696528516e-41,4.1752821414682196e-67,2.2403737387032777e-14,6.6333484518483572e-16,2.6555519124577152e-18,3.2641423692502313e-30,1.2086560889365713e-29,2.6555517230965483e-18,9.4580372959177117e-26,6.3005928155090443e-30,5.1479192079580945e-34,1.8222167924238111e-57,5.0639041549225672e-43,3.2752348711310272e-41,2.5957228290603221e-76,4.703071841310002e-80,1.5713157776399407e-82,5.3455025060993221e-82
9.296645841664919e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679995375,0.11866996602991969,0.022821567693053622,1.2674686282186261e-88,1.2603877680253081e-49,4.3048681349146599e-28,2.1018443599381723e-64,3.2947877722383432e-42,3.9303711895623704e-100,8.2050271934212395e-16,1.4885554566431403e-82,8.2050271934057177e-16,3.7402923724154433e-56,1.3317201182799909e-55,3.5034759403089129e-84,4.0622723485324029e-85,2.4481940714040388e-40,1.3362775674944476e-65,4.4809905998874073e-14,1.3267416746175471e-15,5.3113921916492666e-18,1.3057631538481608e-29,4.8350178130000147e-29,5.3113914341177696e-18,3.7832706695810373e-25,5.0406287878871031e-29,4.2235048340349878e-33,5.9780601345789157e-56,4.0515077524768121e-42,2.6204480879579285e-40,1.6614992279198258e-74,6.1699507868784786e-78,2.0618988215375192e-80,7.0144313887857898e-80
1.8593796086012365e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679990762,0.11866996602987405,0.02282156769305296,3.4027260990708321e-86,2.0167227951295199e-48,1.7220333740067615e-27,1.4105223789935768e-62,2.6359970650791426e-41,1.0547782462145389e-97,1.6410499562211521e-15,9.5276740844951584e-81,1.6410499562149443e-15,5.9848736666650174e-55,2.1309067114012623e-54,4.7014722607460568e-82,5.4513463288971638e-83,1.9586480741074085e-39,4.2763878848124543e-64,8.962224322230385e-14,2.6535553334826408e-15,1.0623073319136685e-17,5.2232646859377616e-29,1.934085806547492e-28,1.062307028868601e-17,1.5131681521021934e-24,4.03217603357728e-28,3.5465864222158105e-32,2.0065996852873933e-54,3.2413597037263057e-41,2.0964762305593353e-39,1.0634352273798117e-72,8.2797349303625683e-76,2.7679890376399657e-78,9.416501869705125e-78
3.7188096574707257e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679981531,0.11866996602978278,0.022821567693051634,9.5184234735457118e-84,3.226837832581213e-47,6.8884019983368704e-27,9.8624502079318863e-61,2.1088643925182437e-40,2.948697962986946e-95,3.2821444299797524e-15,6.0980055578537194e-79,3.2821444299549218e-15,9.5761225675580457e-54,3.4095736168854749e-53,6.5726123968881939e-80,7.6209289901726794e-81,1.5669553914656929e-38,1.3684920684018808e-62,1.7924691766815217e-13,5.3071826512115136e-15,2.1246437851586515e-17,2.0893480097862326e-28,7.7365004884443644e-28,2.1246425727926179e-17,6.0511827603105528e-24,3.2249881785934746e-27,3.1054382039238797e-31,7.0193950554502686e-53,2.5931487207007289e-40,1.6772499658992344e-38,6.8062277479946318e-71,1.1574988450396419e-73,3.8720196570571526e-76,1.3172342214580667e-75
7.437669755209705e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679963073,0.11866996602960023,0.02282156769304898,2.8496631047661441e-81,5.1630039087669578e-46,2.7554914408260817e-26,7.3798092734979009e-59,1.6871182098082854e-39,8.8195030528064096e-93,6.5643333774991296e-15,3.9028176797707261e-77,6.5643333773998065e-15,1.5322055850048713e-52,5.4554137106791799e-52,9.8315887220337492e-78,1.1399704424477147e-78,1.2535787732719914e-37,4.3792513098555389e-61,3.5849626655580382e-13,1.0614437286663997e-14,4.2493176034836095e-17,8.3574740750887069e-28,3.0946315655147217e-27,4.2493127526825085e-17,2.4192082812935591e-23,2.578695359741746e-26,2.9130278729696539e-30,2.628712071047889e-51,2.0745426485827304e-39,1.3418625381371331e-37,4.3560632611304222e-69,1.7314351353728295e-71,5.7974617411989417e-74,1.9722582672887856e-73
