Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),CH3OO(77),COX(50),C2H6X(52)
1.7744446139645974e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.333126483036082,0.11456694266244487,0.022652837775487086,0.0,1.2044942918229516e-12,1.7952604046748863e-09,7.1548763171337019e-08,1.0895903470049278e-13,8.4943821676751305e-27,1.21451005883179e-07,1.397075659100376e-28,1.685493411260029e-09,1.9665170993000708e-21,7.9828561340122497e-16,8.831680528154966e-20,5.5036239564662227e-22,3.1902026359142019e-14,8.084125134799945e-22,0.0041027084976664662,0.00033738820770515911,8.1855460721746142e-09,3.5475420843243241e-11,8.6155416797698687e-07,3.8923186902479592e-16,5.9500245317637223e-13,3.5972630613344123e-09,1.1006540393384071e-07,1.0362996367835532e-13,1.9931714818939761e-11,2.0895404987468411e-11,5.8700994828030843e-14,2.5250423720335067e-16
1.7808234869997352e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3331178479438513,0.11455950578919032,0.022652239996908081,0.0,1.2212810221622192e-12,1.8211372539876623e-09,7.2303984984642653e-08,1.0991223644901801e-13,8.6641149503931018e-27,1.2213519497010664e-07,1.4245559168472688e-28,1.6914514020758642e-09,1.9877798432334041e-21,8.1026954342215072e-16,8.9725339175852592e-20,5.5838133059857153e-22,3.2297704916484011e-14,8.1971242717873756e-22,0.0041101436053704865,0.00033858300906191853,8.2070983417614294e-09,3.5799290448309066e-11,8.6641068910629501e-07,3.9306696071341952e-16,5.9688568078915349e-13,3.6266737976310153e-09,1.1034045692818974e-07,1.0430996770344034e-13,2.0237482660135775e-11,2.1013939512863256e-11,5.931920290385543e-14,2.5479770760012907e-16
1.787202360034873e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33310924600203734,0.11455210197419551,0.022651642265033082,0.0,1.2382532526935373e-12,1.8473032488719581e-09,7.3063761559053476e-08,1.1087134831725328e-13,8.8365391123342234e-27,1.2282108648682788e-07,1.4524891025817339e-28,1.6974106821961541e-09,2.0092100273313241e-21,8.2239449849068596e-16,9.1150199529006527e-20,5.6648419429499033e-22,3.2696949038931266e-14,8.3113434186415681e-22,0.0041175456503529653,0.00033977771245324135,8.2286501623940249e-09,3.612504757145125e-11,8.7127927056223517e-07,3.969289620584719e-16,5.9877260255218093e-13,3.656175311635509e-09,1.1061362386566228e-07,1.0499073516482848e-13,2.0546896451969397e-11,2.1132767137033723e-11,5.9941123424208564e-14,2.5710583158857275e-16
1.7935812330700108e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33310067706368246,0.11454473107074284,0.022651044579739724,0.0,1.2554125555513582e-12,1.873760707803455e-09,7.382809294062132e-08,1.1183639490897453e-13,9.0116856354258136e-27,1.2350868002626517e-07,1.4808813059846728e-28,1.7033712704218548e-09,2.0308085466866883e-21,8.3466169125892461e-16,9.2591496059190063e-20,5.7467148592571537e-22,3.3099778983154438e-14,8.4267921706316602e-22,0.0041249147793320532,0.0003409723181237991,8.2502015469180921e-09,3.6452697124404837e-11,8.7615990750878623e-07,4.0081800196918993e-16,6.0066323573207061e-13,3.6857669303749638e-09,1.1088490527611129e-07,1.0567224965342197e-13,2.0859987485633251e-11,2.1251887764603577e-11,6.0566756302086084e-14,2.5942867133837579e-16
1.7999601061051485e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33309214098248119,0.11453739293276628,0.022650446940906194,0.0,1.2727605127642723e-12,1.9005119606920715e-09,7.4596979041431921e-08,1.1280740089884182e-13,9.1895857080209752e-27,1.2419797518252099e-07,1.5097386813260935e-28,1.7093331855198182e-09,2.0525762995697535e-21,8.4707234105758889e-16,9.4049338501445905e-20,5.8294370464331515e-22,3.3506215054187519e-14,8.5434801742747747e-22,0.0041322511383741897,0.00034216682631730102,8.2717525080869462e-09,3.6782244014865913e-11,8.8105259509633116e-07,4.0473421106900834e-16,6.0255759750239462e-13,3.7154479803212064e-09,1.1115430182589664e-07,1.0635449486298137e-13,2.1176787218566526e-11,2.1371301300418606e-11,6.1196101341721186e-14,2.6176628920013724e-16
1.812717852175424e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33307516680956328,0.11452281437221913,0.022649251802134091,0.0,1.3080287681077194e-12,1.954905225271091e-09,7.6148414385495449e-08,1.1476739012704791e-13,9.5537722874354191e-27,1.255816687277493e-07,1.568873890978961e-28,1.7212610712297431e-09,2.0966231149449435e-21,8.7232892256099474e-16,9.7015100123529646e-20,5.9974491967720138e-22,3.4329987038257955e-14,8.7806127799217114e-22,0.0041468261276721326,0.00034455555124318453,8.3148532109136554e-09,3.7447049420078595e-11,8.9087410272674271e-07,4.1264866180841142e-16,6.0635757514925295e-13,3.7750756775114879e-09,1.1168744368459608e-07,1.0772111274155135e-13,2.1821639445221581e-11,2.1611006717268432e-11,6.2465926584476965e-14,2.6648610956908535e-16
1.8254755982456997e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33305832232578231,0.11450836513695069,0.022648056847753131,0.0,1.3440708744804599e-12,2.0105019113300325e-09,7.7718064247910584e-08,1.1675151482299349e-13,9.9293524869826693e-27,1.2697216389862405e-07,1.6299452773116702e-28,1.7331944887807472e-09,2.1413577235337515e-21,8.9817413181350701e-16,1.0004836246651254e-19,6.1689183132842219e-22,3.5168428396276717e-14,9.0228194396051246e-22,0.0041612717738538805,0.00034694388916146511,8.357952371073958e-09,3.8119502971814833e-11,9.0074375437698241e-07,4.2067336947159003e-16,6.1017267139610649e-13,3.8350530074413065e-09,1.1221305745936007e-07,1.0909046045301583e-13,2.2481708128983055e-11,2.1851882630733006e-11,6.3750595443433817e-14,2.7126579513496482e-16
1.843171285212969e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33303517066780258,0.11448853521995767,0.022646399684574849,0.0,1.3953686935191021e-12,2.0896454290669901e-09,7.9925397289142856e-08,1.1954393349219888e-13,1.0469645459268078e-26,1.2891211026547025e-07,1.7179565875914436e-28,1.7497562234257762e-09,2.2045593454297548e-21,9.3501601114182319e-16,1.0436904992566022e-19,6.4125528376478506e-22,3.6355984067334364e-14,9.3673211420320811e-22,0.0041810966830662221,0.00035025600651118901,8.4177308783879692e-09,3.906496710295708e-11,9.1451312575493776e-07,4.3198859134405372e-16,6.1548969731832252e-13,3.9188135446391081e-09,1.1292966898385759e-07,1.1099410297353272e-13,2.3422932010596656e-11,2.2187926944673529e-11,6.5557063982188062e-14,2.7799552985713965e-16
1.8608669721802384e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33301226328641409,0.11446894888813504,0.022644742871792762,0.0,1.4482156622879073e-12,2.1711923502598197e-09,8.2167741922254554e-08,1.2238370904135576e-13,1.1033049855308524e-26,1.3086512775286915e-07,1.8099336022160064e-28,1.7663292829703296e-09,2.2691179313078083e-21,9.7303663468534009e-16,1.0882363563392753e-19,6.6630214802288771e-22,3.7572518967396182e-14,9.7219506839713954e-22,0.0042006779728077353,0.0003535673880359282,8.4775068665334039e-09,4.0025325113044531e-11,9.2837494105361297e-07,4.4352084713875491e-16,6.2083642463716828e-13,4.0032219553871626e-09,1.1363185047938593e-07,1.1290242180905384e-13,2.4394623499192203e-11,2.2526219751517365e-11,6.7392060166952274e-14,2.8484277108428537e-16
1.8785626591475077e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33298959718958593,0.11444960315439182,0.022643086406916629,0.0,1.50264764466268e-12,2.2551947957209279e-09,8.4445069815214801e-08,1.2527138304178569e-13,1.1620274094129477e-26,1.3283120792987885e-07,1.9060216192620529e-28,1.7829140610880975e-09,2.3350533242218473e-21,1.0122634293857956e-15,1.1341446156329859e-19,6.9204305697424225e-22,3.8818476485847872e-14,1.0086924780656811e-21,0.0042200186301791977,0.00035687803874435872,8.5372805893281797e-09,4.1000680966503598e-11,9.4232909371547437e-07,4.5527303913255696e-16,6.2621320431689218e-13,4.0882638491945417e-09,1.1431964303211811e-07,1.1481509131986231e-13,2.5397488825198683e-11,2.2866759063994797e-11,6.9255558353306911e-14,2.9180888771786643e-16
1.896258346114777e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33296716942199495,0.11443049506829615,0.022641430287487014,0.0,1.5587011202121836e-12,2.3417055767967248e-09,8.6757345433012978e-08,1.2820750137305773e-13,1.2232038818328774e-26,1.3481034243003275e-07,2.0063701286682886e-28,1.7995109494695043e-09,2.402385562083645e-21,1.0527242286469883e-15,1.1814386817617028e-19,7.1848863187419485e-22,4.0094302832660322e-14,1.0462463308808952e-21,0.0042391216056220978,0.0003601879635907592,8.5970522954852045e-09,4.1991138388336049e-11,9.5637547624488405e-07,4.6724809762648595e-16,6.3162038272983874e-13,4.1739248645894302e-09,1.1499309501012448e-07,1.16731792687326e-13,2.6432244288129221e-11,2.3209542906990453e-11,7.1147527056792837e-14,2.9889525967106862e-16
1.9139540330820464e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33294497706457477,0.11441162171562554,0.022639774511074885,0.0,1.6164131920066175e-12,2.4307781984701406e-09,8.9104526221740114e-08,1.3119261424922506e-13,1.2869076885714209e-26,1.3680252295009833e-07,2.111132904238818e-28,1.8161203378298191e-09,2.4711348792998292e-21,1.0944472755146899e-15,1.2301419387404236e-19,7.456494802511712e-22,4.1400447027889118e-14,1.0848789337695331e-21,0.0042579898133684865,0.00036349716747560013,8.6568222286961318e-09,4.2996800862318936e-11,9.705139801775963e-07,4.79448973145022e-16,6.3705830175817617e-13,4.260190683277142e-09,1.1565226186291876e-07,1.186522140643045e-13,2.749961630884598e-11,2.3554569317315236e-11,7.3067929104057644e-14,3.061032779396048e-16
1.9316497200493157e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33292301723407014,0.11439298021792074,0.022638119075281252,0.0,1.6758215931559982e-12,2.5224668624333726e-09,9.1486562794004598e-08,1.3422727624500175e-13,1.3532133359170361e-26,1.3880774124885179e-07,2.2204680967740058e-28,1.8327426139170928e-09,2.5413217084171841e-21,1.1374612246178633e-15,1.2802777446149786e-19,7.7353619383971232e-22,4.2737360890687101e-14,1.1246129160385978e-21,0.0042766261318868621,0.00036680565524612428,8.7165906277145952e-09,4.4017771629177122e-11,9.8474449605089516e-07,4.9187866941535099e-16,6.425272989110817e-13,4.3470470438794045e-09,1.162972059201248e-07,1.2057605070889055e-13,2.8600341481416476e-11,2.3901836343481291e-11,7.5016721784931667e-14,3.1343434467232912e-16
1.949345407016585e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33290128708259775,0.11437456773204763,0.022636463977736762,0.0,1.7369646950626468e-12,2.6168264701061485e-09,9.3903399118001267e-08,1.3731204632181756e-13,1.422196549281293e-26,1.4082598914587954e-07,2.3345383291590963e-28,1.8493781635197697e-09,2.6129666817835491e-21,1.1817951457107468e-15,1.3318694263582412e-19,8.0215934658830897e-22,4.4105499028764844e-14,1.16547123253542e-21,0.0042950334043205547,0.00037011343169691084,8.7763577264374221e-09,4.5054153680367339e-11,9.9906691337463869e-07,5.0454024429823187e-16,6.4802770709866712e-13,4.434479755072083e-09,1.1692799618713344e-07,1.225030050963841e-13,2.9735166624260439e-11,2.425134204548187e-11,7.6993857007658011e-14,3.2088987324148857e-16
1.9670410939838544e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33287978379721,0.11435638144976126,0.022634809216101361,0.0,1.7998815137125039e-12,2.713912625631158e-09,9.6354972706572077e-08,1.4044748785383765e-13,1.4939342717217375e-26,1.4285725852039071e-07,2.4535107923373638e-28,1.8660273704741863e-09,2.6860906332144843e-21,1.2274785251907874e-15,1.3849402748930728e-19,8.3152949270103682e-22,4.550531882710611e-14,1.2074771668225064e-21,0.0043132144389234723,0.00037342050157043407,8.8361237539851042e-09,4.6106049754114932e-11,1.0134811206024389e-06,5.1743673471549848e-16,6.5355985458794758e-13,4.5224747087687157e-09,1.1754470814075294e-07,1.2443278703972665e-13,3.0904848830977234e-11,2.4603084494573289e-11,7.8999281454092547e-14,3.2847128831285061e-16
1.9847367809511237e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33285850459946836,0.1143384185972789,0.022633154788063891,0.0,1.8646117184729503e-12,2.8137816388056108e-09,9.8841214810259316e-08,1.4363416865384058e-13,1.5685046620497124e-26,1.4490154131005992e-07,2.5775573435570249e-28,1.8826906166717033e-09,2.7607145996777075e-21,1.2745412701321492e-15,1.4395135404085008e-19,8.616571647663681e-22,4.693728043742773e-14,1.2506543343924643e-21,0.0043311720094872629,0.00037672686955760292,8.8958889347806105e-09,4.7173562340389809e-11,1.027987005103281e-06,5.3057119537145906e-16,6.5912406570105785e-13,4.6110178931822887e-09,1.1814742352103153e-07,1.2636511381014211e-13,3.211015552033638e-11,2.4957061773062421e-11,8.1032936737554324e-14,3.3618002591541561e-16
2.002432467918393e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33283744674501642,0.1143206764348538,0.022631500691341767,0.0,1.9311956375117397e-12,2.9164905279982103e-09,1.0136205060889522e-07,1.4687266099908856e-13,1.6459870929370092e-26,1.4695882950987625e-07,2.7068546052237532e-28,1.8993682820657901e-09,2.8368598229805871e-21,1.3230137090975982e-15,1.4956124277738583e-19,8.9255287190737382e-22,4.8401846766497686e-14,1.2950266858920992e-21,0.0043489088557673297,0.00038003254029830082,8.9556534886271232e-09,4.8256793675674089e-11,1.0425844531346655e-06,5.4394685139755571e-16,6.6472066072264049e-13,4.7000954045276084e-09,1.1873623012593125e-07,1.2829971019754926e-13,3.3351864486058569e-11,2.5313271974095482e-11,8.3094759559558551e-14,3.4401753351108053e-16
2.0201281548856624e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33281660752316389,0.11430315225635994,0.022629846923680568,0.0,1.9996742677111172e-12,3.0220970229869878e-09,1.0391739940809476e-07,1.5016354165702074e-13,1.7264621485225537e-26,1.4902911517102858e-07,2.8415840665508544e-28,1.9160607446786635e-09,2.9145477514791834e-21,1.3729265969827449e-15,1.5532600923031881e-19,9.2422709804019436e-22,4.9899483465690946e-14,1.3406185103960762e-21,0.0043664276838983242,0.00038333751838190081,9.0154176307843693e-09,4.935584572204386e-11,1.0572733498167255e-06,5.5756693176140666e-16,6.7034995450874204e-13,4.7896934581412895e-09,1.193112216017293e-07,1.3023630855703273e-13,3.4630763945547801e-11,2.5671713201453376e-11,8.5184681871677788e-14,3.519852700637931e-16
2.0378238418529318e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33279598425646989,0.11428584338887497,0.022628193482853724,0.0,2.0700892794719396e-12,3.1306595677977557e-09,1.0650717483212359e-07,1.5350739191098573e-13,1.810011622161813e-26,1.5111239039978875e-07,2.9819321852936238e-28,1.9327683806079856e-09,2.9938000417857159e-21,1.4243111147499917e-15,1.6124796355626209e-19,9.5669030013066389e-22,5.143065891878279e-14,1.3874544386795222e-21,0.0043837311668109792,0.00038664180834778678,9.0751815720438051e-09,5.0470820178358334e-11,1.0720535791042981e-06,5.7143440908724296e-16,6.7601225767410942e-13,4.8797984017060302e-09,1.198724972349593e-07,1.3217464896539594e-13,3.594765258862251e-11,2.6032383569346789e-11,8.7302631033390391e-14,3.6008470610878469e-16
2.055519528820201e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33277557430033927,0.11426874719227682,0.022626540366662146,0.0,2.1424830273875814e-12,3.2422373234415455e-09,1.0913128502320225e-07,1.5690479758574342e-13,1.8967185135499544e-26,1.5320864735643929e-07,3.1280904930203621e-28,1.9494915640330047e-09,3.0746385605029041e-21,1.4771988756059906e-15,1.6732941016021861e-19,9.8995290659006922e-22,5.2995844231766234e-14,1.4355594465538701e-21,0.0044008219446356571,0.00038994541468584544,9.1349455188025924e-09,5.1601818511042507e-11,1.086925023760935e-06,5.8555251823472982e-16,6.8170787949788073e-13,4.9703967269457574e-09,1.204201617394944e-07,1.3411447930474571e-13,3.7303339624892125e-11,2.6395281202219426e-11,8.9448529973036683e-14,3.6831732382115163e-16
2.0732152157874704e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33275537504261388,0.11425186105883579,0.022624887572933891,0.0,2.2168985543257539e-12,3.3568901706740522e-09,1.1178963283526795e-07,1.6035634907306064e-13,1.9866670261389515e-26,1.5531787825419003e-07,3.2802556997296324e-28,1.9662306672208895e-09,3.1570853859510159e-21,1.5316219245010448e-15,1.7357264731494115e-19,1.0240253156371601e-21,5.4595513220411986e-14,1.4849588581877891e-21,0.0044177026251102126,0.00039324834183697091,9.1947096731364633e-09,5.2748941883464936e-11,1.101887565339496e-06,5.9992504602886855e-16,6.8743712260078515e-13,5.0614750748626312e-09,1.2095432505565025e-07,1.3605555504604035e-13,3.8698644831426697e-11,2.6760404234549231e-11,9.1622297347954405e-14,3.7668461708466823e-16
2.0909109027547398e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33273538390317603,0.11423518241281788,0.022623235099523815,0.0,2.2933796003813879e-12,3.4746787126617718e-09,1.1448211603087139e-07,1.6386264135712179e-13,2.0799425640990582e-26,1.5744007535813238e-07,3.4386298017932129e-28,1.9829860605325974e-09,3.2411628099183115e-21,1.5876127405947422e-15,1.7997996682136572e-19,1.0589178937856912e-21,5.6230142398669075e-14,1.5356783494856117e-21,0.0044343757839766787,0.00039655059419354708,9.2544742328711388e-09,5.3912291174995528e-11,1.1169410841516492e-06,6.1455484791959947e-16,6.9320028459379854e-13,5.1530202524067611e-09,1.2147510213476892e-07,1.3799763961104259e-13,4.0134398599165291e-11,2.7127750810656669e-11,9.382384770760406e-14,3.8518809156006257e-16
2.106837021025282e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33271756771186145,0.11422034692977896,0.022621748145575171,0.0,2.3640152801225001e-12,3.5834200921950815e-09,1.1693444821441485e-07,1.6706560326915397e-13,2.1668067065065102e-26,1.5936113250607129e-07,3.5866463957925341e-28,1.9980801471406792e-09,3.3182452507982979e-21,1.6393721133649172e-15,1.8588873349482485e-19,1.0910309999344403e-21,5.7731595625553906e-14,1.5824760670353957e-21,0.0044492062993576158,0.0003995220479567103,9.3082628433839249e-09,5.4973261888002363e-11,1.1305669366770332e-06,6.2794425708994401e-16,6.9841637687371463e-13,5.2357992880929818e-09,1.2193245515367451e-07,1.3974618911951168e-13,4.1461855417233154e-11,2.7460262333147047e-11,9.5828923672808515e-14,3.9295890749667163e-16
2.1227631392958243e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33269991619552913,0.11420567561737012,0.022620261447841381,0.0,2.4363929162474973e-12,3.6947962630564973e-09,1.1941426198600006e-07,1.7031383116898928e-13,2.2564998311653332e-26,1.612926804891833e-07,3.7400151114132904e-28,2.0131879945212647e-09,3.3966832622197025e-21,1.6924523380359031e-15,1.9193391869395145e-19,1.123824322660642e-21,5.9262105915551535e-14,1.6303833545092783e-21,0.0044638726164307309,0.0004024929617898787,9.3620520774970376e-09,5.6047530280310215e-11,1.1442662937477711e-06,6.4154764598835788e-16,7.0366039699205512e-13,5.3189365406542189e-09,1.2237915275559983e-07,1.4149520904506165e-13,4.2823377221468172e-11,2.7794572091506966e-11,9.7856363687995134e-14,4.0084237375123012e-16
2.1386892575663665e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33268242753829064,0.1141911666628064,0.022618775004812991,0.0,2.5105458758520422e-12,3.8088529162189379e-09,1.2192147302234753e-07,1.7360776844226032e-13,2.349086679313663e-26,1.6323471377245271e-07,3.8988946267961644e-28,2.0283098687292488e-09,3.476493545441441e-21,1.7468780078163891e-15,1.981171784636144e-19,1.1573053476101123e-21,6.082202620784675e-14,1.679419674041588e-21,0.0044783765479864991,0.00040546333879617661,9.4158420708738348e-09,5.7135169307118363e-11,1.1580390654463632e-06,6.5536716427517523e-16,7.089325536194094e-13,5.4024227693926904e-09,1.2281528832585002e-07,1.4324454324504218e-13,4.4219591599901508e-11,2.8130678752650745e-11,9.9906097562700204e-14,4.0883961268930396e-16
2.1546153758369088e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33266509994431409,0.11417681827333097,0.022617288814997322,0.0,2.5865080018121218e-12,3.9256362230367052e-09,1.2445599414909065e-07,1.7694786155065818e-13,2.4446327716677251e-26,1.6518722685238607e-07,4.0634473663000031e-28,2.0434460345825197e-09,3.5576929461977645e-21,1.8026740071482128e-15,2.0444016386604501e-19,1.1914815361633346e-21,6.2411711182586284e-14,1.7296047271070771e-21,0.0044927198867872825,0.00040843318204805977,9.4696329565612953e-09,5.8236251777498902e-11,1.1718851609846177e-06,6.6940503154497005e-16,7.1423305657164595e-13,5.4862488655730359e-09,1.232409580205606e-07,1.4499404084691307e-13,4.565113321676288e-11,2.8468580989488775e-11,1.0197805280845135e-13,4.1695175457238969e-16
2.170541494107451e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33264793163760326,0.11416262867599433,0.022615802876918254,0.0,2.6643136168745096e-12,4.045192836687774e-09,1.2701773545635504e-07,1.8033456004672537e-13,2.5432044062222956e-26,1.6715021425644351e-07,4.2338395690344359e-28,2.0585967556648795e-09,3.6402984557620583e-21,1.8598655136701407e-15,2.1090452084000453e-19,1.2263603247107006e-21,6.4031517253951028e-14,1.7809584565949794e-21,0.0045069044057879414,0.00041140249458757646,9.5234248650292076e-09,5.935085029291946e-11,1.1858044886977683e-06,6.8366447431525329e-16,7.1956211199166321e-13,5.5704058508776733e-09,1.2365626065166257e-07,1.4674355590927928e-13,4.7118643838081567e-11,2.8808277480823271e-11,1.040721547327886e-13,4.2517993759759324e-16
2.1864676123779932e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33263092086178014,0.1141485961174362,0.022614317189116027,0.0,2.7439975307485335e-12,4.1675698935916952e-09,1.2960660441380466e-07,1.8376831658861333e-13,2.6448686560015281e-26,1.6912367054247814e-07,4.4102413582803586e-28,2.0737622943288915e-09,3.7243272120158081e-21,1.9184780002924204e-15,2.175118900703991e-19,1.2619491239574542e-21,6.5681802563219557e-14,1.8335010488974406e-21,0.0045209318583541852,0.0004143712794266246,9.5772179242088471e-09,6.047903723016435e-11,1.1997969560262698e-06,6.9814779109499703e-16,7.2491992088333945e-13,5.6548848882460651e-09,1.2406129756000843e-07,1.4849294773743953e-13,4.8622772356949754e-11,2.9149766911245484e-11,1.0618832653729007e-13,4.3352530793720256e-16
2.2023937306485355e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33261406587986647,0.11413471886366811,0.022612831750147125,0.0,2.8255950438084541e-12,4.2928150148109523e-09,1.3222250598438131e-07,1.8724958695482525e-13,2.7496933668164832e-26,1.7110759029817968e-07,4.5928268115342977e-28,2.0889429116986774e-09,3.8097965005207306e-21,1.9785372365108226e-15,2.2426390686563861e-19,1.298255318246414e-21,6.7362926971539135e-14,1.8872529360072421e-21,0.0045348039784797118,0.00041733953954720869,9.6310122595311308e-09,6.1620884827153066e-11,1.2138624695026931e-06,7.128570420462019e-16,7.3030668678035423e-13,5.7396772875826254e-09,1.2445617249493729e-07,1.5024208096150808e-13,5.0164174818558725e-11,2.9493047971033778e-11,1.0832648940702426e-13,4.4198901977821115e-16
2.2183198489190777e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33259736497406894,0.11412099519985851,0.022611346558584024,0.0,2.909141949542722e-12,4.4209763074280639e-09,1.3486534273713885e-07,1.9077883005892737e-13,2.8577471549894708e-26,1.7310196814052631e-07,4.7817740314458473e-28,2.1041388676726441e-09,3.8967237555959779e-21,2.0400692894077644e-15,2.3116220104560734e-19,1.3352862649085978e-21,6.9075252052544779e-14,1.942234797629567e-21,0.0045485224810012078,0.00042030727790169376,9.6848079939642421e-09,6.2776465113784984e-11,1.2280009347493729e-06,7.2779568894904854e-16,7.3572261022657993e-13,5.8247745010073258e-09,1.2484099150523283e-07,1.5199082503328007e-13,5.1743514444901361e-11,2.9838119356053158e-11,1.1048656260086332e-13,4.5057223536174413e-16
2.23424596718962e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33258081644556781,0.11410742343012099,0.022609861613015036,0.0,2.994674541445286e-12,4.5521023658905502e-09,1.3753501495969234e-07,1.943565079642109e-13,2.9690994050024661e-26,1.751067987152466e-07,4.9772652179224073e-28,2.1193504209260882e-09,3.9851265614023198e-21,2.1031005250692672e-15,2.3820839684280751e-19,1.3730492936526986e-21,7.0819141085061046e-14,1.9984675633128078e-21,0.0045620890618102462,0.00042327449741305509,9.738605248050654e-09,6.3945849867109885e-11,1.2422122564604525e-06,7.4296623841501575e-16,7.4116788490933773e-13,5.9101681338310785e-09,1.2521586281475615e-07,1.5373905457034122e-13,5.3361461659029335e-11,3.0184979767656745e-11,1.1266846354860641e-13,4.592761250223395e-16
2.2485794736331082e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33256605166355468,0.1140953373202402,0.02260852537117378,0.0,3.0733820389403682e-12,4.6726912503911885e-09,1.3996058012424211e-07,1.976182142789964e-13,3.0721945782732048e-26,1.7692007891612025e-07,5.158956324907622e-28,2.1330543673396242e-09,4.0659653374211143e-21,2.161132472331889e-15,2.4467776679993439e-19,1.4076679849930303e-21,7.2415930011205141e-14,2.0501640767011119e-21,0.0045741704780270795,0.00042594455375475715,9.7870241737345072e-09,6.5010158194173984e-11,1.255064658747756e-06,7.568195660578905e-16,7.4609389181952123e-13,5.9872690330789484e-09,1.2554483281398683e-07,1.5531192194401513e-13,5.4851183565668277e-11,3.0498682686843961e-11,1.1465076748233204e-13,4.6721377588715195e-16
2.2629129800765965e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3325514077341658,0.1140833716760247,0.022607189326449801,0.0,3.1537549187518726e-12,4.7957574671616891e-09,1.4240772381961496e-07,2.0091987092836148e-13,3.1780699857874228e-26,1.7874181765227439e-07,5.3462377513153927e-28,2.1467713429442011e-09,4.1480267071386786e-21,2.220420003317655e-15,2.5126942412119663e-19,1.4428908803233448e-21,7.4038848586721355e-14,2.1029065934480937e-21,0.0045861314061976166,0.00042861419426747679,9.8354445105747988e-09,6.6085758244806967e-11,1.2679759260074083e-06,7.7086489340041281e-16,7.510439745742553e-13,6.0645974612567717e-09,1.2586591622704891e-07,1.5688419095243261e-13,5.6373225444737807e-11,3.0813832730847168e-11,1.1665062101462517e-13,4.7525099196836041e-16
2.2772464865200847e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33253688345755222,0.11407152529970625,0.022605853477846178,0.0,3.235820694588556e-12,4.9213374593085479e-09,1.4487636905789607e-07,2.0426182135861417e-13,3.2867777951898732e-26,1.8057201107809164e-07,5.5392511271147032e-28,2.1605015337827264e-09,4.2313238050802216e-21,2.2809829664996136e-15,2.5798454094073549e-19,1.4787232633815417e-21,7.5688165155522059e-14,2.1567108988687151e-21,0.004597973044093687,0.0004312834210219684,9.8838663415515567e-09,6.7172701958367297e-11,1.2809459867934469e-06,7.8510405780429682e-16,7.5601827341707242e-13,6.1421476290458024e-09,1.2617919600992175e-07,1.5845578076699254e-13,5.7928091090084309e-11,3.1130428963972874e-11,1.1866796050552754e-13,4.8338864341082146e-16
