Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(55),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(56),CH3OO(84)
1.611531535558333e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32890953978613224,0.11291393383703387,0.021369151354941537,1.235668201960968e-16,2.311077709580067e-08,1.1141138551044145e-05,9.4200194646855782e-06,5.8887400123456824e-11,1.955955547214271e-10,5.4074331165904611e-06,6.5166671125734626e-17,2.1011024988472524e-08,3.0620569960349423e-12,1.1382343581405732e-11,1.0259206989370627e-16,1.4276619052346611e-19,2.1080429814705661e-10,1.1112997782673819e-13,0.0057409180695359042,0.002895379846119039,5.7924767655978366e-08,7.4907334311356888e-09,2.1267748021182394e-05,1.2671325898740588e-12,2.3994178066111028e-11,1.0229830333367142e-07,1.2519639001518319e-07,2.4374065301678632e-12,1.6481229818024139e-07,8.9382210910792346e-10
1.6172588740745492e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32889983426370778,0.11291399690037471,0.021364216173664512,1.2605572867626012e-16,2.3441178584876215e-08,1.1257269142888734e-05,9.4861252804560975e-06,5.9642520282429105e-11,1.9750151705097374e-10,5.4416133520389142e-06,6.688234296780784e-17,2.1126058531008328e-08,3.1117003323099671e-12,1.1542939201262501e-11,1.0455452460450014e-16,1.4428666655224892e-19,2.1274694941307927e-10,1.1333617087763764e-13,0.0057407541862525948,0.0029051837095971232,5.8125584972983511e-08,7.5386502266000935e-09,2.133097791521725e-05,1.2843839347053249e-12,2.4129721794501316e-11,1.0261295813389176e-07,1.2520552846175699e-07,2.4512778191068002e-12,1.6655193975229193e-07,8.992728977606755e-10
1.6229862125907653e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32889013207657797,0.11291405972708644,0.021359282423241706,1.2858512110082764e-16,2.3774760652609315e-08,1.137397287865347e-05,9.5524593643430517e-06,6.0405120267670943e-11,1.9941906157393373e-10,5.4758819456736618e-06,6.8636778353187994e-17,2.1241003797538485e-08,3.1619640780149359e-12,1.1705118971933e-11,1.0654704874821623e-16,1.4581787498471737e-19,2.1469935555152129e-10,1.1557806649440281e-13,0.0057405902236720126,0.0029149844797858363,5.832639574028546e-08,7.586651938237688e-09,2.1394037077132447e-05,1.3017937967942141e-12,2.4265328926258957e-11,1.029268644944033e-07,1.2521468030850285e-07,2.4651854214038962e-12,1.6830026196924139e-07,9.0473578183540577e-10
1.6287135511069815e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32888043321707711,0.11291412231278351,0.021354350103099738,1.3115549560284654e-16,2.4111538982686904e-08,1.1491248658948926e-05,9.6190216854664097e-06,6.1175252823262066e-11,2.0134821386618864e-10,5.5102387231576203e-06,7.0430707128324352e-17,2.135585929170973e-08,3.2128536189806798e-12,1.1868891794154408e-11,1.0856998549330285e-16,1.473598548418639e-19,2.166615171471988e-10,1.1785611003116669e-13,0.0057404261863768955,0.0029247821578471775,5.8527199718022106e-08,7.6347385803285594e-09,2.1456927437521149e-05,1.3193629321513149e-12,2.4401000215014708e-11,1.0324003111375341e-07,1.2522384502864443e-07,2.4791293263098387e-12,1.7005724699507249e-07,9.1021072341226799e-10
1.6344408896231976e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32887073767773983,0.11291418465326122,0.021349419212665727,1.3376735439749968e-16,2.445152928855449e-08,1.1609095392985906e-05,9.685812212749107e-06,6.1952970905868532e-11,2.0328899942332633e-10,5.5446835103219125e-06,7.226487008302681e-17,2.1470623555142227e-08,3.2643743657317981e-12,1.2034266586802557e-11,1.1062368054310667e-16,1.4891264518239943e-19,2.1863343470573918e-10,1.2017075070055335e-13,0.0057402620787692883,0.0029345767449423105,5.8727996666409445e-08,7.6829101702517756e-09,2.1519650908590406e-05,1.3370920983280054e-12,2.4536736430241949e-11,1.0355246660813657e-07,1.2523302210503793e-07,2.4931095230637679e-12,1.7182287712230369e-07,9.1569768463126323e-10
1.6401682281394138e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32886104545129347,0.11291424674448841,0.021344489751367268,1.3642120379758578e-16,2.4794747313845483e-08,1.1727511998660606e-05,9.752830914918294e-06,6.2738327684709782e-11,2.0524144366076727e-10,5.579216133165588e-06,7.4140019071000202e-17,2.1585295166870076e-08,3.3165317534694209e-12,1.2201252286942778e-11,1.1270848214410549e-16,1.5047628510331174e-19,2.2061510865428506e-10,1.2252244159132587e-13,0.0057400979050776227,0.002944368242231567,5.8928786345748561e-08,7.7311667282202378e-09,2.1582209383988183e-05,1.3549820544470715e-12,2.4672538355643495e-11,1.0386417951041228e-07,1.2524221102985315e-07,2.5071260008925773e-12,1.7359713477365374e-07,9.2119662769213834e-10
1.64589556665563e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32885135653065151,0.112914308582601,0.021339561718632469,1.3911755422897108e-16,2.5141208832795455e-08,1.1846497402631715e-05,9.8200777605065748e-06,6.3531376541522634e-11,2.0720557191389136e-10,5.6138364178553277e-06,7.605691713118397e-17,2.1699872742784203e-08,3.3693312420535312e-12,1.2369857849877132e-11,1.1482474109412833e-16,1.5205081374042942e-19,2.2260653934217843e-10,1.2491163968602102e-13,0.0057399336693635221,0.0029541566508744623,5.9129568516438015e-08,7.7795082771243628e-09,2.1644604738646591e-05,1.3730335612275158e-12,2.4808406788154073e-11,1.0417517826920465e-07,1.2525141130426696e-07,2.5211787490102696e-12,1.7538000250357121e-07,9.267075148542821e-10
1.651622905171846e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3288416709089077,0.1129143701638952,0.021334635113889902,1.4185692024601186e-16,2.5490929650646857e-08,1.1966050540389709e-05,9.8875527178531302e-06,6.4332171070522025e-11,2.091814094381637e-10,5.6485441907251718e-06,7.8016338609898527e-17,2.1814354935077916e-08,3.422778315984863e-12,1.254009224919035e-11,1.1697281075056256e-16,1.5363627026899212e-19,2.2460772704162337e-10,1.2733880587857183e-13,0.0057397693755283285,0.0029639419720297066,5.9330342938975911e-08,7.8279348424531819e-09,2.1706838828640976e-05,1.391247380973477e-12,2.494434253739984e-11,1.0448547124807935e-07,1.2526062243816692e-07,2.5352677566166321e-12,1.7717146299963414e-07,9.3223030843662319e-10
1.6573502436880622e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32883198857932905,0.11291443148482137,0.021329709936568627,1.4463982054694784e-16,2.5843925604039969e-08,1.2086170356318583e-05,9.9552557551047745e-06,6.5140765078358228e-11,2.1116898140926139e-10,5.6833392782762376e-06,8.0019069283799358e-17,2.1928740431695209e-08,3.4768784843863649e-12,1.2711964476792626e-11,1.1915304703854809e-16,1.5523269390422638e-19,2.2661867194833024e-10,1.2980440499191656e-13,0.0057396050273193812,0.0029737242068552119,5.9531109373965176e-08,7.8764464520199268e-09,2.1768913491064508e-05,1.4096242775939035e-12,2.5080346424050346e-11,1.0479506672479873e-07,1.252698439498669e-07,2.5493930128965738e-12,1.7897149908382321e-07,9.3776497081753019e-10
1.6630775822042784e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32882230953535069,0.1129144925419779,0.02132478618609818,1.474667779892657e-16,2.6200212561387406e-08,1.2206855803750269e-05,1.0023186840216945e-05,6.5957212584071511e-11,2.1316831292319866e-10,5.7182215071764547e-06,8.2065906483639097e-17,2.2043027955782011e-08,3.5316372809842472e-12,1.288548354295822e-11,1.2136580845915776e-16,1.5684012390192756e-19,2.286393741821403e-10,1.3230890579559465e-13,0.0057394406283360544,0.0029835033565081036,5.9731867582129272e-08,7.9250431357988536e-09,2.1830830543917535e-05,1.4281650166230484e-12,2.5216419278794581e-11,1.0510397289065183e-07,1.2527907536583258e-07,2.5635545070197407e-12,1.8078009371367227e-07,9.4331146443471318e-10
1.6688049207204945e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32881263377056985,0.11291455333210543,0.021319863861908556,1.5033831960503283e-16,2.6559806423241031e-08,1.232810584501201e-05,1.0091345940954629e-05,6.6781567819042907e-11,2.1517942899645297e-10,5.7531907042603055e-06,8.4157659218839238e-17,2.2157216265140662e-08,3.5870602640885927e-12,1.3060658476363458e-11,1.2361145609756415e-16,1.5845859955904773e-19,2.3066983378763103e-10,1.3485278102332895e-13,0.0057392761820355548,0.0029932794221447304,5.9932617324312926e-08,7.9737249259093209e-09,2.189259178601124e-05,1.4468703652243134e-12,2.5352561942173022e-11,1.0541219784985411e-07,1.2528831622041749e-07,2.5777522281391049e-12,1.8259722998330047e-07,9.4886975178512336e-10
1.6745322592367107e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32880296127874009,0.11291461385208137,0.021314942963430211,1.5325497661620103e-16,2.6922723122646208e-08,1.2449919451466848e-05,1.0159733024893176e-05,6.7613885226942352e-11,2.1720235456609024e-10,5.788246696528562e-06,8.6295148302871904e-17,2.2271304151687589e-08,3.6431530165735572e-12,1.3237498324121893e-11,1.2589035363119274e-16,1.6008816021428913e-19,2.3271005073470511e-10,1.3743650739059383e-13,0.0057391116917384884,0.0030030524049206708,6.0133358361484428e-08,8.0224918563322589e-09,2.1954198996885427e-05,1.4657410921983673e-12,2.5488775262895267e-11,1.0571974961901853e-07,1.2529756605560875e-07,2.5919861653903148e-12,1.8442289112432902e-07,9.54439795424857e-10
1.6802595977529268e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3287932920537664,0.11291467409891449,0.021310023490094063,1.5621728444987996e-16,2.7288978625477683e-08,1.2572295603547568e-05,1.0228348059419137e-05,6.8454219463673423e-11,2.1923711448989023e-10,5.8233893111480375e-06,8.8479206479452266e-17,2.2385290440914499e-08,3.6999211458571423e-12,1.3416012151814418e-11,1.2820286733786038e-16,1.6172884524870432e-19,2.3476002491916019e-10,1.4006056561216919e-13,0.0057389471606342172,0.003012822305990748,6.0334090454755762e-08,8.0713439627217049e-09,2.2015653936739616e-05,1.4847779679844798e-12,2.5625060096683734e-11,1.0602663612669531e-07,1.2530682442078264e-07,2.6062563078916154e-12,1.8625706050668717e-07,9.6002155796905951e-10
1.685986936269143e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32878362608969997,0.11291473406973968,0.021305105441331476,1.5922578275357933e-16,2.7658588930769811e-08,1.2695233290784216e-05,1.0297191011730938e-05,6.9302625397314913e-11,2.2128373354647143e-10,5.8586183754513461e-06,9.071067854954295e-17,2.2499173991353201e-08,3.7573702838805585e-12,1.3596209043519456e-11,1.3054936610389982e-16,1.6338069408630184e-19,2.368197561632426e-10,1.4272544041967996e-13,0.0057387825917859965,0.0030225891265090311,6.0534813365382673e-08,8.12028128246834e-09,2.207695834637697e-05,1.5039817646947449e-12,2.576141730657008e-11,1.0633286521297394e-07,1.253160908724691e-07,2.6205626447423623e-12,1.8809972163931065e-07,9.656150020918286e-10
1.691714274785359e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.328773963380733,0.11291479376181313,0.021300188816574264,1.6228101541042055e-16,2.8031570071036389e-08,1.2818731511825496e-05,1.0366261848839565e-05,7.0159158108059423e-11,2.2334223643541596e-10,5.8939337169366511e-06,9.2990421499170721e-17,2.26129536940441e-08,3.815506087087154e-12,1.3778098101841143e-11,1.329302214322691e-16,1.6504374619465766e-19,2.3888924421618432e-10,1.4543162057912034e-13,0.005738617988135933,0.0030323528676288497,6.0735526854761458e-08,8.1693038544120014e-09,2.2138113947160945e-05,1.5233532561169362e-12,2.5897847761207663e-11,1.0663844462914914e-07,1.2532536497412528e-07,2.6349051650222742e-12,1.89950858170736e-07,9.7122009052612189e-10
1.6974416133015752e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32876430392119499,0.11291485317250756,0.021295273615254694,1.6538353055431712e-16,2.8407938112568884e-08,1.2942789274454222e-05,1.0435560537569171e-05,7.1023872888148712e-11,2.2541264777739417e-10,5.9293351632674438e-06,9.5319304628056314e-17,2.2726628472008623e-08,3.8743342364009647e-12,1.3961688447930968e-11,1.3534580745064658e-16,1.6671804108553347e-19,2.4096848875472378e-10,1.481795989083635e-13,0.0057384533525097151,0.0030421135305027987,6.0936230684455016e-08,8.2184117186006864e-09,2.2199122440984122e-05,1.5428932176692194e-12,2.603435233342742e-11,1.0694338203745101e-07,1.2533464629591823e-07,2.6492838577917772e-12,1.9181045388959447e-07,9.7683678606366303e-10
1.7031689518177914e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32875464770554652,0.1129149122993076,0.02129035983680545,1.6853388058512317e-16,2.8787709155731149e-08,1.3067405595597075e-05,1.0505087044557617e-05,7.1896825241806181e-11,2.2749499211428924e-10,5.9648225422723066e-06,9.7698209679058256e-17,2.2840197279725667e-08,3.933860437204811e-12,1.4146989221510334e-11,1.3779650091951018e-16,1.6840361831550018e-19,2.430574893836116e-10,1.5096987229465513e-13,0.0057382886876211903,0.003051871116282748,6.113692461619376e-08,8.2676049164524054e-09,2.2259985510248151e-05,1.5626024264832035e-12,2.6170931901102835e-11,1.0724768501082919e-07,1.2534393441451475e-07,2.6636987120904233e-12,1.9367849272500941e-07,9.8246505155485025e-10
1.7088962903340075e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32874499472837632,0.1129149711398055,0.02128544748065966,1.7173262218375025e-16,2.9170899335247337e-08,1.3192579501328837e-05,1.0574841336256972e-05,7.2778070885165874e-11,2.2958929390932102e-10,6.0003956819446875e-06,1.0012803096843129e-16,2.2953659102612141e-08,3.9940904193180114e-12,1.4334009580892464e-11,1.4028268124020165e-16,1.7010051748656816e-19,2.4515624563610079e-10,1.5380294171209177e-13,0.0057381239960767475,0.0030616256261198514,6.1337608411863402e-08,8.3168834904772753e-09,2.2320704817855355e-05,1.5824816614219501e-12,2.6307587345534878e-11,1.0755136103279415e-07,1.2535322891288084e-07,2.6781497169359395e-12,1.9555495874689998e-07,9.8810484990866274e-10
1.7146236288502237e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32873534498439649,0.11291502969169682,0.021280536546250894,1.7498031632725224e-16,2.9557524820463846e-08,1.3318310026871344e-05,1.0644823378933963e-05,7.3667665746198679e-11,2.316955775471706e-10,6.0360544104426977e-06,1.026096755168997e-16,2.3067012956507738e-08,4.0550299369736949e-12,1.4522758702995715e-11,1.4280473046297496e-16,1.7180877824682314e-19,2.4726475697442239e-10,1.5667931223908308e-13,0.0057379592803795277,0.0030713770611645484,6.1538281833538645e-08,8.3662474839455788e-09,2.2381282007211262e-05,1.6025317029426647e-12,2.6444319549500614e-11,1.078544174973188e-07,1.2536252938008758e-07,2.6926368613250969e-12,1.9743983616619463e-07,9.9375614409257499e-10
1.7203509673664398e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32872569846843824,0.1129150879527764,0.021275627033013136,1.7827752830387743e-16,2.9947601815609031e-08,1.3444596216587359e-05,1.0715033138670356e-05,7.4565665964635844e-11,2.3381386733410387e-10,6.0717985560888778e-06,1.0514406318154701e-16,2.3180257887164117e-08,4.116684768795673e-12,1.4713245783358441e-11,1.4536303329502892e-16,1.7352844029106845e-19,2.4938302279024774e-10,1.5959949307579717e-13,0.0057377945429334751,0.0030811254225665808,6.1738944643487069e-08,8.4156969411669577e-09,2.244171870223679e-05,1.6227533332456946e-12,2.6581129398792626e-11,1.0815686170878632e-07,1.2537183541112558e-07,2.7071601342320627e-12,1.9933310933495791e-07,9.9941889713246333e-10
1.726078305882656e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32871605517544844,0.11291514592093452,0.021270718940380781,1.8162482772808848e-16,3.0341146560052547e-08,1.3571437123969541e-05,1.0785470581363337e-05,7.5472127891888463e-11,2.3594418749809501e-10,6.1076279473700073e-06,1.0773212678852152e-16,2.3293392969738406e-08,4.1790607177749483e-12,1.4905480036155585e-11,1.4795797710852323e-16,1.752595433614735e-19,2.5151104240513669e-10,1.625639975615903e-13,0.0057376297860472292,0.0030908707114749921,6.1939596604143749e-08,8.4652319072495047e-09,2.2502016507390905e-05,1.6431473363535127e-12,2.6718017780831484e-11,1.0845870088198799e-07,1.25381146606726e-07,2.7217195246070892e-12,2.0123476274643426e-07,1.0050930721125208e-09
1.731805644398872e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32870641510048532,0.11291520359415319,0.021265812267788668,1.8502278855554856e-16,3.0738175328532224e-08,1.369883181162472e-05,1.0856135672725783e-05,7.6387108090964863e-11,2.3808656218895066e-10,6.1435424129368953e-06,1.1037481226655946e-16,2.3406417308291427e-08,4.2421636112457957e-12,1.5099470694203874e-11,1.5058995194857889e-16,1.7700212724822792e-19,2.5364881507097178e-10,1.6557334319241858e-13,0.0057374650119378671,0.0031006129290381372,6.2140237478153406e-08,8.5148524276242571e-09,2.2562177007703168e-05,1.6637144978126971e-12,2.685498558190856e-11,1.0875994214217765e-07,1.2539046257318886e-07,2.7363150213779984e-12,2.0314478103501024e-07,1.0107786321751672e-09
1.7375329829150883e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32869677823871518,0.11291526097050238,0.021260907014672037,1.8847198909807523e-16,3.1138704431379074e-08,1.3826779351253703e-05,1.0927028378286551e-05,7.7310663336384748e-11,2.4024101547843239e-10,6.1795417816041866e-06,1.1307307878132532e-16,2.3519330035290373e-08,4.3059993008614569e-12,1.5295227008968627e-11,1.5325935054126115e-16,1.7875623179020278e-19,2.5579633997038111e-10,1.6862805163823332e-13,0.005737300222734487,0.0031103520764036918,6.2340867028382297e-08,8.5645585484575778e-09,2.2622201768814575e-05,1.6844556049149783e-12,2.6992033689486473e-11,1.090605925251671e-07,1.2539978292221795e-07,2.7509466134485825e-12,2.0506314897610107e-07,1.0164755405209672e-09
1.7432603214313044e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3286871445854091,0.1129153180481367,0.02125600318046653,1.9197301203855987e-16,3.1542750214751485e-08,1.3955278823626706e-05,1.0998148663390685e-05,7.8242850614090159e-11,2.4240757136038048e-10,6.2156258823501633e-06,1.1582789887057047e-16,2.3632130311116298e-08,4.3705736625694288e-12,1.5492758250576245e-11,1.5596656830154594e-16,1.8052189687561717e-19,2.5795361621714855e-10,1.7172864876035867e-13,0.0057371354204816651,0.0031200881547186537,6.2541485017873139e-08,8.6143503164952117e-09,2.2682092337027521e-05,1.7053714469250716e-12,2.7129162991311585e-11,1.0936065897746034e-07,1.2540910727076327e-07,2.7656142896966682e-12,2.0698985148596124e-07,1.022183760408539e-09
1.7489876599475206e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32867751413593882,0.11291537482529217,0.021251100764608209,1.9552644444585385e-16,3.1950329060829242e-08,1.408432931855472e-05,1.1069496493199618e-05,7.9183727121353281e-11,2.445862537508365e-10,6.2517945443165757e-06,1.1864025858011056e-16,2.3744817323576343e-08,4.4358925965863624e-12,1.5692073707811636e-11,1.5871200334126915e-16,1.8229916244271147e-19,2.601206428566109e-10,1.7487566462885107e-13,0.0057369706071427754,0.0031298211651293543,6.274209120989575e-08,8.6642277783744023e-09,2.2741850239365104e-05,1.7264628145262935e-12,2.7266374371460127e-11,1.0966014835644696e-07,1.2541843524086717e-07,2.780318038976368e-12,2.0892487362142558e-07,1.0279032551544758e-09
1.7547149984637367e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32866788688577414,0.11291543130028282,0.021246199766533545,1.9913287778962066e-16,3.2361457388002577e-08,1.4213929934856893e-05,1.1141071832691299e-05,8.0133350266681989e-11,2.467770864881661e-10,6.2880475968084388e-06,1.2151115760062157e-16,2.3857390287420873e-08,4.5019620273725704e-12,1.589318268811626e-11,1.6149605647705851e-16,1.8408806848042682e-19,2.6229741886604472e-10,1.7806963353984145e-13,0.0057368057846031726,0.0031395511087814621,6.2942685367975033e-08,8.71419098117539e-09,2.2801476983636979e-05,1.747730500090431e-12,2.7403668713430933e-11,1.0995906743062537e-07,1.2542776645952072e-07,2.7950578501166539e-12,2.1086820057958075e-07,1.0336339881332594e-09
1.7604423369799529e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32865826283047944,0.11291548747149784,0.021241300185679397,2.0279290795515293e-16,3.2776151651085692e-08,1.4344079780324132e-05,1.1212874646660305e-05,8.1091777669721858e-11,2.4898009333318186e-10,6.3243848692938713e-06,1.2444160940525589e-16,2.3969848443865461e-08,4.568787903606135e-12,1.6096094517597895e-11,1.6431913123824778e-16,1.8588865502909086e-19,2.6448394315504271e-10,1.813110940328583e-13,0.00573664095467326,0.003149277986819991,6.3143267255818258e-08,8.7642399724284741e-09,2.2860974058513462e-05,1.7691752982072826e-12,2.7541046900199263e-11,1.1025742287986081e-07,1.2543710055852045e-07,2.8098337119185216e-12,2.1281981769737204e-07,1.0393759227771772e-09
1.766169675496169e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32864864196571097,0.11291554333739846,0.021236402021483029,2.0650713525815567e-16,3.3194428341480476e-08,1.4474777971679103e-05,1.1284904899717946e-05,8.2059067161154968e-11,2.5119529796926557e-10,6.3608061914039198e-06,1.2743264138807824e-16,2.4082191060117933e-08,4.6363761981566311e-12,1.6300818541021023e-11,1.6718163387477296e-16,1.8770096218110963e-19,2.6668021456587734e-10,1.8460058890813265e-13,0.005736476119091425,0.003159001800389302,6.3343836637371503e-08,8.8143747991275551e-09,2.2920342933608103e-05,1.7907980047527208e-12,2.7678509808578966e-11,1.1055522129569536e-07,1.2544643717433777e-07,2.8246456131580533e-12,2.1477971045114727e-07,1.0451290225762433e-09
1.7718970140123852e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32863902428721359,0.11291559889651516,0.021231505273382103,2.1027616445949404e-16,3.3616303987327513e-08,1.4606023634532808e-05,1.1357162556292279e-05,8.3035276782596862e-11,2.5342272400249037e-10,6.3973113929323855e-06,1.3048529500332198e-16,2.4194417428910355e-08,4.7047329080584718e-12,1.6507364121794739e-11,1.7008397336505059e-16,1.8952503008166613e-19,2.6888623187385592e-10,1.8793866524388402e-13,0.0057363112795268756,0.0031687225506331156,6.3544393276876739e-08,8.864595508406182e-09,2.2979585059565659e-05,1.8125994171232209e-12,2.7816058313020812e-11,1.1085246918169285e-07,1.254557759479847e-07,2.8394935425855283e-12,2.1674786445614065e-07,1.0508932510781132e-09
1.7776243525286013e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32862940979081795,0.11291565414744513,0.02122660994081467,2.1410060477990609e-16,3.4041795153703233e-08,1.4737815903337874e-05,1.1429647580628144e-05,8.402046478648968e-11,2.5566239496174299e-10,6.4339003038356711e-06,1.3360062590546606e-16,2.4306526868036223e-08,4.7738640544838476e-12,1.6715740641981453e-11,1.7302656142383773e-16,1.9136089892942503e-19,2.7110199378766576e-10,1.9132587441358715e-13,0.005736146437582349,0.0031784402386945106,6.3744936938761267e-08,8.9149021478275459e-09,2.3038701868156885e-05,1.8345803353144275e-12,2.795369328728806e-11,1.1114917295379359e-07,1.2546511652489659e-07,2.8543774889211649e-12,2.1872426546589989e-07,1.0566685718880092e-09
1.7833516910448175e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32861979847243811,0.11291570908884939,0.021221716023219168,2.1798106991467993e-16,3.4470918442757778e-08,1.4870153921338706e-05,1.1502359936787141e-05,8.5014689635992016e-11,2.5791433429884539e-10,6.4705727542326228e-06,1.3677970409013333e-16,2.4418518719892693e-08,4.8437756827152975e-12,1.6925957502281518e-11,1.7600981251007312e-16,1.9320860897724368e-19,2.7332749894970867e-10,1.9476277210321938e-13,0.0057359815947967303,0.0031881548657159363,6.3945467387694108e-08,8.9652947639976049e-09,2.3097694772381549e-05,1.8567415604772091e-12,2.8091415596555859e-11,1.1144533894073873e-07,1.254744585548047e-07,2.8692974408591845e-12,2.2070889937165786e-07,1.0624549486686378e-09
1.7890790295610336e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32861019032806865,0.11291576371945047,0.021216823520034435,2.2191817804829511e-16,3.4903690493823682e-08,1.5003036840518719e-05,1.15752995886476e-05,8.6018010004867278e-11,2.6017856538867722e-10,6.5073285744043634e-06,1.4002361403581024e-16,2.4530392351028014e-08,4.9144738621179003e-12,1.7138024122008809e-11,1.7903414383469944e-16,1.9506820053288963e-19,2.7556274593642652e-10,1.9824991832848829e-13,0.0057358167526475557,0.0031978664328392121,6.4145984388690349e-08,9.0157734033142001e-09,2.3156565166575601e-05,1.8790838949209462e-12,2.8229226101624196e-11,1.1174097338450758e-07,1.2548380169163335e-07,2.8842533870677193e-12,2.2270175220165301e-07,1.0682523451401119e-09
1.7948063680772497e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32860058535378228,0.1129158180380299,0.02121193243069967,2.2591255186902822e-16,3.5340127983601189e-08,1.5136463821544715e-05,1.1648466499904511e-05,8.7030484777368743e-11,2.6245511152929635e-10,6.5441675947941636e-06,1.4333345484638824e-16,2.4642147151694152e-08,4.9859646861110775e-12,1.7351949939100099e-11,1.8209997536846701e-16,1.9693971395976484e-19,2.7780773325861983e-10,2.0178787745203935e-13,0.0057356519125534248,0.0032075749412055366,6.4346487706953013e-08,9.0663381127156687e-09,2.3215314426523494e-05,1.9016081441171042e-12,2.836712566320562e-11,1.1203608244077552e-07,1.2549314559337582e-07,2.899245316182877e-12,2.2470281012039948e-07,1.0740607250798739e-09
1.800533706593466e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32859098354572691,0.11291587204342599,0.021207042754654473,2.2996481858352172e-16,3.578024762627694e-08,1.5270434033708596e-05,1.1721860634069439e-05,8.8052173048119607e-11,2.6474399594206113e-10,6.5810896460072772e-06,1.4671034039452744e-16,2.4753782535404723e-08,5.0582542721400241e-12,1.756774441009617e-11,1.8520772984971765e-16,1.9882318967763594e-19,2.8006245936175583e-10,2.0537721820064339e-13,0.0057354870758763183,0.0032172803919554914,6.4546977107914828e-08,9.1169889377831334e-09,2.3273943909579051e-05,1.9243151146282832e-12,2.850511513114108e-11,1.1233067217940678e-07,1.2550248992200985e-07,2.9142732168134021e-12,2.2671205942791059e-07,1.0798800523226192e-09
1.806261045109682e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32858138490012451,0.11291592573453149,0.021202154491338814,2.3407560993131654e-16,3.6224066173583807e-08,1.5404946654866608e-05,1.17954819544704e-05,8.9083134121993673e-11,2.6704524177175135e-10,6.6180945588108191e-06,1.5015539946584216e-16,2.4865297938498096e-08,5.1313487616467636e-12,1.778541701010188e-11,1.883578327921493e-16,2.0071866816337112e-19,2.8232692262626807e-10,2.0901851368236343e-13,0.0057353222439238223,0.0032269827862290469,6.474745235741732e-08,9.1677259234496639e-09,2.3332454954789075e-05,1.9472056134953007e-12,2.8643195348379319e-11,1.1262474858501717e-07,1.2551183434336786e-07,2.9293370775425295e-12,2.2872948655887676e-07,1.0857102907602191e-09
1.8119883836258982e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32857178941326726,0.11291597911029155,0.02119726764019305,2.3824556219934779e-16,3.6671600414977935e-08,1.5540000871376109e-05,1.1869330424251743e-05,9.012342751399185e-11,2.6935887208668905e-10,6.6551821641336164e-06,1.536697759039095e-16,2.4976692819705852e-08,5.2052543200408264e-12,1.8004977232797598e-11,1.9155071249256079e-16,2.0262618995168357e-19,2.8460112136785094e-10,2.1271234140370095e-13,0.0057351574179512676,0.0032366821251655657,6.4947913221496028e-08,9.2185491154547232e-09,2.3390848883020393e-05,1.9702804517043614e-12,2.8781367159286824e-11,1.129183175574589e-07,1.2552117852708344e-07,2.9444368869190851e-12,2.3075507808180157e-07,1.0915514043416484e-09
