Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(55),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(56),CH3OO(84)
2.2223984922197853e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33259311196672758,0.11411750633420716,0.022610966243674455,1.0314036668138562e-21,2.9471377118829126e-12,4.4201302848407012e-09,1.3552455918380581e-07,1.7023691664401323e-13,9.7656426031060647e-13,1.7147223824972517e-07,4.9512717535975097e-23,2.7144238102982425e-10,4.8366333014517422e-16,2.0549735006389187e-15,5.6747109485803715e-21,2.1859900631088079e-22,1.0088273909622725e-12,2.6543721752471061e-18,0.0045520122129803255,0.00042106724694977612,9.6964189340326894e-09,6.3052955663955322e-11,1.2312034824585996e-06,7.3218592316613813e-16,7.3690625460659881e-13,5.8434709461456603e-09,1.2491432610655457e-07,1.5241051363239508e-13,5.1700904149710396e-11,2.9555038276823066e-11
2.2288048149896935e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33258645269248149,0.11411204448130188,0.02261036891622583,1.050562700745224e-21,2.9816655110576317e-12,4.4726196434661459e-09,1.3659778027762708e-07,1.7141773426361862e-13,9.8371236594431929e-13,1.7227247679806791e-07,5.0471153383870475e-23,2.7317852995400483e-10,4.8945205640938729e-16,2.0802869601235789e-15,5.7457780050599549e-21,2.210659024203399e-22,1.0163056549648962e-12,2.6932680201395145e-18,0.0045574719854131742,0.00042226082782918155,9.7180528353434705e-09,6.3522924702880129e-11,1.2369164342122843e-06,7.3828944202643044e-16,7.3909500534398782e-13,5.8777943965011397e-09,1.2506523065912973e-07,1.5311359308600295e-13,5.2348185792015243e-11,2.969348503551441e-11
2.2352111377596018e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3325798178944635,0.11410660702674186,0.02260977162843161,1.070016118166771e-21,3.0165195695009452e-12,4.5255931803137264e-09,1.3767533169081728e-07,1.7260403583567621e-13,9.9089359868189425e-13,1.7307440672597452e-07,5.144556581425852e-23,2.7492167648096921e-10,4.9529476604372524e-16,2.1058456756537757e-15,5.8175416061528107e-21,2.2355217745361978e-22,1.023819533034775e-12,2.7326287806363529e-18,0.0045629073550290094,0.00042345432506623389,9.7396869959397271e-09,6.3995133725920988e-11,1.2426411590532482e-06,7.444307731674493e-16,7.4128857977887074e-13,5.9121648805767916e-09,1.2521453760975317e-07,1.5381657612003273e-13,5.3001775589917426e-11,2.9832221298414962e-11
2.24161746052951e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33257320746376018,0.11410119386180237,0.022609174380201304,1.0897674647462872e-21,3.0517022979748588e-12,4.5790540992752672e-09,1.3875720674241359e-07,1.7379583550128791e-13,9.9810802710865599e-13,1.7387802768628709e-07,5.2436178967450414e-23,2.7667183191318482e-10,5.0119182362870744e-16,2.1316513887541973e-15,5.8900067951768832e-21,2.2605790852748013e-22,1.0313691056856711e-12,2.7724587868222485e-18,0.0045683184305529622,0.00042464773884860459,9.761321423455117e-09,6.4469588017912861e-11,1.2483776507036373e-06,7.5061008880101925e-16,7.4348689297209391e-13,5.9465818662337853e-09,1.2536225418337991e-07,1.5451945511990586e-13,5.3661717789126402e-11,2.997124698125653e-11
2.2480237832994183e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33256662129194398,0.11409580487824329,0.022608577171444814,1.1098203164022876e-21,3.0872161205836262e-12,4.6330056170613555e-09,1.3984339869774226e-07,1.7499314741571681e-13,1.0053557197900813e-12,1.7468333933257713e-07,5.3443219547934199e-23,2.7842900753315331e-10,5.0714359529835423e-16,2.1577058488756788e-15,5.9631786412145701e-21,2.2858317263601842e-22,1.0389544534337904e-12,2.8127623979891473e-18,0.0045737053202253852,0.00042584106936320923,9.7829561254611816e-09,6.4946292152746097e-11,1.2541259028613168e-06,7.5682756327872913e-16,7.4568996864381029e-13,5.9810448254564132e-09,1.2550838765562032e-07,1.5522222248606727e-13,5.4328056824988381e-11,3.0110561999910401e-11
2.2544301060693266e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3325600592710703,0.11409043996830726,0.022607980002072453,1.1301782794454537e-21,3.123063474760262e-12,4.6874509632147462e-09,1.4093390076957511e-07,1.7619598574841156e-13,1.0126367452718301e-12,1.7549034131914056e-07,5.44669168472026e-23,2.8019321460339201e-10,5.1315044874305416e-16,2.1840108133649229e-15,6.0370622392201001e-21,2.3112804664976529e-22,1.0465756567977372e-12,2.853544002760606e-18,0.0045790681318040385,0.00042703431679621043,9.804591109468913e-09,6.5425250097159509e-11,1.2598859091997007e-06,7.6308337758140083e-16,7.4789792503427366e-13,6.0155532343742288e-09,1.2565294535156545e-07,1.5592487069386673e-13,5.5000837322731129e-11,3.0250166270386347e-11
2.2608364288392348e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33255352129367577,0.11408509902471727,0.022607382871994926,1.1508449907201136e-21,3.1592468113703355e-12,4.7423933801236267e-09,1.4202870611928138e-07,1.7740436468302995e-13,1.0199511720797753e-12,1.7629903330099244e-07,5.5507502766728293e-23,2.8196446436641492e-10,5.1921275321242907e-16,2.2105680475134145e-15,6.1116627101274097e-21,2.3369260731480082e-22,1.0542327962984847e-12,2.8948080192163286e-18,0.0045844069725662177,0.00042822748133301776,9.8262263829282983e-09,6.5906467259762065e-11,1.2656576633661078e-06,7.6937770678556034e-16,7.5011065565231929e-13,6.0501065734281691e-09,1.2579593464477868e-07,1.5662739254751746e-13,5.5680104097707037e-11,3.0390059708831649e-11
2.267242751609143e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33254700725277631,0.11407978194067465,0.022606785781123347,1.1718241177457605e-21,3.1957685947893658e-12,4.7978361230347699e-09,1.4312780785797571e-07,1.7861829841746281e-13,1.0272990687200377e-12,1.7710941493386091e-07,5.6565211841089763e-23,2.8374276804471375e-10,5.253308795181993e-16,2.2373793245998809e-15,6.1869852009584903e-21,2.362769312518912e-22,1.0619259524593564e-12,2.936558895016923e-18,0.0045897219493109239,0.00042942056315829302,9.8478619532280373e-09,6.6389948350309851e-11,1.2714411589832568e-06,7.7571072605696949e-16,7.5232816021279667e-13,6.0847043272851071e-09,1.2593736295589398e-07,1.573297808559454e-13,5.6365902155634576e-11,3.0530242231530077e-11
2.2736490743790513e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33254051704186444,0.11407448860985686,0.022606188729369224,1.1931193588586093e-21,3.2326313028299186e-12,4.853782460066607e-09,1.4423119904766024e-07,1.798378011638578e-13,1.0346805036790155e-12,1.7792148587418274e-07,5.7640281261245621e-23,2.8552813684073919e-10,5.3150520003704521e-16,2.2644464258158776e-15,6.2630348849322223e-21,2.3888109495564679e-22,1.069655205805976e-12,2.9788011075289006e-18,0.0045950131683609799,0.00043061356245595274,9.8694978276981267e-09,6.6875696977767024e-11,1.2772363896494867e-06,7.8208261885964102e-16,7.5455060983183533e-13,6.1193459848163202e-09,1.2607723775141898e-07,1.5803202844037071e-13,5.7058276692838075e-11,3.0670713754900964e-11
2.2800553971489596e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33253405055490787,0.11406921892641551,0.022605591716644457,1.2147344433531982e-21,3.2698374268704681e-12,4.9102356722221299e-09,1.4533887270236238e-07,1.8106288714864316e-13,1.0420955454234155e-12,1.7873524577909715e-07,5.8732950897956735e-23,2.8732058193688124e-10,5.377360887134682e-16,2.2917711403337331e-15,6.3398169615736893e-21,2.4150517479369919e-22,1.0774206368662319e-12,3.0215391639498971e-18,0.0046002807355651721,0.0004318064794091676,9.8911340136088552e-09,6.7363718672198361e-11,1.2830433489363777e-06,7.8849356358880305e-16,7.5677787696379465e-13,6.1540310393274726e-09,1.2621556654282878e-07,1.5873412852281125e-13,5.7757273096486068e-11,3.0811474195498166e-11
2.286461719918868e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33252760768634637,0.11406397278497397,0.022604994742861342,1.2366731316240278e-21,3.307389471996047e-12,4.9671990534016848e-09,1.4645082178926777e-07,1.8229357061255122e-13,1.049544262400285e-12,1.7955069430644108e-07,5.9843463325356333e-23,2.891201144954501e-10,5.4402392106264898e-16,2.3193552653961844e-15,6.4173366568239534e-21,2.4414924700589881e-22,1.0852223261702756e-12,3.0647776014341186e-18,0.0046055247563003554,0.00043299931420036738,9.9127705181693138e-09,6.7854018410090553e-11,1.2888620303905021e-06,7.949437363550864e-16,7.5900991692110575e-13,6.188758988455894e-09,1.2635235688514632e-07,1.5943607433330011e-13,5.8462936944827693e-11,3.0952523470009145e-11
2.292868042688776e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33252118833109046,0.11405875008062558,0.02260439780793258,1.2589392153072473e-21,3.3452899568419838e-12,5.0246759104157131e-09,1.4756703922984802e-07,1.8352986581064174e-13,1.0570267230370414e-12,1.8036783111474373e-07,6.0972063844669098e-23,2.9092674565865649e-10,5.5036907417330471e-16,2.3472006061789872e-15,6.4955992231503047e-21,2.4681338770353318e-22,1.093060354250455e-12,3.1085209872180207e-18,0.0046107453354735633,0.0004341920670112451,9.9344073485315855e-09,6.8346599339426737e-11,1.2946924275343181e-06,8.0143332239575113e-16,7.6124696954202118e-13,6.223529334074269e-09,1.2648761637569789e-07,1.6013785901921837e-13,5.917531400742779e-11,3.1093861495253982e-11
2.2992743654586844e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33251479238451948,0.11405355070893131,0.022603800911771242,1.2815365174223841e-21,3.3835414137256744e-12,5.0826695629973099e-09,1.4868751790098226e-07,1.8477178701232591e-13,1.0645429957415035e-12,1.8118665586322137e-07,6.2119000508080995e-23,2.9274048654859213e-10,5.5677192671054422e-16,2.3753089758616473e-15,6.5746099396569889e-21,2.4949767286856412e-22,1.1009348016412747e-12,3.1527739187462158e-18,0.0046159425775241089,0.00043538473802275454,9.9560445117897135e-09,6.8841467065327279e-11,1.3005345338628332e-06,8.0796250380762852e-16,7.6348889361954324e-13,6.2583415826078405e-09,1.2662135265333095e-07,1.608394762138646e-13,5.989445024540016e-11,3.1235488188184429e-11
2.3056806882285926e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33250841974247858,0.11404837456591781,0.022603204054290792,1.3044688925141216e-21,3.4221463888917704e-12,5.141183343814628e-09,1.4981225063607518e-07,1.8601934850138898e-13,1.0720931489019217e-12,1.8200716821177218e-07,6.3284524142760085e-23,2.945613482672105e-10,5.6323285891872134e-16,2.4036821957954511e-15,6.6543741121964085e-21,2.5220217835288521e-22,1.1088457488794096e-12,3.197541023797604e-18,0.0046211165864256708,0.00043657732741511591,9.9776820149762022e-09,6.9338627004759551e-11,1.3063883428454788e-06,8.1453145829608793e-16,7.6573557305010123e-13,6.2931952449308419e-09,1.2675357339698768e-07,1.6154091958663289e-13,6.0620391811639174e-11,3.1377403465882938e-11
2.312087010998501e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33250207030127743,0.11404322154807525,0.022602607235405095,1.3277402267941251e-21,3.4611074422433328e-12,5.2002205984833034e-09,1.5094123022616814e-07,1.87272564576014e-13,1.079677250887008e-12,1.8282936782097102e-07,6.4468888375028581e-23,2.9638934189630587e-10,5.6975225262428713e-16,2.4323220952791862e-15,6.7348970734807887e-21,2.5492697987759961e-22,1.1167932765036284e-12,3.2428269606117395e-18,0.0046262674656883714,0.0004377698353678204,9.9993198650683829e-09,6.9838081727686384e-11,1.3122538479280782e-06,8.2114037196558845e-16,7.6798733429100322e-13,6.328089836149334e-09,1.2688428632438055e-07,1.6224218258795661e-13,6.1353185051049784e-11,3.1519607245561771e-11
2.3188766310772492e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33249536617570136,0.11403778534678261,0.022601974750223828,1.3527782593160432e-21,3.5027911160377369e-12,5.2633652469334789e-09,1.521423854267865e-07,1.8860695006237193e-13,1.0877522504768034e-12,1.8370260186292585e-07,6.5744965171453653e-23,2.9833450344201323e-10,5.7672594853679076e-16,2.4629686874687316e-15,6.8210720247906292e-21,2.5783704728381284e-22,1.1252563319053933e-12,3.2913939490594002e-18,0.0046317013955710596,0.00043903360368225552,1.0022252717797241e-08,7.0369930910529926e-11,1.3184830519962084e-06,8.281885270611427e-16,7.7037913747675191e-13,6.3651163498389481e-09,1.2702118274816047e-07,1.6298519945515402e-13,6.2137352777467175e-11,3.167063405157547e-11
2.3256662511559976e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33248868787201341,0.11403237488279877,0.022601342308195858,1.3782061296449725e-21,3.5448807238912562e-12,5.3271056699255949e-09,1.5334829404869811e-07,1.8994772014923405e-13,1.0958655409253183e-12,1.8457773032387689e-07,6.7042801387987403e-23,3.002877014168954e-10,5.8376619991543619e-16,2.4939190864385437e-15,6.9081117136151872e-21,2.6077008678124914e-22,1.1337606622802902e-12,3.3405545976101756e-18,0.0046371095831270262,0.00044029728093294648,1.0045185976124305e-08,7.0904369525653896e-11,1.3247253783536703e-06,8.3528199111019154e-16,7.7277648752766668e-13,6.4021877310210401e-09,1.271564035193436e-07,1.6372799982236294e-13,6.2929324501290716e-11,3.1821984724027585e-11
2.332455871234746e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33248203526846781,0.11402699003459044,0.022600709909220047,1.4040285816557448e-21,3.5873793644129768e-12,5.3914458979514334e-09,1.5455894736250942e-07,1.9129489191095791e-13,1.1040172035502202e-12,1.8545475280220756e-07,6.8362709433255297e-23,3.0224894893894078e-10,5.9087346714499331e-16,2.5251754996417682e-15,6.9960225879075717e-21,2.6372618802558107e-22,1.1423063635128957e-12,3.3903145646455814e-18,0.0046424921498900758,0.00044156086733089333,1.0068119648144565e-08,7.1441403014756052e-11,1.3309808191007525e-06,8.4242098505365991e-16,7.7517940094587779e-13,6.4393034191640341e-09,1.2728995796054762e-07,1.644705766950999e-13,6.3729156101623804e-11,3.1973659164834038e-11
2.3392454913134943e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33247540824389404,0.11402163068119824,0.022600077553195735,1.4302503999143966e-21,3.6302901538957379e-12,5.4563899779007528e-09,1.5577433659107963e-07,1.92648482440186e-13,1.1122073196446803e-12,1.8633366889712824e-07,6.9705005375169948e-23,3.0421825910059955e-10,5.9804821262111791e-16,2.5567401447826745e-15,7.0848111300958548e-21,2.66705440503971e-22,1.1508935314902541e-12,3.4406795476383268e-18,0.004647849216819838,0.00044282436308618484,1.0091053741881562e-08,7.1981036827567859e-11,1.3372493663047487e-06,8.4960573117764646e-16,7.7758789102455804e-13,6.4764628594772364e-09,1.2742185543771994e-07,1.6521292322705075e-13,6.4536903700997448e-11,3.2125657276069562e-11
2.3460351113922426e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33246880667769368,0.11401629670223438,0.022599445240022741,1.4568764098681787e-21,3.6736162263479907e-12,5.521941973076996e-09,1.5699445291096727e-07,1.940085088478766e-13,1.1204359704774097e-12,1.8721447820867047e-07,7.1070008974304978e-23,3.0619564496875633e-10,6.0529090075415335e-16,2.5886152498092194e-15,7.1744838572355736e-21,2.6970793353423835e-22,1.1595222621018212e-12,3.4916552833228416e-18,0.0046531809043044801,0.00044408776840800326,1.0113988265288615e-08,7.2523276397290909e-11,1.3435310119998693e-06,8.5683645149663113e-16,7.8000197262306868e-13,6.5136655029252048e-09,1.2755210535866031e-07,1.6595503272926785e-13,6.5352623665666342e-11,3.2277978959966669e-11
2.352824731470991e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33246223044983814,0.11401098797787985,0.022598812969601357,1.48391147803565e-21,3.7173607335650064e-12,5.5881059632127942e-09,1.5821928745386763e-07,1.9537498826333421e-13,1.1287032372926986e-12,1.8809718033767949e-07,7.2458043717490975e-23,3.081811195847029e-10,6.1260199797292879e-16,2.6208030529386719e-15,7.2650473211629214e-21,2.7273375626405386e-22,1.1681926512394157e-12,3.5432475478661365e-18,0.0046584873321634211,0.00044535108350462609,1.0136923226249007e-08,7.3068127154705002e-11,1.349825748187117e-06,8.6411336954764442e-16,7.8242165979657975e-13,6.5509108062602517e-09,1.2768071717154161e-07,1.6669689866989278e-13,6.6176372605902351e-11,3.2430624118914273e-11
2.3664039716284877e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33244915353187865,0.11400044581655006,0.022597548556616935,1.5392284615838099e-21,3.8061177488876649e-12,5.7222863295308791e-09,1.6068307551971373e-07,1.9812737472668182e-13,1.1453539437262442e-12,1.8986826145551133e-07,7.5304519418327976e-23,3.1217638709699987e-10,6.2743129549821199e-16,2.6861257579032831e-15,7.4488728415539559e-21,2.7885574655769857e-22,1.1856587886714826e-12,3.6483049663882468e-18,0.0046690248854541943,0.00044787744385089284,1.0182794492013609e-08,7.4165683914063525e-11,1.3624544598753659e-06,8.7880669739186125e-16,7.8727790781967665e-13,6.6255272486636839e-09,1.2793306445894482e-07,1.6817987451874391e-13,6.784818507598831e-11,3.2736884472291882e-11
2.3799832117859844e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33243617654107738,0.11399000324992947,0.022596284313454205,1.5962411113626269e-21,3.8965867727457315e-12,5.8589640438780312e-09,1.6316562899897834e-07,2.0090577923274407e-13,1.1621600884126696e-12,1.916469090734209e-07,7.8247096188378106e-23,3.1620416545490994e-10,6.4253987714149605e-16,2.752726371761774e-15,7.6363408074347357e-21,2.8507212113443106e-22,1.203292710966352e-12,3.755898807705617e-18,0.0046794628239743155,0.00045040344577324112,1.0228667600851578e-08,7.527375039819501e-11,1.3751354367094644e-06,8.9368752141914932e-16,7.9215674840337266e-13,6.7003079572795527e-09,1.2817897363744476e-07,1.6966180162703237e-13,6.9552798884776663e-11,3.3044437558397648e-11
2.393562451943481e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33242329853743885,0.11397965933966786,0.022595020239332332,1.6549898574974312e-21,3.9887936670320451e-12,5.9981723371084602e-09,1.6566687547474084e-07,2.0371033947951206e-13,1.1791223204310092e-12,1.9343312002681399e-07,8.1288499545283314e-23,3.2026455806458155e-10,6.5793154738576716e-16,2.8206231723231972e-15,7.8275049013731863e-21,2.9138358697428288e-22,1.2210951853384248e-12,3.8660767182285161e-18,0.0046898020860767888,0.00045292909090565862,1.0274542613342912e-08,7.6392369784275101e-11,1.387868613491474e-06,9.0875766299168914e-16,7.9705829425494677e-13,6.7752487966707347e-09,1.2841852159789125e-07,1.71142633307353e-13,7.1290675728453804e-11,3.3353282601854017e-11
2.407141692100978e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3324105185898274,0.11396941315625987,0.022593756333477884,1.7155158055344402e-21,4.0827645846860112e-12,6.1399447043734615e-09,1.6818674194719082e-07,2.0654119346141063e-13,1.1962412884731528e-12,1.9522689116350053e-07,8.4431517928103825e-23,3.2435766791998954e-10,6.7361014337357341e-16,2.8898346036895252e-15,8.0224193773561229e-21,2.9779084826671194e-22,1.2390669790348672e-12,3.9788869918007799e-18,0.0047000436012697129,0.00045545438086796449,1.0320419588987422e-08,7.75215851330463e-11,1.4006539244823778e-06,9.2401895932488629e-16,8.0198265753274407e-13,6.8503457259636397e-09,1.2865178573912571e-07,1.7262232530405805e-13,7.3062281234835822e-11,3.3663418829673146e-11
2.4207209322584746e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33239783577588217,0.11395926377896151,0.022592492595124726,1.7778607425467915e-21,4.1785259717762155e-12,6.2843149055759903e-09,1.7072515487739431e-07,2.0939847947025109e-13,1.2135176408450078e-12,1.970282193434926e-07,8.7679003826511753e-23,3.2848359760202155e-10,6.8957953502796674e-16,2.960379276855742e-15,8.2211390658477483e-21,3.0429460639120465e-22,1.2572088593338362e-12,4.0943785752449729e-18,0.0047101882902997431,0.00045797931726590692,1.0366298586218783e-08,7.866143938784714e-11,1.4134913033990457e-06,9.3947326298660852e-16,8.069299498959629e-13,6.9255947993567324e-09,1.2887884392335449e-07,1.7410083576480152e-13,7.4868084972172321e-11,3.3974845471219965e-11
2.4343001724159713e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33238524918193535,0.11394921029570761,0.022591229023513945,1.8420671432474383e-21,4.2761045696248888e-12,6.4313169658143292e-09,1.7328204023044549e-07,2.1228233609617723e-13,1.2309520254676397e-12,1.9883710143880567e-07,9.1033874924183133e-23,3.3264244927755907e-10,7.0584362517328729e-16,3.032275970338473e-15,8.4237193788877272e-21,3.1089555989945997e-22,1.2755215935426793e-12,4.2126010739274601e-18,0.004720237065234778,0.00046050390169126031,1.041217966241756e-08,7.9811975373673571e-11,1.4263806834113215e-06,9.5512244207931939e-16,8.1190028254450228e-13,7.0009921665543731e-09,1.2909977443221573e-07,1.7557812521117958e-13,7.6708560457795777e-11,3.4287561758175784e-11
2.447879412573468e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33237275790292992,0.11393925180302975,0.022589965617893799,1.9081781761093308e-21,4.3755274169276358e-12,6.5809851758148053e-09,1.7585732351798732e-07,2.1519290222860617e-13,1.2485450898783963e-12,2.0065353433326177e-07,9.4499115256533458e-23,3.3683432469855083e-10,7.224063496557908e-16,3.1055436307962302e-15,8.6302163152286739e-21,3.1759440449913334e-22,1.2940059489960957e-12,4.3336047573434347e-18,0.0047301908295458673,0.00046302813572192164,1.0458062873924624e-08,8.0973235796259379e-11,1.4393219971392281e-06,9.7096838042793276e-16,8.1689376625746906e-13,7.0765340731169252e-09,1.2931465592356561e-07,1.7705415650838203e-13,7.8584185166614629e-11,3.4601566924502271e-11
2.4614586527309647e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3323603610423384,0.11392938740597515,0.022588702377519653,1.9762377094934542e-21,4.4768218518516924e-12,6.7333540923531844e-09,1.7845092984007348e-07,2.1813031705716138e-13,1.2662974812320156e-12,2.0247751492229546e-07,9.8077776383303645e-23,3.4105932520107825e-10,7.3927167746411361e-16,3.1802013736283098e-15,8.8406864655139188e-21,3.2439183303916765e-22,1.3126626930542508e-12,4.4574405647224405e-18,0.0047400504781883665,0.00046555202092200663,1.0503948276055256e-08,8.2145263241142763e-11,1.4523151766502969e-06,9.8701297763751768e-16,8.2191051143375598e-13,7.1522168607368827e-09,1.2952356738900129e-07,1.7852889483400887e-13,8.0495440539444917e-11,3.4916860206406027e-11
2.4750378928884614e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33234805771208253,0.11391961621802643,0.022587439301653887,2.0462903177852215e-21,4.5800155141294222e-12,6.8884585386645518e-09,1.8106278392634982e-07,2.2109472007260166e-13,1.284209846301713e-12,2.0430904011276247e-07,1.0177297857627372e-22,3.4531755170441614e-10,7.5644361084957436e-16,3.256268483565689e-15,9.0551870174957367e-21,3.3128853549670056e-22,1.331492593100855e-12,4.5841601106545978e-18,0.0047498168976822918,0.00046807555884194487,1.0549835923113009e-08,8.332810017273846e-11,1.4653601534570115e-06,1.0032581492060783e-15,8.26950628131988e-13,7.228036967438781e-09,1.2972658811214493e-07,1.8000230764605475e-13,8.2442811991177857e-11,3.5233440842303561e-11
2.488617133045958e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33233584703245356,0.11390993736102183,0.022586176389565855,2.1183812875396263e-21,4.6851363471626064e-12,7.0463336048417391e-09,1.8369281017655126e-07,2.2408625106774312e-13,1.3022828314802545e-12,2.0614810682275078e-07,1.0558791202208849e-22,3.4960910471008497e-10,7.7392618544631426e-16,3.333764415266093e-15,9.2737757612933304e-21,3.3828519896550903e-22,1.3504964165412067e-12,4.7138156907372997e-18,0.0047594909661919293,0.00047059875101857385,1.059572586840288e-08,8.452178893341076e-11,1.4784568585143736e-06,1.0197058266342736e-15,8.3201422611023816e-13,7.3039909277052276e-09,1.299237976276913e-07,1.8147436465011482e-13,8.4426788918783466e-11,3.555130807278679e-11
2.502196373203455e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33232372813203337,0.1139003499650765,0.022584913640531792,2.1925566236355382e-21,4.7922126001353156e-12,7.2070146482223601e-09,1.8634093270030609e-07,2.2710505013837698e-13,1.3205170827810126e-12,2.0799471198139433e-07,1.0952583804017341e-22,3.5393408430089914e-10,7.9172347039127446e-16,3.4127087939115321e-15,9.4965110946898088e-21,3.4538250764594389e-22,1.3696749308001955e-12,4.846460287242162e-18,0.0047690735536046799,0.0004731215989752333,1.0641618164244244e-08,8.5726371742548678e-11,1.4916052222175834e-06,1.0363579575273028e-15,8.3710141486568056e-13,7.3800753725297742e-09,1.3011527568122542e-07,1.8294503776584525e-13,8.6447864709150926e-11,3.5870461140588892e-11
2.5157756133609516e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33231170014761652,0.11389085316850431,0.02258365105383477,2.26886305543962e-21,4.9012728301264892e-12,7.3705372937643552e-09,1.8900707535623861e-07,2.3015125768418063e-13,1.3389132458390043e-12,2.0984885252868957e-07,1.1359009031586368e-22,3.582925901400097e-10,8.0983956844401421e-16,3.4931214158014207e-15,9.7234520284678959e-21,3.5258114283632914e-22,1.3890289033202726e-12,4.9821475748021844e-18,0.0047785655216091589,0.00047564410422185836,1.0687512861983823e-08,8.6941890695642408e-11,1.5048051743998354e-06,1.0532165057011422e-15,8.422123036739323e-13,7.4562870293985577e-09,1.303011021898173e-07,1.8441430109272912e-13,8.8506536746764418e-11,3.6190899290550772e-11
2.5293548535184483e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33229976222413216,0.11388144611774059,0.022582388628764608,2.3473480429803608e-21,5.0123459042194218e-12,7.5369374344100069e-09,1.9169116179035619e-07,2.332250144096239e-13,1.3574719659119124e-12,2.1171052541531368e-07,1.1778407614893559e-22,3.6268472146994065e-10,8.2827861610636605e-16,3.5750222489392107e-15,9.954658191784252e-21,3.5988178292581102e-22,1.4085591015593838e-12,5.1209319261192258e-18,0.0047879677237725798,0.00047816626825507216,1.0733410012008663e-08,8.8168387763362398e-11,1.5180566443302236e-06,1.0702834512879822e-15,8.4734700162818498e-13,7.5326227222020099e-09,1.3048135720340621e-07,1.8588213087518649e-13,9.0603306421213006e-11,3.6512621769587916e-11
2.542934093675945e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33228791351456827,0.11387212796726529,0.022581126364617846,2.4280597831327107e-21,5.1254610016112869e-12,7.7062512314382882e-09,1.943931154737121e-07,2.3632646132486957e-13,1.3761938878810926e-12,2.1357972760244583e-07,1.2211127771768655e-22,3.6711057711162306e-10,8.4704478374192964e-16,3.6584314336150682e-15,1.019018983758218e-20,3.6728510338862646e-22,1.4282662929888632e-12,5.2628684176917923e-18,0.0047972810056173855,0.00048068809255827843,1.0779309663758922e-08,8.9405904790640302e-11,1.5313595607117625e-06,1.0875607908410858e-15,8.5250561767800337e-13,7.6090793710782446e-09,1.3065612086698231e-07,1.8734850546707479e-13,9.273867913453294e-11,3.6835627826657661e-11
2.5565133338334417e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33227615317989506,0.11386289787952723,0.022579864260697635,2.5110472158138057e-21,5.2406476157252617e-12,7.87851511480557e-09,1.9711285973933537e-07,2.3945573974666913e-13,1.3950796562525655e-12,2.1545645606159068e-07,1.2657525335865668e-22,3.7157025546342229e-10,8.6614227569540189e-16,3.7433692829866874e-15,1.0430107848042283e-20,3.7479177677976591e-22,1.4481512450912939e-12,5.4080128355630712e-18,0.0048065062046971441,0.0004832095786017523,1.082521186574037e-08,9.0654483495752142e-11,1.5447138516795133e-06,1.1050505374400391e-15,8.5768826066777582e-13,7.6856539921896538e-09,1.3082547338357159e-07,1.8881340529561891e-13,9.4913164308382021e-11,3.7159916712726928e-11
