Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),H2OX(23),C2H4X(210),C2H4X(65)
1.79960561548089e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44675014498720494,0.11322672949659555,0.022695340432413884,0.0,5.9335676068595787e-10,1.2224745344134143e-05,7.9649408914439886e-07,1.3891420513128888e-08,1.3255126317648548e-19,0.00016210187073205492,2.6366331245450336e-17,0.00012673866786204799,4.6357505714142545e-13,1.9159698939854328e-13,1.644506147175697e-14,1.2240922991734182e-16,6.9333121531764186e-10,5.8948514504599238e-12,0.0052774654770464035,0.00025165247909946772,2.4968566027424403e-05,2.4279283815711412e-09,9.1495360828369544e-10,1.7821753772224989e-08,1.6279380790280058e-11,8.0124700709643086e-08,2.7459961810801243e-06,8.0137147727858581e-13,1.9890032965763079e-07,9.2016574285245398e-12,2.4871026964496464e-12,7.1965501708630208e-14,8.7815065510004113e-14,1.6781316537386283e-18
1.803988584199888e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44674237854525878,0.11321923803827262,0.022695037012064781,0.0,6.0025434779773689e-10,1.2292606363096049e-05,8.0325253564089507e-07,1.3992741110640526e-08,1.3434653954356882e-19,0.00016250215951631565,2.6693566933549963e-17,0.00012698537775146873,4.6707280413709329e-13,1.9402665674985566e-13,1.6621795683979161e-14,1.2375343881164971e-16,6.9917959395312602e-10,5.9536007394425464e-12,0.0052845399470906008,0.00025225253036700694,2.5049553498356354e-05,2.4416417504562228e-09,9.1720144489721777e-10,1.7862327115371161e-08,1.6378180100137944e-11,8.0654281602246e-08,2.7551617478132992e-06,8.06219495005945e-13,2.0008393233030383e-07,9.2936685232313472e-12,2.5081694298245356e-12,7.2612017364447606e-14,8.8883892815669556e-14,1.6948268786564595e-18
1.8079332560469862e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44673540496807018,0.11321251177698317,0.022694763946228134,0.0,6.0651295297255565e-10,1.2353885624590484e-05,8.0936819393039461e-07,1.4084347579426113e-08,1.359789471389846e-19,0.00016286243739367095,2.6990856179240356e-17,0.00012720720806421302,4.7023600316037059e-13,1.9623433478419598e-13,1.6782048618422404e-14,1.2497283329558463e-16,7.0447062775642661e-10,6.0068520277946717e-12,0.0052908908683414876,0.00025279251839208967,2.512237896552763e-05,2.4540094288224559e-09,9.1922454818037063e-10,1.7898844469184156e-08,1.6467502479559664e-11,8.1132122902383196e-08,2.7634082593129656e-06,8.10595394050958e-13,2.0115302567167205e-07,9.3770708101133992e-12,2.5272322417211511e-12,7.3197383345684217e-14,8.9854645393767816e-14,1.7099594465673903e-18
1.8118779278940844e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44672844672073381,0.11320580068439978,0.022694490892192373,0.0,6.1281988775144463e-10,1.241535866626439e-05,8.1551524301484848e-07,1.4176350850126526e-08,1.3762725549588124e-19,0.00016322273226625783,2.7290794682847197e-17,0.00012742884097917217,4.7341366310045082e-13,1.9846202295345707e-13,1.6943435929531088e-14,1.2620137611218243e-16,7.0978775442482659e-10,6.0604620912201545e-12,0.0052972265729891626,0.00025333245132577118,2.5195143881586887e-05,2.4664012988901144e-09,9.2124769897265087e-10,1.7935363095830907e-08,1.6557206534445024e-11,8.1611112163831695e-08,2.7716523366607771e-06,8.1498329408004507e-13,2.0222577259918398e-07,9.4610368817750653e-12,2.5463926264427633e-12,7.3786076262645716e-14,9.0833797689391358e-14,1.725193731710815e-18
1.8158225997411827e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44672150376765862,0.11319910472426291,0.022694217849938289,0.0,6.1917536928593766e-10,1.2477025669869478e-05,8.216937542146299e-07,1.4268751758854664e-08,1.3929157958451283e-19,0.0001635830441047354,2.7593400168116908e-17,0.00012765027669981479,4.7660581828638853e-13,2.0070985369185177e-13,1.7105962419285428e-14,1.2743911312499713e-16,7.151310188674702e-10,6.1144325585937071e-12,0.0053035470973202027,0.00025387232913496368,2.5267847650088901e-05,2.4788172601729499e-09,9.2327089710733672e-10,1.7971882993992147e-08,1.6647292208696201e-11,8.2091243184695784e-08,2.7798939153805299e-06,8.1938318092828612e-13,2.0330217821930346e-07,9.5455693064378499e-12,2.5656508041591967e-12,7.4378104814786644e-14,9.1821403244652045e-14,1.7405301944303575e-18
1.819767271588281e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44671457607333437,0.11319242386039961,0.022693944819446747,0.0,6.2557961463115889e-10,1.2538886815055413e-05,8.2790379865869799e-07,1.4361551141554833e-08,1.409720348913176e-19,0.00016394337287975528,2.7898690437894898e-17,0.0001278715154290104,4.7981250305111777e-13,2.0297795994772566e-13,1.7269632891670864e-14,1.2868609029526456e-16,7.2050046574686422e-10,6.1687650626069742e-12,0.0053098524775345357,0.00025441215178668113,2.534048967947959e-05,2.4912572111010615e-09,9.2529414241766814e-10,1.8008404162346482e-08,1.6737759224783059e-11,8.2572509736274787e-08,2.7881329312144075e-06,8.2379504073540301e-13,2.0438224760505385e-07,9.6306706583624529e-12,2.5850069944429909e-12,7.4973477761817523e-14,9.281751581924721e-14,1.7559692961401725e-18
1.8237119434353792e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44670766360233277,0.11318575805672343,0.022693671800698628,0.0,6.3203284073913827e-10,1.2600942279367131e-05,8.3414544728384973e-07,1.4454749834002494e-08,1.4266873741943997e-19,0.00016430371856196154,2.8206683374298836e-17,0.00012809255736903198,4.8303375173141045e-13,2.0526647518361676e-13,1.7434452152604597e-14,1.2994235368160324e-16,7.2589613947891407e-10,6.2234612397688172e-12,0.0053161427497456564,0.00025495191924804108,2.5413069383080385e-05,2.5037210494363844e-09,9.273174347368448e-10,1.8044926599563077e-08,1.6828607303361884e-11,8.3054905580480226e-08,2.7963693201060842e-06,8.2821885916638431e-13,2.0546598579582297e-07,9.7163435178492124e-12,2.6044614162670867e-12,7.5572204382371654e-14,9.3822189390817648e-14,1.7715114993277995e-18
1.8268614935191537e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44670215537414415,0.11318044665792401,0.022693453822360796,0.0,6.3722061101470672e-10,1.265062894538803e-05,8.3915171386967881e-07,1.452944985055448e-08,1.44035180996617e-19,0.00016459144200849034,2.8454547061595901e-17,0.00012826890305481429,4.8561617734152679e-13,2.0710844031859196e-13,1.7566877041461477e-14,1.3095209194511056e-16,7.3022307458573723e-10,6.2673945900827578e-12,0.0053211542780988762,0.00025538284692122289,2.5470974164101462e-05,2.5136896536429437e-09,9.2893292860668637e-10,1.8074088172364023e-08,1.6901416877134461e-11,8.3440872186845275e-08,2.8029435832742935e-06,8.3175955104379129e-13,2.063339138732249e-07,9.7851594764425085e-12,2.6200651113907918e-12,7.6052659994972598e-14,9.463053513314876e-14,1.783995216620685e-18
1.830011043602928e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44669665681022386,0.11317514481864924,0.02269323585148748,0.0,6.4243985473523415e-10,1.2700439688662985e-05,8.4417820891516419e-07,1.4604405382128668e-08,1.4541211587627088e-19,0.0001648791761995602,2.8704154306977579e-17,0.00012844512351988188,4.8820792671545789e-13,2.0896356985950488e-13,1.7700039787572496e-14,1.3196780306376039e-16,7.3456677965356136e-10,6.3115616616932363e-12,0.0053261562164760518,0.00025581373937341213,2.5528838548019233e-05,2.5236733703512847e-09,9.3054845225302976e-10,1.8103250552523056e-08,1.6974469182230534e-11,8.3827551512069811e-08,2.8095160986969604e-06,8.3530784998030405e-13,2.0720418651128385e-07,9.8543427348397485e-12,2.6357316785081132e-12,7.653526334152262e-14,9.5444400680115039e-14,1.7965451923050614e-18
1.8331605936867026e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44669116789265001,0.11316985252064948,0.022693017888069017,0.0,6.4769068217582601e-10,1.2750374596665737e-05,8.4922496826104475e-07,1.4679616853897507e-08,1.4679960181409116e-19,0.00016516692112021852,2.8955514321622793e-17,0.00012862121886637979,4.9080901733559006e-13,2.108319324444537e-13,1.7833942839590084e-14,1.3298951061408449e-16,7.3892727695142196e-10,6.3559632928159749e-12,0.0053311485831405644,0.000256244596588014,2.5586662242933193e-05,2.53367214809618e-09,9.321640055909196e-10,1.813241373935388e-08,1.7047764124006019e-11,8.4214940349312428e-08,2.8160868340670023e-06,8.3886374852335908e-13,2.0807680622836644e-07,9.9238946146931517e-12,2.6514612282462025e-12,7.702001900038456e-14,9.6263813806180315e-14,1.8091616632612427e-18
1.836310143770477e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44668568860353364,0.11316456974571,0.022692799932095754,0.0,6.5297320356280541e-10,1.2800433756011446e-05,8.5429202766890065e-07,1.4755084690964441e-08,1.4819769877649001e-19,0.00016545467675550959,2.9208636349179491e-17,0.00012879718919621538,4.9341946668580726e-13,2.1271359692069109e-13,1.7968588646844551e-14,1.3401723821175001e-16,7.4330458864825369e-10,6.4006003232184018e-12,0.0053361313963209769,0.0002566754185484763,2.5644444958931449e-05,2.5436859353818829e-09,9.3377958853538397e-10,1.8161577732166791e-08,1.7121301581748644e-11,8.4603035482703101e-08,2.822655757165509e-06,8.4242723923031977e-13,2.0895177552889874e-07,9.993816440110077e-12,2.6672538709853074e-12,7.7506931385739105e-14,9.7088802374901305e-14,1.8218448668060575e-18
1.8394596938542516e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44668021892501825,0.11315929647565072,0.022692581983558075,0.0,6.5828752907185679e-10,1.285061725245608e-05,8.593794228209225e-07,1.4830809318363831e-08,1.4960646694076032e-19,0.00016574244309047458,2.9463529665820717e-17,0.00012897303461105941,4.9603929225147818e-13,2.1460863234465421e-13,1.8103979659320361e-14,1.3505100951146131e-16,7.4769873681292685e-10,6.4454735942197286e-12,0.0053411046742110925,0.00025710620523829045,2.5702186408089962e-05,2.5537146806793122e-09,9.3539520100143388e-10,1.8190742530269996e-08,1.719508142763519e-11,8.4991833688288002e-08,2.8292228358610106e-06,8.4599831461573955e-13,2.0982909690330841e-07,1.0064109537653164e-11,2.6831097168580815e-12,7.7996004904449042e-14,9.7919394339042644e-14,1.8345950406929591e-18
1.842609243938026e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44667475883927987,0.11315403269232636,0.022692364042446365,0.0,6.6363376882656143e-10,1.2900925170895921e-05,8.6448718931968278e-07,1.4906791161060872e-08,1.5102596669523152e-19,0.00016603022011015136,2.9720203580300623e-17,0.0001291487552123471,4.9866851151944411e-13,2.1651710798201118e-13,1.8240118327632438e-14,1.3609084820686077e-16,7.5210974341428918e-10,6.4905839486910386e-12,0.0053460684349700156,0.00025753695664099108,2.575988630447247e-05,2.5637583324797204e-09,9.3701084290406536e-10,1.82199081329699e-08,1.7269103528897682e-11,8.5381331734158063e-08,2.8357880381095722e-06,8.495769671510862e-13,2.1070877282796783e-07,1.0134775236340465e-11,2.6990288757488673e-12,7.8487243996741707e-14,9.8755617740692226e-14,1.8474124231121996e-18
1.8457587940218006e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44666930832852736,0.1131487783776262,0.022692146108751032,0.0,6.69012032896969e-10,1.2951357595367026e-05,8.6961536268790758e-07,1.4983030643951503e-08,1.5245625863942368e-19,0.00016631800779957464,2.9978667434010628e-17,0.00012932435110127888,5.0130714197800412e-13,2.1843909330770238e-13,1.8377007103002441e-14,1.3713677803043003e-16,7.5653763032120772e-10,6.5359322310553677e-12,0.0053510226967222211,0.0002579676727401565,2.5817544364130413e-05,2.5738168392780344e-09,9.3862651415825561e-10,1.8249074539569858e-08,1.7343367746766783e-11,8.5771526380587305e-08,2.8423513319548787e-06,8.5316318926527895e-13,2.1159080576513821e-07,1.0205814867645572e-11,2.7150114572930077e-12,7.8980653069242951e-14,9.9597500711376054e-14,1.860297252690804e-18
1.8520578941893496e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4466584359609766,0.11313829808182847,0.022691710263571245,0.0,6.7986507398722036e-10,1.30525962942435e-05,8.7993307172306114e-07,1.5136284229550566e-08,1.5534946255192324e-19,0.00016689361512778333,3.0501002488208854e-17,0.0001296751691457107,5.0661270642731185e-13,2.2232387197035944e-13,1.8653044782694546e-14,1.3924700618560441e-16,7.6544413202754333e-10,6.627345964915464e-12,0.0053609027955316448,0.00025882899896241752,2.5932733847416149e-05,2.5939782118939941e-09,9.4185794438114187e-10,1.8307409761667959e-08,1.7492621949244466e-11,8.6553992477871947e-08,2.8554720670491944e-06,8.6035831173358971e-13,2.1336195245516905e-07,1.034902126628212e-11,2.7471673256336029e-12,7.9973998725837052e-14,1.0129835833383066e-13,1.8862702100182575e-18
1.8583569943568986e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44664760168068346,0.11312785544406219,0.022691274447942333,0.0,6.9084753177026092e-10,1.3154334004152777e-05,8.9033283250266382e-07,1.5290573472940331e-08,1.582865677040272e-19,0.00016746926495531342,3.1030610214420489e-17,0.00013002548954930699,5.1195612553444395e-13,2.262635283186908e-13,1.8932112319405444e-14,1.413818846098467e-16,7.7441841488499147e-10,6.7197215822264022e-12,0.0053707451149451243,0.00025969018377458895,2.6047752626106501e-05,2.614198386693975e-09,9.4508949098957922e-10,1.8365748190929656e-08,1.7642842812379652e-11,8.7339205910807091e-08,2.8685847872495727e-06,8.6758362060618703e-13,2.1514255638717374e-07,1.049373943446753e-11,2.7795781939564911e-12,8.097607690103382e-14,1.0302219405174142e-13,1.9125158304280875e-18
1.8646560945244475e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44663680534648181,0.11311745032068179,0.02269083866178823,0.0,7.0196028471420388e-10,1.3256571366372533e-05,9.0081492631106656e-07,1.5445901770786681e-08,1.6126806651020398e-19,0.00016804495716232524,3.1567566524431521e-17,0.00013037531311333274,5.1733753925691071e-13,2.3025862568894803e-13,1.9214229342338196e-14,1.4354160455107636e-16,7.8346065025003209e-10,6.8130658942509132e-12,0.0053805497987185888,0.00026055122704690665,2.6162598500148006e-05,2.6344769520668552e-09,9.4832115330278127e-10,1.8424089821678629e-08,1.7794029023578438e-11,8.8127140493224477e-08,2.8816892400695531e-06,8.748390537991115e-13,2.1693263674567069e-07,1.0639980112403576e-11,2.8122449303105288e-12,8.1986922484855355e-14,1.0476923614879486e-13,1.9390360386631584e-18
1.8709551946919965e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44662604681771961,0.11310708256858955,0.022690402905033134,0.0,7.1320421027814849e-10,1.3359309008381795e-05,9.1137963313365406e-07,1.5602272518639399e-08,1.642944547782772e-19,0.00016862069162892614,3.211194785759977e-17,0.00013072464063539825,5.2275708757426028e-13,2.3430973076842946e-13,1.9499415488135409e-14,1.4572635786906268e-16,7.9257100788442306e-10,6.9073857370905008e-12,0.0053903169900602369,0.00026141212865033478,2.6277269301258027e-05,2.654813496675567e-09,9.5155293063968473e-10,1.8482434648195621e-08,1.7946179180936461e-11,8.8917769926263852e-08,2.894785174433406e-06,8.8212454856553319e-13,2.1873221248426692e-07,1.0787754079593094e-11,2.8451683986953964e-12,8.3006570159676141e-14,1.0653971435068628e-13,1.9658327664571725e-18
1.8772542948595455e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44661532595425674,0.11309675204523346,0.022689967177601529,0.0,7.2458018486354921e-10,1.346254754385464e-05,9.2202723164991485e-07,1.5759689110929424e-08,1.673662317139663e-19,0.00016919646823517002,3.2663831182644428e-17,0.00013107347290949186,5.2821491048764985e-13,2.3841741359628616e-13,1.9787690400125892e-14,1.4793633703220293e-16,8.0174965595725772e-10,7.0026879716878072e-12,0.0054000468316326286,0.00026227288845657575,2.6391762892902969e-05,2.6752076095103519e-09,9.5478482231894589e-10,1.8540782664713973e-08,1.8099291793865864e-11,8.971106780249931e-08,2.9078723406788467e-06,8.8944004150236016e-13,2.2054130232405638e-07,1.0937072154843816e-11,2.8783494590405156e-12,8.4035054433150657e-14,1.0833385982876789e-13,1.9929079525354226e-18
1.8835533950270945e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44660464261646343,0.11308645860860503,0.022689531479418205,0.0,7.3608908376601646e-10,1.3566287572656335e-05,9.327579992266065e-07,1.5918154940966185e-08,1.7048389992532212e-19,0.00016977228686105696,3.3223293999434563e-17,0.00013142181072601294,5.337111480194163e-13,2.4258224756424208e-13,2.0079073727572788e-14,1.5017173511428671e-16,8.1099676104719766e-10,7.0989794838288959e-12,0.0054097394655547677,0.00026313350633807908,2.6506077170271539e-05,2.6956588799405945e-09,9.5801682765894187e-10,1.8599133865420748e-08,1.8253365283730145e-11,9.050700761005047e-08,2.9209504905596722e-06,8.9678546855685642e-13,2.2235992475206767e-07,1.1087945196272132e-11,2.9117889671842627e-12,8.5072409640032109e-14,1.1015190520368844e-13,2.0202635426155034e-18
1.8961515953621925e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44658338796190317,0.1130659824302031,0.022688660170496904,0.0,7.5950914989029645e-10,1.3775274440664517e-05,9.5447014442458865e-07,1.6238247881893686e-08,1.7685893764447379e-19,0.00017092404969148742,3.4365270774195839e-17,0.00013211700613018231,5.4481942713076058e-13,2.5108567925372114e-13,2.0671244251063628e-14,1.5471956333786207e-16,8.2969700065600914e-10,7.2945580081168431e-12,0.0054290136762189575,0.00026485431582045716,2.673415952133728e-05,2.7367312532672852e-09,9.6448117659321823e-10,1.8715845795928118e-08,1.8564388143424186e-11,9.2106706473805148e-08,2.9470787553381316e-06,9.1156586559932717e-13,2.2602584014173081e-07,1.1394399806691719e-11,2.9794467296440677e-12,8.7173869284662793e-14,1.1386063339488177e-13,2.0758237526172091e-18
1.9074899756637807e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44656438572019053,0.11304767929267846,0.022687876091747983,0.0,7.810505672146108e-10,1.3965083464189344e-05,9.7429826871944247e-07,1.6529953940443984e-08,1.8275853172969623e-19,0.00017196077874109369,3.541976015008015e-17,0.00013274099880598104,5.5494966144842785e-13,2.5894004560184699e-13,2.1215025719479847e-14,1.5890149063797435e-16,8.4676297794591907e-10,7.4740315961124922e-12,0.0054462346303349781,0.00026640255770801063,2.6938799915261198e-05,2.7738877583589462e-09,9.7029947250987812e-10,1.8820897364084004e-08,1.8847577300199298e-11,9.3555202894831636e-08,2.97056089634779e-06,9.2496994197564267e-13,2.2935794606182401e-07,1.167563667396703e-11,3.0412311086206293e-12,8.9095862306811237e-14,1.1728258986617767e-13,2.1268065859315132e-18
1.918828355965369e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44654550291321604,0.113029494132264,0.022687092106606459,0.0,8.0303621639700439e-10,1.4156526024201756e-05,9.9440011367735409e-07,1.6825112250495303e-08,1.8881478605976637e-19,0.00017299764206559108,3.6500036822546655e-17,0.00013336340157091235,5.6520653767987431e-13,2.6698865232268841e-13,2.1769184231382537e-14,1.6316880524384875e-16,8.6405327418591607e-10,7.6568186668049316e-12,0.0054633372172740672,0.00026795033781081148,2.7142828042883547e-05,2.8112230906332916e-09,9.7611812607358196e-10,1.8925959156562447e-08,1.9133851194193392e-11,9.501184251737499e-08,2.9940100285953405e-06,9.3846997975190657e-13,2.3272121422703256e-07,1.1962082294080274e-11,3.1038659793468538e-12,9.1047122896836401e-14,1.2078566634354609e-13,2.1787285076711867e-18
1.9301667362669573e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44652673874483056,0.11301142614015096,0.022686308214643781,0.0,8.2547115603151492e-10,1.434960512023386e-05,1.0147772485707607e-06,1.7123742560918369e-08,1.9503075541224988e-19,0.00017403463896313196,3.7606572211629329e-17,0.00013398421890906608,5.7559087314494809e-13,2.7523496472760235e-13,2.2333834497334532e-14,1.6752265462044995e-16,8.8156880371598205e-10,7.8429602766717782e-12,0.0054803222464919329,0.00026949765541313528,2.7346232770602203e-05,2.8487348756349577e-09,9.8193713329861064e-10,1.9031031137829903e-08,1.9423197525694272e-11,9.6476467482501224e-08,3.0174247558298943e-06,9.5206558275423044e-13,2.3611574380493347e-07,1.2253801413354854e-11,3.1673561825191923e-12,9.3027844793565866e-14,1.2437127235142171e-13,2.2316011181793481e-18
1.9415051165685456e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4465080924240783,0.11299347451307387,0.022685524415434252,0.0,8.4836042946826308e-10,1.4544323607430432e-05,1.0354312283812225e-06,1.7425864608594198e-08,2.0140953059663776e-19,0.0001750717687312697,3.8739843455409539e-17,0.00013460345526942173,5.8610348535187394e-13,2.8368248335382108e-13,2.2909091230781397e-14,1.7196419232511977e-16,8.9931046442125406e-10,8.0324977431438968e-12,0.0054971905219017526,0.00027104450980777685,2.7549003293943951e-05,2.8864207468260421e-09,9.8775649019612161e-10,1.9136113271875556e-08,1.9715603127551728e-11,9.7948919156220956e-08,3.0408036968481727e-06,9.6575634851672928e-13,2.3954163140046328e-07,1.2550859191018558e-11,3.2317065143371231e-12,9.5038219863950357e-14,1.2804083291573425e-13,2.2854360912518915e-18
1.952843496870134e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4464895631651597,0.11297563845327234,0.022684740708555085,0.0,8.7170906401056486e-10,1.4740684196896116e-05,1.0563635936872727e-06,1.7731498118362642e-08,2.0795423851950595e-19,0.00017610903066695181,3.9900333443593982e-17,0.00013522111506644583,5.9674519198926933e-13,2.9233474396617812e-13,2.3495069134139526e-14,1.7649457794424098e-16,9.1727913780407304e-10,8.225472644636132e-12,0.005513942841912217,0.00027259090029620018,2.7751129136226241e-05,2.924278346462678e-09,9.9357619277410505e-10,1.9241205522210145e-08,2.0011053979984913e-11,9.9429038203683183e-08,3.0641454855309344e-06,9.7954186840639486e-13,2.4299897103548096e-07,1.2853321199254457e-11,3.2969217261627367e-12,9.7078438099002566e-14,1.3179578863120763e-13,2.3402451741476466e-18
1.9641818771717222e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44647115018739469,0.11295791716845337,0.022683957093586348,0.0,8.955220701350044e-10,1.4938689456122969e-05,1.0775758705556919e-06,1.8040662802970989e-08,2.1466804224588147e-19,0.00017714642406651407,4.1088530851046581e-17,0.00013583720268068672,6.0751681091818681e-13,3.0119531755660268e-13,2.4091882884953349e-14,1.8111497702949505e-16,9.3547568906167588e-10,8.4219268205755079e-12,0.0055305799994652977,0.0002741368261886866,2.7952600147060262e-05,2.9623053264490555e-09,9.9939623703735449e-10,1.9346307851864809e-08,2.030953522604854e-11,1.0091666466256528e-07,3.0874487708767934e-06,9.9342172774802971e-13,2.4648785413011678e-07,1.3161253423247806e-11,3.3630065241908342e-12,9.9148687603291489e-14,1.3563759572835815e-13,2.3960401875978412e-18
1.9755202574733105e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44645285271518709,0.11294030987175382,0.022683173570110932,0.0,9.1980444073453783e-10,1.5138341809494804e-05,1.0990695704361383e-06,1.8353378363022407e-08,2.2155414105689664e-19,0.00017818394822567479,4.2304930171275e-17,0.00013645172245936414,6.1841916016418092e-13,3.102678103415201e-13,2.4699647122123451e-14,1.858265610337348e-16,9.5390096716925969e-10,8.6219023714269776e-12,0.0055471027820737798,0.00027568228680447765,2.8153406500702561e-05,3.0004993491716766e-09,1.0052166189874437e-09,1.9451420223391799e-08,2.0611031187393969e-11,1.0241163801565281e-07,3.1107122170335174e-06,1.00739550594907e-12,2.5000836948585822e-07,1.3474722261228984e-11,3.4299655691294891e-12,1.0124915462179929e-13,1.3956772614019868e-13,2.4528330258148493e-18
1.986858637774899e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44643466997798853,0.11292281578170307,0.022682390137714573,0.0,9.4456115038531774e-10,1.5339643538868442e-05,1.1208461900591917e-06,1.8669664486924417e-08,2.2861577050365087e-19,0.00017922160243952976,4.3550031749870089e-17,0.00013706467871695463,6.2945305790939929e-13,3.1955586375715846e-13,2.5318476432209544e-14,1.9063050724647671e-16,9.7255580496841331e-10,8.8254416587166263e-12,0.0055635119718584957,0.00027722728147191566,2.8353538694255505e-05,3.0388580883088565e-09,1.0110373346226957e-09,1.955654259886499e-08,2.091552538042002e-11,1.039137972623993e-07,3.1339345033269548e-06,1.0214627766242163e-12,2.5356060327040068e-07,1.379379452451251e-11,3.4978034758910955e-12,1.0338002354421672e-13,1.4358766756864105e-13,2.5106356565002464e-18
1.998197018076487e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44641660121026294,0.11290543412218629,0.022681606795985788,0.0,9.697971546372008e-10,1.554259678422857e-05,1.1429072113377509e-06,1.8989540850837276e-08,2.3585620245734365e-19,0.00018025938600254747,4.4824341817898003e-17,0.00013767607573577208,6.4061932248470104e-13,3.2906315445286991e-13,2.5948485335810849e-14,1.9552799872903246e-16,9.9144101926065546e-10,9.0325873050524459e-12,0.0055798083455853281,0.00027877180952857902,2.8552987545723172e-05,3.0773792296162201e-09,1.0168583799381579e-09,1.9661674939879606e-08,2.1223000533067235e-11,1.0542298098954363e-07,3.1571143242875674e-06,1.0356231077201204e-12,2.5714463900421979e-07,1.4118537437532103e-11,3.5665248132936273e-12,1.0554147688975793e-13,1.4769892355060238e-13,2.5694601208522242e-18
2.0095353983780754e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44639864565145276,0.11288816412240747,0.02268082354451588,0.0,9.9551738932793938e-10,1.5747203544414207e-05,1.1652541012717639e-06,1.9313027118622287e-08,2.4327874515568815e-19,0.00018129729820856518,4.6128372525244887e-17,0.00013828591776654335,6.5191877236179631e-13,3.3879339428252968e-13,2.6589788274026604e-14,2.0052022424929498e-16,1.0105574109059304e-09,9.2433821941425994e-12,0.0055959926747019568,0.00028031587032141607,2.8751744191927025e-05,3.116060471692957e-09,1.0226797509255867e-09,1.9766817207553012e-08,2.1533438601821549e-11,1.0693902744084204e-07,3.1802503896745336e-06,1.0498760616398983e-12,2.6076055754884878e-07,1.4449018637871842e-11,3.6361341037723258e-12,1.077336953402438e-13,1.5190301352381495e-13,2.6293185335722617e-18
2.0208737786796637e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44638080254594314,0.11287100501685295,0.022680040382898933,0.0,1.0217267699211652e-09,1.5953465677914349e-05,1.1878883118562795e-06,1.9640142941790101e-08,2.5088674324562388e-19,0.00018233533835078478,4.7462641973913282e-17,0.00013889420902897932,6.633522261454154e-13,3.4875033029407779e-13,2.7242499594999443e-14,2.0560837821619395e-16,1.0299057649258704e-09,9.457869470811281e-12,0.0056120657253743373,0.00028185946320687306,2.8949800086286262e-05,3.1548995267229603e-09,1.0285014435734278e-09,1.9871969362526145e-08,2.1846820788956603e-11,1.0846177458565427e-07,3.2033414244977054e-06,1.0642211953673689e-12,2.6440843709683642e-07,1.4785306176293452e-11,3.706635823101606e-12,1.0995685775475645e-13,1.5620147289234102e-13,2.690223082871107e-18
