Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(55),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(56),CH3OO(84),COX(57)
3.8896040626748966e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33144281018876753,0.11327660977894086,0.022456651318755422,6.1962215705970628e-19,3.3065675739837103e-09,4.6010618894234167e-08,5.3981948882244344e-07,7.06665701402161e-13,4.1503236215251371e-12,4.3593501528499482e-07,2.2554083717642098e-21,9.8666187156856465e-10,5.1877024514444152e-15,3.0798418464993068e-12,6.8576275052884664e-20,1.7133770723514566e-21,9.2969392872131637e-11,4.7775669448872128e-17,0.0053922170371382364,0.0007292857384709171,1.5353140368682324e-08,3.6326138080932653e-09,3.0826308601569629e-06,2.1770877123355065e-13,1.5007121742060385e-12,1.5567192451996926e-08,1.3245299068388457e-07,3.2773928301464238e-13,5.9633908120304369e-10,7.5135407519399221e-11,4.407965866882854e-13
3.897561430710907e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3314392334061122,0.11327450060569282,0.02245591951874313,6.2834207769279316e-19,3.3419456313571492e-09,4.6412248919670303e-08,5.4226491553219162e-07,7.1055711303430617e-13,4.1727290392865485e-12,4.3746359609011888e-07,2.2878028044706802e-21,9.9146292095541179e-10,5.233910891851416e-15,3.107953192335927e-12,6.9227980743920389e-20,1.7254720293668331e-21,9.3640673571309797e-11,4.8293081993417437e-17,0.005394322188391653,0.00073074683682816416,1.5380284583043546e-08,3.6522246645769555e-09,3.093091235367219e-06,2.1986245043817347e-13,1.5054784501121309e-12,1.5616759000867546e-08,1.3242393859783668e-07,3.2856738574596734e-13,6.0172923568909817e-10,7.5397876916341992e-11,4.4278886840705006e-13
3.905518798746917e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3314356684631305,0.11327240319500982,0.02245518775834526,6.3716462926742367e-19,3.3776331232964259e-09,4.6816575454425727e-08,5.44714698404733e-07,7.144635140870725e-13,4.1952122142896876e-12,4.3899467050384425e-07,2.3206000024614993e-21,9.9627803795306439e-10,5.280442653238135e-15,3.1362660652193454e-12,6.9884776039567667e-20,1.7376214770820523e-21,9.431544953192818e-11,4.88150989212963e-17,0.0053964155702551971,0.00073220785122129985,1.5407430355946172e-08,3.6719005714234835e-09,3.103565214059876e-06,2.2203395854756125e-13,1.5102574400441624e-12,1.5666363803020053e-08,1.323948210079326e-07,3.2939584913036324e-13,6.0715698444516365e-10,7.5660763706309836e-11,4.4478468065597065e-13
3.912680429979326e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33143247008351245,0.11327052552860409,0.022454529207812345,6.4519347703519684e-19,3.4100181512345088e-09,4.7182785071602131e-08,5.4692322452366306e-07,7.1799212034924028e-13,4.2155136557640112e-12,4.4037476909016275e-07,2.3504653463078871e-21,1.0006236787862416e-09,5.3225990428870924e-15,3.1619208180165721e-12,7.048026994372773e-20,1.7486026493937795e-21,9.4925745297844689e-11,4.9288877503070321e-17,0.005398289604888396,0.00073352269247731259,1.5431862883983517e-08,3.689664558012342e-09,3.1130034018512614e-06,2.2400362862474374e-13,1.5145693249873432e-12,1.5711040969012521e-08,1.3236856221814885e-07,3.3014177957177823e-13,6.1207425075766513e-10,7.5897718580774616e-11,4.465839278911372e-13
3.9198420612117345e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33142928119400694,0.11326865728998479,0.022453870689283249,6.5330695403477042e-19,3.4426570280558662e-09,4.7551197910624085e-08,5.4913527361928708e-07,7.2153292274509084e-13,4.2358782696321634e-12,4.4175688671488478e-07,2.3806634759963643e-21,1.0049807287276055e-09,5.3650198680198721e-15,3.1877404143085062e-12,7.1079935935865165e-20,1.7596281077479153e-21,9.5538888900529036e-11,4.9766435282346094e-17,0.0054001542062074867,0.00073483746589231747,1.5456296674183676e-08,3.7074813260319658e-09,3.1224525637138211e-06,2.2598792771896948e-13,1.5188914930474139e-12,1.575574937474894e-08,1.3234225600099543e-07,3.3088800549538048e-13,6.170222467866765e-10,7.6135011343364899e-11,4.4838603036577195e-13
3.9270036924441434e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33142610174760345,0.11326679843220319,0.022453212202718547,6.6150577707185255e-19,3.4755512824355195e-09,4.7921823020740598e-08,5.5135084314185802e-07,7.2508594723311597e-13,4.2563061453944355e-12,4.431410230065024e-07,2.4111975298996511e-21,1.0093491945045807e-09,5.4077063398810393e-15,3.2137256183551101e-12,7.1683797631643346e-20,1.7706979224457371e-21,9.6154888244639561e-11,5.024779594507731e-17,0.0054020094211613438,0.0007361521715461266,1.5480731726400495e-08,3.7253509184529937e-09,3.1319126783799964e-06,2.2798693309329199e-13,1.5232239608963398e-12,1.5800489139211472e-08,1.3231590496249667e-07,3.3163453286759083e-13,6.2200110480379543e-10,7.6372641899276004e-11,4.5019098600697493e-13
3.9334491605533115e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33142324828102748,0.11326513344220132,0.02245261959210745,6.6895828480963898e-19,3.5053757275992906e-09,4.8257284604116833e-08,5.5334786360177069e-07,7.2829414063984552e-13,4.2747453964517097e-12,4.4438847132216679e-07,2.4389680070318014e-21,1.0132905797690698e-09,5.4463522964322348e-15,3.2372545299601e-12,7.2230880087821397e-20,1.7806987384130559e-21,9.6711735849489138e-11,5.068429167068043e-17,0.0054036711278924376,0.0007373353487643518,1.5502724352286229e-08,3.7414787514004902e-09,3.1404361286135816e-06,2.2979867670291404e-13,1.5271320056207885e-12,1.5840781836350819e-08,1.3229215282844481e-07,3.3230666848920195e-13,6.2650857355598626e-10,7.6586798134548763e-11,4.5181788386196645e-13
3.9398946286624796e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33142040239153409,0.11326347597894178,0.022452027007327263,6.7648103620970774e-19,3.5354093948686873e-09,4.8594552090405913e-08,5.5534773177111554e-07,7.3151227395746433e-13,4.2932360273284675e-12,4.4563755418644151e-07,2.4670154666635696e-21,1.017241222119034e-09,5.4852152987328635e-15,3.2609187646462327e-12,7.2781397642767129e-20,1.7907355911067395e-21,9.7270908778478103e-11,5.1123904425283688e-17,0.0054053253034042244,0.00073851847121788922,1.5524718000145433e-08,3.7576494364425722e-09,3.1489684177899399e-06,2.3162246400487416e-13,1.5310484291674665e-12,1.5881100114631679e-08,1.3226836831455269e-07,3.3297905372009245e-13,6.3104124467458548e-10,7.6801227836560685e-11,4.5344708966274629e-13
3.946340096771648e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33141756404533751,0.1132618260086823,0.022451434448349645,6.8407456340862937e-19,3.5656534114523104e-09,4.8933632110652971e-08,5.5735044587277901e-07,7.3474036617165346e-13,4.3117781032182671e-12,4.4688827132865945e-07,2.4953422473608282e-21,1.021201126369883e-09,5.5242962370841186e-15,3.2847188838704816e-12,7.3335367732143994e-20,1.8008085316784588e-21,9.7832412801832499e-11,5.1566651701768775e-17,0.0054069719814390871,0.0007397015389640348,1.5546712669839148e-08,3.7738630043637555e-09,3.1575095303127384e-06,2.3345835450157046e-13,1.5349732421530785e-12,1.5921444058477633e-08,1.3224455324118916e-07,3.336516926054824e-13,6.355992151372373e-10,7.7015930936249119e-11,4.5507860196136046e-13
3.952785564880816e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33141473320880283,0.11326018349783191,0.022450841915146395,6.9173940159495165e-19,3.5961089086139636e-09,4.9274531306621456e-08,5.5935600415501757e-07,7.3797843628768872e-13,4.3303716892982071e-12,4.4814062247820306e-07,2.5239507038795895e-21,1.0251702973089201e-09,5.5635960040988509e-15,3.3086554504516955e-12,7.3892807861449456e-20,1.8109176112499041e-21,9.8396253692167449e-11,5.2012551064717943e-17,0.0054086111955881921,0.00074088455205980632,1.5568708361218416e-08,3.7901194852211052e-09,3.1660594505572038e-06,2.3530640763464898e-13,1.538906462171895e-12,1.5961813751510819e-08,1.3222070940411731e-07,3.3432458723640303e-13,6.4018258209494985e-10,7.7230907364566802e-11,4.5671241933924134e-13
3.959231032989984e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33141190984844654,0.11325854841295009,0.022450249407689402,6.9947608902121855e-19,3.6267770216661834e-09,4.9617256330762583e-08,5.613644048912598e-07,7.4122650333045448e-13,4.349016850728924e-12,4.4939460736450338e-07,2.5528432072535614e-21,1.0291487396953277e-09,5.6031154947040259e-15,3.3327290285704665e-12,7.4453735606210816e-20,1.8210628809132378e-21,9.896243722446221e-11,5.2461620150600096e-17,0.0054102429792921838,0.00074206751056194646,1.5590705074124322e-08,3.8064189084109088e-09,3.1746181628700757e-06,2.3716669358035169e-13,1.5428481109854868e-12,1.600220927658414e-08,1.3219683857466135e-07,3.3499773923253453e-13,6.4479144287168634e-10,7.7446157052481908e-11,4.5834854038579115e-13
3.965676501099152e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33140909393093521,0.1132569207207462,0.022449656925950707,7.0728516701602279e-19,3.6576588899958573e-09,4.9961813846184562e-08,5.6337564637990332e-07,7.444845863444621e-13,4.3677136526546103e-12,4.5065022571703875e-07,2.5820221448821128e-21,1.0331364582601463e-09,5.6428556061431876e-15,3.3569401837695687e-12,7.5018168612181257e-20,1.8312443917315379e-21,9.9530969176033316e-11,5.291387666795697e-17,0.0054118673658418472,0.00074325041452692156,1.5612702808388019e-08,3.8227613043885345e-09,3.1831856515678894e-06,2.3903927342442863e-13,1.546798197380963e-12,1.6042630715862727e-08,1.3217294249983931e-07,3.3567115312522899e-13,6.4942589496395665e-10,7.7661679930977575e-11,4.5998696371162624e-13
3.97212196920832e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33140628542308465,0.11325530038807875,0.022449064469902448,7.151671799960835e-19,3.6887556570649854e-09,5.0308210526621483e-08,5.6538972694412433e-07,7.4775270439386413e-13,4.3864621602029937e-12,4.5190747726533506e-07,2.6114899206185799e-21,1.0371334577062594e-09,5.6828172379789045e-15,3.381289482954446e-12,7.5586124595536033e-20,1.8414621947392442e-21,1.0010185532651127e-10,5.3369338397589574e-17,0.0054134843883787828,0.00074443326401092485,1.5634701563830778e-08,3.8391467029503234e-09,3.1917619009388369e-06,2.4092420416897256e-13,1.5507567371702888e-12,1.6083078150677944e-08,1.3214902290268529e-07,3.3634483123145843e-13,6.5408603604040397e-10,7.7877475931051986e-11,4.6162768796070709e-13
3.978567437317488e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33140348429185962,0.11325368738195486,0.022448472039516911,7.2312267547834782e-19,3.7200684703956471e-09,5.0656453056402365e-08,5.6740664493167602e-07,7.5103087656247095e-13,4.4052624384853651e-12,4.5316636173896336e-07,2.6412489548589012e-21,1.0411397427083751e-09,5.7230012920952397e-15,3.4057774943927565e-12,7.6157621343068786e-20,1.8517163409425935e-21,1.0067510145781563e-10,5.3828023192744856e-17,0.0054150940798960833,0.00074561605906987773,1.5656701340264275e-08,3.8555751327687254e-09,3.2003468952432654e-06,2.4282155720522348e-13,1.5547237549072769e-12,1.6123551661544268e-08,1.3212508148242701e-07,3.3701877445009838e-13,6.5877196394139075e-10,7.8093544983718213e-11,4.6327071178540714e-13
3.985012905426656e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33140069050437326,0.11325208166952939,0.02244787963476649,7.3115220409211705e-19,3.7515984815971848e-09,5.1006548130419777e-08,5.6942639871468727e-07,7.54319121953767e-13,4.4241145525965632e-12,4.5442687886754055e-07,2.6713016846305775e-21,1.0451553179130084e-09,5.7634086727001925e-15,3.4304047877147212e-12,7.6732676712388099e-20,1.8620068813200603e-21,1.0125071335412764e-10,5.4289948979302489e-17,0.0054166964732389839,0.00074679879975943003,1.5678702137490539e-08,3.8720466238848673e-09,3.2089406187111486e-06,2.4473139668011355e-13,1.5586992580047514e-12,1.6164051328290358e-08,1.3210111991457684e-07,3.376929876946311e-13,6.6348377667858121e-10,7.8309887020003933e-11,4.6491603385301231e-13
3.9914583735358244e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3313979040278861,0.11325048321810441,0.022447287255623699,7.3925631959119975e-19,3.783346846374553e-09,5.1358502454098344e-08,5.7144898668947103e-07,7.5761745969092635e-13,4.4430185676149918e-12,4.5568902838072733e-07,2.70165056368198e-21,1.0491801879384667e-09,5.8040402863281573e-15,3.4551719339138566e-12,7.7311308632114068e-20,1.8723338668227846e-21,1.0182869680186685e-10,5.475513375596188e-17,0.0054182916011055434,0.00074798148613496106,1.570070395530193e-08,3.8885612058696497e-09,3.2175430555441011e-06,2.4665377753290945e-13,1.5626832600814049e-12,1.6204577229884278e-08,1.3207713985127923e-07,3.3836747357446221e-13,6.6822157243452123e-10,7.8526501970951416e-11,4.6656365286693729e-13
3.9979038416449925e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33139512482980549,0.11324889199512855,0.022446694902061175,7.4743557886608923e-19,3.8153147245044415e-09,5.1712322743363238e-08,5.7347440727632884e-07,7.6092590891682851e-13,4.4619745486026141e-12,4.5695281000822813e-07,2.7322980625720047e-21,1.0532143573748287e-09,5.8448970418423639e-15,3.4800795053461099e-12,7.7893535102075126e-20,1.8826973483750039e-21,1.0240905758966686e-10,5.5223595594429434e-17,0.0054198794960472864,0.00074916411825158374,1.572270679348143e-08,3.9051189065923159e-09,3.2261541899166471e-06,2.4858877167216622e-13,1.5666757896360509e-12,1.6245129444425564e-08,1.3205314292150515e-07,3.3904223198053252e-13,6.729854495622168e-10,7.8743389767617239e-11,4.6821356754198331e-13
4.0043493097541606e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33139235287768481,0.11324730796819628,0.022446102574051677,7.5569054195616897e-19,3.8475032798615481e-09,5.2068015724608365e-08,5.7550265891934356e-07,7.6424448879407525e-13,4.4809825606049591e-12,4.5821822347979e-07,2.7632466687600849e-21,1.0572578307839319e-09,5.8859798504373361e-15,3.5051280757301789e-12,7.8479374193505063e-20,1.8930973768744784e-21,1.0299180150834705e-10,5.569535263960587e-17,0.0054214601904698781,0.00075034669616414178,1.5744710651802669e-08,3.9217197556273514e-09,3.2347740059727466e-06,2.5053644722429032e-13,1.5706768529088139e-12,1.6285708049337913e-08,1.3202913073109226e-07,3.3971726823715759e-13,6.7777550658470801e-10,7.8960550341072208e-11,4.698657766010537e-13
4.010794777863329e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33138958813922331,0.11324573110504736,0.022445510271568072,7.6402177206194198e-19,3.8799136804378829e-09,5.2425588134664332e-08,5.7753374008619214e-07,7.6757321850500557e-13,4.5000426686511281e-12,4.5948526852520197e-07,2.794498886696546e-21,1.0613106126993517e-09,5.9272896256413236e-15,3.5303182201488309e-12,7.9068844049239966e-20,1.9035340031929097e-21,1.0357693435088913e-10,5.6170423109773894e-17,0.0054230337166337635,0.00075152921992721286,1.5766715530029735e-08,3.9383637824633041e-09,3.243402487827782e-06,2.5249685704892534e-13,1.5746864597264844e-12,1.6326313121165178e-08,1.3200510486311824e-07,3.4039258559002003e-13,6.8259184219464163e-10,7.9177983622401322e-11,4.7152027880416714e-13
4.017240245972497e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33138683058226476,0.11324416137356598,0.022444917994583362,7.7242983555728714e-19,3.912547098309991e-09,5.2785046720766441e-08,5.7956764926795134e-07,7.7091211725171177e-13,4.5191549377537892e-12,4.6075394487429386e-07,2.8260572379133098e-21,1.0653727076263877e-09,5.9688272833187608e-15,3.5556505150474853e-12,7.9661962883915683e-20,1.9140072781763604e-21,1.0416446191241393e-10,5.6648825296786022e-17,0.0054246001066548203,0.00075271168959511277,1.5788721427917631e-08,3.9550510141137049e-09,3.2520396195710076e-06,2.5447007231393288e-13,1.5787046435809991e-12,1.6366944735521886e-08,1.3198106687812451e-07,3.4106818261745016e-13,6.8743455525384188e-10,7.9395689542703382e-11,4.7317707292793451e-13
4.023685714081665e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33138408017479748,0.11324259874178033,0.022444325743070655,7.8091530200173946e-19,3.9454047096600864e-09,5.3146398240522482e-08,5.8160438497889024e-07,7.7426120425605626e-13,4.5383194329091889e-12,4.6202425225693603e-07,2.8579242611149353e-21,1.0694441200420459e-09,6.010593741672695e-15,3.5811255382342152e-12,8.0258748984165163e-20,1.9245172526456674e-21,1.0475438999015192e-10,5.713057756625258e-17,0.0054261593925050188,0.00075389410522189117,1.5810728345212322e-08,3.9717814795749492e-09,3.2606853852609816e-06,2.5645616610527766e-13,1.5827314102822806e-12,1.6407602967361709e-08,1.3195701831409361e-07,3.4174406497005581e-13,6.9230374479287699e-10,7.961366803309111e-11,4.7483615775036248e-13
4.030131182190833e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33138133688495314,0.11324104317786188,0.02244373351700318,7.8947874415279714e-19,3.9784876948099008e-09,5.3509649461880056e-08,5.8364394575628233e-07,7.7762049875968635e-13,4.5575362190971546e-12,4.632961904030382e-07,2.8901025122700231e-21,1.0735248543950221e-09,6.0525899212472262e-15,3.606743868882002e-12,8.085922070881597e-20,1.935063977396857e-21,1.0534672438341956e-10,5.7615698357729779e-17,0.0054277116060130514,0.000755076466861335,1.5832736281650296e-08,3.9885552084206141e-09,3.2693397689271856e-06,2.5845518975653143e-13,1.5867667638042365e-12,1.6448287890749679e-08,1.3193296068684592e-07,3.4242023698881849e-13,6.9719951001062381e-10,7.9831919024690734e-11,4.7649753208498736e-13
4.036576650300001e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33137860068100672,0.1132394946501247,0.022443141316354293,7.9812073797825438e-19,4.0117972381805044e-09,5.3874807163094221e-08,5.8568633016021843e-07,7.809900200240505e-13,4.5768053612810903e-12,4.645697590425488e-07,2.9225945647029584e-21,1.0776149151056854e-09,6.0948167449299575e-15,3.6325060875266903e-12,8.146339648908804e-20,1.9456475032015455e-21,1.0594147089359741e-10,5.810420618490833e-17,0.0054292567788649885,0.00075625877456697414,1.5854745236959257e-08,4.005372226773544e-09,3.2780027545741463e-06,2.6046721212907352e-13,1.5908107437586385e-12,1.6488999578750524e-08,1.3190889549030667e-07,3.4309669558358036e-13,7.0212195027383085e-10,8.0050442448642118e-11,4.7816119476909231e-13
4.043022118409169e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33137587153137488,0.11323795312702482,0.022442549141097449,8.0684186266855732e-19,4.0453345283028961e-09,5.424187813269473e-08,5.8773153677339312e-07,7.8436978733041505e-13,4.5961269244079907e-12,4.6584495790545416e-07,2.9554030091860154e-21,1.0817143065660632e-09,6.1372751379544138e-15,3.6584127760663149e-12,8.2071294828791608e-20,1.9562678808073488e-21,1.0653863532409957e-10,5.8596119635801805e-17,0.0054307949426049091,0.00075744102839207577,1.5876755210858226e-08,4.0222325628758141e-09,3.2866743261757035e-06,2.6249231203131777e-13,1.5948633569514761e-12,1.6529738103786642e-08,1.3188482419640972e-07,3.4377344651485829e-13,7.0707116511667748e-10,8.0269238236098489e-11,4.7982714463585829e-13
4.049467586518337e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33137314940461654,0.11323641857715971,0.02244195699120622,8.1564270064918893e-19,4.0791007578696544e-09,5.4610869169452865e-08,5.8977956420092102e-07,7.877598199798789e-13,4.6155009734084326e-12,4.6712178672177793e-07,2.9885304540318066e-21,1.085823033139822e-09,6.1799660279024852e-15,3.6844645177647691e-12,8.2682934304525144e-20,1.9669251609382789e-21,1.0713822348034923e-10,5.9091457372935572e-17,0.0054323261286355375,0.00075862322838964773,1.589876620305676e-08,4.0391362465920831e-09,3.2953544676757361e-06,2.6453054038917471e-13,1.5989245987098895e-12,1.6570503537396692e-08,1.318607482555117e-07,3.4445049586722587e-13,7.120472542403313e-10,8.0488306318226194e-11,4.8149538054933105e-13
4.0559130546275054e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33137043426943119,0.11323489096926745,0.02244136486665432,8.2452383759307746e-19,4.1130971236907022e-09,5.4981787082348626e-08,5.9183041107015294e-07,7.9116013729338954e-13,4.6349275731965877e-12,4.6840024522157982e-07,3.021979525186088e-21,1.0899410991622559e-09,6.2228903447068565e-15,3.710661897249165e-12,8.3298333565873577e-20,1.9776193942951417e-21,1.0774024116975867e-10,5.9590238133535763e-17,0.005433850368218883,0.0007598053746124448,1.5920778213255893e-08,4.0560833031640917e-09,3.3040431629945464e-06,2.6658196191841578e-13,1.6029945157430496e-12,1.6611295950036733e-08,1.3183666909671934e-07,3.4512783851057684e-13,7.1705031751250236e-10,8.070764662620484e-11,4.8316590140566825e-13
4.0623585227366735e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33136772609465909,0.1132333702722263,0.022440772767415542,8.3348586243302929e-19,4.1473248266865241e-09,5.5354638690537514e-08,5.9388407603046247e-07,7.9457075861176003e-13,4.6544067886702226e-12,4.6968033313495559e-07,3.0557528663209144e-21,1.0940685089402655e-09,6.2660490206534327e-15,3.7370055005078306e-12,8.3917511335606612e-20,1.9883506315559319e-21,1.083446942016977e-10,6.0092480729718318e-17,0.0054353676924768684,0.00076098746711296362,1.5942791241148449e-08,4.0730737598163143e-09,3.3127403960220335e-06,2.6864666148870123e-13,1.6070731182994337e-12,1.6652115411539715e-08,1.3181258812770939e-07,3.4580547988858949e-13,7.2208045496699623e-10,8.0927259091226854e-11,4.8483870609378711e-13
4.0688039908458416e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33136502484927999,0.11323185645505394,0.022440180693463815,8.4252936737418924e-19,4.1817850719598891e-09,5.5729430823316793e-08,5.9594055775305817e-07,7.9799170329568374e-13,4.6739386847106939e-12,4.709620501920355e-07,3.0898531389281507e-21,1.0982052667523457e-09,6.3094429903837679e-15,3.7634959148959593e-12,8.4540486409877142e-20,1.9991189233762183e-21,1.0895158838746765e-10,6.0598204048678569e-17,0.0054368781323919516,0.00076216950594344321,1.5964805286417721e-08,4.0901076469409903e-09,3.3214461506167514e-06,2.7072469141364958e-13,1.6111603894404092e-12,1.6692961990877035e-08,1.3178850673515146e-07,3.4648342870461356e-13,7.2713776680326191e-10,8.1147143644497513e-11,4.865137935255814e-13
4.07524945895501e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33136233050241298,0.11323034948690688,0.022439588644773183,8.5165494790652499e-19,4.2164790687534079e-09,5.6106170320092183e-08,5.9799985493081259e-07,8.0142299072575058e-13,4.6935233261829663e-12,4.722453961229843e-07,3.1242830224133394e-21,1.1023513768485686e-09,6.353073190897498e-15,3.7901337291326689e-12,8.5167277658419997e-20,2.0099243203895348e-21,1.0956092954028405e-10,6.1107427052880606e-17,0.0054383817188077607,0.00076335149115587433,1.5986820348738627e-08,4.1071849889838727e-09,3.3301604106152094e-06,2.728161103189378e-13,1.6152563835136549e-12,1.673383575584357e-08,1.3176442628511364e-07,3.471616774503481e-13,7.322223533859409e-10,8.1367300217234823e-11,4.8819116265349938e-13
4.081694927064178e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33135964302331539,0.11322884933707981,0.022438996621317788,8.6086320281733727e-19,4.251408030417416e-09,5.6484864030344375e-08,6.0006196627804097e-07,8.0486464030246259e-13,4.7131607779356056e-12,4.7353037065799986e-07,3.1590452141899233e-21,1.1065068434505669e-09,6.396940561554751e-15,3.8169195332966336e-12,8.5797904024750625e-20,2.0207668732077596e-21,1.1017272347524395e-10,6.1620168780247156e-17,0.0054398784824297103,0.00076453342280199499,1.6008836427778547e-08,4.1243058117787336e-09,3.3388831598242604e-06,2.7492100879905205e-13,1.6193611181021771e-12,1.6774736773627078e-08,1.3174034812279141e-07,3.4784023051486372e-13,7.3733431524441023e-10,8.158772874066934e-11,4.8987081242304805e-13
4.088140395173346e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33135696238138274,0.11322735597500509,0.022438404623071902,8.7015473420379448e-19,4.2865731745022579e-09,5.6865518813594574e-08,6.0212689053031404e-07,8.0831667144625067e-13,4.7328511048007767e-12,4.7481697352731289e-07,3.194142429773821e-21,1.1106716707515211e-09,6.4410460440785773e-15,3.8438539188343967e-12,8.6432384526363956e-20,2.0316466324214961e-21,1.1078697600929778e-10,6.2136448344349587e-17,0.005441368453825624,0.00076571530093328571,1.6030853523195188e-08,4.1414701464962952e-09,3.3476143820174042e-06,2.7703944306027095e-13,1.6234745594983358e-12,1.6815665110597174e-08,1.3171627357292557e-07,3.4851910036089788e-13,7.4247375307232455e-10,8.1808429146044053e-11,4.9155274179195275e-13
4.094585863282514e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33135428854614773,0.11322586937025204,0.022437812650009891,8.7953014748549417e-19,4.3219757227264352e-09,5.7248141539370701e-08,6.0419462644429828e-07,8.1177910359748925e-13,4.7525943715942621e-12,4.7610520446118616e-07,3.2295774028783673e-21,1.1148458629161404e-09,6.4853905825573641e-15,3.8709374785577477e-12,8.7070738254933582e-20,2.0425636486004501e-21,1.1140369296123513e-10,6.265628493459783e-17,0.005442851663426348,0.00076689712560098469,1.6052871634637887e-08,4.1586780169905406e-09,3.3563540609476808e-06,2.7917146384233702e-13,1.6275967693238632e-12,1.6856620831841992e-08,1.3169220394030666e-07,3.4919827688360787e-13,7.4764076772715659e-10,8.2029401364614128e-11,4.9323694976555809e-13
4.101031331391682e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33135162148727954,0.11322438949252625,0.022437220702106256,8.8899005141704738e-19,4.3576169009105078e-09,5.7632739087173703e-08,6.0626517279753075e-07,8.1525195621651242e-13,4.7723906431154505e-12,4.7739506318991332e-07,3.2653528855096034e-21,1.1190294240806494e-09,6.5299751234472588e-15,3.8981708066355457e-12,8.7712984376510955e-20,2.0535179722937965e-21,1.1202288015165161e-10,6.317969781643102e-17,0.0054443281415263679,0.00076807889685608175,1.6074890761749337e-08,4.1759294471994943e-09,3.3651021803399258e-06,2.8131716619012106e-13,1.6317277783634384e-12,1.6897604001850224e-08,1.3166814050940661e-07,3.4987776223718723e-13,7.5283546022973328e-10,8.2250645327647046e-11,4.9492343534680983e-13
4.106832252689934e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33134922690313329,0.11322306332925251,0.022436687970482393,8.9757671029419273e-19,4.3898990064286947e-09,5.7980571046945855e-08,6.0813106644729648e-07,8.1838644917365301e-13,4.7902526600701962e-12,4.7855732758748073e-07,3.2978442448724816e-21,1.1228026430192378e-09,6.5703071964655992e-15,3.9228093460308311e-12,8.8294349782787543e-20,2.0634088033052589e-21,1.1258226548907787e-10,6.3653843123688896e-17,0.0054456512413122741,0.00076914244535983029,1.6094708844243498e-08,4.1914930049779499e-09,3.3729826909068358e-06,2.8326004432053735e-13,1.6354531611666443e-12,1.6934512376239534e-08,1.3164648976963707e-07,3.5048957766537638e-13,7.5753443166685667e-10,8.2449997179094608e-11,4.9644321889983156e-13
4.1126331739881853e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33134683776146678,0.11322174256854869,0.022436155259197791,9.0623275090667354e-19,4.4223762980827689e-09,5.833001322213903e-08,6.0999923471727116e-07,8.2152941270348491e-13,4.8081577105442872e-12,4.7972091008386905e-07,3.3306156931498858e-21,1.1265834571501431e-09,6.6108351332932585e-15,3.9475701152535687e-12,8.8878897689548411e-20,2.0733299311540726e-21,1.131436606815008e-10,6.4130915045874655e-17,0.005446968934905024,0.0007702059506772903,1.6114527748858623e-08,4.2070918881376042e-09,3.3808700131336894e-06,2.8521409308423441e-13,1.6391856862924776e-12,1.6971443081249074e-08,1.3162484598628681e-07,3.5110164691787165e-13,7.6225597799280932e-10,8.2649569037804219e-11,4.9796484581741415e-13
