Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),H2OX(23),C2H4(47),COX(50),C2H6X(52),C2H4X(210),C2H4X(65)
2.235434050263311e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229618723176301,0.11865899994291823,0.022821408185212319,0.0,1.6662275343121531e-18,1.8659977919368192e-11,9.4918522262998504e-17,2.7092793093091697e-17,1.6320104010697575e-36,1.9752592532972884e-07,2.5532939208080894e-33,1.9723150521912979e-07,3.3595392187308452e-23,3.4540461158868775e-22,1.8099863640066336e-28,1.815476846513438e-29,1.1605498738930279e-16,1.0283052809110642e-24,1.0767505089289961e-05,3.1901399530155753e-07,1.9939163884173987e-09,3.0739618572373892e-14,8.2883386771922332e-13,8.2794144984713504e-10,3.7923310869694966e-13,2.0999290934341114e-13,2.2667277675703278e-10,7.4041365894830077e-20,1.5883252157372041e-15,2.644569935599992e-19,9.7327796272313974e-26,1.5173958963015211e-22,4.4774461380979577e-22,9.7344937388556208e-31,2.903966936136852e-31
2.3352133667520853e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229569256883428,0.11865851080807052,0.022821401065724899,0.0,1.8374135022197401e-18,2.0362577155360128e-11,1.1196784285479662e-16,3.0876378459473179e-17,2.1173577284453027e-36,2.0635038163659431e-07,3.3132563879907038e-33,2.0603204968625733e-07,3.9938908921593911e-23,3.8989473434160626e-22,2.2470710720829555e-28,2.2405818139712349e-29,1.2714146556863233e-16,1.2726468670528661e-24,1.1247775700445755e-05,3.3325287065425061e-07,2.1076255732459779e-09,3.2234593722574197e-14,8.77824748287007e-13,8.4985604237779182e-10,3.8928572375756089e-13,2.1562304314201388e-13,2.4447373656552252e-10,8.342300916335275e-20,1.8103675990797104e-15,2.7826654214388407e-19,1.2561983802651781e-25,1.8328672648221515e-22,5.3294758635548767e-22,1.3135194543769977e-30,3.5971664999645974e-31
2.4349926832408596e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229519793393363,0.1186580217022609,0.022821393946255087,0.0,2.0174082193228225e-18,2.2139465768691985e-11,1.3112370175711884e-16,3.4996330510015027e-17,2.7170322990040832e-36,2.1517530368279218e-07,4.2525646014369815e-33,2.1483234255827949e-07,4.7134865645627753e-23,4.3769625603652828e-22,2.7642896712982723e-28,2.740148670312845e-29,1.3875581001436543e-16,1.5607756163513077e-24,1.1728017233596428e-05,3.4749171040916409e-07,2.2228464619624057e-09,3.3738287301974859e-14,9.2698665644846333e-13,8.7088870355542739e-10,3.989337656872415e-13,2.2103582104790256e-13,2.6273124873052898e-10,9.3486608778052548e-20,2.0521697079499955e-15,2.9215589864322554e-19,1.6037275092612855e-25,2.1946101571499925e-22,6.297491856326526e-22,1.7499122903397563e-30,4.4151430760293663e-31
2.5347719997296338e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229470332709532,0.11865753262548762,0.022821386826802931,0.0,2.2062699761138303e-18,2.3990639798986009e-11,1.525352921168716e-16,3.946692980382609e-17,3.4515047039512648e-36,2.2400067280147276e-07,5.4034464195069539e-33,2.2363238386120059e-07,5.5255163906973323e-23,4.888805898192551e-22,3.372061694537174e-28,3.3231536138767435e-29,1.5090110221664002e-16,1.8981842599209368e-24,1.2208229690502487e-05,3.6173051456786535e-07,2.3395239886511397e-09,3.5250809569923871e-14,9.7629367123952038e-13,8.9107645926978319e-10,4.081942197328685e-13,2.2624084323788931e-13,2.814269526124917e-10,1.0424535793829437e-19,2.3145695082334353e-15,3.0612608802973155e-19,2.0269187116224383e-25,2.6067156266934473e-22,7.3915350194417479e-22,2.3040850789854294e-30,5.3736168799884348e-31
2.634551316218408e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229420874835263,0.11865704357774889,0.022821379707368437,0.0,2.4040577967162161e-18,2.5916095288595393e-11,1.7635457791972053e-16,4.4302455877165596e-17,4.3438477249119942e-36,2.3282647110655456e-07,6.8022554128556791e-33,2.3243217362040972e-07,6.437442555595536e-23,5.4351580008256508e-22,4.0816481424884591e-28,3.9991925510064181e-29,1.6358046331596003e-16,2.2907795003357232e-24,1.2688413072924362e-05,3.759692831319403e-07,2.4576053990279419e-09,3.6772251924504644e-14,1.0257238433030688e-12,9.1045478094639718e-10,4.1708335766720833e-13,2.3124730802366507e-13,3.0054325840879161e-10,1.1571167892113353e-19,2.5984044496356454e-15,3.2017817499781498e-19,2.5381282747234443e-25,3.0733958452845502e-22,8.6220581630388526e-22,3.0010788710586657e-30,6.4894980686516393e-31
2.7343306327071823e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229371419773706,0.11865655455904302,0.022821372587951638,0.0,2.6108314215461675e-18,2.7915828282525013e-11,2.0273613084442644e-16,4.9517187559245034e-17,5.419941940079682e-36,2.4165268146038912e-07,8.4898019708630102e-33,2.412317118607073e-07,7.4569972514235287e-23,6.016668667554679e-22,4.9051805302228151e-28,4.7784921470753965e-29,1.767970479528898e-16,2.7448933555968487e-24,1.3168567382622419e-05,3.9020801610297231e-07,2.577040153366037e-09,3.8302707579924995e-14,1.0752585847495821e-12,9.2905765080866538e-10,4.2561676833774857e-13,2.3606402954182262e-13,3.2006331478942563e-10,1.2789725631753255e-19,2.9045114660021295e-15,3.3431317978967355e-19,3.1511033034490909e-25,3.5989776204097005e-22,9.9999255444573109e-22,3.8699311256520223e-30,7.780919510800791e-31
2.8341099491959566e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229321967527902,0.11865606556936815,0.02282136546855253,0.0,2.8266513128100279e-18,2.9989834828355195e-11,2.318369762383812e-16,5.5125403251104128e-17,6.7086882744639036e-36,2.5047928744271417e-07,1.0511696174553796e-32,2.5003099860632915e-07,8.5921806760849921e-23,6.633958966511036e-22,5.8556895959210715e-28,5.6719202242345813e-29,1.9055404201680443e-16,3.267294206549629e-24,1.3648692621356953e-05,4.0444671348253962e-07,2.6977798335188264e-09,3.9842274158179799e-14,1.1248821532234194e-12,9.4691762439894073e-10,4.3380938643177146e-13,2.406994534554676e-13,3.3997097789372409e-10,1.4081308631621774e-19,3.2337269756368643e-15,3.485320345573167e-19,3.8810710823722001e-25,4.1878961754286038e-22,1.1536412417613281e-21,4.9441154098461607e-30,9.2672686999708843e-31
2.933889265684731e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522927251810071,0.1186555766087226,0.022821358349171136,0.0,3.0515786304047875e-18,3.2138110976168196e-11,2.6381644775047287e-16,6.1141381171155649e-17,8.2422274126525153e-36,2.5930627332085401e-07,1.2918702329223449e-32,2.588300338809706e-07,9.8512590525904379e-23,7.2876227255168727e-22,6.9471336823208526e-28,6.6909955430153257e-29,2.048546634459247e-16,3.8651975595014308e-24,1.4128788790888173e-05,4.1868537527222708e-07,2.8197780538621151e-09,4.1391042205927844e-14,1.1745812149114554e-12,9.6406589047532947e-10,4.4167551907448848e-13,2.4516167110657632e-13,3.6025078163028487e-10,1.5446952162264379e-19,3.5868868816198414e-15,3.6283561846452674e-19,4.744829807029888e-25,4.8446891978492563e-22,1.3243204590591389e-21,6.2620086755092101e-30,1.096921884323629e-30
3.033668582173505e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229223071494912,0.11865508767710457,0.022821351229807472,0.0,3.2856751922584377e-18,3.4360652778477607e-11,2.9883605018560833e-16,6.7579399570624836e-17,1.0056165996821959e-35,2.6813362402112058e-07,1.5767105053947701e-32,2.6762881770780918e-07,1.1242762668311731e-22,7.9782280743115769e-22,8.1944268011490926e-28,7.8478970025208448e-29,2.1970216139356091e-16,4.5462765350772954e-24,1.460885589297623e-05,4.329240014736298e-07,2.9429903759611497e-09,4.2949091924431198e-14,1.2243444743440076e-12,9.8053232839444301e-10,4.4922887281713893e-13,2.4945843558718354e-13,3.8088790921950361e-10,1.688762911808799e-19,3.9648265721236238e-15,3.7722478192728378e-19,5.7608405888486823e-25,5.5739911552246796e-22,1.5132397990497718e-21,7.8673865174244799e-30,1.2908759157632014e-30
3.1334478986622794e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229173627713137,0.11865459877451234,0.022821344110461533,0.0,3.5290034401979864e-18,3.6657456290160326e-11,3.3705933010107913e-16,7.4453736921808861e-17,1.2189809535439653e-35,2.7696132510137571e-07,1.9119086826445068e-32,2.7642735010952582e-07,1.2775483933334306e-22,8.7063192372259297e-22,9.6134663905188229e-28,9.155472291958927e-29,2.350998134021539e-16,5.3186720938073876e-24,1.5088893929381189e-05,4.4716259208834577e-07,3.0673742268113527e-09,4.4516499797222264e-14,1.2741623610760856e-12,9.963455630852365e-10,4.564825794259093e-13,2.5359717612752067e-13,4.0186816593182917e-10,1.8404254270447249e-19,4.3683809207289249e-15,3.9170033349144718e-19,6.9493206430277319e-25,6.3805278749039738e-22,1.7216498234731121e-21,9.8099467868639504e-30,1.5109224404795796e-30
3.2332272151510536e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229124186757907,0.11865410990094412,0.02282133699113334,0.0,3.7816264115828536e-18,3.9028517568391171e-11,3.786517537537871e-16,8.1778672081808033e-17,1.4686401950874721e-35,2.8578936272470835e-07,2.3043116883561401e-32,2.8522563110832625e-07,1.4458475457185691e-22,9.472418198619375e-22,1.1221160775009676e-27,1.0627246024494768e-28,2.5105092331327136e-16,6.1910030084550655e-24,1.5568902901863031e-05,4.6140114711797345e-07,3.192888820521117e-09,4.6093342101446042e-14,1.3240267647536353e-12,1.0115330177145545e-09,4.6344921866289912e-13,2.5758500952961493e-13,4.231779529750002e-10,1.9997689203475995e-19,4.7983842867392652e-15,4.062630330369689e-19,8.3323375729964008e-25,7.2691113826138347e-22,1.9508420207909582e-21,1.2145861908694751e-29,1.759532369303077e-30
3.333006531639828e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229074748631626,0.11865362105639815,0.022821329871822889,0.0,4.0436077139990979e-18,4.147383267258019e-11,4.2378059205894811e-16,8.9568484434157476e-17,1.759337169588131e-35,2.9461772363418836e-07,2.7614351377711057e-32,2.9402366072596041e-07,1.630104814327481e-22,1.0277026058270633e-21,1.3035456338251848e-27,1.2277427382919142e-28,2.6755882062082857e-16,7.172375592706827e-24,1.6048882812181674e-05,4.7563966656411346e-07,3.319495083282404e-09,4.7679691913680388e-14,1.3739308110717972e-12,1.0261209641413024e-09,4.7014084189707689e-13,2.6142875460950719e-13,4.4480424247246759e-10,2.1668742853111136e-19,5.2556705154946919e-15,4.2091360514010061e-19,9.9339046687044498e-25,8.2446349942663204e-22,2.2021487643757943e-21,1.4938360223845811e-29,2.0393168574271922e-30
3.432785848128602e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522902531333659,0.11865313224087268,0.022821322752530192,0.0,4.3150115047011545e-18,4.3993397664312263e-11,4.7261481211802815e-16,9.7837454010577612e-17,2.0962584371035622e-35,3.0344639512865481e-07,3.291504469030702e-32,3.0282143898374251e-07,1.8312769300429331e-22,1.1120624288637739e-21,1.5075364417569405e-27,1.4120917305127023e-28,2.8462685975997973e-16,8.2723931954349551e-24,1.6528833662096937e-05,4.8987815042837241e-07,3.4471555814890406e-09,4.9275616770262083e-14,1.4238686721740856e-12,1.0401345712522916e-09,4.7656899568188323e-13,2.6513494605774543e-13,4.6673455349138203e-10,2.3418174643985506e-19,5.7410729386846457e-15,4.3565274665209076e-19,1.1780077139659922e-24,9.3120686544773792e-22,2.4769432711326753e-21,1.8258336654482563e-29,2.3530300462630026e-30
3.5325651646173764e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45228975880874978,0.11865264345436596,0.022821315633255242,0.0,4.5959024721626539e-18,4.6587208607289227e-11,5.253249749620701e-16,1.065998615948622e-16,2.4850601777402051e-35,3.1227536503950028e-07,3.9034971803967192e-32,3.1161896590256769e-07,2.0503460770972566e-22,1.2003676053221832e-21,1.7360987929807031e-27,1.6173315235906435e-28,3.0225841862692798e-16,9.5011654693316352e-24,1.7008755453368577e-05,5.0411659871236015e-07,3.5758344528798461e-09,5.088118032003694e-14,1.4738354061158866e-12,1.0535979512688646e-09,4.8274474114482509e-13,2.6870984314023928e-13,4.8895692908475475e-10,2.5246700690510369e-19,6.2554243746599633e-15,4.5048111997715304e-19,1.3899049207276088e-24,1.0476454514124902e-21,2.776639560497685e-21,2.2184992965233393e-29,2.7035717400389958e-30
3.632344481106151e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45228926451248896,0.11865215469687622,0.022821308513998051,0.0,4.8863458144189465e-18,4.9255261567274316e-11,5.8208313927774076e-16,1.1586998881073415e-16,2.9318947341105773e-35,3.2110462170841073e-07,4.6071861636460658e-32,3.2041624150293129e-07,2.2883197074832493e-22,1.2926627486917944e-21,1.991354773757154e-27,1.8450925470066149e-28,3.2045689709619921e-16,1.0869317422303716e-23,1.7488648187756256e-05,5.1835501141768841e-07,3.7054973405649269e-09,5.2496444301342947e-14,1.5238268209603485e-12,1.0665342041094723e-09,4.8867867412469038e-13,2.721594421419353e-13,5.1145991429177679e-10,2.7154993020947433e-19,6.7995571287440681e-15,4.6539934968421013e-19,1.6321251984695234e-24,1.1742902738407232e-21,3.1026924137624757e-21,2.6806507871269213e-29,3.0939900195469177e-30
3.732123797594925e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45228877024460357,0.1186516659684017,0.02282130139475862,0.0,5.1864072153475848e-18,5.1997552612038881e-11,6.4306277070828087e-16,1.2566211819532988e-16,3.4434377848708755e-35,3.2993415396602511e-07,5.4131841240321161e-32,3.2921326580494436e-07,2.5462303569220415e-22,1.3889908826804695e-21,2.2755408764898642e-27,2.0970763110574756e-28,3.3922571609169788e-16,1.2387998259643065e-23,1.7968511867019546e-05,5.3259338854597122e-07,3.8361113298160448e-09,5.4121468177046181e-14,1.5738393597825515e-12,1.0789654598897382e-09,4.9438094729633008e-13,2.7548949067980892e-13,5.3423253505655542e-10,2.9143680623624299e-19,7.3743029935433449e-15,4.8040803010530345e-19,1.9079452075632337e-24,1.3116587536521654e-21,3.4565973336798078e-21,3.2220737222472056e-29,3.5274837953283956e-30
3.831903114083699e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45228827600511234,0.11865117726894063,0.022821294275536953,0.0,5.4961528246660418e-18,5.4814077811311163e-11,7.0843865637660988e-16,1.3599053325982046e-16,4.0269161434367678e-35,3.3876395111147968e-07,6.3329890772908124e-32,3.380100388283506e-07,2.8251354623455244e-22,1.4893935441826975e-21,2.5910105870646566e-27,2.375055966412383e-28,3.5856831685012631e-16,1.406889002464158e-23,1.8448346492917956e-05,5.4683173009882535e-07,3.9676448875281749e-09,5.5756308132960186e-14,1.6238700033861388e-12,1.0909129196381512e-09,4.998612868093376e-13,2.7870549388768872e-13,5.572642780440468e-10,3.1213357918190689e-19,7.9804932492567706e-15,4.9550773232136091e-19,2.2208850826936324e-24,1.4602743404066997e-21,3.8398905043096215e-21,3.8535944472527187e-29,4.007405302570537e-30
3.9316824305724735e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45228778179403378,0.11865068859849126,0.022821287156333053,0.0,5.8156492428504592e-18,5.7704833236727443e-11,7.7838682452152834e-16,1.4686951853854107e-16,4.6901361761731797e-35,3.4759400289279709e-07,7.3790309142415158e-32,3.4680656059254135e-07,3.1261171808544067e-22,1.5939108846219687e-21,2.940236948821643e-27,2.680876829534048e-28,3.7848815997324026e-16,1.5924216044994559e-23,1.8928152067210894e-05,5.6107003607787087e-07,4.1000678042173609e-09,5.740101734640166e-14,1.6739161879852774e-12,1.1023968943023211e-09,5.0512900852018419e-13,2.818127239626734e-13,5.8054507129950621e-10,3.3364583306100774e-19,8.618958663984789e-15,5.1069900294740208e-19,2.5747184172549968e-24,1.6206661569312061e-21,4.2541487510693853e-21,4.5871561622218648e-29,4.5372625398318918e-30
4.031461747061248e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45228728761138504,0.11865019995705187,0.02282128003714691,0.0,6.1449635067002326e-18,6.0669814961784901e-11,8.5308446888420835e-16,1.5831335962787349e-16,5.4415128345515914e-35,3.5642429948809298e-07,8.5647190236097252e-32,3.5560283111657035e-07,3.4502822101162186e-22,1.7025817687123867e-21,3.3258151040240128e-27,3.0164568759743003e-28,3.9898872440656359e-16,1.7966749192020469e-23,1.9407928591657678e-05,5.7530830648472983e-07,4.2333511384349439e-09,5.9055646855361139e-14,1.723975735525149e-12,1.1134368421175952e-09,5.1019303928633178e-13,2.8481623601555284e-13,6.040652657074924e-10,3.5597876370621469e-19,9.2905294940374469e-15,5.2598236121702532e-19,2.9734823009429822e-24,1.7933686634483285e-21,4.7009895009562936e-21,5.4358980807551257e-29,5.1207216535833256e-30
4.131241063550022e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522867934571827,0.11864971134462064,0.02282127291797854,0.0,6.4841630729419944e-18,6.3709019061796765e-11,9.3270987743276849e-16,1.7033634321601117e-16,6.2900992959631412e-35,3.6525483148756097e-07,9.9044909637789888e-32,3.6439885041916782e-07,3.7987616101705166e-22,1.8154438656226405e-21,3.7504648135669769e-27,3.3837872034443691e-28,4.2007350660666635e-16,2.0209819959420511e-23,1.9887676068017559e-05,5.89546541321026e-07,4.3674671635378062e-09,6.0720245766419799e-14,1.7740467946933994e-12,1.1240514044068209e-09,5.1506193191194304e-13,2.8772087249400919e-13,6.2781561724550918e-10,3.7913729599103002e-19,9.9960354842418651e-15,5.4135830110529442e-19,3.4214874048768366e-24,1.9789213403256585e-21,5.1820707429125072e-21,6.4142376685491885e-29,5.7616092705486176e-30
4.231020380038796e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45228629933144271,0.11864922276119584,0.022821265798827935,0.0,6.8333158018968911e-18,6.6822441613849145e-11,1.0174423654551224e-15,1.8295275710462897e-16,7.2456172080682102e-35,3.7408558987620971e-07,1.1413862174261377e-31,3.7319461851875457e-07,4.1727106266113715e-22,1.9325337326372727e-21,4.2170329557068431e-27,3.7849324664558453e-28,4.41746019858628e-16,2.2667324368010698e-23,2.0367394498049672e-05,6.0378474058838547e-07,4.5023893166985725e-09,6.2394860971118681e-14,1.8241277909893743e-12,1.134258439877098e-09,5.1974387671723047e-13,2.9053126825035575e-13,6.5178726998463286e-10,4.0312607965315011e-19,1.0736305868249009e-14,5.5682729582286556e-19,3.9233281088524265e-24,2.1778683885757199e-21,5.699090988307829e-21,7.5379559753156936e-29,6.4639147797355944e-30
4.3307996965275705e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45228580523417988,0.11864873420677573,0.022821258679695096,0.0,7.1924899436656535e-18,7.0010078696759736e-11,1.1074622127474967e-15,1.9617689022338229e-16,8.318487531749255e-35,3.8291656601731703e-07,1.310947671775428e-31,3.8199013543345408e-07,4.5733085151195845e-22,2.0538868948813868e-21,4.7284960046566705e-27,4.2220312842310559e-28,4.6400979357608946e-16,2.5353731702584563e-23,2.0847083883513087e-05,6.1802290428843655e-07,4.6380921500236196e-09,6.4079537156993662e-14,1.8742173844669534e-12,1.1440750574766197e-09,5.2424672223147399e-13,2.9325186885898024e-13,6.7597173978077428e-10,4.2794939531095433e-19,1.151216936883981e-14,5.7238979958116334e-19,4.4838926655800936e-24,2.3907584472608157e-21,6.2537892315171887e-21,8.8242860720115342e-29,7.2317925658784576e-30
4.430579013016345e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45228531116540877,0.11864824568135851,0.022821251560580024,0.0,7.5617541262971334e-18,7.3271926391038361e-11,1.2029506043422129e-15,2.1002303263807502e-16,9.5198619779106632e-35,3.9174775163657617e-07,1.5009159043726635e-31,3.9078540118110572e-07,5.0017583673192972e-22,2.1795379221339584e-21,5.2879624897023524e-27,4.6972966234899244e-28,4.8686837257247192e-16,2.8284092086804327e-23,2.132674422616678e-05,6.3226103242280937e-07,4.7745512837459297e-09,6.5774317156284206e-14,1.9243144339704963e-12,1.1535176478720475e-09,5.2857799015503278e-13,2.9588693501174041e-13,7.0036089866867465e-10,4.536113083868466e-19,1.2324454198230673e-14,5.8804624700100229e-19,5.108373397002469e-24,2.6181443269845482e-21,6.8479449105728843e-21,1.0292004603808524e-28,8.0695641960085254e-30
4.530358329505119e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522848171251429,0.11864775718494247,0.022821244441482719,0.0,7.9411773441184936e-18,7.6607980778849204e-11,1.3040895749415461e-15,2.2450547555325202e-16,1.0861655033542266e-34,4.0057913880690143e-07,1.7131966764551425e-31,3.995804157792764e-07,5.4592869379356711e-22,2.3095205011017998e-21,5.8986754355091159e-27,5.2130161576314753e-28,5.1032531639796122e-16,3.1474043901770109e-23,2.1806375527769624e-05,6.4649912499313541e-07,4.9117433614058815e-09,6.747924217044114e-14,1.9744179668603897e-12,1.1626019136043439e-09,5.3274488133023076e-13,2.9844054079444661e-13,7.2494695992540451e-10,4.801157109992163e-19,1.3173988058378342e-14,6.0379705347238375e-19,5.8022769180179947e-24,2.860582758676777e-21,7.4833778678738917e-21,1.1961526467762563e-28,8.981720560849924e-30
4.630137645993893e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45228432311339539,0.1186472687175258,0.022821237322403182,0.0,8.3308289458837106e-18,8.0018237943974556e-11,1.4110619569749943e-15,2.3963851130990191e-16,1.2356576572634719e-34,4.0941071993387031e-07,1.9498244435275329e-31,4.0837517924527188e-07,5.9471444732320701e-22,2.4438675025676736e-21,6.5640147844811092e-27,5.7715526037454428e-28,5.3438419876309376e-16,3.4939821053679005e-23,2.2285977790080404e-05,6.6073718200104828e-07,5.0496460068637208e-09,6.9194351760960812e-14,2.0245271533811884e-12,1.1713428979785463e-09,5.3675429524681883e-13,3.0091659471354641e-13,7.4972246372450062e-10,5.0746612440466411e-19,1.4061598141284196e-14,6.1964261711840157e-19,6.5714343831567709e-24,3.1186341569061935e-21,8.1619483109367217e-21,1.3855002622743419e-28,9.972923972554091e-30
4.7299169624826675e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45228382913017851,0.1186467802791068,0.022821230203341411,0.0,8.7307786236791306e-18,8.3502693971780281e-11,1.5240513314703613e-15,2.5543643337888814e-16,1.4018165047696912e-34,4.1824248774177263e-07,2.2129678328189835e-31,4.1716969159614757e-07,6.4666045407068866e-22,2.5826110446328322e-21,7.2874998017547096e-27,6.3753440388117247e-28,5.5904860699305554e-16,3.8698260095759008e-23,2.2765551014857836e-05,6.7497520344818328e-07,5.1882377831316379e-09,7.0919683863205873e-14,2.0746412849593895e-12,1.1797550127406437e-09,5.4061284757386289e-13,3.0331884732336456e-13,7.7468026340607031e-10,5.3566587724264476e-19,1.498811112929796e-14,6.3558332054156195e-19,7.4220117519669911e-24,3.3928623969842912e-21,8.885556773174239e-21,1.599642103785307e-28,1.1048010220241996e-29
4.829696278971442e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45228333517550418,0.11864629186968366,0.022821223084297407,0.0,9.1410964030447908e-18,8.7061344949182768e-11,1.6432419819886626e-15,2.7191353635066518e-16,1.5860821257783636e-34,4.2707443526024343e-07,2.504935219344143e-31,4.2596395284871973e-07,7.0189638600315762e-22,2.7257825529531207e-21,8.0727914633264164e-27,7.0269041963686124e-28,5.8432214148704176e-16,4.2766807209445506e-23,2.3245095203860507e-05,6.8921318933617646e-07,5.3274981529870206e-09,7.2655274935576685e-14,2.1247597558288411e-12,1.1878520645924756e-09,5.4432686982017458e-13,3.0565087988153981e-13,7.9981351235912208e-10,5.6471825839018257e-19,1.5954353195420855e-14,6.5161953149749135e-19,8.3605200690725375e-24,3.6838346051505248e-21,9.6561440746906186e-21,1.8411710784291816e-28,1.2211990584871115e-29
4.929475595460216e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45228284124938356,0.11864580348925463,0.022821215965271171,0.0,9.5618526338678922e-18,9.0694186964617187e-11,1.7688188519134092e-15,2.8908411592178146e-16,1.7899842689100634e-34,4.3590655581145501e-07,2.8281803996990506e-31,4.3475796301957449e-07,7.6055421352128848e-22,2.8734128176851313e-21,8.9236948282321564e-27,7.7288227448595114e-28,6.1020841520854869e-16,4.7163525049562573e-23,2.3724610358846945e-05,7.0345113966666609e-07,5.4674074411728102e-09,7.4401160111901368e-14,2.1748820474731128e-12,1.195647280593432e-09,5.4790242565500548e-13,3.0791612673463319e-13,8.2511565140473445e-10,5.9462617349478557e-19,1.6961150003608233e-14,6.6775160334423708e-19,9.3938257550555075e-24,3.9921209611584918e-21,1.0475691283082164e-20,2.1128849274422921e-28,1.3470053814786998e-29
5.0292549119489903e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45228234735182749,0.11864531513781799,0.022821208846262701,0.0,9.9931179816093967e-18,9.440121610800736e-11,1.9009675039174417e-15,3.0696246887862151e-16,2.0151458424400856e-34,4.4473884299784524e-07,3.1853083627299444e-31,4.4355172212507826e-07,8.2276818879633668e-22,3.0255320468233633e-21,9.8441613953396412e-27,8.4837655488037112e-28,6.3671105322400259e-16,5.1907099458073568e-23,2.4204096481575558e-05,7.1768905444129138e-07,5.6079467981744075e-09,7.6157373266535539e-14,2.2250077154512988e-12,1.2031533324956941e-09,5.5134533441719338e-13,3.1011789149984487e-13,8.5058039670632003e-10,6.2539229925104562e-19,1.8009326709071643e-14,6.8397987596966844e-19,1.0529160904502238e-23,4.3182945126166366e-21,1.1346219674235217e-20,2.4177972650636749e-28,1.4827568063205912e-29
5.1290342284377646e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45228185348284594,0.11864482681537195,0.022821201727271999,0.0,1.0434963418934452e-17,9.818242847073689e-11,2.0398740817795047e-15,3.2556289307879265e-16,2.2632864617525754e-34,4.5357129069035914e-07,3.5790811562201031e-31,4.5234523018138645e-07,8.8867482922654704e-22,3.1821699163055604e-21,1.0838291444986211e-26,9.2944749138703852e-28,6.6383369227490308e-16,5.7016846050778292e-23,2.4683553573804679e-05,7.3192693366169283e-07,5.7490981656142787e-09,7.7923947054156122e-14,2.2751363782401241e-12,1.2103823600577962e-09,5.546611647646484e-13,3.1225932346458475e-13,8.7620172825544454e-10,6.5701945208815386e-19,1.9099707958580461e-14,7.0030467688991141e-19,1.1774133587727949e-23,4.6629310004616834e-21,1.2269790693113544e-20,2.759148932552014e-28,1.6290082788966014e-29
5.228813544926539e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45228135964244881,0.11864433852191474,0.022821194608299053,0.0,1.0887460217960439e-17,1.0203782014562142e-10,2.1857252755077876e-15,3.4489968743052103e-16,2.5362260529593469e-34,4.6240389301718233e-07,4.0124238487468139e-31,4.6113848720445277e-07,9.5841290101154073e-22,3.3433556173945984e-21,1.1910336366458186e-26,1.0163769816873067e-27,6.915799803679547e-16,6.2512716681153871e-23,2.5162981637292537e-05,7.461647773295122e-07,5.8908442430270813e-09,7.9700912990197006e-14,2.3252677077823746e-12,1.2173459933793927e-09,5.5785524370644315e-13,3.143434370469027e-13,9.019738787838724e-10,6.8951006822227593e-19,2.0233117890762928e-14,7.1672632206302426e-19,1.3136738152864316e-23,5.0266086949689403e-21,1.3248505914528831e-20,3.1404196673795017e-28,1.7863330621796252e-29
