Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),H2OX(23),C2H4(47),COX(50),C2H6X(52),C2H4X(210),C2H4X(65)
6.43832320504272e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4409175013837881,0.10453896109404363,0.018831235287509775,0.0,0.0014177078573359113,0.0058620611146327521,0.0029086809718591265,0.00011182869330775893,4.528139988146825e-13,0.0034795603226400931,1.2392263566915205e-10,0.00037410786745468446,4.9452162733559286e-09,1.259116592787885e-05,1.9790850349103815e-10,1.470647963492238e-11,5.2671594043165256e-05,3.2983164532141931e-06,0.0074767189142097993,0.003587229411122985,0.00019546849325991652,1.6773526157888344e-06,1.63012916017081e-08,3.4857487973734702e-07,1.8295454780133825e-09,2.0826414586049213e-06,8.9983492917368569e-06,3.7011226993081612e-10,0.00011652854370948037,6.4299850469802654e-08,5.2183427341978727e-06,8.9725704163126095e-09,3.0658084132197672e-07,3.4108181681538547e-07,9.2671708657358523e-13
6.447903939502177e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44091861844937491,0.10453009578846977,0.018825877787879183,0.0,0.0014222962995466347,0.0058722616009346633,0.0029155639695373527,0.00011202622264278112,4.5521820369731238e-13,0.0034816444691223086,1.24313486251501e-10,0.00037412560771071601,4.9544515780321799e-09,1.2633114893426332e-05,1.9838658395810244e-10,1.4752455245860541e-11,5.272156504153726e-05,3.311191081316517e-06,0.0074760991928231046,0.0035863800574056056,0.00019560342037717933,1.6781067954486342e-06,1.6306415240276109e-08,3.4877539896427709e-07,1.8332632641093067e-09,2.0857303201125009e-06,9.005502062796059e-06,3.7092915096044765e-10,0.0001167322536482525,6.4505950528754798e-08,5.2387148082605929e-06,8.9938257700637861e-09,3.071247944512597e-07,3.4248209963931799e-07,9.3033678607353573e-13
6.457484673961634e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.440919746748552,0.10452123186458985,0.018820521784746535,0.0,0.0014268895959789563,0.0058824623509634013,0.0029224508011627924,0.00011222349415591817,4.5763133086334658e-13,0.0034837234476087424,1.2470440574869952e-10,0.00037414338578017637,4.9636766958589752e-09,1.2675087678946053e-05,1.9886499016266367e-10,1.479848096516531e-11,5.2771319701981787e-05,3.3240891220031766e-06,0.0074754797669348231,0.0035855192214874747,0.00019573827214217106,1.6788543599145263e-06,1.631151042198654e-08,3.4897539965615728e-07,1.8369880930478e-09,2.088824873676641e-06,9.012673300600611e-06,3.7174643829995922e-10,0.0001169359727264677,6.4712263743076374e-08,5.2591239366590143e-06,9.0150932882510723e-09,3.0766805121229375e-07,3.4388514605516843e-07,9.3396310589079275e-13
6.467065408421091e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44092088624960679,0.10451236932334261,0.0188151672774142,0.0,0.0014314877270378171,0.0058926633682209279,0.0029293414562112483,0.00011242050744370631,4.6005339838396069e-13,0.003485797269454664,1.2509539121211896e-10,0.00037416120162301925,4.9728916034055335e-09,1.2717083952713542e-05,1.9934372154477443e-10,1.4844556672820142e-11,5.2820858086109694e-05,3.3370105463217094e-06,0.0074748606360203335,0.0035846469351467785,0.00019587304888475239,1.6795953163913395e-06,1.631657722237206e-08,3.4917488304023351e-07,1.840719988867628e-09,2.091925137082611e-06,9.0198630373421067e-06,3.7256413087968848e-10,0.00011713970101957455,6.4918789248142659e-08,5.2795700735812768e-06,9.0363729394733653e-09,3.0821061049885335e-07,3.4529095308007315e-07,9.3759603815078828e-13
6.476646142880549e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44092203692084481,0.10450350816566542,0.018809814265185784,0.0,0.001436090673118674,0.0059028646562522633,0.002936235924181364,0.00011261726210712739,4.6248442433279714e-13,0.0034878659459845482,1.2548643970132616e-10,0.00037417905519926273,4.9820962774462651e-09,1.2759103383149471e-05,1.9982277754590199e-10,1.4890682248927358e-11,5.2870180257272549e-05,3.3499553252602798e-06,0.0074742417995553988,0.0035837632301439393,0.00019600775093344021,1.6803296721179685e-06,1.6321615716746133e-08,3.4937385034057623e-07,1.8444589756564703e-09,2.0950311281432169e-06,9.0270713053000436e-06,3.7338222763220213e-10,0.00011734343860383919,6.5125526179202696e-08,5.3000531731214151e-06,9.0576646923959038e-09,3.0875247121672145e-07,3.4669951772266458e-07,9.41235574962064e-13
6.486226877340006e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44092319873058938,0.10449464839249442,0.018804462747366132,0.0,0.0014406984146077182,0.0059130662186451851,0.0029431341945945618,0.00011281375775158615,4.649244267859581e-13,0.0034899294884921947,1.2587754828410536e-10,0.0003741969464689898,4.991290694959866e-09,1.2801145638824241e-05,2.0030215760892365e-10,1.493685757370866e-11,5.2919286280552886e-05,3.3629234297481497e-06,0.0074736232570161735,0.0035828681382214698,0.00019614237861541401,1.6810574343647864e-06,1.6326625980206171e-08,3.4957230277835405e-07,1.8482050775568507e-09,2.0981428646990723e-06,9.0342981368419999e-06,3.7420072749222305e-10,0.00011754718555633967,6.5332473671179895e-08,5.3205731892802895e-06,9.0789685157499156e-09,3.0929363228362721e-07,3.4811083698313793e-07,9.4488170841651839e-13
6.495807611799463e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44092437164718179,0.10448579000476436,0.018799112723261329,0.0,0.0014453109318820958,0.005923268059029917,0.0029500362569949705,0.00011300999398688758,4.6737342382200183e-13,0.0034919879082408473,1.2626871403647948e-10,0.00037421487539234812,5.0004748331285398e-09,1.2843210388462559e-05,2.0078186117812227e-10,1.4983082527505625e-11,5.296817622275454e-05,3.3759148306562641e-06,0.0074730050078791934,0.0035819616911038289,0.00019627693225651878,1.6817786104334552e-06,1.6331608087635046e-08,3.4977024157168484e-07,1.8519583187660267e-09,2.101260364618882e-06,9.0415435644240236e-06,3.7501962939662243e-10,0.00011775094195495955,6.5539630858676723e-08,5.3411300759663896e-06,9.1002843783323547e-09,3.0983409262918421e-07,3.4952490785331775e-07,9.4853443058956528e-13
6.50538834625892e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44092555563898178,0.10447693300340878,0.018793764192178718,0.0,0.0014499282053101283,0.0059334701810788322,0.0029569421009493636,0.00011320597042721432,4.6983143352193541e-13,0.0034940412164633128,1.2665993404273185e-10,0.00037423284192954979,5.0096486693370718e-09,1.2885297300948004e-05,2.0126188769918079e-10,1.5029356990780228e-11,5.3016850152392869e-05,3.3889294987977881e-06,0.0074723870516213873,0.0035810439204972812,0.0001964114121812693,1.6824932076567377e-06,1.633656211370144e-08,3.4996766793566146e-07,1.8557187235363292e-09,2.1043836457995639e-06,9.0488076205910602e-06,3.7583893228441452e-10,0.00011795470787838235,6.5746996875990289e-08,5.3617237869966964e-06,9.1216122490057407e-09,3.1037385119482858e-07,3.5094172731672426e-07,9.5219373354027847e-13
6.524549815177836e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44092795672173424,0.104459223163548,0.018783071606315552,0.0,0.0014591769420576209,0.0059538752850676283,0.0029707650919000086,0.00011359714240142726,4.7477456324972443e-13,0.0034981325431094439,1.2744252519543001e-10,0.00037426888768665631,5.0279653464202635e-09,1.2969536290816218e-05,2.0222290738658436e-10,1.5122053968215089e-11,5.3113550256541406e-05,3.4150285197479993e-06,0.0074711520156529685,0.0035791745355506716,0.00019668015217315276,1.6839026950525991e-06,1.6346386219356228e-08,3.5036098822100191e-07,1.8632611210462466e-09,2.1106476236735913e-06,9.0633917493061439e-06,3.7747873677690072e-10,0.00011836226861833315,6.6162351935768221e-08,5.4030214969054475e-06,9.1643038904017811e-09,3.1145125881086963e-07,3.5378359991617203e-07,9.5953204993015173e-13
6.543711284096751e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44093040172609244,0.10444151888035251,0.01877238498426002,0.0,0.0014684444676285376,0.0059742815608220361,0.0029846030844310079,0.00011398727067438482,4.7975396066620078e-13,0.0035022035576888146,1.282252985824579e-10,0.00037430508342330284,5.0462405493051533e-09,1.3053859962847156e-05,2.0318521226442948e-10,1.521494755213535e-11,5.3209387174988662e-05,3.4412202579687176e-06,0.0074699181449341678,0.0035772602366623751,0.00019694860116078964,1.6852859558293653e-06,1.6356098890269813e-08,3.507522732954637e-07,1.8708324652146033e-09,2.1169349420685638e-06,9.0780507851368128e-06,3.7912013252437221e-10,0.00011876986842142807,6.6578531919071587e-08,5.4444659477445398e-06,9.2070431921407848e-09,3.1252584689736341e-07,3.5663643048606034e-07,9.6689659373737853e-13
6.562872753015667e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44093289039960237,0.10442382016124042,0.018761704320515188,0.0,0.001477730624673904,0.0059946890392076346,0.0029984559958849259,0.00011437635231485672,4.8476977050713582e-13,0.0035062543489802196,1.2900823117753932e-10,0.00037434142882351954,5.0644741042718672e-09,1.3138265674289507e-05,2.0414879794811807e-10,1.5308036790620451e-11,5.3304361516498605e-05,3.4675044779394433e-06,0.0074686854352945453,0.0035753012768128694,0.00019721676169295969,1.6866430497496247e-06,1.6365700716168087e-08,3.5114153277273048e-07,1.8784329520641786e-09,2.1232457451959129e-06,9.0927849916764844e-06,3.8076311111535688e-10,0.00011917750794531968,6.6995529890107231e-08,5.4860567668419143e-06,9.2498299074605807e-09,3.1359760740517588e-07,3.5950019460229879e-07,9.7428730086094955e-13
6.582034221934582e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44093542249011408,0.10440612701360699,0.018751029609603821,0.0,0.0014870352557242975,0.0060150977517356144,0.0030123237439602878,0.00011476438445951553,4.8982213754706049e-13,0.0035102850052867421,1.2979130008847694e-10,0.00037437792357237175,5.0826658407568887e-09,1.322275078536421e-05,2.0511366007500889e-10,1.5401320733722179e-11,5.3398473916307781e-05,3.493880943266071e-06,0.0074674538825699847,0.0035732979086778721,0.00019748463629764445,1.6879740370554895e-06,1.6375192283428938e-08,3.5152877621944959e-07,1.8860627785194186e-09,2.1295801777371447e-06,9.1075946339739059e-06,3.8240766417200313e-10,0.00011958518785988954,6.7413338909014416e-08,5.5277935801421006e-06,9.2926637906273584e-09,3.146665324684968e-07,3.6237486771420061e-07,9.8170410695214376e-13
6.620357159772413e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44094061591509492,0.10437075746223995,0.018729698024470456,0.0,0.0015056993094010175,0.0060559190084350832,0.0030401034225368477,0.00011553728914340853,5.0003712251506878e-13,0.0035182862638009826,1.313577559629711e-10,0.00037445135986141214,5.1189231916428815e-09,1.3391948662992503e-05,2.0704719631672509e-10,1.5588468943931536e-11,5.3584115562352331e-05,3.5469096601421565e-06,0.007464994231241486,0.0035691589567037846,0.00019801953773340361,1.6905579351543717e-06,1.6393846970960427e-08,3.5229725305487666e-07,1.9014112424945481e-09,2.1423205121739019e-06,9.1374412933808647e-06,3.8570146033770699e-10,0.00012040067160062261,6.8251362312344057e-08,5.6117036863696105e-06,9.378472082668832e-09,3.167958457036139e-07,3.6815684210152851e-07,9.9661575743084215e-13
6.658680097610244e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44094597999009827,0.10433541028493799,0.018708390185433094,0.0,0.0015244353667523405,0.0060967455955649843,0.0030679414687895903,0.00011630596315099252,5.1040007453708225e-13,0.0035262080302815965,1.3292448577166931e-10,0.00037452538979158509,5.1550112995269139e-09,1.356143254223843e-05,2.089857865219481e-10,1.5776384623175096e-11,5.376631771320061e-05,3.6003045006020743e-06,0.0074625391577637689,0.0035648453958817277,0.00019855332528170093,1.6930381414278525e-06,1.6412067577878692e-08,3.5305777940816792e-07,1.9168794508337794e-09,2.1551571124624071e-06,9.1675929132806831e-06,3.8900145466301817e-10,0.00012121632524021971,6.9092546539460834e-08,5.6961932473125106e-06,9.4644661227110321e-09,3.1891372727040247e-07,3.739821547882199e-07,1.0116310255995341e-12
6.697003035448075e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44095151270934257,0.10430008553999109,0.018687106049375946,0.0,0.0015432421643763608,0.0061375777875018103,0.0030958372369113835,0.00011707038594932022,5.2091215319294138e-13,0.0035340509944006716,1.3449131126082727e-10,0.00037460001088045523,5.1909289107075193e-09,1.373118142599604e-05,2.1092939656491641e-10,1.5965060244330253e-11,5.3945086373678445e-05,3.6540635437261053e-06,0.0074600886290554997,0.0035603592361945417,0.00019908601843303162,1.6954151544736185e-06,1.6429858677219742e-08,3.5381043015644194e-07,1.9324690121073261e-09,2.1680911535951724e-06,9.1980516675979216e-06,3.9230758131388742e-10,0.00012203215455915814,6.993683595347702e-08,5.7812592233883858e-06,9.5506439812336472e-09,3.2102012064885981e-07,3.798506050186104e-07,1.0267493882050221e-12
6.735325973285906e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44095721207233896,0.10426478328527804,0.018665845573492421,0.0,0.0015621184375867593,0.0061784158680613602,0.0031237900865947071,0.00011783053802594396,5.3157451867276596e-13,0.0035418158385661469,1.3605805637266703e-10,0.0003746752206618487,5.226674819351811e-09,1.3901174377822748e-05,2.1287799265708552e-10,1.6154488313163468e-11,5.4120427944216979e-05,3.7081848561823967e-06,0.007457642612139991,0.0035557024823281774,0.00019961763635940392,1.6976894800011355e-06,1.6447224790816036e-08,3.5455527945885103e-07,1.9481815499899645e-09,2.1811238186671295e-06,9.22881975461546e-06,3.9561977497407394e-10,0.0001228481655160368,7.0784174878910254e-08,5.8668985553585665e-06,9.6370037445449549e-09,3.2311497207235802e-07,3.8576199020439366e-07,1.0419703184531446e-12
6.773648911123737e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44096307608402718,0.10422950357825186,0.01864460871528334,0.0,0.0015810629206207162,0.006219260130210397,0.0031517993829682446,0.00011858640086766146,5.4238833177484127e-13,0.0035495032380336911,1.3762454725934439e-10,0.00037475101668567377,5.2622478666411251e-09,1.4071390526118474e-05,2.1483154134253032e-10,1.6344661368733072e-11,5.4292349211890817e-05,3.7626664927301996e-06,0.0074552010741463009,0.0035508771335358009,0.0002001481979188916,1.6998616306505003e-06,1.6464170390057708e-08,3.5529240076774703e-07,1.9640187034912973e-09,2.194256299068812e-06,9.2598993973297452e-06,3.9893797083864143e-10,0.00012366436424190061,7.1634507610237532e-08,5.9531081651247558e-06,9.7235435145798788e-09,3.2519823046974786e-07,3.9171610598668371e-07,1.0572932861445033e-12
6.811971848961568e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44096910275490886,0.10419424647592594,0.018623395432555055,0.0,0.0016000743468437991,0.0062601108757823348,0.0031798644965343342,0.00011933795693961045,5.5335475390404064e-13,0.0035571138610167347,1.3919061229556898e-10,0.000374827396517712,5.297646939927863e-09,1.4241809068213944e-05,2.1679000949339616e-10,1.6535571983773177e-11,5.4460857341624096e-05,3.8175064967142717e-06,0.0074527639823103124,0.0035458851835039979,0.00020067772166012696,1.701932125814471e-06,1.6480699896640822e-08,3.5602186683967062e-07,1.9799821271889448e-09,2.207489794679539e-06,9.2912928438038612e-06,4.022621046075475e-10,0.0001244807570346471,7.2487778420318219e-08,6.0398849565116897e-06,9.8102614087010852e-09,3.2726984740843634e-07,3.9771274629701056e-07,1.0727177578077899e-12
6.850294786799399e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44097529010117814,0.10415901203486036,0.018602205683417652,0.0,0.001619151448951837,0.0063009684151969225,0.0032079848031072726,0.00012008518966470933,5.644749470707673e-13,0.0035646483687947106,1.4075608208991809e-10,0.00037490435773937969,5.3328709719034075e-09,1.4412409274369271e-05,2.1875336430539601e-10,1.6727212765059368e-11,5.462595986756118e-05,3.8727029005505597e-06,0.0074503313039758004,0.0035407286202210828,0.00020120622582670778,1.7039014914633816e-06,1.6496817683302951e-08,3.5674374974617742e-07,1.9960734914640871e-09,2.2208255140606425e-06,9.3230023675200682e-06,4.0559211247932637e-10,0.00012529735035351399,7.3343931568687676e-08,6.127225816035982e-06,9.8971555595030942e-09,3.2932977703843167e-07,4.0375170341726721e-07,1.0882431968307385e-12
6.88861772463723e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44098163614485231,0.10412380031114893,0.018581039426283068,0.0,0.001638292959169708,0.0063418330671840212,0.0032361596837524784,0.00012082808340345137,5.7575007389041283e-13,0.0035721074158194454,1.4232078949483884e-10,0.00037498189794746365,5.3679189397775608e-09,1.4583170491680958e-05,2.2072157329335346e-10,1.6919576353755979e-11,5.4787664684604926e-05,3.9282537262030264e-06,0.0074479030065955024,0.0035354094258475679,0.00020173372836150436,1.7057702599727763e-06,1.6512528074545946e-08,3.5745812088449249e-07,2.0122944827393368e-09,2.2342646746486768e-06,9.3550302677322337e-06,4.0892793114487296e-10,0.00012611415081364928,7.4202911309717797e-08,6.2151276136609535e-06,9.9842241146194848e-09,3.3137797603737693e-07,4.09832768038587e-07,1.1038690635886891e-12
6.926940662475061e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44098813891389727,0.10408861136040626,0.018559896619863219,0.0,0.0016574976094470243,0.0063827051585114772,0.0032643885247265209,0.00012156662343405409,5.8718129758332022e-13,0.0035794916498197299,1.4388456961536085e-10,0.00037506001475383236,5.402789864469746e-09,1.4754072147897092e-05,2.2269460428679479e-10,1.7112655425745287e-11,5.4945980040121637e-05,3.9841569856516005e-06,0.0074454790577321642,0.0035299295765888242,0.00020226024691088218,1.7075389699538603e-06,1.6527835347346005e-08,3.5816505098799652e-07,2.0286468037190659e-09,2.2478085029486113e-06,9.38737886981725e-06,4.1226949778131999e-10,0.00012693116518076438,7.5064661900644262e-08,6.3035872035374157e-06,1.0071465236533073e-08,3.3341440355657471e-07,4.1595572931915179e-07,1.1195948155707291e-12
6.965263600312892e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44099479644235356,0.1040534452377555,0.018538777223168164,0.0,0.0016767641316507626,0.0064235850237170204,0.0032926707174179772,0.00012230079593295685,5.9876978197523197e-13,0.0035868017119040888,1.4544725981657585e-10,0.00037513870578512551,5.4374828098117205e-09,1.4925093755142606e-05,2.2467242542558671e-10,1.730644269193942e-11,5.510091452580766e-05,4.040410681351475e-06,0.0074430594250595849,0.0035242910425698944,0.00020278579882885477,1.7092081660867909e-06,1.6542743731851417e-08,3.5886461013654702e-07,2.0451321736323005e-09,2.261458234727089e-06,9.4200505256253939e-06,4.156167500460066e-10,0.00012774840036586862,7.592912760946313e-08,6.3926014247307545e-06,1.0158877102389117e-08,3.3543902116798319e-07,4.2212037494095726e-07,1.1354199075034997e-12
7.003586538150723e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44100160677045852,0.10401830199781649,0.01851768119550418,0.0,0.0016960912577549032,0.0064644730048440801,0.0033210056582891061,0.00012303058795565922,6.1051669149819104e-13,0.0035940382366618307,1.4700869972994258e-10,0.00037521796868242394,5.4719968817615757e-09,1.5096214913556629e-05,2.2665500515561863e-10,1.7500930898575597e-11,5.5252477069713126e-05,4.097012806683985e-06,0.0074406440763636434,0.0035184957877124373,0.00020331040118115942,1.7107783989567237e-06,1.6557257412068178e-08,3.5955686776663945e-07,2.0617523284781251e-09,2.2752151152059062e-06,9.4530476138305207e-06,4.1896962607053729e-10,0.00012856586342008291,7.6796252722699584e-08,6.4821671019346767e-06,1.0246457903811314e-08,3.3745179281216095e-07,4.2832649116555905e-07,1.1513437914727205e-12
7.041909475988554e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.441008567944767,0.10398318169469407,0.018496608496471917,0.0,0.001715477720027093,0.0065053694511815049,0.00334939274881831,0.00012375598741789603,6.2242319119188147e-13,0.0036012018522623688,1.4856873125845613e-10,0.0003752978011009039,5.5063312276289991e-09,1.5267415314843021e-05,2.2864231222452956e-10,1.7696112827495444e-11,5.5400676928419519e-05,4.1539613463991674e-06,0.0074382329795433305,0.0035125457696137982,0.00020383407074925226,1.7122502248924898e-06,1.6571380526533734e-08,3.602418926814103e-07,2.0785090212736347e-09,2.2890803992556968e-06,9.4863725402803428e-06,4.2232806445493052e-10,0.00012938356152953221,7.7665981553050191e-08,6.5722810461718154e-06,1.0334205846720664e-08,3.3945268474715123e-07,4.3457386288881781e-07,1.1673659170424686e-12
7.080232413826385e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44101567801826996,0.10394808438196694,0.018475559085964488,0.0,0.0017349222512123483,0.0065462747190071398,0.0033778313954433911,0.00012447698307714789,6.3449044670539234e-13,0.0036082931805528642,1.5012719858070941e-10,0.00037537820070947567,5.5404850353118203e-09,1.543867474573457e-05,2.3063431567747917e-10,1.7891981296408491e-11,5.5545523679369513e-05,4.211254277050101e-06,0.0074358261026117433,0.0035064429394281974,0.00020435682403422944,1.7136242058079062e-06,1.6585117168979099e-08,3.6091975306048586e-07,2.0954040223044658e-09,2.3030553515898474e-06,9.5200277383464898e-06,4.2569200426185462e-10,0.00013020150201031549,7.8538258446898746e-08,6.6629400554812904e-06,1.0422119151157108e-08,3.4144166549830003e-07,4.4086227369464916e-07,1.1834857313722353e-12
7.118555351664216e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44102293505051066,0.1039130101126768,0.018454532924165559,0.0,0.001754423584713801,0.0065871891713352639,0.0034063210095055759,0.00012519356451448443,6.4671962429938608e-13,0.0036153128371541844,1.5168394815388299e-10,0.00037545916519040825,5.5744575325437919e-09,1.56099730913716e-05,2.3263098485296205e-10,1.8088529159140538e-11,5.5687027213346598e-05,4.2688895674190974e-06,0.007433423413697092,0.0035001892417500487,0.00020487867726067793,1.7149009090457179e-06,1.6598471388979329e-08,3.6159051646967544e-07,2.1124391193779039e-09,2.3171412469586708e-06,9.5540156692744009e-06,4.2906138501094715e-10,0.00013101969230355356,7.9413027791707061e-08,6.7541409155933971e-06,1.0510196051103891e-08,3.434187058089981e-07,4.4719150590779261e-07,1.1997026793317845e-12
7.156878289502047e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44103033710769918,0.10387795893931796,0.018433529971547458,0.0,0.0017739804547705325,0.0066281131776677934,0.0034348610071943003,0.00012590572211673454,6.591118908486552e-13,0.0036222614315552363,1.5323882871570218e-10,0.00037554069223894309,5.6082479861535104e-09,1.5781290338596281e-05,2.3463228937866428e-10,1.8285749305867157e-11,5.5825197727101207e-05,4.3268651789359034e-06,0.0074310248810436821,0.0034937866144993833,0.00020539964638045807,1.7160809072241091e-06,1.6611447192592799e-08,3.6225424987051668e-07,2.1296161180786691e-09,2.3313393703439842e-06,9.5883388225334831e-06,4.3243614667322151e-10,0.00013183813997051311,8.0290234023282555e-08,6.8458804005916424e-06,1.0598434794314627e-08,3.453837785923352e-07,4.5356134064561305e-07,1.2160162036138611e-12
7.195201227339878e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44103788226282442,0.10384293091382729,0.018412550188869229,0.0,0.0017935915966325146,0.0066690471137492574,0.0034634508094927314,0.00012661344705898077,6.7166841384504899e-13,0.0036291395672056739,1.5479169128540095e-10,0.00037562277956289681,5.6418557013343934e-09,1.5952606579163796e-05,2.3663819916736187e-10,1.8483634663333079e-11,5.5960045716120423e-05,4.3851790660880449e-06,0.0074286304730128852,0.003487236988809378,0.00020591974707641602,1.7171647780857383e-06,1.6624048542989266e-08,3.6291101962967074e-07,2.1469368420273366e-09,2.3456510171540506e-06,9.6229997161676662e-06,4.3581622966555202e-10,0.00013265685268780614,8.1169821632923391e-08,6.9381552735623161e-06,1.0686833642142969e-08,3.4733685888365185e-07,4.5997155786895378e-07,1.2324257448447776e-12
7.233524165177709e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44104556859576438,0.1038079260875743,0.018391593537174761,0.0,0.0018132557467326847,0.0067099913613254498,0.003492089842124031,0.0001273167312873716,6.8439036140074642e-13,0.0036359478416070371,1.5634238916372735e-10,0.00037570542488225562,5.6752800209255845e-09,1.6123902012871325e-05,2.3864868441286057e-10,1.8682178195057655e-11,5.60915819675385e-05,4.4438291768234165e-06,0.0074262401580840994,0.0034805422889159555,0.00020643899476602946,1.7181531043492368e-06,1.66362793610672e-08,3.6356089152817466e-07,2.1644031331414233e-09,2.3600774934189591e-06,9.6580008971463265e-06,4.3920157484524488e-10,0.0001334758382426633,8.2051735174442959e-08,7.0309622872318374e-06,1.0775390869374904e-08,3.4927792379397687e-07,4.6642193643205361e-07,1.248930741692918e-12
7.27184710301554e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4410533941933939,0.10377294451135192,0.018370659977790818,0.0,0.0018329716428561813,0.0067509463079057676,0.0035207775354983211,0.00012801556750225061,6.9727890225186998e-13,0.0036426868464023237,1.578907779320238e-10,0.00037578862592876222,5.7085203247037806e-09,1.629515695060594e-05,2.4066371558597648e-10,1.8881372901527009e-11,5.6219817553185732e-05,4.5028134529452502e-06,0.0074238539048556967,0.0034737044320494823,0.0002069574046049891,1.7190464735631713e-06,1.6648143526060245e-08,3.6420393077054969e-07,2.1820168518992225e-09,2.3746201159864562e-06,9.6933449417156517e-06,4.4259212350468294e-10,0.00013429510452828131,8.2935919271074862e-08,7.1242981845919921e-06,1.0864104764063518e-08,3.5120695246434117e-07,4.7291225413154256e-07,1.2655306309751946e-12
7.310170040853371e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44106135714969064,0.10373798623536738,0.018349749472325119,0.0,0.0018527380243067554,0.006791912346529161,0.0035495133246603626,0.00012870994914159604,7.103352057624114e-13,0.0036493571674640285,1.5943671545041428e-10,0.00037587238044549604,5.741576028685846e-09,1.6466351817312175e-05,2.4268326343055574e-10,1.9081211820373192e-11,5.6344763822773078e-05,4.5621298304995511e-06,0.0074214716820459577,0.0034667253283285214,0.00020747499149071708,1.7198454779624066e-06,1.6659644876133225e-08,3.6484020199377031e-07,2.1997798776063336e-09,2.3892802127183127e-06,9.7290344557506555e-06,4.4598781736605255e-10,0.00013511465953924319,8.3822318622259662e-08,7.2181596995132692e-06,1.0952973627366318e-08,3.5312392602095605e-07,4.7944228775452731e-07,1.2822248477614765e-12
7.348492978691202e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44106945556583943,0.10370305130923345,0.018328861982664413,0.0,0.001872553632070392,0.0068328898755336785,0.003578296649237919,0.00012939987036476823,7.235604419284605e-13,0.0036559593849806835,1.6098006185513363e-10,0.00037595668618644836,5.77444658444213e-09,1.6637467154880612e-05,2.4470729895953417e-10,1.9281688026540683e-11,5.6466432397209846e-05,4.6217762401551423e-06,0.0074190934584939935,0.0034596068806556448,0.00020799177006582375,1.7205507143268461e-06,1.6670787208967874e-08,3.6546976927609596e-07,2.2176941086650181e-09,2.4040591226872721e-06,9.7650720751080555e-06,4.4938859857614398e-10,0.00013593451136701006,8.4710878010314113e-08,7.3125435573464884e-06,1.1041995773384968e-08,3.5502882753124176e-07,4.8601181312578467e-07,1.299012825477042e-12
