Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),CH3OO(77),COX(50),C2H6X(52)
6.7463855215091425e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999714,0.1186699660299626,0.022821567693054223,0.0,1.3776004542587956e-54,4.7114360926233406e-36,1.1115890348971355e-75,1.8467050340601361e-48,1.1814036896022544e-119,6.860106178019099e-22,1.2596445487328936e-101,6.860106174960442e-22,2.9926945068884318e-68,4.3051603771672253e-59,1.1289690476137137e-100,6.8217532591515386e-102,3.4712211963850183e-46,9.3439954683249303e-81,2.7206202198434813e-15,1.3080983786952284e-16,5.0421179244668575e-20,3.7569712186493246e-32,5.0421179245868598e-20,7.3331927729543221e-46,4.6586412454867268e-31,5.3295860868578097e-38,1.7796795563727498e-44,2.5391992675355106e-69,1.7423220557714008e-49,2.307353280842156e-36,9.9933820319040054e-91,1.6504919134267717e-62
1.3498632368406217e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999431,0.11866996602995988,0.022821567693054157,0.0,2.2059557227285578e-53,1.8858022729726773e-35,1.4000812963043664e-73,1.4788617708933277e-47,5.9515118574136916e-117,1.3726172489160681e-21,8.0741851920248762e-100,1.3726172476918075e-21,4.7935122203978397e-67,6.8962727808646399e-58,2.8437692588125477e-98,1.7183369420476222e-99,2.7790875815858575e-45,2.9934345683077833e-79,5.4436041410057073e-15,2.6173332459905046e-16,1.0088616489902455e-19,1.503767566985903e-31,1.0088616490382773e-19,5.871013046254177e-45,1.8646703617497162e-30,4.266907653296271e-37,2.801770718968414e-43,1.5992971362606634e-67,1.3949170511812756e-48,9.2354262629383061e-36,2.5172410743320506e-88,2.6436554544560113e-61
2.7003126062200363e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999886,0.11866996602995444,0.022821567693054025,0.0,3.5309658109349618e-52,7.5456654650402622e-35,1.7775114526144454e-71,1.1836888069135208e-46,3.0222182711725896e-114,2.7458305129816597e-21,5.1714693467020863e-98,2.7458305080830234e-21,7.673782732484112e-66,1.1040453430372917e-56,7.2205413016881944e-96,4.3629850845425721e-97,2.2241146441182453e-44,9.5843635285984921e-78,1.0889571983325025e-14,5.23580298058095e-16,2.0181613620331801e-19,6.0170288924249073e-31,2.0181613622253703e-19,4.6985946500739615e-44,7.461108584930747e-30,3.4148199895579537e-36,4.4462142724375007e-42,1.0152799715771649e-65,1.1163575849762385e-47,3.6953734778589446e-35,6.3914619822645007e-86,4.2321447498554274e-60
5.401211344978866e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319997716,0.11866996602994355,0.022821567693053765,0.0,5.6506947198133163e-51,3.0187575317937742e-34,2.2658604797958423e-69,9.4719086009322991e-46,1.5409768293761673e-111,5.4922570484619482e-21,3.3110180238839594e-96,5.4922570288642132e-21,1.2281383863991363e-64,1.7669860228314007e-55,1.8408293555785697e-93,1.1123142553663573e-94,1.7796295678978563e-43,3.0678562570019479e-76,2.1781507667943119e-14,1.0472742449761421e-15,4.0367607879423097e-19,2.4072032635599841e-30,4.0367607887111963e-19,3.7595894285947389e-43,2.9849279058119119e-29,2.7323701278390191e-35,7.0846217784108447e-41,6.4712851582395736e-64,8.9325568215012038e-47,1.4783900215777437e-34,1.6294610472131429e-83,6.7732689407956307e-59
1.0803008822496526e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995435,0.11866996602992176,0.022821567693053241,0.0,9.0420306027163179e-50,1.2076012898017949e-33,2.8942971270890083e-67,7.5784862548794493e-45,7.8733721819749977e-109,1.0985110148818941e-20,2.1194604763982755e-94,1.0985110070421621e-20,1.9652879752514801e-63,2.8275883143048855e-54,4.7027291253241603e-91,2.8416064906013045e-92,1.423838727975925e-42,9.8185161154200563e-75,4.3565379037097134e-14,2.0946621388120666e-15,8.073959639053611e-19,9.6295959303207362e-30,8.0739596421294087e-19,3.0079568500324013e-42,1.1940672436560037e-28,2.1860961446512508e-34,1.1311902982022135e-39,4.1331152357981668e-62,7.1467239914034626e-46,5.9140413944405294e-34,4.1627507924602084e-81,1.0838700385557085e-57
2.1606603777531842e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319990866,0.1186699660298782,0.022821567693052193,0.0,1.4467982326253294e-48,4.8306017278162842e-33,3.7008190751070694e-65,6.0631727749992171e-44,4.0269188915069439e-106,2.1970816467118595e-20,1.3565855853475599e-92,2.1970816153516551e-20,3.1446740201927549e-62,4.5244693321923119e-53,1.2026325289386103e-88,7.2668620891117664e-90,1.1391248838130181e-41,3.1421453476271144e-73,8.713312177507653e-14,4.1894379264832384e-15,1.6148357338448381e-18,3.8519944786002502e-29,1.6148357350752088e-18,2.4064792781667748e-41,4.7764545845721376e-28,1.7489479223627062e-33,1.808015844632357e-38,2.6424438436350714e-60,5.7176506293696835e-45,2.3657128332192704e-33,1.0645434368968485e-78,1.7343096758720426e-56
4.3213793687602476e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319981734,0.11866996602979106,0.022821567693050097,0.0,2.3149352270630893e-47,1.9322800115017821e-32,4.7344679579702776e-63,4.8506917299503822e-43,2.0606532073371977e-103,4.3942229574060566e-20,8.6825666455855798e-91,4.3942228319626879e-20,5.0316490429943921e-61,7.2394116382458664e-52,3.0770560602810758e-86,1.8592996187070695e-87,9.1132125873080898e-41,1.0055217424620691e-71,1.742686072497207e-13,8.3789895018228716e-15,3.2297152725926598e-18,1.540828633832837e-28,3.2297152775142509e-18,1.925228413693261e-40,1.9106137088343317e-27,1.3991723181152921e-32,2.8912855079610103e-37,1.6902495198126625e-58,4.5742290938048172e-44,9.4630439703085568e-33,2.7237411605381646e-76,2.7749895741226551e-55
8.642817350774375e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319963471,0.11866996602961678,0.022821567693045906,0.0,3.7039408369687231e-46,7.7291987350857318e-32,6.0582212468013173e-61,3.8806147838021053e-42,1.0547226052167632e-100,8.7885057669315181e-20,5.5569767794036119e-89,8.7885052651529383e-20,8.0507749494623831e-60,1.1583261662979936e-50,7.8747895450432732e-84,4.7583121348539635e-85,7.290652126204499e-40,3.2177259428538483e-70,3.4853957819375056e-13,1.6758092652491302e-14,6.4594743455637757e-18,6.1633731850003514e-28,6.4594743652503943e-18,1.5401998807566693e-39,7.6424766051331952e-27,1.1193203703237551e-31,4.6247326491445556e-36,1.0814229109898615e-56,3.6594267324047139e-43,3.7852561824468178e-32,6.9705869841386462e-74,4.4400585878168555e-54
1.7285693314802629e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319926939,0.11866996602926823,0.022821567693037528,0.0,5.9263346113316942e-45,3.0916952700216687e-31,7.75267855232216e-59,3.1045163790448348e-41,5.3988927378537037e-98,1.7577072138530705e-19,3.5565081553795954e-87,1.7577070131406176e-19,1.2881349071665398e-58,1.8533363406640476e-49,2.0154659727437318e-81,1.21783777600115e-82,5.8325491613189228e-39,1.0296813179205757e-68,6.9708152006077649e-13,3.3516298953784814e-14,1.2918992473407887e-17,2.4653585754553277e-27,1.2918992552155222e-17,1.2321654095283859e-38,3.0569614121594024e-26,8.9541238312485341e-31,7.3982177285278197e-35,6.9194643431047447e-55,2.9275588020351111e-42,1.5141102450731679e-31,1.7840450011802935e-71,7.1041539362549959e-53
3.457144524285914e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319853876,0.11866996602857113,0.02282156769302077,0.0,9.4821386135314807e-44,1.2366812936930306e-30,9.9206354430149155e-57,2.4836229110810576e-40,2.7634557502050229e-95,3.5154207891922116e-19,2.2761791071614106e-85,3.5154199863403614e-19,2.0610245731526839e-57,2.9653440642556e-48,5.1581415250519448e-79,3.1167877184246263e-80,4.6660417334088059e-38,3.2949946267402634e-67,1.3941654037106935e-12,6.7032711556198439e-14,2.5838028656703638e-17,9.8614334765955047e-27,2.5838028971697381e-17,9.8573236153644916e-38,1.2227518530395178e-25,7.1625327899306361e-30,1.1835120373975879e-33,4.4272092010361018e-53,2.3420540609749818e-41,6.0564569500797216e-31,4.565869217623606e-69,1.1366694390294435e-51
6.914294909897216e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319707748,0.11866996602717694,0.022821567692987255,0.0,1.517135978668436e-42,4.9467317899638221e-30,1.2692499922175998e-54,1.9869022312207391e-39,1.4142319859768248e-92,7.0308491439476971e-19,1.4567592292411475e-83,7.0308459325362324e-19,3.2976462606337689e-56,4.7445371245980872e-47,1.3198702589179558e-76,7.9752666278453365e-78,3.7328206208563095e-37,1.0544005754375643e-65,2.7883331706739875e-12,1.3406553676033211e-13,5.1676100733725261e-17,3.9445576831784341e-26,5.1676101993730766e-17,7.8858243392195994e-37,4.8907270822619644e-25,5.7287750118671249e-29,1.893154909763545e-32,2.8320903028009848e-51,1.8736461411221257e-40,2.4225863144438381e-30,1.1683183963665869e-66,1.8186749291901541e-50
1.3828595681119819e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319415498,0.11866996602438855,0.022821567692920222,0.0,2.4273919399560725e-41,1.9786942340402967e-29,1.6232064366514819e-52,1.5895233126569573e-38,7.2344963123256385e-90,1.4061710669767362e-18,9.3232757934007445e-82,1.4061697824113508e-18,5.2762394638116473e-55,7.5911907342810134e-46,3.3758919485822536e-74,2.0398700555551835e-75,2.9862294265091695e-36,3.3740854451949241e-64,5.5766687032544149e-12,2.6813118716582511e-13,1.03352243729489e-16,1.5778074980572751e-25,1.0335224876974492e-16,6.308590149108055e-36,1.9560628748193793e-24,4.5810089003283482e-28,3.027710197893948e-31,1.8109324929764484e-49,1.498918205168123e-39,9.6903550502113757e-30,2.9882575607992488e-64,2.9098828820270812e-49
2.7657197223565027e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756318830999,0.11866996601881177,0.022821567692786156,0.0,3.8837404732138567e-40,7.9147815318052207e-29,2.0740914813639918e-50,1.2716192079764347e-37,3.6976400869535003e-87,2.8123452986640684e-18,5.9669044254657667e-80,2.812340160401019e-18,8.4419871536826773e-54,1.2145664769001289e-44,8.627285126208631e-72,5.2130046160887083e-73,2.3889375721778511e-35,1.0797078755378725e-62,1.115333976303063e-11,5.36262487965714e-13,2.0670452508789876e-16,6.3110993754348454e-25,2.0670454525078434e-16,5.0467555917569668e-35,7.8224209723918463e-24,3.6615886071298043e-27,4.840178103612816e-30,1.1569736839267735e-47,1.1991352974940555e-38,3.8761461574589128e-29,7.6366462691523146e-62,4.6558147960628833e-48
5.531440030845544e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756317661996,0.11866996600765822,0.022821567692518023,0.0,6.2137038508973182e-39,3.1659147785311283e-28,2.6456543507860184e-48,1.0172955043670432e-36,1.8866626053714573e-84,5.6247014681316224e-18,3.818824649520663e-78,5.6246809150772106e-18,1.3507181548419731e-52,1.9432277829692581e-43,2.2009607400458226e-69,1.3299222138763864e-70,1.911075448331343e-34,3.4550657760374408e-61,2.2306681861044497e-11,1.0725250895211028e-12,4.1340906927224921e-16,2.5243340591854514e-24,4.1340914993862771e-16,4.0372157943405111e-34,3.127503436162776e-23,2.9241303046414903e-26,7.7311000221070303e-29,7.3789194340655841e-46,9.5930887740186985e-38,1.5504610335675313e-28,1.948223988610779e-59,7.4493047449486364e-47
1.1062880647823627e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756315323994,0.11866996598535112,0.022821567691981761,0.0,9.941024402518611e-38,1.2663673404058944e-27,3.3631209832146565e-46,8.1383632244081884e-36,9.5933980719576491e-82,1.1249444631432737e-17,2.4440592478876208e-76,1.1249362419217006e-17,2.1611488617924295e-51,3.108911604045487e-42,5.5957408154782464e-67,3.3812050380740607e-68,1.5287405719755101e-33,1.1056209619155566e-59,4.4613365970917971e-11,2.1450502924543258e-12,8.268180835110875e-16,1.0096488401132762e-23,8.2681840629533148e-16,3.2294698861366462e-33,1.2498306496884106e-22,2.3311126592151954e-25,1.2327814996049314e-27,4.6898647697684829e-44,7.6744791055661195e-37,6.2018632203052683e-28,4.9531367283157508e-57,1.1918886283770892e-45
2.2125761881779792e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756310647984,0.11866996594073692,0.022821567690909237,0.0,1.5902751713027093e-36,5.0654801621400244e-27,4.2459779874793735e-44,6.5106880753616357e-35,4.8449063169341801e-79,2.2499054255454761e-17,1.564208754073495e-74,2.249872540664626e-17,3.4578368968025037e-50,4.9734487262671603e-41,1.4129755601462195e-64,8.5378498321670311e-66,1.2228006724648018e-32,3.537985798699083e-58,8.9226733846047936e-11,4.2901006976105568e-12,1.6536358154694256e-15,4.0379167702343334e-23,1.6536371075616307e-15,2.5830912645732375e-32,4.9899807068701662e-22,1.8518911519363332e-24,1.9591426324950812e-26,2.9603421518107666e-42,6.1395953385402923e-36,2.4807602612140805e-27,1.2506899113864663e-54,1.9070210079054369e-44
4.425152434969212e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675630129597,0.1186699658515085,0.022821567688764186,0.0,2.5435165660079938e-35,2.0262005406288692e-26,5.2885668079407875e-42,5.2085459707013995e-34,2.4140202685959838e-76,4.4998766692823739e-17,1.0011072963824699e-72,4.4997451298103414e-17,5.5325343826705764e-49,7.9549268416007967e-40,3.5200471682806681e-62,2.1269742640117627e-63,9.7793375352317648e-32,1.1321545205303659e-56,1.7845346821783982e-10,8.5802015050821938e-12,3.3072700933096389e-15,1.6146239951390587e-22,3.307275269395335e-15,2.0656978015299163e-31,1.9885576244439849e-21,1.461053370125748e-23,3.0927310154761899e-25,1.8434227552661941e-40,4.9116951197472392e-35,9.9231602379794411e-27,3.1156453785019811e-52,3.0512307575452627e-43
6.637728681760445e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756291943957,0.11866996576228009,0.022821567686619134,0.0,9.3602560187284139e-35,4.3056885273783221e-26,3.4275419133315002e-41,1.5462863138610421e-33,2.0374485787508663e-75,6.74989723191607e-17,5.6839861815987015e-72,6.7496177106159219e-17,2.0930692736582604e-48,3.0323675496597e-39,2.6242043976310088e-61,1.5856647845420369e-62,2.7957755824828557e-31,5.281474140643305e-56,2.6768020121116371e-10,1.2870302309713008e-11,4.9609031850742863e-15,3.4302791948488439e-22,4.9609141956925406e-15,5.9053317614744618e-31,4.2148122073679377e-21,4.1445149974605429e-23,1.1310020800280984e-24,1.018565251134668e-39,1.4044409004328239e-34,2.1086890403891271e-26,2.3226999507281563e-51,1.1543420467284507e-42
1.1062881175342912e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675627323993,0.11866996558382328,0.022821567682329034,0.0,7.1974657242459097e-34,1.1904049672003024e-25,1.4712083053230159e-39,7.2431181441732296e-33,2.7263375705205123e-73,1.1250135632488918e-16,1.5280674104812512e-70,1.1249362838866548e-16,1.6518687244318465e-47,2.492079183766164e-38,1.976841923679832e-59,1.1944978007297285e-60,1.2841356040548593e-30,7.0775066678613778e-55,4.4613366168393992e-10,2.145050390761184e-11,8.2681646243084504e-15,9.4780374028483658e-22,8.2681951481094497e-15,2.7121049068280278e-30,1.1575926373052055e-20,1.859856884996401e-22,8.5060414925087691e-24,2.524609943473834e-38,6.4543307820556084e-34,5.83002962175732e-26,1.7496053830266162e-49,9.1101677157161247e-42
1.5032854374591162e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675625645983,0.11866996542372286,0.022821567678480221,0.0,1.9737267883960331e-33,2.1159938696872923e-25,6.8574254789103841e-39,1.6667499438433732e-32,1.4843870296098195e-72,1.5287629576162263e-16,6.5946245084421399e-70,1.5286255910922642e-16,4.6171478418838899e-47,7.2379896546880713e-38,1.0051758216436735e-58,6.073726754311049e-60,2.8815294854182513e-30,2.336420401907537e-54,6.0623106778167437e-10,2.9148130237293132e-11,1.1235231284283292e-14,1.6840871184583205e-21,1.1235285639341922e-14,6.0854552959334845e-30,2.0487175369639306e-20,4.1202494102282883e-22,2.309218344993102e-23,1.0572198137757353e-37,1.4487559801257167e-33,1.036321412564899e-25,8.8962224342544328e-49,2.5463880721619246e-41
1.900282757383941e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756239679742,0.11866996526362245,0.022821567674631407,0.0,4.438910890815296e-33,3.3002383724877537e-25,2.364813534128762e-38,3.2053787110969152e-32,6.7714783726982528e-72,1.9325291398722199e-16,1.994208181684816e-69,1.9323148954589251e-16,1.0558549523288727e-46,1.653516997138381e-37,4.0087652224076565e-58,2.422277108959252e-59,5.4385955920383045e-30,6.2713880602463537e-54,7.6632846918715845e-10,3.6845756557304924e-11,1.4202293906921156e-14,2.625547973190467e-21,1.420237883842068e-14,1.1484968114790194e-29,3.1812916212072504e-20,7.6729059721918355e-22,5.1355473345588926e-23,3.1022978258709549e-37,2.7352555749588958e-33,1.6163279166428421e-25,3.5478455111354186e-48,5.8231105633884457e-41
2.2972800773087656e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756222899648,0.11866996510352205,0.022821567670782594,0.0,8.5208094205014355e-33,4.7283591044048044e-25,6.5669943365693261e-38,5.4452988511075264e-32,2.27490677778937e-71,2.3363111505589223e-16,5.1705933108369281e-69,2.3360041971488857e-16,2.0569152558242261e-46,3.2655772411931339e-37,1.2262059580833658e-57,7.4092884768572868e-59,9.0803948620527666e-30,1.3858631276009665e-53,9.2642586616855739e-10,4.4543382868200314e-11,1.7169352722963357e-14,3.7602605556126109e-21,1.7169474621807133e-14,1.9174437784950505e-29,4.5389249912488701e-20,1.2652368221653023e-21,9.7580991434914519e-23,7.8220316620918708e-37,4.5682013388137436e-33,2.3157865784209394e-25,1.085200404057296e-47,1.1344024137263251e-40
3.0912747171584155e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756189339454,0.11866996478332126,0.022821567663084966,0.0,2.1990502620302364e-32,8.140371904627391e-25,3.0660837727695792e-37,1.2025525669363772e-31,1.331627163171608e-70,3.1439112428543891e-16,2.2805371941732928e-68,3.1433827944289485e-16,5.4521878288607343e-46,9.113653906267392e-37,6.4068142892999573e-57,3.8712809992312537e-58,1.9354299400207123e-29,4.351334341761564e-53,1.2466206500494277e-09,5.993863546921679e-11,2.3103461680315133e-14,6.4695064225484182e-21,2.3103672169107203e-14,4.0865299140350029e-29,7.759696115437186e-20,2.6431909642022304e-21,2.478169789834999e-22,3.2770765259828661e-36,9.7415331316352198e-33,3.9869328719553721e-25,5.6699359008038908e-47,3.0069174197632571e-40
3.885269357008065e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756155779272,0.11866996446312048,0.022821567655387339,0.0,4.6515041374587251e-32,1.2454140205409399e-24,9.9895015751965921e-37,2.2515085400162231e-31,5.2069078713158139e-70,3.9515698605143818e-16,6.8548568228089786e-68,3.9507613818119303e-16,1.1817093110678267e-45,2.0380544553145216e-36,2.3003514715903181e-56,1.3899735720505105e-57,3.5155418183870888e-29,1.0753303406630638e-52,1.5668154175722686e-09,7.5333888036526986e-11,2.9037556562843458e-14,9.8916160248089445e-21,2.9037879540283689e-14,7.4221727732472161e-29,1.1791154613155489e-19,4.7112368561098432e-21,5.1659202554299674e-22,9.4722532517726098e-36,1.7702713562281384e-32,6.0997900223052129e-25,2.0357372024880655e-46,6.517203831360792e-40
