Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25)
5.170072401885887e-07,0.09977366400000001,0.80000000000000004,0.0,0.24956139019004081,0.096074501106372862,0.081812889945625841,4.5421256453750797e-13,0.00024538102401270049,9.4305921918457583e-06,0.00011933960499442037,5.5813851442329481e-08,8.8142568292275315e-09,3.9426909275015624e-05,2.9880348403379213e-13,7.5793441202314077e-10,3.9453826180480446e-10,8.8722393558699601e-07,4.5596006497291499e-14,4.1375260896196418e-18,1.4459892748334405e-08,1.0200740391015628e-11,0.0037648602166010835,0.036008170735143716,7.7187991912568177e-07,4.0660665853036937e-07,7.9225532701631837e-06,1.1612298377025503e-08,2.6727317593554144e-11,6.4029011163577624e-08,2.7723727802125851e-08,2.6601846047877857e-11
5.193771967147742e-07,0.09977366400000001,0.80000000000000004,0.0,0.24943385060306636,0.096075288954629801,0.081746765928192897,4.6251795574347806e-13,0.00024727578627912084,9.4186246850487692e-06,0.00012021797299097177,5.6487337793558625e-08,8.9062772807898399e-09,3.9657206622931394e-05,3.0728003029552278e-13,7.5922323525830424e-10,4.0124937372057932e-10,8.959308430432109e-07,4.6570633503527912e-14,4.2718046477097356e-18,1.4538852493899026e-08,1.0427792780783995e-11,0.0037629516253999064,0.036137636032027499,7.7404362128054893e-07,4.0725802274184261e-07,7.9027871236305618e-06,1.1690584428701998e-08,2.6737830186727355e-11,6.3818937804070173e-08,2.7687712957548407e-08,2.6765483587336364e-11
5.217471532409597e-07,0.09977366400000001,0.80000000000000004,0.0,0.24930655529661266,0.096076071282861372,0.08168076279333697,4.7092985646368807e-13,0.00024917462121905597,9.4065350772379033e-06,0.00012109834719413817,5.716583893785113e-08,8.9987589168819532e-09,3.9887483353246784e-05,3.1595057255677748e-13,7.6053799209626518e-10,4.080375816159668e-10,9.0467600638914831e-07,4.7560781004987386e-14,4.4097306853202911e-18,1.4617720724443233e-08,1.0658698856486576e-11,0.0037610465244977413,0.036266853449958503,7.7620092090582511e-07,4.0790559869317711e-07,7.8831375894363387e-06,1.1768951333651094e-08,2.6748565025068852e-11,6.3610327660455458e-08,2.7651865141725674e-08,2.6929311441141735e-11
5.241171097671451e-07,0.09977366400000001,0.80000000000000004,0.0,0.24917950351202175,0.096076848113030383,0.081614880171199874,4.7944901734551415e-13,0.00025107750741890545,9.3943262137507567e-06,0.00012198071873220017,5.7849368056569276e-08,9.0917009583953168e-09,4.0117736808892235e-05,3.248184468462386e-13,7.6187871657252114e-10,4.1490330134373599e-10,9.1345934985579259e-07,4.8566606203152976e-14,4.5513830542150914e-18,1.4696496768991296e-08,1.0893502800090261e-11,0.0037591449034976481,0.036395823758982822,7.7835184714593674e-07,4.0854942011819487e-07,7.8636036313749524e-06,1.1847398241637299e-08,2.675951808724711e-11,6.340316525549001e-08,2.7616182771913171e-08,2.7093327998161373e-11
5.26250070640712e-07,0.09977366400000001,0.80000000000000004,0.0,0.24906536449273201,0.096077542577391775,0.081555688545243504,4.8720859005982309e-13,0.00025279355125285209,9.383238585802744e-06,0.00012277655354419188,5.8468854026749802e-08,9.175741795186498e-09,4.0324942849028095e-05,3.329710395778633e-13,7.6310759698392963e-10,4.2114906432767681e-10,9.2139694038425459e-07,4.9485383663985547e-14,4.6821223695653596e-18,1.4767315845341016e-08,1.1108195734636188e-11,0.0037574364113556052,0.036511686392708402,7.8028225542861537e-07,4.0912567682112893e-07,7.846121039802329e-06,1.1918068164975763e-08,2.6769559159861499e-11,6.3217944302080006e-08,2.7584208807932772e-08,2.7241102917633679e-11
5.281697354269222e-07,0.09977366400000001,0.80000000000000004,0.0,0.2489628070500422,0.096078163815849965,0.08150249906689741,4.9426746082249632e-13,0.00025434076895678695,9.373180726567607e-06,0.00012349417672850272,5.902989048186787e-08,9.2516963856361359e-09,4.0511408784371247e-05,3.4044942385290067e-13,7.6423161260900829e-10,4.2682446789247639e-10,9.2856711544261561e-07,5.0323345522648753e-14,4.802472833713975e-18,1.4830988324099049e-08,1.130417650115802e-11,0.0037559011650487523,0.036615792618831113,7.8201524633595574e-07,4.0964175056779409e-07,7.8304654293682498e-06,1.1981725415267715e-08,2.6778742178207702e-11,6.3052228443141388e-08,2.7555544815703444e-08,2.7374228965533167e-11
5.300894002131323e-07,0.09977366400000001,0.80000000000000004,0.0,0.24886040804399998,0.09607878148567639,0.081449388004520035,5.0139803990980597e-13,0.0002558906071246536,9.3630495260916306e-06,0.00012421309474759895,5.9594249027705568e-08,9.3279516496463633e-09,4.0697854829821817e-05,3.4806333060435184e-13,7.6537271780316177e-10,4.3255146191577275e-10,9.3576220587856683e-07,5.1171874745218016e-14,4.9254124322214932e-18,1.4894599166327955e-08,1.1502793995019907e-11,0.0037543681835609179,0.03671973807491672,7.8374410676999035e-07,4.1015541957434119e-07,7.8148838444950744e-06,1.2045433669165566e-08,2.6788061450648599e-11,6.2887435642870864e-08,2.7526986635464546e-08,2.7507475993445147e-11
5.320090649993425e-07,0.09977366400000001,0.80000000000000004,0.0,0.24875816707776457,0.096079395598307957,0.081396355164583434,5.0860072637072349e-13,0.00025744305467067646,9.3528464058444107e-06,0.00012493330297845673,6.0161936552143283e-08,9.4045071655794569e-09,4.088427963427738e-05,3.5581460403003546e-13,7.6653092588897155e-10,4.3833026477650269e-10,9.4298217149908518e-07,5.2031055873449134e-14,5.0509854807970676e-18,1.4958148038455787e-08,1.170407215176619e-11,0.0037528374614492236,0.036823523163754188,7.8546885180384742e-07,4.1066670097273232e-07,7.7993757568124054e-06,1.2109192489549909e-08,2.6797514973069811e-11,6.2723558095283105e-08,2.749853347017898e-08,2.7640843165664825e-11
5.335211277237266e-07,0.09977366400000001,0.80000000000000004,0.0,0.24867774592533912,0.096079876819537197,0.081354637723644652,5.1432509584395843e-13,0.00025866770123511508,9.3447599951028431e-06,0.00012550149488968083,6.0611435339799233e-08,9.4650187779561066e-09,4.1031105064852605e-05,3.6201798014373025e-13,7.6745526121144554e-10,4.4291867388408362e-10,9.4868661020388469e-07,5.2715362123785009e-14,5.151779034309932e-18,1.5008159745537931e-08,1.1864501909686165e-11,0.0037516333444327305,0.036905158940769303,7.8682449441941847e-07,4.110677521994431e-07,7.7872119013092539e-06,1.21594487288429e-08,2.680505445231466e-11,6.259511595773386e-08,2.7476195180371371e-08,2.7745976556052277e-11
5.350331904481107e-07,0.09977366400000001,0.80000000000000004,0.0,0.24859742238665092,0.096080355846402149,0.081312968600188829,5.2009464508902115e-13,0.00025989395452390553,9.3366305104015152e-06,0.00012607048218303535,6.1063007106147556e-08,9.5257162038235093e-09,4.117791583874727e-05,3.6830865190744916e-13,7.6839022084555779e-10,4.4753946775066177e-10,9.5440643752860624e-07,5.3406371174469331e-14,5.2542564379818452e-18,1.5058132642480374e-08,1.2026609109351039e-11,0.0037504306231792243,0.036986695666607998,7.8817760032178685e-07,4.1146734083412168e-07,7.7750930666468311e-06,1.2209735860882796e-08,2.6812675037831049e-11,6.2467233124768851e-08,2.7453921174566109e-08,2.7851183569232737e-11
5.365452531724948e-07,0.09977366400000001,0.80000000000000004,0.0,0.24851719626959898,0.096080832684424397,0.081271347700516319,5.2590956912268837e-13,0.00026112180920331314,9.3284586210521911e-06,0.00012664026262565077,6.1516655182840122e-08,9.586599235039617e-09,4.1324711313006e-05,3.7468754171582675e-13,7.6933581001966498e-10,4.5219275231114565e-10,9.6014163385679401e-07,5.4104124624178334e-14,5.3584400747978363e-18,1.5108066572738976e-08,1.2190405580271615e-11,0.0037492292950526704,0.03706813353624807,7.8952817675925202e-07,4.118654750277273e-07,7.763019000919187e-06,1.2260053676245058e-08,2.6820375789467811e-11,6.2339905901738319e-08,2.7431711073782248e-08,2.7956463801485933e-11
5.380573158968789e-07,0.09977366400000001,0.80000000000000004,0.0,0.24843706738261576,0.096081307339105984,0.081229774931182677,5.3177006295905778e-13,0.00026235125996384165,9.3202449890970807e-06,0.00012721083399232076,6.1972382891435873e-08,9.6476676628667652e-09,4.14714908496773e-05,3.8115557820807721e-13,7.7029203360109459e-10,4.5687863326796594e-10,9.6589217957998616e-07,5.4808664153686591e-14,5.4643525437774231e-18,1.5157961381630119e-08,1.2355903190680289e-11,0.0037480293574239862,0.037149472744125278,7.9087623094665809e-07,4.1226216286258084e-07,7.7509894540538654e-06,1.2310401966687797e-08,2.6828155771170989e-11,6.221313062098509e-08,2.7409564505538954e-08,2.8061816853548086e-11
5.394181723488246e-07,0.09977366400000001,0.80000000000000004,0.0,0.24836503435813731,0.096081732666094793,0.081192400513195248,5.3708363076856376e-13,0.00026345912592878168,9.3128175717910681e-06,0.00012772502262941486,6.2384318651586964e-08,9.7027875890186407e-09,4.1603578282780732e-05,3.87053804029079e-13,7.7116173098002199e-10,4.6112388322299146e-10,9.7108077826381969e-07,5.5448586343322189e-14,5.561170770486533e-18,1.5202833134502298e-08,1.2506315354541464e-11,0.0037469506002664951,0.03722259383567323,7.9208732912793987e-07,4.1261795190929615e-07,7.7402007202832056e-06,1.2355741313141486e-08,2.6835224731206504e-11,6.2099501760683202e-08,2.7389686608470831e-08,2.815669653307679e-11
5.407790288007704e-07,0.09977366400000001,0.80000000000000004,0.0,0.24829307979636997,0.096082156233002036,0.081155064937534827,5.424344102334644e-13,0.0002645682766014295,9.3053573459519452e-06,0.00012823984850730889,6.2797944003074822e-08,9.7580573638808199e-09,4.1735651835628313e-05,3.9302568173405583e-13,7.7204004893847319e-10,4.6539569841674812e-10,9.7628177979859002e-07,5.6094069584762732e-14,5.6594246139026744e-18,1.5247672965086196e-08,1.2658123792269649e-11,0.003745872965381473,0.037295635309232543,7.9329639531636854e-07,4.1297258170903287e-07,7.7294476659326287e-06,1.2401105026599544e-08,2.6842356451915407e-11,6.1986314386812469e-08,2.7369859602574204e-08,2.8251634584821581e-11
5.420037996075215e-07,0.09977366400000001,0.80000000000000004,0.0,0.24822838766187688,0.09608253594163077,0.081121496073759902,5.4728204520600937e-13,0.00026556760747360145,9.2986154781613291e-06,0.00012870373531049866,6.3171653404123949e-08,9.8079281551483178e-09,4.1854505789601082e-05,3.9846391423436918e-13,7.7283790803642355e-10,4.6926310865900363e-10,9.8097327381734819e-07,5.6679784452732473e-14,5.7490945135275001e-18,1.5288001428968065e-08,1.279595241690505e-11,0.0037449040519556115,0.03736130467828952,7.943828218221681e-07,4.1329076213669331e-07,7.719800275295947e-06,1.2441953079062972e-08,2.6848828115510071e-11,6.188482106673091e-08,2.7352058591107863e-08,2.8337128501918099e-11
5.432285704142727e-07,0.09977366400000001,0.80000000000000004,0.0,0.24816375886918265,0.096082914230695593,0.081087958568354351,5.52160040386974e-13,0.00026656797308917895,9.2918477523433797e-06,0.00012916813580983404,6.3546735063969342e-08,9.8579200875771739e-09,4.1973347802776128e-05,4.0396286948820469e-13,7.7364275400245688e-10,4.7315215448159355e-10,9.8567479217695681e-07,5.7270050830115335e-14,5.8399534137205465e-18,1.5328303868893988e-08,1.2934925479134481e-11,0.0037439360446459443,0.037426909772959212,7.9546761038693521e-07,4.1360801241664227e-07,7.7101815109373541e-06,1.2482820639506036e-08,2.6855349603845423e-11,6.1783681349748189e-08,2.7334298395596068e-08,2.8422669258562271e-11
5.444533412210239e-07,0.09977366400000001,0.80000000000000004,0.0,0.2480991933177476,0.096083291103074092,0.081054452372264385,5.5706849939574185e-13,0.00026756937068357487,9.2850545033997844e-06,0.00012963304884089325,6.3923190723629429e-08,9.9080330488614602e-09,4.2092177547887297e-05,4.0952305608564441e-13,7.7445458860153643e-10,4.7706289149556566e-10,9.9038632447736535e-07,5.7864891060868308e-14,5.9320138508190864e-18,1.5368580207008005e-08,1.3075049378577589e-11,0.0037429689420717918,0.037492450695284889,7.9655076476552777e-07,4.1392433669637188e-07,7.7005912442277922e-06,1.2523707600108392e-08,2.6861920444593919e-11,6.1682893360415979e-08,2.7316578823270967e-08,2.8508256645749352e-11
5.456781120277751e-07,0.09977366400000001,0.80000000000000004,0.0,0.24803469090725724,0.096083666561635667,0.081020977436543878,5.6200752584609382e-13,0.00026857179750226388,9.2782360632803683e-06,0.00013009847324246384,6.4301022119786925e-08,9.9582669264580945e-09,4.221099469973859e-05,4.1514498533621667e-13,7.7527341345861693e-10,4.8099537520990025e-10,9.9510786032249015e-07,5.8464327522907995e-14,6.0252884569610179e-18,1.5408830366214914e-08,1.3216330531324629e-11,0.0037420027428554147,0.03755792754708099,7.9763228869867546e-07,4.1423973909699527e-07,7.6910293472857436e-06,1.2564613853543136e-08,2.6868540169217783e-11,6.1582455237492075e-08,2.7298899685848539e-08,2.8593890456249776e-11
5.469028828345263e-07,0.09977366400000001,0.80000000000000004,0.0,0.24797025153762151,0.096084040609241486,0.080987533712354273,5.6697722334555404e-13,0.00026957525080072793,9.2713927610086899e-06,0.00013056440785653487,6.4680230984790198e-08,1.0008621607589649e-08,4.2329798935191984e-05,4.2082917127346007e-13,7.760992300608131e-10,4.8494966103122673e-10,9.998393893202875e-07,5.9068382627904524e-14,6.1197899605039669e-18,1.5449054270174492e-08,1.3358775369906567e-11,0.0037410374456220024,0.037623340429933844,7.9871218591319884e-07,4.1455422371394055e-07,7.6814956929741126e-06,1.2605539292980654e-08,2.6875208313225146e-11,6.148236513156499e-08,2.7281260796280313e-08,2.8679570483625842e-11
5.481276536412775e-07,0.09977366400000001,0.80000000000000004,0.0,0.24790587510897402,0.096084413248744574,0.080954121150964037,5.7197769549474468e-13,0.00027057972784440298,9.2645249227073076e-06,0.00013103085152828522,6.5060819046654715e-08,1.0059096979247114e-08,4.2448589933155356e-05,4.2657613065944249e-13,7.7693203975952207e-10,4.8892580426354416e-10,1.0045809010828245e-06,5.9677078821075877e-14,6.2155311864444185e-18,1.548925184329567e-08,1.3502390343265073e-11,0.0037400730489996641,0.037688689445202372,7.9979046012222513e-07,4.1486779461709691e-07,7.6719901548928473e-06,1.2646483812090636e-08,2.6881924416961808e-11,6.1382621208189703e-08,2.7263661965603286e-08,2.8765296520851317e-11
5.493524244480286e-07,0.09977366400000001,0.80000000000000004,0.0,0.24784156152167183,0.096084784482989891,0.080920739703748676,5.7700904588674054e-13,0.00027158522590862484,9.2576328716228441e-06,0.00013149780310606793,6.5442788029065007e-08,1.0109692928192637e-08,4.2567367374570436e-05,4.3238638298924763e-13,7.777718437725123e-10,4.9292386010794585e-10,1.0093323852263567e-06,6.0290438580982448e-14,6.3125250568367937e-18,1.5529423010730967e-08,1.3647181916722444e-11,0.0037391095516194255,0.03775397469401872,8.0086711502519443e-07,4.1518045585063993e-07,7.6625126073773833e-06,1.2687447305026762e-08,2.688868802403601e-11,6.1283221644798975e-08,2.7246103009047974e-08,2.885106836277724e-11
5.505771952547798e-07,0.09977366400000001,0.80000000000000004,0.0,0.24777731067629413,0.096085154314814181,0.080887389322190043,5.8207137810642898e-13,0.00027259174227857783,9.2507169281508157e-06,0.0001319652614414016,6.5826139651376037e-08,1.016040934096227e-08,4.2686130942400949e-05,4.3826045049543277e-13,7.7861864318598465e-10,4.9694388366234781e-10,1.0140938313713953e-06,6.090848441932165e-14,6.4107845912124863e-18,1.5569567698370765e-08,1.3793156571951417e-11,0.0037381469521152151,0.037819196277288906,8.0194215430783234e-07,4.1549221143378007e-07,7.6530629254942875e-06,1.2728429666430299e-08,2.6895498681717488e-11,6.1184164628979244e-08,2.7228583744180907e-08,2.8936885805551682e-11
5.51801966061531e-07,0.09977366400000001,0.80000000000000004,0.0,0.24771312247364222,0.096085522747046292,0.08085406995787639,5.8716479572987238e-13,0.00027359927424924091,9.2437774098602763e-06,0.00013243322538895568,6.6210875628615145e-08,1.0211246103868666e-08,4.2804880321620625e-05,4.441988581524565e-13,7.7947243895660638e-10,5.0098592992121891e-10,1.0188652291427812e-06,6.1531238880722567e-14,6.5103229069988169e-18,1.5609685832837781e-08,1.3940320806944941e-11,0.0037371852491238596,0.037884354295693569,8.0301558164230155e-07,4.1580306536074287e-07,7.6436409850286686e-06,1.2769430791435145e-08,2.690235594268078e-11,6.1085448366359238e-08,2.7211103985732532e-08,2.9022748644090375e-11
5.530267368682822e-07,0.09977366400000001,0.80000000000000004,0.0,0.2476489968147384,0.096085889782506956,0.0808207815625019,5.9228940232367247e-13,0.00027460781912533625,9.2368146315182542e-06,0.00013290169380653758,6.6596997671483608e-08,1.0262203103003784e-08,4.2923615199201493e-05,4.5020213368107691e-13,7.8033323191351448e-10,5.0505005377531574e-10,1.0236465681697555e-06,6.2158724542541031e-14,6.6111532199379369e-18,1.5649777341481504e-08,1.4088681135985852e-11,0.0037362244412850777,0.037949448849688538,8.0408740068739073e-07,4.1611302160051278e-07,7.6342466624867023e-06,1.2810450575648878e-08,2.6909259362535216e-11,6.0987071073956506e-08,2.7193663552713499e-08,2.9108656675263293e-11
5.541290305943582e-07,0.09977366400000001,0.80000000000000004,0.0,0.24759133711500236,0.09608621892250685,0.080790848445268168,5.9692830041742297e-13,0.00027551637332813008,9.2305285015825019e-06,0.00013332374576273805,6.6945694006588313e-08,1.0308167109880218e-08,4.3030463933006486e-05,4.556609820647763e-13,7.8111392875307851e-10,5.0872668687134815e-10,1.027958264499728e-06,6.2727525500929867e-14,6.7030161615162139e-18,1.5685836874717607e-08,1.4223233489690975e-11,0.0037353604784636707,0.038007979769059896,8.0505066575373682e-07,4.1639121795477517e-07,7.6258152840370186e-06,1.2847384249170795e-08,2.6915511541319991e-11,6.0898819860693074e-08,2.7178000639409787e-08,2.9186012376823017e-11
5.552313243204343e-07,0.09977366400000001,0.80000000000000004,0.0,0.2475337279238646,0.096086546935445272,0.080760940338766699,6.0159262094336952e-13,0.0002764257438577611,9.2242240092837093e-06,0.00013374620458876486,6.7295515678029211e-08,1.035422833231542e-08,4.3137300443134046e-05,4.6117319169247433e-13,7.8190029431224826e-10,5.1242128706552976e-10,1.0322779972960888e-06,6.330019355023244e-14,6.7959461791484227e-18,1.5721874730824516e-08,1.4358764741111473e-11,0.0037344972386287637,0.038066459436364122,8.0601263370683817e-07,4.1666869323687637e-07,7.6174060876328825e-06,1.288433287705959e-08,2.6921800433542023e-11,6.0810840492711617e-08,2.7162369302499434e-08,2.9263404373166117e-11
5.563336180465103e-07,0.09977366400000001,0.80000000000000004,0.0,0.24747616916962742,0.096086873823362007,0.08073105720800143,6.0628243937940727e-13,0.00027733592876940961,9.2179013783611503e-06,0.00013416906945843511,6.764646392392695e-08,1.0400386686822481e-08,4.3244124505492025e-05,4.6673915299574243e-13,7.826923289382701e-10,5.1613389415670967e-10,1.0366057590079708e-06,6.3876745216520345e-14,6.8899531130420784e-18,1.5757890858328247e-08,1.4495279672882986e-11,0.0037336347207946783,0.038124887924369223,8.0697330718629527e-07,4.1694545028949781e-07,7.609018984721892e-06,1.2921296384203187e-08,2.6928125723230939e-11,6.0723131695865908e-08,2.7146769413494503e-08,2.9340832517988411e-11
5.573256823999787e-07,0.09977366400000001,0.80000000000000004,0.0,0.24742440935522139,0.096087167062275256,0.080704183715698347,6.1052513906119561e-13,0.00027815578988417357,9.2121956854943411e-06,0.0001345499943272524,6.7963281587418882e-08,1.0442012184686964e-08,4.3340255334592298e-05,4.7179480000362194e-13,7.8341000737727831e-10,5.194906692741054e-10,1.0405076030331063e-06,6.4398975884393851e-14,6.9754883026987353e-18,1.5790286752956032e-08,1.4618988119577437e-11,0.0037328590712415585,0.038177429865298228,8.0783680871754461e-07,4.171939198876762e-07,7.6014894092232999e-06,1.2954576200566005e-08,2.6933849344436934e-11,6.0644424067903627e-08,2.7132756295694951e-08,2.9410548634894807e-11
5.583177467534472e-07,0.09977366400000001,0.80000000000000004,0.0,0.24737269028468017,0.096087459393048635,0.080677330400035205,6.1478860819316717e-13,0.00027897630766917465,9.2064756407391019e-06,0.00013493124682443158,6.8281013675402481e-08,1.048371623073767e-08,4.3436375738961682e-05,4.7689459076620628e-13,7.8413227812058059e-10,5.2286209107600584e-10,1.044415938865838e-06,6.4924377762080444e-14,7.0619110841996436e-18,1.5822664969222728e-08,1.4743500731365277e-11,0.0037320840049963147,0.038229930462661495,8.0869926576838601e-07,4.1744181206037812e-07,7.5939775941932839e-06,1.2987867954218482e-08,2.693960196691313e-11,6.0565933656604214e-08,2.7118768452302983e-08,2.9480293807278226e-11
5.593098111069156e-07,0.09977366400000001,0.80000000000000004,0.0,0.24732101190603353,0.096087750817158452,0.080650497235642493,6.1907290178187332e-13,0.00027979748071959903,9.20074140353177e-06,0.00013531282635189073,6.8599661084582705e-08,1.0525498763828433e-08,4.3532485557887913e-05,4.8203881367884966e-13,7.8485914125955444e-10,5.2624818843278506e-10,1.0483307610080113e-06,6.5452962940407962e-14,7.1492287677131905e-18,1.5855025470560416e-08,1.4868821016800831e-11,0.0037313095213442789,0.03828238976920461,8.095606802452256e-07,4.176891288471655e-07,7.5864834760262071e-06,1.3021171591042946e-08,2.6945383365520933e-11,6.048765955092202e-08,2.7104805790322011e-08,2.9550067928997599e-11
5.60301875460384e-07,0.09977366400000001,0.80000000000000004,0.0,0.24726937416740477,0.096088041336077581,0.080623684197195386,6.2337807482810084e-13,0.00028061930763468906,9.1949931321667013e-06,0.00013569473231287013,6.8919224709807656e-08,1.0567359722725214e-08,4.362858463148764e-05,4.8722775833073411e-13,7.8559059683582742e-10,5.2964899016948401e-10,1.0522520639635501e-06,6.598474352373605e-14,7.2374487068679054e-18,1.588736822069946e-08,1.4994952491367411e-11,0.0037305356195720071,0.038334807837578207,8.1042105404891704e-07,4.179358722778366e-07,7.5790069914180229e-06,1.3054487057120336e-08,2.6951193315866179e-11,6.0409600839309001e-08,2.7090868220512043e-08,2.9619870895836021e-11
5.612939398138524e-07,0.09977366400000001,0.80000000000000004,0.0,0.24721777701701039,0.09608833095127553,0.080596891259413939,6.277041823266588e-13,0.00028144178701772563,9.1892309838043165e-06,0.00013607696411192729,6.9239705444069177e-08,1.0609299046106998e-08,4.3724672800702408e-05,4.924617155063233e-13,7.863266448419031e-10,5.3306452506572706e-10,1.0561798422384769e-06,6.6519731629884981e-14,7.3265782988983176e-18,1.5919693183666665e-08,1.5121898677466598e-11,0.0037297622989672773,0.038387184720338148,8.1128038907477308e-07,4.181820443725296e-07,7.5715480773553592e-06,1.308781429874268e-08,2.6957031596835106e-11,6.0331756619417382e-08,2.7076955648354862e-08,2.968970260137668e-11
5.62186797731974e-07,0.09977366400000001,0.80000000000000004,0.0,0.24717137424187174,0.096088590833483992,0.080572794780621682,6.3161562348032865e-13,0.00028218257517140569,9.1840333144310009e-06,0.00013642125083155544,6.9528922969693372e-08,1.0647111388034063e-08,4.3811142698946461e-05,4.9721100396982225e-13,7.8699301452955744e-10,5.3615112707345135e-10,1.0597203745449281e-06,6.7003973383600316e-14,7.4075788340032415e-18,1.5948770412810853e-08,1.5236849740147606e-11,0.0037290668067335954,0.038434288744483659,8.1205290400501959e-07,4.1840311242613338e-07,7.5648500256700527e-06,1.3117818840052834e-08,2.6962310090073046e-11,6.0261879472478087e-08,2.7064455630091487e-08,2.9752575620661739e-11
5.630796556500955e-07,0.09977366400000001,0.80000000000000004,0.0,0.24712500426371437,0.096088849985932492,0.080548714544561487,6.3554410616352851e-13,0.00028292388968348414,9.1788246440663652e-06,0.0001367658005665427,6.9818884723835407e-08,1.0684987110630489e-08,4.3897603521666951e-05,5.019972027509338e-13,7.8766310396657971e-10,5.3924970713124367e-10,1.0632661434095791e-06,6.749083190978829e-14,7.489327669448654e-18,1.5977833179635659e-08,1.5352466155464805e-11,0.0037283717841522079,0.038481359488956014,8.1282458042988181e-07,4.1862372078311936e-07,7.5581661098016156e-06,1.3147832837315477e-08,2.6967611192009102e-11,6.0192174685226794e-08,2.7051975722205531e-08,2.9815471757827383e-11
5.639725135682171e-07,0.09977366400000001,0.80000000000000004,0.0,0.24707866704498097,0.096089108409685348,0.080524650532896674,6.3948967045421395e-13,0.0002836657295440763,9.173605084955714e-06,0.00013711061288553022,7.0109591353632797e-08,1.072292616901604e-08,4.3984055154608695e-05,5.0682052632062561e-13,7.8833691304787526e-10,5.4236028612476174e-10,1.066817144831775e-06,6.7980316070023886e-14,7.5718302889970194e-18,1.6006881458525412e-08,1.5468750505579626e-11,0.0037276772307064266,0.038528396991872473,8.1359541971958894e-07,4.1884387089582042e-07,7.5514962844221444e-06,1.3177856251788423e-08,2.6972934744429146e-11,6.0122641607362973e-08,2.7039515858781357e-08,2.9878390936829069e-11
5.648653714863386e-07,0.09977366400000001,0.80000000000000004,0.0,0.24703236254817479,0.096089366105804805,0.08050060272731964,6.4345235642589321e-13,0.00028440809374590496,9.1683747486198727e-06,0.00013745568735800694,7.0401043505006992e-08,1.076092851825563e-08,4.4070497484048216e-05,5.1168118993765449e-13,7.8901444163763044e-10,5.4548288490966132e-10,1.0703733748122935e-06,6.8472434734537003e-14,7.6550922053840869e-18,1.6035915224054457e-08,1.5585705377165599e-11,0.0037269831458803591,0.038575401291288704,8.1436542324084072e-07,4.1906356420882597e-07,7.5448405043827781e-06,1.3207889044854751e-08,2.6978280591336859e-11,6.0053279604316207e-08,2.7027075967149676e-08,2.9941333078312513e-11
5.655413336708763e-07,0.09977366400000001,0.80000000000000004,0.0,0.24699732822030551,0.096089560718290626,0.080482407454913446,6.4646382727813946e-13,0.00028497046873709407,9.1644078809270035e-06,0.000137717109401916,7.0622191478693576e-08,1.0789741291000179e-08,4.4135934725401257e-05,5.1538605420751924e-13,7.8952985676629741e-10,5.4785493994663383e-10,1.0730691898809044e-06,6.8846764143299935e-14,7.7186362972671845e-18,1.605788635127141e-08,1.5674696781056084e-11,0.0037264579816039616,0.038610965103647824,8.1494782013449767e-07,4.19229586012483e-07,7.53981088084531e-06,1.3230632395759673e-08,2.6982342539344618e-11,6.0000880616564981e-08,2.7017671261671448e-08,2.998900035466138e-11
5.662172958554139e-07,0.09977366400000001,0.80000000000000004,0.0,0.24696231260983825,0.096089754914788758,0.08046422145288086,6.4948515203997413e-13,0.00028553314325175115,9.1604349474285616e-06,0.00013797868127078,7.0843767408520467e-08,1.0818590294554845e-08,4.4201366520499971e-05,5.1911253837209994e-13,7.9004740361093038e-10,5.5023390527668612e-10,1.0757679977534957e-06,6.9222612504144979e-14,7.7826211835864472e-18,1.6079849134581899e-08,1.5764075115956397e-11,0.0037259330854057774,0.038646509923145549,8.1552973936601697e-07,4.1939534744155395e-07,7.5347892624144952e-06,1.3253381083433136e-08,2.6986417108148845e-11,5.9948579034069383e-08,2.700827794084607e-08,3.0036680717479632e-11
5.668256618214979e-07,0.09977366400000001,0.80000000000000004,0.0,0.24693081455040508,0.096089929336346525,0.080447861970682336,6.522127837860477e-13,0.00028603980604868475,9.1568541603401397e-06,0.00013821422389949264,7.1043551878379847e-08,1.0844585358930372e-08,4.4260250439250284e-05,5.224849370720621e-13,7.9051501831129395e-10,5.5238088982582827e-10,1.0781994822533041e-06,6.9562177922238366e-14,7.8405864649580831e-18,1.6099608496579189e-08,1.5844847375297447e-11,0.003725460907850003,0.038678484035387817,8.160530587600436e-07,4.1954431061931076e-07,7.5302766341808029e-06,1.3273859451539626e-08,2.6990094954597121e-11,5.9901590662819425e-08,2.6999833662419387e-08,3.0079604205862105e-11
