Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25)
1.34595061788591e-08,0.09977366400000001,0.80000000000000004,0.0,0.28545010576873009,0.097319974147352384,0.099393478846187572,3.3827644002090802e-22,1.3414363358725371e-10,5.4023657222074297e-10,1.0045311723517174e-07,2.6654453949134086e-12,3.9534853619746573e-13,7.4940127591422881e-08,7.867500133837254e-25,2.4551350314266743e-12,2.7897000680000725e-17,1.5109002118435262e-12,8.7182394134535905e-23,8.1897488275590991e-25,9.2633662949634029e-13,1.4788128420882053e-20,0.0026797529368746738,0.0012129406059339053,4.2706138301411026e-08,1.1113225222557663e-09,7.2766182227906118e-07,2.5730232456365245e-14,1.1248855674200318e-12,8.5738795861014922e-09,4.6233898802028515e-08,2.4947559241160394e-13
1.3508444207575216e-08,0.09977366400000001,0.80000000000000004,0.0,0.28544009426241762,0.097314309478934297,0.099391306724577438,3.4757172861090616e-22,1.3696430261226655e-10,5.4995088188793577e-10,1.0147328385535573e-07,2.6951249258281334e-12,3.9974106988395883e-13,7.5492222647739617e-08,8.103105343539637e-25,2.4807844096032644e-12,2.8415804952524907e-17,1.5382344340258646e-12,8.9083270548935086e-23,8.31135902172775e-25,9.3830418734296265e-13,1.5119395063334752e-20,0.0026854157495822145,0.0012172838142255921,4.2861913607929587e-08,1.1232183442698716e-09,7.3285188144121506e-07,2.6179126946023693e-14,1.1300146999894848e-12,8.6457407623006482e-09,4.6289613661343088e-08,2.5078631696445747e-13
1.3557382236291331e-08,0.09977366400000001,0.80000000000000004,0.0,0.2854301037347271,0.097308665395885174,0.099389134802635948,3.5708225741730473e-22,1.3983469382004898e-10,5.5980362325885397e-10,1.0249831952847812e-07,2.7250210669550775e-12,4.0416580605465889e-13,7.6046284250580486e-08,8.344848431854163e-25,2.5066095644394014e-12,2.8942265739023447e-17,1.565961290737447e-12,9.1018583448373066e-23,8.4341938098819497e-25,9.503844115357808e-13,1.5456810663261025e-20,0.0026910579708459346,0.0012216266181769326,4.3017657907871057e-08,1.1351979353327474e-09,7.3805978060611971e-07,2.6634911534267656e-14,1.1351574734574285e-12,8.7177913845079613e-09,4.6344408464080722e-08,2.5209540355732706e-13
1.3606320265007447e-08,0.09977366400000001,0.80000000000000004,0.0,0.28542013411083877,0.097303041824070444,0.099386963080028076,3.668120636158999e-22,1.4275551293328335e-10,5.697962515551442e-10,1.0352821232028105e-07,2.7551345638062305e-12,4.0862285812523462e-13,7.6602311688064057e-08,8.5928654683294099e-25,2.5326110449209877e-12,2.9476466627854268e-17,1.5940849560258545e-12,9.2988830050454891e-23,8.5582589320853102e-25,9.6257797452853953e-13,1.5800465794804212e-20,0.0026966796748021482,0.0012259690184689062,4.3173371227010946e-08,1.1472615713727792e-09,7.4328551111209232e-07,2.709767590046152e-14,1.1403139728452909e-12,8.7900306587892311e-09,4.6398294895381625e-08,2.534028586993142e-13
1.3655258293723562e-08,0.09977366400000001,0.80000000000000004,0.0,0.28541018531620271,0.097297438689622651,0.099384791556419994,3.7676524204049113e-22,1.4572747322530971e-10,5.7993023176158242e-10,1.0456295033959253e-07,2.7854661614772486e-12,4.131123394624512e-13,7.7160304248771421e-08,8.8472950114749319e-25,2.5587893993782307e-12,3.0018491797192762e-17,1.6226096325463018e-12,9.4994512921397059e-23,8.6835601137259211e-25,9.7488555049382739e-13,1.6150452019027326e-20,0.0027022809353199864,0.0012303110157800437,4.3329053590325343e-08,1.1594095268288834e-09,7.4852906425244566e-07,2.7567510420281516e-14,1.1454842990264122e-12,8.8624578082429199e-09,4.6451284581632076e-08,2.547086930665988e-13
1.3699302519568065e-08,0.09977366400000001,0.80000000000000004,0.0,0.2854012491486414,0.097292413281731549,0.099382837355042594,3.8591751716690806e-22,1.4844655884314725e-10,5.8917288852773876e-10,1.0549834743488981e-07,2.8129516910678378e-12,4.1718069334717217e-13,7.7664177146140983e-08,9.081880846325217e-25,2.5825015983042705e-12,3.0513074259439196e-17,1.6486282026314554e-12,9.6830345225960192e-23,8.7973927282775694e-25,9.8606040854082013e-13,1.6470929181083757e-20,0.0027073046514845258,0.0012342184693702898,4.3469141270076785e-08,1.1704150082546285e-09,7.5326349318891818e-07,2.7996482134415508e-14,1.1501494734500213e-12,8.9278022546119881e-09,4.6498218135425779e-08,2.5588256145277317e-13
1.3738942322828118e-08,0.09977366400000001,0.80000000000000004,0.0,0.28539322092708225,0.097287904473354822,0.099381078711190146,3.9431467190273792e-22,1.5093009150235441e-10,5.9759108818997537e-10,1.0634354506759055e-07,2.8378406776036761e-12,4.2086481745970663e-13,7.8119022779353321e-08,9.2976331941190646e-25,2.6039657803227512e-12,3.096372728874193e-17,1.6723281316834339e-12,9.8507796491609857e-23,8.9007055022088033e-25,9.9619761672876658e-13,1.6763863638246525e-20,0.0027118119331048219,0.001237734899391379,4.3595198774270611e-08,1.1803786937969155e-09,7.5753681091779224e-07,2.8387572164111696e-14,1.154357811524223e-12,8.9867414105471219e-09,4.6539852220649261e-08,2.5693792908578207e-13
1.3778582126088171e-08,0.09977366400000001,0.80000000000000004,0.0,0.28538520623992247,0.097283408943467292,0.099379320197311841,4.0286585388806235e-22,1.5344847114844433e-10,6.06104665774139e-10,1.0719190066350777e-07,2.8628740835227959e-12,4.245704198234888e-13,7.8575156466450281e-08,9.517847496484596e-25,2.6255469821466964e-12,3.1419665443531195e-17,1.6962987309032829e-12,1.00209408804737e-22,9.004839386849395e-25,1.0064108331519601e-12,1.7061117995888874e-20,0.0027163059322555232,0.0012412510662151929,4.3721236010138429e-08,1.1903981905292274e-09,7.6182180641569409e-07,2.8783464958276464e-14,1.1585753718888471e-12,9.0458025315838406e-09,4.6580918394093678e-08,2.5799224678859202e-13
1.3818221929348224e-08,0.09977366400000001,0.80000000000000004,0.0,0.28537720504805725,0.097278926653321829,0.09937756181323254,4.1157335256631518e-22,1.5600209158791066e-10,6.1471441869988692e-10,1.08043407995414e-07,2.8880523039975891e-12,4.2829756059244947e-13,7.9032577830196306e-08,9.7426023310699166e-25,2.6472454939148667e-12,3.1880934600757451e-17,1.7205422890828024e-12,1.0193545969163769e-22,9.1097973969920478e-25,1.0167004193846842e-12,1.736274284011231e-20,0.0027207866876846607,0.0012447669701976534,4.3847252989422081e-08,1.2004736447542129e-09,7.6611847495225091e-07,2.9184210425245797e-14,1.1628021945991097e-12,9.1049852499890222e-09,4.6621422699692261e-08,2.5904551772409952e-13
1.3857861732608277e-08,0.09977366400000001,0.80000000000000004,0.0,0.28536921731249559,0.097274457564284475,0.099375803558777662,4.2043948331224909e-22,1.585913499822657e-10,6.2342114863806528e-10,1.088980608587183e-07,2.913375734020259e-12,4.3204629989952724e-13,7.9491286493534135e-08,9.971977418101218e-25,2.6690616054808099e-12,3.2347580894831638e-17,1.7450611074884597e-12,1.0368622905458789e-22,9.2155825412386285e-25,1.0270667377364009e-12,1.7668789195454394e-20,0.002725254238027117,0.0012482826116936442,4.3973249723521663e-08,1.2106052019336951e-09,7.7042681177350448e-07,2.9589858886523302e-14,1.1670383308411487e-12,9.1642892092486549e-09,4.6661371148056653e-08,2.6009774805093224e-13
1.389750153586833e-08,0.09977366400000001,0.80000000000000004,0.0,0.28536124299436066,0.097270001637834128,0.099374045433773095,4.2946658763445214e-22,1.6121664686688712e-10,6.3222566151928222e-10,1.0975585307213022e-07,2.9388447684026287e-12,4.3581669785667776e-13,7.9951282079581369e-08,1.0206053633528425e-24,2.690995606412336e-12,3.2819650718261137e-17,1.7698574998888792e-12,1.0546199918514878e-22,9.322197822025369e-25,1.0375101512508621e-12,1.7979308527347957e-20,0.0027297086218049616,0.0012517979910570088,4.4099226223496111e-08,1.2207930072958323e-09,7.7474681210419008e-07,3.0000460977251571e-14,1.1712838316886618e-12,9.2237140611134902e-09,4.6700769718773324e-08,2.6114894396401854e-13
1.3937141339128382e-08,0.09977366400000001,0.80000000000000004,0.0,0.28535328205488897,0.097265558835562038,0.099372287438045187,4.3865703337872419e-22,1.6387838617019013e-10,6.4112876754244985e-10,1.1061677847830876e-07,2.9644598017759426e-12,4.3960881455488411e-13,8.0412564211626417e-08,1.0444913022272815e-24,2.7130477859909899e-12,3.3297190722285107e-17,1.7949337925846823e-12,1.0726305477750282e-22,9.4296462356485708e-25,1.048031023705208e-12,1.8294352744585979e-20,0.0027341498774277767,0.0012553131086405535,4.4225182500063542e-08,1.2310372069411964e-09,7.7907847114585624e-07,3.0416067809043892e-14,1.1755387343844328e-12,9.2832594663069065e-09,4.6739624359054864e-08,2.6219910839416693e-13
1.3976781142388435e-08,0.09977366400000001,0.80000000000000004,0.0,0.28534533445543053,0.097261129119171744,0.099370529571420951,4.4801321493204807e-22,1.6657697523272918e-10,6.5013128118330164e-10,1.1148083094448749e-07,2.9902212285906679e-12,4.4342271006416594e-13,8.0875132513125204e-08,1.0688638811546442e-24,2.7352184332115181e-12,3.3780247817509374e-17,1.8202923244372088e-12,1.0908968294180995e-22,9.5379307722906278e-25,1.0586297196091777e-12,1.8613974201790233e-20,0.0027385780431929858,0.001258827964796052,4.4351118563601789e-08,1.2413379460362698e-09,7.8342178407611102e-07,3.0836730948876278e-14,1.1798030897730076e-12,9.3429250969384745e-09,4.6777940980658719e-08,2.6324824791434584e-13
1.4016420945648488e-08,0.09977366400000001,0.80000000000000004,0.0,0.28533740015744807,0.097256712450478525,0.099368771833727693,4.5753755342735607e-22,1.6931282482579212e-10,6.5923402120289362e-10,1.1234800436309474e-07,3.0161294431162882e-12,4.4725844443358891e-13,8.133898660769721e-08,1.0937315424266464e-24,2.7575078367813545e-12,3.4268869174540676e-17,1.8459354468939016e-12,1.10942173217592e-22,9.6470544160465592e-25,1.0693066042042245e-12,1.8938225701885048e-20,0.0027429931572861871,0.0012623425598742445,4.4477034424149293e-08,1.2516953691792916e-09,7.8777674605177217e-07,3.1262502249593516e-14,1.1840769526301092e-12,9.4027106329164285e-09,4.6815725462858291e-08,2.6429637007612665e-13
1.405606074890854e-08,0.09977366400000001,0.80000000000000004,0.0,0.2853294791225171,0.097252308791409225,0.09936701422479334,4.6723249694929381e-22,1.7208634917076087e-10,6.6843781065606846e-10,1.1321829265236086e-07,3.0421848394410938e-12,4.5111607769127434e-13,8.1804126119121965e-08,1.1191028492588557e-24,2.779916285120081e-12,3.4763102224620151e-17,1.8718655240182857e-12,1.1282081758715171e-22,9.757020144951112e-25,1.080062043462575e-12,1.9267160498577582e-20,0.0027473952577814756,0.001265856894224844,4.460293009140544e-08,1.262109622211613e-09,7.9214335220654944e-07,3.1693434034043073e-14,1.1883603577294117e-12,9.4626157624077398e-09,4.6852983651396838e-08,2.6534347760341754e-13
1.4095700552168594e-08,0.09977366400000001,0.80000000000000004,0.0,0.28532157131232505,0.097247918104001824,0.099365256744446337,4.771005207410443e-22,1.7489796595848684e-10,6.7774347689986838e-10,1.1409168975688311e-07,3.0683878114719635e-12,4.5499566984440802e-13,8.2270550671335303e-08,1.1449864871566123e-24,2.8024440663589093e-12,3.5262994660256111e-17,1.8980849325193827e-12,1.1472591048902863e-22,9.8678309310065837e-25,1.0908964040864565e-12,1.9600832298844921e-20,0.0027517843826417726,0.0012693709681965354,4.4728805574731023e-08,1.2725808500472883e-09,7.9652159764976936e-07,3.2129579137036295e-14,1.1926533550909534e-12,9.5226401851225758e-09,4.6889721354585626e-08,2.6638957732992706e-13
1.4135340355428646e-08,0.09977366400000001,0.80000000000000004,0.0,0.28531367668867158,0.097243540350405167,0.099363499392515514,4.8714412741212021e-22,1.7774809636762429e-10,6.8715185160192989e-10,1.1496818964818382e-07,3.0947387529341476e-12,4.5889728087924874e-13,8.2738259888425736e-08,1.1713912652926066e-24,2.8250914683401581e-12,3.5768594435855904e-17,1.9245960617747612e-12,1.1665774883148988e-22,9.9794897402111495e-25,1.1018100535072078e-12,1.9939295265427459e-20,0.002756160569719147,0.0012728847821369801,4.485466088314949e-08,1.2831091965718967e-09,8.0091147747053353e-07,3.2570990647128872e-14,1.1969560046708857e-12,9.5827836081766814e-09,4.6925944346881818e-08,2.6743467848117802e-13
1.41749801586887e-08,0.09977366400000001,0.80000000000000004,0.0,0.28530579521346766,0.097239175492878596,0.099361742168830314,4.9736584714706545e-22,1.8063716508438312e-10,6.9666377074885446e-10,1.1584778632526717e-07,3.1212380573710398e-12,4.6282097076113809e-13,8.3207253394630867e-08,1.1983261178953336e-24,2.8478587786167229e-12,3.6279949768357261e-17,1.9514013138614273e-12,1.1861663200605057e-22,1.0091999532587727e-24,1.1128033598843054e-12,2.0282604019327991e-20,0.0027605238567551442,0.0012763983363928164,4.4980496025347252e-08,1.293694807352679e-09,8.0531298673484686e-07,3.3017722109336236e-14,1.2012683383696698e-12,9.6430457462367794e-09,4.6961658368225125e-08,2.6847878341121608e-13
1.4214619961948752e-08,0.09977366400000001,0.80000000000000004,0.0,0.28529792684873595,0.0972348234937917,0.099359985073220622,5.0776823791505612e-22,1.8356560032246901e-10,7.0628007465451322e-10,1.1673047381512822e-07,3.1478861181439446e-12,4.6676679943450776e-13,8.367753081433363e-08,1.2258001056484473e-24,2.8707462844515583e-12,3.6797109137858814e-17,1.9785031035873808e-12,1.2060286190102631e-22,1.0205363262213242e-24,1.1238766921045913e-12,2.0630813642316655e-20,0.0027648742813811081,0.0012799116313096626,4.5106311009673729e-08,1.3043378271672949e-09,8.0972612048382601e-07,3.3469827658124812e-14,1.2055904037742005e-12,9.7034263256010939e-09,4.699686911938516e-08,2.695218987928414e-13
1.4254259765208805e-08,0.09977366400000001,0.80000000000000004,0.0,0.28529007155660979,0.097230484315623936,0.099358228105516783,5.1835388568044448e-22,1.8653383384083794e-10,7.1600160796835316e-10,1.1761624617325715e-07,3.1746833284318478e-12,4.7073482682288919e-13,8.4149091772058812e-08,1.2538224171014608e-24,2.8937542728171595e-12,3.7320121288250002e-17,2.0059038585108718e-12,1.2261674291511773e-22,1.0319583877248431e-24,1.1350304197814119e-12,2.0983979679441709e-20,0.0027692118811185004,0.0012834246672321233,4.5232105844143302e-08,1.3150383991008432e-09,8.1415087373910259e-07,3.3927361635943124e-14,1.2099222678561032e-12,9.7639250796057477e-09,4.7031582266038007e-08,2.7056403593427106e-13
1.4293899568468858e-08,0.09977366400000001,0.80000000000000004,0.0,0.28528222929933289,0.097226157920964271,0.099356471265549709,5.2912540461426753e-22,1.8954230096365074e-10,7.2582921968367735e-10,1.1850509748415253e-07,3.2016300812311701e-12,4.7472511282892036e-13,8.4621935892469307e-08,1.2824023700921341e-24,2.9168830303950292e-12,3.7849035227840196e-17,2.0336060189713603e-12,1.2465858197102736e-22,1.0434664319968082e-24,1.1462649132535815e-12,2.1342158141546504e-20,0.0027735366933792261,0.0012869374445037848,4.5357880536435465e-08,1.3257966683845222e-09,8.1858724149914283e-07,3.4390378811519036e-14,1.2142639597406541e-12,9.8245417484855934e-09,4.7065803438455242e-08,2.7160519677085263e-13
1.433353937172891e-08,0.09977366400000001,0.80000000000000004,0.0,0.28527440003925991,0.09722184427251096,0.099354714553150744,5.4008543730672347e-22,1.9259144060118712e-10,7.3576376314583792e-10,1.1939702186177438e-07,3.228726769355527e-12,4.7873771733435473e-13,8.509606280036254e-08,1.3115494131805594e-24,2.9401328435751657e-12,3.8383900229987141e-17,2.0616120381251867e-12,1.2672868852911005e-22,1.0550607526791765e-24,1.1575805435846228e-12,2.1705405507792516e-20,0.0027778487554659527,0.0012904499634672222,4.5483635093894467e-08,1.3366127798115041e-09,8.2303521873693228e-07,3.485893465857862e-14,1.2186155222610614e-12,9.8852760840767178e-09,4.7099538226275141e-08,2.726453872293401e-13
1.4373179174988963e-08,0.09977366400000001,0.80000000000000004,0.0,0.28526658373885488,0.097217543333071185,0.099352957968151759,5.5123665498060039e-22,1.9568169526682201e-10,7.4580609606044504e-10,1.202920134499921e-07,3.2559737854354768e-12,4.8277270020006958e-13,8.5571472120666935e-08,1.3412731270948402e-24,2.9635039984555495e-12,3.8924765833724575e-17,2.0899243819599847e-12,1.2882737460105537e-22,1.0667416428314962e-24,1.1689776825619349e-12,2.207377872818837e-20,0.0027821481045724288,0.0012939622244640024,4.5609369523531917e-08,1.3474868755806801e-09,8.2749480040693083e-07,3.5333084795877147e-14,1.2229770316183105e-12,9.946127844892271e-09,4.7132792182946791e-08,2.7368462120932448e-13
1.4412818978249016e-08,0.09977366400000001,0.80000000000000004,0.0,0.28525878036069174,0.09721325506556068,0.099351201510385095,5.625817577056556e-22,1.9881351109689689e-10,7.5595708050156434e-10,1.2119006642305645e-07,3.2833715219182676e-12,4.8683012126607231e-13,8.6048163478438182e-08,1.3715832261883497e-24,2.9869967808416071e-12,3.9471681844389303e-17,2.1185455293243467e-12,1.3095495476360202e-22,1.078509394934064e-24,1.1804567026956963e-12,2.2447335226124796e-20,0.0027864347777838048,0.0012974742278346833,4.573508383202702e-08,1.3584191004718456e-09,8.319659814402731e-07,3.5812885201928246e-14,1.2273485148831948e-12,1.0007096795820466e-08,4.7165570825654374e-08,2.7472290031393299e-13
1.4452458781509069e-08,0.09977366400000001,0.80000000000000004,0.0,0.2852509898674539,0.097208979433003523,0.099349445179683527,5.7412347461395223e-22,2.0198733787319031e-10,7.6621758291978661e-10,1.2209117498600069e-07,3.3109203710675765e-12,4.9091004035150886e-13,8.6526136498855813e-08,1.4024895599086553e-24,3.0106114762457088e-12,4.0024698334247339e-17,2.1474779719705424e-12,1.3311174617228409e-22,1.0903643008911196e-24,1.192017977218099e-12,2.2826132900915499e-20,0.0027907088120769463,0.0013009859739188182,4.5860778025725395e-08,1.3694095994952455e-09,8.3644875674186586e-07,3.6298392738429639e-14,1.2317300067211109e-12,1.006818271316308e-08,4.7197879629797942e-08,2.7576022888504454e-13
1.4492098584769122e-08,0.09977366400000001,0.80000000000000004,0.0,0.2852432122219335,0.097204716398531676,0.099347688975880408,5.8586456411615712e-22,2.0520362903893076e-10,7.7658847415034927e-10,1.2299533337503243e-07,3.3386207249632492e-12,4.9501251725467169e-13,8.700539080721945e-08,1.4340021142782291e-24,3.0343483698866499e-12,4.0583865643119542e-17,2.1767242145630402e-12,1.3529806857520972e-22,1.10230665203408e-24,1.2036618800825776e-12,2.3210230130344059e-20,0.0027949702443207563,0.0013044974630549602,4.5986452110642379e-08,1.3804585138977021e-09,8.4094312119932179e-07,3.6789664335851003e-14,1.2361215950416953e-12,1.0129385379524985e-08,4.7229724033647813e-08,2.7679662400205487e-13
1.4531738388029175e-08,0.09977366400000001,0.80000000000000004,0.0,0.28523544738703155,0.09720046592538481,0.099345932898809483,5.978078141188072e-22,2.0846284171798985e-10,7.8707062942124961e-10,1.2390253585796851e-07,3.3664729755010307e-12,4.9913761175300529e-13,8.7485926028945408e-08,1.4661310133870263e-24,3.0582077466891265e-12,4.1149234379006387e-17,2.2062867747040317e-12,1.3751424432687189e-22,1.1143367391248108e-24,1.2153887859626316e-12,2.3599685773216725e-20,0.0027992191112764888,0.0013080086955806608,4.6112106092464026e-08,1.3915659878142574e-09,8.4544906967671527e-07,3.7286757144321675e-14,1.2405233066527242e-12,1.0190704583542981e-08,4.7261109438314921e-08,2.7783208725509828e-13
1.4571378191289227e-08,0.09977366400000001,0.80000000000000004,0.0,0.28522769532575759,0.097196227976909938,0.099344176948305066,6.0995604224254673e-22,2.1176543673969012e-10,7.9766492836118662e-10,1.248127767345862e-07,3.3944775143922884e-12,5.032853836031142e-13,8.7967741789562977e-08,1.4988865208969665e-24,3.0821898912832258e-12,4.1720855418712026e-17,2.2361681829872022e-12,1.3976059840199111e-22,1.1264548523589319e-24,1.2271990702510454e-12,2.39945591719213e-20,0.0028034554495980626,0.0013115196718324726,4.6237739976544139e-08,1.4027321667245173e-09,8.4996659701090234e-07,3.7789729468025994e-14,1.2449351632571146e-12,1.0252140124894028e-08,4.7292041202312258e-08,2.7886662024107476e-13
1.461101799454928e-08,0.09977366400000001,0.80000000000000004,0.0,0.2852199560012289,0.097192002516561016,0.099342421124201899,6.2231209604133026e-22,2.1511187865386007e-10,8.0837225500759154e-10,1.2572605033695825e-07,3.422634733163743e-12,5.0745589254077079e-13,8.8450837714711029e-08,1.5322790415583583e-24,3.1062950880039216e-12,4.229877990846767e-17,2.2663709830001265e-12,1.4203745840939037e-22,1.1386612813691588e-24,1.2390931090592004e-12,2.4394910154991781e-20,0.0028076792958323764,0.0013150303921459587,4.6363353767908714e-08,1.4139571909031502e-09,8.5449569802294696e-07,3.8298639611651429e-14,1.2493572669881322e-12,1.0313691809167755e-08,4.7322524646233669e-08,2.7990024384520593e-13
1.4646693817483328e-08,0.09977366400000001,0.80000000000000004,0.0,0.28521300146867362,0.097188210249475465,0.099340840990445892,6.3361261321089767e-22,2.1816155243329074e-10,8.1810622189437853e-10,1.2655058490141509e-07,3.448107094803432e-12,5.1122884014934699e-13,8.8886718278693708e-08,1.5628856708242721e-24,3.1280952093854126e-12,4.2824343889006813e-17,2.293830405705189e-12,1.4411298789047888e-22,1.1497228163974222e-24,1.2498696655350327e-12,2.4759959216455789e-20,0.0028114701068286687,0.0013181898218773676,4.6476389004755759e-08,1.4241101442285295e-09,8.5858178012837346e-07,3.8761783745128146e-14,1.2533459366797345e-12,1.0369187471244774e-08,4.7349580798907012e-08,2.8082972703199459e-13
1.4682369640417376e-08,0.09977366400000001,0.80000000000000004,0.0,0.28520605719635883,0.097184428041764206,0.099339260958821618,6.4508591860772553e-22,2.2124746545069452e-10,8.2793311156163495e-10,1.2737756732353385e-07,3.4737037292951997e-12,5.1502029668598462e-13,8.9323635200037007e-08,1.5940246110745577e-24,3.1499954399246953e-12,4.3355092977703497e-17,2.3215540992090936e-12,1.4621373725088779e-22,1.1608563317098263e-24,1.2607146435983174e-12,2.5129538283360511e-20,0.0028152508552434057,0.0013213490448129568,4.6589407973511472e-08,1.4343109846855427e-09,8.6267722888665227e-07,3.9229828177790359e-14,1.2573429333909793e-12,1.0424776926026954e-08,4.7376281912838679e-08,2.8175847356692159e-13
1.4718045463351423e-08,0.09977366400000001,0.80000000000000004,0.0,0.28519912315762019,0.09718065586700636,0.099337681029209618,6.5673415116873653e-22,2.243699641725841e-10,8.3785357766411834e-10,1.2820699353988525e-07,3.4994249216772531e-12,5.1883030565480386e-13,8.9761588206045087e-08,1.6257037466202181e-24,3.1719959862867626e-12,4.3891065022413087e-17,2.3495439449006589e-12,1.4833995084564805e-22,1.1720620372926061e-24,1.2716283189232488e-12,2.5503691991000228e-20,0.0028190215674981697,0.0013245080611952972,4.6702410677160372e-08,1.4445598135133061e-09,8.6678204047577256e-07,3.970281668307252e-14,1.2613483601070389e-12,1.0480460047948917e-08,4.7402631782831042e-08,2.826865065267124e-13
1.4753721286285471e-08,0.09977366400000001,0.80000000000000004,0.0,0.28519219932586376,0.097176893698850395,0.099336101201490709,6.6855947002245122e-22,2.2752939755566974e-10,8.4786827676892776e-10,1.290388595090842e-07,3.5252709568659296e-12,5.2265891054627118e-13,9.0200577024085093e-08,1.6579310581932628e-24,3.1940970549417008e-12,4.4432298049311804e-17,2.3778018327567554e-12,1.5049187479280841e-22,1.183340142771187e-24,1.282610967652973e-12,2.5882465300059623e-20,0.0028227822699451038,0.0013276668712663073,4.6815397118474455e-08,1.4548567343939102e-09,8.7089621105976063e-07,4.0180792318649838e-14,1.2653622319480849e-12,1.0536236713125682e-08,4.7428634180308383e-08,2.8361382516675624e-13
1.4789397109219519e-08,0.09977366400000001,0.80000000000000004,0.0,0.28518528567456564,0.097173141511014138,0.099334521475546028,6.8056405462106406e-22,2.3072611706404582e-10,8.5797786836006107e-10,1.298731612119568e-07,3.551242119655526e-12,5.2650615483720525e-13,9.0640601381585159e-08,1.6907146238748491e-24,3.216298852164388e-12,4.4978830263262908e-17,2.4063296613890642e-12,1.5266975698171422e-22,1.1946908574122389e-24,1.293662866398978e-12,2.6265903498144229e-20,0.002826532988867099,0.001330825475267259,4.6928367300009246e-08,1.4652018566923869e-09,8.7501973677978245e-07,4.0663799238847655e-14,1.2693844789570268e-12,1.059210680493516e-08,4.7454292847555656e-08,2.8454040939240942e-13
1.4825072932153566e-08,0.09977366400000001,0.80000000000000004,0.0,0.28517838217727137,0.097169399277284407,0.099332941851257059,6.9275010487319367e-22,2.3396047667453004e-10,8.6818301484306045e-10,1.3070989465161058e-07,3.5773386947181168e-12,5.3037208199077798e-13,9.1081661006032313e-08,1.724062620031821e-24,3.238601584034205e-12,4.5530700048182281e-17,2.4351293380331336e-12,1.548738470813082e-22,1.2061143901257483e-24,1.304784292241201e-12,2.6654052201314944e-20,0.0028302737504779683,0.0013339838734387889,4.7041321224108338e-08,1.4755952785542076e-09,8.7915261377139929e-07,4.1151882620357845e-14,1.2734152922347176e-12,1.0648070212933174e-08,4.7479611498295895e-08,2.8546630574166443e-13
1.485718117279421e-08,0.09977366400000001,0.80000000000000004,0.0,0.28517217768957143,0.097166039756079084,0.099331520276214877,7.0387453804816632e-22,2.3690387720752789e-10,8.7744989594642826e-10,1.3146503059699909e-07,3.6009330749506921e-12,5.3386742618786817e-13,9.1479499596088443e-08,1.7545652423441155e-24,3.2587605120071607e-12,4.6031978346669823e-17,2.4612830603465503e-12,1.5688014372659789e-22,1.2164580013981763e-24,1.314853250549483e-12,2.7007451483587616e-20,0.0028336319440369394,0.0013368262560073754,4.7142965857457739e-08,1.4849907407247949e-09,8.8288019519437172e-07,4.1595534274982185e-14,1.2770503266365036e-12,1.0698516973839376e-08,4.7502110621813252e-08,2.8629901443800283e-13
1.4886078589370789e-08,0.09977366400000001,0.80000000000000004,0.0,0.285166600648665,0.097163023046889799,0.099330240928925589,7.1401508899014751e-22,2.3957946842392199e-10,8.858571287354492e-10,1.3214633191254733e-07,3.6222552398738331e-12,5.3702623104441556e-13,9.1838270948443959e-08,1.7824192710633282e-24,3.2769737159985932e-12,4.6486875390725241e-17,2.4850121646894709e-12,1.5870428763355677e-22,1.225817951599743e-24,1.323963823715634e-12,2.7328832782796566e-20,0.0028366474561260088,0.0013393842580823872,4.7234434771032047e-08,1.493480244206263e-09,8.8624148966096197e-07,4.1998393789768054e-14,1.2803277369864618e-12,1.0743983545525529e-08,4.7522129119438142e-08,2.87047957403709e-13
1.4914976005947366e-08,0.09977366400000001,0.80000000000000004,0.0,0.28516103022299177,0.097160012822207598,0.099328961648122827,7.242786788208422e-22,2.4228039299759443e-10,8.9432824247114756e-10,1.3282922165816563e-07,3.643660193543308e-12,5.4019737096127567e-13,9.2197721055089669e-08,1.8106584876062097e-24,3.2952535089848493e-12,4.6945343251943476e-17,2.5089230479942792e-12,1.6054607634845656e-22,1.235226048028022e-24,1.333120507797854e-12,2.7653386836176048e-20,0.0028396564816066312,0.0013419421255384649,4.7325893021577402e-08,1.50200162120669e-09,8.896089125728405e-07,4.240466365815482e-14,1.2836108351621779e-12,1.0789511155904362e-08,4.7541931051923289e-08,2.8779646061671182e-13
