Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),CO2X(34),CH3X(22),HX(19),CH2X(134),CHX(26),H2X(36),C2H6X(39),CX(24),C2H3X(136),C2H5X(38),C2H4X(51),C2H3X(50),CH2(T)(29),C3H8X(43),C3H6(143),C3H6X(157),C3H5X(155),HOCXO(25),C3H5X(156),C3H5X(144),allyl(160),C4H8(202),C4H8X(281),C4H7X(280),C4H7X(203),C4H7(284),C4H7X(335),C4H8(148),C4H8X(439)
9.895885857960867e-21,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111968799999545,0.099999999999997174,0.0,0.099999999999998299,0.0,2.5682719899485988e-57,0.0,1.3678051182561968e-52,0.0,1.2065269907332637e-33,7.2983634717759521e-102,7.0997006045254868e-44,1.6598473177534915e-80,0.0,0.0,0.0,0.0,8.3600214665627904e-119,2.8421474653679625e-15,1.7159668127814771e-15,1.2421682160068073e-23,1.2421682161275295e-23,3.4790452186500421e-37,1.0951378292050984e-47,1.0990166191976605e-70,1.5155127573374422e-66,1.0100989607544403e-68,1.1337498998503645e-97,1.3210150269572065e-72,9.0624342284347833e-133,2.3651171603238163e-135,7.2185154435394805e-63,6.3103374993195092e-116,2.1378294547373533e-168,1.8792685651973146e-182,2.4522607394124113e-185,5.0438032578267896e-46,1.2261303697062057e-185,5.3642454545434677e-186,1.0994261956791072e-193,1.9756495223756056e-218,1.5027477178024215e-232,1.960938046770896e-235,9.7180862113407711e-236,3.0622999968652009e-239,3.4640563821372526e-231,2.572649265867427e-214,1.9568464766621379e-228
1.9800369357848717e-20,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111968799999089,0.09999999999999433,0.0,0.099999999999996578,0.0,2.0566861308371988e-56,0.0,1.0953534331695305e-51,0.0,4.829252262613221e-33,4.678198048590368e-100,2.841730477185553e-43,5.3175031157397053e-79,0.0,0.0,0.0,0.0,5.3559542222107306e-117,5.6867642157994263e-15,3.4334244741142359e-15,2.485415639605115e-23,2.4854156400883181e-23,1.3925247526505453e-36,8.7677615395395578e-47,1.7603233487437984e-69,2.4274542237564779e-65,1.617474399479732e-67,7.2652087292716079e-96,2.1159314444068468e-71,1.1612023114294256e-130,3.0305097330665087e-133,5.7792015208019685e-62,8.0898605126885297e-114,1.0961902803324441e-165,1.9272247473834071e-179,2.5148388429811664e-182,2.0188357504145621e-45,1.2574194214905832e-182,5.5011336917909224e-183,2.2549657405076908e-190,8.107785139637679e-215,1.2334129432124671e-228,1.6094826424456891e-231,7.9763321587886913e-232,5.0269315368357947e-235,2.8432178841176853e-227,1.0557854644614422e-210,1.6061346393407785e-224
3.9609336357624423e-20,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111968799998176,0.09999999999998864,0.0,0.099999999999993136,0.0,1.6461767235372601e-55,0.0,8.7672669858372433e-51,0.0,1.9323299439603482e-32,2.9963673355861705e-98,1.1370623434100121e-42,1.7025602292045619e-77,0.0,0.0,0.0,0.0,3.4295865360308822e-115,1.1375997715730728e-14,6.8683397964401034e-15,4.9719104860763317e-23,4.971910488009776e-23,5.57191285680969e-36,7.0168739318499375e-46,2.8180356269331502e-68,3.8860350079405375e-64,2.5890124139157108e-66,4.652682868896132e-94,3.3873372318255853e-70,1.4871150787006194e-128,3.8810779793611355e-131,4.6251176332445209e-61,1.036311096427366e-111,5.6166521824493934e-163,1.9749415962571299e-176,2.5771046401727502e-179,8.0779726107407783e-45,1.2885523200863751e-179,5.637338341652992e-180,4.6215962515525694e-187,3.3241337961063106e-211,1.0113810509784198e-224,1.3197528495847879e-227,6.5404791545240657e-228,8.2440509389545048e-231,2.3314055029327646e-223,4.3286584024242053e-207,1.3170116942380413e-220
7.922727035717582e-20,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111968799996353,0.09999999999997726,0.0,0.099999999999986267,0.0,1.3172725870430823e-54,0.0,7.0155898267811304e-50,0.0,7.7305780309584616e-32,1.9184179456021596e-96,4.5489897841713979e-42,5.4497277737944302e-76,0.0,0.0,0.0,0.0,2.195508935062426e-113,2.2754464711866827e-14,1.3738170439733237e-14,9.94490017611717e-23,9.9449001838522085e-23,2.2291279628758488e-35,5.6145652515568e-45,4.5100719618652106e-67,6.2193430894333218e-63,4.1432627709042537e-65,2.9786611705749857e-92,5.4212173260925021e-69,1.9040085775955871e-126,4.969088048246578e-129,3.7007968225225345e-60,1.3269961201448144e-109,2.8767974784712904e-160,2.0230944925302636e-173,2.6399394364954062e-176,3.2317150132706486e-44,1.3199697182477031e-176,5.7747872551219765e-177,9.4685606283524558e-184,1.362221028038095e-207,8.2892248000790416e-221,1.0816623508149175e-223,5.3605416090631114e-224,1.3513580207019975e-226,1.9108102663046572e-219,1.7738751825140664e-203,1.0794173522335906e-216
1.5846313835627862e-19,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111968799992703,0.0999999999999545,0.0,0.099999999999972528,0.0,1.053950569052874e-53,0.0,5.6131824373046901e-49,0.0,3.0924828797818315e-31,1.2280251577143041e-94,1.819744006320044e-41,1.7441584007330989e-74,0.0,0.0,0.0,0.0,1.4053225497051929e-111,4.5511398689233005e-14,2.7477831720885098e-14,1.9890879544592479e-22,1.9890879575535143e-22,8.9172375373404244e-35,4.4920786863451779e-44,7.2170872389346118e-66,9.9522987844024899e-62,6.6298948402814029e-64,1.9066453287830212e-90,8.6751294328743012e-68,2.4374747205208616e-124,6.3613298002819679e-127,2.9609185730361401e-59,1.6988864475727949e-107,1.4732084951678676e-157,2.0720544497517033e-170,2.7038273683050417e-173,1.29279118438399e-43,1.3519136841525209e-173,5.9145392823728161e-174,1.9395408405143669e-180,5.5810531125237486e-204,6.7922318357126818e-217,8.8631948501525663e-220,4.3924541006852141e-220,2.2146201799446499e-222,1.565728271503319e-215,7.2676149223738723e-200,8.8448048148594849e-213
3.1693487435448427e-19,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111968799985403,0.099999999999908981,0.0,0.09999999999994505,0.0,8.4321345823553084e-53,0.0,4.4908301877622927e-48,0.0,1.2370434859469951e-30,7.8601204488886962e-93,7.2792722211222674e-41,5.5816988936471012e-73,0.0,0.0,0.0,0.0,8.9950354009328256e-110,9.102526658434128e-14,5.4957154261451199e-14,3.9782838235117595e-22,3.978283835889329e-22,3.5670401523549712e-34,3.5938335476038495e-43,1.1548117300969177e-64,1.5924757965524122e-60,1.0608371290327318e-62,1.2203497147763127e-88,1.3881150406892309e-66,3.1203053074990761e-122,8.1433833882753276e-125,2.3688473082301144e-58,2.1747864511139403e-105,7.5438493640406698e-155,2.1220713305622448e-167,2.7690944820855593e-170,5.1713749254889333e-43,1.3845472410427796e-170,6.0573071467736449e-171,3.972716852846583e-177,2.2863712567005494e-200,5.5651015983095385e-213,7.2619105232278212e-216,3.5988833567101952e-216,3.6290237541114371e-218,1.2828531751578699e-211,2.9772995312056046e-196,7.2468433685407266e-209
6.338783463508955e-19,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111968799970804,0.099999999999817957,0.0,0.099999999999890093,0.0,6.7459196842963842e-52,0.0,3.5927778331936283e-47,0.0,4.9482746037476392e-30,5.0307185871943949e-91,2.9117681286663634e-40,1.7862058325868161e-71,0.0,0.0,0.0,0.0,5.7580086830405458e-108,1.8205300213606161e-13,1.0991579925563293e-13,7.9566755430465865e-22,7.9566755925578697e-22,1.4268450850093593e-33,2.8751350719181703e-42,1.8477609825702408e-63,2.5480476577671317e-59,1.6973825672397684e-61,7.8105476116659296e-87,2.2210588536928984e-65,3.9948105845394424e-120,1.042567024052977e-122,1.8951228241665636e-57,2.7838613686094929e-103,3.8632954335295923e-152,2.1734760103154246e-164,2.8361725382620771e-167,2.0685918663828576e-42,1.4180862691310385e-167,6.2040342388207638e-168,8.1378968522752224e-174,9.3671505173406919e-197,4.5599894317015932e-209,5.950337954855073e-212,2.9488887534868689e-212,5.9471678559101867e-214,1.051156415051987e-207,1.2197843346221047e-192,5.9379890019767927e-205
1.2677652903437179e-18,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111968799941608,0.099999999999635908,0.0,0.099999999999780181,0.0,5.396820556069718e-51,0.0,2.8742677153965496e-46,0.0,1.9793299657493494e-29,3.2197352137659196e-89,1.1647190996110411e-39,5.7159547240776211e-70,0.0,0.0,0.0,0.0,3.687748139851182e-106,3.6410847228551718e-13,2.1983308889619449e-13,1.5913458907835453e-21,1.5913459105882602e-21,5.7074383572235547e-33,2.3001353395956892e-41,2.9564673276056978e-62,4.0769453198640568e-58,2.7158466232231821e-60,4.9988494530014938e-85,3.5537518241812084e-64,5.1169763205200352e-118,1.3354302218681711e-120,1.5161162449437591e-56,3.56342659987719e-101,1.9794186216082334e-149,2.2272264070729791e-161,2.9063115270023582e-164,8.2744501214353234e-42,1.4531557635011791e-164,6.3574526371972597e-165,1.6678270734569682e-170,3.8395462106818188e-193,3.7382316095346133e-205,4.8780247837269087e-208,2.4174667766291075e-208,9.7508318837119205e-210,8.6172528155561839e-204,4.9998251506687661e-189,4.8678941203287508e-201
2.5355391783293627e-18,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111968799883213,0.099999999999271796,0.0,0.099999999999560343,0.0,4.3174903685302258e-50,0.0,2.2994323119192926e-45,0.0,7.917360048310339e-29,2.0606521247198876e-87,4.6589000948029658e-39,1.8291186793648788e-68,0.0,0.0,0.0,0.0,2.3667432544587635e-104,7.2821940876848806e-13,4.396676667861097e-13,3.1827025340290051e-21,3.1827026132482657e-21,2.2829869212059964e-32,1.840119165634142e-40,4.7303874747647671e-61,6.5231676368784868e-57,4.345382166593366e-59,3.1992952722571228e-83,5.6860420899560073e-63,6.5678958389038316e-116,1.7140916984570487e-118,1.2129001811869091e-55,4.5612342852279848e-99,1.0162726058509167e-146,2.2869994402255552e-158,2.9843094692819349e-161,3.3097956700544554e-41,1.4921547346409674e-161,6.5280531982238851e-162,3.4251621162517161e-167,1.5770404575942849e-189,3.0708529992621821e-201,4.0071613115921795e-204,1.9858792875133571e-204,1.6019995426146169e-205,7.0787995089729494e-200,2.053601621160269e-185,3.9988249318584182e-197
5.071086954300652e-18,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111968799766423,0.099999999998543573,0.0,0.099999999999120667,0.0,3.4540058642868065e-49,0.0,1.8395530412865615e-44,0.0,3.1669520057111529e-28,1.3188210498610737e-85,1.8635647771749715e-38,5.8531867492205916e-67,0.0,0.0,0.0,0.0,1.5315342634009128e-102,1.4564412664706688e-12,8.7933681700110941e-13,6.365415701670671e-21,6.3654160185485109e-21,9.1319706401301966e-32,1.4720996598013054e-39,7.5686515869534407e-60,1.0437111905373588e-55,6.9526333836547506e-58,2.0475590267159345e-81,9.0976764227183296e-62,8.4997067487852367e-114,2.2182563869063317e-116,9.7032300455533907e-55,5.8383965386710321e-97,5.260677904319902e-144,2.3676859198825145e-155,3.0895974141463991e-158,1.3239206645059114e-40,1.5447987070731995e-158,6.7583306257817479e-159,7.0919416306805714e-164,6.530714970167823e-186,2.5433520797349953e-197,3.3188244813916664e-200,1.6447478285420885e-200,2.6535950342063606e-201,5.8627596428754024e-196,8.5041339838839073e-182,3.3118895828567863e-193
1.0142182506243232e-17,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111968799532846,0.099999999997087127,0.0,0.099999999998241329,0.0,2.7632101191307726e-48,0.0,1.4716452071473947e-43,0.0,1.2667823590088644e-27,8.4404250732496886e-84,7.4542685869898338e-38,1.8730118546081724e-65,0.0,0.0,0.0,0.0,1.0202650672769357e-101,2.9128849208199898e-12,1.7586750951717855e-12,1.2730841561557029e-20,1.2730842829069947e-20,3.6527926860156068e-31,1.1776814102757631e-38,1.2109867286524007e-58,1.6699412673273508e-54,1.1124230504271248e-56,1.3104408689602453e-79,1.4556218299802299e-60,1.2086994854695482e-112,3.154468122279207e-115,7.7625952429400982e-54,7.4731215982660953e-95,3.0392030219259005e-142,2.7567571135858395e-153,3.5972971283979546e-156,5.2956816284579119e-40,1.7986485641989773e-156,7.8772319540071217e-157,1.6595085375029597e-161,3.0473489327664056e-183,2.3758042884737577e-194,3.1001911165751528e-197,1.5383957310195258e-197,5.9442213889040217e-198,6.5639721502542505e-193,4.7569772515558873e-179,3.708023274973452e-190
2.0284373610128393e-17,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111968799065689,0.099999999994174235,0.0,0.099999999996482652,0.0,2.2105702662367335e-47,0.0,1.1773171112256437e-42,0.0,5.0671322250477681e-27,5.4018097489913516e-82,2.9817093302724434e-37,5.9935675597686366e-64,0.0,0.0,0.0,0.0,2.2299836219895811e-99,5.8257719852984871e-12,3.5173515624758496e-12,2.5461691379742138e-20,2.5461696449796595e-20,1.4611178315171808e-30,9.421457236178238e-38,1.9375805681910054e-57,2.6719082938616943e-53,1.7798781060642656e-55,8.3868302314936312e-78,2.3289670167844289e-59,4.9242181549496389e-110,1.28512420658532e-112,6.2100803058431887e-53,9.5654856893645633e-93,4.8699755518958147e-139,8.7616541275128917e-150,1.1433097928384696e-152,2.1182677874598875e-39,5.7165489641923479e-153,2.5018390754228134e-153,1.0497936455803119e-157,3.8660947358564909e-179,6.022030036700419e-190,7.8581575644865306e-193,3.8961828537559446e-193,2.6972987119300786e-193,1.4898892023903609e-188,5.4033262266242233e-175,8.416540434302382e-186
4.0568755817898716e-17,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111968798131375,0.099999999988348465,0.0,0.099999999992965299,0.0,1.768457081121878e-46,0.0,9.4185380455894759e-42,0.0,2.0268531882711896e-26,3.4570706577132436e-80,1.1926841110583572e-36,1.9178934149961325e-62,0.0,0.0,0.0,0.0,5.704797154908737e-97,1.1651545137375083e-11,7.0347041409348625e-12,5.0923383409764177e-20,5.0923403689984995e-20,5.8444718092331533e-30,7.5371669292968511e-37,3.1001297831541551e-56,4.2750537268053709e-52,2.8478054960741103e-54,5.3675724789372659e-76,3.7262519619166364e-58,2.5181902180465611e-107,6.5719822096478608e-110,4.9680652954932832e-52,1.224351220896881e-90,9.960459762500183e-136,3.5837541233887323e-146,4.6764473198903306e-149,8.4730241582636063e-39,2.3382236599451653e-149,1.0230318607042756e-149,8.5851556547492137e-154,6.3252395666399096e-175,1.9704867515024606e-185,2.5712917356561254e-188,1.2744878586233366e-188,1.691846652165971e-188,4.6725944286707624e-184,8.4732194697544277e-171,2.6396452874772964e-181
8.113752023343935e-17,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2411196879626275,0.099999999976696924,0.0,0.099999999985930593,0.0,1.4147660117653539e-45,0.0,7.5348266967915415e-41,0.0,8.1074112731857863e-26,2.2124106146093953e-78,4.7707372009640743e-36,6.1369453795117201e-61,0.0,0.0,0.0,0.0,1.4603495284576103e-94,2.3303087534007956e-11,1.406940787325672e-11,1.0184673704443375e-19,1.0184681816530225e-19,2.3377879954803382e-29,6.0297320136033962e-36,4.9602065352310936e-55,6.8400819880829072e-51,4.5564877622280187e-53,3.4352446437048203e-74,5.9616935524878135e-57,1.289241013779419e-104,3.3646664258914723e-107,3.9744517066776665e-51,1.5670885513385386e-88,2.0397862460537769e-132,1.4678216446292593e-142,1.9153633507199634e-145,3.3891704545772477e-38,9.576816753599817e-146,4.1894958671065314e-146,7.0315439529714545e-150,1.036267739285918e-170,6.4565193500324229e-181,8.4251245635737797e-184,4.1755462693500159e-184,1.0965564783526152e-183,1.5142521300965142e-179,1.3730132764540248e-166,8.5546325902834449e-177
1.2170628464897998e-16,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111968794394126,0.099999999965045383,0.0,0.099999999978895887,0.0,4.1958085709421218e-45,0.0,2.2369008873523997e-40,0.0,1.7228245694630487e-25,1.2565728934172933e-77,1.013781702369109e-35,2.8640493655727115e-60,0.0,0.0,0.0,0.0,9.7155210719845304e-94,3.4954626023121825e-11,2.1104110180982699e-11,1.5277006025374697e-19,1.5277023263555995e-19,4.9677981072776317e-29,1.7241261447842164e-35,1.875140339331526e-54,2.5877410741736428e-50,1.6770898072922554e-52,1.9157557333952504e-73,2.2566145919706351e-56,9.849645212373011e-104,2.570564486428368e-106,1.1364446309326919e-50,1.0398071596254391e-87,1.9652698015238365e-131,1.5606367737655014e-141,2.0364780348237881e-144,7.2019291743195881e-38,1.018239017411894e-144,4.4540785210231042e-145,8.177854451755067e-149,1.3089618322031362e-169,8.8009568128059798e-180,1.1484385685306473e-182,5.6912383702335405e-183,1.5896422403482236e-182,2.0437677974203516e-178,1.7159009822960075e-165,1.1546145985092699e-175
