Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(28),CO2X(29),HX(19),CH3X(22),CH2X(58),CHX(26),H2X(31),C2H6X(34),CX(24),C2H5X(33),C3H8X(38),CH2(48),HOCXO(25)
2.221639957389961e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105079336234272,0.099964877856594567,0.0,0.09996622750583016,0.0,1.6803226688802499e-26,0.0,2.8521155034638827e-22,0.0,1.9660888097637075e-13,2.3787862253628488e-43,2.6789630174772286e-23,4.9118893023421805e-32,0.0,0.0,0.0,0.0,0.0,3.5122143126788585e-05,3.3772494169840181e-05,2.7872426398795998e-13,8.1981441316425735e-14,3.6136095302304528e-17,2.0556320263579902e-17,4.4776141106227685e-30,8.5368279166313318e-26,2.4001085623700873e-28,2.6018896004544474e-34,6.4109020318607953e-47,1.102748735821868e-32,3.3582425159086251e-27
2.235611258463045e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105076648062745,0.099964877640788957,0.0,0.099966200839920583,0.0,1.7122206267360587e-26,0.0,2.8815532300659922e-22,0.0,1.9829436823905459e-13,2.4249415715755556e-43,2.7127479602528321e-23,5.0003096849968475e-32,0.0,0.0,0.0,0.0,0.0,3.5122358930656674e-05,3.3799160079427517e-05,2.804771142347867e-13,8.2047550515268571e-14,3.6340630366573672e-17,2.0837890137042526e-17,4.5699559624029467e-30,8.6369216100306724e-26,2.4505898460542686e-28,2.6286202847883596e-34,6.5486786305191356e-47,1.129921260956347e-32,3.3795506356415782e-27
2.2495825595361292e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105074015792316,0.099964877437175817,0.0,0.09996617472082947,0.0,1.7445197272925468e-26,0.0,2.9110379433235014e-22,0.0,1.999811939731057e-13,2.4716062124862685e-43,2.7467444288538596e-23,5.0896343906236341e-32,0.0,0.0,0.0,0.0,0.0,3.5122562542029675e-05,3.3825279170542981e-05,2.8222996606356974e-13,8.2112320464560908e-14,3.6543968688173031e-17,2.112104454970388e-17,4.6635698711785269e-30,8.7372468740290947e-26,2.5017598279735014e-28,2.6553913706947032e-34,6.6881975973816192e-47,1.1575598502386203e-32,3.4008587822786976e-27
2.2635538606092133e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105071438233544,0.099964877245074024,0.0,0.099966149137343571,0.0,1.7772224769768044e-26,0.0,2.9405687277573055e-22,0.0,2.0166933091805246e-13,2.5187808468890577e-43,2.7809524200333965e-23,5.1798647687255201e-32,0.0,0.0,0.0,0.0,0.0,3.5122754642080962e-05,3.3850862656419113e-05,2.8398281946540766e-13,8.2175778440877333e-14,3.6746111704245396e-17,2.1405774208763242e-17,4.7584646382907935e-30,8.8377993376993774e-26,2.5536223615983825e-28,2.6822020336804836e-34,6.8294628882799148e-47,1.1856688375892116e-32,3.4221669556753835e-27
2.2775251616822974e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105068914223768,0.099964877063840246,0.0,0.099966124078479671,0.0,1.8103313822106387e-26,0.0,2.9701446850811428e-22,0.0,2.0335875236863912e-13,2.5664661535273861e-43,2.8153719305435031e-23,5.2710021411908287e-32,0.0,0.0,0.0,0.0,0.0,3.5122935874082509e-05,3.3875921520345e-05,2.8573567443138869e-13,8.2237951165234346e-14,3.6947061000187338e-17,2.1692069833165072e-17,4.8546490650840867e-30,8.9385747061308635e-26,2.6061812777487912e-28,2.7090514651575815e-34,6.9724783584747628e-47,1.2142525586604951e-32,3.4434751556852033e-27
2.2914964627553815e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105066442626441,0.09996487689286708,0.0,0.099966099533479638,0.0,1.8438489494105243e-26,0.0,2.999764933909907e-22,0.0,2.050494321635168e-13,2.6146627915637718e-43,2.8500029571352112e-23,5.3630478028264557e-32,0.0,0.0,0.0,0.0,0.0,3.5123106845510692e-05,3.3900466520381798e-05,2.8748853095259245e-13,8.2298864814406471e-14,3.7146818305255761e-17,2.1979922154733701e-17,4.9521319529044322e-30,9.0395687593964523e-26,2.6594403846239031e-28,2.7359388721664671e-34,7.1172477646739212e-47,1.2433153507461957e-32,3.4647833821600035e-27
2.3054677638284656e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105064022330447,0.09996487673158079,0.0,0.099966075491806042,0.0,1.8777776849875497e-26,0.0,3.0294286094715538e-22,0.0,2.0674134467416578e-13,2.6633714010408146e-43,2.8848454965585288e-23,5.4560030218818262e-32,0.0,0.0,0.0,0.0,0.0,3.5123268130035131e-05,3.3924508193981352e-05,2.8924138902009223e-13,8.2358545032011905e-14,3.7345385488274342e-17,2.2269321919274231e-17,5.0509221030982768e-30,9.1407773515204135e-26,2.7134034678349368e-28,2.7628634771034568e-34,7.2637747670254735e-47,1.27286155269367e-32,3.4860916349500291e-27
2.3194390649015497e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105061652249477,0.099964876579439699,0.0,0.099966051943137527,0.0,1.9121200953473693e-26,0.0,3.0591348633226083e-22,0.0,2.0843446479404296e-13,2.7125926033336845e-43,2.9198995455624345e-23,5.5498690405636494e-32,0.0,0.0,0.0,0.0,0.0,3.5123420269397146e-05,3.3948056862510253e-05,2.9099424862495727e-13,8.2417016939372383e-14,3.7542764553438189e-17,2.2560259887640513e-17,5.1510283170112631e-30,9.2421964094477948e-26,2.7680742904405331e-28,2.7898245174515229e-34,7.4120629310861037e-47,1.3028955048189024e-32,3.5073999139040127e-27
2.333410365974634e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105059331321399,0.099964876435932146,0.0,0.099966028877364346,0.0,1.946878686890148e-26,0.0,3.0888828630672963e-22,0.0,2.101287679279504e-13,2.762327001594132e-43,2.9551651008948774e-23,5.6446470755416763e-32,0.0,0.0,0.0,0.0,0.0,3.5123563775183753e-05,3.3971122635680931e-05,2.9274710975825527e-13,8.2474305146151694e-14,3.7738957636214271e-17,2.2852726836770873e-17,5.2524593959870789e-30,9.3438219320161453e-26,2.8234565929847125e-28,2.81682124551468e-34,7.5621157297640118e-47,1.3334215488241483e-32,3.5287082188692935e-27
2.3473816670477184e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105057058507662,0.099964876300575073,0.0,0.099966006284584144,0.0,1.9820559660105153e-26,0.0,3.1186717920803238e-22,0.0,2.1182422998162056e-13,2.8125751811861022e-43,2.9906421593027792e-23,5.7403383184454916e-32,0.0,0.0,0.0,0.0,0.0,3.5123699130503214e-05,3.3993715415892114e-05,2.9449997241105352e-13,8.2530433760777388e-14,3.7933966999335888e-17,2.314671356069235e-17,5.3552241413663695e-30,9.4456499889302173e-26,2.8795540935373115e-28,2.8438529281559574e-34,7.713936545236158e-47,1.3644440277181595e-32,3.5500165496919072e-27
2.3613529681208027e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105054832792719,0.099964876172912248,0.0,0.09996598415509754,0.0,2.0176544390975119e-26,0.0,3.1485008492332888e-22,0.0,2.1352082735151391e-13,2.8633377101130459e-43,3.0263307175320335e-23,5.8369439363525337e-32,0.0,0.0,0.0,0.0,0.0,3.5123826791567443e-05,3.4015844902479969e-05,2.9625283657442144e-13,8.2585426400650243e-14,3.8127795028888979e-17,2.3442210871494179e-17,5.4593313544856936e-30,9.5476767197402833e-26,2.9363704877368374e-28,2.8709188465389478e-34,7.8675286708396196e-47,1.3959672857389255e-32,3.5713249062166826e-27
2.375324269193887e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105052653183437,0.099964876052512891,0.0,0.099965962479404133,0.0,2.053676612534542e-26,0.0,3.1783692486247558e-22,0.0,2.1521853691482354e-13,2.9146151394370063e-43,3.0622307723275078e-23,5.9344650722674234e-32,0.0,0.0,0.0,0.0,0.0,3.5123947189186719e-05,3.4037520595882354e-05,2.9800570223943242e-13,8.263930620214591e-14,3.8320444230488275e-17,2.3739209600271233e-17,5.5647898366765407e-30,9.6498983328246877e-26,2.9939094488356582e-28,2.8980182958729328e-34,8.0228953129367826e-47,1.4279956682788715e-32,3.5926332882873358e-27
2.3892955702669714e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105050518708573,0.099964875938970132,0.0,0.099965941248198284,0.0,2.0901249926993259e-26,0.0,3.2082762193139879e-22,0.0,2.1691733601968449e-13,2.9664080036895741e-43,3.0983423204330388e-23,6.0329028455927246e-32,0.0,0.0,0.0,0.0,0.0,3.5124060730181325e-05,3.4058751801717497e-05,2.9975856939716483e-13,8.2692095830412412e-14,3.8511917225541716e-17,2.4037700598038068e-17,5.6716083892643997e-30,9.7523111043771473e-26,3.0521746277474564e-28,2.9251505851615989e-34,8.1800395927542423e-47,1.4605335218124445e-32,3.6139416957465505e-27
2.403266871340056e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105048428418233,0.099964875831899877,0.0,0.099965920452365242,0.0,2.1270020859638473e-26,0.0,3.2382210050583301e-22,0.0,2.1861720247558141e-13,3.0187168212747957e-43,3.1346653585914384e-23,6.132258352591282e-32,0.0,0.0,0.0,0.0,0.0,3.5124167798714666e-05,3.4079547634779088e-05,3.0151143803870487e-13,8.2743817488968613e-14,3.8702216747600739e-17,2.4337674736614345e-17,5.7797958135678534e-30,9.8549113773993708e-26,3.1111696530968782e-28,2.9523150369553249e-34,8.3389645481952248e-47,1.493585193826033e-32,3.6352501284360769e-27
2.41723817241314e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105046381383349,0.099964875730939276,0.0,0.09996590008297708,0.0,2.1643103986943088e-26,0.0,3.268202864054249e-22,0.0,2.2031811454395227e-13,3.0715420948641402e-43,3.1711998835444951e-23,6.2325326668402427e-32,0.0,0.0,0.0,0.0,0.0,3.5124268757552608e-05,3.4099917022949445e-05,3.0326430815514702e-13,8.2794492929106596e-14,3.8891345638795119e-17,2.4639122909482155e-17,5.8893609108977529e-30,9.9576955606994401e-26,3.1708981312713113e-28,2.9795109871070413e-34,8.4996731356254222e-47,1.5271550327501595e-32,3.6565585861967984e-27
