Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(55),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(56),COX(57)
7.341025458852925e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33510981448306698,0.11635353409210124,0.022751065346871817,1.1896955329665052e-25,4.2451410269879198e-17,1.2099959127213616e-10,7.5823281596211536e-09,2.4927252938025626e-15,6.4523843249091581e-15,3.0912381722092672e-09,4.0643778306441898e-29,3.8594438010037264e-11,5.9256949638415251e-20,1.0246721453271647e-24,5.4031326803021797e-23,3.8388996429020764e-24,6.3627831385222109e-15,1.1879783043579349e-22,0.0023163455556698656,0.00014099710955014122,1.8030347381257193e-09,2.4493383182870118e-15,3.3034210932355235e-07,1.2500551954127053e-13,2.2099864384565394e-10,7.3683986755626567e-08,4.6503074442388463e-13,9.8484815427563189e-13,6.2525404195280509e-15
7.471921910137934e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3350758372679476,0.11632205718285289,0.022749818766526556,1.3336564287244606e-25,4.4952099531234075e-17,1.2901265591406933e-10,8.0226709797654974e-09,2.5736505068725687e-15,6.7199278662515254e-15,3.1669943124442273e-09,4.5129537915885443e-29,3.9819904869747689e-11,6.3194261977745238e-20,1.1015569327374741e-24,5.8168992960951568e-23,4.1335253946204164e-24,6.6250414016805102e-15,1.2879580045929553e-22,0.0023478203630123208,0.00014348982987819926,1.8200873083350536e-09,2.5513718006649213e-15,3.384436778446918e-07,1.2619779136172886e-13,2.312247543015301e-10,7.5242494379410831e-08,4.8367187825982092e-13,1.0585618546649401e-12,6.6151460001522905e-15
7.602818361422944e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3350421469421751,0.11629086656246707,0.022748572506179485,1.4921220161839957e-25,4.755429548799756e-17,1.3741876284284033e-10,8.4801110127483847e-09,2.6561069133908928e-15,6.9939632349805956e-15,3.2434397425243222e-09,5.00271676992015e-29,4.1067988148933419e-11,6.7325241226156924e-20,1.1829474586701207e-24,6.2544158505362311e-23,4.4450196023057157e-24,6.8935764716497142e-15,1.3945261895298222e-22,0.0023790088621078358,0.00014598189311225844,1.8371311052779969e-09,2.6559908313776326e-15,3.466196384758616e-07,1.2739007404725883e-13,2.4173787033649729e-10,7.680232127168709e-08,5.0269952143842594e-13,1.1364039644764432e-12,6.9917924741268938e-15
7.733714812707953e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33500874089837895,0.11625995962723108,0.02274732656363599,1.6662699645476911e-25,5.0260376105178162e-17,1.4623099179630884e-10,8.9549762732833505e-09,2.740108097809696e-15,7.2745486230015732e-15,3.320573787974831e-09,5.5367295389690573e-29,4.2338874354300606e-11,7.1656347054762153e-20,1.2690384864945899e-24,6.7166028276594072e-23,4.7740255048999918e-24,7.1684414804989126e-15,1.5080044524696683e-22,0.0024099136566814029,0.00014847330331351169,1.854166244156334e-09,2.7632226541979149e-15,3.5486991480345046e-07,1.2858239785211822e-13,2.5254035034226319e-10,7.8363125351540526e-08,5.2211274272546012e-13,1.2185325784134266e-12,7.3827473075262332e-15
7.864611263992962e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33497561655295122,0.11622933379715741,0.022746080936721903,1.8573511479368305e-25,5.3072738544829535e-17,1.5546267477081837e-10,9.4475928954768082e-09,2.8256676340787876e-15,7.5617421553514353e-15,3.3983957795236238e-09,6.1182327606933709e-29,4.3632749403920448e-11,7.6194164195180093e-20,1.3600304368982879e-24,7.2043993045290075e-23,5.1211982842523708e-24,7.4496894520294771e-15,1.6287250399154234e-22,0.0024405373267325698,0.00015096406450418613,1.8711928386693719e-09,2.8730944681410941e-15,3.6319443064905301e-07,1.2977479329798503e-13,2.6363445734226715e-10,7.9924566675933466e-08,5.4191047440784938e-13,1.3051092861008507e-12,7.7882763699653503e-15
7.99550771527797e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33494277134582801,0.11619898651576693,0.02274483562328326,2.0666928149675547e-25,5.599379912987039e-17,1.651273979101575e-10,9.9582850062502714e-09,2.9127990859101953e-15,7.8556018906560504e-15,3.4769050530346554e-09,6.7506526495734592e-29,4.4949798629099966e-11,8.0945403411626482e-20,1.4561294803267681e-24,7.7187629383402957e-23,5.4872049867967802e-24,7.737373302313699e-15,1.757031056639532e-22,0.0024708824287524686,0.0001534541806680588,1.8882110010332308e-09,2.9856334275447719e-15,3.715931100578891e-07,1.3096729116909988e-13,2.7502235787808689e-10,8.1486307565193171e-08,5.6209151397893335e-13,1.3962992014545753e-12,8.2086438321537892e-15
8.12640416656298e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3349102027402745,0.11616891524987361,0.022743590621186159,2.2957018327988138e-25,5.9025993308221193e-17,1.7523900338607596e-10,1.0487374600784604e-08,3.0015160070377767e-15,8.1561858215815041e-15,3.5561009494423393e-09,7.4376088625345242e-29,4.6290206776212029e-11,8.591690247056938e-20,1.5575476299340997e-24,8.2606699494089368e-23,5.8727244407565008e-24,8.0315458402270508e-15,1.8932766723376726e-22,0.0025009514959388451,0.00015594365575096676,1.9052208419998892e-09,3.1008666421412356e-15,3.8006587728728236e-07,1.3215992250708907e-13,2.8670612097261201e-10,8.3048012726430233e-08,5.8265452589390662e-13,1.4922709919908878e-12,8.6441120651311122e-15
8.257300617847989e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33487790822267083,0.11613911748937174,0.022742345928316508,2.5458680054088513e-25,6.2171775617250867e-17,1.8581159127032911e-10,1.1035181420047876e-08,3.091831941471947e-15,8.4635518752796698e-15,3.6359828146867574e-09,8.1829226187730667e-29,4.7654158008485084e-11,9.1115627107976011e-20,1.6645028350410276e-24,8.8311151001463638e-23,6.2784471689556917e-24,8.33225976797414e-15,2.0378273298640267e-22,0.0025307470384091065,0.00015843249366131153,1.9222224708759951e-09,3.2188211771226412e-15,3.8861265679519441e-07,1.3335271860547678e-13,2.9868771717038191e-10,8.4609349374824807e-08,6.0359804339361567e-13,1.593196908071283e-12,9.0949415412327316e-15
8.388197069132998e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33484588530230092,0.11610959074702452,0.022741101542579915,2.818767465832228e-25,6.5433619648526684e-17,1.96859521398222e-10,1.1602022830466575e-08,3.1837604237496206e-15,8.7777579138281349e-15,3.7165499996497179e-09,8.9906250534417003e-29,4.904183590775265e-11,9.6548671994174549e-20,1.7772190750988591e-24,9.4311116701176226e-23,6.7050752973181315e-24,8.6395676816084279e-15,2.1910599550442782e-22,0.0025602715434114116,0.00016092069827055658,1.9392159955414314e-09,3.3395240531988909e-15,3.9723337322881412e-07,1.3454571100389186e-13,3.1096901765541362e-10,8.6169987352720774e-08,6.2492047039483612e-13,1.6992528120778595e-12,9.5613907368335183e-15
8.519093520418007e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33481413151114203,0.11608033255825533,0.022739857461901419,3.116066142049516e-25,6.8814018012860582e-17,2.0839741522361588e-10,1.2188213705797944e-08,3.2773149791794457e-15,9.0988617346645868e-15,3.7978018600916316e-09,9.8649658091907688e-29,5.045342347616311e-11,1.0222326169635264e-19,1.8959264541570824e-24,1.0061691427279225e-22,7.1533224591348489e-24,8.9535220715458495e-15,2.3533631680627397e-22,0.0025895274755338071,0.00016340827341372035,1.9562015224676523e-09,3.4630022466483442e-15,4.0592795141320026e-07,1.3573893148197903e-13,3.2355179344676907e-10,8.772959924646923e-08,6.4662008344512628e-13,1.8106182075150308e-12,1.0043716036914873e-14
8.649989971703016e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33478264440365779,0.1160513404809401,0.022738613684225372,3.4395232961657434e-25,7.2315482305645526e-17,2.2044015766536358e-10,1.2794066311259286e-08,3.3725091240824224e-15,9.4269210710156059e-15,3.8797377565892155e-09,1.0810421869571134e-28,5.1889103137849772e-11,1.0814675163871568e-19,2.020861295832621e-24,1.0723904595496442e-22,7.6239136951847841e-24,9.2741753230723438e-15,2.5251374964198416e-22,0.0026185172769114416,0.00016589522288986216,1.9731791567357856e-09,3.5892826893612831e-15,4.146963163399759e-07,1.3693241205302152e-13,3.3643771467203528e-10,8.9287860500964753e-08,6.6869503374028987e-13,1.9274762680334966e-12,1.0542171641499418e-14
8.780886422988025e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33475142155659154,0.11602261209520232,0.022737370207515203,3.7909951364591549e-25,7.5940543072475591e-17,2.3300289894513499e-10,1.3419890189967684e-08,3.4693563660279799e-15,9.7619935923201141e-15,3.9623570544739898e-09,1.1831706638309799e-28,5.3349056740561832e-11,1.143266290603268e-19,2.1522662387785457e-24,1.1418819818441443e-22,8.1175853497951681e-24,9.6015797168454314e-15,2.7067955894560817e-22,0.0026472433674318749,0.00016838155046256263,1.990149002054506e-09,3.7183922688761853e-15,4.2353839315607211e-07,1.3812618495728338e-13,3.4962834991881853e-10,9.0844449531820889e-08,6.9114334920246848e-13,2.0500138663726693e-12,1.1057009473995593e-14
8.911782874273034e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3347204605687627,0.11599414500320937,0.022736127029753268,4.1724385018365636e-25,7.9691749775043432e-17,2.4610105641659287e-10,1.4065992051741804e-08,3.5678702040656038e-15,1.0104136904647368e-14,4.0456591237715859e-09,1.2933779268497043e-28,5.4833465557256169e-11,1.2077051397065007e-19,2.2903903326500937e-24,1.2147524119974751e-22,8.6350849629298558e-24,9.9357874293899148e-15,2.8987624344385566e-22,0.0026757081449384872,0.00017086725986039823,2.0071111607776804e-09,3.8503578284088322e-15,4.3245410715252036e-07,1.3932028265508137e-13,3.631251656642789e-10,9.2399047835132496e-08,7.1396293661683646e-13,2.1784216032179992e-12,1.1588479091492864e-14
9.042679325558044e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33468975906086484,0.11596593682897136,0.022734884148940673,4.5859146181903251e-25,8.3571670757308604e-17,2.5975031638587532e-10,1.4732675664315042e-08,3.6680641289520842e-15,1.0453408551109759e-14,4.1296433391418334e-09,1.4121854245757941e-28,5.6342510287650414e-11,1.2748616010281849e-19,2.4354891345659034e-24,1.2911122861113154e-22,9.1771711583952314e-24,1.027685053358776e-14,3.1014755742063841e-22,0.0027039139854320229,0.0001733523547774094,2.0240657339217868e-09,3.9852061668742387e-15,4.4144338375329346e-07,1.4051473781959422e-13,3.7692952578266006e-10,9.3951340094775437e-08,7.3715158382483891e-13,2.3128938359698965e-12,1.2136827597046461e-14
9.173575776843053e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33465931467526511,0.11593798521814094,0.022733641563097071,5.0335929261083134e-25,8.7582893211931456e-17,2.7396663592334061e-10,1.5420241747007425e-08,3.7699516233744663e-15,1.0809866012270268e-14,4.2143090798196227e-09,1.5401411229508836e-28,5.7876371059737591e-11,1.3448145586464658e-19,2.5878248060623573e-24,1.3710739693688274e-22,9.7446135282547923e-24,1.0624820999162243e-14,3.3153853263713547e-22,0.0027318632432702769,0.000175836838873563,2.041012821183113e-09,4.1229640389014508e-15,4.5050614850419089e-07,1.4170958332941922e-13,3.910426911306947e-10,9.5501014287196196e-08,7.6070696197189956e-13,2.4536287074211223e-12,1.2702299553988943e-14
9.304472228128062e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33462912507580578,0.11591028783781591,0.022732399270260509,5.517754979342596e-25,9.172802314696614e-17,2.8876624466652472e-10,1.6128987866901264e-08,3.8735461621687915e-15,1.1173566706544879e-14,4.2996557295565338e-09,1.6778205156420002e-28,5.9435227431262369e-11,1.4176442528740849e-19,2.7476662105389583e-24,1.4547516510800975e-22,1.0338192513545149e-23,1.0979750693156458e-14,3.5409550040701695e-22,0.0027595582513659377,0.00017832071577520911,2.0579525209547335e-09,4.2636581548412109e-15,4.5964232706177059e-07,1.4290485226088611e-13,4.0546581921069629e-10,9.7047761783645822e-08,7.8462662780747496e-13,2.6008281743397076e-12,1.3285136902304014e-14
9.435368679413071e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3345991879476084,0.11588284237634293,0.022731157268487227,6.040798413397903e-25,9.6009685352807268e-17,3.0416564661426306e-10,1.6859208337563533e-08,3.9788612125346834e-15,1.1544567990599804e-14,4.3856826765632197e-09,1.8258276610227121e-28,6.1019258391159376e-11,1.4934322897240078e-19,2.9152890111926071e-24,1.5422613394177814e-22,1.0958699281387779e-23,1.1341691380406256e-14,3.7786611382645831e-22,0.0027870013213826175,0.0001808039890755307,2.0748849303432667e-09,4.4073151807664731e-15,4.6885184518232357e-07,1.4410057788013641e-13,4.2019996391107489e-10,9.8591277449815746e-08,8.0890802603532509e-13,2.7546980359546332e-12,1.3885578877096319e-14
9.56626513069808e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33456950099687799,0.1158556465431234,0.022729915555851528,6.6052409835588245e-25,1.0043052336938406e-16,3.2018162191192325e-10,1.761119412035561e-08,4.0859102342458728e-15,1.1922927159743748e-14,4.4723893134525436e-09,1.9847962462058991e-28,6.262864236095374e-11,1.5722616503530993e-19,3.0909757694386727e-24,1.6337208558536423e-22,1.1606935598592101e-23,1.1710694724007653e-14,4.0289937015858767e-22,0.002814194743929071,0.00018328666233498846,2.0918101451854251e-09,4.5539617384658691e-15,4.7813462871089258e-07,1.4529679363498139e-13,4.3524607532394627e-10,1.001312597428341e-07,8.3354849171183975e-13,2.9154479623416398e-12,1.4503861929189094e-14
9.697161581983089e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3345400619507109,0.11582869806842097,0.022728674130445561,7.213724671634059e-25,1.0499319945359739e-16,3.3683122862769502e-10,1.8385232728368965e-08,4.1947066798567189e-15,1.2308701448315183e-14,4.5597750371834454e-09,2.1553906785474779e-28,6.4263557196124082e-11,1.6542167004840268e-19,3.2750160438167743e-24,1.7292498293067464e-22,1.2283713701846823e-23,1.2086812285778857e-14,4.2924563337200481e-22,0.0028411407887516294,0.00018576873908175898,2.1087282600643353e-09,4.7036244054300267e-15,4.8749060357033227e-07,1.4649353314654502e-13,4.5060499963943152e-10,1.0166741080558488e-07,8.5854525269024096e-13,3.0832915227066655e-12,1.5140219647879904e-14
9.828058033268098e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33451086855690326,0.11580199470317096,0.022727432990379194,7.869019860655544e-25,1.0970039454699324e-16,3.5413180451987787e-10,1.9181608133022878e-08,4.305263994904813e-15,1.2701948030064728e-14,4.6478392490055359e-09,2.3383072050428537e-28,6.5924180187428166e-11,1.7393831998055818e-19,3.4677064893791718e-24,1.8289696900141354e-22,1.2989856164597541e-23,1.247009552671694e-14,4.5695665683302235e-22,0.0028678417049248688,0.00018825022281216707,2.1256393683256665e-09,4.8563297148308609e-15,4.9691969575041162e-07,1.4769083020070597e-13,4.6627747911617914e-10,1.0319943655831309e-07,8.838954321084615e-13,3.258446213564566e-12,1.5794882685882608e-14
9.958954484553107e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33448191858376158,0.11577553421879137,0.022726192133779785,8.5740295767306768e-25,1.1455480824366796e-16,3.7210096879511271e-10,2.000060067335838e-08,4.4175956181097353e-15,1.3102724018532715e-14,4.7365813544044086e-09,2.5342750600402226e-28,6.761068806219148e-11,1.8278483113516042e-19,3.6693509575596714e-24,1.9330036631348468e-22,1.3726195760709858e-23,1.286059580744918e-14,4.8608560615127717e-22,0.0028942997210405085,0.00019073111699111189,2.1425435620935346e-09,5.0121041554937595e-15,5.0642183129695549e-07,1.4888871873934743e-13,4.8226415212757019e-10,1.0472704678748258e-07,9.0959605091848736e-13,3.4411334868108474e-12,1.6468078686482297e-14
9.999999999999999e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33447289045168643,0.11576728661102199,0.022725803093472649,8.8058188988397199e-25,1.1610776933099237e-16,3.7787613433853628e-10,2.0262116173734961e-08,4.4531872680833321e-15,1.3229956055194229e-14,4.7645479484280597e-09,2.5985333894212551e-28,6.8144889385442818e-11,1.8562819082326355e-19,3.7344743982446519e-24,1.9665341450617854e-22,1.3963444234679752e-23,1.2984540414720582e-14,4.9552029535373191e-22,0.002902546550880365,0.00019150893608124234,2.1478428412737433e-09,5.0615870109561081e-15,5.0941647036667185e-07,1.4926447075973591e-13,4.8734192758662023e-10,1.0520510825330572e-07,9.1772674254763351e-13,3.5000062066778327e-12,1.6683026993655967e-14
1.0089850935838116e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33445320981991539,0.11574931440699579,0.022724951558792096,9.3317937972069155e-25,1.1955915875839991e-16,3.9075662385748833e-10,2.0842486968060074e-08,4.5317149815679955e-15,1.3511086467421976e-14,4.8260007630476657e-09,2.7440576416971512e-28,6.9323256985559119e-11,1.9197006108586761e-19,3.880260596520953e-24,2.0414767620982158e-22,1.4493575325018235e-23,1.3258364388679274e-14,5.1668708217836163e-22,0.0029205170453945948,0.0001932114250524875,2.1594409322862147e-09,5.1709741718627614e-15,5.1599693630102875e-07,1.5008723285142589e-13,4.9856555328300726e-10,1.0624995523185496e-07,9.35644030454937e-13,3.6315787776842462e-12,1.7160032212927679e-14
1.0220747387123125e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33442474007413081,0.11572333307960787,0.022723711263578066,1.014549382427088e-24,1.2471618289500216e-16,4.101169570484674e-10,2.1707539830235325e-08,4.6476355109442964e-15,1.3927092370965911e-14,4.9160968887316348e-09,2.9684537176092742e-28,7.1062062561710746e-11,2.0150300961027682e-19,4.1007539519782439e-24,2.1545157817074156e-22,1.5292847610861852e-23,1.3663452431628354e-14,5.4881714415913283e-22,0.0029464958661729402,0.00019569115039959681,2.1763315686316289e-09,5.3329661639586597e-15,5.2564493688815825e-07,1.5128640676387036e-13,5.1518211362361291e-10,1.0776787966576039e-07,9.6203619504063443e-13,3.8300115326181006e-12,1.7870964680083951e-14
1.0351643838408135e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33439650717512676,0.11569758806837764,0.022722471246316673,1.1018456723067805e-24,1.3002863601489173e-16,4.3020044237756039e-10,2.2596028184978084e-08,4.7653706256591188e-15,1.4350798664291938e-14,5.0068691493287804e-09,3.2082986600423366e-28,7.2827279835039418e-11,2.1139281962150055e-19,4.331157068497223e-24,2.2722492910092419e-22,1.6124875144709609e-23,1.407591099847098e-14,5.825333330353537e-22,0.002972238351634873,0.00019817029640555996,2.1932155596826535e-09,5.4981064873301416e-15,5.3536575920759494e-07,1.5248627483232292e-13,5.3211416089161163e-10,1.0928054197953335e-07,9.8876927462693369e-13,4.0366652369785088e-12,1.860109428836704e-14
1.0482540289693144e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3343685089713922,0.11567207722479947,0.022721231505203766,1.1954159823392129e-24,1.3549929200587024e-16,4.510258422436823e-10,2.3508216989742339e-08,4.8849337390727331e-15,1.4782262223780339e-14,5.0983169667357867e-09,3.464465711201178e-28,7.4619083291294086e-11,2.2164877809767172e-19,4.5718035912640915e-24,2.3948076259411506e-22,1.6990530077977124e-23,1.4495791052766103e-14,6.1789469490132994e-22,0.0029977466502952911,0.00020064886641371648,2.2100929928322181e-09,5.6664214529978537e-15,5.4515932942161451e-07,1.5368687153173235e-13,5.4936191987259167e-10,1.1078766825708924e-07,1.0158399074665296e-12,4.2517774426873518e-12,1.9350635959978647e-14
1.0613436740978153e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33434074333100539,0.11564679841993154,0.022719992038451924,1.2956235283965986e-24,1.411309432511106e-16,4.7261220914712292e-10,2.4444367157547882e-08,5.0063382586656737e-15,1.5221539867418591e-14,5.1904397668223374e-09,3.7378672789715891e-28,7.6437646858686198e-11,2.3228031700939311e-19,4.8230348683257192e-24,2.522322881766594e-22,1.7890694036139456e-23,1.4923143459883135e-14,6.5496180461120203e-22,0.0030230228911050376,0.00020312686373802162,2.2269639543282022e-09,5.8379373273915494e-15,5.5502557369485776e-07,1.5488823144681178e-13,5.6692551280980069e-10,1.1228898885061925e-07,1.0432446428165075e-12,4.4755897957283325e-12,2.0119801277459251e-14
1.0744333192263162e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33431320814145465,0.11562174954421736,0.022718752844290261,1.402847471828954e-24,1.4692640059834645e-16,4.9497888739205731e-10,2.5404735483038772e-08,5.1295975862157845e-15,1.566868835515121e-14,5.2832369793805218e-09,4.0294562635733056e-28,7.8283143908960481e-11,2.4329701424514806e-19,5.0852000532977859e-24,2.6549289053096957e-22,1.8826257965243773e-23,1.5358018987423118e-14,6.9379678953756153e-22,0.0030480691836296276,0.00020560429166343659,2.2438285292881411e-09,6.0126803322802139e-15,5.6496441818370798e-07,1.5609038926237165e-13,5.8480495988954787e-10,1.1378423845238375e-07,1.0709799436693518e-12,4.7083480635342164e-12,2.0908798424574817e-14
1.0875229643548171e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33428590130946079,0.11559692850730853,0.022717513920964303,1.517483388101566e-24,1.5288849332925818e-16,5.1814551477952348e-10,2.638957457141286e-08,5.254725117971827e-15,1.6123764389225235e-14,5.3767080380749271e-09,4.3402274155647287e-28,8.0155747258430163e-11,2.5470859453468686e-19,5.3586562085388275e-24,2.7927612870003204e-22,1.9798121975926986e-23,1.5800468305635127e-14,7.3446335348105701e-22,0.003072887618226325,0.00020808115344631277,2.2606868017137406e-09,6.190676644695269e-15,5.7497578902570814e-07,1.5729337975354082e-13,6.0300017979674638e-10,1.1527315616358709e-07,1.0990421895096692e-12,4.9503021622535204e-12,2.1717832129550859e-14
1.100612609483318e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33425882076080149,0.11557233323788932,0.022716275266735819,1.6399437413771134e-24,1.5902006912905211e-16,5.421320242907925e-10,2.739913277023814e-08,5.3817342448237858e-15,1.6586824614531312e-14,5.4708523803933486e-09,4.6712187256423064e-28,8.2055629168977104e-11,2.6652493037040417e-19,5.6437684087881132e-24,2.9359573527405765e-22,2.0807195185043517e-23,1.6250541987827924e-14,7.7702680073066205e-22,0.0030974802662195921,0.00021055745231477019,2.2775388545052004e-09,6.371952396846815e-15,5.8505961232901623e-07,1.5849723777588746e-13,6.2151099033955891e-10,1.1675548556031779e-07,1.1274276790943409e-12,5.2017061838949396e-12,2.2547103610665923e-14
1.1137022546118189e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33423196444013675,0.11554796168350288,0.022715036879882664,1.7706583649317799e-24,1.6532399405622793e-16,5.6695864576105046e-10,2.8433654104169747e-08,5.510638352469878e-15,1.70579256189405e-14,5.5656694475981724e-09,5.0235128466797923e-28,8.3982961349016375e-11,2.7875604292672394e-19,5.9409098452652822e-24,3.0846561556037834e-22,2.1854395555009191e-23,1.6708290510776955e-14,8.2155406027427733e-22,0.0031218491800749271,0.00021303319146906985,2.294384769475343e-09,6.5565336760329702e-15,5.952158141618985e-07,1.5970199825544863e-13,6.4033710914206257e-10,1.1823097475654228e-07,1.1561326332538751e-12,5.4628184233478237e-12,2.3396810524214436e-14
1.1267918997403198e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33420533031083632,0.11552381181037892,0.022713798758698639,1.9100749472919158e-24,1.7180315251253049e-16,5.92645907543317e-10,2.9493378212579008e-08,5.641450821580344e-15,1.7537123933636856e-14,5.6611586846783431e-09,5.3982385484549389e-28,8.5937914954426362e-11,2.9141210297750343e-19,6.2504619302296286e-24,3.2389984673769185e-22,2.2940649730967162e-23,1.7173764255126744e-14,8.6811371015934311e-22,0.00314599639357111,0.00021550837408198029,2.311224627363564e-09,6.7444465245423092e-15,6.0544432054226149e-07,1.6090769617868525e-13,6.5947815440378624e-10,1.1969937646414031e-07,1.1851531977126708e-12,5.7339014052770787e-12,2.42671469148474e-14
1.1398815448688207e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33417891635480867,0.11549988160326309,0.022712560901493328,2.0586595239751911e-24,1.7846044721308102e-16,6.1921463816251512e-10,3.0578540290103885e-08,5.7741850279580881e-15,1.8024476033445813e-14,5.7573195403019872e-09,5.7965722055134493e-28,8.7920660589443901e-11,3.0450343181147385e-19,6.5728144019970187e-24,3.3991267699575268e-22,2.4066892875882407e-23,1.7647013505788722e-14,9.1677600200313996e-22,0.0031699239219708545,0.00021798300329913819,2.328058507849589e-09,6.9357169395494141e-15,6.1574505742722463e-07,1.621143665823698e-13,6.7893364572494042e-10,1.2116044804997491e-07,1.2144854459259842e-12,6.0152219108908443e-12,2.5158303168297472e-14
1.1529711899973216e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33415272057233131,0.11547616906524798,0.022711323306591966,2.2168969747176807e-24,1.8529879915668444e-16,6.4668596795961023e-10,3.168937103012774e-08,5.9088543426961946e-15,1.8520038337158459e-14,5.8541514667696304e-09,6.219739318622289e-28,8.993136830752508e-11,3.180405021457289e-19,6.9083654304122875e-24,3.5651852466160584e-22,2.5234068503671253e-23,1.8128088452334595e-14,9.676128856524567e-22,0.0031936337621899014,0.00022045708223940319,2.3448864895670611e-09,7.1303708730035798e-15,6.2611795070272884e-07,1.6332204454342181e-13,6.9870300499607691e-10,1.2261395158999e-07,1.2441253819313353e-12,6.307051004579385e-12,2.6070465966493121e-14
1.1660608351258225e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3341267409818835,0.11545267221760544,0.022710085972335252,2.385291526065971e-24,1.9232114759630814e-16,6.7508133072573605e-10,3.2826096571191476e-08,6.0454721323324065e-15,1.9023867207851676e-14,5.9516539199680223e-09,6.6690160702667783e-28,9.1970207612171714e-11,3.3203393903727669e-19,7.2575217227751073e-24,3.7373197731345265e-22,2.6443128310472589e-23,1.8617039189385321e-14,1.0206980339923099e-21,0.0032171278929645545,0.00022293061399520674,2.3617086501169349e-09,7.3284342315106685e-15,6.365629261731878e-07,1.6453076516870078e-13,7.1878555735090397e-10,1.2405965392033192e-07,1.2740689432121479e-12,6.6096640604235826e-12,2.7003818245065048e-14
1.1791504802543235e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33410097561997887,0.11542938909962062,0.022708848897079258,2.5643672592111559e-24,1.9953045000972861e-16,7.0442246532621279e-10,3.3988938446341511e-08,6.1840517590006012e-15,1.9536018953204375e-14,6.0498263593245585e-09,7.1457309146480913e-28,9.4037347457723629e-11,3.4649452079266669e-19,7.6206986302172106e-24,3.9156779088323758e-22,2.7695032004167421e-23,1.9113915716995663e-14,1.0761068679033988e-21,0.0032404082750176768,0.00022540360163289535,2.3785250660807014e-09,7.5299328762081822e-15,6.4707990955117629e-07,1.6574056358476996e-13,7.3918053218090988e-10,1.2549732668549351e-07,1.304312003571402e-12,6.9233407885714916e-12,2.7958539153245851e-14
1.1922401253828244e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33407542254100142,0.11540631776842768,0.022707612079195253,2.7546686229395247e-24,2.069296820703418e-16,7.3473141731438063e-10,3.5178113535414428e-08,6.3246065805793227e-15,2.0056549825809637e-14,6.1486682477622881e-09,7.6512662026401205e-28,9.6132956250117415e-11,3.6143317987570647e-19,7.998320254528913e-24,4.1004088874903682e-22,2.8990747132253482e-23,1.9618767941034475e-14,1.1339165813679811e-21,0.0032634768512231661,0.0002278760481930676,2.3953358130334283e-09,7.7348926226334812e-15,6.5766882644716125e-07,1.6695147492764134e-13,7.5988706421040896e-10,1.2692674638348118e-07,1.3348503760131183e-12,7.2483652614814024e-12,2.8934804016162835e-14
