Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),COX(50),CHOX(53)
0.0,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.114244592107898e-24,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,2.9246911926471996e-74,7.8554517967149819e-42,2.2183113025187725e-93,3.7875379447731192e-57,1.04055965565825e-142,7.2341660732120292e-25,-7.8175306066038922e-118,7.2341660732107995e-25,1.2127364198099348e-79,1.5467617122305847e-75,4.7284250079159247e-121,2.8571331319770689e-122,3.3768774321132326e-59,7.7301915237593517e-95,2.8689670379046558e-18,1.3794248471136902e-19,5.3170486719243188e-23,6.2640537581290418e-38,5.3170486719249688e-23,3.2284890368628919e-36,2.8311869812480749e-45,1.3426356109119142e-52,4.1881672100423966e-83,5.3574613648160551e-58,4.1854962866453377e-111,-9.282908192025648e-115
1.9919884857902116e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,9.129564723238648e-73,4.7446928852931074e-41,2.4796952777217921e-91,5.7237273421372549e-56,3.7978031202043889e-140,2.0255665004997652e-24,1.5089319972536028e-116,2.0255665004990235e-24,3.4201107416889449e-78,4.863263607768987e-74,9.5613211980886263e-119,5.7773925850612349e-120,4.0090267669461374e-58,4.001369762211158e-93,8.0331077061330364e-18,3.8623895719183324e-19,1.4887736281387026e-22,3.7834862846782424e-37,1.4887736281390962e-22,1.9500073766139211e-35,3.3611851796364944e-44,1.6129241437968893e-51,2.5776544163662014e-81,6.3603781324044384e-57,8.463468131948432e-109,9.505464208970659e-113
4.5531165389490546e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996531,0.022821567693054285,0.0,2.0325934953304304e-71,2.2843653826006043e-40,2.2990924438281188e-89,6.1573246860526707e-55,1.4090467312938673e-137,4.6298662868584793e-24,1.5932859153188686e-114,4.629866286854911e-24,7.4394879088056686e-77,1.0849660729648879e-72,1.7737821635236728e-116,1.0718012402844938e-117,3.9360817614565449e-57,1.7471546357822943e-91,1.8361389042589777e-17,8.8283190215276172e-19,3.4029111500308176e-22,1.8215835550201413e-36,3.402911150032713e-22,9.388446094428315e-35,3.3000315313889753e-43,1.623712222132663e-50,1.1927403454690199e-79,6.2446569671235305e-56,1.5701123832832525e-106,2.039837994460793e-110
9.67537264526674e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.1186699660299653,0.022821567693054285,0.0,3.8038031779329587e-70,9.9764237830255355e-40,1.824538737588269e-87,5.6596422001068209e-54,4.4789210980065708e-135,9.8384658595822664e-24,1.2593598261144155e-112,9.8384658595666793e-24,1.3791556788094167e-75,2.0320165438193496e-71,2.8178768741033993e-114,1.7026915653078981e-115,3.4814117532714003e-56,6.5042186451208075e-90,3.9017951715503187e-17,1.8760177920746187e-18,7.2311861938133427e-22,7.9553144018492457e-36,7.2311861938216201e-22,4.1001810512212665e-34,2.9188405008845772e-42,1.5075495322443887e-49,4.7240536014134476e-78,5.523328369288031e-55,2.4943217185215661e-104,3.4380281159855849e-108
1.9919884857902113e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999992,0.11866996602996525,0.022821567693054285,0.0,6.5677649782894143e-69,4.1649605436960417e-39,1.3850831151445373e-85,4.8419430581297582e-53,1.360649656542474e-132,2.0255665005055275e-23,8.9258964618491921e-111,2.0255665004990203e-23,2.3704162360720871e-74,3.5097865373131553e-70,4.2795824161469313e-112,2.5859216736757479e-113,2.92632290808765e-55,2.2408019412528669e-88,8.0331077061329717e-17,3.8623895719183326e-18,1.4887736281371571e-21,3.3211708188228832e-35,1.4887736281406123e-21,1.7117448643095606e-33,2.4534612857939807e-41,1.3872912814127717e-48,1.7920741940018987e-76,4.6426903004876629e-54,3.7881908411127734e-102,5.3728317313256021e-106
4.0408909283172856e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999981,0.11866996602996517,0.022821567693054282,0.0,1.0910497599792902e-67,1.7015222818881532e-38,1.0798308943967868e-83,4.0034121544508598e-52,4.2420447192126579e-130,4.1090063296103026e-23,6.0067191282748797e-109,4.1090063295837164e-23,3.9287910731797299e-73,5.8315072729197906e-69,6.6717077695627554e-110,4.0313544737883337e-111,2.399154278718607e-54,7.4364046559364058e-87,1.6295732775298158e-16,7.8351331316057558e-18,3.0200836456460725e-21,1.3567932908988058e-34,3.0200836456601886e-21,6.9930361983756081e-33,2.0114957471895804e-40,1.3343470109768092e-47,6.9880839687570609e-75,3.80635800885871e-53,5.9056468143816294e-100,8.4994686705351622e-104
8.138695813371434e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999964,0.118669966029965,0.022821567693054278,0.0,1.7785063646794623e-66,6.8778251172162622e-38,9.0980784159020927e-82,3.2555082769985098e-51,1.4286203448690682e-127,8.275885987860546e-23,3.9412281268799152e-107,8.2758859877530811e-23,6.3970177900294268e-72,9.5066475232020044e-68,1.123705143682732e-107,6.7899463126605758e-109,1.9428616363990903e-53,2.4230441891422221e-85,3.2820982913628068e-16,1.5780620250980593e-17,6.0827036806529871e-21,5.4842674411950949e-34,6.0827036807100458e-21,2.8266969588186002e-32,1.6289613318351449e-39,1.3996060026613538e-46,2.9467502814820869e-73,3.0824874036659204e-52,9.9467871330296952e-98,1.4430988133867473e-101
1.6334305583479732e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999931,0.11866996602996467,0.022821567693054271,0.0,2.8720664827506955e-65,2.765543232928938e-37,8.5274416494978897e-80,2.6256853642625995e-50,5.3512300450593717e-125,1.6609645304523809e-22,2.553857172381293e-105,1.6609645304091695e-22,1.032481250385275e-70,1.5352676126863334e-66,2.1051819517367473e-105,1.2720483218262911e-106,1.5637266026775913e-52,7.8238628574373708e-84,6.5871483190285973e-16,3.167159448973023e-17,1.2207943750623142e-20,2.2051129903170075e-33,1.2207943750852576e-20,1.1366023492582905e-31,1.3111296742917173e-38,1.6400729936702765e-45,1.382640702177769e-71,2.481054035383653e-51,1.8634600769794341e-95,2.7163509813408148e-99
3.2725525123696327e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999864,0.11866996602996401,0.022821567693054254,0.0,4.6163182722219553e-64,1.1091065308112601e-36,8.8887358395632518e-78,2.1090932754338953e-49,2.229372180094759e-122,3.3277163938501428e-22,1.6446125276877289e-103,3.3277163936768468e-22,1.6591696516338182e-69,2.4677097888699413e-65,4.3863758798310367e-103,2.6504512191178714e-104,1.2546999003059068e-51,2.514910804188593e-82,1.3197248374359421e-15,6.3453542967229351e-17,2.4458423890388766e-20,8.8427929962701465e-33,2.4458423891308903e-20,4.5582832520368361e-31,1.0520987957580188e-37,2.1402365052416375e-44,7.2139397538100971e-70,1.9908896161945294e-50,3.8827220214585007e-93,5.6759036758827433e-97
