Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),CH3OO(77),C2H4(47),COX(50),CHOX(53)
5.882876710641826e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4437543934400508,0.11039326026409153,0.022416877526816495,0.0,2.0750957291239419e-12,0.00019770767822997881,4.8778600421831841e-05,4.3027808997619829e-07,1.3942502886224688e-16,0.00051355626943882442,9.2367267469562649e-15,0.00027932146077917097,1.6378725332951784e-11,2.2745220361866019e-14,2.4222282546711318e-12,2.8724399372510986e-14,1.0603029445935226e-11,6.9687219980252125e-10,0.0077014534246986621,0.00076059563319140055,7.5046064684749432e-05,9.6296827200583224e-11,3.5167734949668408e-08,5.8927914550971701e-11,3.7898604234265884e-07,1.1635953086247349e-05,1.0839911896535442e-10,3.7377154544164274e-06,2.8637912567808487e-09,1.0983443287508222e-09,1.5140926587153738e-10,2.2654730244541706e-14
5.9076935930641627e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44374815734178691,0.11038750323087296,0.022415203332819694,0.0,2.1060683318745829e-12,0.00019934649451817683,4.9268130821483498e-05,4.3545751704793286e-07,1.4193062696726454e-16,0.00051563523328574062,9.4275015187458918e-15,0.00027988364673093029,1.6583264648543498e-11,2.3228998738992624e-14,2.4518026183643466e-12,2.916027157508369e-14,1.0734899107840073e-11,7.086747697791025e-10,0.0077046252998640152,0.00076345446503823708,7.5213124388614358e-05,9.687519968883492e-11,3.530625060108167e-08,5.9202154670008738e-11,3.8000078467550761e-07,1.1641029620973703e-05,1.0909747713511363e-10,3.7698141407266725e-06,2.8751709173591842e-09,1.1169663681280852e-09,1.5292680385051903e-10,2.2851763247964491e-14
5.932510475486499e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44374197458656445,0.11038179586510367,0.022413529310713887,0.0,2.1373574433222249e-12,0.00020099032657973142,4.9759708722662679e-05,4.4067545666327077e-07,1.4446786491121274e-16,0.00051771300480873712,9.6213302152372756e-15,0.00028044270313891661,1.6789407289176136e-11,2.3720702735848328e-14,2.4815537355006344e-12,2.9600359751232612e-14,1.0867726466457176e-11,7.2062422351176336e-10,0.0077077466816832954,0.00076631090560856619,7.5379730236021104e-05,9.7454296850087436e-11,3.5444686009081884e-08,5.9476051068299269e-11,3.810106127159782e-07,1.1646004084308981e-05,1.0979700312619761e-10,3.8020153228878164e-06,2.8865422202867705e-09,1.1358204180972177e-09,1.5445067453265366e-10,2.3049555256252095e-14
5.957327357908836e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44373584441093938,0.11037613742047905,0.022411855460079084,0.0,2.1689648460739937e-12,0.0002026391594560965,5.0253329909338748e-05,4.4593200029332912e-07,1.4703697117018934e-16,0.00051978957971127756,9.818246947308679e-15,0.00028099864775036319,1.6997157529439448e-11,2.4220421720510267e-14,2.5114813362628901e-12,3.0044679355175567e-14,1.1001512858972294e-11,7.327217072891061e-10,0.0077108183217012996,0.00076916495995847114,7.5545886299931635e-05,9.803411602778746e-11,3.5583040894446094e-08,5.9749610828654191e-11,3.8201562010594134e-07,1.1650879466483226e-05,1.1049770423223022e-10,3.834318687180692e-06,2.8979051433054309e-09,1.1549082915398272e-09,1.5598086484045383e-10,2.3248108030855037e-14
5.982144240331173e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44372976606289466,0.11037052716185829,0.022410181780501137,0.0,2.200892324093871e-12,0.00020429297827768416,5.0748990244679789e-05,4.5122723878341917e-07,1.4963817468201166e-16,0.00052186495372520268,1.0018286023505375e-14,0.00028155149821140079,1.7206519615236077e-11,2.4728245571621514e-14,2.5415851516476427e-12,3.0493245789543245e-14,1.1136259606527465e-11,7.4496837041951989e-10,0.0077138409602757196,0.000772016633053127,7.5711596586073668e-05,9.8614654561991091e-11,3.5721314979771858e-08,6.0022840907860347e-11,3.8301589849991693e-07,1.1655658676601837e-05,1.1119958760320049e-10,3.8667239218433039e-06,2.9092596643219696e-09,1.1742318061243424e-09,1.5751736194116572e-10,2.3447423318543981e-14
6.00696112275351e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44372373880166743,0.11036496436509781,0.022408508271571665,0.0,2.2331416626778726e-12,0.00020595176826274282,5.1246685669505166e-05,4.5656126235355783e-07,1.5227170484685101e-16,0.00052393912261068534,1.0221481949648414e-14,0.00028210127206763268,1.7417497763792201e-11,2.5244264677594448e-14,2.5718649134791269e-12,3.0946074406128001e-14,1.1271968014330265e-11,7.5736536521058506e-10,0.0077168153267437884,0.00077486592976852597,7.5876865034685921e-05,9.9195909789697002e-11,3.5859507989475649e-08,6.0295748135495521e-11,3.8401153758875849e-07,1.1660344544191721e-05,1.1190266024451695e-10,3.8992307170426924e-06,2.9206057614079396e-09,1.1937927842734202e-09,1.5906015324196278e-10,2.3647502851050799e-14
6.031778005175847e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44371776189758094,0.11035944831688715,0.022406834932887969,0.0,2.2657146484295054e-12,0.00020761551471626548,5.17464122007379e-05,4.6193416059899355e-07,1.5493779152786315e-16,0.0005260120821561846,1.0427869428434748e-14,0.00028264798676471011,1.7630096163669257e-11,2.5768569935801366e-14,2.6023203544210049e-12,3.140318050661662e-14,1.1408639371761959e-11,7.6991384694848716e-10,0.0077197421395864404,0.00077771285489319666,7.6041695522200732e-05,9.9777879045798613e-11,3.5997619649796028e-08,6.0568339218086228e-11,3.8500262512527269e-07,1.1664939820745738e-05,1.1260692901567058e-10,3.9318387648476189e-06,2.9319434127991281e-09,1.213593053131362e-09,1.6060922638514561e-10,2.3848348345035859e-14
6.056594887598184e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44371183463187724,0.11035397831458739,0.022405161764052932,0.0,2.298613069235511e-12,0.00020928420302892623,5.2248165929858685e-05,4.6734602249074604e-07,1.5763666505179547e-16,0.00052808382817839657,1.0637483359028723e-14,0.0002831916596489035,1.7844318974776832e-11,2.6301252751752248e-14,2.6329512079858426e-12,3.1864579343307127e-14,1.1546274952484652e-11,7.8261497387743979e-10,0.0077226221065900295,0.00078055741312992293,7.6206091862874643e-05,1.0036055966340559e-10,3.6135649688795239e-08,6.0840620735534302e-11,3.8598924694336944e-07,1.1669447181272011e-05,1.133124006287539e-10,3.9645477592020725e-06,2.943272596895316e-09,1.2336344445315433e-09,1.6216456924333268e-10,2.4049961500317103e-14
6.081411770020522e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44370595629655341,0.11034855366607164,0.022403488764674954,0.0,2.3318387142418254e-12,0.00021095781867604523,5.2751943021363062e-05,4.7279693637615812e-07,1.603685562095688e-16,0.00053015435652220642,1.0850358836645023e-14,0.00028373230796767336,1.8060170328386543e-11,2.6842405038260055e-14,2.6637572085424727e-12,3.2330286119809713e-14,1.1684876014547363e-11,7.954699071791173e-10,0.0077254559250056224,0.00078339960909745406,7.6370057810356642e-05,1.0094394897396065e-10,3.6273597836355288e-08,6.1112599138765445e-11,3.869714869834697e-07,1.1673869225833924e-05,1.140190816483007e-10,3.9973573958995166e-06,2.9545932922601128e-09,1.2539187949638653e-09,1.6372616991466821e-10,2.4252343999655247e-14
6.106228652442859e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44370012619419946,0.11034317368956824,0.022401815934367884,0.0,2.3653933738298167e-12,0.00021263634721657978,5.3257739711222981e-05,4.7828698997946259e-07,1.6313369625686252e-16,0.00053222366306063598,1.1066531152123139e-14,0.00028426994887023848,1.8277654327147082e-11,2.7392119214593435e-14,2.6947380913213402e-12,3.2800315991731705e-14,1.1824443800491123e-11,8.084798109520986e-10,0.0077282442817059385,0.00078623944733220881,7.6533597059199153e-05,1.0152804430825333e-10,3.6411463824180686e-08,6.1384280756901268e-11,3.8794942732151948e-07,1.1678208481082196e-05,1.1472697849058781e-10,4.0302673725579169e-06,2.9659054776203683e-09,1.2744479455422193e-09,1.6529401671805703e-10,2.4455497509370336e-14
6.131045534865196e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44369434363783983,0.1103378377135063,0.022400143272750871,0.0,2.3992788395927932e-12,0.00021431977429214161,5.3765552305354349e-05,4.8381627040236074e-07,1.6593231691467284e-16,0.00053429174369479346,1.1286035791493407e-14,0.00028480459940814166,1.8496775045100249e-11,2.7950488205617179e-14,2.725893592417959e-12,3.3274684067346787e-14,1.1964979537453091e-11,8.2164585219132559e-10,0.0077309878533399282,0.00078907693228997275,7.6696713246326542e-05,1.0211284299675161e-10,3.6549247385801201e-08,6.165567179341939e-11,3.8892314818879825e-07,1.1682467401790312e-05,1.1543609742252351e-10,4.0632773885954475e-06,2.9772091318658584e-09,1.2952237419719702e-09,1.6686809818839893e-10,2.4659423677129249e-14
6.155862417287534e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44368860795077564,0.11033254507636328,0.022398470779448371,0.0,2.4334969043127056e-12,0.00021600808562603836,5.4275377178091756e-05,4.8938486412461503e-07,1.6876465036983604e-16,0.00053635859435381792,1.1508908435534664e-14,0.00028533627653581288,1.8717536527698037e-11,2.8517605440920345e-14,2.7572234487945682e-12,3.3753405408248418e-14,1.2106484437269681e-11,8.3496920076756934e-10,0.0077336873064850669,0.00079191206834758224,7.6859409952447671e-05,1.0269834236944919e-10,3.6686948256564704e-08,6.1926778321307337e-11,3.8989272799819413e-07,1.168664837237622e-05,1.1614644456224116e-10,4.0963871452069011e-06,2.9885042340491874e-09,1.3162480345174604e-09,1.6844840307185034e-10,2.4864124131759467e-14
6.180679299709871e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4436829184664306,0.11032729512651517,0.022396798454089994,0.0,2.4680493619371042e-12,0.00021770126702233924,5.4787210770671569e-05,4.9499285700465524e-07,1.7163092927556593e-16,0.00053842421099482656,1.1735184959323651e-14,0.0002858649971111316,1.8939942791820829e-11,2.9093564853932357e-14,2.7887273982801042e-12,3.4236495029987766e-14,1.2248959696578767e-11,8.4845102940691402e-10,0.0077363432977973585,0.00079474485980460155,7.7021690703414663e-05,1.0328453975694884e-10,3.6824566173639294e-08,6.2197606294275116e-11,3.9085824337666398e-07,1.1690753708409715e-05,1.1685802587899644e-10,4.1295963453407639e-06,2.9997907633851644e-09,1.3375226779695354e-09,1.7003492032113106e-10,2.5069600484829321e-14
6.205496182132208e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4436772745281985,0.11032208722208858,0.022395126296310474,0.0,2.5029380075563744e-12,0.00021939930436496317,5.5301049589724496e-05,5.0064033428019523e-07,1.7453138675196451e-16,0.00054048858960285763,1.1964901431776106e-14,0.00028639077789598458,1.9163997825796512e-11,2.9678460881027077e-14,2.8204051795685902e-12,3.4723967902696022e-14,1.2392406496920946e-11,8.6209251367025278e-10,0.0077389564741591225,0.00079757531088498618,7.7183558971548609e-05,1.0387143249088262e-10,3.6962100876018775e-08,6.2468161543186887e-11,3.9181976918523709e-07,1.1694785658122712e-05,1.1757084719226166e-10,4.1629046936769186e-06,3.0110686992503755e-09,1.3590495316130892e-09,1.7162763909084024e-10,2.5275854327779682e-14
6.230313064554546e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44367167548929359,0.11031692073081535,0.022393454305749572,0.0,2.538164637381138e-12,0.00022110218361678951,5.5816890205779184e-05,5.0632738056886535e-07,1.774662563864795e-16,0.00054255172619081305,1.2198094115179759e-14,0.00028691363555682318,1.9389705589420659e-11,3.0272388460615042e-14,2.8522565322160278e-12,3.5215838951691312e-14,1.2536826004839909e-11,8.7589483193279908e-10,0.0077415274728245614,0.00080040342573873158,7.7345018176915118e-05,1.0445901790342484e-10,3.7099552104511131e-08,6.2738449766690585e-11,3.9277737854516953e-07,1.1698746403902565e-05,1.182849141730592e-10,4.1963118966049449e-06,3.0223380211831685e-09,1.3808304591946357e-09,1.7322654873280419e-10,2.5482887231546081e-14
6.255129946976883e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44366612071260236,0.11031179502988907,0.022391782482052008,0.0,2.5737310487198794e-12,0.00022280989081878958,5.6334729251777095e-05,5.1205407986885581e-07,1.804357722343945e-16,0.00054461361679940051,1.2434799464719151e-14,0.00028743358666521638,1.9617070013977689e-11,3.0875443032223955e-14,2.8842811966359148e-12,3.571212305807037e-14,1.2682219371981918e-11,8.8985916536361306e-10,0.007744056921563173,0.00080322920844351107,7.7506071688548015e-05,1.0504729332843196e-10,3.7236919601739249e-08,6.3008476547667026e-11,3.9373114287402691e-07,1.1702638063764043e-05,1.190002323444354e-10,4.2298176622030419e-06,3.033598708883014e-09,1.4028673288899017e-09,1.7483163879148739e-10,2.5690700749579503e-14
6.27994682939922e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44366060957053816,0.11030670950582389,0.02239011082486737,0.0,2.6096390399568714e-12,0.00022452241208917873,5.6854563421600175e-05,5.1782051555957318e-07,1.8344016881929529e-16,0.00054667425749707393,1.2675054127992436e-14,0.00028795064769840265,1.9846095002263072e-11,3.1487720535567489e-14,2.9164789140934406e-12,3.6212835059285142e-14,1.2828587735194373e-11,9.0398669790514502e-10,0.0077465454388010073,0.00080605266300629638,7.7666722825649011e-05,1.0563625610206142e-10,3.7374203112151506e-08,6.3278247351210823e-11,3.9468113190558279e-07,1.1706462692824861e-05,1.1971680708056106e-10,4.26342170021748e-06,3.0448507422099407e-09,1.4251620132714475e-09,1.7644289899942181e-10,2.5899296414072413e-14
6.304763711821557e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4436551414448982,0.11030166355431539,0.022388439333850072,0.0,2.645890410530235e-12,0.00022623973362258839,5.7376389468612438e-05,5.2362677040230928e-07,1.8647968113345409e-16,0.00054873364437997227,1.2918894944520178e-14,0.00028846483503983859,2.0076784428606395e-11,3.2109317409602758e-14,2.9488494266984825e-12,3.6717989749704238e-14,1.2975932216623604e-11,9.1827861625279543e-10,0.007748993633759838,0.00080887379336496324,7.7826974858743057e-05,1.0622590356187937e-10,3.7511402382004825e-08,6.3547767507755565e-11,3.9562741371468658e-07,1.1710222284762401e-05,1.2043464360881112e-10,4.2971237220426212e-06,3.0560941011845921e-09,1.4477163892763134e-09,1.7806031927266855e-10,2.6108675734995233e-14
6.329580594243895e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44364971572672141,0.11029665658010357,0.022386768008659231,0.0,2.6824869609101929e-12,0.00022796184168925645,5.7900204204215648e-05,5.2947292654092214e-07,1.8955454463827364e-16,0.00055079177357185828,1.3166358945246236e-14,0.00028897616497974447,2.0309142138895478e-11,3.2740330591576176e-14,2.9813924773974844e-12,3.7227601881159789e-14,1.3124253923811742e-11,9.327361098344924e-10,0.007751402106594244,0.00081169260338987976,7.7986831010781911e-05,1.0681623304800935e-10,3.7648517159361867e-08,6.3817042235964867e-11,3.9657005475725724e-07,1.1713918773241176e-05,1.2115374701083497e-10,4.330923440701454e-06,3.0673287659876298e-09,1.4705323381736923e-09,1.7968388970635905e-10,2.6318840205264816e-14
6.354397476666232e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44364433181615026,0.11029168799683771,0.022385096848958671,0.0,2.7194304925776495e-12,0.00022968872263423666,5.8426004496420176e-05,5.3535906550253093e-07,1.9266499526471692e-16,0.00055284864122405453,1.3417483352030777e-14,0.00028948465371564803,2.0543171950601462e-11,3.3380857516058279e-14,3.0141078099642761e-12,3.7741686163479411e-14,1.3273553949792797e-11,9.4736037079028745e-10,0.0077537714485266529,0.00081450909688547918,7.8146294458231907e-05,1.074072419040991e-10,3.7785547194110725e-08,6.4086076644757527e-11,3.9750911989000012e-07,1.1717554033345431e-05,1.2187412222141025e-10,4.3648205708266254e-06,3.0785547169589849e-09,1.493611745532635e-09,1.8131360057026602e-10,2.6529791295797212e-14
6.379214359088569e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4436389891222931,0.11028675722694366,0.022383425854416768,0.0,2.7567228080028779e-12,0.00023142036287662537,5.8953787268432367e-05,5.4128526819821983e-07,1.9581126941360889e-16,0.00055490424351538087,1.3672305577135507e-14,0.00028999031735292482,2.0778877652804742e-11,3.4030996113967238e-14,3.0469951689899459e-12,3.8260257265003903e-14,1.3423833373187937e-11,9.6215259395197138e-10,0.0077561022419803767,0.00081732327759181077,7.8305368332124746e-05,1.0799892747595445e-10,3.7922492237941221e-08,6.4354875704726584e-11,3.9844467239259783e-07,1.1721129882992892e-05,1.2259577403129439e-10,4.3988148286419766e-06,3.0897719345979789e-09,1.51695650118978e-09,1.8294944230440073e-10,2.6741530453284103e-14
6.404031241510907e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44363368706308948,0.11028186370149243,0.022381755024706455,0.0,2.7943657106243545e-12,0.00023315674890880494,5.9483549497258201e-05,5.4725161492375736e-07,1.9899360395603402e-16,0.00055695857665208771,1.3930863222701141e-14,0.00029049317190533606,2.1016263006221901e-11,3.4690844811581483e-14,3.0800542998718323e-12,3.878332981309037e-14,1.3575093258299944e-11,9.7711397682270817e-10,0.0077583950607106504,0.00082013514918607554,7.8464055719053286e-05,1.0859128711259625e-10,3.8059352044334958e-08,6.462344427834942e-11,3.9937677401198485e-07,1.1724648084310101e-05,1.2331870708897496e-10,4.4329059319445213e-06,3.1009803995628221e-09,1.5405684992171198e-09,1.8459140551470588e-10,2.6954059108536516e-14
6.428848123933244e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44362842506517713,0.11027700686007152,0.022380084359505087,0.0,2.8323610048279556e-12,0.00023489786729570427,6.0015288212324097e-05,5.5325818536032559e-07,2.022122362337457e-16,0.00055901163686779146,1.4193194080217222e-14,0.00029099323329556345,2.1255331743233547e-11,3.5360502529541309e-14,3.1132849488016967e-12,3.9310918394601563e-14,1.3727334655206913e-11,9.9224571955668901e-10,0.007760650469933736,0.00082294471528414175,7.8622359662160291e-05,1.0918431816777122e-10,3.8196126368599523e-08,6.4891787130451061e-11,4.0030548498211601e-07,1.1728110345015142e-05,1.240429258989461e-10,4.4670936000868942e-06,3.1121800926696498e-09,1.5644496378897936e-09,1.8623948096879047e-10,2.7167378670123018e-14
6.453665006355581e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44362320256376098,0.11027218615065755,0.022378413858494445,0.0,2.870710495926267e-12,0.0002366437046740743,6.0549000494116317e-05,5.5930505857526244e-07,2.0546740405937082e-16,0.00056106342042340572,1.4459336129984311e-14,0.00029149051735574195,2.1496087567913054e-11,3.6040068681839735e-14,3.1466868627531609e-12,3.984303755638092e-14,1.3880558599855157e-11,1.0075490249388112e-09,0.0077628690264540867,0.00082575197944203789,7.8780283162098073e-05,1.0977801799806031e-10,3.8332814967837762e-08,6.5159908882245635e-11,4.0123086404181501e-07,1.1731518319783773e-05,1.24768434825373e-10,4.5013775539602186e-06,3.1233709948926763e-09,1.5886018196539175e-09,1.8789365959168261e-10,2.7381490519767042e-14
6.478481888777918e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44361801900248377,0.11026740102949112,0.022376743521360615,0.0,2.9094159901379311e-12,0.00023839424775177982,6.1084683472838384e-05,5.6539231302281365e-07,2.0875934571676004e-16,0.00056311392360707565,1.4729327540568685e-14,0.00029198503982798827,2.1738534156056199e-11,3.6729643174802735e-14,3.1802597894684947e-12,4.0379701805714134e-14,1.4034766114151387e-11,1.0230250983643736e-09,0.0077650512787896253,0.00082855694515742849,7.8937829177927783e-05,1.1037238396366978e-10,3.8469417600923682e-08,6.5427814048797716e-11,4.0215296848373115e-07,1.1734873611566415e-05,1.2549523809470485e-10,4.535757515977393e-06,3.134553087363866e-09,1.6130269510944464e-09,1.8955393246168753e-10,2.759639602533168e-14
6.500817082958022e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44361338663802324,0.11026312440553764,0.022375240357798816,0.0,2.9445568111442141e-12,0.00023997374896545288,6.1568480766692899e-05,5.709054323284812e-07,2.1175373215619966e-16,0.0005649582787084057,1.4975642711189202e-14,0.00029242776183406382,2.1958184703428505e-11,3.7358900318243826e-14,3.2106214315429121e-12,4.0866597638722298e-14,1.4174394662431539e-11,1.0371022794712762e-09,0.0077669847125837205,0.00083107945197787567,7.9079300256124752e-05,1.1090788070155342e-10,3.8592286271826337e-08,6.5668747187222675e-11,4.0298010888579132e-07,1.1737849614424537e-05,1.2615047107993674e-10,4.5667813405434891e-06,3.1446094227817868e-09,1.6352445204665908e-09,1.9105338137248262e-10,2.7790490668484171e-14
6.523152277138126e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44360878497720091,0.11025887578920231,0.022373737326503527,0.0,2.9799887763953214e-12,0.00024155704149479387,6.2053870014973825e-05,5.7645137981556962e-07,2.1477827316468648e-16,0.00056680159105613223,1.5225135021617181e-14,0.00029286827098281345,2.217921036360375e-11,3.7996419062852982e-14,3.2411212073968697e-12,4.1357197232868501e-14,1.4314821443952287e-11,1.0513212635304295e-09,0.0077688895661239361,0.00083360010231745419,7.922047003647604e-05,1.1144391295793153e-10,3.8715084943084948e-08,6.5909511615788472e-11,4.0380468186469744e-07,1.1740785300033763e-05,1.2680675867877891e-10,4.5978825078294941e-06,3.1546585936102158e-09,1.6576861224019e-09,1.9255775322134461e-10,2.7985230224011335e-14
6.545487471318229e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44360421363146252,0.11025465480076733,0.022372234427254629,0.0,3.0157132044267965e-12,0.00024314411579485549,6.2540849223670912e-05,5.8203021140651081e-07,2.178331434313694e-16,0.0005686438580006102,1.5477832685668259e-14,0.00029330657856530429,2.2401613757609746e-11,3.864227325910902e-14,3.2717589346751087e-12,4.1851511083528366e-14,1.4456047174876488e-11,1.0656829346178046e-09,0.0077707662225503056,0.00083611889861043645,7.936134059323645e-05,1.1198047881681097e-10,3.8837813442624005e-08,6.6150110375177756e-11,4.0462672627000951e-07,1.1743681734706804e-05,1.2746410368991373e-10,4.6290608185721159e-06,3.1647005864199379e-09,1.6803531552721147e-09,1.9406704180662261e-10,2.8180615643996062e-14
6.567822665498333e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44359967221747965,0.11025046106563575,0.022370731659834695,0.0,3.0517314143186777e-12,0.00024473496236566657,6.3029416428162145e-05,5.8764198262343481e-07,2.2091851795529974e-16,0.00057048507690988474,1.5733764039275103e-14,0.00029374269581484562,2.262539748800042e-11,3.9296537077905214e-14,3.3025344314905129e-12,4.2349549661194322e-14,1.4598072562380994e-11,1.0801881784715776e-09,0.0077726150598673759,0.0008386358432563505,7.9501913975500667e-05,1.1251757636816197e-10,3.8960471599577672e-08,6.6390546500320783e-11,4.0544628007586114e-07,1.1746539954035701e-05,1.2812250882067602e-10,4.6603160744671477e-06,3.1747353878833255e-09,1.703247020084559e-09,1.9558124101725744e-10,2.8376647869666704e-14
6.590157859678436e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44359516035707913,0.11024629421426228,0.022369229024028908,0.0,3.0880447256839133e-12,0.00024632957175184974,6.3519569692473412e-05,5.9328674858864639e-07,2.2403457204546705e-16,0.0005723252451696483,1.5992957540145833e-14,0.00029417663390729297,2.2850564138875754e-11,3.9959285009919683e-14,3.3334475164149088e-12,4.2851323411713111e-14,1.4740898304709166e-11,1.0948378824802012e-09,0.0077744364510133456,0.00084115093862079267,7.964219220770332e-05,1.1305520370472335e-10,3.9083059244279778e-08,6.6630822917876291e-11,4.0626338037069017e-07,1.1749360963656067e-05,1.2878197669153633e-10,4.6916480781606078e-06,3.184762984774506e-09,1.7263691204632572e-09,1.9710034483044282e-10,2.857332781551098e-14
6.61025953444053e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44359112464257006,0.11024256673222746,0.022367876764158391,0.0,3.1209801087527579e-12,0.00024776792962733103,6.3962062133930632e-05,5.9839529370389469e-07,2.2686539689850699e-16,0.00057398049615156577,1.6229044444992921e-14,0.0002945653242019661,2.3054398642581746e-11,4.0563073889270928e-14,3.3613867810920647e-12,4.3306121973780919e-14,1.4870126346118965e-11,1.10814686426737e-09,0.0077760525407727299,0.00084341294524158236,7.9768191917043373e-05,1.1353951969826077e-10,3.9193327697184429e-08,6.6846937483019934e-11,4.0699670285897911e-07,1.1751868865579648e-05,1.2937640851927211e-10,4.7199123384982417e-06,3.1937816512187925e-09,1.747375314402243e-09,1.9847172678897571e-10,2.8750894322967802e-14
6.628351041726414e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435875124864212,0.11023923014730742,0.022366659821150908,0.0,3.150828035984235e-12,0.00024906504548900295,6.4361401300849961e-05,6.0301590547199236e-07,2.294346140085655e-16,0.0005754694910546878,1.6443818937729968e-14,0.00029491365066025392,2.3238810750123973e-11,4.1112456611668118e-14,3.386627171808091e-12,4.3718040956799612e-14,1.498698675705202e-11,1.1202261459982532e-09,0.0077774884875128607,0.00084544747348334968,7.9881389826623987e-05,1.1397576852979171e-10,3.9292520253872602e-08,6.7041333647655235e-11,4.0765504040518768e-07,1.1754101456531154e-05,1.2991213640576909e-10,4.7454030706340514e-06,3.2018934445517913e-09,1.7664407760560929e-09,1.9970935959159991e-10,2.8911153933706478e-14
6.646442549012297e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44358391906452443,0.11023591055998079,0.022365442964122049,0.0,3.1808719272940152e-12,0.0002503646134662473,6.4761777729669849e-05,6.0765826179488718e-07,2.3202427270408817e-16,0.00057695779203599854,1.6660784721547457e-14,0.00029526056705771772,2.3424134725992474e-11,4.1667539252930322e-14,3.4119575129543727e-12,4.4132429080090121e-14,1.5104373493250874e-11,1.1324017911921133e-09,0.0077789070736451488,0.00084748079251040611,7.9994397609108324e-05,1.1441236157285838e-10,3.9391666249550431e-08,6.7235630022638463e-11,4.0831183139816214e-07,1.1756311327594264e-05,1.3044856593966349e-10,4.7709438091715601e-06,3.2100004877824394e-09,1.785658487237087e-09,2.0095019987329925e-10,2.9071840108954438e-14
6.664534056298181e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435803441855018,0.11023260778326555,0.022364226192962574,0.0,3.2111124849517722e-12,0.00025166662861814435,6.516319044341596e-05,6.1232239120085815e-07,2.3463446674756003e-16,0.00057844539773986006,1.6879957152443821e-14,0.0002956060792246182,2.3610371908122469e-11,4.222836201198549e-14,3.4373777089524949e-12,4.4549291848636801e-14,1.5222286908855901e-11,1.1446742745615416e-09,0.0077803084879267343,0.00084951290351820477,8.0107216294918524e-05,1.1484929781758816e-10,3.9490765596242487e-08,6.7429827977356407e-11,4.0896709395263046e-07,1.1758498958764994e-05,1.3098569835764613e-10,4.7965344510169494e-06,3.2181027740772489e-09,1.8050291988326315e-09,2.0219424459308015e-10,2.9232953315190577e-14
6.682625563584065e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435767876600617,0.11022932163222521,0.022363009507564331,0.0,3.2415504114343719e-12,0.00025297108602226706,6.5565638476071939e-05,6.1700832204703245e-07,2.3726529003515901e-16,0.00057993230681814523,1.7101351638150466e-14,0.00029595019296706774,2.3797523626546462e-11,4.2794965224161695e-14,3.4628876644029907e-12,4.4968634757237671e-14,1.5340727354261838e-11,1.1570440715063934e-09,0.0077816929170629236,0.00085154380768910143,8.0219846904692926e-05,1.1528657625776938e-10,3.9589818206458359e-08,6.762392890965927e-11,4.0962084585051116e-07,1.1760664818496625e-05,1.3152353485842244e-10,4.822174893469222e-06,3.2262002966459154e-09,1.8245536628199351e-09,2.0344149074371074e-10,2.9394494018139194e-14
