Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(57)
7.6945360852849e-21,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999693,0.099999999999997591,0.099999999999999659,7.0999755380140086e-123,1.9651170721667173e-57,9.1160570923575228e-41,4.8661652442774179e-66,3.7308394814986825e-49,2.4535539964288798e-43,3.9820855524666875e-26,4.7062169744093018e-103,3.9820851328048865e-26,1.3080655491175716e-65,1.3081881594970598e-64,1.149149033376306e-66,5.0544109325249029e-95,2.4535540003668401e-43,1.2914798428947054e-80,2.4208339093738985e-15,7.0612178977393751e-16,1.6002720962717649e-20,1.1158674179829775e-31,1.600272096309115e-20,2.404483336956381e-31,1.2732040900431395e-37,4.7352693798252319e-44,4.851040892166774e-68,3.5597532824728213e-54
1.539575725839368e-20,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999383,0.099999999999995162,0.099999999999999312,4.5519822029057003e-121,1.5732907399767942e-56,3.6488184496981693e-40,3.8958913682178425e-65,2.9876974291134993e-48,9.8206110194798346e-43,7.9676316196741171e-26,1.5082443891650067e-101,7.9676299399332432e-26,1.0475136950579018e-64,2.0901795516525473e-63,9.2001803611074892e-66,8.0936435826008943e-94,9.8206110509297263e-43,2.0686129170464833e-79,4.8437710628027534e-15,1.4128570650298442e-15,3.2019345244858148e-20,4.4545789158093212e-31,3.2019345246354336e-20,9.6241945149412894e-31,1.0193365555702505e-36,7.5428288348355299e-43,3.0920423798675653e-66,2.8499816152332498e-53
3.079819960461124e-20,0.09977366400000001,0.80000000000000004,0.0,0.28934362559998755,0.099999999999990319,0.099999999999998604,2.915831174679777e-119,1.2591142542482135e-55,1.4600185854238538e-39,3.1178977559289284e-64,2.3913688723134801e-47,3.9295243118573315e-42,1.5938726275376641e-25,4.8299961354003201e-100,1.5938719554225181e-25,8.3843610771525512e-64,3.3292030365024678e-62,7.3629416536109878e-65,1.2955103180203943e-92,3.9295243369032598e-42,3.311579515328702e-78,9.6896453696549396e-15,2.8263276155415853e-15,6.4052593808338602e-20,1.7730392200062482e-30,6.4052593814334648e-20,3.8509273361987639e-30,8.1577763462055143e-36,1.2041595561774275e-41,1.9748561923751159e-64,2.2808746795473488e-52
6.160308429704636e-20,0.09977366400000001,0.80000000000000004,0.0,0.28934362559997501,0.099999999999980632,0.099999999999997188,1.8669539212824428e-117,1.0074882395297215e-54,5.841152468521256e-39,2.4947939720753137e-63,1.9135795876781122e-46,1.5720661682858229e-41,3.1880925671932358e-25,1.54617923163707e-98,3.1880898782949963e-25,6.7091969547774452e-63,5.2745468270167408e-61,5.8914739988888369e-64,2.0732399135632476e-91,1.5720661881314547e-41,5.299972118695328e-77,1.9381393983337219e-14,5.6532687165647797e-15,1.281190909320973e-19,7.0194127914049863e-30,1.2811909095615937e-19,1.540618427953692e-29,6.5274380118362629e-35,1.9244946785006652e-40,1.2626070694546878e-62,1.8250834468247277e-51
1.2321285368191661e-19,0.09977366400000001,0.80000000000000004,0.0,0.28934362559994997,0.099999999999961245,0.099999999999994357,1.1951220747264629e-115,8.0607572783569246e-54,2.3367530900461541e-38,1.9960414860495891e-62,1.5310574895925658e-45,6.2887810069473436e-41,6.3765364805646441e-25,4.9487150769537189e-97,6.3765257240963138e-25,5.3680521985419261e-62,8.273400892277697e-60,4.7136299030443773e-63,3.3175476739263893e-90,6.2887811626950194e-41,8.4811287687363053e-76,3.8764891210613379e-14,1.1307150918610022e-14,2.5625208516680592e-19,2.7505641928611954e-29,2.5625208526363648e-19,6.1629491483185681e-29,5.2224102116302619e-34,3.0774470540782395e-39,8.0764793990974855e-61,1.4602648519613878e-50
2.464323924516571e-19,0.09977366400000001,0.80000000000000004,0.0,0.2893436255998999,0.099999999999922484,0.099999999999988709,7.650423907538896e-114,6.4490422703957446e-53,9.3482082803922503e-38,1.5971089133641649e-61,1.2249235239579486e-44,2.5156184014023421e-40,1.2753440443548513e-24,1.5837475430399308e-95,1.2753397415924394e-24,4.2947377325851204e-61,1.2732757717343753e-58,3.7710880307338063e-62,5.3089719343213757e-89,2.5156185214140461e-40,1.357080015748514e-74,7.7531885664812181e-14,2.2614915322695913e-14,5.1251807358498794e-19,1.0568665923404526e-28,5.1251807397666836e-19,2.4652590814875978e-28,4.1780688619184193e-33,4.9224702416423251e-38,5.1675484598544905e-59,1.1683624788452845e-49
4.928714699911381e-19,0.09977366400000001,0.80000000000000004,0.0,0.28934362559979976,0.099999999999844949,0.099999999999977399,4.904597051436396e-112,5.1595439148648382e-52,3.7400118451308287e-37,1.2802518845956977e-60,9.7996983266067469e-44,1.0062707432244905e-39,2.5507312914480443e-24,5.0682976641904391e-94,2.5507140800482328e-24,3.4359375441609733e-60,1.8919766299572972e-57,3.0169501772807082e-61,8.5104302460062543e-88,1.0062708326239654e-39,2.1714252728951415e-73,1.5506587457179558e-13,4.5230444130849358e-14,1.0250500502164114e-18,3.916228295766809e-28,1.025050051814314e-18,9.8610698276140291e-28,3.3424421889914717e-32,7.8746385634449591e-37,3.3067167678167846e-57,9.3486438994520506e-49
9.857496250701e-19,0.09977366400000001,0.80000000000000004,0.0,0.28934362559959947,0.099999999999689879,0.099999999999954778,3.2213182887284866e-110,4.1279316292659612e-51,1.4965419011909638e-36,1.0566119699595061e-59,7.839882711303848e-43,4.0251471991848354e-39,5.1015316036200883e-24,1.6219371392648437e-92,5.1014627573205313e-24,2.7488553237950859e-59,2.645916442469701e-56,2.413601815223848e-60,1.4022310800352983e-86,4.0251478273433783e-39,3.4744149235937111e-72,3.101338523801056e-13,9.0461501747082997e-14,2.0501140026594959e-18,1.3630197943421032e-27,2.0501140092547926e-18,3.9443343603041757e-27,2.6738379116819082e-31,1.259786600122891e-35,2.1160487743395552e-55,7.4814393282987587e-48
1.971505935228024e-18,0.09977366400000001,0.80000000000000004,0.0,0.28934362559919885,0.099999999999379738,0.09999999999990955,2.9039545131366763e-108,3.3026499485680137e-50,5.9903732360166576e-36,1.2598728280007568e-58,6.2719557800661511e-42,1.6100856934439804e-38,1.0203235499906636e-23,5.1905410784098209e-91,1.0202960113307973e-23,2.1992005262679157e-58,3.3705337593382837e-55,1.9309137567182476e-59,3.2812290654590182e-85,1.6100860968240135e-38,5.5593528695360493e-71,6.2026980797409868e-13,1.8092361697925788e-13,4.100241904266611e-18,4.3080289322275242e-27,4.1002419317930834e-18,1.5776348217452196e-26,2.1388469310804612e-30,2.0153726509546743e-34,1.3540819452382843e-53,5.9890833616262802e-47
3.943018555543871e-18,0.09977366400000001,0.80000000000000004,0.0,0.28934362559839766,0.099999999998759456,0.099999999999819095,1.0481307859384672e-105,2.6424055906447998e-49,2.3994949103863548e-35,6.3131493166530329e-57,5.0175844535572259e-41,6.4405081491619321e-38,2.0407056380248261e-23,1.6611630836221048e-89,2.0405954831054235e-23,1.7595255719789004e-57,3.8061462608721052e-54,1.5447689433702417e-58,3.1806918091127373e-83,6.4405104544369664e-38,8.8957762768906399e-70,1.2405417190715768e-12,3.6184784744244018e-13,8.2004976943646382e-18,1.2029302749451649e-26,8.2004978096822158e-18,6.3096999182190164e-26,1.7107049654911277e-29,3.2238510112689503e-33,8.6641203541024838e-52,4.7975139924041733e-46
7.886043796175567e-18,0.09977366400000001,0.80000000000000004,0.0,0.28934362559679527,0.099999999997518907,0.09999999999963817,9.4967832604173415e-103,2.1141690423159227e-48,9.6246979288088436e-35,7.292696498205215e-55,4.0140754706936173e-40,2.5763257329926625e-37,4.0816350491995007e-23,5.3168909903070996e-88,4.0811944289632278e-23,1.4078763526231691e-56,3.7997471384594331e-53,1.2358703557607629e-57,7.3044148253391429e-81,2.5763269007527192e-37,1.4235749006334478e-68,2.4810855409045015e-12,7.2369630836414008e-13,1.6401009222095863e-17,2.9640129859328995e-26,1.6401009701912346e-17,2.5231991015049111e-25,1.3679620443385747e-28,5.1559135444856578e-32,5.5426067238593142e-50,3.847986183125011e-45
1.577209427743896e-17,0.09977366400000001,0.80000000000000004,0.0,0.28934362559359045,0.099999999995037808,0.099999999999276321,9.6381135012277953e-100,1.6915626047178534e-47,3.8712303063267565e-34,9.2638742795603874e-53,3.2112635013466073e-39,1.0306263064597851e-36,8.1641548119657797e-23,1.7021459962995133e-86,8.1623923299130445e-23,1.1267071889185624e-55,3.4423444360172497e-52,9.8878240641551196e-57,1.8549755828871093e-78,1.0306268429375834e-36,2.2785148605371707e-67,4.9621731831222228e-12,1.447393230188888e-12,3.2802032067699006e-17,6.6368441573545769e-26,3.2802034039705829e-17,1.0087334370080452e-24,1.0934050479283406e-27,8.2423830378500575e-31,3.5442032436672732e-48,3.0943304150792229e-44
3.1544195239965743e-17,0.09977366400000001,0.80000000000000004,0.0,0.2893436255871808,0.099999999990075597,0.099999999998552622,9.8486386316833833e-97,1.3535203683146142e-46,1.5655457059169961e-33,1.1832424630838227e-50,2.5690119896338634e-38,4.1232694011254681e-36,1.6331838099098257e-22,5.4515980441552439e-85,1.6324788168749508e-22,9.0201423471477522e-55,2.9355361482472618e-51,7.9116284006165797e-56,4.7384820812874809e-76,4.1232717131600014e-36,3.6481622370798134e-66,9.9243484617651572e-12,2.8947870737637822e-12,6.5604076919468115e-17,1.4039831722612873e-25,6.5604084936950872e-17,4.030566897718583e-24,8.7318270851280493e-27,1.316529088936571e-29,2.2643879389848543e-46,2.5009305805920207e-43
6.308839716501931e-17,0.09977366400000001,0.80000000000000004,0.0,0.28934362557436155,0.099999999980151175,0.099999999997105224,1.0052586648078832e-93,1.0832053467953434e-45,6.3981961595327397e-33,1.5093351108620409e-48,2.0552099689527113e-37,1.6499183144939893e-35,3.2677779719220572e-22,1.7475386817537929e-83,3.2649579994169789e-22,7.2264858342091244e-54,2.4240026525316927e-50,6.3314898394364128e-55,1.2088804565588413e-73,1.6499192754644967e-35,5.845179224564378e-65,1.9848698995880983e-11,5.7895747606151671e-12,1.3120816326525794e-16,2.8857257128487599e-25,1.312081956432088e-16,1.6087430811578083e-23,6.9608916384613225e-26,2.0992737787322687e-28,1.4442368961749178e-44,2.0413701727707138e-42
1.2617680101512642e-16,0.09977366400000001,0.80000000000000004,0.0,0.289343625548723,0.099999999960302344,0.099999999994210442,1.6142966421496731e-90,8.6716853534004773e-45,2.6674331829534668e-32,1.918800673315503e-46,1.6441679689770735e-36,6.604556117604875e-35,6.5411963138555906e-22,5.6138277260132033e-82,6.5299164235999906e-22,5.7977887068491061e-53,1.9697571356401067e-49,5.0686898536448551e-54,3.0737129784223448e-71,6.604560036028964e-35,9.3782767271538752e-64,3.9697399971432465e-11,1.1579150133124321e-11,2.6241632252584644e-16,5.8493281510593689e-25,2.6241645288654286e-16,6.4072693730991984e-23,5.5297017706785365e-25,3.3360642589866121e-27,9.179978164428141e-43,1.6977179534832835e-41
2.523536087153407e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362549744591,0.099999999920604682,0.099999999988420865,1.6337399696049654e-87,6.9469425278481339e-44,1.1524625139089322e-31,2.4229196866502302e-44,1.3153341213743501e-35,2.6457284196396128e-34,1.3104953065887991e-21,1.8096337386728936e-80,1.3059833508361985e-21,4.6648082061521199e-52,1.588060878610357e-48,4.0605480902059561e-53,7.7627226186134522e-69,2.645730001529413e-34,1.5088463478609955e-62,7.9394801551814793e-11,2.3158300873368153e-11,5.2483258732307893e-16,1.177653942120883e-24,5.2483311215695055e-16,2.5410102684032679e-22,4.3622937962095202e-24,5.2659242864792318e-26,5.7955879416004467e-41,1.460372791283015e-40
5.047072241157691e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362539489178,0.099999999841209358,0.099999999976841711,1.6333583573313779e-84,5.5728751566292125e-43,5.2776536766104135e-31,3.0189915058692797e-42,1.052266793443706e-34,1.0614160820150438e-33,2.6300146814846521e-21,5.8757158455658684e-79,2.6119668623470959e-21,3.7744293881948824e-51,1.2753539242034623e-47,3.2573921757151022e-52,1.9345949345454191e-66,1.061416717144268e-33,2.4408212532722106e-61,1.5878960322969685e-10,4.6316602334757969e-11,1.0496649020219283e-15,2.3630963358491693e-24,1.0496670214189313e-15,9.9929906698952071e-22,3.3944373503918886e-23,8.2025731026709565e-25,3.6103048890288165e-39,1.3280877819688769e-39
7.570608395161977e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362529233765,0.099999999761814035,0.099999999965262557,1.1906110990112518e-83,1.5960375276643037e-42,1.2176944592940882e-30,1.9570662806437311e-41,3.1239161656773025e-34,2.2600985792491146e-33,3.956302078093176e-21,2.8238703472988628e-78,3.9179504684166154e-21,1.1276131386046205e-50,3.7903461827348662e-47,9.3288128383070525e-52,1.4425316893083477e-65,2.2600999297549274e-33,9.2820212122723482e-61,2.3818440342469638e-10,6.9474903777049926e-11,1.5744970018253228e-15,3.5485388948205519e-24,1.5745015328876561e-15,2.0988755077527172e-21,9.5529012980653278e-23,2.980494053186512e-24,1.9953697061627262e-38,4.0553911454824723e-39
1.0094144549166262e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362518978352,0.099999999682418711,0.099999999953683402,9.0802590852310673e-83,3.3713707714077092e-42,2.2258307439600468e-30,8.1419254335972248e-41,6.8068468493569823e-34,3.8626709115315523e-33,5.2893574936375587e-21,9.4097500805874287e-78,5.2239341690448636e-21,2.4723692011664028e-50,8.2638961798588824e-47,1.9705307121792754e-51,6.6390100997343268e-65,3.8626732153533511e-33,2.4281821674497553e-60,3.1757920213681339e-10,9.2633205200244015e-11,2.099328886733424e-15,4.7339816192021466e-24,2.0993366579480029e-15,3.5423846226322626e-21,1.9862310937198332e-22,7.4720397735135375e-24,7.4560933309808919e-38,9.0406444687501216e-39
1.5141216857174831e-15,0.09977366400000001,0.80000000000000004,0.0,0.2893436249846752,0.099999999523628064,0.099999999930525107,3.11075896157554e-81,9.2304328871968772e-42,5.110836372350605e-30,6.7232876332969916e-40,1.9758164105303158e-33,8.0220812638641211e-33,7.9713524421865919e-21,5.5884772626226325e-77,7.8359017922252655e-21,7.2612586573660527e-50,2.4002339911271924e-46,5.3949308785031114e-51,6.3076367163125267e-64,8.0220860311956902e-33,8.9960464178455815e-60,4.7636879608081299e-10,1.3894980800181069e-10,3.1489921522040288e-15,7.104867564305738e-24,3.1490083830345031e-15,7.2053877513235318e-21,5.2973518823296032e-22,2.5626375066973551e-23,5.3095450825419989e-37,2.6866719405216414e-38
2.0188289165183402e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362477956688,0.099999999364837416,0.099999999907366813,2.002215344253244e-80,1.9354233298116928e-41,9.4878634018408846e-30,2.7882436821620827e-39,4.3208853341150828e-33,1.3683772921053706e-32,1.0678235787157018e-20,1.8786010095467687e-76,1.0447869763132843e-20,1.6039124287595111e-49,5.2508303381262329e-46,1.1311756868973078e-50,2.9118785148718316e-63,1.3683781022718387e-32,2.3508347844969363e-59,6.3515838457172481e-10,1.8526641073314771e-10,4.1986546274293339e-15,9.4757541720651196e-24,4.1986824575546978e-15,1.2050772266277401e-20,1.0852133860439494e-21,6.301312445402472e-23,1.9310567725659988e-36,6.0181956778377236e-38
3.0282433781200544e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362436935035,0.099999999047256163,0.099999999861050209,2.131252944715629e-78,6.1484461514393477e-41,2.4600079829442316e-29,5.1619732968321237e-38,1.4373291123243464e-32,3.0025005344607514e-32,1.6173727156465612e-20,1.6043200280965712e-75,1.5671806846767724e-20,5.4843870187492767e-49,1.7473928753890637e-45,3.5934228936231057e-50,9.1715375919637376e-62,3.0025022953328105e-32,1.1926476366835199e-58,9.5273754364751574e-10,2.7789961596521212e-10,6.2979769829972829e-15,1.4217529371976717e-23,6.2980387701776762e-15,2.5250612475154456e-20,3.2309380478567083e-21,2.7636020944017766e-22,2.1667714478998813e-35,2.2415557770846948e-37
4.0376578397217686e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362395913377,0.099999998729674952,0.099999999814733606,1.9262144673924388e-77,1.4057367692795311e-40,4.9428396050958336e-29,2.8232206488211496e-37,3.3437855528468757e-32,5.3066726169668126e-32,2.1776948123194947e-20,6.3531477918397129e-75,2.0895745435558376e-20,1.3058602821145465e-48,4.0658963664488563e-45,8.2156629980532924e-50,6.0181893677369302e-61,5.3066757005300564e-32,3.6245345699483298e-58,1.2703166791195224e-09,3.7053282089328626e-10,8.3972959179900015e-15,1.895930721876763e-23,8.3974062820429202e-15,4.2734496723945775e-20,6.9859447035109482e-21,7.6874528670962661e-22,9.6936772295742065e-35,5.7402959634360203e-37
6.056486762925197e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362313870082,0.099999998094512543,0.099999999722100399,1.7292491984704313e-75,4.7519704972293829e-40,1.3742758197314682e-28,5.2266190591007039e-36,1.138552145424969e-31,1.2001675427083668e-31,3.3308066833990298e-20,5.6198053501774434e-74,3.1343627149456227e-20,4.6894484544439769e-48,1.3847136878355872e-44,2.7772212962311404e-49,1.8592504412495968e-59,1.200168225971214e-31,1.9928092062050994e-57,1.9054748789259724e-09,5.5579922983326269e-10,1.2595923479027981e-14,2.844287085235741e-23,1.2596178288760837e-14,8.8295301378325112e-20,2.0752002176647386e-20,3.5067812745786773e-21,1.0965406509787649e-33,2.3869119971953104e-36
1.0094144609332054e-14,0.09977366400000001,0.80000000000000004,0.0,0.2893436214978351,0.099999996824188031,0.099999999536833986,3.8477453559706407e-73,2.2954187654936385e-39,5.0890925983456255e-28,2.0614057981176066e-34,5.4151224716577906e-31,3.4175138490947494e-31,5.7669336343403215e-20,9.4743799132479543e-73,5.2239408727487346e-20,2.4821975838442545e-47,6.5869932401517673e-44,1.3415365919305078e-48,1.4264203949224732e-57,3.417515711843319e-31,1.8634669152622456e-56,3.175790993916184e-09,9.2633204404759402e-10,2.099313735515056e-14,4.741002988029459e-23,2.0993888146881702e-14,2.1104165308026984e-19,7.6955025836255008e-20,2.3115206475159681e-20,2.2559811196790163e-32,1.5258807720665543e-35
1.8169460302145764e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934361821610483,0.099999994283540145,0.099999999166301187,1.3881736497193517e-70,1.4487381351867847e-38,2.2394519919210211e-27,1.0868095506141282e-32,3.2536006237375443e-30,1.1718041043044015e-30,1.1158935309389425e-19,2.5921099484455594e-71,9.4031044507257779e-20,1.8109235400203696e-46,3.9581441334637413e-43,8.4672509396807352e-48,1.4973223885882182e-55,1.1718046878267761e-30,2.5816769991195761e-55,5.7164220851002391e-09,1.6673976578098339e-09,3.7787400081990893e-14,8.5344474986208678e-23,3.7790079855847453e-14,5.3062801402883646e-19,3.0051035077035546e-19,1.748784524916479e-19,5.9973228558125018e-31,1.2673317450973645e-34
3.432009168777319e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934361165264882,0.099999989202248923,0.099999998425235589,5.8199113932310808e-68,1.1017094734460961e-37,1.0346644845916609e-26,5.7331373106990353e-31,2.2400645324198199e-29,4.658716086982823e-30,2.4021952233146792e-19,1.0416375619806559e-69,1.7761460660013137e-19,1.7166824001988293e-45,2.7253362796517168e-42,6.4393592248919345e-47,1.5796101410390834e-53,4.6587180111114581e-30,4.7699523921325335e-54,1.0797679712154207e-08,3.1495288266669509e-09,7.137526543691264e-14,1.6121387346426352e-22,7.1386042376940806e-14,1.2896507265734135e-18,1.0541897719362987e-18,1.2431563920662908e-18,1.5819822276880333e-29,1.1516820280364813e-33
5.047072307340062e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934360508919899,0.099999984120963781,0.099999997684170047,6.7941904269934374e-67,3.5673583954067384e-37,2.5029621416734818e-26,3.689714121833559e-30,6.8064444529305105e-29,1.0947543428145573e-29,3.965696871943888e-19,6.9941806806730347e-69,2.6119855611737397e-19,6.3697257509527934e-45,8.2811979613399266e-42,2.0851461465527984e-46,1.214877997348528e-52,1.0947547271595223e-29,2.2762397990403133e-53,1.58789312653929e-08,4.6316599173000868e-09,1.0496225067909561e-13,2.3708394976059067e-22,1.0498712617232105e-13,2.1131933556194983e-18,2.058057498551422e-18,3.5849424446838e-18,8.2756137155645519e-29,3.8851780593378968e-33
