Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),OX(20),CH3X(22),HOX(23),HX(19),CH2X(134),CHX(26),H2X(36),CXHO(27),OCX(21),COX(37),H2OX(35),CO2X(34),HOCXO(25),HO2X(135),C2H6X(39)
1.724475950787238e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18757538797890028,0.09996471212364251,0.097358240310997379,3.0412992617335505e-17,1.8362182008513122e-13,2.9126211997538845e-11,6.4464993860115007e-12,4.0627765252678615e-14,5.7331863723023629e-24,9.0958134822408452e-14,0.0,2.4018564374735226e-17,1.7114587223901174e-30,4.6969547252711738e-19,6.0972072586165731e-22,3.409864048746639e-23,2.5760773499899716e-20,5.4386356904766502e-43,3.4769248295664593e-05,0.0052835190218042238,1.8333243740536868e-10,2.8490338259372845e-10,1.555244643322788e-06,1.0230848582264085e-13,5.1837334122453271e-07,1.012141468900857e-14,1.2055967083666473e-16,6.4664646821878145e-11,2.2333074383735428e-15,6.3647892071086225e-17,1.0508507180155164e-20,1.1801443669226889e-24,2.0411260818012984e-16,1.4111309094368105e-17
1.7791348070538565e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18741482171749382,0.099964723522108626,0.097277979009787185,3.5499345368783739e-17,2.0813879545825776e-13,3.208560332384407e-11,7.2417020847534959e-12,4.2268921778457197e-14,6.532231357596315e-24,9.3668883245541135e-14,0.0,2.5305760347444197e-17,1.8949311607852995e-30,5.1708426588608092e-19,6.696966182323874e-22,3.7752814752265878e-23,2.809373044535451e-20,6.3926047465906051e-43,3.4739488190261742e-05,0.0054440415989790462,1.8461284886548302e-10,3.0300031691204706e-10,1.6103100443095896e-06,1.0364671086917062e-13,5.3672656867609366e-07,1.1140559583911869e-14,1.2873046046953836e-16,7.0993255180063587e-11,2.5069685234465988e-15,7.2091374141943794e-17,1.2257975088750016e-20,1.3746066523436127e-24,2.3043034954221353e-16,1.4669287320944732e-17
1.833793663320475e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18725466139743302,0.099964734733129834,0.097197920940830462,4.124207551663816e-17,2.3509954094748767e-13,3.5245204033748735e-11,8.1050100107114962e-12,4.3932971042777084e-14,7.4143333694934451e-24,9.6370513865787944e-14,0.0,2.6615162275824843e-17,2.0920015915305525e-30,5.6778985369854778e-19,7.3348602603286244e-22,4.1677926388019092e-23,3.0560984384122164e-20,7.478183092284704e-43,3.4709803265326463e-05,0.0056041577105680248,1.8588994563566385e-10,3.2170469711475704e-10,1.6657117011702528e-06,1.0501253207183168e-13,5.5519159488599413e-07,1.2227462719289746e-14,1.3719240724150727e-16,7.7722662678062595e-11,2.8037720234668905e-15,8.1367461354964518e-17,1.4231503048318792e-20,1.5942233714502697e-24,2.5923109804456071e-16,1.523426940577267e-17
1.8884525195870935e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18709490530977255,0.099964745757524912,0.097118065248480212,4.7702360508926418e-17,2.6467140560567353e-13,3.8612312321577287e-11,9.0397930105012472e-12,4.5620011780495569e-14,8.3854091332252571e-24,9.9063144329779854e-14,0.0,2.7946249302882891e-17,2.3032717508108631e-30,6.2195216028828784e-19,8.0120659036159762e-22,4.5885975559686975e-23,3.316607231266931e-20,8.7089488760232125e-43,3.4680193204521724e-05,0.0057638690678450052,1.8716374172340833e-10,3.4102070364640797e-10,1.7214481033543425e-06,1.0640644380708522e-13,5.7376790153177749e-07,1.3384484465221812e-14,1.4594749054951217e-16,8.4865377831829433e-11,3.1248278134853582e-15,9.1532035311383622e-17,1.6449692966008844e-20,1.8414202939240271e-24,2.9066887722758173e-16,1.5806272832098107e-17
1.943111375853712e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1869355517556236,0.099964756596107873,0.097038411082124215,5.4945017269461781e-17,2.9702845651368772e-13,4.2194292374678148e-11,1.0049467214969233e-11,4.7330141753431583e-14,9.451620761675111e-24,1.0174689038723426e-13,0.0,2.929852829788687e-17,2.5293548338694605e-30,6.7971367796692641e-19,8.7297590919504697e-22,5.0389186288494298e-23,3.5912515518449303e-20,1.009944479441549e-42,3.4650657693371337e-05,0.0059231773720142241,1.8843425105363992e-10,3.6095248172130331e-10,1.7775177488122425e-06,1.078289417918919e-13,5.9245497306419883e-07,1.4614000301572752e-14,1.5499767253854806e-16,9.2433935731948628e-11,3.4712581416324623e-15,1.0264311832749026e-16,1.8934337569477e-20,2.1187833472444023e-24,3.2490261726671424e-16,1.6385314711635143e-17
1.9977702321203305e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18677659904607782,0.099964767249688197,0.09695895759614688,6.3038602869264979e-17,3.3235158315016846e-13,4.5998574142362172e-11,1.1137493694566472e-11,4.9063457758915017e-14,1.0619379587648351e-23,1.044218659241207e-13,0.0,3.0671532296762335e-17,2.7708755586120076e-30,7.4121947009622564e-19,9.4891153225529081e-22,5.5200006683805656e-23,3.880381964836983e-20,1.1665218498379887e-42,3.4621196419245885e-05,0.0060820843142863658,1.8970148746933252e-10,3.8150414161339057e-10,1.8339191439326928e-06,1.0928052305954486e-13,6.1125229668796645e-07,1.5918400688962092e-14,1.6434489823925778e-16,1.0044089822569214e-10,3.844197117200814e-15,1.1476090085515155e-16,2.1708450353594833e-20,2.4290647579778938e-24,3.6209617299212053e-16,1.6971411789125579e-17
2.1070879446535676e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18645988945461586,0.09996478800505508,0.096800649307625442,8.207209077184885e-17,4.1265435771944804e-13,5.4304090021321625e-11,1.3562665103681306e-11,5.2600030284893524e-14,1.3286453174531437e-23,1.0974595185443698e-13,0.0,3.3477969762988133e-17,3.3027868132233413e-30,8.7605700287731844e-19,1.113751618838328e-21,6.579539057524834e-23,4.5034955474988247e-20,1.5390063788569723e-42,3.456249534070274e-05,0.0063987008284639678,1.9222619652294179e-10,4.2448337496318349e-10,1.9477112505385651e-06,1.1227293001501637e-13,6.491756626841846e-07,1.8761491086921194e-14,1.8393817614330779e-16,1.1782041867061614e-10,4.6741939474490893e-15,1.4226832991727063e-16,2.8223415970693943e-20,3.1602605047629457e-24,4.4604287687403327e-16,1.8164836708963648e-17
2.205473885933481e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18617620496941423,0.099964806060201347,0.096658849792617865,1.0288029082859467e-16,4.9702887983312868e-13,6.2615201569700667e-11,1.6048882421716418e-11,5.5863193410552189e-14,1.610366694648208e-23,1.1450873949367412e-13,0.0,3.6070444009659206e-17,3.8408090944017479e-30,1.0117242142239356e-18,1.2775345523408524e-21,7.6512735830044013e-23,5.1173252911235115e-20,1.9519893799250385e-42,3.4509915161662778e-05,0.0066822997977981384,1.9448737852006493e-10,4.6532520977654625e-10,2.0512439170154367e-06,1.1507057345073217e-13,6.8367866558498035e-07,2.1600660867669443e-14,2.0260718268823862e-16,1.3508790199975506e-10,5.523454419078083e-15,1.7111710909492651e-16,3.5333777289472382e-20,3.9621545952959642e-24,5.3346270612136489e-16,1.926320854161763e-17
2.3038598272133942e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18589379340310697,0.099964823528316496,0.09651768755545824,1.2769322670102626e-16,5.9414949227873595e-13,7.1765102051104463e-11,1.8844714836870174e-11,5.9202941477477258e-14,1.9361396781554308e-23,1.1924479999442559e-13,0.0,3.8723854214562036e-17,4.4390986052582543e-30,1.1618966935680332e-18,1.456641717786577e-21,8.8430592304146076e-23,5.7834711910480586e-20,2.4509775130330046e-42,3.4457570731520162e-05,0.0069646242074260355,1.9673816787926972e-10,5.0823781776234544e-10,2.155828602950462e-06,1.1797023424565881e-13,7.185310341393598e-07,2.4720304096763979e-14,2.2226809203956985e-16,1.5397240763948344e-10,6.476734432120723e-15,2.0426563124528718e-16,4.3798832451300589e-20,4.9217750719912453e-24,6.3324748060246071e-16,2.0384683327575064e-17
2.4022457684933073e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18561264525710111,0.099964840413956341,0.096377157840305969,1.5705912106887028e-16,7.0533150637648497e-13,8.1799469565672737e-11,2.1971820457844996e-11,6.2619805230073485e-14,2.3106546840822146e-23,1.2395473430144464e-13,0.0,4.1436247782675572e-17,5.1017241905233198e-30,1.3275137482599896e-18,1.6517562797351344e-21,1.0162968433517018e-22,6.503922083869684e-20,3.0492301789783449e-42,3.4405460291990809e-05,0.0072456835689090095,1.9897864244984056e-10,5.5324394385063093e-10,2.2614568946884446e-06,1.2097485560101192e-13,7.5372987482528859e-07,2.8134886623682339e-14,2.4293164646452124e-16,1.7454816698745913e-10,7.5410192466463012e-15,2.4214686674820547e-16,5.3800795518935466e-20,6.0620271747809436e-24,7.4653304504468923e-16,2.1529346033856921e-17
2.5006317097732204e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18533275113175296,0.099964856721630302,0.096237255940859565,1.9157338698786764e-16,8.3197010149283421e-13,9.2764653427190954e-11,2.5452244753968646e-11,6.6114305941647356e-14,2.738894009091771e-23,1.286391262352169e-13,0.0,4.4205849729238319e-17,5.8328811492669045e-30,1.5095418533557933e-18,1.8635605203372351e-21,1.1619310126862447e-22,7.2806509283226626e-20,3.76140868753944e-42,3.4353582103100491e-05,0.007525487294729627,2.0120887926864725e-10,6.0036598837254033e-10,2.3681204623627763e-06,1.2408739269332525e-13,7.8927232155063598e-07,3.1859021278475576e-14,2.6460841912140036e-16,1.9688968835748542e-10,8.7233865492639381e-15,2.8521866685495378e-16,6.5537001569168816e-20,7.4080814431409292e-24,8.7450819169191792e-16,2.2697278120082291e-17
2.5990176510531334e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18505410172504638,0.09996487245580199,0.096097977199695025,2.3188047891988854e-16,9.7554225744638689e-13,1.0470766948492977e-10,2.9308405011215461e-11,6.9686955562428723e-14,3.2261389109429861e-23,1.3329854302221315e-13,0.0,4.7031045204844916e-17,6.6368926199127012e-30,1.7089746781341193e-18,2.0927357582018689e-21,1.3220629906590871e-22,8.1156149319275366e-20,4.6036647004809833e-42,3.4301934442940292e-05,0.007804044699615151,2.0342895457100884e-10,6.4962601209305757e-10,2.4758110588055577e-06,1.2731081225847932e-13,8.2515553531622886e-07,3.5907465448699492e-14,2.8730881645696145e-16,2.2107175264743845e-10,1.0031000541846702e-14,3.3396424894796246e-16,7.9220432284362173e-20,8.9875038805887799e-24,1.0184149123155249e-15,2.3888557615669984e-17
2.6974035923330465e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18477668783129292,0.099964887620889828,0.095959317007615008,2.7867573286803892e-16,1.1376086777103779e-12,1.1767619539608678e-10,3.3563076156123332e-11,7.3338256864991086e-14,3.7779766521013539e-23,1.3793353580746267e-13,0.0,4.9910363782020095e-17,7.5182109899002455e-30,1.9268331067781056e-18,2.339962270205819e-21,1.4975710139570556e-22,9.0107556770036289e-20,5.5937312198653992e-42,3.4250515607425468e-05,0.0080813650018391539,2.0563894380137544e-10,7.0104574113465525e-10,2.584520518475164e-06,1.3064809218552127e-13,8.6137670388411436e-07,4.0295118668653508e-14,3.1104308055358103e-16,2.4716940804063184e-10,1.1471106577170982e-14,3.8889267419841793e-16,9.5080232649040252e-20,1.0830389660715728e-23,1.1795486336390109e-15,2.510325919516304e-17
2.7957895336129595e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18450050033985238,0.099964902221267596,0.095821270803008479,3.3270719557391697e-16,1.3198157032375836e-12,1.3171856585450348e-10,3.8239377774482336e-11,7.7068703587183875e-14,4.4003075058241042e-23,1.4254464015044106e-13,0.0,5.2842465301393663e-17,8.4814193277909061e-30,2.1641652535456702e-18,2.6059192160895649e-21,1.6893570023732801e-22,9.9679992460304635e-20,6.7510160976680057e-42,3.4199323910059536e-05,0.0083574573245021964,2.078389216238441e-10,7.5464657184319973e-10,2.6942407564004772e-06,1.3410222111526157e-13,8.9793304145080609e-07,4.5037020209848641e-14,3.3582129145026473e-16,2.7525796389600626e-10,1.3051026256283831e-14,4.5053931944586164e-16,1.1336222084783468e-19,1.2969498770739853e-23,1.3592584370530817e-15,2.6341454252125929e-17
2.8941754748928726e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18422553023387511,0.099964916261265038,0.095683834071220941,3.9477744233957482e-16,1.5238972164474157e-12,1.4688376777792394e-10,4.3360762234104211e-11,8.0878780572558284e-14,5.0993517229328841e-23,1.4713237650438681e-13,0.0,5.582612717770403e-17,9.5312328352560279e-30,2.4220464724425417e-18,2.891284565831022e-21,1.8983465599720544e-22,1.0989256346329145e-19,8.0966981491038833e-42,3.4148357681701673e-05,0.0086323306967913873,2.1002896193249842e-10,8.104495755784932e-10,2.8049637671419388e-06,1.3767619804629287e-13,9.3482178832556567e-07,5.0148346681947105e-14,3.6165336942948717e-16,3.0541298392036634e-10,1.4778152923896707e-14,5.1946634226518244e-16,1.3432939020321957e-19,1.5440394078786984e-23,1.5589472626281239e-15,2.7603210971438376e-17
2.9925614161727857e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18395176858906453,0.099964929745168393,0.095547002343934914,4.6574538336495104e-16,1.7516765351591569e-12,1.6322143545891646e-10,4.8951003744490249e-11,8.4768963908380734e-14,5.8816564584950639e-23,1.5169725067994103e-13,0.0,5.8860232971848908e-17,1.067250031642043e-29,2.7015793616696857e-18,3.1967350296584477e-21,2.1254889716248758e-22,1.207642243404744e-19,9.6538258631794788e-42,3.4097615270336926e-05,0.0089059940552196539,2.1220913786157729e-10,8.684755033853386e-10,2.916681623768853e-06,1.4137303195199613e-13,9.7204021061353448e-07,5.5644409652713867e-14,3.8854907724865545e-16,3.3771027877510435e-10,1.6659947544362024e-14,5.9626313805541209e-16,1.5826240195890732e-19,1.8281583295367594e-23,1.7800720981578352e-15,2.8888594399774516e-17
3.090947357452699e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18367920657245881,0.099964942677220933,0.095410771198560049,5.4652805836758398e-16,2.0050682961712446e-12,1.807818456833202e-10,5.503418823345405e-11,8.8739721061282882e-14,6.754102657295869e-23,1.5623975429369345e-13,0.0,6.1943762087603279e-17,1.1910205661751957e-29,3.0038937630141444e-18,3.52294599061505e-21,2.3717571950666297e-22,1.32313778374281e-19,1.1447418738710266e-41,3.4047095040851445e-05,0.0091784562448450676,2.1437952179548661e-10,9.287447906143618e-10,3.0293864768525554e-06,1.4519574140114178e-13,1.009585599903623e-06,6.1540653270741403e-14,4.1651802234910163e-16,3.7222589822934432e-10,1.8703934907191351e-14,6.8154679134398783e-16,1.8546007132566612e-19,2.1534662667619658e-23,2.0241441536797417e-15,3.0197666514763941e-17
3.189333298732612e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18340783544123299,0.099964955061623575,0.095275136257633439,6.3810241925543177e-16,2.2860803282486986e-12,1.9961591281990315e-10,6.16347039448673e-11,9.2791511010602796e-14,7.7239118972095276e-23,1.6076036520220746e-13,0.0,6.5075780474734888e-17,1.3249469344633317e-29,3.3301467563695576e-18,3.8705914395892296e-21,2.6381478486361727e-22,1.4455987879349201e-19,1.3504571269336137e-41,3.3996795374811428e-05,0.0094497260204707261,2.165401853786517e-10,9.9127756149209279e-10,3.1430705534751103e-06,1.4914735418384305e-13,1.0474552729610596e-06,6.785265190036939e-14,4.4556965904241005e-16,4.0903612294675307e-10,2.0917700078168939e-14,7.7596252063086689e-16,2.1623984609649255e-19,2.5244462328644972e-23,2.292729021961781e-15,3.1530486292760917e-17
3.287719240012525e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18313764654151951,0.099964966902535465,0.095140093188229066,7.4150710057634259e-16,2.5968155142184036e-12,2.1977518388422e-10,6.8777232688842771e-11,9.692478437945222e-14,8.7986531893275747e-23,1.652595479219476e-13,0.0,6.8255432250708055e-17,1.4695549928852206e-29,3.6815226495091579e-18,4.2403439127458964e-21,2.9256811948096272e-22,1.5752102999115202e-19,1.5854559615495703e-41,3.394671467024373e-05,0.0097198120478254445,2.1869119952520225e-10,1.0560936335519268e-09,3.2577261562533909e-06,1.5323090695081594e-13,1.0856465714245322e-06,7.4596107782389916e-14,4.7571329063142053e-16,4.4821745596902168e-10,2.3308885121301361e-14,8.8018411476914645e-16,2.5093827570313364e-19,2.9459196185619972e-23,2.58744682527654e-15,3.2887109774818082e-17
3.386105181292438e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18286863130724804,0.099964978204074226,0.095005637701377085,8.5784417748411923e-16,2.9394736418918285e-12,2.4131183357972037e-10,7.6486741677462445e-11,1.011399835635503e-13,9.9862497337995661e-23,1.6973775403556466e-13,0.0,7.1481932154853104e-17,1.6253845585544582e-29,4.0592329632446216e-18,4.6328744312880999e-21,3.2354011196442633e-22,1.7121558873477827e-19,1.8528950995564999e-41,3.3896851341421671e-05,0.0099887229047256002,2.2083263442851046e-10,1.1232125220129448e-09,3.3733456623782186e-06,1.5744944485562795e-13,1.1241568615078491e-06,8.1786848698772369e-14,5.0695807150822544e-16,4.8984661395634729e-10,2.58851860745779e-14,9.9491436351420162e-16,2.8991147346172952e-19,3.4230613613893614e-23,2.9099723488169999e-15,3.4267590131425203e-17
3.484491122572351e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18260078125900339,0.099964988970316901,0.094871765551491988,9.882809109817439e-16,3.3163532436239068e-12,2.6427865931909001e-10,8.4788475880388337e-11,1.0543754285786645e-13,1.1294985630666822e-22,1.7419542258500749e-13,0.0,7.4754558750298189e-17,1.7929895618064367e-29,4.4645164121335917e-18,5.0488524434802365e-21,3.5683751082768499e-22,1.8566176536883688e-19,2.1561715826100691e-41,3.3847203818654801e-05,0.010256467082218489,2.2296455957058482e-10,1.1926534441536304e-09,3.4899215226682232e-06,1.6180602119806121e-13,1.1629835337060414e-06,8.9440825648392727e-14,5.3931300925148709e-16,5.3400051824375138e-10,2.8654350087039563e-14,1.1208854821384654e-15,3.3353557201774002e-19,3.9614151352012576e-23,3.2620351611751516e-15,3.5671977726070135e-17
3.582877063852264e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18233408800290188,0.099964999205300109,0.094738472535810053,1.1340514802199339e-15,3.7298534242766199e-12,2.8872907622874171e-10,9.3707950839495197e-11,1.0981788858111897e-13,1.2733512544810542e-22,1.7863298045193807e-13,0.0,7.8072648294012237e-17,1.972938199344303e-29,4.8986388808801387e-18,5.4889457688582096e-21,3.9256942166037186e-22,2.0087762500934114e-19,2.498934263847702e-41,3.3797770548079521e-05,0.010523052985707533,2.250870437312958e-10,1.2644353235207868e-09,3.6074462606383008e-06,1.6630369708439173e-13,1.2021240025058162e-06,9.7574110555708848e-14,5.7278696664476655e-16,5.8075628576677344e-10,3.1624172746167654e-14,1.258859527110974e-15,3.822071688574861e-19,4.5669090779937276e-23,3.6454197222675831e-15,3.7100320177018593e-17
3.681263005132177e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18206854322948518,0.099965008913020709,0.094605754493835667,1.2964587016245817e-15,4.1824756773071074e-12,3.1471711213921834e-10,1.0327094589189233e-10,1.1428143919817003e-13,1.4310856323975266e-22,1.8305084272589304e-13,0.0,8.1435589206476622e-17,2.1658130879243638e-29,5.3628933965454763e-18,5.9538205445536112e-21,4.3084730392462844e-22,2.1688108873030113e-19,2.8850955800803967e-41,3.3748549991454719e-05,0.010788488936059758,2.2720015499746334e-10,1.3385767940575642e-09,3.7259124715823231e-06,1.709455410921536e-13,1.241575706100285e-06,1.0620289398502055e-13,6.0738866365850775e-16,6.3019121990032704e-10,3.4802495607843132e-14,1.4096288057625341e-15,4.3634376474224084e-19,5.2458717908581766e-23,4.0619654790291939e-15,3.8552662417897742e-17
3.77964894641209e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18180413871263179,0.099965018097436367,0.09447360730679627,1.4768757346310445e-15,4.6768256888597584e-12,3.4229740256403464e-10,1.135034977596795e-10,1.1882860544035826e-13,1.6036423569424943e-22,1.874494130606058e-13,0.0,8.4842817082504573e-17,2.3722114184785223e-29,5.8586000967324459e-18,6.4441411736731382e-21,4.7178496739475165e-22,2.336899347421054e-19,3.3188436075199663e-41,3.3699540625961794e-05,0.011052783170695798,2.2930396077182153e-10,1.4150962043063087e-09,3.8453128216696703e-06,1.7573462892782601e-13,1.2813361061078951e-06,1.1534348286230407e-13,6.4312667947120244e-16,6.8238280124608559e-10,3.819720382378561e-14,1.5740162807859052e-15,4.9638419616488057e-19,6.0050480979391081e-23,4.5135669492932306e-15,4.0029046757349629e-17
3.878034887692003e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18154086630848537,0.099965026762465853,0.094342026897105941,1.6767477738163462e-15,5.2156151296917631e-12,3.7152518566930654e-10,1.2443189446999043e-10,1.2345979042380681e-13,1.7920008158569484e-22,1.9182908401888118e-13,0.0,8.8293810191159528e-17,2.5927451105796902e-29,6.3871061938782837e-18,6.9605702756727358e-21,5.1549856825176716e-22,2.5132179956179826e-19,3.8046544040832244e-41,3.3650740944005002e-05,0.011315943844662765,2.313985277818123e-10,1.4940116214290644e-09,3.9656400470556203e-06,1.8067404310566499e-13,1.3214026872954867e-06,1.2501229823762999e-13,6.8000945440038473e-16,7.3740867839864291e-10,4.1816223897866321e-14,1.7528759653763688e-15,5.6278905760514894e-19,6.8516154083790796e-23,5.0021737942094508e-15,4.1529512936924376e-17
3.9764208289719163e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18127871795440031,0.099965034911989673,0.094211009227837372,1.8975937272253138e-15,5.8016634345865008e-12,4.0245629723649326e-10,1.3608266957182985e-10,1.2817538976574466e-13,1.997179771826632e-22,1.9619023740640872e-13,0.0,9.1788085416560314e-17,2.8280409671643112e-29,6.9497859357240469e-18,7.5037686386554798e-21,5.6210660483888646e-22,2.6979417917479871e-19,4.3473046412352249e-41,3.3602149453015801e-05,0.011577979031690337,2.3348392208823983e-10,1.5753408350558553e-09,4.0868869530053348e-06,1.8576687263824462e-13,1.3617729573054103e-06,1.352258730555815e-13,7.180452917527635e-16,7.9534665871775348e-10,4.5667521621346249e-14,1.9470933119444191e-15,6.3604111617426808e-19,7.7932006384057344e-23,5.5297908794082535e-15,4.3054098187751753e-17
4.0748067702518294e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18101768566790324,0.099965042549850544,0.09408055030220204,2.1410078806981593e-15,6.4378995691996965e-12,4.3514716562043838e-10,1.4848259661938813e-10,1.3297579169887913e-13,2.2202380048628184e-22,2.0053324459489263e-13,0.0,9.5325194595158842e-17,3.078740829434366e-29,7.5480405621270823e-18,8.0743951735414774e-21,6.1172991309286343e-22,2.8912443018823203e-19,4.9518845282670047e-41,3.3553764675263162e-05,0.011838896725230284,2.3556020909383358e-10,1.6591013613328666e-09,4.2090464130308138e-06,1.910162127053555e-13,1.4024444463866275e-06,1.4600084992678934e-13,7.5724235977868559e-16,8.562746991309737e-10,4.9759100065236656e-14,2.1575855966704236e-15,7.1664572125980958e-19,8.8378964789203623e-23,6.0984783253325577e-15,4.4602837286555144e-17
4.1731927115317425e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18075776154567097,0.099965049679853701,0.093950646163038665,2.4086615480246328e-15,7.1273637843300842e-12,4.6965480670472994e-10,1.6165868389508098e-10,1.3786137718385879e-13,2.4622749497284545e-22,2.0485846683486226e-13,0.0,9.89047212096147e-17,3.3455017318704922e-29,8.183298258389115e-18,8.6731068700607835e-21,6.6449166166650934e-22,3.0932977097615359e-19,5.6238110318794305e-41,3.3505585147662758e-05,0.012098704839479878,2.376274535516413e-10,1.7453104468268142e-09,4.3321113680409542e-06,1.9642516434529776e-13,1.4434147071297304e-06,1.5735397894803656e-13,7.976086935509198e-16,9.2027089698744569e-10,5.4098997647319362e-14,2.3853022944064436e-15,8.0513120391668842e-19,9.9942781620223507e-23,6.7103515471710158e-15,4.6175762609952682e-17
4.2715786528116555e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18049893776252457,0.099965056305767602,0.093821292892309255,2.7023047067517312e-15,7.8732093571233456e-12,5.0603681885638707e-10,1.7563816934919579e-10,1.4283252001985982e-13,2.7244313282207354e-22,2.0916625555851143e-13,0.0,1.0252627740399912e-16,3.6289960572956425e-29,8.8570141050982706e-18,9.300558754491819e-21,7.205173467416993e-22,3.3042728281586854e-19,6.3688413939501614e-41,3.3457609421589678e-05,0.012357411210389316,2.3968571957325901e-10,1.8339850720405307e-09,4.4560748255046894e-06,2.0199683417822544e-13,1.4846813142058056e-06,1.6930211553474599e-13,8.3915219665266255e-16,9.8741348098003159e-10,5.8695286368317082e-14,2.6312254464166329e-15,9.0204926780401105e-19,1.1271421483837716e-22,7.3675812844437902e-15,4.7772904187437428e-17
4.3699645940915686e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18024120657043835,0.099965062431324178,0.093692486610603476,3.0237676194790101e-15,8.6787043191308872e-12,5.44351377881737e-10,1.904485157362212e-10,1.478895869533325e-13,3.0078897762892072e-22,2.1345695267290184e-13,0.0,1.0618950128891216e-16,3.9299116919345714e-29,9.5706700246230377e-18,9.9574038490971052e-21,7.7993478654573631e-22,3.5243391101540339e-19,7.1930869503558801e-41,3.3409836062698285e-05,0.012615023596653611,2.4173507063701608e-10,1.9251419552787598e-09,4.5809298586262836e-06,2.0773433408580512e-13,1.5262418641090838e-06,1.8186221824461626e-13,8.818806430542817e-16,1.0577808021502065e-09,6.3556070082699908e-14,2.8963700251885888e-15,1.0079753762008678e-18,1.2678919641722155e-22,8.0723936205966742e-15,4.9394289753990649e-17
4.4683505353714816e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17998456029756518,0.099965068060219472,0.093564223476650124,3.3749624404965156e-15,9.5472331715859689e-12,5.8465723198513213e-10,2.0611740593001356e-10,1.5303293778494442e-13,3.3138754661286731e-22,2.1773089084385272e-13,0.0,1.098940545081197e-16,4.2489521804195454e-29,1.0325774724537812e-17,1.0644293133234833e-20,8.4287411559634657e-22,3.7536646603318061e-19,8.1030272536980144e-41,3.3362263650740302e-05,0.012871549680689109,2.4377556959601163e-10,2.0187975565869349e-09,4.7066696055327981e-06,2.1364078090032947e-13,1.5680939749033026e-06,1.9505134665768827e-13,9.2580167901741603e-16,1.1314513249880281e-09,6.8689482792949767e-14,3.1817842895464715e-15,1.1235091290527872e-18,1.4226899918390429e-22,8.8270699932668963e-15,5.103994480108125e-17
4.5667364766513947e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17972899134727566,0.099965073196113766,0.093436499686836511,3.757884807623858e-15,1.0482298587197861e-11,6.270136967322376e-10,2.2267273840163722e-10,1.5826292547475158e-13,3.6436567229663526e-22,2.2198839377082989e-13,0.0,1.136396200409161e-16,4.5868368806977442e-29,1.112386363788911e-17,1.1361875506057582e-20,9.0946777866559232e-22,3.9924162458865094e-19,9.1055245027476809e-41,3.3314890779384777e-05,0.013126997069594984,2.4580727868591904e-10,2.1149680808791192e-09,4.8332872684744417e-06,2.1971929617174446e-13,1.6102352859717234e-06,2.0888665927642033e-13,9.7092282458415739e-16,1.2085036186377714e-09,7.4103687113075278e-14,3.4885501314489934e-15,1.2492746303680109e-18,1.5926043018744777e-22,9.6339471950726154e-15,5.2709892626157734e-17
