Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(45),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(46),CHOX(50),H2OX(23),CO2X(24),COX(47)
0.0,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039999998,0.10000000000000001,0.10000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0699165877029219e-23,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039999998,0.10000000000000001,0.10000000000000001,-8.0194941430933188e-126,3.5429393787155833e-69,2.9577211023711344e-50,2.9702598880256282e-99,3.9975748765608852e-57,8.0948972270213584e-158,3.5352793591846974e-37,-3.0949430886336869e-141,3.5352765893887675e-37,2.7410903628514844e-91,8.0034135485301872e-78,3.7555505257284592e-137,1.1467276218238523e-138,1.3353017834419941e-65,6.2470288980382338e-111,2.7484436960125257e-18,1.2025211483152662e-18,2.6123956690975805e-22,2.6123956691000754e-22,1.2475428259824841e-34,9.4733838710987288e-41,1.2040330898623928e-49,5.4674775184994813e-38,8.6170402791239199e-79,2.2932278304505503e-66,-3.1998252826787642e-112,1.7323341854235547e-54,-3.8803014032015509e-113,6.1781643483448101e-116
2.9957664455681816e-23,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039999998,0.10000000000000001,0.10000000000000001,2.4207289786252512e-123,7.9255308464888443e-68,3.5113976113189057e-49,5.4160504484678612e-97,6.0411351534284762e-56,4.1267612295571121e-155,9.8987911802265109e-37,5.9746332276085136e-140,9.8987744506590912e-37,7.7303133976618098e-90,2.5164013322411175e-76,1.2365051733728996e-134,3.7752195377216107e-136,1.5852702556743975e-64,3.2336420720414981e-109,7.6956423488350646e-18,3.3670592152827452e-18,7.314707873469185e-22,7.3147078734842529e-22,7.5351531440608007e-34,1.1246793770537661e-39,2.3828845154326045e-48,3.3023563719753767e-37,8.681315987867457e-77,5.1298465326567034e-65,5.3838063247669696e-110,2.0566271168761532e-53,6.5287271925881347e-111,2.0339552576600348e-113
6.8474661612987e-23,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039999995,0.099999999999999992,0.10000000000000001,1.8791161812621644e-120,1.5659616632592585e-66,3.4475025031468815e-48,9.081397565769424e-95,6.4987775252793363e-55,7.278383760079426e-152,2.2625850720347577e-36,6.3086002626716151e-138,2.2625770174681921e-36,1.6815120151536749e-88,5.6139527802329353e-75,4.1466481877294358e-132,1.2659544016184587e-133,1.5564276917333538e-63,1.4119346804614625e-107,1.7590039654480115e-17,7.6961353492177019e-18,1.6719332282196229e-21,1.671933228226877e-21,3.6278462506590419e-33,1.104215280037043e-38,4.3591317304908791e-47,1.5899423885821532e-36,7.2747155971741625e-75,1.0135687499025677e-63,2.0800363763153255e-107,2.0192086395477159e-52,2.5223757768469985e-108,6.8205162253521047e-111
1.4550865592759738e-22,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039999993,0.099999999999999978,0.10000000000000001,1.1631539447276985e-117,2.7865534243089394e-65,3.0492665082895162e-47,1.3225726449553822e-92,5.9734961864774557e-54,9.5723621210642296e-149,4.8080113392739443e-36,4.9864357317643382e-136,4.8079761628656294e-36,3.117239886810075e-87,1.0514311604353962e-73,1.2084819709228123e-129,3.6890180497693849e-131,1.3766425858594063e-62,5.2562788011063793e-106,3.7378834265770113e-17,1.6354287617087612e-17,3.5528581099585668e-21,3.5528581099902468e-21,1.5843708254814364e-32,9.7666306123441337e-38,7.4482850148188159e-46,6.9436956859201179e-36,5.2924694451178362e-73,1.8035854001335361e-62,6.435504764933253e-105,1.7859670691420856e-51,7.8040672348395787e-106,1.9875129334753528e-108
2.9957664455681814e-22,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039999987,0.099999999999999936,0.099999999999999992,6.5253965915311494e-115,4.6999359983863676e-64,2.5630766514610573e-46,1.8018979646416037e-90,5.1104517511933544e-53,1.1055589595510004e-145,9.8989213106122189e-36,3.5342273307028776e-134,9.898774456031988e-36,5.357738907149132e-86,1.8160856340904095e-72,3.294464291225361e-127,1.0054370784042187e-128,1.1571509052545891e-61,1.8108677435125147e-104,7.6956423488349641e-17,3.3670592152827417e-17,7.3147078734105925e-21,7.3147078735428527e-21,6.6143949921617407e-32,8.2093935837378888e-37,1.2304558356804703e-44,2.8988558939916422e-35,3.6035615717940076e-71,3.04199242894022e-61,1.8048895875658227e-102,1.5012127563397032e-50,2.1887093032938397e-103,5.4169406876411009e-106
6.0771262181525965e-22,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039999976,0.099999999999999853,0.099999999999999978,3.4941430327800846e-112,7.7196627968681036e-63,2.1013403260744266e-45,2.3781446676836041e-88,4.2254203342614359e-52,1.200866134719456e-142,2.0080971000728358e-35,2.378397555619164e-132,2.0080371051850644e-35,8.880059320472831e-85,3.0174527014218612e-71,8.7011303462855596e-125,2.6542682550792828e-126,9.4870199941113368e-61,6.0096098057739986e-103,1.5611160193350682e-16,6.8303201224306996e-17,1.4838407400211199e-20,1.4838407400751528e-20,2.7021624099383982e-31,6.7304782516290375e-36,1.9999198895744131e-43,1.1842769193356307e-34,2.3774222164400699e-69,4.9964246477290613e-60,4.8319151868251199e-100,1.2307846254223737e-49,5.8594231643460168e-101,1.4300262060824124e-103
1.2239845763321428e-21,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039999954,0.0999999999999997,0.09999999999999995,1.829096948154904e-109,1.2513904804978523e-61,1.7016800775772683e-44,3.0904823066785306e-86,3.4360416416987872e-51,1.2660928119531462e-139,4.0445989370718965e-35,1.5605858840147045e-130,4.0443564281431718e-35,1.4458874597770287e-83,4.9192070513986768e-70,2.2637118469259561e-122,6.8990398317237538e-124,7.6828311172936278e-60,1.9581438601321521e-101,3.1442195882381414e-16,1.3756841936726598e-16,2.9885806453398638e-20,2.9885806455582775e-20,1.0922299517217115e-30,5.4503884858536879e-35,3.2248370282508294e-42,4.7870342265059631e-34,1.5445878142632753e-67,8.0992362971763731e-59,1.2646504504200479e-97,9.9672082748327114e-49,1.533565384896643e-98,3.7169595564755495e-101
2.4565284853659088e-21,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039999909,0.099999999999999381,0.099999999999999881,9.4683771771958737e-107,2.0153243019836816e-60,1.3695962313178235e-43,3.9856079616434231e-84,2.7712920629972804e-50,1.3153898727306038e-136,8.1179702069733323e-35,1.0112782260702027e-128,8.1169950892368906e-35,2.3336681893049816e-82,7.944524718791483e-69,5.8497125150994771e-120,1.7795077549778602e-121,6.1838050123168856e-59,6.3227278662886847e-100,6.3104267260439983e-16,2.7609885565318319e-16,5.9980604558118365e-20,5.9980604566900931e-20,4.3915890812103105e-30,4.3867419122134495e-34,5.1795580558131634e-41,1.9248434533029033e-33,9.9592144061793138e-66,1.304298107635598e-57,3.2732374910418729e-95,8.0224687420202863e-48,3.9691889856266985e-96,9.5873607299179589e-99
4.921616303433441e-21,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039999818,0.099999999999998743,0.099999999999999742,4.8739775698744544e-104,3.2350361846957355e-59,1.098912173392195e-42,5.1203609033054339e-82,2.2260524940222763e-49,1.3566312987470188e-133,1.6266183130389301e-34,6.5128870147269165e-127,1.6262272472134345e-34,3.7501421307041727e-81,1.2770566350974299e-67,1.5086096564683516e-117,4.5723807012455027e-119,4.9621046720576946e-58,2.0323843746768984e-98,1.2642841001654556e-15,5.5315972822501459e-16,1.2017020076093729e-19,1.2017020079616111e-19,1.7610475924556057e-29,3.5197552996909388e-33,8.3025922561057293e-40,7.7194674739114094e-33,6.3971725636224501e-64,2.0934982594800303e-56,8.4249211696299795e-93,6.4375137228478745e-47,1.0215862524286861e-93,2.4634376025976698e-96
9.851791939568504e-21,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039999635,0.09999999999999748,0.099999999999999464,2.5017284288517566e-101,5.1844742993723756e-58,8.8030273625312078e-42,6.5652210218962702e-80,1.7844566034987351e-48,1.3939757077450199e-130,3.2568490511672309e-34,4.1818402290257616e-125,3.2552827480769309e-34,6.0132756152321729e-80,2.0480431799230856e-66,3.8970965982493118e-115,1.1725315088724539e-116,3.9757070165730292e-57,6.5182440747601766e-97,2.5307669552871048e-15,1.1072814733686655e-15,2.4054939314009303e-19,2.4054939328118603e-19,7.0519661207787676e-29,2.8195606423696879e-32,1.3294585964197872e-38,3.091800881237826e-32,4.1010977175169237e-62,3.3544501691716516e-55,2.1623210714480839e-90,5.1578251908549599e-46,2.6217980896964946e-91,6.3171865990673662e-94
1.9712143211838633e-20,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039999271,0.09999999999999494,0.099999999999998909,1.2820101559391147e-98,8.3018530100879788e-57,7.0451458248008032e-41,8.4083760958630514e-78,1.4290125400034488e-47,1.4295022417567414e-127,6.5196631412032294e-34,2.6814004105907531e-123,6.5133938469399497e-34,9.6316914624543507e-79,3.2806567643179821e-65,1.0128171217218691e-112,3.0034416888502358e-114,3.1829588745504594e-56,2.0881792156829782e-95,5.0637326655285544e-15,2.2155249636559191e-15,4.8130777779247609e-19,4.8130777835732853e-19,2.8214962805537418e-28,2.2565199182791882e-31,2.1273919259198868e-37,1.2375160436797515e-31,2.6262077391541088e-60,5.3695519528728949e-54,5.5411558595932733e-88,4.1293650151177456e-45,6.7176778151299944e-89,1.618148548173186e-91
3.9432845756378886e-20,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039998544,0.099999999999989875,0.099999999999997799,6.5618896449760965e-96,1.328817647417896e-55,5.63405491838594e-40,1.0760089794337183e-75,1.1437892168645684e-46,1.4640860078979737e-124,1.3054701776384533e-33,1.7185566748795401e-121,1.3029616433210086e-33,1.5419071477547817e-77,5.252020979190138e-64,2.6667924681742892e-110,7.6869556711684457e-112,2.5472958299552636e-55,6.6859215524665285e-94,1.0129664086004056e-14,4.4320119442302339e-15,9.628245466735282e-19,9.6282454893457554e-19,1.1280643740347898e-27,1.8045538700307069e-30,3.4021894968171454e-36,4.9515956466136141e-31,1.6803510491558845e-58,8.5885798592248201e-53,1.4184933740369345e-85,3.3046968867408061e-44,1.7191969289003014e-86,4.1414608464124681e-89
