Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(45),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(46),CHOX(50),H2OX(23),CO2X(24),COX(47)
1.1228148061412649e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18970157107702915,0.098042316601904683,0.099382217951400412,7.2692017076456696e-19,1.4428493496947239e-14,3.0949995663894891e-10,2.9319540380004867e-13,2.17000551941931e-17,1.7688312040378957e-31,6.5068126662891861e-16,4.4966886616995017e-51,2.5381681745841485e-17,8.5111799913358609e-36,4.3679278466829039e-25,1.8445395669834571e-30,8.5916075580574625e-33,3.0515902402677405e-25,4.2338056403993655e-41,0.0019573882315811995,0.0012353191093474529,6.4256428701889069e-10,1.17680986553514e-06,4.1428708510733691e-16,1.3012173493925804e-09,4.8238586325649334e-08,3.6658122939352756e-12,2.4498385023416184e-07,2.264140673058713e-12,1.2066223252272999e-15,2.6662246274680196e-14,1.2774498483011367e-20,3.1184535398147652e-16
1.1248041847753502e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18969720227207804,0.09804009846191028,0.099381143410068901,7.3183900177339327e-19,1.4525056249997404e-14,3.1120619424065234e-10,2.9467207301429138e-13,2.1745036853687501e-17,1.7842218302691959e-31,6.5191445306071717e-16,4.5438781246815299e-51,2.5472450094326083e-17,8.5706808086075989e-36,4.3925177906647677e-25,1.8572427620707266e-30,8.652691813507357e-33,3.0680781171105308e-25,4.2699983841710283e-41,0.0019596058102204191,0.0012374675326935741,6.4273812074357105e-10,1.1790514502845374e-06,4.1441495899357634e-16,1.3010779172911697e-09,4.8140603894601275e-08,3.6792602806914356e-12,2.456431519553113e-07,2.2778894875453934e-12,1.212202130674432e-15,2.6795322535382137e-14,1.2831449528180406e-20,3.1353133296281478e-16
1.1267935634094355e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18969283687912294,0.098037883612467555,0.099380068929828563,7.3677973177399352e-19,1.4622091966264645e-14,3.1291889438961643e-10,2.9615249227855684e-13,2.1790042851638511e-17,1.7997129680488293e-31,6.5314791903110945e-16,4.5914872118360344e-51,2.5563382768709602e-17,8.6305044694434617e-36,4.4172045409770547e-25,1.8700044822037714e-30,8.7140747984716662e-33,3.084626103612965e-25,4.3064439508858154e-41,0.0019618200981690549,0.001239615834052416,6.4291196565052158e-10,1.1812935779359385e-06,4.1454283763733497e-16,1.3009380386029796e-09,4.8042955844401141e-08,3.6927344175222144e-12,2.46302258616667e-07,2.2916961146870443e-12,1.2177941381128629e-15,2.6928835949523905e-14,1.2888511075365202e-20,3.1522202877073437e-16
1.1287829420435208e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18968847489327223,0.098035672048768105,0.099378994510637877,7.4174240318504381e-19,1.4719602144172246e-14,3.1463807075897155e-10,2.976366591676175e-13,2.183507319619377e-17,1.8153050509766184e-31,6.5438166455006272e-16,4.6395189861023504e-51,2.5654479780868482e-17,8.6906522216093097e-36,4.4419883220243825e-25,1.8828248544786221e-30,8.7757572832513032e-33,3.1012343148614778e-25,4.3431437112611877e-41,0.0019640311002355648,0.0012417640135070883,6.4308582172142137e-10,1.183536248463382e-06,4.1467072125770476e-16,1.3007977630841982e-09,4.7945642262271513e-08,3.706234712569862e-12,2.4696117009411324e-07,2.3055606902698843e-12,1.2233983462880923e-15,2.7062787320059894e-14,1.294568306255973e-20,3.1691743843350511e-16
1.130772320677606e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1896841163096416,0.098033463766010409,0.099377920152455418,7.4672705840080807e-19,1.4817588284679235e-14,3.1636373703002067e-10,2.9912457125637544e-13,2.1880127895499602e-17,1.830998513624223e-31,6.5561568962750726e-16,4.6879765279438356e-51,2.5745741142676074e-17,8.7511253157911267e-36,4.4668693584116838e-25,1.8957040059812095e-30,8.8377400386090461e-33,3.1179028659723034e-25,4.3800990413082968e-41,0.0019662388212213725,0.0012439120711405561,6.4325968893796603e-10,1.1857794618402271e-06,4.147986104078587e-16,1.3006571410609632e-09,4.7848663209530437e-08,3.7197611738493576e-12,2.4761988628884602e-07,2.3194833501584617e-12,1.2290147545246588e-15,2.7197177451213393e-14,1.3002965424128113e-20,3.1861755897043361e-16
1.1327616993116914e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18967976112335386,0.098031258759400081,0.099376845855239801,7.5173373979162981e-19,1.4916051891284307e-14,3.1809590689224077e-10,3.0061622612002232e-13,2.1925206957701059e-17,1.8467937915372925e-31,6.5684999427333517e-16,4.7368629354210872e-51,2.5837166866002674e-17,8.8119250055978922e-36,4.4918478749442745e-25,1.9086420637886779e-30,8.9000238357757968e-33,3.1346318720914773e-25,4.4173113223443644e-41,0.0019684432659208767,0.0012460600070356386,6.4343356728186569e-10,1.1880232180411692e-06,4.1492650543222725e-16,1.3005162214158963e-09,4.7752018723939508e-08,3.733313809454822e-12,2.4827840712703868e-07,2.3334642302956713e-12,1.2346433619505947e-15,2.7332007148480706e-14,1.306035809901312e-20,3.2032238739215656e-16
1.1347510779457767e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18967540932953886,0.098029057024149754,0.099375771618949754,7.5676248970442543e-19,1.501499447002984e-14,3.1983459404328716e-10,3.021116213341977e-13,2.1970310390941881e-17,1.8626913212368405e-31,6.5808457849739954e-16,4.7861813242653428e-51,2.5928756962715566e-17,8.8730525475644734e-36,4.5169240966279455e-25,1.9216391549706285e-30,8.9626094464562015e-33,3.15142144839484e-25,4.45478194100508e-41,0.0019706444391214667,0.0012482078212750125,6.4360745673484802e-10,1.1902675170420464e-06,4.1505440646708545e-16,1.3003750517801751e-09,4.7655708819842812e-08,3.7468926275598262e-12,2.4893673255951011e-07,2.34750346670277e-12,1.2402841675593844e-15,2.746727721863563e-14,1.3117861030154798e-20,3.2203192070093238e-16
1.136740456579862e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1896710609233338,0.098026858555478977,0.099374697443543977,7.6181335046317043e-19,1.511441752950586e-14,3.2157981218899496e-10,3.0361075447514575e-13,2.2015438203364515e-17,1.8786915402215565e-31,6.5931944230951626e-16,4.8359348279520724e-51,2.602051144467905e-17,8.9345092011545074e-36,4.542098248669019e-25,1.9346954065903378e-30,9.0254976428346214e-33,3.1682717100880383e-25,4.4925122892569999e-41,0.0019728423456035252,0.0012503555139412102,6.4378135727865549e-10,1.1925123588175883e-06,4.1518231410221279e-16,1.3002336807853716e-09,4.7559733486247265e-08,3.7604976361653362e-12,2.4959486256139343e-07,2.3616011954793827e-12,1.2459371710792282e-15,2.7602988469733365e-14,1.3175474155071845e-20,3.2374615589092939e-16
1.1387298352139473e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18966671589988282,0.098024663348614399,0.099373623328981281,7.6688636436938463e-19,1.521432258085409e-14,3.2333157504338236e-10,3.0511362311986943e-13,2.2060590403110098e-17,1.8947948869700146e-31,6.6055458571946286e-16,4.8861265977747722e-51,2.6112430323754503e-17,8.9962962287632883e-36,4.567370556474416e-25,1.947810945706051e-30,9.0886891975813984e-33,3.1851827724065201e-25,4.5305037644099648e-41,0.0019750369901404448,0.0012525030851166217,6.4395526889504742e-10,1.1947577433438567e-06,4.1531022872917708e-16,1.300092155624237e-09,4.7464092689591952e-08,3.7741288433473175e-12,2.502527971318053e-07,2.3757575528035213e-12,1.2516023720570383e-15,2.7739141711114385e-14,1.3233197415825073e-20,3.2546508994851138e-16
1.1407192138480325e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18966237425433735,0.098022471398789557,0.099372549275220573,7.7198157370261955e-19,1.5314711137771951e-14,3.2508989632865349e-10,3.0662022484628197e-13,2.2105766998318494e-17,1.9110018009413816e-31,6.6179000873697862e-16,4.9367598029189614e-51,2.6204513611800407e-17,9.0584148957206586e-36,4.592741245651743e-25,1.9609858993722269e-30,9.1521848838580461e-33,3.2021547506155503e-25,4.5687577691295344e-41,0.0019772283774986336,0.0012546505348834942,6.4412919156579845e-10,1.1970036705985746e-06,4.1543815036695752e-16,1.29995052171828e-09,4.7368786374405222e-08,3.7877862573236938e-12,2.5091053629352185e-07,2.3899726749315929e-12,1.2572797696917183e-15,2.7875737753409144e-14,1.3291030760727539e-20,3.2718871985252046e-16
1.1427085924821178e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18965803598185585,0.098020282701245007,0.099371475282220734,7.7709902072093621e-19,1.5415584716516588e-14,3.2685478977520121e-10,3.0813055723335744e-13,2.2150967997128243e-17,1.9273127225778885e-31,6.6302571137176515e-16,4.9878376305363842e-51,2.6296761320672376e-17,9.1208664702938949e-36,4.6182105420093697e-25,1.9742203946407104e-30,9.2159854753231751e-33,3.2191877600101967e-25,4.6072757114494209e-41,0.0019794165124375307,0.0012567978633239323,6.4430312527270005e-10,1.1992501405578172e-06,4.1556607963957594e-16,1.2998088260310177e-09,4.7273814460318994e-08,3.8014698860823561e-12,2.5156808009265057e-07,2.4042466981984209e-12,1.2629693641048468e-15,2.8012777408541808e-14,1.3348974130393414e-20,3.2891704257455694e-16
1.1446979711162031e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18965370107760379,0.098018097251228287,0.099370401349940754,7.8223874766138056e-19,1.5516944835908943e-14,3.286262691216086e-10,3.0964461786127766e-13,2.2196193407676587e-17,1.9437280933076997e-31,6.6426169363348629e-16,5.0393632858194019e-51,2.638917346222323e-17,9.1836522236905967e-36,4.6437786715564506e-25,1.9875145585620302e-30,9.2800917461391229e-33,3.2362819159153422e-25,4.6460590047839478e-41,0.00198160139970961,0.0012589450705198998,6.444770699975589e-10,1.2014971531988503e-06,4.156940170308285e-16,1.2996671142261308e-09,4.7179176845236726e-08,3.8151797376639766e-12,2.5222542859830444e-07,2.4185797590172508e-12,1.2686711553137339e-15,2.8150261489733842e-14,1.3407027469338277e-20,3.3065005507925587e-16
1.1466873497502884e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18964936953675401,0.098015915043993859,0.099369327478339695,7.8740079674046784e-19,1.5618793017337841e-14,3.3040434811465392e-10,3.111624043115782e-13,2.2241443238099494e-17,1.9602483555450044e-31,6.6549795553176743e-16,5.0913399920756044e-51,2.6481750048303004e-17,9.2467734300615948e-36,4.6694458605030642e-25,2.000868518186631e-30,9.3445044709767576e-33,3.2534373336856801e-25,4.6851090679405148e-41,0.0019837830440603953,0.0012610921565532202,6.4465102572219853e-10,1.2037447085013673e-06,4.1582196240720729e-16,1.2995254294325494e-09,4.7084873406885859e-08,3.8289158203441071e-12,2.5288258190228466e-07,2.4329719938797684e-12,1.2743851426817211e-15,2.8288190811509098e-14,1.3465190731684487e-20,3.3238775432456134e-16
1.1486767283843737e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18964504135448612,0.098013736074803071,0.099368253667376658,7.9258521015465166e-19,1.5721130784764029e-14,3.3218904050931183e-10,3.1268391416729216e-13,2.2286717496531604e-17,1.9768739526924784e-31,6.6673449707619687e-16,5.143770990802596e-51,2.6574491090758992e-17,9.3102313665038258e-36,4.6952123352602646e-25,2.0142824005660168e-30,9.4092244250212647e-33,3.2706541287057262e-25,4.7244273251320772e-41,0.0019859614502284713,0.0012632391215055749,6.4482499242845747e-10,1.2059928064428059e-06,4.1594991640913232e-16,1.2993838169286415e-09,4.6990903998455988e-08,3.8426781421043757e-12,2.5353954011875794e-07,2.4474235393561106e-12,1.2801113266918258e-15,2.8426566189697582e-14,1.3523463861281529e-20,3.3413013726199824e-16
1.150666107018459e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18964071652598696,0.098011560338924303,0.099367179917010773,7.9779203008078834e-19,1.5823959664724289e-14,3.3398036006875579e-10,3.1420914501309075e-13,2.2332016191106259e-17,1.9936053291450809e-31,6.6797131827632437e-16,5.1966595417630049e-51,2.6667396601435796e-17,9.3740273130632504e-36,4.7210783224400951e-25,2.0277563327540272e-30,9.474252383979228e-33,3.2879324163898004e-25,4.764015205989633e-41,0.0019881366229454862,0.0012653859654585071,6.4499897009819214e-10,1.208241447001436e-06,4.160778796743516e-16,1.2992423210508095e-09,4.6897268452013295e-08,3.8564667109267741e-12,2.5419630338393338e-07,2.4619345320948884e-12,1.2858497078981636e-15,2.8565388441438417e-14,1.3581846804228053e-20,3.3587720083693982e-16
1.1526554856525443e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18963639504645044,0.098009387831632835,0.099366106227201267,8.030212986766172e-19,1.5927281186335571e-14,3.3577832056436239e-10,3.1573809443542358e-13,2.2377339329955519e-17,2.0104429302892305e-31,6.6920841914166221e-16,5.2500089230596781e-51,2.6760466592175362e-17,9.438162552737727e-36,4.7470440488557418e-25,2.0412904418080834e-30,9.5395891240829654e-33,3.3052723121820521e-25,4.8038741455747355e-41,0.0019903085669361726,0.0012675326884934192,6.4517295871327321e-10,1.2104906301590179e-06,4.1620585187677402e-16,1.2991009825395256e-09,4.6803966581463927e-08,3.8702815351595676e-12,2.5485287185575391e-07,2.4765051088231886e-12,1.2916002857869926e-15,2.8704658385185477e-14,1.3640339520963924e-20,3.3762894198887436e-16
1.1546448642866296e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18963207691107739,0.098007218548210789,0.099365032597907452,8.0827305808122378e-19,1.6031096881299077e-14,3.3758293577571347e-10,3.1727076002265511e-13,2.2422686921210118e-17,2.0273872025049544e-31,6.704457996816852e-16,5.3038224312110922e-51,2.6853701074817e-17,9.5026383714799368e-36,4.7731097415216016e-25,2.0548848547902765e-30,9.6052354220959217e-33,3.3226739315564499e-25,4.8440055843919882e-41,0.0019924772869183479,0.0012696792906915757,6.4534695825558823e-10,1.2127403558944181e-06,4.1633383363442739e-16,1.2989598449210221e-09,4.6710998176488711e-08,3.8841226227928557e-12,2.5550924571357878e-07,2.4911354063465986e-12,1.2973630611463128e-15,2.8844376840711276e-14,1.3698941958964272e-20,3.3938535765166746e-16
1.156634242920715e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18962776211507593,0.09800505248394728,0.099363959029088664,8.135473504154883e-19,1.6135408283904433e-14,3.3939421949059714e-10,3.1880713936520029e-13,2.2468058972999511e-17,2.0444385931712766e-31,6.716834599058298e-16,5.3581033812269581e-51,2.6947100061197451e-17,9.5674560582002601e-36,4.7992756276532477e-25,2.0685396987686335e-30,9.6711920553205896e-33,3.3401373900167766e-25,4.8844109684015964e-41,0.0019946427876029317,0.0012718257721341015,6.4552096870704075e-10,1.2149906241866451e-06,4.1646182582694497e-16,1.2988189514726468e-09,4.6618363005899202e-08,3.8979899817166965e-12,2.5616542515786309e-07,2.5058255615492192e-12,1.3031380351566769e-15,2.8984544629109007e-14,1.3757654064705039e-20,3.4114644475382188e-16
1.1586236215548002e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18962345065366096,0.098002889634138224,0.099362885520704228,8.1884421778256471e-19,1.6240216931033801e-14,3.4121218550501338e-10,3.2034723005565794e-13,2.2513455493451834e-17,2.061597550664315e-31,6.7292139982349557e-16,5.4128551066840248e-51,2.7040663563150913e-17,9.6326169047697022e-36,4.825541934667615e-25,2.0822551008183795e-30,9.7374598016023311e-33,3.3576628030966447e-25,4.9250917490318861e-41,0.0019968050736939515,0.0012739721329019841,6.456949900495514e-10,1.2172414350196186e-06,4.1658982789685118e-16,1.2986783404528625e-09,4.6526060822707943e-08,3.911883620366611e-12,2.5682141040985709e-07,2.5205757113936763e-12,1.3089252073937811e-15,2.912516257279885e-14,1.3816475805451014e-20,3.4291220021873543e-16
1.1606130001888855e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18961914252205442,0.098000729994086502,0.09936181207271369,8.2416370226833773e-19,1.6345524362166104e-14,3.430368476231763e-10,3.2189102968894095e-13,2.2558876490693935e-17,2.0788645243585131e-31,6.7415961944404353e-16,5.4680809598021047e-51,2.7134391592509068e-17,9.6981222060227782e-36,4.8519088901830975e-25,2.0960311880229694e-30,9.804039439333986e-33,3.375250286359498e-25,4.9660493831918764e-41,0.0019989641498885532,0.0012761183730760747,6.4586902226505527e-10,1.2194927883737798e-06,4.167178403674833e-16,1.2985380534921886e-09,4.6434091356046676e-08,3.925803546768571e-12,2.5747720171129693e-07,2.5353859929211417e-12,1.3147245788582396e-15,2.9266231495532445e-14,1.387540713309079e-20,3.4468262096495466e-16
1.1624034409595622e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18961526804665146,0.097998789058505786,0.099360846021125465,8.2897061071243225e-19,1.6440728784982835e-14,3.4468478011402911e-10,3.2328361851917463e-13,2.2599776322582852e-17,2.0944975267528835e-31,6.7527425625620848e-16,5.5181923924516388e-51,2.721888749963931e-17,9.7573725584761935e-36,4.8757253929043807e-25,2.1084816573565733e-30,9.8642284242716972e-33,3.3911321868397354e-25,5.0031491722655177e-41,0.002000904577878914,0.0012780498861917748,6.4602566054050152e-10,1.2215194702313024e-06,4.1683306146885561e-16,1.2984121072910879e-09,4.6351603067951577e-08,3.9383539629814522e-12,2.5806724827092127e-07,2.5487667722126651e-12,1.3199544450530214e-15,2.9393579794979684e-14,1.3928538980255438e-20,3.4627998590153734e-16
1.164193881730239e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18961139626105561,0.097996850715614772,0.09935988001839402,8.337959037557983e-19,1.6536339597873377e-14,3.4633815771183059e-10,3.246792078971727e-13,2.2640695993175807e-17,2.1102187160873253e-31,6.7638911964203217e-16,5.5686930691550723e-51,2.7303516692170863e-17,9.8169039185572369e-36,4.8996237716631787e-25,2.1209814772688879e-30,9.9246712404674257e-33,3.4070645420864947e-25,5.0404754670772978e-41,0.0020028424130668493,0.0012799813017506274,6.4618230759530768e-10,1.2235465915037641e-06,4.1694829154797585e-16,1.2982864845324149e-09,4.626938382189096e-08,3.9509256847197619e-12,2.5865713814718231e-07,2.5621964692480983e-12,1.3251941940798957e-15,2.9521294658165987e-14,1.3981759527884412e-20,3.478811249635773e-16
1.1659843225009157e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18960752716179824,0.097994914962003563,0.099358914064489878,8.3863961204495501e-19,1.6632357928529611e-14,3.4799699049692857e-10,3.260777960749454e-13,2.2681635508394548e-17,2.1260284220423304e-31,6.7750420960826124e-16,5.6195854727183696e-51,2.7388279178723957e-17,9.8767172363689977e-36,4.9236041928120093e-25,2.1335307404257305e-30,9.9853684565328519e-33,3.4230474364075023e-25,5.0780293411508927e-41,0.0020047776588623233,0.0012819126198112883,6.4633896341633853e-10,1.225574152179651e-06,4.1706353028471925e-16,1.2981612125960514e-09,4.6187433381989549e-08,3.9635187181005711e-12,2.5924687155764009e-07,2.5756751840937028e-12,1.3304438260970534e-15,2.9649376688385828e-14,1.4035068751851125e-20,3.4948603589561199e-16
1.1677747632715924e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18960366074541532,0.09799298179426659,0.099357948159383661,8.4350176621620369e-19,1.67287849063576e-14,3.4966128855506479e-10,3.2747938130633646e-13,2.2722594874159963e-17,2.1419269749611499e-31,6.7861952616161776e-16,5.6708720983699348e-51,2.7473174967917268e-17,9.9368134639661886e-36,4.9476668228356497e-25,2.1461295395011833e-30,1.0046320641454266e-32,3.4390809541300491e-25,5.1158118716372173e-41,0.0020067103186708125,0.0012838438404323244,6.4649562799047023e-10,1.2276021522427078e-06,4.1717877935930825e-16,1.2980363235371986e-09,4.6105751495007391e-08,3.9761330684816715e-12,2.5983644873252924e-07,2.5892030168673117e-12,1.3357033435758893e-15,2.9777826489815292e-14,1.4088466604490438e-20,3.51094716439614e-16
1.1694507409280616e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18960004393755495,0.097991174554367039,0.099357044048910145,8.4806982409720156e-19,1.6819418592849344e-14,3.5122414911640281e-10,3.2879407723759463e-13,2.2760953695069033e-17,2.1568899333655923e-31,6.7966374570835765e-16,5.7192394107253992e-51,2.7552764157736981e-17,9.9933249360743173e-36,4.9702657669491675e-25,2.1579678647779795e-30,1.0103607689700923e-32,3.4541353940662302e-25,5.1513871150330595e-41,0.0020085170830116787,0.0012856515096218923,6.466422848977279e-10,1.2295009001371674e-06,4.1728666930467698e-16,1.2979197870446403e-09,4.602953466207388e-08,3.9879603036928405e-12,2.6038819280348616e-07,2.6019106104725041e-12,1.3406355770016275e-15,2.9898398270374914e-14,1.4138531023917596e-20,3.5260396764761996e-16
1.1711267185845307e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18959642947463592,0.097989369574513763,0.099356139981144898,8.5265409670249935e-19,1.6910412267171483e-14,3.5279181561965294e-10,3.3011139631009814e-13,2.2799329919601373e-17,2.1719313039096365e-31,6.8070816380815335e-16,5.7679564150132441e-51,2.7632470165519612e-17,1.0050085921266654e-35,4.9929370274412212e-25,2.1698497519930655e-30,1.0161119114680008e-32,3.4692343346879288e-25,5.1871645496489686e-41,0.0020103215872075007,0.001287459093531385,6.4678894945244818e-10,1.2314000330176107e-06,4.1739456761201369e-16,1.2978036294953187e-09,4.5953552692813128e-08,3.9998062278648491e-12,2.6093980039810286e-07,2.6146614124940281e-12,1.3455764727243898e-15,3.0019293329070066e-14,1.418867306931812e-20,3.5411651805416592e-16
1.172802696241e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18959281735382782,0.09798756685192421,0.099355235956063923,8.5725460913715857e-19,1.7001766859768227e-14,3.5436429635009644e-10,3.3143133709632758e-13,2.2837723552611337e-17,2.1870513591245223e-31,6.8175278046645925e-16,5.8170251876422609e-51,2.7712292998330698e-17,1.0107097205084099e-35,5.0156807411795633e-25,2.1817752771816703e-30,1.0218855383985885e-32,3.484377845207817e-25,5.2231450676485448e-41,0.0020121238340408167,0.0012892665922086292,6.4693562164389198e-10,1.2332995508717976e-06,4.1750247534425306e-16,1.297687875919682e-09,4.5877805351351016e-08,4.0116708455123926e-12,2.6149127173461039e-07,2.6274555051723697e-12,1.350526032563342e-15,3.0140512163564958e-14,1.4238892705950117e-20,3.5563236580173589e-16
1.1744786738974691e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18958920757230377,0.09798576638381927,0.099354331973643184,8.6187138649917508e-19,1.7093483302407355e-14,3.5594159959716232e-10,3.3275389817038084e-13,2.2876134598952608e-17,2.2022503720529853e-31,6.8279759568871177e-16,5.8664478146947031e-51,2.7792232663234632e-17,1.0164359574571092e-35,5.0384970451336542e-25,2.1937445163875297e-30,1.0276816965510368e-32,3.4995659948535985e-25,5.2593295640024916e-41,0.0020139238262907354,0.0012910740057013833,6.4708230146132778e-10,1.235199453692477e-06,4.1761039236455759e-16,1.2975725463069699e-09,4.5802292397630885e-08,4.0235541616034571e-12,2.6204260704045272e-07,2.6402929707876396e-12,1.3554842570866398e-15,3.0262055272208349e-14,1.4289189919309137e-20,3.5715150903126285e-16
1.1761546515539383e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18958560012724038,0.097983968167423233,0.099353428033858729,8.6650445387967858e-19,1.7185562528182025e-14,3.5752373365443012e-10,3.340790781080223e-13,2.2914563063478202e-17,2.2175286162472141e-31,6.8384260948032812e-16,5.9162263919592107e-51,2.7872289167294672e-17,1.0221873818276813e-35,5.0613860763747862e-25,2.2057575456633099e-30,1.033500432744316e-32,3.5147988528680196e-25,5.2957189364939843e-41,0.0020157215667329391,0.0012928813340573396,6.4722898889403274e-10,1.2370997414728453e-06,4.1771831807741908e-16,1.2974576601433637e-09,4.5727013582993114e-08,4.0354561812803967e-12,2.6259380655216803e-07,2.6531738916595847e-12,1.3604511464236725e-15,3.0383923154037158e-14,1.4339564698415035e-20,3.5867394588222703e-16
1.1778306292104074e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18958199501581782,0.09798217219996383,0.099352524136686618,8.7115383636310223e-19,1.7278005471512673e-14,3.5911070681962835e-10,3.3540687548673288e-13,2.2953008951040492e-17,2.2328863657730003e-31,6.8488782184670678e-16,5.966363024965202e-51,2.7952462517573014e-17,1.0279640726256508e-35,5.0843479720759877e-25,2.2178144410710107e-30,1.0393417938275739e-32,3.5300764885088575e-25,5.3323140857242667e-41,0.0020175170581396909,0.0012946885773241221,6.4737568393129134e-10,1.2390004142010288e-06,4.1782625349475499e-16,1.2973432419337888e-09,4.5651968644793714e-08,4.0473769090777275e-12,2.6314487051524908e-07,2.6660983501475855e-12,1.3654267024599915e-15,3.0506116308775803e-14,1.4390017009508575e-20,3.6019967449275773e-16
1.1795066068668766e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18957839223521974,0.097980378478672234,0.09935162028210294,8.7581955902733258e-19,1.7370813068148512e-14,3.6070252739463569e-10,3.3673728888574804e-13,2.2991472266491183e-17,2.2483238952110487e-31,6.8593323279322778e-16,6.016859829009701e-51,2.8032752721130765e-17,1.033766109007246e-35,5.1073828695120538e-25,2.2299152786824729e-30,1.0452058266804073e-32,3.545398971048913e-25,5.3691159151169996e-41,0.0020193103032798377,0.0012964957355492892,6.4752238656239738e-10,1.240901471868804e-06,4.1793419904930601e-16,1.2972293124784404e-09,4.5577157315225706e-08,4.059316349747804e-12,2.6369579918404503e-07,2.6790664286506746e-12,1.3704109265419455e-15,3.0628635236837385e-14,1.4440546832174218e-20,3.6172869299971089e-16
1.1811825845233458e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18957479178263303,0.097978587000782991,0.099350716470083852,8.8050164694396666e-19,1.746398625517001e-14,3.6229920368548428e-10,3.380703168861232e-13,2.3029953014681341e-17,2.2638414796563764e-31,6.8697884232525162e-16,6.0677189292028817e-51,2.8113159785027928e-17,1.0395935702795723e-35,5.1304909060596343e-25,2.2420601345800463e-30,1.0510925782130843e-32,3.5607663697760274e-25,5.4061253309256599e-41,0.0020211013049188146,0.0012983028087803308,6.4766909677665212e-10,1.2428029144700035e-06,4.1804215410855157e-16,1.297115890467544e-09,4.5502579319886852e-08,4.0712745084466386e-12,2.6424659282159901e-07,2.6920782096075349e-12,1.375403818946464e-15,3.075148043932702e-14,1.4491154157254787e-20,3.6326099953880058e-16
1.182858562179815e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18957119365524844,0.097976797763534074,0.099349812700605458,8.8520012517846847e-19,1.7557525970990499e-14,3.6390074400236038e-10,3.3940595807077155e-13,2.3068451200461344e-17,2.2794393947178917e-31,6.8802465044812095e-16,6.1189424604968549e-51,2.8193683716323464e-17,1.0454465359007165e-35,5.1536722191972962e-25,2.2542490848568684e-30,1.0570020953666239e-32,3.5761787539930856e-25,5.4433432422381885e-41,0.0020228900658186451,0.001300109797064673,6.4781581456336528e-10,1.2447047419957097e-06,4.1815011908969571e-16,1.297002997289378e-09,4.5428234373075129e-08,4.0832513899332539e-12,2.6479725169954442e-07,2.7051337754965159e-12,1.380405381078142e-15,3.0874652418044222e-14,1.4541838962240719e-20,3.6479659224467995e-16
