Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),H2OX(23),COX(50),CHOX(53),CO2X(24)
4.769809510704362e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44410407487396303,0.11071694168307551,0.022492153823427844,4.9229876828351167e-10,4.2370441128991114e-08,0.00013603448153868465,3.2994388805966944e-05,2.3140580513037545e-07,6.5731239987177383e-17,0.00041403984468479211,3.2227106380167758e-15,0.000251164854971568,8.6124443352560134e-12,2.36258536703734e-11,1.461455958643166e-12,1.5102734028635944e-14,1.556957318351734e-08,2.9604066975293928e-10,0.0074926801702253042,0.00062574802121712937,6.9386263254481571e-05,1.6860218816816142e-08,2.3165473546224439e-09,4.4265641870034529e-09,2.7721378357944912e-12,5.2352731465148443e-08,1.278109129400491e-05,4.779033579854678e-09,2.5278525557083037e-06,4.6613850523567427e-10,2.5591975387800148e-12,1.0248861870920928e-10,1.2556216919328011e-13,9.9748698208733973e-13
4.783230734073835e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44409887532814507,0.11071207822936062,0.022491243911782706,4.9749298891830996e-10,4.2760174057200125e-08,0.00013682748580890258,3.3233571263147082e-05,2.332762805408544e-07,6.6558252231920213e-17,0.00041516387123172643,3.2673629233266041e-15,0.00025155805386381931,8.6848011251821633e-12,2.3935284475815516e-11,1.4745427608607082e-12,1.5264273980310855e-14,1.5679878730497333e-08,2.9939256158389259e-10,0.0074961681097834862,0.00062732804776370079,6.9493832475381944e-05,1.6929178994470185e-08,2.3227431440688412e-09,4.4381896060583451e-09,2.780279122898501e-12,5.2468916657808326e-08,1.2789476389182984e-05,4.8004409185770669e-09,2.543258995817277e-06,4.7142319395296251e-10,2.5803756831369299e-12,1.0323048234655255e-10,1.263216290512687e-13,1.0044959844658106e-12
4.796651957443308e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44409370609292953,0.11070724358936514,0.022490334058192538,5.0272361381133316e-10,4.3152117162569097e-08,0.00013762228525229268,3.3473512968446653e-05,2.3515624104780426e-07,6.7392648991444587e-17,0.00041628755275393393,3.3124988801487325e-15,0.00025195006788105264,8.75754685093278e-12,2.4247728103600417e-11,1.4876915179062047e-12,1.5426951054642628e-14,1.5790573877390398e-08,3.0277253885979896e-10,0.0074996269147919598,0.00062890719621197305,6.9601179384330686e-05,1.6998193561122452e-08,2.3289365003476803e-09,4.449811371794958e-09,2.7884140351892376e-12,5.2584579381523742e-08,1.2797749449581666e-05,4.8218608272626144e-09,2.5587022848457967e-06,4.7675222249798226e-10,2.6016621552060353e-12,1.0397469486873535e-10,1.2708276685849904e-13,1.0115288794740091e-12
4.808731058475834e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44408907949815396,0.1107029168553396,0.022489515239492552,5.0746240403998978e-10,4.3506759897310573e-08,0.00013833913682928886,3.369010830217798e-05,2.3685632955812824e-07,6.8149951117960133e-17,0.00041729857044554819,3.3535378617467061e-15,0.00025230187043284459,8.8233512135248302e-12,2.4531519004439572e-11,1.499578333886516e-12,1.5574335366509686e-14,1.5890532541120255e-08,3.0583865581315303e-10,0.0075027151238400321,0.0006303276806068135,6.9697602896635129e-05,1.7060353116102047e-08,2.3345084370453507e-09,4.4602678308641353e-09,2.7957300198460584e-12,5.2688232996962368e-08,1.2805100600612695e-05,4.8411495567862367e-09,2.5726326904599033e-06,4.8158645534643184e-10,2.6209127844650812e-12,1.0464649022553672e-10,1.2776922731448167e-13,1.0178789301245375e-12
4.82081015950836e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44408447708647392,0.11069861310099846,0.022488696467620767,5.1223087206753085e-10,4.3863200767002963e-08,0.00013905743730414553,3.3907316105956385e-05,2.3856412757748221e-07,6.8913292983355396e-17,0.00041830930739852629,3.3949743664568068e-15,0.00025265271882252588,8.8894718586159374e-12,2.4817779511699205e-11,1.5115152645744515e-12,1.5722645777778979e-14,1.5990806638197892e-08,3.0892775374772751e-10,0.007505780094858039,0.000631747456647445,6.9793848872147434e-05,1.7122556625024223e-08,2.3400783961937685e-09,4.470721318663828e-09,2.8030408853282153e-12,5.2791470617803521e-08,1.2812363204251834e-05,4.8604485879784858e-09,2.5865928316449943e-06,4.8645696990164858e-10,2.6402515147708728e-12,1.0532018036548836e-10,1.2845704907415826e-13,1.0242483658033628e-12
4.832889260540886e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44407989868533393,0.11069433215802862,0.022487877742485216,5.1702910816971016e-10,4.422144350852457e-08,0.00013977718423472974,3.4125135197269256e-05,2.4027964763914726e-07,6.9682702239465916e-17,0.00041931976301445763,3.4368111341107074e-15,0.00025300261568528482,8.9559093731565089e-12,2.5106523518870724e-11,1.5235022770160482e-12,1.5871884661100588e-14,1.6091396100620733e-08,3.1203994276825399e-10,0.0075088219968803601,0.00063316652569645111,6.9889918488147011e-05,1.7184804038353362e-08,2.3456463746419848e-09,4.4811718294961811e-09,2.8103466520995679e-12,5.289429563749106e-08,1.2819538290938017e-05,4.8797579789370942e-09,2.6005826557470407e-06,4.9136394024829317e-10,2.6596785159463598e-12,1.0599576162354084e-10,1.2914623316306389e-13,1.0306372020371824e-12
4.843760451470159e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44407579851171941,0.11069049867495788,0.022487140929747206,5.2137304703665448e-10,4.4545405664201507e-08,0.00014042619118231119,3.4321694058964786e-05,2.418302283698848e-07,7.0380381066322208e-17,0.00042022893203232857,3.4748087227993845e-15,0.00025331671147851706,9.0159745434272029e-12,2.5368528027582876e-11,1.5343333806740564e-12,1.6006995455578085e-14,1.6182196197722674e-08,3.1486074693020295e-10,0.0075115401234246799,0.0006344430844818261,6.997623131614649e-05,1.7240864207663115e-08,2.3506558591499147e-09,4.490574739237532e-09,2.8169175015068984e-12,5.2986488176721909e-08,1.2825921887381265e-05,4.8971453371638493e-09,2.6131988330290233e-06,4.9581152740190289e-10,2.6772384283380768e-12,1.0660539865131002e-10,1.2976766444044273e-13,1.0364037552077892e-12
4.854631642399432e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44407171752387203,0.11068668341278472,0.022486404154725446,5.2574123713971545e-10,4.4870833085348841e-08,0.00014107636602481724,3.451874626026958e-05,2.4338708316185976e-07,7.1083017099263381e-17,0.00042113787224980188,3.513134764509571e-15,0.00025363004057476829,9.0762972776621451e-12,2.5632565627227769e-11,1.5452049992847378e-12,1.6142861949877154e-14,1.6273251635421287e-08,3.1770042477252521e-10,0.0075142398215030009,0.00063571907268153026,7.006240307180504e-05,1.7296959863068124e-08,2.3556637344620877e-09,4.499975228894103e-09,2.8234842566927216e-12,5.3078351705678875e-08,1.2832236163743878e-05,4.9145411781026935e-09,2.6258389730280454e-06,5.0028891237531638e-10,2.6948701014976128e-12,1.0721656189581177e-10,1.3039020067582378e-13,1.0421860474741523e-12
4.865502833328705e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44406765559860217,0.11068288625134491,0.022485667417354232,5.3013374444269403e-10,4.5197728494468378e-08,0.00014172770700445525,3.4716290954710578e-05,2.4495022107528173e-07,7.1790630555807261e-17,0.00042204658323397547,3.5517912785224081e-15,0.0002539426048803768,9.1368780003696344e-12,2.5898646515305726e-11,1.5561171083184233e-12,1.6279485860552079e-14,1.6364562363502278e-08,3.20559056981815e-10,0.0075169212118027543,0.00063699449127062823,7.0148434582818957e-05,1.7353090966846028e-08,2.3606699983010515e-09,4.5093732943399909e-09,2.8300469328486086e-12,5.3169888672418749e-08,1.28384818550767e-05,4.9319455458103814e-09,2.6385030379064622e-06,5.047962227422346e-10,2.7125736590677115e-12,1.0782924873365474e-10,1.310138426910837e-13,1.0479840908046159e-12
4.8763740242579776e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440636126135305,0.11067910707126417,0.022484930717568279,5.345506349593139e-10,4.5526094613501196e-08,0.00014238021237038991,3.4914327300770658e-05,2.465196511461898e-07,7.2503241672174422e-17,0.00042295506455300409,3.5907802910465686e-15,0.0002542544062970484,9.1977171349898078e-12,2.616678091108038e-11,1.5670696830952799e-12,1.6416868900063876e-14,1.6456128331543025e-08,3.2343672437667253e-10,0.007519584414220664,0.00063826934121839329,7.0234326667547578e-05,1.7409257481622477e-08,2.3656746483954607e-09,4.5187689314563343e-09,2.8366055475101288e-12,5.3261101517056882e-08,1.2844659691298059e-05,4.9493584848851531e-09,2.6511909899953979e-06,5.0933358628555673e-10,2.7303492243130947e-12,1.0844345655684829e-10,1.3163859122456872e-13,1.0537978973212002e-12
4.8872452151872505e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44405958844708371,0.11067534575395283,0.022484194055302716,5.3899197475394823e-10,4.5855934163811642e-08,0.00014303388037867096,3.5112854461904164e-05,2.4809538238645511e-07,7.3220870703289453e-17,0.00042386331577609973,3.6301038352171242e-15,0.00025456544672186328,9.258815103894027e-12,2.6436979055544088e-11,1.5780626987898263e-12,1.6555012776802412e-14,1.6547949488909787e-08,3.263335079073663e-10,0.0075222295478679438,0.0006395436234882979,7.0320080135158157e-05,1.746545936986698e-08,2.3706776824801728e-09,4.5281621361351316e-09,2.8431601190281625e-12,5.3351992671063948e-08,1.2850770397179314e-05,4.9667800403168138e-09,2.6639027917928712e-06,5.1390113099684779e-10,2.7481969216859467e-12,1.0905918277285134e-10,1.3226444698100637e-13,1.0596274793749273e-12
4.8981164061165235e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44405558297848835,0.11067160218160081,0.022483457430493084,5.4345782994241226e-10,4.618724986617415e-08,0.00014368870929216173,3.5311871606551061e-05,2.496774237837821e-07,7.3943537922799435e-17,0.00042477133647353242,3.6697639510943331e-15,0.00025487572804728305,9.3201723283843109e-12,2.6709251211383309e-11,1.5890961304353783e-12,1.6693919195108539e-14,1.6640025784754936e-08,3.2924948865549751e-10,0.0075248567310754327,0.00064081733903800667,7.0405695785769604e-05,1.7521696592169295e-08,2.3756790982963594e-09,4.5375529042774614e-09,2.8497106621736138e-12,5.3442564555940034e-08,1.2856814692332287e-05,4.9842102575875377e-09,2.6766384059619459e-06,5.1849898507580443e-10,2.7661168747733434e-12,1.0967642480461851e-10,1.3289141087101534e-13,1.0654728494964879e-12
4.9089875970457964e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44405159608776601,0.11066787623717245,0.022482720843075343,5.4794826669274083e-10,4.6520044440759103e-08,0.00014434469738046956,3.5511377908149983e-05,2.5126578430171161e-07,7.4671263623079474e-17,0.0004256791262166317,3.7097626856623545e-15,0.00025518525216115806,9.3817892286927642e-12,2.6983607662943797e-11,1.6001699529284298e-12,1.6833589855296215e-14,1.6732357168014288e-08,3.3218474783366257e-10,0.0075274660813987272,0.00064209048881936704,7.0491174410587724e-05,1.7577969109557386e-08,2.3806788935913141e-09,4.5469412317906441e-09,2.856257194281453e-12,5.3532819584760199e-08,1.2862793291194851e-05,5.0016491827008945e-09,2.6893977953289124e-06,5.2312727692972396e-10,2.7841092063194384e-12,1.1029518009063381e-10,1.3351948371707726e-13,1.0713340203541978e-12
4.9198587879750693e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44404762765572836,0.11066416780440139,0.022481984292985834,5.5246335122587899e-10,4.6854320607118726e-08,0.00014500184291987655,3.5711372545150522e-05,2.5286047287962288e-07,7.540406811520624e-17,0.00042658668457778645,3.7501020928278884e-15,0.00025549402094673403,9.4436662239810372e-12,2.7260058716195789e-11,1.6112841410329627e-12,1.697402645367473e-14,1.6824943587404404e-08,3.35139366785116e-10,0.007530057715623254,0.00064336307377840156,7.0576516792041977e-05,1.7634276883405769e-08,2.3856770661185008e-09,4.5563271145929372e-09,2.8627997347015346e-12,5.3622760161712731e-08,1.2868706903019662e-05,5.0190968619787511e-09,2.7021809228814875e-06,5.2778613517297013e-10,2.8021740406733313e-12,1.1091544608494723e-10,1.3414866624146082e-13,1.0772110048076381e-12
4.930729978904342e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44404367756397128,0.11066047676778563,0.022481247780161334,5.5700314981638897e-10,4.7190081084174273e-08,0.00014566014419327124,3.5911854701024001e-05,2.5446149843273579e-07,7.6141971728971387e-17,0.00042749401113044698,3.7907842334187422e-15,0.00025580203628266005,9.5058037323397576e-12,2.7538614698699014e-11,1.6224386693846844e-12,1.711523068257093e-14,1.6917784991420096e-08,3.3811342698343403e-10,0.0075326317497693253,0.00064463509485530683,7.0661723703924675e-05,1.7690619872747918e-08,2.3906736136377328e-09,4.5657105486126466e-09,2.8693382978680282e-12,5.3712388680094959e-08,1.2874556231865528e-05,5.0365533421573457e-09,2.7149877517670396e-06,5.3247568862643944e-10,2.8203115015013657e-12,1.1153722025721312e-10,1.3477895943163338e-13,1.0831038159055558e-12
4.941601169833615e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440397456948707,0.11065680301258229,0.022480511304539003,5.6156772879319857e-10,4.7527328590201842e-08,0.00014631959949008199,3.6112823564273346e-05,2.5606886985211484e-07,7.6884994812901389e-17,0.00042840110544912428,3.8318111751823239e-15,0.00025610930004299541,9.5682021707880343e-12,2.7819285959567704e-11,1.6336335124952065e-12,1.7257204230351498e-14,1.7010881328331829e-08,3.4110701003217618e-10,0.0075351882990971515,0.00064590655298444428,7.074679591151816e-05,1.7746998037051897e-08,2.3956685339149864e-09,4.5750915297835262e-09,2.8758729007822015e-12,5.380170752427902e-08,1.2880341976585852e-05,5.0540186704815862e-09,2.7278182452908457e-06,5.3719606631702747e-10,2.8385217110312763e-12,1.1216050009271378e-10,1.3541036419577555e-13,1.0890124668416713e-12
4.952472360762888e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44403583193157625,0.11065314642480295,0.022479774866056394,5.6615715454028515e-10,4.7866065842818976e-08,0.00014698020710621085,3.6314278328442045e-05,2.5768259600467028e-07,7.7633157734222074e-17,0.00042930796710939211,3.8731849927840529e-15,0.00025641581409721739,9.6308619552729064e-12,2.8102082869435433e-11,1.6448686447561461e-12,1.7399948781445193e-14,1.7104232546183292e-08,3.4412019766454793e-10,0.0075377274781118333,0.00064717744909433721,7.0831734171724283e-05,1.7803411336802494e-08,2.4006618247223713e-09,4.5844700540500434e-09,2.8824035641135632e-12,5.3890719069669587e-08,1.2886064830820171e-05,5.0714928944516343e-09,2.7406723669143617e-06,5.4194739747709497e-10,2.8568047934704374e-12,1.127852830923839e-10,1.3604288125346782e-13,1.0949369709684673e-12
4.963343551692161e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44403193615800746,0.11064950689120841,0.022479038464651477,5.7077149349732615e-10,4.8206295558971858e-08,0.00014764196534396856,3.6516218192121916e-05,2.5930268573316234e-07,7.8386480878881036e-17,0.00043021459568788682,3.9149077678057052e-15,0.00025672158031022876,9.6937835006688635e-12,2.8387015820419869e-11,1.6561440404431655e-12,1.7543466016365198e-14,1.7197838592788945e-08,3.4715307174306374e-10,0.0075402494005683014,0.00064844778410767237,7.0916539233198983e-05,1.7859859729558296e-08,2.4056534838383596e-09,4.5938461173679459e-09,2.8889303019151175e-12,5.3979425679793256e-08,1.2891725482989595e-05,5.0889760618932681e-09,2.75355008025353e-06,5.4672981154393439e-10,2.8751608726885889e-12,1.1341156677284079e-10,1.3667651166244455e-13,1.1008773418125214e-12
4.974214742621434e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.444028058258848,0.11064588429930393,0.022478302100262589,5.75410812160391e-10,4.8548020454921403e-08,0.00014830487251201062,3.6718642358959613e-05,2.6092914785620316e-07,7.9144984651587901e-17,0.00043112099076230846,3.956981588743681e-15,0.00025702660054236561,9.7569672207773336e-12,2.8674095226087504e-11,1.6674596737199474e-12,1.7687757611731417e-14,1.7291699415731689e-08,3.5020571425920875e-10,0.0075427541794762468,0.00064971755894129512,7.1001211836472226e-05,1.7916343173131963e-08,2.4106435090476454e-09,4.6032197156976717e-09,2.8954531303788703e-12,5.4067829708686136e-08,1.2897324616287987e-05,5.1064682211376641e-09,2.7664513490770966e-06,5.515434381592341e-10,2.8935900703293695e-12,1.1403934866639954e-10,1.3731125643554459e-13,1.1068335930596597e-12
4.985085933550707e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44402419811954064,0.11064227853733422,0.022477565772828483,5.800751770826087e-10,4.8891243246231444e-08,0.000148968926925274,3.6921550037662736e-05,2.6256199116826115e-07,7.9908689475752911e-17,0.00043202715191142151,3.9994085510071974e-15,0.00025733087664940444,9.8204135283262097e-12,2.8963331521418194e-11,1.6788155186420983e-12,1.7832825240292766e-14,1.7385814962360524e-08,3.5327820733310067e-10,0.0075452419271049972,0.00065098677450620699,7.1085752714069366e-05,1.7972861627319533e-08,2.4156318981410225e-09,4.6125908450097583e-09,2.9019720718265406e-12,5.4155933501596348e-08,1.2902862908675781e-05,5.1239694207209548e-09,2.7793761373049651e-06,5.5638840716854363e-10,2.9120925103432205e-12,1.1466862632108521e-10,1.3794711627086686e-13,1.1128057385407693e-12
4.99595712447998e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44402035562628261,0.11063868949427878,0.022476829482288286,5.8476465487477924e-10,4.9235966647756159e-08,0.00014963412690491528,3.7124940442004483e-05,2.6420122443966329e-07,8.0677615793508131e-17,0.00043293307871505507,4.0421907569164115e-15,0.00025763441048257108,9.8841228349693618e-12,2.9254735162769682e-11,1.6902115491609891e-12,1.7978670570949568e-14,1.7480185179788326e-08,3.5637063321315155e-10,0.0075477127549883772,0.00065225543170757173,7.1170162590642174e-05,1.8029415048342042e-08,2.4206186489156376e-09,4.6219595012875797e-09,2.9084871400324601e-12,5.4243739390870711e-08,1.2908341032879676e-05,5.1414797093996067e-09,2.7923244090065665e-06,5.6126484862074031e-10,2.9306683169664925e-12,1.1529939730065452e-10,1.3858409228178725e-13,1.1187937922296417e-12
5.006828315409253e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44401653066602076,0.11063511705984685,0.022476093228581507,5.8947931220600574e-10,4.9582193373625193e-08,0.00015030047077824949,3.7328812790827317e-05,2.6584685641659885e-07,8.1451784065785097e-17,0.00043383877075410396,4.0853303157004647e-15,0.00025793720388854761,9.9480955512862023e-12,2.9548316627842048e-11,1.7016477391275292e-12,1.8125295268775827e-14,1.7574810014889621e-08,3.5948307427572974e-10,0.0075501667739295304,0.00065352353144471314,7.1254442183082433e-05,1.8086003392206663e-08,2.4256037591749281e-09,4.6313256805185903e-09,2.9149983497572833e-12,5.4331249698655792e-08,1.2913759656386437e-05,5.1589991364381503e-09,2.8052961283992519e-06,5.6617289276749194e-10,2.9493176112264396e-12,1.1593165918460488e-10,1.392221856112382e-13,1.124797768265239e-12
5.017699506338526e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44401272312644585,0.11063156112447274,0.022475357011648052,5.9421921580433333e-10,4.9929926137234194e-08,0.00015096795687868949,3.7533166308045895e-05,2.6749889582112284e-07,8.2231214772223351e-17,0.00043474422761052904,4.1288293434954598e-15,0.00025823925870948071,1.0012332086781216e-11,2.9844086415641938e-11,1.7131240622958792e-12,1.8272700995041584e-14,1.7669689414298382e-08,3.6261561302482209e-10,0.0075526040940057078,0.00065479107461111487,7.1338592200633841e-05,1.8142626618233661e-08,2.4305872267284099e-09,4.6406893786992384e-09,2.9215057253656208e-12,5.4418466738806199e-08,1.2919119441438469e-05,5.1765277512756323e-09,2.8182912598467127e-06,5.7111267006272325e-10,2.9680405166477613e-12,1.1656540956817382e-10,1.3986139691636736e-13,1.1308176809380098e-12
5.0285706972677986e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44400893289598881,0.11062802157931112,0.022474620831428198,5.9898443245733783e-10,5.0279167651232633e-08,0.00015163658354568727,3.7738000222649227e-05,2.6915735135116015e-07,8.3015928411179197e-17,0.00043564944886735786,4.1726899633423527e-15,0.00025854057678298994,1.0076832849883527e-11,3.0142055046446847e-11,1.7246404923270935e-12,1.8420889407235252e-14,1.7764823324406049e-08,3.6576833209169417e-10,0.0075550248245730327,0.00065605806209442991,7.1422613345020912e-05,1.819928468151154e-08,2.4355690493919186e-09,4.6500505918406316e-09,2.9280092806360962e-12,5.4505392811241315e-08,1.2924421045037892e-05,5.194065603447206e-09,2.8313097678574212e-06,5.7608431116207896e-10,2.9868371580283442e-12,1.1720064606235214e-10,1.4050172734185254e-13,1.1368535446462528e-12
5.0394418881970716e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.444005159863815,0.1106244983162321,0.022473884687862593,6.0377502901269815e-10,5.0629920627506973e-08,0.00015230634912467497,3.7943313768701124e-05,2.7082223168050847e-07,8.3805945499861654e-17,0.00043655443410868538,4.2169143051847892e-15,0.0002588411599421755,1.0141598247946471e-11,3.0442233061769296e-11,1.7361970027927026e-12,1.8569862159085915e-14,1.786021169135933e-08,3.6894131423455238e-10,0.0075574290742712194,0.00065732449477648198,7.1506506310556662e-05,1.8255977536005543e-08,2.4405492249876514e-09,4.659409315957685e-09,2.9345090280376738e-12,5.4592030204715574e-08,1.2929665118943101e-05,5.2116127429994964e-09,2.8443516170830905e-06,5.8108794692238858e-10,3.0057076557855492e-12,1.1783736629388739e-10,1.4114317819636365e-13,1.1429053739427939e-12
5.0503130791263445e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44400140391981985,0.11062099122781678,0.022473148580892281,6.085910723787975e-10,5.0982187777174206e-08,0.00015297725196700753,3.8149106185340614e-05,2.7249354545884259e-07,8.4601286574202812e-17,0.000437459182919674,4.2615045058668567e-15,0.00025914101001562646,1.0206628687247197e-11,3.0744631024320829e-11,1.7477935671782324e-12,1.8719620900585619e-14,1.795585446105826e-08,3.7213464233820517e-10,0.0075598169510282765,0.00065859037353326467,7.1590271784244453e-05,1.8312705140763226e-08,2.445527751343884e-09,4.668765547072564e-09,2.9410049943757391e-12,5.4678381200573366e-08,1.2934852309665275e-05,5.2291692201511473e-09,2.8574167723171616e-06,5.8612370840113011e-10,3.0246521327723054e-12,1.1847556790527245e-10,1.4178575007933319e-13,1.1489731835529848e-12
5.0611842700556174e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44399766495462389,0.11061750020735239,0.022472412510458655,6.1343262952528741e-10,5.1335971810571175e-08,0.00015364929042990599,3.835537671678136e-05,2.7417130131171848e-07,8.5401972188832504e-17,0.00043836369488655454,4.3064627091307594e-15,0.00025944012882742941,1.0271924572986236e-11,3.1049259517976006e-11,1.7594301588866552e-12,1.8870167278011677e-14,1.8051751579154276e-08,3.7534839941372386e-10,0.0075621885620651775,0.00065985569923495714,7.1673910445905044e-05,1.8369467450050618e-08,2.4505046262951514e-09,4.6781192812241422e-09,2.9474971940001586e-12,5.4764448065244139e-08,1.2939983258477034e-05,5.24673508507236e-09,2.8705051984933131e-06,5.9119172685589389e-10,3.0436707145697599e-12,1.1911524855474849e-10,1.424294441279772e-13,1.1550569882812769e-12
5.0709683418919636e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44399431431299941,0.11061437193939985,0.022471750078259134,6.1781190063957155e-10,5.1655676615669304e-08,0.00015425509464902476,3.8541428362663228e-05,2.7568679666262903e-07,8.6127175827556083e-17,0.00043917755281391564,4.3472415116355577e-15,0.0002597087120333285,1.0330918160886488e-11,3.1325341030957043e-11,1.7699372927390281e-12,1.900633380408446e-14,1.8138276408199238e-08,3.78258316262766e-10,0.0075643091928596926,0.00066099402021889842,7.1749077373281861e-05,1.8420583160965747e-08,2.4549824000154849e-09,4.6865355037855069e-09,2.9533369611945905e-12,5.4841667174562742e-08,1.2944553551364019e-05,5.2625524319574961e-09,2.8823046498368509e-06,5.9578063182491335e-10,3.0608508964242831e-12,1.1969222379407183e-10,1.4300972946353215e-13,1.1605461007038169e-12
5.08075241372831e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44399097725746273,0.11061125652381019,0.02247108767556498,6.2221194111973829e-10,5.1976614266018941e-08,0.00015486181620542118,3.8727866129631609e-05,2.7720752331514755e-07,8.6856740219348152e-17,0.0004399912182631301,4.3883217107490392e-15,0.00025997670571459546,1.0390127381615585e-11,3.1603245609566401e-11,1.780476807616638e-12,1.9143140840700111e-14,1.8225007175246268e-08,3.8118490861223006e-10,0.0075664168118784797,0.00066213189455452892,7.1824142613512276e-05,1.8471726912893713e-08,2.4594588327791971e-09,4.6949496977197647e-09,2.9591737048328907e-12,5.49186596021378e-08,1.2949079263595956e-05,5.2783774610772997e-09,2.8941228969833417e-06,6.003958673924e-10,3.0780912888478438e-12,1.2027039348520805e-10,1.4359092544176587e-13,1.1660481922872012e-12
5.090536485564656e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439876537097639,0.11060815388423871,0.022470425302334226,6.2663279991609007e-10,5.2298786735778553e-08,0.00015546945391347705,3.8914689477252236e-05,2.7873348750721011e-07,8.7590680387587255e-17,0.00044080469093478144,4.4297048835814578e-15,0.00026024411119166739,1.044955252832638e-11,3.1882981013273941e-11,1.7910486839720975e-12,1.9280589580365462e-14,1.8311943840151195e-08,3.8412823723816678e-10,0.0075685114958350362,0.00066326932286414478,7.1899106647668517e-05,1.8522898674194462e-08,2.4639339230205682e-09,4.703361860159158e-09,2.9650074414122313e-12,5.4995426977661409e-08,1.2953560851778366e-05,5.2942102092722175e-09,2.9059599146549859e-06,6.0503752965876481e-10,3.0953919860061499e-12,1.2084975595369793e-10,1.4417303257138714e-13,1.1715632740999051e-12
5.100320557401002e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44398434359211719,0.11060506394479258,0.02246976295852517,6.3107452602046239e-10,5.2622195998567253e-08,0.00015607800659128652,3.9101897868412585e-05,2.8026469546093885e-07,8.8329011368052027e-17,0.00044161797053015526,4.4713926117627087e-15,0.00026051092978204832,1.0509193893464411e-11,3.2164555015344234e-11,1.8016529022120956e-12,1.9418681213205476e-14,1.8399086362602125e-08,3.8708836299862261e-10,0.0075705933209904127,0.00066440630576625117,7.1973969952379615e-05,1.8574098406121477e-08,2.4684076691782266e-09,4.7117719882378891e-09,2.9708381702401633e-12,5.5071970918990794e-08,1.2957998769089853e-05,5.3100507138592041e-09,2.9178156776623957e-06,6.0970571485437268e-10,3.1127530738431263e-12,1.2143030953539821e-10,1.4475605236161809e-13,1.1770913572533082e-12
5.110104629237348e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44398104682719819,0.11060198663002807,0.022469100644096341,6.3553716846648952e-10,5.2946844027457116e-08,0.00015668747306062512,3.928949076931925e-05,2.8180115338264517e-07,8.907174820886234e-17,0.00044243105675123947,4.5133864814407704e-15,0.00026077716280031404,1.0569051768767722e-11,3.2447975402815028e-11,1.8122894426992809e-12,1.9557416926976388e-14,1.8486434702118372e-08,3.9006534683343887e-10,0.0075726623631559038,0.00066554284387555134,7.2048732999865027e-05,1.8625326078460428e-08,2.4728800696948749e-09,4.7201800790884239e-09,2.9766659144841197e-12,5.5148293042699066e-08,1.2962393465274441e-05,5.325899012439588e-09,2.929690160903774e-06,6.144005193392287e-10,3.1301746377926527e-12,1.2201205257646188e-10,1.4533998522402896e-13,1.1826324530201933e-12
