Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),H2OX(23),COX(50),CHOX(53),CO2X(24)
6.43682734167506e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44087773856570428,0.10442434996029989,0.018828552964532643,2.316304056678476e-06,6.2197261473582018e-05,0.0094463445841548102,0.0044114545083970332,5.0536256289395331e-05,1.258619375792622e-12,0.00223922382678759,3.9251196548933106e-11,0.00041627672374695753,2.2155402751047319e-09,2.6683292257007771e-07,3.3373343415124398e-10,2.0388976693201726e-11,1.7328404858351819e-06,1.8282983606574688e-06,0.0074689876239651632,0.0035051377687435885,0.00025452408785956181,3.4881670048447237e-07,1.0489004896680908e-08,2.3372360616311067e-08,2.0548697105609484e-11,1.8758923047934416e-07,1.2391578608623766e-05,2.2048278287646446e-07,0.00018770015275840844,2.8927576714974234e-06,2.8489846955307751e-09,1.3607052218488483e-08,2.1405123893954615e-11,2.6329558377306149e-10
6.44831935338134e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44087643240313085,0.10441329065690197,0.018822126203278906,2.3277182307596662e-06,6.2463688257103112e-05,0.0094681038514394574,0.0044225484282282524,5.0594196858036136e-05,1.2665512422630924e-12,0.0022398401607662969,3.9341829078454048e-11,0.00041635484647732467,2.2183722920048361e-09,2.6787270977582491e-07,3.3463627024906044e-10,2.0454648962016645e-11,1.7358295382943289e-06,1.8354541333722375e-06,0.0074681724885662278,0.0035066030727347089,0.00025474749060958626,3.4926978144499178e-07,1.0488310828915174e-08,2.3378804265346502e-08,2.0567542705857324e-11,1.8772698235708766e-07,1.2389770080607063e-05,2.2099704894356865e-07,0.00018813339391326759,2.9040812331725663e-06,2.861044495040453e-09,1.364123113733518e-08,2.1473945632383647e-11,2.6403104065293031e-10
6.459811365087621e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44087513422506175,0.10440223232152661,0.018815701673608284,2.3391635662044265e-06,6.2730687398851779e-05,0.0094898665538004443,0.0044336453244883754,5.065188731506293e-05,1.2745175121138235e-12,0.0022404527495584916,3.9432228750760265e-11,0.00041643293801400442,2.2211941111243016e-09,2.6891347685281855e-07,3.3553962240488011e-10,2.0520360640392802e-11,1.7388141599757387e-06,1.84261849424276e-06,0.007467357568473919,0.0035080603066316796,0.00025497068508323502,3.497220245210543e-07,1.0487598502324838e-08,2.338520818393207e-08,2.0586371218447639e-11,1.8786466907055836e-07,1.2387970725144518e-05,2.2151142282743644e-07,0.00018856670525524278,2.9154183888127995e-06,2.8731297584043865e-09,1.3675419282131669e-08,2.1542847920452845e-11,2.6476659635305457e-10
6.471303376793901e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44087384401089363,0.10439117495429666,0.018809279374500668,2.3506400630609039e-06,6.2998258560163889e-05,0.009511632663968695,0.0044447451785305644,5.0709328302219447e-05,1.2825182616931512e-12,0.0022410616110062303,3.9522395239434442e-11,0.0004165109982978729,2.2240057569582457e-09,2.6995521636883751e-07,3.3644348909306942e-10,2.0586111473759496e-11,1.7417943499675239e-06,1.8497914083746469e-06,0.0074665428632749052,0.0035095094914687004,0.00025519367179701534,3.5017343003629152e-07,1.0486868018812722e-08,2.3391572555945384e-08,2.0605182762612698e-11,1.880022914198122e-07,1.2386180541328101e-05,2.2202590382647837e-07,0.00018900008625068076,2.9267690831894752e-06,2.8852404699974883e-09,1.3709616596498687e-08,2.1611830636535741e-11,2.6550224759698491e-10
6.482795388500182e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4408725617401083,0.10438011855533713,0.018802859304937178,2.3621477212315987e-06,6.3266401400456385e-05,0.0095334021548038692,0.0044558479717951025,5.0766520462252677e-05,1.2905535673151401e-12,0.0022416667628579732,3.9612328227348639e-11,0.00041658902727031332,2.2268072540566968e-09,2.7099792090251811e-07,3.3734786879338265e-10,2.0651901208558175e-11,1.7447701073871172e-06,1.8569728409580668e-06,0.0074657283725577707,0.0035109506481926199,0.00025541645126520029,3.5062399831509085e-07,1.0486119479717423e-08,2.3397897564309052e-08,2.062397745712375e-11,1.8813985020187217e-07,1.2384399528220741e-05,2.2254049124235493e-07,0.00018943353636848617,2.9381332612077468e-06,2.8973766141125259e-09,1.3743823024323638e-08,2.1680893659247269e-11,2.662379911166795e-10
6.505779411912743e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44087002094703615,0.10435800866274111,0.01879002585037293,2.3852565203997725e-06,6.3804400746091111e-05,0.0095769511705533251,0.0044780623021852062,5.0880160876742104e-05,1.306728151770927e-12,0.0022428660083026234,3.9791492478415812e-11,0.00041674499104897241,2.2323799005126266e-09,2.7308619539207756e-07,3.3915816117621275e-10,2.0783596373261196e-11,1.750708321124083e-06,1.8713611226639834e-06,0.0074641000329330508,0.0035138089606545245,0.00025586139051081636,3.5152262446465189e-07,1.0484568637330826e-08,2.3410430217036067e-08,2.0661516769985757e-11,1.8841478023749396e-07,1.2380865010243631e-05,2.2356998254739951e-07,0.00019030064185952437,2.9609018484603017e-06,2.9217251366703965e-09,1.3812262997221673e-08,2.1819260140219096e-11,2.6770974195304692e-10
6.528763435325304e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44086751168338523,0.10433590264478405,0.01877720130178822,2.4084899600309636e-06,6.4344682672938029e-05,0.0096205133864755658,0.0045002881689060314,5.0992813719232141e-05,1.3230418753014226e-12,0.0022440506260290411,3.9969719150090033e-11,0.00041690082889114138,2.2379122479326114e-09,2.7517824117015466e-07,3.4097048749831318e-10,2.0915444126169472e-11,1.7566287946999519e-06,1.8857830625794516e-06,0.0074624725463465274,0.0035166354098624289,0.00025630550689021651,3.5241790557956832e-07,1.0482946774718407e-08,2.3422807586605007e-08,2.069899009811139e-11,1.8868946549387558e-07,1.2377367163160602e-05,2.2459989122020756e-07,0.00019116801753023675,2.9837237124979223e-06,2.946175198787304e-09,1.3880738757204459e-08,2.1957946397098332e-11,2.6918182288483993e-10
6.551747458737866e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44086503378802977,0.10431380050254689,0.018764385651074716,2.4318480341418921e-06,6.488724438785631e-05,0.0096640885900150502,0.004522525426569936,5.1104484164238951e-05,1.339495347167063e-12,0.0022452207547111768,4.0147006032700662e-11,0.00041705654034600488,2.2434044945391824e-09,2.7727399926315487e-07,3.4278483578935241e-10,2.104744247496391e-11,1.7625315220762195e-06,1.9002383852869219e-06,0.0074608459095750548,0.0035194301602926811,0.00025674880443844083,3.5330984428060417e-07,1.0481254682622685e-08,2.3435031102581713e-08,2.0736398375375621e-11,1.8896391224019773e-07,1.2373905978496437e-05,2.2563021178935142e-07,0.00019203565922257238,3.0065984174056587e-06,2.9707266718746543e-09,1.3949249864827885e-08,2.209695146742452e-11,2.7065420806747218e-10
6.574731482150427e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44086258710116355,0.10429170223714558,0.018751578890142923,2.4553307344563927e-06,6.5432083067569716e-05,0.009707676570613168,0.0045447739311401175,5.1215177399010917e-05,1.3560891760628629e-12,0.0022463765315774383,4.0323351058579798e-11,0.00041721212497071772,2.2488568392901438e-09,2.7937341087716353e-07,3.4460119416297809e-10,2.117958944324741e-11,1.7684164976523874e-06,1.9147268167371884e-06,0.0074592201194252569,0.0035221933750671521,0.00025719128715589578,3.5419844319908609e-07,1.0479493143081797e-08,2.3447102179779832e-08,2.0773742528540676e-11,1.8923812669907794e-07,1.2370481447372863e-05,2.2666093883381919e-07,0.00019290356281813665,3.0295255294338191e-06,2.9953794260539777e-09,1.4017795884781339e-08,2.2236274392531881e-11,2.7212687178829633e-10
6.597715505562988e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44086017146428708,0.10426960784973044,0.018738781010922061,2.4789380504177302e-06,6.5979195858851815e-05,0.0097512771196876409,0.0045670335399166078,5.1324898622469871e-05,1.3728239701128433e-12,0.0022475180924275816,4.0498752299875648e-11,0.00041736758233034695,2.2542694818328234e-09,2.8147641739982393e-07,3.4641955081608832e-10,2.1311883070453125e-11,1.7742837162559961e-06,1.9292480842539113e-06,0.0074575951727332002,0.0035249252159672839,0.0002576329590089727,3.5508370497678899e-07,1.0477662929534548e-08,2.3459022218432415e-08,2.0811023477359514e-11,1.8951211504738133e-07,1.2367093560527471e-05,2.2769206698250234e-07,0.00019377172423778202,3.0525046170051458e-06,3.0201333301649917e-09,1.4086376385844579e-08,2.2375914217555592e-11,2.7359978846578832e-10
6.620699528975549e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44085778672019293,0.10424751734148575,0.018725992005359977,2.5026699692008573e-06,6.6528579878710219e-05,0.0097948900306122841,0.0045893041115224239,5.1433653044175391e-05,1.3897003368645434e-12,0.0022486455716493789,4.0673207966377697e-11,0.00041752291199781546,2.2596426224592766e-09,2.835829604021616e-07,3.4823989402810329e-10,2.1444321411752407e-11,1.7801331731328807e-06,1.9438019165378487e-06,0.0074559710663640727,0.0035276258434479703,0.00025807382393046264,3.5596563226553113e-07,1.0475764806924127e-08,2.3470792604361252e-08,2.0848242134660513e-11,1.8978588341689464e-07,1.2363742308332813e-05,2.2872359091368777e-07,0.00019464013944120088,3.0755352507215164e-06,3.0449882517734547e-09,1.4154990940844971e-08,2.2515869991410173e-11,2.7507293264874449e-10
6.64368355238811e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44085543271295341,0.10422543071362932,0.018713211865423001,2.5265264757245912e-06,6.708023221456961e-05,0.0098385150986970149,0.0046115855058898869,5.1541445883312118e-05,1.4067188832836117e-12,0.0022497591022350816,4.0846716403354047e-11,0.00041767811355384736,2.2649764620624563e-09,2.8569298164035582e-07,3.5006221216024214e-10,2.1576902537962385e-11,1.7859648639376422e-06,1.9583880436707981e-06,0.0074543477972118747,0.0035302954166512852,0.00025851388581986211,3.5684422772666252e-07,1.0473799531800389e-08,2.3482414709144197e-08,2.0885399406425841e-11,1.9005943789490849e-07,1.2360427680815157e-05,2.2975550535455903e-07,0.00019550880442652284,3.0986170033702006e-06,3.0699440571789602e-09,1.4223639126615411e-08,2.265614076676863e-11,2.7654627901548541e-10
6.666667575800671e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44085310928790622,0.10420334796741176,0.018700440583095827,2.5505075526637162e-06,6.763414992445345e-05,0.0098821521211680599,0.0046338775842470889,5.1648282367699932e-05,1.4238802157484745e-12,0.0022508588157976687,4.1019276089401577e-11,0.00041783318658690906,2.2702712020933305e-09,2.8780642305745904e-07,3.5188649365481357e-10,2.1709624535453328e-11,1.7917787847243108e-06,1.973006197119249e-06,0.0074527253621990992,0.0035329340934200479,0.0002589531485437877,3.5771949403071783e-07,1.0471767852420872e-08,2.3493889890280272e-08,2.0922496191876844e-11,1.903327845248723e-07,1.2357149667672443e-05,2.3078780508069947e-07,0.00019637771522991899,3.1217494499296456e-06,3.0950006114227211e-09,1.4292320523952546e-08,2.2796725600049429e-11,2.7801980237306038e-10
6.689651599213232e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44085081629164213,0.1041812691041164,0.018687678150381401,2.574613180461014e-06,6.8190330037163827e-05,0.0099258008971483506,0.0046561802091045334,5.1754167732827139e-05,1.4411849400450772e-12,0.0022519448425868775,4.1190885634309561e-11,0.00041798813069314771,2.2755270445189451e-09,2.8992322678506454e-07,3.5371272703451043e-10,2.1842485506055633e-11,1.7975749319372099e-06,1.9876561097377466e-06,0.0074511037582764275,0.0035355420303112227,0.00025939161593645146,3.5859143385716287e-07,1.0469670508850354e-08,2.3505219491352531e-08,2.0959533383563227e-11,1.9060592930708683e-07,1.2353908258291705e-05,2.3182048491560313e-07,0.0001972468679252114,3.1449321675748144e-06,3.1201577782953066e-09,1.4361034717575656e-08,2.2937623551407535e-11,2.7949347765645544e-10
6.712635622625794e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44084855357199149,0.10415919412505849,0.018674924559300827,2.5988433373392197e-06,6.8748769552459937e-05,0.0099694612276381902,0.0046784932442419129,5.1859107220905886e-05,1.4586336613616903e-12,0.0022530173115050296,4.1361543776936989e-11,0.00041814294547633029,2.2807441917814145e-09,2.9204333514492166e-07,3.5554090090171069e-10,2.1975483566966651e-11,1.803353302402019e-06,2.0023375157719787e-06,0.0074494829824224276,0.003538119382609168,0.00025982929180006756,3.5946004989406184e-07,1.046750823305919e-08,2.3516404842188948e-08,2.0996511867446021e-11,1.9087887819934643e-07,1.2350703441766297e-05,2.3285353973019004e-07,0.00019811625862348509,3.1681647356820835e-06,3.1454154203442858e-09,1.4429781296085866e-08,2.3078833684718822e-11,2.8096727992780682e-10
6.735619646038355e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4408463209780118,0.10413712303158483,0.018662179801893213,2.6231979993129026e-06,6.9309465441235341e-05,0.010013132915496161,0.0047008165546950581,5.1963106079949312e-05,1.4762269842837927e-12,0.0022540763501226564,4.1531249383103758e-11,0.00041829763054778264,2.2859228467578238e-09,2.9416669065050384e-07,3.5737100393778673e-10,2.210861685065725e-11,1.8091138933170354e-06,2.0170501508615959e-06,0.0074478630316432452,0.0035406663043387261,0.00026026617990520872,3.6032534483769875e-07,1.046528174902027e-08,2.3527447259021166e-08,2.1033432522977076e-11,1.9115163711753905e-07,1.2347535206912821e-05,2.3388696444232869e-07,0.00019898588347270501,3.1914467358337145e-06,3.1707733988817896e-09,1.4498559851925993e-08,2.3220355067563279e-11,2.8244118437561808e-10
6.758603669450916e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44084411835997456,0.10411505582507344,0.018649443870215592,2.647677140200279e-06,6.9872414645693633e-05,0.010056815765420231,0.0047231500067430338,5.2066169562870031e-05,1.4939655127890217e-12,0.002255122084693919,4.1700001443496378e-11,0.00041845218552632671,2.2910632127210058e-09,2.9629323600852618e-07,3.5920302490242334e-10,2.224188350477818e-11,1.8148567022446168e-06,2.0317937520427671e-06,0.0074462439029723115,0.0035431829482781689,0.00026070228399118899,3.6118732139225481e-07,1.0462991772804771e-08,2.3538348044641251e-08,2.1070296223180045e-11,1.9142421193625789e-07,1.2344403542287515e-05,2.3492075401636245e-07,0.00019985573865733764,3.2147777518219095e-06,3.1962315739920431e-09,1.4567369981340734e-08,2.3362186771211953e-11,2.8391516631398112e-10
6.781587692863477e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4408419455693533,0.10409299250693292,0.018636716756342799,2.6722807316349468e-06,7.0437614079522844e-05,0.010100509583929071,0.0047454934678953752,5.2168302926599704e-05,1.5118498502421985e-12,0.0022561546401718285,4.1867799071588116e-11,0.00041860661003821718,2.2961654933012045e-09,2.9842291412041593e-07,3.6103695263294043e-10,2.2375281692066309e-11,1.820581727102811e-06,2.0465680577504755e-06,0.0074446255934700568,0.0035456694659719849,0.00026113760776646616,3.6204598226952167e-07,1.0460639012676564e-08,2.3549108488556371e-08,2.1107103834731899e-11,1.9169660848942343e-07,1.2341308436202169e-05,2.3595490346264182e-07,0.00020072582039797808,3.2381573696524576e-06,3.2217898045388358e-09,1.4636211284337372e-08,2.3504327870613672e-11,2.853892011818013e-10
6.804571716276038e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44083980245881094,0.10407093307860213,0.018623998452367365,2.697008743077552e-06,7.1005060628068689e-05,0.010144214179343589,0.0047678468068794774,5.2269511431229422e-05,1.5298805993904195e-12,0.0022571741402232751,4.2034641501574457e-11,0.0004187609037170766,2.3012298924486007e-09,3.0055566808373619e-07,3.6287277604362257e-10,2.2508809590250668e-11,1.8262889661571636e-06,2.0613728078205661e-06,0.0074430081002236021,0.003548126007743518,0.00026157215490902382,3.629013301886028e-07,1.0458224169185455e-08,2.3559729867141563e-08,2.114385621804228e-11,1.9196883257088813e-07,1.2338249876739794e-05,2.3698940783706197e-07,0.00020159612495098,3.2615851775479813e-06,3.2474479481729356e-09,1.4705083364646946e-08,2.3646777444380506e-11,2.8686326454202566e-10
6.827555739688599e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44083768888218727,0.10404887754154968,0.018611288950399388,2.7218611418273857e-06,7.1574751148506055e-05,0.010187929361768709,0.0047902098936281343,5.2369800339170445e-05,1.5480583623582147e-12,0.0022581807072438588,4.2200528086323698e-11,0.00041891506620383203,2.3062566143966877e-09,3.026914411935627e-07,3.6471048412505706e-10,2.2642465391958396e-11,1.8319784180127068e-06,2.0762077434915395e-06,0.007441391420346494,0.0035505527227074709,0.00026200592906673072,3.6375336787560204e-07,1.0455747935259128e-08,2.3570213443790489e-08,2.1180554227330937e-11,1.9224088993501868e-07,1.2335227851769949e-05,2.3802426224060539e-07,0.00020246664860809087,3.2850607659507898e-06,3.2732058613394274e-09,1.4773985829685822e-08,2.3789534574772835e-11,2.8833733208087789e-10
6.850539763101161e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44083560469448757,0.10402682589727355,0.018598588242566459,2.7468378930338998e-06,7.2146682470009403e-05,0.010231654943075338,0.0048125825992672228,5.2469174914334978e-05,1.566383740642778e-12,0.0022591744623725301,4.2365458295343177e-11,0.00041906909714664863,2.3112458636264822e-09,3.0483017694381537e-07,3.6655006594347856e-10,2.2776247304620608e-11,1.8376500816061233e-06,2.0910726074061087e-06,0.0074397755509784027,0.0035529497587822472,0.00026243893385770019,3.6460209806332906e-07,1.0453210996293919e-08,2.3580560469064234e-08,2.1217198710704765e-11,1.9251278629727338e-07,1.2332242348963636e-05,2.3905946181889057e-07,0.00020333738769609037,3.3085837275253501e-06,3.2990633992850039e-09,1.484291829051782e-08,2.3932598347685549e-11,2.8981137960709464e-10
6.873523786513722e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44083354975186984,0.10400477814730062,0.018585896321013529,2.77193895970817e-06,7.2720851393921992e-05,0.010275390736882517,0.0048349647961035171,5.2567640421336588e-05,1.5848573351092603e-12,0.0022601555255060447,4.2529431712761457e-11,0.00041922299620086471,2.3161978448315531e-09,3.0697181902854626e-07,3.6839151064011864e-10,2.291015355037811e-11,1.8433039561980748e-06,2.1059671436125253e-06,0.007438160489284854,0.0035553172627021609,0.00026287117287065418,3.6544752349102277e-07,1.0450614030244368e-08,2.3590772180838271e-08,2.1253790510234559e-11,1.9278452733477915e-07,1.2329293355807868e-05,2.4009500176172388e-07,0.00020420833857643438,3.3321536571603937e-06,3.3250204160652048e-09,1.4911880361816628e-08,2.4075967852633991e-11,2.9128538305116734e-10
6.896507809926283e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44083152391163388,0.10398273429318626,0.018573213177902791,2.7971643027342649e-06,7.3297254693923476e-05,0.01031913655853982,0.004857356357612648,5.2665202124709891e-05,1.6034797459861317e-12,0.0022611240153132331,4.2692448035326475e-11,0.00041937676302892575,2.321112762883858e-09,3.0911631134318314e-07,3.7023480743056355e-10,2.304418236598714e-11,1.8489400413656996e-06,2.1208910975656665e-06,0.0074365462324569483,0.0035576553800295077,0.00026330264966527962,3.6628964690407915e-07,1.044795770771162e-08,2.3600849804447521e-08,2.1290330462030476e-11,1.9305611868689873e-07,1.2326380859619885e-05,2.4113087730265831e-07,0.00020507949764490206,3.3557701519706506e-06,3.3510767645515928e-09,1.4980871661828772e-08,2.4219642182739582e-11,2.9275931846458781e-10
6.919491833338844e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44082952703220857,0.10396069433651393,0.018560538805413623,2.8225138808805679e-06,7.3875889116196568e-05,0.010362892225109931,0.0048797571584272221,5.2761865288149351e-05,1.6222515728606094e-12,0.0022620800492490784,4.285450707042026e-11,0.00041953039730031742,2.3259908228003729e-09,3.112635979857299e-07,3.7207994560411894e-10,2.3178332002725015e-11,1.8545583369952756e-06,2.135844216127901e-06,0.0074349327777110891,0.0035599642551664892,0.00026373336777257269,3.6712847105377774e-07,1.0445242692030647e-08,2.3610794552829463e-08,2.1326819396316292e-11,1.9332756595578484e-07,1.232350484756109e-05,2.421670837185568e-07,0.00020595086133124726,3.3794328112982241e-06,3.3772322964388818e-09,1.5049891812336986e-08,2.4363620434715565e-11,2.9423316201909989e-10
6.942475856751405e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44082755897314141,0.10393865827889473,0.018547873195742443,2.8479876508110133e-06,7.4456751379592233e-05,0.010406657555351424,0.0049021670743250312,5.2857635173766684e-05,1.6411734146741476e-12,0.0022630237435686297,4.3015608734090044e-11,0.00041968389869149965,2.3308322297105034e-09,3.1341362325792604e-07,3.7392691452317952e-10,2.33126007262958e-11,1.8601588432750399e-06,2.15082624756974e-06,0.007433320122288708,0.003562244031367001,0.00026416333069517945,3.6796399869701702e-07,1.044246963935634e-08,2.3620607626665627e-08,2.1363258137503026e-11,1.9359887470692709e-07,1.2320665306650594e-05,2.4320361632915933e-07,0.00020682242609885437,3.4031412367136343e-06,3.4034868622520028e-09,1.5118940438623947e-08,2.4507901708852773e-11,2.9570689000595152e-10
6.965459880163966e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44082561959508637,0.10391662612196692,0.018535216341102605,2.8735855670962604e-06,7.5039838175793716e-05,0.010450432369701751,0.0049245859822174467,5.2952517041366594e-05,1.6602458697179964e-12,0.0022639552133407225,4.3175753049096346e-11,0.00041983726688583917,2.3356371888242642e-09,3.1556633166636388e-07,3.7577570362260616e-10,2.3446986816735941e-11,1.8657415606881696e-06,2.1658369415702655e-06,0.0074317082634560057,0.0035644948507482905,0.00026459254190773241,3.687962325960581e-07,1.0439639198748441e-08,2.3630290214521053e-08,2.1399647504261633e-11,1.9387005046969287e-07,1.2317862223778529e-05,2.4424047049665621e-07,0.00020769418844439729,3.4268950320165031e-06,3.4298403113531159e-09,1.5188017169436519e-08,2.4652485109005461e-11,2.9718047883515498e-10
6.988443903576527e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44082370875979315,0.10389459786739572,0.018522568233724321,2.8993075822248001e-06,7.5625146169479253e-05,0.010494216490260397,0.0049470137601379119,5.3046516147740474e-05,1.679469535628819e-12,0.0022648745724615288,4.3334940142977919e-11,0.00041999050157354265,2.3404059054012025e-09,3.1772166792356531e-07,3.7762630240910886e-10,2.358148856831994e-11,1.8713064900059096e-06,2.1808760492173571e-06,0.0074300971985036823,0.00356671685430248,0.0002650210048571841,3.6962517551827694e-07,1.043675201225539e-08,2.3639843492982064e-08,2.1435988309594878e-11,1.9414109873786067e-07,1.2315095585718954e-05,2.4527764162526575e-07,0.00020856614489750329,3.4506938032359189e-06,3.456292491948577e-09,1.5257121636950335e-08,2.479736974257721e-11,2.9865390503474936e-10
7.011427926989089e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44082182633009542,0.10387257351687278,0.018509928865854557,2.9251536466139855e-06,7.6212671998483817e-05,0.010538009740772257,0.0049694502872305851,5.3139637745977929e-05,1.6988450093843757e-12,0.0022657819336679352,4.3493170246133967e-11,0.00042014360245158948,2.3451385847200749e-09,3.1987957694901929e-07,3.7947870046063663e-10,2.3716104289466071e-11,1.876853632280857e-06,2.1959433230077107e-06,0.0074284869247466766,0.003568910181907949,0.00026544872296313234,3.704508302359193e-07,1.0433808714997093e-08,2.3649268626792355e-08,2.147228136090831e-11,1.9441202497014462e-07,1.2312365379142528e-05,2.4631512516081598e-07,0.00020943829202041978,3.4745371586304795e-06,3.4828432510958482e-09,1.5326253476734828e-08,2.494255472050649e-11,3.0012714525006758e-10
7.03441195040165e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4408199721699006,0.10385055307211563,0.0184972982297569,2.9511237086210052e-06,7.6802412273959235e-05,0.01058181194661119,0.0049918954437390998,5.3231887084795491e-05,1.7183728872992697e-12,0.0022666774085507526,4.3650443689923693e-11,0.00042029656922366437,2.3498354320492456e-09,3.220400038701804e-07,3.8133288742577332e-10,2.3850832302642137e-11,1.8823829888403883e-06,2.2110385168466565e-06,0.0074268774395239174,0.0035710749723405996,0.00026587569961814114,3.7127319952586132e-07,1.0430809935246548e-08,2.3658566768987253e-08,2.1508527460080385e-11,1.9468283459071183e-07,1.2309671590628894e-05,2.4735291659033203e-07,0.00021031062640768596,3.498424708688009e-06,3.5094924347103514e-09,1.5395412327718631e-08,2.5088039157252588e-11,3.0160017624300837e-10
7.057395973814211e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44081814614417797,0.10382853653486766,0.018484676317711488,2.977217714553778e-06,7.7394363580533611e-05,0.01062562293476375,0.0050143491109954598,5.3323269407882597e-05,1.7380537650207511e-12,0.0022675611075677446,4.3806760904783381e-11,0.0004204494016000903,2.3544966526177969e-09,3.2420289402342842e-07,3.8318885302313859e-10,2.3985670944271315e-11,1.8878945612802349e-06,2.226161386047789e-06,0.0074252687401980535,0.00357321136328498,0.0002663019381880562,3.7209228616937723e-07,1.042775629451044e-08,2.3667739061026256e-08,2.1544727403531686e-11,1.9495353298969133e-07,1.230701420667873e-05,2.4839101144162723e-07,0.000211183144685807,3.5223560661249785e-06,3.5362398875722707e-09,1.5464597832155413e-08,2.523382217078146e-11,3.0307297489131155e-10
7.080379997226772e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44081634811894921,0.10380652390689737,0.01847206312201493,3.003435608681789e-06,7.7988522476469125e-05,0.010669442533813132,0.0050368111714090601,5.3413789953264116e-05,1.7578882375245857e-12,0.0022684331400565131,4.3962122418361096e-11,0.00042060209929776062,2.3591224515873492e-09,3.2636819295499088e-07,3.8504658704079635e-10,2.4120618564638079e-11,1.8933883514581946e-06,2.2413116873323975e-06,0.0074236608241552192,0.0035753194913452917,0.00026672744201231772,3.7290809295191408e-07,1.0424648407608751e-08,2.3676786632924031e-08,2.1580881982293449e-11,1.952241255236781e-07,1.2304393213725582e-05,2.4942940528289962e-07,0.00021205584351293309,3.5463308458856198e-06,3.5630854533333176e-09,1.5533809635590069e-08,2.5379902882551445e-11,3.0454551818783866e-10
7.103364020639333e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44081457796127665,0.10378451518999823,0.018459458634980164,3.0297773332468542e-06,7.8584885493819062e-05,0.01071327057392326,0.0050592815084558361,5.3503453952679482e-05,1.7778768991109831e-12,0.0022692936142471912,4.4116528853669234e-11,0.00042075466204007198,2.3637130340245653e-09,3.2853584642182831e-07,3.8690607933566842e-10,2.4255673527794234e-11,1.8988643614879881e-06,2.2564891788287212e-06,0.0074220536888047689,0.003577399492056267,0.00026715221440426663,3.7372062266287053e-07,1.0421486882753178e-08,2.3685710603379564e-08,2.1616991982075307e-11,1.9549461751622855e-07,1.2301808598147369e-05,2.5046809372233234e-07,0.00021292871957854148,3.5703486651407457e-06,3.5900289745234327e-09,1.5603047386825325e-08,2.5526280417499312e-11,3.0601778323985825e-10
7.126348044051894e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44081283553925305,0.10376251038598817,0.018446862848936367,3.0562428284738201e-06,7.9183449138583385e-05,0.010757106886823077,0.0050817600066675244,5.3592266630977901e-05,1.7980203434005829e-12,0.0022701426372749994,4.4269980927255005e-11,0.00042090708955685768,2.3682686048743385e-09,3.307058003924843e-07,3.8876731983295516e-10,2.4390834211465072e-11,1.9043225937332451e-06,2.2716936200710177e-06,0.0074204473315790456,0.003579451499893917,0.0002675762586514458,3.7452987809538045e-07,1.0418272321624662e-08,2.3694512079903799e-08,2.1653058183331928e-11,1.9576501425834828e-07,1.2299260346277657e-05,2.515070724076979e-07,0.0002138017696031221,3.5944091432862875e-06,3.617070292557432e-09,1.5672310737888708e-08,2.5672953904025706e-11,3.0748974726833256e-10
