Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(57),H2OX(23),CHOX(61),COX(58),CO2X(24)
2.721790958632813e-07,0.09977366400000001,0.80000000000000004,0.0,0.26413791998287245,0.095934850835458829,0.089376446782134897,2.1757886378346566e-07,3.2970837098874786e-06,0.00013173918128977236,8.3265513096965628e-05,3.1949569263717782e-13,1.8255432566019765e-13,1.6908929234965372e-09,4.5980437205306945e-27,3.0391923129845928e-09,3.2113430164363558e-19,2.9256949502076202e-13,3.0637138833336605e-16,4.847267379904552e-20,4.6340735464215753e-11,3.7645621172068878e-21,0.0039810845238964828,0.021159530869190417,7.7305394082038122e-09,8.7211585949364576e-08,6.2787492998154108e-05,2.4315415432319677e-13,8.6469604757360334e-09,7.3146094395355019e-08,4.9028677909721884e-07,1.6354542043107835e-06,2.0857554598974122e-10,1.7050918703875145e-12,3.2165826517237942e-11,1.2188887369630971e-11
2.7343389403639793e-07,0.09977366400000001,0.80000000000000004,0.0,0.26405404703347451,0.095935382045349571,0.089333586431708328,2.2100496215647929e-07,3.3542987188665164e-06,0.00013302504901922308,8.3980156761661288e-05,3.2362984549854866e-13,1.8483837804881461e-13,1.7041975203073974e-09,4.7551720439976345e-27,3.0532656818213826e-09,3.2785877849311131e-19,2.9729696275192094e-13,3.1082567160287203e-16,4.9285096948343681e-20,4.6840080764269227e-11,3.8624513787180119e-21,0.0039798317634214837,0.021244468805627376,7.7615173305656557e-09,8.7823994699976405e-08,6.2955626192928778e-05,2.4422045937912662e-13,8.6700666125195876e-09,7.3122377235619263e-08,4.9372349420029547e-07,1.6510111735606377e-06,2.1193759307942694e-10,1.7221886694724269e-12,3.2431597720075964e-11,1.2324226781504852e-11
2.7468869220951455e-07,0.09977366400000001,0.80000000000000004,0.0,0.2639702720708102,0.095935909281851584,0.089290773818734973,2.2446890868255811e-07,3.4122214095692749e-06,0.00013431571096219499,8.4697408099559767e-05,3.2779710827731494e-13,1.8713924539396317e-13,1.7175346615557547e-09,4.9168408405532517e-27,3.0673022827544264e-09,3.346887816367594e-19,3.0207656452712079e-13,3.1532233320474811e-16,5.0107533081628406e-20,4.7341981784944326e-11,3.9623851250509865e-21,0.0039785803224522756,0.021329307866531012,7.7924591906067904e-09,8.8437537679578797e-08,6.312326832996789e-05,2.4528598861821668e-13,8.6931053752056344e-09,7.3098692072390062e-08,4.9716860789750714e-07,1.66661899359214e-06,2.1533712168607194e-10,1.7393755906715523e-12,3.269821247199549e-11,1.2460418288377412e-11
2.759434903826312e-07,0.09977366400000001,0.80000000000000004,0.0,0.26388659491660921,0.095936432552151937,0.089248008853932428,2.2797093942999708e-07,3.4708570873374503e-06,0.00013561115079374153,8.5417261986840099e-05,3.3199757424254935e-13,1.8945695530150085e-13,1.7309041583398951e-09,5.083156909598574e-27,3.0813023109095805e-09,3.4162538637476586e-19,3.069086042218158e-13,3.1986155763466176e-16,5.0940061671668208e-20,4.7846434869014475e-11,4.0643953527570615e-21,0.0039773301987166962,0.021414048229845935,7.8233650488939881e-09,8.9052208656917841e-08,6.3290422286673402e-05,2.4635074143245033e-13,8.7160771530776337e-09,7.3075038750804356e-08,5.0062209289498381e-07,1.6822774182100369e-06,2.1877436417781547e-10,1.7566526390043761e-12,3.2965668123063366e-11,1.2597462736366609e-11
2.771982885557478e-07,0.09977366400000001,0.80000000000000004,0.0,0.26380301539312462,0.09593695186341987,0.089205291448250193,2.3151129068137284e-07,3.5302110695746182e-06,0.00013691135222076103,8.6139713310917287e-05,3.3623133626790896e-13,1.917915350877655e-13,1.7443058227578329e-09,5.2542289691895603e-27,3.0952659605205555e-09,3.4866967231729754e-19,3.1179338567714249e-13,3.2444352895180374e-16,5.17827624544434e-20,4.8353436331869255e-11,4.1685143834277955e-21,0.0039760813899488929,0.021498690073028855,7.8542349658240346e-09,8.9668001418366774e-08,6.3457090897222189e-05,2.4741471725017034e-13,8.7389823298162437e-09,7.3051417113304276e-08,5.0408392198756406e-07,1.6979862019811605e-06,2.2224955306827004e-10,1.7740198177956253e-12,3.3233962031738297e-11,1.2735360958850327e-11
2.784530867288644e-07,0.09977366400000001,0.80000000000000004,0.0,0.26371953332313103,0.095937467222806883,0.089162621512869064,2.3509019893021492e-07,3.5902886856343452e-06,0.00013821629898153151,8.6864756970400886e-05,3.4049848683303136e-13,1.9414301178147476e-13,1.7577394679016714e-09,5.4301676791444599e-27,3.1091934249071076e-09,3.5582272335872975e-19,3.1673121269453774e-13,3.2906843077635478e-16,5.2635715428038627e-20,4.8862982461801729e-11,4.2747748649913722e-21,0.0039748338938893294,0.021583233573050357,7.8850690016479717e-09,9.0284909763992992e-08,6.3623276953596813e-05,2.4847791550560299e-13,8.7618212834787748e-09,7.3027827014516469e-08,5.0755406805312818e-07,1.7137451002266549e-06,2.2576292083924433e-10,1.7914771292197826e-12,3.3503091564853136e-11,1.287411377836223e-11
2.7958240508466937e-07,0.09977366400000001,0.80000000000000004,0.0,0.26364448263681239,0.09593792767329333,0.089124259084910118,2.3834437821629005e-07,3.6449816612674571e-06,0.00013939479491120038,8.7519508503416471e-05,3.4436754566115347e-13,1.9627380977062993e-13,1.769856938369032e-09,5.5927665475798659e-27,3.1216973635140203e-09,3.6235436272629578e-19,3.2122086202178844e-13,3.3326769940875946e-16,5.341220505639386e-20,4.9323746579761257e-11,4.372267486417341e-21,0.003973712267938842,0.021659238785542472,7.9127890052227638e-09,9.0841075997156852e-08,6.3772434094846832e-05,2.494341285745258e-13,8.782320028633866e-09,7.3006622760510231e-08,5.1068428818399134e-07,1.7279707548979858e-06,2.2895778718204418e-10,1.8072657742488625e-12,3.3746020433948672e-11,1.2999722666821329e-11
2.8059879160489383e-07,0.09977366400000001,0.80000000000000004,0.0,0.263577004281976,0.095938339351084867,0.089089765660701425,2.4130014887867246e-07,3.6947134156060978e-06,0.00014045870662553035,8.8110573618945727e-05,3.4787294088428209e-13,1.9820326439253047e-13,1.780784569801687e-09,5.742622873164153e-27,3.132926096813026e-09,3.6830957497868699e-19,3.2529867647932855e-13,3.3707700968697392e-16,5.4118249960652427e-20,4.9740191738941788e-11,4.461536793267243e-21,0.0039727037107848617,0.021727575597526035,7.9377122367204521e-09,9.1342390218373826e-08,6.3906344869381934e-05,2.5029418103142189e-13,8.8007235151036695e-09,7.2987560575646486e-08,5.1350721125895782e-07,1.7408082353780228e-06,2.3185990920646972e-10,1.8215379770079668e-12,3.3965231733039458e-11,1.3113363560709514e-11
2.816151781251183e-07,0.09977366400000001,0.80000000000000004,0.0,0.26350958955295789,0.095938748448704605,0.089055303224588239,2.4428163795485984e-07,3.7449294605249458e-06,0.00014152570294014081,8.8703330531887119e-05,3.5140040547497198e-13,2.001438521996835e-13,1.7917328546919778e-09,5.8958754514560333e-27,3.144131429614911e-09,3.7433808912836863e-19,3.2941183414323398e-13,3.409148117017076e-16,5.483116442123415e-20,5.0158299767282291e-11,4.5522702318450537e-21,0.0039716960109019055,0.021795848199635034,7.9626120332361934e-09,9.1844425420024929e-08,6.4039943870858101e-05,2.5115372226111525e-13,8.819084206113379e-09,7.2968518818699081e-08,5.1633554316144025e-07,1.7536781633537929e-06,2.347874943744663e-10,1.8358693157903895e-12,3.4184986630731674e-11,1.3227566578959516e-11
2.8263156464534275e-07,0.09977366400000001,0.80000000000000004,0.0,0.26344223835656294,0.095939154969919158,0.089020871729809159,2.4728897151797464e-07,3.79563265076976e-06,0.00014259577527125266,8.9297776552527125e-05,3.5494998782985161e-13,2.0209558701197058e-13,1.8027016955944887e-09,6.0525869249438174e-27,3.1553134628154606e-09,3.8044048931816798e-19,3.335604963680354e-13,3.4478120218243397e-16,5.5550991451754364e-20,5.0578068641447085e-11,4.6444857851963232e-21,0.0039706891671012646,0.02186405668499249,7.987488426507791e-09,9.2347178348770445e-08,6.4173232506152512e-05,2.5201275186969736e-13,8.837402292657375e-09,7.2949497412251402e-08,5.1916926965137729e-07,1.7665804102096568e-06,2.377406665659849e-10,1.8502597902126214e-12,3.4405283743579411e-11,1.334233213708958e-11
2.836479511655672e-07,0.09977366400000001,0.80000000000000004,0.0,0.26337495059981503,0.095939558918487364,0.088986471129700817,2.5032227572558703e-07,3.8468258460312057e-06,0.00014366891504777202,8.9893908995922141e-05,3.5852173617862644e-13,2.0405848252909365e-13,1.8136909954808653e-09,6.2128208175694225e-27,3.1664722968807462e-09,3.866173614849395e-19,3.3774482448159519e-13,3.4867627766507684e-16,5.6277774176725017e-20,5.0999496326995254e-11,4.7382015793251032e-21,0.0039696831781969371,0.021932201146515447,8.012341448181018e-09,9.2850645758695509e-08,6.4306212165777464e-05,2.5287126953254975e-13,8.8556779619470249e-09,7.2930496279090148e-08,5.2200837651806911e-07,1.7795148476407286e-06,2.4071954976991044e-10,1.8647093984778581e-12,3.4626121691674144e-11,1.345766064429078e-11
2.8456269903376924e-07,0.09977366400000001,0.80000000000000004,0.0,0.26331444578297142,0.095939920275686902,0.088955536966058221,2.5307455874986783e-07,3.8933210435450977e-06,0.00014463735643857199,9.0431867871158065e-05,3.617553013450158e-13,2.0583464212360153e-13,1.823598777950435e-09,6.3600962086920017e-27,3.1764954949635514e-09,3.9224070569074507e-19,3.4154134743327996e-13,3.5220645090640286e-16,5.6937861479403964e-20,5.1380197837383878e-11,4.8238435965940768e-21,0.0039687785181413311,0.021993476498138095,8.0346892110726751e-09,9.3304374626437384e-08,6.4425630821551375e-05,2.5364349749092499e-13,8.8720899512722928e-09,7.2913412530338126e-08,5.2456816119998749e-07,1.7911832584751217e-06,2.4342262989401082e-10,1.8777646031520728e-12,3.4825337121457037e-11,1.356193795636094e-11
2.854774469019713e-07,0.09977366400000001,0.80000000000000004,0.0,0.26325399220963569,0.095940279554811159,0.08892462775550064,2.5584807233680767e-07,3.9402175570482741e-06,0.00014560826929700812,9.0971188627227655e-05,3.6500689482298023e-13,2.0761986270804723e-13,1.8335229837901324e-09,6.510324502140326e-27,3.1865000553954863e-09,3.9792527790940614e-19,3.4536700797417843e-13,3.5576000713627599e-16,5.7603649508149046e-20,5.1762239829627113e-11,4.9107290232470389e-21,0.003967874548732462,0.022054700132998942,8.0570180915479692e-09,9.3758677237477326e-08,6.4544801311570318e-05,2.5441531028205994e-13,8.8884678683553059e-09,7.2896345087637444e-08,5.2713228219429168e-07,1.8028775468971885e-06,2.4614672652457784e-10,1.8908677026421953e-12,3.5024988511956702e-11,1.3666671876954182e-11
2.863921947701733e-07,0.09977366400000001,0.80000000000000004,0.0,0.26319358981248042,0.095940636758584816,0.088893743464213013,2.5864290862625043e-07,3.9875174813848957e-06,0.00014658164740058793,9.1511869316646458e-05,3.6827655142706523e-13,2.0941415402235754e-13,1.8434635431251399e-09,6.6635538713001217e-27,3.1964860505025842e-09,4.0367150898042593e-19,3.492219236501557e-13,3.5933701632413333e-16,5.8275169929776423e-20,5.2145620797934848e-11,4.9988713718930728e-21,0.0039669712691113284,0.022115872118408972,8.0793281125525728e-09,9.4213551251878215e-08,6.4663724616658981e-05,2.5518670756658877e-13,8.9048118450891409e-09,7.2879293897992942e-08,5.2970072922324282e-07,1.8145976200092932e-06,2.4889193038152322e-10,1.9040186954922327e-12,3.5225074864522819e-11,1.3771862695049583e-11
2.8712230074273516e-07,0.09977366400000001,0.80000000000000004,0.0,0.26314541632061206,0.095940920373317529,0.088869111027812114,2.6088896989722518e-07,4.0255608043855395e-06,0.00014736031398500916,9.1944388168303096e-05,3.7089921298012964e-13,2.1085278315484788e-13,1.8514092887568473e-09,6.7880400715019369e-27,3.2044430978842514e-09,4.0830239835558856e-19,3.5231979648338026e-13,3.6220888257091783e-16,5.8815278712721516e-20,5.2452576134100141e-11,5.0701332512557659e-21,0.0039662508109352341,0.022164659517487199,8.0971213366821037e-09,9.4577017386967038e-08,6.4758466518660338e-05,2.5580210006829938e-13,8.9178325206494824e-09,7.286569611924295e-08,5.3175383259034126e-07,1.8239704368268796e-06,2.5109822161328816e-10,1.9145495248390943e-12,3.5385085238800845e-11,1.3856148799670591e-11
2.87852406715297e-07,0.09977366400000001,0.80000000000000004,0.0,0.26309727535329003,0.09594120266907509,0.088844494427432114,2.6314872028335887e-07,4.0638635222022052e-06,0.00014814054392224909,9.2377771130532394e-05,3.7353342123627518e-13,2.1229720177040917e-13,1.8593653726577671e-09,6.9144942201496268e-27,3.2123884007309752e-09,4.1297306244551004e-19,3.5543644071982968e-13,3.6509576931429166e-16,5.935907566635288e-20,5.276038272005781e-11,5.142211473434644e-21,0.0039655307912026374,0.022213414090519207,8.1149025727239647e-09,9.494084484120489e-08,6.4853052060891226e-05,2.5641722761208905e-13,8.9308317253629987e-09,7.2852108632709105e-08,5.338096800826135e-07,1.8333595735092609e-06,2.5331806250611851e-10,1.9251108612359309e-12,3.5545371562483023e-11,1.3940726293273251e-11
2.8850950209060264e-07,0.09977366400000001,0.80000000000000004,0.0,0.26305397626305238,0.095941455608672607,0.088822353012749045,2.6519423860369656e-07,4.098558634666629e-06,0.00014884408492642936,9.2768553796147168e-05,3.7591409560673785e-13,2.1360213253894365e-13,1.8665346583260994e-09,7.0300064728007142e-27,3.2195291617760067e-09,4.1721084985728754e-19,3.5825751945432512e-13,3.6770683916629205e-16,5.9851659698814172e-20,5.3038135825327988e-11,5.2077856320078177e-21,0.0039648831479534834,0.022257265168115145,8.130895444933536e-09,9.526859749647445e-08,6.4938045762351218e-05,2.5697061577669875e-13,8.9425127056873378e-09,7.2839888673879044e-08,5.3566228475975901e-07,1.8418237111905852e-06,2.5532754234544647e-10,1.9346421459009036e-12,3.5689864773446644e-11,1.4017095292406017e-11
2.891665974659083e-07,0.09977366400000001,0.80000000000000004,0.0,0.26301070346534938,0.095941707482020591,0.088800224398933675,2.6725091733201087e-07,4.1334655036483895e-06,0.00014954888739612929,9.3160034874766143e-05,3.7830414979170834e-13,2.1491176022690485e-13,1.8737122639533231e-09,7.147151901968112e-27,3.226660465634414e-09,4.2148119466838022e-19,3.6109389495237523e-13,3.7033013006376527e-16,6.0347256100208453e-20,5.3316577247959122e-11,5.2740318291110388e-21,0.003964235859175577,0.022301089708967322,8.1468786246261109e-09,9.5596640993479091e-08,6.5022913556383931e-05,2.5752378916321385e-13,8.954176394292282e-09,7.2827677011840331e-08,5.3751710419188572e-07,1.8503009957389433e-06,2.5734806827881549e-10,1.9441981382319933e-12,3.5834580727442827e-11,1.4093700534160049e-11
2.898236928412139e-07,0.09977366400000001,0.80000000000000004,0.0,0.26296745693544321,0.095941958290121254,0.088778108573549994,2.6931879070111118e-07,4.1685849104590765e-06,0.0001502549490371014,9.3552213649304223e-05,3.8070359652877396e-13,2.1622608832589493e-13,1.880898164052537e-09,7.2659493027510203e-27,3.2337823386528773e-09,4.2578425834909805e-19,3.6394561074806884e-13,3.7296566774134624e-16,6.0845876718967408e-20,5.3595706419050193e-11,5.3409552207861492e-21,0.0039635889245532305,0.022344887737819594,8.1628521202526778e-09,9.5924974469882096e-08,6.510765579142122e-05,2.5807674763217994e-13,8.9658228392099215e-09,7.281547362640326e-08,5.3937413460257919e-07,1.8587913930243049e-06,2.5937967382607126e-10,1.9537788375670694e-12,3.597951905785682e-11,1.4170542121313267e-11
2.9048078821651956e-07,0.09977366400000001,0.80000000000000004,0.0,0.26292423664863301,0.095942208033975698,0.088756005524178824,2.7139789295712318e-07,4.2039176372266991e-06,0.00015096226755715521,9.3945089403493136e-05,3.831124485269728e-13,2.1754512030733707e-13,1.8880923332072217e-09,7.3864176351175332e-27,3.2408948070969932e-09,4.3012020267148371e-19,3.6681271036865195e-13,3.7561347789885411e-16,6.134753342241553e-20,5.3875522767885475e-11,5.4085609886073199e-21,0.0039629423437712264,0.022388659279380593,8.1788159402337416e-09,9.6253597063805606e-08,6.5192272813394971e-05,2.5862949112088386e-13,8.977452086523337e-09,7.2803278499792991e-08,5.4123337222186973e-07,1.8672948689681418e-06,2.6142239258629921e-10,1.9633842420258796e-12,3.6124679398671167e-11,1.4247620154545275e-11
2.911378835918252e-07,0.09977366400000001,0.80000000000000004,0.0,0.26288104258025524,0.095942456714583568,0.088733915238417727,2.7348825835936413e-07,4.2394644668916075e-06,0.00015167084066614449,9.4338661421878846e-05,3.8553071846684587e-13,2.1886885962254476e-13,1.8952947460710325e-09,7.5085760248671152e-27,3.2479978971508687e-09,4.3448918970829849e-19,3.6969523733433927e-13,3.7827358620120691e-16,6.1852238096724814e-20,5.4156025721945108e-11,5.4768543397285814e-21,0.0039622961165148053,0.022432404358323804,8.1947700929700511e-09,9.6582507914031212e-08,6.5276764965762924e-05,2.5918201956361863e-13,8.9890641821491505e-09,7.27910916135261e-08,5.4309481328884921e-07,1.8758113895432097e-06,2.6347625813116826e-10,1.9730143497099185e-12,3.6270061384473029e-11,1.4324934733733544e-11
2.9179497896713084e-07,0.09977366400000001,0.80000000000000004,0.0,0.26283787470568326,0.095942704332943274,0.088711837703880955,2.7558992118022577e-07,4.2752261832029397e-06,0.00015238066607595562,9.4732928989823314e-05,3.8795841900049122e-13,2.2019730970279094e-13,1.9025053773675862e-09,7.6324437645943401e-27,3.2550916349167208e-09,4.3889138183200672e-19,3.7259323515815009e-13,3.8094601827836367e-16,6.2360002646904195e-20,5.4437214706916115e-11,5.5458405069312573e-21,0.0039616502424696769,0.022476122999287602,8.2107145868827815e-09,9.6911706162742379e-08,6.5361132589530961e-05,2.5973433279804647e-13,9.0006591735881077e-09,7.2778912947311687e-08,5.4495845404810431e-07,1.8843409207733285e-06,2.6554130397844483e-10,1.9826691600462919e-12,3.6415664650460777e-11,1.4402485959568398e-11
2.924520743424365e-07,0.09977366400000001,0.80000000000000004,0.0,0.26279473300032763,0.095942950890051934,0.088689772908199474,2.7770291570505576e-07,4.3112035707146802e-06,0.00015309174150049515,9.5127891393503931e-05,3.9039556275161658e-13,2.2153047395937742e-13,1.9097242018902475e-09,7.7580403146545914e-27,3.2621760464144967e-09,4.4332694171376228e-19,3.7550674734573668e-13,3.8363079972524757e-16,6.2870838996761275e-20,5.4719089146702973e-11,5.6155247486712703e-21,0.0039610047213220097,0.022519815226875371,8.2266494303638206e-09,9.7241190952633476e-08,6.5445376023286626e-05,2.602864307560558e-13,9.0122371059361634e-09,7.2766742483525856e-08,5.4682429074851986e-07,1.892883428733166e-06,2.676175637508282e-10,1.9923486709570555e-12,3.6561488832425474e-11,1.448027393036716e-11
2.931091697177421e-07,0.09977366400000001,0.80000000000000004,0.0,0.26275161743963515,0.095943196386905363,0.088667720839020886,2.7982727623203356e-07,4.3473974147814965e-06,0.00015380406465567839,9.5523547919910249e-05,3.9284216231559002e-13,2.2286835578370328e-13,1.9169511945019253e-09,7.8853853041322911e-27,3.2692511575814958e-09,4.4779603232239294e-19,3.7843581739519323e-13,3.8632795610164286e-16,6.3384759088830699e-20,5.5001648463438167e-11,5.6859123491262589e-21,0.003960359552758432,0.022563481065655491,8.2425746317729071e-09,9.7570961426271791e-08,6.5529495603225589e-05,2.6083831339366017e-13,9.0237980236510611e-09,7.2754580204521403e-08,5.4869231964639267e-07,1.9014388795480267e-06,2.697050710528359e-10,2.002052879924461e-12,3.6707533566757756e-11,1.4558298743099079e-11
2.9376626509304775e-07,0.09977366400000001,0.80000000000000004,0.0,0.26270852799909017,0.095943440824498086,0.088645681484009475,2.8196303707204674e-07,4.3838085015547029e-06,0.00015451763325941714,9.5919897856842247e-05,3.9529823025949229e-13,2.2421095854733364e-13,1.9241863301348529e-09,8.0144985318117631e-27,3.2763169942720319e-09,4.5229881692338817e-19,3.8138048879687321e-13,3.8903751293213067e-16,6.3901774884359677e-20,5.5284892077492692e-11,5.757008618242524e-21,0.0039597147364660379,0.022607120540161469,8.25849019949844e-09,9.7901016730247634e-08,6.5613491663170473e-05,2.613899805279987e-13,9.0353419737296282e-09,7.2742426090148036e-08,5.5056253700506506e-07,1.9100072393936404e-06,2.7180385939802537e-10,2.0117817864441083e-12,3.6853798490459324e-11,1.4636560496271179e-11
2.944233604683534e-07,0.09977366400000001,0.80000000000000004,0.0,0.26266546465421303,0.095943684203823307,0.088623654830846013,2.8411023254857513e-07,4.4204376179780745e-06,0.00015523244503160913,9.6316940492910958e-05,3.9776377912217064e-13,2.255582856020676e-13,1.9314295837903868e-09,8.1453999671504268e-27,3.2833735822570895e-09,4.5683545907788402e-19,3.843408050332136e-13,3.9175949570601658e-16,6.4421898363273005e-20,5.5568819407486578e-11,5.8288188917817906e-21,0.0039590702721323794,0.022650733674891982,8.2743961419059516e-09,9.8231356011886012e-08,6.5697364534605319e-05,2.6194143208292192e-13,9.0468690004114044e-09,7.2730280123084846e-08,5.5243493909318347e-07,1.9185884744959594e-06,2.7391396242878679e-10,2.0215353883093486e-12,3.7000283241119307e-11,1.4715059285964984e-11
2.9508045584365903e-07,0.09977366400000001,0.80000000000000004,0.0,0.26262242738056091,0.095943926525873011,0.088601640867227952,2.8626889699757172e-07,4.4572855517836133e-06,0.00015594849769412633,9.6714675117537554e-05,4.0023882141428751e-13,2.2691034028000655e-13,1.9386809305387907e-09,8.2781097512541218e-27,3.2904209472240069e-09,4.6140612264165035e-19,3.8731680957854266e-13,3.9449392987722101e-16,6.4945141524079411e-20,5.5853429870299226e-11,5.901348531367838e-21,0.0039584261594454648,0.022694320494310923,8.290292467313302e-09,9.8561978417322313e-08,6.5781114546702607e-05,2.6249266804585973e-13,9.0583791464796633e-09,7.2718142286405029e-08,5.543095221856934e-07,1.9271825511309512e-06,2.7603541378717368e-10,2.0313136822094997e-12,3.7146987456920251e-11,1.479379520615596e-11
2.9573755121896467e-07,0.09977366400000001,0.80000000000000004,0.0,0.26257941615372743,0.095944167791637863,0.088579639580869229,2.8843906476733816e-07,4.4943530914878036e-06,0.00015666578897080414,9.7113101020950425e-05,4.0272336961837364e-13,2.2826712589362184e-13,1.9459403455190329e-09,8.4126481978545617e-27,3.2974591147761688e-09,4.6601097176407753e-19,3.9030854589890779e-13,3.972408408642285e-16,6.5471516383879676e-20,5.6138722881079874e-11,5.9746029245329665e-21,0.0039577823980937654,0.022737881022847496,8.3061791840740924e-09,9.889288309748343e-08,6.5864742026336499e-05,2.6304368821040427e-13,9.0698724585344883e-09,7.2706012559927404e-08,5.5618628256360023e-07,1.9357894356243985e-06,2.781682469752167e-10,2.0411166677665687e-12,3.7293910776657658e-11,1.4872768353173119e-11
2.963946465942703e-07,0.09977366400000001,0.80000000000000004,0.0,0.26253643094934281,0.09594440800210724,0.088557650959500314,2.9062077021840917e-07,4.5316410263876466e-06,0.00015738431658743066,9.7512217494184335e-05,4.0521743618888248e-13,2.2962864573582263e-13,1.9532078039385757e-09,8.5490357942889935e-27,3.3044881104327144e-09,4.706501708871644e-19,3.9331605745191355e-13,4.0000025405002889e-16,6.6001034978353158e-20,5.6424697853258161e-11,6.0485874847643039e-21,0.0039571389877662046,0.022781415284896245,8.3220563005314914e-09,9.9224069204620768e-08,6.5948247298117462e-05,2.6359449248237541e-13,9.0813489802486996e-09,7.2693890926722879e-08,5.5806521651409853e-07,1.9444090943517018e-06,2.8031249564929081e-10,2.0509443428396534e-12,3.7441052839709674e-11,1.4951978821056105e-11
2.9705174196957595e-07,0.09977366400000001,0.80000000000000004,0.0,0.26249347174307308,0.095944647158269253,0.08853567499086816,2.9281404772343671e-07,4.5691501465561445e-06,0.00015810407827173575,9.7912023829080426e-05,4.0772103355223796e-13,2.3099490308002272e-13,1.9604832810731667e-09,8.6872932024821734e-27,3.3115079596282521e-09,4.7532388474450417e-19,3.9633938768652055e-13,4.0277219478198156e-16,6.6533709361616684e-20,5.6711354198554208e-11,6.1233076515499575e-21,0.0039564959281521653,0.022824923304817148,8.3379238249613567e-09,9.9555535888235517e-08,6.6031630684422064e-05,2.6414508089256132e-13,9.0928087524628659e-09,7.2681777370742669e-08,5.5994632033166435e-07,1.9530414937376829e-06,2.8246819349748502e-10,2.0607967030896904e-12,3.7588413286039054e-11,1.5031426700671585e-11
2.977088373448816e-07,0.09977366400000001,0.80000000000000004,0.0,0.26245053851062089,0.095944885261110668,0.088513711662736125,2.9501893166706528e-07,4.6068812428385247e-06,0.0001588250717533809,9.8312519318284451e-05,4.1023417410688465e-13,2.3236590118020791e-13,1.967766752266632e-09,8.8274412599305457e-27,3.3185186877126007e-09,4.8003227836027388e-19,3.9937858004286833e-13,4.0555668837177707e-16,6.7069551606246834e-20,5.6998691326988914e-11,6.1987688904249898e-21,0.0039558532189414852,0.022868405106935677,8.3537817656784696e-09,9.9887282303394235e-08,6.6114892505400068e-05,2.6469545321089292e-13,9.1042518213990078e-09,7.2669671871549931e-08,5.618295903155105e-07,1.9616866002563929e-06,2.8463537400338362e-10,2.0706737482695396e-12,3.7735991756224726e-11,1.5111112086141926e-11
2.9836593272018723e-07,0.09977366400000001,0.80000000000000004,0.0,0.26240763122772509,0.095945122311617115,0.088491760962884081,2.9723545644581717e-07,4.6448351068485263e-06,0.0001595472947639488,9.8713703255244866e-05,4.1275687022334611e-13,2.3374164327100311e-13,1.975058192930672e-09,8.9695009806886787e-27,3.325520319950531e-09,4.8477551704822251e-19,4.0243367795213176e-13,4.0835376009540576e-16,6.7608573803312288e-20,5.7286708646894501e-11,6.2749766930172519e-21,0.0039552108598244562,0.022911860715542826,8.3696301310080459e-09,1.0021930760768026e-07,6.6198033079008193e-05,2.652456093111167e-13,9.1156782305655102e-09,7.2657574412511336e-08,5.637150227703165e-07,1.9703443804309188e-06,2.868140708292071e-10,2.0805754766106481e-12,3.7883787891425292e-11,1.5191035069718483e-11
2.989573185579623e-07,0.09977366400000001,0.80000000000000004,0.0,0.26236903683996654,0.095945334758140002,0.088472016120109798,2.9924031009893195e-07,4.6791847057489685e-06,0.00016019834484738224,9.9075356838022438e-05,4.1503547693528712e-13,2.3498386992255885e-13,1.9816272831579508e-09,9.0990067126745543e-27,3.3318140328285903e-09,4.8907436126845148e-19,4.0519690120668865e-13,4.108818998128096e-16,6.8096422648028027e-20,5.7546505308150805e-11,6.3442065872215583e-21,0.0039546330356935947,0.022950948387885851,8.3838854796494684e-09,1.0051836813094125e-07,6.6272756189806795e-05,2.6574056501264917e-13,9.1259477865474095e-09,7.2646693561567584e-08,5.654137578456283e-07,1.9781471909344129e-06,2.8878477230811888e-10,2.0895081314268858e-12,3.8016990220572327e-11,1.5263168973613328e-11
2.9954870439573736e-07,0.09977366400000001,0.80000000000000004,0.0,0.26233046343409011,0.095945546353785466,0.088452281487471821,3.0125464579076613e-07,4.7137159664942996e-06,0.00016085038736238268,9.9437566977879322e-05,4.1732184262871623e-13,2.3622994414182982e-13,1.9882027909650038e-09,9.2300936271376929e-27,3.3381004167641634e-09,4.9340168505458806e-19,4.0797307477920759e-13,4.1342026663875137e-16,6.8586865902956966e-20,5.7806852010203574e-11,6.4140497076754704e-21,0.003954055494662957,0.022990014880792286,8.3981330849222242e-09,1.0081765325439046e-07,6.6347381574782601e-05,2.6623534549097722e-13,9.1362039121728184e-09,7.2635819196081425e-08,5.6711423885242465e-07,1.9859602156864151e-06,2.9076485375045926e-10,2.0984607744597868e-12,3.8150368307427191e-11,1.5335495469540544e-11
