Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(57),H2OX(23),CHOX(61),COX(58),CO2X(24)
1.7993038835544888e-11,0.09977366400000001,0.80000000000000004,0.0,0.28933631715836233,0.099994342809113984,0.099999174420444065,2.8954235637423163e-26,2.0763782030227657e-20,1.9577591256166514e-18,8.5224460786696983e-19,1.7999703748560118e-22,4.2364362627187142e-24,4.9864965624245404e-16,1.0723090183129601e-54,9.362912474368678e-17,3.3380601997833777e-36,5.6976938180502067e-28,1.6205769925057783e-36,6.7316899968747802e-39,5.0187742209092462e-23,2.9932900642417439e-42,5.6571530082690291e-06,1.6511591112295887e-06,1.9949775928054496e-11,7.400469979373092e-16,9.1640260649253224e-11,4.8532639689626503e-16,1.8103248511089695e-14,1.790883242793e-11,5.2549226240397457e-17,1.1455436974615016e-22,5.6548719654884294e-21,2.3728553995093805e-28,2.0898986332179014e-25,4.5595535206514648e-26
1.8701378416645496e-11,0.09977366400000001,0.80000000000000004,0.0,0.28933602959852339,0.099994120254157728,0.099999141920496512,3.6994689485704617e-26,2.2640560314491511e-20,2.085755332768008e-18,1.0226901979977596e-18,1.9575664947627159e-22,4.6731854888656094e-24,5.2854164639292089e-16,1.3699239073833056e-54,9.7344122719951681e-17,3.8638522926547864e-36,6.2959522265743795e-28,2.0491496722362148e-36,8.4075733804259658e-39,5.4336237491528459e-23,3.605730085689104e-42,5.8797064546894278e-06,1.716159006258933e-06,2.0300178529709516e-11,7.6971379187244187e-16,9.6627918774750422e-11,4.9385104272765484e-16,1.8421874871876767e-14,1.9067895836671461e-11,6.0556421029755331e-17,1.272078712324617e-22,5.9121180372387483e-21,2.8862234826597633e-28,2.5524374322818761e-25,5.5883772182917549e-26
1.9409717997746104e-11,0.09977366400000001,0.80000000000000004,0.0,0.28933574205044027,0.099993897710867377,0.099999109420624135,4.6806598553229199e-26,2.4600874373876653e-20,2.2161397356611907e-18,1.2185333227545979e-18,2.1205506974935495e-22,5.1355465996925193e-24,5.5887818208209961e-16,1.7335178639749276e-54,1.0106175888434395e-16,4.4469056713381707e-36,6.9282594055383756e-28,2.5677743450664639e-36,1.0411192333655212e-38,5.8656321136257474e-23,4.3125359617567819e-42,6.1022482337869933e-06,1.7811587509632267e-06,2.0632342266997758e-11,7.9941693070522946e-16,1.0167597003169829e-10,5.0193197003526711e-16,1.872382675368574e-14,2.0246629019299623e-11,6.9390849903785655e-17,1.4066761352893034e-22,6.1697616124567435e-21,3.4834176904366565e-28,3.0920280332841467e-25,6.7925698098782138e-26
2.011805757884671e-11,0.09977366400000001,0.80000000000000004,0.0,0.28933545451411541,0.099993675179242347,0.099999076920826921,5.8684868670539365e-26,2.6644852463736908e-20,2.3488183805771532e-18,1.4423399995866796e-18,2.2887267893117859e-22,5.6238877175546991e-24,5.8963616656702136e-16,2.1742538150161263e-54,1.0478206464689264e-16,5.0907835363685813e-36,7.5949037490985008e-28,3.1907556513422128e-36,1.2790323438100706e-38,6.3148580837445497e-23,5.1237616780689115e-42,6.3247783461718071e-06,1.8461583453481223e-06,2.094728814422752e-11,8.2918196583062659e-16,1.067813500167363e-10,5.0959401800391412e-16,1.9010440307533649e-14,2.144400957244632e-11,7.9098988172976687e-17,1.5494793795648816e-22,6.4278012337269294e-21,4.1738777943742418e-28,3.7175148831782325e-25,8.1928264960845139e-26
2.082639715994732e-11,0.09977366400000001,0.80000000000000004,0.0,0.2893351669895512,0.099993452659281987,0.099999044421104868,7.2958385203652573e-26,2.8772622801914267e-20,2.4837038142180346e-18,1.6968169823236329e-18,2.4619014313166245e-22,6.1385578695002232e-24,6.2079379658000259e-16,2.7046244628139207e-54,1.0850506982625122e-16,5.7991002092989816e-36,8.2961446941017183e-28,3.9339690695927872e-36,1.5597466206103099e-38,6.7813591351514628e-23,6.0500723501774262e-42,6.5472967924539235e-06,1.9111577894192912e-06,2.124597998525315e-11,8.5899003567231487e-16,1.1194116671755622e-10,5.1686063472194602e-16,1.928224530112272e-14,2.2659073079187506e-11,8.9727661952427469e-17,1.7006260906129649e-22,6.6862390287571079e-21,4.9676451376828871e-28,4.4383126992646719e-25,9.8112213798540349e-26
2.1534736741047926e-11,0.09977366400000001,0.80000000000000004,0.0,0.28933487947674963,0.099993230150985699,0.099999011921457978,8.9992222387864107e-26,3.0984314081781096e-20,2.6207147152947797e-18,1.9848127808074215e-18,2.6398848809509904e-22,6.67988806944657e-24,6.5233048902244623e-16,3.3385453871426887e-54,1.1223080273989108e-16,6.5755175238548009e-36,9.032146902254873e-28,4.8149572493183823e-36,1.8890096930192556e-38,7.2651910793970796e-23,7.1027527334640145e-42,6.7698035732433671e-06,1.97615708318185e-06,2.1529327674164831e-11,8.888244028586076e-16,1.1715268988755267e-10,5.2375395602064062e-16,1.9539821920573475e-14,2.3890909011584182e-11,1.0132400784555502e-16,1.8602485507255413e-22,6.9450774441134265e-21,5.8753960094566495e-28,5.2644133454396229e-25,1.1671224033429464e-25
2.2243076322148534e-11,0.09977366400000001,0.80000000000000004,0.0,0.28933459197571271,0.0999930076543529,0.099998979421886208,1.1018986937334058e-25,3.3280055725256623e-20,2.759775549793912e-18,2.3093185432372185e-18,2.8224915900389e-22,7.2481923294622528e-24,6.8422681246109906e-16,4.0914493838661935e-54,1.1595929028838715e-16,7.4237415028313771e-36,9.8031173519574366e-28,5.8530284202433017e-36,2.2730923216553483e-38,7.766407598840776e-23,8.2937150609304853e-42,6.9922986891501355e-06,2.0411562266413698e-06,2.1798190183671591e-11,9.187263350884681e-16,1.2241334106005611e-10,5.3029487914946427e-16,1.9784645572600326e-14,2.5138656857533135e-11,1.139354337225304e-16,2.028474057072449e-22,7.2043157396221001e-21,6.908395235609887e-28,6.2063919160123652e-25,1.3797713620155933e-25
2.2951415903249142e-11,0.09977366400000001,0.80000000000000004,0.0,0.28933430448644221,0.099992785169382939,0.0999989469223896,1.3399547373089573e-25,3.56599777682928e-20,2.9008162488539074e-18,2.673468811508037e-18,3.0095406559544061e-22,7.8437686050270036e-24,7.1646442309661827e-16,4.9803821750260026e-54,1.1969055803417583e-16,8.3475192666418437e-36,1.0609284227698088e-27,7.0693543133962126e-36,2.7188139454673449e-38,8.285061446398867e-23,9.6355062469791854e-42,7.2147821407841915e-06,2.1061552198037836e-06,2.2053378405770382e-11,9.4868300128626583e-16,1.2772068708676183e-10,5.3650313164190005e-16,2.0017168607025773e-14,2.6401505208402701e-11,1.2760958511138668e-16,2.2054252750259116e-22,7.4639564562826696e-21,8.0785025817369065e-28,7.2754120833166748e-25,1.6216990686327213e-25
2.365975548434975e-11,0.09977366400000001,0.80000000000000004,0.0,0.28933401700893996,0.099992562696075218,0.099998914422968141,1.6189610728636205e-25,3.8124210735245802e-20,3.043771904321528e-18,3.0805421804040845e-18,3.200856162275243e-22,8.4668996890854444e-24,7.4902600420088528e-16,6.0240996778284133e-54,1.2342463027606806e-16,9.3506361358165257e-36,1.1450731300732862e-27,8.4870680449970292e-36,3.23356840453054e-38,8.8212042868731942e-23,1.1141314595209162e-41,7.43725392875547e-06,2.1711540626741062e-06,2.2295657829066979e-11,9.7865097454772086e-16,1.3307243150797916e-10,5.4239733644866326e-16,2.0237394645755876e-14,2.7678688507403519e-11,1.4239431619968277e-16,2.3912205722908233e-22,7.7240041095592894e-21,9.3982301625212498e-28,8.4832308727497876e-25,1.8956787657303636e-25
2.4368095065450357e-11,0.09977366400000001,0.80000000000000004,0.0,0.28933372954320735,0.09999234023442917,0.09999888192362183,1.9442404997164704e-25,4.0672885809375532e-20,3.1885824791041387e-18,3.5339618746638757e-18,3.3962674401661179e-22,9.1178540606163412e-24,7.818952086354372e-16,7.2431666556003203e-54,1.2716153011998616e-16,1.04369129076992e-35,1.2327581757564115e-27,1.0131364399143036e-35,3.825349811347324e-38,9.3748854770671818e-23,1.2824976064844073e-41,7.6597140536738746e-06,2.2361527552576794e-06,2.2525751079887671e-11,1.0086866404284951e-15,1.3846640468861225e-10,5.4799507375856982e-16,2.0446988914726335e-14,2.8969482398175168e-11,1.5833765828713414e-16,2.5859743359623302e-22,7.9844575239732207e-21,1.088071165127512e-27,9.8422029444615652e-25,2.2046277839511007e-25
2.5076434646550964e-11,0.09977366400000001,0.80000000000000004,0.0,0.28933344208924588,0.099992117784444112,0.099998849424350666,2.3215908736969735e-25,4.3306134879297783e-20,3.3351925330634004e-18,4.0372962484427177e-18,3.5956092668788123e-22,9.7968866886234658e-24,8.1505660438964254e-16,8.6600565210678684e-54,1.3090127954594203e-16,1.1610203317597276e-35,1.3240069433013839e-27,1.2029600606148446e-35,4.5027785298153812e-38,9.9461535999677685e-23,1.4700980116655087e-41,7.8821625161492807e-06,2.3011512975607891e-06,2.2744340329893085e-11,1.0387995590040486e-15,1.439005594080899e-10,5.533129395728384e-16,2.0646612162114731e-14,3.0273203983277908e-11,1.7548779243495008e-16,2.7897972728604236e-22,8.2453181478687205e-21,1.2539668646039775e-27,1.1365284408966188e-24,2.5516082671549489e-25
2.5784774227651572e-11,0.09977366400000001,0.80000000000000004,0.0,0.28933315464705678,0.099991895346119491,0.09999881692515461,2.7573081756049404e-25,4.6024090380763304e-20,3.483550965445071e-18,4.5942592064959324e-18,3.7987220037888508e-22,1.0504239790088409e-23,8.4849562323750673e-16,1.0299252100684258e-53,1.346438994711984e-16,1.2874391684697452e-35,1.4188224793237914e-27,1.4211395780617216e-35,5.2751272177646558e-38,1.0535056988283686e-22,1.6784475133517391e-41,8.104599316791531e-06,2.3661496895884455e-06,2.2952069565821635e-11,1.0689059847113893e-15,1.4937296458048664e-10,5.5836660092182031e-16,2.0835437818292685e-14,3.1589210037298809e-11,1.9389302972329474e-16,3.0027966926077162e-22,8.5065927705833598e-21,1.438947248145262e-27,1.3066036174448466e-24,2.9398278227476244e-25
2.649311380875218e-11,0.09977366400000001,0.80000000000000004,0.0,0.28933286721664137,0.099991672919454683,0.099998784426033702,3.2582096600874685e-25,4.8826885437524402e-20,3.6336107712805092e-18,5.2087105514578977e-18,4.0054516767766291e-22,1.1240143543602544e-23,8.8219851239676807e-16,1.2187347297512466e-53,1.3838940980977761e-16,1.4233390734834805e-35,1.5172062926677171e-27,1.6708731646778183e-35,6.1523469242916156e-38,1.1141641415176212e-22,1.9091273439778509e-41,8.3270244562104384e-06,2.4311479313455122e-06,2.3149546726509887e-11,1.0990675098032906e-15,1.5488179452894108e-10,5.6317084785505947e-16,2.1015227918595985e-14,3.2916890793934022e-11,2.1360178575236131e-16,3.2250767741034382e-22,8.7682797036191975e-21,1.6445148085136167e-27,1.4958626851825618e-24,3.3726400589051928e-25
2.7201453389852787e-11,0.09977366400000001,0.80000000000000004,0.0,0.2893325797980007,0.099991450504449075,0.099998751926987928,3.8316570745659345e-25,5.1714653891396408e-20,3.7853288116390724e-18,5.8846562645378762e-18,4.2156500064659139e-22,1.2004816762177475e-23,9.1615228895325365e-16,1.4353149625710665e-53,1.4213782952850462e-16,1.5691139582748926e-35,1.6191855550537148e-27,1.9556054618665533e-35,7.1450932395331172e-38,1.1765951633444562e-22,2.1637855955456921e-41,8.5494379350157886e-06,2.4961460228387028e-06,2.3337345717666946e-11,1.1293433074286417e-15,1.6042532607562986e-10,5.6773964245996255e-16,2.1187346615651247e-14,3.4255670917727028e-11,2.3466255650318287e-16,3.4567388167022418e-22,9.0303772285761056e-21,1.8722308991719432e-27,1.7057835261349315e-24,3.8535449074155349e-25
2.7909792970953395e-11,0.09977366400000001,0.80000000000000004,0.0,0.28933229239113589,0.099991228101102031,0.099998719428017288,4.4855799388630962e-25,5.4687529924943425e-20,3.9386655984251062e-18,6.6262487285763966e-18,4.4291743985986416e-22,1.2798467528931264e-23,9.5034469680002214e-16,1.6827783572978176e-53,1.458891766999577e-16,1.7251601861663008e-35,1.7247632055517997e-27,2.279037650505982e-35,8.2647524968757182e-38,1.2408033327659844e-22,2.4441376524237164e-41,8.7718397538173285e-06,2.5611439640733028e-06,2.3516008315471195e-11,1.1595987296727237e-15,1.660019359007078e-10,5.7208616516914321e-16,2.1349881871012386e-14,3.5605010478777769e-11,2.571239079512248e-16,3.6978814774860358e-22,9.2928948016417013e-21,2.1237200807680458e-27,1.9379052587321121e-24,4.38618893187043e-25
2.8618132552054003e-11,0.09977366400000001,0.80000000000000004,0.0,0.28933200499604766,0.099991005709412981,0.099998686929121783,5.2284988690060012e-25,5.7745648218724455e-20,4.0935850895761094e-18,7.4377868991834877e-18,4.6458879029828909e-22,1.3621293797928446e-23,9.8476416593698777e-16,1.9644794714045528e-53,1.496434685525999e-16,1.8918763992034805e-35,1.8339253212515395e-27,2.6451375244905365e-35,9.5234680161571722e-38,1.3067929504565733e-22,2.7519665940974908e-41,8.9942299132247811e-06,2.6261417550533606e-06,2.3686045965817882e-11,1.1898732407451964e-15,1.7161008811868221e-10,5.7622285853264378e-16,2.1504303436564042e-14,3.6964396495531805e-11,2.8103445696255369e-16,3.9486009954850393e-22,9.5558318020222828e-21,2.4006746996338339e-27,2.1938284212911584e-24,4.9743656354041895e-25
2.9326472133154613e-11,0.09977366400000001,0.80000000000000004,0.0,0.28933171761273707,0.0999907833293813,0.09999865443030137,6.0695489275953782e-25,6.0889144260409827e-20,4.2500544944873484e-18,8.3237164268417132e-18,4.8656591463362579e-22,1.4473483961620409e-23,1.0193997740330352e-15,2.2840254494349515e-53,1.5340072151805006e-16,2.0696633584397825e-35,1.9467037177761522e-27,3.0581497427346157e-35,1.0934166371941707e-37,1.3745681222055502e-22,3.0891235698062414e-41,9.2166084138478375e-06,2.6911393957859439e-06,2.3847941483549434e-11,1.220314022442439e-15,1.7724833128013436e-10,5.8016146856330441e-16,2.1653429894152268e-14,3.8333343268543549e-11,3.0644284577418596e-16,4.2089914033942209e-22,9.819181132439296e-21,2.7048469705032311e-27,2.4752151257322722e-24,5.6220154855675167e-25
3.0034811714255224e-11,0.09977366400000001,0.80000000000000004,0.0,0.28933143024120467,0.099990560961006378,0.099998621931556092,7.0185029868694172e-25,6.4118153769825833e-20,4.4080440938515038e-18,9.2886297337329553e-18,5.0883622425395596e-22,1.5355217386259806e-23,1.0542412101575639e-15,2.6452865621834945e-53,1.5716095127563687e-16,2.2589237969252316e-35,2.0631103028998553e-27,3.5226060116582527e-35,1.2510583675781289e-37,1.4441331979189289e-22,3.4575281468455535e-41,9.4389752562961581e-06,2.7561368862771229e-06,2.4002150655773857e-11,1.2507385485486274e-15,1.8291530125493096e-10,5.8391308373592514e-16,2.1794172929958634e-14,3.9711398032869957e-11,3.3339774010050371e-16,4.4791447273091293e-22,1.008295467638199e-20,3.0380498620951626e-27,2.7837891835072904e-24,6.3332259344335068e-25
3.0743151295355835e-11,0.09977366400000001,0.80000000000000004,0.0,0.28933114288145129,0.099990338604287604,0.099998589432885934,8.0857950929925088e-25,6.7432812833527891e-20,4.5675270671715065e-18,1.0337266047280877e-17,5.3138766845650791e-22,1.6266664919060833e-23,1.0892787404259625e-15,3.0524067997905977e-53,1.6092417279475728e-16,2.4600622840120628e-35,2.1831334996437298e-27,4.0433351220466622e-35,1.4267291867620001e-37,1.5154922440254121e-22,3.8591686362076601e-41,9.6613304411793659e-06,2.8211342265312708e-06,2.4149103760575417e-11,1.2811686946755093e-15,1.8860970577698906e-10,5.8748817193288291e-16,2.1927902345509269e-14,4.1098129074361002e-11,3.6194781516431578e-16,4.7591511758826355e-22,1.0347152536306849e-20,3.402165678050477e-27,3.1213362073743356e-24,7.1122315967731281e-25
3.138065691834638e-11,0.09977366400000001,0.80000000000000004,0.0,0.28933088426774473,0.099990138493206232,0.099998560184147017,9.1567120128793196e-25,7.048934922196992e-20,4.7123186186280118e-18,1.1356657179548594e-17,5.5191480200882454e-22,1.7112507976707324e-23,1.1209725726819856e-15,3.4616785567011623e-53,1.6431364194944871e-16,2.6515784123688743e-35,2.294240764689561e-27,4.5643431431044063e-35,1.6015215965856282e-37,1.5812524646337848e-22,4.2507607544025342e-41,9.8614401408599168e-06,2.8796317043111738e-06,2.4275493810064154e-11,1.3086451346892611e-15,1.9375711618455361e-10,5.9056299971107834e-16,2.2043765863519756e-14,4.2353267477330078e-11,3.8904698694344027e-16,5.0196546341029946e-22,1.0585289564102347e-20,3.7579050182864527e-27,3.4514260857747459e-24,7.8749199925997988e-25
3.201816254133693e-11,0.09977366400000001,0.80000000000000004,0.0,0.28933062566357998,0.099989938391565378,0.099998530935468941,1.0341074625100996e-24,7.3615472239592799e-20,4.8582845014891772e-18,1.2451483324756545e-17,5.7265226523655204e-22,1.7982664833245065e-23,1.1528114503621828e-15,3.9151116544387795e-53,1.6770555600521094e-16,2.8533421202740803e-35,2.4082834130959966e-27,5.1390522482250599e-35,1.7933531674243683e-37,1.6484718999475854e-22,4.6724873396578775e-41,1.0061540398850882e-05,2.93812906040744e-06,2.4396616054549035e-11,1.3361564824896549e-15,1.989249191752372e-10,5.9350967134059172e-16,2.2154426531163468e-14,4.3614823474823964e-11,4.1751314352261043e-16,5.2882744213953365e-22,1.0823770344767825e-20,4.1417146077880014e-27,3.8078694454064498e-24,8.6993656559783304e-25
3.268312331808886e-11,0.09977366400000001,0.80000000000000004,0.0,0.2893303559323992,0.099989729682300285,0.099998500427216669,1.1707135225178742e-24,7.6950481160527247e-20,5.0117726323636486e-18,1.3677902717820254e-17,5.9449859081202591e-22,1.8916320745237038e-23,1.1861695637407579e-15,4.439055797553356e-53,1.7124616349183982e-16,3.0750365620437553e-35,2.5303746967666653e-27,5.8002503586132266e-35,2.0129498178940765e-37,1.7201441593246499e-22,5.1462080919046036e-41,1.0270248220308636e-05,2.9991455648753847e-06,2.4517629128266488e-11,1.3648677427794069e-15,2.0433614702701569e-10,5.964536864737446e-16,2.2265108897568207e-14,4.4937260074145326e-11,4.4870011304771456e-16,5.5771786233056365e-22,1.107289003742009e-20,4.5735883815980839e-27,4.2092903803596499e-24,9.628788855350926e-25
3.3348084094840786e-11,0.09977366400000001,0.80000000000000004,0.0,0.28933008621160056,0.099989520983305394,0.099998469919030622,1.3217365984731962e-24,8.036142226135608e-20,5.1665087466659227e-18,1.4994864246144613e-17,6.1655696376739099e-22,1.9876666107633502e-23,1.219672455801071e-15,5.019361668572949e-53,1.7478945188159387e-16,3.3085443520481064e-35,2.6556756944712529e-27,6.5294190868688822e-35,2.2539271487255278e-37,1.793410238405953e-22,5.6563102048570246e-41,1.0478945770311182e-05,3.0601619369625347e-06,2.4633486823496288e-11,1.3936535210679467e-15,2.0976783206070242e-10,5.9927228058863613e-16,2.2371939071687736e-14,4.6266101092613032e-11,4.8145311893601744e-16,5.8750516814243161e-22,1.1322383275423196e-20,5.0393911052412773e-27,4.6426105200442209e-24,1.0633055730079745e-24
3.4013044871592715e-11,0.09977366400000001,0.80000000000000004,0.0,0.28932981650118433,0.099989312294580246,0.099998439410910717,1.488323350894792e-24,8.3848409593992173e-20,5.3224802692650772e-18,1.6406860059745416e-17,6.3881935748821719e-22,2.0863814017972483e-23,1.2533139868496847e-15,5.6606426586625972e-53,1.7833543120474886e-16,3.5542061023614186e-35,2.7841885090692029e-27,7.3318237699871639e-35,2.5178454465715344e-37,1.8682732855264879e-22,6.2047094571304013e-41,1.0687633049362738e-05,3.1211781766733987e-06,2.4744460536428236e-11,1.4224848056814546e-15,2.1521916178315254e-10,6.0197205627222923e-16,2.2473215810095712e-14,4.7601076780128366e-11,5.1581233912209343e-16,6.1819629878745005e-22,1.1572252529923632e-20,5.5409211570890475e-27,5.1095484071989601e-24,1.1716241068173367e-24
3.4678005648344644e-11,0.09977366400000001,0.80000000000000004,0.0,0.28932954680115075,0.099989103616124259,0.099998408902857008,1.6716820690117691e-24,8.7411557320731706e-20,5.4796762514390316e-18,1.7918496012753842e-17,6.6127809914921185e-22,2.187787280024399e-23,1.2870883405292916e-15,6.3677721725893468e-53,1.8188411109377084e-16,3.8123634027969049e-35,2.9158977145551384e-27,8.2130052830874094e-35,2.8063414956197106e-37,1.9447364405714496e-22,6.7933761573167372e-41,1.089631005796751e-05,3.1821942840114276e-06,2.4850807369863604e-11,1.4512958644000205e-15,2.2068936417154357e-10,6.0455926835493584e-16,2.256968414392444e-14,4.8941929233650699e-11,5.518179169409919e-16,6.4979812104891006e-22,1.1822502402971725e-20,6.0800300583400838e-27,5.6118707256089569e-24,1.2882533220620378e-24
3.5342966425096573e-11,0.09977366400000001,0.80000000000000004,0.0,0.28932927711150019,0.099988894947936988,0.099998378394869483,1.8730843628604327e-24,9.1050980031278502e-20,5.6380872835972205e-18,1.9534491555066208e-17,6.839258578598621e-22,2.2918946258244836e-23,1.3209900066567931e-15,7.1458915699918239e-53,1.8543550080443286e-16,4.0833587669944567e-35,3.050808131281946e-27,9.1787873965513186e-35,3.121130488719772e-37,2.0228026232794984e-22,7.4243352974475067e-41,1.1104976796629673e-05,3.2432102589812033e-06,2.4952770891888937e-11,1.4802001803995843e-15,2.2617770506441667e-10,6.0703984240378937e-16,2.2664652392986522e-14,5.0288411521531497e-11,5.8950994604423875e-16,6.8231743873126575e-22,1.207312703534859e-20,6.6586198087052362e-27,6.1513922882280344e-24,1.4136233806606545e-24
3.60079272018485e-11,0.09977366400000001,0.80000000000000004,0.0,0.28932900743223278,0.099988686290017892,0.099998347886948141,2.0938668513209177e-24,9.4766792640997586e-20,5.7977054169568367e-18,2.1259679601567331e-17,7.0675563294657186e-22,2.3987133911909892e-23,1.3550137652145374e-15,8.0004181319895346e-53,1.889896092354321e-16,4.3675355830028914e-35,3.1889463249741751e-27,1.0235284360760482e-34,3.4640079358634371e-37,2.1024748061411925e-22,8.099666695469351e-41,1.1313633265853376e-05,3.3042261015887427e-06,2.5050581843570265e-11,1.5092189415835082e-15,2.3168349523057109e-10,6.0941939195944368e-16,2.2755071766588134e-14,5.1640295896206041e-11,6.2892847627882914e-16,7.1576100147513347e-22,1.2324125766131372e-20,7.2786354669199335e-27,6.7299760140269088e-24,1.5481757449466665e-24
3.667288797860043e-11,0.09977366400000001,0.80000000000000004,0.0,0.2893287377633485,0.099988477642366499,0.099998317379092982,2.3354328473918306e-24,9.8559109962501575e-20,5.9585240870202812e-18,2.3099006389775203e-17,7.2976074207049274e-22,2.5082531226116496e-23,1.3891546708514346e-15,8.9370530492643713e-53,1.925464449475292e-16,4.6652380682083022e-35,3.3303111816310946e-27,1.1388908170091327e-34,3.8368515710831907e-37,2.1837561351686305e-22,8.8215051337750146e-41,1.1522279466142755e-05,3.3652418118385433e-06,2.5144458824104607e-11,1.5381604052848721e-15,2.3720607982067594e-10,6.1170323511489835e-16,2.2840149900237629e-14,5.2997364495499587e-11,6.7011351374904717e-16,7.5013551329149592e-22,1.2575510312037628e-20,7.9420745976512798e-27,7.3495328997653936e-24,1.692363173464019e-24
3.727135267767717e-11,0.09977366400000001,0.80000000000000004,0.0,0.28932849507023056,0.099988289868258681,0.099998289922079917,2.5718270540208901e-24,1.020377021363785e-19,6.1042829815508489e-18,2.4856168406304897e-17,7.5060997520500852e-22,2.6091728870718621e-23,1.4199777692978235e-15,9.8551742672676063e-53,1.957499357309268e-16,4.9450198841206081e-35,3.4602832440043066e-27,1.2515758305156956e-34,4.1996516436381589e-37,2.2582874394577729e-22,9.5127320395764129e-41,1.1710052266880983e-05,3.4201558379000857e-06,2.5225755952340838e-11,1.5642669050964961e-15,2.4219024783692486e-10,6.1368103462218084e-16,2.2915172431117552e-14,5.4222984291082685e-11,7.0872343388541486e-16,7.8187404575549558e-22,1.2802079626637677e-20,8.5779884847299159e-27,7.9437843005082035e-24,1.8307531213704596e-24
3.7869817376753904e-11,0.09977366400000001,0.80000000000000004,0.0,0.28932825238552312,0.099988102102466933,0.099998262465120447,2.8273683903795009e-24,1.0557844035190367e-19,6.2510070745979071e-18,2.6713646107851234e-17,7.7159161763820566e-22,2.7123104863677795e-23,1.45088871475419e-15,1.0849230274374924e-52,1.9895564808722325e-16,5.2362889699332555e-35,3.5928549834015711e-27,1.3731830946631603e-34,4.5898020446300927e-37,2.3341264689852625e-22,1.0245037392883552e-40,1.1897816750558206e-05,3.4750697567576188e-06,2.5304177845129398e-11,1.5904637018793893e-15,2.4718708358653703e-10,6.1558888487087216e-16,2.2987566461660923e-14,5.5452490244267026e-11,7.4882567190918526e-16,8.1437688561050518e-22,1.3028953599441924e-20,9.2522581627516619e-27,8.5742715428223455e-24,1.9776692358319104e-24
3.846828207583064e-11,0.09977366400000001,0.80000000000000004,0.0,0.28932800970922629,0.09998791434499088,0.099998235008214573,3.1032251262281554e-24,1.091814088056037e-19,6.398694178502238e-18,2.8675280163748053e-17,7.9270141299727155e-22,2.817672119145595e-23,1.481884417340482e-15,1.1923999080648215e-52,2.0216358762319664e-16,5.5392978320941302e-35,3.728038940852973e-27,1.5042448363851521e-34,5.0088500504893703e-37,2.4112754147438377e-22,1.1020092143651314e-40,1.2085572917541879e-05,3.5299835684152094e-06,2.5379861082897202e-11,1.6166432383773973e-15,2.5219617792019938e-10,6.1743010859806326e-16,2.3056821008361319e-14,5.6685746245193032e-11,7.9044927240182497e-16,8.4764885581032862e-22,1.3256138779474035e-20,9.9664408930160677e-27,9.2424874656135937e-24,2.1334649239366578e-24
3.9066746774907376e-11,0.09977366400000001,0.80000000000000004,0.0,0.28932776704134006,0.09998772659583012,0.099998207551362323,3.40061346838729e-24,1.1284669170075122e-19,6.5473428470759759e-18,3.0744985205129921e-17,8.1393528500434337e-22,2.925263767384899e-23,1.5129619339322301e-15,1.3084465031243866e-52,2.0537375976507127e-16,5.8542994331929843e-35,3.8658281693322014e-27,1.645314651338233e-34,5.4584016230113758e-37,2.4897363227855844e-22,1.1839603605895694e-40,1.2273320768199446e-05,3.5848972728756275e-06,2.545293575863858e-11,1.6428226049585358e-15,2.5721713863683354e-10,6.1920787072464077e-16,2.3124814360178527e-14,5.7922620282136119e-11,8.3362324116635139e-16,8.8169476781670347e-22,1.3483634596184829e-20,1.0722126546871866e-26,9.9499563387437817e-24,2.2985009309380484e-24
3.966521147398411e-11,0.09977366400000001,0.80000000000000004,0.0,0.28932752438186454,0.099987538854984334,0.099998180094563655,3.7207985462712686e-24,1.1657437349883832e-19,6.6969523404794112e-18,3.2926749719215006e-17,8.3528933086567752e-22,3.0350912069004221e-23,1.5441184610468313e-15,1.4335823584447234e-52,2.085861697672195e-16,6.1815471751630374e-35,4.0062301424541335e-27,1.7969679434684568e-34,5.9401225282088808e-37,2.5695110909909726e-22,1.2705315523044966e-40,1.2461060302898335e-05,3.639810870142394e-06,2.5523525792388929e-11,1.6691489872475398e-15,2.6224959549158217e-10,6.2092518604230436e-16,2.3189857279177326e-14,5.9162990083832234e-11,8.7837654540371674e-16,9.1651942552382472e-22,1.371143291067997e-20,1.1520936093802232e-26,1.0698233828816417e-23,2.4731453280159817e-24
