Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(49),H2OX(23),COX(50),CHOX(53),CO2X(24)
2.607859971028316e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33223185850871495,0.11382878095217504,0.022575093808417563,6.7714650668124318e-12,9.5581583927800465e-12,1.7782944037736638e-08,3.5456987368427069e-07,3.7358665558945396e-17,4.3219120441288408e-23,2.5886008525291058e-09,2.0252873220532017e-33,2.6337899702276309e-09,8.3836515639558837e-25,1.8779104811347721e-18,8.6581885192963772e-19,4.2627626564431491e-21,1.7443287648481191e-13,4.8992057224516279e-25,0.0048406019100027762,0.00049259133643373744,2.5237260415684596e-10,2.2850903400601572e-06,1.7552917165526785e-14,2.7126843788423165e-10,2.2377552073695761e-07,1.3631896462468333e-10,1.7030637876170042e-09,2.1564702740190909e-10,1.7646045357067335e-15,2.9018005783726136e-13,4.1549951883189489e-16,7.6970685301393686e-15
2.625743497324617e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33221692487721988,0.11381718222753762,0.022573432684216549,6.9424270811603196e-12,9.8447598116242185e-12,1.8289264622767032e-08,3.608440670133534e-07,3.8010283443138752e-17,4.4952504857186973e-23,2.6059802321269131e-09,2.0956953298316041e-33,2.6538923899058196e-09,8.5624403989265875e-25,1.9336992207327153e-18,8.9002336443199429e-19,4.3738413686997545e-21,1.7865654873317364e-13,5.0349671513308141e-25,0.0048521940488241624,0.00049590729105454989,2.5372181090410709e-10,2.3103254538503563e-06,1.764818445784608e-14,2.7460802785543186e-10,2.2404837908181853e-07,1.3874883212294399e-10,1.719583640017596e-09,2.2208391549487154e-10,1.8023869891150541e-15,2.9530245332085048e-13,4.2418203008422436e-16,7.8241844849317226e-15
2.6436270236209182e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33220213594243719,0.11380572767492488,0.022571771830836456,7.1161977383525233e-12,1.0138361435646731e-11,1.8806692831024304e-08,3.6716799592029913e-07,3.86693855456827e-17,4.6741407305637825e-23,2.6233569117756731e-09,2.168081219296816e-33,2.674046448424168e-09,8.7439004440491493e-25,1.990782147799558e-18,9.1469005720643727e-19,4.4868646864614777e-21,1.8295403597515888e-13,5.1736147125696234e-25,0.0048636419809067293,0.00049922265429001129,2.550708368077954e-10,2.3356768252471524e-06,1.7743465600996684e-14,2.7795035711646488e-10,2.2430624524044344e-07,1.4120581808862578e-10,1.7360715590328545e-09,2.2866924562527112e-10,1.8408027621220376e-15,3.0046523520391384e-13,4.329677475109077e-16,7.952153178639203e-15
2.6615105499172193e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33218748991499775,0.11379441550823437,0.022570111246791244,7.2927957464699112e-12,1.0439096999071028e-11,1.9335399507605447e-08,3.7354133076134328e-07,3.9336014032706429e-17,4.8587147829828099e-23,2.6407309281628584e-09,2.2424875344361166e-33,2.6942525202760739e-09,8.9280545984516554e-25,2.0491809454798186e-18,9.3982325502490184e-19,4.6018477476025884e-21,1.8732612998671934e-13,5.3151913907903157e-25,0.0048749474923577684,0.00050253742944168735,2.5641968425174195e-10,2.3611440875164268e-06,1.7838760863882696e-14,2.81295229669088e-10,2.2454944421877935e-07,1.4369003624643274e-10,1.7525274365756126e-09,2.3540543210573981e-10,1.8798603770726875e-15,3.0566813332662711e-13,4.4185693462302833e-16,8.0809709863654928e-15
2.6793940762135205e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33217298502770681,0.11378324396349711,0.022568450930613264,7.4722397358255299e-12,1.0747102074215744e-11,1.9875556934619717e-08,3.799637427795503e-07,4.0010211066138064e-17,5.049106696501458e-23,2.6581023177867601e-09,2.318957457284697e-33,2.714510977131263e-09,9.1149258106648053e-25,2.1089175186994173e-18,9.6542727449795453e-19,4.7188055887665017e-21,1.9177362531912882e-13,5.4597405379278471e-25,0.0048861123471510897,0.00050585161977340684,2.5776835556897127e-10,2.3867268712814497e-06,1.7934070512181528e-14,2.846424600515025e-10,2.2477830014606271e-07,1.462015995482141e-10,1.7689512155500111e-09,2.4229491125224624e-10,1.9195684518412988e-15,3.1091087831297633e-13,4.5084986123317759e-16,8.2106345089514775e-15
2.6972776025098216e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33215861953527126,0.11377221129860464,0.022566790880853019,7.6545482639786747e-12,1.1062514085190668e-11,2.042733882931274e-08,3.8643490432159507e-07,4.0692018803816074e-17,5.2454525919357818e-23,2.6754711169590501e-09,2.3975348133936139e-33,2.7348221878360433e-09,9.3045370785487314e-25,2.170013994803828e-18,9.9150642458274907e-19,4.8377531457648022e-21,1.9629731927097677e-13,5.6073058740201148e-25,0.0048971382873998952,0.00050916522851150682,2.5911685304256614e-10,2.4124248045203198e-06,1.8029394808371469e-14,2.8799187316823628e-10,2.2499313605802877e-07,1.4874062016773394e-10,1.7853428884063838e-09,2.4934014137516398e-10,1.9599357004891964e-15,3.1619320174611892e-13,4.5994680378185173e-16,8.3411405746370841e-15
2.7151611288061227e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33214439171402943,0.11376131579303829,0.022565131096078984,7.8397398207438405e-12,1.1385472321551353e-11,2.099092034209249e-08,3.9295448904975229e-07,4.1381479399599517e-17,5.4478906756425208e-23,2.6928373618073096e-09,2.4782640773068821e-33,2.7551865184135347e-09,9.4969114492237774e-25,2.2324927241891687e-18,1.0180650071001547e-18,4.9587052540129427e-21,2.0089801186007611e-13,5.7579314879976565e-25,0.0049080270336275354,0.00051247825884507821,2.6046517890643095e-10,2.4382375125636538e-06,1.8124734011713511e-14,2.9134330415110904e-10,2.2519427368489153e-07,1.5130720949548176e-10,1.8017024957043889e-09,2.5654360276887774e-10,2.0009709339110198e-15,3.2151483634004699e-13,4.6914804561078137e-16,8.4724862389641921e-15
2.7330446551024238e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33213029986168041,0.11375055574759951,0.022563471574877321,8.0278328331996562e-12,1.1716117951932539e-11,2.1566478054503807e-08,3.9952217215135151e-07,4.2078635003477185e-17,5.6565612578343668e-23,2.710201088277552e-09,2.5611903780433184e-33,2.7756043320638676e-09,9.6920720190034178e-25,2.2963762809296037e-18,1.045107317258042e-18,5.0816766489869056e-21,2.0557650579532622e-13,5.911661838473057e-25,0.0049187802850371564,0.00051579071392621602,2.6181333534605687e-10,2.4641646180923226e-06,1.8220088378613776e-14,2.9469659829925434e-10,2.2538203324183345e-07,1.5390147813369795e-10,1.8180301246297862e-09,2.6390779770062747e-10,2.0426830604833664e-15,3.2687551610942901e-13,4.784538772033464e-16,8.6046687842833882e-15
2.750928181398725e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33211634229701986,0.11373992948414494,0.022561812315851693,8.2188456707012169e-12,1.2054594037599715e-11,2.2154189976993343e-08,4.0613763053800001e-07,4.2783527761673774e-17,5.871606771251616e-23,2.727562332136693e-09,2.6463595045977731e-33,2.796075989164308e-09,9.8900419333361903e-25,2.3616874633899043e-18,1.0726376441990268e-18,5.2066819667650685e-21,2.103336064483905e-13,6.0685417545289429e-25,0.0049293997197766698,0.00051910259687026645,2.6316132449945518e-10,2.4902057411358995e-06,1.8315458162999692e-14,2.9805161089350153e-10,2.2555673322995748e-07,1.5652353589129551e-10,1.8343259074457773e-09,2.7143525039623397e-10,2.085081086725728e-15,3.3227497653051123e-13,4.8786459647201037e-16,8.7376857217177109e-15
2.768811707695026e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33210251735967966,0.11372943534532647,0.022560153317623028,8.412796649901834e-12,1.2401045545910296e-11,2.2754235546446241e-08,4.1280054303350211e-07,4.3496199816752337e-17,6.0931717902023196e-23,2.7449211289749569e-09,2.733817911463479e-33,2.8166018472692776e-09,1.0090844386757258e-24,2.4284492948217211e-18,1.1006602715749604e-18,5.3337357446621316e-21,2.1517012182517186e-13,6.2286164365045001e-25,0.0049398869951986909,0.00052241391075607993,2.6450914845783253e-10,2.5163604990717798e-06,1.8410843615697433e-14,3.0140820696943128e-10,2.2571869024854154e-07,1.5917349177852139e-10,1.8505900200272757e-09,2.7912850702242791e-10,2.1281741179203138e-15,3.3771295469301311e-13,4.9738050899101852e-16,8.8715347896277467e-15
2.786695233991327e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33208882340987078,0.11371907169433421,0.022558494578829313,8.609704039764385e-12,1.2755619363714292e-11,2.336679562358256e-08,4.1951059055501738e-07,4.4216693307714685e-17,6.3214030498257955e-23,2.7622775142082437e-09,2.8236127241674984e-33,2.8371822611103382e-09,1.0294502622845643e-24,2.4966850239497315e-18,1.129179478134525e-18,5.4628524219138173e-21,2.2008686253716775e-13,6.3919314567813113e-25,0.0049502437481174794,0.00052572465862626571,2.6585680926632803e-10,2.5426285066245037e-06,1.8506244985040123e-14,3.0476626126857831e-10,2.2586821881390188e-07,1.6185145400215709e-10,1.8668226803947069e-09,2.8699013566708274e-10,2.1719713587481221e-15,3.431891894469109e-13,5.0700192818187392e-16,9.0062139523390713e-15
2.8045787602876283e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33207525882812716,0.11370883691464007,0.022556836098125355,8.8095860665533025e-12,1.3118464310741087e-11,2.3992052490331565e-08,4.262674562932633e-07,4.4945050370101667e-17,6.5564494653713707e-23,2.7796315230805021e-09,2.9157917448083351e-33,2.8578175825961625e-09,1.050103993418211e-24,2.5664181255562674e-18,1.1581995383102647e-18,5.594046340365324e-21,2.2508464177280793e-13,6.558532760569282e-25,0.0049604715950655066,0.00052903484348744445,2.6720430892489763e-10,2.5690093758651608e-06,1.8601662518011886e-14,3.0812565815690413e-10,2.2600563117929509e-07,1.6455752996081432e-10,1.8830241471996368e-09,2.9502272631911963e-10,2.2164821139448249e-15,3.487034215482186e-13,5.1672917550371024e-16,9.1417214006164415e-15
2.8224622865839294e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3320618220150533,0.11369872940974599,0.022555177874182611,9.0124609188020999e-12,1.348973115288425e-11,2.46301898469735e-08,4.3307082588140001e-07,4.5681313136090227e-17,6.7984621518764058e-23,2.7969831906660387e-09,3.0104034576152241e-33,2.8785081608124306e-09,1.0710479662316243e-24,2.6376723010490507e-18,1.1877247228275345e-18,5.727331745241857e-21,2.3016427526859247e-13,6.7284666666915602e-25,0.0049705721325451089,0.00053234446831050693,2.6855164938901966e-10,2.59550271621189e-06,1.8697096458209416e-14,3.1148629109301154e-10,2.261312371666808e-07,1.6729182623903868e-10,1.89919471815785e-09,3.0322889084493353e-10,2.2617157888993169e-15,3.542553937945419e-13,5.2656258067749845e-16,9.2780555503454934e-15
2.8403458128802305e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33204851139107722,0.11368874760293664,0.022553519905688924,9.2183467522423561e-12,1.3869572615390581e-11,2.5281392809074998e-08,4.3992038755383441e-07,4.6425523734587484e-17,7.0475944441609919e-23,2.8143325518717713e-09,3.1074970345267969e-33,2.8992543420216619e-09,1.0922845197741388e-24,2.7104714790139957e-18,1.2177592993297699e-18,5.8627227859860662e-21,2.3532658128005448e-13,6.9017798683687892e-25,0.0049805469372759068,0.00053565353603087223,2.6989883257028894e-10,2.6221081344302334e-06,1.8792547047115409e-14,3.1484806278995762e-10,2.2624534400779771e-07,1.7005444860299821e-10,1.9153347285908474e-09,3.1161126296172928e-10,2.3076818902682968e-15,3.5984485115425338e-13,5.3650248179633251e-16,9.4152150390055959e-15
2.8582293391765316e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33203532539620539,0.11367888993703451,0.022551862191348374,9.4272616946949734e-12,1.4258143395983646e-11,2.5945847904290347e-08,4.4681583229872734e-07,4.7177724291323046e-17,7.304001917019236e-23,2.8316796414394642e-09,3.2071223407824516e-33,2.9200564696630072e-09,1.1138159979874508e-24,2.7848398157582905e-18,1.2483075330121533e-18,6.0002335171349423e-21,2.4057238055261219e-13,7.078519434003101e-25,0.0049903975664395426,0.00053896204954875023,2.7124586033730035e-10,2.6488252346341687e-06,1.8888014525434463e-14,3.1821088505414889e-10,2.2634825619189048e-07,1.7284550199576608e-10,1.9314445499571548e-09,3.2017249820884845e-10,2.354390026622008e-15,3.6547154088950305e-13,5.4654922547960112e-16,9.5531987258637839e-15
2.8761128654728327e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3320222624897789,0.11366915487415623,0.022550204729881028,9.6392238509480794e-12,1.4655600177964129e-11,2.6623743069120216e-08,4.5375685400862293e-07,4.7937956928941502e-17,7.5678424054986818e-23,2.8490244939479425e-09,3.3093299405178149e-33,2.9409148843520364e-09,1.1356447497037598e-24,2.8608016958503651e-18,1.2793736872572625e-18,6.1398778992088354e-21,2.4590249629238583e-13,7.2587328079620371e-25,0.0050001255579235713,0.00054227001172940247,2.7259273451652283e-10,2.6756536182877347e-06,1.8983499131361064e-14,3.2157467815247558e-10,2.264402753158381e-07,1.7566509053157203e-10,1.9475245883393806e-09,3.289152739184558e-10,2.4018499090571481e-15,3.7113521267662773e-13,5.5670316704530371e-16,9.692005692164719e-15
2.893996391769134e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33200932115023368,0.11365954089547291,0.022548547520022753,9.8542513075770716e-12,1.5062101643198566e-11,2.7315267645445147e-08,4.6074314962037691e-07,4.8706263767091215e-17,7.8392760254936701e-23,2.8663671438152564e-09,3.4141711023815123e-33,2.9618299238804593e-09,1.1577731286447169e-24,2.9383817326431944e-18,1.310962024285192e-18,6.2816697996649541e-21,2.5131775413682834e-13,7.4424678113620943e-25,0.0050097324305608979,0.00054557742540340824,2.7393945689254094e-10,2.7025928842064768e-06,1.9079001099453454e-14,3.2493937096029119e-10,2.2652169994426631e-07,1.7851331749116859e-10,1.9635752829028498e-09,3.3784228918284333e-10,2.4500713517288074e-15,3.768356187200992e-13,5.6696467051582943e-16,9.8316352328006548e-15
2.911879918065435e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33199649987486535,0.11365004650097514,0.022546890560525026,1.0072362137687252e-11,1.5477808484998436e-11,2.8020612376844249e-08,4.6777441924492551e-07,4.9482686922510728e-17,8.1184651946677764e-23,2.8837076253007962e-09,3.5216978051723646e-33,2.9828019232157932e-09,1.1802034934211398e-24,3.0176047687820417e-18,1.3430768058154784e-18,6.4256229939088821e-21,2.5681898212517973e-13,7.6297726428520409e-25,0.0050192196843650005,0.00054888429336693125,2.7528602920908752e-10,2.7296426285595022e-06,1.917452066629994e-14,3.2830490105590665e-10,2.2659282547980512e-07,1.8139028531801921e-10,1.9795971044557696e-09,3.4695626481850434e-10,2.4990642725506903e-15,3.8257251385743135e-13,5.7733410877030509e-16,9.9720868580711582e-15
2.929763444361736e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33198379717959597,0.11364067020924008,0.022545233850154743,1.0293574405605326e-11,1.590288342092719e-11,2.8739969404782081e-08,4.7485036629114481e-07,5.0267268509114198e-17,8.4055746535892483e-23,2.9010459725073801e-09,3.6319627434893211e-33,3.0038312145010088e-09,1.2029382075331586e-24,3.0984958767025903e-18,1.3757222937331577e-18,6.5717511663362847e-21,2.6240701066881699e-13,7.820695879396306e-25,0.005028588800762691,0.00055219061838198964,2.766324531698697e-10,2.7568024448728124e-06,1.9270058066730484e-14,3.3167121390448064e-10,2.266539440401798e-07,1.8429609561226503e-10,1.9955905540151007e-09,3.5625994332821875e-10,2.5488386937667517e-15,3.8834565565750258e-13,5.8781186366752088e-16,1.0113360293059327e-14
2.9476469706580372e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33197121159874238,0.11363141055719944,0.022543577387693997,1.0517906171559068e-11,1.6337491205579651e-11,2.9473532264757799e-08,4.8197069758815682e-07,5.1060050638076141e-17,8.7007714869033022e-23,2.9183822193833302e-09,3.7450193333851621e-33,3.024918127054168e-09,1.2259796393704914e-24,3.1810803591254151e-18,1.4089027507550886e-18,6.7200679113825857e-21,2.6808267252157527e-13,8.0152864770584298e-25,0.0050378412428261649,0.00055549640317672535,2.7797873043884406e-10,2.7840719240324324e-06,1.9365613526738284e-14,3.3503826233326999e-10,2.2670534433659792e-07,1.8723084912479547e-10,2.0115561613454096e-09,3.6575608886256109e-10,2.5994047424118751e-15,3.9415480451871698e-13,5.9839832600989848e-16,1.0255455469743991e-14
2.9655304969543383e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33195874168478778,0.11362226609991175,0.02254192117193991,1.074537549625729e-11,1.6781798643242036e-11,3.0221495882226272e-08,4.8913512349727519e-07,5.1861075417913126e-17,9.0042251447852044e-23,2.9357163997244992e-09,3.8609217180420645e-33,3.0460629873680122e-09,1.2493301622134681e-24,3.2653837495344975e-18,1.4426224411050441e-18,6.8705867346246115e-21,2.7384680274988673e-13,8.2135937717846249e-25,0.0050469784555007948,0.00055880165044567686,2.793248626409395e-10,2.811450654286124e-06,1.9461187280281182e-14,3.3840600801690622e-10,2.2674731156057292e-07,1.9019464575628173e-10,2.0274944834443504e-09,3.754474871779802e-10,2.650772651068635e-15,3.9999972376229259e-13,6.0909389553071514e-16,1.0398372523836765e-14
2.9834140232506394e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33194638600815801,0.11361323541033844,0.022540265201704424,1.0976000445367936e-11,1.7235974600427316e-11,3.0984056568303673e-08,4.9634335801419221e-07,5.2670384954564089e-17,9.3161074647500609e-23,2.9530485471762496e-09,3.9797247734680673e-33,3.0672661191095128e-09,1.2729921542347644e-24,3.3514318126394251e-18,1.4768856311954232e-18,7.0233210539286918e-21,2.7970023870274994e-13,8.4156674801875771e-25,0.0050560018658288982,0.00056210636285005538,2.8067085136331115e-10,2.8389382212492378e-06,1.9556779559193538e-14,3.4177441939604043e-10,2.2678012728397884e-07,1.9318758454902504e-10,2.0434061031539128e-09,3.8533694559161423e-10,2.7029527584364447e-15,4.0588017971036039e-13,6.1989898115668975e-16,1.0542111799630436e-14
3.001297549546941e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33193414315699993,0.11360431707912277,0.022538609475814153,1.1209799093942587e-11,1.7700190018326578e-11,3.1761412015339596e-08,5.0359511886547943e-07,5.3488021351469773e-17,9.6365926936973829e-23,2.9703786952354056e-09,4.1014841142067697e-33,3.0885278431194046e-09,1.2969679985015447e-24,3.4392505448270739e-18,1.5116965903102971e-18,7.1782842006229133e-21,2.8564381998159803e-13,8.6215577003305514e-25,0.0050649128831711234,0.00056541054301802098,2.8201669815546525e-10,2.8665342079089977e-06,1.9652390585371548e-14,3.4514347151204698e-10,2.2680406936286149e-07,1.9620976368186143e-10,2.0592916278051067e-09,3.9542729293407211e-10,2.7559555097365216e-15,4.1179594176379274e-13,6.3081400086783925e-16,1.0686673840316675e-14
3.019181075843242e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33192201173696051,0.11359550971436869,0.022536953993110145,1.1446789530823778e-11,1.8174617925240412e-11,3.255376129245066e-08,5.1089012760369153e-07,5.4314026709648681e-17,9.9658575097277821e-23,2.9877068772521949e-09,4.226256099050768e-33,3.1098484774117091e-09,1.3212600829777141e-24,3.5288661746107115e-18,1.5470595912873936e-18,7.3354894206746059e-21,2.9167838841013688e-13,8.8313149125116835e-25,0.0050737128994271709,0.00056871419354496153,2.8336240452923378e-10,2.8942381946265782e-06,1.9748020586421777e-14,3.4851314814003785e-10,2.2681941184041208e-07,1.9926128046969069e-10,2.0751516878052372e-09,4.0572137950165224e-10,2.8097914573125445e-15,4.1774678248330279e-13,6.4183938140184577e-16,1.0832059375474885e-14
3.037064602139544e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3319099903709698,0.1135868119414245,0.022535298752447759,1.1686989862903763e-11,1.8659433448869801e-11,3.3361304840826692e-08,5.1822810969268319e-07,5.5148443127774673e-17,1.0304081044544338e-22,3.0050331264321417e-09,4.3540978367775132e-33,3.1312283371732391e-09,1.3458708005268728e-24,3.6203051630623136e-18,1.5829789112035299e-18,7.4949498759080175e-21,2.9780478800401178e-13,9.0449899800487776e-25,0.005082403289252458,0.00057201731699377104,2.847079719610785e-10,2.922049759144602e-06,1.9843669800046271e-14,3.5188343909567378e-10,2.2682642486463281e-07,2.0234223135552964e-10,2.090986935174003e-09,4.1622207700509534e-10,2.8644712615348756e-15,4.237324776523549e-13,6.5297555880511349e-16,1.0978269337468126e-14
3.054948128435845e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33189807769902885,0.11357822240267051,0.022533643752696418,1.1930418219269455e-11,1.9154813828444224e-11,3.4184244468782783e-08,5.2560879458208467e-07,5.5991312702252457e-17,1.0651444906210923e-22,3.0223574758379136e-09,4.4850671919104044e-33,3.1526677347630508e-09,1.3708025489160255e-24,3.7135942042249255e-18,1.6194588320617328e-18,7.656678645262103e-21,3.0402386494028233e-13,9.2626341500650105e-25,0.0050909854102702996,0.00057531991589513428,2.8605340189203033e-10,2.9499684765939045e-06,1.9939338442238652e-14,3.552543389308739e-10,2.2682537461531157e-07,2.05452711903139e-10,2.106798042262505e-09,4.269322785144647e-10,2.9200056909164752e-15,4.2975280633501019e-13,6.6422297822757196e-16,1.1125304850289788e-14
3.0728316547321467e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33188627237799662,0.11356973975730621,0.022531988992739498,1.21770927553921e-11,1.9660938426873969e-11,3.5022783346852861e-08,5.3303191578391731e-07,5.6842677527287267e-17,1.1008133201368342e-22,3.0396799583911645e-09,4.6192227904759149e-33,3.1741669797119271e-09,1.3960577308191601e-24,3.8087602255273298e-18,1.6565036414751836e-18,7.8206887260404422e-21,3.1033646752693072e-13,9.4842990542745053e-25,0.0050994606032848571,0.00057862199274780885,2.8739869572634361e-10,2.9779939194950893e-06,2.0035026715175874e-14,3.5862585073330559e-10,2.2681652322368735e-07,2.0859281679833041e-10,2.1225857005325485e-09,4.3785489840467388e-10,2.9764056223505047e-15,4.358075509454181e-13,6.7558209318441428e-16,1.1273167202694966e-14
3.090715181028448e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33187457308138119,0.11356136268114228,0.022530334471474105,1.2427031657087174e-11,2.0177988742722186e-11,3.5877126002586929e-08,5.4049721093706587e-07,5.7702579694957913e-17,1.1374332558215941e-22,3.0570006068743307e-09,4.7566240257900287e-33,3.1957263787218125e-09,1.421638753821678e-24,3.9058303881789877e-18,1.6941176333526337e-18,7.9869930352023577e-21,3.1674344617214764e-13,9.7100367097690531e-25,0.0051078301924890115,0.00058192355001891142,2.8874385483519102e-10,3.0061256577656595e-06,2.0130734885185548e-14,3.6199798509565755e-10,2.268001287094301e-07,2.1176263984606218e-10,2.1383506190272778e-09,4.4899287229651915e-10,3.0336820429985834e-15,4.4189649729615879e-13,6.8705336646035753e-16,1.1421857877807789e-14
3.1085987073247495e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33186297849913543,0.11355308986639581,0.022528680187810929,1.2680253144386084e-11,2.0706148422044119e-11,3.674747831516773e-08,5.4800442186470145e-07,5.8571061295290824e-17,1.1750232149881944e-22,3.0743194539323823e-09,4.8973310642633326e-33,3.2173462356652519e-09,1.4475480304253263e-24,4.0048320875499767e-18,1.7323051085789898e-18,8.1556044106730032e-21,3.2324565335349337e-13,9.9398995198057952e-25,0.0051160954856691735,0.00058522459014420506,2.9008888055704375e-10,3.034363258732421e-06,2.022646318191032e-14,3.653707542967662e-10,2.2677644492918941e-07,2.1496227395517943e-10,2.1540935231429587e-09,4.6034915699491554e-10,3.0918460498452814e-15,4.4801943463446644e-13,6.9863726996874932e-16,1.1571378547019274e-14
3.126482233621051e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33185148733745157,0.11354492002148527,0.022527026140674058,1.2936775475475626e-11,2.1245603270212137e-11,3.7634047510046914e-08,5.5555329463257014e-07,5.9448164416324671e-17,1.2136023717030152e-22,3.0916365320745788e-09,5.0414048512046569e-33,3.2390268515848214e-09,1.4737879780530745e-24,4.1057929535465556e-18,1.7710703756947101e-18,8.3265356126512081e-21,3.2984394358707873e-13,1.0173940274594896e-24,0.00512425777441041,0.00058852511552838645,2.9143377419426902e-10,3.0627062871350331e-06,2.0322211720074836e-14,3.6874417528909642e-10,2.2674572151523651e-07,2.1819181113604628e-10,2.169815153630659e-09,4.7192673042739239e-10,3.1509088486651818e-15,4.5417615569611987e-13,7.103342834580106e-16,1.1721731024035959e-14
3.1443657599173524e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33184009831856054,0.11353685187083051,0.022525372329000815,1.3196616950365243e-11,2.1796541263569879e-11,3.853704215325419e-08,5.6314357959504992e-07,6.0333931144173909e-17,1.2531901590992042e-22,3.1089518736761689e-09,5.1889071166568803e-33,3.2607685246925486e-09,1.5003610190548497e-24,4.2087408509709645e-18,1.8104177515707663e-18,8.4997993249482325e-21,3.3653917339649794e-13,1.0412212152088871e-24,0.0051323183342962975,0.00059182512854537685,2.9277853701638756e-10,3.091154305123399e-06,2.0417980776544679e-14,3.7211827962559085e-10,2.2670820381995933e-07,2.2145134251742392e-10,2.1855162650753999e-09,4.8372859157772953e-10,3.2108817576004574e-15,4.6036645675671251e-13,7.2214489534472841e-16,1.187291728825599e-14
3.162249286213654e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33182881018053251,0.11352888415465302,0.022523718751741608,1.3459795914495915e-11,2.2359152561050724e-11,3.9456672145712942e-08,5.7077503144182642e-07,6.1228403563109363e-17,1.2938062718026035e-22,3.1262655109800749e-09,5.3399003812332831e-33,3.2825715503693335e-09,1.527269580713275e-24,4.3137038798792848e-18,1.8503515620785919e-18,8.6754081563272134e-21,3.4333220128178439e-13,1.0654768718772e-24,0.0051402784251087597,0.00059512463153861149,2.9412317026706071e-10,3.1197068722819344e-06,2.0513770734394094e-14,3.7549309653731072e-10,2.2666413288642286e-07,2.2474095831837583e-10,2.2011976245363991e-09,4.9575776041957258e-10,3.2717762086561975e-15,4.6659013763906551e-13,7.3406960421581959e-16,1.2024939541587102e-14
3.1782297564715766e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33181880758947047,0.11352184827041996,0.022522241335589131,1.3697807637210433e-11,2.2871927201062354e-11,4.0292687241095962e-08,5.7762902278966543e-07,6.2035091383544391e-17,1.3309865513745161e-22,3.1417353206656436e-09,5.4778310414430345e-33,3.302106576320744e-09,1.5516005459144148e-24,4.4092253836755472e-18,1.8865355449953614e-18,8.8343240622271733e-21,3.494857997772274e-13,1.087518293595297e-24,0.0051473074661547262,0.00059807259188968305,2.9532460719105706e-10,3.1453091404667578e-06,2.0599384973719395e-14,3.7850941354334311e-10,2.2661940065029257e-07,2.2770603876909626e-10,2.2151941934626135e-09,5.0670165097289099e-10,3.3269797187824645e-15,4.7217961247462598e-13,7.4482230039466901e-16,1.2161493657987617e-14
