Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(45),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2OX(23),CHOX(50),H2X(46),CO2X(24),COX(47)
1.3789497572472867e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19240431124773627,0.099663220299539612,0.09992273670138789,3.7529705917762253e-19,4.451872381688619e-16,5.1115771918428942e-13,1.4070374033255781e-16,2.250091742817877e-18,1.1720078534136081e-36,7.4163483819246945e-17,1.1710304700040623e-55,3.7117416541513083e-19,1.1595587632228085e-38,5.9879348215514186e-24,1.0290902644444244e-34,4.2537748507760352e-37,4.6938575585902915e-24,1.0387812788846897e-44,0.00033674572369389653,0.0001545253180290325,5.5828798200892975e-10,1.341289356515284e-07,3.5118151294555785e-16,9.7395568995786047e-11,3.2046725917805677e-08,4.8313889598732527e-12,1.2743564782385282e-09,6.6289921378190048e-15,7.0516245042732871e-19,1.0582383865942119e-15,7.0457870180376491e-20,5.5008579104270904e-20
1.3870206239149676e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19240153702789359,0.099661348646412157,0.099922285807513458,3.8641008189326874e-19,4.5585647363192529e-16,5.2032676020772391e-13,1.4402607957739625e-16,2.2638656642422355e-18,1.214077456578509e-36,7.4608456832937296e-17,1.2009217443696756e-55,3.7558621126558041e-19,1.1756222666699962e-38,6.0946413954552961e-24,1.0597057602102199e-34,4.3807872564700793e-37,4.7770378087008802e-24,1.0588540176708049e-44,0.00033861717614034985,0.00015542708336206327,5.5835520684507967e-10,1.3493026064867127e-07,3.5122529670596954e-16,9.851724640332303e-11,3.2223859359487873e-08,4.8884341578317383e-12,1.2967151419383972e-09,6.7500788358390999e-15,7.2183290004070301e-19,1.0825406627002022e-15,7.2113858873104278e-20,5.6549543878650836e-20
1.3950914905826485e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19239876395682093,0.099659478111810584,0.099921834928673472,3.9778350379919175e-19,4.6671952018038321e-16,5.2960516524396896e-13,1.4740641235044271e-16,2.2776429028261742e-18,1.2573951095864655e-36,7.5053474134938469e-17,1.2314073988828318e-55,3.8002435537758808e-19,1.191830209016958e-38,6.2026171930355297e-24,1.0910426370283266e-34,4.5108088652826615e-37,4.8611966049221834e-24,1.0792041575540614e-44,0.00034048751003963682,0.00015632881837187999,5.5842243543060139e-10,1.3573166437248445e-07,3.5126909998261291e-16,9.9644696068434372e-11,3.2400754319608508e-08,4.9458168180240888e-12,1.3193277787978777e-09,6.8727104847867499e-15,7.3879435448105698e-19,1.1072481583266526e-15,7.3798528358326618e-20,5.8123739795121683e-20
1.4031623572503293e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19239599203384389,0.099657608695070676,0.099921384064862173,4.0942181866943501e-19,4.7777882899783905e-16,5.38993591481547e-13,1.5084539237512947e-16,2.2914234591540747e-18,1.3019900894527375e-36,7.5498535727574523e-17,1.262496143123958e-55,3.8448859820098332e-19,1.2081834166838428e-38,6.3118699293136041e-24,1.1231134365710394e-34,4.6438924789192122e-37,4.9463397070387252e-24,1.0998341881678559e-44,0.00034235672605597564,0.0001572305230687323,5.5848966776344164e-10,1.3653314684503921e-07,3.5131292241086527e-16,1.0077790189637374e-10,3.2577409555408817e-08,5.0035370004727872e-12,1.3421956495175103e-09,6.9968993019521356e-15,7.5605006936518219e-19,1.1323650552921178e-15,7.5512196204515983e-20,5.9731665487997565e-20
1.4112332239180102e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19239322125828823,0.099655740395528561,0.099920933216073843,4.2132956069508624e-19,4.8903686679230364e-16,5.4849269624158489e-13,1.543436759741903e-16,2.3052073338102872e-18,1.347892085117132e-36,7.5943641613168122e-17,1.2941967590741718e-55,3.8897894018621808e-19,1.2246827198060902e-38,6.4224073223558985e-24,1.1559308147211616e-34,4.7800913891875787e-37,5.0324728753759721e-24,1.1207466107452211e-44,0.00034422482485326248,0.00015813219746286714,5.5855690384154818e-10,1.3733470808713648e-07,3.5135676440318318e-16,1.0191684907953082e-10,3.2753823825982832e-08,5.0615947446950108e-12,1.3653200116570254e-09,7.1226575537933214e-15,7.7360332254723533e-19,1.1578955480247386e-15,7.7255181099617269e-20,6.1373822895291176e-20
1.419304090585691e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19239045162948026,0.099653873212520866,0.099920482382302694,4.3351132998428808e-19,5.0049612561381706e-16,5.5810313706085748e-13,1.5790192367522761e-16,2.3189945273791165e-18,1.3951314615396974e-36,7.6388791794039442e-17,1.3265181469639719e-55,3.934953817847588e-19,1.241328954554388e-38,6.5342370951659216e-24,1.1895076136637931e-34,4.9194596876230563e-37,5.1196018711338798e-24,1.1419439454704657e-44,0.00034609180709486986,0.00015903384156452756,5.5862414366287033e-10,1.3813634812031937e-07,3.5140062633080789e-16,1.0306152206286969e-10,3.2929995896292459e-08,5.1199900887977474e-12,1.3887021176542851e-09,7.249997586981316e-15,7.9145741612068595e-19,1.1838438513142097e-15,7.9027803287017396e-20,6.3050719318496756e-20
1.427374957253372e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19238768314674681,0.099652007145384566,0.099920031563542996,4.459717705252311e-19,5.1215911438262758e-16,5.6782557161967441e-13,1.6152079878334156e-16,2.3327850404448378e-18,1.4437390386096221e-36,7.6833986272507144e-17,1.359469286266927e-55,3.9803792344874604e-19,1.2581229611009735e-38,6.6473669740346935e-24,1.2238567996484504e-34,5.0620519986176482e-37,5.2077324560924981e-24,1.163428725149914e-44,0.0003479576734438239,0.00015993545538395352,5.5869138722535783e-10,1.3893806696768765e-07,3.5144450771806761e-16,1.0421190370909802e-10,3.3105924536288158e-08,5.1787230926681366e-12,1.4123432165399151e-09,7.3789318020690171e-15,8.0961565873273779e-19,1.2102141933785793e-15,8.0830384503291708e-20,6.4762865611973674e-20
1.4354458239210529e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19238491580941497,0.099650142193457053,0.099919580759789003,4.5871558669433982e-19,5.2402836529019999e-16,5.7766065779481196e-13,1.6520096839245353e-16,2.3465788735916845e-18,1.4937462618081318e-36,7.7279225050887679e-17,1.3930592652785526e-55,4.0260656563124706e-19,1.2750655851037025e-38,6.7618046897597435e-24,1.2589915096665797e-34,5.2079236798904224e-37,5.2968703928295584e-24,1.1852035000182791e-44,0.00034982242456267594,0.00016083703893138155,5.5875863452696235e-10,1.3973986465096527e-07,3.5148840841114619e-16,1.0536797825507209e-10,3.3281608519236213e-08,5.2377938117815502e-12,1.4362445526532602e-09,7.5094726736264232e-15,8.2808136616458433e-19,1.2370108207151677e-15,8.2663247904339686e-20,6.6510777498349679e-20
1.4435166905887337e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19238214961681221,0.099648278356076134,0.09991912997103497,4.7174752160581106e-19,5.3610642542527462e-16,5.8760905358787058e-13,1.6894310199480048e-16,2.3603760274038638e-18,1.5451849869575695e-36,7.7724508131496107e-17,1.4272972430523581e-55,4.0720130878592261e-19,1.2921576757135903e-38,6.8775579759901952e-24,1.2949249902845468e-34,5.3571305603210087e-37,5.387021444431258e-24,1.2072708314788386e-44,0.00035168606111367573,0.0001617385922170457,5.5882588556563602e-10,1.4054174119003751e-07,3.5153232949533535e-16,1.0652973180505335e-10,3.3457046619545886e-08,5.2972022693490585e-12,1.4604073673225049e-09,7.6416327237815505e-15,8.4685788136365787e-19,1.2642379913648932e-15,8.4526717661505988e-20,6.8294973794355187e-20
1.4515875572564146e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19237938456826664,0.099646415632580004,0.099918679197275206,4.8507237749617982e-19,5.4839586469205991e-16,5.976714171914829e-13,1.7274787273652385e-16,2.3741765024655435e-18,1.5980876914234854e-36,7.8169835516645358e-17,1.4621924856201559e-55,4.1182215336733798e-19,1.3094000874134244e-38,6.9946345707245376e-24,1.3316706552865785e-34,5.509729187543015e-37,5.4781913747534404e-24,1.2296332980468841e-44,0.00035354858375861282,0.0001626401152511766,5.5889314033933228e-10,1.413436966077588e-07,3.5157627117729618e-16,1.0769714747233253e-10,3.3632237619209995e-08,5.3569485048082208e-12,1.4848328972819478e-09,7.7754245469010258e-15,8.6594857325447238e-19,1.2918999809423343e-15,8.6421119601477394e-20,7.0115978041428903e-20
1.4596584239240955e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1923766206631064,0.099644554022307139,0.099918228438503939,4.986949965489277e-19,5.6089926836302412e-16,6.0784840692732871e-13,1.7661595619818395e-16,2.3879802993608633e-18,1.6524872821515803e-36,7.861520720864699e-17,1.4977543326061095e-55,4.1646909983066863e-19,1.3267936782590332e-38,7.1130422149144318e-24,1.3692420315336898e-34,5.6657765957898924e-37,5.57038594817004e-24,1.2522934897647557e-44,0.00035540999315896896,0.00016354160804400245,5.5896039884600604e-10,1.4214573092938687e-07,3.5162023184714433e-16,1.0887020591485315e-10,3.3807180305774994e-08,5.417032605905153e-12,1.5095223761667894e-09,7.9108607874320424e-15,8.8535680062254112e-19,1.3200010767463126e-15,8.8346781154518511e-20,7.1974316939480969e-20
1.4677292905917764e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19237385790066025,0.099642693524596607,0.099917777694715451,5.1262028219553303e-19,5.7361924538302528e-16,6.1814068131389154e-13,1.8054803169900728e-16,2.4017874186739212e-18,1.7084173117741343e-36,7.9060623209810296e-17,1.5339922348033984e-55,4.211421486320258e-19,1.3443393117969891e-38,7.2327886540301349e-24,1.4076528191575923e-34,5.8253305641837008e-37,5.6636109298572383e-24,1.2752540144415226e-44,0.00035727028997575258,0.00016444307060574782,5.5902766108361208e-10,1.4294784417502642e-07,3.5166421177038852e-16,1.1004889297532874e-10,3.3981873466360626e-08,5.4774546227979896e-12,1.5344770328529166e-09,8.0479541653743912e-15,9.0508592798619451e-19,1.3485455840139974e-15,9.0304030895546672e-20,7.3870522047359737e-20
1.4758001572594573e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19237109628025739,0.099640834138787687,0.09991732696590401,5.2685318763145858e-19,5.8655842386158536e-16,6.2854889902776839e-13,1.845447815548811e-16,2.4155978609887835e-18,1.7659118748591097e-36,7.9506083522442989e-17,1.5709157349659665e-55,4.2584130022827945e-19,1.3620378560005807e-38,7.3538816371232312e-24,1.446916859134492e-34,5.9884494783738795e-37,5.7578720856353981e-24,1.2985174942839729e-44,0.0003591294748695917,0.00016534450294663448,5.5909492705010759e-10,1.4375003636313448e-07,3.5170821380666593e-16,1.1123319621402834e-10,3.4156315890237877e-08,5.5382145312950103e-12,1.5596980923463246e-09,8.1867174617157665e-15,9.2513938351487528e-19,1.3775378223319686e-15,9.2293198144120932e-20,7.5805128831618187e-20
1.4838710239271381e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1923683358012272,0.099638975864220186,0.099916876252063941,5.4139871208264052e-19,5.9971944971515703e-16,6.3907371889282623e-13,1.8860689083243183e-16,2.4294116268894839e-18,1.825005563544479e-36,7.9951588148851007e-17,1.6085344604209256e-55,4.3056655507700016e-19,1.379890182926805e-38,7.4763289165888474e-24,1.4870481227858996e-34,6.1551922851002313e-37,5.8531751819031554e-24,1.3220865648782651e-44,0.00036098754850076326,0.00016624590507688139,5.5916219674344942e-10,1.445523075210104e-07,3.5175223537020393e-16,1.1242309421208173e-10,3.4330506379229905e-08,5.5993124396255307e-12,1.5851867760790583e-09,8.3271635147893437e-15,9.4552056862360651e-19,1.4069821244346974e-15,9.4314614599742806e-20,7.7778676362092066e-20
1.4911348039280509e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19236585234541981,0.09963730436667538,0.099916470622403608,5.5476114422877705e-19,6.1175625441960652e-16,6.4864629625284734e-13,1.9231924001806834e-16,2.4418468583486851e-18,1.8795861501397313e-36,8.0352580202800687e-17,1.6429937598614282e-55,4.3484160310048421e-19,1.3960894855973611e-38,7.5876958017048982e-24,1.5239193940826202e-34,6.3084084344329738e-37,5.9398435941008285e-24,1.3435621981520276e-44,0.0003626588651846594,0.00016705714117245057,5.592227426522238e-10,1.452744190999119e-07,3.5179187182392017e-16,1.1349877317900104e-10,3.4487061422780434e-08,5.6545895820084317e-12,1.6083564166460651e-09,8.4550143790006751e-15,9.641466738888017e-19,1.433872102964504e-15,9.6161737323571905e-20,7.9588612064467501e-20
1.4983985839289636e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19236336981309324,0.099635633768220794,0.099916065004861276,5.6838460629529191e-19,6.2397687190790773e-16,6.5831433565015862e-13,1.9608559146552496e-16,2.4542847828111677e-18,1.9355165148247714e-36,8.0753608154453327e-17,1.6780312199009569e-55,4.3913779546441246e-19,1.412414704512118e-38,7.7001716061545128e-24,1.5615149431871384e-34,6.4646520543362355e-37,6.0273648540712917e-24,1.3652894494340137e-44,0.00036432928276109068,0.0001678683528131223,5.5928329157660276e-10,1.4599659467712392e-07,3.5183152503686151e-16,1.1457896025313311e-10,3.4643410554671339e-08,5.7101405597359813e-12,1.6317447037211386e-09,8.5842481770730753e-15,9.8304352583535684e-19,1.4611349537712251e-15,9.803549456510646e-20,8.1430928341059567e-20
1.5056623639298763e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19236088820375966,0.099633964068375991,0.099915659399432769,5.8227286148052956e-19,6.3638327701411227e-16,6.6807831774407957e-13,1.9990645160082935e-16,2.4667254007026154e-18,1.9928231743319443e-36,8.1154672005485871e-17,1.7136540784570609e-55,4.4345513250415919e-19,1.4288664858755697e-38,7.8137619900135055e-24,1.5998452914904847e-34,6.6239675655840762e-37,6.1157431670440487e-24,1.3872702746260077e-44,0.00036599880171050042,0.00016867954000633964,5.5934384351510008e-10,1.4671883426942756e-07,3.5187119489395231e-16,1.1566364297050161e-10,3.4799552907504863e-08,5.7659654104502546e-12,1.6553525185022331e-09,8.7148744158320624e-15,1.0022136418376265e-18,1.4887738688688033e-15,9.9936130520868725e-20,8.3306027400129201e-20
1.512926143930789e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1923584075169312,0.09963229526666062,0.099915253806113921,5.9642969187845431e-19,6.4897745187767326e-16,6.7793872325367128e-13,2.0378232794625435e-16,2.479168712448698e-18,2.0515328571281099e-36,8.1555771757574638e-17,1.7498696089765516e-55,4.4779361455538452e-19,1.4454454775438324e-38,7.9284726147205028e-24,1.6389210139343341e-34,6.7863996199183029e-37,6.2049827384894902e-24,1.4095066351249686e-44,0.00036766742251319117,0.00016949070275954457,5.5940439846622931e-10,1.4744113789391021e-07,3.5191088107697314e-16,1.1675280855364109e-10,3.495548761566295e-08,5.8220641774032326e-12,1.6791807407207305e-09,8.8469026260503192e-15,1.021659546761323e-18,1.5167920454860227e-15,1.0186389027550016e-19,8.5214312900164048e-20
1.5201899239317017e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19235592775212054,0.099630627362594773,0.099914848224900599,6.1085892212515997e-19,6.6176139515209463e-16,6.8789603303181728e-13,2.0771373048715922e-16,2.4916147184750579e-18,2.1116727635333446e-36,8.1956907412394464e-17,1.7866851640021745e-55,4.5215324195439346e-19,1.4621523310924772e-38,8.044309144753429e-24,1.6787528059803211e-34,6.951993388625099e-37,6.2950877744181498e-24,1.4320005047580136e-44,0.0003693351456491473,0.00017030184108017673,5.5946495642850545e-10,1.4816350556668427e-07,3.5195058385412123e-16,1.1784644520919146e-10,3.5111213815848232e-08,5.8784368908261114e-12,1.7032302468023737e-09,8.9803423914929901e-15,1.0413837797291507e-18,1.5451926925601848e-15,1.0381901994339953e-19,8.715619176684174e-20
1.5274537039326144e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19235344890884035,0.09962896035569857,0.09991444265578861,6.255644000171984e-19,6.7473711446508557e-16,6.979507280039704e-13,2.1170117053975853e-16,2.504063419207321e-18,2.1732703546743001e-36,8.2358078971619375e-17,1.8241081395942374e-55,4.5653401503784147e-19,1.4789877001134888e-38,8.1612772462337877e-24,1.7193514287289672e-34,7.1207943261816125e-37,6.3860624811327585e-24,1.4547538641085055e-44,0.00037100197159818069,0.00017111295497567464,5.5952551740044309e-10,1.4888593730369711e-07,3.5199030367722977e-16,1.1894454131183265e-10,3.5266730646394388e-08,5.9350835758240745e-12,1.7275019113733139e-09,9.1152033249122626e-15,1.061388889417653e-18,1.5739790253486236e-15,1.0580176632942462e-19,8.9132072694230107e-20
1.5347174839335271e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19235097098660361,0.099627294245492604,0.099914037098773834,6.4055002019134403e-19,6.8790663562762117e-16,7.0810328924222217e-13,2.1574516209583443e-16,2.5165148150710859e-18,2.2363536184268038e-36,8.2759286436921817e-17,1.8621460196454788e-55,4.6093593414309223e-19,1.4959522422669302e-38,8.2793825886047005e-24,1.7607277760328995e-34,7.2928484597742105e-37,6.4779110655236783e-24,1.4777687074514989e-44,0.00037266790083975623,0.00017192404445347419,5.5958608138055859e-10,1.4960843312202728e-07,3.5203004035011177e-16,1.2004708408658775e-10,3.5422037250422379e-08,5.9920042718138355e-12,1.7519966054211406e-09,9.2514950977700187e-15,1.0816774285843479e-18,1.6031542718015931e-15,1.0781237697707362e-19,9.114236794166116e-20
1.5419812639344398e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19234849398492382,0.099625629031497576,0.099913631553852092,6.5581970547494763e-19,7.0127199540670857e-16,7.1835419790705994e-13,2.1984622074860551e-16,2.5289689064919295e-18,2.3009508614273179e-36,8.3160529809973289e-17,1.9008063411927963e-55,4.6535899960793568e-19,1.5130466176556373e-38,8.3986308433214794e-24,1.80289282166143e-34,7.4682021614634491e-37,6.5706377348365974e-24,1.5010470373112933e-44,0.0003743329338531303,0.00017273510952100978,5.5964664836736839e-10,1.503309930393577e-07,3.5206979325435678e-16,1.2115406014080295e-10,3.5577132773858675e-08,6.0491990288976249e-12,1.7767151977450651e-09,9.3892274172660386e-15,1.1022519558603683e-18,1.6327216674593243e-15,1.0985110027919589e-19,9.3187491906977161e-20
1.5492450439353525e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19234601790331443,0.099623964713234578,0.09991322602101925,6.7137742736569585e-19,7.1483524953642566e-16,7.2870393531057718e-13,2.2400486483467453e-16,2.5414256938953993e-18,2.3670909419295637e-36,8.3561809092443659e-17,1.9400967327570542e-55,4.6980321177089607e-19,1.5302714905876611e-38,8.5190276852752318e-24,1.8458576773551999e-34,7.6469023988108357e-37,6.6642466969292581e-24,1.5245908705019063e-44,0.00037599707111720136,0.00017354615018571337,5.5970721835938987e-10,1.5105361707151799e-07,3.5210956293051142e-16,1.2226545795597035e-10,3.5732016364536243e-08,6.1066678719283232e-12,1.8016585533626872e-09,9.528410051613423e-15,1.1231150507491128e-18,1.6626844608467673e-15,1.1191818589051213e-19,9.5267862665969498e-20
1.5565088239362652e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19234354274128934,0.099622301290224882,0.099912820500271157,6.8722717676852721e-19,7.2859846129008087e-16,7.3915298282468818e-13,2.2822161376733388e-16,2.5538851777070293e-18,2.4348029454139138e-36,8.396312428600211e-17,1.980024860210375e-55,4.7426857097079051e-19,1.5476275270338738e-38,8.6405787907031043e-24,1.8896335099157531e-34,7.8289963774565892e-37,6.7587421599005673e-24,1.54840222951997e-44,0.0003776603131107263,0.00017435716645501582,5.5976779135514125e-10,1.5177630523349309e-07,3.5214935062202519e-16,1.2338126687440718e-10,3.5886687170935363e-08,6.1644108080429667e-12,1.8268275357830394e-09,9.6690527935006333e-15,1.1442693044797873e-18,1.6930459055741972e-15,1.1401388403114255e-19,9.7383899743400773e-20
1.563772603937178e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19234106849836272,0.099620638761990038,0.099912414991603665,7.03372988601887e-19,7.4256371112685428e-16,7.4970182195818958e-13,2.3249698941091425e-16,2.566347358352326e-18,2.5041164598327181e-36,8.4364475392316342e-17,2.0205984725378899e-55,4.7875507754709824e-19,1.5651153967479569e-38,8.7632898389351105e-24,1.9342316109545595e-34,8.014531841958689e-37,6.8541283323913869e-24,1.5724831498120435e-44,0.00037932266031214039,0.00017516815833634562,5.5982836735314167e-10,1.5249905754488403e-07,3.5218915470463782e-16,1.2450147155623679e-10,3.6041144349635081e-08,6.2224279063729829e-12,1.852223005097746e-09,9.8111654912018466e-15,1.1657172940876639e-18,1.7238092668315946e-15,1.1613844528117261e-19,9.9536025965733773e-20
1.5710363839380907e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19233859517404883,0.099618977128051872,0.099912009495012624,7.1981893489958976e-19,7.5673309402533445e-16,7.6035093433473262e-13,2.3683151567217316e-16,2.578812236256771e-18,2.5750615023881565e-36,8.4765862413052885e-17,2.0618253893658497e-55,4.8326273183985761e-19,1.5827357726577556e-38,8.8871665119067999e-24,1.9796633773705293e-34,8.2035569918328831e-37,6.9504094235079937e-24,1.5968356777687744e-44,0.0003809841131996098,0.00017597912583712971,5.5988894635191057e-10,1.5322187402227613e-07,3.5222897521647112e-16,1.2562605970514344e-10,3.6195387057052865e-08,6.2807192050103306e-12,1.8778458185157204e-09,9.9547580400442673e-15,1.1874616221439687e-18,1.7549778194411758e-15,1.1829212172349935e-19,1.0172466692334393e-19
1.5783001639390034e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19233612276786236,0.099617316387932461,0.09991160401049394,7.3656912115219607e-19,7.7110871803898315e-16,7.7110080168085713e-13,2.4122571828076094e-16,2.5912798118458269e-18,2.6476684833410817e-36,8.5167285349877075e-17,2.1037134946941928e-55,4.8779153418960952e-19,1.6004893305380651e-38,9.0122144938804573e-24,2.0259403010042436e-34,8.396120437212014e-37,7.0475896427730878e-24,1.6214618696366847e-44,0.00038264467225105882,0.00017679006896479302,5.5994952834996802e-10,1.5394475468051977e-07,3.5226881355470932e-16,1.2675502078954204e-10,3.6349414450439743e-08,6.3392847093107732e-12,1.903696830646917e-09,1.0099840377890057e-14,1.2095049078530539e-18,1.7865548468121126e-15,1.2047516614805586e-19,1.0395025068004234e-19
1.585563943939916e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1923336512793182,0.099615656541154132,0.099911198538043436,7.5362768317627971e-19,7.8569270309074841e-16,7.8195190581637904e-13,2.4568012461527925e-16,2.6037500855449345e-18,2.7219681681159137e-36,8.5568744204453272e-17,2.1462707306615164e-55,4.9234148493735008e-19,1.6183767487428279e-38,9.1384394712144049e-24,2.0730739597583782e-34,8.5922711603779204e-37,7.1456732000765746e-24,1.6463637906099574e-44,0.0003843043379441936,0.00017760098772675903,5.6001011334583524e-10,1.5466769953799198e-07,3.523086688999728e-16,1.2788834070252923e-10,3.6503225692977025e-08,6.3981244705967285e-12,1.9297768937457136e-09,1.0246422481070001e-14,1.2318497636650406e-18,1.8185436401190311e-15,1.2268783189696081e-19,1.0621320754001128e-19
1.5928277239408288e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19233118070793143,0.099613997587239433,0.099910793077656948,7.7099880040299095e-19,8.0048718620659128e-16,7.9290472869519996e-13,2.5019526441260216e-16,2.6162230577795083e-18,2.7979918335993209e-36,8.5970238978444406e-17,2.1895051230584107e-55,4.9691258442472992e-19,1.6363987093277321e-38,9.2658471332962446e-24,2.1210760553106669e-34,8.7920586788886062e-37,7.244664305847243e-24,1.6715435187762625e-44,0.00038596311075640672,0.00017841188213044924,5.6007070133803394e-10,1.5539070861197899e-07,3.523485410729959e-16,1.290260064354249e-10,3.6656819950134069e-08,6.4572385289485863e-12,1.9560868566794088e-09,1.0394514381383891e-14,1.2544988153710815e-18,1.8509475016336385e-15,1.2493037324198354e-19,1.0851397101971268e-19
1.6000915039417415e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19232871105321744,0.099612339525711149,0.099910387629330383,7.8868667561188151e-19,8.1549431355439028e-16,8.0395975234259417e-13,2.5477166866405369e-16,2.6286987289749498e-18,2.8757710349872815e-36,8.6371769673512671e-17,2.2334247429830222e-55,5.0150483299375e-19,1.6545558963235681e-38,9.3944431711235896e-24,2.1699583556286085e-34,8.9955327972427433e-37,7.344567170801243e-24,1.6970031391155725e-44,0.00038762099116492404,0.00017922275218328388,5.6013129232508628e-10,1.5611378191861305e-07,3.5238843066160924e-16,1.3016800614686587e-10,3.6810196388026574e-08,6.516626909049457e-12,1.9826275665011351e-09,1.0544126140428902e-14,1.2774547027381821e-18,1.8837697395262045e-15,1.2720304532144085e-19,1.1085297634657343e-19
1.6073552839426542e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19232624231469192,0.099610682356092412,0.099909982193059632,8.0669555510669011e-19,8.3071624840182756e-16,8.1511745891690018e-13,2.5940987068665005e-16,2.6411770995566297e-18,2.9553378427171714e-36,8.6773336291318741e-17,2.2780377453617474e-55,5.061182309870633e-19,1.6728489974369363e-38,9.5242332786874673e-24,2.2197327522357508e-34,9.2027438545646276e-37,7.4453860061856574e-24,1.7227447495012137e-44,0.00038927797964666028,0.00018003359789268102,5.601918863055152e-10,1.5683691947486619e-07,3.5242833782090146e-16,1.3131432714496049e-10,3.696335417700094e-08,6.5762896425393804e-12,2.0093998668830765e-09,1.069526787510685e-14,1.3007200733851391e-18,1.9170136728942787e-15,1.2950610419538782e-19,1.1323066193045946e-19
1.614619063943567e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19232377449187063,0.099609026077906435,0.099909576768840519,8.2502971022783272e-19,8.4615516384887406e-16,8.2637833065307741e-13,2.6411040512635653e-16,2.6536581699499043e-18,3.0367246269871699e-36,8.7174938833522589e-17,2.3233523338289386e-55,5.1075277874769719e-19,1.6912787024821458e-38,9.65522315170775e-24,2.2704112077566595e-34,9.4137424978291982e-37,7.5471250235528772e-24,1.748770455218147e-44,0.00039093407667835232,0.00018084441926605765,5.6025248327784441e-10,1.5756012129887926e-07,3.5246826195533405e-16,1.324649555519731e-10,3.7116292490532066e-08,6.6362267759235508e-12,2.0364045995542013e-09,1.0847949734572426e-14,1.3242975775249132e-18,1.9506826270746382e-15,1.3183980652991098e-19,1.1564746800285861e-19
1.6218828439444796e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19232130758426977,0.099607370690676864,0.099909171356668922,8.4369346142986321e-19,8.6181325232001527e-16,8.3774284993579137e-13,2.6887380921844003e-16,2.6661419405801007e-18,3.119964346588533e-36,8.7576577301782499e-17,2.3693768074588544e-55,5.1540847661941381e-19,1.7098457053973195e-38,9.7874184892815482e-24,2.3220058242941081e-34,9.6285799779644042e-37,7.6497884350558974e-24,1.7750823761193004e-44,0.00039258928273638947,0.00018165521631082835,5.6031308324059789e-10,1.5828338740777915e-07,3.5250820307838306e-16,1.3361987850990416e-10,3.7269010504887558e-08,6.6964383456280273e-12,2.0636426024301521e-09,1.1002181931013491e-14,1.3481898764743658e-18,1.9847799395506986e-15,1.3420440976588875e-19,1.1810383835510986e-19
