Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(45),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2OX(23),CHOX(50),H2X(46),CO2X(24),COX(47)
5.443052520030937e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1490780737506702,0.097159946428295479,0.079444141932501253,3.0345581925408125e-09,9.0622937232877381e-05,2.0083282361266571e-06,1.0557798015604812e-09,2.3134211159318352e-14,3.0677697403021807e-25,9.2786871946578803e-14,3.5278942509127303e-40,4.7011222276618728e-15,9.5412573102445833e-29,5.2692141945244487e-16,3.7027753393383449e-25,7.4550814839726746e-27,4.6575734983264163e-17,2.4660676829601568e-32,0.0027873570425520611,0.04096021410907201,4.2063283491246959e-09,9.2044582484216698e-06,2.7787052048350281e-15,1.7115512399986392e-09,6.3688411636046574e-09,1.1240769114552563e-07,5.2680147335746126e-05,8.0794031585260946e-06,2.5824933271993405e-12,1.6789933101723279e-08,9.9567287733397167e-13,1.0372774731783412e-12
5.457492292887935e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14900290133932845,0.097161122285451748,0.079405665657826488,3.0621547245863047e-09,9.101455832160155e-05,2.0102554388151726e-06,1.0610473598551485e-09,2.3274307903504873e-14,3.0864435757333622e-25,9.311438970564617e-14,3.5827530375666161e-40,4.7015027262305574e-15,9.6286880620620817e-29,5.302541627264601e-16,3.7259746985719768e-25,7.5172272698021019e-27,4.6746964608224089e-17,2.4955491671345199e-32,0.0027859715279325396,0.041036538014095306,4.2132452466377935e-09,9.2015073346851985e-06,2.783008073536718e-15,1.7106331878925461e-09,6.3642385971576121e-09,1.1263785876585794e-07,5.288977051628952e-05,8.1065125592020129e-06,2.5932459122471406e-12,1.6797617977667367e-08,1.0019991114150329e-12,1.0419335055175289e-12
5.471932065744934e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14892784208341533,0.097162295847542282,0.079367246763778751,3.089925759428953e-09,9.1406646716121097e-05,2.0121780479132346e-06,1.0663261777404459e-09,2.3414865041926597e-14,3.1051890708318339e-25,9.3442066031862443e-14,3.6383089686489887e-40,4.7018885305430919e-15,9.7166871760087046e-29,5.3359920446507192e-16,3.7492540273153627e-25,7.5797339500506341e-27,4.6918326934860866e-17,2.5253004458653203e-32,0.0027845880699849395,0.041112746446344384,4.2201518308621718e-09,9.1985732740640405e-06,2.7873050177017749e-15,1.7097205146567669e-09,6.35964975502783e-09,1.128679283590963e-07,5.3099631895998059e-05,8.133627712728196e-06,2.6040172301414256e-12,1.6805260555675402e-08,1.0083473963074423e-12,1.0465961869830554e-12
5.483262051458095e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14886902682668554,0.097163215065116507,0.079337141944850337,3.111838520704022e-09,9.1714620284321787e-05,2.013683409888417e-06,1.0704760111475311e-09,2.3525473815738557e-14,3.1199477372337654e-25,9.369928338730684e-14,3.6823928258756145e-40,4.702194963049957e-15,9.7861340193807209e-29,5.3623246734690792e-16,3.7675758839427542e-25,7.6290324525524123e-27,4.7052876864327792e-17,2.548834445545422e-32,0.0027835039938172465,0.041172461771238449,4.225563790692376e-09,9.1962827874406823e-06,2.7906724188163371e-15,1.7090081270399631e-09,6.3560587320843876e-09,1.1304838071165169e-07,5.3264463300742887e-05,8.1549072526693603e-06,2.6124819056657034e-12,1.6811227864451687e-08,1.013343940708737e-12,1.0502593443414946e-12
5.494592037171256e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14881028092527662,0.097164132876065443,0.079307072295716791,3.1338593773987245e-09,9.2022880151286849e-05,2.0151859895137921e-06,1.0746327633181924e-09,2.3636366107293425e-14,3.1347506526416548e-25,9.3956597078829329e-14,3.726913503699787e-40,4.7025046637281102e-15,9.8559333354319985e-29,5.3887331421391659e-16,3.7859470324481611e-25,7.6785544012161819e-27,4.7187508035660616e-17,2.572536473454969e-32,0.0027824211782742536,0.041232106320746059,4.2309694287911786e-09,9.1940024871131024e-06,2.7940361819509112e-15,1.7082989868721485e-09,6.3524760645749314e-09,1.1322877233930095e-07,5.3429440585728091e-05,8.1761902479787149e-06,2.6209580819312237e-12,1.6817169588231839e-08,1.018354067379436e-12,1.0539265746285331e-12
5.505922022884418e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14875160424373851,0.097165049283166355,0.079277037747697995,3.1559886205434552e-09,9.2331425703556249e-05,2.0166858065987977e-06,1.0787964284322366e-09,2.3747541947780107e-14,3.1495978746195532e-25,9.4214006544534143e-14,3.7718743835592654e-40,4.7028176327778449e-15,9.9260862513443334e-29,5.4152175046773876e-16,3.8043674983154489e-25,7.7283003497390691e-27,4.7322220248208907e-17,2.5964073816119307e-32,0.0027813396209148441,0.041291680233214501,4.2363687572855594e-09,9.1917322911071716e-06,2.7973963127981022e-15,1.7075930751229768e-09,6.3489017108639573e-09,1.1340910307700115e-07,5.3594563414593892e-05,8.1974766609240624e-06,2.6294457446569587e-12,1.6823085924454957e-08,1.0233777791317027e-12,1.0575978688072637e-12
5.517252008597579e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14869299664699021,0.09716596428918893,0.079247038232301475,3.1782265412170833e-09,9.264025632911533e-05,2.0181828807793247e-06,1.0829670006777226e-09,2.3859001367754568e-14,3.1644894606295927e-25,9.4471511224813708e-14,3.8172788659069961e-40,4.7031338700899243e-15,9.9965938960249527e-29,5.4417778148947974e-16,3.8228373069696295e-25,7.7782708518055425e-27,4.7457013301411233e-17,2.6204480247567064e-32,0.0027802593193045162,0.041351183646613346,4.2417617882700878e-09,9.1894721182598372e-06,2.8007528162096416e-15,1.7068903677339398e-09,6.3453356316098189e-09,1.1358937276469005e-07,5.3759831451891011e-05,8.2187664539132897e-06,2.637944879713889e-12,1.6828977068758661e-08,1.0284150787545875e-12,1.0612732178646698e-12
5.527448995739425e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14864030876606443,0.097166786598970434,0.079220068564878288,3.1983338297257519e-09,9.291844712511213e-05,2.0195279184490513e-06,1.0867264164991096e-09,2.3959557330940485e-14,3.1779298666966029e-25,9.4703346384847187e-14,3.8585250059980639e-40,4.7034212777003277e-15,1.0060355003764646e-28,5.4657470736661088e-16,3.8395023438073194e-25,7.8234367545543205e-27,4.7578396002362917e-17,2.642230435641647e-32,0.002779288119513884,0.041404676555696275,4.2466101417543383e-09,9.1874464660339077e-06,2.8037705707446012e-15,1.7062606457101653e-09,6.3421332014040846e-09,1.1375156315330352e-07,5.3908696562153694e-05,8.2379301266024299e-06,2.6456038983987062e-12,1.6834257719798262e-08,1.032960268333497e-12,1.0645844915075332e-12
5.53764598288127e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14858767663674474,0.097167607778124485,0.079193127168883673,3.2185295951087569e-09,9.3196867891777983e-05,2.0208707642056734e-06,1.0904914181706489e-09,2.4060343039141494e-14,3.1914062958382965e-25,9.4935257812498623e-14,3.9001357397839668e-40,4.7037113317661213e-15,1.0124405183015927e-28,5.4897779324191787e-16,3.8562073873000954e-25,7.8687853977625194e-27,4.7699843875787194e-17,2.6641516533644184e-32,0.0027783179331479254,0.041458112572033648,4.2514534127964486e-09,9.1854288093234014e-06,2.8067853943347268e-15,1.7056334819949671e-09,6.338937410172173e-09,1.139137038450086e-07,5.4057678776997602e-05,8.2570964796395215e-06,2.653272187844621e-12,1.6839518262525215e-08,1.037516468307689e-12,1.0678990357838692e-12
5.547842970023116e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14853510016131938,0.097168427828654674,0.079166213994773776,3.2388140496605184e-09,9.347551818594406e-05,2.0222114320099876e-06,1.0942620014725171e-09,2.4161358513329837e-14,3.2049187897334269e-25,9.5167245104528561e-14,3.9421135859700652e-40,4.7040040315889504e-15,1.0188745260326978e-28,5.5138704299581664e-16,3.8729524558592775e-25,7.9143171850346939e-27,4.7821356775671438e-17,2.6862123067035763e-32,0.002777348758445547,0.041511491795425702,4.2562916101458736e-09,9.1834190905158766e-06,2.8097972901538686e-15,1.705008858001585e-09,6.3357482306898016e-09,1.1407579472468975e-07,5.4206777853753701e-05,8.276265485957508e-06,2.6609497377381736e-12,1.6844758835889509e-08,1.0420836806459423e-12,1.0712168441725146e-12
5.557020258450778e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14848782883695011,0.097169164910810471,0.079142016226936229,3.2571460634819555e-09,9.3726499331186361e-05,2.0234161823348563e-06,1.0976602952547783e-09,2.4252468907023457e-14,3.217110903997068e-25,9.5376098199311806e-14,3.980209620538052e-40,4.7042697228229209e-15,1.0246899876797317e-28,5.5356064108693767e-16,3.888057254179468e-25,7.9554527153237418e-27,4.7930773862563264e-17,2.7061866332939781e-32,0.0027764773647336741,0.041559484620798101,4.2606416569674424e-09,9.1816170832812519e-06,2.8125054959606567e-15,1.7044488532402775e-09,6.3328835973020177e-09,1.1422163383265392e-07,5.4341066739678691e-05,8.2935198379042426e-06,2.6678674418031617e-12,1.6849458392038282e-08,1.0462035889293253e-12,1.0742056571610516e-12
5.566197546878439e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14844060244238683,0.097169901081853693,0.079117841242846626,3.2755502423176184e-09,9.3977665713755333e-05,2.0246191897613345e-06,1.1010631036752194e-09,2.4343765442539473e-14,3.2293322947069441e-25,9.5585012126928592e-14,4.0186069205170137e-40,4.7045375556301793e-15,1.0305290585250517e-28,5.557392378621103e-16,3.9031945010507789e-25,7.996737213424512e-27,4.8040243396318921e-17,2.7262748744114446e-32,0.0027756067877684728,0.04160743159693521,4.2649876075165859e-09,9.1798214181791739e-06,2.8152113356653588e-15,1.7038908794255723e-09,6.3300242741013147e-09,1.1436743241755766e-07,5.4475449911589473e-05,8.3107762975659078e-06,2.6747926309653706e-12,1.6854141984331908e-08,1.0503324202046141e-12,1.0771971040788046e-12
5.5753748353061e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14839342090689303,0.097170636343234834,0.079093689006639198,3.2940267409917999e-09,9.4229017012532979e-05,2.0258204642408537e-06,1.1044704236687413e-09,2.4435248134322699e-14,3.2415829921087419e-25,9.5793986596474192e-14,4.0573073483889904e-40,4.7048075291173566e-15,1.0363917990576286e-28,5.5792283612251444e-16,3.9183642098127096e-25,8.0381709735378507e-27,4.8149765270633022e-17,2.7464774921727633e-32,0.0027747370262749824,0.041655332796084771,4.2693294681280238e-09,9.1780320542217791e-06,2.8179148116213206e-15,1.7033349234775475e-09,6.3271702416848147e-09,1.1451319039730949e-07,5.460992719379771e-05,8.3280348454167002e-06,2.6817252977229893e-12,1.6858809711722899e-08,1.0544701758626312e-12,1.0801911802039228e-12
5.584552123733761e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14834628415988763,0.097171370696401221,0.079069559482527085,3.3125757143477596e-09,9.4480552907015355e-05,2.027020015654674e-06,1.1078822521737562e-09,2.4526916996553615e-14,3.2538630264046223e-25,9.6003021318002011e-14,4.0963127750051639e-40,4.7050796422738967e-15,1.0422782698400175e-28,5.6011143866064226e-16,3.9335663937785162e-25,8.0797542898549975e-27,4.8259339379245522e-17,2.7667949498779211e-32,0.0027738680789810258,0.041703188290335425,4.2736672451226475e-09,9.1762489507295616e-06,2.820615926419786e-15,1.7027809732860564e-09,6.3243214782479855e-09,1.1465890769021136e-07,5.4744498410999053e-05,8.3452954619978877e-06,2.6886654345715071e-12,1.6863461672436926e-08,1.0586168572775603e-12,1.083187880824629e-12
5.593729412161423e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14829919213094467,0.09717210414279713,0.079045452634802255,3.3311973172474795e-09,9.4732273077311998e-05,2.0282178538144262e-06,1.1112985861321806e-09,2.4618772043149363e-14,3.2661724277532581e-25,9.6212116002520315e-14,4.1356250796095128e-40,4.7053538939739916e-15,1.0481885315082677e-28,5.623050482603113e-16,3.9488010662350848e-25,8.1214874565570168e-27,4.8368965615942545e-17,2.7872277120115279e-32,0.0027729999446172095,0.041750998151617272,4.2780009448078243e-09,9.1744720673317231e-06,2.823314682798716e-15,1.70222901764809e-09,6.3214779627062562e-09,1.1480458421507765e-07,5.4879163388269068e-05,8.3625581279156126e-06,2.6956130340088747e-12,1.6868097963978813e-08,1.0627724658084754e-12,1.0861872012391939e-12
5.602906700589084e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14825214474979281,0.097172836683863506,0.079021368427835248,3.3498917045714348e-09,9.4984177204144964e-05,2.0294139884626752e-06,1.1147194224894323e-09,2.4710813287764737e-14,3.2785112262698706e-25,9.6421270361988787e-14,4.1752461498624946e-40,4.7056302829784854e-15,1.0541226447718347e-28,5.6450366769668643e-16,3.9640682404428092e-25,8.1633707678142169e-27,4.8478643874557167e-17,2.8077762442442606e-32,0.0027721326219169048,0.041798762451702179,4.282330573477296e-09,9.172701363966802e-06,2.8260110830420316e-15,1.7016790434164906e-09,6.3186396764812471e-09,1.1495021989151046e-07,5.5013921951063185e-05,8.3798228238403068e-06,2.7025680885509911e-12,1.6872718683138403e-08,1.0669370028057207e-12,1.0891891367559117e-12
5.612083989016745e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1482051419463149,0.097173568321038351,0.078997306826074851,3.3686590312183413e-09,9.52362649688473e-05,2.0306084292734596e-06,1.1181447581944231e-09,2.4803040743793219e-14,3.2908794520262825e-25,9.6630484109315133e-14,4.2151778818647374e-40,4.7059088079367755e-15,1.0600806704134884e-28,5.6670729973629572e-16,3.9793679296354855e-25,8.2054045177856245e-27,4.8588374048970297e-17,2.828441013434293e-32,0.0027712661096162537,0.041846481262204402,4.2866561374110359e-09,9.1709368008761965e-06,2.8287051296870654e-15,1.7011310384816823e-09,6.3158065983923899e-09,1.1509581463951393e-07,5.5148773925217913e-05,8.3970895305072766e-06,2.7095305907111406e-12,1.6877323925996426e-08,1.0711104696029793e-12,1.0921936826930686e-12
5.621261277444406e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14815818365054759,0.09717429905575635,0.078973267794048008,3.3874994521049285e-09,9.5488536053362063e-05,2.0318011858528403e-06,1.1215745901995566e-09,2.4895454424367993e-14,3.3032771350509624e-25,9.6839756958351887e-14,4.2554221801807633e-40,4.7061894673886875e-15,1.066062669289223e-28,5.6891594713704906e-16,3.9947001470201931e-25,8.2475890006184267e-27,4.8698156033111569e-17,2.849222487628733e-32,0.0027704004064541469,0.041894154654580851,4.2909776428755907e-09,9.169178338600389e-06,2.8313968256009917e-15,1.7005849924529793e-09,6.3129787071888115e-09,1.1524136837949775e-07,5.528371913694647e-05,8.4143582287168431e-06,2.7165005329999645e-12,1.6881913787930304e-08,1.0752928675170144e-12,1.0952008343789224e-12
5.630438565872068e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14811126979268072,0.097175028889449164,0.078949251296359574,3.406413122165696e-09,9.5740990140241337e-05,2.0329922677394363e-06,1.1250089154607184e-09,2.4988054342362934e-14,3.3157043053290651e-25,9.70490886238929e-14,4.2959809578627398e-40,4.7064722597663044e-15,1.0720687023281674e-28,5.7112961264825748e-16,4.0100649057771764e-25,8.2899245104474388e-27,4.8807989720960117e-17,2.8701211360650493e-32,0.002769535511172227,0.041941782700131658,4.2952950961240843e-09,9.1674259379796538e-06,2.834086173012432e-15,1.7000408921547187e-09,6.3101559849136972e-09,1.1538688103272176e-07,5.5418757412839001e-05,8.4316288993343694e-06,2.7234779079507858e-12,1.6886488363619938e-08,1.0794841978579548e-12,1.0982105871516725e-12
5.639615854299729e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14806440030305729,0.097175757823545358,0.078925257297691981,3.4254001963526838e-09,9.599362691264521e-05,2.0341816844049584e-06,1.1284477309372756e-09,2.5080840510393614e-14,3.3281609928024757e-25,9.7258478821670214e-14,4.3368561364742419e-40,4.7067571833957879e-15,1.0780988305324935e-28,5.7334829901064985e-16,4.0254622190597399e-25,8.3324113413945703e-27,4.8917875006545341e-17,2.8911374291724986e-32,0.0027686714225148763,0.041989365470000588,4.2996085033959145e-09,9.1656795601484075e-06,2.8367731743706893e-15,1.6994987253149461e-09,6.307338411013465e-09,1.1553235252083472e-07,5.5553888579863683e-05,8.4489015232898117e-06,2.7304627080946764e-12,1.6891047747053404e-08,1.0836844619197464e-12,1.1012229363594362e-12
5.64879314272739e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14801757511217253,0.097176485859470266,0.078901285762805209,3.4444608296352308e-09,9.6246446054340884e-05,2.0353694452547287e-06,1.1318910335920688e-09,2.517381294081831e-14,3.3406472273698438e-25,9.746792726835064e-14,4.3780496461140553e-40,4.7070442364991632e-15,1.0841531149773264e-28,5.7557200895639109e-16,4.040892099994117e-25,8.3750497875682508e-27,4.9027811783947744e-17,2.9122718385735572e-32,0.0027678081392292098,0.042036903035175432,4.3039178709171406e-09,9.1639391665323785e-06,2.8394578327385987e-15,1.6989584826873693e-09,6.3045259640615967e-09,1.1567778276575674e-07,5.5689112465361976e-05,8.4661760815765858e-06,2.7374549259526962e-12,1.6895592031532628e-08,1.0878936609766508e-12,1.1042378773602205e-12
5.657970431155051e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14797079415067374,0.09717721299864629,0.078877336656536373,3.463595176999746e-09,9.6499447249701479e-05,2.0365555596282129e-06,1.1353388203914074e-09,2.5266971645738955e-14,3.3531630388866312e-25,9.7677433681532436e-14,4.4195634254399881e-40,4.7073334171960887e-15,1.0902316168106508e-28,5.7780074520910031e-16,4.0563545616793732e-25,8.4178401430628965e-27,4.9137799947299713e-17,2.9335248370853453e-32,0.0027669456600650636,0.042084395466488525,4.3082232049006047e-09,9.1622047188512627e-06,2.8421401502974949e-15,1.6984201510902489e-09,6.3017186266923015e-09,1.1582317169039236e-07,5.582442889704946e-05,8.4834525552519399e-06,2.7444545540759279e-12,1.6900121309678903e-08,1.0921117962989358e-12,1.1072554055218981e-12
5.667147719582713e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14792405734936004,0.097177939242492642,0.078853409943799649,3.4828033934494747e-09,9.6752630183704927e-05,2.0377400367995343e-06,1.1387910883050644e-09,2.5360316637002201e-14,3.3657084571651585e-25,9.788699777974222e-14,4.4613994216927078e-40,4.7076247235056108e-15,1.0963343972532222e-28,5.800345104838688e-16,4.0718496171872837e-25,8.4607827019584138e-27,4.9247839390786308e-17,2.9548968987210444e-32,0.0027660839837749976,0.042131842834617093,4.3125245115454901e-09,9.1604761791110129e-06,2.8448201293081011e-15,1.69788371760106e-09,6.2989163790250155e-09,1.1596851921807549e-07,5.595983770301739e-05,8.5007309254375307e-06,2.7514615850164704e-12,1.6904635673438515e-08,1.09633886914222e-12,1.1102755162221813e-12
5.676325008010374e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14787736463918161,0.097178664592425426,0.078829505589585985,3.5020856340042618e-09,9.7005994541932977e-05,2.0389228859779872e-06,1.1422478343062728e-09,2.5453847926200298e-14,3.3782835119746401e-25,9.8096619282431493e-14,4.5035595907196077e-40,4.7079181533478741e-15,1.1024615175984736e-28,5.8227330748727734e-16,4.0873772795622227e-25,8.5038777583196045e-27,4.9357930008645995e-17,2.9763884986913292e-32,0.0027652231091142773,0.042179245210083774,4.3168217970376712e-09,9.1587535095992539e-06,2.8474977731038125e-15,1.6973491744836185e-09,6.2961191994065952e-09,1.1611382527216858e-07,5.609533871172586e-05,8.5180111733179645e-06,2.7584760113037077e-12,1.6909135214088192e-08,1.1005748807379902e-12,1.1132982048485938e-12
5.685502296438035e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14783071595123931,0.097179389049857734,0.078805623558962964,3.5214420537003222e-09,9.7259540010570153e-05,2.0401041163085469e-06,1.1457090553717174e-09,2.5547565524672204e-14,3.3908882330412293e-25,9.8306297909973449e-14,4.5460458969986934e-40,4.7082137045458324e-15,1.1086130392124246e-28,5.8451713891741482e-16,4.1029375618210539e-25,8.5471256061956576e-27,4.9468071695171491e-17,2.9980001134057794e-32,0.0027643630348408721,0.042226602663257,4.3211150675500402e-09,9.1570366728914308e-06,2.8501730838711016e-15,1.6968165087898127e-09,6.2933270710760935e-09,1.1625908977716608e-07,5.6230931752006688e-05,8.5352932801408959e-06,2.7654978255052109e-12,1.6913620022240593e-08,1.1048198323165893e-12,1.1163234667984495e-12
5.694679584865696e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1477841112167845,0.097180112616199563,0.078781763817074441,3.5408728075900162e-09,9.7513266276402647e-05,2.0412837368723729e-06,1.1491747484815321e-09,2.5641469443504435e-14,3.4035226500480622e-25,9.8516033383659946e-14,4.5888603136624892e-40,4.7085113748269123e-15,1.1147890235335878e-28,5.8676600746389659e-16,4.1185304769530197e-25,8.5905265396196587e-27,4.9578264344710515e-17,3.0197322204742991e-32,0.0027635037597154456,0.042273915264351418,4.3254043292419295e-09,9.1553256318422368e-06,2.8528460635268134e-15,1.6962857062036228e-09,6.2905399748841435e-09,1.1640431265813338e-07,5.636661665306571e-05,8.5525772272181607e-06,2.7725270201984136e-12,1.6918090187849668e-08,1.1090737250972135e-12,1.119351297478824e-12
5.702939144450591e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14774220447930697,0.097180763065187775,0.078760309077495566,3.5584241699898964e-09,9.774177423886681e-05,2.0423440264838072e-06,1.1522976933851567e-09,2.5726142283321945e-14,3.414919039881601e-25,9.8704843683816532e-14,4.6276754608259006e-40,4.7087810879420116e-15,1.1203683758745774e-28,5.8879429810635563e-16,4.1325920123915809e-25,8.6297185108496563e-27,4.967748121539548e-17,3.0393945335116711e-32,0.0027627310943519365,0.042316458314717899,4.3292612423030695e-09,9.1537906197038898e-06,2.8552497552842361e-15,1.695809572554922e-09,6.2880358723849198e-09,1.1653497760017214e-07,5.6488811464115478e-05,8.5681343376093772e-06,2.7788595995695453e-12,1.6922100891343649e-08,1.1129098743087675e-12,1.1220785375675477e-12
5.711198704035485e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14770033323868251,0.097181412794555916,0.078738872338316945,3.5760359817473482e-09,9.7970428166355194e-05,2.043403026019929e-06,1.1554242560047833e-09,2.5810966059136335e-14,3.426339529013755e-25,9.8893699602446793e-14,4.666759433322434e-40,4.7090525138097452e-15,1.1259676377228603e-28,5.9082667293361829e-16,4.1466800003862181e-25,8.669034933853005e-27,4.9776739203646617e-17,3.0591551830647321e-32,0.0027619590743969088,0.042358965142621025,4.3331149176696425e-09,9.1522602454933257e-06,2.8576515636261892e-15,1.695334934998942e-09,6.2855358161166201e-09,1.166656087117533e-07,5.6611080420353506e-05,8.5836929099826828e-06,2.7851981456806596e-12,1.6926099871370461e-08,1.1167532677233385e-12,1.1248078512810652e-12
5.71945826362038e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14765849744510395,0.097182061805325584,0.078717453574286236,3.5937083559281626e-09,9.8199227831780839e-05,2.0444607419702985e-06,1.1585544341460716e-09,2.5895940778509189e-14,3.437784138994323e-25,9.9082600938267883e-14,4.7061136876421218e-40,4.7093256505814926e-15,1.1315868540173614e-28,5.9286313388887863e-16,4.1607944503482596e-25,8.7084760229441962e-27,4.98760382325606e-17,3.0790145198105958e-32,0.0027611876989524545,0.042401435798929542,4.3369653598045651e-09,9.1507344827084624e-06,2.8600514887914033e-15,1.6948617778438203e-09,6.2830397948592596e-09,1.1679620593991528e-07,5.6733423398038831e-05,8.5992529308448105e-06,2.7915426531645325e-12,1.6930087192159153e-08,1.1206039062140382e-12,1.1275392352913161e-12
5.727717823205274e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14761669704886185,0.097182710098516326,0.078696052760200724,3.6114414056081523e-09,9.8428173008448876e-05,2.0455171807838356e-06,1.1616882256169336e-09,2.5981066448838919e-14,3.4492528913449835e-25,9.9271547490591709e-14,4.7457396860129667e-40,4.7096004963500098e-15,1.1372260697443368e-28,5.9490368290981382e-16,4.174935371670644e-25,8.7480419924257955e-27,4.997537822527211e-17,3.0989728952174326e-32,0.0027604169671224172,0.042443870334412361,4.3408125731617326e-09,9.1492133050102803e-06,2.8624495348408227e-15,1.694390103217799e-09,6.2805477885217423e-09,1.1692676923007434e-07,5.6855840273662022e-05,8.6148143867428034e-06,2.7978931165505319e-12,1.6934062917519775e-08,1.124461790607031e-12,1.13027268627658e-12
5.733884690622892e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14758551050596158,0.097183193668919532,0.078680085875523928,3.6247211330006044e-09,9.8599205990246801e-05,2.0463051249177078e-06,1.1640303754100294e-09,2.6044722594069843e-14,3.4578316057817128e-25,9.9412650761021075e-14,4.7755038671540127e-40,4.7098068187029491e-15,1.1414495670079753e-28,5.9642989280991646e-16,4.1855107295017906e-25,8.7776648435862573e-27,5.0049575498751931e-17,3.1139392836770207e-32,0.0027598419317221394,0.042475529876066391,4.3436829305190526e-09,9.1480805162099724e-06,2.8642387727751914e-15,1.6940388949944844e-09,6.278689784959221e-09,1.1702423005162216e-07,5.694728897779049e-05,8.6264340253910262e-06,2.8026384682958411e-12,1.6937023806046944e-08,1.1273469431689879e-12,1.1323149193107199e-12
5.74005155804051e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.147554343647466,0.097183676840289682,0.078664128972789099,3.6380347948045766e-09,9.8770319868851775e-05,2.0470923633222259e-06,1.1663745373664173e-09,2.6108462895746548e-14,3.4664237995960311e-25,9.9553779043315668e-14,4.8054209666627094e-40,4.7100140918243933e-15,1.145684257064245e-28,5.9795838353163507e-16,4.1961008532377131e-25,8.8073575194931448e-27,5.0123795533209552e-17,3.1289612257100244e-32,0.002759267254242307,0.042507169331026474,4.3465514922806191e-09,9.1469502580224655e-06,2.8660269638311297e-15,1.6936885002619508e-09,6.2768340105405754e-09,1.1712167190305539e-07,5.703877875728881e-05,8.6380544509716917e-06,2.8073871350042242e-12,1.6939978292145264e-08,1.1302361358745756e-12,1.1343583013793688e-12
5.746218425458128e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14752319645279108,0.097184159613049034,0.078648182041560141,3.6513824380951829e-09,9.8941514550335188e-05,2.0478788986377788e-06,1.168720710576154e-09,2.6172287356771526e-14,3.4750294817150797e-25,9.9694932254589823e-14,4.8354915994315694e-40,4.7102223148583125e-15,1.1499301586888473e-28,5.9948915587547493e-16,4.2067057467677577e-25,8.8371201093299531e-27,5.0198038296694229e-17,3.144038868468784e-32,0.0027586929343118207,0.042538788720315315,4.3494182602908257e-09,9.1458225196757246e-06,2.8678141099797235e-15,1.6933389210981617e-09,6.2749804544422712e-09,1.1721909476185194e-07,5.7130309561012305e-05,8.6496756579295073e-06,2.8121391143936875e-12,1.6942926401922521e-08,1.1331293690552578e-12,1.1364028311068468e-12
5.752385292875746e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14749206890138258,0.097184641987619169,0.078632245071416265,3.6647641099505048e-09,9.9112789940889674e-05,2.0486647334924279e-06,1.1710688941299897e-09,2.6236195979997167e-14,3.4836486610572851e-25,9.9836110312140838e-14,4.865716382151641e-40,4.7104314869314542e-15,1.1541872906721335e-28,6.0102221064023838e-16,4.2173254139754868e-25,8.8669527022761467e-27,5.0272303757267461e-17,3.1591723593523769e-32,0.0027581189715601201,0.042570388064924858,4.3522832363916563e-09,9.1446972904575003e-06,2.8696002116074282e-15,1.6929901526248292e-09,6.2731291142976324e-09,1.1731649860646209e-07,5.7221881337888893e-05,8.6612976407217571e-06,2.8168944042303255e-12,1.6945868161359564e-08,1.1360266430566375e-12,1.1384485071194296e-12
