Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),H2OX(23),OCX(25),H2X(49),COX(50),CO2X(24)
4.550207429408724e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33117970230790456,0.11313618972696363,0.022396030653266549,5.2630913265935873e-11,1.4723183558343563e-08,1.7927405456709195e-07,1.2758685451684537e-06,1.6074419873949633e-16,1.944648904158222e-24,4.4734157469827371e-09,3.4325601449148925e-32,5.1753219690723531e-09,4.8621095324209155e-24,3.7694146658547172e-15,6.8062145769279651e-18,3.0397320160816322e-20,2.198345289166896e-10,4.7638995557807223e-24,0.0055322753204067364,0.00084977208442165158,3.9836013886834481e-10,5.5828591597868683e-06,2.8035770051938802e-14,6.4180584303583614e-10,2.1612623597714196e-07,7.6558348963450242e-09,8.9013238067690119e-13,3.4204973432871852e-09,2.3833834905286546e-09,1.0410364000501918e-12,3.077379176007971e-14
4.577240753161791e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33117026196722871,0.11313172037023231,0.022393555318827689,5.3661709107028566e-11,1.5180407366546214e-08,1.8374324561727565e-07,1.29166251359592e-06,1.6333870704475019e-16,2.0005820540246072e-24,4.4996898932441233e-09,3.5390739018095765e-32,5.2164526766058282e-09,4.9557336847223777e-24,3.8690162970550227e-15,6.9540424394747905e-18,3.0996293207664286e-20,2.2446111914962826e-10,4.8827966431657996e-24,0.0055367290306368366,0.00085470635396557386,4.0038345948479182e-10,5.6352166972418709e-06,2.8184001415429354e-14,6.4722083778962811e-10,2.1591929973452785e-07,7.7725358085099651e-09,9.1657278818520503e-13,3.4452096107561627e-09,2.4447927549513954e-09,1.0538944608859255e-12,3.1177101087230829e-14
4.604274076914858e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33116090701899931,0.11312733553808346,0.022391080398433027,5.4705968961228103e-11,1.5648947703168874e-08,1.8829505904823152e-07,1.3075328328350178e-06,1.659609256070066e-16,2.0577409021229934e-24,4.5259687076708952e-09,3.6482687547990749e-32,5.2577517392739326e-09,5.0506329928306579e-24,3.9706442990620091e-15,7.1040937919369876e-18,3.1602629389395352e-20,2.2915588290689888e-10,5.003976835169744e-24,0.0055410981376012563,0.00085963970659934299,4.0240658574992215e-10,5.6876974711540224e-06,2.8332308696394977e-14,6.5264536797836445e-10,2.1571460800182118e-07,7.890234999168247e-09,9.4364513293288516e-13,3.4699822025740491e-09,2.507381735995964e-09,1.0668143655843318e-12,3.1583533615973781e-14
4.631307400667925e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33115163588462959,0.11312303365215542,0.022388605890737524,5.5763796788709422e-11,1.6129008046666973e-08,1.9293042348539662e-07,1.3234794776134091e-06,1.6861100242517788e-16,2.1161444397276557e-24,4.5522523244482612e-09,3.7601968871225757e-32,5.2992192838755388e-09,5.1468180822234688e-24,4.0743270075537201e-15,7.2563896359848018e-18,3.2216364195583774e-20,2.3391935331817258e-10,5.1274711460968708e-24,0.0055453842196696093,0.00086457214483397649,4.0442951742691264e-10,5.7402991570666693e-06,2.8480692083113783e-14,6.5807936531206798e-10,2.155121773682577e-07,8.0089319887208123e-09,9.7136038749904664e-13,3.4948157226357685e-09,2.5711644709933971e-09,1.0797960930839155e-12,3.1993104007696835e-14
4.658340724420992e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33114244701504453,0.11311881316353468,0.022386131794420169,5.6835297031294686e-11,1.6620793886310415e-08,1.9765026822939888e-07,1.3395024267383975e-06,1.7128908555355729e-16,2.175811854687097e-24,4.5785408777369881e-09,3.8749112153269963e-32,5.340855421609229e-09,5.2442996257522525e-24,4.1800929457273518e-15,7.4109510992869003e-18,3.2837533108767625e-20,2.3875206229686333e-10,5.2533108481855918e-24,0.0055495888257633347,0.00086950367112642287,4.0645225424904144e-10,5.7930194251207555e-06,2.8629151747744896e-14,6.635227521736024e-10,2.1531202036673126e-07,8.1286262154072079e-09,9.9972962479701885e-13,3.5197107369162012e-09,2.6361550195672272e-09,1.0928396256264356e-12,3.2405826843054897e-14
4.6853740481740586e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33113333889012941,0.11311467255220629,0.022383658108183567,5.7920574605446636e-11,1.7124512713539763e-08,2.02455523113881e-07,1.3556016628241055e-06,1.7399532310269431e-16,2.2367625328790358e-24,4.6048345016729652e-09,3.9924653961689273e-32,5.3826602481091447e-09,5.3430883439997091e-24,4.2879708230409381e-15,7.5677994338914672e-18,3.3466171606195597e-20,2.4365454048906882e-10,5.3815274727601756e-24,0.0055537134759053005,0.00087443428788074897,4.0847479591782228e-10,5.8458559403551847e-06,2.8777687845177122e-14,6.6897544185331083e-10,2.151141457436224e-07,8.2493170355442753e-09,1.0287640169674503e-12,3.5446677749773601e-09,2.70236746152836e-09,1.105944948430438e-12,3.2821716191420235e-14
4.7124073719271255e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33112431001818904,0.11311061032651465,0.022381184830753447,5.901973489458404e-11,1.7640374012842695e-08,2.0734711836278375e-07,1.3717771720302769e-06,1.7672986324028365e-16,2.2990160596548296e-24,4.6311333303666057e-09,4.1129138335656759e-32,5.4246338434824732e-09,5.4431950056378145e-24,4.3979895339319158e-15,7.7269560145540466e-18,3.4102315161450712e-20,2.4862731722275304e-10,5.512152811391199e-24,0.005557759661759149,0.00087936399744929902,4.1049714210864526e-10,5.8988063630093568e-06,2.8926300512893556e-14,6.7443733885953832e-10,2.1491855871698944e-07,8.3710037237671114e-09,1.0584748351460643e-12,3.5696873314618331e-09,2.769815894757813e-09,1.1191120496028588e-12,3.3240785996600265e-14
4.7394406956801923e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3311153589354166,0.11310662502263398,0.022378711960878289,6.0132883741765381e-11,1.816858925215347e-08,2.123259844471347e-07,1.3880289438125146e-06,1.7949285419207547e-16,2.3625922212728857e-24,4.6574374979021347e-09,4.2363116855958604e-32,5.4667762723485516e-09,5.5446304277862295e-24,4.5101781565134429e-15,7.8884423370156073e-18,3.4745999245955967e-20,2.5367092045718177e-10,5.6452189170646533e-24,0.0055617288471585683,0.0008842928021338234,4.1251929247128302e-10,5.9518683488278245e-06,2.907498987249279e-14,6.7990833925908319e-10,2.1472526122337726e-07,8.4936854733017635e-09,1.0888734488279913e-12,3.5947698675565441e-09,2.8385144330779668e-09,1.1323409199426568e-12,3.366305023974526e-14
4.766474019433259e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3311064842053727,0.1131027152040493,0.02237623949732883,6.1260127443255607e-11,1.8709371872779021e-08,2.1739305194138892e-07,1.4043569706837362e-06,1.8228444424276025e-16,2.4275110063205898e-24,4.6837471383367075e-09,4.3627148715499622e-32,5.5090875838796293e-09,5.6474054763710451e-24,4.624565951245131e-15,8.0522800162342648e-18,3.5397259330367734e-20,2.5878587673262096e-10,5.7807581053597544e-24,0.0055656224686266888,0.00088922070418658461,4.1454124662620303e-10,6.0050395493671069e-06,2.922375602826257e-14,6.8538833090886165e-10,2.1453425215358798e-07,8.6173613962603063e-09,1.1199713244882083e-12,3.6199158124371253e-09,2.9084772041130177e-09,1.1456315525925572e-12,3.4088522372688762e-14
4.793507343186326e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33109768441847398,0.11309887946104639,0.022373767438897685,6.2401572741365162e-11,1.9262937278850537e-08,2.2254925137936936e-07,1.4207612479866298e-06,1.8510478173686157e-16,2.4937926071243509e-24,4.7100623856994134e-09,4.4921800790312982e-32,5.5515678118432819e-09,5.7515310664837539e-24,4.7411823595813364e-15,8.2184907845739486e-18,3.6056130885861617e-20,2.639727111203102e-10,5.9188029556354279e-24,0.0055694419358857609,0.00089414770581143239,4.165630041704459e-10,6.0583176123043644e-06,2.9372599066509258e-14,6.9087719376791004e-10,2.1434552757743786e-07,8.742030523931099e-09,1.1517800253160119e-12,3.645125564693797e-09,2.9797183471393088e-09,1.1589839429907866e-12,3.4517215644024141e-14
4.820540666939393e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33108895819149164,0.1130951164102118,0.02237129578439891,6.3557326817412804e-11,1.9829502826303685e-08,2.2779551310985365e-07,1.4372417736768507e-06,1.8795401507966425e-16,2.5614574211473596e-24,4.7363833739901295e-09,4.6247647711078048e-32,5.5942169746464899e-09,5.8570181627403892e-24,4.8600570025993607e-15,8.3870964899531969e-18,3.6722649385316133e-20,2.6923194717272005e-10,6.0593863122255058e-24,0.0055731886323573425,0.00089907380916485504,4.1858456467973488e-10,6.1117001817478488e-06,2.9521519058095757e-14,6.9637480027025069e-10,2.1415908095778373e-07,8.8676918071017936e-09,1.1843112106945948e-12,3.670399493720814e-09,3.0522520109262183e-09,1.1723980887490801e-12,3.494914347093072e-14
4.84757399069246e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33108030416705853,0.11309142469394194,0.022368824532667635,6.4727497285913623e-11,2.0409287811393199e-08,2.3313276715185432e-07,1.453798548116733e-06,1.9083229273811036e-16,2.6305260523746906e-24,4.7627102371782584e-09,4.7605271935150932e-32,5.6370350753813802e-09,5.9638777796407479e-24,4.9812196796026241e-15,8.5581190939571324e-18,3.739685030439916e-20,2.7456410687410679e-10,6.2025412856426137e-24,0.005576863915653118,0.00090399901635700413,4.2060592770279776e-10,6.1651848985492288e-06,2.9670516056823667e-14,7.01881015543126e-10,2.13974903354288e-07,8.994344116412049e-09,1.2175766345104281e-12,3.6957379410759132e-09,3.1260923515683157e-09,1.1858739892712721e-12,3.5384318759075867e-14
4.874607314445527e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33107172101318649,0.11308780297996149,0.022366353682559605,6.591219218807795e-11,2.1002513458740272e-08,2.3856194304964184e-07,1.4704315738792151e-06,1.937397632416916e-16,2.7010193126854035e-24,4.7890431092013226e-09,4.8995263819111869e-32,5.6800221018726507e-09,6.0721209819276162e-24,5.1047003667015882e-15,8.7315806699155947e-18,3.8078769122561914e-20,2.7996971059137253e-10,6.348301253790759e-24,0.0055804691180565838,0.00090892332945269457,4.2262709276688749e-10,6.2187694006174765e-06,2.981959009772752e-14,7.0739569770343294e-10,2.13792983616935e-07,9.1219862426926719e-09,1.2515881448083486e-12,3.7211412218168438e-09,3.201253530309479e-09,1.199411645730528e-12,3.5822754092868431e-14
4.9016406381985936e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33106320742279205,0.11308424996085069,0.022363883232950865,6.7111519985064879e-11,2.1609402908915898e-08,2.4408396972755646e-07,1.4871408555617273e-06,1.9667657518339539e-16,2.7729582232113138e-24,4.8153821239634486e-09,5.0418221691833739e-32,5.7231780267266712e-09,6.1817588849459216e-24,5.2305292153772147e-15,8.9075034009502076e-18,3.8768441323945257e-20,2.8544927702524286e-10,6.4966998631866328e-24,0.0055840055469957113,0.00091384675047238135,4.2464805938224649e-10,6.2724513232341328e-06,2.9968741201007663e-14,7.1291869826450803e-10,2.1361330856956687e-07,9.2506168973363327e-09,1.2863576834825886e-12,3.7466096257973711e-09,3.2777497113596739e-09,1.2130110610434269e-12,3.6264462356375657e-14
4.9286739619516605e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33105476211323071,0.11308076435358146,0.022361413182737322,6.8325589552783327e-11,2.2230181205568361e-08,2.4969977534465876e-07,1.503926399609745e-06,1.9964287722061569e-16,2.8463640156821262e-24,4.8417274153337262e-09,5.1874751928075968e-32,5.7665028073822734e-09,6.292802655001753e-24,5.358736551020292e-15,9.0859095779931504e-18,3.9465902398202748e-20,2.9100332316177219e-10,6.6477710301895837e-24,0.0055874744855067982,0.00091876928139310874,4.2666882703447861e-10,6.3262282993701889e-06,3.0117969370485156e-14,7.1844986233414232e-10,2.134358631840455e-07,9.380234712709242e-09,1.3218972842451973e-12,3.7721434189265682e-09,3.355595059705112e-09,1.2266722394464686e-12,3.6709455990165996e-14
4.9557072857047274e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33104638382584134,0.11307734489906224,0.022358943530834393,6.9554510176176249e-11,2.2865075282093332e-08,2.5541028714926607e-07,1.5207882141497278e-06,2.0263881807603961e-16,2.9212581337566564e-24,4.8680791171444379e-09,5.3365469022608074e-32,5.8099963861632363e-09,6.405263509721134e-24,5.4893528714480404e-15,9.2668215977801414e-18,4.0171187841245228e-20,2.9663236422418656e-10,6.8015489422403098e-24,0.0055908771926896656,0.00092369092414944091,4.2868939518882475e-10,6.3800979600042101e-06,3.0267274590087974e-14,7.2398902887595504e-10,2.132606307450289e-07,9.5108382425392135e-09,1.3582190721225175e-12,3.7977428444023656e-09,3.4348037389125018e-09,1.2403951864752891e-12,3.7157746955282686e-14
4.982740609457794e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33103807132549701,0.11307399036169133,0.022356474276176631,7.0798391542769434e-11,2.3514313947848399e-08,2.612164313334238e-07,1.5377263088311244e-06,2.0566454653861013e-16,2.9976622343398594e-24,4.89443736318919e-09,5.4890995664867017e-32,5.8536586903324592e-09,6.5191527184085232e-24,5.6224088454062547e-15,9.4502619608201814e-18,4.0884333155910751e-20,3.0233691362507654e-10,6.958068059108226e-24,0.0055942149041543427,0.00092861168063436579,4.3070976329774785e-10,6.434057934441444e-06,3.0416656829594483e-14,7.2953603115503969e-10,2.1308759300556216e-07,9.6424259623302178e-09,1.3953352634763073e-12,3.8234081239010719e-09,3.5153899089281125e-09,1.2541799090611797e-12,3.7609347624645316e-14
5.009773933210861e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3310298234001659,0.11307069952891845,0.022354005417717367,7.2057343738021947e-11,2.4178127873923809e-08,2.6711913288735997e-07,1.5547406946771763e-06,2.0872021146445687e-16,3.0755981888854305e-24,4.9208022872209162e-09,5.645196281415277e-32,5.8974896321478364e-09,6.6344816024049251e-24,5.7579353110488701e-15,9.6362532693443734e-18,4.1605373852564537e-20,3.0811748291894699e-10,7.1173631141475079e-24,0.0055974888324594107,0.0009335315527001796,4.3272993079172374e-10,6.4881058506342613e-06,3.0566116043742509e-14,7.3509069691399066e-10,2.1291673033424915e-07,9.7749962698344174e-09,1.433258163620499e-12,3.8491394587264585e-09,3.5973677238723717e-09,1.2680264150620847e-12,3.8064270059963146e-14
5.036807256963928e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33102163886047981,0.11306747121081467,0.022351536954428375,7.3331477240505516e-11,2.4856749578468021e-08,2.7311931545397239e-07,1.5718313839441912e-06,2.1180596177777301e-16,3.1550880846837481e-24,4.9471740229497766e-09,5.804900977536593e-32,5.9414891089198273e-09,6.7512615354455749e-24,5.8959632743935031e-15,9.824818225236024e-18,4.2334345449632493e-20,3.1397458175513755e-10,7.2794691155618123e-24,0.0056007001675421851,0.00093845054215934808,4.3474989708107126e-10,6.5422393355035584e-06,3.0715652165768739e-14,7.4065284857587685e-10,2.1274802185396572e-07,9.9085474854899642e-09,1.4720001660359646e-12,3.8749370309335147e-09,3.6807513298307242e-09,1.2819347132089926e-12,3.8522525651705752e-14
5.063840580716995e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33101351653931038,0.11306430423965021,0.022349068885299465,7.4620902915764186e-11,2.5550413411567442e-08,2.7921790118339549e-07,1.5889983899889962e-06,2.1492194647178868e-16,3.2361542261349291e-24,4.9735527040409585e-09,5.9682784275292161e-32,5.985657003070734e-09,6.8695039440170978e-24,6.0365239077656144e-15,1.0015979627944219e-17,4.3071283474072694e-20,3.1990871783112072e-10,7.4444213476776418e-24,0.005603850077140842,0.00094336865078534639,4.3676966156732416e-10,6.5964560152606842e-06,3.0865265115331703e-14,7.4622230373646917e-10,2.1258144557218379e-07,1.0043077852874135e-08,1.5115737528602215e-12,3.9008010044044496e-09,3.7655548626414886e-09,1.2959048133549048e-12,3.8984126271756849e-14
5.090873904470062e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33100545529135406,0.11306119746948025,0.022346601209338224,7.5925732012095689e-11,2.6259355539696305e-08,2.8541581058769758e-07,1.6062417271442641e-06,2.1806831460973113e-16,3.318819136006829e-24,4.9999384641123501e-09,6.1353942539436793e-32,6.0299931821956697e-09,6.9892203077140917e-24,6.1796485482228135e-15,1.0209760372382788e-17,4.3816223461787898e-20,3.2592039684619082e-10,7.6122553722263814e-24,0.0056069397072086658,0.0009482858803134802,4.3878922363325651e-10,6.6507535157304414e-06,3.1014954799380286e-14,7.5179887532346162e-10,2.1241697850385431e-07,1.0178585539236617e-08,1.5519914921761946e-12,3.9267315258813645e-09,3.851792445681431e-09,1.3099367259665154e-12,3.9449083688708285e-14
5.1179072282231286e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33099745399272396,0.11305814977573835,0.02234413392556962,7.7246076156713982e-11,2.6983813929736343e-08,2.917139623957559e-07,1.6235614106014072e-06,2.2124521532568686e-16,3.4031055566777671e-24,5.0263314367321408e-09,6.3063149369414841e-32,6.0744974991252351e-09,7.1104221595950369e-24,6.3253686959528114e-15,1.0406183446816662e-17,4.45692009579835e-20,3.3201012245555047e-10,7.7830070296349223e-24,0.0056099701823205828,0.00095320223244168591,4.4080858264078805e-10,6.7051294626747879e-06,3.1164721101144008e-14,7.5738237171229296e-10,2.1225459678680515e-07,1.0315068635989506e-08,1.5932660367669636e-12,3.9527287259786678e-09,3.9394781876498154e-09,1.3240304619893404e-12,3.9917408790125091e-14
5.1449405519761955e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33098951154054945,0.11305516005483755,0.022341667033035691,7.8582047349962165e-11,2.7724028332561506e-08,2.9811327340835858e-07,1.6409574563007429e-06,2.2445279782557825e-16,3.4890364513638451e-24,5.0527317554162963e-09,6.4811078220899313e-32,6.119169791989896e-09,7.2331210865375069e-24,6.4737160126627974e-15,1.0605271930737298e-17,4.5330251517473541e-20,3.3817839622480726e-10,7.9567124403249285e-24,0.0056129426060720902,0.00095811770883130992,4.428277379465316e-10,6.7595814821165704e-06,3.1314563890387436e-14,7.6297259727414107e-10,2.1209427578950521e-07,1.0452525159192057e-08,1.6354101252251156e-12,3.9787927201441571e-09,4.0286261803516241e-09,1.3381860332803729e-12,4.0389112943954141e-14
5.1719738757292624e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33098162685258464,0.11305222722377885,0.022339200530795245,7.9933757961357805e-11,2.8480240266208127e-08,3.0461465835358203e-07,1.6584298808286276e-06,2.2769121138816222e-16,3.5766350053306685e-24,5.0791395536259588e-09,6.6598411282133284e-32,6.1640098842860438e-09,7.3573287295925613e-24,6.624722319953296e-15,1.0807048992728951e-17,4.6099410704938769e-20,3.4442571758488824e-10,8.1334080060206947e-24,0.0056158580614707283,0.00096303231110787162,4.448466888924471e-10,6.8141072006640598e-06,3.1464483027965163e-14,7.6856935253316118e-10,2.1193599021235419e-07,1.0590953050145198e-08,1.6784365789917564e-12,4.004923609572085e-09,4.1192504964807427e-09,1.3524034520815856e-12,4.0864207703964523e-14
5.199007199482329e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3309737988668216,0.11304935021976713,0.022336734417923516,8.1301320726792493e-11,2.9252692998633248e-08,3.1121902974249323e-07,1.6759787013212708e-06,2.3096060536587748e-16,3.6659246270893619e-24,5.1055549647647404e-09,6.842583955300859e-32,6.2090175849437795e-09,7.4830567843383036e-24,6.7784195976624595e-15,1.1011537888327325e-17,4.6876714095139444e-20,3.5075258378738284e-10,8.3131304110655721e-24,0.0056187176113202666,0.00096794604086180625,4.4686543479813935e-10,6.8687042458359462e-06,3.1614478348119388e-14,7.7417243415941846e-10,2.117797141824954e-07,1.0730350175938421e-08,1.7223583004072574e-12,4.0311214821063517e-09,4.2113651874038088e-09,1.3666827307398268e-12,4.1342703540441945e-14
5.226040523235396e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3309660265411134,0.11304652799983396,0.02233426869351186,8.268484874318351e-11,3.004163153004969e-08,3.1792729772522387e-07,1.6936039353749285e-06,2.3426112918580964e-16,3.7569289495767087e-24,5.1319781221759302e-09,7.0294062924716164e-32,6.2541926883963512e-09,7.6103170012324848e-24,6.9348399822034925e-15,1.1218761957872098e-17,4.7662197273086245e-20,3.5715948986032387e-10,8.4959166237469329e-24,0.0056215222985977094,0.00097285889964919016,4.4888397498048426e-10,6.9233702463859026e-06,3.1764549670693136e-14,7.7978163558099565e-10,2.1162542134167748e-07,1.0870714329957554e-08,1.7671882745897793e-12,4.0573864130903196e-09,4.3049842809454664e-09,1.3810238823513134e-12,4.1824611302684511e-14
5.253073846988463e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33095830885280203,0.11304375954046789,0.022331803356667471,8.4084455464578238e-11,3.0847302574862695e-08,3.247403699474649e-07,1.7113056009622017e-06,2.375929323507412e-16,3.8496718313193333e-24,5.1584091591396157e-09,7.2203790259971659e-32,6.2995349746513206e-09,7.7391211859641226e-24,7.0940157648931606e-15,1.1428744624354699e-17,4.8455895834171935e-20,3.6364692856441476e-10,8.6818038976296919e-24,0.0056242731468232523,0.00097777088899244952,4.5090230874697038e-10,6.9781028326275619e-06,3.1914696812528992e-14,7.8539674716731482e-10,2.1147308492856282e-07,1.1012043232538577e-08,1.8129395663830068e-12,4.0837184661595274e-09,4.400121779175803e-09,1.395426920259592e-12,4.2309942392307466e-14
5.28010717074153e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33095064479835523,0.11304104383725119,0.02232933840651305,8.5500254700394381e-11,3.1669954543217016e-08,3.3165915140743247e-07,1.729083716354148e-06,2.4095616443998614e-16,3.9441773575817873e-24,5.1848482088697115e-09,7.4155739473820422e-32,6.3450442093633751e-09,7.869481199804102e-24,7.255979390246912e-15,1.1641509391262653e-17,4.9257845384266725e-20,3.7021539034971369e-10,8.8708297728983204e-24,0.0056269711604233453,0.00098268201038105075,4.5292043538068056e-10,7.0328996367598741e-06,3.2064919560379867e-14,7.9101755605515055e-10,2.1132267785559922e-07,1.1154334531579403e-08,1.8596253173856598e-12,4.110117694039992e-09,4.4967916562006454e-09,1.4098918575498182e-12,4.2798706968388101e-14
5.307140494494597e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33094303339300818,0.11303837990450366,0.02232687384218654,8.6932360610650315e-11,3.250983752213324e-08,3.3868454431334854e-07,1.7469383000479444e-06,2.4435097511032529e-16,4.0404698414984444e-24,5.2112954045109147e-09,7.6150637615026116e-32,6.3907201439088439e-09,8.0014089599545682e-24,7.4207634542668079e-15,1.1857079840421693e-17,5.0068081539779866e-20,3.7686536331278326e-10,9.0630320777073096e-24,0.0056296173250869799,0.00098759226527217643,4.5493835416314256e-10,7.0877582931914391e-06,3.2215217683663347e-14,7.9664384682865595e-10,2.1117417277953247e-07,1.1297585803060603e-08,1.9072587487239994e-12,4.1365841392948137e-09,4.5950078559555416e-09,1.4244187079234069e-12,4.329091533914006e-14
5.334173818247664e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33093547367041359,0.11303576677493292,0.022324409662840838,8.8380887701905541e-11,3.3367203256261889e-08,3.4581744794148687e-07,1.7648693706998155e-06,2.477775140971169e-16,4.1385738251891245e-24,5.2377508791355713e-09,7.8189220948046644e-32,6.4365625154618688e-09,8.134916439897231e-24,7.5884007027298357e-15,1.2075479629836734e-17,5.0886639927690001e-20,3.8359733315431331e-10,9.2584489295401419e-24,0.0056322126081153109,0.00099250165509138307,4.5695606437312628e-10,7.1426764388649101e-06,3.2365590957624807e-14,8.0227540177471065e-10,2.1102754216719552e-07,1.1441794551753268e-08,1.9558531581776717e-12,4.1631178349976851e-09,4.6947842900040706e-09,1.4390074852920961e-12,4.3786578791972481e-14
5.3612071420007306e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33092796468229713,0.1130332034992914,0.022321945867643495,8.9845950826473586e-11,3.4242305128274356e-08,3.5305875849483242e-07,1.7828769470629839e-06,2.5123593121513137e-16,4.2385140808583418e-24,5.2642147657404702e-09,8.0272235035601726e-32,6.4825710470722569e-09,8.2700156697403723e-24,7.7589240294391652e-15,1.2296732491532801e-17,5.1713556185546677e-20,3.9041178313722771e-10,9.4571187365766247e-24,0.0056347579587647722,0.00099741018123324543,4.5897356526284871e-10,7.1976517135816984e-06,3.2516039123757909e-14,8.0791200048907423e-10,2.1088275835695331e-07,1.158695821190809e-08,2.0054219157958665e-12,4.1897188054316735e-09,4.7961348353412953e-09,1.4536582029509612e-12,4.4285707302197627e-14
5.3882404657537974e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33092050549812013,0.11303068914603964,0.022319482455776442,9.1327665178433042e-11,3.5135398138857457e-08,3.6040936896240034e-07,1.8009610479303755e-06,2.547263763594306e-16,4.3403156118781194e-24,5.2906871972435641e-09,8.2400434821835936e-32,6.5287454477449634e-09,8.4067187365645488e-24,7.9323664744646425e-15,1.2520862229396802e-17,5.2548865961445256e-20,3.9730919404528352e-10,9.6590801990686538e-24,0.0056372543085837692,0.0010023178450619839,4.6099085608214261e-10,7.2526817603251157e-06,3.2666561899805497e-14,8.1355342061794588e-10,2.1073979361426846e-07,1.1733074147778235e-08,2.0559784676293286e-12,4.2163870667445142e-09,4.8990733322030585e-09,1.4683708746817867e-12,4.4788310614150788e-14
5.415273789506864e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33091309520474749,0.11302822280101572,0.022317019426435738,9.2826146289187721e-11,3.6046738886339618e-08,3.6787016897925902e-07,1.8191216920818325e-06,2.5824899950654639e-16,4.4440036538542952e-24,5.3171683064806049e-09,8.4574584716081053e-32,6.5750854125212481e-09,8.5450377847669207e-24,8.108761222395755e-15,1.2747892717021135e-17,5.339260491397745e-20,4.0429004414216769e-10,9.8643723107243136e-24,0.0056397025717430911,0.0010072246479120805,4.6300793608613073e-10,7.3077642255830923e-06,3.2817159022021197e-14,8.191994382548767e-10,2.1059862018324532e-07,1.1880139654370674e-08,2.1075363334487998e-12,4.2431226275054103e-09,5.0036135818818583e-09,1.4831455145520219e-12,4.5294399904897162e-14
5.442307113259931e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33090573290612307,0.11302580356711125,0.022314556778831301,9.4341510027492071e-11,3.6976585545986179e-08,3.754420446873093e-07,1.8373588982355986e-06,2.6180395071533662e-16,4.5496036756762426e-24,5.3436582262017267e-09,8.6795458677221941e-32,6.6215906225614603e-09,8.6849850164042272e-24,8.2881416005554862e-15,1.297784789554983e-17,5.4244808712159311e-20,4.1135480913110555e-10,1.0073034360100308e-23,0.0056421036453601706,0.0010121305910888764,4.6502480450183121e-10,7.3628967596712957e-06,3.296783019001262e-14,8.2484982726591451e-10,2.1045921033499043e-07,1.2028151958230344e-08,2.1601091004893945e-12,4.2699254893095117e-09,5.1097693445500321e-09,1.4979821356598009e-12,4.5803985113037665e-14
5.469340437012998e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33089841772295053,0.11302343056395299,0.022312094512186621,9.5873872596503799e-11,3.7925197848914158e-08,3.8312587859686298e-07,1.8556726850038457e-06,2.653913801277793e-16,4.6571413805499706e-24,5.3701570890679495e-09,8.9063840298669856e-32,6.6682607452294436e-09,8.8265726915341602e-24,8.4705410771950232e-15,1.3210751771528073e-17,5.5105513035338796e-20,4.1850396211498493e-10,1.0285105932002656e-23,0.005644458409817271,0.0010170356758691602,4.670414605504108e-10,7.4180770170540883e-06,3.311857506755079e-14,8.3050436006789101e-10,2.1032153641046651e-07,1.217710821795534e-08,2.2137104281000772e-12,4.2967956473574232e-09,5.217554337091003e-09,1.5128807514313738e-12,4.631707540665304e-14
