Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),OX(20),CH3X(22),HOX(23),HX(19),CH2X(134),CHX(26),H2X(36),H2OX(35),CXHO(27),OCX(21),COX(37),HOCXO(25),CO2X(34),CX(24),CH3OHX(46),CH2O3(144),SX(155),HO2X(135),CH2O2(69),SX(192),C2H6X(39)
1.4724225335521974e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18830157127815017,0.099959639526700159,0.097731165758046051,1.5280332287963792e-15,8.5007139199049613e-10,1.8590792524537446e-09,3.1019907132712035e-11,6.1431989542566013e-12,3.3262457197023582e-22,9.93174696330587e-13,0.0,1.7910217852293538e-16,7.6557968474809749e-27,3.5530772751816793e-13,3.8099867460743391e-21,3.5284642849259832e-21,1.2008540919602259e-15,1.2069922604132324e-38,3.4902099426913519e-05,0.0045374557784927383,3.5976488391493482e-09,2.1141590828136405e-07,1.6151497480518906e-05,2.8450376576913774e-12,5.4543216192936547e-06,6.4809058071761057e-13,2.9512470760097587e-13,1.085218408459246e-15,4.0698079152901584e-10,1.0769211211066457e-14,4.5069149473256104e-19,5.2735402077564225e-19,1.0643602736417847e-13,1.2328555934654753e-16,1.797121184771614e-21,6.1547630920919044e-25,3.838236583463153e-13,4.6796633600323836e-17,1.6165862726392167e-20,2.1373630601139473e-15
1.489133682230895e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18825142560358332,0.09995953104890215,0.097706320205061564,1.6625943436461408e-15,9.0658617693607494e-10,1.9601835222284015e-09,3.2668530954390089e-11,6.336980130134983e-12,3.5492445703380356e-22,1.0129408903734377e-12,0.0,1.843617708467015e-16,8.2987493317866321e-27,3.7466618360214131e-13,3.9777247224396908e-21,3.7228007014361104e-21,1.2524715343828384e-15,1.3489523845568106e-38,3.4892766662041947e-05,0.0045871399133974727,3.6331344234881558e-09,2.1831092676581384e-07,1.6497666325683643e-05,2.9079215032363171e-12,5.5720767559162229e-06,6.8316639834456153e-13,3.1468120038462057e-13,1.121084559495037e-15,4.2478058554414492e-10,1.1339295263042832e-14,4.8586408301837621e-19,5.7371237132728781e-19,1.0822054253147314e-13,1.2997699660143864e-16,2.0229295586118132e-21,6.9277348953129955e-25,4.0516889819997946e-13,5.0477664613361759e-17,1.74348827015732e-20,2.2042860396757972e-15
1.5058448309095924e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18820131435423518,0.099959421362301917,0.097681494191809715,1.8073748199001238e-15,9.6617713295635644e-10,2.0655694779654174e-09,3.4384268674031686e-11,6.5345796687426707e-12,3.7844797282627161e-22,1.0328587865042995e-12,0.0,1.8971027387323396e-16,8.9882325305011212e-27,3.9484836631947749e-13,4.1508458388276168e-21,3.925491093438259e-21,1.3056986629232268e-15,1.505856604222016e-38,3.4883439876684622e-05,0.004636784819836922,3.6685419723010085e-09,2.2535123180591017e-07,1.6847284400900752e-05,2.9722076045400407e-12,5.6910341497591087e-06,7.1971642341329506e-13,3.3529684425383886e-13,1.1577176899692983e-15,4.4314673971860905e-10,1.1932425311144101e-14,5.2334632091012725e-19,6.235819452908464e-19,1.1002244230202995e-13,1.3695131304153425e-16,2.2741472798290693e-21,7.7876010144110223e-25,4.2744623784106494e-13,5.4402948446624402e-17,1.8787832038271918e-20,2.2725048547471413e-15
1.52255597958829e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18815123749017268,0.09995931046855247,0.097656687694014907,1.9630286304183962e-15,1.0289751187526359e-09,2.1753673411348387e-09,3.6169018277555011e-11,6.7360263049455451e-12,4.0324761592395116e-22,1.0529272579735242e-12,0.0,1.9514799457072326e-16,9.7270766924391447e-27,4.1587955063081416e-13,4.3294591186547112e-21,4.1367946559503686e-21,1.3605665524156398e-15,1.6790960802345217e-38,3.4874119064331499e-05,0.0046863905448483231,3.7038716764604189e-09,2.3253819320212022e-07,1.7200344887130849e-05,3.0379255256838199e-12,5.811192140774096e-06,7.5778489026509305e-13,3.5701632807506026e-13,1.195125304938076e-15,4.6209059717369739e-10,1.2549244073926645e-14,5.6326175164308028e-19,6.7718650799229244e-19,1.1184113661742366e-13,1.4421708241669497e-16,2.5533064270202967e-21,8.7430064430144474e-25,4.5068536969078898e-13,5.858573572764118e-17,2.0229239819476267e-20,2.3420285131909962e-15
1.5392671282669874e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18810119497154965,0.099959198369304794,0.097631900687442888,2.1302438651005606e-15,1.095115014075518e-09,2.289709725712781e-09,3.8024707276197117e-11,6.9413485494170118e-12,4.2937751382329703e-22,1.0731451846707307e-12,0.0,2.006752324921964e-16,1.0518251497557454e-26,4.3778548397159094e-13,4.513674480051477e-21,4.3569755175871177e-21,1.4171064901497705e-15,1.8701747327969109e-38,3.4864804218486893e-05,0.0047359571353866158,3.7391237260511188e-09,2.3987317605052988e-07,1.755684096327502e-05,3.1051050848226368e-12,5.9325490707733587e-06,7.9741682087742708e-13,3.7988569358966524e-13,1.233314891107935e-15,4.8162359203316394e-10,1.3190403889580085e-14,6.0573902711314585e-19,7.3476142179230082e-19,1.1367735634281223e-13,1.5178303410393785e-16,2.8631594360934023e-21,9.803346497761641e-25,4.7491658168943173e-13,6.3039837609653455e-17,2.1763825003673902e-20,2.4128659353496331e-15
1.555978276945685e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18805118675860741,0.099959085066207917,0.097607133147900815,2.3097441020598562e-15,1.1647357952339282e-09,2.4087316513181035e-09,3.9953292746350348e-11,7.1505746898878275e-12,4.5689345622446721e-22,1.0935114530853282e-12,0.0,2.0629227990191378e-16,1.1364871269778466e-26,4.6059238905354185e-13,4.7036027304369117e-21,4.5863027725372434e-21,1.4753499736307136e-15,2.0807169700550384e-38,3.4855495332669579e-05,0.0047854846383245464,3.7742983103747155e-09,2.4735754074190127e-07,1.7916765805972187e-05,3.1737763528595126e-12,6.0551032834213388e-06,8.3865802840887285e-13,4.039523599783126e-13,1.2722939168689297e-15,5.0175725037546388e-10,1.3856566716087804e-14,6.5091208166759169e-19,7.9655410760990514e-19,1.1553172044055277e-13,1.5965805388241372e-16,3.2066953854670552e-21,1.0978822144729933e-24,5.0017076199838828e-13,6.7779642768192695e-17,2.3396502092094801e-20,2.4850259546006167e-15
1.5726894256243825e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18800121281167428,0.099958970560908966,0.097582385051237022,2.5022898241932697e-15,1.2379806111401892e-09,2.5325705560890943e-09,4.1956761368464755e-11,7.3637327923866238e-12,4.8585292656331463e-22,1.1140249562673261e-12,0.0,2.1199942189897033e-16,1.2270200342409496e-26,4.8432696661852306e-13,4.8993555611226372e-21,4.8250505121094062e-21,1.5353287083532902e-15,2.3124759126831553e-38,3.4846192400412813e-05,0.0048349731004527956,3.8093956179542719e-09,2.5499264296067918e-07,1.8280112589396337e-05,3.2439696521184925e-12,6.1788531242266923e-06,8.8155512066211133e-13,4.2926514854563602e-13,1.3120698323281311e-15,5.2250319041832162e-10,1.45484041318239e-14,6.9892027482361085e-19,8.6282452100295305e-19,1.1740407308453454e-13,1.6785118469082686e-16,3.5871574303411291e-21,1.2280499152967578e-24,5.2647940366071855e-13,7.2820134759677303e-17,2.5132386908791025e-20,2.5585173179085042e-15
1.58940057430308e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18795127309116622,0.099958854855052931,0.097557656373341073,2.7086798795967904e-15,1.3149968598505648e-09,2.6613663093163433e-09,4.4037129464017796e-11,7.580850702471738e-12,5.1631513377423717e-22,1.1346845937884128e-12,0.0,2.1779693653832755e-16,1.323765856963919e-26,5.0901639814768657e-13,5.1010455419447342e-21,5.0734978558745725e-21,1.5970746055897129e-15,2.5673421129741404e-38,3.4836895415264284e-05,0.0048844225684800827,3.8444158365388521e-09,2.6277983368372113e-07,1.8646874485053741e-05,3.3157155550160351e-12,6.3037969405343236e-06,9.2615550345160133e-13,4.5587430752645815e-13,1.3526500693424649e-15,5.438731214330673e-10,1.5266597336743063e-14,7.4990854773456949e-19,9.3384564236797236e-19,1.1929409419414904e-13,1.7637162736810295e-16,4.0080613807248455e-21,1.3720371022623771e-24,5.5387460922265162e-13,7.8176909723666693e-17,2.6976802485573033e-20,2.6333486863723457e-15
1.6061117229817775e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18790136755758657,0.099958737950282997,0.097532947090143526,2.9297529811243214e-15,1.3959362655253923e-09,2.7952612238639217e-09,4.6196443028242726e-11,7.8019560464555502e-12,5.4834104425034739e-22,1.1554892717032666e-12,0.0,2.2368509494968279e-16,1.4270826969012519e-26,5.3468834853198178e-13,5.3087861159195368e-21,5.3319289824599446e-21,1.6606197801886888e-15,2.8473527452968014e-38,3.4827604370786188e-05,0.0049338330890332863,3.8793591531081012e-09,2.7072045917885826e-07,1.9017044661580052e-05,3.389044882730972e-12,6.4299330815174474e-06,9.7250738389139284e-13,4.8383153701610696e-13,1.3940420415515363e-15,5.6587884271825293e-10,1.60118371514648e-14,8.040275827294243e-19,1.0099039803278516e-18,1.2120185601283369e-13,1.8522874137940732e-16,4.4732153784804105e-21,1.5311425654511327e-24,5.8238909532104074e-13,8.3866194389210419e-17,2.893528504731034e-20,2.7095286357697747e-15
1.622822871660475e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18785149617152616,0.099958619848240254,0.097508257177615867,3.1663892446506682e-15,1.4809549557893046e-09,2.9344000683851968e-09,4.8436777758741935e-11,8.0270762326216131e-12,5.8199341399294944e-22,1.1764379025110923e-12,0.0,2.2966416145427894e-16,1.5373453493457656e-26,5.6137096870522402e-13,5.5226915939226165e-21,5.6006331600063156e-21,1.725996548385502e-15,3.1547012814260307e-38,3.4818319260555206e-05,0.0049832047086575595,3.9142257538767246e-09,2.78815861003289e-07,1.9390616284537368e-05,3.4639887038729704e-12,6.5572598981697317e-06,1.0206597736084563e-12,5.1319001400033212e-13,1.4362531444103027e-15,5.8853224329358513e-10,1.6784824014544795e-14,8.6143396471887082e-19,1.0913000878403065e-18,1.2312766452746079e-13,1.9443204552810992e-16,4.9867407023279404e-21,1.7067715854672639e-24,6.1205619723771743e-13,8.9904864379502698e-17,3.1013590093277478e-20,2.7870656570977418e-15
1.6395340203391725e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18780165889366351,0.099958500550563989,0.097483586611770548,3.4195117689105585e-15,1.5702135395137441e-09,3.0789300793206037e-09,5.0760239082498745e-11,8.2562384524341412e-12,6.1733682096124039e-22,1.1975294051173934e-12,0.0,2.3573439367953548e-16,1.6549458941583048e-26,5.8909289823744535e-13,5.7428771493923927e-21,5.8799047762684658e-21,1.7932374256237326e-15,3.4917476915086619e-38,3.4809040078162623e-05,0.005032537473816448,3.9490158242990248e-09,2.8706737600178067e-07,1.9767582516211186e-05,3.5405783331493475e-12,6.6857757432974782e-06,1.0706624918748747e-12,5.4400441748730792e-13,1.4792907552215978e-15,6.1184530181125698e-10,1.7586267979501185e-14,9.2229034537979139e-19,1.1783490917479197e-18,1.2507168620174943e-13,2.0399121865289121e-16,5.5530938032730822e-21,1.9004433940822266e-24,6.4290987341867479e-13,9.6310462834098145e-17,3.3217698577140284e-20,2.8659681571095677e-15
1.65624516901787e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18775185568476524,0.099958380058891461,0.097458935368660654,3.6900882590262738e-15,1.6638771850332723e-09,3.2290009726696116e-09,5.3168962182465694e-11,8.4894696817395861e-12,6.5443769762829652e-22,1.2187627047959929e-12,0.0,2.4189604267144321e-16,1.7802943012346823e-26,6.178832678871489e-13,5.9694588130591833e-21,6.1700433683464634e-21,1.8623751243889726e-15,3.8610292052278475e-38,3.4799766817214283e-05,0.005081831430891995,3.9837295490733279e-09,2.954763363046905e-07,2.0147936515407438e-05,3.618845330030243e-12,6.8154789715118902e-06,1.1225661686566834e-12,5.763309537547212e-13,1.5231622331685252e-15,6.3583008615175515e-10,1.8416888711747237e-14,9.8676560967459451e-19,1.2713812367054392e-18,1.2703389181695145e-13,2.1391610030948102e-16,6.1770896607229073e-21,2.113799078310866e-24,6.7498470995678738e-13,1.0310121936147688e-16,3.5553823192107181e-20,2.9462444588483588e-15
1.6729563176965676e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1877020865056854,0.099958258374857986,0.097434303424380017,3.9791326939012477e-15,1.7621156987816291e-09,3.3847649555407793e-09,5.5665112022341459e-11,8.7267966819605262e-12,6.9336436373783288e-22,1.2401367331512934e-12,0.0,2.4814935300479758e-16,1.9138190503976723e-26,6.4777170211322316e-13,6.2025534676992161e-21,6.4713536520553329e-21,1.9334425520542258e-15,4.2652716521478649e-38,3.4790499471330578e-05,0.0051310866261848618,4.0183671121464462e-09,3.0404406932580932e-07,2.0531671437249411e-05,3.6988214974120829e-12,6.9463679392213686e-06,1.1764222475812918e-12,6.1022738170534063e-13,1.5678749193467252e-15,6.6049875277840223e-10,1.9277415484809637e-14,1.0550350454463964e-18,1.3707424435723136e-18,1.2901424451685267e-13,2.242166914373538e-16,6.8639265103930204e-21,2.3486099483205042e-24,7.0831592503860337e-13,1.102960693193815e-16,3.8028414761400981e-20,3.0279028021768459e-15
1.689667466375265e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18765235131736632,0.099958135500097064,0.097409690755063075,4.2877070372182975e-15,1.8651036043280886e-09,3.5463767374862385e-09,5.8250883368056306e-11,8.9682460012820374e-12,7.3418705925377435e-22,1.2616504280807718e-12,0.0,2.5449456289137799e-16,2.055967765569128e-26,6.7878832154774517e-13,6.4422788429128459e-21,6.7841455509447576e-21,2.0064728087365611e-15,4.7074013975290066e-38,3.4781238034146543e-05,0.0051803031059144324,4.0529286967180894e-09,3.1277189776002081e-07,2.0918780432974714e-05,3.7805388802792215e-12,7.0784410046238948e-06,1.2322829888255935e-12,6.457530383209201e-13,1.6134361367964916e-15,6.8586354617165659e-10,2.0168587175457439e-14,1.1272805156827284e-18,1.4767948820258738e-18,1.3101281248436914e-13,2.3490315501185496e-16,7.6192119883004011e-21,2.6067863811226888e-24,7.4293937335614282e-13,1.1791467341707375e-16,4.0648168730340597e-20,3.1109513443037363e-15
1.7063786150539626e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18760265008083832,0.099958011436240141,0.097385097336884663,4.6169229925307403e-15,1.9730202218051819e-09,3.7139935416220403e-09,6.092850080632685e-11,9.2138439758307702e-12,7.7697797749945667e-22,1.2833027337377026e-12,0.0,2.6093190428611597e-16,2.20720786333201e-26,7.1096374542999653e-13,6.6887535099267287e-21,7.1087342249723199e-21,2.0814991851648417e-15,5.1905578973613531e-38,3.4771982499311878e-05,0.0052294809162189357,4.087414485245262e-09,3.2166113958078141e-07,2.130925664973219e-05,3.8640297643637618e-12,7.2116965276994516e-06,1.2902014719254443e-12,6.8296886421300241e-13,1.6598531905347605e-15,7.1193679843667573e-10,2.1091152257825678e-14,1.2036906331734721e-18,1.5899175575525623e-18,1.3302971237022759e-13,2.4598581668188216e-16,8.4489907529965189e-21,2.890387159549354e-24,7.7889155048387028e-13,1.2597743763994683e-16,4.3420031759823235e-20,3.1953981603065866e-15
1.72308976373266e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18755298275721985,0.099957886184916842,0.097360523146060057,4.9679438034701811e-15,2.0860497477259698e-09,3.8877751155326016e-09,6.3700218761542674e-11,9.463616730846566e-12,8.2181129848650355e-22,1.3050926004941141e-12,0.0,2.6746160299126058e-16,2.3680272161640259e-26,7.4432909400141989e-13,6.9420968764201449e-21,7.4454400988283097e-21,2.1585551605585599e-15,5.7181069016319114e-38,3.4762732860490891e-05,0.0052786201031555452,4.1218246594466234e-09,3.3071310803741982e-07,2.170309323037886e-05,3.9493266748034531e-12,7.3461328702025204e-06,1.3502315985060812e-12,7.2193742927042198e-13,1.7071333675869723e-15,7.3873092894724558e-10,2.2045868796920549e-14,1.2844609378747812e-18,1.7105069132046214e-18,1.3506501912004559e-13,2.5747516539305096e-16,9.3597736623546114e-21,3.2016293335107439e-24,8.1620959722049198e-13,1.3450553350117481e-16,4.6351208423429042e-20,3.2812512436512439e-15
1.7398009124113576e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18750334930771778,0.099957759747754921,0.097335968158844807,5.3419860999707883e-15,2.2043813351867559e-09,4.0678837419584816e-09,6.6568321511397437e-11,9.7175901818467166e-12,8.6876322243238486e-22,1.3270189849039792e-12,0.0,2.7408387875856067e-16,2.5389348305672565e-26,7.7891599086143844e-13,7.2024291813754938e-21,7.7945888899119037e-21,2.2376744005177258e-15,6.293654334103464e-38,3.4753489111362635e-05,0.0053277207127004943,4.156159400306839e-09,3.3992911165225561e-07,2.2100283313276887e-05,4.0364623747975973e-12,7.4817483956546118e-06,1.4124280949333257e-12,7.6272295840097857e-13,1.7552839370187912e-15,7.6625844391172665e-10,2.3033504441719443e-14,1.3697940771282999e-18,1.8389774463840041e-18,1.3711875613847086e-13,2.6938185399635013e-16,1.0358568580588162e-20,3.5428986289644491e-24,8.5493130389540425e-13,1.4352091862366981e-16,4.9449168008972001e-20,3.368518506707822e-15
1.756512061090055e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1874537496936273,0.099957632126380147,0.097311432351534721,5.7403217910983624e-15,2.3282091744465565e-09,4.2544842492688345e-09,6.9535123200677515e-11,9.9757900357828787e-12,9.1791200346360543e-22,1.3490808496666321e-12,0.0,2.8079894538950751e-16,2.7204615402061797e-26,8.1475656528443129e-13,7.4698714899527446e-21,8.1565116359619017e-21,2.3188907549236757e-15,6.9210608747517421e-38,3.4744251245620871e-05,0.0053767827907491971,4.1904188880809049e-09,3.493104542175412e-07,2.2500820032090647e-05,4.1254698642609711e-12,7.6185414693368874e-06,1.4768465148861835e-12,8.0539135736424585e-13,1.8043121499676988e-15,7.9453193588432233e-10,2.4054836417679631e-14,1.4598999886419206e-18,1.9757623408101771e-18,1.3919094306461821e-13,2.8171669984241623e-16,1.1452912886060591e-20,3.9167604272149344e-24,8.9509511463993179e-13,1.5304635765285317e-16,5.2721651424158152e-20,3.4572077812632748e-15
1.7732232097687526e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18740418387633204,0.099957503322416472,0.097286915700465604,6.1642800049895295e-15,2.4577325738739102e-09,4.4477440217201414e-09,7.260296785271109e-11,1.0238241792190806e-11,9.6933798350112971e-22,1.3712771635904153e-12,0.0,2.8760701083368442e-16,2.9131607141467275e-26,8.5188345449823359e-13,7.7445456883876187e-21,8.5315447223459337e-21,2.4022382558505937e-15,7.6044572713231907e-38,3.4735019256974032e-05,0.0054258063831163338,4.2246033022984238e-09,3.588584347922213e-07,2.2904696515583704e-05,4.2163823784755803e-12,7.7565104582828072e-06,1.5435432418515799e-12,8.5001023869240576e-13,1.8542252396744574e-15,8.2356408329779278e-10,2.5110651518437594e-14,1.5549960861047787e-18,2.1213141138379008e-18,1.4128162551968539e-13,2.9449068536157963e-16,1.2650907751388546e-20,4.325971338267382e-24,9.3674013162355422e-13,1.6310544350026459e-16,5.6176678206324658e-20,3.5473268190305816e-15
1.7899343584474502e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18735465181730437,0.099957373337485972,0.097262418182013394,6.615249076516248e-15,2.5931560412535251e-09,4.6478330095020108e-09,7.5774229378669111e-11,1.0504970744332899e-11,1.0231236263255423e-21,1.3936069015565505e-12,0.0,2.9450827728525968e-16,3.1176089803354072e-26,8.9032980592434852e-13,8.0265744789133668e-21,8.9200299090104124e-21,2.487751115487647e-15,8.3482604085313292e-38,3.4725793139145388e-05,0.0054747915355359816,4.2587128217679003e-09,3.6857434769851468e-07,2.3311905887416005e-05,4.3092333867403192e-12,7.8956537312708511e-06,1.6125754915416305e-12,8.9664894769617156e-13,1.9050304215144371e-15,8.5336765004206761e-10,2.6201746096760656e-14,1.655307447442735e-18,2.2761052793154108e-18,1.4339086217589411e-13,3.0771495862977915e-16,1.3961254272981656e-20,4.773491394146429e-24,9.7990611925517793e-13,1.7372261891918028e-16,5.9822553636586982e-20,3.6388832921546078e-15
1.8066455071261477e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18730515347810528,0.099957242173208838,0.097237939772593873,7.0946785833840695e-15,2.734689365446511e-09,4.8549237385701266e-09,7.9051311585183575e-11,1.077600198033364e-11,1.0793535518199912e-21,1.4160690444832371e-12,0.0,3.0150294127764788e-16,3.3344069644853495e-26,9.3012927937996272e-13,8.3160813747060735e-21,9.3223143570925013e-21,2.5754637240716298e-15,9.1571901649766868e-38,3.4716572885873002e-05,0.0055237382936617115,4.2927476245809811e-09,3.784594825183183e-07,2.3722441265941004e-05,4.4040565910183717e-12,8.0359696588172907e-06,1.684001314233625e-12,9.4537858855344051e-13,1.956734893028824e-15,8.8395548505716114e-10,2.7328926054935595e-14,1.7610670058178339e-18,2.4406290261905865e-18,1.4551870027990941e-13,3.2140083392039948e-16,1.5393291531769348e-20,5.262496889173678e-24,1.024633508349416e-12,1.8492319841410438e-16,6.3667875958753043e-20,3.7318847937146262e-15
1.8233566558048452e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18725568882038457,0.0999571098312034,0.097213480448662695,7.6040814313673918e-15,2.8825476983974172e-09,5.0691913202667724e-09,8.2436648180437501e-11,1.1051360384307983e-11,1.1381145703887478e-21,1.4386625792899708e-12,0.0,3.0859119377637456e-16,3.5641800445229714e-26,9.7131604924189552e-13,8.6131906948533776e-21,9.7387506551959779e-21,2.6654106478300219e-15,1.0036287088377255e-37,3.4707358490909685e-05,0.0055726467030667009,4.3267078881166811e-09,3.8851512408943216e-07,2.4136295764002974e-05,4.5008859245823682e-12,8.1774566131690365e-06,1.7578795970330053e-12,9.9627205047830157e-13,2.009345833955695e-15,9.1534052190953849e-10,2.8493006834653222e-14,1.8725157434178377e-18,2.6153999130812335e-18,1.4766517031890225e-13,3.3555979224210235e-16,1.6957036668731754e-20,5.7963938947785246e-24,1.0709634002578811e-12,1.967333904856775e-16,6.7721543703340191e-20,3.8263388382235404e-15
1.8400678044835427e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18720625780588099,0.099956976313086143,0.097189040186715189,8.1450359893387636e-15,3.0369516374804887e-09,5.2908134607296088e-09,8.5932702778557569e-11,1.1331070637482688e-11,1.1994957175488454e-21,1.4613864988620859e-12,0.0,3.1577322027017343e-16,3.8075791207277933e-26,1.0139248065726694e-12,8.9180275593464631e-21,1.0169696845333138e-20,2.7576266269343311e-15,1.0990930920013817e-37,3.469814994802314e-05,0.0056215168092438404,4.3605937890455906e-09,3.9874255250160812e-07,2.4553462488734389e-05,4.5997555506571748e-12,8.3201129682965113e-06,1.8342700660597355e-12,1.0494040339676127e-12,2.0628704062609672e-15,9.4753577835399499e-10,2.9694813406324716e-14,1.9899028879993897e-18,2.8009545790132025e-18,1.4983029793554021e-13,3.5020348186274822e-16,1.8663227060134505e-20,6.3788324770248374e-24,1.1189375709655375e-12,2.0918032021202801e-16,7.1992763116918561e-20,3.922252862123838e-15
1.8567789531622402e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18715686039642232,0.09995684162047172,0.097164618963286431,8.7191882747269736e-15,3.1981273081774475e-09,5.5199704700894854e-09,8.9541968902173279e-11,1.1615157219310751e-11,1.2635882886922251e-21,1.4842398020155197e-12,0.0,3.2304920086035447e-16,4.0652814016940492e-26,1.0579907612089103e-12,9.2307178840952406e-21,1.0615516448535238e-20,2.8521465734635962e-15,1.202686000008482e-37,3.4688947250995921e-05,0.00567034865760584,4.3944055033340463e-09,4.0914304309241939e-07,2.4973934541353381e-05,4.7006998610602981e-12,8.463937099886594e-06,1.9132332885584586e-12,1.1048510771223141e-12,2.1173157541692141e-15,9.8055435590042368e-10,3.0935180257781065e-14,2.1134861121440625e-18,2.9978524705159467e-18,1.5201411384215563e-13,3.6534371881949969e-16,2.0523364679896073e-20,7.0137216457806543e-24,1.1685984751521867e-12,2.2229205216750483e-16,7.6491055696907085e-20,4.0196342242802901e-15
1.8734901018409377e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1871074965539255,0.099956705754972897,0.097140216754950978,9.3282541900482879e-15,3.3663064470794766e-09,5.756845271457837e-09,9.3266969983223408e-11,1.1903644408578933e-11,1.330485874015971e-21,1.5072214934617926e-12,0.0,3.3041931034847026e-16,4.3379912062500868e-26,1.1035496438122388e-12,9.5513883759664809e-21,1.1076578490133511e-20,2.9490055693779348e-15,1.3150191586760376e-37,3.4679750393625456e-05,0.0057191422934853272,4.4281432062482992e-09,4.1971786644295534e-07,2.539770501696137e-05,4.8037534748398412e-12,8.6089273853356457e-06,1.9948306749327947e-12,1.1626915820408437e-12,2.1726890041943691e-15,1.0144094393949701e-09,3.2214951382384068e-14,2.2435317352343103e-18,3.2066765852679351e-18,1.5421665215375815e-13,3.8099248741519464e-16,2.2549762739905481e-20,7.7052450654794582e-24,1.2199892502191091e-12,2.3609761367991387e-16,8.1226265832000042e-20,4.1184902064694431e-15
1.8902012505196352e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18705816624039662,0.099956568718200703,0.097115833538322829,9.974021811172256e-15,3.5417264852062375e-09,6.001623409704112e-09,9.7110259362181951e-11,1.2196556284508429e-11,1.4002843936183251e-21,1.5303305837732096e-12,0.0,3.3788371832231398e-16,4.6264407814748849e-26,1.150637707882803e-12,9.8801665278449274e-21,1.1553257524712689e-20,3.0482388645020397e-15,1.4367443122723138e-37,3.4670559369724109e-05,0.0057678977621349724,4.4618070723586533e-09,4.3046828837333893e-07,2.582476700434077e-05,4.9089512369099431e-12,8.7550822037425279e-06,2.0791244807040581e-12,1.2230058412820667e-12,2.2289972651702948e-15,1.0491142966092018e-09,3.3534980266610515e-14,2.3803149281855945e-18,3.4280342324924248e-18,1.5643794333058074e-13,3.9716194070106495e-16,2.4755594702267173e-20,8.4578775585220371e-24,1.2731537202808882e-12,2.5062701842747495e-16,8.6208568548472853e-20,4.2188280138659102e-15
1.9069123991983328e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18700886941793127,0.099956430511764241,0.097091469290055382,1.0658353727989341e-14,3.7246306316346986e-09,6.2544930600237525e-09,1.0107442028578277e-10,1.2493916727848772e-11,1.4730821327581144e-21,1.5535660893482743e-12,0.0,3.4544258924027594e-16,4.9313911369470411e-26,1.1992917317356023e-12,1.0217180613717144e-20,1.2045933660738991e-20,3.1498818745184819e-15,1.568555448380285e-37,3.4661374173119171e-05,0.0058166151087275728,4.495397275543559e-09,4.4139556993806812e-07,2.6255113585752896e-05,5.0163282166836272e-12,8.9023999359017555e-06,2.1661778083947288e-12,1.2858760643950943e-12,2.2862476282812319e-15,1.0846822778278264e-09,3.4896129877140781e-14,2.5241199209547762e-18,3.6625578103048289e-18,1.5867801112229573e-13,4.1386440094587763e-16,2.7154945760141572e-20,9.2764024332628911e-24,1.3281364001224354e-12,2.6591129037662012e-16,9.144847736257781e-20,4.3206547755254851e-15
