Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),OX(20),CH3X(22),HOX(23),HX(19),CH2X(134),CHX(26),H2X(36),H2OX(35),CXHO(27),OCX(21),COX(37),HOCXO(25),CO2X(34),CX(24),CH3OHX(46),CH2O3(144),SX(155),HO2X(135),CH2O2(69),SX(192),C2H6X(39)
1.3497681231825816e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1595719793579187,0.09965431488292277,0.083742369178432391,1.6337376884796389e-08,0.00012460395105529635,2.3648997365883544e-05,4.0010503959930774e-07,1.5878058712160565e-09,6.7296903266711535e-17,2.3342113018264983e-11,0.0,1.9381103846577499e-14,3.7223646207331606e-20,6.1447213486454556e-09,1.2695113018874543e-17,8.3099250677161735e-17,2.3063502109716843e-12,2.8539176568312028e-29,2.9486502969147775e-05,0.032324706402477775,1.6387886221384635e-08,6.4052776345150468e-05,0.00058969905304342822,2.5627747283738374e-09,0.00031435066713269931,6.9966889278395318e-09,3.6852913168290737e-08,5.2546104224450701e-13,1.4029935609171458e-06,1.1832522197807769e-10,5.5439807651452998e-13,4.8288934660314812e-12,4.5561929588369356e-12,1.8172485463552109e-12,7.9217414875399577e-12,2.3401236864631011e-15,9.7151865486894121e-09,7.7167855010851679e-11,2.2811466432794356e-14,4.6968069686588836e-13
1.3538051992700824e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.15949695730572361,0.099652754973942881,0.083705446116440457,1.6646785528966978e-08,0.0001260793768923467,2.3838595517611116e-05,4.0469011982091343e-07,1.5974340826390057e-09,6.82281866598901e-17,2.3405394722156437e-11,0.0,1.9440876573071814e-14,3.7872014472564453e-20,6.2080956719231185e-09,1.2821529194925922e-17,8.411730582322226e-17,2.3226737552874479e-12,2.929246568308134e-29,2.9472178160702711e-05,0.032396762405115666,1.6405724826962726e-08,6.434723607589623e-05,0.00059081513154255198,2.5814873954865137e-09,0.00031590555792851009,7.0494714204419926e-09,3.7271838430688737e-08,5.2948515800710199e-13,1.4173199030159287e-06,1.1962513393231197e-10,5.6289745381649785e-13,4.9180541695009473e-12,4.5823875327570861e-12,1.8351319359083405e-12,8.1162307761630657e-12,2.3964670741309216e-15,9.8244767215813959e-09,7.8438273760935434e-11,2.3176201788340627e-14,4.7230712116719592e-13
1.357842275357583e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.15942205590591074,0.099651192630650948,0.083668574001860244,1.6960778490161315e-08,0.00012756435117014671,2.4028409593639107e-05,4.0931187666681428e-07,1.6070832047354491e-09,6.9168354650507562e-17,2.3468544631078433e-11,0.0,1.9500295619189167e-14,3.8528902666438852e-20,6.2718294164515264e-09,1.2948763683189779e-17,8.5144257476956805e-17,2.33901807049767e-12,3.0062609619953678e-29,2.9457875362195638e-05,0.032468707519498013,1.6423482326493544e-08,6.4640993304164023e-05,0.00059191975258446707,2.600231927108715e-09,0.00031746272207995525,7.1022704043845062e-09,3.7693204629714043e-08,5.3352623988078999e-13,1.4317435480720221e-06,1.2093470203308348e-10,5.7148909793316434e-13,5.0084870368201174e-12,4.6086962839410237e-12,1.8531053542701128e-12,8.3145997006954852e-12,2.4539040027342589e-15,9.934511843848817e-09,7.9724269094987566e-11,2.3545204368131196e-14,4.7493740873408418e-13
1.3618793514450838e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.15934727485346453,0.099649627860557241,0.083631752709750706,1.7279402743049245e-08,0.00012905885421384417,2.4218429359532721e-05,4.1397046811920384e-07,1.6167531650277295e-09,7.0117445769335782e-17,2.3531563030904511e-11,0.0,1.9559360621219546e-14,3.9194380476718585e-20,6.3359221991810817e-09,1.307681864473766e-17,8.618015025756878e-17,2.3553825853846495e-12,3.0849911541944415e-29,2.9443594519456718e-05,0.03254054202038819,1.6441159235680276e-08,6.4934042279755e-05,0.00059301295989777636,2.6190078237362969e-09,0.00031902215162683644,7.1550828792582759e-09,3.8117002902109852e-08,5.3758429328315699e-13,1.4462647954869854e-06,1.2225396054756653e-10,5.8017353092124363e-13,5.1002042356589933e-12,4.6351197467451913e-12,1.8711685778210639e-12,8.5169058231894954e-12,2.5124499834229744e-15,1.0045292559812974e-08,8.10259570628462e-11,2.391850278854098e-14,4.7757153499471987e-13
1.3659164275325846e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.15927261384281399,0.09964806067113266,0.083594982115603109,1.7602705488923842e-08,0.00013056286584698241,2.4408644621146071e-05,4.1866605214710559e-07,1.6264438913353487e-09,7.1075498379701293e-17,2.3594450209187314e-11,0.0,1.9618071260787649e-14,3.98685176826368e-20,6.4003736269176129e-09,1.3205696234685447e-17,8.7225028817813365e-17,2.3717667312899717e-12,3.1654678533023552e-29,2.9429335578197872e-05,0.032612266182024563,1.6458756065574217e-08,6.5226377414608221e-05,0.00059409479809023852,2.6378145902904152e-09,0.00032058383864886622,7.2079058620492022e-09,3.8543224256551465e-08,5.4165932354906326e-13,1.4608839441190878e-06,1.2358294368974732e-10,5.889512742612167e-13,5.1932179800233911e-12,4.6616580454734195e-12,1.8893213804852005e-12,8.7232072143508856e-12,2.572120650431867e-15,1.0156819491889181e-08,8.2343453851421819e-11,2.4296125660052432e-14,4.8020947550967657e-13
1.3699535036200853e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.15919807256786045,0.099646491069808871,0.083558262095340022,1.7930734155039278e-08,0.00013207636540039298,2.4599045226283489e-05,4.2339878670540997e-07,1.6361553117734815e-09,7.2042550677496553e-17,2.3657206455091413e-11,0.0,1.9676427264407083e-14,4.0551384151499986e-20,6.4651832964970523e-09,1.3335398602207447e-17,8.8278937843603709e-17,2.3881699421826629e-12,3.2477221623217866e-29,2.9415098484017896e-05,0.032683880278115009,1.6476273322604332e-08,6.5517993281668412e-05,0.0005951653126278053,2.6566517361602994e-09,0.00032214777526534455,7.2607363875768755e-09,3.8971859576519249e-08,5.457513359313756e-13,1.4756012922820964e-06,1.2492168562028907e-10,5.9782284886454002e-13,5.2875405299803137e-12,4.6883118680983266e-12,1.907563533785703e-12,8.9335624539512446e-12,2.632931760956357e-15,1.0269093240818461e-08,8.3676875781857863e-11,2.4678101586488431e-14,4.8285120597104454e-13
1.373990579707586e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.15912365072200552,0.099644919063978779,0.083521592525313951,1.8263536393954645e-08,0.00013359933172110467,2.4789621066327401e-05,4.2816882973392635e-07,1.645887354751471e-09,7.3018640691230912e-17,2.3719832059327423e-11,0.0,1.9734428403027723e-14,4.1243049835313716e-20,6.5303507949595945e-09,1.3465927890550566e-17,8.9341922053618188e-17,2.404591654725935e-12,3.3317855813555061e-29,2.9400883182407856e-05,0.032755384581831679,1.6493711508607467e-08,6.5808884613721146e-05,0.00059622454981372668,2.6755187752437704e-09,0.00032371395363483451,7.313571508922708e-09,3.940289962316831e-08,5.4986033560168475e-13,1.49041713774642e-06,1.2627022044640194e-10,6.0678877508098634e-13,5.3831841913859112e-12,4.7150810815608621e-12,1.9258948069003176e-12,9.1480306312247103e-12,2.6948991950242735e-15,1.0382114385900506e-08,8.5026339306752036e-11,2.5064459164264902e-14,4.8549670220154303e-13
1.3780276557950868e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.15904934799817852,0.099643344660996835,0.083484973282306266,1.8601160082883875e-08,0.00013513174318126352,2.498036207783288e-05,4.329763391564416e-07,1.6556399489713001e-09,7.4003806282120295e-17,2.378232731408729e-11,0.0,1.9792074491576599e-14,4.1943584767431112e-20,6.5958756997232742e-09,1.3597286237048604e-17,9.0414026198908587e-17,2.421031308342525e-12,3.4176900100847852e-29,2.938668961875637e-05,0.032826779365805497,1.6511071120858722e-08,6.6099046302198206e-05,0.00059727255676773493,2.6944152259856705e-09,0.0003252823659548402,7.3664082978471383e-09,3.9836335038192647e-08,5.539863276510094e-13,1.5053317777368507e-06,1.2762858222171454e-10,6.1584957270680382e-13,5.4801613156159828e-12,4.7419667681596994e-12,1.944314966716421e-12,9.366671345249951e-12,2.7580389553639788e-15,1.0495883485227768e-08,8.6391961007437982e-11,2.5455226981662743e-14,4.881459401536284e-13
1.3820647318825875e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.15897516408886433,0.099641767868179229,0.083448404243525995,1.8943653323052029e-08,0.00013667357768706103,2.5171258244088718e-05,4.3782147287979738e-07,1.6654130234260429e-09,7.4998085144215087e-17,2.3844692512980803e-11,0.0,1.9849365388492434e-14,4.2653059059224103e-20,6.6617575787569307e-09,1.3729475773136618e-17,9.1495295062509515e-17,2.4374883452786237e-12,3.5054677502315843e-29,2.9372517738354812e-05,0.032898064902121056,1.6528352652102278e-08,6.6388473395951862e-05,0.00059830938140531303,2.713340611414115e-09,0.00032685300446148462,7.4192438451960246e-09,4.0272156346683685e-08,5.5812931709048473e-13,1.5203455089354259e-06,1.2899680494615055e-10,6.2500576099272047e-13,5.5784842992991615e-12,4.7689681323588667e-12,1.9628237778857477e-12,9.5895447053181783e-12,2.822367167269062e-15,1.0610401075920543e-08,8.7773857591326664e-11,2.5850433618118923e-14,4.9079889590860541e-13
1.3861018079700882e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.15890109868613062,0.099640188692804346,0.083411885286608478,1.9291064439058057e-08,0.0001382248126876661,2.5362299596644831e-05,4.4270438879296545e-07,1.675206507398297e-09,7.6001514804565517e-17,2.3906927950973253e-11,0.0,1.9906300995254229e-14,4.3371542896778447e-20,6.7279959907525131e-09,1.3862498624365402e-17,9.2585773459048365e-17,2.4539622106663916e-12,3.5951515080042968e-29,2.9358367486402564e-05,0.032969241462311262,1.6545556590582498e-08,6.6677161100001895e-05,0.00059933507241705238,2.7322944591746531e-09,0.00032842586142918881,7.4720752612960833e-09,4.0710353959981365e-08,5.6228930885203871e-13,1.5354586274763778e-06,1.3037492256580526e-10,6.342578586531648e-13,5.6781655840527552e-12,4.7960873404888928e-12,1.9814210028787659e-12,9.8167113312878559e-12,2.8879000784598294e-15,1.0725667674363077e-08,8.9172145889307943e-11,2.6250107643536824e-14,4.9345554567573529e-13
1.390138884057589e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.15882715148165508,0.09963860714211302,0.083375416289614229,1.9643441978244321e-08,0.00013978542518415735,2.5553476216805939e-05,4.4762524476615385e-07,1.6850203304585938e-09,7.7014132623423391e-17,2.3969033924324283e-11,0.0,1.9962881255904082e-14,4.4099106537612698e-20,6.7945904852966925e-09,1.3996356910416008e-17,9.368550623435665e-17,2.4704523525850614e-12,3.6867743965268254e-29,2.9344238808012176e-05,0.033040309317352128,1.6562683420075348e-08,6.6965104774253015e-05,0.00060034967924811166,2.7512763015623441e-09,0.00033000092917035302,7.5248996763394902e-09,4.1150918178517014e-08,5.6646630778905334e-13,1.5506714289536955e-06,1.3176296897282951e-10,6.4360638387457467e-13,5.7792176562213206e-12,4.8233217346186749e-12,2.0001064020386944e-12,1.0048232353926842e-11,2.9546540589417854e-15,1.0841683776440471e-08,9.0586942853211947e-11,2.6654277617615591e-14,4.9611586579134251e-13
1.3941759601450897e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.15875332216675303,0.099637023223308821,0.083338997131027853,2.0000834710073052e-08,0.00014135539173845227,2.5744778237091299e-05,4.525841986498896e-07,1.6948544224637989e-09,7.803597579447988e-17,2.4031010730527939e-11,0.0,2.0019106156564504e-14,4.4835820307421681e-20,6.8615406030417123e-09,1.4131052745114373e-17,9.4794538265082004e-17,2.4869582221206214e-12,3.7803699382507849e-29,2.9330131648214616e-05,0.03311126873765767,1.6579733619920119e-08,6.7252299932188406e-05,0.00060135325207777565,2.7702856755517541e-09,0.00033157820003503722,7.5777142407575975e-09,4.1593839194647384e-08,5.7066031867701211e-13,1.5659842084080727e-06,1.331609780053092e-10,6.5305185432615964e-13,5.8816530466180674e-12,4.8506766955894005e-12,2.0188797336351507e-12,1.0284169415242692e-11,3.0226456008613489e-15,1.0958449857776363e-08,9.201836555332938e-11,2.7062972089198271e-14,4.9877983271792734e-13
1.3978093286238403e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.15868697632352768,0.099635595677572589,0.083306262400046877,2.0326816644893843e-08,0.0001427763396383191,2.5917049159380149e-05,4.5707996130568692e-07,1.7037223774725371e-09,7.8963552931139275e-17,2.4086679665027211e-11,0.0,2.0069404756423077e-14,4.5506744237095622e-20,6.9220993801326984e-09,1.42529968428072e-17,9.5800655071192753e-17,2.5018265006066894e-12,3.8663205823399169e-29,2.9317453557300096e-05,0.033175039727274182,1.6595013674055288e-08,6.7510132007478105e-05,0.00060224707560199036,2.7874172727642266e-09,0.00033299962119128494,7.6252365878774991e-09,4.1994474980230768e-08,5.7444947757889837e-13,1.5798514345087021e-06,1.3442773210282967e-10,6.6163609334717027e-13,5.9750380274096313e-12,4.8753939542782457e-12,2.0358507128861339e-12,1.0500339842843671e-11,3.0849098326870692e-15,1.1064180940208395e-08,9.3320957840038254e-11,2.7434689145358017e-14,5.011805016224687e-13
1.401442697102591e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.15862072549506387,0.099634166224669585,0.08327356785210091,2.0656936433018936e-08,0.0001442048273049669,2.6089406587410181e-05,4.616068261548257e-07,1.7126066430070082e-09,7.9898659475421719e-17,2.4142244434551354e-11,0.0,2.0119415585297105e-14,4.6185188144509605e-20,6.9829454857437055e-09,1.4375622595134057e-17,9.6814373406616592e-17,2.5167066805209259e-12,3.9539215816093637e-29,2.9304792811682094e-05,0.033238723299660641,1.6610232386126787e-08,6.7767351216712834e-05,0.00060313204038168035,2.8045704684394127e-09,0.0003344228151869768,7.6727466164422799e-09,4.2397004446195133e-08,5.7825242333949649e-13,1.593800095636833e-06,1.3570260788351373e-10,6.7029965357569952e-13,6.0695628788203008e-12,4.9002083023173873e-12,2.0528925409392057e-12,1.0720183264030265e-11,3.1482021412655973e-15,1.1170520193553009e-08,9.4637197400194814e-11,2.7810114955277625e-14,5.0358408849708605e-13
1.4047127287334665e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.15856118080054904,0.099632878090707172,0.08324417704294737,2.0957611867832672e-08,0.00014549689786441536,2.6244596381514609e-05,4.6570769196587421e-07,1.7206163857075177e-09,8.0746715135875787e-17,2.4192163847229336e-11,0.0,2.0164179348827951e-14,4.6802259720399996e-20,7.0379523552417174e-09,1.4486569850632408e-17,9.7733246306316787e-17,2.5301086927425601e-12,4.0341944376004726e-29,2.9293412937612177e-05,0.033295963935032244,1.6623877060883412e-08,6.7998322058600242e-05,0.00060392096587577279,2.8200265403100775e-09,0.00033570520101472667,7.715493428503964e-09,4.2760893978017663e-08,5.8168686503487431e-13,1.60642369444378e-06,1.3685696042084828e-10,6.7816498846849649e-13,6.1556174594496771e-12,4.9226222233201658e-12,2.0682906129050562e-12,1.0921220765037571e-11,3.2060543690345696e-15,1.1266745760521617e-08,9.5833552154227104e-11,2.8151186349364309e-14,5.0574979757894668e-13
1.407982760364342e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.15850171272055733,0.099631588419888437,0.08321481864725512,2.126169448431455e-08,0.00014679504780852682,2.6399845372156716e-05,4.6983392757243098e-07,1.7286392622686261e-09,8.1600910740737783e-17,2.424199922409041e-11,0.0,2.0208710151773653e-14,4.7425501602175686e-20,7.0931914142541997e-09,1.4598071596733237e-17,9.8658326902525541e-17,2.5435197406785012e-12,4.1158432011231496e-29,2.9282047051303705e-05,0.03335313406374605,1.6637472570440556e-08,6.8228791994420863e-05,0.00060470277460137137,2.8354996047088583e-09,0.00033698901439446852,7.7582271420238095e-09,4.3126306015647481e-08,5.8513247916462827e-13,1.6191135846570206e-06,1.3801792928770848e-10,6.8609515251864612e-13,6.2426095540294899e-12,4.9451138353310576e-12,2.0837457940539595e-12,1.1125304414044173e-11,3.2647582858809456e-15,1.136346440758759e-08,9.7041092957618328e-11,2.8495293819446835e-14,5.0791784426189039e-13
1.4112527919952174e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.15844232109034836,0.099630297215954386,0.083185492601454802,2.1569210729513684e-08,0.00014809926368633381,2.6555148447382105e-05,4.7398561680979357e-07,1.7366752360896457e-09,8.2461265658665299e-17,2.4291750725817635e-11,0.0,2.0253008084475044e-14,4.8054951306269978e-20,7.1486623983421414e-09,1.4710128942858546e-17,9.9589639115929646e-17,2.556939540201298e-12,4.1988866852064476e-29,2.9270695123381825e-05,0.033410233828129292,1.6651019159106223e-08,6.8458758999380233e-05,0.00060547749485419732,2.8509894269626119e-09,0.00033827425134899306,7.8009462934971586e-09,4.3493235106110527e-08,5.8858926808382224e-13,1.6318699217649686e-06,1.3918553233660165e-10,6.9409041966131167e-13,6.3305459269832301e-12,4.9676846102742257e-12,2.0992579512931742e-12,1.133246819886546e-11,3.324322948493972e-15,1.1460676340476153e-08,9.825988229505203e-11,2.8842452507469689e-14,5.1008821633401322e-13
1.414522823626093e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.15838300574508807,0.09962900448263072,0.083156198842156762,2.1880187144694137e-08,0.00014940953187857016,2.671050052043432e-05,4.7816284350275019e-07,1.7447242706892924e-09,8.3327799187427185e-17,2.4341418513493928e-11,0.0,2.0297073254224575e-14,4.8690646371058204e-20,7.2043650396129161e-09,1.4822742995944496e-17,1.0052720687958263e-16,2.5703678086064625e-12,4.2833438845797767e-29,2.9259357124448421e-05,0.03346726337025558,1.666451706935458e-08,6.8688221111554159e-05,0.00060624515519920445,2.8664957744671376e-09,0.00033956090791656922,7.8436494289230233e-09,4.3861675756434606e-08,5.9205723411539658e-13,1.6446928610240328e-06,1.4035978739650503e-10,7.0215106363242641e-13,6.4194333612947277e-12,4.9903328665907739e-12,2.1148269507595437e-12,1.1542746328083645e-11,3.3847574657871687e-15,1.1558381756749303e-08,9.9489982696859703e-11,2.9192677549321787e-14,5.1226090163565646e-13
1.4177928552569684e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.15832376651985783,0.099627710223627972,0.08312693730615027,2.2194650365133569e-08,0.00015072583860075046,2.6865896530190362e-05,4.8236569146531393e-07,1.7527863297051017e-09,8.4200530554058437e-17,2.4391002748583626e-11,0.0,2.0340905785088089e-14,4.933262435577885e-20,7.2602990667779537e-09,1.4935914860446612e-17,1.0147105413877125e-16,2.5838042646302179e-12,4.3692339764759986e-29,2.9248033025083924e-05,0.033524222831943271,1.6677966541837492e-08,6.8917176431394821e-05,0.00060700578446371304,2.8820184166943306e-09,0.00034084898015083624,7.8863351039108996e-09,4.4231622434612619e-08,5.955363795503739e-13,1.6575825574530372e-06,1.4154071227284088e-10,7.1027735797276131e-13,6.5092786584241155e-12,5.013059256865524e-12,2.1304526578373719e-12,1.1756173231142719e-11,3.4460709988434816e-15,1.1656580845889659e-08,1.0073145673828224e-10,2.9545984074648823e-14,5.1443588805909516e-13
1.421062886887844e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1582646032496636,0.099626414442641573,0.083097707930403428,2.2512627119924977e-08,0.00015204816990624064,2.7021331441583429e-05,4.8659424450043914e-07,1.7608613768928325e-09,8.507947891502672e-17,2.4440503592914363e-11,0.0,2.038450581772515e-14,4.9980922839465075e-20,7.3164642052100309e-09,1.5049645638345026e-17,1.0242120485088218e-16,2.5972486284667225e-12,4.4565763214277511e-29,2.923672279584895e-05,0.033581112354753764,1.6691367815396166e-08,6.9145623121220058e-05,0.00060775941173060873,2.8975571251978124e-09,0.00034213846412069568,7.9290018837830315e-09,4.4603069570558499e-08,5.990267066480585e-13,1.6705391658353613e-06,1.4272832474744319e-10,7.1846957603478853e-13,6.6000886382251022e-12,5.0358645546716763e-12,2.1461349371760811e-12,1.1972783558440901e-11,3.5082727608598911e-15,1.1755273789384404e-08,1.0198436703875337e-10,2.9902387206673413e-14,5.1661316354823278e-13
