Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),COX(58),CO2X(24)
4.160208281776168e-07,0.09977366400000001,0.80000000000000004,0.0,0.25548146000049332,0.095967108836277099,0.084740424807437681,9.9181375663288492e-07,0.00033851364549470562,1.9275862054298711e-05,0.0001803737043729342,1.0188789866797773e-12,8.4659150645356205e-13,5.5865313578693953e-09,3.5566237521249089e-25,9.2346623486210392e-10,5.1484365901868483e-18,1.1730569741686646e-10,5.3046464168584944e-17,6.4144750368480555e-20,1.1007220000682008e-08,8.8125491226769613e-20,0.0038505061480623879,0.029996765541183534,1.096902033663958e-08,5.5556909878436654e-07,1.3307540971161254e-05,2.6911428955709696e-13,1.8438013858102921e-09,7.0850956727110039e-08,9.3002342046781347e-07,1.7009381880550461e-08,6.739600238651781e-11,3.5945424102960093e-11
4.173682165330002e-07,0.09977366400000001,0.80000000000000004,0.0,0.25540419822643212,0.095967215912417109,0.084699601749449516,1.0026063862167706e-06,0.00034064099935292649,1.9282874424568292e-05,0.00018142154478181549,1.027804791415455e-12,8.542703909432971e-13,5.6185868104474619e-09,3.6456517208088592e-25,9.2268318397399741e-10,5.2274452649327458e-18,1.1824442384955778e-10,5.3519159951244885e-17,6.4736351959758935e-20,1.1047960350213532e-08,8.9806069422120276e-20,0.0038493358736140034,0.030075209314839191,1.0997609773476965e-08,5.5646716413513478e-07,1.3290290689804518e-05,2.6980223074168509e-13,1.8414372218590614e-09,7.0829028488601546e-08,9.3455073185381516e-07,1.7104201662619214e-08,6.776702678566344e-11,3.621550032390127e-11
4.1871560488838363e-07,0.09977366400000001,0.80000000000000004,0.0,0.25532703134140983,0.095967319245186575,0.084658823015797538,1.0134796177358857e-06,0.0003427734286150349,1.9289675067791632e-05,0.00018247174319410562,1.0367770987995512e-12,8.6198952700657e-13,5.6506910177076096e-09,3.7365608429615766e-25,9.218990237334718e-10,5.3073559331043186e-18,1.1918710867869217e-10,5.399403868720156e-17,6.533138499652831e-20,1.1088641196447081e-08,9.1512388140854149e-20,0.0038481668973269875,0.03015355684141801,1.1026163588057525e-08,5.5736237067595667e-07,1.3273096438169206e-05,2.7048932785789812e-13,1.839080791026288e-09,7.0807127281130517e-08,9.3908459332695064e-07,1.7199176096999375e-08,6.8138720240385246e-11,3.6486640817840367e-11
4.2006299324376705e-07,0.09977366400000001,0.80000000000000004,0.0,0.25524995916682003,0.095967418841623117,0.084618088523695886,1.0244337644000551e-06,0.00034491092205617965,1.929626589863671e-05,0.00018352429460872109,1.0457959715591612e-12,8.6974894289214959e-13,5.6828436289033682e-09,3.8293832417541421e-25,9.2111381569495494e-10,5.3881750318432366e-18,1.2013375187969924e-10,5.4471099838318169e-17,6.5929857168093473e-20,1.1129262423504234e-08,9.3244740626740064e-20,0.0038469992168752437,0.030231808302099858,1.1054681844677967e-08,5.5825473376738086e-07,1.325595797742035e-05,2.7117558233594974e-13,1.8367320596802482e-09,7.0785253032044037e-08,9.4362498167318488e-07,1.7294304611516148e-08,6.851108047463349e-11,3.675884528183978e-11
4.227577699545339e-07,0.09977366400000001,0.80000000000000004,0.0,0.25509609823689949,0.095967606853559539,0.084536751934085025,1.0465860553957575e-06,0.000349201056770004,1.9308825702825716e-05,0.00018563643649891179,1.0639736623876695e-12,8.8538872455855111e-13,5.7472926666941127e-09,4.0208984134819375e-25,9.1954049656194917e-10,5.5525643295078109e-18,1.2203891319603026e-10,5.5431767202849869e-17,6.7137149589567452e-20,1.1210325573037605e-08,9.6788730314718968e-20,0.0038446677342032416,0.030388023748071175,1.1111611940385531e-08,5.6003099044319115e-07,1.3221847476648878e-05,2.7254556908170094e-13,1.8320575614509022e-09,7.0741585120774103e-08,9.5272524651989103e-07,1.748502160570849e-08,6.9257792215470048e-11,3.7306444871091987e-11
4.254525466653007e-07,0.09977366400000001,0.80000000000000004,0.0,0.25494261401734525,0.095967780004175079,0.08445559132265959,1.0690657624216479e-06,0.00035351131446786785,1.93205688401844e-05,0.00018775793067649118,1.082338358835097e-12,9.0118995170616916e-13,5.8119311441596762e-09,4.2204624750966195e-25,9.1796369578345928e-10,5.7206648923975098e-18,1.2395990719251254e-10,5.6401157619600573e-17,6.8358290406104338e-20,1.1291148937013008e-08,1.0044042625265744e-19,0.0038423414071091827,0.03054385709253293,1.1168400571622958e-08,5.6179605466043704e-07,1.3187957290635922e-05,2.7391220235399982e-13,1.8274134602594457e-09,7.0698024182929573e-08,9.6185134224166374e-07,1.7676348121330436e-08,7.0007143951198701e-11,3.7858296520250223e-11
4.278778457049909e-07,0.09977366400000001,0.80000000000000004,0.0,0.25480479914013271,0.095967923179316142,0.084382696692695242,1.0895795067156627e-06,0.00035740767845921536,1.9330451614436016e-05,0.00018967523891639509,1.0990268801043068e-12,9.155492638354258e-13,5.8702654643673812e-09,4.4071765587274971e-25,9.1654197162305896e-10,5.8751714380618135e-18,1.2570233797070019e-10,5.7281063473626474e-17,6.9469207872255447e-20,1.136368427659603e-08,1.0382104198827233e-19,0.003840252105539451,0.030683781589554381,1.1219389807831911e-08,5.6337514098921357e-07,1.3157642933847877e-05,2.7513931443821608e-13,1.8232595394750017e-09,7.0658910334386507e-08,9.7008676258531002e-07,1.78490594212645e-08,7.0683802881741374e-11,3.835859629660921e-11
4.3030314474468104e-07,0.09977366400000001,0.80000000000000004,0.0,0.25466728723072163,0.095968054402273406,0.084309943600080553,1.1103623058715068e-06,0.00036132020640693298,1.933969543235757e-05,0.00019160006170387291,1.1158676255414e-12,9.3003966097693931e-13,5.9287489994900745e-09,4.6008334047939256e-25,9.1511811005530188e-10,6.0327641340139938e-18,1.2745759157697748e-10,5.8168027991129677e-17,7.0591436110718951e-20,1.1436024175387729e-08,1.0729264913995187e-19,0.0038381669517445166,0.030823398783191749,1.1270265238396317e-08,5.6494534275165093e-07,1.3127504138491942e-05,2.7636372759836431e-13,1.8191298334627505e-09,7.0619882270295442e-08,9.7834282526791466e-07,1.8022257564618438e-08,7.1362572684470345e-11,3.8862336026984887e-11
4.327284437843712e-07,0.09977366400000001,0.80000000000000004,0.0,0.25453007727003646,0.095968173713256208,0.08423733157226633,1.131415980362952e-06,0.00036524883466752215,1.9348310725100833e-05,0.00019353237042472234,1.1328609446903895e-12,9.4466128378577252e-13,5.9873797668438891e-09,4.8016405147658337e-25,9.1369241701775571e-10,6.1934810684088354e-18,1.292256669116174e-10,5.9062047766443829e-17,7.1725019175272791e-20,1.1508168108181955e-08,1.1085705837874639e-19,0.0038360859324427067,0.030962709707211607,1.132102723036286e-08,5.6650674398010299e-07,1.3097539546329056e-05,2.7758545001812298e-13,1.8150241513980824e-09,7.0580939588592282e-08,9.8661939859640677e-07,1.8195939340116524e-08,7.2043440443754248e-11,3.9369513598389879e-11
4.3515374282406136e-07,0.09977366400000001,0.80000000000000004,0.0,0.25439316824386649,0.095968281152293777,0.084164860138917649,1.1527423491999737e-06,0.00036919349998647407,1.9356307768830592e-05,0.00019547213658417596,1.1500071835911793e-12,9.5941426777136384e-13,6.0461557975196816e-09,5.0098099848858871e-25,9.1226518775803301e-10,6.3573604411809769e-18,1.310065626737728e-10,5.9963119342800939e-17,7.2870000948134081e-20,1.1580115580751367e-08,1.1451610261889761e-19,0.0038340090344136375,0.031101715390446712,1.1371676149068334e-08,5.6805942754910087e-07,1.3067747807297709e-05,2.7880448984741125e-13,1.8109423036923619e-09,7.0542081891683574e-08,9.9491635167260654e-07,1.8370101563149273e-08,7.2726393321120996e-11,3.9880126824738424e-11
4.375790418637515e-07,0.09977366400000001,0.80000000000000004,0.0,0.2542565591428344,0.095968376759236335,0.084092528831900562,1.1743432298899747e-06,0.0003731541394945664,1.9363696686983464e-05,0.00019741933180627194,1.1673066848044194e-12,9.7429874334879022e-13,6.1050751363687822e-09,5.2255585679481035e-25,9.1083670715879854e-10,6.5244405610792211e-18,1.32800277364564e-10,6.0871239214842971e-17,7.4026425140644664e-20,1.1651866129127327e-08,1.1827163708227994e-19,0.003831936244497825,0.031240416856827161,1.1422212358150793e-08,5.6960347519607259e-07,1.3038127579685407e-05,2.8002085520265211e-13,1.8068841020132672e-09,7.0503308786350976e-08,1.0032335543877572e-06,1.8544741075450722e-08,7.3411418554727132e-11,4.039417344787474e-11
4.400043409034417e-07,0.09977366400000001,0.80000000000000004,0.0,0.25412024896236618,0.095968460573756215,0.084020337185268773,1.1962204383996893e-06,0.00037713069070421381,1.9370487452492395e-05,0.00019937392783322827,1.1847597874361291e-12,9.8931483588968162e-13,6.1641358419864613e-09,5.4491077350253057e-25,9.0940725005210981e-10,6.6947598427185431e-18,1.3460680929010716e-10,6.1786403831020337e-17,7.5194335293952364e-20,1.1723419318897343e-08,1.2212553936072418e-19,0.0038298675495963114,0.031378815125411297,1.1472636219560415e-08,5.7113896754166458e-07,1.300867753028488e-05,2.8123455416702761e-13,1.8028493593031542e-09,7.0464619883658596e-08,1.01157087741707e-06,1.8719854744784782e-08,7.4098503458832656e-11,4.0911651138583695e-11
4.4242963994313184e-07,0.09977366400000001,0.80000000000000004,0.0,0.25398423670266024,0.095968532635348699,0.083948284735250456,1.2183757891176353e-06,0.00038112309150586411,1.9376689889982004e-05,0.00020133589652482261,1.2023668271621203e-12,1.0044626657728448e-12,6.2233359866934119e-09,5.6806837372876104e-25,9.0797708152467463e-10,6.8683568036448799e-18,1.3642615656449076e-10,6.2708609595893075e-17,7.637377477968872e-20,1.1794774744517387e-08,1.2607970947669843e-19,0.0038278029366702812,0.031516911210416304,1.1522948093570453e-08,5.7266598410983021e-07,1.2979396334537593e-05,2.8244559479072448e-13,1.7988378897957971e-09,7.0426014798863662e-08,1.0199281922143478e-06,1.8895439464638715e-08,7.4787635423277825e-11,4.1432557497596477e-11
4.44854938982822e-07,0.09977366400000001,0.80000000000000004,0.0,0.25384852136865771,0.095968592983333309,0.083876371020235208,1.2408110948170578e-06,0.00038513128016443688,1.9382313677937302e-05,0.00020330520985777564,1.2201281362522432e-12,1.0197423484346362e-12,6.2826736565153974e-09,5.9205176679882453e-25,9.0654645721473594e-10,7.0452700614099185e-18,1.3825831711270641e-10,6.3637852872340821e-17,7.7564786800643036e-20,1.186593202863785e-08,1.3013606994250224e-19,0.0038257423927406872,0.031654706121248599,1.1573148338788098e-08,5.7418460334723977e-07,1.2950282676665773e-05,2.8365398509117563e-13,1.7948495090315925e-09,7.0387493151329472e-08,1.0283053710066571e-06,1.9071492153916104e-08,7.547880191296606e-11,4.1956890056585511e-11
4.4728023802251216e-07,0.09977366400000001,0.80000000000000004,0.0,0.25371310197001229,0.095968641656854592,0.08380459558076106,1.2635281666193729e-06,0.00038915519531580316,1.9387368350845393e-05,0.00020528183992513864,1.2380440435944583e-12,1.0351539944190932e-12,6.3421469511610128e-09,6.1688455245750444e-25,9.0511562360062984e-10,7.2255383306568945e-18,1.4010328867353274e-10,6.4574129983682945e-17,7.8767414391433221e-20,1.1936890821443175e-08,1.3429656581786422e-19,0.0038236859048878784,0.031792200862533974,1.1623237312165013e-08,5.7569490264233037e-07,1.292133524979211e-05,2.848597330532962e-13,1.790884033871195e-09,7.0349054564440483e-08,1.0367022867890076e-06,1.9248009756638452e-08,7.6171990467351326e-11,4.2484646279138222e-11
4.497055370622023e-07,0.09977366400000001,0.80000000000000004,0.0,0.25357797752106037,0.095968678694883333,0.083732957959501642,1.2865288139581593e-06,0.00039319477596331067,1.9391863301308693e-05,0.00020726575893568485,1.2561148747187252e-12,1.0506977094277826e-12,6.4017539839975659e-09,6.4259082708593118e-25,9.0368481828082834e-10,7.4092004202199324e-18,1.4196106880237216e-10,6.5517437215708602e-17,7.998170041917358e-20,1.200765080000563e-08,1.3856316476579041e-19,0.0038216334602512343,0.031929396434147564,1.1673215369007998e-08,5.771969583441942e-07,1.2892552756046426e-05,2.8606284662970932e-13,1.7869412825074849e-09,7.0310698665520804e-08,1.0451188133190901e-06,1.9424989241655843e-08,7.686718869992709e-11,4.3015823561726996e-11
4.521308361018925e-07,0.09977366400000001,0.80000000000000004,0.0,0.25344314704079213,0.095968704136217442,0.083661457701253203,1.3098148445437016e-06,0.00039724996147435236,1.9395807782128821e-05,0.00020925693921330482,1.2743409518207034e-12,1.0663735943693558e-12,6.4614928820251013e-09,6.6919518992120219e-25,9.0225427024558616e-10,7.5962952302381882e-18,1.4383165487403886e-10,6.6467770818618605e-17,8.1207687584139295e-20,1.2078211667653142e-08,1.4293785710663825e-19,0.0038195850460287935,0.032066293831243459,1.1723082862989622e-08,5.7869084578068252e-07,1.2863933906661613e-05,2.8726333374096701e-13,1.7830210744760663e-09,7.0272425085754372e-08,1.0535548251120799e-06,1.9602427602353875e-08,7.7564384297721288e-11,4.3550419234672248e-11
4.5455613514158264e-07,0.09977366400000001,0.80000000000000004,0.0,0.25330860955282158,0.095968718019483076,0.083590094352922251,1.3333880643280619e-06,0.00040132069157697829,1.9399210908362096e-05,0.00021125535319640624,1.2927225937852671e-12,1.0821817454088091e-12,6.5213617858486781e-09,6.9672274927971254e-25,9.008242001405569e-10,7.7868617492847107e-18,1.4571504408550059e-10,6.7425127008882917e-17,8.2445418420427622e-20,1.2148573153350678e-08,1.4742265587048604e-19,0.0038175406494768967,0.032202894044284135,1.1772840146158418e-08,5.8017663927616401e-07,1.2835477422060461e-05,2.8846120227577031e-13,1.77912323066465e-09,7.0234233460107665e-08,1.0620101974354495e-06,1.9780321856367709e-08,7.8263565020796865e-11,4.4088430563080188e-11
4.569814341812728e-07,0.09977366400000001,0.80000000000000004,0.0,0.25317436408535865,0.095968720383135447,0.083518867463512558,1.3572502774706658e-06,0.00040540690635654919,1.9402081659347217e-05,0.00021326097343731716,1.3112601162098405e-12,1.0981222540164581e-12,6.5813588496489989e-09,7.2519912878550492e-25,8.9939482052276233e-10,7.9809390515096187e-18,1.4761123345857632e-10,6.8389501971017848e-17,8.3694935296615582e-20,1.2218735011094593e-08,1.5201959684785849e-19,0.0038155002579098227,0.032339198059069776,1.1822487568949249e-08,5.8165441216936412e-07,1.2807182031931718e-05,2.8965646009117804e-13,1.7752475733210669e-09,7.0196123427254534e-08,1.0704848063038247e-06,1.9958669045310754e-08,7.8964718701752167e-11,4.4629854747777709e-11
4.5940673322096296e-07,0.09977366400000001,0.80000000000000004,0.0,0.25304040967117986,0.095968711265459999,0.083447776584113037,1.3814032863043843e-06,0.00040950854625243141,1.9404428880705668e-05,0.00021527377260169408,1.3299538314275593e-12,1.1141952070166267e-12,6.6414822411514029e-09,7.5465047360321811e-25,8.9796633610915197e-10,8.1785662937976904e-18,1.4952021984258966e-10,6.9360891859285811e-17,8.495628041641459e-20,1.2288697019319625e-08,1.5673073863882254e-19,0.0038134638586994371,0.032475206856767039,1.1872025480193711e-08,5.8312423683030946e-07,1.2779046475297041e-05,2.9084911501280856e-13,1.7713939260600212e-09,7.0158094629503394e-08,1.0789785284739086e-06,2.0137466234495533e-08,7.966783324522801e-11,4.5174688926245756e-11
4.618320322606531e-07,0.09977366400000001,0.80000000000000004,0.0,0.25290674534759966,0.095968690704573298,0.083376821267885023,1.4058488913021173e-06,0.00041362555205473188,1.9406261286314721e-05,0.00021729372346793261,1.3488040485302541e-12,1.1304006866360491e-12,6.7017301415933116e-09,7.8510345667393986e-25,8.9653894401790287e-10,8.3797827129410151e-18,1.5144199991698063e-10,7.0339292799319839e-17,8.6229495819321991e-20,1.2358458980318354e-08,1.615581627004332e-19,0.0038114314392748336,0.032610921413937975,1.1921454227130062e-08,5.8458618467685836e-07,1.2751069500570526e-05,2.9203917483504837e-13,1.7675621138689367e-09,7.0120146712726274e-08,1.0874912414394283e-06,2.0316710512656818e-08,8.0372896627420793e-11,4.5722930173522456e-11
4.642573313003433e-07,0.09977366400000001,0.80000000000000004,0.0,0.2527733701564428,0.095968658738424029,0.083306001070050067,1.4305888910438784e-06,0.00041775786490107447,1.9407587460253161e-05,0.00021932079892658321,1.3678110733912599e-12,1.1467387705519745e-12,6.7621007456901163e-09,8.1658528495238234e-25,8.9511283400261916e-10,8.5846276228272925e-18,1.5337657019387383e-10,7.1324700889675108e-17,8.7514623381269161e-20,1.2428020719672971e-08,1.6650397339252356e-19,0.0038094029871219865,0.032746342702568459,1.1970774155413216e-08,5.8604032619159445e-07,1.2723249865608034e-05,2.9322664732124504e-13,1.76375196311255e-09,7.0082279326289848e-08,1.0960228234261051e-06,2.0496398991698841e-08,8.1079896895594237e-11,4.6274575503102658e-11
4.6668263034003344e-07,0.09977366400000001,0.80000000000000004,0.0,0.25264028314401599,0.0959686154047939,0.083235315547877775,1.4556250821843739e-06,0.0004219054262734158,1.940841585871984e-05,0.00022135497197977002,1.3869752086880527e-12,1.1632095319399765e-12,6.8225922615996034e-09,8.491237056445301e-25,8.936881886796315e-10,8.7931404116441452e-18,1.5532392702060676e-10,7.2317112203309697e-17,8.8811704815266659e-20,1.2497382085699058e-08,1.7157029802184954e-19,0.0038073784897833998,0.032881471690096503,1.2019985609124986e-08,5.8748673093767619e-07,1.2695586337748878e-05,2.9441154020389326e-13,1.7599633015364007e-09,7.0044492122988694e-08,1.104573153386695e-06,2.0676528806430624e-08,8.1788822167597404e-11,4.6829621867844374e-11
4.691079293797236e-07,0.09977366400000001,0.80000000000000004,0.0,0.25250748336108003,0.095968560741298767,0.083164764260673513,1.4809592594210654e-06,0.00042606817799490006,1.940875481192536e-05,0.00022339621574061385,1.4062967539247124e-12,1.1798130395214605e-12,6.8832029108849603e-09,8.827470124452833e-25,8.9226518374862247e-10,9.0053605390996503e-18,1.5728406658221553e-10,7.33165227889977e-17,9.0120781672046105e-20,1.2566542948901084e-08,1.7675928688460885e-19,0.0038053579348577707,0.033016309339440317,1.2069088930783812e-08,5.8892546757416196e-07,1.2668077693853009e-05,2.9559386118483237e-13,1.7561959582697888e-09,7.0006784758980071e-08,1.1131421109960615e-06,2.0857097114293319e-08,8.2499660631390965e-11,4.7388066160838109e-11
4.7153322841941376e-07,0.09977366400000001,0.80000000000000004,0.0,0.25237496986282276,0.095968494785389269,0.083094346769766486,1.5065932154627135e-06,0.00043024606222675284,1.940861252595727e-05,0.00022544450343265878,1.425776005454215e-12,1.1965493576108769e-12,6.943930928476391e-09,9.1748405177550296e-25,8.9084398820678512e-10,9.2213275336592759e-18,1.5925698490388243e-10,7.4322928672676873e-17,9.1441895340699005e-20,1.2635503201439386e-08,1.820731133073501e-19,0.0038033413099996349,0.033150856609026148,1.2118084461354218e-08,5.9035660387213012e-07,1.2640722720328142e-05,2.9677361793542826e-13,1.7524497638275325e-09,6.9969156893720271e-08,1.1217295766462659e-06,2.1038101095127394e-08,8.3212400544569657e-11,4.794990521627124e-11
4.739585274591039e-07,0.09977366400000001,0.80000000000000004,0.0,0.25224274170883099,0.095968417574352247,0.083024062638497612,1.5325287409983924e-06,0.00043443902146521421,1.9407997084619062e-05,0.00022749980838930259,1.4454132565005592e-12,1.2134185461626286e-12,7.0047745626314299e-09,9.5336422901759722e-25,8.8942476455669079e-10,9.4410809897995753e-18,1.6124267785334471e-10,7.5336325858732735e-17,9.2775087049312302e-20,1.2704262756608294e-08,1.8751397368627818e-19,0.0038013286029190381,0.033285114452815942,1.2166972540257064e-08,5.9178020672950541e-07,1.2613520213149777e-05,2.9795081809674166e-13,1.7487245501107232e-09,6.9931608189903822e-08,1.1303354314417127e-06,2.1219537950925044e-08,8.3927030233890791e-11,4.8515135810309502e-11
4.763838264987941e-07,0.09977366400000001,0.80000000000000004,0.0,0.25211079796306418,0.095968329145311185,0.082953911432207886,1.5587676246669735e-06,0.00043864699853850731,1.9406916451243073e-05,0.00022956210405323082,1.4652087971807238e-12,1.2304206608176815e-12,7.0657320748939501e-09,9.9041751474869176e-25,8.8800766900804375e-10,9.6646605652788831e-18,1.6324114114326381e-10,7.6356710331222095e-17,9.4120397865601088e-20,1.2772821548325282e-08,1.9308408752496202e-19,0.0037993198013811938,0.033419083820334726,1.2215753505379027e-08,5.9319634218514812e-07,1.2586468977880011e-05,2.9912546927971898e-13,1.7450201504072337e-09,6.9894138313402523e-08,1.1389595571943489e-06,2.1401404905554054e-08,8.4643538094813282e-11,4.9083754661934188e-11
4.788091255384842e-07,0.09977366400000001,0.80000000000000004,0.0,0.25197913769382702,0.095968229535227462,0.082883892718226257,1.5853116530270726e-06,0.00044286993660384486,1.9405378470477595e-05,0.00023163136397585457,1.4851629145264576e-12,1.2475557529498694e-12,7.1268017400519458e-09,1.028674450970512e-24,8.8659285167348524e-10,9.8921059784254154e-18,1.6525237033355798e-10,7.7384078055037509e-17,9.5477868697538024e-20,1.2841179530630869e-08,1.9878569747045488e-19,0.003797314893206154,0.033552765656697799,1.2264427693081556e-08,5.9460507543440093e-07,1.2559567829675681e-05,3.0029757906536633e-13,1.7413363993911748e-09,6.9856746933208749e-08,1.1476018364188706e-06,2.158369920454682e-08,8.5361912591031167e-11,4.9655758433770508e-11
4.812344245781743e-07,0.09977366400000001,0.80000000000000004,0.0,0.25184775997374281,0.095968118780901196,0.082814006065858203,1.6121626105274545e-06,0.00044710777914447558,1.9403390870048412e-05,0.00023370756181675196,1.5052758925059091e-12,1.2648238697118881e-12,7.1879818460941131e-09,1.0681661573352116e-24,8.8518045675862796e-10,1.0123457005442926e-17,1.6727636083369935e-10,7.8418424977014948e-17,9.6847540293979785e-20,1.2909336677199018e-08,2.046210693478362e-19,0.0037953138662684734,0.03368616090263777,1.2312995438211022e-08,5.9600647084293432e-07,1.2532815593289538e-05,3.0146715500489815e-13,1.7376731331211468e-09,6.9819433721376133e-08,1.1562621523279735e-06,2.1766418114875699e-08,8.6082142254011072e-11,5.0231143732947588e-11
4.836597236178644e-07,0.09977366400000001,0.80000000000000004,0.0,0.2517166638797273,0.095967996918972107,0.082744251046373923,1.6393222794778898e-06,0.00045136046996676081,1.9400961262495184e-05,0.00023579067134311328,1.5255480120450884e-12,1.2822250540809956e-12,7.2492706941652875e-09,1.1089243373664053e-24,8.8377062274648552e-10,1.0358753477734196e-17,1.6931310790497219e-10,7.945974702698687e-17,9.822945324529053e-20,1.2977292980857812e-08,2.1059249219318879e-19,0.0037933167084968859,0.033819270494531276,1.2361457074108202e-08,5.974005919595201e-07,1.2506211103075003e-05,3.0263420461992342e-13,1.7340301890390689e-09,6.9782198352968263e-08,1.1649403888276654e-06,2.1949558924661425e-08,8.6804215682544771e-11,5.0809907111903282e-11
4.860850226575545e-07,0.09977366400000001,0.80000000000000004,0.0,0.25158584849296228,0.095967863985920485,0.082674627232996942,1.6667924400204556e-06,0.00045562795319729107,1.9398097146882714e-05,0.0002378806664291892,1.545979551049173e-12,1.2997593449043909e-12,7.3106665985207609e-09,1.1509812846746375e-24,8.823634825764623e-10,1.0598035279242613e-17,1.7136260666269738e-10,8.0508040118782641e-17,9.9623647983962247e-20,1.3045048453120253e-08,2.1670227828502143e-19,0.0037913234078739747,0.033952095364425575,1.2409812932616526e-08,5.9878750153131155e-07,1.2479753202977971e-05,3.0379873540261788e-13,1.7304074059673294e-09,6.974504050599941e-08,1.1736364305125971e-06,2.2133118942986674e-08,8.7528121542293239e-11,5.1392045069176663e-11
4.885103216972446e-07,0.09977366400000001,0.80000000000000004,0.0,0.25145531289886941,0.095967720018068067,0.082605134200892508,1.6945748701012831e-06,0.00045991017328003952,1.939480591048761e-05,0.00023997752105574344,1.5665707844236463e-12,1.3174267769442981e-12,7.3721678864795322e-09,1.194369889166493e-24,8.8095916381805706e-10,1.0841342343812027e-17,1.7342485207842449e-10,8.1563300151178103e-17,1.0103016478523219e-19,1.3112603123724869e-08,2.2295276317414587e-19,0.0037893339524358509,0.034084636440064951,1.2458063344092122e-08,6.00167261516679e-07,1.2453440746520929e-05,3.0496075481584974e-13,1.726804624105336e-09,6.9707959861390157e-08,1.1823501626614105e-06,2.2317095499705656e-08,8.8253848565332496e-11,5.19775540502505e-11
4.909356207369347e-07,0.09977366400000001,0.80000000000000004,0.0,0.25132505618708451,0.095967565051578912,0.082535771527156354,1.7226713454427337e-06,0.00046420707497354323,1.9391094830460556e-05,0.00024208120930950831,1.5873219840952867e-12,1.335227380922731e-12,7.4337728983765366e-09,1.2391236432465577e-24,8.7955778883943023e-10,1.1088714652565104e-17,1.7549983898208485e-10,8.2625523008796367e-17,1.0244904376769724e-19,1.3179957040185957e-08,2.2934630571202045e-19,0.0037873483302718358,0.034216894644916764,1.2506208637413535e-08,6.0153993309650373e-07,1.2427272596798175e-05,3.061202702933596e-13,1.7232216850264726e-09,6.9670956102904287e-08,1.1910814712321623e-06,2.2501485945117652e-08,8.8981385549719023e-11,5.2566430448322095e-11
4.933609197766248e-07,0.09977366400000001,0.80000000000000004,0.0,0.2511950774514321,0.095967399122460412,0.082466538790803248,1.7510836395160113e-06,0.0004685186033481237,1.9386971075464256e-05,0.00024419170538264394,1.6082334190329905e-12,1.3531611835659556e-12,7.4954799875138653e-09,1.285276648011466e-24,8.7815947497098823e-10,1.1340192231300465e-17,1.7758756206411423e-10,8.3694704562961371e-17,1.0388032489392543e-19,1.3247110267353325e-08,2.3588528807756941e-19,0.0037853665295241369,0.034348870898197478,1.2554249139989154e-08,6.0290557668968311e-07,1.2401247626452863e-05,3.0727728923994198e-13,1.7196584316742275e-09,6.9634028917118474e-08,1.1998302428577695e-06,2.268628764980932e-08,8.9710721359045579e-11,5.3158670605060073e-11
4.957862188163149e-07,0.09977366400000001,0.80000000000000004,0.0,0.25106537578989968,0.095967222266563998,0.082397435572755917,1.7798135235142006e-06,0.00047284470378314574,1.9382441707287701e-05,0.00024630898357220094,1.629305355268443e-12,1.371228207648638e-12,7.5572875201110405e-09,1.3328636194352858e-24,8.7676433466412099e-10,1.1595815147908708e-17,1.7968801587754562e-10,8.4770840672506292e-17,1.0532404797106439e-19,1.3314062886981242e-08,2.4257211580249043e-19,0.0037833885383875389,0.034480566114898484,1.2602185177766866e-08,6.0426425196477635e-07,1.2375364717645175e-05,3.0843181903154294e-13,1.7161147083555503e-09,6.9597177993342687e-08,1.2085963648414678e-06,2.2871498004518474e-08,9.0441844921993364e-11,5.3754270811435661e-11
4.98211517856005e-07,0.09977366400000001,0.80000000000000004,0.0,0.25093595030461252,0.095967034519586145,0.082328461455833848,1.8088627663257212e-06,0.0004771853219642964,1.9377513682436761e-05,0.00024843301827958666,1.6505380559166356e-12,1.3894284720376845e-12,7.61919387525438e-09,1.3819198945454984e-24,8.7537247564524194e-10,1.1855623509807554e-17,1.8180119484006314e-10,8.5853927184538407e-17,1.0678025265144698e-19,1.3380814997306374e-08,2.4940921779506026e-19,0.0037814143451090887,0.034611981205811521,1.2650017075244573e-08,6.0561601784956308e-07,1.2349622762043712e-05,3.0958386701543062e-13,1.7125903607394221e-09,6.9560403023624068e-08,1.2173797251523205e-06,2.3057114419740797e-08,9.1174745231910514e-11,5.4353227308454785e-11
