Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),C2H4(47),COX(50),CHOX(53)
1.7954562958840463e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44411464281527663,0.09409094151530574,0.013312709890770807,0.0,0.0038517722742302681,0.027220104837444584,0.015049907500078627,5.6106909870626753e-05,3.168006940977592e-11,0.0022041964701648834,5.9253596221928239e-11,0.00046589417558034763,2.8394921486076821e-09,7.9326936831539206e-06,1.2751507753581226e-09,8.325719056794527e-11,6.9032677655593368e-06,1.041570283305461e-05,0.0067786422048858415,0.0001001576624586399,0.00039507963103429085,9.4004679004908477e-08,7.3002464473799443e-09,2.1864390640541831e-08,6.9410479391803222e-10,8.4642601881002425e-06,0.00036307508755953566,7.1188850130289212e-07,1.7345371676160609e-07,0.00054616636433175547,1.6482563242915391e-05,4.6762376686683522e-08,1.0649609904738287e-10
1.7974553191930682e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44411348938278294,0.094074302536203941,0.013304690115718292,0.0,0.0038523009515003576,0.027255011167441941,0.015066076106271,5.6087549899695901e-05,3.1787685179641653e-11,0.0022038129449249034,5.9239254402635439e-11,0.00046598555737306218,2.839293607221084e-09,7.9138481203802174e-06,1.2767713941065087e-09,8.3347815025237979e-11,6.8745091917218872e-06,1.0429966692902269e-05,0.0067774273642934044,9.954724964494831e-05,0.00039530636270880456,9.3486269660486901e-08,7.2945792079614331e-09,2.1860451291575111e-08,6.986649820956536e-10,8.5157984698045645e-06,0.0003650753945149973,7.1262646654941494e-07,1.7347698051747304e-07,0.00054686617959049018,1.6505136549185122e-05,4.6812493670818136e-08,1.0666795334046251e-10
1.79945434250209e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44411232447095206,0.094057666736792361,0.013296675213616337,0.0,0.0038528246456624323,0.027289915748663837,0.015082234712957821,5.6068192807577588e-05,3.189552244171766e-11,0.0022034295554860597,5.9224913754569848e-11,0.00046607688636381882,2.8390953080492474e-09,7.8950258132865921e-06,1.2783915568639754e-09,8.3438355089971568e-11,6.8459380425094036e-06,1.0444226123585563e-05,0.0067762125767106308,9.8941859568402364e-05,0.00039553292172189112,9.2971876921837782e-08,7.2889166194046131e-09,2.1856517036530681e-08,7.0324589241576642e-10,8.5675369815150629e-06,0.0003670821265806814,7.1336396188486975e-07,1.7350001611306539e-07,0.00054756594244902829,1.652770284606881e-05,4.6862578112638268e-08,1.0683982098248465e-10
1.801453365811112e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44411114814086944,0.094041034113110739,0.013288665181892485,0.0,0.0038533433930738516,0.027324818550297773,0.015098383336742004,5.6048838709352805e-05,3.200358128394557e-11,0.0022030463025802154,5.9210574470863416e-11,0.00046616816257558883,2.8388972543878095e-09,7.8762269889110662e-06,1.2800112641391459e-09,8.3528810842695864e-11,6.8175532050928197e-06,1.0458481126514958e-05,0.0067749978429159866,9.8341445332151065e-05,0.00039575930835979975,9.2461465634087596e-08,7.2832586805125739e-09,2.1852587883103529e-08,7.0784753752786992e-10,8.619475591908012e-06,0.00036909526926962786,7.1410098805289684e-07,1.7352282520014432e-07,0.00054826565230505018,1.6550262135797609e-05,4.6912630066536019e-08,1.0701170189541772e-10
1.8034523891201338e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44410996045317519,0.094024404661228633,0.013280660017972918,0.0,0.0038538572297984689,0.027359719541802267,0.015114521994151777,5.6029487718792282e-05,3.2111861793891234e-11,0.0022026631869232227,5.9196236742264821e-11,0.00046625938603168693,2.8386994494782351e-09,7.8574518715033038e-06,1.28163051643726e-09,8.3619182364694947e-11,6.7893535663861065e-06,1.0472731703120866e-05,0.0067737831636832391,9.7745960413065665e-05,0.00039598552290849055,9.1955000879520954e-08,7.277605390030896e-09,2.1848663838915567e-08,7.1246993007770258e-10,8.6716141702743629e-06,0.0003711148081651165,7.1483754579135488e-07,1.7354540941721157e-07,0.00054896530856156161,1.6572814420634258e-05,4.6962649586656123e-08,1.0718359600105718e-10
1.8054514124291556e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44410876146806216,0.094007778377245388,0.01327265971928249,0.0,0.0038543661916081925,0.027394618692905229,0.015130650701638469,5.6010139948364489e-05,3.2220364058745588e-11,0.0022022802092150772,5.9181900757157028e-11,0.00046635055675576495,2.8385018965083609e-09,7.8387006825359979e-06,1.2832493142599598e-09,8.3709469737963094e-11,6.761338013212937e-06,1.0486977854853313e-05,0.0067725685397814102,9.7155358662191527e-05,0.00039621156565360842,9.1452447979212185e-08,7.2719567466483444e-09,2.1844744911517191e-08,7.1711308271207168e-10,8.723952586576281e-06,0.00037314072892280135,7.1557363583230659e-07,1.7356777038957745e-07,0.0005496649106268549,1.6595359702872559e-05,4.7012636726888638e-08,1.0735550322101428e-10
1.8074504357381775e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4441075512452729,0.093991155257290016,0.01326466428324473,0.0,0.003854870313984573,0.027429515973602256,0.015146769475574345,5.59907955092436e-05,3.2329088165325684e-11,0.0022018973701400783,5.9167566701574366e-11,0.00046644167477180506,2.838304598612937e-09,7.8199736407165456e-06,1.2848676581050848e-09,8.3799673045180937e-11,6.7335054324708743e-06,1.0501219583181644e-05,0.006771353971974696,9.6569594305074909e-05,0.0003964374368804593,9.09537724945413e-08,7.2663127489975671e-09,2.1840831108388916e-08,7.2177700808350915e-10,8.7764907115012661e-06,0.00037517301727274456,7.1630925890200342e-07,1.7358990972943009e-07,0.00055036445791446949,1.6617897984836887e-05,4.7062591540861746e-08,1.07527423476705e-10
1.8094494590471994e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4441063298440982,0.093974535297521214,0.013256673707281898,0.0,0.0038553696321204146,0.027464411354155015,0.015162878332250589,5.5971454511317353e-05,3.2438034200075425e-11,0.0022015146703669788,5.9153234759219948e-11,0.00046653274010411355,2.8381075588741651e-09,7.8012709619988782e-06,1.286485548466476e-09,8.3889792369691602e-11,6.7058547112931329e-06,1.0515456889594197e-05,0.0067701394610224144,9.5988621941967331e-05,0.00039666313687398448,9.0458940228592683e-08,7.2606733956557828e-09,2.183692243694281e-08,7.2646171885474373e-10,8.8292284165142268e-06,0.00037721165902135394,7.1704441572087443e-07,1.7361182903590535e-07,0.00055106394984315288,1.6640429268881692e-05,4.7112514081934718e-08,1.0769935668933809e-10
1.8114484823562212e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44410509732337455,0.093957918494127157,0.013248687988814978,0.0,0.0038558641809213995,0.027499304805089518,0.015178977287875364,5.5952117063195016e-05,3.2547202249066539e-11,0.0022011321105491429,5.9138905111482799e-11,0.00046662375277731465,2.8379107803222319e-09,7.7825928595955525e-06,1.2881029858337888e-09,8.3979827795477495e-11,6.6783847372077877e-06,1.0529689775597993e-05,0.0067689250076789376,9.541239654791137e-05,0.00039688866591873777,8.9967917227437391e-08,7.2550386851454684e-09,2.1833018904524104e-08,7.311672277030845e-10,8.8821655739075753e-06,0.00037925664005322327,7.1777910700352096e-07,1.7363352989515839e-07,0.00055176338583681967,1.6662953557391018e-05,4.7162404403191593e-08,1.0787130277990623e-10
1.813447505665243e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44410385374148365,0.09394130484332551,0.013240707125263712,0.0,0.0038563539950077462,0.027534196297194453,0.015195066358571974,5.5932783272215391e-05,3.2656592397999313e-11,0.0022007496913247007,5.9124577937455198e-11,0.00046671471281634395,2.8377142659358424e-09,7.7639395439900446e-06,1.2897199706923136e-09,8.4069779407136807e-11,6.6510943982944955e-06,1.0543918242718441e-05,0.0067677106126936464,9.4840873472710197e-05,0.00039711402429886328,8.9480669781309235e-08,7.2494086159350278e-09,2.1829120518412574e-08,7.3589354732456064e-10,8.935302056848963e-06,0.00038130794633287936,7.185133334587115e-07,1.7365501388043614e-07,0.00055246276532451273,1.6685470852778019e-05,4.7212262557434947e-08,1.0804326166917587e-10
1.815446528974265e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44410259915634953,0.093924694341363371,0.013232731114046629,0.0,0.0038568391087158782,0.027569085801519417,0.015211145560377119,5.5913453244454716e-05,3.2766204732203495e-11,0.0022003674133167024,5.9110253413949794e-11,0.00046680562024644317,2.8375180186427528e-09,7.7453112229492008e-06,1.2913365035228019e-09,8.4159647289860792e-11,6.6239825833386341e-06,1.0558142292499035e-05,0.0067664962768108723,9.4274008440784461e-05,0.00039733921229807292,8.8997164425665752e-08,7.2437831864394978e-09,2.182522728582409e-08,7.4064069043798966e-10,8.9886377394273675e-06,0.0003833655639064358,7.1924709578937921e-07,1.7367628255215046e-07,0.00055316208774036332,1.670798115748446e-05,4.7262088597179898e-08,1.0821523327767816e-10
1.8174455522832868e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44410133362543852,0.093908086984517025,0.013224759952581062,0.0,0.0038573195561001183,0.027603973289373227,0.015227214909239244,5.5894127084734572e-05,3.2876039336638969e-11,0.0021999852771332727,5.9095931715516805e-11,0.0004668964750931539,2.8373220413202864e-09,7.7267081015359505e-06,1.2929525848013102e-09,8.4249431529410799e-11,6.5970481819828994e-06,1.0572361926501054e-05,0.0067652820007698539,9.3711757550919331e-05,0.00039756423019962552,8.8517367942151047e-08,7.2381623950212021e-09,2.1821339213912029e-08,7.454086697888217e-10,9.0421724966966183e-06,0.00038542947890315814,7.1998039469262468e-07,1.7369733745795268e-07,0.00055386135252355115,1.6730484473980296e-05,4.73118825746487e-08,1.0838721752570042e-10
1.8194445755923087e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4441000572057574,0.093891482769091969,0.013216793638283176,0.0,0.0038577953709343928,0.027638858732322139,0.015243274421016979,5.5874804896629979e-05,3.2986096295896647e-11,0.0021996032833677664,5.9081613014461235e-11,0.00046698727738231225,2.837126336795865e-09,7.7081303821221737e-06,1.2945682149990378e-09,8.4339132212095965e-11,6.5702900848762865e-06,1.0586577146303256e-05,0.0067640677853046888,9.3154077275905153e-05,0.00039778907828630654,8.8041247359443484e-08,7.232546239990449e-09,2.181745630976871e-08,7.501974981529065e-10,9.0959062047177517e-06,0.0003874996775369395,7.2071323085971988e-07,1.7371818013280853e-07,0.00055456055911826401,1.6752980804763146e-05,4.736164454176534e-08,1.0855921433327918e-10
1.8214435989013305e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44409876995385272,0.093874881691422843,0.013208832168567977,0.0,0.0038582665867139638,0.027673742102188099,0.015259324111477681,5.5855486782477235e-05,3.309637569419913e-11,0.0021992214325989227,5.906729748085991e-11,0.00046707802714004304,2.8369309078475228e-09,7.689578264401746e-06,1.2961833945821848e-09,8.4428749424750919e-11,6.5437071838204844e-06,1.06007879535016e-05,0.0067628536311442888,9.2600924462073964e-05,0.00039801375684040834,8.7568769954015886e-08,7.2269347196061805e-09,2.181357858042682e-08,7.550071883400564e-10,9.1498387405984825e-06,0.00038957614610768941,7.2144560497611424e-07,1.7373881209907427e-07,0.00055525970697365822,1.6775470152357859e-05,4.7411374550150692e-08,1.0873122362019126e-10
1.8234426222103524e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44409747192581062,0.093858283747873278,0.013200875540849356,0.0,0.0038587332366571631,0.027708623371046955,0.015275363996296041,5.5836172843381885e-05,3.3206877615401439e-11,0.0021988397253910165,5.9052985282578639e-11,0.00046716872439275488,2.8367357572044236e-09,7.6710519454038058e-06,1.29779812401181e-09,8.4518283254713784e-11,6.517298371913633e-06,1.0614994349708958e-05,0.0067616395390123502,9.2052256328735953e-05,0.000398238266143711,8.7099903250782247e-08,7.2213278320766613e-09,2.1809706032860739e-08,7.5983775319748066e-10,9.2039699825317207e-06,0.00039165887100264015,7.221775177214453e-07,1.7375923486657362e-07,0.00055595879554381741,1.6797952519316076e-05,4.7461072651117774e-08,1.0890324530594849e-10
1.8254416455193742e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44409616317725586,0.09384168893483566,0.0131929237525401,0.0,0.0038591953537071544,0.027743502511226707,0.01529139409105279,5.5816863179226835e-05,3.3317602142991804e-11,0.0021984581622940145,5.9038676585289293e-11,0.00046725936916713494,2.8365408875473717e-09,7.6525516195061549e-06,1.2994124037437019e-09,8.460773378980462e-11,6.4910625436914649e-06,1.0629196336554812e-05,0.0067604255096273044,9.1508030467518244e-05,0.00039846260647746518,8.6634615023661575e-08,7.2157255755601391e-09,2.1805838673988009e-08,7.6468920561312286e-10,9.2582998098314632e-06,0.00039374783869756892,7.2290896976954894e-07,1.7377944993267518e-07,0.00055665782428771459,1.6820427908215719e-05,4.7510738895667419e-08,1.0907527930979013e-10
1.827440668828396e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44409484376335112,0.09382509724873124,0.013184976801051915,0.0,0.0038596529705337015,0.027778379495305663,0.015307414411233494,5.5797557888680085e-05,3.3428549360092236e-11,0.002198076743843726,5.9024371552486755e-11,0.00046734996149014378,2.8363463015093214e-09,7.6340774784488615e-06,1.3010262342282517e-09,8.4697101118303852e-11,6.4649985952657896e-06,1.0643393915684989e-05,0.006759211543702303,9.096820484160894e-05,0.00039868677812237338,8.6172873296035953e-08,7.2101279481654937e-09,2.1801976510670567e-08,7.6956155851877564e-10,9.3128281029675087e-06,0.00039584303575793952,7.2363996178847423e-07,1.7379945878237056e-07,0.00055735679266916973,1.6842896321660609e-05,4.7560373334484053e-08,1.0924732555067803e-10
1.829439692137418e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44409351373879757,0.093808508686009928,0.013177034683795446,0.0,0.0038601061195349539,0.027813254296110666,0.015323424972227403,5.5778257069202927e-05,3.3539719349459246e-11,0.0021976954705619591,5.9010070345505988e-11,0.00046744050138901024,2.8361520016758809e-09,7.6156297113480165e-06,1.3026396159103344e-09,8.4786385328931239e-11,6.4391054244603362e-06,1.0657587088761369e-05,0.0067579976419451706,9.0432737784910155e-05,0.00039891078135857321,8.5714646341128686e-08,7.2045349479529187e-09,2.179811954971616e-08,7.7445482489313947e-10,9.3675547435977483e-06,0.00039794444883996727,7.2437049444049812e-07,1.7381926288835349e-07,0.0005580557001568109,1.6865357762279967e-05,4.7609976017931959e-08,1.0941938394729004e-10
1.8314387154464398e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44409217315783467,0.093791923243150097,0.013169097398180311,0.0,0.0038605548328392355,0.027848126886715271,0.015339425789326424,5.5758960817057789e-05,3.3651112193484586e-11,0.0021973143429566701,5.8995773123539062e-11,0.00046753098889122739,2.8359579905858173e-09,7.5972085047096512e-06,1.3042525492292045e-09,8.4875586510824903e-11,6.4133819309439375e-06,1.067177585746161e-05,0.0067567838050583834,8.9901588001101984e-05,0.00039913461646562198,8.5259902682280604e-08,7.1989465729345668e-09,2.1794267797879641e-08,7.7936901776469799e-10,9.4224796145994977e-06,0.00040005206469160518,7.2510056838214685e-07,1.7383886371109928e-07,0.00055875454622403363,1.6887812232728012e-05,4.765954699605175e-08,1.0959145441801615e-10
1.8334377387554617e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44409082207424005,0.093775340916658595,0.013161164941615117,0.0,0.0038609991423068607,0.027882997240437926,0.015355416877724114,5.5739669227316253e-05,3.3762727974195751e-11,0.0021969333615221172,5.8981480043652002e-11,0.00046762142402454756,2.8357642707315518e-09,7.5788140424438174e-06,1.3058650346183853e-09,8.4964704753520901e-11,6.3878270163610391e-06,1.0685960223478882e-05,0.006755570033739053,8.9374714562621261e-05,0.00039935828372248078,8.480861109315407e-08,7.1933628210751973e-09,2.179042126186419e-08,7.8430415021449936e-10,9.4776026000982988e-06,0.00040216587015345706,7.2583018426421161e-07,1.738582626989449e-07,0.00055945333034896174,1.6910259735683515e-05,4.7709086318556837e-08,1.0976353688095348e-10
1.8354367620644835e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44408946054133014,0.093758761703070514,0.013153237311507476,0.0,0.0038614390795319426,0.027917865330840154,0.015371398252514821,5.5720382393866993e-05,3.3874566773256658e-11,0.0021965525267390114,5.8967191260801702e-11,0.00046771180681697726,2.8355708445596524e-09,7.5604465058788078e-06,1.3074770725055769e-09,8.505374014693281e-11,6.3624395844595661e-06,1.0700140188521579e-05,0.0067543563286788901,8.8852076909557454e-05,0.00039958178340749982,8.4360740597840308e-08,7.1877836902928388e-09,2.1786579948322672e-08,7.8926023537874608e-10,9.5329235854957846e-06,0.00040428585215961777,7.2655934273177544e-07,1.7387746128816963e-07,0.00056015205201440587,1.6932700273849358e-05,4.7758594034830624e-08,1.0993563125390158e-10
1.8374357853735054e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44408808861196036,0.093742185598949063,0.013145314505264044,0.0,0.003861874675844223,0.027952731131724688,0.015387369928692813,5.5701100409423791e-05,3.3986628671968309e-11,0.0021961718390746681,5.8952906927852808e-11,0.00046780213729677423,2.835377714471332e-09,7.5421060737755362e-06,1.3090886633125625e-09,8.5142692781331794e-11,6.3372185412161055e-06,1.071431575431307e-05,0.0067531426905641954,8.8333634848468767e-05,0.00039980511579840346,8.3916260470894294e-08,7.182209178459426e-09,2.1782743863858848e-08,7.9423728645136143e-10,9.5884424574953912e-06,0.00040641199773844218,7.2728804442423248e-07,1.7389646090307586e-07,0.0005608507107078256,1.6955133849952124e-05,4.7808070193923498e-08,1.1010773745436032e-10
1.8394348086825273e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44408670633852598,0.093725612600885563,0.013137396520290523,0.0,0.0038623059623109088,0.027987594617133675,0.015403331921151562,5.56818233655335e-05,3.4098913751269243e-11,0.002195791298983158,5.8938627195594502e-11,0.00046789241549244202,2.8351848828229275e-09,7.5237929223420491e-06,1.3106998074551265e-09,8.5231562747326828e-11,6.3121627949584388e-06,1.0728486922591409e-05,0.0067519291200758436,8.7819348551121282e-05,0.00040002828117227744,8.3475140237283273e-08,7.1766392834014368e-09,2.1778913015028603e-08,7.9923531668632239e-10,9.6441591041269489e-06,0.00040854429401324609,7.2801628997531827e-07,1.7391526295607132e-07,0.00056154930592128695,1.6977560466741668e-05,4.7857514844550374e-08,1.1027985539952433e-10
1.8414338319915491e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44408531377296268,0.09370904270549911,0.013129483353991701,0.0,0.0038627329697385093,0.028022455761346803,0.01541928424468302,5.5662551352584041e-05,3.4211422091736253e-11,0.0021954109069054558,5.8924352212757387e-11,0.00046798264143272663,2.8349923519263923e-09,7.5055072252481771e-06,1.3123105053429767e-09,8.5320350135845407e-11,6.2872712564853955e-06,1.0742653695109109e-05,0.0067507156178892606,8.7309178553154033e-05,0.00040025127980555531,8.303734967226632e-08,7.1710740029005408e-09,2.177508740834114e-08,8.0425433939995511e-10,9.7000734147692355e-06,0.00041068272820294027,7.2874408001313306e-07,1.7393386884775012e-07,0.00056224783715142521,1.6999980126990712e-05,4.7906928035088185e-08,1.1045198500628238e-10
1.843432855300571e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44408391096674743,0.093692475909436634,0.013121575003771466,0.0,0.0038631557286746914,0.028057314538879444,0.015435226913977028,5.5643284459812302e-05,3.4324153773584909e-11,0.0021950306632695935,5.8910082126030054e-11,0.00046807281514661209,2.8348001240497719e-09,7.4872491536403128e-06,1.3139207573796695e-09,8.5409055038114385e-11,6.2625428391840686e-06,1.0756816073632839e-05,0.0067495021846744234,8.6803085752672638e-05,0.00040047411197400608,8.2602858801190548e-08,7.1655133346942394e-09,2.1771267050260268e-08,8.0929436797306342e-10,9.7561852801715841e-06,0.00041282728762259929,7.2947141516017258e-07,1.7395227996697596e-07,0.00056294630389940308,1.7022392833494416e-05,4.795630981357394e-08,1.1062412619121273e-10
1.8454318786095928e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44408249797089999,0.093675912209372617,0.013113671467032833,0.0,0.0038635742694101299,0.028092170924480853,0.015451159943620753,5.5624022775312196e-05,3.4437108876670025e-11,0.0021946505684908042,5.8895817080075976e-11,0.00046816293666331684,2.8346082014176807e-09,7.469018876156327e-06,1.3155305639625454e-09,8.5497677545641108e-11,6.2379764591443561e-06,1.0770974059943191e-05,0.0067482888210958422,8.6301031408774222e-05,0.00040069677795272278,8.2171637899224427e-08,7.1599572764764762e-09,2.1767451947205426e-08,8.143554158529745e-10,9.8124945924734477e-06,0.00041497795968396784,7.3019829603335899e-07,1.7397049769096437e-07,0.00056364470567087251,1.7044798589069982e-05,4.8005660227702703e-08,1.107962788705824e-10
1.8474309019186147e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440810748359828,0.093659351602009056,0.013105772741177956,0.0,0.0038639886219803744,0.028127024893132256,0.015467083348098185,5.560476638604255e-05,3.4550287480486293e-11,0.0021942706229716781,5.8881557217550009e-11,0.00046825300601229046,2.8344165862117756e-09,7.4508165589405869e-06,1.3171399254826699e-09,8.5586217750195009e-11,6.2135710352708839e-06,1.0785127655834438e-05,0.0067470755278125506,8.5802977140006498e-05,0.0004009192780161102,8.1743657491011586e-08,7.1544058258982857e-09,2.1763642105553021e-08,8.1943749655545216e-10,9.8690012452232034e-06,0.00041713473189590542,7.3092472324406975e-07,1.7398852338536547e-07,0.00056434304197593458,1.7067197396556255e-05,4.8054979324825858e-08,1.1096844296034458e-10
1.8494299252276366e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44407964161210395,0.093642794084075193,0.013097878823608158,0.0,0.0038643988161677053,0.028161876420045036,0.015482997141789731,5.5585515377835153e-05,3.4663689664168779e-11,0.0021938908271023016,5.8867302679115017e-11,0.0004683430232232093,2.8342252805712291e-09,7.432642365659112e-06,1.3187488423247765e-09,8.5674675743789256e-11,6.1893254893922591e-06,1.0799276863114252e-05,0.0067458623054781159,8.5308884922763516e-05,0.00040114161243787509,8.131888835026908e-08,7.1488589805683939e-09,2.1759837531637402e-08,8.2454062366650061e-10,9.9257051333947237e-06,0.00041929759186477264,7.3165069739817452e-07,1.7400635840434786e-07,0.00056504131232910026,1.7089589258813322e-05,4.8104267151949804e-08,1.1114061837613664e-10
1.8514289485366584e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44407819834891721,0.093626239652327428,0.013089989711723954,0.0,0.0038648048815030163,0.028196725480658859,0.015498901338971824,5.5566269835402669e-05,3.4777315506493426e-11,0.002193511181260412,5.8853053603458572e-11,0.00046843298832597376,2.8340342865931932e-09,7.4144964575148233e-06,1.3203573148672172e-09,8.5763051618663056e-11,6.1652387463677347e-06,1.0813421683603467e-05,0.0067446491547406215,8.4818717089620729e-05,0.00040136378149101503,8.0897301499305044e-08,7.1433167380538616e-09,2.1756038231752101e-08,8.2966481084408522e-10,9.9826061534037024e-06,0.00042146652729475946,7.3237621909606634e-07,1.7402400409068151e-07,0.00056573951624925114,1.7111974178722102e-05,4.8153523755734402e-08,1.1131280503328069e-10
1.8534279718456803e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44407674509562378,0.093609688303549293,0.013082105402925074,0.0,0.0038652068472676761,0.028231572050639829,0.015514795953816623,5.5547029842346559e-05,3.4891165085877499e-11,0.0021931316858115426,5.8838810127309247e-11,0.00046852290135070439,2.833843606333258e-09,7.3963789932629101e-06,1.3219653434819192e-09,8.5851345467263885e-11,6.1413097341912218e-06,1.0827562119135847e-05,0.0067434360762426721,8.4332436327611742e-05,0.00040158578544780953,8.0478868208491773e-08,7.1377790958806859e-09,2.1752244212150893e-08,8.3481007181972242e-10,1.003970420312138e-05,0.00042364152598815748,7.3310128893269819e-07,1.7404146177582151e-07,0.00056643765325960042,1.7134352159183984e-05,4.8202749182492045e-08,1.1148500284677932e-10
1.8554269951547021e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44407528190097456,0.093593140034551048,0.013074225894610469,0.0,0.0038656047424954119,0.028266416105878624,0.015530681000391747,5.5527795481165157e-05,3.5005238480380185e-11,0.0021927523411091683,5.8824572385453266e-11,0.00046861276232773911,2.833653241805921e-09,7.3782901292262944e-06,1.3235729285343441e-09,8.5939557382230298e-11,6.1175373840927327e-06,1.0841698171557824e-05,0.0067422230706213901,8.385000567644978e-05,0.00040180762457980997,8.0063559995658506e-08,7.1322460515344155e-09,2.174845547904889e-08,8.3997642039995951e-10,1.0096999181888325e-05,0.00042582257584557995,7.3382590749761939e-07,1.7405873277999235e-07,0.00056713572288765346,1.7156723203120412e-05,4.8251943478186772e-08,1.1165721173131897e-10
1.857426018463724e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44407380881327091,0.09357659484216968,0.013066351184178357,0.0,0.0038659985959741809,0.028301257622488619,0.015546556492660088,5.5508566833261472e-05,3.5119535767702999e-11,0.002192373147494848,5.8810340510750803e-11,0.00046870257128762944,2.8334631949850311e-09,7.360230019311194e-06,1.3251800703834543e-09,8.6027687456374907e-11,6.0939206306372092e-06,1.0855829842728266e-05,0.0067410101385084326,8.3371388526695786e-05,0.00040202929915783163,7.9651348625444411e-08,7.1267176024607449e-09,2.1744672038623616e-08,8.4516387046782955e-10,1.0154490990525783e-05,0.00042800966486612876,7.3455007537501471e-07,1.740758184122713e-07,0.00056783372466516946,1.7179087313472539e-05,4.8301106688433371e-08,1.1182943160126588e-10
1.8594250417727459e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44407232588036732,0.093560052723268797,0.013058481269026222,0.0,0.0038663884362480521,0.028336096576804099,0.015562422444479642,5.5489343978951256e-05,3.5234057025190222e-11,0.0021919941052983768,5.8796114634152393e-11,0.00046879232826113837,2.8332734678042491e-09,7.3421988150227803e-06,1.3267867693816827e-09,8.6115735782667719e-11,6.0704584118207984e-06,1.0869957134518246e-05,0.0067397972805299817,8.2896548617875806e-05,0.00040225080945194454,7.9242206108577708e-08,7.121193746066141e-09,2.1740893897016069e-08,8.5037243598407384e-10,1.0212179531346856e-05,0.0004302027811475102,7.3527379314373957e-07,1.7409271997067311e-07,0.00056853165812812345,1.7201444493200822e-05,4.8350238858497005e-08,1.1200166237066855e-10
1.8614240650817677e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44407083314967244,0.093543513674738343,0.013050616146550852,0.0,0.0038667742916190895,0.028370932945378322,0.01557827886960342,5.5470126997470851e-05,3.5348802329829415e-11,0.0021916152148379227,5.8781894884715235e-11,0.00046888203327923652,2.8330840621574895e-09,7.3241966654809167e-06,1.3283930258749056e-09,8.6203702454219752e-11,6.0471496691645605e-06,1.0884080048810789e-05,0.0067385844973067545,8.2425450036550002e-05,0.00040247215573146664,7.8836104701116261e-08,7.1156744797184184e-09,2.1737121060331725e-08,8.5560213098844061e-10,1.0270064708165606e-05,0.00043240191288610483,7.3599706137736277e-07,1.741094387422336e-07,0.00056922952281666592,1.7223794745284662e-05,4.8399340033292674e-08,1.1217390395325598e-10
