Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),C2H4(47),H2X(49),H2OX(23),C2H6X(52),C2H4X(205),C2H4X(65),CH4OX(60),C3H7(36)
1.8221914854357173e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44671986367932598,0.1131882942685097,0.022693774752107435,0.0,9.4153728343611819e-09,1.1081534764555108e-05,0.0,1.4905241345542857e-08,0.0,0.0001678610765626559,2.9431263366943176e-17,0.00012742118707925797,4.9775460576453173e-13,3.810130333441313e-12,0.0,0.0,1.877812780646963e-08,6.3738070509462181e-12,0.0053137779976582438,0.00025554495508780178,1.7893861544557649e-05,1.0834083084797047e-08,9.4739321708519052e-10,1.8204797034687985e-09,9.9502412659201044e-12,1.8361548183412789e-07,6.2566105918957653e-13,3.5616927818213133e-11,9.5692541712186904e-14,1.8143568251084953e-18,4.2541972574852311e-17,1.3651689842993406e-19
1.8345141378694542e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44669841136649008,0.1131675495477482,0.022692921902471554,0.0,9.7394001195160119e-09,1.1237865104551696e-05,0.0,1.5211275474150635e-08,0.0,0.00016903320090549842,3.0462254390787782e-17,0.00012810178605166805,5.0832400112213127e-13,3.9564271679875989e-12,0.0,0.0,1.9230356371337883e-08,6.5523469140664239e-12,0.0053333499611110035,0.00025724968698695688,1.8066495636937311e-05,1.1011871117049344e-08,9.5397484764319851e-10,1.8321745000223803e-09,1.0229880731838893e-11,1.8640860267106601e-07,6.4481553385695696e-13,3.6382369030265684e-11,9.8966058972128828e-14,1.8650903648915996e-18,4.4173708929728512e-17,1.4132702316349225e-19
1.846836790303191e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44667710561419288,0.11314695049140568,0.022692069166530108,0.0,1.007179271018434e-08,1.1395478698423401e-05,0.0,1.5521486807944861e-08,0.0,0.00017020577360426543,3.152211541347194e-17,0.00012878042196179799,5.1904545416359099e-13,4.1072350698451487e-12,0.0,0.0,1.9689799299324465e-08,6.7346498638259836e-12,0.0053527758033823725,0.00025895417464958151,1.8238908812049495e-05,1.1190918120809306e-08,9.6055851703412227e-10,1.8438730848838971e-09,1.0515433468982524e-11,1.8922624577630505e-07,6.644140579933499e-13,3.7158757906985302e-11,1.0232804697345261e-13,1.9168907542087486e-18,4.585569093387177e-17,1.4627300612719321e-19
1.859159442736928e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44665594535039638,0.11312649601470354,0.022691216543711458,0.0,1.0412683834318827e-08,1.1554378821118297e-05,0.0,1.5835904006001903e-08,0.0,0.00017137879373071478,3.261145487083571e-17,0.00012945710158345891,5.2992012978194223e-13,4.2626577397461571e-12,0.0,0.0,2.0156502471756002e-08,6.9207695513014818e-12,0.0053720566101213181,0.00026065841905167995,1.8411086414256851e-05,1.1371212163485617e-08,9.671442198076433e-10,1.8555754558167617e-09,1.0806984058833155e-11,1.9206849180091712e-07,6.8446288174091689e-13,3.794617317251272e-11,1.0578026567369123e-13,1.9697731564089822e-18,4.758907148920437e-17,1.5135775097603278e-19
1.871482095170665e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44663492951092315,0.11310618504094146,0.02269036403344819,0.0,1.0762206973817135e-08,1.1714568662250357e-05,0.0,1.6154555730924674e-08,0.0,0.00017255226035651659,3.373088986117486e-17,0.00013013183163708297,5.4094919402846408e-13,4.4228003744981367e-12,0.0,0.0,2.0630511195050519e-08,7.1107600326888792e-12,0.0053911934588987079,0.00026236242116118821,1.8583014014256005e-05,1.1552741215247153e-08,9.7373195051333971e-10,1.8672816105058724e-09,1.1104617723651229e-11,1.9493542029646718e-07,7.0496825409342481e-13,3.8744693562411784e-11,1.0932449747754647e-13,2.0237528488949044e-18,4.9375020081981048e-17,1.5658420383004434e-19
1.883804747604402e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44661405703939488,0.11308601650143685,0.022689511635177125,0.0,1.1120495833932642e-08,1.1876051324753634e-05,0.0,1.6477470648752884e-08,0.0,0.00017372617255323493,3.4881046209642149e-17,0.00013080461879032667,5.5213381410091333e-13,4.5877696723868255e-12,0.0,0.0,2.1111870197312059e-08,7.3046757696602296e-12,0.0054101874192675949,0.00026406618193806257,1.875467741128673e-05,1.1735493157985075e-08,9.8032170370058552e-10,1.8789915465574451e-09,1.1408420327043349e-11,1.9782710967323686e-07,7.2593642491998763e-13,3.9554397823479684e-11,1.1296254735870889e-13,2.0788452232271289e-18,5.1214722841974923e-17,1.6195535361371591e-19
1.8961274000381388e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44659332688716902,0.11306598933546538,0.02268865934833926,0.0,1.1487684312711005e-08,1.2038829823603064e-05,0.0,1.6804677428873226e-08,0.0,0.00017490052939231113,3.6062558532666469e-17,0.00013147546965867457,5.6347515833178052e-13,4.7576738384068752e-12,0.0,0.0,2.1600623625191202e-08,7.5025716297163857e-12,0.0054290395528230444,0.00026576970233437513,1.8926062635213651e-05,1.1919455786703282e-08,9.8691347391843377e-10,1.8907052614998811e-09,1.1718478374523713e-11,2.0074363715948338e-07,7.4737364125456902e-13,4.0375364713555432e-11,1.1669624298126863e-13,2.1350657852185977e-18,5.3109382599761182e-17,1.6747423239585951e-19
1.9084500524718757e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44657273801327924,0.11304610249020136,0.022687807172379729,0.0,1.1863906470375019e-08,1.2202907084602043e-05,0.0,1.7136204743929438e-08,0.0,0.00017607532994504628,3.7276070302388872e-17,0.0001321443908060425,5.7497439617657223e-13,4.9326225893204063e-12,0.0,0.0,2.2096815041006122e-08,7.7045028865356578e-12,0.0054477509132615102,0.00026747298329440428,1.9097155948467563e-05,1.2104616816300094e-08,9.9350725571555185e-10,1.9024227527851632e-09,1.2034879014069197e-11,2.0368507876175368e-07,7.692861437716069e-13,4.1207673001326946e-11,1.2052743482071633e-13,2.1924301550392749e-18,5.5060218942145722e-17,1.7314391572992293e-19
1.9207727049056126e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44655228938437236,0.11302635492065903,0.022686955106747789,0.0,1.2249296499361828e-08,1.236828594323669e-05,0.0,1.747208126973234e-08,0.0,0.00017725057328258579,3.8522233911113993e-17,0.0001328113887453809,5.8663269820211884e-13,5.1127271585506522e-12,0.0,0.0,2.2600487420128163e-08,7.9105252203184763e-12,0.0054663225464397754,0.00026917602575471811,1.9267943847846339e-05,1.2290963892450471e-08,1.0001030436401323e-09,1.9141440177884539e-09,1.2357710036668121e-11,2.0665150922627427e-07,7.916801706859716e-13,4.205140146613627e-11,1.2445799628453427e-13,2.2509540673195064e-18,5.7068468265722358e-17,1.7896752299473809e-19
1.9330953573393495e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44653197997465016,0.11300674558963382,0.022686103150896787,0.0,1.2643988694494773e-08,1.2534969143596907e-05,0.0,1.7812335685169797e-08,0.0,0.00017842625847590323,3.9801710735775917e-17,0.00013347646993927664,5.9845123607491184e-13,5.2981003009068614e-12,0.0,0.0,2.3111683148628428e-08,8.1206947181280497e-12,0.0054847554904334343,0.0002708788306442687,1.9438413066191619e-05,1.2478484591723297e-08,1.0067008322397876e-09,1.9258690538087761e-09,1.2687059876862601e-11,2.0964300200143368e-07,8.1456195409920513e-13,4.290662889778355e-11,1.2848982383237796e-13,2.3106533712384733e-18,5.913538382855386e-17,1.8494821773570495e-19
1.9454180097730864e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44651180876580854,0.1129872734676446,0.022685251304284119,0.0,1.3048117422960826e-08,1.2702959337364137e-05,0.0,1.8156996672116531e-08,0.0,0.00017960238459578537,4.1115171202417159e-17,0.00013413964080055538,6.1043118254946473e-13,5.4888562971384745e-12,0.0,0.0,2.363044402117679e-08,8.3350678742270376e-12,0.0055030507755949414,0.00027258139888448017,1.9608550573926036e-05,1.2667166426811212e-08,1.0133006160614817e-09,1.9375978580708576e-09,1.3023017613284636e-11,2.1265962920137576e-07,8.3793771414184775e-13,4.3773434096329188e-11,1.3262483709584663e-13,2.3715440306253963e-18,6.1262235800035786e-17,1.9108920800640239e-19
1.9577406622068234e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44649177474697893,0.1129679375328759,0.02268439956637119,0.0,1.3461817095148008e-08,1.287225908286558e-05,0.0,1.8506092915343944e-08,0.0,0.00018077895071281792,4.2463294850679621e-17,0.00013480090769288171,6.2257371145670256e-13,5.6851109583292729e-12,0.0,0.0,2.4156811239198953e-08,8.5537015904102107e-12,0.0055212094246112394,0.00027428373138932752,1.9778343580446469e-05,1.2856996860072001e-08,1.0199023896514679e-09,1.9493304277245026e-09,1.3365672969185866e-11,2.1570146157071826e-07,8.6181366528624352e-13,4.4651895871894653e-11,1.3686497899784428e-13,2.4336421240629033e-18,6.3450311308937789e-17,1.9739374671061883e-19
1.9700633146405603e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44647187691466966,0.11294873677112084,0.02268354793662343,0.0,1.3885222135800727e-08,1.304287084419468e-05,0.0,1.8859653102429812e-08,0.0,0.00018195595589737119,4.3846770398306276e-17,0.00013546027693135942,6.3487999769237735e-13,5.8869816301276435e-12,0.0,0.0,2.4690825409288692e-08,8.7766531763331958e-12,0.0055392324525609295,0.00027598582906542815,1.9947779535397744e-05,1.3047963302562245e-08,1.0265061475551852e-09,1.9610667598449055e-09,1.3715116312961029e-11,2.1876856845041203e-07,8.8619601356250231e-13,4.5542093044461674e-11,1.4121221587152941e-13,2.4969638449691908e-18,6.5700914489603502e-17,2.0386513194480156e-19
1.9823859670742972e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44645211427270781,0.11292967017572428,0.022682696414510203,0.0,1.4318466954732964e-08,1.3214796990397758e-05,0.0,1.9217705923667888e-08,0.0,0.00018313339921958676,4.5266295805652458e-17,0.0001361177547831295,6.4735121720551098e-13,6.0945871968072737e-12,0.0,0.0,2.5232526541862891e-08,9.0039803498371876e-12,0.0055571208669710232,0.00027768769281212959,2.0116846129810763e-05,1.3240053116501851e-08,1.0331118843171918e-09,1.9728068514351225e-09,1.407143865866515e-11,2.2186101774475254e-07,9.1109094689452694e-13,4.6444104443670019e-11,1.4566853757885465e-13,2.5615255016948338e-18,6.8015366526373797e-17,2.105067073409175e-19
1.994708619508034e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44643248583218237,0.11291073674752662,0.02268184499950484,0.0,1.476168591859897e-08,1.3388039794726213e-05,0.0,1.9580280071977482e-08,0.0,0.00018431127974936472,4.6722578340205522e-17,0.00013677334746796762,6.5998854698686554e-13,6.308048085173301e-12,0.0,0.0,2.5781954050065865e-08,9.2357412372697719e-12,0.0055748756678732758,0.0002793893235215822,2.0285531297092092e-05,1.3433253632303818e-08,1.039719594481123e-09,1.9845506994252534e-09,1.4434731666524448e-11,2.2497887588955661e-07,9.3650464423414295e-13,4.7358008908613745e-11,1.5023595762869482e-13,2.6273435176276198e-18,7.0395005696246312e-17,2.1732186240971929e-19
2.007031271941771e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44641299061138701,0.11289193549480778,0.022680993691084537,0.0,1.5215013323293082e-08,1.3562601433953962e-05,0.0,1.9947404242812906e-08,0.0,0.00018548959655635119,4.821633464111168e-17,0.00013742706115887904,6.7279316505743941e-13,6.5274862683112774e-12,0.0,0.0,2.6339146748923307e-08,9.4719943738017618e-12,0.0055924978478600895,0.00028109072207882664,2.0453823213899939e-05,1.3627552147141757e-08,1.0463292725895961e-09,1.996298300672141e-09,1.4805087643441044e-11,2.2812220782151388e-07,9.624432751861673e-13,4.8283885287636013e-11,1.549165132945645e-13,2.6944344312681088e-18,7.2841187409737549e-17,2.2431403288441004e-19
2.018121659132134e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4463955580099212,0.11287512656368996,0.022680227604207542,0.0,1.5631761620541013e-08,1.3720836233961431e-05,0.0,2.0281729984588615e-08,0.0,0.00018655045393050062,4.9593355287409985e-17,0.000138013802005661,6.8446132726373298e-13,6.7301932798165732e-12,0.0,0.0,2.684729101402529e-08,9.6885117786718504e-12,0.0056082452333920891,0.00028262178301603769,2.0604940134507053e-05,1.3803349071676143e-08,1.052279660968403e-09,2.0068743481748325e-09,1.5144523674374526e-11,2.3097303908701431e-07,9.8624193942943024e-13,4.9127475190739059e-11,1.5922744739523358e-13,2.7559183429895396e-18,7.5100778911410134e-17,2.307612116366355e-19
2.029212046322497e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44637823182141506,0.11285842318480067,0.022679461602868475,0.0,1.605690419867109e-08,1.3880142424499746e-05,0.0,2.06197854122794e-08,0.0,0.00018761166325677713,5.1001853570047437e-17,0.0001385990302655469,6.9626680821157592e-13,6.9379330576145326e-12,0.0,0.0,2.7361783491182955e-08,9.9087588989007792e-12,0.0056238867072350837,0.00028415265725650326,2.0755720867872746e-05,1.3980015763543975e-08,1.0582316349809539e-09,2.0174534308219918e-09,1.5489824206786941e-11,2.3384460064775478e-07,1.0104752501473654e-12,4.9980883711774613e-11,1.6363320977175717e-13,2.8184590102835334e-18,7.741639397595124e-17,2.3735716400153041e-19
2.04030243351286e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44636101134495065,0.11284182465041315,0.022678695686694225,0.0,1.6490538701937233e-08,1.4040521389691788e-05,0.0,2.0961591449777302e-08,0.0,0.00018867322385637917,5.244237164698087e-17,0.00013918275034384504,7.0821046877311858e-13,7.1507977465957302e-12,0.0,0.0,2.7882651232019543e-08,1.0132779257255954e-11,0.0056394229777524665,0.00028568334543097133,2.0906157302795026e-05,1.4157542914171078e-08,1.0641851906464767e-09,2.0280355461752858e-09,1.584105787794541e-11,2.3673693661356694e-07,1.0351476692781126e-12,5.0844168349574913e-11,1.6813533543723479e-13,2.8820687292504476e-18,7.9789056446598641e-17,2.4410449203373325e-19
2.050283781984187e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44634560272431784,0.11282697503040061,0.02267800643464693,0.0,1.6888150962050665e-08,1.4185780772601514e-05,0.0,2.1272440949666174e-08,0.0,0.00018962892817352836,5.376666801783497e-17,0.00013970681253649687,7.1907861888087681e-13,7.3468347477745215e-12,0.0,0.0,2.8356905090571122e-08,1.0337659886704781e-11,0.005653316254013609,0.00028706080621928052,2.1041249144886431e-05,1.4318045339985051e-08,1.0695447397679732e-09,2.0375620409053018e-09,1.6162298087200974e-11,2.3935783670764455e-07,1.0577319592686061e-12,5.1629616130687052e-11,1.7227092063459247e-13,2.9402417392697445e-18,8.1974083541112956e-17,2.5030868918370403e-19
2.0602651304555137e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44633027866188657,0.11281220925574845,0.022677317251014437,0.0,1.7292791692463987e-08,1.433191108963114e-05,0.0,2.1586360648522472e-08,0.0,0.00019058491597696072,5.5117748827132941e-17,0.00014022965981724028,7.3006002079009076e-13,7.5471670087207458e-12,0.0,0.0,2.8836363672980747e-08,1.0545664417515706e-11,0.0056671253952470524,0.0002884381172549762,2.1176049979405382e-05,1.4479230394522118e-08,1.0749055639001467e-09,2.0470909882742013e-09,1.6488450715855301e-11,2.4199562960923024e-07,1.0806787627167802e-12,5.24231520693111e-11,1.7648695776532526e-13,2.9992997729488844e-18,8.4206919886548173e-17,2.5663957451032662e-19
2.0702464789268405e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44631503865616035,0.11279752682032007,0.022676628135529876,0.0,1.770453180903646e-08,1.4478913215137529e-05,0.0,2.1903365802746949e-08,0.0,0.00019154118677141516,5.6496022489860125e-17,0.00014075129533750914,7.4115530340889406e-13,7.7518638316817193e-12,0.0,0.0,2.9321045883411553e-08,1.075682513699946e-11,0.0056808509080537861,0.00028981527898868129,2.1310554228045694e-05,1.4641091282671059e-08,1.0802676601392823e-09,2.0566223864096655e-09,1.6819566685060474e-11,2.4465034525897661e-07,1.1039913088426068e-12,5.3224818093384866e-11,1.8078459898345321e-13,3.0592519516274321e-18,8.6488335447076409e-17,2.6309911009305462e-19
2.0802278273981673e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44629988220859473,0.11278292722103354,0.022675939087927997,0.0,1.8123442124412922e-08,1.4626787980728194e-05,0.0,2.2223471669584552e-08,0.0,0.0001924977400614928,5.790190163078182e-17,0.00014127172223020397,7.5236509605788495e-13,7.9609951931623588e-12,0.0,0.0,2.9810970368580589e-08,1.0971174509274649e-11,0.0056944932959803697,0.00029119229186817802,2.1444756418302039e-05,1.4803621203914099e-08,1.0856310255810646e-09,2.0661562334106499e-09,1.7155697195652322e-11,2.4732201288077425e-07,1.1276728120736467e-12,5.4034656134255329e-11,1.8516500698903847e-13,3.1201074464327029e-18,8.8819107656387195e-17,2.696892788473771e-19
2.090209175869494e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44628480882357913,0.11276840995784286,0.022675250107945129,0.0,1.8549593339416614e-08,1.4775536175173221e-05,0.0,2.254669350709264e-08,0.0,0.00019345457535165398,5.9335803106948481e-17,0.00014179094360989409,7.63690028466184e-13,8.1746317448686813e-12,0.0,0.0,3.0306155518008921e-08,1.1188745175368936e-11,0.0057080530595374187,0.00029256915633842529,2.1578651183462423e-05,1.496681336314209e-08,1.0909956573205783e-09,2.07569252734789e-09,1.7496893728311708e-11,2.500106609739267e-07,1.1517264744222531e-12,5.4852708126603905e-11,1.8962935506824964e-13,3.1818754783241238e-18,9.1200021427951691e-17,2.7641208464556991e-19
2.100190524340821e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44626981800841853,0.11275397453371995,0.022674561195319205,0.0,1.8983056034728003e-08,1.4925158544354766e-05,0.0,2.2873046574109238e-08,0.0,0.00019441169214621528,6.0798148030199785e-17,0.00014230896257301796,7.7513073076750336e-13,8.392844814560914e-12,0.0,0.0,3.0806619464407744e-08,1.1409569953317862e-11,0.0057215306962178965,0.0002939458728415815,2.1712233262532979e-05,1.5130660973936167e-08,1.0963615524523074e-09,2.0852312662614905e-09,1.7843208043721927e-11,2.5271631730606899e-07,1.1761554986699634e-12,5.5679016008370747e-11,1.9417882713317346e-13,3.2445653181108785e-18,9.3631869164229864e-17,2.8326955243764707e-19
2.1101718728121478e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44625490927331479,0.11273962045463622,0.022673872349789723,0.0,1.9423900662099566e-08,1.5075655791209409e-05,0.0,2.3202546130221214e-08,0.0,0.00019536908994934697,6.228936178966856e-17,0.00014282578219808429,7.8668783349622028e-13,8.6157064069196645e-12,0.0,0.0,3.1312380084038743e-08,1.1633681838264073e-11,0.0057349267005154135,0.00029532244181704729,2.1845497500195284e-05,1.5295157244397562e-08,1.1017287080700999e-09,2.0947724481621492e-09,1.8194692182726884e-11,2.5543900890595607e-07,1.2009630757593354e-12,5.6513621720679277e-11,1.9881461776167038e-13,3.3081862864623397e-18,9.611545076612537e-17,2.9026372837233629e-19
2.1201532212834746e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44624008213134919,0.11272534722954436,0.022673183571097745,0.0,1.9872197536049275e-08,1.5227028575702419e-05,0.0,2.3535207435732471e-08,0.0,0.00019632676826507024,6.380987407428316e-17,0.00014334140554587101,7.9836196758346154e-13,8.8432892043370525e-12,0.0,0.0,3.182345499718242e-08,1.1861114002554466e-11,0.0057482415639423428,0.00029669886370147126,2.197843884666479e-05,1.5460295397774149e-08,1.1070971212671489e-09,2.1043160710348887e-09,1.8551398466485969e-11,2.5817876205689759e-07,1.2261523752715163e-12,5.7356567207760038e-11,2.0353793223700997e-13,3.3727477539837564e-18,9.8651573641576281e-17,2.9739667991810914e-19
2.1290831059855313e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44622688567995633,0.1127126457140924,0.022672567406757889,0.0,2.0279642956504278e-08,1.5363197872171046e-05,0.0,2.3835517419753732e-08,0.0,0.0001971837993488043,6.5195397583737013e-17,0.00014380170025989544,8.089060193866564e-13,9.0509591406147263e-12,0.0,0.0,3.2285210070484657e-08,1.2067429131963859e-11,0.0057600854315265982,0.00029793016506173345,2.2097098064801294e-05,1.5608575910773422e-08,1.1119010739418927e-09,2.1128564085394518e-09,1.8874997247881406e-11,2.6064438292685548e-07,1.2490142766758835e-12,5.8117816956797793e-11,2.0783885293252422e-13,3.4313129401030801e-18,1.009657308771776e-16,3.0389755084393018e-19
2.138012990687588e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44621375380445794,0.11270000817687546,0.022671951295526242,0.0,2.0693159550518129e-08,1.5500068866030897e-05,0.0,2.4138381247851346e-08,0.0,0.00019804105420552915,6.6605033035830337e-17,0.00014426104206350615,8.1954470208856809e-13,9.262519687039404e-12,0.0,0.0,3.2751244929260641e-08,1.2276452543708934e-11,0.005771865091960573,0.00029916134934491594,2.2215491408909417e-05,1.5757359932982249e-08,1.1167060287878107e-09,2.1213986967042541e-09,1.9202855850750545e-11,2.6312369827212486e-07,1.2721865166631151e-12,5.8885805571865066e-11,2.1221167999696124e-13,3.4906452319772111e-18,1.0332318358513633e-16,3.1051268152914895e-19
2.1469428753896446e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44620068616196462,0.11268743427225537,0.022671335237220515,0.0,2.1112797359350776e-08,1.5637641942420024e-05,0.0,2.4443809849169319e-08,0.0,0.00019889853247976482,6.8039096966326952e-17,0.00014471943311319274,8.3027846828729968e-13,9.4780242731044592e-12,0.0,0.0,3.322157167250389e-08,1.2488208353306239e-11,0.0057835808912158207,0.00030039241685821501,2.2333615476999659e-05,1.5906642629347098e-08,1.1215119837219909e-09,2.1299429340304216e-09,1.9535012313020909e-11,2.6561672537335772e-07,1.2956713330660545e-12,5.9660563094989298e-11,2.1665729846662647e-13,3.5507514415217297e-18,1.0572452525391126e-16,3.1724359633535818e-19
2.1558727600917013e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44618768241138873,0.11267492365646066,0.022670719231659423,0.0,2.1538606317038654e-08,1.577591745897092e-05,0.0,2.4751814153233662e-08,0.0,0.00019975623381593058,6.9497908720308781e-17,0.00014517687555456402,8.4110777082567471e-13,9.6975267641952916e-12,0.0,0.0,3.369620223666457e-08,1.2702720790029768e-11,0.0057952331733972934,0.00030162336790712024,2.2451466934219394e-05,1.6056419181261768e-08,1.1263189366610895e-09,2.1384891190001942e-09,1.9871504852573213e-11,2.6812348101953541e-07,1.3194709669556077e-12,6.0442119570001696e-11,2.2117660033192488e-13,3.6116384126950925e-18,1.0817035419985401e-16,3.2409183357732822e-19
2.164802644793758e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44617474221343439,0.11266247598757641,0.022670103278662635,0.0,2.1970636245824491e-08,1.5914895745830612e-05,0.0,2.5062405089934143e-08,0.0,0.00020061415785834361,7.0981790465069084e-17,0.00014563337152245995,8.5203306278901703e-13,9.9210814619571336e-12,0.0,0.0,3.4175148396046395e-08,1.2920014196964271e-11,0.00580682228075348,0.00030285420279544881,2.256904251273345e-05,1.6206684767238727e-08,1.1311268855213602e-09,2.1470372500688632e-09,2.0212371867326372e-11,2.7064398150495116e-07,1.3435876978510951e-12,6.1230505042492778e-11,2.257704845598231e-13,3.6733130214291e-18,1.1066127357110967e-16,3.3105894559267686e-19
2.172839541025609e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44616315009377472,0.11265132662408457,0.022669548965759755,0.0,2.2364823196845903e-08,1.6040577323367652e-05,0.0,2.534415753770101e-08,0.0,0.00020138647961630168,7.233898743316056e-17,0.00014604341041459952,8.6194827118305614e-13,1.0125790558764521e-11,0.0,0.0,3.4609899374565898e-08,1.3117976204049277e-11,0.0058171987442786916,0.00030396185512740492,2.2674622010086219e-05,1.6342337946252583e-08,1.1354548892855739e-09,2.1547322306665019e-09,2.05229242379279e-11,2.7292419684592028e-07,1.3655656826599778e-12,6.1945915594641948e-11,2.2996949692074988e-13,3.7294993083069791e-18,1.1294215571745181e-16,3.3743227869997493e-19
2.180072747634275e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44615276076331645,0.1126413353514196,0.022669050120318824,0.0,2.272396409393786e-08,1.6154177823735685e-05,0.0,2.5599540268706568e-08,0.0,0.00020208172297285108,7.3578249386759672e-17,0.00014641179268249759,8.709390234321814e-13,1.0312906230717023e-11,0.0,0.0,3.5004178971507236e-08,1.3298099707175921e-11,0.0058264942495635085,0.00030495866216953917,2.2769448388881978e-05,1.646475827226827e-08,1.1393507796990712e-09,2.1616590589572062e-09,2.0805500974198781e-11,2.7498592982574712e-07,1.3855683339127343e-12,6.2594553428014719e-11,2.3380143719444753e-13,3.7806214089205766e-18,1.150269670545065e-16,3.4325264161169799e-19
2.1873059542429406e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44614241253227971,0.1126313847763248,0.022668551309047894,0.0,2.3087274768156179e-08,1.626823990879562e-05,0.0,2.5856639524166843e-08,0.0,0.00020277711181421412,7.4834541905877528e-17,0.00014677955773020884,8.7999356072672662e-13,1.0502778537772277e-11,0.0,0.0,3.5401310436204504e-08,1.3480091461117937e-11,0.0058357489083366906,0.00030595539353344743,2.2864088172131939e-05,1.6587490926612664e-08,1.1432473198299193e-09,2.1685871612954662e-09,2.1091016667186201e-11,2.7705670813111725e-07,1.4057829743649951e-12,6.3247725194164997e-11,2.3768393234051642e-13,3.8322726094938424e-18,1.1714245049917961e-16,3.4915380471001123e-19
2.1945391608516064e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44613210522374774,0.11262147472061534,0.022668052531852969,0.0,2.3454781464124534e-08,1.6382763701391026e-05,0.0,2.6115461113291438e-08,0.0,0.00020347264595116577,7.6108041682185299e-17,0.00014714670667207306,8.8911212431092659e-13,1.0695437177546913e-11,0.0,0.0,3.5801299716594813e-08,1.3663964621665085e-11,0.0058449628989605228,0.00030695204937741078,2.2958539751074306e-05,1.6710533370350055e-08,1.1471445085698288e-09,2.1755165368331877e-09,2.1379492069363989e-11,2.791365394600914e-07,1.4262107630760148e-12,6.3905446863733204e-11,2.4161747360821227e-13,3.8844566258864657e-18,1.1928893588681601e-16,3.5513662021848277e-19
2.201772367460272e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44612183866155575,0.11261160500688631,0.022667553788640483,0.0,2.3826510370283383e-08,1.649774931262761e-05,0.0,2.637601084541088e-08,0.0,0.00020416832519443528,7.7398926647300495e-17,0.0001475132406180084,8.9829495552910405e-13,1.0890912036037072e-11,0.0,0.0,3.6204152691770531e-08,1.3849732393698855e-11,0.0058541363990174851,0.00030794862985900762,2.3052801545407164e-05,1.6833883073242078e-08,1.1510423448103025e-09,2.1824471847128676e-09,2.1670948010865844e-11,2.8122543129311515e-07,1.446852874668041e-12,6.4567734408029637e-11,2.4560255529325651e-13,3.9371771877504306e-18,1.2146675513900054e-16,3.6120194653284931e-19
2.209005574068938e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44611161267028787,0.11260177545850922,0.02266705507931727,0.0,2.4202487617548736e-08,1.6613196841897832e-05,0.0,2.6638294529970265e-08,0.0,0.00020486414935470579,7.8707375977279006e-17,0.00014787916067354924,9.0754229582490371e-13,1.1089233187703954e-11,0.0,0.0,3.6609875172178867e-08,1.4037408031209771e-11,0.0058632695853136612,0.0003089451351351242,2.3146872003210536e-05,1.6957537508336805e-08,1.1549408274426617e-09,2.1893791040666745e-09,2.1965405399512968e-11,2.8332339089235682e-07,1.4677104918949098e-12,6.523460379901831e-11,2.4963967474553104e-13,3.9904380385665591e-18,1.236762422644328e-16,3.6735064824538047e-19
