Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),CO2X(34),CH3X(22),HX(19),H2X(36),CH2X(134),CHX(26),C2H6X(39),C2H5X(38),C2H4X(51),CH2(T)(29),C2H3X(50),C3H6(141),C3H6X(151),C3H5X(149),C4H8(196),C4H8X(205),C4H7X(204),C3H5X(150),C5H10(233),SX(254),C4H8(240),C4H8X(315),C3H8X(43),C4H7X(251),C5H9X(252),C6H12(377),SX(388),HOCXO(25),OCX(21),HOX(23),OX(20),COX(37),CH3OHX(46),H2OX(35),CH3OX(44),DME(448),DMEX(462),SX(449),C4H7X(197),C4H7(208),C4H7X(496)
1.839043477394387e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107167537127305,0.09997285408700457,9.9030918229467556e-61,0.099979133284270008,2.8418682986543291e-40,1.9994126999231066e-28,3.3048926566158118e-24,6.6423977769821996e-26,8.5186003167989431e-53,2.9820656196750519e-14,1.1358257762835042e-50,2.4988391649098635e-24,1.4724604626219753e-36,6.6090184593009082e-38,2.4468582915132951e-44,9.2922692091467063e-46,4.0374134551288771e-36,1.3654546432644064e-52,2.7145912964037308e-05,2.0866715729980125e-05,1.579161933429092e-15,3.1400146729437423e-14,3.8330344904746499e-32,1.4914539706025037e-19,1.0103610087516538e-20,8.6679646835107446e-30,9.5096552460639236e-40,8.650519109062888e-57,3.0239400173337818e-33,2.6731363474746219e-59,9.6345098332600863e-73,3.7993386714636298e-77,5.5107358388355232e-80,1.3326631180365937e-93,3.6606803174588743e-98,5.1446229951188284e-101,2.7553679194178136e-80,5.9448225222633991e-115,1.2195874449701599e-119,1.4646003403210071e-94,4.02309748419775e-99,9.1864945569436594e-55,5.6539544657254497e-102,8.4132245463240348e-123,3.4859127700259669e-137,5.5998265907381855e-142,2.5006302735583161e-29,5.2330697758528312e-33,1.8251711123215918e-28,3.3051762160124335e-24,4.6607127888804847e-28,6.0349876859395019e-42,2.58277401667205e-44,1.1214285492354151e-44,5.7008425992188871e-54,3.4196936043675837e-58,1.5662315086177387e-60,1.3675236683190701e-104,3.4552030639915169e-102,4.0653268300937629e-109
1.860545908008011e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107139343954978,0.099972720254069392,1.0254549290992685e-60,0.099978985185481956,2.9505804737384971e-40,2.070350848256767e-28,3.3435354308131651e-24,6.7263901551967768e-26,8.820882618688356e-53,3.0187688058984703e-14,1.1645507325927995e-50,2.5575867921067384e-24,1.5096223434008803e-36,6.7780662153732686e-38,2.5044069115020585e-44,9.5108177341480819e-46,4.140456909782195e-36,1.4347742124842378e-52,2.7279745898858559e-05,2.1014814518042819e-05,1.5791657814986943e-15,3.1767186604601541e-14,3.9914029658285562e-32,1.5086167763280673e-19,1.0347728846068394e-20,8.8557336832340278e-30,9.6288308557223159e-40,9.1843833195881485e-57,3.1019618619978096e-33,2.8436877632037176e-59,1.0376087113049797e-72,4.1371245444769671e-77,6.0081829313569828e-80,1.4708698561097361e-93,4.0863938893484429e-98,5.7479889761220482e-101,3.0040914656785494e-80,6.7236088534399369e-115,1.3953328423777864e-119,1.6164899161229958e-94,4.4909578412928073e-99,9.5146473345134936e-55,6.3170552968130146e-102,9.6320135073032341e-123,4.0397690441936784e-137,6.5654246361594439e-142,2.5300094960033751e-29,5.2332176394840227e-33,1.8484894346944401e-28,3.3438258636893262e-24,4.7527659062046027e-28,6.2502040306378024e-42,2.707174858693677e-44,1.1552837003633419e-44,5.9368045988179493e-54,3.5949228036239932e-58,1.6492510412101931e-60,1.5094071352209912e-104,3.8606171679009513e-102,4.5425419858517024e-109
1.8820483386216347e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107111544682874,0.099972588779188756,1.0614226020531532e-60,0.099978838667641498,3.0620463881754731e-40,2.1429470569390285e-28,3.3821783427959851e-24,6.8103828136820304e-26,9.1302323692367367e-53,3.0554718486470391e-14,1.1936333415775159e-50,2.6170163925321561e-24,1.5472467849676045e-36,6.9492602306933807e-38,2.5626244371233113e-44,9.731906517111355e-46,4.2448080403471527e-36,1.5067013911857467e-52,2.741122077910366e-05,2.1161332358491094e-05,1.5791697248217737e-15,3.2134225143065631e-14,4.1542232061417233e-32,1.5257517021602997e-19,1.0594638153663413e-20,9.0448451173819479e-30,9.7479001178970426e-40,9.7438761837085337e-57,3.1810595491180952e-33,3.0228422390444353e-59,1.1164678656055135e-72,4.5002276249256922e-77,6.5436724717952759e-80,1.621472270918431e-93,4.5555109056961521e-98,6.4135212035463612e-101,3.271836235897702e-80,7.5931381720913097e-115,1.5938057199330363e-119,1.7820023739075529e-94,5.0065187002542847e-99,9.8500090949057894e-55,7.0484769994435975e-102,1.1009415765756965e-122,4.6733316349854436e-137,7.6827862481105661e-142,2.5593885641119218e-29,5.233365290796284e-33,1.8718076331711263e-28,3.3824757055738278e-24,4.8453831210782469e-28,6.4701176136337083e-42,2.8358683555756703e-44,1.1897954961233936e-44,6.1798529275390255e-54,3.7770051280548281e-58,1.7356877034290699e-60,1.6640214739054829e-104,4.3078209106617632e-102,5.0689695930270293e-109
1.9035507692352586e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107084133468695,0.099972459620817841,1.098221705484897e-60,0.099978693713870706,3.1763007152411866e-40,2.2172204688255221e-28,3.4208213951756201e-24,6.8943757642238708e-26,9.4467312342525339e-53,3.0921747501194903e-14,1.2230735399771748e-50,2.6771279466608098e-24,1.5853337004352246e-36,7.1226005113952728e-38,2.6215108703863163e-44,9.9555355656672695e-46,4.3504668286813156e-36,1.5813007322894779e-52,2.7540379149659772e-05,2.1306286129284338e-05,1.5791737619001128e-15,3.2501262365314556e-14,4.3215609093096495e-32,1.5428587949485115e-19,1.0844333474470544e-20,9.2352816882305105e-30,9.8670069930198254e-40,1.0329880001484282e-56,3.2612360093859378e-33,3.2109213520166164e-59,1.200264122454318e-72,4.89019870160566e-77,7.1196009075206034e-80,1.785412334880665e-93,5.071847498319301e-98,7.1467594846874063e-101,3.5598004537603706e-80,8.5627000428181723e-115,1.817616879067009e-119,1.962172943889398e-94,5.5739740001860618e-99,1.0192635460386542e-54,7.8543078366952241e-102,1.2563792565382263e-122,5.3969061711223804e-137,8.9735023137516982e-142,2.5887674804944343e-29,5.2335148476194582e-33,1.8951257084392081e-28,3.4211257435243874e-24,4.9385569051692327e-28,6.6947629278726457e-42,2.968943246659334e-44,1.2249700541501314e-44,6.4301243792074384e-54,3.9661284187287426e-58,1.8256435714352071e-60,1.8323345360988421e-104,4.8005399464894802e-102,5.6489989741938891e-109
1.9250531998488824e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107057104561394,0.099972332738143627,1.1358617439037137e-60,0.099978550307471825,3.2933781276936236e-40,2.293190226490639e-28,3.4594645905283246e-24,6.9783690184274958e-26,9.7704608798423511e-53,3.1288775124799074e-14,1.2528712767256296e-50,2.7379214350057214e-24,1.6238830179412954e-36,7.2980870639476433e-38,2.681066213367619e-44,1.0181704887702094e-45,4.4574332566862143e-36,1.6586375734258741e-52,2.7667261823491901e-05,2.1449692528170414e-05,1.5791778912541357e-15,3.2868298291505341e-14,4.4934818135543878e-32,1.5599381014417465e-19,1.1096810280365315e-20,9.4270263216918985e-30,9.9861472906428777e-40,1.0943295418165149e-56,3.3424941735226677e-33,3.4082545900361284e-59,1.289241914091414e-72,5.3086626537558056e-77,7.7384840600697942e-80,1.9636909905241832e-93,5.6395028598898709e-98,7.9536619330031688e-101,3.869242030034975e-80,9.6424066255235662e-115,2.0696401492043898e-119,2.1581016645921495e-94,6.1978287648308214e-99,1.0542581440475007e-54,8.7410957912406869e-102,1.4315372762513167e-122,6.2219836370371338e-137,1.0461920992402496e-141,2.6181462477197878e-29,5.2336635909791988e-33,1.9184436613669518e-28,3.4597759793744057e-24,5.0322798308509464e-28,6.9241740356758559e-42,3.1064887991601638e-44,1.2608134921165804e-44,6.6877570176851477e-54,4.1624835384786906e-58,1.919222681928076e-60,2.0153747889440309e-104,5.3427813749427159e-102,6.2873511746304411e-109
1.9465556304625062e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107030452299605,0.09997220809107224,1.17435222200073e-60,0.099978408431925389,3.4133132977764319e-40,2.370875472230293e-28,3.4981079313957334e-24,7.0623625877197021e-26,1.0101502972420895e-52,3.1655801378581744e-14,1.283026513431654e-50,2.7993968381176319e-24,1.6628946815200947e-36,7.4757198951626458e-38,2.7412904682097797e-44,1.0410414491352797e-45,4.5657073063166546e-36,1.73877803828184e-52,2.7791908894537349e-05,2.1591568074610241e-05,1.5791821114238704e-15,3.3235332941472611e-14,4.6700516954078955e-32,1.5769896682892791e-19,1.1352064050911369e-20,9.6200621644208622e-30,1.0105159928546366e-39,1.1585041543515905e-56,3.4248369722793307e-33,3.6151794475529038e-59,1.3836546429329097e-72,5.7573210029807575e-77,8.4029615325907643e-80,2.1573710701262514e-93,6.2628764214749554e-98,8.8406309907654773e-101,4.2014807662954675e-80,1.0843254403508002e-114,2.3530352495619606e-119,2.3709565915402601e-94,6.8829179807330657e-99,1.0899901439169327e-54,9.715877164311377e-102,1.6286417154947278e-122,7.161360181274073e-137,1.2175460585010907e-141,2.6475248683159038e-29,5.2338115935308107e-33,1.9417614929743901e-28,3.4984264149325918e-24,5.1265445698547556e-28,7.1583845741371337e-42,3.2485947993633143e-44,1.2973319277350039e-44,6.9528901769147644e-54,4.366264386417823e-58,2.0165310502622161e-60,2.2142343173515842e-104,5.9388512571782226e-102,6.9890996164364947e-109
1.96805806107613e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107004171110274,0.099972085640216007,1.2137026446502272e-60,0.099978268070888304,3.5361408972226422e-40,2.4502953480646018e-28,3.536751420285356e-24,7.1463564833513163e-26,1.0439939178720658e-52,3.2022826283504418e-14,1.3135391880266522e-50,2.8615541365844083e-24,1.7023686044582616e-36,7.655499012202419e-38,2.8021836371201284e-44,1.0641664385002321e-45,4.6752889595885041e-36,1.8217890354002682e-52,2.7914359750372948e-05,2.1731929111681887e-05,1.579186420969624e-15,3.3602366334733959e-14,4.8513363677944893e-32,1.5940135420411184e-19,1.161009027334213e-20,9.8143725809585493e-30,1.0224193358268199e-39,1.2256056069489796e-56,3.5082673364363526e-33,3.8320415211733998e-59,1.4837648983111584e-72,6.237954519018949e-77,9.1158012244301902e-80,2.3675803225224573e-93,6.9466858445675513e-98,9.8145407321389128e-101,4.5579006122151887e-80,1.217718972835899e-114,2.6712723283071691e-119,2.6019771237300233e-94,7.6344263705292643e-99,1.126464926230138e-54,1.0786206581854297e-101,1.8501395064945418e-122,8.2292674013757668e-137,1.4144953548652455e-141,2.6769033447703955e-29,5.2339621020666484e-33,1.9650792044083938e-28,3.5370770519833195e-24,5.2213438919404479e-28,7.3974277604523912e-42,3.3953515439657233e-44,1.3345314787577115e-44,7.2256644609638158e-54,4.5776679123056891e-58,2.1176766885643048e-60,2.4300719366197181e-104,6.5933729944543791e-102,7.7596917698321159e-109
1.9895604916897539e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106978255507186,0.099971965346881367,1.253922516910862e-60,0.099978129208192032,3.6618955972584778e-40,2.5314689957405079e-28,3.5753950596710716e-24,7.2303507163996437e-26,1.0785851165801357e-52,3.2389849860195985e-14,1.3444092459624495e-50,2.9243933110304545e-24,1.7423047098394372e-36,7.8374244225836929e-38,2.8637457223695497e-44,1.0875454577274961e-45,4.786178198585192e-36,1.907738257093528e-52,2.803465308465914e-05,2.187079180796425e-05,1.5791908184724497e-15,3.3969398490495119e-14,5.0374016782075021e-32,1.6110097691485141e-19,1.1870884442542597e-20,1.0009941150913342e-29,1.0343300100840885e-39,1.2957295386233742e-56,3.5927881968032321e-33,4.059194605257397e-59,1.5898446757916156e-72,6.7524258797409058e-77,9.8799039541372808e-80,2.595514549669488e-93,7.6959858555115776e-98,1.08827654933481e-100,4.939951977068743e-80,1.3657178368221108e-114,3.0281582798127326e-119,2.8524774507204765e-94,8.4579090920314927e-99,1.16368781236615e-54,1.1960188459162762e-101,2.0987173929192334e-122,9.441513881609171e-137,1.6405024331627022e-141,2.7062816795311972e-29,5.2341118213176091e-33,1.9883967969211876e-28,3.5757278922869828e-24,5.3166706635844785e-28,7.6413363971827616e-42,3.5468498315623964e-44,1.3724182629778831e-44,7.5062217440691943e-54,4.7968941307662624e-58,2.2227696238508746e-60,2.6641164179083288e-104,7.3113066003191135e-102,8.6049718785828291e-109
2.0110629223033777e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106952700089535,0.099971847173056294,1.2950213440268658e-60,0.099977991827840576,3.7906120686072152e-40,2.6144155567343414e-28,3.6140388519935709e-24,7.3143452977709863e-26,1.1139320601059085e-52,3.2756872128957653e-14,1.3756366534175313e-50,2.9879143421161365e-24,1.782702947876576e-36,8.0214961341807759e-38,2.9259767262912857e-44,1.1111785077031813e-45,4.8983750054630911e-36,1.9966941814870816e-52,2.815282690936491e-05,2.2008172159400664e-05,1.5791953025344349e-15,3.4336429427655123e-14,5.2283135069755326e-32,1.6279783959644704e-19,1.2134442061031256e-20,1.0206751666178168e-29,1.0462263406142254e-39,1.3689734696481271e-56,3.6784024842182164e-33,4.2970007874980113e-59,1.7021755990659477e-72,7.302682385761974e-77,1.069830819216312e-79,2.8424408555823195e-93,8.5161879508420175e-98,1.2053209877753407e-100,5.3491540960816724e-80,1.5297279252880064e-114,3.4278649455012173e-119,3.1238501232241122e-94,9.3593133944491567e-99,1.2016640650956343e-54,1.324650997653511e-101,2.3773222685267991e-122,1.0815638807410999e-136,1.8994503899048697e-141,2.7356598750071871e-29,5.2342600094440093e-33,2.0117142718518499e-28,3.6143789375803341e-24,5.4125178466857802e-28,7.8901428774520828e-42,3.7031809542744966e-44,1.4109983982304136e-44,7.7947051706817909e-54,5.024146135359409e-58,2.3319219161466682e-60,2.9176698293507135e-104,8.0979688986978779e-102,9.5312047777261369e-109
2.0325653529170015e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106927499540576,0.099971731081398521,1.337008631429223e-60,0.099977855914008845,3.9223249814931003e-40,2.6991541722543095e-28,3.652682799660843e-24,7.3983402382031475e-26,1.150042915223526e-52,3.3123893109767788e-14,1.407221349718315e-50,3.0521172105372101e-24,1.8235632340035816e-36,8.2077141552271082e-38,2.988876651279758e-44,1.1350655893366344e-45,5.0118793624559315e-36,2.0887260714751871e-52,2.8268918566777276e-05,2.2144085991142565e-05,1.579199871778856e-15,3.4703459164811435e-14,5.4241377656138884e-32,1.6449194687442549e-19,1.2400758638942143e-20,1.0404788128183867e-29,1.0581216319316633e-39,1.4454368128374592e-56,3.7651131295479808e-33,4.5458305444900841e-59,1.8210491444211185e-72,7.8907587300521465e-77,1.157419490453994e-79,3.109701010300532e-93,9.4130810026756867e-98,1.333434018481723e-100,5.787097452270093e-80,1.7112722616080428e-114,3.8749593086856112e-119,3.4175697501148809e-94,1.0345001263768753e-98,1.2403988892413666e-54,1.4654475619793038e-101,2.689182978220726e-122,1.2371078530210608e-136,2.1956884024605986e-141,2.7650379335687988e-29,5.2344114209874518e-33,2.0350316306103887e-28,3.6530301895768278e-24,5.5088784972888932e-28,8.1438791900794233e-42,3.8644366895168484e-44,1.4502780023927611e-44,8.0912591555113381e-54,5.2596301125072844e-58,2.4452476766036457e-60,3.1921109955456804e-104,8.959054680881165e-102,1.0545100842581108e-108
2.0540677835306253e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106902648626263,0.099971617035223656,1.3798938847368272e-60,0.099977721451040613,4.0570690056452549e-40,2.7857039832429357e-28,3.6913269050486327e-24,7.4823355482679726e-26,1.1869258487425307e-52,3.3490912822286959e-14,1.4391632748953054e-50,3.1170018970242677e-24,1.8648854841540621e-36,8.3960784943156209e-38,3.0524454997894343e-44,1.1592067035600003e-45,5.1266912518783925e-36,2.1839039726350671e-52,2.8382964741299282e-05,2.2278548959373509e-05,1.5792045248502189e-15,3.5070487720264871e-14,5.6249403952570864e-32,1.661833033645906e-19,1.2669829694007031e-20,1.0604034745188123e-29,1.0700288876253921e-39,1.5252208846678793e-56,3.8529230636873153e-33,4.8060628372718413e-59,1.9467668677841712e-72,8.5187798229212533e-77,1.2510892508824002e-79,3.3987149315691715e-93,1.0392852793889395e-97,1.4735217313092008e-100,6.2554462544121353e-80,1.9119992742594254e-114,4.3744357988743768e-119,3.7351968248048214e-94,1.1421773089972477e-98,1.2798974322830662e-54,1.6194043340753737e-101,3.0378336682004338e-122,1.4129347008383613e-136,2.5340814641932876e-141,2.7944158575486252e-29,5.2345622742267699e-33,2.0583488746640588e-28,3.6916816499669487e-24,5.6057457643241955e-28,8.4025769246474622e-42,4.0307092919025823e-44,1.4902631933858054e-44,8.396029383571381e-54,5.5035553552771779e-58,2.5628630856206358e-60,3.4888990780880892e-104,9.9006588551867007e-102,1.1653842108694681e-108
2.0755702141442492e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410687814219388,0.099971504998493527,1.4236866097576153e-60,0.099977588423446867,4.1948788103016355e-40,2.8740841303794356e-28,3.7299711705008843e-24,7.5663312383738762e-26,1.2245890275087117e-52,3.3857931285862707e-14,1.4714623998307091e-50,3.1825683823421884e-24,1.906669654277043e-36,8.5865891603980901e-38,3.1166832743336858e-44,1.1836018513277982e-45,5.242810656128969e-36,2.2822987159868822e-52,2.8495001471040067e-05,2.2411576553113617e-05,1.5792092604142171e-15,3.5437515112024513e-14,5.8307873651684255e-32,1.6787191367307438e-19,1.2941650751537713e-20,1.0804475929599492e-29,1.0819212929767722e-39,1.6084289162431055e-56,3.9418352175588068e-33,5.0780852068454363e-59,2.0796406343422785e-72,9.1889636727518626e-77,1.3511881943583065e-79,3.7109842869486746e-93,1.1462112513418373e-97,1.6265531188509188e-100,6.7559409717916796e-80,2.1336915534792106e-114,4.9317508262315419e-119,4.0783816839725264e-94,1.2596892389431586e-98,1.320164784959629e-54,1.7875862394011895e-101,3.4271387759518183e-122,1.6114231104608955e-136,2.9200647779366338e-141,2.8237936492420085e-29,5.2347104606012255e-33,2.081666005525597e-28,3.7303333204185478e-24,5.7031128883650024e-28,8.666267276507472e-42,4.2020914852826149e-44,1.5309600891747041e-44,8.70916281022447e-54,5.7561342770223166e-58,2.6848864109636379e-60,3.8095772800109662e-104,1.0929299623843376e-101,1.2865109603631602e-108
2.097072644757873e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106853975170736,0.099971394935805008,1.4683963124896875e-60,0.099977456815903948,4.3357890642129282e-40,2.964313754082036e-28,3.7686155983301848e-24,7.6503273187683371e-26,1.2630406184049294e-52,3.4224948519534677e-14,1.5041186677854632e-50,3.2488166472895951e-24,1.9489156647029852e-36,8.7792461627836091e-38,3.1815899774836944e-44,1.2082510336164983e-45,5.3602375576922304e-36,2.3839819175329023e-52,2.8605064159200828e-05,2.2543184096004819e-05,1.5792140771576235e-15,3.5804541357812526e-14,6.0417446713228095e-32,1.6955778239638727e-19,1.3216217344408457e-20,1.1006096295336131e-29,1.0938078473017934e-39,1.6951660641099934e-56,4.0318525221125313e-33,5.362293869690502e-59,2.2199928507376032e-72,9.9036243228472336e-77,1.4580801852707534e-79,4.0480962190981303e-93,1.2627914242612346e-97,1.7935636770415746e-100,7.2904009263539259e-80,2.3782751120881884e-114,5.5528596722796553e-119,4.4488686016594642e-94,1.3878111616474765e-98,1.3612059819419138e-54,1.9711312907670449e-101,3.8613197550275428e-122,1.8352001776982562e-136,3.3597031845439887e-141,2.8531713109076287e-29,5.2348626759407719e-33,2.1049830247431285e-28,3.768985202577163e-24,5.8009732004012895e-28,8.9349810517216386e-42,4.3786764549177279e-44,1.5723748077697508e-44,9.030807661227447e-54,6.0175824248821158e-58,2.8114380258867756e-60,4.1557766770143462e-104,1.2051942722431019e-101,1.4187111932423555e-108
2.1185750753714968e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106830142562888,0.099971286812378574,1.5140324991223989e-60,0.099977326613251899,4.479834435646471e-40,3.0564119945102373e-28,3.8072601908182179e-24,7.7343237995404167e-26,1.3022887883519148e-52,3.459196454203931e-14,1.5371320118578675e-50,3.3157466726983256e-24,1.9916234222272865e-36,8.9740495111363512e-38,3.2471656118673651e-44,1.2331542514241148e-45,5.4789719391405663e-36,2.4890259747711568e-52,2.8713187585260101e-05,2.2673386748077012e-05,1.5792189737881369e-15,3.6171566475068844e-14,6.2578783350592893e-32,1.712409141214679e-19,1.3493525013038539e-20,1.1208880655218678e-29,1.1057112788342976e-39,1.7855394209206907e-56,4.1229779083257432e-33,5.6590938132530235e-59,2.3681566998365858e-72,1.0665174844757685e-76,1.5721453885824671e-79,4.4117271970073025e-93,1.3897781464202335e-97,1.9756591688995148e-100,7.8607269429125094e-80,2.6478291734584379e-114,6.2442558685116052e-119,4.8485000217843164e-94,1.5273699098808471e-98,1.403026002417867e-54,2.171254724696733e-101,4.3449836339193171e-122,2.0871642260976921e-136,3.8597560289877407e-141,2.8825488447680731e-29,5.2350149014164158e-33,2.1282999338914964e-28,3.8076372980663362e-24,5.8993201206298669e-28,9.2087486719434886e-42,4.5605578397810363e-44,1.6145134672272253e-44,9.3611134327769366e-54,6.2881184931433253e-58,2.942640427253902e-60,4.5292201782054887e-104,1.3276026758014372e-101,1.5628615159077737e-108
2.1400775059851206e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410680663945384,0.099971180594047498,1.560604676037439e-60,0.099977197800492468,4.627049592390111e-40,3.15039799156702e-28,3.8459049502161859e-24,7.8183206906232236e-26,1.3423417043090516e-52,3.4958979371814812e-14,1.5705024063500335e-50,3.38335843943291e-24,2.0347928871097374e-36,9.1709992154727035e-38,3.3134101801682698e-44,1.2583115057697992e-45,5.5990137831354592e-36,2.5975040700170901e-52,2.881940591596207e-05,2.2802199507495302e-05,1.5792239490341841e-15,3.6538590480955925e-14,6.4792544017998468e-32,1.7292131342573307e-19,1.377356930537494e-20,1.1412814018396938e-29,1.1176010436852728e-39,1.879658025942083e-56,4.215214307202562e-33,5.9688988914069403e-59,2.5244763780732463e-72,1.1476130388445323e-76,1.6937808116096249e-79,4.8036469959843804e-93,1.5279732626053788e-97,2.1740195568917722e-100,8.4689040580483149e-80,2.944596510379681e-114,7.0130132003364171e-119,5.2792209321601981e-94,1.6792467132150214e-98,1.4456297706360351e-54,2.3892533231072725e-101,4.8831535128266068e-122,2.3705094401803145e-136,4.4277478936693789e-141,2.9119262530104013e-29,5.2351628855019868e-33,2.1516167345648344e-28,3.8462896084879277e-24,5.9981471572607053e-28,9.4876001792371612e-42,4.7478297249886574e-44,1.6573821856502356e-44,9.7002308915549469e-54,6.5679643364635701e-58,3.0786182536608582e-60,4.9317266192962211e-104,1.4609489682921578e-101,1.7198974027839841e-108
2.1615799365987445e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106783461003309,0.099971076247246979,1.6081223498098876e-60,0.09997707036278769,4.7774692017560587e-40,3.2462908849010034e-28,3.884549878745223e-24,7.9023180017963451e-26,1.3832075332751345e-52,3.532599302700591e-14,1.6042298009913262e-50,3.4516519283900608e-24,2.0784239880804925e-36,9.3700952861578973e-38,3.3803236851246023e-44,1.2837227976934491e-45,5.7203630724283879e-36,2.7094901711481888e-52,2.8923752716111311e-05,2.2929637212288655e-05,1.5792290016446975e-15,3.6905613392363219e-14,6.7059389398312024e-32,1.7459898487712637e-19,1.4056345776875121e-20,1.1617881587809877e-29,1.1294783183052649e-39,1.9776328754237194e-56,4.3085646497736768e-33,6.2921319199124367e-59,2.6893073353661335e-72,1.2339111289643157e-76,1.8234008576679914e-79,5.2257228092375529e-93,1.678230779250626e-97,2.3899031095282505e-100,9.1170042883401623e-80,3.2709943593745268e-114,7.8668304797240301e-119,5.743083383133857e-94,1.8443801270122434e-98,1.4890221565588465e-54,2.6265099264669444e-101,5.4813011067786147e-122,2.6887524362007002e-136,5.0720456572885357e-141,2.9413035377867074e-29,5.2353157240892346e-33,2.1749334283702088e-28,3.8849421354224204e-24,6.0974479053392785e-28,9.7715652408362701e-42,4.9405866343564898e-44,1.7009870811895601e-44,1.0048312074774608e-53,6.8573449829586808e-58,3.2194983035583915e-60,5.3652149912777208e-104,1.6060796441937978e-101,1.8908164568995158e-108
2.1830823672123683e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410676060244599,0.099970973739003544,1.656595027209254e-60,0.099976944285457905,4.9311279305846732e-40,3.3441098139085468e-28,3.9231949785968408e-24,7.9863157426882945e-26,1.4248944422891089e-52,3.5693005525468591e-14,1.6383141207577886e-50,3.5206271204981573e-24,2.1225166212654247e-36,9.5713377339022153e-38,3.4479061295281616e-44,1.3093881282553173e-45,5.8430197898613975e-36,2.8250590263452521e-52,2.9026260959177264e-05,2.305571454206001e-05,1.5792341303888653e-15,3.7272635225911721e-14,6.9379980391465512e-32,1.76273933034167e-19,1.4341849990489948e-20,1.1824068757678528e-29,1.1413770725989092e-39,2.0795769328197386e-56,4.403031867096038e-33,6.6292247718542366e-59,2.86301651760855e-72,1.3256846234760439e-76,1.9614378917134477e-79,5.6799234939191852e-93,1.8414596416726467e-97,2.6246506879140908e-100,9.8071894585674631e-80,3.6296259358244846e-114,8.8140792360378507e-119,6.2422511539996259e-94,2.0237690846143086e-98,1.5332079764514451e-54,2.8844981447278481e-101,6.1453814483720982e-122,3.0457608997307062e-136,5.8019423678752964e-141,2.9706807012146656e-29,5.2354696600209055e-33,2.1982500169221869e-28,3.9235948804292354e-24,6.1972160455846644e-28,1.0060673153843088e-41,5.1389235230809444e-44,1.7453342720444671e-44,1.0405510290226054e-53,7.1564886471552605e-58,3.3654095533757234e-60,5.8317088073772108e-104,1.7638967831515735e-101,2.0766818134491944e-108
2.204584797825992e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106738059090335,0.099970873036924632,1.7060322152004963e-60,0.099976819553980301,5.0880604452482005e-40,3.4438739177358046e-28,3.9618402519333309e-24,8.0703139227788791e-26,1.4674105984307888e-52,3.6060016884774827e-14,1.6727553414061958e-50,3.5902839967167594e-24,2.1670707485411311e-36,9.7747265697568422e-38,3.5161575162233497e-44,1.3353074985356354e-45,5.9669839183673834e-36,2.9442861675588371e-52,2.9126963037711983e-05,2.3180446019678159e-05,1.5792393340558695e-15,3.7639655997958349e-14,7.1754978103442831e-32,1.7794616244599756e-19,1.463007751664673e-20,1.2031361111031365e-29,1.1532657134056978e-39,2.1856051388608915e-56,4.4986188902525608e-33,6.9806184730446381e-59,3.0459826117316732e-72,1.423217548368197e-76,2.1083428181048488e-79,6.1683239545319796e-93,2.0186266268131959e-97,2.8796902181132032e-100,1.054171409052449e-79,4.0232925760980213e-114,9.8638544808567495e-119,6.7790045703745775e-94,2.2184760764741898e-98,1.5781919933904723e-54,3.1647872724654343e-101,6.8818698683509713e-122,3.4457844264863433e-136,6.6277484504828968e-141,3.0000577453780649e-29,5.2356172461416155e-33,2.221566501838195e-28,3.9622478450470221e-24,6.2974453432431765e-28,1.0354952849868789e-41,5.342935770541612e-44,1.7904298764635342e-44,1.0771980116322421e-53,7.4656267428098933e-58,3.5164831756447792e-60,6.3333406112971854e-104,1.9353610610433986e-101,2.2786256909932893e-108
