Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(28),CO2X(29),HX(19),CH3X(22),H2X(31),CH2X(58),CHX(26),C2H6X(34),C2H5X(33),CH2(48),C3H8X(38),HOCXO(25),OCX(21),HOX(23),OX(20),COX(32),CH4OX(41),H2OX(30),CH3OX(40),COC(79),C2H6OX(88),C2H5OX(80),CH3OX(39),CH3O(51)
9.25904618707703e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105916916212514,0.099965670168141618,1.2631418174432085e-61,0.099973810993985307,2.4418627875573827e-41,2.5533185887750597e-29,1.6633302368418944e-24,6.1453847783798044e-26,0.0,1.4227103520471597e-14,1.0359100309778571e-50,6.335120966863758e-25,7.646830621376423e-37,2.8188281407367944e-38,0.0,0.0,8.6818661238658398e-37,0.0,3.4329831842651188e-05,2.6189006014725521e-05,1.5805609748095984e-14,1.5783519338371687e-15,4.9373493691268672e-33,7.3585925041760012e-20,2.3741492895745132e-21,1.602679334689788e-29,1.0716965185097042e-39,2.8151470819390308e-35,2.2580863075304936e-54,1.2521637823170196e-29,5.2256467380783839e-33,8.3463203533119821e-29,1.6634830949419314e-24,2.3631607881960753e-28,5.1679532416409956e-42,2.9153405249235049e-45,3.5566596636505058e-45,8.3816493136397919e-55,1.422423804037962e-58,2.1656370235714716e-61,4.2248538888467203e-47,8.0324092682646694e-46
9.303537912099412e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105909636839357,0.099965655799011996,1.2814370363530334e-61,0.099973752569383373,2.4820788727355898e-41,2.5902953540237994e-29,1.6713216021408784e-24,6.1801041576035599e-26,0.0,1.4303030326170426e-14,1.0475344544093246e-50,6.3961320771927174e-25,7.7318700586542019e-37,2.8506882686497371e-38,0.0,0.0,8.7790455698197771e-37,0.0,3.4344200972199808e-05,2.6247430616650208e-05,1.5881541241631716e-14,1.5783557860268763e-15,5.0205234262671196e-33,7.3966488969314144e-20,2.3989908720604872e-21,1.614565446967711e-29,1.0777309249909719e-39,2.8603116492546379e-35,2.2888178620374533e-54,1.2582413324443301e-29,5.2253686879006364e-33,8.394464995124846e-29,1.6714758937889421e-24,2.3823107355312181e-28,5.2414019300964563e-42,2.9740495094678635e-45,3.6054195301852561e-45,8.5351513244482962e-55,1.4521405373399616e-58,2.215563367781399e-61,4.2734214315433585e-47,8.1691032124892531e-46
9.348029637121794e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105902421801542,0.099965641688998685,1.2999080653154514e-61,0.099973694529018525,2.5227429154391831e-41,2.627627361003753e-29,1.6793129676968505e-24,6.2148236963017827e-26,0.0,1.4378957213679255e-14,1.0592241701093523e-50,6.4574354289920157e-25,7.817386941188568e-37,2.8827317136556273e-38,0.0,0.0,8.8767839067322247e-37,0.0,3.4358310985425893e-05,2.6305470981507067e-05,1.5957472678825244e-14,1.578359499934604e-15,5.1046583808148774e-33,7.4346925633750564e-20,2.42396056731715e-21,1.6264585483493812e-29,1.0837652698911176e-39,2.9059582780663703e-35,2.319775526621662e-54,1.2643188757123918e-29,5.223912292594709e-33,8.4426123498774574e-29,1.6794686977379175e-24,2.4015094157002598e-28,5.3154457582922032e-42,3.0336119311545548e-45,3.6546296930287235e-45,8.6907534096037489e-55,1.4823291880980946e-58,2.2664019556483164e-61,4.3222734673904379e-47,8.3073641090214652e-46
9.392521362144176e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410589527037926,0.099965627833430881,1.3185557451403253e-61,0.099973636870363577,2.5638574759997813e-41,2.6653163074804e-29,1.687304333605131e-24,6.2495433886917604e-26,0.0,1.4454884176516007e-14,1.0709791767066158e-50,6.51903102053325e-25,7.9033812636226078e-37,2.9149584839772887e-38,0.0,0.0,8.9750811646840751e-37,0.0,3.4372166553183506e-05,2.6363129636437728e-05,1.6033404060274591e-14,1.578363082640544e-15,5.1897601146721906e-33,7.4727235044403517e-20,2.4490583324841795e-21,1.6383584932825214e-29,1.0897995524447958e-39,2.952089527870479e-35,2.3509594039632578e-54,1.2703964122086424e-29,5.2257780165422619e-33,8.4907623352612575e-29,1.687461506862689e-24,2.4207565605966133e-28,5.3900854805825551e-42,3.0940352080187467e-45,3.7042923128083134e-45,8.8484749129154516e-55,1.5129949345454097e-58,2.3181652397489255e-61,4.3714100105565813e-47,8.4472011092860183e-46
9.437013087166558e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105888181862808,0.099965614227721836,1.3373809166407079e-61,0.099973579590908052,2.6054251148702767e-41,2.703363891214944e-29,1.6952956999698648e-24,6.2842632292917611e-26,0.0,1.4530811208531049e-14,1.0827994728570144e-50,6.5809188500903154e-25,7.9898530205406267e-37,2.9473685876250435e-38,0.0,0.0,9.0739373728148284e-37,0.0,3.4385772262140999e-05,2.6420409091959928e-05,1.6109335386569741e-14,1.5783665408844388e-15,5.2758345113600629e-33,7.5107417212365964e-20,2.474284124705003e-21,1.6502651392285603e-29,1.095833771931155e-39,2.9987079581305053e-35,2.3823695944259492e-54,1.2764739420194536e-29,5.2258165605791703e-33,8.5389148714389826e-29,1.6954543212363887e-24,2.4400519035908691e-28,5.4653218402099907e-42,3.1553267742017738e-45,3.7544095502971871e-45,9.0083352710907751e-55,1.5441429864694371e-58,2.370865787106954e-61,4.4208310748518538e-47,8.5886233651492494e-46
9.481504812188939e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105881155552375,0.09996560086736761,1.3563844206328583e-61,0.099973522688157929,2.6474483926209165e-41,2.7417718099643418e-29,1.7032870668896774e-24,6.3189832129064924e-26,0.0,1.4606738303891177e-14,1.0946850572427746e-50,6.643098915939364e-25,8.0768022064715672e-37,2.9799620324023046e-38,0.0,0.0,9.1733525593508927e-37,0.0,3.4399132616298253e-05,2.6477311842076888e-05,1.6185266658292818e-14,1.5783698810816984e-15,5.3628874559852928e-33,7.5487472150403896e-20,2.4996379011273725e-21,1.6621783466015481e-29,1.1018679276716e-39,3.0458161282785171e-35,2.4140061961089899e-54,1.2825514652301421e-29,5.2235864229866689e-33,8.5870698809708046e-29,1.7034471409314588e-24,2.4593951795226466e-28,5.5411555694640087e-42,3.2174940797904137e-45,3.8049835664097895e-45,9.1703540137358389e-55,1.5757785852347307e-58,2.4245162797414499e-61,4.4705366737371722e-47,8.731640028907745e-46
9.525996537211321e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105874190757912,0.099965587747945353,1.3755670979362572e-61,0.099973466159635607,2.6899298699355117e-41,2.7805417614813143e-29,1.7112784344552077e-24,6.3537033346132157e-26,0.0,1.4682665457064402e-14,1.1066359285715824e-50,6.7055712163587952e-25,8.1642288158922847e-37,3.0127388259110177e-38,0.0,0.0,9.2733267516329906e-37,0.0,3.4412252038476551e-05,2.6533840364385987e-05,1.6261197876018143e-14,1.5783731093387585e-15,5.4509248352079581e-33,7.5867399872874614e-20,2.5251196189039079e-21,1.6740979787082367e-29,1.1079020190276653e-39,3.0934165977163191e-35,2.4458693048979674e-54,1.2886289819249877e-29,5.2258265912992383e-33,8.635227288742673e-29,1.7114399660196588e-24,2.4787861246924951e-28,5.6175873898378419e-42,3.2805445906576501e-45,3.8560165221975124e-45,9.3345507633561374e-55,1.6079070038049858e-58,2.4791295152150922e-61,4.5205268203334797e-47,8.8762602532772539e-46
9.570488262233703e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105867286798999,0.09996557486511197,1.3949297893736202e-61,0.099973410002879806,2.7328721076077588e-41,2.8196754435143614e-29,1.7192698027691279e-24,6.3884235897485488e-26,0.0,1.475859266280541e-14,1.1186520855757379e-50,6.7683357496292144e-25,8.2521328432306411e-37,3.0456989755569742e-38,0.0,0.0,9.3738599761427763e-37,0.0,3.4425134871781742e-05,2.6589997120186745e-05,1.633712904031241e-14,1.5783762314677149e-15,5.5399525372095854e-33,7.6247200395648864e-20,2.5507292351926166e-21,1.6860239016893317e-29,1.1139360453990011e-39,3.1415119258165956e-35,2.4779590145144325e-54,1.294706492187242e-29,5.2264443247428873e-33,8.6833870218968106e-29,1.7194327965720712e-24,2.4982244768538364e-28,5.6946180121830529e-42,3.3444857883049483e-45,3.9075105788445038e-45,9.5009452353570858e-55,1.6405335467647343e-58,2.5347184071824958e-61,4.5708015274306898e-47,9.0224931913818838e-46
9.614979987256085e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105860443004623,0.099965562214602621,1.414473335770915e-61,0.099973354215445412,2.776277666537673e-41,2.8591745538077868e-29,1.7272611719294855e-24,6.42314397389587e-26,0.0,1.4834519916141756e-14,1.1307335270113424e-50,6.8313925140333989e-25,8.3405142828684298e-37,3.0788424885549852e-38,0.0,0.0,9.4749522585286244e-37,0.0,3.4437785381040851e-05,2.6645784554588095e-05,1.6413060151734802e-14,1.5783792530002689e-15,5.6299764516619658e-33,7.66268737360367e-20,2.5764667071573804e-21,1.6979559844618746e-29,1.1199700062214458e-39,3.1901046719240327e-35,2.5102754165643915e-54,1.3007839960991468e-29,5.223186086079466e-33,8.7315490097642572e-29,1.7274256326591165e-24,2.5177099752049467e-28,5.7722481368620556e-42,3.4093251697060145e-45,3.9594678976636216e-45,9.6695572380445519e-55,1.6736635503406371e-58,2.5912959859385259e-61,4.621360807496388e-47,9.1703479967436047e-46
9.659471712278466e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.241058536587131,0.09996554979222938,1.4341985779573744e-61,0.099973298794903367,2.820149107728139e-41,2.8990407901017001e-29,1.7352525420216128e-24,6.4578644828733421e-26,0.0,1.491044721236071e-14,1.1428802516575052e-50,6.8947415078562776e-25,8.4293731291441772e-37,3.1121693719339205e-38,0.0,0.0,9.5766036236306724e-37,0.0,3.4450207754212837e-05,2.6701205096614897e-05,1.6488991210837068e-14,1.5783821792010151e-15,5.7210024696965821e-33,7.7006419912716971e-20,2.6023319919684292e-21,1.7098940986627432e-29,1.1260039009651948e-39,3.2391973953563804e-35,2.5428186005856993e-54,1.3068614937419436e-29,5.2257295536462426e-33,8.7797131837994435e-29,1.7354184743505545e-24,2.5372423603809964e-28,5.8504784538985696e-42,3.4750702471520181e-45,4.0118906400924847e-45,9.8404066726252983e-55,1.7073023824223681e-58,2.6488753989666075e-61,4.6722046726843293e-47,9.3198338232720167e-46
9.703963437300848e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105846933271863,0.099965537593879758,1.4541063567655109e-61,0.099973243738840673,2.8644889922815522e-41,2.9392758501320487e-29,1.743243913146519e-24,6.4925851127224856e-26,0.0,1.4986374546996667e-14,1.1550922583155766e-50,6.9583827293849008e-25,8.5187093763558038e-37,3.1456796325416265e-38,0.0,0.0,9.6788140955051171e-37,0.0,3.446240610377412e-05,2.6756261159313816e-05,1.6564922218163675e-14,1.5783850150801034e-15,5.8130364838746973e-33,7.7385838945669984e-20,2.6283250468027815e-21,1.721838118593253e-29,1.1320377291330676e-39,3.2887926554054822e-35,2.575588654094362e-54,1.3129389851958891e-29,5.2273079110809272e-33,8.8278794775167202e-29,1.7434113217154972e-24,2.5568213744461182e-28,5.9293096431260492e-42,3.5417285480982991e-45,4.0647809676896978e-45,1.0013513533207397e-54,1.7414554425831046e-58,2.7074699114870494e-61,4.723333134842704e-47,9.4709598252543727e-46
9.74845516232323e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105840266037368,0.09996552561551536,1.4741975130311329e-61,0.099973189044860133,2.9092998813965794e-41,2.9798814316306202e-29,1.7512352854028669e-24,6.5273058596973111e-26,0.0,1.5062301915819242e-14,1.1673695458084028e-50,7.0223161769084109e-25,8.6085230187631129e-37,3.1793732770497131e-38,0.0,0.0,9.7815836974477576e-37,0.0,3.4474384468078822e-05,2.6810955139858456e-05,1.6640853174251918e-14,1.5783877654053027e-15,5.9060843881580137e-33,7.7765130856113372e-20,2.6544458288446688e-21,1.7337879211648421e-29,1.1380714902588539e-39,3.3388930113382668e-35,2.6085856626297895e-54,1.319016470540267e-29,5.2227332125115378e-33,8.8760478264287637e-29,1.7514041748224147e-24,2.5764467608855323e-28,6.0087423743340848e-42,3.6093076150125035e-45,4.1181410421311561e-45,1.0188897906800614e-54,1.7761281620996303e-58,2.7670929070053575e-61,4.7747462055222054e-47,9.6237351573458897e-46
9.792946887345612e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105833656374923,0.099965513853170665,1.4944728875933564e-61,0.09997313471058035,2.9545843363650067e-41,3.0208592323250595e-29,1.7592266588699868e-24,6.5620267202539661e-26,0.0,1.5138229314821869e-14,1.1797121129796112e-50,7.0865418487180156e-25,8.6988140505901967e-37,3.213250311958222e-38,0.0,0.0,9.8849124520168665e-37,0.0,3.4486146812694761e-05,2.6865289419653832e-05,1.6716784079632017e-14,1.5783904347134975e-15,6.0001520778799519e-33,7.8144295666441294e-20,2.6806942952859344e-21,1.7457433858458155e-29,1.1441051839057356e-39,3.3895010223976983e-35,2.6418097097990192e-54,1.3250939498534005e-29,5.2253968034142537e-33,8.9242181679868321e-29,1.7593970337391428e-24,2.5961182645977048e-28,6.0887773074128229e-42,3.6778150052241769e-45,4.1719730252064886e-45,1.0366579973316727e-54,1.8113260039720568e-58,2.8277578878605603e-61,4.8264438959838832e-47,9.7781689745603063e-46
9.837438612367993e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105827103658536,0.099965502302951578,1.514933321294621e-61,0.099973080733635561,3.0003449185686927e-41,3.0622109499388956e-29,1.7672180336466794e-24,6.5967476910408635e-26,0.0,1.5214156740210924e-14,1.1921199586929092e-50,7.1510597431069578e-25,8.7895824660277057e-37,3.2473107436001748e-38,0.0,0.0,9.9888003810553646e-37,0.0,3.4497697031715196e-05,2.6919266364440125e-05,1.679271493482726e-14,1.5783930273216443e-15,6.0952454497175055e-33,7.8523333400166009e-20,2.7070704033264229e-21,1.7577043946091275e-29,1.1501388096647949e-39,3.44061924780369e-35,2.6752608773199234e-54,1.3311714232126657e-29,5.2284691204450504e-33,8.9723904415228139e-29,1.7673898985328901e-24,2.6158356318865599e-28,6.1694150924954384e-42,3.747258290775784e-45,4.2262790788156222e-45,1.0546580005569858e-54,1.8470544629431739e-58,2.8894784757735296e-61,4.8784262172068051e-47,9.9342704322606716e-46
9.881930337390375e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.241058206072708,0.099965490961034145,1.5355796549807025e-61,0.099973027111675605,3.0465841894766092e-41,3.1039382821915349e-29,1.7752094098338507e-24,6.6314687688892895e-26,0.0,1.5290084188395459e-14,1.2045930818314121e-50,7.2158698583704987e-25,8.8808282592349877e-37,3.2815545781460094e-38,0.0,0.0,1.0093247505712308e-36,0.0,3.4509038949047076e-05,2.6972888324395768e-05,1.6868645740354053e-14,1.5783955473372059e-15,6.1913704016636743e-33,7.8902244081862805e-20,2.7335741101743319e-21,1.7696708318812002e-29,1.1561723671535925e-39,3.4922502467539901e-35,2.708939245063448e-54,1.3372488906945046e-29,5.222277247277117e-33,9.0205645881929725e-29,1.7753827692702488e-24,2.6355986104537237e-28,6.2506563700986464e-42,3.8176450582751404e-45,4.2810613649654341e-45,1.07289183692767e-54,1.883319065517426e-58,2.952268412395307e-61,4.930693179895515e-47,1.0092048686150416e-45
9.926422062412757e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105814166602743,0.099965479823663453,1.5564127295007269e-61,0.099972973842365767,3.0933047106419738e-41,3.1460429267982981e-29,1.7832007875041163e-24,6.6661899508044612e-26,0.0,1.5366011655977311e-14,1.2171314812969879e-50,7.2809721928058771e-25,8.9725514243421367e-37,3.3159818216078965e-38,0.0,0.0,1.0198253846463788e-36,0.0,3.4520176319675902e-05,2.7026157634239868e-05,1.6944576496722082e-14,1.5783979986681e-15,6.2885328330004547e-33,7.9281027737117059e-20,2.7602053730465645e-21,1.7816425844917356e-29,1.162205856014814e-39,3.5443965784250272e-35,2.7428448910948687e-54,1.3433263523744339e-29,5.224703971928306e-33,9.0687405509234013e-29,1.783375646017197e-24,2.6554069493908201e-28,6.3325017712613038e-42,3.888982908749263e-45,4.3363220457665378e-45,1.0913615523056805e-54,1.9201253699795364e-58,3.0161415598554288e-61,4.9832447944873106e-47,1.0251512892264618e-45
9.970913787435139e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105807781053704,0.099965468887152145,1.5774333857071851e-61,0.099972920923386693,3.1405090436994754e-41,3.1885265814704153e-29,1.7911921667530113e-24,6.7009112339569901e-26,0.0,1.5441939139741771e-14,1.2297351560096297e-50,7.3463667447122985e-25,9.0647519554519229e-37,3.3505924798439518e-38,0.0,0.0,1.0303819423133153e-36,0.0,3.4531112830907952e-05,2.7079076613333929e-05,1.7020507204434405e-14,1.5784003850321738e-15,6.3867386442723783e-33,7.9659684392474224e-20,2.786964149169054e-21,1.7936195416245273e-29,1.168239275914983e-39,3.5970608019727224e-35,2.7769778917141302e-54,1.3494038083270619e-29,5.2299897993940387e-33,9.1169182743571026e-29,1.7913685288391103e-24,2.6752603991718037e-28,6.414951917681121e-42,3.9612794574996086e-45,4.3920632834301515e-45,1.1100692018432789e-54,1.9574789664127756e-58,3.0811119013102583e-61,5.0360810711593266e-47,1.041267220696153e-45
9.999999999999999e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105803636048931,0.099965461844313028,1.5912773221146636e-61,0.099972886516178069,3.1716313640965572e-41,3.216505720053829e-29,1.7964164864576169e-24,6.7236101290769651e-26,0.0,1.5491576308347586e-14,1.23801002165e-50,7.3892760227797073e-25,9.1252855726155417e-37,3.3733181510841391e-38,0.0,0.0,1.037313463080945e-36,0.0,3.4538155669965031e-05,2.7113483821942724e-05,1.7070146447327027e-14,1.5784019116839001e-15,6.4515069702626228e-33,7.9907160392173065e-20,2.8045264555891799e-21,1.8014521707244137e-29,1.1721835524835903e-39,3.6317709159206066e-35,2.7994150822304265e-54,1.3533769075815321e-29,5.2272671182237882e-33,9.1484151134804475e-29,1.7965938339072528e-24,2.68826374575485e-28,6.4691804288197034e-42,4.0090648000695522e-45,4.4287646061989955e-45,1.1224288266599238e-54,1.9821972006456988e-58,3.1241857349627107e-61,5.0707763695141494e-47,1.0518949885117974e-45
1.001540551245752e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105801450031183,0.099965458147879382,1.5986424644559444e-61,0.099972868352434227,3.1881997503625784e-41,3.2313909439150533e-29,1.7991835476858171e-24,6.7356326156747914e-26,0.0,1.5517866636648596e-14,1.2424041049068397e-50,7.4120535123908963e-25,9.1574298466416434e-37,3.3853865585623409e-38,0.0,0.0,1.0409944254910642e-36,0.0,3.4541852103590006e-05,2.7131647565782899e-05,1.7096437863987523e-14,1.5784027099662354e-15,6.4859937372605911e-33,8.0038214075391814e-20,2.813850395777076e-21,1.8056015947692405e-29,1.1742726265432424e-39,3.6502454765332775e-35,2.8113383214952562e-54,1.3554812586260954e-29,5.2219095473590639e-33,9.1650977048026262e-29,1.7993614178007677e-24,2.6951587116453415e-28,6.4980074218495032e-42,4.0345423339586904e-45,4.4482872402650751e-45,1.1290168499830527e-54,1.9953854767168809e-58,3.1471935414913086e-61,5.0892020198354511e-47,1.0575535786914317e-45
1.0059897237479902e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105795172950728,0.099965447602289578,1.6200408066062641e-61,0.099972816127219477,3.2363793924209146e-41,3.274637711835322e-29,1.807174930367858e-24,6.7703540934353312e-26,0.0,1.5593794143823575e-14,1.2551383269430405e-50,7.4780324941447159e-25,9.2505850919648529e-37,3.4203640633252772e-38,0.0,0.0,1.0516628360372458e-36,0.0,3.4552397693307184e-05,2.7183872780535602e-05,1.7172368475871519e-14,1.578404976834656e-15,6.5863040149574617e-33,8.0416616814193951e-20,2.8408640701155415e-21,1.8175886376741389e-29,1.180305907610185e-39,3.7039531612239258e-35,2.8459262533248668e-54,1.3615587033443559e-29,5.2234853811839846e-33,9.2132787901842593e-29,1.8073543129663576e-24,2.7151016400272273e-28,6.581668887184554e-42,4.1087791815480897e-45,4.504996078674768e-45,1.1482065704579337e-54,2.0338505546256341e-58,3.2144007072535777e-61,5.1426076501930466e-47,1.0740112789103019e-45
1.0104388962502284e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105788949235799,0.099965437246891276,1.6416292530208069e-61,0.09997276424546854,3.2850505317377509e-41,3.3182685829302887e-29,1.8151663148895736e-24,6.8050756648582794e-26,0.0,1.5669721658550393e-14,1.2679378210890026e-50,7.5443036882786888e-25,9.3442176854530237e-37,3.4555249995529176e-38,0.0,0.0,1.0623871757499224e-36,0.0,3.456275309155909e-05,2.7235754531484452e-05,1.724829904057015e-14,1.5784071888375691e-15,6.6876753815417059e-33,8.0794892638027948e-20,2.8680051294392775e-21,1.8295805662997587e-29,1.1863391188467515e-39,3.7581864151436579e-35,2.8807417584398217e-54,1.3676361425537866e-29,5.2319211431507839e-33,9.2614614799936956e-29,1.8153472143994862e-24,2.7350889388928454e-28,6.6659369081622384e-42,4.1839976575378106e-45,4.5621919611545177e-45,1.1676404462912161e-54,2.0728798857241123e-58,3.2827477481238795e-61,5.1962979716695181e-47,1.0906412370806723e-45
1.0148880687524666e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410578277831765,0.099965427078255828,1.6634086445656527e-61,0.099972712704922445,3.3342157302475406e-41,3.3622852548949923e-29,1.823157701363345e-24,6.8397973276985072e-26,0.0,1.5745649178262928e-14,1.2808025863312906e-50,7.6108670930996045e-25,9.4383276211171099e-37,3.490869372527162e-38,0.0,0.0,1.0731674463693922e-36,0.0,3.4572921726914866e-05,2.7287295077564496e-05,1.7324229558560914e-14,1.5784093490186819e-15,6.7901137423540139e-33,8.117304157682313e-20,2.8952735310132964e-21,1.8415772787734937e-29,1.1923722600031843e-39,3.8129477973739209e-35,2.9157849064640073e-54,1.3737135763254683e-29,5.2217825311801604e-33,9.3096457252431525e-29,1.8233401221631837e-24,2.7551203641696763e-28,6.7508120704457435e-42,4.2602054329069947e-45,4.6198770502886916e-45,1.187320569796569e-54,2.112479187465603e-58,3.3522491368491741e-61,5.2502729934687031e-47,1.1074443689595952e-45
1.0193372412547047e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105776659635189,0.099965417093016526,1.6853798221103101e-61,0.099972661503337168,3.3838775499535425e-41,3.4066894254204557e-29,1.8311490898469732e-24,6.8745190798393924e-26,0.0,1.5821576700537898e-14,1.29373262167173e-50,7.6777227069160911e-25,9.5329148929490405e-37,3.5263971873953533e-38,0.0,0.0,1.0840036495799289e-36,0.0,3.4582906966147308e-05,2.7338496662851913e-05,1.7400160030315192e-14,1.5784114602727158e-15,6.8936250038731769e-33,8.1551063661251266e-20,2.9226692321130466e-21,1.8535786753450864e-29,1.1984053308480209e-39,3.8682398669792835e-35,2.9510557654442959e-54,1.3797910047296257e-29,5.2215282913718488e-33,9.3578314784198728e-29,1.8313330363199102e-24,2.7751956731298373e-28,6.8362949510130889e-42,4.3374101922059728e-45,4.6780535087480981e-45,1.2072490425780531e-54,2.1526542091882044e-58,3.4229194699449011e-61,5.3045327245671039e-47,1.1244215903325244e-45
1.0237864137569429e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105770592634881,0.099965407287867236,1.7075436265277322e-61,0.099972610638483339,3.4340385529255202e-41,3.4514827921937001e-29,1.8391404804229079e-24,6.9092409192864884e-26,0.0,1.5897504223087862e-14,1.3067279261268884e-50,7.7448705280385866e-25,9.6279794949231243e-37,3.5621084491738867e-38,0.0,0.0,1.094895787011467e-36,0.0,3.4592712115346688e-05,2.7389361516661742e-05,1.747609045629831e-14,1.5784135253525e-15,6.9982150736927024e-33,8.1928958922689319e-20,2.9501921900246487e-21,1.8655846583430064e-29,1.2044383311671434e-39,3.9240651830080856e-35,2.9865544018856787e-54,1.3858684278356436e-29,5.2342859126555563e-33,9.4060186934420037e-29,1.8393259569315659e-24,2.7953146243826695e-28,6.9223861182829452e-42,4.4156196334196531e-45,4.7367234992874017e-45,1.2274279755301317e-54,2.1934107321311061e-58,3.4947734682433179e-61,5.3590771737199583e-47,1.1415738170125932e-45
1.0282355862591811e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105764576770608,0.0999653976595615,1.7299008986943257e-61,0.099972560108146355,3.4847013012975122e-41,3.4966670528977507e-29,1.8471318732139703e-24,6.9439628441614563e-26,0.0,1.5973431743754575e-14,1.3197884987275772e-50,7.8123105547793209e-25,9.7235214209973844e-37,3.5980031627517154e-38,0.0,0.0,1.1058438602412408e-36,0.0,3.4602340421014388e-05,2.7439891853645005e-05,1.7552020836969658e-14,1.5784155468757276e-15,7.103889860497897e-33,8.2306727393183656e-20,2.9778423620451308e-21,1.8775951321316978e-29,1.2104712607628835e-39,3.9804263044930563e-35,3.0222808807856113e-54,1.3919458457120731e-29,5.2221342254564225e-33,9.4542073256157856e-29,1.8473188840594923e-24,2.8154769778673677e-28,7.0090861322387411e-42,4.494841467832217e-45,4.7958891847426511e-45,1.2478594888376846e-54,2.2347545694505588e-58,3.5678259774418295e-61,5.413906349467158e-47,1.1589019648399143e-45
1.0326847587614193e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105758611503564,0.099965388204911285,1.7524524794899652e-61,0.099972509910126128,3.5358683572656605e-41,3.5422439052116587e-29,1.8551232682708983e-24,6.9786848526963101e-26,0.0,1.6049359260502615e-14,1.3329143385183676e-50,7.8800427854522952e-25,9.8195406651148367e-37,3.6340813328937849e-38,0.0,0.0,1.1168478707953704e-36,0.0,3.4611795071136835e-05,2.7490089873885233e-05,1.7627951172782733e-14,1.5784175273313914e-15,7.2106552740434194e-33,8.2684369105416091e-20,3.005619705482638e-21,1.8896100030696754e-29,1.2165041194531603e-39,4.037325790451909e-35,3.0582352656675809e-54,1.3980232584266457e-29,5.2185705111100199e-33,9.5023973315939966e-29,1.8553118177644834e-24,2.8356824948456438e-28,7.0963955445510383e-42,4.5750834198931299e-45,4.8555527280288711e-45,1.2685457119760189e-54,2.2766915662355452e-58,3.6420919686513267e-61,5.4690202601390159e-47,1.1764069496808934e-45
1.0371339312636574e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105752696302135,0.099965378920786108,1.7751992097980065e-61,0.099972460042237005,3.5875422830861201e-41,3.5882150468105065e-29,1.8631146656638065e-24,7.0134069432279238e-26,0.0,1.6125286771413353e-14,1.3461054445571247e-50,7.9480672183732475e-25,9.9160372212046836e-37,3.6703429642443638e-38,0.0,0.0,1.1279078201504017e-36,0.0,3.4621079196240182e-05,2.7539957762994312e-05,1.770388146418529e-14,1.5784194690859216e-15,7.3185172251313019e-33,8.3061884092671606e-20,3.0335241776566399e-21,1.9016291794684689e-29,1.2225369070706558e-39,4.0947661998879152e-35,3.0944176186139034e-54,1.4041006660462807e-29,5.2370507334895689e-33,9.5505886693356895e-29,1.8633047581067883e-24,2.8559309378944395e-28,7.1843148986982356e-42,4.6563532270844468e-45,4.9157162921377299e-45,1.2894887837108799e-54,2.3192275995231506e-58,3.7175865389445197e-61,5.5244189138618808e-47,1.1940896874275665e-45
