Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),OX(20),CH3X(22),HOX(23),HX(19),CH3OHX(46),H2OX(35),HO2X(135)
1.5760405219389142e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.076365559422701068,0.099985838739398578,0.041741984383009807,0.0,1.1817097354364932e-13,1.5116933067668671e-15,0.0,2.0812142903630576e-16,0.0,3.2808808514116513e-09,0.0,1.3137219201027046e-19,1.721365828779128e-26,1.1201468426435862e-11,0.0,0.0,1.3407209099642187e-16,1.3589432636477566e-32,1.4157968224018872e-05,0.1165160297278455,2.9308414051073479e-13,1.4708451133236918e-09,1.7981057486483544e-09,1.5860629056620243e-15,1.6732446631052407e-17,1.1983956820915372e-11
1.5821110194377836e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.076239037852940339,0.099985862179378951,0.041678711873741378,0.0,1.1973399005704968e-13,1.5260550143658725e-15,0.0,2.100547924420969e-16,0.0,3.2943725681787759e-09,0.0,1.3197018576326483e-19,1.752380040361281e-26,1.1342652362673371e-11,0.0,0.0,1.349897354469798e-16,1.3952852495414047e-32,1.4134514610046161e-05,0.11664257473773026,2.9374654748249758e-13,1.4790823940832471e-09,1.8032216804816004e-09,1.6033931178295913e-15,1.69256758557803e-17,1.211997120779377e-11
1.588181516936653e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.076113125344545091,0.099985885506474068,0.041615743951593891,0.0,1.2131019631341863e-13,1.540482995242004e-15,0.0,2.1199687988096694e-16,0.0,3.3078553424598156e-09,0.0,1.3256801368503415e-19,1.7838100979390121e-26,1.1484944984765115e-11,0.0,0.0,1.3590911908056593e-16,1.432432296285613e-32,1.4111173889178556e-05,0.11676851057336543,2.9440665052508373e-13,1.4873244590761257e-09,1.8083229488626224e-09,1.6208265257167551e-15,1.7120170180003287e-17,1.225689352470528e-11
1.5942520144355224e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.075987817028206284,0.099985908721586414,0.041553078181461603,0.0,1.2289963411460123e-13,1.5549771577520537e-15,0.0,2.1394768057532381e-16,0.0,3.3213291605583768e-09,0.0,1.3316567338478429e-19,1.8156595778240217e-26,1.1628349186431632e-11,0.0,0.0,1.3683023132874373e-16,1.4703984718238334e-32,1.4087945158924134e-05,0.11689384210496258,2.9506446205289773e-13,1.4955712350591914e-09,1.8134096118986518e-09,1.6383631376165641e-15,1.7315930485924149e-17,1.239472514014285e-11
1.6003225119343918e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.075863108088938896,0.099985931825608429,0.041490712155405847,0.0,1.2450234506600655e-13,1.5695374098081081e-15,0.0,2.1590718370764915e-16,0.0,3.3347940091893941e-09,0.0,1.3376316250270677e-19,1.8479320681247196e-26,1.1772867844949295e-11,0.0,0.0,1.3775306168638184e-16,1.5091980218893228e-32,1.4064827526858962e-05,0.11701857414839904,2.9571999438719814e-13,1.503822649581e-09,1.8184817273283044e-09,1.6560029603087483e-15,1.7512957633490877e-17,1.2533467411151339e-11
1.6063930094332612e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.075738993765305435,0.099985954819422629,0.041428643492266617,0.0,1.2611837057710421e-13,1.5841636588823082e-15,0.0,2.1787537842143166e-16,0.0,3.3482498754717157e-09,0.0,1.3436047870926558e-19,1.8806311686921134e-26,1.191850382122569e-11,0.0,0.0,1.3867759971130319e-16,1.5488453713339364e-32,1.4041820110483167e-05,0.11714271146599496,2.9637325975708473e-13,1.5120786307692293e-09,1.8235393527266475e-09,1.673745999074267e-15,1.7711252460601006e-17,1.2673121683414002e-11
1.6124635069321306e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.075615469348652542,0.099985977703901732,0.041366869837280912,0.0,1.2774775186199333e-13,1.5988558120334806e-15,0.0,2.1985225382208757e-16,0.0,3.3616967469208635e-09,0.0,1.3495761970574063e-19,1.9137604910658236e-26,1.2065259959841673e-11,0.0,0.0,1.3960383502331919e-16,1.5893551254587379e-32,1.4018922037079488e-05,0.11726625876727634,2.9702427030028689e-13,1.5203391073734792e-09,1.8285825454551003e-09,1.6915922577235629e-15,1.791081578327645e-17,1.2813689291317988e-11
1.618534004431e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.075492530182361142,0.099986000479908826,0.041305388861707683,0.0,1.2939052993987715e-13,1.6136137759040473e-15,0.0,2.2183779897786262e-16,0.0,3.3751346114418885e-09,0.0,1.3555458322333526e-19,1.9473236584202114e-26,1.2213139089140262e-11,0.0,0.0,1.4053175730410638e-16,1.6307420713463884e-32,1.3996132443574319e-05,0.11738922070972541,2.9767303806380686e-13,1.5286040090188692e-09,1.8336113624005914e-09,1.709541738605634e-15,1.8111648395873337e-17,1.2955171558047799e-11
1.6246045019298693e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.075370171661109389,0.099986023148297493,0.041244198262459272,0.0,1.3104674563552632e-13,1.6284374567108606e-15,0.0,2.2383200292071832e-16,0.0,3.3885634573223533e-09,0.0,1.3615136702173407e-19,1.9813243055106375e-26,1.2362144021322269e-11,0.0,0.0,1.4146135629724511e-16,1.6730211791952874e-32,1.3973450476401082e-05,0.11751160189951751,2.98319575004966e-13,1.5368732658825571e-09,1.8386258602919286e-09,1.7275944426134866e-15,1.8313751071299177e-17,1.3097569795682256e-11
1.6306749994287387e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.075248389230148566,0.099986045709911903,0.041183295761739201,0.0,1.3271643957991064e-13,1.6433267602863494e-15,0.0,2.2583485464721117e-16,0.0,3.4019832732255273e-09,0.0,1.3674796889036569e-19,2.0157660786198345e-26,1.2512277552464184e-11,0.0,0.0,1.4239262180684508e-16,1.7162076036554312e-32,1.3950875291366058e-05,0.11763340689224563,2.9896389299227741e-13,1.5451468085822582e-09,1.8436260958044262e-09,1.7457503692214368e-15,1.8517124561162737e-17,1.3240885305243519e-11
1.636745496927608e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.075127178384591015,0.099986068165587069,0.041122679106686252,0.0,1.343996522107027e-13,1.6582815920821042e-15,0.0,2.278463431193529e-16,0.0,3.4153940481836476e-09,0.0,1.3734438664803479e-19,2.0506526355044187e-26,1.2663542462597051e-11,0.0,0.0,1.4332554369723604e-16,1.7603166851659561e-32,1.3928406053516423e-05,0.11775464019363234,2.996060038058385e-13,1.5534245687427524e-09,1.8486121249865696e-09,1.7640095164979322e-15,1.8721769595969515e-17,1.3385119376782643e-11
1.6428159944264775e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.075006534668710934,0.099986090516148762,0.041062346069024591,0.0,1.3609642377264684e-13,1.6733018571298821e-15,0.0,2.2986645726544904e-16,0.0,3.4287957715912465e-09,0.0,1.3794061813995597e-19,2.0859876453415145e-26,1.2815941515847175e-11,0.0,0.0,1.4426011189384318e-16,1.8053639512943417e-32,1.3906041937010666e-05,0.11787530626022935,3.0024591913840439e-13,1.5617064786211474e-09,1.8535840036279616e-09,1.7823718810917822e-15,1.892768688537484e-17,1.353027328950219e-11
1.648886491925347e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.07488645367525637,0.099986112762413926,0.041002294444719846,0.0,1.3780679431826557e-13,1.6883874600988335e-15,0.0,2.3189518598094046e-16,0.0,3.4421884331987599e-09,0.0,1.3853666123968533e-19,2.1217747886755106e-26,1.29694774604263e-11,0.0,0.0,1.4519631638135783e-16,1.8513651180772291e-32,1.3883782124991087e-05,0.1179954095001054,3.008836505965387e-13,1.5699924705633552e-09,1.8585417877964206e-09,1.8008374582796765e-15,1.9134877118305268e-17,1.3676348311786726e-11
1.6549569894242163e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.074766931044773596,0.099986134905190538,0.040942522053641184,0.0,1.3953080370847323e-13,1.7035383053292045e-15,0.0,2.3393251812922551e-16,0.0,3.4555720231062065e-09,0.0,1.3913251385055813e-19,2.1580177573649482e-26,1.3124153028664783e-11,0.0,0.0,1.4613414720258984e-16,1.898336091362843e-32,1.3861625809458577e-05,0.11811495427352231,3.0151920970063503e-13,1.5782824780477921e-09,1.8634855327879005e-09,1.8194062419975591e-15,1.9343340963106872e-17,1.3823345701258925e-11
1.6610274869230857e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.074647962464942458,0.099986156945277876,0.040883026739228924,0.0,1.4126849161275304e-13,1.7187542967393592e-15,0.0,2.3597844254245149e-16,0.0,3.4689465317567986e-09,0.0,1.3972817390008718e-19,2.1947202545295387e-26,1.3279970937235943e-11,0.0,0.0,1.4707359446085433e-16,1.9462929681549703e-32,1.383957219114946e-05,0.11823394489359947,3.0215260788582016e-13,1.5865764355394703e-09,1.8684152932658463e-09,1.838078224792093e-15,1.9553079067870416e-17,1.3971266704951181e-11
1.667097984421955e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.074529543669923384,0.099986178883466573,0.040823806368167959,0.0,1.4301989750989502e-13,1.7340353378847635e-15,0.0,2.3803294802231669e-16,0.0,3.4823119499309146e-09,0.0,1.4032363934158147e-19,2.2318859944972977e-26,1.343693388713851e-11,0.0,0.0,1.480146483180857e-16,1.9952520379584632e-32,1.3817620479414461e-05,0.11835238562696712,3.0278385650376229e-13,1.5948742770000475e-09,1.8733311247450837e-09,1.8568533978696803e-15,1.976409206054421e-17,1.4120112559329868e-11
1.6731684819208244e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.074411670439715125,0.099986200720538793,0.040764858830066655,0.0,1.4478506068891388e-13,1.7493813320730994e-15,0.0,2.4009602334086599e-16,0.0,3.4956682687402549e-09,0.0,1.4091890816003878e-19,2.2695187027518325e-26,1.3595044563604871e-11,0.0,0.0,1.4895729899142257e-16,2.0452297841262561e-32,1.3795769892099696e-05,0.11847028069440865,3.0341296682227291e-13,1.6031759374452092e-09,1.878233082028618e-09,1.8757317511789127e-15,1.9976380548957979e-17,1.4269884490274124e-11
1.6792389794196938e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.074294338599523502,0.099986222457268362,0.04070618203714102,0.0,1.465640202489186e-13,1.7647921821924725e-15,0.0,2.4216765724123122e-16,0.0,3.509015479621675e-09,0.0,1.4151397836300058e-19,2.3076221158797565e-26,1.3754305636450788e-11,0.0,0.0,1.4990153675780172e-16,2.0962428852078514e-32,1.3774019655429676e-05,0.11858763427149202,3.0403995002550018e-13,1.6114813537988376e-09,1.8831212183470508e-09,1.8947132733109839e-15,2.0189945121261284e-17,1.4420583713321613e-11
1.6853094769185632e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.074177544019140632,0.099986244094420709,0.040647773923904396,0.0,1.4835681509967298e-13,1.7802677907141949e-15,0.0,2.4424783843838793e-16,0.0,3.5223535743314079e-09,0.0,1.4210884797851937e-19,2.3461999815182115e-26,1.3914719760136335e-11,0.0,0.0,1.5084735195362299e-16,2.1483082162992315e-32,1.3752369003892246e-05,0.1187044504891907,3.0466481721696249e-13,1.6197904616907636e-09,1.8879955885549834e-09,1.9137979515140024e-15,2.0404786346114e-17,1.4572211433738892e-11
1.6913799744174326e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.074061282612334509,0.099986265632753285,0.040589632446862124,0.0,1.5016348396319538e-13,1.7958080599820872e-15,0.0,2.4633655561994188e-16,0.0,3.535682544939828e-09,0.0,1.4270351507000866e-19,2.3852560583025534e-26,1.4076289573403748e-11,0.0,0.0,1.5179473496648725e-16,2.2014428503941939e-32,1.3730817180125516e-05,0.11882073343449399,3.0528757941906467e-13,1.6281031970186835e-09,1.8928562475640433e-09,1.9329857718857198e-15,2.0620904772439498e-17,1.4724768846335115e-11
1.697450471916302e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.073945550336248903,0.099986287073015392,0.040531755584211453,0.0,1.5198406537330465e-13,1.8114128919683143e-15,0.0,2.4843379744681819e-16,0.0,3.5490023838254766e-09,0.0,1.432979777246935e-19,2.424794115814187e-26,1.4239017699749656e-11,0.0,0.0,1.527436762418273e-16,2.2556640597370885e-32,1.3709363434806577e-05,0.11893648715100749,3.0590824757137683e-13,1.6364194994748636e-09,1.8977032468098911e-09,1.9522767192257425e-15,2.0838300929972844e-17,1.4878257135780108e-11
1.7035209694151714e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.073830343190813233,0.099986308415948438,0.040474141335546415,0.0,1.5381859767540235e-13,1.8270821880667761e-15,0.0,2.505395525539537e-16,0.0,3.5623130836692954e-09,0.0,1.4389223403973703e-19,2.464817934528477e-26,1.4402906747798006e-11,0.0,0.0,1.5369416628836911e-16,2.3109893171768547e-32,1.3688007026542171e-05,0.11905171563954318,3.0652683253547355e-13,1.6447393069042181e-09,1.9025366398881171e-09,1.9716707769186208e-15,2.1056975329770229e-17,1.5032677476861755e-11
1.7095914669140407e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.073715657218161937,0.099986329662285961,0.040416787721567489,0.0,1.5566711902933485e-13,1.8428158496871273e-15,0.0,2.5265380955109523e-16,0.0,3.5756146374501705e-09,0.0,1.4448628215174952e-19,2.505331305762834e-26,1.4567959310457313e-11,0.0,0.0,1.5464619566139501e-16,2.36743629752241e-32,1.3666747221761087e-05,0.11916642285870012,3.0714334509573981e-13,1.6530625548913786e-09,1.9073564829632004e-09,1.9911679273210543e-15,2.1276928463473389e-17,1.5188031034008447e-11
1.71566196441291e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.073601488502064022,0.099986350812753866,0.040359692783796232,0.0,1.5752966740905364e-13,1.8586137780627739e-15,0.0,2.5477655702345874e-16,0.0,3.5889070384393329e-09,0.0,1.4508012023064086e-19,2.5463380316249866e-26,1.4734177965336284e-11,0.0,0.0,1.5559975496798142e-16,2.4250228788993793e-32,1.3645583294608444e-05,0.11928061272543533,3.0775779595356465e-13,1.6613891859190682e-09,1.9121628256042296e-09,2.0107681516425031e-15,2.1498160803776841e-17,1.5344318961570931e-11
1.7217324619117795e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.073487833167361266,0.099986371868070356,0.04030285458429448,0.0,1.594062806002646e-13,1.8744758735122789e-15,0.0,2.5690778353230636e-16,0.0,3.6021902801940607e-09,0.0,1.4567374643766952e-19,2.587841924961297e-26,1.4901565275928095e-11,0.0,0.0,1.5655483488718021e-16,2.4837671441080069e-32,1.362451452684156e-05,0.11939428911562515,3.083701957337767e-13,1.669719141730875e-09,1.9169557184151144e-09,2.0304714294924408e-15,2.1720672805789229e-17,1.5501542404567659e-11
1.727195909660762e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.073385979137064947,0.099986390737088357,0.040251918130591202,0.0,1.6110728896796504e-13,1.8888065399162374e-15,0.0,2.5883312749369817e-16,0.0,3.6141373615306612e-09,0.0,1.4620782738499931e-19,2.625623667084794e-26,1.5053215162300427e-11,0.0,0.0,1.5741569927065373e-16,2.5376419139140151e-32,1.3605633409551942e-05,0.11949616201509398,3.0891961058939715e-13,1.6772188891776343e-09,1.9212578717257604e-09,2.0482924728244837e-15,2.1922028078888703e-17,1.5643844307130646e-11
1.7326593574097443e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0732845350713838,0.099986409530122486,0.040201186697184414,0.0,1.6281974757803689e-13,1.9031890284260519e-15,0.0,2.6076532181954515e-16,0.0,3.6260770145956336e-09,0.0,1.4674173397776335e-19,2.6638140065115495e-26,1.5205815570482922e-11,0.0,0.0,1.5827778110268482e-16,2.5924826950630772e-32,1.3586828282586698e-05,0.11959762487396478,3.0946738025608847e-13,1.6847212370453639e-09,1.925549212197772e-09,2.0661969560181371e-15,2.2124420536334165e-17,1.5786905716819951e-11
1.7375764603838284e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.073193583665362133,0.099986426379307144,0.040155702565934419,0.0,1.6437077273748513e-13,1.9161775157414846e-15,0.0,2.6251014684393226e-16,0.0,3.6368163477731664e-09,0.0,1.4722209978284018e-19,2.6985369781282355e-26,1.5343970152622235e-11,0.0,0.0,1.5905469013800523e-16,2.6426765861146115e-32,1.3569968219930651e-05,0.11968859312931192,3.0995897259144099e-13,1.6914755388283971e-09,1.9294022041832193e-09,2.0823823176804946e-15,2.2307460783765921e-17,1.5916311037093598e-11
1.7420018530605042e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.073112007784114891,0.099986441491606251,0.040114907065877031,0.0,1.657746603583622e-13,1.9279029490806914e-15,0.0,2.6408522271802394e-16,0.0,3.6464765979442338e-09,0.0,1.4765430660696481e-19,2.7300742587931425e-26,1.546896993460068e-11,0.0,0.0,1.5975474276976081e-16,2.688537804408777e-32,1.3554846135104471e-05,0.11977018412298568,3.1040027611940461e-13,1.6975561532486907e-09,1.9328624602943147e-09,2.0970069068461155e-15,2.2472915681968019e-17,1.6033302872949516e-11
1.74642724573718e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.073030696043928284,0.099986456554948852,0.040074243660826292,0.0,1.6718610859913442e-13,1.9396622528052774e-15,0.0,2.6566477818526531e-16,0.0,3.6561319673640088e-09,0.0,1.4808639678096205e-19,2.7618846119837749e-26,1.5594596606281699e-11,0.0,0.0,1.6045558232856954e-16,2.7350572340931535e-32,1.3539773011063836e-05,0.11985151092664288,3.1084051365627936e-13,1.703638398347393e-09,1.9363156889767406e-09,2.1116862092874106e-15,2.2639051580859709e-17,1.6150794459610697e-11
1.7508526384138557e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.072949647022924322,0.099986471569598445,0.040033711639711408,0.0,1.6860513172840389e-13,1.9514553878961372e-15,0.0,2.6724880877009241e-16,0.0,3.6657824540844835e-09,0.0,1.4851836964489849e-19,2.7939695362037548e-26,1.5720851130604993e-11,0.0,0.0,1.6115720530705575e-16,2.7822423019056682e-32,1.3524748584269404e-05,0.11993257496242513,3.112796891657822e-13,1.7097222528788136e-09,1.9397619090797648e-09,2.1264202147558522e-15,2.280586862035992e-17,1.6268786220992874e-11
1.754835491822864e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.072876926362357208,0.099986485041366799,0.039997344570582731,0.0,1.6988874082602875e-13,1.962098103019797e-15,0.0,2.6867825881838618e-16,0.0,3.6744637158736705e-09,0.0,1.4890704438388811e-19,2.8230819671186291e-26,1.5835017808989935e-11,0.0,0.0,1.6178933292374584e-16,2.8252841701943528e-32,1.3511268020081775e-05,0.12000530909487694,3.1167404235342573e-13,1.7151990759720859e-09,1.9428575349673813e-09,2.139727582214627e-15,2.2956586442294592e-17,1.6375406803801984e-11
1.758818345231872e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.072804416339713421,0.09998649847409502,0.039961082839934214,0.0,1.7117850742868351e-13,1.9727681613891326e-15,0.0,2.701113268116324e-16,0.0,3.6831410198393286e-09,0.0,1.4929562310414421e-19,2.8524191132923314e-26,1.5949694520735895e-11,0.0,0.0,1.6242208974388218e-16,2.8688767687332507e-32,1.3497826499460757e-05,0.12007783255036586,3.1206754135500107e-13,1.7206771674798205e-09,1.9459475156106682e-09,2.15307924286985e-15,2.3107856191868383e-17,1.6482433174567511e-11
1.76280119864088e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.072732115940462194,0.099986511867971195,0.039924925940406468,0.0,1.7247444183120532e-13,1.9834655343696334e-15,0.0,2.7154800947568489e-16,0.0,3.6918143647106843e-09,0.0,1.4968410533521296e-19,2.8819820732333571e-26,1.6064881959314796e-11,0.0,0.0,1.6305547324242501e-16,2.913025637101047e-32,1.3484423834366942e-05,0.12015014634361063,3.1246018901554101e-13,1.7261565144474312e-09,1.9490318623722169e-09,2.1664751885513423e-15,2.3259677960950702e-17,1.6589865636824091e-11
1.7663857667089876e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.072667223976129861,0.099986523889395593,0.039892473944859126,0.0,1.7364606474405762e-13,1.9931165003578653e-15,0.0,2.7284411170800028e-16,0.0,3.6996169890561122e-09,0.0,1.5003365646024663e-19,2.9087827174104812e-26,1.6168987896435803e-11,0.0,0.0,1.6362605212147077e-16,2.9532398400083332e-32,1.3472394502863552e-05,0.12021505032947351,3.1281284635978718e-13,1.73108898138664e-09,1.9518029749613607e-09,2.1785693966801151e-15,2.3396789602508509e-17,1.668690231053899e-11
1.769970334777095e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.072602500260492947,0.099986535879636421,0.039860106089250044,0.0,1.7482269934436235e-13,2.002789547074348e-15,0.0,2.7414313677713015e-16,0.0,3.7074164046813324e-09,0.0,1.503831287179174e-19,2.9357679655847383e-26,1.6273508583479515e-11,0.0,0.0,1.641971347433395e-16,2.9939132356897287e-32,1.3460396357745029e-05,0.12027978603545778,3.1316481847085467e-13,1.7360224395714738e-09,1.9545695474389988e-09,2.19069946288109e-15,2.3534348513557229e-17,1.6784268381604338e-11
1.7731964460383915e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.072544392169321681,0.099986546644302343,0.039831046658927199,0.0,1.7588596162327808e-13,2.0115141508483204e-15,0.0,2.7531475638630625e-16,0.0,3.7144331346002525e-09,0.0,1.506975860437987e-19,2.9602131904808447e-26,1.6367932226203879e-11,0.0,0.0,1.6471153829693915e-16,3.0309153076819171e-32,1.344962458033913e-05,0.12033790489139122,3.1348100918973151e-13,1.7404633892160232e-09,1.9570555902318664e-09,2.2016471759191755e-15,2.3658533998644062e-17,1.6872179660211091e-11
1.7760999461735585e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.072492210470700397,0.099986556311079167,0.03980495097406344,0.0,1.768463781358311e-13,2.0193815591250474e-15,0.0,2.7637123514375434e-16,0.0,3.7207459682670124e-09,0.0,1.5098054258791032e-19,2.9823427833074497e-26,1.6453201386175946e-11,0.0,0.0,1.6517484800619557e-16,3.0645405388785766e-32,1.3439951405097782e-05,0.12039009625687624,3.1376510892660398e-13,1.7444609146278134e-09,1.9592898988877892e-09,2.2115249429530373e-15,2.3770610768418124e-17,1.6951528216364799e-11
1.7790034463087255e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.072440137876604957,0.099986565957634332,0.039778909851572626,0.0,1.7781009600403923e-13,2.0272634172942386e-15,0.0,2.7742962731479643e-16,0.0,3.7270566952574319e-09,0.0,1.5126344679873264e-19,3.0045949276000938e-26,1.6538743549813809e-11,0.0,0.0,1.6563848499125226e-16,3.0984744148770993e-32,1.3430298453361914e-05,0.12044217849761404,3.1404876271037848e-13,1.7484590699818115e-09,1.9615212473475772e-09,2.2214262250804817e-15,2.3882981095539832e-17,1.7031093275453201e-11
1.7819069464438924e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.072388174007503414,0.099986575584038159,0.039752923101653626,0.0,1.7877711914897793e-13,2.0351597141856299e-15,0.0,2.7848993162428233e-16,0.0,3.7333653151697952e-09,0.0,1.5154629850258544e-19,3.0269700527747176e-26,1.6624558980369316e-11,0.0,0.0,1.6610244829262269e-16,3.1327191631125978e-32,1.3420665654786568e-05,0.12049415199320694,3.1433197161778678e-13,1.7524578487011144e-09,1.9637496416655493e-09,2.2313510187784328e-15,2.3995645009099763e-17,1.7110874951601052e-11
1.7848104465790594e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.072336318485709525,0.099986585190360688,0.03972699053542831,0.0,1.7974745148236696e-13,2.0430704386223414e-15,0.0,2.7955214679618603e-16,0.0,3.7396718276146583e-09,0.0,1.5182909752720946e-19,3.0494685887788943e-26,1.6710647940337484e-11,0.0,0.0,1.6656673695330954e-16,3.167277022548626e-32,1.3411052939368891e-05,0.12054601712141109,3.1461473672212283e-13,1.7564572440365802e-09,1.9659750880810275e-09,2.2412993204849918e-15,2.4108602537277228e-17,1.7190873358450596e-11
1.7877139467142264e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.072284570935371203,0.099986594776671531,0.039701111964935802,0.0,1.8072109690653852e-13,2.05099557941489e-15,0.0,2.8061627155361826e-16,0.0,3.7459762322147251e-09,0.0,1.5211184370139792e-19,3.0720909660905665e-26,1.6797010691467224e-11,0.0,0.0,1.6703135001894982e-16,3.2021502437114974e-32,1.3401460237445977e-05,0.12059777425814833,3.1489705909122017e-13,1.7604572518709677e-09,1.9681975902140807e-09,2.2512711265372341e-15,2.422185370751195e-17,1.727108860916827e-11
1.7906174468493934e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.072232930982459004,0.099986604343040075,0.039675287203126727,0.0,1.8169805931444907e-13,2.0589351253602992e-15,0.0,2.8168230461884066e-16,0.0,3.7522785286047515e-09,0.0,1.5239453685483451e-19,3.0948376157168135e-26,1.6883647494764224e-11,0.0,0.0,1.6749628653787067e-16,3.2373410887246238e-32,1.339188747969267e-05,0.12064942377751735,3.15178939790346e-13,1.7644578663086649e-09,1.9704171534756796e-09,2.2612664332245423e-15,2.4335398546330906e-17,1.7351520816447242e-11
1.7935209469845603e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.072181398254754892,0.099986613889535253,0.039649516063857575,0.0,1.8267834258974425e-13,2.0668890652450621e-15,0.0,2.8275024471328004e-16,0.0,3.7585787164314421e-09,0.0,1.5267717681819181e-19,3.1177089691925917e-26,1.6970558610488569e-11,0.0,0.0,1.6796154556103101e-16,3.2728518313428581e-32,1.3382334597119536e-05,0.12070096605180525,3.1546037988348503e-13,1.7684590782983538e-09,1.9726337864449466e-09,2.2712852368565691e-15,2.4449237079198005e-17,1.7432170092507156e-11
1.7964244471197273e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.072129972381840962,0.099986623416225745,0.039623798361885045,0.0,1.8366195060674179e-13,2.0748573878448036e-15,0.0,2.8382009055754221e-16,0.0,3.7648767953533573e-09,0.0,1.529597634232856e-19,3.1407054585794984e-26,1.7057744298156897e-11,0.0,0.0,1.6842712614194191e-16,3.3086847569868432e-32,1.3372801521070887e-05,0.12075240145149857,3.1574138042721895e-13,1.7724608845864384e-09,1.9748474919156165e-09,2.2813275336157763e-15,2.4563369330954582e-17,1.7513036549095368e-11
1.7993279472548943e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.072078652995088144,0.099986632923179872,0.039598133912860482,0.0,1.8464888723040098e-13,2.0828400819208027e-15,0.0,2.8489184087142491e-16,0.0,3.7711727650407987e-09,0.0,1.5324229650284393e-19,3.1638275164645267e-26,1.7145204816549368e-11,0.0,0.0,1.6889302733678396e-16,3.3448421627773722e-32,1.3363288183222422e-05,0.12080373034529468,3.1602194247447514e-13,1.7764632813127249e-09,1.9770582733002514e-09,2.2913933195766489e-15,2.4677795325681426e-17,1.7594120297491595e-11
1.8019410973765444e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.07203255628943929,0.099986641462620193,0.039575081288361222,0.0,1.8553997933728155e-13,2.0900367849034286e-15,0.0,2.8585804341671764e-16,0.0,3.7768373341009144e-09,0.0,1.5349653037263219e-19,3.1847450875825015e-26,1.7224154476657991e-11,0.0,0.0,1.6931261175911018e-16,3.377663166540054e-32,1.3354742999115518e-05,0.12084983559046436,3.1627407427365853e-13,1.7800659349940727e-09,1.9790454842896481e-09,2.3004726070456544e-15,2.4781029890056938e-17,1.7667281547139663e-11
