Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),CH3OO(77),C2H6X(52),C2H4(47),H2X(49),C2H4X(65)
1.4454561551123127e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32919630001327865,0.11291193433241166,0.021512858740016721,0.0,4.1686127567489167e-07,1.4284976481363131e-06,0.0,7.3247465203876569e-10,0.0,1.2352966467654173e-05,2.308820846995332e-21,1.3081326492090722e-08,6.41930385308907e-17,1.6507128051565246e-11,0.0,0.0,3.1605950014146237e-09,1.1891638188134208e-16,0.0057456731050651516,0.00261695734755894,2.0861329225858116e-09,3.6388266109029935e-08,8.5732877093532652e-06,2.2492356649264963e-11,2.0546899851957902e-09,1.870569270198665e-12,4.732154200898669e-20,2.0947626190754513e-08,3.559152208856489e-23
1.4514964342645489e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32918593954503311,0.11291200493110448,0.021507609795263283,0.0,4.2494566353376712e-07,1.4493883309028455e-06,0.0,7.4701731118670172e-10,0.0,1.2449606170857897e-05,2.3959539553716458e-21,1.314542218269275e-08,6.5852518454962055e-17,1.6810767623021359e-11,0.0,0.0,3.2017171160545064e-09,1.2243382152815768e-16,0.0057455058121288951,0.0026274467722412088,2.0956144734488582e-09,3.6695663460919505e-08,8.610995692615606e-06,2.2915910689107328e-11,2.0702850254015883e-09,1.9079184263456804e-12,4.872277127016653e-20,2.1258802716796975e-08,3.6643134804885681e-23
1.457536713416785e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32917558297220606,0.11291207555183333,0.021502362461358008,0.0,4.3313768851321653e-07,1.4704416082303251e-06,0.0,7.6178791882890866e-10,0.0,1.2546600721107801e-05,2.4860332454227934e-21,1.320948567771096e-08,6.7548708904634974e-17,1.7118449736444881e-11,0.0,0.0,3.2431320105575762e-09,1.2604202583558213e-16,0.0057453381417890675,0.0026379328667470903,2.1051038693487125e-09,3.7003498581796786e-08,8.6485129044900497e-06,2.3344853306134569e-11,2.0859315568977447e-09,1.9458559176347935e-12,5.0160196509046514e-20,2.1572460418378614e-08,3.7721845779320746e-23
1.4635769925690211e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32916523027718292,0.11291214617765778,0.021497116737612568,0.0,4.4143796454610479e-07,1.4916569220053785e-06,0.0,7.7678909246368657e-10,0.0,1.2643949851028522e-05,2.5791468672930178e-21,1.3273514579335992e-08,6.9282285052749819e-17,1.7430205241026201e-11,0.0,0.0,3.2848392317356988e-09,1.2974299899605034e-16,0.0057451701112483334,0.0026484156318515753,2.1146011016239703e-09,3.7311759719373008e-08,8.6858390018614912e-06,2.3779211341455269e-11,2.101629495330272e-09,1.9843885233930011e-12,5.1634617828941384e-20,2.1888591198451373e-08,3.8828252281137527e-23
1.4696172717212573e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32915488144301336,0.11291221679234549,0.021491872623339587,0.0,4.4984710014673521e-07,1.5130336995385144e-06,0.0,7.9202346850178594e-10,0.0,1.2741653293314999e-05,2.6753852661009435e-21,1.3337506506304524e-08,7.1053931907151047e-17,1.7746065003324352e-11,0.0,0.0,3.3268383112228507e-09,1.335387819933402e-16,0.0057450017370011342,0.0026588950683331305,2.1241061616656157e-09,3.7620435276885262e-08,8.7229736820235011e-06,2.4219011348333675e-11,2.11737875642485e-09,2.0235230719011653e-12,5.3146850036962438e-20,2.2207186726335793e-08,3.9962962516305093e-23
1.4756575508734934e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32914453645338282,0.11291228738034302,0.021486630117852519,0.0,4.5836569840409724e-07,1.534571353872837e-06,0.0,8.0749370231816458e-10,0.0,1.2839710780735007e-05,2.77484123269063e-21,1.3401459094318885e-08,7.286434441394972e-17,1.8066059906949179e-11,0.0,0.0,3.369128765756152e-09,1.3743145313742452e-16,0.00574483303486283,0.0026693711769737432,2.1336190409118229e-09,3.7929513814175417e-08,8.759916682065872e-06,2.4664279595067998e-11,2.13317925598718e-09,2.063266440524587e-12,5.4697722858024224e-20,2.2528238442397528e-08,4.1126595785565844e-23
1.4816978300257296e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32913419529258547,0.11291235792674806,0.021481389220465726,0.0,4.6699435697758979e-07,1.556269284093689e-06,0.0,8.2320246830357876e-10,0.0,1.293812204613148e-05,2.8776099553010669e-21,1.3465369996454279e-08,7.471422756140751e-17,1.839022085227243e-11,0.0,0.0,3.4117100974569648e-09,1.4142312860492665e-16,0.0057446640199976303,0.0026798439585589682,2.1431397308451866e-09,3.8238984048263928e-08,8.7966677782556657e-06,2.511504206573447e-11,2.1490309099033283e-09,2.1036255558431217e-12,5.6288081151096213e-20,2.2851737562745983e-08,4.2319782644732353e-23
1.4877381091779657e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32912385794549742,0.11291242841728248,0.021476149930494372,0.0,4.7573366809506971e-07,1.5781268756390329e-06,0.0,8.3915245991600481e-10,0.0,1.3036886822424704e-05,2.9837890721669036e-21,1.3529236883553622e-08,7.6604296484443032e-17,1.8718578756165982e-11,0.0,0.0,3.4545817941119477e-09,1.455159629852127e-16,0.0057444947069453947,0.002690313413877969,2.1526682229935696e-09,3.8548834853822959e-08,8.8332267854120625e-06,2.5571324458954132e-11,2.1649336341400329e-09,2.1446073937808387e-12,5.7918785127713006e-20,2.3177675083952052e-08,4.354316506651706e-23
1.493778388330202e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32911352439755226,0.11291249883826668,0.021470912247254462,0.0,4.8458421855330745e-07,1.6001435006103529e-06,0.0,8.5534638973189949e-10,0.0,1.3136004842614348e-05,3.0934787250632898e-21,1.3593057444610004e-08,7.8535276569761381e-17,1.9051164551769475e-11,0.0,0.0,3.4977433294539203e-09,1.4971214983215451e-16,0.0057443251096473196,0.0027007795437235509,2.1622045089245025e-09,3.8859055264067582e-08,8.8695935562747509e-06,2.6033152191790753e-11,2.1808873447449789e-09,2.1862189797352138e-12,5.9590710572756314e-20,2.3506041787781496e-08,4.4797396603447004e-23
1.499818667482438e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32910319463471632,0.11291256917659505,0.021465676170062804,0.0,4.9354658972079765e-07,1.6223185180838852e-06,0.0,8.7178698949728861e-10,0.0,1.3235475839781372e-05,3.2067816138078484e-21,1.3656829387136868e-08,8.0507903561607119e-17,1.9388009188285722e-11,0.0,0.0,3.5411941634424128e-09,1.54013922221597e-16,0.0057441552414705605,0.0027112423488921994,2.1717485802414974e-09,3.9169634471062711e-08,8.9057679808673785e-06,2.65005504014527e-11,2.1968919578470638e-09,2.2284673887058708e-12,6.1304749067522552e-20,2.3836828245940974e-08,4.6083142553182228e-23
1.5058589466346742e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32909286864346643,0.11291263941971219,0.021460441698236975,0.0,5.026213575427059e-07,1.6446512744219869e-06,0.0,8.88477010178694e-10,0.0,1.3335299547089753e-05,3.3238030517329232e-21,1.3720550437525833e-08,8.2522923668142516e-17,1.9729143630800761e-11,0.0,0.0,3.584933742543762e-09,1.5842355331456342e-16,0.0057439851152318545,0.0027217018301841029,2.1813004285867499e-09,3.948056182579898e-08,8.9417499858565704e-06,2.6973543942800873e-11,2.2129473896566303e-09,2.2713597454228566e-12,6.3061808215089248e-20,2.4170024824833483e-08,4.7401080125520516e-23
1.5118992257869103e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3290825464107674,0.11291270955559041,0.021455208831095345,0.0,5.1180909254807062e-07,1.6671411035844466e-06,0.0,9.0541922201389011e-10,0.0,1.3435475697788112e-05,3.4446510221413488e-21,1.3784218341392329e-08,8.458109366845043e-17,2.0074598860132157e-11,0.0,0.0,3.6289615000106383e-09,1.6294335692623282e-16,0.0057438147432201658,0.0027321579884031846,2.1908600456352777e-09,3.9791826838927796e-08,8.9775395339056902e-06,2.7452157393254795e-11,2.2290535564656723e-09,2.3149032244744636e-12,6.4862811867994319e-20,2.4505621690320208e-08,4.8751898610211301e-23
1.5179395049391465e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32907222792405083,0.11291277957270797,0.02144997756795702,0.0,5.2111035985924903e-07,1.6897873274395546e-06,0.0,9.2261641456249809e-10,0.0,1.3536004025211161e-05,3.5694362357591482e-21,1.3847830863909003e-08,8.6683181020163938e-17,2.0424405872704041e-11,0.0,0.0,3.6732768561608819e-09,1.675756881007229e-16,0.0057436441372183894,0.0027426108243571203,2.2004274230896086e-09,4.0103419180850656e-08,9.013136623025149e-06,2.7936415056091435e-11,2.2452103746480194e-09,2.3591050504345893e-12,6.6708700358241229e-20,2.4843608812485813e-08,5.0136299547350924e-23
1.5239797840913826e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32906191317119537,0.11291284946002818,0.021444747908141857,0.0,5.30525719203294e-07,1.712589256074751e-06,0.0,9.4007139675641148e-10,0.0,1.3636884262781048e-05,3.6982721891986306e-21,1.3911385790126992e-08,8.8829963967722232e-17,2.0778595680443972e-11,0.0,0.0,3.717879218655512e-09,1.7232294369171306e-16,0.005743473308524173,0.0027530603388573587,2.2100025526848641e-09,4.0415328681357015e-08,9.0485412859200273e-06,2.8426340955972879e-11,2.2614177606595051e-09,2.4039724979896439e-12,6.8600430729643994e-20,2.5183975970404147e-08,5.1554996899720852e-23
1.5300200632436187e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32905160214050694,0.11291291920697961,0.02143951985097042,0.0,5.4005572492541243e-07,1.7355461881066762e-06,0.0,9.5778699695005659e-10,0.0,1.3738116144008554e-05,3.8312752244455702e-21,1.3974880925285141e-08,9.1022231651254719e-17,2.113719931070666e-11,0.0,0.0,3.7627679827758125e-09,1.7718756294894039e-16,0.0057433022679698785,0.0027635065327191368,2.2195854261830312e-09,4.0727545330230554e-08,9.0837535893336144e-06,2.8921958844654177e-11,2.2776756310380998e-09,2.4495128920649919e-12,7.0538976972525799e-20,2.5526712756901602e-08,5.3008717225559521e-23
1.536060342395855e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32904129482070077,0.11291298880343677,0.021434293395763991,0.0,5.4970092600458295e-07,1.7586574109904484e-06,0.0,9.7576606297048712e-10,0.0,1.3839699402494157e-05,3.968564589384164e-21,1.4038314095107178e-08,9.3260784216093097e-17,2.1500247806223889e-11,0.0,0.0,3.8079425316993692e-09,1.8217202811060407e-16,0.0057431310259417187,0.0027739494067614912,2.2291760353649705e-09,4.1040059277192946e-08,9.1187736333887553e-06,2.942329220692378e-11,2.2939839024040346e-09,2.4957336079509416e-12,7.2525330260784191e-20,2.5871808583315248e-08,5.4498199854065208e-23
1.542100621548091e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32903099120088308,0.11291305823970187,0.021429068541844551,0.0,5.5946186607087691e-07,1.7819222013279993e-06,0.0,9.9401146216731211e-10,0.0,1.3941633771928981e-05,4.1102624993737073e-21,1.4101683146086989e-08,9.5546432922912752e-17,2.1867772225072944e-11,0.0,0.0,3.8534022367749444e-09,1.8727886500171041e-16,0.0057429595923981043,0.0027843889618072684,2.2387743720384745e-09,4.1352860831048511e-08,9.1536015509283733e-06,2.9930364253276116e-11,2.310342491459893e-09,2.5426420714282815e-12,7.4560499191337318e-20,2.6219252684243044e-08,5.6024197063248391e-23
1.5481409007003272e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32902069127053457,0.11291312750648719,0.021423845288534759,0.0,5.6933908342466748e-07,1.8053398251753151e-06,0.0,1.0125260814624581e-09,0.0,1.404391898609562e-05,4.2564941998909451e-21,1.4164985945762034e-08,9.7880000258503827e-17,2.2239803640670233e-11,0.0,0.0,3.8991464577960964e-09,1.925106436383945e-16,0.0057427879768872482,0.0027948251986831324,2.2483804280333985e-09,4.166594046017838e-08,9.188237506852973e-06,3.0443197925844788e-11,2.326751314990692e-09,2.5902457588933497e-12,7.6645510025964263e-20,2.6569034122283452e-08,5.7587474257729171e-23
1.5541811798525633e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32901039501949408,0.11291319659489821,0.021418623635157952,0.0,5.7933311105793721e-07,1.8289095383484076e-06,0.0,1.0313128273997667e-09,0.0,1.4146554778868821e-05,4.4073880302522647e-21,1.4228220382974981e-08,1.0026232004717328e-16,2.2616373141791328e-11,0.0,0.0,3.9451745432734187e-09,1.9786997883825078e-16,0.0057426161885640297,0.0028052581182195641,2.2579941951895387e-09,4.1979288792441608e-08,9.2226816974569512e-06,3.0961815908596307e-11,2.3432102898639322e-09,2.6385521974826515e-12,7.8781406935553511e-20,2.6921141792761808e-08,5.9188810149343325e-23
1.5602214590047995e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32900010243794298,0.11291326549641742,0.021413403581038111,0.0,5.8944447667706107e-07,1.852630586727872e-06,0.0,1.0503746261944221e-09,0.0,1.4249540884216085e-05,4.5630754884299887e-21,1.4291384368123704e-08,1.0269423756277778e-16,2.2997511832605498e-11,0.0,0.0,3.9914858307053084e-09,2.0335953083670811e-16,0.0057424442362061711,0.0028156877212508649,2.2676156653681972e-09,4.229289661375697e-08,9.2569343497661017e-06,3.1486240616185547e-11,2.3597193330296362e-09,2.687568965197023e-12,8.0969252246772991e-20,2.7275564428441029e-08,6.0828996940713939e-23
1.5662617381570356e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32898981351639039,0.11291333420288883,0.021408185125499878,0.0,5.9967370272723354e-07,1.8765022065618902e-06,0.0,1.0697144237822177e-09,0.0,1.4352877036198134e-05,4.7236912969771365e-21,1.4354475833399674e-08,1.0517660964138918e-16,2.3383250832733576e-11,0.0,0.0,4.0380796468471631e-09,2.089820059094827e-16,0.0057422721282297511,0.0028261140086151557,2.2772448304494892e-09,4.2606754868479405e-08,9.2909957208730591e-06,3.2016494198894107e-11,2.3762783615203639e-09,2.7373036910253345e-12,8.3210126691175669e-20,2.7632290604214071e-08,6.2508840508162143e-23
1.5723020173092718e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32897952824565913,0.11291340270650314,0.021402968267868534,0.0,6.10021306418988e-07,1.9005236247675095e-06,0.0,1.0893351858686538e-09,0.0,1.445656296896925e-05,4.8893734700751937e-21,1.441749273301486e-08,1.0771030479459237e-16,2.377362127733315e-11,0.0,0.0,4.0849553079789268e-09,2.1474015700114306e-16,0.0057420998727040788,0.0028365369811543697,2.2868816823141005e-09,4.2920854659403891e-08,9.3248660972722538e-06,3.2552598559445662e-11,2.3928872924512126e-09,2.7877640550677343e-12,8.5505129656754124e-20,2.7991308741775807e-08,6.4229160587363048e-23
1.578342296461508e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32896924661687177,0.1129134709997833,0.021397753007469975,0.0,6.2048779975595417e-07,1.924694059230081e-06,0.0,1.1092398979778684e-09,0.0,1.4560598416777543e-05,5.0602633817195123e-21,1.4480433043417326e-08,1.1029620332341694e-16,2.4168654317193977e-11,0.0,0.0,4.1321121201708459e-09,2.2063678435982193e-16,0.005741927477365948,0.0028469566397142467,2.2965262128587122e-09,4.3235187245701467e-08,9.3585457941981864e-06,3.309457533715855e-11,2.4095460430197957e-09,2.8389577886584456e-12,8.7855379441958147e-20,2.835260711427208e-08,6.5990790962866311e-23
1.584382575613744e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32895896862143803,0.11291353907557111,0.021392539343630709,0.0,6.3107368956396358e-07,1.9490127191007215e-06,0.0,1.1294315655014046e-09,0.0,1.4664983113965091e-05,5.2365058350571562e-21,1.4543294763495495e-08,1.1293519743290304e-16,2.4568381118853845e-11,0.0,0.0,4.1795493795474022e-09,2.2667473617810892e-16,0.0057417549496333129,0.0028573729851443254,2.3061784139976292e-09,4.3549744043135153e-08,9.3920351549626193e-06,3.364244590961947e-11,2.4262545305062007e-09,2.8908926744880995e-12,9.0262013512188871e-20,2.8716173850923511e-08,6.779457965624405e-23
1.5904228547659802e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32894869425104201,0.11291360692701391,0.021387327275677884,0.0,6.4177947752228965e-07,1.9734788050916506e-06,0.0,1.1499132137468087e-09,0.0,1.4769716794967979e-05,5.4182491328920297e-21,1.4606075914771318e-08,1.1562819134730207e-16,2.4972832864744321e-11,0.0,0.0,4.22726637254931e-09,2.3285690924015805e-16,0.0057415822966183994,0.0028677860182979294,2.3158382776358305e-09,4.3864516624366052e-08,9.4253345502915296e-06,3.4196231419441004e-11,2.4430126722729388e-09,2.9435765467256099e-12,9.2726188758783425e-20,2.908199694162207e-08,6.9641389116678994e-23
1.5964631339182164e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32893842349763047,0.11291367454755197,0.021382116802939208,0.0,6.5260566019591957e-07,1.9980915097692851e-06,0.0,1.1706878879860668e-09,0.0,1.4874799194316239e-05,5.6056451493724071e-21,1.4668774541582411e-08,1.1837610142591307e-16,2.5382040753341704e-11,0.0,0.0,4.2752623761934685e-09,2.391862495750453e-16,0.0057414095251402822,0.0028781957400321554,2.3255057956881478e-09,4.4179496716154426e-08,9.4584443776676757e-06,3.4755952753227778e-11,2.4598203857648723e-09,2.9970172911396013e-12,9.5249081760503797e-20,2.9450064241498212e-08,7.1532096416683376e-23
1.6025034130704525e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32892815635340145,0.11291374193090671,0.021376907924742995,0.0,6.6355272906877297e-07,2.0228500178450018e-06,0.0,1.1917586535038686e-09,0.0,1.4980230046633702e-05,5.7988494028759431e-21,1.4731388711253257e-08,1.2117985627955542e-16,2.5796035999334443e-11,0.0,0.0,4.3235366583308502e-09,2.4566575311640943e-16,0.0057412366417369208,0.0028886021512078558,2.3351809600885806e-09,4.4494676199312668e-08,9.4913650606731864e-06,3.5321630536092638e-11,2.4766775885091252e-09,3.0512228452193723e-12,9.7831889047543502e-20,2.9820363475456585e-08,7.3467593445668294e-23
1.6085436922226886e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32891789281079298,0.11291380907106878,0.021371700640418149,0.0,6.7462117057917794e-07,2.0477535064633878e-06,0.0,1.2131285956457106e-09,0.0,1.5086009086637761e-05,5.9980211301075404e-21,1.4793916514255702e-08,1.2404039688767866e-16,2.6214849833824744e-11,0.0,0.0,4.3720884779021887e-09,2.5229846636841192e-16,0.005741063652676741,0.0028990052526896215,2.3448637627513896e-09,4.4810047109580799e-08,9.5240970483314858e-06,3.5893285172781694e-11,2.4935841981149808e-09,3.106201198295405e-12,1.0047582736806636e-19,3.0192882242678308e-08,7.544878710526338e-23
1.6145839713749248e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32890763286247365,0.11291387596228732,0.021366494949294133,0.0,6.8581146615621781e-07,2.072801145487925e-06,0.0,1.2348008198658295e-09,0.0,1.5192136049139015e-05,6.2033233614254348e-21,1.4856356064358748e-08,1.2695867671610989e-16,2.663851350453029e-11,0.0,0.0,4.42091708519144e-09,2.5908748707804969e-16,0.005740890563969695,0.0029094050453457639,2.3545541955930708e-09,4.5125601634010506e-08,9.5566408144574005e-06,3.6470936821958436e-11,2.5105401322737643e-09,3.1619603916594194e-12,1.0318213395729072e-19,3.0567608021088077e-08,7.7476599511492216e-23
1.620624250527161e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32889737650133138,0.11291394259905906,0.021361290850700976,0.0,6.971240922564927e-07,2.0979920977839888e-06,0.0,1.2567784517749733e-09,0.0,1.5298610669040866e-05,6.4149229974111139e-21,1.4918705498767865e-08,1.2993566183543955e-16,2.7067058275996083e-11,0.0,0.0,4.4700217220768855e-09,2.6603596491385448e-16,0.0057407173813778982,0.0029198015300482914,2.3642522505543871e-09,4.5441332110462351e-08,9.5889968570085846e-06,3.7054605377265154e-11,2.52754530875871e-09,3.2185085186839685e-12,1.0595206680913359e-19,3.0944528171784064e-08,7.9551968194040947e-23
1.626664529679397e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32888712372046508,0.11291400897611829,0.021356088343969282,0.0,7.0855952040333453e-07,2.1233255194990434e-06,0.0,1.279064637187998e-09,0.0,1.5405432681339026e-05,6.6329908866987218e-21,1.4980962978253943e-08,1.3297233104004617e-16,2.7500515429847496e-11,0.0,0.0,4.5194016222798927e-09,2.7314710215101512e-16,0.0057405441104258215,0.0029301947076728866,2.3739579195456754e-09,4.575723102939902e-08,9.6211656974351851e-06,3.7644310528377144e-11,2.544599645424814e-09,3.2758537249415846e-12,1.0878690495042743e-19,3.1323629943429155e-08,8.1675846296007368e-23
1.6327048088316332e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32887687451317454,0.11291407508842706,0.021350887428430183,0.0,7.2011821722683692e-07,2.1488005603399236e-06,0.0,1.3016625421713085e-09,0.0,1.5512601821120851e-05,6.8577019050798046e-21,1.5043126687271993e-08,1.3606967596776092e-16,2.793891626503842e-11,0.0,0.0,4.5690560116111904e-09,2.8042415436295554e-16,0.0057403707564100516,0.00294058457909888,2.3836711944691171e-09,4.6073291029401561e-08,9.6531478800401943e-06,3.8240071733064937e-11,2.5617030602086732e-09,3.3340042083234614e-12,1.1168794871772499e-19,3.1704900476601557e-08,8.384920278277629e-23
1.6387450879838694e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32886662887295243,0.11291414093116577,0.021345688103415368,0.0,7.3180064450357753e-07,2.1744163638471867e-06,0.0,1.3245753530901232e-09,0.0,1.5620117823564788e-05,7.0892350358993401e-21,1.5105194834069764e-08,1.3922870122017209e-16,2.8382292098099922e-11,0.0,0.0,4.6189841082146403e-09,2.8787043111940512e-16,0.0057401973244086638,0.0029509711452092302,2.3933920672608055e-09,4.6389504895886474e-08,9.6849439713432031e-06,3.8841908175096682e-11,2.5788554711283126e-09,3.3929682191576799e-12,1.1465652003670492e-19,3.2088326808103519e-08,8.6073022647405299e-23
1.6447853671361055e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32885638679347562,0.11291420649972427,0.021340490368257074,0.0,7.4360725919905934e-07,2.2001720676663554e-06,0.0,1.3478062766555765e-09,0.0,1.5727980423939585e-05,7.3277734517591802e-21,1.5167165650786467e-08,1.42450424483571e-16,2.8830674263440301e-11,0.0,0.0,4.6691851228084306e-09,2.9548929669099284e-16,0.0057400238192902055,0.002961354406890486,2.4031205298160598e-09,4.6705865564256452e-08,9.7165545594400915e-06,3.9449838851678459e-11,2.5960567962830061e-09,3.4527540603269801e-12,1.1769396270419223e-19,3.2473895875226313e-08,8.8348307114381219e-23
1.6508256462883417e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32884614826859732,0.1129142717896931,0.021335294222288047,0.0,7.5553851351109709e-07,2.2260668038159855e-06,0.0,1.3713585399716563e-09,0.0,1.5836189357603428e-05,7.573504597545072e-21,1.5229037393541651e-08,1.4573587665053893e-16,2.9284094113636275e-11,0.0,0.0,4.719658258923644e-09,3.0328417076040463e-16,0.0057398502457223022,0.0029717343650327616,2.4128565740070069e-09,4.7022366114569716e-08,9.7479802533760326e-06,4.0063882549237277e-11,2.6133069538530733e-09,3.5133700873860826e-12,1.2080164267280843e-19,3.2861594519970302e-08,9.0676073855387499e-23
1.6568659254405778e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32883591329233985,0.11291433679685541,0.021330099664841576,0.0,7.6759485491191063e-07,2.2520996989525698e-06,0.0,1.3952353905819679e-09,0.0,1.5944744360003152e-05,7.8266202747936975e-21,1.5290808342514461e-08,1.4908610194217635e-16,2.9742583019710102e-11,0.0,0.0,4.7704027131401355e-09,3.1125852914013325e-16,0.0057396766081799248,0.0029821110205297111,2.4226001917549734e-09,4.7338999768967493e-08,9.7792216825248699e-06,4.0684057763836825e-11,2.6306058620996698e-09,3.5748247086785405e-12,1.2398094833826365e-19,3.3251409493218602e-08,9.3057357201422093e-23
1.662906204592814e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32882568185888639,0.11291440151717898,0.021324906695251465,0.0,7.7977672619324971e-07,2.278269874632087e-06,0.0,1.4194400965163396e-09,0.0,1.6053645166673246e-05,8.0873167274162043e-21,1.5352476802013451e-08,1.5250215803097497e-16,3.0206172371472123e-11,0.0,0.0,4.8214176753196823e-09,3.1941590449686024e-16,0.0057395029109533037,0.0029924843742784877,2.4323513749317198e-09,4.7655759896716849e-08,9.8102794959609747e-06,4.1310382821618577e-11,2.6479534393645691e-09,3.6371263854531462e-12,1.2723329082930633e-19,3.3643327458862947e-08,9.5493208350009661e-23
1.66894648374505e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32881545396257505,0.11291446594680853,0.021319715312852039,0.0,7.9208456551289097e-07,2.3045764475681445e-06,0.0,1.4439759463372548e-09,0.0,1.6162891513234809e-05,8.3557947287948341e-21,1.5414041100537022e-08,1.5598511616433268e-16,3.0674893577852856e-11,0.0,0.0,4.8727023288363634e-09,3.2775988708250152e-16,0.0057393291581555204,0.0030028544271797119,2.442110115363515e-09,4.7972640008187837e-08,9.8411543618466059e-06,4.1942875870021283e-11,2.6653496040699391e-09,3.7002836319798741e-12,1.3056010430034377e-19,3.403733499788077e-08,9.7984695587938968e-23
1.6749867628972862e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32880522959789166,0.1129145300820586,0.021314525516978124,0.0,8.0451880643852306e-07,2.33101852988676e-06,0.0,1.4688462491861165e-09,0.0,1.6272483135394551e-05,8.6322596702694908e-21,1.5475499590824719e-08,1.5953606128871265e-16,3.1148778067199522e-11,0.0,0.0,4.9242558508040729e-09,3.3629412547195308e-16,0.005739155353729793,0.0030132211801374453,2.4518764049478178e-09,4.8289633750230948e-08,9.8718469668303502e-06,4.2581554740417356e-11,2.682794274718097e-09,3.7643050156653626e-12,1.3396284622674661e-19,3.4433418612361969e-08,1.0053290451100015e-22
1.6810270420495224e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32879500875946382,0.11291459391940641,0.021309337306965059,0.0,8.1707987799494834e-07,2.3575952293776061e-06,0.0,1.4940543348293531e-09,0.0,1.6382419768943611e-05,8.9169216510311105e-21,1.5536850649899516e-08,1.6315609217444685e-16,3.1627857287655931e-11,0.0,0.0,4.9760774123012205e-09,3.4502232730757075e-16,0.0057389815014564499,0.0030235846340591474,2.4616502355274782e-09,4.8606734913728435e-08,9.9023580154329339e-06,4.3226437106738721e-11,2.7002873698912531e-09,3.8291991571679637e-12,1.3744299770285316e-19,3.4831564729484716e-08,1.0313893823397328e-22
1.6870673212017585e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32878479144205447,0.1129146574554853,0.021304150682148672,0.0,8.2976820471355235e-07,2.3843056497416212e-06,0.0,1.5196035537043432e-09,0.0,1.6492701149756369e-05,9.209995569438894e-21,1.5598092679101259e-08,1.6684632154118388e-16,3.2112162707535561e-11,0.0,0.0,5.0281661785925091e-09,3.5394826005041953e-16,0.0057388076049596322,0.0030339447898556351,2.4714315988667275e-09,4.8923937427262482e-08,9.9326882294500881e-06,4.3877540512921841e-11,2.7178288082512651e-09,3.8949747305122967e-12,1.4100206374268582e-19,3.523175970543881e-08,1.0580391762020728e-22
