Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),CH3OO(77),C2H6X(52),C2H4(47),H2X(49),C2H4X(65)
4.359079055883032e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32457875191239677,0.11290958496292143,0.019156191198798599,0.0,2.1980835997778002e-05,1.7895465573175546e-05,0.0,1.3323234429822753e-07,0.0,9.5269871915955383e-05,5.8090744673368481e-17,2.956921378378411e-08,7.2156087449692389e-14,1.2727704830972134e-09,0.0,0.0,4.3207674202402051e-08,3.7981621012804826e-13,0.0056648212233961466,0.0073085180026902464,7.4064792095590009e-09,1.8033028191384713e-07,1.5015101115846376e-05,1.0593151869861251e-09,1.4139890836948846e-08,3.4349911001358362e-10,1.5198113689652005e-16,2.678208256823717e-07,1.1208439076639352e-19
4.3734903501926696e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32455765232237038,0.11290939380904977,0.01914535251865724,0.0,2.2186584623313875e-05,1.7970098789280158e-05,0.0,1.3529207187422166e-07,0.0,9.5836504766276122e-05,5.9887151181967507e-17,2.9595127547930472e-08,7.3694244948689179e-14,1.2880551846585826e-09,0.0,0.0,4.3449739501688127e-08,3.8922875079516834e-13,0.005664441493692671,0.0073299885699119613,7.4357375232309442e-09,1.8095552611921229e-07,1.5022075119317076e-05,1.0689539152818832e-09,1.4215992100521558e-08,3.4880083771454148e-10,1.5574909045599674e-16,2.6892988733999979e-07,1.1485458111898318e-19
4.384861161880732e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32454101558644655,0.11290924188469464,0.019136805895947753,0.0,2.2349623714478735e-05,1.8028807311427023e-05,0.0,1.3693454196515974e-07,0.0,9.6284511716964404e-05,6.1339162995545194e-17,2.9615365506844278e-08,7.4927130132756381e-14,1.3002041380135952e-09,0.0,0.0,4.3640748662971542e-08,3.9679663409144241e-13,0.005664142022314949,0.0073469179526991432,7.4588387363723184e-09,1.8144803444953027e-07,1.5027499855926417e-05,1.0765898800442424e-09,1.4276111212241107e-08,3.5302837854591568e-10,1.5877862966640765e-16,2.6980219216597759e-07,1.170817295593296e-19
4.396231973568794e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32452438879238149,0.11290908899169867,0.019128263963782543,0.0,2.2513279022300612e-05,1.8087357738977271e-05,0.0,1.3859238174750087e-07,0.0,9.6733330010597934e-05,6.2822324032637859e-17,2.9635420822078058e-08,7.6177197455225328e-14,1.3124318886407546e-09,0.0,0.0,4.3831768403001293e-08,4.0449095307850802e-13,0.0056638426772594062,0.0073638373386619455,7.4819538365497072e-09,1.8193981631670442e-07,1.5032856330934376e-05,1.0842529873928594e-09,1.4336294881504574e-08,3.5729532892431725e-10,1.6185880465770016e-16,2.7067204792838198e-07,1.1934595786697552e-19
4.4076027852568563e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32450777193249891,0.11290893513153344,0.019119726718719105,0.0,2.2677550108839869e-05,1.8145749602982466e-05,0.0,1.4026569077302581e-07,0.0,9.7182958028547598e-05,6.4337214166846401e-17,2.9655294681706258e-08,7.7444636818022487e-14,1.324738701228681e-09,0.0,0.0,4.4022796628613469e-08,4.123134673506157e-13,0.0056635434584735803,0.0073807467351268202,7.5050827835514887e-09,1.824308707664892e-07,1.5038144954207765e-05,1.0919432079068636e-09,1.439654275331129e-08,3.616019418808506e-10,1.6499032043569674e-16,2.7153944783741284e-07,1.2164777965971943e-19
4.4189735969449185e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32449116499912628,0.11290878030566855,0.019111194157318375,0.0,2.2842436530225117e-05,1.8203982442656804e-05,0.0,1.4195456892622468e-07,0.0,9.7633394153625217e-05,6.5884422381573258e-17,2.9674988264947203e-08,7.8729639642070316e-14,1.337124840266467e-09,0.0,0.0,4.4213831258335027e-08,4.2026595592019588e-13,0.0056632443659049483,0.0073976461494192824,7.5282255372452749e-09,1.8292119686561791e-07,1.5043366132987296e-05,1.0996605119490541e-09,1.4456854473434297e-08,3.659484712688242e-10,1.6817388979004338e-16,2.7240438522822657e-07,1.2398771418464655e-19
4.430344408632981e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32447456798459406,0.11290862451557147,0.019102666276144695,0.0,2.3007937836701315e-05,1.8262055805318336e-05,0.0,1.4365911642400926e-07,0.0,9.8084636770085911e-05,6.7464546885698369e-17,2.9694502742241448e-08,8.0032398874227467e-14,1.3495905700410568e-09,0.0,0.0,4.4404870222359732e-08,4.2835021737294639e-13,0.0056629453995009141,0.0074145355888638525,7.5513820575626041e-09,1.8341079370120385e-07,1.5048520271913097e-05,1.1074048696568926e-09,1.4517229688419487e-08,3.7033517176285819e-10,1.7141023335640977e-16,2.73266853560013e-07,1.263662863624457e-19
4.441715220321043e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32445798088123651,0.11290846776270771,0.019094143071765816,0.0,2.3174053572678434e-05,1.831996924633076e-05,0.0,1.4537943381542025e-07,0.0,9.8536684263629773e-05,6.9078195231112059e-17,2.9713839275329008e-08,8.1353108994228407e-14,1.3621361546347151e-09,0.0,0.0,4.459591146252373e-08,4.3656807002415104e-13,0.0056626465592088194,0.0074314150607840282,7.5745523045194779e-09,1.8389966038059698e-07,1.5053607773046827e-05,1.1151762509327724e-09,1.4577668045584602e-08,3.7476229885797652e-10,1.7470007967918365e-16,2.7412684641507952e-07,1.2878402683219258e-19
4.453086032009105e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32444140368139157,0.11290831004854071,0.019085624540752914,0.0,2.3340783276780073e-05,1.83777223290454e-05,0.0,1.4711562198133164e-07,0.0,9.8989535021403927e-05,7.0725984430901384e-17,2.9732999017326097e-08,8.269196602162077e-14,1.374761857922473e-09,0.0,0.0,4.4786952932280944e-08,4.4492135207539834e-13,0.0056623478449759363,0.0074482845725022413,7.597736238210834e-09,1.843877960312292e-07,1.5058629035893942e-05,1.1229746254506543e-09,1.4638169193018296e-08,3.7923010886869461e-10,1.7804416527432578e-16,2.7498435749793999e-07,1.3124147199624672e-19
4.47582765538523e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32440827896160779,0.11290799174214029,0.019068601485126728,0.0,2.367608271520533e-05,1.8492745712577498e-05,0.0,1.5063601581753172e-07,0.0,9.9897639885479993e-05,7.4126501467214438e-17,2.977079269785173e-08,8.5424912617444563e-14,1.4002546750286108e-09,0.0,0.0,4.5169028432331024e-08,4.6204165755990701e-13,0.0056617507944765871,0.007481993744616923,7.6441450065677102e-09,1.8536187085555258e-07,1.5068474432112237e-05,1.1386522317751389e-09,1.4759358454895443e-08,3.8828880698693685e-10,1.8489804058203549e-16,2.7669190977067966e-07,1.3627765110350672e-19
4.498569278761355e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32437519376401652,0.11290766960803676,0.019051597081903519,0.0,2.4013832347054851e-05,1.8607122620283413e-05,0.0,1.5422111160490696e-07,0.0,0.00010080893848851165,7.7671227866581014e-17,2.9807892839158509e-08,8.8232837877859366e-14,1.4260711281170221e-09,0.0,0.0,4.5551080581552673e-08,4.7972624315276133e-13,0.0056611542475797543,0.0075156631637645016,7.6906080449535489e-09,1.863330115900635e-07,1.5078059606370819e-05,1.1544374415231885e-09,1.4880794674144548e-08,3.9751333298851774e-10,1.9197791324008378e-16,2.7838946242402268e-07,1.4147923188351298e-19
4.52131090213748e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32434214802744965,0.1129073436578636,0.019034611303774988,0.0,2.4354028277875319e-05,1.8720849840657719e-05,0.0,1.5787172830574516e-07,0.0,0.00010172341797997968,8.1365452599675801e-17,2.9844308363426882e-08,9.1117366099752107e-14,1.4522133204657186e-09,0.0,0.0,4.5933093423270032e-08,4.9799054648810434e-13,0.0056605582038612859,0.0075492928884820024,7.7371250369254486e-09,1.8730121196320729e-07,1.5087387665035562e-05,1.170330004066647e-09,1.5002475063135692e-08,4.0690576679674429e-10,1.9928996881581985e-16,2.8007696940134615e-07,1.4685071764797073e-19
4.544052525513605e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32430914169079667,0.11290701390322146,0.019017644123486981,0.0,2.4696666525194682e-05,1.8833924284512748e-05,0.0,1.6158869016232364e-07,0.0,0.00010264106553270774,8.5214627706185944e-17,2.9880048062023361e-08,9.4080146882413763e-14,1.4786833517932094e-09,0.0,0.0,4.6315051184268101e-08,5.1685033864073534e-13,0.0056599626628959917,0.0075828829772856257,7.7836956672624026e-09,1.8826646601154969e-07,1.5096461675725665e-05,1.1863296653295159e-09,1.5124396846485308e-08,4.1646820135674268e-10,2.0684052654203685e-16,2.8175438651524069e-07,1.5239670829029384e-19
4.56679414888973e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32427617469300679,0.11290668035567807,0.019000695513839389,0.0,2.5041743020025135e-05,1.8946342983190166e-05,0.0,1.6537282668669013e-07,0.0,0.00010356186834291849,8.9224372340801275e-17,2.9915120597802819e-08,9.7122855349063949e-14,1.5054833181796823e-09,0.0,0.0,4.6696938273959312e-08,5.3632172930557764e-13,0.005659367624257651,0.0076164334886695126,7.8303196219522971e-09,1.8922876807523425e-07,1.5105284667979451e-05,1.2024361678600382e-09,1.5246557261025781e-08,4.2620274260436497e-10,2.1463604139434002e-16,2.8342167141945395e-07,1.5812190176789807e-19
4.589535772265855e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32424324697308893,0.11290634302676814,0.018983765447686023,0.0,2.5389253608355023e-05,1.9058103086789928e-05,0.0,1.6922497265024354e-07,0.0,0.0001044858136302878,9.3400476890602017e-17,2.9949534507370714e-08,1.0024719236820746e-13,1.5326153119890772e-09,0.0,0.0,4.7078739283538172e-08,5.5642117202040762e-13,0.0056587730875190248,0.0076499444811045265,7.8769965881782049e-09,1.9018811279359932e-07,1.5113859633903932e-05,1.2186492509024097e-09,1.5368953555774738e-08,4.3611150943460485e-10,2.2268310618587994e-16,2.8507878358112155e-07,1.6403109559647182e-19
4.61227739564198e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32421035847011148,0.11290600192799335,0.018966853897934437,0.0,2.5739194052629128e-05,1.916920186241683e-05,0.0,1.7314596807311662e-07,0.0,0.00010541288863799628,9.7748907164868577e-17,2.9983298203305616e-08,1.0345488477480561e-13,1.5600814217920651e-09,0.0,0.0,4.7460438985124223e-08,5.7716546943197282e-13,0.0056581790522518532,0.0076834160130370343,7.9237262543050962e-09,1.9114449510077355e-07,1.5122189528809598e-05,1.2349686504676264e-09,1.5491582991904036e-08,4.4619663366952716e-10,2.3098845367950011e-16,2.8672568425328031e-07,1.7012918835626871e-19
4.635019019018105e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32417750912320437,0.11290565707082237,0.018949960837545844,0.0,2.6091560033217698e-05,1.9279636692445331e-05,0.0,1.7713665821335242e-07,0.0,0.00010634308063277854,1.02275808661074e-16,3.0016419976340653e-08,1.0674768559124462e-13,1.5878837322900557e-09,0.0,0.0,4.78420223308935e-08,5.9857177860738499e-13,0.005657585518026872,0.0077168481428877113,7.9705083098667637e-09,1.9209791022133603e-07,1.513027727182731e-05,1.251394099403632e-09,1.5614442842708499e-08,4.5646026002569343e-10,2.3955895871805831e-16,2.8836233644767886e-07,1.764211812109649e-19
4.65776064239423e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3241446988715585,0.11290530846669072,0.018933086239534949,0.0,2.6446347149874501e-05,1.9389405072802842e-05,0.0,1.8119789355587309e-07,0.0,0.00010727637690496943,1.0698751090905267e-16,3.0048907997503817e-08,1.1012737424808062e-13,1.6160243242402783e-09,0.0,0.0,4.8223474452198399e-08,6.2065761639151e-13,0.0056569924844138168,0.0077502409290503456,8.0173424455527171e-09,1.9304835366596558e-07,1.5138125746506296e-05,1.267925327464824e-09,1.5737530393574306e-08,4.6690454608107935e-10,2.4840164037320877e-16,2.8998870490788647e-07,1.8291217943928838e-19
4.680502265770355e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3241119276544272,0.11290495612700088,0.01891623007696986,0.0,2.6803550923183769e-05,1.9498504611270932e-05,0.0,1.8533052980124583e-07,0.0,0.00010821276476854755,1.1189053189316299e-16,3.0080770320218155e-08,1.1359575680454347e-13,1.6445052743818859e-09,0.0,0.0,4.8604780658676557e-08,6.4344086480963713e-13,0.0056563999509814302,0.00778359442989066,8.0642283531955487e-09,1.9399582122711468e-07,1.5145737801395262e-05,1.2845620613807512e-09,1.5860842941947057e-08,4.7753166224149491e-10,2.5752366411235968e-16,2.9160475608269391e-07,1.8960739397920755e-19
4.70324388914648e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32407919541112623,0.11290460006312208,0.018899392322971928,0.0,2.71631667959955e-05,1.9606933025803745e-05,0.0,1.8953542785425184e-07,0.0,0.00010915223156117657,1.1699158255223609e-16,3.0112014882362595e-08,1.1715466616878159e-13,1.6733286553630317e-09,0.0,0.0,4.8985926437348736e-08,6.669397765147068e-13,0.005655807917297479,0.0078169087037451377,8.1111657257582063e-09,1.9494030897472033e-07,1.5153116250608749e-05,1.3013040249241853e-09,1.5984377797299554e-08,4.8834379170652222e-10,2.669323439835155e-16,2.9321045809979291e-07,1.9651214298445547e-19
4.725985512522605e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32404650208103469,0.11290424028639044,0.018882572950715607,0.0,2.7525190134848988e-05,1.9714688142863721e-05,0.0,1.9381345381225919e-07,0.0,0.00011009476464424401,1.2229757135819021e-16,3.0142649508294457e-08,1.2080596231783102e-13,1.702496535668917e-09,0.0,0.0,4.9366897451706463e-08,6.9117298027908189e-13,0.0056552163829287523,0.0078501838089198705,8.1581542573216003e-09,1.9588181325195203e-07,1.5160263874379382e-05,1.3181509389784161e-09,1.6108132281099365e-08,4.99343130434977e-10,2.7663514481799878e-16,2.9480578073973586e-07,2.0363185339338006e-19
4.74872713589873e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32401384760359586,0.11290387680810891,0.018865771933428359,0.0,2.7889616231384629e-05,1.9821767895774462e-05,0.0,1.9816547895340047e-07,0.0,0.00011104035140289798,1.2781560897466759e-16,3.017268191083345e-08,1.2455153251729109e-13,1.7320109795508326e-09,0.0,0.0,4.9747679540789426e-08,7.1615948653116133e-13,0.0056546253474410819,0.0078834198036894024,8.2051936430722757e-09,1.9682033067099035e-07,1.5167183419595722e-05,1.3351025216038665e-09,1.6232103726776109e-08,5.1053188710989395e-10,2.8663968445117065e-16,2.963906954101729e-07,2.1097206251020486e-19
4.771468759274855e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32398123191831724,0.11290350963954712,0.018848989244390501,0.0,2.8256440303743967e-05,1.9928170323090836e-05,0.0,2.0259237972455608e-07,0.0,0.00011198897924608107,1.3355301299671009e-16,3.020211969320775e-08,1.2839329154068793e-13,1.7618740469561922e-09,0.0,0.0,5.0128258718252917e-08,7.4191869293689538e-13,0.0056540348103993445,0.0079166167462956065,8.2522835792902788e-09,1.9775585810883773e-07,1.5173877600326081e-05,1.352158488103975e-09,1.635628947968848e-08,5.2191228310303834e-10,2.9695373596117578e-16,2.979651751203667e-07,2.1853841959870924e-19
4.794210382650979e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32394865496477171,0.1129031387919416,0.018832224856935083,0.0,2.8625657497957868e-05,2.0033893566985897e-05,0.0,2.0709503772914594e-07,0.0,0.00011294063560656227,1.3951731277210664e-16,3.0230970350962899e-08,1.3233318188850939e-13,1.7920877934595496e-09,0.0,0.0,5.0508621171425956e-08,7.68470390026016e-13,0.0056534447713674739,0.0079497746949465445,8.2994237633371961e-09,1.9868839270316179e-07,1.5180349098329082e-05,1.3693185510903754e-09,1.6480686897091006e-08,5.334865524389525e-10,3.0758522992563473e-16,2.9952919445598121e-07,2.2633668748827041e-19
4.816952006027104e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32391611668259807,0.11290276427649554,0.01881547874444775,0.0,2.8997262889322667e-05,2.0138935871654535e-05,0.0,2.1167433971473141e-07,0.0,0.00011389530794096665,1.4571625430505635e-16,3.025924127383394e-08,1.3637317400689323e-13,1.8226542701945855e-09,0.0,0.0,5.088875326035982e-08,7.9583476686279488e-13,0.0056528552299084742,0.0079828937078153615,8.346613893644311e-09,1.9961793184817448e-07,1.5186600563551773e-05,1.3865824205473522e-09,1.6605293348100597e-08,5.4525694175854034e-10,3.1854225669620984e-16,3.0108272955413969e-07,2.3437274419220259e-19
4.839693629403228e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32388361701150131,0.1129023861043789,0.01879875088036663,0.0,2.937125148376425e-05,2.0243295581733673e-05,0.0,2.1633117756043039e-07,0.0,0.00011485298372980263,1.5215780524299092e-16,3.0286939747581719e-08,1.405152665059511e-13,1.8535755237870519e-09,0.0,0.0,5.1268641516867904e-08,8.2403241676127379e-13,0.0056522661855844276,0.0080159738430391862,8.3938536697009568e-09,2.0054447319055006e-07,1.5192634614615696e-05,1.4039498038955887e-09,1.6730106213662875e-08,5.5722571028219997e-10,3.2983306869102305e-16,3.0262575807874952e-07,2.4265258453837284e-19
4.862435252779352e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32385115589125407,0.11290200428672836,0.018782041238182202,0.0,2.9747618219189967e-05,2.0346971140738892e-05,0.0,2.2106644826414541e-07,0.0,0.00011581365047748753,1.5885015994747202e-16,3.0314072955793479e-08,1.4476148637771234e-13,1.8848535962886905e-09,0.0,0.0,5.1648272643556834e-08,8.5308434304495406e-13,0.0056516776379565087,0.0080490151587180366,8.4411427920429809e-09,2.0146801462537852e-07,1.5198453839291291e-05,1.4214204060551961e-09,1.6855122886518259e-08,5.6939512977250293e-10,3.4146608270491906e-16,3.0415825919609366e-07,2.5118232181208595e-19
4.885176876155477e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32381873326169613,0.11290161883464737,0.018765349791437156,0.0,3.012635796682842e-05,2.044996108951747e-05,0.0,2.2588105392960835e-07,0.0,0.00011677729571237055,1.6580174465001718e-16,3.0340647981648575e-08,1.4911388921366888e-13,1.9164905251121024e-09,0.0,0.0,5.2027633512849273e-08,8.8301196485088811e-13,0.0056510895865849895,0.0080820177129137336,8.4884809622413863e-09,2.0238855429215685e-07,1.5204060794960932e-05,1.4389939295080341e-09,1.6980340771167859e-08,5.8176748449642879e-10,3.5344988223755207e-16,3.0568021355068497e-07,2.5996818941121131e-19
4.907918499531601e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32378634906273596,0.11290122975920604,0.018748676513726272,0.0,3.0507465532556993e-05,2.0552264064717506e-05,0.0,2.3077590175324198e-07,0.0,0.00011774390698675399,1.7302122269363589e-16,3.0366671809649936e-08,1.5357455942190481e-13,1.948488342966578e-09,0.0,0.0,5.2406711165998729e-08,9.1383712297806183e-13,0.0056505020310292546,0.0081149815636488518,8.535867882891126e-09,2.0330609057081925e-07,1.5209458009071141e-05,1.4566700743593216e-09,1.7105757283839146e-08,5.9434507118715843e-10,3.6579321983925163e-16,3.071916032413815e-07,2.690165425135185e-19
4.930660122907726e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32375400323435111,0.11290083707144122,0.018732021378696295,0.0,3.0890935658217121e-05,2.0653878797273196e-05,0.0,2.3575190401084152e-07,0.0,0.00011871347187691244,1.8051749986086417e-16,3.0392151327321573e-08,1.5814561044379394e-13,1.9808490777948671e-09,0.0,0.0,5.2785492812096634e-08,9.4558208577996747e-13,0.0056499149708478221,0.0081479067689056474,8.5833032576000028e-09,2.0422062207780351e-07,1.5214647979574378e-05,1.4744485383985373e-09,1.7231369852451466e-08,6.0713019900543206e-10,3.785050194746261e-16,3.0869241179776168e-07,2.7833385975618285e-19
4.95340174628385e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32372169571658843,0.11290044078235639,0.018715384360045825,0.0,3.1276763022917172e-05,2.0754804110905962e-05,0.0,2.4080997804407718e-07,0.0,0.00011968597798310982,1.8829972978912227e-16,3.0417093326873131e-08,1.6282918497024779e-13,2.0135747527109029e-09,0.0,0.0,5.3163965827072031e-08,9.7826955510127754e-13,0.0056493284055983322,0.0081807933866250172,8.6307867909777487e-09,2.0513214766215945e-07,1.521963317536079e-05,1.4923290171596056e-09,1.7357175916581324e-08,6.2012518950047533e-10,3.9159437890386995e-16,3.1018262415675422e-07,2.8792674492743031e-19
4.976143369659975e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32368942644956544,0.11290004090292184,0.018698765431525134,0.0,3.1664942244323093e-05,2.0855038920641466e-05,0.0,2.4595104624681951e-07,0.0,0.00012066141292961473,1.9637731947422819e-16,3.0441504506831722e-08,1.6762745515749786e-13,2.0466673859384486e-09,0.0,0.0,5.3542117752684149e-08,1.0119226722585376e-12,0.0056487423348375804,0.008213641474705477,8.6783181886252629e-09,2.0604066640169454e-07,1.5224416036680242e-05,1.5103112039803949e-09,1.7483172927427492e-08,6.3333237657050058e-10,4.0507057208174081e-16,3.1166222663952481e-07,2.9780192867029273e-19
4.998884993036099e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32365719537347015,0.11289963744407458,0.018682164566936121,0.0,3.2055467879936519e-05,2.0954582231342237e-05,0.0,2.5117603605129014e-07,0.0,0.0001216397643647138,2.0475993486288891e-16,3.0465391473641836e-08,1.7254262284239468e-13,2.0801289907506877e-09,0.0,0.0,5.3919936295508257e-08,1.0465650240647861e-12,0.0056481567581215236,0.0082464510910021261,8.7258971571239319e-09,2.0694617759916089e-07,1.5228998975554939e-05,1.528394790061486e-09,1.7609358347776002e-08,6.4675410642278462e-10,4.1894305157416888e-16,3.1313120692861353e-07,3.0796627019843881e-19
5.021626616412224e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32362500242856246,0.11289923041671825,0.018665581740132112,0.0,3.2448334428360674e-05,2.1053433136255988e-05,0.0,2.5648587991403751e-07,0.0,0.00012262101996072318,2.1345750653497642e-16,3.0488760743233697e-08,1.7757691975720799e-13,2.1139615754107416e-09,0.0,0.0,5.4297409325914847e-08,1.0822206488980015e-12,0.0056475716750052857,0.0082792222933256478,8.7735234040251518e-09,2.0784868077847971e-07,1.5233384376183004e-05,1.5465794645242699e-09,1.7735729651964906e-08,6.6039273753333132e-10,4.3322145099246029e-16,3.1458955404532366e-07,3.1842675902404915e-19
5.044368239788348e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32359284755517398,0.11289881983172326,0.018649016925017772,0.0,3.2843536330553615e-05,2.115159081557934e-05,0.0,2.6188151530174273e-07,0.0,0.00012360516741399818,2.2248023547639668e-16,3.0511618742561002e-08,1.8273260774391028e-13,2.1481671431131014e-09,0.0,0.0,5.4674524877042827e-08,1.118914042813256e-12,0.0056469870850431722,0.0083119551394413155,8.8211966378399395e-09,2.0874817568100923e-07,1.5237574595333323e-05,1.5648649144683166e-09,1.7862284325848882e-08,6.7425064060612133e-10,4.4791558744504617e-16,3.160372583273602e-07,3.2919051669769188e-19
5.067109863164473e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32356073069370928,0.11289840569992679,0.018632470095548984,0.0,3.324106797106932e-05,2.1249054535036889e-05,0.0,2.6736388467685359e-07,0.0,0.00012459219444494149,2.3183859894336518e-16,3.0533971811108157e-08,1.8801197896792858e-13,2.1827476919259825e-09,0.0,0.0,5.5051271143766583e-08,1.156670165698488e-12,0.0056464029877886937,0.0083446496870679867,8.868916568028713e-09,2.0964466226184871e-07,1.5241571962731907e-05,1.5832508250280744e-09,1.7989019866763758e-08,6.8833019853195397e-10,4.6303546400673878e-16,3.1747431140671342e-07,3.402647985601679e-19
5.089851486540597e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3235286517846464,0.11289798803213269,0.0186159412257327,0.0,3.364092367928611e-05,2.1345823644475607e-05,0.0,2.7293393548305148e-07,0.0,0.00012558208879800904,2.4154335641890238e-16,3.0555826202367993e-08,1.93417356131347e-13,2.217705214734593e-09,0.0,0.0,5.5427636481657677e-08,1.1955144474737718e-12,0.0056458193827945632,0.0083773059938771627,8.916682904991214e-09,2.1053814068618648e-07,1.5245378781440105e-05,1.601736879428856e-09,1.8115933783490832e-08,7.0263380634688752e-10,4.7859127220545237e-16,3.1890070618778842e-07,3.5165699550628845e-19
5.112593109916722e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32349661076853692,0.11289756683911162,0.018599430289626833,0.0,3.4043097730622686e-05,2.1441897576474277e-05,0.0,2.7859262013055105e-07,0.0,0.00012657483824171488,2.5160555566235756e-16,3.0577188085290206e-08,1.9895109268554452e-13,2.253041699185297e-09,0.0,0.0,5.580360940594089e-08,1.23547279433398e-12,0.005645236269612712,0.0084099241174919979,8.9644953600564863e-09,2.1142861132568586e-07,1.5248997328224892e-05,1.6203227590421473e-09,1.8243023596221049e-08,7.1716387119028075e-10,4.945933945263405e-16,3.2031643682577765e-07,3.6337463576054109e-19
5.135334733292846e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32346460758600737,0.11289714213160093,0.018582937261340134,0.0,3.4447584347741782e-05,2.153727584496806e-05,0.0,2.8434089598123381e-07,0.0,0.00012757043056863367,2.6203653885276915e-16,3.0598063545701371e-08,2.0461557304325103e-13,2.2887591276306937e-09,0.0,0.0,5.6179178590445538e-08,1.2765715950347145e-12,0.0056446536477943133,0.0084425041154863722,9.0123536454731227e-09,2.1231607475491246e-07,1.5252429853921491e-05,1.6390081434402157e-09,1.8370286836519055e-08,7.3192281226243792e-10,5.1105240693330348e-16,3.2172149870527408e-07,3.7542538666461251e-19
5.15807635666897e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32343264217775908,0.11289671392030494,0.018566462115032056,0.0,3.4854377701741372e-05,2.1631958043887963e-05,0.0,2.90179725333621e-07,0.0,0.00012856885359540252,2.7284794882686336e-16,3.0618458587696781e-08,2.104132127900068e-13,2.3248594770755757e-09,0.0,0.0,5.6554332866551734e-08,1.3188377272213903e-12,0.005644071516889778,0.0084750460453839327,9.0602574743995003e-09,2.132005317478015e-07,1.5255678583788606e-05,1.657792710450053e-09,1.8497721047287198e-08,7.4691306078186925e-10,5.2797908140782052e-16,3.2311588841912409e-07,3.8781705647672085e-19
5.180817980045095e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32340071448456942,0.11289628221589455,0.018550004824912616,0.0,3.5263471913333366e-05,2.1725943845815099e-05,0.0,2.9611007540768207e-07,0.0,0.00012957009516272025,2.8405173541249629e-16,3.0638379135004993e-08,2.1634645889500781e-13,2.3613447191237907e-09,0.0,0.0,5.6929061222132395e-08,1.3622985638013515e-12,0.0056434898764487753,0.0085075499646571889,9.1082065608942715e-09,2.1408198327416544e-07,1.5258745717856469e-05,1.6766761362066207e-09,1.8625323782729296e-08,7.6213705994216327e-10,5.4538438850505435e-16,3.244996037475194e-07,4.005575961827208e-19
