Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(45),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),H2OX(23),OCX(25),CO2X(24)
1.4498347753859793e-17,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039454243,0.09999999999622379,0.099999999999185255,9.3795902778698583e-69,3.8484164998291351e-42,1.3980309620143313e-25,8.8385487310653998e-58,4.9994335413320858e-39,3.0004746168302326e-110,7.9929627525999909e-31,3.0830468463828326e-106,4.8099836257451876e-31,2.1048082577275242e-67,5.8197856547433005e-48,5.9531338438904336e-90,1.8176535595042993e-91,8.6373274484155582e-42,2.7579736820461498e-81,3.7243924356094091e-12,1.6295260760809172e-12,5.1821441858896929e-14,5.1830684805713128e-14,3.2373077714259843e-20,3.056690417182954e-18,2.0311570728008644e-21,6.3220332804778627e-26,1.3913858273610534e-36,1.000173778451197e-38,8.7268957468089094e-62
2.416391838550349e-17,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039090404,0.099999999993706304,0.099999999998642078,8.6587993701903992e-67,3.1651380352152913e-41,3.8812024818065449e-25,2.223415273343049e-56,2.3416627090565651e-38,2.3035014731806074e-108,1.6837618000030479e-30,1.1835558779679287e-104,8.0379019029676166e-31,1.6610169333422953e-66,4.7859838489610762e-47,2.5993255069673941e-88,7.936447228372957e-90,3.969670719786138e-41,3.6956047534775185e-80,6.2073221264530064e-12,2.7158774073361542e-12,8.6365695415575712e-14,8.6391287788015751e-14,5.4097240787283774e-20,8.4822204271090392e-18,9.3781261029731261e-21,1.7479891089937546e-25,6.394736806026739e-36,1.469418852722268e-37,4.5874164741287421e-60
3.2840620118458756e-17,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575038763787,0.099999999991446389,0.099999999998154468,4.9425890384937143e-66,9.2032700494166e-41,6.9115240908034853e-25,9.0464730472003406e-56,5.3911902551495914e-38,1.139799582246798e-107,2.6593401473488283e-30,5.8916493716981087e-104,1.0946560967286652e-30,4.6461513166679072e-66,1.3915488965520718e-46,1.1784424731235375e-87,3.5981051522481336e-89,8.915645659113899e-41,1.2212206813437528e-79,8.4362272949700378e-12,3.6910858908660267e-12,1.1737402933390057e-13,1.1741956232949956e-13,7.3597737493234436e-20,1.5100482569146315e-17,2.1090705434615622e-20,3.1083487666959858e-25,1.4362200656637952e-35,5.2469370671068644e-37,2.4246933666033892e-59
4.151732185141402e-17,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575038437171,0.099999999989186475,0.099999999997666858,1.9762853804790968e-65,2.1037366468469386e-40,1.0791107507766123e-24,2.810983625384233e-55,1.0369947276317115e-37,4.7024668292321151e-107,3.827413461454052e-30,1.8295695975218664e-103,1.3866865067375083e-30,1.0626966991480675e-65,3.1807421725086068e-46,4.2421638527714313e-87,1.2952479194600982e-88,1.6837007542292401e-40,3.2785482088794333e-79,1.0665132461972294e-11,4.6662943743559284e-12,1.4838050517020993e-13,1.484515602305246e-13,9.3097065690079303e-20,2.3569769319976103e-17,3.9860032470182306e-20,4.8490423319407728e-25,2.712271100750972e-35,1.3859915366900607e-36,8.2921595261680908e-59
5.019402358436929e-17,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575038110554,0.09999999998692656,0.099999999997179248,6.277966153854828e-65,4.157094636658279e-40,1.5471661618384794e-24,7.0924932220418249e-55,1.7618625968506844e-37,1.4565139040514857e-106,5.1770360027346278e-30,5.2479403722366449e-103,1.6798153869152375e-30,2.0705755596651572e-65,6.2849648018160511e-46,1.1888197176189793e-86,3.6297896998560297e-88,2.8125272191602061e-40,7.2463240633600979e-79,1.289403762754583e-11,5.6415028578081312e-12,1.7938522857963571e-13,1.7948707095013228e-13,1.1259529182212583e-19,3.378349817764058e-17,6.6613529852047462e-20,6.9485250948475759e-25,4.5306960122437551e-35,3.1386077693871445e-36,2.423111859819486e-58
6.754742705027982e-17,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575037457321,0.099999999982406718,0.099999999996204042,3.9223642755992905e-64,1.1613962719039516e-39,2.6658199846005808e-24,2.812476220638131e-54,3.8915086209004464e-37,7.4565055189603733e-106,8.2900357984706465e-30,2.9127223103539904e-102,2.268577113701945e-30,5.4897809481381895e-65,1.7556709454081357e-45,5.360631959286546e-86,1.6367466301849606e-87,5.9993329871810871e-40,2.2760003353937402e-78,1.7351847955436589e-11,7.5919198246266093e-12,2.4139068157876974e-13,2.4156610188461922e-13,1.5158923245614244e-19,5.818274785289021e-17,1.4214691279517442e-19,1.1965460844655206e-24,9.6643167877598437e-35,1.0956796583376801e-35,1.4182392696511959e-57
8.490083051619035e-17,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575036804088,0.099999999977886875,0.099999999995228836,1.543344317253434e-63,2.5991740577070414e-39,4.0805776872204562e-24,8.251876311455265e-54,7.286340958067212e-37,2.6561291069144508e-105,1.2074189096612218e-29,9.910482819244806e-102,2.8614012255154539e-30,1.1899728330637404e-64,3.9287406026003037e-45,1.7415978436365233e-85,5.317571553336696e-87,1.0904284506765774e-39,5.6253355717955698e-78,2.1809658278044963e-11,9.5423367913057018e-12,3.0338965618381372e-13,3.0365813032749189e-13,1.9057909896294209e-19,8.9019672641262025e-17,2.583970224730823e-19,1.8309528737981278e-24,1.756569604745508e-34,2.8522159025748647e-35,4.9809090956191647e-57
1.0225423398210089e-16,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575036150849,0.099999999973367032,0.09999999999425363,5.0051137918755362e-63,5.133998383767466e-39,5.8114474745387541e-24,2.0779470118380779e-53,1.2326058838270117e-36,8.0489374881594469e-105,1.6574846778302226e-29,2.8988304690958393e-101,3.4585634951490956e-30,2.2986149013949892e-64,7.7593409148324527e-45,4.8341170818922729e-85,1.4759873280367186e-86,1.8032627003385615e-39,1.2228716411129109e-77,2.626746859501347e-11,1.149275375783597e-11,3.6538171463964855e-13,3.6576404368956711e-13,2.2956461604743112e-19,1.267200854538658e-16,4.2730591852406332e-19,2.6070949169179267e-24,2.9048732582751549e-34,6.4441535433665109e-35,1.4743497418897341e-56
1.1960763744801142e-16,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575035497614,0.099999999968847189,0.099999999993278424,1.4393981689142397e-62,9.2545590310378081e-39,7.8633408618252333e-24,4.698830245416172e-53,1.9368434480574145e-36,2.1757205499940325e-104,2.1803141338900357e-29,7.5618354576147967e-101,4.0601327757683339e-30,4.0816567739121364e-64,1.3985333968169408e-44,1.199995064842665e-84,3.6639110703801173e-86,2.7862843147622648e-39,2.4234796949601561e-77,3.0725278906253852e-11,1.344317072421509e-11,4.2736674948845318e-13,4.2788406815846773e-13,2.6854571613161849e-19,1.7138015823929454e-16,6.6015943651625629e-19,3.5272359837118344e-24,4.4884213421679122e-34,1.3147420507731245e-34,3.913673410321838e-56
1.543144443798325e-16,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575034191131,0.099999999959807503,0.099999999991328012,1.4031137874382307e-61,2.5587253721487494e-38,1.2931623092020204e-23,2.2454656351113665e-52,4.1361226368354381e-36,1.8920172651077192e-103,3.4445870136242901e-29,4.774487313849689e-100,5.2765202497155689e-30,1.1178841610750012e-63,3.8655479062171773e-44,7.6821081364170483e-84,2.3455563991110837e-85,5.8188346732321158e-39,8.5533978756374735e-77,3.9640899511521227e-11,1.7344004656519109e-11,5.5131571719625892e-13,5.5216657297563327e-13,3.4649464569773528e-19,2.8155030662610916e-16,1.3778461312472955e-18,5.8005056228519193e-24,9.3735522781874032e-34,4.7336622282552598e-34,2.7214426246056263e-55
2.2372805824347462e-16,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575031578154,0.099999999941728146,0.099999999987427174,4.4996147472650975e-60,1.1814226488732202e-37,2.6921452598747567e-23,2.5883237655210855e-51,1.2800040825244724e-35,6.5862316204566249e-102,6.8465194696414984e-29,7.6744156296682374e-99,7.7622749847345245e-30,5.230225312365874e-63,1.7836494445533735e-43,1.513136349567058e-82,4.6200165136736277e-84,1.7642165744120822e-38,6.253817596598521e-76,5.7472140653265447e-11,2.5145672519311925e-11,7.9912934785600135e-13,8.009015481855831e-13,5.0233948732337262e-19,5.8483903292643733e-16,4.1695165494956605e-18,1.2078935805842988e-23,2.8419738916194174e-33,3.3077809746795964e-33,4.8361254718592601e-54
2.9314167210711676e-16,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575028965156,0.099999999923648789,0.099999999983526336,2.9583049529467413e-59,3.402375815938082e-37,4.6047732644237286e-23,1.1719965341776785e-50,2.8642482475849749e-35,4.3976052690764203e-101,1.141268723993726e-28,4.2122381177047505e-98,1.0318718620411998e-29,1.5095563145628018e-62,5.1339723706618452e-43,8.4014968185552174e-82,2.5652053126776521e-83,3.9166349087416274e-38,2.293330580061068e-75,7.5303381703282509e-11,3.2947340379684259e-11,1.0468305992290457e-12,1.0498635599992864e-12,6.5811365595420568e-19,9.9822868191979408e-16,9.2395118621672439e-18,2.0668779159926657e-23,6.3093014060569059e-33,1.1994310216653369e-32,2.6435320671870709e-53
4.3196889983440103e-16,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575023739089,0.099999999887490074,0.099999999975724674,9.4648850269552458e-58,1.6678790847518385e-36,9.9696590978284519e-23,1.4087832113671376e-49,9.3020429872617081e-35,1.4474237570235777e-99,2.4034769391157083e-28,7.6675693464318319e-97,1.5643990161605868e-29,7.492929372285035e-62,2.513475566852605e-42,1.6526764613372054e-80,5.0460703890630815e-82,1.2650157289440751e-37,1.7801120580382078e-74,1.109658635281545e-10,4.8550676093167898e-11,1.5418962497681073e-12,1.5484716116708783e-12,9.6945015387273958e-19,2.1515356185486287e-15,2.9703953369051578e-17,4.4797677049198877e-23,2.0378119573905805e-32,9.0080099975227651e-32,5.0738274127823429e-52
5.568525835277372e-16,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575019037841,0.099999999854963065,0.099999999968706593,5.1915145305548565e-57,4.4399747498212701e-36,1.654868734548857e-22,5.5129033827493403e-49,1.9691394828569501e-34,7.5462091411905875e-99,3.9362445275564911e-28,3.7844380559223412e-96,2.0676608220575115e-29,1.9863013355600755e-61,6.6847879900109437e-42,7.5417106296907662e-80,2.3026892159490108e-81,2.6746458331278767e-37,5.7832655382598547e-74,1.4304647285335661e-10,6.2586842287332378e-11,1.9868549123602272e-12,1.9977819474135713e-12,1.2492754085312508e-18,3.5580649439834636e-15,6.2585373488124537e-17,7.4431676745642617e-23,4.3085829702115125e-32,2.9607290519659391e-31,2.4636192155398421e-51
6.817362672210734e-16,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575014336519,0.099999999822436056,0.099999999961688513,2.1173764212240419e-56,9.7474848878167763e-36,2.4786535182429444e-22,1.6824677457125442e-48,3.5796415495294502e-34,3.0863906906684975e-98,5.8450023706940345e-28,1.3481334047857883e-95,2.5939034952414812e-29,4.335284992625809e-61,1.4661569481387082e-41,2.6758197345944969e-79,8.1700048505881704e-81,4.8618846498660898e-37,1.4987700959573296e-73,1.7512708188167438e-10,7.6623008473662431e-11,2.4314506456013157e-12,2.447836041509323e-12,1.5288724244734629e-18,5.3096229595235682e-15,1.1336732743647613e-16,1.115939003975413e-22,7.8320026587544987e-32,7.6905229538524588e-31,8.6377075619529969e-51
