Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),C2H4(47),COX(50),CHOX(53),HOCOX(206),CH4OX(60),C2H4X(210),C2H4X(65)
2.1735627300018892e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43759211051982538,0.088471077203363363,0.012458126112063345,0.0,0.0064101814033162762,0.036168801437544008,0.014000608066246943,6.1911949222402473e-05,4.6507229936533462e-11,0.002304608482436733,8.3212551634021424e-11,0.00049644219696195601,3.7502084559886676e-09,0.00011296640621402189,1.2639209358177593e-09,7.9444105707192401e-11,0.00016396236259043944,1.9759309917144345e-05,0.0062816066760248675,3.6280903700862276e-06,0.00044324720835167789,1.1200532154836163e-07,7.1428369385613858e-09,3.0677755763614083e-09,3.2744386671015834e-10,2.6034907603090836e-05,0.0072076092633053968,3.507979257293373e-05,2.8443247471880475e-07,0.0007153005744208055,3.1269003902872168e-05,4.286317310494865e-08,8.1311904530178926e-10,6.9944726809029403e-12,1.2370477567910586e-09,2.2150086658640333e-06,5.5098352375854318e-12
2.1812817870293144e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43756613129476352,0.088406460632280082,0.012430053980464116,0.0,0.0064228364805645902,0.036297497394209823,0.014045366035049541,6.1778311117414983e-05,4.6982473253263913e-11,0.0023021731915043205,8.3018994082900767e-11,0.0004967412934171315,3.7458219034799683e-09,0.00011238239421113572,1.2687260229092379e-09,7.9669980436262496e-11,0.00016319150555653796,1.9823521446459135e-05,0.006276643287902204,3.6069416558780265e-06,0.00044393601033034788,1.1151127271540841e-07,7.1192109747746361e-09,3.0643923784210291e-09,3.2974376238054369e-10,2.617645698649586e-05,0.0072351230318383102,3.5186886997419908e-05,2.8497695659286951e-07,0.00071780574471296031,3.1370623103486085e-05,4.2997648231313302e-08,8.169173376418443e-10,6.985294287064851e-12,1.2305794275306236e-09,2.2222047897976352e-06,5.5274122925611186e-12
2.1890008440567396e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4375401409660532,0.088341910481719868,0.012402048076323748,0.0,0.0064354433720428816,0.036426084245943881,0.014090032941601525,6.1645177967970734e-05,4.746041184208067e-11,0.0022997446789244755,8.2826576076822255e-11,0.00049703950115386158,3.7414641305210266e-09,0.00011180079645171181,1.2735254658288958e-09,7.9894991062228229e-11,0.00016242509827191749,1.9887579772328583e-05,0.006271685027735935,3.5859583266612035e-06,0.00044462298205571809,1.1102002804752799e-07,7.0956778317649368e-09,3.0610189573293913e-09,3.3205129286619278e-10,2.6318261107782867e-05,0.007262646922158977,3.5293744641992093e-05,2.8551922734782554e-07,0.0007203084340052353,3.1471999844594567e-05,4.3131827235957955e-08,8.2071493342424225e-10,6.9760559842624528e-12,1.2241382606800032e-09,2.2293823874643057e-06,5.5449443654665056e-12
2.1967199010841647e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43751413944297501,0.08827742656231613,0.01237410824241858,0.0,0.0064480022926161748,0.036554562213464981,0.014134608912460517,6.1512547984977968e-05,4.7941046180270554e-11,0.002297322922113034,8.2635290632423322e-11,0.00049733682590339995,3.7371349714380952e-09,0.00011122161980962627,1.2783192542869179e-09,8.0119139989784718e-11,0.00016166310832796207,1.995148559380069e-05,0.0062667318800245318,3.5651386092879685e-06,0.00044530813321707284,1.1053156509771435e-07,7.0722370884280442e-09,3.0576552811028924e-09,3.3436645876923688e-10,2.6460319882195501e-05,0.0072901810278300011,3.5400365852238885e-05,2.8605929679012207e-07,0.00072280864670881651,3.1573135232517314e-05,4.3265710536566089e-08,8.2451180276332054e-10,6.9667586375876453e-12,1.2177243270227264e-09,2.2365415414582054e-06,5.5624316562935717e-12
2.20443895811159e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43748812663623682,0.088213008686054251,0.012346234321839808,0.0,0.0064605134558737964,0.036682931517004282,0.014179094074904763,6.1380419354278935e-05,4.8424376698768996e-11,0.0022949078982869597,8.2445130753928693e-11,0.0004976332733527593,3.7328342604611228e-09,0.00011064487071106735,1.2831073782457878e-09,8.0342429622112293e-11,0.00016090550366177267,2.0015239606147898e-05,0.0062617838293923577,3.5444807562181658e-06,0.0004459914734162839,1.100458616903885e-07,7.0488883249029845e-09,3.0543013175153312e-09,3.3668926068990897e-10,2.6602633224304786e-05,0.0073177254409316746,3.5506750975268674e-05,2.8659717466821212e-07,0.00072530638722486036,3.167403036759915e-05,4.3399298553005966e-08,8.2830791604084325e-10,6.9574031044593965e-12,1.2113376924282668e-09,2.2436823339328967e-06,5.5798743639453622e-12
2.212158015139015e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43746210245796269,0.088148656666255751,0.01231842615799417,0.0,0.0064729770741428928,0.036811192376289575,0.014223488556914618,6.1248790238000152e-05,4.8910403782464769e-11,0.0022924995844745355,8.2256089435879741e-11,0.00049792884914501105,3.7285618317714688e-09,0.00011007055514465156,1.287889827916639e-09,8.0564862360730266e-11,0.00016015225255015602,2.0078842500865154e-05,0.0062568408605881984,3.523983045046676e-06,0.00044667301216889146,1.0956289591673242e-07,7.025631122603268e-09,3.0509570341113314e-09,3.3901969922582465e-10,2.6745201047974396e-05,0.0073452802520748983,3.5612900359669609e-05,2.8713287067317185e-07,0.00072780165994420771,3.1774686344206848e-05,4.3532591707274723e-08,8.3210324390342282e-10,6.9479902346797506e-12,1.2049784179640379e-09,2.2508048466008997e-06,5.5972726862359388e-12
2.2198770721664402e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43743606682168068,0.088084370317562791,0.01229068359460464,0.0,0.0064853933585016874,0.03693934501053002,0.014267792487154433,6.1117658775854158e-05,4.9399127770503023e-11,0.0022900979575252332,8.206815966574326e-11,0.00049822355887957977,3.7243175195475652e-09,0.00010949867867134329,1.292666593755657e-09,8.0786440605354889e-11,0.00015940332360375975,2.014229496566894e-05,0.0062519029584838393,3.5036437780414144e-06,0.00044735275890516731,1.0908264613012227e-07,7.0024650642466713e-09,3.0476223982193144e-09,3.4135777497128635e-10,2.688802326632699e-05,0.0073728455504140063,3.5718814355470501e-05,2.8766639443930689e-07,0.00073029446924710714,3.1875104250727661e-05,4.3665590423443864e-08,8.3589775725998648e-10,6.9385208704892742e-12,1.198646560005199e-09,2.2579091607333711e-06,5.6146268198905927e-12
2.2275961291938654e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43741001964231208,0.088020149455922736,0.012263006475711016,0.0,0.0064977625187924524,0.037067389638401581,0.014312005994954795,6.0987023086393648e-05,4.9890548956586688e-11,0.0022877029941192509,8.1881334426403334e-11,0.0004985174081125421,3.7201011580085894e-09,0.00010892924643418039,1.2974376664605382e-09,8.1007166753760959e-11,0.00015865868576135306,2.0205597684497333e-05,0.0062469701080726456,3.4834612816915184e-06,0.00044803072297116246,1.0860509094166213e-07,6.9793897338835283e-09,3.0442973769640489e-09,3.4370348851658676e-10,2.7031099791711342e-05,0.0074004214236595509,3.5824493314102426e-05,2.8819775554474611e-07,0.00073278481950294987,3.1975285169569346e-05,4.3798295127605756e-08,8.3969142727926202e-10,6.9289958466222872e-12,1.1923421703423055e-09,2.2649953571599176e-06,5.6319369605463527e-12
2.2353151862212906e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43738396083615871,0.087955993898573226,0.012235394645670535,0.0,0.0065100847636342654,0.037195326478032996,0.014356129210295131,6.0856881268220238e-05,5.0384667589276008e-11,0.0022853146707767281,8.1695606698540194e-11,0.00049881040235692363,3.7159125814562355e-09,0.00010836226316780907,1.3022030369670011e-09,8.1227043201647407e-11,0.0001579183082842479,2.0268751337511019e-05,0.0062420422944681848,3.4634339062656174e-06,0.00044870691362973697,1.0813020921581192e-07,6.9564047169236417e-09,3.0409819372787556e-09,3.4605684044733615e-10,2.7174430535670663e-05,0.0074280079580909949,3.5929937588361104e-05,2.8872696351202513e-07,0.00073527271507002026,3.2075230177161782e-05,4.3930706247821198e-08,8.4348422538730392e-10,6.9194159903617756e-12,1.186065296286835e-09,2.2720635162685251e-06,5.6492033027527303e-12
2.2430342432487157e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43735789032089206,0.087891903464027296,0.012207847949158428,0.0,0.0065223603004354739,0.037323155746992298,0.014400162263786678,6.0727231401148795e-05,5.0881483872286532e-11,0.0022829329638666754,8.1510969462901045e-11,0.00049910254708299682,3.711751624314648e-09,0.00010779773320783234,1.3069626964453514e-09,8.1446072342506406e-11,0.00015718216075085646,2.033175660109519e-05,0.0062371195029028523,3.4435600253797788e-06,0.00044938134006157536,1.0765798006611147e-07,6.9335096001618679e-09,3.0376760459168377e-09,3.4841783134379014e-10,2.7318015408911494e-05,0.0074556052385693341,3.6035147532370113e-05,2.8925402780865708e-07,0.00073775816029524976,3.217494034395996e-05,4.4062824214068055e-08,8.4727612326504253e-10,6.9097821215939179e-12,1.1798159807746402e-09,2.2791137180056128e-06,5.666426039972721e-12
2.250753300276141e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43733180801554211,0.087827877972059001,0.012180366231168444,0.0,0.0065345893354059603,0.037450877662273785,0.014444105286655797,6.0598071547329745e-05,5.1380997964785256e-11,0.0022805578496155939,8.1327415702467515e-11,0.00049939384771857762,3.7076181211685969e-09,0.00010723566049997578,1.311716636297101e-09,8.1664256567496429e-11,0.00015645021305138028,2.0394614147862341e-05,0.0062322017187265329,3.4238380355750771e-06,0.00045005401136618607,1.0718838285099479e-07,6.9107039718024111e-09,3.034379669463192e-09,3.5078646178019652e-10,2.7461854321273813e-05,0.0074832133485496595,3.614012350154483e-05,2.8977895784769371e-07,0.00074024115951398632,3.2274416734448392e-05,4.4194649458191161e-08,8.5106709284587354e-10,6.9000950528624319e-12,1.1735942624673729e-09,2.2861460418761934e-06,5.6836053645840735e-12
2.258472357303566e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.437305713840485,0.087763917243689121,0.012152949337013327,0.0,0.0065467720735691484,0.037578492440285716,0.014487958410727624,6.0469399752330271e-05,5.1883209981685366e-11,0.0022781893041158162,8.1144938404523358e-11,0.00049968430964932411,3.703511906799956e-09,0.00010667604860907468,1.316464848151634e-09,8.1881598265318179e-11,0.00015572243538262767,2.0457324646655869e-05,0.006227288927405282,3.4042663559042324e-06,0.00045072493656288579,1.0672139716969374e-07,6.8879874214818378e-09,3.0310927743451585e-09,3.5316273232414918e-10,2.7605947181701775e-05,0.0075108323700936131,3.6244865852557093e-05,2.9030176298827467e-07,0.00074272171704977189,3.2373660407146805e-05,4.4326182413852855e-08,8.5485710631326711e-10,6.8903555894224263e-12,1.1674001758519156e-09,2.2931605669441434e-06,5.7007414678807257e-12
2.2661914143309912e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43727960771743241,0.087700021101171075,0.012125597112325286,0.0,0.0065589087187738039,0.037706000296838252,0.014531721768410057,6.0341214046176092e-05,5.2388119993938963e-11,0.002275827303333572,8.0963530562626364e-11,0.00049997393821903287,3.6994328162225499e-09,0.00010611890072788505,1.321207323862929e-09,8.2098099822094551e-11,0.00015499879824295567,2.0519888762554479e-05,0.0062223811145200062,3.3848434275275138e-06,0.00045139412459176771,1.0625700285822913e-07,6.865359540290938e-09,3.0278153268430876e-09,3.5554664353595217e-10,2.7750293898215433e-05,0.0075384623838817997,3.6349374943300488e-05,2.90822452536168e-07,0.00074519983721412961,3.247267241461708e-05,4.4457423516484962e-08,8.5864613609841011e-10,6.8805645292941386e-12,1.1612337513378601e-09,2.3001573718325733e-06,5.7178345400745123e-12
2.2739104713584164e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43725348956941978,0.087636189367977291,0.01209830940305642,0.0,0.0065709994737055888,0.037833401447132139,0.014575395492678066,6.021351244435501e-05,5.2895728028828507e-11,0.002273471823116793,8.0783185178488258e-11,0.00050026273872993564,3.6953806847154302e-09,0.0001055642196857223,1.3259440555063225e-09,8.2313763621253604e-11,0.00015427927242733338,2.0582307156877343e-05,0.0062174782657652078,3.3655677133171246e-06,0.00045206158431465658,1.0579517998548565e-07,6.8428199207954266e-09,3.0245472931005711e-09,3.5793819596799925e-10,2.7894894377883204e-05,0.0075661034692260948,3.6453651132856527e-05,2.9134103574429839e-07,0.00074767552430636151,3.2571453803471455e-05,4.4588373203241385e-08,8.6243415487788342e-10,6.870722663316136e-12,1.1550950153530656e-09,2.3071365347242996e-06,5.7348847702970434e-12
2.2816295283858416e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43722735932079554,0.087572421868785666,0.012071086055479106,0.0,0.0065830445398984165,0.037960696105747614,0.014618979717058309,6.0086292948783802e-05,5.3406034070256331e-11,0.0022711228392026518,8.0603895263765878e-11,0.00050055071644299661,3.6913553478546373e-09,0.00010501200795693119,1.3306750353753294e-09,8.2528592043414936e-11,0.00015356382902252243,2.0644580487190015e-05,0.0062125803669476976,3.3464376974705727e-06,0.00045272732451604852,1.0533590884937173e-07,6.8203681570554973e-09,3.0212886391343155e-09,3.6033739016415691e-10,2.803974852679516e-05,0.0075937557040818837,3.6557694781461275e-05,2.9185752181326717e-07,0.00075014878261335375,3.26700056143818e-05,4.4719031912951809e-08,8.6622113557135435e-10,6.8608307751984692e-12,1.1489839904373433e-09,2.3140981333624021e-06,5.7518923466018142e-12
2.2893485854132667e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43720121689720931,0.087508718429466129,0.012043926916186382,0.0,0.0065950441177455976,0.038087884486633972,0.014662474575614084,5.9959553548739391e-05,5.3919038059032759e-11,0.0022687803272248581,8.0425653841767547e-11,0.00050083787657820799,3.6873566415435193e-09,0.00010446226766918961,1.335400255978506e-09,8.2742587466278936e-11,0.00015285243940237202,2.0706709407310976e-05,0.0062076874039853737,3.3274518851318472e-06,0.00045339135390403659,1.048791699730569e-07,6.7980038446443541e-09,3.0180393308436897e-09,3.6274422665916397e-10,2.8184856250037158e-05,0.0076214191650602189,3.6661506250472932e-05,2.92371919891862e-07,0.00075261961640939157,3.2768328882090061e-05,4.4849400086076469e-08,8.700070513393126e-10,6.8508896415753027e-12,1.142900695334292e-09,2.3210422450508839e-06,5.7688574559664605e-12
2.297067642440692e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43717506222560121,0.087445078877067789,0.012016831832092272,0.0,0.0066069984065107732,0.0382149668030995,0.014705880202930578,5.9833292221756024e-05,5.4434739893162427e-11,0.0022664442627207139,8.0248453949077928e-11,0.0005011242243148855,3.6833844020416355e-09,0.00010391500061165036,1.3401197100363636e-09,8.2955752264519701e-11,0.0001521450752232245,2.07686945673189e-05,0.0062027993629059789,3.3086088020214718e-06,0.00045405368111122298,1.0442494410129235e-07,6.7757265806656693e-09,3.0147993340199515e-09,3.6515870597803662e-10,2.8330217451665583e-05,0.0076490939274398905,3.6765085902339689e-05,2.9288423907755771e-07,0.00075508802995598247,3.2866424635419648e-05,4.4979478164661599e-08,8.7379187558081936e-10,6.840900032057333e-12,1.136845145081333e-09,2.3279689466554055e-06,5.7857802842952343e-12
2.304786699468117e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43714889523419043,0.087381503039805963,0.011989800650432104,0.0,0.0066189076043386566,0.038341943267801742,0.014749196734100389,5.9707506934489228e-05,5.4953139428129115e-11,0.0022641146211379369,8.0072288637104153e-11,0.00050140976479196399,3.6794384659923321e-09,0.00010337020824292329,1.3448333904783265e-09,8.3168088809680356e-11,0.00015144170841942915,2.0830536613560531e-05,0.0061979162298459083,3.2899069940734752e-06,0.00045471431469561635,1.0397321219680119e-07,6.7535359637700903e-09,3.0115686143551675e-09,3.675808286354868e-10,2.8475832034683048e-05,0.0076767800651794203,3.6868434100568643e-05,2.9339448841700722e-07,0.00075755402750168714,3.2964293897287994e-05,4.5109266592295937e-08,8.775755819312972e-10,6.8308627092839466e-12,1.1308173510979704e-09,2.3348783146041011e-06,5.8026610164216274e-12
