Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),C2H4(47),COX(50),CHOX(53),HOCOX(206),CH4OX(60),C2H4X(210),C2H4X(65)
1.7147565653593094e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44702404321158412,0.1133747235945609,0.022753524421206792,0.0,5.7989232787301998e-07,1.0586337345988671e-05,8.6607094483654478e-07,1.1645014760123455e-08,1.7660058107900615e-19,0.00015140440002890318,1.9843923851250672e-17,0.00012183076470740134,3.9036008348087083e-13,2.7531622348905956e-09,1.732385256337333e-14,1.3957430960272357e-16,1.3753137121344038e-05,4.7371941661630828e-12,0.0051372500312556061,0.00012070692780461972,1.9249278588387133e-05,1.5897467658052612e-07,8.567528614538395e-10,2.2728690260786878e-10,1.0462753160610428e-13,8.8014692791069892e-10,5.6768624069998259e-06,1.7035338810488368e-08,3.6032340218785437e-11,1.7333194821101965e-07,7.3897483254406958e-12,2.7062805692494848e-12,1.6785886827425323e-14,4.7192613514674925e-15,3.0765508386835677e-14,6.7655561719105327e-14,1.349397113947447e-18
1.717590095343339e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44701915416651589,0.11336963248736656,0.022753482402757319,0.0,5.8338557654300972e-07,1.0622403414597428e-05,8.7034326618868557e-07,1.1702211240409592e-08,1.7810140562684674e-19,0.00015165500605225806,2.0010322036408011e-17,0.00012199208844339209,3.9235732577937072e-13,2.7744716333343686e-09,1.7435838551917263e-14,1.4051625511636945e-16,1.3809126936551598e-05,4.7691570966186817e-12,0.0051420705436877523,0.00012072683739750469,1.928138207533498e-05,1.5926810933664588e-07,8.5816987355254819e-10,2.2762450520625694e-10,1.0478509743701717e-13,8.840101554733843e-10,5.6923831816302863e-06,1.7089478447819161e-08,3.6223544219131475e-11,1.7397875106393944e-07,7.4397818548960391e-12,2.7196056533171892e-12,1.6867502844058093e-14,4.7430498985368946e-15,3.1003360051267485e-14,6.8213402283530645e-14,1.358486996144459e-18
1.7201402723289658e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44701476131181372,0.11336505754859091,0.022753444633590861,0.0,5.8654095681917142e-07,1.0654917264435628e-05,8.7419901703587191e-07,1.1753846298626766e-08,1.7946051731835812e-19,0.00015188055372827514,2.0161035562650843e-17,0.00012213718549405699,3.9416077418285946e-13,2.7937541651615145e-09,1.7537047168886006e-14,1.4136790370966663e-16,1.3859598834075481e-05,4.7980628577567694e-12,0.0051464019194939871,0.00012074455814407708,1.9310257518494189e-05,1.595318716038966e-07,8.5944519451831222e-10,2.2792834203019527e-10,1.0492691378642568e-13,8.8749530798104587e-10,5.7063661645044401e-06,1.7138255638962966e-08,3.6396156315000202e-11,1.7456196024340176e-07,7.4850305643751635e-12,2.7316313635017663e-12,1.6941146059109095e-14,4.7645118359320836e-15,3.1218586231924596e-14,6.8718578222515409e-14,1.3667073713367567e-18
1.7226904493145926e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44701037534773214,0.11336048928531488,0.02275340690891799,0.0,5.8970720415922168e-07,1.068748263933697e-05,8.7806487467503715e-07,1.1805631472176466e-08,1.8082759108908443e-19,0.00015210610354266372,2.0312658243727988e-17,0.0001222821932616756,3.9596985052420647e-13,2.8131356180464546e-09,1.7638655637565645e-14,1.4222325447852621e-16,1.3910147400851679e-05,4.8271008447848722e-12,0.0051507265935720513,0.00012076209242171313,1.9339116234415097e-05,1.5979532427862179e-07,8.6072052503315915e-10,2.2823217368048825e-10,1.0506873717201871e-13,8.9098828072771187e-10,5.720362674314623e-06,1.7187081595389957e-08,3.656926958154186e-11,1.7514619888532556e-07,7.5304869741193818e-12,2.7436884835408417e-12,1.7014968187539481e-14,4.7860232651712663e-15,3.1434914674259185e-14,6.9226722743759603e-14,1.3749652699054018e-18
1.7252406263002193e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44700599626293952,0.11335592768719673,0.022753369228309072,0.0,5.9288433161237326e-07,1.0720099538803084e-05,8.8194084516695603e-07,1.1857566970325435e-08,1.8220265881327369e-19,0.00015233165549738807,2.0465194206980046e-17,0.00012242711180877951,3.9778456418441282e-13,2.8326163060400027e-09,1.7740664723372512e-14,1.4308231676466637e-16,1.3960772513552634e-05,4.8562714677011597e-12,0.0051550445762615568,0.00012077944119322698,1.9367958258311845e-05,1.6005846774904414e-07,8.6199586509938534e-10,2.2853600020253172e-10,1.0521056795056066e-13,8.9448908112634446e-10,5.7343727044332071e-06,1.7235956278088244e-08,3.674288449137791e-11,1.7573146702818036e-07,7.5761517303635364e-12,2.7557770319560434e-12,1.7088969395064516e-14,4.8075842028316659e-15,3.1652348867435733e-14,6.973784873998688e-14,1.3832608078716042e-18
1.727790803285846e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4470016240461247,0.11335137274391079,0.022753331591336544,0.0,5.9607235219934462e-07,1.0752767962316352e-05,8.8582693455851461e-07,1.1909653002305136e-08,1.8358575242981459e-19,0.0001525572095943927,2.061864759235316e-17,0.00012257194119784604,3.9960492454686032e-13,2.8521965434867388e-09,1.7843075191232052e-14,1.4394509991419074e-16,1.4011474049013033e-05,4.8855751371793398e-12,0.0051593558778861136,0.00012079660541721635,1.9396783625389484e-05,1.6032130240672561e-07,8.6327121471915822e-10,2.2883982164635668e-10,1.0535240564446598e-13,8.9799770945509088e-10,5.7483962482577384e-06,1.7284879648378535e-08,3.6917001516632771e-11,1.7631776470966381e-07,7.6220254804108443e-12,2.7678970272265839e-12,1.7163149798802926e-14,4.8291946179091082e-15,3.1870892303850368e-14,7.0251969139988917e-14,1.3915941014496202e-18
1.730340980271473e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4469972586859966,0.11334682444514731,0.022753293997574836,0.0,5.9927127891245748e-07,1.0785487909340103e-05,8.8972314888280658e-07,1.1961889777311757e-08,1.8497690394189772e-19,0.00015278276583560255,2.0773022552418822e-17,0.00012271668149129881,4.0143094099730784e-13,2.8718766450242001e-09,1.7945887805579005e-14,1.4481161327757624e-16,1.4062251884230924e-05,4.9150122645688217e-12,0.005163660508753355,0.00012081358604807392,1.9425592370833105e-05,1.6058382864651234e-07,8.6454657389451615e-10,2.2914363806717858e-10,1.0549425016133654e-13,9.0151416791408375e-10,5.76243329920178e-06,1.7333851667912432e-08,3.7091621129010045e-11,1.7690509196670755e-07,7.668108872633151e-12,2.7800484877895601e-12,1.7237509236159407e-14,4.8508544575427041e-15,3.2090548479121948e-14,7.0769096908669095e-14,1.3999652670550009e-18
1.7328911572570996e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44699290017128457,0.1133422827806126,0.022753256446600461,0.0,6.0248112471573001e-07,1.0818259379318817e-05,8.9362949415922425e-07,1.201427750450622e-08,1.8637614541683402e-19,0.00015300832422292278,2.0928323252393778e-17,0.00012286133275150724,4.0326262292388924e-13,2.8916569255820876e-09,1.8049103330357356e-14,1.456818662096611e-16,1.4113105896368733e-05,4.9445832618948554e-12,0.0051679584791549634,0.0001208303840359998,1.945438452979893e-05,1.608460468664792e-07,8.6582194262736703e-10,2.2944744950916256e-10,1.0563610237316517e-13,9.0503846792450987e-10,5.7764838506875139e-06,1.7382872298669892e-08,3.7266743799699144e-11,1.7749344883548344e-07,7.7144025564711747e-12,2.7922314320402353e-12,1.7312047816745234e-14,4.8725637554176125e-15,3.2311320892083171e-14,7.1289245047086497e-14,1.4083744212826072e-18
1.7354413342427264e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4469885484907376,0.11333774774002885,0.022753218937991919,0.0,6.0570190254497316e-07,1.08510823716783e-05,8.9754597639355554e-07,1.2066816393014161e-08,1.8778350898697936e-19,0.00015323388475823915,2.1084553870159809e-17,0.00012300589504078691,4.0509997971710977e-13,2.9115377003814615e-09,1.8152722529020387e-14,1.4655586806963376e-16,1.4164035962754325e-05,4.9742885418587105e-12,0.0051722497993666903,0.000120847000327013,1.9483160137432936e-05,1.6110795746787495e-07,8.6709732091948806e-10,2.2975125600864164e-10,1.0577796148090545e-13,9.0857060976033664e-10,5.7905478961659854e-06,1.7431941502957028e-08,3.7442369999268727e-11,1.7808283535140925e-07,7.7609071824347578e-12,2.8044458783323325e-12,1.7386766234286852e-14,4.8943225498285779e-15,3.2533213044771747e-14,7.1812426592499331e-14,1.4168216808962893e-18
1.7377364935297904e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4469846378121739,0.11333367185849977,0.022753185216120297,0.0,6.0860996014228873e-07,1.088066711594795e-05,9.0107948245636149e-07,1.2114230808408265e-08,1.8905710720119906e-19,0.00015343689107810335,2.1225959969101408e-17,0.00012313592508245518,4.0675846060514621e-13,2.9295165810417456e-09,1.8246325579587836e-14,1.473456828158182e-16,1.4209937947628813e-05,5.0011384471239836e-12,0.0051761063101249906,0.0001208618004165896,1.9509044061942848e-05,1.6134341432940011e-07,8.6824516955694104e-10,2.3002467768576447e-10,1.0590564071521803e-13,9.117562439048476e-10,5.8032170690603559e-06,1.7476145286292408e-08,3.7600864484780532e-11,1.7861416359272581e-07,7.8029422398274479e-12,2.8154658293767539e-12,1.7454166036116957e-14,4.9139476913009347e-15,3.2733876256668599e-14,7.2285894350850843e-14,1.4244568913555971e-18
1.7400316528168544e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44698073265201371,0.11332960132658872,0.022753151527920814,0.0,6.1152689252653921e-07,1.0910293592421493e-05,9.0462120866806044e-07,1.216176798623239e-08,1.903373339075142e-19,0.00015363989914070298,2.1368125759370562e-17,0.00012326588315345565,4.0842155259240154e-13,2.9475773478070427e-09,1.8340256779868962e-14,1.4813854860700027e-16,1.425590134802154e-05,5.0280977579734523e-12,0.0051799574500086048,0.00012087645477834817,1.9534914633903134e-05,1.615786226442928e-07,8.693930259398584e-10,2.302980954408536e-10,1.060333260138866e-13,9.1494823853538258e-10,5.8158971620407865e-06,1.752038835689695e-08,3.7759767552090832e-11,1.7914632590108609e-07,7.8451491638492785e-12,2.8265113252297912e-12,1.752171126388588e-14,4.933612876350707e-15,3.2935451854467256e-14,7.276183931364962e-14,1.4321231473504886e-18
1.7423268121039184e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44697683300209673,0.11332553613683624,0.022753117873090391,0.0,6.1445270906970105e-07,1.0939961800642335e-05,9.0817115937896914e-07,1.2209428078865859e-08,1.9162421266413127e-19,0.00015384290894737224,2.1511054313035316e-17,0.00012339576929910488,4.1008926252947013e-13,2.9657202310757161e-09,1.8434516685402777e-14,1.489344722750197e-16,1.4301926074852229e-05,5.0551667766714686e-12,0.0051838032264755621,0.00012089096409329787,1.9560771878882567e-05,1.6181358271144395e-07,8.705408900692707e-10,2.3057150930755017e-10,1.0616101723629916e-13,9.1814659543701886e-10,5.8285881703678745e-06,1.7564670687963614e-08,3.7919079543281067e-11,1.796793223007668e-07,7.8875284309441574e-12,2.8375823791861651e-12,1.7589401994886854e-14,4.9533180890481803e-15,3.3137942397777769e-14,7.3240271060439437e-14,1.4398205344147382e-18
1.7446219713909825e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44697293885427569,0.11332147628179323,0.022753084251327282,0.0,6.1738741912547851e-07,1.0969671740142111e-05,9.1172933893070806e-07,1.2257211238664834e-08,1.929177670715438e-19,0.00015404592049943252,2.165474871052259e-17,0.00012352558356468424,4.1176159726849499e-13,2.9839454614353265e-09,1.8529105851406841e-14,1.4973346065454157e-16,1.4348012039151631e-05,5.0823458059262907e-12,0.0051876436469735047,0.00012090532903973481,1.9586615822430341e-05,1.6204829483169369e-07,8.7168876194612724e-10,2.3084491932130477e-10,1.0628871441128317e-13,9.2135131782221027e-10,5.8412900893121243e-06,1.7608992252895083e-08,3.8078800800161615e-11,1.8021315281556466e-07,7.9300805182580733e-12,2.8486790045140589e-12,1.7657238275768319e-14,4.9730633213502859e-15,3.3341350448291467e-14,7.3721199194623073e-14,1.4475491382083102e-18
1.7469171306780465e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.446969050200417,0.11331742175402103,0.02275305066233102,0.0,6.2033103202935968e-07,1.0999423410440773e-05,9.1529575165625327e-07,1.2305117617962347e-08,1.9421802077270528e-19,0.00015424893379819234,2.1799212040629881e-17,0.00012365532599543989,4.1343856366316607e-13,3.0022532696621715e-09,1.8624024832777371e-14,1.5053552058304958e-16,1.439415915206207e-05,5.109635148890187e-12,0.0051914787189397049,0.00012091955029324894,1.9612446490076561e-05,1.6228275930780081e-07,8.7283664157129387e-10,2.3111832551589327e-10,1.0641641756729388e-13,9.2456240892922363e-10,5.8540029141553081e-06,1.7653353025302561e-08,3.823893166423036e-11,1.8074781746879983e-07,7.9728059036392169e-12,2.8598012144552933e-12,1.7725220176321049e-14,4.9928485667066116e-15,3.3545678569775856e-14,7.4204633343487779e-14,1.4553090445155787e-18
1.7492122899651105e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44696516703239952,0.11331337254609121,0.022753017105802451,0.0,6.2328355709867054e-07,1.1029216811046735e-05,9.1887040187998993e-07,1.2353147369068286e-08,1.9552499745290978e-19,0.00015445194884494757,2.1944447400536947e-17,0.0001237849966365832,4.151201685687186e-13,3.0206438867208288e-09,1.8719274184089344e-14,1.5134065890083956e-16,1.4440367324837997e-05,5.1370351091595306e-12,0.0051953084498010714,0.00012093362852673165,1.963826390733138e-05,1.6251697644441192e-07,8.7398452894555279e-10,2.3139172792531671e-10,1.0654412673218502e-13,9.2777987197660589e-10,5.8667266401904352e-06,1.7697752979004685e-08,3.8399472476648369e-11,1.8128331628331921e-07,8.0157050656381314e-12,2.8709490222254882e-12,1.7793347758981791e-14,5.0126738179544272e-15,3.3750929328069559e-14,7.4690583158231043e-14,1.4631003392464714e-18
1.7515074492521745e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44696128934211538,0.11330932865058585,0.022752983581443734,0.0,6.2624500363263071e-07,1.1059051941456949e-05,9.2245329391776553e-07,1.2401300644269397e-08,1.9683872083965191e-19,0.0001546549656409814,2.209045789581747e-17,0.00012391459553329028,4.1680641884193167e-13,3.0391175437636953e-09,1.8814854459596584e-14,1.5214888245101279e-16,1.4486636468846548e-05,5.1645459907748742e-12,0.0051991328469741666,0.00012094756441038261,1.966406809968401e-05,1.6275094654803121e-07,8.7513242406960473e-10,2.3166512658351544e-10,1.0667184193443301e-13,9.310037101928471e-10,5.8794612627216692e-06,1.7742192088026452e-08,3.8560423578264795e-11,1.8181964928150009e-07,8.0587784835078733e-12,2.8821224410142256e-12,1.7861621087094243e-14,5.0325390682038652e-15,3.3957105291077265e-14,7.5179058313986274e-14,1.4709231084361833e-18
1.7560977678263026e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44695355036238099,0.11330125676722823,0.022752916628050967,0.0,6.3219469820117201e-07,1.1118847389621332e-05,9.2964382065645084e-07,1.2497978375988416e-08,1.9948650285415646e-19,0.0001550610044859544,2.2384816756833682e-17,0.00012417357827392578,4.2019288292616367e-13,3.0763149033480173e-09,1.9007009998607198e-14,1.5377461263490364e-16,1.457935731659654e-05,5.2199017364272948e-12,0.0052067656698701692,0.00012097501179557369,1.9715636911529844e-05,1.6321814689141837e-07,8.7742823756948286e-10,2.3221191278085218e-10,1.0692729056314628e-13,9.3747052503479311e-10,5.9049631785445086e-06,1.7831187669153867e-08,3.8883558010908591e-11,1.828948179160264e-07,8.1454500073853862e-12,2.9045461642764705e-12,1.7998605235299138e-14,5.072389538333628e-15,3.4372243113153908e-14,7.6163623468899652e-14,1.4866634149594806e-18
1.7606880864004306e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44694583319661085,0.11329320604481082,0.022752849799795812,0.0,6.3818018976868686e-07,1.1178809750684496e-05,9.3686736623032994e-07,1.2595152030950556e-08,2.0216155748090062e-19,0.00015546705034312353,2.2682313636591728e-17,0.00012443227457805753,4.2359801080090124e-13,3.1138472013734316e-09,1.9200495877421528e-14,1.5541276593539814e-16,1.467232098852251e-05,5.2757048270591682e-12,0.0052143772467538926,0.0001210018977568633,1.976715312907613e-05,1.6368436282600884e-07,8.7972408207490224e-10,2.327586843757967e-10,1.0718276367758746e-13,9.4396287926471328e-10,5.930508624277882e-06,1.7920339564969424e-08,3.920833768261223e-11,1.8397332354212913e-07,8.2328243233516485e-12,2.9270724892442272e-12,1.8136173132551058e-14,5.112399923005041e-15,3.4791112620374874e-14,7.7158406688987321e-14,1.5025306548740351e-18
1.7652784049745587e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44693813778040986,0.11328517642436109,0.022752783094341957,0.0,6.4420155208266557e-07,1.1238939020220452e-05,9.4412396486416598e-07,1.2692822826616718e-08,2.0486407606079527e-19,0.00015587310322229934,2.2982973683056681e-17,0.00012469068480583931,4.2702185737577221e-13,3.1517162937743265e-09,1.9395316518521342e-14,1.5706339719764992e-16,1.4765526779670881e-05,5.3319577109950682e-12,0.0052219676365869213,0.00012102822755969122,1.9818616955394171e-05,1.641495968676702e-07,8.8201995758853644e-10,2.3330544163392769e-10,1.0743826150096454e-13,9.5048079869371912e-10,5.9560975627503584e-06,1.8009647574988696e-08,3.9534765308717468e-11,1.8505516632225687e-07,8.3209052907358058e-12,2.9497015205135867e-12,1.8274325291876334e-14,5.1525701691560884e-15,3.5213734429846993e-14,7.8163486239623362e-14,1.5185255209749671e-18
1.774459042122815e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44692281194016575,0.11326918025429508,0.022752650042594996,0.0,6.5635218251928165e-07,1.135969826614296e-05,9.5873645755428145e-07,1.288966070805336e-08,2.1035227382078215e-19,0.00015668523008490842,2.3593884545472637e-17,0.00012520664847018965,4.3392592638703701e-13,3.2284723002346819e-09,1.9788979751877267e-14,1.604023132092307e-16,1.4952661909092876e-05,5.4458226876589155e-12,0.0052370850901270524,0.00012107923954011899,1.9921388244516835e-05,1.6507712946926251e-07,8.8661180164471977e-10,2.3439891419026878e-10,1.0794933216224518e-13,9.6359343639565023e-10,6.007405770087672e-06,1.8188731151646223e-08,4.0192575260104151e-11,1.8722886395850372e-07,8.4992026733482584e-12,2.9952681183415476e-12,1.8552384459338178e-14,5.2333900389350974e-15,3.6070317586717164e-14,8.0204849322018076e-14,1.5509009129541218e-18
1.7836396792710715e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44690757233060757,0.11325326778852707,0.022752517454526281,0.0,6.6864717383226912e-07,1.1481125088570038e-05,9.7348156992177983e-07,1.308850175258016e-08,2.1595264038085687e-19,0.00015749738514825673,2.4217753243062849e-17,0.00012572147213711242,4.409055297266602e-13,3.3065978291827962e-09,2.0188034976082398e-14,1.6379180031286319e-16,1.5140757102536221e-05,5.5615163953825811e-12,0.0052521184989089472,0.00012112808901725006,2.0023952394643233e-05,1.6600076534477142e-07,8.9120376973384453e-10,2.3549233252755295e-10,1.084605043123363e-13,9.76808644625783e-10,6.0588875066007114e-06,1.8368436858546967e-08,4.0857009486080189e-11,1.894159119823076e-07,8.6803732550157356e-12,3.0412467866005707e-12,1.8832786881246555e-14,5.3148487442804888e-15,3.6942158169402276e-14,8.2288346562451392e-14,1.5837951734204914e-18
1.792820316419328e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44689241844396993,0.11323743856116025,0.022752385312173128,0.0,6.8108710587333274e-07,1.160321944605738e-05,9.8835957113299658e-07,1.3289355686554316e-08,2.2166673079216343e-19,0.0001583095684836356,2.485478585959509e-17,0.00012623515866791213,4.4796110755124888e-13,3.3861078337806956e-09,2.0592517386744491e-14,1.6723229885083327e-16,1.5329806788000998e-05,5.6790586771204746e-12,0.0052670683287469253,0.0001211748166049012,2.0126311013606271e-05,1.6692052553025714e-07,8.9579586183156793e-10,2.365856986864306e-10,1.089717797005721e-13,9.9012662983915789e-10,6.1105424810015217e-06,1.8548763204589986e-08,4.1528089526180244e-11,1.9161631144103177e-07,8.864448315812898e-12,3.0876383479562118e-12,1.9115536730914658e-14,5.3969458987916554e-15,3.782942227734839e-14,8.4414618013427074e-14,1.6172139170558919e-18
1.8020009535675843e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44687734977574145,0.1132216921088899,0.022752253597889946,0.0,6.9367255407860602e-07,1.1725981294629252e-05,1.0033707283757073e-06,1.3492232230407939e-08,2.2749611090236856e-19,0.00015912178015917535,2.5505190675603702e-17,0.00012674771091510426,4.5509310040556377e-13,3.4670173134534465e-09,2.1002462097836133e-14,1.707242498584777e-16,1.5519805424238922e-05,5.7984694899094634e-12,0.005281935042865814,0.00012121946225791678,2.0228465700561468e-05,1.6783643142189427e-07,9.0038807789367355e-10,2.3767901467087916e-10,1.0948316006041996e-13,1.0035475984354468e-09,6.162370404609526e-06,1.872970874706313e-08,4.2205836838369293e-11,1.938300632750839e-07,9.0514593162419105e-12,3.1344436190556662e-12,1.9400638211271639e-14,5.4796811331905563e-15,3.8732276518914669e-14,8.6584309959653415e-14,1.6511627907270668e-18
1.8111815907158407e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44686236582464367,0.11320602797098869,0.022752122294344153,0.0,7.0640408952193687e-07,1.1849410587868509e-05,1.0185153069080544e-06,1.3697141098647403e-08,2.3344235735341099e-19,0.00015993402023986786,2.6169178180370543e-17,0.00012725913172245478,4.6230194922076827e-13,3.5493413134503262e-09,2.1417904141872188e-14,1.7426809505835117e-16,1.5710747501144425e-05,5.9197689049602084e-12,0.0052967191019154319,0.00012126206527981952,2.0330418045266779e-05,1.6874850474956582e-07,9.0498041785636477e-10,2.3877228244860895e-10,1.0999464710964675e-13,1.017071756733414e-09,6.2143709912924039e-06,1.8911272090566596e-08,4.2890272798968889e-11,1.9605716832106474e-07,9.2414378973775417e-12,3.1816634106804203e-12,1.968809555457148e-14,5.5630540954234759e-15,3.9650888006551084e-14,8.8798074944051659e-14,1.6856474735122135e-18
1.820362227864097e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44684746609261,0.11319044568929232,0.02275199138451214,0.0,7.1928227896750107e-07,1.1973507277002822e-05,1.0337935701063913e-06,1.3904091999852561e-08,2.3950705757900799e-19,0.00016074628878759014,2.6846961083906621e-17,0.00012776942392502019,4.6958809531267931e-13,3.6330949244120121e-09,2.1838878470098282e-14,1.7786427685456398e-16,1.590262754011477e-05,6.0429771077481157e-12,0.0053114209639849854,0.00012130266433049839,2.0432169627403097e-05,1.6965676755139041e-07,9.0957288163655223e-10,2.3986550395146333e-10,1.1050624255048271e-13,1.0306993109454821e-09,6.2665439574081532e-06,1.9093451885949541e-08,4.358141870253953e-11,1.9829762731484534e-07,9.4344158810115357e-12,3.2292985278954891e-12,1.9977913022082691e-14,5.6470644507401684e-15,4.0585424352043755e-14,9.1056571793707526e-14,1.7206736767274184e-18
1.8295428650123536e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44683265008476369,0.11317494480818516,0.022751860851675194,0.0,7.3230768492175119e-07,1.2098271310987316e-05,1.0492057795120604e-06,1.4113094636675809e-08,2.4569180979921713e-19,0.00016155858586112691,2.7538754328934584e-17,0.00012827859034918518,4.7695198038001888e-13,3.7182932819436239e-09,2.2265419952689674e-14,1.8151323832728477e-16,1.6095440094380275e-05,6.1681143981038381e-12,0.0053260410846173896,0.00012134129743392618,2.0533722015933957e-05,1.7056124214916996e-07,9.1416546913212918e-10,2.409586810758166e-10,1.1101794806978306e-13,1.0444304671518884e-09,6.3188890217483329e-06,1.9276246829259945e-08,4.4279295761745296e-11,2.0055144089457467e-07,9.6304252697963092e-12,3.2773497701952675e-12,2.0270094903741375e-14,5.7317118817458264e-15,4.1536053661825474e-14,9.3360465645766615e-14,1.7562471439529667e-18
1.83872350216061e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44681791730939735,0.11315952487458614,0.022751730679415442,0.0,7.4548086568466779e-07,1.2223702636583481e-05,1.0647521948771015e-06,1.4324158705841017e-08,2.5199822301395617e-19,0.00016237091151619402,2.8244775102871703e-17,0.00012878663381270058,4.8439404650267021e-13,3.8049515661937019e-09,2.2697563378960443e-14,1.8521542322740964e-16,1.6289179749305175e-05,6.2952011903033195e-12,0.0053405799168235145,0.00012137800198590196,2.0635076768504339e-05,1.7146195112474255e-07,9.1875818022224554e-10,2.4205181568297793e-10,1.1152976533919087e-13,1.0582654312749393e-09,6.3714059054824736e-06,1.9459655660708406e-08,4.4983925107207545e-11,2.0281860960361502e-07,9.8294982473879877e-12,3.3258179316460174e-12,2.0564645517777699e-14,5.8169960884315824e-15,4.2502944532352958e-14,9.5710427973271981e-14,1.7923736510595314e-18
1.8479041393088664e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.446803267277951,0.11314418543793435,0.022751600851611802,0.0,7.5880237540030574e-07,1.2349801198434477e-05,1.0804330742088747e-06,1.4537293898142281e-08,2.5842791699765953e-19,0.00016318326580546205,2.896524284981357e-17,0.00012929355712471956,4.9191473613993158e-13,3.8930850014390952e-09,2.3135343457582531e-14,1.8897127597139601e-16,1.6483841122659378e-05,6.4242580131573994e-12,0.0053550379110963416,0.00012141281476181368,2.073623543087786e-05,1.7235891729721966e-07,9.2335101476758292e-10,2.4314490959959589e-10,1.1204169601529986e-13,1.0722044090532697e-09,6.4240943321036991e-06,1.9643677163646193e-08,4.5695327787342216e-11,2.0509913389340396e-07,1.0031667178588693e-11,3.3747038010249147e-12,2.0861569210314994e-14,5.902916788183213e-15,4.3486266045550182e-14,9.8107136610943245e-14,1.8290590062342373e-18
1.8570847764571228e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44678869950499117,0.11312892605017517,0.022751471352435951,0.0,7.7227276410662979e-07,1.2476566939136876e-05,1.0962486738136307e-06,1.4752509898442562e-08,2.6498252229501783e-19,0.00016399564877857934,2.9700379282518101e-17,0.00012979936308583307,4.9951449212877258e-13,3.9827088556756177e-09,2.3578794816813739e-14,1.9278124163625595e-16,1.6679418864862649e-05,6.5553055101009792e-12,0.0053694155154250436,0.00012144577192441346,2.0837199536410968e-05,1.7325216370108658e-07,9.2794397261061997e-10,2.4423796461806353e-10,1.1255374173981651e-13,1.0862476060161157e-09,6.4769540273754924e-06,1.9828310163557655e-08,4.641352476818486e-11,2.0739301412624365e-07,1.0236964609488147e-11,3.4240081619557796e-12,2.1160870354943067e-14,5.9894737157689611e-15,4.4486187764316432e-14,1.0055127578089732e-13,1.8663090500066162e-18
1.8662654136053792e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44677421350818958,0.11311374626574608,0.022751342166348259,0.0,7.8589257778464445e-07,1.2603999799309045e-05,1.1121992483390537e-06,1.4969816385672175e-08,2.716636802166797e-19,0.00016480806048219595,3.0450408394389973e-17,0.0001303040544881049,5.0719375768209211e-13,4.0738384402143098e-09,2.4027952004733641e-14,1.9664576595470289e-16,1.6875907659202576e-05,6.68836443928175e-12,0.0053837131753089844,0.00012147690903159976,2.0937970605562143e-05,1.7414171356514262e-07,9.3253705357589606e-10,2.4533098249692703e-10,1.1306590413972232e-13,1.100395227457657e-09,6.5299847192796161e-06,2.0013553527066952e-08,4.7138536933206006e-11,2.0970025057801839e-07,1.0445423267604576e-11,3.4737317930415675e-12,2.1462553352267619e-14,6.0766666233078673e-15,4.5502879728096901e-14,1.0304353611831187e-13,1.9041296552744375e-18
