Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),CH3X(21),CH3OO(77),H2X(49),HOX(22),C2H4(47),H2OX(23),CH2X(27),CHX(28),CX(26),C2H6X(52),CH4OX(60),C2H4X(205),C2H4X(65),CH2(T)(34),CH2O2(180),O(29),OCX(25),CH2OX(54),COX(50),CH2OH(40),C2H5O(140),C3H6O(210),C2H3(46),C2H2(338),C2H2(362),C2H2X(364),C4H6(378),acetyl(43)
2.7832683014296297e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45217130598944916,0.11853446480865938,0.022820110831169471,0.0,1.1191380811934934e-13,2.8794992135657728e-09,1.2343353357030334e-13,5.2064163595062509e-14,1.0294968282746333e-16,2.4709405083808657e-06,7.1592375042931929e-27,2.4465765734753249e-06,5.8023678640026004e-19,1.3549612692648458e-17,1.4668189627831793e-23,3.6025180200351448e-25,1.9282480473733698e-10,1.4473714728325404e-19,0.00013302732713125982,2.9133909991584036e-06,2.714142480313662e-08,1.0093350437556483e-09,1.3726909051189098e-11,2.9481806632565751e-12,8.4071819236424294e-12,1.0953041752148683e-19,8.2897291037482162e-17,4.6242400354465941e-13,2.5818482106265752e-13,1.9295845342188246e-09,1.014355719359919e-17,1.4531846619494967e-22,1.5259552265337303e-23,4.1641322726272958e-26,7.1538946420596443e-14,2.144698270047756e-21,1.0384912432994509e-10,7.8559642010997782e-19,1.9866845878541017e-20,3.7109916508895839e-19,1.7305754048984589e-22,2.9493548554628764e-28,1.5521529910550889e-42,9.4466214014088898e-26,4.7963273563560621e-26,8.8900037565580775e-30,5.7166457426264694e-30,3.0493882165167601e-52,7.5561275582528935e-25
2.805986851186085e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45217021718395317,0.11853336797743813,0.022820104884644397,0.0,1.1470559324999409e-13,2.9265824455779359e-09,1.2629432915715637e-13,5.3349766015585959e-14,1.054246421661175e-16,2.4911268243852866e-06,7.5000716869669356e-27,2.4664659061627563e-06,5.9787175429388145e-19,1.3979683040844263e-17,1.5176502437322633e-23,3.7193548954180247e-25,1.9608386989111944e-10,1.501089885353604e-19,0.00013410395261885045,2.9252787845762783e-06,2.7414207682560417e-08,1.0106238188534797e-09,1.3841505369714396e-11,3.0199292969454656e-12,8.4789550997093289e-12,1.1412096548406754e-19,8.3693309012227737e-17,4.6301388514981376e-13,2.6149652895380717e-13,1.9475883052446082e-09,1.0474024842551321e-17,1.4998970529001854e-22,1.6038076441952286e-23,4.3187261522214089e-26,7.2717267208783131e-14,2.1789443184471743e-21,1.0554816323686505e-10,7.9617772765976079e-19,2.0491984558984065e-20,3.7988121442574047e-19,1.7965123528819715e-22,3.0449619622095398e-28,1.6560851154817732e-42,9.8514710316252986e-26,5.0453616303451936e-26,9.3555142523660611e-30,6.0640511317383109e-30,3.3421586455579429e-52,7.795127370360018e-25
2.828705400942541e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45216912869239517,0.11853227129437818,0.022820099021291649,0.0,1.1754342857083354e-13,2.9740456150006908e-09,1.2919338508723476e-13,5.4656361241457666e-14,1.0793895991207995e-16,2.5113133163664019e-06,7.8540745926735393e-27,2.4863539332744214e-06,6.1588440639833511e-19,1.4420047999431952e-17,1.5698040378288747e-23,3.8388848773501887e-25,1.9936992365670233e-10,1.5563277937577357e-19,0.00013518042974659065,2.9370001846583676e-06,2.7687774362327853e-08,1.011912180647502e-09,1.3956102678463566e-11,3.0928159273902153e-12,8.5506152761053422e-12,1.1886100984603794e-19,8.4490378039440478e-17,4.6360357559813287e-13,2.6484699233837025e-13,1.9656149383428068e-09,1.0812424585684963e-17,1.5477422754755092e-22,1.684906638768454e-23,4.4776940068854522e-26,7.3905301909298727e-14,2.2134635659866864e-21,1.0726093647241931e-10,8.0679006918561009e-19,2.113151817370597e-20,3.8878362081084079e-19,1.8644328085979916e-22,3.1428751719254731e-28,1.7660095446657903e-42,1.0269913654447025e-25,5.3050203721724933e-26,9.8410561939788242e-30,6.4293353357292752e-30,3.6601251840027596e-52,8.0394020024220704e-25
2.8514239506989963e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45216804051307985,0.11853117475945871,0.022820093240274005,0.0,1.2042768394523905e-13,3.0218886772098988e-09,1.3213078513072199e-13,5.5984119316006043e-14,1.1049294871009226e-16,2.5314999842598055e-06,8.221637405728919e-27,2.506240654938203e-06,6.3427937608808371e-19,1.4870872684739643e-17,1.6233030800056902e-23,3.9611437265270884e-25,2.0268294397142407e-10,1.6131148562612638e-19,0.00013625675853533989,2.9485568738499075e-06,2.7962124718856486e-08,1.0132001329734932e-09,1.4070700977837518e-11,3.1668489819173255e-12,8.622162362902563e-12,1.2375401132996929e-19,8.5288513834523584e-17,4.6419305628553132e-13,2.6823563302464762e-13,1.9836644265525191e-09,1.1158879279849795e-17,1.5967387498836306e-22,1.7693573746475967e-23,4.6411212235361257e-26,7.5103052695673899e-14,2.2482560555643723e-21,1.0898744279784719e-10,8.1742210763628821e-19,2.1785657493111818e-20,3.9780666662313763e-19,1.9343803562354265e-22,3.2431313446439571e-28,1.8822164267431694e-42,1.0702278664560961e-25,5.5756586606878388e-26,1.0347304974880537e-29,6.8132529552872528e-30,4.0052075123862706e-52,8.2890147744892013e-25
2.871870645479806e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45216706141725932,0.11853018800467417,0.022820088107061078,0.0,1.230635083681316e-13,3.0652722046648478e-09,1.3480729663811233e-13,5.7197336359882938e-14,1.1282571583399801e-16,2.5496681357160559e-06,8.5643675088422726e-27,2.5241375883833486e-06,6.5116556881846646e-19,1.5285695482684744e-17,1.672621335714076e-23,4.0735394894689593e-25,2.0568770041126798e-10,1.6655725080267111e-19,0.00013722532763261184,2.9588184534666227e-06,2.8209709982591365e-08,1.014358943159501e-09,1.417384029457697e-11,3.2344658791412322e-12,8.6864580293499936e-12,1.2829138887617469e-19,8.6007761626729499e-17,4.6472346280663172e-13,2.7131667728106434e-13,1.9999285021933919e-09,1.147767771375172e-17,1.6418352399045049e-22,1.8483176434476537e-23,4.7920897829321765e-26,7.6189337454082638e-14,2.279802962721144e-21,1.1055303925891065e-10,8.2700934380346625e-19,2.238704600420115e-20,4.0603078139514987e-19,1.9991028098199011e-22,3.3353958364925636e-28,1.9924231825867685e-42,1.1103586947833777e-25,5.8289210041675354e-26,1.0821204681341552e-29,7.1753540877948772e-30,4.3406559711447416e-52,8.5182827259155366e-25
2.892317340260616e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45216608257173801,0.11852920136985143,0.022820083039246954,0.0,1.2573750156102176e-13,3.108963376644585e-09,1.3751499038206158e-13,5.8427957008845117e-14,1.1519109782263346e-16,2.5678364295632817e-06,8.9187012319860883e-27,2.5420334646124809e-06,6.6836859418350133e-19,1.5709247652929318e-17,1.7230646168453928e-23,4.1882008368889471e-25,2.0871426578768604e-10,1.7193313244624561e-19,0.00013819377660738866,2.9689492025503758e-06,2.8457929834547999e-08,1.01551742762657e-09,1.4276980414304815e-11,3.3030243230340614e-12,8.7506621032647217e-12,1.3295809131994726e-19,8.6727899058132425e-17,4.6525371996729905e-13,2.744290929971366e-13,2.0162110785335004e-09,1.1803191618842503e-17,1.6878929186002105e-22,1.9301600600664489e-23,4.9468038678934264e-26,7.7283495589408667e-14,2.3115712966962267e-21,1.1212975761679124e-10,8.3661571129197479e-19,2.3000592384125384e-20,4.1435303075522749e-19,2.0655355928219381e-22,3.4296155118247671e-28,2.1081909314754764e-42,1.1516690023273898e-25,6.0916423270624016e-26,1.1312952987829201e-29,7.553765160328159e-30,4.7013108396882281e-52,8.7519720527408491e-25
2.9127640350414257e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45216510397527376,0.11852821485497538,0.022820078036217949,0.0,1.2844993250645957e-13,3.1529621606595971e-09,1.4025392244050884e-13,5.9676105225392371e-14,1.1758932273671734e-16,2.5860048657556051e-06,9.2849407846183453e-27,2.5599282837187918e-06,6.8589185274017293e-19,1.6141652260259048e-17,1.7746498568493787e-23,4.3051539911201835e-25,2.1176262402006473e-10,1.7744135880191995e-19,0.00013916210547486251,2.9789503485096814e-06,2.8706784186094115e-08,1.01667558921246e-09,1.4380121337281132e-11,3.3725304323285696e-12,8.8147746559916261e-12,1.3775673869750296e-19,8.7448938852331532e-17,4.6578382890230789e-13,2.775725271856532e-13,2.0325121505640531e-09,1.2135512319475828e-17,1.7349255193823963e-22,2.014966378096286e-23,5.1053276300010322e-26,7.838552868831641e-14,2.3435610974405841e-21,1.1371759696887183e-10,8.4623952848491424e-19,2.3626452968391303e-20,4.2277360399423863e-19,2.1337117068918697e-22,3.525817855846751e-28,2.2297555779776525e-42,1.1941838084689249e-25,6.3640995112971984e-26,1.1823076871703459e-29,7.9490890527819582e-30,5.0888508354940091e-52,8.9901289409782572e-25
2.9332107298222355e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45216412562662273,0.11852722846003087,0.02282007309735979,0.0,1.3120106998373915e-13,3.1972685242334596e-09,1.4302414738156341e-13,6.0941904972313602e-14,1.2002061868207825e-16,2.6041734442474922e-06,9.6633938722784492e-27,2.5778220457954587e-06,7.0373875203514155e-19,1.6583033219061749e-17,1.8273941015938651e-23,4.4244252200129411e-25,2.1483275904352298e-10,1.830841790672823e-19,0.00014013031425022106,2.9888231199127676e-06,2.8956272948642323e-08,1.0178334307657225e-09,1.4483263063756096e-11,3.4429903179490634e-12,8.8787957999843923e-12,1.4268998189693389e-19,8.8170894114302509e-17,4.6631379985592066e-13,2.8074704509633697e-13,2.048831712896285e-09,1.247473169382362e-17,1.7829468718332508e-22,2.1028199981903855e-23,5.2677258239667285e-26,7.9495438338152412e-14,2.3757724095900155e-21,1.1531655641267119e-10,8.5588034168360854e-19,2.4264784934493018e-20,4.3129268538367958e-19,2.2036645446309288e-22,3.6240305478521662e-28,2.3573611582348706e-42,1.237928452934723e-25,6.6465752872726364e-26,1.2352114542095836e-29,8.3619460480100476e-30,5.5050519803222977e-52,9.2327995817142189e-25
2.953657424603045e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4521631475245404,0.11852624218500275,0.022820068222057829,0.0,1.3399118256967063e-13,3.24188243490283e-09,1.45825718295148e-13,6.2225480212687032e-14,1.2248521380968267e-16,2.6223421649937521e-06,1.0054373752294639e-26,2.5957147509356503e-06,7.2191270650310228e-19,1.703351529265651e-17,1.8813145088073253e-23,4.546040835677033e-25,2.1792465481561461e-10,1.8886386342012844e-19,0.00014109840294864733,2.9985687460480165e-06,2.9206396033980226e-08,1.0189909551445811e-09,1.4586405593970122e-11,3.5144100830206589e-12,8.9427256877883586e-12,1.4776050273572811e-19,8.8893778319740901e-17,4.6684363068460765e-13,2.8395283821091664e-13,2.0651697600750873e-09,1.2820942172680719e-17,1.8319709016262482e-22,2.1938059873089159e-23,5.434063808424871e-26,8.061322612694521e-14,2.4082052779274608e-21,1.1692663504584303e-10,8.6553770577226384e-19,2.4915746299275025e-20,4.3991045427385197e-19,2.2754278909573705e-22,3.7242814612544478e-28,2.4912600433697058e-42,1.2829285969678777e-25,6.9393583084338184e-26,1.2900615584550752e-29,8.7929741920223662e-30,5.9517926110185069e-52,9.4800301696811956e-25
2.974104119383855e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45216216966778217,0.11852525602987593,0.022820063409697288,0.0,1.3682053863940598e-13,3.2868038602174452e-09,1.4865868682371002e-13,6.3526954909880563e-14,1.2498333631565746e-16,2.6405110279495394e-06,1.045819928955053e-26,2.6136063992325214e-06,7.4041713736635577e-19,1.7493224092632567e-17,1.936428347522394e-23,4.6700271932453411e-25,2.2103829532291301e-10,1.9478270304583738e-19,0.0001420663715853198,3.0081884564941924e-06,2.9457153354431215e-08,1.0201481652158303e-09,1.4689548928153992e-11,3.586795822878533e-12,9.0065645110963522e-12,1.5297101403739128e-19,8.9617605306214161e-17,4.673733223189733e-13,2.8719002747531544e-13,2.0815262867604333e-09,1.3174236738271662e-17,1.8820116304479432e-22,2.2880110980016701e-23,5.6044075467154884e-26,8.1738893643405384e-14,2.4408597471614927e-21,1.1854783196617434e-10,8.7521118102082808e-19,2.5579495916302575e-20,4.4862708519219527e-19,2.3490359244611785e-22,3.826598663648446e-28,2.6317131575852908e-42,1.329210224487845e-25,7.2427432260528625e-26,1.3469141106089299e-29,9.2428296577261048e-30,6.4310584181229852e-52,9.7318669015431035e-25
2.994550814164665e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45216119205510363,0.11852426999463524,0.022820058659663457,0.0,1.3968940636733294e-13,3.3320327677401135e-09,1.5152310319259134e-13,6.4846453027552094e-14,1.275152144413129e-16,2.6586800330703553e-06,1.0875195012323226e-26,2.631496990779217e-06,7.5925547253584075e-19,1.7962286078200339e-17,1.9927529975201425e-23,4.7964106896626908e-25,2.241736645874612e-10,2.0084301016436895e-19,0.00014303422017541235,3.017683480702495e-06,2.9708544822760555e-08,1.0213050638537476e-09,1.4792693066529004e-11,3.6601536250771645e-12,9.0703124998223906e-12,1.5832425970698574e-19,9.0342389265188559e-17,4.6790287708456643e-13,2.9045875539652868e-13,2.0979012876370632e-09,1.3534708923059916e-17,1.9330831759210236e-22,2.3855237877349298e-23,5.7788236076563723e-26,8.2872442476925443e-14,2.473735862057505e-21,1.2018014627158478e-10,8.849003391373866e-19,2.6256193473241073e-20,4.5744274794150377e-19,2.4245232187449942e-22,3.9310104168635618e-28,2.7789902009203778e-42,1.3767996432379284e-25,7.5570307642696475e-26,1.4058263880782096e-29,9.7121871129176095e-30,6.9449476793585993e-52,9.9883559745486875e-25
3.0149975089454746e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45216021468526058,0.11852328407926556,0.022820053971341882,0.0,1.4259805372804408e-13,3.3775691250467126e-09,1.5441901623992301e-13,6.6184098529649841e-14,1.3008107647316561e-16,2.6768491803120453e-06,1.1305691168201964e-26,2.6493865256688699e-06,7.7843114651379771e-19,1.844082855555545e-17,2.0503059487750714e-23,4.9252177625024168e-25,2.2733074667305188e-10,2.0704711805683756e-19,0.00014400194873409437,3.0270550475917892e-06,2.9960570352198094e-08,1.0224616539390301e-09,1.4895838009307087e-11,3.7344895693995655e-12,9.1339699211148604e-12,1.6382301480545841e-19,9.1068144733213831e-17,4.6843229583898977e-13,2.9375916396554728e-13,2.1142947574395094e-09,1.3902452808559927e-17,1.9851997515287701e-22,2.4864342382677643e-23,5.9573791663029746e-26,8.4013874217579762e-14,2.5068336673923513e-21,1.2182357706012483e-10,8.9460476035819862e-19,2.6945999489245293e-20,4.6635760769709126e-19,2.5019247437496611e-22,4.0375451770125532e-28,2.9333698755342952e-42,1.4257234859187619e-25,7.8825277954211103e-26,1.466856849589106e-29,1.0201740093025952e-29,7.49567670858797e-52,1.0249543585525199e-24
3.0354442037262844e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4521592375570101,0.11852229828375177,0.022820049344118565,0.0,1.4554674849737652e-13,3.42341289972618e-09,1.573464734461898e-13,6.7540015380412646e-14,1.3268115074296104e-16,2.6950184696308066e-06,1.1750023780083347e-26,2.6672750039946034e-06,7.9794760029799216e-19,1.8928979677255226e-17,2.1091048009009846e-23,5.0564748888091891e-25,2.3050952569132702e-10,2.1339738109168267e-19,0.00014496955727653051,3.0363043851564226e-06,3.0213229856431126e-08,1.0236179383577398e-09,1.4998983756690967e-11,3.8098097278664968e-12,9.1975370783746323e-12,1.6947008562281419e-19,9.1794886582353266e-17,4.6896157979781654e-13,2.9709139302362207e-13,2.1307066909519632e-09,1.4277563024151852e-17,2.0383756665409214e-22,2.5908343750754327e-23,6.1401420046966415e-26,8.5163190456124519e-14,2.5401532079623597e-21,1.23478123429975e-10,9.0432403400208585e-19,2.7649075312358291e-20,4.7537182510260058e-19,2.581275867065075e-22,4.1462315945447301e-28,3.0951401162149514e-42,1.4760087113084041e-25,8.219547415646787e-26,1.5300651498556136e-29,1.0712201378480224e-29,8.0855855218851079e-52,1.0515475929725391e-24
3.055890898507094e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45215826066911041,0.1185213126080788,0.022820044777380186,0.0,1.4853575825351199e-13,3.4695640593805113e-09,1.6030552096355621e-13,6.8914327544370523e-14,1.3531566562769634e-16,2.7131879009831819e-06,1.2208534702235518e-26,2.6851624258495267e-06,8.1780828128734941e-19,1.9426868441607265e-17,2.1691672625980044e-23,5.190208583966066e-25,2.3370998580771498e-10,2.1989617475047359e-19,0.00014593704581788105,3.0454327200855759e-06,3.0466523249596099e-08,1.0247739200002643e-09,1.5102130308874275e-11,3.8861201647456763e-12,9.2610143103110111e-12,1.7526830975024176e-19,9.2522630011032471e-17,4.694907303779132e-13,3.0045558367762978e-13,2.1471370830050689e-09,1.4660134745898742e-17,2.0926253259408793e-22,2.6988178868155284e-23,6.3271805126023135e-26,8.6320392783997657e-14,2.5736945285833668e-21,1.2514378447944449e-10,9.1405775830066738e-19,2.8365583116919161e-20,4.8448555636482635e-19,2.6626123552276143e-22,4.2570985142984102e-28,3.2645983249528121e-42,1.527682605370176e-25,8.5684090207469922e-26,1.5955121542980082e-29,1.1244303376408014e-29,8.7171437288731596e-52,1.0786199199574367e-24
3.076337593287904e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45215728402032129,0.11852032705223149,0.022820040270514225,0.0,1.5156535037813546e-13,3.5160225716247528e-09,1.6329620364494373e-13,7.030715898634471e-14,1.37984849549643e-16,2.7313574743260614e-06,1.2681571676428549e-26,2.7030487913267394e-06,8.3801664318895874e-19,1.9934624692070204e-17,2.2305111511009268e-23,5.3264454005853691e-25,2.3693211124721855e-10,2.2654589565335885e-19,0.00014690441437330152,3.0544412773938492e-06,3.0720450446275486e-08,1.0259296017602977e-09,1.5205277666041709e-11,3.963426936560976e-12,9.3244019900126937e-12,1.8122055615122444e-19,9.3251390535591942e-17,4.700197488147547e-13,3.0385187703509739e-13,2.1635859284776033e-09,1.5050263695366268e-17,2.1479632303542489e-22,2.8104802448354666e-23,6.5185636882359622e-26,8.7485482793318847e-14,2.6074576740903009e-21,1.2682055930697006e-10,9.2380554032310748e-19,2.9095685900979627e-20,4.9369895334787186e-19,2.7459703750045627e-22,4.3701749755524678e-28,3.4420516096459375e-42,1.5807727823486006e-25,8.9294383822866464e-26,1.6632599538097815e-29,1.1798798506617365e-29,9.3929566562267728e-52,1.1061759583604661e-24
3.0967842880687137e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45215630760940489,0.11851934161619475,0.022820035822909212,0.0,1.546357920576535e-13,3.5627884040869982e-09,1.6631856507279226e-13,7.1718633671448283e-14,1.4068893097636949e-16,2.7495271896166886e-06,1.3169488388132274e-26,2.7209341005193291e-06,8.5857614592647579e-19,2.0452379116667397e-17,2.2931543916290403e-23,5.4652119274239686e-25,2.4017588630005383e-10,2.3334896158415391e-19,0.00014787166295794309,3.0633312800633504e-06,3.0975011361491941e-08,1.027084986533842e-09,1.5308425828369173e-11,4.0417360921016113e-12,9.3877005240201504e-12,1.8732972523161531e-19,9.3981183981884662e-17,4.7054863638219644e-13,3.0728041435534992e-13,2.1800532222961206e-09,1.5448046138444937e-17,2.2044039759787759e-22,2.9259187227222192e-23,6.7143611389816076e-26,8.8658462076889361e-14,2.6414426893372493e-21,1.2850844701111492e-10,9.3356699587376935e-19,2.9839547483729511e-20,5.0301216366654478e-19,2.8313864946652204e-22,4.4854902120785809e-28,3.6278170269803162e-42,1.6353071858531532e-25,9.3029677239506747e-26,1.7333718795741777e-29,1.2376459592000387e-29,1.011577171054761e-51,1.1342203265543888e-24
3.1172309828495235e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45215533143512532,0.11851835629995346,0.022820031433954852,0.0,1.5774735028447278e-13,3.6098615244083796e-09,1.6937264758747782e-13,7.3148875565086376e-14,1.4342813842076386e-16,2.7676970468126509e-06,1.3672644522781998e-26,2.7388183535203738e-06,8.7949025554993264e-19,2.0980263247413635e-17,2.3571150168374852e-23,5.606534788323157e-25,2.4344129532713382e-10,2.4030781151506438e-19,0.0001488387915869522,3.0721039486973797e-06,3.1230205910703042e-08,1.0282400772182291e-09,1.5411574796023917e-11,4.1210536724313079e-12,9.4509103513999733e-12,1.9359874890866754e-19,9.4712026476565025e-17,4.7107739438201573e-13,3.1074133713947866e-13,2.1965389594348775e-09,1.5853578884174844e-17,2.2619622545157273e-22,3.045232415894623e-23,6.9146430820977759e-26,8.9839332228192108e-14,2.6756496191974125e-21,1.3020744669056744e-10,9.4334174939663509e-19,3.0597332502931478e-20,5.124253307787472e-19,2.9188976852385675e-22,4.6030736521934671e-28,3.8222218295228749e-42,1.6913140899296912e-25,9.6893357981538113e-26,1.8059125179309085e-29,1.2978080253451236e-29,1.0888484987996951e-51,1.1627576423380877e-24
3.1376776776303333e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45215435549624977,0.11851737110349259,0.022820027103042206,0.0,1.609002918583352e-13,3.6572419002430669e-09,1.7245849231540254e-13,7.4598008632956808e-14,1.462027004410561e-16,2.7858670458718879e-06,1.4191405822110317e-26,2.7567015504229372e-06,9.0076244414692716e-19,2.1518409459754981e-17,2.4224111662703044e-23,5.7504406411725805e-25,2.4672832276539496e-10,2.4742490563105143e-19,0.00014980580027547082,3.0807605011854638e-06,3.1486034009796173e-08,1.0293948767111681e-09,1.5514724569164659e-11,4.2013857108974794e-12,9.5140319428286712e-12,2.0003059067904308e-19,9.5443934438384565e-17,4.7160602409353422e-13,3.1423478706702068e-13,2.2130431349159295e-09,1.6266959283573067e-17,2.3206528531027391e-22,3.1685222612373013e-23,7.1194803454136915e-26,9.1028094841391601e-14,2.7100785085630715e-21,1.3191755744414021e-10,9.5312943387863496e-19,3.1369206412364696e-20,5.2193859407678262e-19,3.008541321757788e-22,4.7229549188109616e-28,4.0256037170674387e-42,1.7488221001198085e-25,1.0088887962899966e-25,1.8809477252920758e-29,1.3604475309279336e-29,1.1714148138236599e-51,1.1917925228433349e-24
3.158124372411143e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45215337979154829,0.11851638602679695,0.022820022829563854,0.0,1.6409488338770683e-13,3.7049294992582578e-09,1.7557613919677532e-13,7.6066156841050146e-14,1.4901284564084078e-16,2.8040371867526893e-06,1.4726144140542597e-26,2.7745836913200754e-06,9.2239618975514208e-19,2.206695097202166e-17,2.4890610858153132e-23,5.8969561768976196e-25,2.5003695313297243e-10,2.5470272535385186e-19,0.00015077268903863637,3.089302152379422e-06,3.1742495575083189e-08,1.0305493879098086e-09,1.5617875147941768e-11,4.282738233140367e-12,9.5770657996910595e-12,2.0662824568583274e-19,9.6176924569797248e-17,4.7213452679957243e-13,3.1776090601326087e-13,2.2295657438090611e-09,1.6688285228463499e-17,2.3804906542481056e-22,3.2958910567748549e-23,7.3289443680154686e-26,9.2224751511333827e-14,2.7447294023455621e-21,1.3363877837076887e-10,9.6292969074991371e-19,3.2155335479277563e-20,5.3155208897766401e-19,3.1003551844920109e-22,4.8451638294942364e-28,4.2383110922733252e-42,1.807860154508423e-25,1.050197625888471e-25,1.9585446431060431e-29,1.4256481179073851e-29,1.2595975490399438e-51,1.2213295844517886e-24
3.178571067191953e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45215240431979437,0.11851540106985151,0.022820018612914064,0.0,1.6733139129121888e-13,3.7529242891341774e-09,1.7872562701307396e-13,7.7553444155650404e-14,1.5185880266909977e-16,2.8222074694136919e-06,1.5277237501654771e-26,2.7924647763048299e-06,9.4439497627618395e-19,2.2626021844894266e-17,2.5570831271609428e-23,6.0461081184699404e-25,2.533671710342269e-10,2.6214377336565904e-19,0.00015173945789158171,3.0977301137802879e-06,3.1999590523295245e-08,1.0317036137098302e-09,1.5721026532497364e-11,4.3651172571021937e-12,9.6400124531908e-12,2.1339474078460341e-19,9.6911013848767588e-17,4.7266290378590942e-13,3.2131983605064996e-13,2.2461067812317385e-09,1.7117655150309219e-17,2.4414906357665415e-22,3.4274434813856486e-23,7.5431072009225125e-26,9.3429303833546258e-14,2.7796023454752448e-21,1.3537110856951097e-10,9.7274216978381759e-19,3.29558867818491e-20,5.4126594701248619e-19,3.1943774601654713e-22,4.9697303965080444e-28,4.4607033206365995e-42,1.8684575247597784e-25,1.092895948683758e-25,2.0387717128685973e-29,1.4934956292021237e-29,1.3537351448974384e-51,1.2513734427203974e-24
3.1990177619727626e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45215142907976491,0.11851441623264118,0.022820014452488911,0.0,1.7061008179915971e-13,3.8012262375640688e-09,1.8190699341417551e-13,7.9059994543335352e-14,1.5474080022022401e-16,2.8403778938138815e-06,1.5845070154692659e-26,2.8103448054702344e-06,9.6676229339071426e-19,2.3195756980883345e-17,2.6264957472551476e-23,6.1979232199411444e-25,2.5671896116462531e-10,2.6975057363246616e-19,0.00015270610684943524,3.1060455932359848e-06,3.2257318771577417e-08,1.0328575570045573e-09,1.5824178722965492e-11,4.4485287930362923e-12,9.7028724634695022e-12,2.2033313460848163e-19,9.7646219520573738e-17,4.7319115633439735e-13,3.2491171944536699e-13,2.2626662423490645e-09,1.755516801904738e-17,2.5036678707164347e-22,3.5632861145548487e-23,7.7620415077542116e-26,9.4641753404237844e-14,2.8146973829014742e-21,1.3711454713954503e-10,9.8256652899558931e-19,3.3771028206659418e-20,5.5108029591482345e-19,3.2906467431641927e-22,5.0966848268709402e-28,4.6931509948342223e-42,1.9306438171418998e-25,1.1370203285103174e-25,2.121698691181201e-29,1.5640781499709086e-29,1.4541838167659995e-51,1.2819287123090775e-24
3.2194644567535724e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45215045407024129,0.11851343151515085,0.02282001034768644,0.0,1.7393122095501642e-13,3.8498353122541888e-09,1.8512027494514706e-13,8.0585931970976874e-14,1.5765906703403665e-16,2.8585484599125937e-06,1.6430032631151955e-26,2.8282237789093072e-06,9.8950163647487144e-19,2.3776292123822578e-17,2.6973175077665028e-23,6.3524282654992328e-25,2.6009230831547711e-10,2.7752567142707639e-19,0.00015367263592732077,3.1142497946496596e-06,3.2515680237483562e-08,1.0340112206840909e-09,1.5927331719472256e-11,4.5329788435162248e-12,9.7656464187349943e-12,2.274465176322827e-19,9.8382559089622755e-17,4.7371928572571709e-13,3.2853669865874491e-13,2.2792441223737025e-09,1.8000923341926598e-17,2.5670375273386049e-22,3.7035274561662714e-23,7.9858205653869826e-26,9.5862101820298932e-14,2.8500145595925798e-21,1.3886909318016932e-10,9.9240243453999867e-19,3.4600928446168838e-20,5.6099525970808355e-19,3.3892020367302923e-22,5.2260575224075852e-28,4.9360362034812e-42,1.9944489735396087e-25,1.1826080207459315e-25,2.2073966648559929e-29,1.6374860493439647e-29,1.5613183509417682e-51,1.3130000069116922e-24
