Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),CH3X(21),CH3OO(77),H2X(49),HOX(22),C2H4(47),H2OX(23),CH2X(27),CHX(28),CX(26),C2H6X(52),CH4OX(60),C2H4X(205),C2H4X(65),CH2(T)(34),CH2O2(180),O(29),OCX(25),CH2OX(54),COX(50),CH2OH(40),C2H5O(140),C3H6O(210),C2H3(46),C2H2(338),C2H2(362),C2H2X(364),C4H6(378),acetyl(43)
6.167610472944481e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44449661943516172,0.11032193911088506,0.022805171224757302,0.0,3.0676626307426226e-06,0.00013343302370111417,1.282329506536484e-07,5.7198810663602999e-07,6.67045959244165e-09,0.00059250323887351957,1.4908185554285812e-14,0.00027628091845367569,2.2908004180561094e-11,7.9323397915914036e-08,2.4623141334659632e-14,8.5095660193381384e-17,2.3392440590171411e-05,9.6934482578512651e-10,0.007745295469540627,3.520418068397735e-06,5.0458744468314961e-05,3.7548718291288189e-08,3.3612416800391901e-09,2.5445152656324441e-06,8.9031097361970933e-09,1.5276865325601769e-09,1.3850775923302347e-10,6.9423828194060973e-10,1.2165885806852319e-06,7.5727802070131523e-06,1.5132301429900178e-09,8.8212810637242961e-13,3.853575961697315e-11,2.7456280798981212e-16,3.0871938941439223e-08,8.6764224785630148e-16,2.5824060837273635e-06,5.754483135613788e-15,1.1078039314536233e-11,3.9869018997404299e-13,5.9206824830978215e-12,4.5878443411988202e-18,1.4028209008306203e-24,3.6902477487963607e-15,4.7059267806190259e-13,9.1635109163016633e-17,1.9615303880321396e-15,4.173144306483989e-29,1.9012083539617134e-16
6.201729502982108e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44449268069395304,0.11031470646820324,0.022805032298706465,0.0,3.1150957057952056e-06,0.00013477105001974304,1.3026800701911683e-07,5.814581942592225e-07,6.8281864674345361e-09,0.00059593659720727347,1.5332793001390665e-14,0.0002769421255229504,2.3308150233959202e-11,8.0991889644928632e-08,2.5312356302400845e-14,8.7094468703629706e-17,2.3599401678407874e-05,9.9168989642133324e-10,0.0077489753647530281,3.5201379918194047e-06,5.0595517084935416e-05,3.7762377250250089e-08,3.3807002610397599e-09,2.5709586853738452e-06,8.9333891103421214e-09,1.5629374966272821e-09,1.4064558128712e-10,7.051697850572035e-10,1.2327052160895591e-06,7.6522898406348935e-06,1.5386625808313277e-09,9.0067623980160966e-13,3.9573833284273311e-11,2.808894751621586e-16,3.1419924823888177e-08,8.8303732171296446e-16,2.6022110715975617e-06,5.8255322111014354e-15,1.1342406606050574e-11,4.0501431890942576e-13,6.048413569793342e-12,4.7235404120101178e-18,1.4691265390210591e-24,3.781942523176214e-15,4.8497341715137477e-13,9.4435471149139389e-17,2.0228338749390761e-15,4.3999073551469834e-29,1.9425727141961774e-16
6.235848533019735e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44448882200138867,0.11030755229786805,0.022804893002024814,0.0,3.1629408753313122e-06,0.00013611301085287729,1.3232421717583049e-07,5.9103020477661213e-07,6.9887301168857554e-09,0.00059937068146780916,1.5767003714707493e-14,0.00027759783626358017,2.3712980294148773e-11,8.2684437012840766e-08,2.601749002624456e-14,8.9132830022778311e-17,2.3806641976579131e-05,1.0144223077476809e-09,0.0077525752891727182,3.5198595683716283e-06,5.0731615737383158e-05,3.7976100881943603e-08,3.4001626693109863e-09,2.5974846502695684e-06,8.9635840924046835e-09,1.5988001391595341e-09,1.4280196186320376e-10,7.162058947424062e-10,1.2489383691694955e-06,7.7321944621940195e-06,1.5643732690236265e-09,9.1949176090631918e-13,4.0633648780500948e-11,2.873257929154987e-16,3.1974264108917204e-08,8.9861074260000832e-16,2.6220163884919425e-06,5.8971067207314349e-15,1.1611543331453283e-11,4.1140418866312357e-13,6.1780522518953244e-12,4.8624594066274641e-18,1.5381711772804203e-24,3.8753801884111555e-15,4.9971008247277393e-13,9.7305145281816389e-17,2.0856904678072176e-15,4.6376319264333336e-29,1.9846064344784077e-16
6.269967563057362e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44448504171905062,0.11030047498220845,0.022804753336564683,0.0,3.2111986896036957e-06,0.00013745887531894176,1.3440168447175119e-07,6.0070462165942675e-07,7.1521235311591837e-09,0.00060280547816843691,1.6210977867168494e-14,0.00027824809406547951,2.4122521135257689e-11,8.4401220838364802e-08,2.673882646678754e-14,9.1211440330937337e-17,2.4014157504161034e-05,1.0375465458227176e-09,0.0077560968729158157,3.5195827685952235e-06,5.0867049703552051e-05,3.8189888420889511e-08,3.419628827581503e-09,2.6240925086728677e-06,8.9936959675746706e-09,1.6352815520250707e-09,1.4497692594121651e-10,7.2734698919826637e-10,1.2652881953827088e-06,7.8124936188606089e-06,1.5903635574892194e-09,9.3857668069111644e-13,4.1715529001701158e-11,2.9387303141799333e-16,3.2534985563344347e-08,9.143633149816384e-16,2.6418214710918496e-06,5.9692080633465627e-15,1.1885506034762169e-11,4.1786012082874569e-13,6.3096137676704879e-12,5.0046583897875637e-18,1.6100514984463901e-24,3.9705835243705372e-15,5.1480940795177544e-13,1.0024544295880384e-16,2.1501302838236712e-15,4.886782390339891e-29,2.0273165939654556e-16
6.304086593094989e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44448133824199959,0.11029347293673884,0.02280461330415319,0.0,3.2598696916141359e-06,0.0001388086128247913,1.3650051212446193e-07,6.1048192699589369e-07,7.318399855279117e-09,0.0006062409739030799,1.6664877311225028e-14,0.00027889294197774205,2.4536799487934237e-11,8.6142421878315432e-08,2.7476652938680062e-14,9.3331007632487977e-17,2.4221944331106053e-05,1.0610671218012072e-09,0.007759541712839514,3.5193075636868352e-06,5.1001828038900984e-05,3.840373910672063e-08,3.4390986590413255e-09,2.6507816152114237e-06,9.0237259885225834e-09,1.6723888668197381e-09,1.471704981713741e-10,7.3859344469677841e-10,1.2817548479437399e-06,7.8931868556445628e-06,1.6166347923488969e-09,9.5793300948135366e-13,4.2819799570833238e-11,3.005324679466721e-16,3.3102117736369067e-08,9.3029583717337343e-16,2.6616257626679479e-06,6.041837634649405e-15,1.2164351530688198e-11,4.2438243659060917e-13,6.4431133555161669e-12,5.150195065843219e-18,1.6848670072534527e-24,4.0675754666177744e-15,5.3027821497134447e-13,1.0325769261041371e-16,2.2161838420110764e-15,5.1478400177908872e-29,2.070710305124132e-16
6.338205623132616e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44447770999808844,0.11028654460948051,0.022804472906592807,0.0,3.3089544171968133e-06,0.00014016219306117855,1.3862080322061202e-07,6.2036260148664699e-07,7.4875923878551801e-09,0.00060967715534621895,1.712886558449867e-14,0.00027953242271122847,2.4955842038847233e-11,8.7908220823691471e-08,2.8231260124150898e-14,9.5492251940051197e-17,2.4429998576791513e-05,1.084988571889275e-09,0.0077629113732210642,3.5190339254804276e-06,5.113595958398688e-05,3.8617652184190256e-08,3.4585720873414494e-09,2.6775513306819685e-06,9.0536753765307274e-09,1.7101292547962374e-09,1.4938270287792982e-10,7.4994563559957533e-10,1.2983384778494756e-06,7.974273715384268e-06,1.6431883159081238e-09,9.7756275687906026e-13,4.394678883999768e-11,3.0730538687461469e-16,3.3675688959219447e-08,9.4640910133221735e-16,2.6814287130231847e-06,6.1149968271871208e-15,1.2448136902779955e-11,4.3097145672196537e-13,6.578566253548021e-12,5.2991277809871278e-18,1.7627200950029196e-24,4.1663791063235491e-15,5.4612341296190883e-13,1.0634323981446e-16,2.2838820660306325e-15,5.4213034953473926e-29,2.1147947136339302e-16
6.372324653170243e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44447415544729074,0.11027968848029618,0.022804332145661813,0.0,3.3584533951000771e-06,0.00014151958599834972,1.4076266071535907e-07,6.3034712444022576e-07,7.6597345800051671e-09,0.00061311400925282951,1.7603107915364446e-14,0.00028016657864114459,2.5379675430193124e-11,8.9698798295792941e-08,2.9002942086332423e-14,9.7695905460320085e-17,2.4638316409001928e-05,1.1093154572990991e-09,0.0077662073864229082,3.5187618264293872e-06,5.1269452971711396e-05,3.8831626903175707e-08,3.4780490365935286e-09,2.7044010219479138e-06,9.0835453225821212e-09,1.7485099267925748e-09,1.5161356406286836e-10,7.6140393435593622e-10,1.3150392338988494e-06,8.055753738741101e-06,1.6700254666434938e-09,9.9746793171922851e-13,4.5096827892557907e-11,3.1419307965801284e-16,3.4255727344821582e-08,9.6270389344750353e-16,2.701229778436177e-06,6.1886870303397558e-15,1.2736919501564181e-11,4.3762750158321914e-13,6.7159876991915548e-12,5.4515155254621821e-18,1.8437161045601039e-24,4.2670176901759973e-15,5.6235199999112312e-13,1.0950344741112377e-16,2.3532562869834028e-15,5.7076894451941766e-29,2.1595769982898862e-16
6.40644368320787e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4444706730810416,0.11027290306023887,0.022804191023114814,0.0,3.4083671470666753e-06,0.0001428807618817638,1.4292618743180835e-07,6.4043597376866153e-07,7.8348600342759165e-09,0.00061655152245830526,1.8087771228466076e-14,0.00028079545180960684,2.5808326259209778e-11,9.1514334842371198e-08,2.9791996282385893e-14,9.9942712781753661e-17,2.4846894042943945e-05,1.1340523642031686e-09,0.0077694312535441954,3.5184912395892236e-06,5.1402316634280915e-05,3.9045662518677743e-08,3.497529431369439e-09,2.7313300618398955e-06,9.1133369884042432e-09,1.7875381331598158e-09,1.5386310540952867e-10,7.7296871151166048e-10,1.3318572627181758e-06,8.1376264641883777e-06,1.6971475791894607e-09,1.0176505420264488e-12,4.6270250545158424e-11,3.211968448231079e-16,3.4842260787491102e-08,9.7918099333243116e-16,2.7210284216050025e-06,6.2629096303053333e-15,1.3030756942682518e-11,4.4435089112014522e-13,6.8553929287774237e-12,5.6074179357041257e-18,1.9279633974873579e-24,4.3695146202883628e-15,5.7897106335321268e-13,1.1273969561773059e-16,2.4243382462098367e-15,6.0075329687084035e-29,2.2050643709044709e-16
6.440562713245497e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44446726142159293,0.11026618689091348,0.02280404954068321,0.0,3.4586961879124851e-06,0.00014424569122793065,1.451114860604493e-07,6.5062962598315925e-07,8.0130025035623107e-09,0.00061998968187837434,1.8583024150163343e-14,0.00028141908392819939,2.6241821077697055e-11,9.3355010933812585e-08,3.0598723576426476e-14,1.0223343106413168e-16,2.5055727740292849e-05,1.1592039036881155e-09,0.0077725844450590286,3.5182221386008459e-06,5.1534558809895443e-05,3.9259758290828621e-08,3.5170131967006696e-09,2.7583378290591558e-06,9.1430515074717068e-09,1.8272211636891484e-09,1.5613135028616158e-10,7.8464033573677343e-10,1.3487927087865894e-06,8.2198914280002148e-06,1.7245559843253406e-09,1.0381125949719313e-12,4.7467393349639499e-11,3.2831798795300184e-16,3.5435316962646295e-08,9.9584117461608626e-16,2.7408241115914208e-06,6.3376660100845637e-15,1.3329707105024715e-11,4.5114194486210025e-13,6.996797177140532e-12,5.7668952964655006e-18,2.0155734220543151e-24,4.4738934541040709e-15,5.9598778015788874e-13,1.1605338214345224e-16,2.4971600980874483e-15,6.3213882010954045e-29,2.2512640762090371e-16
6.474681743283124e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44446391902138238,0.11025953854385195,0.022803907700075669,0.0,3.5094410256038073e-06,0.00014561434482036531,1.4731865915858993e-07,6.6092855618986437e-07,8.194195890024589e-09,0.00062342847450900488,1.9089037013911499e-14,0.00028203751638051686,2.6680186391544097e-11,9.5221006959355218e-08,3.142342825224754e-14,1.0456883022996874e-16,2.5264813808269204e-05,1.1847747117081171e-09,0.0077756684014416407,3.5179544976743873e-06,5.1666187549183428e-05,3.9473913484894051e-08,3.5365002580778476e-09,2.7854237080836742e-06,9.1726899859718085e-09,1.86756634753828e-09,1.5841832174942544e-10,7.9641917382099225e-10,1.3658457144546582e-06,8.3025481642473238e-06,1.7522520089625828e-09,1.0588560968309388e-12,4.868859559484943e-11,3.3555782167435384e-16,3.6034923326542878e-08,1.0126852047361061e-15,2.7606163237655004e-06,6.4129575494697526e-15,1.3633828128858448e-11,4.5800098192022625e-13,7.1402156772229267e-12,5.9300085429390192e-18,2.1066607811784359e-24,4.5801779042990006e-15,6.1340941791882351e-13,1.1944592230392243e-16,2.5717544128266239e-15,6.6498288677297073e-29,2.2981833917554456e-16
6.508800773320751e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44446064446241457,0.11025295661990078,0.022803765502978562,0.0,3.5606021613332511e-06,0.00014698669370565294,1.4954780914978804e-07,6.7133323808572091e-07,8.3784742440039833e-09,0.00062686788742630218,1.9605981865572686e-14,0.00028265079022469721,2.7123448660263332e-11,9.7112503223339349e-08,3.2266418025844073e-14,1.0694969315778638e-16,2.5474148598744556e-05,1.2107694490378758e-09,0.0077786845337788173,3.5176882915735681e-06,5.1797210721379608e-05,3.9688127371266189e-08,3.5559905414501632e-09,2.8125870890769691e-06,9.202253503729812e-09,1.9085810531571718e-09,1.6072404254781769e-10,8.0830559067840915e-10,1.3830164199690066e-06,8.3855962047868038e-06,1.780236976132307e-09,1.0798830529405721e-12,4.9934199308355131e-11,3.4291766564396179e-16,3.6641107116030016e-08,1.0297138449320684e-15,2.7804045397506551e-06,6.4887856250303548e-15,1.3943178413955985e-11,4.6492832098565165e-13,7.2856636596804793e-12,6.0968192628027988e-18,2.2013433027973683e-24,4.6883918386811398e-15,6.3124333514167773e-13,1.2291874913575571e-16,2.6481541792644782e-15,6.9934488674768439e-29,2.3458296278166192e-16
6.542919803358378e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44445743635565504,0.11024643974862128,0.022803622951056396,0.0,3.6121800895942792e-06,0.00014836270918962215,1.5179903832328079e-07,6.8184414395441948e-07,8.56587176293686e-09,0.00063030790778639649,2.0134032468659444e-14,0.00028325894619594022,2.7571634296531016e-11,9.9029679941490946e-08,3.3128004057735322e-14,1.0937681587724141e-16,2.5683728507375181e-05,1.237192801225199e-09,0.007781634224369797,3.5174234956005804e-06,5.1927636020260709e-05,3.9902399225471734e-08,3.5754839732245811e-09,2.839827367799471e-06,9.2317431150971186e-09,1.9502726882131136e-09,1.6304853512504482e-10,8.2029994938552054e-10,1.4003049634973331e-06,8.4690350792515845e-06,1.8085122049731057e-09,1.1011954676579267e-12,5.1204549258051727e-11,3.5039884653521709e-16,3.7253895348327417e-08,1.0469278502393018e-15,2.8001882473690981e-06,6.5651516100978001e-15,1.4257816617717886e-11,4.7192428032769071e-13,7.4331563524933648e-12,6.2673896982415605e-18,2.2997421113985944e-24,4.7985592800878718e-15,6.4949698191166864e-13,1.2647331351098716e-16,2.7263928076567372e-15,7.3528628703252572e-29,2.394210127286516e-16
6.577038833396005e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44445429334043718,0.11023998658770205,0.02280348004595224,0.0,3.6641752982544317e-06,0.00014974236283362129,1.5407244883341135e-07,6.9246174466242812e-07,8.7564227902674242e-09,0.00063374852282532227,2.0673364309510133e-14,0.00028386202470901382,2.8024769665734419e-11,1.0097271723723889e-07,3.4008500965086642e-14,1.1185100776610815e-16,2.5893549972762533e-05,1.2640494785431657e-09,0.007784518827313942,3.5171600855814584e-06,5.205747096985666e-05,4.0116728328174406e-08,3.5949804802651953e-09,2.8671439455224073e-06,9.2611598498068052e-09,1.992648699515154e-09,1.6539182162333945e-10,8.3240261117387722e-10,1.4177114811457481e-06,8.5528643150475577e-06,1.8370790107191148e-09,1.122795344318679e-12,5.2499992953672007e-11,3.5800269802445347e-16,3.7873314820823291e-08,1.0643279694833038e-15,2.8199669405876973e-06,6.642056874755055e-15,1.4577801653293893e-11,4.7898917779203273e-13,7.5827089805803061e-12,6.4417827479856269e-18,2.4019816989265623e-24,4.9107044062808047e-15,6.6817790048067159e-13,1.3011108425142236e-16,2.8065041324675796e-15,7.7287069116097691e-29,2.4433322655805756e-16
6.611157863433632e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44445121408388172,0.11023359582238342,0.022803336789288118,0.0,3.7165882686272892e-06,0.00015112562645089653,1.563681426990537e-07,7.0318650965511717e-07,8.9501618143591434e-09,0.00063718971985888986,2.1224154602396499e-14,0.00028446006586074643,2.8482881085525474e-11,1.029417951380655e-07,3.4908226833630337e-14,1.1437309174911235e-16,2.6103609475639622e-05,1.29134421594189e-09,0.0077873396690863791,3.5168980378519442e-06,5.2186722929932184e-05,4.0331113965159009e-08,3.6144799898925628e-09,2.8945362289440937e-06,9.2905047137937657e-09,2.0357165729379064e-09,1.6775392388671754e-10,8.4461393542641967e-10,1.4352361069824451e-06,8.6370834373444957e-06,1.8659387046883363e-09,1.1446846851960243e-12,5.3820880648196369e-11,3.6573056077718924e-16,3.8499392110892791e-08,1.0819149452749267e-15,2.8397401194642385e-06,6.7195027858228016e-15,1.4903192687701262e-11,4.8612333079892894e-13,7.7343367654165897e-12,6.6200619692604918e-18,2.5081899984078535e-24,5.0248515498380541e-15,6.8729372585384166e-13,1.3383354824288116e-16,2.8885224151573941e-15,8.1216390165434863e-29,2.4932034505350238e-16
6.64527689347126e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44444819728032692,0.11022726616489371,0.022803193182665431,0.0,3.7694194755432021e-06,0.00015251247210306508,1.5868622180303507e-07,7.1401890695296473e-07,9.1471234674049352e-09,0.00064063148628254755,2.1786582294563194e-14,0.00028505310943250696,2.8945994825380976e-11,1.0493709357189081e-07,3.58275032293858e-14,1.1694390449861477e-16,2.6313903538082183e-05,1.3190817729998974e-09,0.0077900980491018889,3.5166373292438114e-06,5.2315399101253229e-05,4.0545555427339919e-08,3.6339824298827366e-09,2.9220036301085782e-06,9.3197786899812668e-09,2.0794838333447199e-09,1.7013486346417859e-10,8.5693427972877947e-10,1.4528789730619414e-06,8.7216919690662853e-06,1.8950925942712295e-09,1.166865491459976e-12,5.5167565339164186e-11,3.7358378243424194e-16,3.9132153575737038e-08,1.0996895140059282e-15,2.8595072900940934e-06,6.7974907068445601e-15,1.5234049139940636e-11,4.9332705634138235e-13,7.888054924655874e-12,6.8022915797013135e-18,2.6184984592134009e-24,5.1410251980442102e-15,7.068521863757519e-13,1.3764221054935753e-16,2.9724823469684128e-15,8.5323398443346659e-29,2.5438311223053511e-16
6.679395923508887e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44444524165077109,0.11022099635389704,0.022803049227665323,0.0,3.8226693874188305e-06,0.00015390287209668282,1.610267878915571e-07,7.2495940314785262e-07,9.3473425243362666e-09,0.0006440738095712373,2.236082807119939e-14,0.0002856411948926683,2.9414137106169151e-11,1.0695879236348996e-07,3.6766655210178439e-14,1.1956429663714163e-16,2.6524428722743649e-05,1.3472669338751172e-09,0.0077927952402672947,3.5163779370716355e-06,5.2443506530655411e-05,4.0760052010767548e-08,3.6534877284664597e-09,2.9495455663265365e-06,9.3489827390387006e-09,2.1239580445102359e-09,1.7253466161285971e-10,8.6936399985994707e-10,1.4706402094410859e-06,8.8066894308894853e-06,1.9245419829195524e-09,1.1893397631371017e-12,5.6540402769887193e-11,3.8156371759774421e-16,3.9771625352242056e-08,1.1176524058450675e-15,2.8792679645572888e-06,6.8760219980768759e-15,1.5570430679109758e-11,5.0060067098332363e-13,8.0438786717557309e-12,6.9885364593102334e-18,2.7330421209598928e-24,5.2592499927781145e-15,7.268611043160359e-13,1.4153859452708909e-16,3.058419051708165e-15,8.9615133219431649e-29,2.5952227532656372e-16
6.713514953546514e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44444234594232773,0.11021478515395233,0.022802904925849035,0.0,3.8763384663255275e-06,0.0001552967989799018,1.6338994257361406e-07,7.3600846339944572e-07,9.5508539017312646e-09,0.00064751667727924213,2.2947074360342459e-14,0.00028622436139905864,2.9887334099722696e-11,1.0900707123094435e-07,3.772601133695789e-14,1.2223513294175866e-16,2.6735181632113122e-05,1.3759045072554788e-09,0.007795432489522542,3.5161198391199972e-06,5.2571052115908101e-05,4.0974603016600069e-08,3.6729958143284192e-09,2.9771614600983541e-06,9.3781178001086576e-09,2.16914680904235e-09,1.7495333930113437e-10,8.8190344977459069e-10,1.4885199442016215e-06,8.8920753412354127e-06,1.9542881701354651e-09,1.2121094990706178e-12,5.7939751430565792e-11,3.8967172781706377e-16,4.0417833356857761e-08,1.1358043447350351e-15,2.8990216608659708e-06,6.955098016476261e-15,1.5912397222515107e-11,5.0794449085778826e-13,8.2018232156069713e-12,7.1788621523135452e-18,2.8519596903526104e-24,5.3795507303982709e-15,7.4732839645452587e-13,1.4552424193850939e-16,3.1463680885307137e-15,9.4098873108694646e-29,2.6473858479067245e-16
6.74763398358414e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44443950892768957,0.11020863135498345,0.022802760278758299,0.0,3.930427168056597e-06,0.00015669422553921431,1.6577578732041015e-07,7.4716655143165606e-07,9.7576926567219088e-09,0.00065096007704002628,2.3545505337713761e-14,0.00028680264780139679,3.0365611928418059e-11,1.1108210978212624e-07,3.8705903684915454e-14,1.2495729255028676e-16,2.6946158907795365e-05,1.4049993263091465e-09,0.007798011018370756,3.5158630136310997e-06,5.2698042610387714e-05,4.1189207751111445e-08,3.6925066166061341e-09,3.0048507390393285e-06,9.4071847915036876e-09,2.215057768303564e-09,1.7739091721165758e-10,8.9455298167101539e-10,1.506518303473364e-06,8.9778492162614635e-06,1.9843324514608798e-09,1.2351766968808311e-12,5.9365972559308833e-11,3.9790918157459412e-16,4.1070803285496608e-08,1.1541460483897007e-15,2.9187679029122754e-06,7.034720115684736e-15,1.6260008933781697e-11,5.1535883166509631e-13,8.3619037601667084e-12,7.3733348689641614e-18,2.9753936204330856e-24,5.5019523616260275e-15,7.6826207466588102e-13,1.4960071306611252e-16,3.2363654547156281e-15,9.87821430172312e-29,2.7003279427331554e-16
6.781753013621768e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44443672940460627,0.11020253377176006,0.022802615287915665,0.0,3.9849359421934741e-06,0.00015809512479628073,1.6818442346477523e-07,7.5843412952919373e-07,9.9678939859004315e-09,0.0006544039965660684,2.415630693148661e-14,0.00028737609264371268,3.0848996664761093e-11,1.1318408751121672e-07,3.9706667854400784e-14,1.277316691693554e-16,2.7157357229812027e-05,1.4345562486343814e-09,0.0078005320233974513,3.5156074392927996e-06,5.2824484627576968e-05,4.1403865525707973e-08,3.7120200648889679e-09,3.0326128358069006e-06,9.4361846113772971e-09,2.2616986023317561e-09,1.7984741574437119e-10,9.073129459823986e-10,1.5246354114488773e-06,9.0640105698610332e-06,2.014676118467066e-09,1.2585433529260217e-12,6.0819430143057924e-11,4.0627745427145154e-16,4.1730560613451592e-08,1.1726782282918003e-15,2.938506220416584e-06,7.1148896460206314e-15,1.6613326220961156e-11,5.2284400867102125e-13,8.5241355040951526e-12,7.5720214874197753e-18,3.1034901875201454e-24,5.6264799914266864e-15,7.896702465036941e-13,1.5376958682622713e-16,3.3284475884446534e-15,1.0367272089419078e-28,2.7540566061614367e-16
6.815872043659395e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4444340061953701,0.11019649124338936,0.02280246995482486,0.0,4.0398652321708374e-06,0.00015949947000483839,1.7061595220057828e-07,7.6981165853419834e-07,1.0181493224225024e-08,0.00065784842364868747,2.4779666826986357e-14,0.0002879447341667537,3.1337514330978949e-11,1.1531318379525716e-07,4.0728642981638226e-14,1.305591712842901e-16,2.7368773315923188e-05,1.4645801562090362e-09,0.0078029966767791418,3.5153530952270036e-06,5.295038464538269e-05,4.1618575656882995e-08,3.7315360892173369e-09,3.0604471880298562e-06,9.4651181383688342e-09,2.3090770297603818e-09,1.8232285501945854e-10,9.2018369133751292e-10,1.5428713904048835e-06,9.1505589136567627e-06,2.0453204587445087e-09,1.2822114622636989e-12,6.2300490918416804e-11,4.1477792821308991e-16,4.2397130595333601e-08,1.1914015896915663e-15,2.9582361488761791e-06,7.1956079544663149e-15,1.6972409734638365e-11,5.3040033670495618e-13,8.6885336403961371e-12,7.7749895555130574e-18,3.2363995711664343e-24,5.7531588788884942e-15,8.1156111578407047e-13,1.5803246088266362e-16,3.4226513715760323e-15,1.0877864482658897e-28,2.8085794384172201e-16
6.849991073697022e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44443133814631486,0.11019050263281795,0.022802324280971099,0.0,4.0952154753407017e-06,0.00016090723464768768,1.7307047458214041e-07,7.8129959784295497e-07,1.0398525843924937e-08,0.00066129334615786244,2.5415774471322786e-14,0.00028850861031037351,3.1831190898618118e-11,1.1746957789073415e-07,4.1772171749242627e-14,1.3344072237083167e-16,2.7580403920968623e-05,1.4950759553396907e-09,0.0078054061267815757,3.5150999609784546e-06,5.3075749010284889e-05,4.1833337466221856e-08,3.7510546200814728e-09,3.0883532382394278e-06,9.4939862322212171e-09,2.3572008077380971e-09,1.8481725488024709e-10,9.331655646487578e-10,1.5612263607241059e-06,9.2374937569932451e-06,2.0762667558930035e-09,1.3061830186121766e-12,6.3809524372386444e-11,4.2341199259478287e-16,4.3070538265027683e-08,1.2103168316056269e-15,2.9779572295142852e-06,7.2768763846543542e-15,1.7337320366036736e-11,5.3802813015808838e-13,8.8551133560613927e-12,7.9823072924351371e-18,3.3742759376875983e-24,5.8820144370995031e-15,8.3394298316867359e-13,1.6239095176026707e-16,3.5190141324164356e-15,1.1410822053431961e-28,2.8639040714306483e-16
6.884110103734649e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44442872412732359,0.11018456682634387,0.022802178267821428,0.0,4.1509871030355119e-06,0.00016231839243375368,1.7554809152364616e-07,7.9289840540269333e-07,1.0619027453405058e-08,0.00066473875204204572,2.6064821077954756e-14,0.00028906775871590781,3.2330052288148706e-11,1.1965344893019756e-07,4.2837600396534963e-14,1.3637726110868184e-16,2.779224583622783e-05,1.5260485766104471e-09,0.0078077614982477771,3.5148480165038765e-06,5.3200583941333146e-05,4.2048150280437371e-08,3.7705755884202472e-09,3.1163304338022328e-06,9.5227897343750118e-09,2.4060777318478239e-09,1.8733063489607716e-10,9.4625891110906898e-10,1.5797004409086974e-06,9.3248146069380779e-06,2.1075162895120081e-09,1.3304600143126011e-12,6.5346902743007031e-11,4.3218104348701494e-16,4.3750808435668052e-08,1.2294246468162033e-15,2.9976690092295055e-06,7.3586962768587536e-15,1.770811924512233e-11,5.4572770298156426e-13,9.0238898317184891e-12,8.1940435905364021e-18,3.5172775202271048e-24,6.0130722330224749e-15,8.5682424674722302e-13,1.6684669495838361e-16,3.6175736484904692e-15,1.1967002856027994e-28,2.9200381687335938e-16
