Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(28),CO2X(29),HX(19),CH3X(22),CH2X(58),CHX(26),H2X(31),C2H6X(34),CX(24),C2H5X(33),C3H8X(38),HOCXO(25),C3H7X(36),C3H7(49),C3H7X(37),C3H7(50)
6.3168946213717e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410494922691554,0.09996487415010151,0.0,0.099964930122446991,0.0,2.0884260445855141e-23,0.0,9.489012253028019e-19,0.0,2.5040295515827321e-12,3.672042355753409e-36,1.6033300129930523e-21,2.7852906298415707e-27,0.0,0.0,0.0,0.0,0.0,3.5125844076747896e-05,3.5069877552919382e-05,5.8972937577843378e-12,3.2786894916469631e-12,2.4508762895975973e-15,3.6557021719032097e-14,6.6254576240240409e-27,3.0993377107259908e-22,1.0414251753181195e-23,4.5542875904721494e-29,1.1464984032007191e-39,5.2517532699720748e-25,1.9715462655826196e-46,6.5663117820314677e-45,1.3876958671839736e-46,4.6383791348325212e-45
6.343098593738193e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949215497132,0.099964874150103453,0.0,0.099964930008268532,0.0,2.1146555865457975e-23,0.0,9.5774296069125804e-19,0.0,2.5212329521154545e-12,3.7326501871296765e-36,1.616691240235678e-21,2.8247642817213955e-27,0.0,0.0,0.0,0.0,0.0,3.5125844050658149e-05,3.5069991731409342e-05,5.9219731848662823e-12,3.2853665158968069e-12,2.4562354219141429e-15,3.6819777171916202e-14,6.7114227754980705e-27,3.1294159589733658e-22,1.0537595393747811e-23,4.5969621482689492e-29,1.1661192103247973e-39,5.273800045503257e-25,2.004318217226784e-46,6.7073302539355915e-45,1.4107431150717065e-46,4.7379146448435203e-45
6.369302566104685e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949204513831,0.09996487415010441,0.0,0.099964929898441968,0.0,2.1411046009554101e-23,0.0,9.6662061193212243e-19,0.0,2.5384711646029206e-12,3.793948550926099e-36,1.6301080638579861e-21,2.8646067649859828e-27,0.0,0.0,0.0,0.0,0.0,3.5125844025560936e-05,3.507010155797707e-05,5.9466537283340234e-12,3.2920081840859009e-12,2.4615661693090558e-15,3.7083105021415713e-14,6.7981317880104086e-27,3.1596238819722988e-22,1.0661823381259187e-23,4.6398115073478203e-29,1.1859731302800808e-39,5.2958478225631171e-25,2.0374665510377451e-46,6.8506867044173651e-45,1.4340547999138657e-46,4.8390989724453163e-45
6.395506538471178e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949193949035,0.099964874150104382,0.0,0.09996492979280143,0.0,2.1677740116465628e-23,0.0,9.7553406106876881e-19,0.0,2.555744003733523e-12,3.8559414031920786e-36,1.6435804846918766e-21,2.9048195837159107e-27,0.0,0.0,0.0,0.0,0.0,3.5125844001418572e-05,3.5070207198496412e-05,5.9713353822761368e-12,3.2986146844075418e-12,2.4668686828699005e-15,3.734700223584547e-14,6.8855879035712735e-27,3.1899610707292037e-22,1.0786937635146454e-23,4.6828350980156966e-29,1.2060615822363256e-39,5.3178965958431649e-25,2.0709934480981394e-46,6.9964079057952059e-45,1.4576324519484237e-46,4.9419509799531243e-45
6.447914483204163e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949174011792,0.099964874150101662,0.0,0.099964929593446439,0.0,2.221777717523974e-23,0.0,9.9346788054667346e-19,0.0,2.5903928256044096e-12,3.9820263553910291e-36,1.6706921212550626e-21,2.9863622192488654e-27,0.0,0.0,0.0,0.0,0.0,3.5125843955854671e-05,3.5070406553490988e-05,6.0207019980947796e-12,3.3117229292181971e-12,2.4773896088226609e-15,3.7876492713355203e-14,7.0627544130996157e-27,3.2510216058243851e-22,1.1039832568997429e-23,4.7694026919299377e-29,1.2469477456815232e-39,5.3619971099716961e-25,2.1391916337343267e-46,7.2950524225462064e-45,1.5055917626714369e-46,5.1527340271210767e-45
6.495081633463851e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949157345815,0.099964874150096278,0.0,0.099964929426805127,0.0,2.2711440772920274e-23,0.0,1.0097295609473675e-18,0.0,2.621693349479221e-12,4.0979174771356984e-36,1.6952827446978008e-21,3.0610321264739118e-27,0.0,0.0,0.0,0.0,0.0,3.5125843917762956e-05,3.5070573194820257e-05,6.0651356914916466e-12,3.3234019429653455e-12,2.4867633817753038e-15,3.8354951286429532e-14,7.2247918929204144e-27,3.3064140584326026e-22,1.127048808886586e-23,4.8479036698047465e-29,1.2845615750268911e-39,5.4016909270847519e-25,2.2018864746980292e-46,7.5721916735044192e-45,1.5496800360068939e-46,5.3483336833824339e-45
6.542248783723538e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949141805387,0.099964874150088354,0.0,0.099964929271421851,0.0,2.321238891361347e-23,0.0,1.0261053865136036e-18,0.0,2.6531032264807716e-12,4.2161198772678907e-36,1.7200535154354379e-21,3.1369250864988184e-27,0.0,0.0,0.0,0.0,0.0,3.5125843882240745e-05,3.5070728578096205e-05,6.1095728923178584e-12,3.3349698941376642e-12,2.4960479903170534e-15,3.8835208185525589e-14,7.3893004174042587e-27,3.3622189392103612e-22,1.1504044501383867e-23,4.9269602691138932e-29,1.3229572366168025e-39,5.4413878906821755e-25,2.2658415715124459e-46,7.8574161212136973e-45,1.5946536940771283e-46,5.5496349228391885e-45
6.589415933983225e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949127314479,0.099964874150077987,0.0,0.099964929126536026,0.0,2.3720675497961918e-23,0.0,1.0425946653368517e-18,0.0,2.6846214110392531e-12,4.3366563150000024e-36,1.7450044378417525e-21,3.2140496924298807e-27,0.0,0.0,0.0,0.0,0.0,3.5125843849114798e-05,3.5070873463913321e-05,6.1540135672188941e-12,3.3464278445632511e-12,2.5052442869169751e-15,3.9317246305190008e-14,7.5562989025872909e-27,3.4184338390548682e-22,1.1740512638228754e-23,5.0065691464419348e-29,1.3621429082438732e-39,5.4810879708168606e-25,2.3310694759116426e-46,8.1508874559509311e-45,1.6405215428098481e-46,5.756751658123669e-45
6.636583084242912e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949113802185,0.099964874150065414,0.0,0.099964928991438468,0.0,2.4236354432976021e-23,0.0,1.0591967046952171e-18,0.0,2.7162468675811896e-12,4.4595494547036966e-36,1.7701355161546959e-21,3.2924144853135124e-27,0.0,0.0,0.0,0.0,0.0,3.5125843818223601e-05,3.5071008561470045e-05,6.1984576831588977e-12,3.3577768459182163e-12,2.514353115893722e-15,3.9801048703508003e-14,7.7258062669235958e-27,3.4750563433128251e-22,1.1979903228052766e-23,5.0867269539779625e-29,1.4021267373402456e-39,5.5207911378292204e-25,2.3975826884324853e-46,8.4527689664523202e-45,1.6872923521266604e-46,5.96979892644239e-45
6.683750234502599e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949101202389,0.099964874150050773,0.0,0.099964928865467872,0.0,2.4759479631928817e-23,0.0,1.0759108112024771e-18,0.0,2.7479785704338517e-12,4.5848218641373602e-36,1.795446754477698e-21,3.3720279540739693e-27,0.0,0.0,0.0,0.0,0.0,3.5125843789416458e-05,3.5071134532046897e-05,6.2429052074176454e-12,3.3690179398237811e-12,2.5233753134934923e-15,4.0286598600539573e-14,7.8978414312459138e-27,3.5320840323770528e-22,1.2222226897468139e-23,5.1674303402490695e-29,1.4429168402545203e-39,5.5604973623443684e-25,2.4653936574148383e-46,8.7632255333000392e-45,1.7349748552437021e-46,6.1888928849121995e-45
6.730917384762287e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949089453448,0.099964874150034175,0.0,0.099964928748007678,0.0,2.5290105014252127e-23,0.0,1.0927362909529364e-18,0.0,2.7798155037305898e-12,4.7124960127330774e-36,1.8209381567809582e-21,3.4528985354624699e-27,0.0,0.0,0.0,0.0,0.0,3.5125843762552821e-05,3.5071251992246775e-05,6.2873561075875353e-12,3.3801521579424205e-12,2.5323117079672281e-15,4.0773879376770774e-14,8.0724233187268691e-27,3.5895144822668448e-22,1.2467494172022624e-23,5.248675950833316e-29,1.4845213015510936e-39,5.600206615269329e-25,2.5345147780348519e-46,9.0824236221815423e-45,1.7835777479954612e-46,6.4141508058071039e-45
6.778084535021974e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949078497878,0.099964874150015759,0.0,0.099964928638482928,0.0,2.5828284505434106e-23,0.0,1.1096724496623025e-18,0.0,2.8117566613170718e-12,4.8425942699409062e-36,1.8466097269027235e-21,3.5350346140171536e-27,0.0,0.0,0.0,0.0,0.0,3.5125843737501564e-05,3.507136151701768e-05,6.3318103515706193e-12,3.3911805220731127e-12,2.5411631196470809e-15,4.1262874571579897e-14,8.2495708548406987e-27,3.6473452651927587e-22,1.2715715477165762e-23,5.330460429053185e-29,1.526948173331097e-39,5.6399188677902737e-25,2.6049583913700894e-46,9.4105312770284676e-45,1.8331096881809102e-46,6.6456910717206112e-45
6.825251685281661e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949068282081,0.099964874149995636,0.0,0.099964928536357495,0.0,2.6374072036918095e-23,0.0,1.1267185928045643e-18,0.0,2.8438010466584196e-12,4.975138903630932e-36,1.8724614685505512e-21,3.6184445220338554e-27,0.0,0.0,0.0,0.0,0.0,3.5125843714140409e-05,3.5071463642465996e-05,6.3762679075756519e-12,3.4021040442456423e-12,2.5499303610221317e-15,4.1753567881718284e-14,8.4293029673254664e-27,3.7055739501057985e-22,1.2966901139205765e-23,5.4127804166494037e-29,1.5702054745751427e-39,5.6796340913698188e-25,2.6767367834967853e-46,9.7477181130359969e-45,1.8835792949321503e-46,6.8836331706442604e-45
6.872418835541348e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949058756078,0.099964874149973959,0.0,0.099964928441131459,0.0,2.6927521546002791e-23,0.0,1.1438740257450221e-18,0.0,2.8759476727472547e-12,5.1101520785512932e-36,1.898493385302568e-21,3.7031365395472094e-27,0.0,0.0,0.0,0.0,0.0,3.5125843692355305e-05,3.5071558868479317e-05,6.4207287441151725e-12,3.4129237268140177e-12,2.5586142368133912e-15,4.2245943159805904e-14,8.6116385861457917e-27,3.76419810323158e-22,1.3221061386257239e-23,5.4956325544359368e-29,1.6143011905072139e-39,5.7193522577443185e-25,2.7498621846182103e-46,1.0094155309568885e-44,1.9349951481048579e-46,7.128097690966678e-45
6.919585985801036e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949049873273,0.099964874149950811,0.0,0.099964928352338792,0.0,2.7488686975743747e-23,0.0,1.1611380538695672e-18,0.0,2.9081955620125967e-12,5.247655854841216e-36,1.9247054806087086e-21,3.7891188943217684e-27,0.0,0.0,0.0,0.0,0.0,3.5125843672039897e-05,3.507164766117256e-05,6.4651928300026028e-12,3.4236405625489814e-12,2.5672155440480772e-15,4.273998441284109e-14,8.7965966434560386e-27,3.8232152885898532e-22,1.3478206349179888e-23,5.5790134829365612e-29,1.6592432719793734e-39,5.7590733389211995e-25,2.824346768223643e-46,1.0450015602958345e-44,1.9873657876901816e-46,7.3792063163960535e-45
6.966753136060723e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410494904159021,0.099964874149926303,0.0,0.099964928269544798,0.0,2.8057622274856125e-23,0.0,1.1785099827102974e-18,0.0,2.9405437462296531e-12,5.3876721865980392e-36,1.9510977577919467e-21,3.8763997618528287e-27,0.0,0.0,0.0,0.0,0.0,3.5125843653094989e-05,3.5071730455170251e-05,6.5096601343493919e-12,3.4342555347296483e-12,2.5757350721331836e-15,4.3235675800724676e-14,8.9841960735639856e-27,3.8826230684997248e-22,1.3738346062508257e-23,5.66291984300346e-29,1.7050396348769065e-39,5.7987973071763276e-25,2.9002026502773577e-46,1.0815473279193991e-44,2.0406997132476626e-46,7.6370818208090716e-45
7.01392028632041e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949033866374,0.09996487414990049,0.0,0.099964928192344232,0.0,2.8634381397618679e-23,0.0,1.1959891180675425e-18,0.0,2.9729912664304571e-12,5.5302229204974922e-36,1.977670220049511e-21,3.9649872653767411e-27,0.0,0.0,0.0,0.0,0.0,3.5125843635428036e-05,3.5071807655734592e-05,6.5541306265621734e-12,3.4447696172342639e-12,2.5841736029283496e-15,4.3733001634798077e-14,9.1744558128949785e-27,3.9424190040708443e-22,1.4001490465372569e-23,5.7473482764182414e-29,1.751698159543664e-39,5.8385241350513861e-25,2.9774418884372586e-46,1.1190704166514182e-44,2.0950053833589373e-46,7.9018480630285932e-45
7.061087436580097e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949026663977,0.099964874149873525,0.0,0.099964928120359203,0.0,2.9219018303779145e-23,0.0,1.2135747661283706e-18,0.0,3.0055371728153636e-12,5.6753297944664419e-36,2.0044228704540989e-21,4.0548894758904068e-27,0.0,0.0,0.0,0.0,0.0,3.5125843618952791e-05,3.5071879640749228e-05,6.598604276339946e-12,3.4551837746300863e-12,2.5925319108180275e-15,4.4231946376395459e-14,9.3673947999565263e-27,4.0026006556808419e-22,1.426764940241079e-23,5.8322954264756505e-29,1.7992266902273185e-39,5.8782537953513031e-25,3.0560764813027001e-46,1.157588562789836e-44,2.1502912151018775e-46,8.1736299815326018e-45
7.108254586839785e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949019947799,0.099964874149845409,0.0,0.099964928053237395,0.0,2.9811586958460642e-23,0.0,1.2312662335816553e-18,0.0,3.0381805246653971e-12,5.8230144364072185e-36,2.0313557119550632e-21,4.1461144121797543e-27,0.0,0.0,0.0,0.0,0.0,3.5125843603588793e-05,3.507194676256871e-05,6.6430810536712931e-12,3.4654989622624226e-12,2.6008107627829581e-15,4.4732494635409708e-14,9.5630319753033768e-27,4.0631655834393341e-22,1.4536832624671955e-23,5.9177579385504477e-29,1.8476330345442191e-39,5.9179862611416966e-25,3.1361183676910082e-46,1.1971196553465005e-44,2.2065655835448577e-46,8.452553589097051e-45
7.155421737099472e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949013684995,0.09996487414981628,0.0,0.09996492799065021,0.0,3.04121413320695e-23,0.0,1.2490628277297857e-18,0.0,3.070920390255433e-12,5.9732983629725526e-36,2.0584687473796026e-21,4.2386700408568759e-27,0.0,0.0,0.0,0.0,0.0,3.5125843589260987e-05,3.5072009349742957e-05,6.6875609288316136e-12,3.4757161263427967e-12,2.6090109184709643e-15,4.5234631168872192e-14,9.761386281503043e-27,4.1241113476387921e-22,1.480904979051083e-23,6.0037324606478148e-29,1.896924962963497e-39,5.9577215057463248e-25,3.2175794259421893e-46,1.2376817352779142e-44,2.2638368212607561e-46,8.7387459673752063e-45
7.202588887359159e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949007844934,0.099964874149786151,0.0,0.099964927932291323,0.0,3.1020735400204146e-23,0.0,1.26696385659709e-18,0.0,3.1037558467682111e-12,6.1262029783902595e-36,2.0857619794339295e-21,4.3325642764055892e-27,0.0,0.0,0.0,0.0,0.0,3.5125843575899421e-05,3.5072067708625408e-05,6.7320438723804033e-12,3.4858362040362846e-12,2.6171331302670691e-15,4.5738340879546006e-14,9.9624766631017705e-27,4.1854355091925926e-22,1.5084310466474067e-23,6.0902156439376294e-29,1.9471102083101158e-39,5.9974595027446057e-25,3.3004714732513246e-46,1.2792929947072896e-44,2.3221132178603561e-46,9.0323352614161551e-45
7.249756037618846e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949002399054,0.099964874149755162,0.0,0.099964927877875073,0.0,3.1637423143565277e-23,0.0,1.2849686290350578e-18,0.0,3.1366859802091684e-12,6.2817495733367676e-36,2.113235410704436e-21,4.4278049812351635e-27,0.0,0.0,0.0,0.0,0.0,3.5125843563438862e-05,3.5072122124872754e-05,6.7765298551585244e-12,3.4958601235480101e-12,2.6251781433629359e-15,4.6243608814532649e-14,1.0166322066590955e-26,4.2471356300605156e-22,1.5362624128177872e-23,6.1772041432730201e-29,1.998196465286541e-39,6.037200225969126e-25,3.3848062650281653e-46,1.3219717761382677e-44,2.3814030195448144e-46,9.3334506741247873e-45
7.296923187878533e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104948997320727,0.099964874149723326,0.0,0.099964927827135092,0.0,3.2262258547867224e-23,0.0,1.3030764548244194e-18,0.0,3.1697098853220885e-12,6.4399593238586918e-36,2.1408890436588421e-21,4.52439996574199e-27,0.0,0.0,0.0,0.0,0.0,3.5125843551818437e-05,3.5072172864843248e-05,6.8210188482855378e-12,3.5057888042088148e-12,2.633146695825653e-15,4.675042016389216e-14,1.0372941440373997e-26,4.3092092736619806e-22,1.5644000161177278e-23,6.2646946176935546e-29,2.050191390012743e-39,6.076943649503197e-25,3.4705954942834938e-46,1.3657365716606316e-44,2.4417144286768655e-46,9.642222460665768e-45
7.344090338138221e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104948992585118,0.099964874149690672,0.0,0.099964927779823062,0.0,3.2895295603750337e-23,0.0,1.3212866447741556e-18,0.0,3.202826665505558e-12,6.6008532903415571e-36,2.1687228806473317e-21,4.6223569883789584e-27,0.0,0.0,0.0,0.0,0.0,3.5125843540981416e-05,3.5072220176900386e-05,6.8655108231570387e-12,3.5156231565601107e-12,2.6410395186658557e-15,4.7258760259276278e-14,1.058235373473359e-26,4.3716540052772545e-22,1.5928447861827118e-23,6.3526837309133233e-29,2.1031025995842114e-39,6.1166897476784154e-25,3.5578507910417376e-46,1.4106060221483558e-44,2.5030556033704339e-46,9.9587819228137425e-45
7.391257488397908e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104948988169081,0.099964874149657337,0.0,0.099964927735707323,0.0,3.353658830669477e-23,0.0,1.3395985108175157e-18,0.0,3.2360354327302195e-12,6.764452416524831e-36,2.1967369239036892e-21,4.7216837557322788e-27,0.0,0.0,0.0,0.0,0.0,3.512584353087489e-05,3.5072264292628648e-05,6.9100057514420209e-12,3.5253640824379133e-12,2.6488573359051925e-15,4.7768614572574794e-14,1.0794577901799433e-26,4.4344673924369629e-22,1.621597643813478e-23,6.4411681517943536e-29,2.1569376716476814e-39,6.1564384950722694e-25,3.6465837217793983e-46,1.4565989164503237e-44,2.5654346570983211e-46,1.0283261403252216e-44
7.438424638657595e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104948984051022,0.099964874149623281,0.0,0.099964927694571992,0.0,3.4186190656935118e-23,0.0,1.3580113661050976e-18,0.0,3.2693353074568167e-12,6.9307775285624063e-36,2.2249311755464074e-21,4.8223879226055711e-27,0.0,0.0,0.0,0.0,0.0,3.5125843521449514e-05,3.5072305427967015e-05,6.9545036050802715e-12,3.535012475056078e-12,2.6566008646431561e-15,4.8279968714574786e-14,1.1009632895516368e-26,4.4976470053001116e-22,1.650659501060478e-23,6.5301445548056257e-29,2.2117041439942533e-39,6.1961898665057554e-25,3.7368057888888037e-46,1.5037341905740457e-44,2.6288596583176321e-46,1.0615794279823359e-44
7.485591788917282e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104948980210814,0.099964874149588615,0.0,0.099964927656215674,0.0,3.4844156659376407e-23,0.0,1.3765245250950676e-18,0.0,3.3027254185550249e-12,7.0998493341276941e-36,2.2533056375798056e-21,4.9244770921109571e-27,0.0,0.0,0.0,0.0,0.0,3.5125843512659311e-05,3.5072343784265919e-05,6.999004356279782e-12,3.5445692190887392e-12,2.6642708151232639e-15,4.8792808433632661e-14,1.1227537671612953e-26,4.5611904170208949e-22,1.6800312613075271e-23,6.6196096204680416e-29,2.2674095141696062e-39,6.2359438370410363e-25,3.8285284301667107e-46,1.5520309268626894e-44,2.6933386301126171e-46,1.0956514959731034e-44
7.53275893917697e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104948976629684,0.099964874149553323,0.0,0.099964927620450658,0.0,3.5510540323511074e-23,0.0,1.3951373036405824e-18,0.0,3.3362049032230554e-12,7.2716884215624605e-36,2.2818603118951129e-21,5.0279588157669665e-27,0.0,0.0,0.0,0.0,0.0,3.5125843504461361e-05,3.5072379549272917e-05,7.0435079775141951e-12,3.5540351907519593e-12,2.6718678907986133e-15,4.930711961435898e-14,1.1448311187570403e-26,4.6250952041045576e-22,1.7097138193546588e-23,6.7095600357856852e-29,2.3240612391009968e-39,6.2757003819790885e-25,3.9217630183273125e-46,1.6015083531657494e-44,2.7588795498546066e-46,1.1305558873699209e-44
7.579926089436657e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104948973290127,0.099964874149517519,0.0,0.09996492758710189,0.0,3.6185395663337057e-23,0.0,1.41384901907447e-18,0.0,3.3697729069080282e-12,7.446315259068655e-36,2.310595200271569e-21,5.1328405936030219e-27,0.0,0.0,0.0,0.0,0.0,3.5125843496815635e-05,3.5072412898051618e-05,7.0880144415202661e-12,3.5634112578845959e-12,2.6793927883968081e-15,4.9822888276315704e-14,1.1671972402591985e-26,4.6893589467525464e-22,1.7397080615001837e-23,6.7999924946636044e-29,2.3816667347407473e-39,6.3154594768574228e-25,4.0165208605391938e-46,1.6521858420036492e-44,2.825490348878715e-46,1.1663062470087941e-44
7.627093239696344e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104948970175832,0.099964874149481187,0.0,0.099964927556006097,0.0,3.6868776697277059e-23,0.0,1.4326589902912451e-18,0.0,3.4034285832271078e-12,7.6237501939422738e-36,2.3395103043774866e-21,5.2391298742703346e-27,0.0,0.0,0.0,0.0,0.0,3.5125843489684871e-05,3.5072443993838622e-05,7.1325237212953465e-12,3.5726982800283984e-12,2.686846197984257e-15,5.0340100572726072e-14,1.1898540277572795e-26,4.7539792291971608e-22,1.7700148656219648e-23,6.8909036983125382e-29,2.4402333757259232e-39,6.3552210974477818e-25,4.1128131979857542e-46,1.7040829097265947e-44,2.8931789121769988e-46,1.2029163208969072e-44
7.674260389956031e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104948967271572,0.099964874149444383,0.0,0.099964927527011083,0.0,3.7560737448098707e-23,0.0,1.4515665378265033e-18,0.0,3.4371710938893925e-12,7.8040134518486098e-36,2.3686056257713274e-21,5.3468340551589619e-27,0.0,0.0,0.0,0.0,0.0,3.5125843483034259e-05,3.5072472988842516e-05,7.177035790094905e-12,3.581897108507338e-12,2.6942288030298718e-15,5.0858742789196685e-14,1.2128033775069931e-26,4.8189536400260038e-22,1.800635101257917e-23,6.9822903556407743e-29,2.4997684950538925e-39,6.3949852197538875e-25,4.2106512054486859e-46,1.7572192156679597e-44,2.9619530781077413e-46,1.24039995561637e-44
7.721427540215718e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104948964563158,0.099964874149407107,0.0,0.099964927499974945,0.0,3.826133194283595e-23,0.0,1.4705709839337691e-18,0.0,3.4709996086185497e-12,7.9871251361379346e-36,2.3978811659027468e-21,5.4559604825208707e-27,0.0,0.0,0.0,0.0,0.0,3.512584347683139e-05,3.5072500024988915e-05,7.2215506214300553e-12,3.5910085865061749e-12,2.7015412804681387e-15,5.1378801342451801e-14,1.2360471859273069e-26,4.8842797724964087e-22,1.8315696296857386e-23,7.0741491836335167e-29,2.5602793837734876e-39,6.4347518200091991e-25,4.3100459909140203e-46,1.8116145612925098e-44,3.031820638120566e-46,1.2787710977243471e-44
7.768594690475406e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104948962037373,0.099964874149369429,0.0,0.099964927474765319,0.0,3.8970614212711406e-23,0.0,1.4896716526588481e-18,0.0,3.5049133050761903e-12,8.1731052272008695e-36,2.4273369261136512e-21,5.5665164515987894e-27,0.0,0.0,0.0,0.0,0.0,3.5125843471045992e-05,3.5072525234615138e-05,7.2660681890651163e-12,3.600033549148281e-12,2.708784300761602e-15,5.1900262779079865e-14,1.259587349597542e-26,4.9499552248401009e-22,1.8628193040018719e-23,7.1664769077199943e-29,2.6217732906914579e-39,6.4745208746747042e-25,4.4110085952003218e-46,1.867288889339743e-44,3.1027893364970572e-46,1.3180437931497749e-44
7.815761840735093e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104948959681863,0.099964874149331362,0.0,0.099964927451258817,0.0,3.9688638293059725e-23,0.0,1.5088678699117391e-18,0.0,3.5389113687859808e-12,8.3619735818626832e-36,2.4569729076392225e-21,5.678509206760668e-27,0.0,0.0,0.0,0.0,0.0,3.5125843465649891e-05,3.5072548741118041e-05,7.3105884670152027e-12,3.6089728235727121e-12,2.7159585279627386e-15,5.24231137742919e-14,1.2834257652545074e-26,5.0159776005582865e-22,1.8943849691997255e-23,7.2592702621286195e-29,2.684257422093936e-39,6.5142923604367231e-25,4.5135499916085895e-46,1.9242622829626243e-44,3.1748668701065726e-46,1.3582321865868553e-44
7.86292899099478e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104948957485131,0.099964874149292934,0.0,0.099964927429340364,0.0,4.0415458223252027e-23,0.0,1.5281589635361722e-18,0.0,3.5729929930584726e-12,8.5537499328156651e-36,2.4867891116089484e-21,5.7919459416395692e-27,0.0,0.0,0.0,0.0,0.0,3.512584346061676e-05,3.5072570659557957e-05,7.3551114295438135e-12,3.6178272290105458e-12,2.7230646197752461e-15,5.2947341130691763e-14,1.3075643297896722e-26,5.0823445087074299e-22,1.9262674622471304e-23,7.3525259902304467e-29,2.7477389414826205e-39,6.5540662542047392e-25,4.6176810855934207e-46,1.9825549648619956e-44,3.2480608881769667e-46,1.3993505208855237e-44
7.910096141254467e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104948955436448,0.099964874149254174,0.0,0.099964927408902712,0.0,4.1151128046621362e-23,0.0,1.5475442633768136e-18,0.0,3.6071573789166576e-12,8.7484538880888338e-36,2.5167855390476391e-21,5.906833799278796e-27,0.0,0.0,0.0,0.0,0.0,3.5125843455922117e-05,3.5072591097221943e-05,7.3996370511604816e-12,3.6265975768604913e-12,2.7301032276147467e-15,5.3472931777058259e-14,1.3320049402463754e-26,5.1490535641758902e-22,1.9584676121630694e-23,7.4462408448712606e-29,2.8122249693253915e-39,6.5938425331092483e-25,4.723412714455014e-46,2.0421872964169248e-44,3.3223789920798981e-46,1.4414131364390825e-44
7.957263291514155e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104948953525818,0.09996487414921508,0.0,0.099964927389845776,0.0,4.1895701810389054e-23,0.0,1.5670231013442053e-18,0.0,3.6414037350222277e-12,8.9461049305542084e-36,2.5469621908764293e-21,6.0231798722820969e-27,0.0,0.0,0.0,0.0,0.0,3.5125843451543072e-05,3.5072610154148884e-05,7.4441653066184008e-12,3.6352846707637711e-12,2.7370749966689043e-15,5.3999872767138782e-14,1.3567494938170713e-26,5.2161023879516431e-22,1.9909862400936679e-23,7.5404115886924636e-29,2.8777225828210838e-39,6.6336211744996323e-25,4.8307556470515868e-46,2.1031797768112621e-44,3.3978287351304335e-46,1.4844344705691762e-44
